molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|MATS8i|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
9_a15|0.0|0|0.0|0.0|0|0.0|0|1.419941378|0.0|-0.217598467|-0.042227775|1|0.096418279|0.05688176|0|0|0.003160815|-0.203104439|-0.295062413|1|0.85357243|0.7059441040000001|0.088615068|0.010183805|0.742680335|0|0.846156316|-0.073701648|0.416635119|-41.10356167|-65.07462414|18.10574464|105.5304352|0.153843684|85.79894134|-0.028575549|-36.29225274|-1.400201879|-22.92354152|85.14415759|-15.93664265|59.20930631|0.4517825079999999|2392.3164920000004|471.903131|1689.926339|-8.88789863|0.8240935659999999|5375.400861|31.09118831|-14.02896218|1523.4682269999998|532.0914339999999|1.0|1.0|1.0|1.0|0.19|-7.57|3.9|61.84|2.0|0.0|104.74|0.0|1.0|7.0|-5.25|27.0|5.0|-5.52|0.0|1.0|1.0|3.69|0.00206|1.53e-05|0.0|0.0|-1223.705126|1042.17|330.74|285.37|507.33|-0.1565099999999999|-0.1824|2188.0|107.0|6.9706|6.9706
14b_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197963628|3.2475997860000003|0.065240838|-0.071396109|2|0.0519489729999999|-0.0644978|2|2|0.0075222369999999|-0.073945564|-0.17267308|2|0.616699629|0.793551289|-0.00399443|-0.077808321|0.857184548|1|0.8462596590000001|-0.063267638|0.228282196|-41.01458464|-53.44429544|13.26014776|40.76245006|0.153740341|99.66542762|-0.03508139|-34.64639496|-1.64882535|-26.58857202|64.97993029|-22.74225338|54.274732400000005|0.450973737|2943.803333|548.6057241000001|2280.830615|-14.74314679|0.821406493|6622.129837|29.36910744|-355.71896410000005|1380.34805|599.5697147999999|0.0|1.0|1.0|1.0|0.05|-7.67|3.78|105.02|2.0|1.0|120.24|0.0|1.0|5.0|-5.58|31.0|5.0|-6.31|0.0|0.0|0.0|3.78|0.00114|7.73e-06|0.0|0.0|-1729.161608|1142.37|334.55|334.55|525.66|-0.15064|-0.2286699999999999|9.7544|4.0|8.3536|8.3536
41_a18|0.0|0|0.0|0.0|0|7.03438793|2|1.251176562|0.0|0.115127295|-0.059936864|1|-0.089781154|0.022493846|0|0|-0.002136837|-0.005930813|-0.0091068809999999|0|0.759941674|0.733589101|-0.032217299|0.037097204|0.774395455|0|0.7349388459999999|-0.1020290859999999|0.3888308139999999|-69.94639412|-61.10986894|6.547189171|347.42621339999994|0.2650611539999999|181.7135945|-0.037381065|-41.89408289|-2.317626057|-47.95199341|65.83786886|-25.62671923|76.49358329|0.487248278|2899.29167|503.8398786|1491.296991|-17.56848637|0.950261611|6605.095612|28.37200951|-552.8844577000001|1759.064589|897.5188662|1.0|0.0|1.0|3.0|0.25|-8.38|3.26|99.28|2.0|1.0|141.34|0.0|1.0|6.0|-5.56|34.0|3.0|-6.38|0.0|0.0|1.0|2.53|0.00125|9.49e-06|0.0|0.0|-1454.374793|1294.52|385.97|385.97|576.83|-0.1319|-0.1814599999999999|2721.0|369.0|6433.0|6433.0
14n_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197963531|3.3716621960000004|0.009802461|-0.027380305|2|0.079559363|-0.049694913|2|2|0.010508236|-0.110069159|-0.199540201|2|0.756252127|0.802854174|0.219354173|-0.099694124|0.861597051|1|0.89327435|-0.058928845|0.209387766|-39.82324087|-55.70499288|18.26553926|97.93357279|0.10672565|72.12361433|-0.032325501|-37.64460956|-1.648600566|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|3014.591033|603.6615822000001|2195.877777|-14.76259199|0.885393105|6740.54932|31.80611809|-252.5011125|1622.112023|683.7405759|0.0|1.0|1.0|1.0|0.09|-7.51|3.42|114.25|2.0|1.0|126.78|0.0|1.0|6.0|-5.63|32.0|5.0|-6.47|0.0|0.0|0.0|3.48|0.0010199999999999|9.57e-06|0.0|0.0|-1744.450916|1209.95|362.35|362.35|575.71|-0.1382|-0.2077099999999999|7.2975|1.0|9.2441|9.2441
21c _a23|0.0|1|0.0|0.0|2|7.525639975|0|1.197962776|3.311482916|0.178300778|-0.135572353|2|0.0645437059999999|-0.092608459|2|2|0.0035741379999999|-0.0201427689999999|-0.036896213|2|0.7641222459999999|0.782543953|0.149511954|-0.060079444|0.838980345|1|0.790596437|-0.08365474|0.2571258939999999|-59.46209153|-70.15570019|9.976937758|323.3651097|0.209403563|148.8448086|-0.040210758|-49.86692499|-2.171380929|-42.26586935|79.71722579|-28.58195193|69.43902929|0.468609427|3161.1237530000003|561.9588018|2628.628799|-20.31615463|0.881854988|7227.157398|34.24804117|-475.6090385|1849.394223|762.0576580000001|0.0|1.0|1.0|2.0|0.08|-7.33|3.1|148.11|1.0|1.0|133.35|1.0|1.0|6.0|-5.63|34.0|5.0|-7.13|1.0|0.0|0.0|3.0|0.0011|1.92e-05|0.0|0.0|-1837.964768|1275.12|338.3|338.3|587.02|-0.15089|-0.22981|8.3979|67.0|7.1752|7.1752
5a_a50|0.0|1|0.0|0.0|2|7.927685046000001|1|1.3972442980000002|4.202707546|-0.203248487|-0.017108794|1|0.017227585|-0.256097122|2|2|0.01228899|-0.102607753|-0.168135655|1|0.699970832|0.788709546|-0.132977171|-0.203436041|0.847812674|1|0.969892876|-0.038932964|0.2814514|-20.77548565|-34.7974024|5.435098605|6.819160781|0.030107124|16.06582337|-0.022747617|-18.56865899|-0.978147545|-11.08625592|44.17662122|-12.13862875|26.21058426|0.4528093929999999|2246.106104|517.556163|1605.985157|-6.477439183|0.8275167520000001|4770.917486|18.24602704|-176.38892919999998|784.5791628|462.1867149|1.0|1.0|1.0|0.0|0.14|-6.24|3.66|35.64|0.0|0.0|101.86|0.0|1.0|2.0|-3.89|25.0|2.0|-5.83|0.0|1.0|1.0|3.47|42.0|3.14e-05|0.0|0.0|-1029.930364|976.41|308.73|220.82|455.34|-0.16659|-0.19146|5649.0|4.1|5.3872|5.3872
14f_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197963246|3.366063739|-0.002304087|-0.027380305|2|0.056215377|-0.0555907109999999|2|2|0.010508236|-0.110069159|-0.199540201|2|0.756252127|0.796412133|0.070514687|-0.06885759|0.854683662|1|0.894162392|-0.059927056|0.2096108239999999|-40.51498423|-57.07376861|18.34483401|96.47955427|0.105837608|71.55380685|-0.031450478|-38.58595734|-1.603974359|-27.39103254|74.08536976|-21.26277654|58.85981824|0.478733036|3014.916135|604.5178506|2322.5224120000003|-14.37516058|0.918402793|6768.918745|31.93672236|-224.1560124|1628.77284|683.7405759|0.0|1.0|1.0|1.0|0.09|-7.51|3.42|114.25|2.0|1.0|126.78|0.0|1.0|6.0|-5.63|32.0|5.0|-6.47|0.0|0.0|0.0|3.46|0.0010199999999999|9.57e-06|0.0|0.0|-1744.452086|1210.19|346.78|213.09|572.35|-0.1458|-0.21743|9.1089|2.0|8.6459|8.6459
8j_a46|0.0|0|0.0|0.214753401|1|7.727094485|1|1.160371125|2.1279894180000003|-0.13040237|-0.008523199|2|-0.129276363|-0.174853546|1|1|0.0108603019999999|-0.084266433|-0.133413527|2|0.645146311|0.789844634|-0.223292257|-0.074207717|0.837678812|0|0.934648421|-0.054707287|0.308052557|-29.38737046|-37.04976799|4.658562801|7.723448142|0.065351579|35.10521457|-0.02566383|-19.90219786|-1.103544698|-15.7861518|41.80044861|-13.78596018|34.04593326|0.427798746|2121.846387|502.0694817|1888.679875|-7.405468973|0.747636856|4759.107832|16.76894569|-346.061389|721.0646647000001|453.1959065|1.0|1.0|1.0|0.0|0.32|-7.26|4.71|43.6|1.0|1.0|96.94|0.0|1.0|2.0|-4.59|24.0|3.0|-5.55|0.0|1.0|1.0|3.82|0.00878|1.47e-05|0.0|0.0|-1414.53151|978.4|281.1|249.79|493.89|-0.18531|-0.22599|6.4463|1228.0|5.9108|5.9108
16_a15|-3.726252327|0|0.0|0.0|0|0.0|0|0.300207157|0.0|0.072882981|-0.463771194|2|-0.003882928|-0.109386268|0|0|-0.00379317|-0.046871961|-0.0764246109999999|2|0.787100127|0.729432583|0.080837546|-0.018331526|0.77948108|0|0.723597405|-0.08870471|0.7427725270000001|-60.63825695|-69.38556779999999|4.848103252|53.93878231|0.276402595|188.9479321|-0.039472502|-47.4317527|-2.131515106|-41.45211893|76.07332645|-26.98327637|65.48636021|0.419910645|3173.773379|494.6488764|3014.308422|-18.44568161|0.7238723509999999|6931.531554000001|31.07023998|-503.7568532|1677.792959|728.353441|1.0|1.0|1.0|2.0|0.08|-9.21|3.37|115.58|2.0|0.0|124.45|0.0|1.0|6.0|-6.0|32.0|6.0|-6.27|1.0|0.0|1.0|3.59|0.000442|6.14e-06|0.0|0.0|-1770.509465|1229.58|300.24|297.1|600.98|-0.16871|-0.20953|11.7447|21.0|7.6778|7.6778
3b_a12|0.0|0|0.0|0.0|0|0.0|1|1.283824445|0.0|0.156777705|-0.043495794|2|-0.1215705419999999|-0.065558712|0|0|-0.003019113|-0.071149325|-0.116772665|1|0.914614654|0.768772928|-0.008328578|-0.007397776|0.82914101|0|0.903204699|-0.064393592|0.073824142|-33.57216667|-46.11064215|5.401901357000001|41.13468455|0.096795301|50.46508298|-0.034016616|-24.04018959|-1.326648015|-17.50314491|54.77629766|-17.73486237|38.97406803|0.390744506|2186.64676|470.8937285|1935.211747|-9.246226764|0.64134753|4665.346939|23.06757345|-280.3056362|899.6353646|406.0361621|1.0|1.0|1.0|1.0|0.05|-8.1|4.05|37.28|1.0|0.0|102.53|0.0|1.0|3.0|-4.26|24.0|3.0|-5.65|0.0|1.0|1.0|3.59|0.0184|2.28e-05|0.0|0.0|-1410.971864|915.37|328.51|294.55|426.66|-0.15229|-0.2232|8.5678|49.0|7.3098|7.3098
14b_a50|0.0|1|0.0|0.0|2|7.934155233999999|2|1.267593742|4.240438135|-0.092558007|0.0228205129999999|2|-0.068176984|0.037777505|2|2|0.011249462|-0.1786649189999999|-0.280243276|1|0.74726683|0.7887047979999999|0.030057537|-0.076752616|0.831689551|1|0.904076348|-0.050362464|0.7031402240000001|-33.02344264|-50.27694576|14.70317076|25.31245624|0.095923652|62.89861413|-0.025558317|-32.9673668|-1.533499045|-21.65397937|64.58491917|-16.75898192|47.72661339|0.445384689|2967.872393|592.81677|2984.248708|-10.98912227|0.8030515570000001|6737.145102|26.29763086|-180.03459850000002|1577.857852|825.4425942|1.0|1.0|1.0|0.0|0.35|-6.86|3.72|66.99|2.0|0.0|128.39|0.0|1.0|7.0|-4.6|33.0|5.0|-6.5|0.0|1.0|0.0|3.6|0.0111|1.6800000000000002e-05|0.0|0.0|-1431.068494|1253.87|304.07|234.67|533.25|-0.16874|-0.1936|6.7927|6.58|5.1818|5.1818
1j_a5|0.0|0|2.9426852410000004|0.0|0|6.605297921|0|1.427567371|0.0|-0.2031633169999999|-0.010620031|2|-0.115553003|-0.07622096|1|1|0.006957291|-0.010807075|-0.0178558139999999|2|0.74740095|0.7862755770000001|-0.084090414|-0.0614852279999999|0.848473695|0|0.847163872|-0.073803258|0.35883584|-39.64241895|-40.01980349|10.57633738|73.73338699|0.152836128|82.09385267|-0.027258236|-21.49609451|-1.117587665|-21.29338752|54.3827755|-14.64139152|50.21875634|0.469085779|2242.805131|455.0425806|847.5275797|-7.86442482|0.883543443|4618.562904|23.74961767|-125.1415813|973.7343247|422.96706330000006|1.0|1.0|1.0|1.0|0.05|-8.14|4.5|63.69|0.0|0.0|96.98|0.0|1.0|4.0|-4.03|25.0|4.0|-6.15|0.0|1.0|1.0|3.19|0.0304|6.29e-05|0.0|0.0|-1065.849941|959.39|300.89|279.68|445.81|-0.16813|-0.20645|3.0364|24.0|7.6198|7.6198
12b_a5|0.0|0|0.0|0.0|0|6.605297921|2|1.189701783|0.0|-0.297319874|0.023224044|3|-0.021265946|-0.119503073|0|0|0.00751901|-0.070406884|-0.110182753|2|0.8417504029999999|0.779793078|0.066588785|-0.033036296|0.819417554|0|0.827613693|-0.066227158|0.350286421|-41.76622313|-43.25430513|10.44150403|138.67264319999998|0.172386307|108.7155967|-0.020455699|-27.27837078|-1.165974822|-26.33991037|59.53145615|-12.90040679|52.20772716|0.480419002|2602.046823|521.9354031|1071.500538|-8.135654442|0.924627734|5501.255679|24.32296891|-38.31786425|1386.409228|727.8586176|0.0|0.0|1.0|1.0|0.33|-7.67|3.29|50.28|1.0|0.0|123.46|0.0|1.0|5.0|-2.3|30.0|6.0|-7.57|0.0|1.0|0.0|1.44|2.0|0.000359|0.0|0.0|-1276.928859|1149.51|857.76|268.62|505.16|-0.06212|-0.16607|8.2868|42.0|7.3768|7.3768
13h_a6|0.0|0|3.464247528|0.0|0|6.842683282|0|1.424099498|0.0|-0.094781725|0.004767264|2|0.060987639|-0.01698365|1|1|-0.000644109|-0.12414699|-0.215607882|2|0.836982172|0.780222427|-0.0256002129999999|-0.164411111|0.8391892870000001|1|0.867910741|-0.074151997|0.300800177|-51.85624128|-64.32173453|12.1971464|77.20799814|0.132089259|92.37313621|-0.032362302|-44.98170701|-1.747564296|-36.26429338|76.78735663|-22.63172141|64.05338768|0.461667017|2926.745635|606.9504647000001|2829.19698|-15.82689691|0.8575863490000001|6302.785260000001|30.71129129|-331.36552|1658.40973|744.1359788|1.0|1.0|1.0|2.0|0.12|-10.57|5.41|103.17|2.0|0.0|128.63|0.0|0.0|6.0|-5.56|33.0|5.0|-6.31|0.0|0.0|1.0|3.61|0.0012|8.8e-06|0.0|0.0|-1386.613707|1253.92|365.52|254.58|591.53|-0.14097|-0.2153199999999999|10.0322|47.0|7.3279|7.3279
12f_a36|0.0|0|3.50900085|0.0|0|7.412764017000001|2|1.297042537|0.0|-0.066269699|-0.032343041|2|0.10938259|0.012286423|1|1|0.0045625|-0.101854847|-0.169994208|1|0.902377067|0.821599443|-0.109793154|-0.1188384119999999|0.8700396090000001|0|0.8435569079999999|-0.071035495|0.3416917479999999|-46.86832019|-66.16123807|11.77610852|43.53853176|0.156443092|103.2191714|-0.035813075|-43.65234724|-2.00553221|-30.92312428|76.51015325|-23.629013600000004|58.64442871|0.464240353|2770.818472|556.5681681|2380.393255|-15.59012402|0.8665086190000001|6000.985822|30.28188764|-369.879252|1695.785708|729.1873176|1.0|0.0|0.0|2.0|0.21|-7.36|3.62|69.2|1.0|0.0|133.52|0.0|1.0|6.0|-4.61|31.0|4.0|-6.33|0.0|1.0|0.0|2.4|0.0102|2.6600000000000003e-05|0.0|0.0|-1311.57896|1195.77|339.27|237.95|545.55|-0.15011|-0.20046|7.8454|11.0|7.9586|7.9586
1_a6 (SB-431542)|0.0|0|3.3674017380000003|0.0|0|7.423568444|1|1.430935835|0.0|0.043282217|-0.175408303|1|0.1008839219999999|-0.029658865|1|1|-0.008385698|-0.020716495|-0.033765606|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0|0.5940412860000001|-0.126408788|0.210050443|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|-2.083447046|-44.47680367|87.15852628|-27.46300805|94.56841061|0.472445176|2678.823231|352.3666367|1890.228713|-16.29019397|0.895537592|5748.417262|36.46179023|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|1.0|2.0|0.05|-7.69|4.04|103.12|1.0|0.0|106.85|0.0|1.0|4.0|-4.52|29.0|5.0|-6.73|0.0|0.0|1.0|2.85|0.0116|5.660000000000001e-05|0.0|0.0|-1292.588032|1049.69|376.28|324.5|464.07|-0.13329|-193.0|8.8611|1542.0|5.8119|5.8119
3_a47|0.0|0|0.0|0.0|0|0.0|0|1.304465159|0.0|0.013076203|-0.130414103|2|-0.013350303|0.103847816|0|0|-0.007967014|-0.015388793|-0.024240921|2|0.900251233|0.720319618|0.104873188|0.022804181|0.780628097|1|0.854727481|-0.083129079|0.4661246329999999|-43.59237092|-49.71258151|4.514659074|98.29790989|0.145272519|76.18000386|-0.036461577|-26.06896797|-1.422001494|-22.85956767|58.22383723|-19.12022366|48.10703|0.403777634|2243.894237|448.2137648|1280.146703|-10.02652614|0.67722658|5022.029588|24.35791949|-298.8724505|949.95886|418.022895|1.0|0.0|1.0|2.0|0.0|-8.42|4.32|58.04|1.0|0.0|101.55|0.0|1.0|3.0|-5.54|25.0|3.0|-5.16|0.0|1.0|1.0|4.02|0.000995|4.49e-06|0.0|0.0|-1470.137664|941.44|332.54|217.52|402.58|-0.15473|-0.2119|5.3274|316.0|6.5|6.5
30_a47|0.0|1|0.0|0.0|1|6.842683282|0|1.304327883|1.435022468|-0.069449687|-0.184735553|2|0.013114301|-0.008774855|1|1|-0.008325552|-0.035472095|-0.079370393|2|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.074217097|0.913855507|1|0.67896733|-0.108232368|0.384732322|-64.94243028|-64.38108459|13.64937081|350.5257774|0.32103267|192.6285289|-0.0383202979999999|-38.63044093|-1.609452527|-38.96726396|81.25550675|-22.9932445|78.59180109|0.4680850139999999|2626.927627|407.3992771|1558.731067|-13.79658605|0.879999675|5852.817155|33.84108731|-215.3470619|1421.325667|457.1122177|1.0|1.0|1.0|2.0|0.05|-7.24|2.71|98.72|1.0|0.0|104.25|0.0|1.0|5.0|-4.22|28.0|5.0|-6.95|0.0|0.0|1.0|2.61|24.0|7.94e-05|0.0|0.0|-1696.12008|1032.35|333.66|333.66|478.04|-0.1517|-0.20813|3.6487|13.0|7.9|7.9
19b_a38|0.0|0|3.26554965|0.0|0|7.412764017000001|2|1.297044256|0.0|-0.122009545|-0.115864198|2|0.013765516|-0.1381849369999999|1|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.8295290000000001|0.019437461|-0.114123934|0.8851623040000001|0|0.7293105670000001|-0.086013549|0.336505882|-53.38447032|-71.73053105|13.92699891|120.3048789|0.270689433|168.00390359999997|-0.041606241|-44.51968852|-2.0803120280000003|-33.13317155|84.49751102|-25.82299118|67.31146923|0.478948837|2897.652112|452.6479704|2436.66785|-16.02708787|0.91919733|6518.872269|33.99385836|-322.28833010000005|1699.692918|593.6088758|1.0|1.0|0.0|3.0|0.14|-7.12|3.55|81.23|1.0|0.0|125.65|0.0|1.0|5.0|-4.25|31.0|5.0|-6.81|0.0|0.0|1.0|2.94|0.0238|4.67e-05|0.0|0.0|-1431.414099|1111.29|330.55|231.18|485.64|-0.15414|-0.20445|6.3396|12.0|7.9172|7.9172
8_a1 (SB-202620)|0.0|0|3.296085365|0.0|0|6.86171134|0|1.4323973840000002|0.0|0.106916453|-0.226277123|1|-0.0443137679999999|-0.1402198369999999|1|1|-0.0106277489999999|-0.019835038|-0.042643966|1|0.674381582|0.743088715|-0.042789124|0.063001656|0.805476065|0|0.648967503|-0.117682533|0.174628594|-66.76765693|-59.72618401|8.809217494|208.2071465|0.351032497|199.1596945|-0.041081545|-33.88588996|-1.684343335|-37.88089785|70.8721358|-23.30777912|75.57687443|0.4564697679999999|2431.842132|368.1943149|1736.664204|-13.22376193|0.839824062|5170.286136|30.104091200000003|-311.18185800000003|1234.267739|433.2550452|1.0|0.0|0.0|2.0|0.0|-8.02|4.86|78.87|2.0|0.0|99.61|0.0|1.0|4.0|-4.94|27.0|5.0|-5.94|0.0|0.0|1.0|3.7|0.0041|1.98e-05|0.0|0.0|-1223.279021|977.87|364.11|364.11|460.4|-0.13683|-0.2105199999999999|5.5005|0.4|6.3979|6.3979
14j_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197963927|3.278390512|0.074424082|-0.071396109|2|0.037350515|-0.026319216|2|2|0.0075222369999999|-0.073945564|-0.17267308|2|0.616699629|0.800643488|0.143567854|-0.091426449|0.864845456|1|0.8454521620000001|-0.062203032|0.226990358|-40.35191855|-53.34139172|13.28905737|40.38957571|0.154547838|100.2571987|-0.034989992|-34.60325668|-1.644529644|-26.17681598|64.88069411|-22.69846456|53.64097592|0.497137467|2943.385528|548.455847|2175.598042|-14.72479008|0.988615047|6597.039681|29.32742551|-355.4521561|1378.388999|599.5697147999999|0.0|1.0|1.0|1.0|0.05|-7.67|3.78|105.02|2.0|1.0|120.24|0.0|1.0|5.0|-5.58|31.0|5.0|-6.31|0.0|0.0|0.0|3.77|0.00114|7.73e-06|0.0|0.0|-1729.15999|1142.37|338.1|338.1|528.18|-0.14816|-0.2239699999999999|8.3233|4.0|8.3883|8.3883
26_a47|0.0|1|0.0|0.0|1|6.86171134|0|1.304328272|1.06819297|0.11828578|-0.200192886|2|-0.110530752|-0.046771537|1|1|-0.008325552|-0.035472095|-0.079370393|2|0.6850994429999999|0.845040087|-0.11288313|0.0120097289999999|0.910081385|1|0.7104381999999999|-0.098127284|0.549740398|-57.01987795|-59.08415114|12.13564316|9.608109253|0.2895618|168.2587945|-0.038735145|-34.3326642|-1.626876095|-33.13315474|73.39007585|-22.50824805|69.15552111|0.474969855|2625.572598|412.8219782|1341.904566|-13.07911017|0.90465254|5994.406615|31.36429668|-252.9318822|1317.300461|457.1122177|0.0|1.0|1.0|2.0|0.05|-7.22|2.84|98.72|1.0|0.0|104.8|0.0|1.0|4.0|-4.86|28.0|5.0|-6.51|0.0|0.0|1.0|3.18|0.00545|2.77e-05|0.0|0.0|-1696.096597|1006.59|310.58|258.5|443.78|-0.16642|-0.22921|4.8242|13.0|7.9|7.9
16g_a32|0.0|1|3.363965155|0.0|0|7.765993078999999|0|0.609420729|0.0|0.1739995319999999|-0.0429252429999999|0|-0.049658216|-0.029193403|3|3|-0.00030659|-0.117577419|-0.202656848|0|0.79965447|0.83902731|-0.026098259|0.008494733|0.8821580379999999|1|0.8206422409999999|-0.078387439|0.542303725|-57.77542509|-77.75914881|17.659402|90.88837862|0.1793577589999999|132.1955522|-0.033839807|-57.31234426|-1.79350976|-42.58335004|94.54074206|-24.94161377|75.43482709|0.3972359179999999|2833.521937|604.8539801|3497.469035|-18.38320476|0.65902387|6372.261243999999|36.34043182|-274.67233460000006|1926.042887|701.9321161|1.0|1.0|1.0|2.0|0.33|-8.16|6.81|149.27|3.0|0.0|121.56|1.0|1.0|10.0|-7.51|30.0|5.0|-5.69|1.0|0.0|1.0|4.37|1.36e-05|4.83e-06|0.0|0.0|-2034.621991|1245.25|342.86|342.86|639.49|-0.14968|-0.19968|4.3204|11.0|7.9586|7.9586
7f_a8|0.0|0|2.961566988|0.0|1|7.05012252|0|1.394802504|1.2793830309999998|-0.139912829|-0.073219554|0|0.034392285|-0.087673259|1|1|0.00084936|0.052081992|0.141285105|0|0.515235986|0.7051689170000001|-0.048917705|0.041366689|0.7677336090000001|0|0.770229267|-0.091890536|0.3155671539999999|-52.28313554|-50.01741803|7.858266077000001|53.09327646|0.229770733|130.7330978|-0.040738044|-28.45850692|-1.670259798|-29.74763659|55.85651025|-23.17880348|60.14140162|0.4513917389999999|2534.956113|438.23883319999993|1854.738581|-13.18808857|0.822794279|5662.145174|26.31197491|-433.4681077|1078.790971|446.5544107|1.0|1.0|0.0|1.0|0.0|-8.46|5.52|61.58|2.0|0.0|101.89|0.0|1.0|3.0|-5.68|28.0|4.0|-5.27|0.0|0.0|1.0|4.63|0.00078|3.16e-06|0.0|1.0|-1285.196168|991.61|356.17|324.68|495.55|-0.14506|-0.21998|11.6137|35.65|4.4479|4.4479
2_a3|0.0|0|0.0|0.0|0|6.823286122000001|0|0.605017347|0.0|0.176032668|-0.09743592|2|-0.103423993|0.09933632|1|1|-0.0045709459999999|0.017902469|0.032450556|2|0.899733837|0.769486995|-0.192034735|0.065162907|0.8401405609999999|1|0.750206578|-0.104577702|0.4551292289999999|-49.07072207|-44.07280196|5.601853871|228.178656|0.249793422|117.2099151|-0.033150466|-20.68016573|-1.127115845|-23.02532673|53.05538527|-15.55510657|54.67257594|0.458202525|2056.399995|352.0174726|1314.679398|-7.298882022000001|0.845708123|4446.904467|21.36736636|-213.9529255|726.4904564|330.4083896|1.0|1.0|1.0|1.0|0.0|-6.89|4.34|92.93|0.0|0.0|90.49|0.0|1.0|2.0|-4.75|22.0|3.0|-5.93|0.0|0.0|1.0|3.06|0.0054|5.33e-05|0.0|0.0|-1272.143337|841.85|371.73|227.92|340.69|-0.14605|-0.21028|5.4999|3981.0|5.4|5.4
11d_a5|0.0|0|2.9590700880000003|0.0|0|6.605297921|0|1.388848584|0.0|-0.245058546|0.001099755|2|-0.125546291|-0.138265707|1|1|0.008809179|-0.12451554|-0.200646773|2|0.786587307|0.783891527|-0.018747485|0.036918829|0.831190148|0|0.87090286|-0.063028408|0.359644732|-40.04753555|-53.84338206|8.151092424|61.45330587|0.12909714|82.02685783|-0.029333375|-34.21147402|-1.525335513|-25.44574968|65.35645739|-18.63809379|48.19862797|0.49396568|2540.78984|553.3617954|900.3825317|-11.84243331|0.976150552|5283.02167|26.16587381|-269.7929124|1360.625438|631.9206508|1.0|1.0|1.0|1.0|0.17|-8.64|4.41|66.93|1.0|0.0|114.29|0.0|1.0|7.0|-4.14|29.0|5.0|-6.47|0.0|1.0|1.0|3.28|0.0278|5.14e-05|0.0|0.0|-1239.127458|1154.67|301.89|280.66|594.45|-0.16762|-0.20529|3.7008|15.0|7.8239|7.8239
25_a47|0.0|1|0.0|0.0|1|6.86171134|0|1.30432753|1.234859637|0.037667531|-0.1084905069999999|2|-0.055724653|-0.035030495|1|1|-0.00269275|-0.108691353|-0.235822787|2|0.6553889970000001|0.8462332770000001|-0.077710529|0.004104478|0.906449648|1|0.786958319|-0.073339312|0.574771479|-44.52300552|-53.40631957|12.27779881|11.20142696|0.213041681|129.3338553|-0.031278972|-32.42203672|-1.407553754|-27.0291331|71.17072517|-18.98891362|56.80080434|0.4760601829999999|2704.5905190000003|477.748546|1514.111398|-11.52783528|0.908616158|6236.813862|30.43708613|-150.4037281|1369.668876|513.2159236|0.0|1.0|1.0|2.0|0.1|-8.01|3.29|84.73|2.0|0.0|109.7|0.0|1.0|5.0|-4.99|29.0|5.0|-6.3|0.0|0.0|1.0|3.62|0.00417|1.52e-05|0.0|0.0|-1735.414386|1062.81|310.91|258.29|491.7|-0.16588|-0.22919|5.1625|16.0|7.8|7.8
