molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|MATS8i|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
14o_a23|0.0|1|0.0|-4.758526534|2|7.423568444|0|1.197958066|3.133942289|0.18835477|-0.301504331|2|0.135737344|-0.029012777|2|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|2|0.598213287|0.802854174|0.000891427|-0.072078004|0.861597051|1|0.904077943|-0.072435569|0.328340215|-51.49843925|-66.92857564|12.835973699999998|110.3941788|0.0959220569999999|68.19627862|-0.042454824|-47.58321438|-2.165196042|-36.61307972|80.64694246|-30.18347529|64.33441296|0.48945652|3399.6213840000005|642.7588542000001|2297.392496|-21.45909668|0.958697036|7967.617129|37.71512766|-427.001863|1923.471511|676.4530574|0.0|1.0|1.0|1.0|0.09|-7.95|3.97|114.25|2.0|1.0|126.97|0.0|1.0|7.0|-6.89|35.0|8.0|-5.94|1.0|0.0|0.0|4.31|6.38e-05|1e-06|0.0|0.0|-2042.184285|1236.72|335.19|335.19|582.89|-0.1517|-0.23229|8.3591|3.0|8.4815|8.4815
17a_a6|0.0|0|3.3685510360000004|0.0|0|7.412764017000001|1|1.424257628|0.0|0.101940358|-0.0265090529999999|1|0.04129257|0.078798543|1|1|-0.00194781|-0.10896749|-0.180339002|1|0.850080948|0.7722228729999999|0.08716369|-0.106323149|0.8299950709999999|0|0.753082653|-0.096082495|0.350977745|-63.02857512|-71.75703418|20.43213226|157.13173490000003|0.2469173469999999|161.9738174|-0.041567592|-47.07146289|-2.078379577|-41.34573382|84.75077935|-27.26767299|83.46070738|0.483320982|2816.084228|494.010135|2217.333474|-17.887155899999996|0.935437602|5996.580489|35.323795000000004|-356.769966|1766.18975|627.4287311|1.0|1.0|1.0|2.0|0.12|-9.01|4.98|95.85|2.0|0.0|116.79|0.0|1.0|5.0|-5.81|31.0|5.0|-5.89|0.0|0.0|1.0|3.59|0.000637|6.69e-06|0.0|0.0|-1350.102634|1167.16|416.71|350.03|574.02|-0.12425|-0.18178|5604.0|24.0|7.6198|7.6198
4p_a46|0.0|0|0.0|0.122217892|1|7.825245291|1|1.134636977|2.102855253|-0.060700883|-0.038295755|0|-0.164311513|-0.205494852|1|1|0.004453195|0.066453878|0.101602982|0|0.7471162309999999|0.747019097|-0.078703563|-0.1623103719999999|0.7911509609999999|0|0.905966489|-0.0997229069999999|0.3352802039999999|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|53.32991189|-0.029978645|-26.78464688|-1.498932241|-32.07534663|51.05047787|-17.00200781|60.7522985|0.423511708|2257.769185|513.8073925|2219.4587530000003|-9.642472876|0.734640605|5167.091582|19.44852199|-424.4519674|972.4260993|585.8536976|1.0|1.0|0.0|1.0|0.3|-7.05|4.85|61.84|2.0|0.0|107.89|0.0|1.0|2.0|-5.8|27.0|3.0|-5.09|0.0|1.0|1.0|4.25|0.000567|4.03e-06|0.0|0.0|-1129.65844|1058.54|310.28|226.26|537.47|-0.16819|-0.20749|5.3996|341.0|6.4672|6.4672
12r_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604984545|0.0|-0.015167821|-0.093024002|2|-0.093079817|-0.0682882559999999|1|1|-0.001131023|-0.0546637159999999|-0.145315868|1|0.609043558|0.83236194|-0.007140234|-0.105767484|0.889479916|0|0.72072745|-0.090229387|0.451652492|-58.32042638|-71.0931422|12.36992712|90.4724548|0.27927255|180.5098625|-0.040404659|-45.9515743|-1.979828309|-37.69583567|82.06195604|-26.11584816|70.6903535|0.464481911|2976.944611|465.8474777|2433.580273|-16.88017015|0.867350555|6735.090739|33.05530181|-374.9717191|1619.709789|616.2856203|1.0|1.0|0.0|1.0|0.14|-7.16|4.67|81.65|2.0|0.0|127.19|0.0|1.0|5.0|-5.49|31.0|6.0|-6.06|0.0|0.0|0.0|3.21|0.00141|6.71e-06|0.0|0.0|-1774.236548|1141.54|353.12|244.69|516.03|-0.14894|-0.20138|6.5511|29.0|7.5317|7.5317
3t_a32|0.0|1|3.4477303|0.0|0|7.765993078999999|0|0.609420752|0.0|0.028840888|-0.0338714389999999|0|0.028527045|0.012069208|3|3|0.00139283|-0.070331512|-0.122301673|0|0.710773544|0.822076702|0.0466380209999999|-0.146047869|0.870628579|1|0.828676243|-0.080203824|0.217914628|-50.65701113|-61.58101978|8.995863948|97.01046154|0.171323757|108.2086749|-0.026967947|-38.89478416|-1.267493496|-31.99514268|72.43498782|-17.03304802|59.65287508|0.481726305|2530.60497|523.3947687|2241.507646|-10.75813179|0.929482453|5525.861115|24.88485469|-233.0294362|1169.58817|582.0730423|1.0|1.0|1.0|1.0|0.3|-8.01|7.65|128.01|2.0|0.0|112.48|0.0|1.0|7.0|-6.48|27.0|4.0|-5.81|0.0|0.0|1.0|4.46|0.00013|1.16e-05|0.0|0.0|-1864.708995|1129.24|349.38|349.38|575.45|-0.14739|-0.20246|2.7003|9.0|8.0458|8.0458
47j_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.251176464|0.0|0.070097424|-0.068902246|0|-0.048528478|-0.006923502|0|0|0.002317206|-0.218974385|-0.331885553|0|0.783538352|0.7444236670000001|-0.002262399|0.005740124|0.77844379|0|0.80651845|-0.073041469|0.476575952|-56.816779|-73.69868165|12.42035127|95.57657747|0.19348155|150.5035248|-0.033837212|-57.32800549|-2.368604851|-44.19607713|86.31641604|-26.32095773|69.23713027|0.481373558|3172.831382|627.366638|2064.803327|-20.47428768|0.928170101|7316.123159000001|34.43235841|-411.3767328|2410.265089|1081.726154|1.0|0.0|1.0|3.0|0.28|-8.79|2.43|97.76|3.0|2.0|149.96|1.0|1.0|11.0|-5.83|37.0|4.0|-6.46|0.0|0.0|0.0|2.39|0.000743|7.32e-06|1.0|0.0|-1625.445572|1459.55|399.25|399.25|776.31|-0.1285|-0.17273|5.2118|35.0|7.4559|7.4559
3_a3|0.0|0|0.0|0.0|0|7.285506549|0|0.605000514|0.0|0.159413311|-0.114647585|1|-0.015653979|0.0483259979999999|2|2|-0.006362643|0.041786524|0.081380229|1|0.913546349|0.8083172479999999|-0.082619043|0.123113049|0.885339037|1|0.7538064790000001|-0.107269779|0.583866845|-48.91675544|-45.05306124|5.753894372|228.5396864|0.246193521|112.2682304|-0.035057023|-20.54492513|-1.086767728|-22.30683222|55.67251784|-15.98657012|54.67064981|0.415122657|2092.406045|343.74795510000007|1349.6286710000002|-7.290134722999999|0.709760196|4677.617255|22.83783244|-182.4099648|707.9728057|302.8386149|1.0|1.0|1.0|1.0|0.0|-6.15|5.0|121.17|0.0|0.0|88.36|0.0|1.0|2.0|-5.48|21.0|3.0|-5.88|0.0|0.0|1.0|3.23|0.00103|4.06e-05|0.0|0.0|-1592.904586|817.21|370.38|212.09|316.65|-0.14599|-0.20969|2.8045|1175.0|5.93|5.93
12b_a40|0.0|0|0.0|0.0|1|7.515889085|0|0.604989475|1.713497417|0.084915315|-0.011794908|0|0.1744506639999999|0.107454819|2|2|0.004452418|0.023952313|0.038336814|0|0.58925219|0.7137941109999999|0.026452642|-0.227384615|0.7818091140000001|1|0.955647156|-0.065048707|0.2160572999999999|-37.05091872|-42.67442006|6.17734692|80.72126798|0.044352844|25.26281742|-0.0338355829999999|-24.3068084|-1.048903063|-21.10373336|48.54667776|-19.27231874|43.22826564|0.494842289|2462.878448|544.3244990000001|860.5059425000001|-10.97726831|0.979579799|5933.385347|22.49258909|-406.4913617|697.2702616|370.3261123|0.0|1.0|0.0|0.0|0.0|-8.39|6.58|58.43|2.0|0.0|101.78|0.0|1.0|2.0|-7.71|24.0|2.0|-4.09|1.0|0.0|1.0|5.79|8.09e-06|7.82e-08|0.0|1.0|-3016.999329|960.94|363.91|363.91|490.5|-0.14267|-0.22546|6.3131|0.04|7.3979|7.3979
9_a27|0.0|0|2.627701427|0.0|1|6.842683282|0|1.391067068|1.830911754|0.164227115|-0.050617284|2|-0.152086653|-0.051160217|1|1|0.00651856|-0.101933162|-0.171520296|2|0.677253824|0.8214321609999999|0.017503266|-0.071974951|0.8806964490000001|1|0.7988644709999999|-0.078270599|0.36853691|-40.3551562|-45.58003501|10.10030794|128.27738490000002|0.2011355289999999|103.702486|-0.033677898|-23.50038785|-1.414471696|-20.80651808|53.0685473|-17.36382286|50.45546414|0.466349763|2256.4955670000004|411.8826346|1463.168883|-8.952528705|0.873886547|4962.727436|21.99956856|-298.297086|923.9818797|424.8821143|1.0|1.0|1.0|1.0|0.16|-7.06|3.85|76.46|0.0|0.0|97.46|0.0|1.0|3.0|-4.06|25.0|4.0|-6.33|0.0|1.0|1.0|2.99|0.0287|8.28e-05|0.0|0.0|-1083.143348|945.35|297.52|223.71|425.08|-0.1716|-0.2187|4.0436|2.0|8699.0|8699.0
9n_a24|0.0|0|2.961528903|0.0|0|6.605297921|0|1.388847168|0.0|-0.2452954769999999|0.001099755|2|-0.141205159|-0.036651001|1|1|0.008809179|-0.12451554|-0.200646773|2|0.786587307|0.7584388259999999|0.048359202|-0.058520736|0.804201677|0|0.904556598|-0.052106597|0.331008994|-35.21502941|-52.53031811|11.90027964|48.691073|0.095443402|64.50319929|-0.026905672|-35.50139138|-1.399094961|-23.79925701|67.36550766|-18.18357165|47.11530904|0.4331595789999999|2542.730334|611.3234977000001|1361.307012|-12.28894317|0.764164944|5356.5828|27.88350328|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|1.0|0.17|-8.64|4.41|66.93|1.0|0.0|114.29|0.0|1.0|7.0|-4.14|29.0|5.0|-6.47|0.0|1.0|0.0|3.13|0.0278|5.14e-05|0.0|0.0|-1239.1274939999998|1155.03|302.2|252.31|587.05|-0.1658099999999999|-0.20399|4.8123|19.0|7.7212|7.7212
3e_a32|0.0|1|3.501917045|0.0|0|7.773594467000001|0|0.609420788|0.0|0.015619823|-0.058503168|0|-0.057366352|-0.114649277|3|3|0.002004382|-0.076494363|-0.1395294259999999|0|0.8315372|0.8046468659999999|-0.061561535|-0.12378337|0.85921771|1|0.8681696109999999|-0.073411249|0.290874543|-39.56206964|-53.92151824|6.69516884|47.09895162|0.131830389|71.04473954|-0.030786645|-29.05885545|-1.200679139|-21.32040233|60.86894767|-16.59123638|46.25723848|0.4513338939999999|2212.661182|467.865447|1732.3689949999998|-8.941186293|0.822602107|4827.877259000001|21.40099522|-296.6758413|834.6388134|421.3548777|1.0|1.0|1.0|1.0|0.24|-6.92|6.8|110.94|1.0|0.0|97.86|0.0|1.0|3.0|-6.52|23.0|3.0|-5.2|0.0|0.0|1.0|4.3|0.000103|6.6e-06|0.0|0.0|-1672.748189|956.67|348.38|348.38|456.76|-0.14754|-0.20098|5.6928|8.0|8.0862|8.0862
17a_a22|0.0|0|0.0|0.0|1|6.842683282|0|1.2689202|1.866510299|-0.0422459529999999|-0.092107225|2|-0.054347074|-0.094996254|1|1|0.0027615779999999|-0.076790454|-0.126659773|2|0.830653242|0.7562495659999999|0.155547571|-0.010355535|0.805071997|1|0.8594770140000001|-0.072161482|0.345497724|-49.30541729|-60.0620365|9.597299109|286.3611391|0.140522986|96.01444244|-0.030843667|-41.03828927|-1.758088991|-33.68866751|73.26110471|-21.07439877|58.9027164|0.485943988|2910.035347|587.2505892999999|1934.881271|-14.39939974|0.945313306|6343.687177000001|29.64221498|-288.28178110000005|1689.6062539999998|784.2697099|1.0|0.0|1.0|1.0|0.15|-9.13|3.93|68.52|2.0|1.0|128.29|0.0|1.0|7.0|-4.75|33.0|5.0|-6.39|0.0|1.0|0.0|2.25|0.0078099999999999|1.09e-05|0.0|0.0|-1408.300966|1253.39|887.46|255.63|577.52|-0.06214|-0.21338|2268.0|82.0|7.0862|7.0862
12ao_a36|0.0|0|3.477902101|0.0|0|7.412764017000001|2|1.297043885|0.0|-0.058597382|-0.065314765|2|0.0895536619999999|-0.113963585|1|1|0.003724542|-0.095253274|-0.1619981409999999|1|0.90500247|0.82626942|0.040831815|-0.05785124|0.8800240009999999|0|0.832582759|-0.077866573|0.264688501|-51.52001456|-67.45579866|11.76697353|85.17634667|0.167417241|110.7707502|-0.03775988|-44.63177966|-2.039033535|-34.08795068|78.51108393|-24.98362913|63.28698809|0.462968912|2794.663089|550.8740683|2298.760179|-16.53028876|0.8620895909999999|5943.227395|31.9443643|-373.2975961|1724.9956719999998|698.847203|1.0|0.0|0.0|2.0|0.12|-7.01|3.62|69.2|1.0|0.0|133.84|0.0|1.0|6.0|-4.58|31.0|4.0|-6.34|0.0|1.0|0.0|2.37|0.0106|2.82e-05|0.0|0.0|-1310.361099|1190.17|356.86|266.08|548.59|-0.14207|-0.19662|7.447999999999999|0.03|7.5229|7.5229
19_a20|0.0|0|3.423603867|0.0|0|6.842683282|0|1.4009239059999998|0.0|0.071176085|-0.130949446|3|0.103271147|0.077469518|1|1|-0.004654742|-0.049177437|-0.083481481|3|0.811128636|0.7619768840000001|-0.143992458|-0.105118869|0.8193003000000001|1|0.754452534|-0.091725453|0.25624423|-60.26825633|-65.49811346|8.964643162|339.8339889|0.245547466|161.33709|-0.038340404|-43.03556944|-1.993700989|-39.5992891|75.98477124|-25.1915821|69.23289949|0.483310517|2849.084477|495.7134289|1818.518838|-16.55214209|0.935398401|6325.747732|31.64490997|-389.0666676|1645.535318|684.5377542|1.0|1.0|1.0|2.0|0.08|-9.63|4.97|110.44|1.0|0.0|122.86|0.0|1.0|5.0|-4.89|32.0|5.0|-6.8|0.0|0.0|1.0|3.16|0.00541|2.6600000000000003e-05|0.0|0.0|-1368.413151|1190.68|368.83|368.83|519.34|-0.13903|-0.2067|6.3327|2.6|5585.0|5585.0
SB431542_a8|0.0|0|3.172627551|0.0|1|7.535296702|1|1.401734117|1.4114120369999998|-0.007805495|-0.1950388569999999|1|0.096884952|-0.029382296|1|1|-0.005306541|0.055198015|0.089375589|1|0.76592324|0.762577159|0.229470029|-0.072891515|0.8220300859999999|0|0.5653298489999999|-0.128342313|0.274152231|-76.82006387|-74.57768059|20.78806656|170.1252996|0.434670151|260.1744351|-0.048754953|-44.6389196|-2.242727845|-45.98111161|89.64885355|-29.18257067|97.60813043|0.476091179|2801.428659|338.38158389999995|1947.072021|-17.46740332|0.908729075|6203.505123|38.35632812|-312.2404091|1764.391093|529.053307|0.0|1.0|0.0|2.0|0.05|-6.76|3.13|112.23|1.0|0.0|109.21|0.0|1.0|4.0|-4.4|30.0|5.0|-7.04|0.0|0.0|0.0|2.58|16.0|7.28e-05|0.0|0.0|||||||||79.08|4.1019|4.1019
4R4k_a46|0.0|0|0.0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.088084767|1|-0.104665424|-0.1149361969999999|1|1|0.006050983|0.008544799|0.012963356|1|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0|0.890625164|-0.089699228|0.237621572|-47.73036108|-45.72566346|4.194771739|173.3171354|0.109374836|58.20005971|-0.030434186|-24.33134018|-1.4608409080000002|-25.39807111|49.58292992|-16.19450581|51.92513282|0.465590034|2105.035168|473.9155694|1767.850427|-8.617349646000001|0.871222588|4711.736397|18.68565706|-390.2334878|896.9115391|519.5743695|1.0|0.0|1.0|1.0|0.33|-6.61|4.26|50.94|1.0|0.0|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|-5.46|0.0|1.0|1.0|3.81|5.0|1.4800000000000002e-05|0.0|0.0|-1053.439174|994.13|299.53|234.09|490.83|-0.17484|-0.19529|1.9753|97.0|7.0132|7.0132
2_a49|0.0|0|0.0|0.0|1|7.535296702|1|1.3438506419999998|2.12788659|-0.084499704|-0.03981057|2|-0.100166139|-0.041202373|1|1|0.004580676|0.032521855|0.055400364|2|0.802447754|0.79056501|0.084099874|0.00991453|0.851413454|1|0.81348014|-0.08647612|0.41397907|-44.066695|-40.34672657|5.634353797999999|226.4450566|0.18651986|95.04720801|-0.028277173|-20.55997527|-1.187641272|-22.45560511|49.26352575|-14.409545199999998|49.7010488|0.454163307|2244.518609|414.5350312|1550.010086|-7.34284831|0.8320497920000001|4874.364109|20.14177325|-219.534132|845.9544764000001|439.9973344|0.0|0.0|1.0|1.0|0.15|-6.82|3.28|69.62|0.0|1.0|99.52|0.0|1.0|2.0|-3.53|25.0|3.0|-6.57|0.0|1.0|1.0|2.76|0.0955|0.000129|0.0|0.0|-1046.018455|941.6|331.24|227.02|371.96|-0.1555099999999999|-0.19923|6.7117|59.0|7.2291|7.2291
5a_a49|0.0|0|0.0|0.0|1|7.853604813|2|1.343848751|2.111324504|0.079751437|0.007039248|2|-0.072902329|-0.046327135|1|1|0.008623164|-0.158356406|-0.26176436|2|0.66494289|0.7979412790000001|0.001251171|0.127914587|0.855876084|1|0.800090055|-0.072109357|0.6254267029999999|-42.1802818|-46.04810561|16.71687776|124.92862240000002|0.199909945|116.9370825|-0.027311576|-26.93578408|-1.338267206|-24.67330519|61.89135559|-15.97587337|58.89715956|0.490453006|2797.737637|468.0117167|1887.422375|-9.345067946|0.962527525|6294.404170000001|26.32248561|-125.09569170000002|1289.801795|592.5885712|0.0|1.0|1.0|0.0|0.22|-6.92|3.3|73.14|1.0|0.0|116.62|0.0|1.0|3.0|-3.84|30.0|5.0|-6.84|0.0|1.0|1.0|2.93|0.0578|5.09e-05|0.0|0.0|-1311.995327|1082.25|316.13|236.42|443.78|-0.16176|-0.21238|7.0102|43.0|7.3665|7.3665
12ae_a36|-3.3501500230000003|0|3.412870974|0.0|0|7.412764017000001|2|0.299253957|0.0|0.069118289|-0.351827031|2|0.087069205|-0.083959343|1|1|-0.001160331|-0.15024383|-0.261631709|1|0.8183043390000001|0.831101086|-0.0931249669999999|0.010209009|0.8837136859999999|0|0.7162413209999999|-0.085851235|0.439268891|-63.96145017|-78.71102033|17.78605328|96.60079598|0.2837586789999999|211.4077529|-0.036430555|-58.64180087|-2.11297219|-47.65297933|97.76153993|-27.14173115|81.74750345|0.465246185|3486.122819|533.6188092|2634.745208|-20.22131065|0.870019385|7331.209763|39.62310606|-275.6561988|2298.140152|805.2286932|0.0|0.0|0.0|3.0|0.17|-6.87|1.28|123.75|1.0|0.0|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|-8.03|0.0|0.0|0.0|1.18|0.0668|0.0001889999999999|0.0|0.0|-1876.203168|1281.69|320.67|236.84|615.71|-0.1566|-0.21149|8.9297|15.0|7.8239|7.8239
8_a20 (IN-1130)|0.0|0|3.443195704|0.0|0|6.842683282|0|1.400923668|0.0|0.063195236|-0.124997065|2|0.1728459339999999|-0.019554464|1|1|-0.004654742|-0.049177437|-0.083481481|2|0.811128636|0.760688473|-0.1221465319999999|-0.0957193819999999|0.817914963|1|0.7274271309999999|-0.09623672|0.354945501|-63.72828772|-64.75689362|10.46873389|336.574332|0.272572869|180.4986934|-0.035730972|-42.88223811|-1.858010535|-42.20109173|77.31081766|-23.66117267|74.19702161|0.4824986429999999|2849.395895|481.70475260000006|1829.419484|-15.66851008|0.932362084|6291.586155|31.628086|-328.593789|1644.660472|684.5377542|1.0|1.0|1.0|2.0|0.08|-9.63|4.97|110.44|1.0|0.0|122.86|0.0|1.0|5.0|-4.85|32.0|5.0|-6.83|0.0|0.0|1.0|3.14|0.00596|2.82e-05|0.0|0.0|-1368.412748|1192.01|383.5|248.98|517.94|-0.13622|-0.20636|5.4751|36.0|7.4437|7.4437
15c_a10|0.0|0|0.0|0.0|1|7.535296702|2|1.343850105|2.154210861|-0.236118846|0.040869377|3|-0.06400528|-0.1036030219999999|1|1|0.012271987|-0.226679901|-0.35845963|2|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.772328328|1|0.904458517|-0.046967376|0.418835517|-32.5870313|-50.32840842|10.2013281|65.41494073|0.095541483|66.28884934|-0.019267867|-34.91899195|-1.233143495|-22.60962187|66.5866765|-13.36848349|42.7883594|0.449308156|3012.018586|627.5338454|1817.047455|-9.275357237|0.8158976029999999|6673.826433|25.30814911|-39.17102961|1619.721543|924.9341455|0.0|1.0|1.0|0.0|0.37|-7.79|3.77|59.31|1.0|0.0|141.96|0.0|1.0|6.0|-3.85|34.0|6.0|-6.99|0.0|1.0|0.0|3.1|0.0646|2.68e-05|0.0|0.0|-1450.241475|1318.35|337.75|221.75|595.63|-0.14739|-0.19463|4.8283|0.1|7.0|7.0
AKLKII_a46|0.0|0|2.917217813|0.0|0|6.605297921|0|1.4316666480000002|0.0|-0.206312209|-0.030657|3|-0.008897473|0.156485495|1|1|0.006731579|-0.037291767|-0.066245471|3|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|1|0.837641394|-0.071827497|0.271156366|-34.061229|-42.37969553|4.924591245|160.85204040000002|0.162358606|76.99187522|-0.033194303|-20.09682339|-1.161800612|-16.15213359|49.76981906|-15.74102977|38.98582025|0.47999819|2000.353437|397.2168972|792.7439217|-7.464534402999999|0.92307023|4110.764451|20.38625028|-258.10190780000005|713.5187596|314.0966684|1.0|0.0|1.0|1.0|0.06|-7.21|3.9|67.35|0.0|0.0|85.32|0.0|1.0|2.0|-3.24|22.0|4.0|-6.5|0.0|1.0|1.0|2.45|166.0|0.000266|0.0|0.0|||||||||181.0|6.7423|6.7423
5_a27|0.0|0|0.0|0.0|2|6.823286122000001|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.068518519|2|-0.149034787|-0.125237927|1|1|0.010329671|-0.2030237389999999|-0.341622797|2|0.639413469|0.760083119|0.180356685|-0.020087122|0.8149212259999999|1|0.8531787759999999|-0.055979434|0.333977277|-29.50048722|-44.83538435|8.936508815|10.48961936|0.146821224|77.37301579999999|-0.030385206|-23.6277072|-1.276178645|-15.54640123|53.51978325|-16.01263727|38.43699603|0.439066197|2273.906133|449.6149323|1254.531539|-8.438466859|0.7827415529999999|4943.51602|21.59546513|-254.5156507|907.0095354|424.8821143|0.0|1.0|1.0|0.0|0.16|-6.22|2.94|65.6|0.0|0.0|97.55|0.0|1.0|2.0|-3.61|25.0|4.0|-6.49|0.0|1.0|1.0|2.82|0.0821|9.78e-05|0.0|0.0|-1083.143246|955.22|302.48|302.48|463.87|-0.16952|-0.21506|3.5632|3.0|8.5229|8.5229
14_a4|0.0|0|0.0|0.0|1|7.535296702|1|1.399909181|1.947126795|-0.2248919089999999|-0.04986736|1|-0.0135414919999999|-0.08389836|1|1|0.008943549|-0.016862096|-0.039321879|1|0.507307223|0.77505994|0.158051825|0.204594017|0.843811017|0|0.8510382459999999|-0.065776751|0.218112446|-29.91067393|-32.31961528|5.933038407000001|12.12963775|0.148961754|67.73740575|-0.03015272|-14.69670456|-0.995039765|-13.60128622|39.49511556|-13.71135194|35.84371234|0.40126838|1911.448021|386.9927769|1378.961008|-6.23496557|0.6701974079999999|3944.638539|17.84270058|-244.1511936|588.8091192|280.2639278|1.0|0.0|0.0|0.0|0.06|-5.71|3.59|30.71|0.0|0.0|80.09|0.0|2.0|2.0|-3.4|21.0|3.0|-5.8|0.0|1.0|1.0|3.2|0.11|0.000106|0.0|0.0|-918.9507745|794.51|293.02|274.1|353.16|-0.17381|-0.2102|3.3312|1.32|5.8794|5.8794
37_a18|0.0|0|0.0|0.0|0|7.03438793|2|1.251176176|0.0|-0.0013530679999999|-0.018808538|1|-0.018268775|-0.034593342|0|0|0.003512954|-0.1483628609999999|-0.224171123|0|0.7100921609999999|0.725028151|0.020848396|-0.020149364|0.761336899|0|0.831783747|-0.068500679|0.385121249|-50.09028298|-54.7389628|6.653112344|12.63119843|0.168216253|123.0060763|-0.0286221589999999|-40.02719655|-1.946306811|-36.62790634|65.15554136|-20.92960342|56.74339533|0.488368082|3055.795406|608.2316837999999|1571.7484060000002|-15.30451633|0.954530133|7035.839448000001|27.36337253|-387.3755475|1860.709332|1056.535856|0.0|0.0|1.0|2.0|0.3|-8.82|3.68|76.5|2.0|1.0|151.14|0.0|1.0|7.0|-5.68|36.0|3.0|-6.14|0.0|1.0|0.0|2.93|0.000999|3.35e-06|0.0|0.0|-1532.997117|1395.35|385.91|385.91|673.45|-0.13194|-0.18119|3.0375|35.0|7.4559|7.4559
IN1166_a11|0.0|0|3.433539068|0.0|0|6.842683282|0|1.429020445|0.0|-0.089778965|-0.008507023|2|0.018376555|0.0266218529999999|1|1|-0.001446486|-0.126749697|-0.223618825|2|0.841211811|0.765593573|0.102257199|-0.067328767|0.827254552|1|0.863273559|-0.073965061|0.551933595|-51.07061499|-61.90325275|13.82641888|112.0066065|0.136726441|94.40543077|-0.031642539|-42.74230509|-1.6137695069999998|-35.26269962|76.76995134|-21.84820685|64.89703387|0.463497159|2865.055175|596.0640225999999|2953.475057|-15.08551944|0.8639230290000001|6310.825439|31.46783535|-268.3203251|1604.859603|676.2770877|1.0|1.0|1.0|2.0|0.08|-10.18|5.01|103.17|1.0|0.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|0.0|0.0|1.0|3.31|0.00323|1.65e-05|0.0|0.0|-1347.298558|1198.36|377.7|248.68|554.63|-0.13823|-0.21098|4.3481|12.0|7.9318|7.9318
12v_a36|0.0|0|3.468871488|0.0|0|7.412764017000001|2|1.297043692|0.0|-0.077763989|-0.04314418|2|0.073329354|-0.086194201|1|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.828393514|0.024751559|-0.041914045|0.8792981679999999|0|0.802291339|-0.078158778|0.334379501|-51.4172081|-69.20675352|17.85767346|113.7463918|0.197708661|130.0637965|-0.033118671|-45.52806671|-1.788408258|-33.82511043|88.07013157|-21.78731129|69.27488156|0.461799225|2846.057239|527.7920397|2328.221818|-14.33290989|0.8580426609999999|6065.593390999999|34.71221847|-167.9576969|1874.459798|679.7230552999999|1.0|0.0|0.0|2.0|0.17|-6.69|2.77|78.43|1.0|0.0|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|-6.93|0.0|0.0|0.0|1.81|0.0464|8.499999999999999e-05|0.0|0.0|-1347.475543|1150.38|334.77|319.16|502.83|-0.15185|-0.20404|7.9237|14.0|7.8539|7.8539
