molecula|n9FaHRing|NaasN|nARing|SaasN|AATSC1c|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|n5aRing|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
14v_a23|1|2|0|3.004639728|-0.014768546|0.047323232|0.636416435|-0.8122700340000001|-0.002390707|0.017156562|2|2|-0.0004039459999999|-0.0962526|-0.650246427|2|0.598213287|0.787538583|0.132882353|-0.022236834|0.845160857|0.575188253|-0.09479984|0.31419322|0.019811827|-44.4776373|-62.61276875|13.08518422|78.86310829|-41.35406587|8.64241561|0.912757854|0.788328659|-2.180396311|-29.37629463|76.42257099|-28.23713101|57.56282152|0.457213347|605.3933675|-1440.093681|-18.64987284|0.211671341|7.743452839|14.26610767|8458.789829000001|-951.143515|0.020908947|-380.8667976|1826.768144|0.0|1.0|0.0|1.0|1.0|3.62|-7.95|3.97|6.18|114.25|2.0|1.0|1.0|7.0|8.0|-5.94|1.0|4.28|-6.0|1.29e-07|6.38e-05|1e-06|4.76|0.0|5.57e-06|-0.07843|3694.0|5.17|-2042.161744|679.5|1206.02|335.64|348.0|-2041.93452|-0.1524299999999999|-0.2308599999999999|0.02053833|-2041.998955|8.4001|8.4001
25_a12|0|0|0|0.0|-0.004103693|0.038787879|2.050456822|-0.180562493|0.000864238|-0.025245046|0|0|0.001783739|-0.0542354559999999|-0.4288076329999999|2|0.8472746290000001|0.638255008|-0.2430098439999999|-0.208172827|0.688743998|0.806844014|-0.080147596|0.120087607|0.004952762|-28.517955|-41.75851719|2.580489093|37.96125329|-21.75703145|1.3444869730000002|0.0|0.917298637|-1.362509125|-14.85843094|44.42528172|-17.31450713|31.09844409|0.448858246|493.8944271000001|-709.8947922|-9.021208163|0.082701363|5.34703037|9.70173342|4329.321091|-369.8695347|0.005118351|-434.8420476|773.8971409|1.0|0.0|1.0|1.0|1.0|2.81|-8.78|4.7|5.35|37.81|1.0|0.0|1.0|3.0|2.0|-4.82|0.0|4.29|-5.25|5.19e-06|0.00162|5.63e-06|4.76|0.0|5.12e-07|-0.05352|4.2653|4.73|-974.6328337|560.14|945.73|359.04|0.4483|-974.458128|-0.14303|-0.19655|0.024123749|-974.508059|7.6576|7.6576
12a_a5|0|0|1|0.0|-0.00166971|0.023108466|0.0|-0.09350376|0.00873078|-0.114419442|1|1|0.008649556|-0.057691345|-0.175245466|2|0.762866363|0.779533861|0.1121034509999999|-0.063558439|0.829536345|0.741588813|-0.067680123|0.337539208|0.0081891369999999|-36.01436435|-41.59124655|5.032443973|13.74268646|-25.55893402|3.0925714930000003|0.0|0.746785093|-1.353602454|-22.13179066|50.40529807|-15.99663329|41.04680832|0.457755771|549.7500455|-831.8249311000001|-9.830359239|0.253214907|8.741980056000001|16.12184989|5294.775577|-511.1786804|0.014342828|-303.31208710000004|1113.8745800000002|0.0|1.0|1.0|1.0|1.0|3.06|-8.83|5.12|4.26|57.7|1.0|0.0|1.0|5.0|4.0|-6.23|0.0|3.58|-4.59|5.37e-05|0.0205|2.56e-05|3.38|0.0|5.660000000000001e-07|-0.04076|4.6865|2.91|-1201.990542|667.31|1140.24|297.97|0.4794|-1201.750315|-0.17152|-0.21228|0.03567816|-1201.8082029999998|7.7212|7.7212
18_a47|1|0|0|0.0|-0.004337918|0.037919622|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|1|1|0.0015586929999999|-0.02470455|-0.322800033|3|0.646771311|0.792196273|-0.059779939|-0.027351545|0.851462739|0.630969651|-0.084415066|0.454324931|0.014741763|-49.44908758|-52.88049505|9.234746417|70.55642796|-33.12615721|5.784962137000001|3.684585007|0.7327484470000001|-1.5194711930000002|-30.97660579|63.72933669|-19.03697822|58.68383399|0.432077184|487.2556678|-951.8489108|-11.9254166|0.267251553|7.018342267|12.35791568|6261.441874|-596.2708299|0.017318402|-291.6032324|1299.011844|1.0|0.0|1.0|1.0|2.0|3.47|-10.36|5.53|6.0|79.38|2.0|0.0|0.0|4.0|5.0|-5.87|1.0|4.16|-5.37|3.13e-06|0.00129|4.29e-06|4.13|0.0|1.78e-08|-0.04964|4.2668|3.32|-1354.180815|652.12|1130.76|293.65|0.4335|-1353.979194|-0.17349|-0.22313|0.04031146|-1354.037606|8.6|8.6
36_a18|0|0|2|0.0|-0.006407141|0.036625514|0.0|-0.442092758|-0.000451777|-0.0077246719999999|0|0|0.000825855|-0.079721028|-0.493920601|0|0.7343989059999999|0.741135729|-0.010091893|0.0059061|0.780206307|0.721836103|-0.079805761|0.3847791889999999|0.009440278|-55.38202488|-56.82615305|6.722004572|110.8288932|-40.46339026|4.786442152|83.34177364|0.812056067|-2.074949798|-39.43509046|65.59412783|-22.73046122|62.10402945|0.4751830729999999|572.70209|-1477.479979|-16.1853561|0.187943933|9.560644525|18.21710397|6799.65027|-1052.048147|0.0123136069999999|-444.4026478999999|1819.430996|1.0|0.0|1.0|1.0|3.0|4.19|-9.16|3.73|2.96|85.29|2.0|1.0|1.0|7.0|3.0|-6.18|0.0|2.8|-5.28|2.09e-06|0.000975|5.19e-06|4.18|0.0|3.210000000000001e-07|-0.04991|3.1908|7.75|-1493.661092|769.73|1350.57|388.57|0.4674|-1493.266344|-0.13133|-0.18124|0.02564498|-1493.333297|7.4949|7.4949
8d_a12|1|0|1|0.0|-0.0076893469999999|0.038347953|2.075171777|-0.376778003|0.000925796|-0.065870394|1|1|0.001575111|0.00930483|-0.484923957|1|0.8857286320000001|0.751098108|-0.091036025|-0.080872311|0.8078610759999999|0.8405406040000001|-0.103548595|0.266886187|0.011348654|-43.27410838|-57.57034769|6.309558958999999|90.34024296|-32.00762818|3.507952014|0.0|0.8338637040000001|-1.760326118|-24.05928792|64.53435462|-21.74879802|49.58366734|0.465113852|477.4206699|-978.6959108|-12.09177064|0.166136296|6.93584319|12.96695233|5255.11762|-544.129679|0.012525773|-371.2392138|1173.6881050000002|1.0|1.0|1.0|1.0|2.0|4.06|-8.37|3.87|2.67|65.96|2.0|0.0|1.0|3.0|4.0|-5.96|0.0|3.02|-4.61|2.64e-05|0.0093|2.43e-05|3.51|0.0|1.49e-06|-0.05488|4.2383|3.53|-1138.256361|600.2|1007.85|331.53|0.2871|-1138.086709|-0.15306|-0.20794|0.04004678|-1138.139635|7.6021|7.6021
12x_a36|0|0|2|0.0|-0.007008724|0.041767677|0.0|-0.40650598|0.00285431|-0.054184069|1|1|0.003710345|-0.07550872|-0.4331246039999999|1|0.906423012|0.828393514|0.056034339|-0.041914045|0.8792981679999999|0.855081905|-0.104368092|0.3403819629999999|0.017625524|-49.60929169|-70.20305027|11.85578416|81.81168174|-47.22198284|7.974776509|0.8295471390000001|0.7768535409999999|-1.982993755|-33.36962015|81.1499815|-24.70107324|61.46507585|0.458792701|562.6051882|-1333.8579550000002|-16.61514211|0.223146459|8.770758009|16.20591229|6193.10485|-897.2176739|0.016274369|-372.4502879|1717.000548|1.0|1.0|1.0|1.0|2.0|4.87|-7.05|3.33|2.61|94.5|1.0|0.0|1.0|6.0|4.0|-6.64|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|3.19|0.0|3.83e-05|-0.05311|3.8776|3.37|-1670.419519|719.63|1209.23|331.83|0.3901|-1670.182026|-0.1517099999999999|-0.2048199999999999|0.03331471|-1670.244307|8.1549|8.1549
8_a15|0|0|0|0.0|-0.009853404|0.039181287|0.0|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|0|0|0.003160815|-0.203104439|-0.342749125|1|0.85357243|0.7059441040000001|0.0937475619999999|-0.025923166|0.742680335|0.8105478740000001|-0.118293578|0.381651497|0.0336657729999999|-41.7821007|-69.07571287|19.65860939|104.8781037|-40.33569847|11.47934212|55.99586988|0.519427411|-1.419522941|-24.39801408|89.80283608|-16.91650111|61.44071008|0.389723411|498.6196971|-828.9085544|-9.878130237|0.480572589|6.093505548|9.984825987|5306.2234530000005|-484.0283816000001|0.035495625|-22.68867482|1595.8121130000002|1.0|1.0|0.0|1.0|1.0|3.14|-7.57|3.9|4.95|61.84|2.0|0.0|1.0|7.0|5.0|-5.52|0.0|3.76|-4.81|5.63e-06|0.00206|1.53e-05|4.24|0.0|9.86e-06|-0.02723|4.4346|3.36|-1223.687714|598.84|1050.15|331.28|251.0|-1223.463981|-0.1558|-0.18303|0.01719864|-1223.523393|6.9666|6.9666
18_a31|0|0|0|0.0|-0.013634202|0.0427124179999999|0.0|-0.640807491|-0.009923585|-0.001973566|2|2|-0.007811355|-0.065041042|-0.604728055|0|0.868704545|0.8595579409999999|0.022160691|-0.1647054359999999|0.904870098|0.838968212|-0.129469649|0.258135789|0.014467496|-69.19879619|-75.99442464|8.49194438|238.9516432|-44.60622732|4.984491996|0.0|0.7774768320000001|-1.81257508|-40.61741697|85.81723707|-23.64270989|77.69074057|0.4492048839999999|426.0718665|-1063.9219449999998|-13.87749294|0.222523168|7.076684189|12.84812443|4856.251645|-624.4871824|0.01673486|-325.73954460000004|1368.42913|1.0|1.0|1.0|1.0|3.0|3.41|-6.54|4.9|3.48|119.14|1.0|0.0|1.0|7.0|4.0|-6.72|0.0|2.89|-3.62|2.42e-05|0.00862|0.000241|2.47|0.0|0.000104|-0.03702|5.0092|4.81|-1465.4803960000002|630.26|1041.21|317.05|444.0|-1465.300904|-0.16212|-0.19914|0.04825999|-1465.359325|6.8861|6.8861
3_a4|0|1|1|2.147369615|-0.001141383|0.033760684|2.180369373|-0.0502208409999999|0.011825591|-0.010537082|1|1|0.011276682|-0.048796855|-0.133874898|2|0.637819558|0.773786787|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.623172012|-0.06572153|0.462670692|0.010568144|-25.5405205|-31.92506825|5.133610255|12.23442244|-15.5080075|2.493716402|40.30885999|0.7196876640000001|-0.985822953|-12.40663231|39.38579676|-11.97190059|30.67413075|0.430553837|446.8068266|-478.8760237|-5.815502811|0.280312336|4.832514477|8.486341272999999|4677.30755|-232.6201124|0.015358792|-213.4321476|665.3942366|1.0|0.0|1.0|1.0|0.0|2.99|-7.19|4.02|4.11|43.6|0.0|0.0|1.0|2.0|3.0|-5.99|0.0|3.31|-4.26|0.000198|0.0617|5.520000000000001e-05|3.12|0.0|2.03e-05|-0.04964|4.9088|2.66|-990.6149055|535.44|905.23|305.09|0.1415|-990.467184|-0.17005|-0.21969|0.024645265|-990.514888|6983.0|6983.0
10_a3|0|0|0|0.0|-0.010609861|0.034166667|1.684975382|-0.381954986|-0.008037672|0.018484177|1|1|-0.005959152|-0.0495219879999999|-0.616256033|3|0.8947911009999999|0.743072638|-0.140523767|0.078405316|0.8136572320000001|0.834020779|-0.0989320009999999|0.518341632|0.014615264|-46.64544572|-45.8148076|6.768239856|248.0820067|-21.21655855|3.134330682|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|56.68388955|-16.65993003|53.41368558|0.41220272|346.1193167|-549.7776912|-7.715112198|0.293370676|5.031169383|8.559361451000001|4600.496436|-254.5987025|0.023470578|-191.3775649|778.0284121000001|0.0|0.0|1.0|1.0|1.0|3.02|-6.51|3.79|3.41|105.82|0.0|0.0|1.0|2.0|4.0|-6.44|0.0|2.52|-3.84|5.07e-05|0.0155|0.000145|2.43|0.0|9.35e-05|-0.06238|5375.0|1.64|-1288.150029|498.67|830.63|362.35|0.2124|-1288.050987|-0.15011|-0.21249|0.04080931|-1288.097561|5.1|5.1
15a_a22|0|1|0|1.646649187|-0.0050042229999999|0.038167849|1.614660505|-0.280236463|0.005288335|-0.057308195|1|1|0.005757758|-0.097476465|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.655865336|-0.081705465|0.410151945|0.02126757|-41.92018177|-55.4621036|14.43653926|96.58317516|-37.6479704|9.799599501|65.53409434|0.702735071|-1.634109304|-28.45564196|70.12529157|-21.33157831|56.35672103|0.444668211|588.2800507999999|-1109.242072|-14.47998862|0.297264929|8.157552588|14.6895113|6322.278103000001|-752.9594081|0.0216014629999999|-275.2352849|1578.4640869999998|1.0|1.0|1.0|1.0|1.0|3.42|-9.21|3.87|4.31|85.59|1.0|0.0|1.0|6.0|5.0|-6.61|0.0|3.19|-4.68|2.25e-05|0.00945|2.1e-05|3.18|0.0|2.56e-07|-0.0600399999999999|5.0577|4.98|-1368.321775|696.57|1189.31|339.72|312.0|-1368.0755869999998|-0.15281|-0.21285|0.03153544|-1368.1368730000002|6.8447|6.8447
19f_a38|0|0|2|0.0|-0.007831113|0.041808786|0.0|-0.4228801179999999|-0.002526241|0.035480177|1|1|-0.000673716|-0.101303149|-0.4288343429999999|1|0.724208473|0.819222745|-0.075025988|-0.094149094|0.8741648479999999|0.698414933|-0.111307609|0.488059925|0.02107583|-54.50401599|-71.10679028|13.4639011|125.7493111|-45.42524686|8.601162122|12.14075726|0.734437553|-1.892229356|-34.81887413|84.35196967|-24.1763087|67.96791709|0.453960261|479.6831205|-1208.815435|-15.44458393|0.265562447|6.164440995|11.28936331|6115.273372|-772.2291966|0.020733452|-299.5321167|1645.906354|1.0|1.0|1.0|1.0|3.0|4.82|-6.86|3.13|2.55|81.23|1.0|0.0|1.0|5.0|4.0|-6.77|0.0|2.67|-4.17|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|5.610000000000001e-05|-0.05735|5.3197|3.41|-1332.160846|653.22|1105.62|360.19|0.3205|-1331.945195|-0.14369|-0.20104|0.02936908|-1332.004601|7.1397|7.1397
9_a15|0|0|0|0.0|-0.009923019|0.04022792|0.0|-0.506073953|1.7800000000000002e-05|0.05688176|0|0|0.003160815|-0.203104439|-0.344978312|1|0.85357243|0.7059441040000001|0.088615068|0.010183805|0.742680335|0.8105478740000001|-0.11668349|0.416635119|0.032464905|-41.10356167|-65.07462414|18.10574464|105.5304352|-36.29225274|10.09761131|54.69975317|0.51257747|-1.400201879|-22.92354152|85.14415759|-15.93664265|59.20930631|0.4517825079999999|471.903131|-780.8954896|-8.88789863|0.48742253|5.485176331|10.00547485|5375.400861|-435.5070329|0.03598612|-14.02896218|1523.4682269999998|1.0|1.0|0.0|1.0|1.0|3.16|-7.57|3.9|4.95|61.84|2.0|0.0|1.0|7.0|5.0|-5.52|0.0|3.69|-4.81|5.63e-06|0.00206|1.53e-05|4.24|0.0|9.86e-06|-0.0258899999999999|4.3447|3.36|-1223.687392|588.55|1042.17|330.74|0.2693|-1223.463757|-0.1565099999999999|-0.1824|0.01773342|-1223.522216|6.9706|6.9706
38_a18|0|0|2|0.0|-0.00575311|0.035478927|0.0|-0.448742607|0.000520558|-0.020056674|0|0|0.001602741|-0.074661643|-0.498932552|0|0.745084567|0.719168079|-0.03302891|-0.007310849|0.751875124|0.7400818459999999|-0.082256123|0.423402315|0.00838904|-61.25359673|-65.45657441|6.675707878|100.7046282|-52.08807522|5.3122971560000005|74.46052717|0.880927895|-2.385427574|-48.74349112|71.15832778|-25.65190078|67.92930461|0.4666657999999999|661.3370874|-1898.240658|-20.41289434|0.119072105|10.98254153|20.5922319|7261.130718|-1510.554181|0.007165119|-606.2584549|2154.819559|1.0|0.0|1.0|1.0|3.0|4.53|-10.33|4.94|4.13|85.29|3.0|1.0|0.0|10.0|3.0|-5.55|0.0|3.64|-6.11|1.05e-07|5.36e-05|7.85e-07|5.43|0.0|2.38e-08|-0.0483699999999999|3.2241|8.95|-1611.60375|861.93|1515.64|384.55|0.5147|-1611.133158|-0.13229|-0.18066|0.02653109|-1611.206669|7041.0|7041.0
25b_a34|0|1|1|1.94553288|-0.015658012|0.04037037|0.0|-0.861190687|-0.00378755|-0.112970844|1|1|-0.000223677|-0.278635968|-0.623853334|1|0.832166825|0.7969500890000001|0.08214612|-0.101529052|0.83883012|0.787858064|-0.137924163|0.5020264870000001|0.030138301|-64.37123451|-86.13394472|18.82143547|165.2408865|-53.79083879|11.75402804|49.2835599|0.76274549|-2.206786613|-40.19997818|98.0416108|-26.50275222|83.19266998|0.419904835|410.0313565|-1378.143115|-16.55102732|0.23725451|6.383564979|11.00434095|5786.015654|-860.6534206|0.019067452|-328.1702779|1806.819095|0.0|1.0|1.0|1.0|2.0|3.53|-6.42|2.63|3.03|90.3|1.0|0.0|1.0|7.0|5.0|-7.07|0.0|2.58|-3.69|0.00015|59.0|0.000202|2.29|0.0|0.00015|-0.03539|4.2253|5.06|-1313.361559|668.48|1136.16|293.43|0.2259|-1313.132261|-0.17564|-0.21103|0.02655501|-1313.194808|5.6819|5.6819
12bi_a36|0|0|2|0.0|-0.00902707|0.043854875|0.0|-0.559678363|0.000482522|-0.067142264|1|1|0.002872872|-0.176729938|-0.37220074|1|0.884226781|0.812921349|0.0997949019999999|0.071329141|0.858971809|0.8350231859999999|-0.107613368|0.382000949|0.034602166|-57.89562053|-75.1419557|24.16125901|129.685076|-52.46851415|16.87080604|0.0|0.4996603229999999|-1.614200516|-40.42611289999999|101.3899049|-19.43326441|82.05687954|0.461975362|548.1337538|-1127.129336|-13.56944331|0.500339677|8.454426643|15.71382803|6572.410403|-787.0277122|0.037590587|0.474365004|2255.791153|1.0|0.0|1.0|1.0|2.0|4.97|-6.79|2.83|1.9|87.66|1.0|0.0|1.0|7.0|6.0|-7.13|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|2.62|0.0|7.11e-05|-0.0510199999999999|3.8855|2.68|-1461.966152|742.94|1256.37|336.45|0.4214|-1461.69263|-0.15078|-0.2018|0.0318395999999999|-1461.75632|7.8539|7.8539
47n_a18|0|0|1|0.0|-0.007614955|0.032169312|0.0|-0.609196374|0.000271488|-0.003276575|0|0|0.001705837|-0.172015161|-0.529441732|0|0.722991132|0.696612213|-0.09714337|-0.083719099|0.726888951|0.711628292|-0.091185806|0.288989992|0.0106152389999999|-65.43887366|-75.24728669|8.759783644|61.29571241|-62.09468789|7.228646444|47.476904100000006|0.783921929|-2.4620167580000003|-54.00070374|86.44740177|-26.38541222|74.19865731|0.482565384|653.9193397999999|-2031.676741|-21.77346199|0.216078071|10.43689152|20.17045476|7909.580851999999|-1676.556573|0.01357247|-468.58948260000005|2591.682495|1.0|0.0|1.0|1.0|3.0|4.69|-9.76|3.67|3.31|105.6|3.0|1.0|1.0|13.0|4.0|-6.68|0.0|2.76|-5.24|9.48e-07|0.000511|5.7e-06|4.1|0.0|9.44e-08|-0.0525299999999999|3.2028|9.78|-1743.299948|879.92|1565.37|387.11|0.5056|-1740.5852670000002|-0.13138|-0.18391|0.02839695|-1740.663577|7.1938|7.1938
galu_a46|0|1|1|2.082220175|-0.00642454|0.039550827|1.721297609|-0.327651527|0.002865697|-0.094815394|1|1|0.003107816|0.028964355|-0.4671565689999999|2|0.702976795|0.81708619|0.044184467|-0.173285585|0.875868891|0.6848692759999999|-0.089050651|0.5235416979999999|0.01235603|-50.93538037|-49.84028137|6.915480101|261.2602893|-27.89483984|3.870487977|68.43088526|0.7832175929999999|-1.513861067|-28.50774993|57.65745491|-18.02733582|57.85086047|0.468241745|427.4851161|-847.2847833999999|-10.08962292|0.2167824069999999|6.445819025|12.12170938|5641.451892|-474.2122773|0.013967104|-317.0250717|1081.799989|0.0|1.0|1.0|1.0|1.0|3.27|-7.13|3.69|3.51|86.69|1.0|0.0|1.0|3.0|4.0|-6.86|0.0|2.84|-3.99|0.0001409999999999|52.0|0.000102|2.39|0.0|2.75e-05||||||||||||||7.2924|7.2924
4e_a49|0|1|1|2.085628989|-0.006602016|0.036555556|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|1|1|0.000660956|-0.037142108|-0.403194204|2|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|-0.087866673|0.433385455|0.017142176|-57.79309816|-53.89448633|10.51443916|313.22432680000003|-33.05708028|6.449206277999999|60.11195021|0.650328475|-1.493733437|-35.44835874|68.38360061|-17.96482878|68.30753733|0.471635821|464.3567821|-916.2062675|-11.01902676|0.349671525|7.934910277|15.01788083|5950.361470000001|-561.9703647000001|0.023622273|-184.4129453|1408.836153|0.0|1.0|1.0|1.0|2.0|3.35|-7.36|3.4|2.83|92.93|1.0|0.0|1.0|6.0|5.0|-7.52|0.0|2.42|-3.52|0.000528|211.0|0.000305|1.71|0.0|1.74e-05|-0.06461|5.7301|3.34|-1313.158118|660.22|1128.64|327.34|0.2273|-1312.924353|-0.1585099999999999|-0.2231199999999999|0.04133034|-1312.98289|7.4685|7.4685
8g_a12|1|0|1|0.0|-0.0084227909999999|0.038347953|1.714060666|-0.40429396|0.005898773|-0.094550033|1|1|0.005405355|0.068559367|-0.532504083|1|0.804158158|0.7475224290000001|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|-0.1045061519999999|0.274352085|0.008910823|-42.39297373|-57.6443411|4.915102972|84.95000993|-31.79592789|2.7111119089999995|0.0|0.90166696|-1.881110729|-23.38345638|61.99654413|-23.58177591|47.30807670000001|0.463772637|473.055878|-1037.59814|-13.00742505|0.09833304|6.882798206|12.83559677|5327.736626|-572.326702|0.007890315|-443.109365|1150.7554189999998|0.0|1.0|1.0|1.0|2.0|4.07|-8.0|3.31|2.07|78.85|1.0|0.0|1.0|3.0|5.0|-6.28|0.0|2.77|-4.34|4.15e-05|0.0146|4.61e-05|3.06|0.0|3.53e-06|-0.06432|4.2057|3.68|-1154.281986|590.93|989.66|332.31|0.3786|-1154.121362|-0.1520099999999999|-0.21633|0.03954539|-1154.173831|5.43|5.43
8k_a46|0|1|1|2.105349622|-0.006208399|0.038616352|0.0|-0.397337564|-0.002099764|-0.114070359|1|1|0.002202734|-0.030019362|-0.510222233|2|0.73768327|0.786206898|0.095179795|-0.051289238|0.8341090329999999|0.687020939|-0.0863473759999999|0.400181795|0.009441365|-61.98124174|-61.95565276|6.774333772|104.0919365|-44.45419269|4.860695117|19.34993627|0.8265691140000001|-1.985989657|-44.4725532|70.036452|-23.74966689|68.75557551|0.4938768979999999|529.6539372999999|-1424.980013|-17.04077386|0.173430886|8.070811215|15.94634031|7352.280688|-1022.446432|0.0112621819999999|-468.6373459|1723.969585|1.0|1.0|1.0|1.0|2.0|3.94|-8.66|2.94|5.37|124.17|1.0|0.0|1.0|5.0|6.0|-6.75|0.0|3.29|-5.13|1.82e-06|0.000866|7.47e-06|3.45|0.0|1.03e-06|-0.0398699999999999|5.0379|7.63|-1845.257085|742.04|1302.56|302.15|0.1354|-1844.970617|-0.16967|-0.20954|0.04718819|-1845.037411|6.8327|6.8327
3d_a49|0|1|1|2.089548665|-0.003398408|0.036335697|1.775376197|-0.173318804|-0.00918253|-0.068390038|1|1|-0.004253844|-0.075636705|-0.202380888|2|0.914407252|0.808676284|0.01450704|0.029549308|0.863438637|0.846953747|-0.094384452|0.464410121|0.009601398|-57.52001036|-54.67520803|5.561916586000001|137.78978830000003|-31.67236018|3.221917789|0.0|0.756622045|-1.698920144|-33.32030276|65.59130031|-20.93944137|63.08192694|0.486368221|424.6551631|-984.1537446|-12.12984007|0.243377955|6.612715522999999|12.87442833|6018.145364|-570.1024832|0.018844179|-297.31302830000004|1300.720421|1.0|0.0|1.0|1.0|3.0|3.29|-6.15|0.72|4.46|121.39|1.0|0.0|1.0|4.0|5.0|-6.58|0.0|1.85|-4.44|6.42e-06|0.00252|3.6200000000000006e-05|2.98|0.0|0.000278|-0.05766|5.1844|4.02|-1594.552258|615.3|1044.19|318.67|0.2899|-1594.380348|-0.16147|-0.21913|0.04373784|-1594.435881|5.6308|5.6308
12f_a40|0|1|0|1.768354671|-0.006206277|0.040501792|0.807254372|-0.235838511|0.008525796|0.108909202|2|2|0.006841832|-0.033224348|-0.397377446|0|0.679527138|0.777316288|-0.160218113|-0.271493213|0.841769186|0.605644757|-0.082198664|3.43e-05|0.021549915|-37.02024147|-45.41519509|11.90644165|62.72992556|-25.09213464|6.57837176|61.55859085|0.7314440520000001|-1.150781297|-20.45387851|56.53158029|-18.16607804|48.92668311|0.490421149|502.7764322|-635.8127312999999|-10.03685385|0.268555948|8.404802652999999|16.49362536|5326.217734000001|-351.2898849|0.0201199619999999|-255.7481174|869.2568204|1.0|1.0|0.0|0.0|0.0|3.24|-7.32|5.35|5.44|67.66|2.0|0.0|1.0|3.0|3.0|-4.76|0.0|4.76|-5.99|2.66e-07|0.0001|1.02e-06|5.4|0.0|1.8100000000000003e-05|-0.07761|4.3313|4.77|-2212.348599|572.63|951.55|436.97|0.4348|-2212.222254|-0.11765|-0.19526|0.01077929|-2212.275094|6.4202|6.4202
12n_a30|0|0|2|0.0|-0.007311044|0.040899471|0.0|-0.387485343|0.001139238|-0.037209579|1|1|0.002064369|-0.0541804029999999|-0.464204099|1|0.669561738|0.815003426|-0.015189554|-0.149451598|0.870930234|0.64876559|-0.10528124|0.390449649|0.017064818|-52.4873066|-66.48079820000001|10.77573511|85.87072848|-41.97990569|6.804436105|0.0|0.799403208|-1.895062322|-33.14358793|76.16725916|-24.42151771|63.2630417|0.4701566479999999|491.3700419|-1196.654368|-15.42118984|0.200596792|7.385790169|13.93957316|6353.890039|-755.6383024|0.0153398069999999|-378.1217671|1496.934657|1.0|1.0|1.0|0.0|1.0|4.66|-6.9|4.25|3.18|81.65|2.0|0.0|1.0|5.0|5.0|-6.02|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|5.260000000000001e-05|-0.05076|5.1999|4.07|-1674.978015|669.57|1131.65|355.67|0.1826|-1674.777231|-148.0|-0.19876|0.0334036|-1674.83759|7983.0|7983.0
