molecula|n9FaHRing|NaasN|nARing|SaasN|AATSC1c|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|n5aRing|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
4_a4|0|1|1|2.156628874|-0.001234337|0.036775068|2.183056868|-0.058013858|0.011760626|-0.110597574|1|1|0.0112367389999999|-0.048056862|-0.157959343|2|0.646069495|0.77276149|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|-0.06873731|0.456474074|0.008570112|-25.64211031|-35.41518716|4.4155367960000005|13.70182982|-18.24679326|2.274995377|42.42341622|0.793717973|-1.099796957|-13.21145879|40.86951119|-13.17774406|30.05764711|0.398500394|480.8472306|-566.6429946000001|-6.78950447|0.2062820269999999|5.326452915|8.855289118|4878.070704|-291.9486922|0.010586293|-302.661743|713.9097433|1.0|0.0|1.0|1.0|0.0|3.15|-7.57|4.52|4.41|43.6|1.0|0.0|1.0|2.0|3.0|-5.79|0.0|3.64|-4.57|7.59e-05|0.0248|2.69e-05|3.52|0.0|8.85e-06|-0.04865|5.382000000000001|3.24|-1029.93716|566.84|960.45|307.95|0.1106|-1029.763465|-0.1696599999999999|-0.21831|0.02323788|-1029.813844|7.1079|7.1079
12e_a36|0|0|2|0.0|-0.007100632|0.040899471|0.0|-0.404736007|0.002951176|-0.0586405829999999|1|1|0.003962098|-0.104118159|-0.43688276|1|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.847602953|0.856274847|-0.100988761|0.4347714629999999|0.019063245|-44.83739063|-64.2330904|12.12502373|65.27404529|-40.85494129999999|7.71202397|5.735288795|0.7610764190000001|-1.918786459|-28.51846223|75.50154216|-23.02695694|56.96241436|0.466721981|533.058116|-1220.428718|-14.64611103|0.238923581|6.767371321000001|12.69013737|5929.071389|-776.2438847|0.017716522|-332.11111980000004|1603.556077|1.0|0.0|1.0|0.0|2.0|4.85|-6.97|3.24|2.19|69.2|1.0|0.0|1.0|5.0|4.0|-6.55|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|4.270000000000001e-05|-0.04962|3.8364|3.48|-1272.23645|673.57|1142.19|337.84|0.4537|-1271.999945|-0.15189|-0.20151|0.03037051|-1272.0579810000002|7.8539|7.8539
6b_a31|0|0|1|0.0|-0.016070861|0.037803618|0.0|-0.787472195|-0.011483229|-0.032090772|2|2|-0.008439437|-0.002840672|-0.57983695|0|0.838789705|0.78240875|-0.068433069|-0.084489161|0.841537966|0.795570315|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|-78.37648097|20.12924648|159.79549319999998|-47.81835367|12.28107483|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|93.1058799|-27.86719323|93.83704414|0.4807018779999999|383.0600707|-1254.023695|-17.0020813|0.254079586|7.513612533|14.46878435|6099.567787|-765.0936586|0.024142162|-300.0775025|1681.1762649999998|1.0|1.0|1.0|1.0|2.0|3.55|-7.33|5.19|4.0|131.36|1.0|0.0|1.0|4.0|5.0|-6.5|0.0|3.3|-4.66|2.34e-06|0.000947|2.18e-05|3.2|0.0|1.89e-05|-0.05835|3.2949|4.61|-1652.635711|637.06|1077.19|376.29|0.4967|-1652.44739|-0.13345|-0.1918|0.03623358|-1652.505041|7.2676|7.2676
24_a20|0|1|0|1.959359883|-0.001547029|0.03625|2.041494094|-0.083539572|0.009265667|-0.060940703|1|1|0.008780074|-0.036258691|-0.188335708|2|0.616352201|0.74131936|0.070857143|-0.07179846|0.802353442|0.607038752|-0.067869875|0.531656762|0.012814211|-38.76683848|-42.82548904|8.085691548|12.83518119|-27.02262995|5.102023479|406.1522673|0.771032243|-1.357397496|-24.46164548|51.30386873|-17.13019562|46.85253003|0.457794721|600.7235847000001|-856.5097809|-10.80905198|0.228967757|6.852820269|12.63879297|6109.1040920000005|-540.4525990000001|0.013436544|-342.0394805|1110.861171|1.0|1.0|1.0|1.0|0.0|3.4|-9.32|4.76|4.78|80.28|2.0|0.0|1.0|4.0|5.0|-6.26|0.0|3.63|-4.93|1.29e-05|0.00519|1.17e-05|3.52|0.0|1.94e-07|-0.06748|5.3396|3.74|-1291.867578|685.66|1169.35|345.59|0.2495|-1291.647083|-0.15687|-0.22435|0.02922392|-1291.706729|6.4976|6.4976
13h_a6|0|0|0|0.0|-0.006619944|0.04393617|1.656132209|-0.3839567379999999|-0.002407131|-0.01698365|1|1|-0.000644109|-0.12414699|-0.468842137|2|0.836982172|0.780222427|-0.0256002129999999|-0.164411111|0.8391892870000001|0.789769968|-0.091977068|0.300800177|0.017441348|-51.85624128|-64.32173453|12.1971464|77.20799814|-44.98170701|8.529752344|0.0|0.736918588|-1.747564296|-36.26429338|76.78735663|-22.63172141|64.05338768|0.461667017|606.9504647000001|-1222.112956|-15.82689691|0.263081412|9.11292243|16.928040300000003|6302.785260000001|-854.6524332|0.017825256|-331.36552|1658.40973|1.0|1.0|1.0|1.0|2.0|3.64|-10.57|5.41|4.79|103.17|2.0|0.0|0.0|6.0|5.0|-6.31|0.0|3.61|-5.06|2.77e-06|0.0012|8.8e-06|3.7|0.0|1.15e-08|-0.07435|4.8701|3.83|-1386.569017|738.61|1253.92|365.52|1.0978|-1386.302668|-0.14097|-0.2153199999999999|0.04469058|-1386.3651|7.3279|7.3279
1d_a5|0|0|0|0.0|-0.006252818|0.030074074|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|1|1|-0.000700145|0.001493879|-0.38633065|2|0.525406088|0.7595197290000001|-0.058872605|-0.015804188|0.821309592|0.513260607|-0.086213657|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|4.288788702|204.4506579|-25.16889922|2.317281143|0.0|0.770504115|-1.465632167|-25.80622135|56.83734591|-19.79744178|52.05055075|0.471074204|484.3911442|-791.897671|-10.69678217|0.229495885|6.116537519|11.5640749|5717.438103|-427.8712868|0.018980039|-292.3128788|1027.76566|1.0|0.0|1.0|1.0|1.0|2.92|-8.88|5.48|6.37|54.46|2.0|0.0|1.0|4.0|6.0|-5.73|1.0|4.15|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|0.0|4.86e-07|-0.04528|4.8725|3.58|-1288.306458|567.04|951.63|268.88|0.2805|-1288.201219|-0.18991|-0.23519|0.03392008|-1288.253849|5.03|5.03
12ab_a30|0|0|2|0.0|-0.008528077|0.043854875|0.0|-0.520212725|0.003529389|0.038312857|1|1|0.005111479|-0.12254489|-0.384942092|1|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.855880335|0.794193541|-0.1008879709999999|0.4605456229999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|-49.97135112|15.64609074|0.0|0.603952976|-1.815983471|-40.9825333|92.49334877|-22.42218278|80.46280277|0.461207954|562.8556061|-1278.064418|-15.78042667|0.3960470239999999|8.44310703|15.6704374|6918.884105|-899.4843201|0.030534507|-146.321375|2116.165447|1.0|1.0|1.0|1.0|1.0|4.87|-6.83|3.94|2.63|100.11|2.0|0.0|1.0|7.0|6.0|-6.39|0.0|2.52|-5.0|2.47e-06|0.00113|9.94e-06|3.81|0.0|6.720000000000001e-05|-49.0|4.8018|3.34|-1804.79081|753.75|1275.19|355.06|0.1957|-1804.523449|-0.14772|-0.19672|0.03368522|-1804.589076|7.7825|7.7825
12av_a36|0|0|2|0.0|-0.009925128|0.04250591|0.0|-0.605432791|-0.00233752|-0.021036176|1|1|-0.000472698|-0.126068378|-0.507136551|1|0.859938421|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|0.817582774|-0.105593135|0.277834652|0.021666882|-57.31621925|-73.55299094|15.09249582|99.2415672|-51.2347934|10.51297704|124.9387725|0.671916917|-2.006269572|-39.92474833|91.5101903|-24.51766365|72.40871507|0.491188387|524.1323793|-1397.506828|-17.07826447|0.328083083|8.975655204|17.64042914|6460.1184140000005|-973.4610746|0.025779468|-239.5042702|2079.880404|0.0|0.0|1.0|0.0|3.0|4.96|-6.93|2.38|1.65|98.3|1.0|0.0|1.0|7.0|5.0|-7.66|0.0|1.47|-3.64|0.000292|128.0|0.000227|1.85|0.0|5.18e-05|-0.05307|4.8408|4.5|-1440.945099|733.21|1247.28|360.39|0.6698|-1440.67411|-0.14122|-0.19429|0.04308001|-1440.738332|7.4089|7.4089
19_a4|0|1|1|1.943606348|-0.0023503029999999|0.040511696|0.0|-0.105763614|0.006243904|-0.211341677|1|1|0.009687676|-0.0255403279999999|-0.245630631|1|0.55269662|0.774746438|0.152550043|-0.190513834|0.834377354|0.514505012|-0.0759826109999999|0.285282038|0.013022539|-38.9063534|-41.82665583|7.168604362000001|15.411502800000004|-23.02459887|3.946149569|13.25878373|0.764880253|-1.215721775|-21.41704046|49.73882261|-15.93396412|46.07495776|0.460486754|451.8120313999999|-669.2264932|-8.771275759|0.235119747|5.9448291|11.01887515|5232.561157|-368.3935819|0.0143733|-291.6208078|874.9428297000001|1.0|1.0|0.0|1.0|0.0|3.46|-6.09|2.97|4.32|73.23|1.0|0.0|1.0|3.0|4.0|-6.58|0.0|2.92|-3.97|0.000156|0.0547|0.000106|2.62|0.0|0.0002839999999999|-0.05294|4.1858|6.67|-1446.909868|583.39|983.4|296.2|0.3806|-1446.760398|-0.17004|-0.22298|0.02985188|-1446.813896|4.71|4.71
14b_a50|1|2|2|4.240438135|-0.003935732|0.030219907|2.115127752|-0.255822608|0.010215823|0.037777505|2|2|0.011249462|-0.1786649189999999|-0.306633966|1|0.74726683|0.7887047979999999|0.030057537|-0.076752616|0.831689551|0.71456262|-0.076674952|0.7031402240000001|0.022423099|-33.02344264|-50.27694576|14.70317076|25.31245624|-32.9673668|9.64109526|192.8987555|0.637281054|-1.533499045|-21.65397937|64.58491917|-16.75898192|47.72661339|0.445384689|592.81677|-1005.538915|-10.98912227|0.362718946|6.3538844910000005|11.45638132|6737.145102|-659.347336|0.021820402|-180.03459850000002|1577.857852|1.0|1.0|1.0|1.0|0.0|4.64|-6.86|3.72|4.81|66.99|2.0|0.0|1.0|7.0|5.0|-6.5|0.0|3.6|-4.78|2.51e-05|0.0111|1.6800000000000002e-05|3.51|0.0|6.12e-05|-0.02486|5.2834|3.05|-1431.037684|718.64|1253.87|304.07|0.1637|-1430.72987|-0.16874|-0.1936|0.03081037|-1430.7933859999998|5.1818|5.1818
6d_a40|0|1|2|1.695192271|-0.015362927|0.039160494|0.683786612|-0.722057579|-0.005066797|0.086704068|2|2|-0.00448098|-0.025143559|-0.624951805|0|0.6224555620000001|0.8361555479999999|-0.039077432|-0.289988439|0.8988141140000001|0.604211552|-0.119563634|0.372705643|0.017359149|-73.59650182|-76.51205671|11.10859664|192.5638526|-48.96216855|7.108696385|38.04267542|0.86005241|-2.15214542|-47.09642482|85.47607798|-32.02830281|84.70509846|0.428134701|424.7009165|-1377.2170210000002|-20.49579149|0.13994759|6.908972922999999|12.08146906|7436.576348|-881.3190339|0.01400787|-460.8148719|1601.317552|1.0|1.0|0.0|1.0|1.0|3.98|-4.31|4.8|3.63|173.43|2.0|2.0|2.0|5.0|6.0|-6.36|1.0|3.43|-5.15|6.18e-08|2.85e-05|7.1e-06|3.87|1.0|0.0226|-0.09462|2.9559|7.98|-2470.793925|656.5|1111.69|419.45|0.3518|-2470.62267|-0.11938|-214.0|0.03556489|-2470.684323|8.9208|8.9208
9_a27|0|1|0|1.830911754|-0.0073742819999999|0.042847222|1.233610009|-0.331842668|0.00611794|-0.051160217|1|1|0.00651856|-0.101933162|-0.541535578|2|0.677253824|0.8214321609999999|0.017503266|-0.071974951|0.8806964490000001|0.654138816|-0.088404481|0.36853691|0.019589991|-40.3551562|-45.58003501|10.10030794|128.27738490000002|-23.50038785|5.20756849|65.12542467|0.7892801540000001|-1.414471696|-20.80651808|53.0685473|-17.36382286|50.45546414|0.466349763|411.8826346|-729.2805601|-8.952528705|0.210719846|5.03925321|9.442988795|4962.727436|-376.0062056|0.014524299|-298.297086|923.9818797|1.0|1.0|0.0|1.0|1.0|3.12|-7.06|3.85|3.04|76.46|0.0|0.0|1.0|3.0|4.0|-6.33|0.0|2.99|-4.08|8.66e-05|0.0287|8.28e-05|2.8|0.0|2.88e-05|-0.0471|5.5421|4.67|-1083.118736|549.64|945.35|297.52|0.1982|-1082.965434|-0.1716|-0.2187|0.02461151|-1083.017359|8699.0|8699.0
12v_a30|0|0|2|0.0|-0.006974714|0.04625323|0.0|-0.369659818|0.002431329|0.020607357|1|1|0.001805829|-0.0493878409999999|-0.471153275|1|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.889479916|0.711738503|-0.0971402169999999|0.404950755|0.015823709|-52.18846092|-65.72041011|10.70556236|82.09302037|-44.46327619|7.242869835|0.0|0.806069067|-1.845664126|-35.30820865|75.73440678|-25.48342433|62.89402328|0.478535287|575.1512171|-1248.687792|-17.2408622|0.193930933|8.114588039|15.56114504|6952.110426|-844.8022477|0.014801518|-414.1432908000001|1549.107692|1.0|1.0|1.0|0.0|1.0|4.62|-7.8|5.11|3.92|81.65|2.0|0.0|1.0|5.0|4.0|-5.52|0.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|5.12|0.0|7.39e-06|-0.0563|3.5507|5.08|-2494.92869|715.58|1209.1|349.18|0.1601|-2494.739831|-0.1505099999999999|-0.20681|0.03495552|-2494.802821|7.6596|7.6596
20_a31|1|0|0|0.0|-0.009722467|0.03995614|2.114008068|-0.476400874|-0.003484915|-0.020082435|3|3|-0.001662219|-0.0852122769999999|-0.594513619|0|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7507116140000001|-0.110195543|0.246878555|0.019334605|-53.79798102|-69.0542431|12.1160662|64.42171513|-43.27297051|7.592555532|75.10345696|0.710707042|-1.542737604|-33.71260536|81.35171021|-21.01650877|65.91404723|0.464597945|498.4558574|-966.7594033|-13.1700345|0.289292958|8.289864307|15.48343758|5678.167489|-605.8215871|0.019624081|-264.0799235|1360.278351|1.0|1.0|1.0|1.0|2.0|3.46|-7.65|6.49|4.38|140.04|1.0|0.0|1.0|7.0|4.0|-6.39|1.0|3.6|-4.44|1.24e-06|0.000493|3.66e-05|3.29|0.0|8.86e-06|-0.06065|3.5381|4.78|-1880.734655|666.67|1113.19|350.43|0.2011|-1880.538664|-0.1483|-0.20895|0.0336943|-1880.599777|8.0862|8.0862
35_a18|0|0|2|0.0|-0.00622005|0.03531746|0.0|-0.44784362|-7.44e-05|0.027469086|0|0|0.00113101|-0.078001173|-0.5009599889999999|0|0.737701788|0.737094825|-0.032017257|-0.017913121|0.774007861|0.7277482059999999|-0.084219749|0.3888901179999999|0.008853796|-60.302584200000005|-62.06945887|6.525195505|118.7214377|-45.74482543|4.809030636|74.92670772|0.874573807|-2.273933228|-44.44264921|67.9315105|-24.64522632|66.82777970000001|0.465531336|590.1597827|-1675.875389|-18.16338657|0.125426193|9.184536969|17.18442554|6995.248058|-1235.110287|0.007954001|-552.1173777|1916.219506|1.0|0.0|1.0|1.0|3.0|4.3|-9.55|4.13|3.35|85.29|3.0|1.0|1.0|8.0|3.0|-6.0|0.0|3.07|-5.53|8.629999999999999e-07|0.000415|2.96e-06|4.55|0.0|1.35e-07|-0.04879|3.2146|8.09|-1532.976969|796.47|1400.62|385.69|0.4981|-1532.557542|-132.0|-0.18079|0.02600607|-1532.627182|7.6198|7.6198
13_a47|1|0|0|0.0|-0.0049262279999999|0.036632997|1.5940801480000002|-0.20197533|-0.00105415|0.003874205|1|1|-0.000211465|-0.0101047869999999|-0.316563793|2|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.8582665429999999|0.626280497|-0.088128939|0.244975411|0.017736598|-41.79730418|-45.39284663|9.13564442|63.12660940000001|-23.38063458|4.705524762|0.0|0.688261242|-1.23380515|-21.52866736|57.38622954|-16.72368034|50.9329486|0.472007922|402.6200617|-635.4998528|-8.613918003|0.311738758|7.038683428|13.33103985|4542.479565|-327.3288841|0.023284817|-193.936606|923.3410426|1.0|0.0|1.0|1.0|2.0|2.9|-7.9|4.06|4.63|66.49|0.0|0.0|1.0|3.0|4.0|-6.0|0.0|3.19|-4.27|5.79e-05|0.0185|5.41e-05|3.17|0.0|4.04e-06|-0.05465|4.0302|2.7|-1067.78457|542.62|895.21|307.63|0.3382|-1067.665127|-166.0|-0.22065|0.03639189|-1067.71601|7.8|7.8
12ax_a36|0|0|2|0.0|-0.007681676|0.043383838|0.0|-0.414810497|-0.001012333|-0.057017299|1|1|-0.00097037|-0.101451485|-0.440372791|1|0.884841888|0.836170906|-0.0394369539999999|-0.056676035|0.892249657|0.771220556|-0.107815607|0.375647684|0.019128091|-49.32384393|-72.11700812|12.79462904|36.17982162|-48.23849712|8.558226304|1.236876307|0.7648530440000001|-1.940680931|-32.99232962|84.58859134|-25.96212292|62.11847297|0.488501696|566.4430628|-1298.106146|-17.36585896|0.235146956|7.563197245|14.78635841|6741.969187999999|-868.2929481000001|0.018645135|-354.3162187|1697.196809|1.0|1.0|1.0|0.0|2.0|4.74|-7.76|3.99|3.19|69.2|2.0|0.0|1.0|5.0|4.0|-6.26|0.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|3.93|0.0|7.83e-06|-0.05596|5.2372|4.42|-2152.100515|699.67|1182.31|318.82|0.5236|-2151.910753|-0.15728|-0.21324|0.03044421|-2151.971761|7.9208|7.9208
12m_a30|0|0|2|0.0|-0.01047558|0.040839506|0.0|-0.57615692|0.001371944|0.0488832779999999|1|1|0.0026474159999999|-0.084317059|-0.5409445629999999|1|0.817497287|0.832758813|-0.036924662|-0.0974968869999999|0.893689741|0.770326886|-0.103359773|0.415971907|0.027352277|-57.96147772|-70.1324196|18.55926485|133.774348|-47.58675592|12.59296644|237.0982213|0.773732767|-2.067195455|-39.32844052|83.3641853|-27.50290965|76.52074257|0.44976016|531.4632661|-1402.648392|-18.66147291|0.226267233|9.025816604|16.40342255|6658.711303|-951.7351184|0.019500715|-371.4702679|1812.833129|1.0|1.0|1.0|0.0|1.0|4.66|-6.42|3.4|2.48|114.67|2.0|1.0|1.0|6.0|6.0|-6.22|0.0|2.36|-5.01|1.01e-06|0.000444|9.71e-06|3.89|0.0|0.000165|-57.0|5.0617|3.88|-1743.174906|714.92|1204.39|349.29|255.0|-1742.965888|-0.15042|-0.20742|0.04041755|-1743.030004|7.5114|7.5114
12y_a36|0|0|2|0.0|-0.00707164|0.041767677|0.0|-0.410155116|0.002782748|-0.049845887|1|1|0.003724542|-0.095253274|-0.434990282|1|0.90500247|0.820226782|0.046673879|-0.0498101409999999|0.873588247|0.856135378|-0.098532865|0.424572485|0.019404665|-51.48548385|-66.24017399|13.04507243|114.430624|-44.53093547|8.769742642|14.40618351|0.755735734|-1.970657299|-34.61187706|78.8341402|-24.53339777|64.53055627|0.487285656|562.7133986|-1324.80348|-16.49293906|0.244264266|7.589386902|14.80236899|6082.16777|-890.6187094000001|0.01873364|-343.8442493|1752.9983309999998|1.0|0.0|1.0|0.0|2.0|4.88|-7.01|3.62|2.42|69.2|1.0|0.0|1.0|6.0|4.0|-6.34|0.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|3.45|0.0|3.94e-05|-0.05002|3.8794|3.83|-1310.315063|702.38|1183.75|319.6|0.4358|-1310.077567|-0.15671|-0.20673|0.03583863|-1310.137888|7.9208|7.9208
12e_a40|0|1|0|1.6315143930000002|-0.015461694|0.04020202|0.665270062|-0.556620974|-0.013162335|0.130516751|2|2|-0.014780739|0.103406816|-0.520457262|0|0.889386453|0.788800541|0.047011204|-0.279310345|0.858770467|0.8096582170000001|-0.122830115|0.284429447|0.015096495|-71.78145688|-66.68049019|8.195398107|206.0119599|-36.19867792|4.4490161310000005|0.0|0.790818822|-1.596791495|-38.96782748|78.14505956|-26.26807189|79.97685498|0.491465612|423.3709264|-866.8463724999999|-14.26008524|0.209181178|8.014314957|15.75963228|5478.52313|-470.5828129|0.021118537|-315.75223450000004|1096.13776|1.0|1.0|0.0|0.0|2.0|3.27|-6.04|4.34|4.84|98.89|2.0|0.0|1.0|2.0|4.0|-5.26|0.0|3.98|-5.64|2.98e-07|0.000113|2.27e-06|4.72|0.0|0.000346|-0.07296|4.3236|4.66|-2248.244231|552.91|918.38|409.82|0.4494|-2248.154966|-0.12616|-0.19912|0.03272669|-2248.206714|5.9318|5.9318
47j_a18|0|0|1|0.0|-0.007807275|0.033563218|0.0|-0.569931053|0.00031105|-0.006923502|0|0|0.002317206|-0.218974385|-0.48833504|0|0.783538352|0.7444236670000001|-0.002262399|0.005740124|0.77844379|0.757001264|-0.094744194|0.476575952|0.015967126|-56.816779|-73.69868165|12.42035127|95.57657747|-57.32800549|9.661420661|99.50526447|0.764425062|-2.368604851|-44.19607713|86.31641604|-26.32095773|69.23713027|0.481373558|627.366638|-1842.467041|-20.47428768|0.235574938|9.597380968|18.50538303|7316.123159000001|-1433.2001369999998|0.016220875|-411.3767328|2410.265089|1.0|0.0|1.0|1.0|3.0|4.54|-8.79|2.43|2.82|97.76|3.0|2.0|1.0|11.0|4.0|-6.46|0.0|2.39|-5.14|1.49e-06|0.000743|7.32e-06|4.07|1.0|8.159999999999999e-07|-0.04423|3.1054|8.09|-1625.413107|839.37|1459.55|399.25|0.5439|-1624.9784550000002|-0.1285|-0.17273|0.03246539|1625.053346|7.4559|7.4559
6g_a40|0|1|2|1.628664494|-0.022381557|0.039863946|0.607999575|-1.09669629|-0.019683422|0.07194868|2|2|-0.018182514|0.0312035079999999|-0.588058458|0|0.8316888240000001|0.832499949|0.075283207|-0.340429901|0.8917390820000001|0.808096413|-0.156296046|0.400587529|0.017750905|-107.2113398|-101.5916383|11.53799852|328.78166810000005|-66.03405036|7.499640603|47.36081569|0.824204189|-2.657032782|-69.68682788|114.7475987|-38.37906336|118.7493383|0.425569146|393.4722933000001|-1727.0578510000005|-24.9461968|0.175795811|6.95079805|12.10032156|7822.892656|-1122.578856|0.020240097|-421.4621621|2095.424743|0.0|1.0|0.0|1.0|3.0|4.06|-2.87|3.43|2.48|213.89|1.0|2.0|3.0|5.0|7.0|-7.02|1.0|2.37|-4.71|6.049999999999999e-08|2.87e-05|1.93e-05|3.06|1.0|0.6459999999999999|-0.08622|3.3197|7.38|-2521.990118|669.8|1144.59|440.68|0.4971|-2521.8114530000003|-0.11857|-0.20479|0.03363483|-2521.87499|7.3279|7.3279
8c_a31|0|0|1|0.0|-0.01275867|0.03995098|0.0|-0.574140137|-0.0080009219999999|-0.1903992189999999|2|2|-0.004832959|-0.053983462|-0.513257014|0|0.922486359|0.847752299|0.006000201|-0.1759864119999999|0.896193695|0.87237334|-0.128067781|0.280934088|0.029669107|-64.57121646|-70.64275621|16.3656112|133.3100368|-38.96685783|9.027343766|477.2277896000001|0.72308253|-1.66488115|-35.61776956|82.77037329|-21.86561502|80.93682766|0.47508938|345.3445134|-918.3558307|-12.06117028|0.27691747|6.820988495|12.99457133|4835.748065|-506.5691518|0.021986076|-246.1066271|1270.056726|1.0|1.0|1.0|1.0|2.0|3.51|-6.13|4.89|3.13|114.29|0.0|0.0|1.0|5.0|5.0|-6.7|0.0|2.83|-3.63|3.79e-05|13.0|0.000237|2.38|0.0|0.0002549999999999|-0.03222|3.8492|1.83|-1426.129055|595.67|981.89|322.11|0.2597|-1425.968408|-0.15985|-0.19207|0.03744829|-1426.024361|6.0915|6.0915
4o_a46|0|1|1|2.138144369|-0.000627744|0.043320988|0.0|-0.032014955|0.010870588|-0.203025042|1|1|0.010144781|-0.018058762|-0.096073163|1|0.626333846|0.7699448320000001|-0.121466731|-0.09492635|0.8176134690000001|0.6418406720000001|-0.06570509|0.372146122|0.00972341|-35.54402423|-36.03345669|5.332434441|5.821925821000001|-19.76117845|2.9243708|31.19780621|0.7510206490000001|-1.051281434|-19.49276784|42.00638612|-12.01115223|40.87645867|0.460981009|521.3931342|-576.535307|-6.587059484|0.248979351|5.527567399|10.25486577|4966.476822|-316.1788552|0.0108913189999999|-275.3254498|767.6690487000001|1.0|1.0|1.0|1.0|0.0|3.73|-7.26|4.77|4.94|54.5|1.0|0.0|1.0|2.0|3.0|-5.51|0.0|3.92|-4.87|1.23e-05|0.00422|1.34e-05|4.06|0.0|1.88e-05|-0.04627|4.3255|3.76|-1070.428722|581.59|1022.29|286.64|0.1598|-1070.223416|-0.18282|-0.22909|0.02815574|-1070.276387|6.7905|6.7905
1o_a5|0|0|0|0.0|-0.002633927|0.025987654|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|1|1|0.0051989459999999|0.038275248|-0.231165601|2|0.670787375|0.78144982|-0.003561205|-0.016408975|0.85693939|0.650008224|-0.072886362|0.447318682|0.01325562|-42.63505279|-39.1638643|7.122612351|167.3051756|-21.04383087|3.827177229|1.01402588|0.699913551|-1.093295425|-22.90899675|50.11479279|-15.45942012|49.75766514|0.470590799|475.1609233|-587.4579645|-8.306775343|0.300086449|7.522366517000001|14.20898333|4572.818263|-315.657463|0.020380352|-214.8381946|839.3293197999999|1.0|1.0|1.0|1.0|1.0|2.81|-8.11|4.48|4.07|78.25|0.0|0.0|1.0|3.0|4.0|-6.3|0.0|2.95|-4.08|8.329999999999999e-05|0.0269|8.340000000000001e-05|2.78|0.0|2.54e-06|-0.07037|4.5011|2.66|-1043.536121|561.04|938.37|297.38|0.3966|-1043.422345|-0.1693599999999999|-0.23973|0.04126499|-1043.472984|7.4559|7.4559
