molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|RASA|FNSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
18b_a30|0|0|0|0.0|0|2|0.604987149|0.0|0.036563014|0.0075638519999999|-0.039831247|0.0|-0.375139476|0.003099827|0.016709918|-0.051413084|1|0.0036417359999999|-0.072825879|-0.090115975|-0.45633339|1|0.80330079|0.822401103|-0.089945913|0.8839272779999999|0.760234689|0.869340364|-0.078751666|-52.09100293|-63.07862164|13.14992762|77.65678625|0.130659636|86.42600053|-41.72392601|8.698138813|0.0|-1.811894154|-34.45606603|-23.96987622|65.24093056|0.424912258|2915.383182|-1198.493811|-15.85509189|7.513189589|13.0644231|0.7388650920000001|6387.715069|158.9382363|-792.7545943|0.0184861069999999|666.0036144999999|12.22780277|1.0|0.0|1.0|0.0|2.49|105.44|2.17|2.0|131.99|0.0|1.0|5.0|31.0|5.0|-6.33|2.42|-4.8|3.23e-06|0.00137|1.57e-05|0.0066599999999999|3.59|0.0|8.47e-05|-0.06142|3.5256|3.5256|-1668.034279|-1667.995173|1178.08|351.66|0.67715|-1667.788575|-0.14385|-0.2052699999999999|25.0|7.6003|7.6003
7s_a46|0|0|0|0.218897825|1|1|1.160371307|2.117265684|-0.0778653109999999|-0.076841616|-0.210750635|0.0|-0.240797051|0.0060802|-0.005405515|-0.020953253|1|0.005577925|-0.327656845|0.018964141|-0.3638523629999999|1|0.778692012|0.770312275|-0.030371026|0.8182543959999999|0.768056188|0.858788462|-0.096723151|-48.61321955|-41.72189594|4.458665639|166.3052939|0.141211538|70.97315818|-20.9694955|2.240932895|0.0|-1.3281895890000002|-24.43308641|-15.894055599999998|53.07188519|0.433822088|1982.695462|-667.5503351|-7.988379237|5.565371272|9.829721631|0.7662292690000001|4245.390306|90.5248694|-335.5119279|0.01122216|409.9543818|5.640276426000001|1.0|1.0|1.0|2.33|3.9|50.94|2.39|0.0|91.19|0.0|1.0|2.0|23.0|3.0|-5.81|3.12|-4.24|8.590000000000001e-05|0.0262|5.76e-05|0.0176|3.32|0.0|0.000256|-0.02024|5.2972|4293.0|-974.8067569|-974.7707066|916.7|288.81|0.69976|-974.615216|-0.17923|-0.19947|1985.0|5.7022|5.7022
5a_a49|0|0|0|0.0|1|2|1.343848751|2.111324504|0.079751437|0.007039248|-0.072902329|1.878067786|-0.493952547|0.007647515|-0.046327135|0.076610236|1|0.008623164|-0.1205081119999999|-0.26176436|-0.51958118|2|0.66494289|0.7979412790000001|0.127914587|0.855876084|0.632463498|0.800090055|-0.072109357|-42.1802818|-46.04810561|16.71687776|124.92862240000002|0.199909945|116.9370825|-26.93578408|9.77851757|54.35929907|-1.338267206|-24.67330519|-15.97587337|58.89715956|0.490453006|2797.737637|-782.8177953|-9.345067946|6.0732145310000005|11.91885068|0.962527525|6294.404170000001|229.9265537|-457.9083293000001|0.0270848489999999|592.5885712|15.84324998|1.0|1.0|0.0|2.93|3.68|73.14|2.07|1.0|116.62|0.0|1.0|3.0|30.0|5.0|-6.84|2.93|-4.29|0.000146|0.0578|5.09e-05|0.0202|2.65|0.0|4.72e-05|-0.05062|5.2443|3.9219|-1311.995327|-1311.960542|1082.25|316.13|0.66225|-1311.743648|-0.16176|-0.21238|43.0|7.3665|7.3665
17_a15|0|0|0|0.0|0|0|1.43568899|0.0|-0.046866421|-0.071708785|-0.033968088|0.0|-0.442454151|0.0016674189999999|-0.032903349|-0.0141953639999999|0|0.0032452509999999|-0.052628162|-0.263401148|-0.461493931|2|0.769376831|0.721188086|-0.023779626|0.76362781|0.740986227|0.880459235|-0.052869016|-40.50376584|-61.17023228|9.875456386|34.35335309|0.119540765|91.58201681|-46.86345493|7.56573889|58.47512431|-1.596893495|-31.03055741|-20.73567196|50.37922222|0.474165158|2852.085573|-1223.4046460000002|-15.88591693|7.967418828|15.15194163|0.90173781|6352.266784|265.6831633|-937.2690986|0.0217385279999999|822.8625688|16.654220199999997|1.0|1.0|1.0|3.99|6.0|67.35|2.53|2.0|131.36|0.0|1.0|7.0|33.0|4.0|-5.58|4.44|-5.65|1.19e-06|0.00052|2.26e-06|0.00099|4.78|0.0|8.43e-08|-0.03936|4.1461|3.8006|-1413.897695|-1413.857182|1298.37|326.22|0.7045100000000001|-1413.559128|-0.15573|-0.19509|12.0|7.9208|7.9208
14e_a23|0|1|1|-4.45581912|2|0|1.197957573|3.052208981|0.059967018|-0.272389934|0.023369734|0.650989437|-0.4787294729999999|0.001027627|0.021081733|-0.009871698|2|0.001951778|0.072830644|-0.226146643|-0.5232404310000001|2|0.560094237|0.791790895|-0.014216155|0.8510270329999999|0.5415996160000001|0.925392058|-0.073376247|-51.07141556|-62.2612068|12.5437807|48.244071000000005|0.074607942|51.92870134|-43.33511299|8.73073591|0.5612316039999999|-1.96796702|-35.54678231|-27.39493099|63.61519626|0.49543439|3255.313968|-1369.74655|-19.06744972|8.020794334|15.89643482|0.981902808|7663.17288|141.6222839|-953.3724859|0.017954325|658.8108151|12.49658915|1.0|1.0|1.0|3.62|6.19|105.02|3.82|2.0|125.29|0.0|1.0|6.0|34.0|7.0|-6.06|4.5|-5.79|4.1200000000000004e-07|0.000198|1.61e-06|0.000773|4.46|0.0|2.85e-06|-0.08122|3.7033|3.7033|-1966.96594|-1966.943431|1209.58|334.8|0.63922|-1966.720803|-153.0|-0.2342199999999999|3.0|8.5214|8.5214
7l_a46|0|0|0|0.256706467|1|1|1.160371354|2.1525548|-0.2644255789999999|0.017668261|-0.203375108|0.0|-0.038903382|0.013150047|-0.074511843|0.050638298|1|0.0125870169999999|-0.331246137|-0.143129469|-0.1082221709999999|2|0.659888413|0.7746144629999999|0.076724694|0.825629852|0.6539666829999999|0.907148114|-0.0565894359999999|-27.30136533|-30.34397256|5.5935102720000005|8.13531199|0.092851886|44.79605077|-14.63933792|2.698568452|51.39110437|-0.880544835|-13.17144326|-10.620390400000002|32.8948756|0.46327253|1920.310099|-424.8156159|-5.1237682730000005|5.273701985|9.825660656|0.863142947|4046.614178|156.9538706|-204.9507309|0.016330867|375.721552|7.878766604|1.0|1.0|0.0|2.64|3.59|43.6|1.89|0.0|86.96|0.0|1.0|2.0|22.0|3.0|-6.22|2.86|-3.72|0.000668|0.1939999999999999|0.0001889999999999|0.0548|2.61|0.0|0.000151|-0.03324|4.5464|4.5464|-915.6081232|-915.5830363|879.87|272.71|0.68834|-915.446686|-0.18993|-0.2231699999999999|1.94|5.7122|5.7122
8_a27|1|0|0|0.0|1|0|1.406757715|1.7626247169999998|0.188762686|-0.077396262|-0.14212377|1.21499748|-0.329319041|0.0040883959999999|0.093450172|0.067074515|1|0.004801929|-0.24946295|-0.187486926|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.11158995|0.8688656459999999|0.64927069|0.776384028|-0.078709803|-37.50265703|-43.96130162|10.41179748|122.0597403|0.223615972|106.5457267|-20.94612822|4.960882344|61.18801154|-1.291711016|-17.86879446|-17.09606174|47.91445451|0.479730655|2132.9321670000004|-615.4582227000001|-8.145716531|5.016799703|9.642697094|0.92208134|4522.989286999999|118.305988|-293.2457951|0.019394143|326.3351007|9.240677197|0.0|0.0|1.0|2.28|2.48|76.46|2.19|0.0|87.68|0.0|1.0|2.0|23.0|4.0|-6.73|2.38|-3.52|0.000586|178.0|0.000299|0.0907|2.0|0.0|0.000158|-0.05015|4.1276|4.1276|-1004.515654|-1004.489001|848.58|300.38|0.64893|-1004.385302|-0.16958|-0.21973|6.0|8.2218|8.2218
1n_a5|1|0|0|0.0|0|0|1.427557749|0.0|-0.1387762669999999|-0.0533837329999999|0.002508727|0.0|-0.3365350029999999|0.004367323|-0.150600424|-0.047910067|1|0.004754079|0.004115733|-0.015850084|-0.393928416|2|0.6805709409999999|0.77828693|-0.087019366|0.8402078140000001|0.656280207|0.785210014|-0.082180848|-47.1725036|-47.04056285|13.27640087|63.58796786|0.214789986|123.2912732|-27.00168194|7.620766672|55.29041202|-1.311215832|-27.07741706|-17.50346525|60.44890447|0.483868192|2437.279452|-752.6490056|-10.04713747|7.881746117|15.27080096|0.937489579|5101.31614|213.67365440000003|-432.02691110000006|0.028797525|467.1194103|16.53002342|1.0|1.0|1.0|2.67|3.99|80.76|1.72|1.0|101.77|0.0|1.0|5.0|27.0|5.0|-6.41|3.14|-4.18|5.41e-05|0.0193|6.56e-05|0.0234|2.91|0.0|3.01e-06|-0.06186|4.3838|4.3838|-1179.209088|-1179.169527|1017.23|282.82|0.44786|-1179.018429|-0.17092|-0.23278|27.0|7.5686|7.5686
15b_a50|0|1|1|0.0|2|1|1.353059441|4.112770601|-0.144363623|-0.05484142|-0.103807905|2.018777006|-0.22696498|0.004641091|-0.06083723|-0.124047802|2|0.005203263|-0.17223348|-0.2185722769999999|-0.310946931|1|0.79846758|0.8259784720000001|-0.216393362|0.8833003970000001|0.764606364|0.8209134840000001|-0.082576068|-47.20879251|-46.13641893|11.48191704|274.85729960000003|0.179086516|102.3838797|-26.37622116|6.564219549|0.0|-1.291204916|-26.98929785|-16.04745006|58.69070955|0.478989976|2441.264256|-738.1827030000001|-9.174337796|6.89125222|13.22671714|0.919348867|5205.2135960000005|206.3740238|-422.0195386|0.024313507|510.3677388|13.90004811|1.0|1.0|1.0|2.11|3.26|68.76|1.66|1.0|105.46|0.0|2.0|5.0|27.0|4.0|-6.98|2.37|-3.6|0.000654|0.2339999999999999|0.000249|0.0891|2.11|0.0|0.000687|-0.0333399999999999|4.0561|4.0561|-1160.4989460000002|-1160.463663|1035.3|305.67|0.65917|-1160.275856|-0.16737|-0.20071|79.0|7.1024|7.1024
41_a18|0|0|0|0.0|0|2|1.251176562|0.0|0.115127295|-0.059936864|-0.089781154|0.0|-0.500778516|-0.0034878|0.022493846|0.0212700929999999|0|-0.002136837|-0.137860739|-0.0091068809999999|-0.5421253970000001|0|0.759941674|0.733589101|0.037097204|0.774395455|0.745631286|0.7349388459999999|-0.1020290859999999|-69.94639412|-61.10986894|6.547189171|347.42621339999994|0.2650611539999999|181.7135945|-41.89408289|4.488448275|93.99687836|-2.317626057|-47.95199341|-25.62671923|76.49358329|0.487248278|2899.29167|-1588.856592|-17.56848637|8.787657952|17.13823195|0.950261611|6605.095612|66.33450764|-1089.246155|0.006896617|897.5188662|4.727999916|1.0|1.0|3.0|0.0|2.7|99.28|2.94|2.0|141.34|0.0|1.0|6.0|34.0|3.0|-6.38|2.53|-5.02|2.76e-06|0.00125|9.49e-06|0.0042899999999999|3.78|0.0|1.89e-06|-0.04956|3.2123|3.2123|-1454.374793|-1454.3467460000002|1294.52|385.97|0.69308|-1453.980175|-0.1319|-0.1814599999999999|369.0|6433.0|6433.0
AKLKII_a46|1|0|0|0.0|0|0|1.4316666480000002|0.0|-0.206312209|-0.030657|-0.008897473|1.744747103|-0.129865138|0.006821053|0.156485495|0.036226415|1|0.006731579|-0.015805561|-0.066245471|-0.270506095|3|0.718266758|0.758995484|0.064690027|0.8264237520000001|0.687139108|0.837641394|-0.071827497|-34.061229|-42.37969553|4.924591245|160.85204040000002|0.162358606|76.99187522|-20.09682339|2.335284369|0.0|-1.161800612|-16.15213359|-15.74102977|38.98582025|0.47999819|2000.353437|-550.9360419|-7.464534402999999|5.83938898|11.22955511|0.92307023|4110.764451|108.05343229999998|-261.2587041|0.015584114|314.0966684|7.390123534|1.0|1.0|1.0|1.6|3.39|67.35|1.18|0.0|85.32|0.0|1.0|2.0|22.0|4.0|-6.5|2.45|-3.58|0.000578|166.0|0.000266|0.0764|2.19|0.0|1.7800000000000002e-05||||||||||||181.0|6.7423|6.7423
47c_a18|0|0|0|0.0|0|1|1.251176227|0.0|0.02368001|-0.048726885|0.047739847|0.0|-0.537230966|0.0007979619999999|-0.058748345|0.028947131|0|0.002674691|0.071793992|-0.320309303|-0.455055055|0|0.784328127|0.758269842|0.050944273|0.7912974190000001|0.7601847759999999|0.8128616409999999|-0.0715759629999999|-57.54296759|-75.57063623|12.75381432|67.68084951|0.1871383589999999|150.4485025|-60.75445536|10.25333491|103.416376|-2.350000928|-46.26124419|-25.88035487|70.29678191|0.489290189|3228.879782|-1889.265906|-20.80632033|9.566965871|18.73268473|0.958059115|7527.530240999999|201.7910841|-1518.861384|0.016406766|1167.054827|13.19009806|1.0|1.0|3.0|0.0|2.87|97.76|2.41|3.0|154.77|1.0|1.0|12.0|38.0|4.0|-6.61|2.42|-5.09|1.84e-06|0.000947|8.12e-06|0.00417|3.98|1.0|3.42e-07|-0.0449|3.1096|3.1096|-1664.753129|-1664.721977|1505.09|398.71|0.6983199999999999|-1664.201034|-0.12841|-0.17331|3.0|8.5229|8.5229
12g_a31|1|0|0|0.0|0|1|0.6101363000000001|0.0|0.0716209459999999|-0.1044685569999999|0.045747231|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|-0.082116813|2|-0.0054114869999999|0.074878295|-0.081426376|-0.57758443|0|0.837044054|0.819234772|-0.1386819869999999|0.8639814490000001|0.7983388929999999|0.58271093|-0.1284353869999999|-78.87508829|-80.52794936|19.01411466|152.7424573|0.41728907|256.26669530000004|-49.45404266|11.67699967|548.1594997999999|-1.835775276|-48.43898314|-23.98704875|97.88920296|0.470244801|2514.363249|-1127.391291|-14.73099143|8.098256552|15.28679013|0.887664343|5398.678971|191.2078009|-692.3565973|0.02515117|524.0230338|15.44590447|1.0|1.0|2.0|2.51|3.44|131.36|0.86|1.0|103.26|0.0|1.0|7.0|27.0|5.0|-6.86|2.9|-3.79|1.19e-05|0.00457|0.0001629999999999|0.0627|2.52|0.0|0.000136|-0.03324|3.8349|3.8349|-1578.846191|-1578.800869|1090.41|323.3|0.70068|-1578.605452|-0.15917|-0.19241|0.11|6.9586|6.9586
11f_a5|1|0|0|0.0|0|1|1.370797007|0.0|-0.251797205|0.022233547|-0.083432989|0.0|-0.227966183|0.00722997|-0.178881726|-0.0080939669999999|1|0.008309782|-0.1323098|-0.203228986|-0.230681941|2|0.785419245|0.756843253|-0.016518403|0.800575032|0.750555185|0.847356138|-0.068361657|-47.57801621|-51.92819555|15.41338844|70.39517801|0.152643862|106.23633909999998|-36.14073513|10.72733576|13.29510896|-1.268406334|-33.11311829|-15.48735657|62.99140465|0.463183664|2853.401015|-882.7793242999999|-10.77881574|9.683662007|18.03905985|0.8628345190000001|5969.213977|340.3683339|-614.3924972|0.030351311|753.9168511|21.12375879|1.0|1.0|1.0|2.87|3.53|76.16|1.03|1.0|126.79|0.0|1.0|7.0|32.0|6.0|-6.99|2.95|-4.26|0.000112|0.0477|5.479999999999999e-05|0.0234|2.7|0.0|9.06e-07|-0.03862|4.4523|4.1356|-1391.7602960000002|-1391.722248|1239.35|299.8|0.64937|-1391.444853|-0.1691|-0.20772|12.0|7.9208|7.9208
13_a1|1|0|0|0.0|0|1|1.430073963|0.0|-0.046530797|-0.144782061|0.1129747169999999|0.0|-0.597786194|-0.008672236|-0.0594321759999999|-0.084271845|1|-0.005924486|0.1769162319999999|-0.120034915|-0.485427571|1|0.87703849|0.76714213|-0.150485437|0.825117597|0.833702788|0.6794604670000001|-0.111667908|-64.94184903|-62.04288975|19.62059449|148.7311076|0.320539533|186.4137189|-36.08180773|11.41059871|528.3795274|-1.813613202|-37.76773325|-23.43842502|84.56244352|0.477212829|2555.623166|-1054.729126|-13.63090514|7.493979856|14.33466671|0.912824292|5456.353212|169.6632599|-613.3907313999999|0.026679865|505.2124255|15.51600461|1.0|1.0|2.0|2.83|3.87|80.26|1.74|1.0|104.88|0.0|1.0|4.0|28.0|5.0|-6.48|3.23|-4.34|5.16e-05|0.0192|4.58e-05|17.0|2.94|0.0|4.24e-06|-0.04962|4.0783|3.4483|-1238.395767|-1238.367298|1035.04|359.55|0.69782|-1238.174491|-0.13921|-0.18883|0.26|6585.0|6585.0
28_a47|0|1|1|0.0|1|0|1.4201653580000002|1.408016295|-0.053792245|-0.23494583|0.023813594|1.121067445|-0.436042548|-0.013020816|-0.00496711|0.0467853809999999|1|-0.010153352|0.06536499|-0.126992366|-0.435485503|2|0.635684951|0.832144916|0.074217097|0.896193695|0.614975047|0.605349345|-0.1132830309999999|-67.33744077|-63.47150284|15.50250691|365.2310214|0.394650655|234.5873429|-37.72858603|9.214964819|83.61576722|-1.601689367|-40.02656804|-22.66839387|82.83994768|0.472690874|2616.1598940000003|-952.0725426|-13.47449501|7.864990866|14.91533234|0.8964208090000001|5633.990508|206.7032519|-565.9287905|0.031626405|428.5826478|18.79929562|1.0|1.0|2.0|2.03|3.84|98.72|1.67|1.0|99.2|0.0|1.0|5.0|28.0|6.0|-7.22|2.4|-3.66|0.000214|0.0816|0.000217|0.0824|1.97|0.0|4.59e-05|-0.05471|3675.0|3675.0|-1335.759232|-1335.722248|995.5|337.37|0.69002|-1335.571655|-0.15049|-0.2052|25.0|7.6|7.6
9b_a31|1|0|0|0.0|0|1|0.610136326|0.0|0.010411229|-0.070525429|-0.045938305|0.0|-0.706953442|-0.0050444109999999|0.014628521|-0.091236608|2|-0.001981487|-0.075191042|-0.2345186269999999|-0.554573699|0|0.811212624|0.852813666|-0.154083843|0.899394425|0.77051712|0.669120552|-0.103937658|-63.73317225|-80.40427495|21.21368453|152.8702381|0.330879448|202.8908225|-49.30281875|13.00794571|552.0968813|-1.835754351|-39.08032306|-23.95020956|84.94685678|0.469546953|2534.356888|-1125.659849|-14.68594601|8.097516252|15.2652837|0.88518099|5524.468603|190.5935925|-690.2394625|0.025089192|524.0230338|15.38435497|1.0|1.0|2.0|2.76|3.5|117.37|0.86|1.0|103.36|0.0|1.0|7.0|27.0|5.0|-6.77|3.0|-3.86|1.76e-05|0.00675|0.000137|0.0527|2.64|0.0|5.520000000000001e-05|-0.0422899999999999|5.5119|3.8435|-1578.839267|-1578.801576|1091.21|322.58|0.70102|-1578.604164|-0.15907|-0.2013599999999999|63.0|7.2007|7.2007
3_a47|0|0|0|0.0|0|0|1.304465159|0.0|0.013076203|-0.130414103|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|0.013073797|0|-0.007967014|-0.021029826|-0.024240921|-0.457330633|2|0.900251233|0.720319618|0.022804181|0.780628097|0.815682427|0.854727481|-0.083129079|-43.59237092|-49.71258151|4.514659074|98.29790989|0.145272519|76.18000386|-26.06896797|2.367459086|1.139378223|-1.422001494|-22.85956767|-19.12022366|48.10703|0.403777634|2243.894237|-745.6887227000001|-10.02652614|6.46319354|10.84023999|0.67722658|5022.029588|112.7606591|-391.0345195|0.016230658|418.022895|8.511255722000001|1.0|1.0|2.0|2.89|5.4|58.04|2.88|1.0|101.55|0.0|1.0|3.0|25.0|3.0|-5.16|4.02|-5.35|2.86e-06|0.000995|4.49e-06|0.00156|4.6|0.0|1.33e-06|-0.05717|5.6998|3.7284|-1470.137664|-1470.101469|941.44|332.54|0.69138|-1469.969304|-0.15473|-0.2119|316.0|6.5|6.5
1m_a5|1|0|0|0.0|0|0|1.3047206409999998|0.0|-0.252787668|-0.005518104|-0.07112464|0.0|-0.096417794|0.006422789|-0.10797859|-0.011848312|1|0.00520748|-0.118494698|0.07132816|-0.2274929269999999|2|0.691858366|0.7824502320000001|-0.022280685|0.851987765|0.63664685|0.8823955520000001|-0.070959368|-37.380714700000006|-37.65438054|4.7571353730000006|154.6334216|0.117604448|61.95289543|-19.83596661|2.506013299|0.235629561|-1.072182971|-19.69180207|-15.26528941|42.13785007|0.482646195|2183.167528|-564.8157081|-8.041608085|6.911100301|13.35855701|0.932913201|4584.808374|137.7695311|-297.5394992|0.0172594319999999|383.4128238|9.092103139|1.0|1.0|1.0|2.11|4.85|54.46|2.4|1.0|95.5|0.0|1.0|3.0|24.0|3.0|-5.71|3.63|-4.74|2.99e-05|0.00996|1.82e-05|0.00607|3.69|0.0|7.82e-07|-0.0507699999999999|4.6678|4.3983|-1410.912452|-1410.88022|926.13|281.89|0.45426|-1410.783167|-0.1778|-0.22857|43.0|7.3665|7.3665
15a_a10|0|0|0|0.0|1|1|1.34383719|2.141907675|-0.214195114|0.022297552|-0.125297206|2.038992189|-0.144512841|0.011418154|-0.060539141|-0.062038567|1|0.01192767|-0.19937094|-0.285973309|-0.188634555|2|0.7408341359999999|0.77630271|-0.1074837719999999|0.820233357|0.713078124|0.915137224|-0.0458501609999999|-29.50952422|-49.47045259|10.10411407|42.41151044|0.084862776|54.61835033|-31.83957238|6.503087289|122.7715002|-1.3835569680000002|-18.99256188|-16.19032994|39.61363829|0.407638879|2656.305166|-890.4681466|-10.42022369|6.71451044|11.33516398|0.68815941|5929.563906|208.2243923|-573.1123029|0.017883602|697.5493042|11.51002664|1.0|1.0|0.0|3.58|4.05|56.07|1.93|1.0|118.92|0.0|1.0|6.0|30.0|5.0|-6.52|3.33|-4.4|0.000108|0.0432|3.94e-05|0.0157|3.12|0.0|6.51e-06|-0.04742|5.7646|3.7639|-1278.452284|-1278.4225210000002|1179.28|329.41|0.68863|-1278.141052|-0.1559299999999999|-0.20335|24.0|7.6198|7.6198
26_a20|0|0|0|0.0|1|0|1.4165417530000002|1.877209467|-0.000846851|-0.104520106|0.1516835819999999|2.01129617|-0.3297182369999999|0.003085806|-0.054222344|-0.033102079|1|0.003149352|0.249416844|0.057022334|-0.446730587|2|0.7071284179999999|0.7541508029999999|-0.055150498|0.8096894440000001|0.690530489|0.79337253|-0.0862808009999999|-58.21621279|-55.81998701|8.604974082|299.8332395|0.20662747|139.417676|-37.66339899|5.806030949|80.47551422|-1.737317706|-39.28020352|-22.11735334|66.82118688|0.472355054|2825.254798|-1172.219727|-14.92323356|7.598632688999999|14.40103379|0.8952138340000001|6221.067002000001|145.1419493|-790.9313788|0.014879363|712.1606951|10.03954725|1.0|1.0|1.0|3.07|4.62|86.69|2.47|2.0|125.0|0.0|1.0|5.0|32.0|4.0|-6.28|3.66|-5.02|7.27e-06|0.00305|9.51e-06|0.00399|3.63|0.0|2.780000000000001e-07|-0.05097|4.8421|3.8894|-1352.315376|-1352.277633|1211.34|318.77|0.68167|-1352.036122|-0.16129|-0.21226|131.0|6.8827|6.8827
8b_a12|0|0|0|0.0|0|1|1.283836078|0.0|0.190292199|-0.1676879319999999|0.028584223|0.0|-0.618894925|-0.010117477|-0.036536396|-0.1090955359999999|0|-0.007926474|0.047425677|0.006468729|-0.659952678|1|0.89481633|0.7407532059999999|-0.183648492|0.792160599|0.856390139|0.740926309|-0.1053827859999999|-60.97837482|-67.44287685|6.513753986|319.0086845|0.259073691|149.9096134|-39.02494133|3.769098814|76.80174559999999|-2.097985204|-35.28434152|-26.39069094|67.49212879999999|0.480938153|2388.888334|-1213.971783|-15.27062922|6.373278096|12.27845608|0.926552694|5217.318476|64.26553043|-702.4489440000001|0.009361504|510.3677388|5.416912474|1.0|1.0|2.0|2.57|1.9|80.37|2.23|1.0|110.58|0.0|1.0|4.0|27.0|4.0|-6.51|2.51|-4.01|7.890000000000001e-05|28.0|9.74e-05|0.0346|2.76|0.0|1.26e-05|-0.0589|4.2263|3.7446|-1159.405202|-1159.365835|1020.47|331.1|0.57773|-1159.188228|-0.15294|-0.21184|263.0|6.58|6.58
14c_a23|0|1|1|0.0|2|0|1.197962449|3.349976042|0.06596946|-0.024758731|0.04174584|0.743546646|-0.296935034|0.010682694|-0.047853455|-0.047410593|2|0.009263715|0.077009731|-0.13187015|-0.4589840189999999|2|0.722187957|0.793551289|-0.077808321|0.857184548|0.659570836|0.922935039|-0.0567889659999999|-37.73933093|-53.17009158|12.52192141|38.43627129|0.077064961|51.21382308|-35.33439343|8.321492112|81.41541733|-1.600173862|-25.07982076|-22.62557089|50.26125234|0.459622824|2955.304496|-1063.401832|-15.0359121|7.832948614|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|-706.6878684999999|0.016385474|633.3278634|10.88903141|0.0|1.0|1.0|3.6|4.67|105.02|3.51|2.0|125.29|0.0|1.0|5.0|31.0|4.0|-6.03|4.0|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|4.21|0.0|4.55e-06|-0.0795299999999999|3.7031|3.7031|-2089.523959|-2089.501598|1177.63|334.81|0.56781|-2089.293299|-0.15143|-0.23096|2.0|8.6253|8.6253
12aw_a36|1|0|0|0.0|0|2|1.297044239|0.0|-0.135690414|-0.115864198|0.066435701|0.0|-0.4478724979999999|-0.006877664|-0.1066959869999999|-0.034663063|1|-0.004358975|0.169961228|-0.250781298|-0.4191703539999999|1|0.653741315|0.836170906|-0.056676035|0.892249657|0.632625562|0.706174871|-0.088516379|-56.73814908|-73.52224315|14.76755422|54.50894809|0.2938251289999999|188.3390873|-47.12705211|9.4658605|1.343623915|-2.06461809|-36.36860892|-26.46800754|71.5057033|0.47322369|2901.451841|-1323.400377|-16.96573876|7.545677222999999|14.32425315|0.898338973|6370.06138|160.8550748|-848.2869380000001|0.02161528|593.6088758|13.8551867|1.0|0.0|2.0|0.0|3.0|69.2|2.78|1.0|123.67|0.0|1.0|5.0|31.0|6.0|-6.8|2.44|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|3.17e-05|-0.05513|5.2313|3.8763|-1431.404673|-1431.373326|1120.43|319.85|0.69109|-1431.180191|-0.15688|-0.21201|9.0|8.0458|8.0458
