molecula|SddssS|n9FaRing|SaaNH|NaasN|nARing|BCUTs-1|SaasN|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomShapeIndex|WNSA2|DPSA4|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
12ae_a36|-3.3501500230000003|0|3.412870974|0|2|0.299253957|0.0|0.087069205|0.0|-0.006862238|-0.083959343|10.31810353|0.006615826|1|-0.001160331|0.151620635|-0.261631709|-0.513686975|1|0.8183043390000001|0.831101086|-0.0931249669999999|0.010209009|0.8837136859999999|0.750657639|0|0.439268891|0.023873046|-78.71102033|17.78605328|96.60079598|211.4077529|-0.036430555|-58.64180087|13.25108213|-2.11297219|-47.65297933|97.76153993|0.465246185|3486.122819|-1574.220407|2634.745208|0.870019385|-1172.836017|39.62310606|2298.140152|805.2286932|19.05051961|0.0|0.0|1.0|0.0|5.03|0.17|17.0|-6.87|2.15|123.75|0.84|0.0|142.02|0.0|-3.85|6.0|-8.03|474.54|0.0|0.0|1.18|0.0001409999999999|0.0668|0.0001889999999999|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|6.24|3.8664|-1876.203168|-1876.152311|1281.69|320.67|0.4832|615.71|0.40141|0.68591|-0.1566|-0.21149|0.0508577|8.9297|7.8239|7.8239
13b_a6|0.0|0|3.423777636|0|1|1.430640379|0.0|0.060593678|0.0|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|-0.00194781|0.100281317|-0.180339002|-0.490758329|1|0.850080948|0.7788169070000001|-0.029988734|-0.11338525|0.8370824240000001|0.8013954109999999|0|0.202093555|0.032036214|-74.04643339|21.00828557|154.7847961|147.0772097|-0.0406496879999999|-48.5571926|13.77653618|-2.032484418|-40.04664055|87.39962829999999|0.408780634|2821.72831|-1332.835801|2587.000662|0.69141956|-874.0294667999999|35.20276076|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|1.0|1.0|3.56|0.12|23.0|-9.01|4.32|95.85|1.29|0.0|116.79|0.0|-5.51|5.0|-6.1|409.44|0.0|1.0|3.45|3.11e-06|0.0012699999999999|1.02e-05|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|4.04|3.6322|-1350.0903970000002|-1350.061187|1167.21|341.35|0.7846|574.07|0.58026|0.7006600000000001|-0.14898|-0.20156|0.02920955|13.5746|6.7595|6.7595
12t_a30|0.0|0|0.0|0|2|0.60498454|0.0|-0.0596036729999999|0.0|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|-0.001131023|-0.158448053|-0.145315868|-0.464720444|1|0.609043558|0.83236194|-0.003937967|-0.080971844|0.889479916|0.591758164|0|0.408290036|0.018862708|-65.79920855|12.26965165|88.42093081|197.4742794|-0.037159417|-42.80050261|7.981057356|-1.82081145|-38.30686627|78.8278828|0.445760296|2976.648597|-1184.385754|2479.787504|0.804273481|-770.409047|32.41376848|1588.274656|616.2856203|13.02867425|1.0|0.0|1.0|0.0|4.63|0.14|17.0|-7.16|3.74|81.65|3.58|0.0|127.19|0.0|-5.49|6.0|-6.06|434.46|0.0|0.0|3.21|3.24e-06|0.00141|6.71e-06|0.0|6.900000000000002e-08|3e-05|-0.05542|5.0693|4.32|3.5457|-1774.2421780000002|-1774.208418|1139.2|349.67|0.2094|527.87|0.33647|0.6842600000000001|-0.15029|-0.20571|0.0337599|3.2145|8.0496|8.0496
19e_a38|0.0|0|3.376977671|0|2|1.297043576|0.0|0.021678225|0.0|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|0.000347207|0.045449529|-0.191751024|-0.436305701|1|0.723755855|0.839953955|0.04818471|-0.064035403|0.89459881|0.700181525|0|0.552393659|0.02118651|-68.82539051|14.27562164|118.734325|150.553721|-0.03783113|-46.37503972|9.619015829|-2.042881001|-37.96637911|82.37885703|0.4655978389999999|2920.436229|-1376.50781|3426.997928|0.871249918|-927.5007945|34.02454948|1837.325672|696.3887025|13.55346651|1.0|0.0|1.0|1.0|4.96|0.12|17.0|-7.28|3.09|81.23|2.75|0.0|135.78|0.0|-4.94|4.0|-6.39|427.48|0.0|1.0|3.3|1.15e-05|0.0049|1.89e-05|0.0|5.27e-08|2.25e-05|-0.05139|5.2322|4.08|3.8587|-1409.582478|-1409.547647|1183.12|321.31|0.3948|532.67|0.41961|0.58509|-0.15584|-0.20723|0.03483011|8.0952|8.0083|8.0083
16_a47|0.0|1|2.890539668|0|0|1.417579067|0.0|-0.08282926|1.491023983|-0.005688938|0.001426202|10.95023129|0.0506476009999999|1|-0.004153659|-0.236994128|-0.0574194159999999|-0.3379683979999999|2|0.591929006|0.812131575|-0.113476605|0.081171071|0.87782381|0.57616624|1|0.421094692|0.0186711289999999|-48.19609034|9.676588112|63.13219447|159.6978638|-0.034261359|-24.97833451|5.0150344780000005|-1.301931629|-25.03540372|60.36423869|0.473257697|2315.178558|-674.7452647999999|833.8646097|0.898461533|-349.69668310000003|25.44160067|966.7808252999998|357.35851410000004|12.16814835|1.0|1.0|1.0|1.0|2.93|0.06|21.0|-8.17|5.19|66.49|2.72|0.0|91.55|0.0|-4.34|5.0|-6.04|337.33|0.0|1.0|3.52|4.56e-05|0.0154|3.84e-05|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|4.4393|2.95|4.0806|-1167.046301|-1167.0124560000002|894.43|303.84|0.3182|395.28|0.59209|0.6743899999999999|-0.16851|-0.22568|0.03384512|3.8601|9.0|9.0
7b_a10|0.0|0|0.0|0|2|1.186434511|0.0|-0.060829392|2.079721225|0.011041815|-0.01808249|10.93274506|0.039221939|0|0.010068964|-0.0982988509999999|-0.082499103|-0.1874708719999999|2|0.624866343|0.764865564|-0.108464916|0.065705128|0.8200487120000001|0.586354126|1|0.5113525529999999|0.009734392|-37.45675757|5.061217187|13.37827368|39.29815915|-0.027444463|-19.47494818|2.6314862480000003|-1.152667458|-15.96741933|43.9185573|0.446575367|2290.380138|-599.3081212000001|2150.375871|0.8069307729999999|-311.5991709|18.26940272|767.3149142000001|459.0250226|6.46179973|1.0|0.0|1.0|0.0|3.9|0.25|16.0|-6.99|3.03|41.38|3.04|1.0|105.44|0.0|-5.28|3.0|-5.09|346.81|0.0|1.0|3.02|5.29e-06|0.00183|5.25e-06|0.0|1.0200000000000001e-07|3.54e-05|-0.05377|6.0231|3.44|3.6426|-1450.09312|-1450.06366|951.55|340.37|0.1488|400.65|0.4195399999999999|0.66228|-0.1584799999999999|-0.21225|0.02946054|5.6147|4.7033|4.7033
6_a3|0.0|0|0.0|0|0|0.605016564|0.0|-0.025021661|2.000787282|-0.007540435|0.05584062|10.3116226|0.032782484|1|-0.006696449|-0.0445675709999999|0.036673175|-0.594308852|2|0.881253042|0.790667152|-0.155862559|0.055002252|0.8632654590000001|0.773152968|1|0.556539611|0.010921391|-49.23401228|5.449560482000001|236.2008316|108.118071|-0.037726468|-24.56680878|2.7192240510000003|-1.282699916|-25.95647951|56.71997588|0.387883362|2196.107822|-640.0421597|1899.385061|0.633675574|-319.3685142|23.4484528|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|3.05|0.0|21.0|-7.48|4.66|92.93|2.11|0.0|95.5|0.0|-5.44|3.0|-5.68|338.81|0.0|1.0|3.63|3.67e-06|0.00124|1.34e-05|0.0|3.28e-08|1.11e-05|-0.06529|5.8279|3.09|3.3963|-1731.735113|-1731.7043199999998|884.88|365.05|0.1997|366.93|0.3369|0.69323|-0.1465|-0.21179|0.03079258|3.7185|5.7501|5.7501
12at_a36|0.0|0|3.4361495580000003|0|2|1.297042863|0.0|0.054794728|0.0|-0.001148437|-0.076129505|10.95446888|-0.037590959|1|0.000906224|0.091520225|-0.227404687|-0.48127276|1|0.817851296|0.8384626709999999|-0.08859337|-0.063825255|0.890810337|0.7767870459999999|0|0.301423347|0.029516069|-76.61315774|20.43891035|95.16663336|171.8311073|-0.037537878|-53.05210062|14.1532755|-2.102121151|-40.6250081|95.60375457|0.49342323|3041.832389|-1455.649997|2388.600265|0.974034457|-1007.989912|38.54110857|2158.30208|735.3783268|18.99059683|1.0|0.0|1.0|0.0|4.9|0.17|17.0|-6.62|1.67|95.5|1.89|0.0|135.03|0.0|-4.18|6.0|-7.18|439.47|0.0|0.0|1.76|6.579999999999999e-05|0.0289|8.36e-05|0.0|2.42e-07|0.000106|-0.05703|4.7133|4.5|3.8408|-1460.833958|-1460.797444|1238.61|322.81|0.4765|589.75|0.42968|0.6802600000000001|-0.15607|-0.2131|0.03651452|8.9532|7.1079|7.1079
LY364947_a10|0.0|0|2.949609552|0|0|1.390175303|0.0|0.0938628109999999|2.084955541|0.007575|0.010202602|10.9303125|-0.006198347|1|0.006909045|0.1625645369999999|0.072909639|-0.204644982|2|0.706034038|0.711607778|-0.072740964|-0.012096774|0.7792035190000001|0.681525895|1|0.449473391|0.009678082|-33.26705198|4.275500834|144.7228349|69.31194102|-0.029665114|-14.69643595|1.88879448|-0.978948758|-15.02735938|41.53157099|0.486715511|1896.845282|-432.4716757000001|839.5356408|0.948237326|-191.05366730000003|18.1140017|597.7620559999999|287.99188260000005|8.264519015|1.0|1.0|1.0|1.0|2.46|0.0|21.0|-7.2|3.69|54.46|1.74|0.0|82.56|0.0|-3.54|3.0|-6.02|272.3|0.0|1.0|2.8|0.00029|0.0789|0.000137|0.0|6.31e-08|1.7199999999999998e-05|||||||||||||||||7.2291|7.2291
4R4l_a46|0.0|0|0.0|1|1|1.134637095|2.155247543|-0.067419714|0.0|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|0.006162668|-0.1012114369999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|0.208818132|0.007084496|-45.96797819|3.844966512|177.33836430000002|56.0891211|-0.02989332|-24.94818681|2.086777505|-1.524559305|-26.65896664|49.44228224|0.4568839389999999|2165.83681|-827.4236073|1766.0974600000002|0.8412270820000001|-449.0673625|18.4720714|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|1.0|3.92|0.36|17.0|-7.0|5.02|50.94|3.06|0.0|105.77|0.0|-5.28|3.0|-5.23|347.45|0.0|1.0|4.09|5.25e-06|0.00182|7.78e-06|0.0|9.980000000000001e-08|3.47e-05|-0.0212699999999999|4.6497|4.99|4.1152|-1092.75416|-1092.728268|1038.78|301.29|0.1678|498.78|0.40548|0.67823|-0.17475|-0.19602|0.02589231|2.3035|6.8633|6.8633
13d_a6|0.0|0|3.447870607|0|1|1.424214188|0.0|0.077158715|0.0|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|-0.000899678|0.126028544|-0.174259072|-0.49314765|1|0.845481322|0.786837131|-0.027209556|-0.187174391|0.841971795|0.7995080809999999|0|0.19992155|0.030793771|-75.40072983|20.96853949|156.67194009999997|143.9350986|-0.039696112|-51.34295409|14.27820079|-2.103893962|-42.92734103|88.02705449|0.4128711229999999|2882.382522|-1432.613867|3075.022992|0.703203572|-975.5161277|35.13035671|1861.908905|692.8471883999999|12.62632467|1.0|1.0|1.0|1.0|3.64|0.16|23.0|-9.4|4.57|95.85|1.5|0.0|121.6|0.0|-5.95|5.0|-5.88|423.47|0.0|1.0|3.74|1.11e-06|0.000471|5.42e-06|0.0|3.96e-10|1.68e-07|-0.05252|4.85|4.5|3.6298|-1389.403308|-1389.374844|1219.11|341.57|0.7905|598.06|0.58381|0.7007399999999999|-0.14894|-0.20146|0.02846332|14.0012|6.4437|6.4437
15_a10|0.0|0|0.0|1|1|1.277647202|2.124460476|-0.0729795729999999|1.981569297|0.009882584|-0.055918786|10.92966702|-0.05940848|1|0.009514122|-0.1157120169999999|-0.136323668|-0.208590561|2|0.682616223|0.808676284|-0.079744227|-0.105662909|0.863438637|0.635064845|1|0.710970489|0.018614889|-44.18725043|11.09373722|33.67392858|50.34268476|-0.025240716|-26.33385303|6.61142847|-1.186313662|-21.03820054|56.66229609|0.434181679|2549.580207|-706.9960069|2288.954984|0.767351752|-421.3416484|23.27068984|1093.722422|563.875765|12.47504566|1.0|1.0|1.0|1.0|3.29|0.23|21.0|-8.3|4.72|52.83|2.53|1.0|111.21|0.0|-4.48|4.0|-6.07|390.87|0.0|1.0|3.83|3.32e-05|13.0|1.56e-05|0.0|5.01e-09|1.96e-06|-0.05243|5.7922|3.12|3.7997|-1604.08794|-1604.057542|1086.19|326.3|0.4553|484.05|0.41458|0.68543|-0.1574|-0.20983|0.03039798|6.1563|7.4815|7.4815
19a_a38|0.0|0|3.3685352889999995|0|2|1.297044508|0.0|0.054257043|0.0|-0.002526241|-0.122385526|10.96083376|-0.077535135|1|-0.000673716|0.116434494|-0.217394466|-0.4342819429999999|1|0.724208473|0.819222745|0.031696119|-0.133130383|0.8741648479999999|0.698414933|0|0.298938581|0.022142322|-64.73159672|13.23456869|137.2318698|151.1278869|-0.038988111|-38.69037594|7.910363161|-1.949405536|-30.69910427|77.20795279999999|0.465829126|2774.129458|-1165.168741|2304.055966|0.872060139|-696.4267669|31.28824271|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|4.83|0.14|17.0|-6.86|2.55|81.23|2.4|0.0|125.69|0.0|-4.14|4.0|-6.77|401.44|0.0|1.0|2.68|7.209999999999999e-05|29.0|6.77e-05|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.9212|3.41|3.6504|-1332.186327|-1332.1529369999998|1092.25|339.65|0.2668|466.55|0.6329100000000001|0.68835|-0.15108|-0.20379|0.03338983|6.0223|8.0106|8.0106
12h_a30|0.0|0|0.0|0|2|0.604984682|0.0|-0.074988669|0.0|0.001139238|0.001698966|10.31162898|-0.072247675|1|0.002064369|-0.166613751|-0.120380857|-0.4708582289999999|1|0.669561738|0.831176513|0.008644634|-0.1240820219999999|0.888213143|0.64876559|0|0.353607682|0.017389133|-63.03519645|11.06352871|89.66095835|150.42542849999998|-0.038417127|-40.10503079|7.038974807000001|-1.882439244|-33.64938551|73.14241438|0.468446216|2848.98238|-1197.668733|2268.811589|0.881277172|-761.9955851|30.63031164|1500.88527|618.6004214|10.10721793|1.0|0.0|1.0|0.0|4.63|0.14|17.0|-6.9|3.18|81.65|3.2|0.0|127.24|0.0|-5.39|5.0|-6.02|416.47|0.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|0.0|1.26e-07|5.260000000000001e-05|-0.05347|5.0289|4.07|3.5101|-1675.011389|-1674.977665|1132.06|353.22|0.1878|518.06|-0.26697|0.68543|-0.14889|-0.2023599999999999|0.03372393|3.4138|8065.0|8065.0
12aq_a36|0.0|0|3.427017327|0|2|1.297043497|0.0|0.076517478|0.0|-0.006653538|-0.1031859869999999|10.95447882|-0.028591187|1|-0.004569485|0.131910912|-0.090926893|-0.5356623070000001|1|0.892815402|0.839953955|-0.0606936879999999|-0.047695595|0.89459881|0.849217847|0|0.162384515|0.021389734|-81.56528598|14.29132551|86.6958382|212.8220574|-0.042953452|-54.49698711|9.548598682|-2.319486422|-48.79273723|95.39676382|0.426481765|2932.54604|-1549.740434|2906.024504|0.743623723|-1035.442755|37.66374367|2033.842158|689.2886595|13.83147784|0.0|0.0|1.0|0.0|4.83|0.13|17.0|-6.14|0.98|112.29|1.28|0.0|131.85|0.0|-3.52|5.0|-7.79|424.46|0.0|0.0|1.15|0.000304|129.0|0.000359|0.0|7.19e-07|0.000305|-0.06059|3.9049|3.88|3.3759|-1401.669694|-1401.637414|1190.22|367.26|0.4988|534.96|0.6933199999999999|0.7058300000000001|-0.13908|-0.19967|0.03228003|8671.0|7.2596|7.2596
3_a20 (SB-525334)|0.0|0|3.502142227|0|0|1.183765089|0.0|0.001821898|1.728260385|0.001924142|-0.175513234|10.95053359|-0.119584218|1|0.0033523629999999|0.002992397|-0.277724429|-0.500412918|2|0.818922083|0.7186587|0.087932573|-0.17447922|0.76423988|0.7835436240000001|1|0.246005838|0.0123308269999999|-51.80299691|6.965173618|43.70154849|70.23182172|-0.029269046|-29.26136697|3.934338039|-1.375645142|-19.50382741|58.45718743|0.457398769|2243.481559|-777.0449536|1782.992456|0.8429740729999999|-438.9205046|21.06338405|989.9790502999998|520.6749407|6.654190521|1.0|1.0|1.0|1.0|3.37|0.24|21.0|-8.39|4.69|67.35|1.69|0.0|104.59|0.0|-4.85|4.0|-5.74|343.42|0.0|1.0|3.63|1.42e-05|0.00489|1.88e-05|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.9|3.1728|-1086.585811|-1086.56485|1030.31|390.77|367.0|498.74|0.49443|0.70168|-0.13417|-0.20131|0.02096048|4.8164|6.7905|6.7905
14d_a23|0.0|1|0.0|2|0|1.197963465|3.405551724|0.03253552|0.758207139|0.01269616|-0.019307114|10.313217800000002|-0.054430189|2|0.01180744|0.059486662|-0.136106024|-0.4483522929999999|2|0.725800261|0.772008792|0.006563565|-0.088996384|0.829764975|0.6906097959999999|1|0.213597535|0.018596017|-51.58357156|12.25371621|39.26987634|51.59888942|-0.032878563|-33.99063559|8.074501042|-1.6439281280000002|-23.33262837|61.49227899|0.454495683|2878.955374|-1083.255003|2261.37838|0.833166062|-713.8033475|27.41215037|1370.607518|666.0036144999999|9.908707432|0.0|0.0|1.0|1.0|3.52|0.09|26.0|-7.78|4.33|105.02|3.24|1.0|125.25|0.0|-5.85|4.0|-6.1|425.51|0.0|0.0|3.8|1.43e-06|0.000608|5.61e-06|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|3.79|8.1555|-1669.24571|-1669.224874|1186.17|3688.0|0.3807|554.84|8.1555|8.1555|-0.14894|-0.22152|0.02083626|8.1555|8.4001|8.4001
22_a10|0.0|0|0.0|1|1|1.343837143|2.113627059|-0.026750502|1.880539113|0.008350227|0.01204992|10.92966136|-0.020475007|1|0.008903905|-0.042831367|-0.208132084|-0.356699217|2|0.670763832|0.747363443|-0.02603707|-0.033474297|0.79665945|0.646474494|1|0.775071808|0.016720696|-50.61577509|13.023146|75.58376652|101.3847763|-0.022372463|-39.42279832|10.14325785|-1.3647202319999998|-32.68604442|71.13124588|0.422182297|3241.833491|-1062.931277|2668.5420940000004|0.730649641|-827.8787647|30.87787063|1883.550109|916.8601445|20.51547079|1.0|1.0|1.0|1.0|3.74|0.17|27.0|-9.37|5.6|73.14|2.8|0.0|139.53|0.0|-5.34|5.0|-6.29|475.54|0.0|0.0|4.26|4.55e-06|0.00217|2.95e-06|0.0|4.27e-10|2.03e-07|-0.05712|4.8251|5.65|3.8517|-1544.237634|-1544.203968|1339.48|321.89|0.2624|602.93|0.4483899999999999|0.6834100000000001|-0.16095|-0.2180699999999999|0.03366599|6.5841|5.9586|5.9586
1_a3|0.0|0|0.0|0|1|0.6195934120000001|0.0|-0.004409693|2.194605012|-0.006610844|0.038572075|10.33805862|0.032569462|0|-0.005006707|-0.007705076|0.08803837|-0.486774367|2|1.005427002|0.7905285390000001|-0.126299711|0.057919092|0.8457792829999999|0.943582278|1|0.521474118|0.008036786|-42.54530997|3.693677623|289.8942564|102.8341051|-0.034105115|-19.55367089|1.697600903|-1.295994381|-20.88467272|49.05980305|0.4490711529999999|2012.9704|-595.6343396000001|1162.737831|0.8151164259999999|-273.7513925|19.78900457|751.9821735|373.1494221|6.514493077999999|1.0|1.0|1.0|1.0|3.83|0.18|16.0|-5.77|1.85|77.1|1.52|0.0|91.52|0.0|-3.07|4.0|-6.87|306.38|0.0|0.0|1.5|0.0008529999999999|261.0|0.000503|0.0|1.69e-06|0.000518|-53.0|5.8805|2.08|3.8645|-1273.316428|-1273.290432|845.2|320.83|0.1775|316.61|0.30619|0.68912|-0.1658599999999999|-0.21886|0.02599563|3.4319|6.1403|6.1403
3d_a49|0.0|0|0.0|1|1|0.406515615|2.089548665|-0.087308534|1.775376197|-0.00918253|-0.068390038|10.35020259|0.017871379|1|-0.004253844|-0.149675594|-0.129666234|-0.202380888|2|0.914407252|0.808676284|0.01450704|0.029549308|0.863438637|0.846953747|1|0.464410121|0.009601398|-54.67520803|5.561916586000001|137.78978830000003|154.6267696|-0.036147237|-31.67236018|3.221917789|-1.698920144|-33.32030276|65.59130031|0.486368221|2809.9605100000003|-984.1537446|1660.7054380000002|0.946920034|-570.1024832|27.67490257|1300.720421|549.3593871|10.91609228|1.0|0.0|1.0|1.0|3.29|0.15|21.0|-6.15|4.46|121.39|1.07|0.0|111.41|0.0|-5.19|5.0|-6.58|392.45|0.0|1.0|1.85|6.42e-06|0.00252|3.6200000000000006e-05|0.0|7.1e-07|0.000278|-0.05766|5.1844|4.02|3.8907|-1594.595995|-1594.552258|1044.19|318.67|0.2899|455.47|0.3523699999999999|0.67215|-0.16147|-0.21913|0.04373784|2.3278|5.6308|5.6308
17c_a50|0.0|1|0.0|2|2|1.347835869|4.349159921|0.021572081|2.193763306|0.01130519|-0.144763835|10.94500663|-0.120904775|2|0.012222674|0.034485992|-0.373205592|-0.2256811219999999|1|0.762883243|0.774994313|-0.139943634|-0.212611846|0.816442883|0.728169863|1|0.446454378|0.021675174|-50.69922125|14.91199042|133.46240020000002|70.72462009999998|-0.021745577|-34.87982686|10.25908547|-1.32648017|-24.567468100000003|66.7258111|0.49503436|2951.495914|-912.5859825|2014.72331|0.98033276|-627.8368834|26.25785813|1601.729346|849.1345426000001|16.02658985|0.0|1.0|1.0|1.0|4.12|0.35|20.0|-6.79|3.53|61.0|1.91|0.0|134.28|0.0|-3.8|5.0|-6.96|440.54|0.0|0.0|3.1|0.000158|0.0698|3.75e-05|0.0|1.6100000000000005e-07|7.08e-05|-0.03121|4.2397|2.74|4.0432|-1411.187392|-1411.157813|1289.05|306.65|0.1814|596.23|0.63122|0.66213|-0.16697|-0.19818|0.02957871|8.5146|7.1612|7.1612
4j_a46|0.0|0|0.0|1|1|1.134637093|2.194310043|-0.0529855709999999|0.0|0.011968098|-0.1051618459999999|10.94638774|-0.176133068|1|0.011684396|-0.078783783|-0.087688953|-0.226712003|1|0.72796254|0.7298040140000001|-0.061823242|-0.258222236|0.763724435|0.728293097|0|0.295221643|0.01492164|-43.95227197|8.812983129|70.56141095|29.59387777|-0.024805825|-25.95898597|5.205103062|-1.339514565|-20.66606288|50.26191521|0.402450715|2260.870095|-791.1408955|2563.282153|0.673502127|-467.2617475|18.85718615|1018.288052|642.1335502000001|6.30964324|0.0|1.0|1.0|1.0|4.0|0.39|17.0|-7.69|5.33|39.94|3.28|0.0|110.24|0.0|-5.38|3.0|-5.09|361.48|0.0|1.0|4.5|4.16e-06|0.0015|4.86e-06|0.0|2.03e-08|7.33e-06|-0.01684|5.3949|4.93|4.4093|-1132.043677|-1132.018764|1112.13|281.19|0.2783|572.31|0.37853|0.69413|-0.18387|-0.20071|0.02491327|3.8105|6.0942|6.0942
47c_a18|0.0|0|0.0|0|1|1.251176227|0.0|0.047739847|0.0|0.0007979619999999|-0.058748345|10.94702285|0.028947131|0|0.002674691|0.071793992|-0.320309303|-0.455055055|0|0.784328127|0.758269842|-0.027873485|0.050944273|0.7912974190000001|0.7601847759999999|0|0.246894346|0.015864085|-75.57063623|12.75381432|67.68084951|150.4485025|-0.0321917939999999|-60.75445536|10.25333491|-2.350000928|-46.26124419|88.76073429|0.489290189|3228.879782|-1889.265906|2027.892739|0.958059115|-1518.861384|34.55329606|2522.390613|1167.054827|13.19009806|1.0|1.0|1.0|1.0|4.61|0.3|18.0|-9.18|2.87|97.76|2.41|2.0|154.77|1.0|-5.73|4.0|-6.61|513.63|0.0|0.0|2.42|1.84e-06|0.000947|8.12e-06|1.0|6.67e-10|3.42e-07|-0.0449|3.1096|7.72|3.1096|-1664.753129|-1664.721977|1505.09|398.71|0.5869|790.07|0.6983199999999999|0.6983199999999999|-0.12841|-0.17331|0.03115159|3.8573|8.5229|8.5229
47r_a18|0.0|0|0.0|0|1|0.403924645|0.0|0.041686585|0.0|-0.005176133|-0.02952923|10.35082951|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.362261236|-0.360670551|0|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.8075001|0.7554975009999999|0|0.26560995|0.0155038689999999|-65.12700692|11.59378448|13.30156885|172.30927739999998|-0.031669652|-48.70193962|8.669825595|-2.090197013|-46.92606587|81.99788849|0.49394971|3389.050097|-1563.048166|1504.28892|0.976088187|-1168.846551|34.41856352|2271.625192|1005.982493|16.87088158|1.0|1.0|1.0|1.0|4.55|0.22|18.0|-7.46|3.76|111.03|2.23|1.0|145.82|0.0|-6.65|4.0|-6.12|504.6|0.0|0.0|2.2|2.26e-07|0.0001139999999999|2.31e-06|0.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|-1964.813473|1387.23|391.06|0.6007|729.75|0.69545|0.69545|-0.13021|-0.18249|0.02805567|3.2001|6.6364|6.6364
47g_a18|0.0|0|0.0|0|1|1.251175676|0.0|-0.048472184|0.0|0.0036509859999999|0.033759227|10.94702253|-0.008224928|0|0.00531392|-0.071877686|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|0|0.413435809|0.013404131|-72.53379954|11.37505183|111.5517627|140.5114492|-0.029212072|-61.55384106|9.653129118|-2.307753726|-46.97287277|86.33162323|0.4913566339999999|3367.0578530000003|-1958.412588|2268.439188|0.966014041|-1661.953709|33.87214455|2675.8994190000003|1347.416568|13.79782369|1.0|1.0|1.0|1.0|4.87|0.34|18.0|-9.22|3.6|88.97|2.79|2.0|164.47|1.0|-6.11|4.0|-6.4|541.68|0.0|0.0|2.83|7.76e-07|0.000421|3.01e-06|1.0|6.04e-10|3.27e-07|-0.04413|3.0965|8.13|3.0965|-1743.375845|-1743.346243|1604.37|400.4|0.5955|874.26|0.69828|0.69828|-0.12789|-0.17202|0.02960182|5.9864|8.0458|8.0458
