molecula|SddssS|n9FaRing|SaaNH|NaasN|nARing|BCUTs-1|SaasN|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomShapeIndex|WNSA2|DPSA4|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
16h_a32|0.0|1|3.340888605|0|0|0.609420754|0.0|-0.069213021|2.075726759|-0.0048042729999999|0.061727488|10.31100268|-0.022634676|3|-0.002310082|-0.1234671109999999|-0.219947482|-0.71364354|0|0.804503712|0.832040698|-0.003188883|-0.03617945|0.881181048|0.7619492790000001|1|0.44308098|0.02096013|-77.17316899|13.31708433|70.02855767|127.5843068|-0.038765425|-49.03221545|8.461051377999999|-1.821974989|-32.75886858|90.15529448|0.459750275|2709.44587|-1157.597535|3282.554439|0.850995852|-735.4832318|33.46862873|1573.02555|573.3529948|12.98212548|1.0|0.0|1.0|1.0|3.61|0.26|19.0|-7.0|4.6|149.27|1.12|0.0|111.95|1.0|-6.48|5.0|-6.22|413.52|1.0|1.0|3.74|3.28e-07|0.000136|1.7800000000000002e-05|0.0|9.89e-08|4.09e-05|-0.05028|3.6182|4.54|3.6182|-1955.99895|-1955.970762|1130.4|342.67|0.2914|556.05|0.70219|0.70219|-0.14972|-0.2|0.02818755|4.2275|8.0655|8.0655
16f_a32|0.0|1|3.354832924|0|0|0.609420741|0.0|0.008658653|2.082564316|-0.003511776|-0.081644236|10.31100265|-0.000291262|3|-0.001202032|0.0151704889999999|-0.211019184|-0.697693907|0|0.801401734|0.852938445|0.085125293|-0.000510986|0.899839182|0.761506727|1|0.522247991|0.024434011|-76.92280867|16.90955989|89.03402347|133.3750236|-0.035568666|-53.23443736|11.7022626|-1.778433296|-39.12230215|92.82839829|0.384656622|2772.212354|-1230.764939|3414.006186|0.625108901|-851.7509977|35.43109972|1771.554986|636.0251562999999|15.90558963|1.0|1.0|1.0|1.0|3.76|0.3|19.0|-7.77|4.99|149.27|1.34|0.0|116.75|1.0|-6.95|5.0|-5.99|427.54|1.0|1.0|4.05|1.12e-07|4.79e-05|1.07e-05|0.0|1.7e-08|7.26e-06|-0.04997|3.6272|4.99|3.6272|-1995.307736|-1995.278839|1191.55|341.82|0.2931|603.12|0.70204|0.70204|-0.15003|-0.2|0.02889673|4.2764|8041.0|8041.0
27c_a34|0.0|0|0.0|1|1|1.4335249819999998|1.996958431|-0.08157574|0.0|-0.008017781|-0.028344637|10.95447877|-0.014364543|1|-0.004694534|-0.132026575|-0.2077985889999999|-0.543350914|1|0.850511415|0.783333463|-0.0360159139999999|-0.0239323839999999|0.8353837409999999|0.804740647|0|0.32643486|0.0304948179999999|-84.73908278|20.51361454|176.7076265|248.17931940000005|-0.042782312|-57.00328784|13.79934071|-2.26746252|-51.69246989|100.1948155|0.424716257|2921.328444|-1525.30349|2477.818875|0.738272657|-1026.059181|38.98592708|2066.254135|673.8038326000001|15.45573273|1.0|1.0|1.0|1.0|3.55|0.12|23.0|-7.67|3.34|104.29|1.71|0.0|119.71|0.0|-4.75|5.0|-6.85|427.46|0.0|1.0|2.83|1.7800000000000002e-05|0.00759|3.52e-05|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|5.23|3.9186|-1426.521813|-1426.482676|1203.69|316.4|0.2385|558.04|0.68683|0.70336|-0.1589|-0.19682|0.03913684|9.6148|6.0969|6.0969
7f_a10|0.0|0|0.0|1|1|1.240141822|1.924772416|-0.104120245|0.740070757|0.00189949|-0.000498274|10.92948443|-0.0971900919999999|1|0.0030999659999999|-0.309622111|-0.172751862|-0.5846516820000001|2|0.5371733989999999|0.796084921|-0.009545801|-0.137271684|0.8499946070000001|0.5209683970000001|1|0.7359022890000001|0.00797443|-53.02456669|4.441786155|15.96885516|38.0022453|-0.03645808|-29.53487321|2.474090768|-1.713529756|-19.93012491|60.16185231|0.402568457|2803.359424|-954.4422004|2375.702381|0.6738319429999999|-531.6277179|24.71113795|1161.423484|527.8079877|7.137285626000001|1.0|0.0|1.0|1.0|3.37|0.23|21.0|-8.13|6.57|52.83|2.64|0.0|106.77|0.0|-5.54|7.0|-5.47|410.39|1.0|0.0|4.39|2.9e-06|0.00119|2.52e-06|0.0|7.38e-09|3.03e-06|-0.0613|5.7757|4.93|3.6256|-1442.216293|-1442.200124|1034.38|341.96|348.0|426.07|0.34467|0.6833600000000001|-0.15627|-0.2175699999999999|0.01616879|3.2524|6.8508|6.8508
24_a20|0.0|0|0.0|1|0|1.40648755|1.959359883|0.087887688|2.041494094|0.009265667|-0.060940703|10.93106245|-0.04104|1|0.008780074|0.1468474119999999|-0.060582944|-0.188335708|2|0.616352201|0.74131936|0.070857143|-0.07179846|0.802353442|0.607038752|1|0.531656762|0.012814211|-42.82548904|8.085691548|12.83518119|30.27049276|-0.02714795|-27.02262995|5.102023479|-1.357397496|-24.46164548|51.30386873|0.457794721|2736.601949|-856.5097809|1961.887639|0.844319927|-540.4525990000001|22.21722343|1110.861171|664.4562602999999|8.478379683|1.0|1.0|1.0|1.0|3.4|0.08|27.0|-9.32|4.78|80.28|1.86|0.0|119.42|0.0|-4.89|5.0|-6.26|402.45|0.0|1.0|3.63|1.29e-05|0.00519|1.17e-05|0.0|4.82e-10|1.94e-07|-0.06748|5.3396|3.74|3.5876|-1291.896802|-1291.867578|1169.35|345.59|0.2495|551.25|0.46668|0.44916|-0.15687|-0.22435|0.02922392|4.3906|6.4976|6.4976
17d_a50|0.0|1|0.0|2|2|1.338814635|4.380250483|0.006071856|2.234730384|0.012079|-0.136180713|10.94500663|-0.125540541|2|0.01245647|0.009780681|-0.323333765|-0.2294807539999999|1|0.754575205|0.748516466|-0.1921395789999999|-0.2177003589999999|0.789310938|0.7276268779999999|1|0.8020670809999999|0.0152123589999999|-48.40178147|10.55016861|5.007868064|48.62532158|-0.025589979|-33.56790124|7.31681784|-1.535398758|-21.24595322|57.5414543|0.445708152|2824.70142|-1064.839192|2950.99157|0.8041037459999999|-738.4938272999999|23.53577933|1412.14676|829.3813984|9.139672835|0.0|1.0|1.0|1.0|4.07|0.35|20.0|-7.07|4.29|51.77|2.71|0.0|133.19|0.0|-4.5|4.0|-6.25|424.54|0.0|0.0|3.68|3.17e-05|0.0135|1.31e-05|0.0|8.55e-08|3.63e-05|-0.03251|4.0506|3.41|4.0506|-1335.989008|-1335.962757|1263.22|306.09|0.1819|579.45|0.66103|0.66103|-0.16716|-0.19967|0.02625058|7.9942|7.1308|7.1308
12as_a36|0.0|0|3.447017327|0|2|1.297043209|0.0|0.096454203|0.0|0.000584134|-0.114290948|10.95347588|-0.025398105|1|0.0018565629999999|0.162571317|-0.166354116|-0.4358775279999999|1|0.8058720979999999|0.817372883|-0.0389138329999999|-0.04244711|0.869455765|0.770400825|0|0.291030086|0.019229943|-73.78005999|12.95780416|88.17694537|154.6869148|-0.037824788|-49.71556877|8.731418812000001|-2.080363362|-37.57216725|85.53474971|0.454761514|2904.092809|-1401.82114|2365.632846|0.834059821|-944.5958066|33.18163581|1824.98997|716.9974499|11.75468972|1.0|0.0|1.0|0.0|4.86|0.17|17.0|-6.89|2.09|86.27|1.59|0.0|133.95|0.0|-3.81|5.0|-7.21|423.47|0.0|0.0|1.84|0.000154|0.0653|0.000112|0.0|1.29e-07|5.4600000000000006e-05|-0.05789|4.5202|4.84|3851.0|-1385.601917|-1385.5651710000002|1207.35|321.96|0.5902|568.52|0.53815|0.68211|-0.1563|-0.21419|0.03674596|6.8556|7.2291|7.2291
IN1233_a59|0.0|0|3.463603867|0|0|1.400923654|0.0|0.163548857|1.983673343|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|-0.004071701|0.268927191|0.003282792|-0.597167441|2|0.809917509|0.74801464|-0.107446431|-0.090732503|0.80310139|0.778639593|1|0.356444983|0.010831674|-63.36348363|7.208329477|318.5587088|158.8351574|-0.035929742|-42.16752524|4.79704394|-1.904276352|-41.08157616|72.32484741|0.483639625|2809.840422|-1267.269673|1822.396842|0.936631949|-843.3505049|29.49046561|1562.994677|712.1606951|8.961363774|1.0|1.0|1.0|1.0|3.48|0.08|27.0|-10.0|4.69|97.55|2.06|0.0|125.07|0.0|-5.59|4.0|-6.13|419.48|0.0|1.0|3.78|2.54e-06|0.00107|6.91e-06|0.0|9.93e-11|4.17e-08|-0.05605|5.2194|5.35|3.5355|-1352.351584|-1352.326849|1204.16|350.69|0.2623|531.14|0.51285|0.6953699999999999|-0.14684|-0.20289|0.02473496|7.6059|7.4685|7.4685
4_a18 (SD-208)|0.0|0|0.0|0|2|1.304335262|0.0|-0.020226647|0.0|-0.018723101|-0.009648044|10.95382003|-0.056245435|0|-0.015153358|-0.047745689|-0.3630339729999999|-0.564165402|1|0.773173718|0.83508768|-0.058455902|-0.098971722|0.904723479|0.721664823|0|0.115284206|0.0211761979999999|-51.27494074|10.90456851|103.6318511|113.7529353|-0.034985357|-26.40375252|5.615248385|-1.2944582059999998|-20.652731600000003|69.63488061|0.454067432|2395.526727|-666.5742296|1822.914738|0.831728055|-343.2487827|29.9246699|1107.212786|363.2306414|18.35993987|0.0|1.0|1.0|1.0|2.77|0.0|22.0|-8.15|4.44|76.48|2.02|0.0|92.87|0.0|-4.29|6.0|-6.31|352.75|0.0|1.0|3.11|5.12e-05|18.0|4.14e-05|0.0|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|3.2777|-1542.296276|-1542.276332|895.83|378.26|0.2761|396.17|0.4646|0.69028|-0.13588|-0.2358|0.0199445|5.2085|7.0969|7.0969
14o_a23|0.0|1|0.0|2|0|1.197958066|3.133942289|0.135737344|0.6669152279999999|-0.002390707|-0.029012777|10.3132174|-0.049105045|2|-0.0004039459999999|0.416392114|-0.2952674819999999|-0.653629157|2|0.598213287|0.802854174|0.000891427|-0.072078004|0.861597051|0.575188253|1|0.328340215|0.018054548|-66.92857564|12.835973699999998|110.3941788|68.19627862|-0.042454824|-47.58321438|9.125801389|-2.165196042|-36.61307972|80.64694246|0.48945652|3399.6213840000005|-1539.35724|2297.392496|0.958697036|-1094.413931|37.71512766|1923.471511|676.4530574|13.71836682|0.0|0.0|0.0|1.0|3.55|0.09|26.0|-7.95|6.18|114.25|3.04|1.0|126.97|0.0|-6.89|8.0|-5.94|495.48|1.0|0.0|4.31|1.29e-07|6.38e-05|1e-06|0.0|1.12e-08|5.57e-06|-0.08059|3.6989|5.17|3.6989|-2042.184285|-2042.161288|1236.72|335.19|385.0|582.89|0.58581|0.58581|-0.1517|-0.23229|0.02299729|8.3591|8.4815|8.4815
4l_a46|0.0|0|0.0|1|1|1.134637095|2.155247543|-0.067419714|0.0|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|0.006162668|-0.1012114369999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|0.291762764|0.00657916|-48.19533497|3.721888783|177.7681018|61.00681586|-0.030068681|-27.26452605|2.10550531|-1.533502748|-29.10603933|51.66342604|0.409308207|2165.620022|-867.5160294|2087.583804|0.692930243|-490.7614689|19.25417715|981.9630347|579.2365607|3.468091068|1.0|1.0|1.0|1.0|3.92|0.36|17.0|-7.0|5.02|50.94|3.06|0.0|105.77|0.0|-5.28|3.0|-5.23|347.45|0.0|1.0|4.08|5.25e-06|0.00182|7.78e-06|0.0|9.980000000000001e-08|3.47e-05|-0.01784|5.4011|4.99|4.4542|-1092.745692|-1092.71063|1057.06|278.36|0.2504|526.77|0.3756|0.68584|-0.18567|-0.20351|0.03506136|3.7624|7.0088|7.0088
18d_a25|0.0|0|0.0|1|0|1.193723212|1.918453956|-0.031867489|2.029297802|0.006452854|-0.070413428|10.31285314|0.016982601|1|0.0062422|-0.055336237|-0.061965108|-0.292727912|2|0.722349659|0.780221059|-0.03671629|0.029728702|0.838260077|0.696372329|1|0.278576218|0.011158458|-57.45144813|8.39885106|70.58850837|46.80695276|-0.0281209329999999|-43.24308488|6.3217245360000005|-1.602893201|-34.85786147|68.15463481|0.476833495|3113.122552|-1206.480411|2625.142499|0.911437354|-908.1047824|27.92623037|1591.795131|883.4030667999999|10.70318668|1.0|1.0|1.0|1.0|3.66|0.11|27.0|-10.23|5.98|111.51|2.4|1.0|143.37|0.0|-6.26|4.0|-6.21|474.58|1.0|1.0|4.5|5.47e-07|0.00026|2.86e-06|0.0|5.92e-11|2.81e-08|-0.07287|5.6512|4.56|3.6392|-1806.848384|-1806.812778|1358.25|340.69|0.3986|664.72|0.41694|0.6823899999999999|-0.14723|-0.2201|0.03560672|4.3658|6.6345|6.6345
1b_a5|0.0|0|2.881451247|0|0|1.4258024619999998|0.0|-0.095857885|0.0|0.003886035|0.001241264|10.94890233|-0.028797464|1|0.003708988|-0.220946861|0.045204303|-0.231956531|2|0.567806811|0.759794937|0.122747292|-0.054153474|0.827319059|0.558485747|0|0.341795323|0.010803163|-38.87394276|5.438378717999999|168.30518769999998|96.23685048|-0.031306145|-19.56938257|2.737713392|-1.158327367|-19.82538668|48.55415504|0.474445758|2171.716467|-583.1091414|919.9167129|0.90275317|-293.5407385|21.51550842|796.0738116|357.34245360000006|9.680212283|1.0|1.0|1.0|1.0|2.75|0.0|23.0|-8.3|4.76|54.46|2.29|0.0|90.44|0.0|-3.97|4.0|-5.99|316.33|0.0|1.0|3.38|0.000106|0.0336|4.970000000000001e-05|0.0|4.99e-09|1.58e-06|-0.04135|4789.0|3.1|4.6481|-1050.538976|-1050.506509|892.61|266.74|0.3101|388.58|0.5153800000000001|0.43728|-0.1892|-0.23055|0.03246637|4.3687|7.2291|7.2291
8b_a12|0.0|0|0.0|0|1|1.283836078|0.0|0.028584223|0.0|-0.010117477|-0.036536396|10.95438057|-0.1090955359999999|0|-0.007926474|0.047425677|0.006468729|-0.659952678|1|0.89481633|0.7407532059999999|-0.010950243|-0.183648492|0.792160599|0.856390139|0|0.4384536329999999|0.011257065|-67.44287685|6.513753986|319.0086845|149.9096134|-0.045608374|-39.02494133|3.769098814|-2.097985204|-35.28434152|72.85978933|0.480938153|2388.888334|-1213.971783|1437.536303|0.926552694|-702.4489440000001|29.68794201|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|4.11|0.1|18.0|-7.45|1.9|80.37|2.23|0.0|110.58|0.0|-4.1|4.0|-6.51|355.39|0.0|0.0|2.51|7.890000000000001e-05|28.0|9.74e-05|0.0|3.56e-08|1.26e-05|-0.0589|4.2263|5.11|3.7446|-1159.405202|-1159.365835|1020.47|331.1|0.3179|460.08|0.53425|0.57773|-0.15294|-0.21184|0.03936706|6.1286|6.58|6.58
4_a4|0.0|0|0.0|1|1|1.343865392|2.156628874|-0.0214610589999999|2.183056868|0.011760626|-0.110597574|10.92992837|-0.037623601|1|0.0112367389999999|-0.035166634|-0.078747188|-0.157959343|2|0.646069495|0.77276149|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|1|0.456474074|0.008570112|-35.41518716|4.4155367960000005|13.70182982|34.37786704|-0.0255766729999999|-18.24679326|2.274995377|-1.099796957|-13.21145879|40.86951119|0.398500394|2221.6122010000004|-566.6429946000001|1883.42405|0.66251148|-291.9486922|16.60255217|713.9097433|462.1867149|5.454324025|1.0|1.0|1.0|1.0|3.15|0.19|21.0|-7.57|4.41|43.6|2.66|0.0|100.08|0.0|-4.12|3.0|-5.79|326.39|0.0|1.0|3.64|7.59e-05|0.0248|2.69e-05|0.0|2.71e-08|8.85e-06|-0.04865|5.382000000000001|3.24|4.0261|-1029.960398|-1029.93716|960.45|307.95|0.1106|394.06|0.55032|0.6010800000000001|-0.1696599999999999|-0.21831|0.02323788|3.1195|7.1079|7.1079
12ak_a36|0.0|0|3.501132553|0|2|1.270373882|0.0|0.12041792|0.0|0.0042553209999999|-0.116440196|10.95268014|-0.015708652|1|0.005035022|0.198260132|-0.163978382|-0.439326642|1|0.901715152|0.815627016|0.051506104|-0.0265703679999999|0.860939187|0.860667615|0|0.537460657|0.019931266|-66.15829243|14.3700664|113.186508|109.0807368|-0.032660864|-47.69888026|10.36054668|-1.926990997|-35.95881638|79.17567486|0.423822657|2830.816014|-1389.324141|2735.7986920000003|0.735576751|-1001.676485|31.93194362|1883.984673|799.5563855|13.01738243|1.0|0.0|1.0|1.0|5.05|0.24|17.0|-7.38|3.01|69.2|2.66|0.0|138.33|0.0|-4.95|4.0|-6.19|423.51|0.0|1.0|2.66|1.13e-05|0.0047799999999999|1.39e-05|0.0|4.2e-08|1.7800000000000002e-05|-0.04929|3.8734|4.21|3.6895|-1350.900117|-1350.865407|1247.89|336.05|0.4514|584.05|0.69463|0.7034699999999999|-0.15275|-0.20204|0.03471045|8.5394|7.3372|7.3372
4e_a49|0.0|0|0.0|1|1|1.343847746|2.085628989|-0.080255074|1.713107022|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|2|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|0.433385455|0.017142176|-53.89448633|10.51443916|313.22432680000003|149.0098632|-0.029288891|-33.05708028|6.449206277999999|-1.493733437|-35.44835874|68.38360061|0.471635821|2675.626006|-916.2062675|1647.641653|0.892633982|-561.9703647000001|27.6242383|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|1.0|3.35|0.22|21.0|-7.36|2.83|92.93|1.25|0.0|114.08|0.0|-3.28|5.0|-7.52|399.45|0.0|1.0|2.42|0.000528|211.0|0.000305|0.0|4.35e-08|1.74e-05|-0.06461|5.7301|3.34|3.7876|-1313.199448|-1313.158118|1128.64|327.34|0.2273|504.63|0.4078199999999999|0.68043|-0.1585099999999999|-0.2231199999999999|0.04133034|4.8707|7.4685|7.4685
12m_a36|0.0|0|3.40403699|0|2|1.297043522|0.0|0.14264424|0.0|-0.006653538|-0.025127218|10.95440733|-0.038386106|1|-0.004569485|0.245908938|-0.090926893|-0.52644768|1|0.892815402|0.825587924|-0.075712087|-0.064035403|0.8792981679999999|0.849217847|0|0.4493096629999999|0.022725561|-81.19927925|15.24099981|42.78660249|193.174369|-0.04260035|-54.45666327|10.22144534|-2.300418875|-45.120107|96.11918789|0.465323422|2925.315028|-1542.786306|2637.948424|0.8702895190000001|-1034.676602|38.24042793|2064.983108|689.2886595|14.91990864|0.0|0.0|1.0|0.0|4.83|0.13|17.0|-6.14|0.98|112.29|1.28|0.0|131.85|0.0|-4.1|5.0|-7.39|424.46|0.0|0.0|1.26|7.96e-05|0.0338|0.000159|0.0|7.19e-07|0.000305|-0.05114|3.8658|3.88|3.8658|-1401.654499|-1401.6158890000002|1177.15|320.72|0.4718|505.51|0.69382|0.69382|-0.15879|-0.20993|0.03861003|9.1003|7.5229|7.5229
9a_a40|0.0|0|0.0|1|0|0.604993021|1.865740741|0.168990628|0.921628874|0.01310675|0.157704751|10.31197235|-0.1720337089999999|2|0.011966382|0.291102625|0.016958188|-0.449508498|0|0.624889926|0.690568477|-0.394662853|-0.2990540869999999|0.749764251|0.61091688|1|0.002467659|0.011033601|-35.24260989|5.334966331|109.9916614|30.17155594|-0.032156295|-17.0405052|2.579562688|-1.093314022|-14.03449109|39.45618424|0.493941591|1971.148912|-528.6391483|336.39741360000005|0.976056482|-255.607578|17.90285474|608.6970611|323.79254|4.213574358|1.0|0.0|0.0|1.0|3.26|0.06|20.0|-6.4|4.43|58.43|3.57|0.0|86.7|0.0|-5.49|2.0|-4.85|291.37|0.0|1.0|4.08|3.24e-06|0.000944|8.33e-06|0.0|4.02e-07|0.000117|-0.06495|4.7066|4.07|3.3192|-1217.955997|-1217.9449|847.69|373.53|0.4746|411.01|0.47831|0.69958|-0.13808|-0.20303|0.01109672|5.09|6.6696|6.6696
8b_a32|0.0|1|3.419952523|0|0|0.609420757|0.0|-0.008128765|2.123714284|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|-0.001662219|-0.014634534|-0.1534110109999999|-0.577864293|0|0.788133615|0.845443342|0.060636167|-0.1152380009999999|0.8966299409999999|0.7507116140000001|1|0.253018806|0.016711528|-68.4085006|10.49093175|102.4297669|132.9495116|-0.03079624|-42.94454179|6.585851946|-1.4166270230000002|-33.50038167|81.73293254|0.458155153|2573.703546|-889.3105078|2275.886421|0.845546757|-558.2790432999999|28.89166873|1329.016762|557.1050635|13.32443194|1.0|1.0|1.0|1.0|3.46|0.26|19.0|-7.65|4.19|140.04|1.1|0.0|110.47|1.0|-5.83|4.0|-6.44|397.52|1.0|1.0|3.61|1.47e-06|0.000583|4.06e-05|0.0|2.23e-08|8.86e-06|-0.05404|3.5442|4.22|3.5442|-1880.77142|-1880.735397|1114.24|349.82|0.2943|558.16|0.70285|0.70285|-0.14717|-0.20121|0.03602276|1.2797|7.9208|7.9208
14x_a23|0.0|1|0.0|2|0|1.197963189|3.101221922|0.05740118|0.6753138120000001|0.003379755|-0.075184011|10.31321817|-0.0229244|2|0.003906274|0.160327487|-0.206574435|-0.443633823|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|0.8668730109999999|0.558482531|1|0.229141189|0.022095943|-55.83053941|14.64350681|42.44114495|147.90081730000003|-0.034056109|-37.00022522|9.704599953|-1.6006371069999998|-31.13207597|70.40248829|0.468120981|3071.48868|-1060.780249|2382.851643|0.880126802|-703.0042792|31.25095356|1468.794817|597.2903597999999|14.57194888|0.0|0.0|1.0|0.0|3.42|0.05|26.0|-7.93|5.14|105.02|3.78|1.0|120.2|0.0|-5.68|6.0|-6.35|447.46|0.0|0.0|4.06|2.09e-06|0.0009369999999999|5.41e-06|0.0|1.17e-08|5.23e-06|-0.08216|4.0641|3.97|3.6941|-1828.393372|-1828.371718|1149.42|335.63|0.3184|537.48|0.6757|0.62836|-0.15259|-0.23475|0.02165405|8.1916|8.4949|8.4949
15a_a22|0.0|0|0.0|1|0|1.4229176680000002|1.646649187|0.021482585|1.614660505|0.005288335|-0.057308195|10.9464374|-0.015194063|1|0.005757758|0.036467904|-0.165471815|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.655865336|1|0.410151945|0.02126757|-55.4621036|14.43653926|96.58317516|90.52525878|-0.031425179|-37.6479704|9.799599501|-1.634109304|-28.45564196|70.12529157|0.444668211|2884.815511|-1109.242072|2169.226845|0.800725296|-752.9594081|30.3550786|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|1.0|3.42|0.08|27.0|-9.21|4.31|85.59|1.73|0.0|124.05|0.0|-4.65|5.0|-6.61|420.47|0.0|1.0|3.19|2.25e-05|0.00945|2.1e-05|0.0|6.1e-10|2.56e-07|-0.0600399999999999|5.0577|4.98|3.6496|-1368.35331|-1368.321775|1189.31|339.72|312.0|541.27|0.41078|0.69076|-0.15281|-0.21285|0.03153544|6.8666|6.8447|6.8447
12n_a30|0.0|0|0.0|0|2|0.604984682|0.0|-0.1144447669999999|0.0|0.001139238|-0.037209579|10.31162898|-0.087019298|1|0.002064369|-0.254279374|-0.120380857|-0.464204099|1|0.669561738|0.815003426|-0.015189554|-0.149451598|0.870930234|0.64876559|0|0.390449649|0.017064818|-66.48079820000001|10.77573511|85.87072848|140.0890685|-0.038674741|-41.97990569|6.804436105|-1.895062322|-33.14358793|76.16725916|0.4701566479999999|2848.910641|-1196.654368|2349.172094|0.887350282|-755.6383024|30.54968688|1496.934657|618.6004214|9.686460958|1.0|0.0|1.0|0.0|4.66|0.14|17.0|-6.9|3.18|81.65|3.2|0.0|127.24|0.0|-5.39|5.0|-6.02|416.47|0.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|0.0|1.26e-07|5.260000000000001e-05|-0.05076|5.1999|4.07|3.4859|-1675.011418|-1674.978015|1131.65|355.67|0.1826|506.94|0.27009|0.6854|-148.0|-0.19876|0.0334036|6.32|7983.0|7983.0
12u_a36|0.0|0|3.508898495|0|2|1.270259304|0.0|0.033763276|0.0|0.0042553209999999|-0.063855309|10.95266014|-0.010669561|1|0.005035022|0.055588998|-0.163978382|-0.438988314|1|0.901715152|0.8101678720000001|0.080270195|-0.018047007|0.855176759|0.860667615|0|0.3765068079999999|0.017639065|-67.50289394|12.27663887|86.1184622|109.8080843|-0.03452119|-46.98143813|8.544435884|-2.036750221|-35.17050511|78.06218646|0.486156325|2831.106839|-1417.5607730000002|2455.7556010000003|0.946117173|-986.6102007|30.82735404|1818.813889|799.5563855|10.55929252|1.0|0.0|1.0|1.0|5.05|0.24|17.0|-7.38|3.01|69.2|2.66|0.0|138.33|0.0|-4.95|4.0|-6.19|423.51|0.0|1.0|2.66|1.13e-05|0.0047799999999999|1.39e-05|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|3675.0|-1350.8981130000002|-1350.865506|1254.5|337.37|0.4267|590.18|0.69258|0.70272|-0.15109|-0.20409|0.03260752|7.8877|7.7959|7.7959
38_a18|0.0|0|0.0|0|2|1.251175383|0.0|-0.066676644|0.0|0.000520558|-0.020056674|10.94702086|-0.003893067|0|0.001602741|-0.0993372269999999|-0.11123356|-0.498932552|0|0.745084567|0.719168079|-0.03302891|-0.007310849|0.751875124|0.7400818459999999|0|0.423402315|0.00838904|-65.45657441|6.675707878|100.7046282|134.4282836|-0.0322355079999999|-52.08807522|5.3122971560000005|-2.385427574|-48.74349112|71.15832778|0.4666657999999999|3162.36475|-1898.240658|1855.157022|0.874996952|-1510.554181|29.11918324|2154.819559|1228.492038|5.701753365|1.0|1.0|1.0|1.0|4.53|0.34|18.0|-10.33|4.13|85.29|3.7|1.0|160.66|0.0|-6.98|3.0|-5.55|508.65|0.0|1.0|3.64|1.05e-07|5.36e-05|7.85e-07|0.0|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|8.95|3.2241|-1611.630281|-1611.60375|1515.64|384.55|0.5147|734.93|0.69235|0.69235|-0.13229|-0.18066|0.02653109|2.7244|7041.0|7041.0
