molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12l_a30|0.0|0|-4.712037416|0|7.412764017000001|2|0.60498366|0.157020295|-0.015371073|5.351858133|-0.274237737|2|-0.102468864|-0.876151158|-0.00695299|0.154540315|10.31162828|-0.02588969|1|-0.004395528|-0.300262845|-0.226973911|-0.640870513|0.613786308|0.830875659|-0.045411075|0.883029843|0|0.834279405|-0.0905026719999999|-0.109810463|-76.82494797|10.78883933|103.5499036|0.165720595|-0.045581702|-53.74781658|-44.29742723|-31.88960104|74.10578426|3306.001879|-1690.148855|2394.793539|0.178184921|9.258542907|17.23248653|0.861252543|7576.362669|0.016896687|-450.2927313999999|2056.604824|696.6414817000001|11.82116027|1.0|1.0|1.0|0.0|4.72|0.0|17.0|-7.18|2.82|2.0|0.0|133.96|0.0|1.0|7.0|-5.66|3.42|1.99e-07|9.63e-05|0.000579|5.05|0.0|729.17|351.78|245.74|574.72|-1987.782294|-0.14944|2.5031|0.03406276|-1987.848331|2.9851|61.0|7.2154|7.2154
13j_a6|0.0|0|0.0|0|7.412764017000001|1|1.430640326|0.0353600779999999|-0.015004989|5.351858133|-0.154502515|1|0.07522656|-0.855284356|-0.011017781|-0.0951246069999999|10.95129557|-0.047513534|1|-0.007703306|0.121750719|-0.073507141|-0.562698347|0.8744720490000001|0.783333463|-0.063948098|0.8353837409999999|0|0.6229641429999999|-0.120219472|-0.129511589|-86.54032868|20.78979124|180.6709018|0.377035857|-0.046428683|-57.82670518|-53.67779048|-31.02389141|101.1210779|2907.3053210000003|-1644.266245|2634.320708|0.215833159|8.741405506|15.43329684|0.765539515|6276.316063|0.0199201689999999|-379.7635712|2096.832152|673.8038326000001|13.31076198|1.0|1.0|1.0|1.0|3.56|2.26|23.0|-8.5|1.18|1.0|0.0|120.17|0.0|1.0|6.0|-6.81|2.82|9.32e-06|0.00398|14.0|2.95|0.0|712.52|348.28|339.64|555.0|-1426.272674|-0.14602|8.3187|0.03242949|-1426.335207|10.9731|262.0|6.5817|6.5817
11a_a31|0.0|0|0.0|0|7.773594467000001|1|0.610138462|-0.045290366|-0.02376325|5.733341277|-0.259732443|0|-0.087576474|-0.8792402579999999|-0.022093578|-0.1217573119999999|10.31170041|-0.019865299|2|-0.017433557|-0.149933348|-0.1829166189999999|-0.563537536|0.861302755|0.8433024170000001|0.022073976|0.910334509|0|0.486754956|-0.151872243|-0.161027639|-81.26889906|20.91187076|258.8577775|0.513245044|-0.056833284|-41.01552988|-38.68354874|-28.68314085|97.560141|2288.9694010000003|-975.2267888|1769.346573|0.264745055|5.791411901|10.5643234|0.8241360790000001|4940.657452|0.031626337|-237.4612264|1326.379096|302.14325319999995|15.96146849|0.0|1.0|0.0|1.0|3.26|2.16|16.0|-4.65|0.57|0.0|0.0|83.12|0.0|2.0|3.0|-6.51|2.42|1.5399999999999998e-05|0.00506|0.0531|2.53|0.0|529.63|325.92|325.92|407.76|-1441.327731|-0.15515|6.4691|0.04099365|-1441.37897|8.9667|0.19|6.7212|6.7212
11_a15|0.0|0|0.0|0|0.0|1|1.435688956|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|3|-0.036023137|-0.402711212|0.001806571|-0.0856783419999999|10.95979791|0.023543401|0|0.003766915|-0.056500144|-0.272482143|-0.363940085|0.843715005|0.718800243|0.0234789439999999|0.76664841|0|0.8945381259999999|-0.064429158|-0.0974577669999999|-66.78526188|12.69062406|143.8088883|0.105461874|-0.033606127|-45.76619542|-30.25595097|-23.02940065|56.84224275|3022.859488|-1335.705238|2565.707165|0.260684316|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|0.018086221|-327.9935744|1806.677804|830.7967967000001|12.39401492|1.0|1.0|0.0|0.0|4.1|4.25|24.0|-8.9|2.52|2.0|0.0|138.24|0.0|1.0|6.0|-5.26|4.62|4.77e-07|0.000214|0.000357|5.32|0.0|739.57|418.94|263.2|568.22|-1450.39211|-0.12134|812.0|0.03503399|-1450.457814|1.3581|739.0|6.1314|6.1314
4r_a46|0.0|0|-0.03033057|1|7.832410927000001|1|1.13129629|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|2|-0.15196733|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|0.0061041|-0.237647432|-0.086905208|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|0.8549242340000001|0|0.8478197820000001|-0.079297367|-0.081339886|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|-0.0259595379999999|-22.88867429|-22.31391864|-13.77068362|48.13649426|2137.47734|-647.2221302999999|1451.6122289999998|0.285368722|5.81085807|10.69131411|0.839885604|4775.760774|0.015225417|-227.7097083|905.6728276|496.0386301|8.076584289|0.0|0.0|1.0|1.0|3.82|2.89|17.0|-6.25|1.52|0.0|0.0|97.9|0.0|1.0|3.0|-6.83|2.7|0.00081|271.0|0.0933|2.12|0.0|571.75|274.25|274.25|467.85|-1069.231407|-0.18999|2.6630000000000003|0.02826942|-1069.284137|3.5979|1413.0|5.8499|5.8499
11c_a5|0.0|0|0.0|0|6.605297921|0|1.427567332|-0.2117133739999999|-0.004590583|4.59511985|-0.050049777|2|-0.0859098|-0.224938556|0.005090155|-0.059682527|10.94877953|-0.023856811|1|0.005383056|-0.138950411|-0.018887528|-0.269653478|0.679183645|0.8020105409999999|0.030085871|0.86113162|0|0.80472351|-0.078909483|-0.0873419269999999|-53.12487972|10.85837291|31.61751609|0.19527649|-0.0322785379999999|-32.31269264|-29.19305715|-19.63310772|58.854300300000006|2497.685314|-903.1229552|926.234805|0.292960365|8.88462927|16.09582374|0.811648325|5202.741647999999|0.021214793|-251.8596984|1277.330026|523.8031619|12.90369209|1.0|1.0|1.0|1.0|2.96|2.14|23.0|-8.47|1.13|1.0|0.0|106.79|0.0|1.0|6.0|-6.59|3.0|7.38e-05|0.0273|0.0294|2.78|0.0|636.14|294.59|275.3|512.32|-1218.278135|-0.1713299999999999|2.5278|0.03798847|-1218.336116|3.3827|25.0|7.6021|7.6021
8f_a12|0.0|1|0.0|0|6.580639137|1|0.609895166|0.110310585|-0.008295703|4.59511985|-0.062406088|2|-0.013400998|-0.3981937339999999|-0.002596875|0.028505422|10.31134658|-0.024023866|1|-0.00094279|-0.023769395|-0.125424286|-0.560548116|0.902669729|0.7475224290000001|-0.13747286|0.80546986|1|0.869823177|-0.072634742|-0.098932601|-56.220383|7.550959323|83.13642146|0.130176823|-0.03822396|-31.9483307|-23.45595611|-21.72151161|48.82707007|2541.921472|-955.746511|1448.568734|0.161876566|7.016225129|13.00131176|0.853035146|5481.952981|0.012030968|-384.290491|1140.340995|524.0516742|6.836832748|1.0|1.0|1.0|1.0|4.09|3.26|21.0|-8.42|3.1|2.0|0.0|115.66|0.0|1.0|3.0|-5.47|3.82|1.99e-06|0.000735|0.00211|4.34|0.0|606.97|339.35|297.01|441.97|-1480.955408|-0.15061|0.9092|0.03056355|-1481.008909|1.4701|646.0|6.1898|6.1898
24_a47|0.0|1|0.0|1|6.86171134|0|1.304328602|0.0453435129999999|-0.010774404|4.727387819|-0.1160443999999999|2|0.0251322929999999|-0.484848181|-0.0060410169999999|-0.063708635|10.95005721|0.071506228|1|-0.004514441|0.056234624|-0.2494728939999999|-0.540463145|0.662080166|0.812650394|-0.005097239|0.875198713|1|0.7839491009999999|-0.075894947|-0.090995097|-51.21152885|12.11301576|41.72753688|0.216050899|-0.032498249|-28.82156035|-24.03877652|-18.28983173|54.82626523|2642.775318|-768.1729327|1239.381181|0.388396422|7.024694045|13.48797266|0.920079732|6022.202634|0.032103375|-125.6197312|1255.998102|457.1122177|18.06759887|0.0|1.0|0.0|1.0|3.14|3.12|21.0|-7.63|2.86|1.0|0.0|104.73|0.0|1.0|5.0|-6.48|3.31|2.46e-05|0.00975|0.0121|3.16|0.0|578.94|312.5|312.5|450.98|-1695.93106|-0.16333|2.6517|0.03414611|-1695.98597|3.6008|3.0|8.5|8.5
IN1166_a11|0.0|0|0.0|0|6.842683282|0|1.429020445|-0.089778965|-0.006882528|4.727387819|-0.008507023|2|0.018376555|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.223618825|-0.462344944|0.841211811|0.765593573|0.102257199|0.827254552|1|0.863273559|-0.073965061|-0.0896538619999999|-61.90325275|13.82641888|112.0066065|0.136726441|-0.031642539|-42.74230509|-35.26269962|-21.84820685|64.89703387|2865.055175|-1114.258549|2953.475057|0.305697179|6.777827685|12.63334911|0.8639230290000001|6310.825439|0.021531291|-268.3203251|1604.859603|676.2770877|14.86669859|1.0|1.0|1.0|1.0|3.51|2.79|27.0|-10.18|0.92|1.0|0.0|123.82|0.0|0.0|5.0|-6.52|3.31|7.74e-06|0.00323|0.00688|3.27|0.0|704.48|377.7|248.68|554.63|-1347.012407|-0.13823|3365.0|0.04189898|-1347.073528|4.3481|12.0|7.9318|7.9318
20_a4|0.0|0|0.0|1|7.535296702|1|1.399905568|-0.203359312|-0.003103385|5.4161004020000005|-0.00123671|1|-0.061689675|-0.124135414|0.012265062|-0.1473674569999999|10.9459449|-0.059498265|1|0.012025268|-0.098992154|-0.103098674|-0.211751813|0.691307598|0.7797803109999999|0.246357638|0.8404413829999999|0|0.918147288|-0.060595472|-0.072188305|-34.74640079|11.03865532|63.27373076|0.081852712|-0.0273144939999999|-16.72448692|-14.03867522|-13.14728679|40.20507689|1982.961908|-486.4496111|1379.418733|0.356414753|5.543543957000001|9.58599918|0.729218575|4085.683488|0.024334176|-138.2237887|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|1.0|1.0|3.23|3.06|17.0|-5.55|2.09|0.0|0.0|86.62|0.0|2.0|3.0|-5.96|2.97|0.000346|0.1|0.0388|2.96|0.0|517.72|306.74|239.45|402.27|-934.103809|-0.16699|4.0681|0.022349042|-934.150871|5.5779|646.0|6.1898|6.1898
12l_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044247|-0.0944961519999999|-0.0076430169999999|5.351858133|-0.008712073|2|0.128666217|-0.4203659179999999|-0.000143196|-0.05158636|10.95423322|-0.0452558729999999|1|0.001194592|0.228884463|-0.175397741|-0.428857427|0.8707354620000001|0.8174432229999999|-0.041707369|0.8772535459999999|0|0.84381923|-0.079972189|-0.107815735|-70.17688229|14.33450402|39.27257375|0.15618077|-0.038052612|-45.67788557|-33.88151556|-24.7683114|66.38812034|2843.514589|-1263.1838810000002|2385.788754|0.262041641|7.471134223|13.88638723|0.8586718990000001|6121.6555530000005|0.02088234|-309.7725155|1711.727859|642.3830552000001|13.59224175|1.0|1.0|1.0|0.0|4.78|0.0|17.0|-6.66|1.38|1.0|0.0|128.47|0.0|1.0|5.0|-6.68|1.77|2.72e-05|0.0111|0.0206|2.95|0.0|686.83|321.05|321.05|530.75|-1324.954011|-0.15869|5392.0|0.03508404|-1325.0137550000002|7.2021|0.02|7699.0|7699.0
12_a47|0.0|1|0.0|0|6.605297921|0|1.304330736|-0.155854903|-0.005522244|4.59511985|-0.078935336|2|0.001435849|-0.209845277|-0.0047488359999999|-0.018573056|10.95005729|0.0295267039999999|1|-0.004332024|0.003417588|-0.015039637|-0.326846977|0.6505449670000001|0.8288334490000001|0.055943216|0.90246604|1|0.7840710409999999|-0.084846808|-0.091853238|-47.83891561|9.382250925|63.89392714|0.2159289589999999|-0.034116917|-24.91541818|-23.01490672|-17.76874008|53.5720844|2266.78114|-621.9059029|702.3796319|0.319276179|7.042279354|13.52358352|0.920341815|4816.005822|0.025457205|-188.2488142|913.5950352|335.1175012|13.25859692|1.0|0.0|1.0|1.0|2.73|1.67|21.0|-8.11|2.6|0.0|0.0|91.63|0.0|1.0|3.0|-5.94|3.37|3.11e-05|0.0106|0.00943|3.43|0.0|537.79|313.58|288.96|400.09|-1487.974738|-0.1633|2.1019|0.03721125|-1488.024564|3.5884|6.0|8.2|8.2
19a_a38|0.0|0|0.0|0|7.412764017000001|2|1.297044508|-0.084389038|-0.007986407|5.351858133|-0.082283951|2|0.054257043|-0.431265985|-0.002526241|-0.122385526|10.96083376|-0.077535135|1|-0.000673716|0.116434494|-0.217394466|-0.4342819429999999|0.724208473|0.819222745|0.031696119|0.8741648479999999|0|0.747152898|-0.08593151|-0.108300308|-64.73159672|13.23456869|137.2318698|0.252847102|-0.038988111|-38.69037594|-30.69910427|-23.30337482|64.59623135|2774.129458|-1165.168741|2304.055966|0.255203463|6.923156054|12.96056449|0.872060139|6115.030149|0.020873781|-292.6320538|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|1.0|4.83|2.56|17.0|-6.86|2.4|1.0|0.0|125.69|0.0|1.0|5.0|-6.77|2.68|7.209999999999999e-05|29.0|0.0272|2.78|0.0|628.65|339.65|316.19|466.55|-1331.94466|-0.15108|4.7986|0.03338983|-1332.002093|6.0223|0.01|8.0106|8.0106
AKLKII_a46|0.0|0|0.0|0|6.605297921|0|1.4316666480000002|-0.206312209|-0.003417504|4.59511985|-0.030657|3|-0.008897473|-0.129865138|0.006821053|0.156485495|10.96959256|0.036226415|1|0.006731579|-0.015805561|-0.066245471|-0.270506095|0.718266758|0.758995484|-0.0150769919999999|0.8264237520000001|1|0.837641394|-0.071827497|-0.089369278|-42.37969553|4.924591245|160.85204040000002|0.162358606|-0.033194303|-20.09682339|-16.15213359|-15.74102977|38.98582025|2000.353437|-550.9360419|792.7439217|0.2278604669999999|5.83938898|11.22955511|0.92307023|4110.764451|0.015584114|-258.10190780000005|713.5187596|314.0966684|7.390123534|1.0|0.0|1.0|1.0|2.81|1.6|21.0|-7.21|1.18|0.0|0.0|85.32|0.0|1.0|2.0|-6.5|2.45|0.000578|166.0|0.0764|2.19|0.0|||||||||||181.0|6.7423|6.7423
17_a3|0.0|0|0.0|0|6.823286122000001|0|0.605019885|0.188373421|-0.009450704|4.727387819|-0.118246266|2|-0.015463451|-0.349676046|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|1|-0.006696449|-0.027542873|0.036673175|-0.633373061|0.881253042|0.767641592|0.1789147639999999|0.838125715|1|0.803075623|-0.098658557|-0.096067661|-48.88298017|5.251911643|234.4907116|0.1969243769999999|-0.039557272|-24.87357062|-25.54439812|-20.12828595|55.45324083|2196.728425|-684.3617224|1667.279771|0.159937821|6.2477303310000005|11.12358659|0.780420408|4839.543958|0.012803096|-346.0738521|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|1.0|3.13|2.65|21.0|-7.48|2.37|1.0|0.0|95.5|0.0|1.0|2.0|-5.61|3.71|2.96e-06|1.0|0.00399|3.88|0.0|537.32|386.22|386.22|393.58|-1731.6147670000005|-0.13155|3.8077|0.02878063|-1731.663157|4.8815|23.0|7.6383|7.6383
16d_a32|0.0|1|0.0|0|7.765993078999999|0|0.609420775|0.170838661|-0.017249763|5.733341277|-0.087123461|0|0.0115077539999999|-0.7589895790000001|-0.00839148|-0.134892903|10.31100273|-0.0517549079999999|3|-0.005427254|0.021406827|-0.239509216|-0.68301199|0.816581223|0.8575664540000001|0.107238939|0.916850163|1|0.7554930740000001|-0.091212351|-0.11491796|-67.07571683|18.67986534|115.2070109|0.244506926|-0.036437402|-39.15098916|-31.07481011|-21.26791022|71.91900971|2588.214866|-871.9843187999999|3152.666302|0.384250302|6.221435089|11.16880283|0.79521327|5768.495166|0.0332953229999999|-135.1223777|1416.134383|457.7130665|19.43393087|1.0|1.0|1.0|1.0|3.35|3.01|19.0|-6.59|0.65|1.0|0.0|102.33|1.0|1.0|6.0|-6.62|3.12|2.22e-06|0.000856|0.0257|2.86|0.0|621.59|341.83|341.83|489.97|-1877.185022|-0.15009|3.2048|0.02818209|-1877.241687|3.8853|8.0|8.1135|8.1135
4o_a46|0.0|0|0.160026534|1|7.825245291|1|1.13463699|-0.24479566|-0.000627744|5.587248657999999|0.042766097|1|-0.2363624889999999|-0.032014955|0.010870588|-0.203025042|10.93828256|-0.06855792|1|0.010144781|-0.376106593|-0.028735607|-0.096073163|0.626333846|0.7699448320000001|-0.121466731|0.8176134690000001|0|0.950732618|-0.0648126359999999|-0.06570509|-36.03345669|5.332434441|5.821925821000001|0.049267382|-0.021901697|-19.76117845|-19.49276784|-12.01115223|40.87645867|2195.436986|-576.535307|1705.3950960000002|0.248979351|5.527567399|10.25486577|0.855222204|4966.476822|0.0108913189999999|-275.3254498|767.6690487000001|544.7877262000001|5.972929428|1.0|1.0|1.0|1.0|3.73|3.12|17.0|-7.26|2.72|1.0|0.0|103.66|0.0|1.0|2.0|-5.51|3.92|1.23e-05|0.00422|0.0045899999999999|4.06|0.0|581.59|286.64|286.64|501.08|-1070.223416|-0.18282|3.4494|0.02815574|-1070.276387|4.8244|162.0|6.7905|6.7905
14a_a23|0.0|1|0.0|2|7.423568444|0|1.197964042|0.050806184|-0.0056795759999999|5.351858133|-0.0246126279999999|2|0.0446402609999999|-0.289658385|0.012219066|-0.0518554529999999|10.31321831|-0.071842463|2|0.011363191|0.083206288|-0.137733142|-0.446724057|0.72792508|0.7556436440000001|0.114693804|0.816237166|1|0.918677038|-0.055677662|-0.08032517|-50.79675604|12.33442989|38.57988954|0.081322962|-0.0341809229999999|-32.12331106|-22.26638099|-21.61564087|47.54437201|2816.527785|-1015.935121|2173.7139190000003|0.219241211|7.668841725|14.2658736|0.8602383659999999|6269.28943|0.016707951|-355.0975547|1301.215093|601.8533922|10.56592489|1.0|1.0|1.0|1.0|3.41|2.86|26.0|-7.41|3.03|2.0|1.0|120.28|0.0|1.0|5.0|-6.27|3.37|3.38e-06|0.00139|0.0045299999999999|3.58|0.0|665.5|334.02|334.02|516.58|-1629.690316|-0.15002|5.8775|0.0216412|-1629.748476|8.3962|3.0|8.5498|8.5498
13f_a6|0.0|0|0.0|0|6.842683282|0|1.429020649|-0.088329567|-0.006930367|4.727387819|-0.008507023|2|0.04505613|-0.381170169|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|-0.001446486|0.079490516|-0.223618825|-0.466314952|0.841211811|0.77199166|-0.028317736|0.834167942|1|0.863222493|-0.073352505|-0.092939631|-62.41821579999999|12.46087045|62.42897239999999|0.136777507|-0.032802223|-41.92004677|-33.08535238|-22.02995852|61.72438096|2869.925064|-1123.527884|3253.287533|0.279288145|9.050440345|15.13042752|0.6717890999999999|6128.208571|0.0196449239999999|-296.4599736|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|1.0|3.56|2.21|27.0|-10.18|0.92|1.0|0.0|123.82|0.0|0.0|5.0|-6.52|3.19|7.74e-06|0.00323|0.00688|3.27|0.0|711.29|394.98|256.1|568.41|-1347.018087|-0.12805|10.8469|0.03437105|-1347.0794119999998|13.9612|42.0|7.3768|7.3768
11_a33|0.0|1|0.0|0|7.686621335|0|0.609352951|-0.151505631|-0.008708023|5.6869753560000005|-0.039406316|0|0.055664124|-0.32219686|-0.003303432|0.143981643|10.31100126|-0.008908194|3|-0.00103193|0.105574347|-0.232296883|-0.393892466|0.8389087140000001|0.85401347|0.003391835|0.921896958|1|0.857287241|-0.070841241|-0.104881435|-50.94714637|16.37099833|45.43139569|0.142712759|-0.030847481|-24.74805685|-16.71585694|-14.98445481|50.78279943|2220.315582|-509.4714637|979.349175|0.447121614|5.24049311|9.837729137|0.8772525659999999|4880.001461|0.035341374|-51.37234937|921.4892038|335.4799765|17.16740584|1.0|1.0|1.0|1.0|3.19|2.31|19.0|-6.23|0.89|0.0|0.0|89.77|0.0|1.0|3.0|-5.97|3.28|3.32e-06|0.00109|0.0136|3.28|0.0|506.55|353.74|353.74|378.1|-1669.202327|-0.14132|3.1406|0.02055276|-1669.251123|4.5998|5.0|8.3188|8.3188
21a_a23|0.0|1|0.0|2|7.525639975|0|1.197963603|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|2|0.071115216|-0.3082571839999999|0.01269616|-0.133417036|10.31321782|-0.083864151|2|0.01180744|0.130024255|-0.136106024|-0.484404194|0.725800261|0.7367638240000001|0.1022509819999999|0.79188323|1|0.926538469|-0.051521215|-0.082341001|-54.35891011|7.634348008|39.56172507|0.073461531|-0.03458322|-35.88602363|-22.45408125|-22.83074225|41.64701536|2880.257677|-1141.537112|2272.736256|0.157878617|7.950891003|15.66066298|0.969673962|6464.524241|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|7.379733085|0.0|1.0|1.0|1.0|3.53|3.48|26.0|-7.78|3.24|2.0|1.0|125.25|0.0|1.0|5.0|-6.07|3.78|1.3e-06|0.000552|0.00225|3.98|0.0|701.01|335.16|335.16|558.61|-1668.989671|-0.15024|5.3733|0.0203361|-1669.0502720000002|7.9309|102.0|6.9914|6.9914
14b_a25|0.0|0|0.0|1|6.842683282|0|1.420015222|-0.091382738|-0.004720915|4.727387819|-0.0166120069999999|2|0.001683506|-0.273813082|0.004725325|-0.012989126|10.93106299|0.0009956189999999|1|0.004892038|0.0028569959999999|-0.074541111|-0.3691494039999999|0.6524261960000001|0.7723870909999999|-0.085205646|0.8333962429999999|1|0.859628015|-0.076156512|-0.084160084|-58.29440389|11.08504021|112.49583529999998|0.140371985|-0.032728922|-40.37825712|-36.53830946|-22.67004596|63.83568179|3038.600508|-1224.182482|2118.281186|0.227210413|8.690235527|17.06102567|0.963240883|6760.594953|0.015746299|-377.9013888|1584.108407|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|3.51|3.21|27.0|-9.65|1.8|2.0|0.0|130.97|0.0|1.0|6.0|-6.26|3.63|2.49e-06|0.0011099999999999|0.00261|3.88|0.0|716.14|304.7|228.59|603.27|-1444.266358|-0.16309|2.7037|0.03876374|-1444.330251|3.2784|22.0|7.6576|7.6576
15c_a10|0.0|0|0.0|1|7.535296702|2|1.343850105|-0.236118846|-0.002218445|5.4161004020000005|0.040869377|3|-0.06400528|-0.153072705|0.01143745|-0.1036030219999999|10.92970798|0.0123939039999999|1|0.012271987|-0.101214571|-0.35845963|-0.1742732839999999|0.7655272009999999|0.7351096359999999|-0.03167553|0.772328328|1|0.904458517|-0.046967376|-0.072537853|-50.32840842|10.2013281|65.41494073|0.095541483|-0.019267867|-34.91899195|-22.60962187|-13.36848349|42.7883594|3012.018586|-855.5829431|1817.047455|0.471771585|8.639636218|15.6886947|0.8158976029999999|6673.826433|0.023432886|-39.17102961|1619.721543|924.9341455|16.25826809|0.0|1.0|1.0|1.0|3.85|4.09|21.0|-7.79|1.74|1.0|0.0|141.96|0.0|1.0|6.0|-6.99|3.1|0.0001419999999999|0.0646|0.0122|2.94|0.0|762.21|337.75|221.75|595.63|-1450.139335|-0.14739|2.4256|-0.25919486|-1450.201574|4.8283|0.1|7.0|7.0
10_a47|0.0|0|0.0|0|0.0|0|1.381868067|-0.003570214|-0.008013899|0.0|-0.166367455|2|-0.169242585|-0.384667159|-0.008120645|0.0814897|10.93671036|0.007193585|0|-0.0065562469999999|-0.349569106|-0.045289209|-0.45272733|0.7027461220000001|0.754096463|-0.138304661|0.8077565520000001|1|0.841070966|-0.076311525|-0.0936757959999999|-50.08559665|5.088920549|103.41137940000002|0.158929034|-0.035388634|-26.77924406|-21.81529334|-18.9212254|45.89037038|2355.515804|-851.455143|1567.859561|0.198117368|6.277122171|10.66897998|0.699661037|5482.319019|0.014051737|-322.8149102|1061.820157|498.0016816|7.51303623|1.0|0.0|1.0|1.0|3.02|2.97|22.0|-8.85|3.21|2.0|0.0|106.43|0.0|1.0|3.0|-5.08|4.41|1.77e-06|0.000638|0.00114|4.8|0.0|579.86|332.97|214.9|426.55|-1188.1907199999998|-0.15445|1.9281|0.03158831|-1188.244739|2.8795|13.0|7.9|7.9
27b_a34|0.0|0|0.0|1|7.412764017000001|1|1.4335271040000002|-0.056026127|-0.010183855|5.351858133|-0.016803292|1|-0.106245942|-0.549928192|-0.001438963|-0.029622037|10.95430634|-0.027175221|1|0.001228116|-0.175834895|-0.322091086|-0.463926296|0.820914556|0.7722228729999999|0.00102838|0.8299950709999999|0|0.783431788|-0.08757938|-0.109683855|-72.21552354|20.42417736|150.83624440000003|0.2165682119999999|-0.037292511|-47.54648562|-37.9644911|-24.553278|78.08618045|2835.31543|-1227.6639|2431.595232|0.287687241|9.124440695|15.39406063|0.687123753|6032.666081|0.022820627|-279.5721769|1723.489976|627.4287311|15.02503259|1.0|1.0|1.0|1.0|3.54|3.66|23.0|-8.19|1.83|2.0|0.0|116.33|0.0|1.0|5.0|-6.14|3.46|5.92e-06|0.00243|0.00449|3.75|0.0|691.97|302.88|257.4|577.39|-1349.811401|-0.1652799999999999|11.8546|0.03640275|-1349.873325|15.2147|0.65|6.1871|6.1871
19_a20|0.0|0|0.0|0|6.842683282|0|1.4009239059999998|0.071176085|-0.0096278259999999|4.727387819|-0.130949446|3|0.103271147|-0.539158264|-0.006620594|0.077469518|10.94899558|-0.063133522|1|-0.004654742|0.175308615|-0.083481481|-0.5838248970000001|0.811128636|0.7619768840000001|-0.143992458|0.8193003000000001|1|0.754452534|-0.091725453|-0.099685049|-65.49811346|8.964643162|339.8339889|0.245547466|-0.038340404|-43.03556944|-39.5992891|-25.1915821|69.23289949|2849.084477|-1309.962269|1818.518838|0.203929412|7.950138729|15.38668579|0.935398401|6325.747732|0.0159602|-389.0666676|1645.535318|684.5377542|10.48665779|1.0|1.0|1.0|1.0|3.49|2.49|27.0|-9.63|1.33|1.0|0.0|122.86|0.0|1.0|5.0|-6.8|3.16|1.29e-05|0.00541|0.0112|2.91|0.0|687.79|368.83|368.83|519.34|-1368.129074|-0.13903|4.2507|0.03487615|-1368.190746|6.3327|2.6|5585.0|5585.0
