molecula|SddssS|n9FaRing|SaaNH|NaasN|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12an_a36|0.0|0|3.489959714|0|0.6294007110000001|0.0|-0.05423417|5.351858133|-0.046532211|2|0.0|-0.407702102|0.00285431|-0.131674913|10.33556631|1|-0.133106642|-0.434819796|1|0.8344566859999999|-0.055405405|0.885733922|0.855081905|0|0.836440154|-0.073519599|-0.105145528|0.270501913|0.0173118669999999|-49.67568778|11.69727417|82.43567331|-0.036995649|-48.0034364|0.0|0.783512615|-33.56484523|-24.99720254|61.37296195|0.44576647|-1349.848937|-16.89009799|8.773001855|15.82907093|0.8042935809999999|146.2760938|-912.0652916|31.9040205|-383.1273396|10.65623343|1.0|1.0|1.0|2.0|4.85|0.17|17.0|-7.05|0.0|6.0|-4.85|31.0|4.0|-6.64|427.52|0.0|2.33|1.4300000000000002e-05|3.09e-05|0.0132|3.19|0.0|3.83e-05|3.7872|-1670.452238|-1670.417726|327.38|239.49|0.44822|0.69094|0.0644|-0.15474|4.3963|-1670.244686|6.2182|0.04|7.3979|7.3979
12bd_a36|0.0|0|3.497517322|0|1.297043358|0.0|-0.051990612|5.351858133|-0.045630197|2|0.0|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|1|-0.169994208|-0.436345273|1|0.78699829|-0.047786573|0.833398429|0.857993338|0|0.832478093|-0.071083327|-0.099460046|0.279020022|0.0177487689999999|-46.92083391|11.7156452|83.92365468|-0.035521445|-43.33557909|0.0|0.78244124|-30.9716039|-23.44707102|58.63647911|0.475272043|-1313.035977|-15.47699253|8.050812711|15.34283166|0.905749421|143.6066496|-866.7115819|29.96655829|-372.868829|10.14142465|1.0|1.0|0.0|2.0|4.95|0.21|17.0|-7.34|0.0|5.0|-4.54|31.0|4.0|-6.38|409.49|0.0|2.42|2.8600000000000004e-05|2.5e-05|0.0102|3.41|0.0|1.86e-05|3544.0|-1311.591775|-1311.560669|349.84|319.66|0.69411|0.7044100000000001|0.0058|-0.1459|5.7533|-1311.352257|7.6908|17.0|7.7696|7.7696
17_a4|0.0|0|0.0|1|1.219995452|1.690442177|-0.188642713|5.4161004020000005|-0.319716072|1|0.0|-0.25315101|0.001892883|-0.3948966229999999|10.94611837|1|-0.07155304|-0.392770755|1|0.772721853|-0.12969185|0.8347553529999999|0.484393047|0|0.888791225|-0.0887214819999999|-0.08932566|0.332034943|0.01061251|-45.75108579|5.472562628|17.08736223|-0.042181562|-23.75316417|0.0|0.861696586|-23.59250328|-21.75180355|51.22364842|0.4440629029999999|-783.0649279|-11.21677197|5.923504372999999|10.65499029|0.798764653|71.31904507|-403.8037909|25.24299609|-373.0328031|6.61489113|1.0|1.0|0.0|0.0|3.31|0.11|17.0|-6.56|0.0|3.0|-4.36|25.0|6.0|-5.56|345.29|1.0|4.29|4.39e-05|1.5399999999999998e-05|0.00532|4.01|0.0|9.44e-05|4.3363|-1255.994721|-1255.968357|285.92|285.92|0.47353|0.47353|0.2045|-0.17559|4.8197|-1255.932407|6.3221|877.0|6057.0|6057.0
14a_a10|0.0|0|0.0|1|1.3438495730000002|2.156210368|-0.2090476269999999|5.4161004020000005|0.0437538159999999|3|2.070512208|-0.147427016|0.011509975|-0.045759336|10.92970798|1|-0.344811314|-0.168193178|2|0.7348225290000001|-0.007680215|0.770129205|0.740051323|1|0.911549451|-0.044416218|-0.070610745|0.43555903|0.0135610389999999|-32.23041637|9.840503082|67.52851799|-0.018970051|-37.18086445|134.15514270000003|0.542015878|-23.38784787|-13.76552695|42.07091945|0.469029865|-922.2903058|-9.988888957|10.0292632|18.88856367|0.8833450959999999|332.3339934|-669.2555601|25.39690722|-60.97724212|15.9041322|0.0|1.0|1.0|0.0|3.98|0.39|21.0|-8.18|0.0|7.0|-4.21|35.0|6.0|-6.82|468.59|0.0|3.43|6.159999999999999e-05|1.58e-05|0.00743|3.29|0.0|3.07e-06|3802.0|-1489.655581|-1489.803158|326.1|222.16|0.34245|0.7047100000000001|0.0005|0.2422099999999999|3.1205|-1489.487381|4.8004|74.0|7.1308|7.1308
13g_a6|0.0|0|3.457632039|0|1.424099171|0.0|-0.0961994219999999|4.727387819|0.004767264|2|1.648997541|-0.381325604|-0.002407131|0.073394284|10.95053423|1|-0.215607882|-0.46487852|2|0.774238891|-0.144664763|0.832753533|0.789769968|1|0.871972049|-0.074216821|-0.091949419|0.2141642839999999|0.017637229|-51.67543048|12.28038897|68.57626488|-0.0323525729999999|-44.57717132|0.0|0.7357333540000001|-35.98038956|-22.52633766|63.95581946|0.444443571|-1216.422234|-15.68456028|7.968172425|14.34268783|0.7999971709999999|184.0026638|-846.9662551000001|30.61752948|-328.2712049|12.48355309|1.0|1.0|1.0|2.0|3.61|0.12|27.0|-10.57|0.0|6.0|-5.56|33.0|5.0|-6.31|431.49|0.0|3.47|2.77e-06|8.8e-06|0.0038|3.7|0.0|1.15e-08|3.2472|-1386.611265|-1386.573241|381.82|207.09|0.38325|0.7034100000000001|0.0105|-0.1327|10.1708|-1386.364067|13.3225|119.0|6.9245|6.9245
19i_a38|0.0|0|3.169368622|0|1.297043925|0.0|-0.125335237|5.351858133|-0.115864198|2|0.0|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|1|-0.250781298|-0.430016467|1|0.836170906|-0.087904124|0.892249657|0.632625562|0|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|0.022576308|-51.15830416|13.83587388|137.7658863|-0.040770109|-42.53502816|10.71501217|0.7419238420000001|-31.35232957|-24.98593175|64.99417804|0.444551315|-1249.2965869999998|-15.31261014|6.690507557999999|12.04523072|0.800346329|158.161786|-765.6305068|33.67721904|-296.5257022|13.5801364|1.0|1.0|1.0|3.0|4.8|0.14|17.0|-7.12|0.0|5.0|-4.25|31.0|5.0|-6.81|419.43|0.0|3.04|5.68e-05|4.67e-05|0.0196|2.88|0.0|3.19e-05|3.6129|-1431.415351|-1431.384243|343.17|217.36|0.4342|0.69267|0.1886|-0.14872|6.6636|-1431.239177|8.6365|13.0|7.9031|7.9031
12h_a36|0.0|0|3.468184524|0|1.297043828|0.0|-0.128701804|5.351858133|-0.041228471|2|0.0|-0.503153567|0.00127667|-0.003014954|10.96020037|1|-0.239932418|-0.410826531|1|0.820041835|-0.089459459|0.87043328|0.84179881|0|0.819614525|-0.073572836|-0.10720355|0.3726296|0.027905055|-48.17643878|18.27258858|82.11195464|-0.035734517|-45.96672487|1.413982241|0.665254541|-31.5465515|-23.39942087|66.44902736|0.464544951|-1263.568727|-15.32224162|7.428908584|13.87400978|0.8675704009999999|219.1956304|-827.4010477|35.1736357|-216.42159590000003|17.66132225|1.0|1.0|0.0|2.0|4.8|0.17|17.0|-6.69|0.0|6.0|-3.95|31.0|5.0|-6.93|411.46|0.0|1.81|0.000113|8.499999999999999e-05|35.0|2.65|0.0|8.340000000000001e-05|3.4554|-1347.481013|-1347.451759|358.81|238.44|0.34589|0.7014600000000001|0.0056|-0.14247|6754.0|-1347.260478|8.7377|14.0|7.8539|7.8539
12ah_a36|0.0|0|3.456839001|0|1.297013411|0.0|-0.050415481|5.351858133|-0.043678703|2|0.0|-0.41302559|0.0005016269999999|-0.083956827|10.95983779|1|-0.177407665|-0.444563583|1|0.835013502|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|0.0184777819999999|-49.0084977|11.93961081|82.70705743|-0.038137281|-44.23111357|0.0|0.768906425|-31.66734951|-24.6427998|60.9481085|0.468162246|-1232.13999|-15.92320089|8.26712637|15.54445187|0.8802726820000001|149.3235124|-796.1600443|32.04915319|-347.5133554|11.57242717|1.0|1.0|0.0|2.0|4.73|0.14|17.0|-7.18|0.0|5.0|-4.44|30.0|4.0|-6.49|415.88|0.0|2.34|3.64e-05|2.55e-05|0.0106|3.31|0.0|2.77e-05|3.7792|-1692.545871|-1692.512868|328.07|237.25|0.40051|0.6970000000000001|0.0485|-0.15434|5.4979|-1692.369929|7.6265|11.0|7.9586|7.9586
9_a47|0.0|0|0.0|0|1.3818994059999998|0.0|0.00410268|0.0|-0.1789147139999999|2|1.323246814|-0.382556052|-0.009607222|0.022031244|10.93671087|0|-0.045757939|-0.4477815529999999|2|0.792070785|0.075092937|0.853035126|0.689770023|1|0.805149969|-0.084368438|-0.0969292319999999|0.492394184|0.009540986|-44.13640712|4.991260197|107.3271659|-0.036925422|-26.52703503|0.0|0.790651977|-23.08946904|-19.3171225|49.12766732|0.482896681|-811.319145|-10.10553715|5.653392499|10.93281031|0.93384951|109.5180831|-424.4325604|24.43189048|-304.1026787|8.262317504|1.0|1.0|1.0|2.0|2.87|0.05|22.0|-8.47|0.0|3.0|-5.37|26.0|4.0|-5.26|345.37|0.0|4.09|4.29e-06|6.3e-06|0.00218|4.43|0.0|1.17e-06|3.7183|-1149.090086|-1149.055456|333.44|215.89|0.3885099999999999|0.69084|0.2208|-0.1545099999999999|2.2966|-1148.949486|3.4815|25.0|7.6|7.6
12bc_a36|0.0|0|3.43846811|0|1.284647662|0.0|-0.058020733|5.351858133|-0.042515909|2|0.0|-0.413738077|-0.001012333|-0.079009683|10.95883416|1|-0.1716508239999999|-0.442519304|1|0.836170906|-0.045186455|0.892249657|0.771220556|0|0.834305498|-0.077192869|-0.107107992|0.326764696|0.01824287|-51.87437401|12.2593899|83.35308244|-0.038558877|-48.36968394|0.0|0.77146807|-34.8600941|-25.91194805|64.13376391|0.467645467|-1295.597402|-17.41308622|8.273766079|15.54183457|0.878447423|153.57572439999998|-870.6543108999999|33.5878425|-364.8584744|11.99358509|1.0|1.0|0.0|2.0|4.73|0.14|17.0|-7.76|0.0|5.0|-5.08|31.0|4.0|-6.26|450.32|0.0|2.82|8.27e-06|6.55e-06|0.00295|3.93|0.0|7.83e-06|3.8696|-2152.134749|-2152.100551|320.4|237.57|0.35775|0.69094|0.3478|-0.15671|6.5854|-2151.971485|9.2445|8.0|8.0969|8.0969
47t_a18|0.0|0|0.0|0|1.25117758|0.0|0.1115820769999999|4.844187086|-0.161517185|0|0.0|-0.756664598|-0.006573438|-0.011641394|10.94702032|0|-0.104274108|-0.600890268|0|0.750103977|-0.074774521|0.796935152|0.688453085|0|0.67203319|-0.119202068|-0.103295568|0.240001773|0.014067024|-79.78154029|9.415011332|280.622476|-0.040580402|-46.27207168|78.43695402|0.804531523|-53.39751484|-27.16032544|89.19655162|0.49779009|-1520.978225|-18.17831387|8.780037801|17.48280476|0.991199259|130.8263901|-1017.985577|33.75918118|-407.6438346000001|10.86870356|0.0|1.0|0.0|3.0|3.86|0.15|18.0|-7.51|1.0|7.0|-5.58|33.0|4.0|-6.46|441.48|0.0|2.15|2.65e-06|1.7100000000000002e-05|0.0075299999999999|3.57|0.0|1.36e-05|3.1164|-1470.873743|-1470.836067|397.84|397.84|0.6895100000000001|0.6895100000000001|0.5502|-0.12692|7.7656|-1470.593659|9.6938|782.0|6.1068|6.1068
7c_a10|0.0|0|0.0|1|1.343178184|2.1219657030000003|-0.152261681|5.4161004020000005|0.012145872|2|1.798334646|-0.206388032|0.01006918|-0.033792245|10.92926158|1|-0.191576261|-0.215874011|2|0.7928588059999999|-0.105104647|0.84177174|0.6952665379999999|1|0.906276489|-0.05074318|-0.0876410609999999|0.487148112|0.027436939|-29.66615908|16.04055193|87.99694927|-0.0223398779999999|-29.95538587|58.07647902|0.52630639|-17.34382833|-13.06063972|45.70671102|0.4675549639999999|-666.0926258|-7.635686595|6.703148323|12.58937144|0.8781281320000001|276.93712|-389.4200163|24.81565867|-30.75918962|15.7764728|1.0|1.0|1.0|0.0|3.48|0.26|21.0|-7.78|0.0|4.0|-4.44|29.0|5.0|-6.2|386.45|0.0|3.59|3.59e-05|2.05e-05|0.00793|3.46|0.0|6.4e-06|3.8357|-1259.011598|-1258.985004|323.24|228.47|0.41348|0.68708|0.0921|-0.16055|3.9465|-1258.801509|5.0714|3.81|5.4191|5.4191
11a_a31|0.0|0|2.856083711|0|0.610138462|0.0|-0.045290366|5.733341277|-0.259732443|0|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|10.31170041|2|-0.1829166189999999|-0.563537536|0|0.8433024170000001|-0.030335912|0.910334509|0.819138461|0|0.486754956|-0.151872243|-0.161027639|0.271818874|0.041435152|-76.64827023|20.91187076|258.8577775|-0.056833284|-41.01552988|71.03772901|0.735254945|-38.68354874|-28.68314085|97.560141|0.451795285|-975.2267888|-14.47606937|5.791411901|10.5643234|0.8241360790000001|133.6139513|-492.1863586|39.01114987|-237.4612264|15.96146849|0.0|0.0|1.0|2.0|3.26|0.13|16.0|-4.65|0.0|3.0|-4.81|23.0|6.0|-6.51|329.33|0.0|2.42|1.5399999999999998e-05|0.000161|0.0531|2.53|0.0|0.00731|3.8042|-1441.452616|-1441.411622|325.92|325.92|0.69222|0.69222|0.2797|-0.15515|6.4691|-1441.37897|8.9667|0.19|6.7212|6.7212
27b_a34|0.0|0|0.0|1|1.4335271040000002|2.013418486|-0.056026127|5.351858133|-0.016803292|1|0.0|-0.549928192|-0.001438963|-0.029622037|10.95430634|1|-0.322091086|-0.463926296|1|0.7722228729999999|-0.047542374|0.8299950709999999|0.770240631|0|0.783431788|-0.08757938|-0.109683855|0.3307451819999999|0.031021066|-57.66200309|20.42417736|150.83624440000003|-0.037292511|-47.54648562|540.9533124|0.712312759|-37.9644911|-24.553278|78.08618045|0.4072752529999999|-1227.6639|-16.16580511|9.124440695|15.39406063|0.687123753|189.4124225|-808.2902556|34.46979951|-279.5721769|15.02503259|1.0|1.0|1.0|1.0|3.54|0.12|23.0|-8.19|0.0|5.0|-5.23|31.0|5.0|-6.14|409.44|0.0|3.46|5.92e-06|1.1e-05|0.00449|3.75|0.0|2.67e-06|4.0935|-1350.055377|-1350.018975|302.88|257.4|0.47412|0.70001|0.0252|-0.1652799999999999|11.8546|-1349.873325|15.2147|0.65|6.1871|6.1871
19a_a22|0.0|0|0.0|1|1.422917238|1.572240489|-0.000989685|4.727387819|-0.144269652|2|1.545757986|-0.548716971|-0.002607064|-0.011513343|10.9464374|1|-0.0611158559999999|-0.496053375|2|0.777600172|0.0271939039999999|0.834033833|0.699744887|1|0.744354735|-0.090145161|-0.09370213|0.51561501|0.024839714|-67.26339083|18.53458775|373.8201781|-0.035138299|-52.17015658|106.645364|0.684706189|-50.18975739|-26.21905704|85.79797858|0.4347718229999999|-1468.267194|-19.56380872|8.648671382|15.30120355|0.76919701|235.2620007|-1095.573288|38.29242013|-275.6435167|19.31738094|1.0|1.0|1.0|2.0|3.61|0.08|27.0|-8.76|0.0|7.0|-4.38|35.0|6.0|-7.67|463.49|0.0|2.36|4.16e-05|7.69e-05|0.0356|2.05|0.0|8e-07|3.5809|-1537.071348|-1537.0241640000002|346.24|246.01|0.34556|0.66605|0.0623|-0.1508|4.5288|-1536.823574|6.5658|48.0|7.3188|7.3188
3a_a49|0.0|0|0.0|1|1.343850114|2.09865947|-0.05210989|5.4161004020000005|-0.072328354|2|1.819785|-0.337858497|-0.000349523|-0.060613765|10.92976559|1|0.003978478|-0.421478185|2|0.8145214209999999|0.008391259|0.8704151529999999|0.7476073409999999|1|0.72890527|-0.094437035|-0.088484274|0.526915193|0.016205613|-55.30832478|9.491036042|107.4001347|-0.030698626|-30.35026007|59.40691577|0.689774813|-32.39206742|-17.97906469|64.79936082|0.474653816|-880.9741697000001|-10.52968207|6.566343333|12.49907878|0.903506738|181.6875706|-515.9544212000001|26.06512204|-222.2883651|12.38177532|0.0|1.0|1.0|2.0|3.25|0.18|21.0|-7.19|0.0|5.0|-3.06|29.0|5.0|-7.67|384.43|0.0|2.02|0.000878|0.000503|193.0|1.38|0.0|2.51e-05|3874.0|-1254.012043|-1253.973708|320.04|240.06|0.53794|0.66614|0.0793|-0.15978|3801.0|-1253.8126619999998|4.2593|64.0|7.1938|7.1938
16_a47|0.0|1|2.890539668|0|1.417579067|0.0|-0.134455235|4.59511985|-0.1246612469999999|2|1.491023983|-0.23280014|-0.005688938|0.001426202|10.95023129|1|-0.0574194159999999|-0.3379683979999999|2|0.812131575|0.081171071|0.87782381|0.57616624|1|0.691860453|-0.093207587|-0.092995116|0.421094692|0.0186711289999999|-48.30620628|9.676588112|63.13219447|-0.034261359|-24.97833451|0.0|0.697929921|-25.03540372|-17.75645434|57.9827944|0.473257697|-674.7452647999999|-9.202544293|6.855429069|13.01476838|0.898461533|156.55227280000005|-349.69668310000003|25.44160067|-205.1602001|12.16814835|1.0|1.0|1.0|2.0|2.93|0.06|21.0|-8.17|0.0|3.0|-4.34|25.0|5.0|-6.04|337.33|0.0|3.52|4.56e-05|3.84e-05|13.0|3.27|0.0|2.3e-06|4.0806|-1167.046301|-1167.0124560000002|303.84|279.29|0.59209|0.6743899999999999|0.0909|-0.16851|2.3795|-1166.951551|3.8601|1.0|9.0|9.0
12aa_a30|0.0|0|0.0|0|0.604983643|0.0|-0.101407312|5.351858133|-0.028524865|2|0.0|-0.539735362|0.003529389|0.059360681|10.31162784|1|-0.207153446|-0.394520145|1|0.809127478|-0.012535889|0.855880335|0.794193541|0|0.8126513129999999|-0.078042288|-0.101368383|0.418522684|0.030906491|-54.50378741|21.58471858|55.0567406|-0.033789461|-49.44198469|0.0|0.630759573|-38.06478415|-23.59814969|76.08850600000001|0.4659424379999999|-1345.094532|-16.48066156|8.65813938|16.21199661|0.872457337|257.8730361|-939.3977091|37.41227352|-182.6418006|20.72118575|1.0|1.0|1.0|1.0|4.86|0.21|17.0|-6.83|0.0|7.0|-5.61|33.0|6.0|-6.39|458.54|0.0|2.52|2.47e-06|9.94e-06|0.00456|3.81|0.0|6.720000000000001e-05|3.4642|-1804.818818|-1804.784381|357.9|238.78|0.30341|0.68642|0.1506|-0.1472099999999999|5.8962|-1804.582558|6.4878|8.0|8.1135|8.1135
47a_a18|0.0|0|0.0|0|0.403918489|0.0|0.018016478|4.844187086|-0.18843247|0|0.0|-0.464122017|-0.005483379|-0.025401815|10.35082811|0|-0.358939392|-0.369841706|0|0.766261502|0.089156939|0.7991211029999999|0.792293789|0|0.778790861|-0.082855697|-0.099310031|0.371382587|0.014124484|-67.93456546|11.58086543|100.7293848|-0.036234741|-66.76209701|110.0917322|0.7936193709999999|-55.70051708|-29.70938001|79.51543089|0.483193636|-2198.494121|-24.3591435|10.20255289|19.74153879|0.934960691|169.2144153|-1802.576619|37.435301|-481.4854016|12.16421601|1.0|1.0|1.0|3.0|4.97|0.28|18.0|-8.27|1.0|12.0|-6.74|39.0|5.0|-6.49|547.67|0.0|2.02|1.8100000000000002e-07|2.62e-06|0.00143|4.44|1.0|2.95e-06|3.1947|-2098.807018|-2098.773074|388.09|388.09|0.69508|0.69508|0.6094|-131.0|2.6271|-2098.359766|3.0133|1.0|9.0|9.0
36_a18|0.0|0|0.0|0|1.25117638|0.0|0.050448408|4.844187086|-0.020339784|1|0.0|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0|-0.12139648|-0.493920601|0|0.741135729|0.0059061|0.780206307|0.721836103|0|0.804293867|-0.07777765|-0.079805761|0.3847791889999999|0.009440278|-55.38202488|6.722004572|110.8288932|-0.031922305|-40.46339026|83.34177364|0.812056067|-39.43509046|-22.73046122|62.10402945|0.4751830729999999|-1477.479979|-16.1853561|9.560644525|18.21710397|0.905426346|133.8265619|-1052.048147|27.99124609|-444.4026478999999|8.767974776|1.0|1.0|1.0|3.0|4.19|0.28|18.0|-9.16|1.0|7.0|-5.68|35.0|3.0|-6.18|466.57|0.0|2.8|2.09e-06|5.19e-06|0.00242|4.18|0.0|3.210000000000001e-07|3.1908|-1493.686737|-1493.661092|388.57|388.57|0.69372|0.69372|0.4674|-0.13133|1.9944|-1493.333297|2.7547|32.0|7.4949|7.4949
9i_a24|0.0|0|2.9199957480000003|1|1.4281889280000002|1.865102513|-0.113620183|5.209486153|2.01e-05|2|0.0|-0.190487553|0.004814196|-0.087363979|10.96661275|2|-0.336939175|-0.32068769|2|0.822658951|-0.0106944439999999|0.898194715|0.73094562|0|0.8260893640000001|-0.064657333|-0.069812876|0.379687415|0.025118046|-30.56504777|11.87389334|10.13249376|-0.024639839|-15.60091656|1.634015079|0.499238289|-14.44881966|-11.64783344|42.43894111|0.468272544|-396.0263368|-5.506205845|5.946747117|11.18382556|0.8806627109999999|236.7218826|-187.2109987|23.33121014|0.720157264|18.05612763|1.0|1.0|1.0|1.0|2.76|0.0|22.0|-6.05|0.0|3.0|-2.6|22.0|4.0|-7.01|288.31|0.0|1.73|0.00248|0.000791|228.0|1.48|0.0|0.000258|4.1459|-945.286637|-945.2626532|299.06|268.3|0.58977|0.6755800000000001|0.0029|-0.17204|7.1135|-945.222448|9.2818|88.0|7.0555|7.0555
4q_a46|0.0|0|0.0|1|1.131262631|2.151582577|-0.2520920439999999|5.587248657999999|0.004704245|2|0.0|-0.066250447|0.012173202|-0.155661124|10.96363644|1|-0.187559576|-0.125840557|2|0.807871283|-0.121752717|0.848935944|0.703627625|0|0.913550004|-0.052170875|-0.070035423|0.258420996|0.014510206|-29.12008262|8.099124333999999|38.31894407|-0.021010627|-21.81959712|72.14599138|0.61955726|-16.25388148|-11.72744747|37.21920695|0.487775649|-586.3723734|-6.545879136|6.038093227999999|11.78798551|0.952269544|212.350744|-327.2939568|18.92875482|-133.46593529999998|10.28758193|1.0|1.0|1.0|0.0|3.95|0.38|17.0|-6.94|0.0|4.0|-3.41|26.0|4.0|-6.54|348.44|0.0|3.15|0.000389|0.000129|0.0449|2.65|0.0|3.97e-05|4.5296|-1108.751283|-1108.729426|273.72|273.72|0.69002|0.69002|0.1432|-0.1903|2.7026|-1108.566571|3.2968|743.0|6129.0|6129.0
6a_a40|0.0|0|0.0|1|0.604893625|1.78213955|0.117890918|6.401917197|-0.077397672|0|0.775942224|-0.68730803|-0.001347823|0.104332675|10.30179985|2|-0.040435852|-0.620787469|0|0.801647855|-0.340539542|0.861720535|0.657059571|1|0.733750993|-0.109047987|-0.117413572|0.360858579|0.016399125|-68.11170799|10.24294396|185.06174|-0.049149867|-45.80643937|36.84483305|0.8678518190000001|-42.542782200000005|-30.69915817|78.35465194|0.41480944|-1320.063801|-19.17478857|6.945713476|11.8691482|0.708845065|82.54016015|-824.5159087000001|35.37373259|-459.522754|8.040268001|1.0|0.0|1.0|1.0|3.99|0.21|14.0|-4.05|2.0|5.0|-7.11|29.0|5.0|-6.32|442.53|1.0|3.17|7.85e-08|1.03e-05|0.00457|3.77|0.0|0.0396|2.9836|-2371.579899|-2371.560378|415.55|415.55|0.6782699999999999|0.6782699999999999|0.4015|-0.11995|6.9379|-2371.443161|9.3893|0.04|7.3979|7.3979
16a_a32|0.0|1|3.357452523|0|0.6094207620000001|0.0|0.205693867|5.733341277|-0.0848387459999999|0|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|3|-0.199563743|-0.707456102|0|0.8567078770000001|-0.098258706|0.909908319|0.81143469|1|0.756542831|-0.090389538|-0.119471489|0.283324612|0.020664867|-56.2527503|12.86051026|92.00611646|-0.037168908|-46.27170107|66.13699638|0.6968200370000001|-35.00816569|-23.13158502|69.11326055|0.450892763|-1040.921326|-14.39564033|7.183246604|13.08168264|0.8211379000000001|188.6800971|-647.803815|33.19592405|-244.9767673|14.6095244|1.0|1.0|1.0|3.0|3.53|0.22|19.0|-7.3|0.0|7.0|-5.49|27.0|4.0|-6.85|398.51|1.0|3.06|3.2e-06|9.14e-05|0.0364|2.65|0.0|2.01e-05|3.6314|-1896.81177|-1896.770883|341.42|341.42|0.70245|0.70245|0.2859|-0.15045|1.3736|-1896.649286|1.8274|11.0|7.9586|7.9586
12m_a30|0.0|0|0.0|0|0.6049842529999999|0.0|0.096631895|5.351858133|0.024086432|2|0.0|-0.57615692|0.001371944|0.0488832779999999|10.31162838|1|-0.152855196|-0.5409445629999999|1|0.832758813|-0.0974968869999999|0.893689741|0.770326886|0|0.783260049|-0.085422479|-0.103359773|0.415971907|0.027352277|-57.96147772|18.55926485|133.774348|-0.0405332439999999|-47.58675592|237.0982213|0.773732767|-39.32844052|-27.50290965|76.52074257|0.44976016|-1402.648392|-18.66147291|9.025816604|16.40342255|0.8173893040000001|153.52847759999997|-951.7351184|35.54574762|-371.4702679|13.2317657|1.0|1.0|0.0|1.0|4.66|0.13|17.0|-6.42|1.0|6.0|-6.0|32.0|6.0|-6.22|439.49|0.0|2.36|1.01e-06|9.71e-06|0.00427|3.89|0.0|0.000165|3.5496|-1743.215323|-1743.174906|349.29|244.95|0.33392|0.68404|0.1615|-0.15042|3.6891|-1743.030004|5.1279|31.0|7.5114|7.5114
21_a10|0.0|0|0.0|1|1.343837211|2.093218896|0.036507898|5.4161004020000005|-0.085463279|2|1.817620533|-0.549176498|0.001533145|-0.023060773|10.92966143|1|-0.03765494|-0.4636733179999999|2|0.7620337359999999|-0.005970601|0.81962595|0.68876002|1|0.7747854129999999|-0.091053776|-0.084654798|0.8663152820000001|0.018892889|-64.32920271|13.34776629|240.7558768|-0.03292131|-42.25440548|74.3822498|0.704106635|-45.44837698|-23.25880088|77.676969|0.391384102|-1255.975247|-16.4322688|8.388036625|13.78215169|0.643072426|209.0477207|-887.342515|33.03306591|-288.401376|15.99425187|1.0|1.0|0.0|1.0|3.5|0.11|27.0|-8.71|0.0|5.0|-5.77|34.0|6.0|-6.07|448.47|0.0|4.04|1.69e-06|3.12e-06|0.0014|4.17|0.0|8.68e-07|3.8599|-1485.499561|-1485.461532|321.21|208.04|0.4226399999999999|0.68165|0.1489|-0.16178|1.5138|-1485.278495|1.1872|4.8|5.3188|5.3188
