molecula|SddssS|n9FaRing|SaaNH|NaasN|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12a_a5|0.0|0|2.981252568|0|1.338814635|0.0|-0.256282289|5.209486153|0.043132749|2|0.0|-0.09350376|0.00873078|-0.114419442|10.94553751|1|-0.093973419|-0.175245466|2|0.779533861|-0.063558439|0.829536345|0.741588813|0|0.894590896|-0.058605038|-0.067680123|0.337539208|0.0081891369999999|-36.01436435|5.032443973|13.74268646|-0.026030816|-25.55893402|0.0|0.746785093|-22.13179066|-15.99663329|41.04680832|0.457755771|-831.8249311000001|-9.830359239|8.741980056000001|16.12184989|0.844187448|155.6073368|-511.1786804|21.42066499|-303.31208710000004|8.814051518|0.0|1.0|1.0|1.0|3.06|0.21|23.0|-8.83|0.0|5.0|-4.27|29.0|4.0|-6.23|381.47|0.0|3.58|5.37e-05|2.56e-05|0.00977|3.38|0.0|5.660000000000001e-07|4.1610000000000005|-1202.02622|-1201.990542|297.97|264.55|0.50831|0.67169|0.0296|-0.17152|2.5642|-1201.8082029999998|3.9457|19.0|7.7212|7.7212
12y_a30|0.0|0|0.0|0|0.604984019|0.0|0.048343649|5.351858133|-0.037335306|2|0.0|-0.353814891|0.00604028|0.061944378|10.31162818|1|-0.0922059569999999|-0.4579359229999999|1|0.768409873|-0.095969764|0.8146529229999999|0.803183654|0|0.8489185109999999|-0.070903795|-0.091248521|0.374181804|0.0149823289999999|-47.598277|10.05775555|85.17057711|-0.034840345|-41.1215369|0.0|0.820108145|-31.95309886|-23.38859815|57.65603256|0.445723724|-1286.372898|-15.70095045|8.067590558|14.55517927|0.804154433|120.7628216|-863.552275|28.51891948|-429.782246|8.299049218|1.0|1.0|0.0|1.0|4.86|0.21|17.0|-7.38|0.0|5.0|-6.04|31.0|4.0|-5.64|426.54|0.0|3.19|9.14e-07|3.48e-06|0.00148|4.6|0.0|1.76e-05|3.4718|-1654.41361|-1654.382468|357.11|238.56|0.30617|0.6864399999999999|0.1489|-0.1475|4.7043|-1654.190369|5.1209|22.0|7.6576|7.6576
4g_a49|0.0|0|0.0|2|1.343847279|4.107873566|-0.087219006|6.107022888|-0.008414823|4|3.4246879480000003|-0.328081947|0.007953069|0.003456679|10.92777048|2|-0.066023903|-0.311927917|4|0.7559263270000001|0.144740607|0.81242269|0.626581708|2|0.8601878270000001|-0.061465364|-0.0666753309999999|0.736530693|0.018944337|-61.24875669|18.87757641|151.0705543|-0.0250032489999999|-66.20622488|74.95505057|0.6273572239999999|-61.03291321|-24.91513644|80.12633309|0.48934952|-1993.210915|-24.82733433|9.28937554|18.19125978|0.958286615|371.3295653|-1986.186746|39.71443299|-253.8168226|23.67887448|0.0|1.0|0.0|1.0|4.83|0.1|42.0|-13.67|0.0|7.0|-7.47|51.0|7.0|-6.6|663.73|1.0|5.23|3.3700000000000004e-08|3.72e-08|2.47e-05|5.28|1.0|1.4199999999999998e-11|3.6269|-2147.721319|-2147.66293|341.84|287.56|0.33449|0.69238|0.0265|-0.15087|3.4099|-2147.295787|4.5147|106.0|6.9747|6.9747
9a_a31|0.0|0|3.348289714|0|0.6101356720000001|0.0|-0.009086485|5.733341277|-0.093457477|0|0.0|-0.723734943|-0.006189303|0.03406986|10.31169772|2|-0.15653721|-0.542342338|0|0.782715368|-0.001313433|0.837697452|0.76226755|0|0.691768132|-0.100906991|-0.122626525|0.235442032|0.033245595|-64.75697831|21.33533299|163.6011874|-0.043430228|-50.50275387|95.14995868|0.737758755|-41.55773748|-27.87131275|86.0923113|0.484502446|-1337.8230119999998|-17.886392|7.812278516|15.15483138|0.939873412|168.29310269999996|-858.5468158|37.77835579999999|-305.16297060000005|15.33993762|1.0|1.0|1.0|2.0|3.6|0.14|22.0|-8.13|0.0|6.0|-5.62|30.0|5.0|-6.39|418.47|0.0|3.47|2.42e-06|1.7100000000000002e-05|0.00715|3.47|0.0|3.07e-06|3.7892|-1691.9526239999998|-1691.9137670000002|327.21|327.21|0.7028|0.7028|0.7028|-0.15757|5.0244|-1691.7777600000002|6.2203|0.15|6.8239|6.8239
1l_a5|0.0|0|2.964063799|0|1.270375394|0.0|-0.244609612|4.59511985|-0.0052651969999999|2|0.0|-0.089997343|0.008244856|-0.019865028|10.94421389|1|0.043915678|-0.21108114|2|0.7656671279999999|-0.091849662|0.818803517|0.71872376|0|0.890289002|-0.068685233|-0.067755283|0.357062421|0.0078543119999999|-38.79937717|4.43679678|167.86839980000002|-0.026512937|-21.62050954|0.0|0.769406114|-21.91725365|-14.9768065|43.23617395|0.47265823|-688.9330988|-8.460199385|7.401206343999999|14.03493287|0.896303416|130.25942849999998|-389.1691717|19.46541135|-304.3678822|7.374136537999999|1.0|1.0|1.0|1.0|2.98|0.14|23.0|-8.83|0.0|4.0|-5.04|26.0|3.0|-5.4|340.42|0.0|4.06|9.06e-06|1.04e-05|0.00356|4.19|0.0|5.02e-07|4.3664|-1069.261615|-1069.229786|283.95|267.19|0.45892|0.57392|187.0|-0.1779|2.1987|-1069.101032|3.3694|32.0|7.4949|7.4949
22_a47|0.0|1|0.0|1|1.408617385|1.202720059|0.048272293|4.727387819|-0.150248628|2|1.016903613|-0.507802654|-0.006808306|-0.075111395|10.95023117|1|-0.277479519|-0.538310301|2|0.831122912|0.004104478|0.890264057|0.591185263|1|0.698649132|-0.080744803|-0.089280419|0.573087958|0.022154032|-47.64347429|13.07198749|12.19999546|-0.031744149|-31.08378631|54.21581266|0.6096864479999999|-28.11203407|-18.73063655|60.71546178|0.4614909829999999|-842.8786448999999|-11.05201291|6.9553262170000005|12.91589555|0.8569791179999999|230.3045281|-497.3405809|30.72175314|-129.440987|18.60690504|0.0|1.0|1.0|2.0|3.31|0.1|21.0|-7.69|0.0|5.0|-4.44|29.0|6.0|-6.58|394.38|0.0|3.41|3.6e-05|4.16e-05|0.0164|3.0|0.0|8.11e-06|4017.0|-1375.05033|-1375.021925|308.65|258.55|0.50316|0.68312|0.0799|-0.16704|4.2485|-1374.914437|5.7009|1.0|9.0|9.0
13a_a6|0.0|0|3.417162147|0|1.430639975|0.0|-0.042110772|5.351858133|-0.0265090529999999|1|0.0|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|1|-0.180339002|-0.488098052|1|0.7722228729999999|-0.091892803|0.8299950709999999|0.8013954109999999|0|0.77450544|-0.094081761|-0.113446379|0.22670695|0.031866842|-61.52313164|20.83876732|154.9639272|-0.040840697|-48.51283287|554.4922449|0.759912392|-40.23198232|-26.70706346|82.36189896|0.467070451|-1335.353173|-17.46461983|8.038453162|15.08351934|0.8764206290000001|157.0011174|-873.2309916000002|35.14492428|-339.9303794|13.18415753|1.0|1.0|1.0|2.0|3.53|0.12|23.0|-9.01|0.0|5.0|-5.51|31.0|5.0|-6.1|409.44|0.0|3.52|3.11e-06|1.02e-05|0.00417|3.8|0.0|4e-07|3651.0|-1350.085889|-1350.057702|339.59|206.87|0.4816|0.70072|0.2697|-0.14969|7.7145|-1349.895534|9.2157|46.0|7.3372|7.3372
EW7203_a60|0.0|0|0.0|0|0.604984431|0.0|0.025672274|5.351858133|0.0075638519999999|2|0.0|-0.377182982|0.003099827|0.03824498|10.31162855|1|-0.090115975|-0.458129101|1|0.822401103|-0.089945913|0.8839272779999999|0.760234689|0|0.8860751579999999|-0.076068195|-0.096226348|0.345488097|0.020156795|-49.19385637|13.03554647|80.48638339|-0.036566012|-40.24477665|0.0|0.766837077|-31.81402579|-23.64750675|62.22940284|0.497298165|-1182.375337|-15.29301513|8.310125852|16.53092404|0.989250745|150.7881632|-764.6507562999999|30.83771958|-345.1309687|11.59711747|1.0|1.0|1.0|2.0|4.75|0.13|17.0|-6.7|0.0|5.0|-5.74|31.0|4.0|-6.35|425.51|0.0|3.09|1.81e-06|1.53e-05|0.0065|3.59|0.0|8.51e-05|3.5192|-1668.025575|-1667.993536|352.3|247.15|0.40883|0.69857|0.0448|-0.1446599999999999|1.7676|-1667.848192|2.5159|9.0|8.0334|8.0334
6f_a40|0.0|0|0.0|1|0.604893424|1.750582483|0.134099184|6.401917197|-0.156988665|0|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|2|0.092206207|-0.628934821|0|0.836826225|-0.268802228|0.896373207|0.742681934|1|0.655786513|-0.134203859|-0.130571562|0.363785804|0.015998475|-86.21963207|10.2782635|207.7174501|-0.052228625|-53.89282175|40.01876255|0.8628087240000001|-55.39203581|-33.55442128|96.49789556|0.410805404|-1509.948957|-21.5571287|6.993991456|11.87042702|0.69723213|88.13890599|-970.0707913999998|38.88975659|-466.1748926|8.892225517|1.0|0.0|1.0|2.0|4.05|0.21|14.0|-3.67|3.0|5.0|-6.95|30.0|5.0|-6.9|457.55|1.0|2.61|1.13e-07|2.3e-05|0.0105|3.09|0.0|0.0967|2.57|-2426.972609|-2426.924155|482.43|346.89|0.66642|0.69911|0.0158|-0.1131799999999999|6.2384|-2426.787111|8.7269|42.0|7.3768|7.3768
12aj_a36|0.0|0|3.482902101|0|1.29704406|0.0|-0.056210607|5.351858133|-0.045035034|2|0.0|-0.402433117|0.002951176|-0.103202936|10.95354213|1|-0.1763783589999999|-0.43462267|1|0.812278823|-0.072770961|0.8632656809999999|0.856274847|0|0.8269863129999999|-0.073002742|-0.10279655|0.251263868|0.018305468|-46.79363201|11.73352271|82.34300699|-0.0368515929999999|-42.23511741|0.0|0.77492734|-29.99399664|-23.62130319|58.52715472|0.47532973|-1251.929069|-15.14089115|8.056502837|15.35536375|0.905958957|144.26810480000003|-802.4672307|30.48195872|-352.4483722|10.69455126|1.0|1.0|0.0|2.0|4.84|0.17|17.0|-6.97|0.0|5.0|-4.16|30.0|4.0|-6.55|395.46|0.0|2.14|6.929999999999999e-05|5.05e-05|0.02|3.04|0.0|4.270000000000001e-05|3.6017|-1272.27339|-1272.241135|344.24|237.06|0.4112|0.70423|0.0082|-0.14818|5.8554|-1272.060325|7.8393|17.0|7.7696|7.7696
12aq_a36|0.0|0|3.427017327|0|1.297043497|0.0|0.0332421529999999|5.351858133|-0.135770278|2|0.0|-0.674732412|-0.006653538|-0.1031859869999999|10.95447882|1|-0.090926893|-0.5356623070000001|1|0.839953955|-0.047695595|0.89459881|0.849217847|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|-73.0277723|14.29132551|86.6958382|-0.042953452|-54.49698711|112.415579|0.7619767479999999|-48.79273723|-28.69889692|87.31909781|0.426481765|-1549.740434|-19.17486584|8.596645087999999|14.98931431|0.743623723|159.03272990000002|-1035.442755|37.66374367|-350.0740123|13.83147784|0.0|1.0|0.0|3.0|4.83|0.13|17.0|-6.14|0.0|6.0|-3.52|32.0|5.0|-7.79|424.46|0.0|1.15|0.000304|0.000359|152.0|1.55|0.0|0.000305|3.3759|-1401.669694|-1401.637414|367.26|317.51|0.6933199999999999|0.7058300000000001|0.0059|-0.13908|6.7649|-1401.452487|8671.0|55.0|7.2596|7.2596
14c_a23|0.0|1|0.0|2|1.197962449|3.349976042|0.06596946|5.351858133|-0.024758731|2|0.743546646|-0.296935034|0.010682694|-0.047853455|10.31321813|2|-0.13187015|-0.4589840189999999|2|0.793551289|-0.077808321|0.857184548|0.659570836|1|0.922935039|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|0.018842596|-37.73933093|12.52192141|38.43627129|-0.034046252|-35.33439343|81.41541733|0.7834075309999999|-25.07982076|-22.62557089|50.26125234|0.459622824|-1063.401832|-15.0359121|7.832948614|14.49533577|0.8505592829999999|143.9373772|-706.6878684999999|28.88097191|-376.6791777|10.88903141|0.0|0.0|1.0|1.0|3.4|0.05|26.0|-7.99|1.0|5.0|-6.13|31.0|4.0|-6.03|445.93|0.0|4.0|7.49e-07|2.83e-06|0.00126|4.21|0.0|4.55e-06|3.7031|-2089.523959|-2089.501598|334.81|334.81|0.56781|0.56781|356.0|-0.15143|7.2704|-2089.354057|10.369000000000002|2.0|8.6253|8.6253
12b_a32|0.0|1|3.477905329|0|0.609420757|0.0|0.115940697|5.733341277|-0.055500132|0|2.153718992|-0.462201267|-0.003484915|-0.031446256|10.31100269|3|-0.1534110109999999|-0.584995111|0|0.838021287|-0.090027803|0.8887585240000001|0.7507116140000001|1|0.782593|-0.081450418|-0.097525366|0.2996018789999999|0.016282332|-50.88975159|10.17310723|90.57560878|-0.027561517|-38.07076621|65.29222164|0.60420609|-31.79562339|-17.22027667|61.06285882|0.430631506|-792.1327267000001|-10.75912958|7.076348793999999|12.42841652|0.756331814|247.2897528|-494.9199607|28.50066715|-130.2147289|15.72418067|1.0|1.0|1.0|2.0|3.47|0.26|19.0|-7.65|0.0|7.0|-5.9|27.0|4.0|-6.4|397.52|1.0|3.59|1.27e-06|3.72e-05|0.0148|3.28|0.0|8.86e-06|3.5703|-1880.770588|-1880.732075|347.27|347.27|0.70258|0.70258|0.2865|-0.14803|3208.0|-1880.599158|4.1080000000000005|26.0|7585.0|7585.0
6_a4|0.0|0|0.0|1|1.271761557|2.170234316|-0.19701009|5.4161004020000005|0.010164572|2|2.186806868|-0.064723237|0.011457667|0.0032928379999999|10.92992785|1|-0.073630392|-0.1738111839999999|2|0.76089528|-0.340860215|0.810030118|0.664247086|1|0.945545838|-0.052396457|-0.0670158929999999|0.417868437|0.0077624059999999|-29.18838891|4.324187697|14.1731579|-0.024618083|-20.7966895|45.93422613|0.814470803|-16.25991695|-13.71394596|33.5125766|0.423084148|-671.9833521|-7.639600225|5.758624844|9.981741408|0.733355042|103.3523757|-374.340411|16.83786074|-350.36323230000005|4.937800786|0.0|1.0|1.0|0.0|3.38|0.26|21.0|-7.99|0.0|3.0|-4.91|27.0|3.0|-5.42|354.45|0.0|4.23|1.24e-05|7.74e-06|0.00274|4.28|0.0|3.67e-06|4.0354|-1108.585859|-1108.563418|307.24|254.51|0.60542|0.5877|0.0772|-0.16959|2.8026|-1108.392115|3.2192|1.3|5.8861|5.8861
13b_a30|0.0|0|0.0|0|0.604984129|0.0|0.112353041|5.351858133|-0.118776867|2|0.0|-0.627919307|-0.003436924|0.042845487|10.31162842|1|0.006103754|-0.564815317|1|0.836520136|-0.0771674659999999|0.892104517|0.802578397|0|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|0.018555474|-74.24619275|12.52854078|385.2420923|-0.042850934|-51.76819834|105.341977|0.800290866|-50.13056864|-28.93268471|86.77473353|0.454574838|-1533.432289|-19.53516918|8.804739699999999|16.1428924|0.8334321|134.8423681|-1035.363967|36.15271139|-405.5090587|11.59580043|1.0|1.0|0.0|2.0|4.76|0.13|17.0|-6.19|0.0|6.0|-5.01|32.0|5.0|-7.05|441.51|0.0|1.91|9.68e-06|5e-05|0.0221|2.74|0.0|0.000288|3.5056|-1744.492044|-1744.446479|353.68|245.51|0.32563|0.6862699999999999|0.1415|-0.14879|3.8495|-1744.281763|5.3762|26.0|7.5901|7.5901
17b_a6|0.0|0|3.375166525|0|1.425925343|0.0|0.1012747369999999|5.351858133|-0.0265090529999999|1|0.0|-0.6869226490000001|-0.00460563|-0.0385646|10.949638|1|-0.180339002|-0.563310199|1|0.7788169070000001|-0.138423611|0.8370824240000001|0.8013954109999999|0|0.753949098|-0.095450984|-0.109195656|0.318652397|0.03122461|-62.63196368|20.48861696|155.8689396|-0.041494349|-47.0150166|557.7093661|0.7706671740000001|-41.0971443|-27.2272998|83.12058064|0.4548818979999999|-1361.36499|-17.86570631|8.974770742|16.46390151|0.834464855|150.48105900000002|-893.2853154999999|35.32951798|-355.2067434|13.06809384|1.0|1.0|1.0|2.0|3.53|0.12|23.0|-9.01|0.0|5.0|-5.81|31.0|5.0|-5.89|409.44|0.0|3.6|1.56e-06|6.69e-06|0.00274|4.09|0.0|4e-07|2.9964|-1350.102764|-1350.078181|413.78|349.8|0.69615|0.7016100000000001|0.0033|-0.12545|5.3385|-1349.892156|7.3188|153.0|6.8153|6.8153
13d_a5 (GW788388)|0.0|0|2.945204608|0|1.236844097|0.0|-0.0959854909999999|4.59511985|-0.009710199|3|0.0|-0.33442223|0.002956745|-0.086484275|10.94530363|1|-0.016337128|-0.3706975529999999|2|0.78479342|0.047169811|0.834800344|0.71006207|0|0.774103723|-0.086824482|-0.0844793|0.54169129|0.014571846|-57.42492153|9.637686167|151.3669372|-0.0291837579999999|-36.95444874|44.69922692|0.669182121|-37.98032007|-19.30187193|67.0626077|0.488398052|-1061.602956|-12.76608229|8.077599766|15.788837|0.954644629|218.7999323|-702.1345259999999|28.84397435|-223.7910275|14.57821204|0.0|1.0|1.0|2.0|3.21|0.2|23.0|-8.84|0.0|6.0|-4.35|32.0|5.0|-6.94|425.48|0.0|3.11|4.429999999999999e-05|4.5e-05|0.0192|2.75|0.0|6.16e-07|4.1706|-1390.589662|-1390.548362|297.28|269.0|0.42515|0.48848|0.1549|-0.17299|2.4867|-1390.355751|3355.0|18.0|7.7447|7.7447
19_a47|0.0|1|0.0|1|1.402889494|1.445775615|-0.038804671|4.727387819|-0.227538423|2|1.174354482|-0.4380552029999999|-0.013020816|-0.064557784|10.95058274|1|-0.126992366|-0.439165562|2|0.823945134|0.095841135|0.8873627890000001|0.614975047|1|0.639642891|-0.105205489|-0.104459947|0.270767873|0.026805875|-58.28861174|14.85167037|335.10989930000005|-0.037307124|-32.06567824|66.13355777|0.637832605|-32.2945343|-20.66983856|73.14028211|0.463378097|-868.1332196000001|-11.45202794|7.06969105|13.17443625|0.8635094740000001|200.6571609|-480.9851737|32.40636867|-152.7310283|18.25682461|0.0|1.0|1.0|2.0|3.13|0.05|21.0|-6.92|0.0|5.0|-3.67|28.0|6.0|-7.22|380.35|0.0|2.34|0.000214|0.000217|0.0824|1.97|0.0|4.59e-05|3.8423|-1335.75742|-1335.725639|322.68|322.68|0.68924|0.68924|0.3243|-0.15845|5.1151|-1335.634976|6.3247|0.05|7.3|7.3
13_a47|0.0|1|2.920663104|0|1.417757826|0.0|-0.174238791|4.59511985|-0.0777650159999999|2|1.5940801480000002|-0.20197533|-0.00105415|0.003874205|10.9452934|1|-0.0233277889999999|-0.316563793|2|0.794037882|0.065869272|0.8582665429999999|0.626280497|1|0.781675563|-0.081148294|-0.088128939|0.244975411|0.017736598|-41.79730418|9.13564442|63.12660940000001|-0.032468557|-23.38063458|0.0|0.688261242|-21.52866736|-16.72368034|50.9329486|0.472007922|-635.4998528|-8.613918003|7.038683428|13.33103985|0.8939678120000001|160.5682509|-327.3288841|24.29844849|-193.936606|11.99338291|1.0|1.0|1.0|2.0|2.9|0.06|21.0|-7.9|0.0|3.0|-4.24|24.0|4.0|-6.0|319.34|0.0|3.19|5.79e-05|5.41e-05|0.0173|3.17|0.0|4.04e-06|4.0302|-1067.820961|-1067.78457|307.63|307.63|0.67466|0.67466|0.3382|-166.0|3.5455|-1067.71601|4.8308|16.0|7.8|7.8
8j_a46|0.0|0|0.0|1|1.160371125|2.1279894180000003|-0.13040237|5.533389489|-0.008523199|2|0.0|-0.081366324|0.011852046|-0.174853546|10.96391738|1|-0.133413527|-0.229679821|2|0.789844634|-0.074207717|0.837678812|0.6109926379999999|0|0.934648421|-0.054707287|-0.068971544|0.308052557|0.008672342|-29.38737046|4.658562801|7.723448142|-0.02566383|-19.90219786|64.83187221|0.822112519|-15.7861518|-13.78596018|34.04593326|0.427798746|-592.7962878|-7.405468973|5.617748211|9.817783823|0.747636856|95.55665364|-318.43516580000005|16.76894569|-346.061389|4.750680627|1.0|1.0|1.0|0.0|3.23|0.32|17.0|-7.26|1.0|2.0|-4.59|24.0|3.0|-5.55|338.83|0.0|3.82|2.59e-05|1.47e-05|0.00497|3.97|0.0|1.85e-05|4.4107|-1414.53151|-1414.50743|281.1|249.79|0.50703|0.70121|0.1427|-0.18531|5.2361|-1414.402087|6.4463|1228.0|5.9108|5.9108
12j_a30|0.0|0|0.0|0|0.604984421|0.0|0.04148877|5.351858133|-0.033312179|2|0.0|-0.354848778|0.005613018|0.0074730759999999|10.31162861|1|-0.09353607|-0.456342646|1|0.795446883|-0.130412856|0.846470093|0.7991060659999999|0|0.842199041|-0.073909106|-0.094132698|0.328405591|0.015613498|-47.76354083|10.09017681|88.51817261|-0.036204884|-39.31313154|0.0|0.8134611009999999|-30.8670468|-23.39729904|57.85371764|0.476658597|-1216.65955|-15.12043521|8.067697897|15.41574553|0.91079856|120.550211|-786.2626307999999|28.76265258|-405.1466163|8.71869951|1.0|1.0|0.0|1.0|4.76|0.17|17.0|-7.01|0.0|5.0|-5.66|30.0|4.0|-5.81|412.51|0.0|2.91|2.21e-06|7.05e-06|0.00291|4.23|0.0|4.02e-05|3.4788|-1615.096172|-1615.064152|356.4|238.56|0.3087|0.68625|0.1516|-0.14772|4.6727|-1614.894278|5.1081|9.0|8058.0|8058.0
8c_a32|0.0|1|3.46252244|0|0.609420757|0.0|0.080016722|5.733341277|-0.04699673|0|2.143746338|-0.459589251|-0.003484915|-0.026048985|10.31100269|3|-0.1534110109999999|-0.578242111|0|0.845443342|-0.11492754|0.8966299409999999|0.7507116140000001|1|0.801747512|-0.076876481|-0.097480366|0.263222951|0.016240436|-46.47597924|9.818219446|126.6561213|-0.027548799|-35.6276568|78.19443734|0.600684883|-28.09723623|-16.654735000000002|56.29419869|0.447542891|-766.1178102000001|-10.06868562|7.079719717000001|12.81496717|0.8100952690000001|241.4075262|-463.1595384|27.72624296|-121.7388847|15.43301109|1.0|1.0|1.0|2.0|3.46|0.26|19.0|-7.65|0.0|7.0|-5.82|27.0|4.0|-6.45|397.52|1.0|3.56|1.5e-06|4.11e-05|0.0164|3.21|0.0|8.86e-06|3.5673|-1880.764533|-1880.733377|347.56|347.56|0.70135|0.70135|0.3272|-0.14712|8.4922|-1880.597039|10.2656|37.0|7.4318|7.4318
15c_a22|0.0|0|0.0|1|1.42291727|1.596256692|-0.134137693|4.727387819|-0.018518519|2|1.568396937|-0.298463715|0.003784292|-0.023927419|10.9464374|1|-0.160566657|-0.364626967|2|0.773044788|0.010828071|0.8353837409999999|0.639264982|1|0.8665852140000001|-0.067475429|-0.080088202|0.615901609|0.024561528|-48.58045253|17.68362419|36.22825261|-0.0302219629999999|-41.51455167|78.22334636|0.661775114|-34.97658951|-21.75898206|66.26407672|0.462157867|-1153.226049|-15.66586856|8.626398368|16.03890406|0.859281634|243.5126145|-830.2910335|32.87972244|-232.9472639|17.86058304|0.0|1.0|1.0|1.0|3.49|0.08|27.0|-9.28|0.0|6.0|-4.86|34.0|6.0|-6.96|445.48|0.0|2.98|1.39e-05|2.4e-05|0.0107|2.9|0.0|2.35e-07|3674.0|-1460.602657|-1460.571156|337.46|216.15|0.30831|0.69113|0.0694|-0.15408|7.382000000000001|-1460.387718|9.0393|737.0|6.1325|6.1325
15_a4|0.0|0|0.0|1|1.399867493|1.956386054|-0.159419214|5.4161004020000005|-0.061469545|1|0.0|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|1|-0.038707204|-0.226703465|1|0.772721853|0.036363636|0.8347553529999999|0.509447294|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|0.010893057|-29.80513879|5.223809291|12.70877085|-0.030724393|-16.95780525|86.01453643|0.8438913020000001|-14.29317436|-14.73400655|35.02894809|0.437696617|-530.4242358|-7.065752187|5.459799482|9.709704127|0.7783994009999999|74.8625551|-254.3670787|17.45960235|-329.8289177|4.672449937|1.0|1.0|0.0|0.0|3.28|0.11|17.0|-6.09|0.0|2.0|-3.82|22.0|3.0|-5.6|291.32|0.0|3.61|0.000152|5.19e-05|0.0151|3.49|0.0|0.000235|4.2148|-958.270023|-958.251931|294.16|275.22|0.4778699999999999|0.56413|0.0969999999999999|-0.17373|2.1603|-958.195344|3.0091|175.0|6757.0|6757.0
18_a47|0.0|1|2.969619451|0|1.414391819|0.0|-0.141396999|4.59511985|-0.06345679|3|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|1|-0.053119347|-0.322800033|3|0.792196273|-0.027351545|0.851462739|0.630969651|1|0.777824025|-0.078937385|-0.084415066|0.454324931|0.014741763|-49.44908758|9.234746417|70.55642796|-0.0303894239999999|-33.12615721|3.684585007|0.7327484470000001|-30.97660579|-19.03697822|58.68383399|0.432077184|-951.8489108|-11.9254166|7.018342267|12.35791568|0.7608026529999999|167.41554630000002|-596.2708299|25.98023687|-291.6032324|10.84884165|1.0|1.0|1.0|2.0|3.47|0.08|27.0|-10.36|0.0|4.0|-5.5|31.0|5.0|-5.87|410.45|1.0|4.16|3.13e-06|4.29e-06|0.00176|4.13|0.0|1.78e-08|4.2222|-1354.221126|-1354.180815|293.65|290.58|0.4659|0.63359|0.0516|-0.17349|3.4464|-1354.037606|5.3433|3.0|8.6|8.6
14y_a23|0.0|1|0.0|2|1.197960595|3.3149940630000003|0.0600764409999999|5.351858133|-0.022719307|2|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|2|-0.125978901|-0.4598871539999999|2|0.802520527|-0.049318182|0.8668730109999999|0.64069202|1|0.925252932|-0.057809342|-0.080613242|0.2271539169999999|0.018804822|-39.9727336|13.00274534|39.66769923|-0.034303507|-38.54233552|82.29531392|0.78322549|-27.63946733|-23.71943531|52.97547894|0.486730407|-1114.8134599999998|-16.40099384|8.213390641|16.00209862|0.948293868|149.890474|-770.8467102999999|30.28429949|-391.6770747|11.42772654|0.0|0.0|1.0|1.0|3.41|0.05|26.0|-8.57|1.0|5.0|-6.77|32.0|4.0|-5.8|480.37|0.0|4.45|1.7e-07|7.37e-07|0.000354|4.83|0.0|1.29e-06|3.6413|-2549.104894|-2549.091817|340.49|340.49|0.61338|0.61338|444.0|-0.14942|4.8799|-2548.953933|6.5205|4.0|8.4225|8.4225
