molecula|NaaNH|n9FaHRing|SaaNH|SRW09|nAHRing|MATS2c|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|BIC2|MATS8s|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Leadlikeness|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
19i_a38|1|0|3.169368622|7.412764017000001|2|-0.125335237|2|0.0|-0.4561702689999999|-0.074033381|10.96052467|-0.053762162|1|-0.004358975|0.215263198|-0.098027247|1|0.836170906|-0.040954326|-0.087904124|0|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|-51.15830416|-69.40536597|-0.040770109|-42.53502816|8.479305267|10.71501217|-2.038505453|-31.35232957|82.98550237|64.99417804|2896.470706|-1249.2965869999998|2335.0953870000003|0.258076158|6.690507557999999|12.04523072|0.800346329|158.161786|-765.6305068|-296.5257022|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|1.0|1.0|3.0|2.88|0.14|17.0|1.0|0.0|5.0|-4.25|31.0|5.0|419.43|0.0|1.0|-4.33|5.68e-05|0.0238|0.0196|2.88|0.0|3.19e-05|-0.0564799999999999|5.7041|3.6129|-1431.415351|-1431.384243|641.31|1101.03|343.17|0.2156|457.26|0.4342|0.69267|-1431.181148|0.1886|-0.14872|6.6636|-0.2052|8.6365|13.0|7.9031
12av_a36|1|0|3.4520047430000003|7.412764017000001|2|0.049150854|2|0.0|-0.605432791|-0.021036176|10.96037173|-0.039627578|1|-0.000472698|0.1168328169999999|-0.126068378|1|0.8076780109999999|-0.018133027|-0.067408377|0|0.752447733|-0.082283524|-0.105593135|0.277834652|-57.31621925|-73.55299094|-0.035197712|-51.2347934|10.51297704|124.9387725|-2.006269572|-39.92474833|91.5101903|72.40871507|3011.024457|-1397.506828|2354.591519|0.328083083|8.975655204|17.64042914|0.965363947|228.5327731|-973.4610746|-239.5042702|2079.880404|757.7532208|17.95719936|0.0|0.0|0.0|1.0|0.0|3.0|0.0|0.17|17.0|1.0|0.0|7.0|-3.54|33.0|5.0|438.48|0.0|0.0|-3.64|0.000292|128.0|0.0997|1.85|0.0|5.18e-05|-0.05307|4.8408|3.4402|-1440.988179|-1440.945099|733.21|1247.28|360.39|0.6698|588.31|0.43212|0.70455|-1440.67411|0.0027|-0.14122|4.7666|-0.19429|6.1075|39.0|7.4089
19_a20|1|0|3.423603867|6.842683282|0|0.071176085|3|1.622562232|-0.539158264|0.077469518|10.94899558|-0.063133522|1|-0.004654742|0.175308615|-0.049177437|3|0.7619768840000001|-0.143992458|-0.105118869|1|0.754452534|-0.091725453|-0.099685049|0.25624423|-60.26825633|-65.49811346|-0.038340404|-43.03556944|5.890223441|88.19441661|-1.993700989|-39.5992891|75.98477124|69.23289949|2849.084477|-1309.962269|1818.518838|0.203929412|7.950138729|15.38668579|0.935398401|133.9919257|-860.7113887|-389.0666676|1645.535318|684.5377542|10.48665779|1.0|1.0|1.0|1.0|1.0|2.0|2.49|0.08|27.0|1.0|0.0|5.0|-4.89|32.0|5.0|420.47|0.0|1.0|-4.57|1.29e-05|0.00541|0.0112|2.91|0.0|9.86e-08|-0.06767|3.3616|3.3616|-1368.413151|-1368.378274|687.79|1190.68|368.83|0.2998|519.34|0.6987399999999999|0.6987399999999999|-1368.129074|0.2998|-0.13903|4.2507|-0.2067|6.3327|2.6|5585.0
11b_a31|1|0|3.248213341|7.765993078999999|1|0.078614731|0|0.0|-0.838727032|-0.1488994619999999|10.31169957|-0.046362952|2|-0.010716217|-0.129901143|-0.101934423|0|0.834596039|0.067031897|-0.074254978|0|0.545458754|-0.143839236|-0.148709304|0.26165445|-80.0942166|-82.80602396|-0.044612791|-46.10900197|11.70737909|87.78853803|-1.784511651|-44.59898223|100.3071755|101.1192111|2410.572158|-993.6722875|1756.711832|0.330276165|6.83089364|12.96936635|0.8986339170000001|183.9081702|-553.3080237|-189.0151528|1483.70453|397.3137532|17.50115151|1.0|0.0|1.0|1.0|1.0|2.0|2.29|0.24|16.0|1.0|0.0|5.0|-4.74|25.0|6.0|357.38|0.0|1.0|-3.75|1.82e-05|0.00649|0.0637|2.46|0.0|0.00128|-0.03574|3.8437|3.8437|-1520.085181|-1520.0430279999998|589.56|969.71|322.57|0.2634|479.66|0.70073|0.70073|-1519.909742|0.2634|-0.15936|3.2104|-0.1951|4.7518|0.53|6.2757
14ab_a23|0|1|0.0|7.423568444|0|0.065530542|2|0.7586471459999999|-0.287365522|0.010803172|10.313217300000002|-0.03821899|2|0.012103325|0.038241896|-0.074579388|2|0.75434493|-0.085303124|-0.05990912|1|0.92422233|-0.051974369|-0.076243539|0.20155691|-35.59605095|-52.21744789|-0.031648261|-35.76253038|8.431109267|82.79560776|-1.677357849|-24.37891748|61.60741239|47.90644969|2941.47118|-1148.783854|2332.352369|0.202162933|7.83369055|14.76864227|0.885272615|138.4567483|-786.7756682999999|-407.9635285|1439.872753|733.3886349999999|9.389964491|0.0|0.0|1.0|1.0|1.0|1.0|3.82|0.12|26.0|2.0|1.0|5.0|-6.23|32.0|4.0|439.54|0.0|0.0|-5.55|5.9e-07|0.000259|0.00123|4.31|0.0|3.07e-06|-0.07146|3.6587|3.6587|-1708.563399|-1708.543268|719.66|1238.27|338.88|0.3893|595.23|0.66532|0.66532|-1708.277193|0.3893|-0.14778|5.9624|-0.21924|8.4721|4.0|8.4012
15_a10|0|0|0.0|7.535296702|1|-0.166303336|2|1.981569297|-0.142251304|-0.055918786|10.92966702|-0.05940848|1|0.009514122|-0.1157120169999999|-0.085979341|2|0.808676284|-0.079744227|-0.105662909|1|0.915526801|-0.059234364|-0.074144604|0.710970489|-35.30133759|-44.18725043|-0.025240716|-26.33385303|6.61142847|108.7226878|-1.186313662|-21.03820054|56.66229609|46.39507481|2549.580207|-706.9960069|2288.954984|0.353587352|6.35937164|11.23924661|0.767351752|210.7240726|-421.3416484|-174.5122907|1093.722422|563.875765|12.47504566|1.0|1.0|1.0|1.0|1.0|0.0|3.31|0.23|21.0|2.0|1.0|5.0|-4.48|28.0|4.0|390.87|1.0|1.0|-4.81|3.32e-05|13.0|0.0061|3.68|0.0|1.96e-06|-0.05243|5.7922|3.7997|-1604.08794|-1604.057542|641.98|1086.19|326.3|0.4553|484.05|0.41458|0.68543|-1603.851644|0.1647|-0.1574|4.5192|-0.20983|6.1563|33.0|7.4815
19f_a38|1|0|3.3320764830000003|7.412764017000001|2|-0.036714749|2|0.0|-0.4228801179999999|0.035480177|10.96083376|-0.054832432|1|-0.000673716|-0.017421394|-0.101303149|1|0.819222745|-0.075025988|-0.094149094|0|0.750875987|-0.085318318|-0.111307609|0.488059925|-54.50401599|-71.10679028|-0.037844587|-45.42524686|8.601162122|12.14075726|-1.892229356|-34.81887413|84.35196967|67.96791709|2776.145209|-1208.815435|2846.860803|0.265562447|6.164440995|11.28936331|0.8313685409999999|169.6496169|-772.2291966|-299.5321167|1645.906354|595.8790650000001|13.24517938|1.0|1.0|1.0|1.0|1.0|3.0|2.48|0.14|17.0|1.0|0.0|5.0|-4.14|30.0|4.0|401.44|0.0|1.0|-4.17|7.209999999999999e-05|29.0|0.0272|2.78|0.0|5.610000000000001e-05|-0.05735|5.3197|3.4422|-1332.190216|-1332.160846|653.22|1105.62|360.19|0.3205|495.68|0.38086|0.7056100000000001|-1331.945195|0.0019|-0.14369|5.3152|-0.20104|7.1655|73.0|7.1397
18a_a30|0|0|0.0|7.412764017000001|2|0.045071414|2|0.0|-0.353677943|-0.01286191|10.31163887|-0.094932667|1|0.005458948|-0.073280844|-0.053309522|1|0.7885597609999999|0.003991162|-0.171895425|0|0.85918121|-0.072474599|-0.095397479|0.294303776|-45.11907802|-59.38972262|-0.036990859|-36.97308547|6.611941026|0.0|-1.812552105|-28.08889239|69.35818061|55.73981304|2721.874248|-1128.40473|2814.429655|0.209500834|7.050626413|12.72666325|0.8050400790000001|130.4247923|-702.4886239|-361.7006453|1427.458469|620.9195447000001|9.968457988|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|2.0|0.0|5.0|-5.28|29.0|4.0|398.48|0.0|0.0|-4.85|5.23e-06|0.00208|0.0056|3.87|0.0|9.21e-05|-0.05605|3.4712|3.4712|-1575.786909|-1575.755101|665.12|1120.46|357.18|0.3781|508.08|0.69033|0.69033|-1575.54671|0.3781|-0.1418|4.2514|-0.19785|5.2813|25.0|7.6108
14v_a23|0|1|0.0|7.423568444|0|0.135774541|2|0.636416435|-0.8122700340000001|0.017156562|10.3132174|-0.015149431|2|-0.0004039459999999|0.170475376|-0.0962526|2|0.787538583|0.132882353|-0.022236834|1|0.916605275|-0.067342061|-0.09479984|0.31419322|-44.4776373|-62.61276875|-0.042752869|-41.35406587|8.64241561|0.912757854|-2.180396311|-29.37629463|76.42257099|57.56282152|3399.4261450000004|-1440.093681|2679.111279|0.211671341|7.743452839|14.26610767|0.84234449|139.8032821|-951.143515|-380.8667976|1826.768144|676.4530574|13.80980223|0.0|0.0|1.0|0.0|1.0|1.0|3.46|0.09|26.0|2.0|1.0|7.0|-6.89|35.0|8.0|495.48|0.0|0.0|-6.0|1.29e-07|6.38e-05|0.0004969999999999|4.76|0.0|5.57e-06|-0.07843|3694.0|3694.0|-2042.182282|-2042.161744|679.5|1206.02|335.64|348.0|533.44|0.6017100000000001|0.6017100000000001|-2041.93452|348.0|-0.1524299999999999|4.5506|-0.2308599999999999|6.3758|4.0|8.4001
15d_a10|0|0|0.0|7.535296702|2|-0.233802395|3|2.04092658|-0.184039927|-0.140487312|10.92970801|0.007032164|1|0.011249462|-0.092884337|-0.1786649189999999|2|0.745184875|0.02497303|0.0131101969999999|1|0.87609771|-0.057588609|-0.070612242|0.565801561|-38.80896881|-47.58559595|-0.018829931|-32.06793721|10.36301002|141.0919598|-1.129795872|-26.15336742|66.95020436|54.18663419|2967.522813|-761.3695352999999|2036.192049|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|355.8865234|-513.0869954|37.87296065|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|1.0|1.0|0.0|4.01|0.35|21.0|1.0|0.0|6.0|-3.78|33.0|6.0|441.52|1.0|0.0|-4.38|0.000167|0.0739|0.0182|2.75|0.0|6.62e-06|-0.05002|5.6004|3.8591|-1430.8144619999998|-1431.051425|737.09|1266.87|321.28|312.0|565.91|0.3685|0.6814100000000001|-1430.733658|0.0856|-0.15916|3.3831|-0.20918|3.8163|69.0|7.1612
4b_a49|0|0|0.0|7.535296702|1|-0.109946885|2|1.645329244|-0.402986655|-0.033486358|10.92776533|0.02907541|1|0.002557204|-0.10158752|-0.0563571629999999|2|0.798826417|0.005818676|0.049923437|1|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|-56.45224362|-55.5653235|-0.030696709|-34.19753462|9.138717999|64.87087098|-1.534835437|-34.74338731|71.2971749|71.30114509|2708.998101|-944.6104994|1701.832352|0.354669161|7.588962922|14.53457293|0.915225186|218.2802175|-581.3580885|-178.8869784|1463.761596|600.3287567000001|15.73185141|1.0|1.0|1.0|1.0|1.0|1.0|3.1|0.22|21.0|1.0|0.0|6.0|-3.81|30.0|6.0|400.43|0.0|1.0|-3.88|0.000155|62.0|0.0527|2.28|0.0|3.570000000000001e-05|-0.06731|4.6422|3.7413|-1333.063439|-1333.026419|664.86|1121.45|331.39|0.2856|509.78|0.4151899999999999|0.68242|-1332.800229|0.0615|-0.15635|1.8265|-0.22366|2.2306|79.0|7.1024
47c_a18|0|0|0.0|7.03438793|1|0.02368001|0|0.0|-0.537230966|-0.058748345|10.94702285|0.028947131|0|0.002674691|0.071793992|-0.212991596|0|0.758269842|-0.027873485|0.050944273|0|0.8128616409999999|-0.0715759629999999|-0.094000037|0.246894346|-57.54296759|-75.57063623|-0.0321917939999999|-60.75445536|10.25333491|103.416376|-2.350000928|-46.26124419|88.76073429|70.29678191|3228.879782|-1889.265906|2027.892739|0.251001849|9.566965871|18.73268473|0.958059115|201.7910841|-1518.861384|-400.3604527|2522.390613|1167.054827|13.19009806|1.0|1.0|0.0|1.0|1.0|3.0|0.0|0.3|18.0|3.0|2.0|12.0|-5.73|38.0|4.0|513.63|0.0|0.0|-5.09|1.84e-06|0.000947|0.00417|3.98|1.0|3.42e-07|-0.0449|3.1096|3.1096|-1664.753129|-1664.721977|850.89|1505.09|398.71|0.5869|790.07|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|-0.12841|3.3075|-0.17331|3.8573|3.0|8.5229
11b_a5|1|0|2.943854668|6.605297921|0|-0.2023158669999999|2|0.0|-0.1833048739999999|-0.118167947|10.94877958|-0.0536971829999999|1|0.005685558|-0.108457009|-0.0109928619999999|2|0.805760343|-0.0497097529999999|-0.106187688|0|0.8737310509999999|-0.07633373|-0.080664777|0.378154801|-45.82509318|-48.42513182|-0.029332646|-29.07084703|5.900883275|1.880682804|-1.290636432|-27.50997723|62.16286481|55.65456427|2434.505303|-774.8021092|913.0178976|0.33175528|8.936258446|16.43091298|0.83867925|199.1611925|-465.13355250000006|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|1.0|1.0|1.0|2.55|0.1|23.0|2.0|1.0|6.0|-4.65|27.0|4.0|376.84|1.0|1.0|-4.69|2.26e-05|0.00853|0.00767|3.62|0.0|2.68e-07|-0.0418399999999999|4.4995|4.1982|-1564.761898|-1564.72614|635.55|1063.35|295.32|0.5806|511.28|0.61027|0.6284|-1564.56504|0.2013|-0.17107|1.9569|-0.21291|2.8531|19.0|7.7212
6_a15|0|0|0.0|0.0|0|-0.199979249|1|0.0|-0.513693384|0.011857945|10.95880677|-0.009025163|0|0.003942615|0.153430865|-0.195267558|1|0.691316481|0.0371776429999999|-0.015484797|0|0.859308431|-0.07051817|-0.123000073|0.398681391|-41.14459066|-71.76572566|-0.0307500179999999|-41.87249058|10.03794313|55.65697829|-1.599000943|-24.00625743|88.94853813|58.34873264|2454.904173|-932.9544335|1971.005637|0.4180252789999999|6.110075236|10.02135591|0.640136254|243.9013805|-544.3423775|-95.65807914|1603.08412|592.4420375|17.18281248|1.0|1.0|1.0|0.0|1.0|1.0|4.03|0.23|18.0|2.0|0.0|7.0|-5.66|28.0|5.0|380.44|1.0|1.0|-5.14|2.16e-06|0.000823|0.00278|4.64|0.0|4.3e-06|-0.02419|4.3423|3.7696|-1263.0243449999998|-1263.0072300000002|612.22|1092.02|328.9|0.2616|545.21|0.65191|0.70554|-1262.75978|0.0113|-0.15714|1.3789|-0.18133|1.9421|35.0|7.4559
5_a47|0|0|0.0|0.0|0|0.019688132|2|1.284688504|-0.390426|-0.002627182|10.9367109|0.045246333|0|-0.011237954|0.0083528919999999|-0.019811664|2|0.795032176|0.065981732|0.0743193|1|0.807957755|-0.087763105|-0.1001981959999999|0.526509524|-46.33853208|-52.90420509|-0.038537768|-27.93318665|2.770107005|0.0|-1.502972943|-24.46654029|62.14504725|51.58499074|2368.870941|-793.5630764|1349.003107|0.218428796|5.861037845|11.13432113|0.8997183470000001|115.3294396|-418.9977997|-297.3367046|1015.343288|416.1194472|9.240842159|1.0|1.0|0.0|1.0|1.0|2.0|2.79|0.0|22.0|2.0|0.0|3.0|-5.65|26.0|4.0|365.79|0.0|1.0|-5.5|2.25e-06|0.000824|0.00116|4.7|0.0|7.590000000000001e-07|-0.05535|3.7083|3.7083|-1569.369195|-1569.333281|561.61|951.68|334.35|0.2108|401.16|0.69291|0.69291|-1569.20723|0.2108|-0.15419|2.9121|-0.20954|3.8816|0.02|7.7
6f_a40|0|0|0.0|8.421342866|1|0.134099184|0|0.737582436|-0.8287570679999999|0.075227997|10.30179966|-0.190617284|2|-0.008368734|-0.233222505|0.048543494|0|0.836826225|-0.032826285|-0.268802228|1|0.655786513|-0.134203859|-0.130571562|0.363785804|-86.21963207|-83.88605319|-0.052228625|-53.89282175|6.6032981820000005|40.01876255|-2.350288117|-55.39203581|92.77827871|96.49789556|3021.330686|-1509.948957|3072.581297|0.137191276|6.993991456|11.87042702|0.69723213|88.13890599|-970.0707913999998|-466.1748926|1750.039046|593.503189|8.892225517|1.0|0.0|1.0|0.0|1.0|2.0|2.53|0.21|14.0|1.0|3.0|5.0|-6.95|30.0|5.0|457.55|0.0|0.0|-4.64|1.13e-07|5.18e-05|0.0105|3.09|1.0|0.0967|-0.08982|3.5741|2.57|-2426.972609|-2426.924155|668.95|1139.55|482.43|0.2362|507.64|0.66642|0.69911|-2426.725129|0.0158|-0.1131799999999999|6.2384|-203.0|8.7269|42.0|7.3768
9c_a31|1|0|3.410619646|7.765993078999999|1|0.031715924|0|0.0|-0.6933757159999999|-0.1047269419999999|10.311698300000002|-0.062737615|2|-0.000813398|-0.062065125|-0.138799714|0|0.842823186|-0.000533581|-0.108617754|0|0.6746901059999999|-0.103325018|-0.128097622|0.287455956|-65.84728287|-81.63444414|-0.035867334|-52.02424796|12.30439782|552.8237349999999|-1.7933667130000002|-41.96335759|97.22026028|85.15486955|2592.448925|-1142.882218|2242.189942|0.329283294|8.188627935|15.04941978|0.837843885|209.8466636|-728.3394714|-217.5897278|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|1.0|1.0|2.0|3.09|0.35|16.0|2.0|0.0|8.0|-5.23|28.0|5.0|398.48|0.0|1.0|-4.16|5.85e-06|0.00233|0.0277|3.1|0.0|2.31e-05|-0.03249|3849.0|3849.0|-1618.157698|-1618.115927|691.3|1147.93|322.12|0.2554|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|0.2554|-0.15975|1.3617|-0.19224|2.2323|0.42|6.3768
12an_a36|1|0|3.489959714|7.412764017000001|2|-0.05423417|2|0.0|-0.407702102|-0.131674913|10.33556631|-0.031635802|1|0.003710345|0.170355752|-0.07550872|1|0.8344566859999999|-0.009636347|-0.055405405|0|0.836440154|-0.073519599|-0.105145528|0.270501913|-49.67568778|-71.0446809|-0.036995649|-48.0034364|7.903608682000001|0.0|-1.997765039|-33.56484523|81.70091433|61.37296195|2881.978785|-1349.848937|2399.367452|0.216487385|8.773001855|15.82907093|0.8042935809999999|146.2760938|-912.0652916|-383.1273396|1722.817107|725.9470896|10.65623343|1.0|0.0|1.0|1.0|1.0|2.0|0.0|0.17|17.0|1.0|0.0|6.0|-4.85|31.0|4.0|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|0.0132|3.19|0.0|3.83e-05|-0.05561|5.1771|3.7872|-1670.452238|-1670.417726|718.98|1215.98|327.38|0.6702|571.76|0.44822|0.69094|-1670.182102|0.0644|-0.15474|4.3963|-0.21035|6.2182|0.04|7.3979
12ah_a36|1|0|3.456839001|7.412764017000001|2|-0.050415481|2|0.0|-0.41302559|-0.083956827|10.95983779|-0.050147748|1|0.0010871589999999|0.133939811|-0.103922055|1|0.835013502|0.011674455|-0.0861053359999999|0|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|-49.0084977|-68.45222166|-0.038137281|-44.23111357|7.714903458999999|0.0|-1.906864035|-31.66734951|80.02464883|60.9481085|2786.56479|-1232.13999|2334.380591|0.231093575|8.26712637|15.54445187|0.8802726820000001|149.3235124|-796.1600443|-347.5133554|1602.457659|629.5017194000001|11.57242717|1.0|0.0|0.0|1.0|0.0|2.0|0.0|0.14|17.0|1.0|0.0|5.0|-4.44|30.0|4.0|415.88|1.0|1.0|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|2.77e-05|-0.05637|5.2259|3.7792|-1692.545871|-1692.512868|682.21|1148.39|328.07|0.6729|532.36|0.40051|0.6970000000000001|-1692.3109559999998|0.0485|-0.15434|5.4979|-0.2107099999999999|7.6265|11.0|7.9586
8c_a32|1|1|3.46252244|7.765993078999999|0|0.080016722|0|2.143746338|-0.459589251|-0.026048985|10.31100269|-0.0682721729999999|3|-0.001662219|-0.047650724|-0.0852122769999999|0|0.845443342|-0.024032462|-0.11492754|1|0.801747512|-0.076876481|-0.097480366|0.263222951|-46.47597924|-58.93213925|-0.027548799|-35.6276568|5.935643221|78.19443734|-1.267244762|-28.09723623|74.36515033|56.29419869|2571.62241|-766.1178102000001|3038.837633|0.399315117|7.079719717000001|12.81496717|0.8100952690000001|241.4075262|-463.1595384|-121.7388847|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|1.0|1.0|2.0|2.82|0.26|19.0|1.0|0.0|7.0|-5.82|27.0|4.0|397.52|0.0|1.0|-4.39|1.5e-06|0.000597|0.0164|3.21|0.0|8.86e-06|-0.04161|3.5673|3.5673|-1880.764533|-1880.733377|646.97|1090.0|347.56|0.3272|516.78|0.70135|0.70135|-1880.537558|0.3272|-0.14712|8.4922|-0.18873|10.2656|37.0|7.4318
4R4l_a46|0|0|0.0|7.825245291|1|-0.058870177|1|0.0|-0.255755434|-0.060895366|10.94631401|-0.161358058|1|0.006162668|-0.1012114369999999|0.0071939419999999|1|0.726535412|-0.001318857|-0.229089688|0|0.896653672|-0.090505744|-0.084697739|0.208818132|-49.12015477|-45.96797819|-0.02989332|-24.94818681|2.086777505|0.0|-1.524559305|-26.65896664|49.44228224|52.96512128|2165.83681|-827.4236073|1766.0974600000002|0.121701516|5.669819400000001|10.43942503|0.8412270820000001|66.05102684|-449.0673625|-410.6276419|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|1.0|1.0|1.0|3.24|0.36|17.0|1.0|0.0|3.0|-5.28|26.0|3.0|347.45|1.0|1.0|-5.11|5.25e-06|0.00182|0.0027|4.49|0.0|3.47e-05|-0.0212699999999999|4.6497|4.1152|-1092.75416|-1092.728268|584.44|1038.78|301.29|0.1678|498.78|0.40548|0.67823|-1092.4898449999998|0.0851|-0.17475|2.1973|-0.19602|2.3035|137.0|6.8633
13p_a6|1|0|3.449535594|6.842683282|0|0.024837222|2|1.633493259|-0.634109842|-0.014153926|10.95053423|-0.072853186|1|-0.005708558|0.123575608|-0.068532678|2|0.784414352|-0.059663359|-0.125636943|1|0.7265205579999999|-0.099405155|-0.107371897|0.196002517|-70.52421289|-76.17631587|-0.03767435|-54.04422654|8.708451561|107.5669533|-2.14743793|-50.03427239|89.17529231|82.79893305|3016.078786|-1523.526317|3833.042283|0.23994258|8.760340755|14.91957306|0.703081362|170.2302215|-1080.8845310000002|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|1.0|1.0|3.0|2.34|0.12|27.0|1.0|0.0|7.0|-5.09|34.0|5.0|449.51|0.0|1.0|-4.55|8.11e-06|0.00365|0.0125|2.86|0.0|3.92e-08|-0.0746|4.7973|2.9837|-1463.08132|-1463.0432449999998|752.82|1283.98|415.53|0.4132|573.39|0.47508|0.7056600000000001|-1462.740542|0.0029|-0.12251|9.0546|-0.1971099999999999|12163.0|92.0|7.0362
7_a27|0|0|0.0|6.842683282|0|0.112935885|2|1.280380317|-0.288487667|-0.096754293|10.93773474|-0.056500475|1|0.010596392|-0.220626658|-0.19575909|2|0.801251575|0.147753647|-0.08694032|1|0.85111414|-0.060745542|-0.084531496|0.358145768|-34.09779211|-47.44936449|-0.0300556429999999|-26.6343589|4.757447929|60.73467304|-1.352503929|-19.13983132|55.55559276|42.57323098|2334.058688|-759.1898319000001|1497.873267|0.236435287|6.446345598|12.087978|0.875167537|132.7162621|-426.1497425|-295.8891961|994.2704516|479.0078184|8.106228264|1.0|0.0|1.0|0.0|1.0|0.0|3.41|0.2|21.0|0.0|0.0|3.0|-4.06|26.0|4.0|345.4|1.0|1.0|-4.28|8.66e-05|0.0299|18.0|3.02|0.0|8.4e-05|-0.04887|4.1205|4.1205|-1122.455548|-1122.433757|606.74|1016.96|300.9|0.4179|505.5|0.61278|0.61278|-1122.249324|0.4179|-0.16734|4.2487|-0.2162099999999999|6.3813|1.0|9.0
18b_a30|0|0|0.0|7.412764017000001|2|0.036563014|2|0.0|-0.375139476|0.016709918|10.31163838|-0.051413084|1|0.0036417359999999|-0.072825879|-0.049287858|1|0.822401103|0.022695194|-0.089945913|0|0.869340364|-0.078751666|-0.09536285|0.413791511|-52.09100293|-63.07862164|-0.036237883|-41.72392601|8.698138813|0.0|-1.811894154|-34.45606603|75.30642440000001|65.24093056|2915.383182|-1198.493811|3057.267112|0.240284312|7.513189589|13.0644231|0.7388650920000001|158.9382363|-792.7545943|-343.5825913|1577.555697|666.0036144999999|12.22780277|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.13|17.0|2.0|0.0|5.0|-5.49|31.0|5.0|423.49|0.0|0.0|-4.8|3.23e-06|0.00137|0.0066599999999999|3.59|0.0|8.47e-05|-0.06142|3.5256|3.5256|-1668.034279|-1667.995173|697.37|1178.08|351.66|0.3576|563.55|0.67715|0.67715|-1667.788575|0.3576|-0.14385|4.8198|-0.2052699999999999|6.5037|25.0|7.6003
3a_a49|0|0|0.0|7.535296702|1|-0.05210989|2|1.819785|-0.337858497|-0.060613765|10.92976559|0.00497674|1|0.000521532|-0.074886415|0.002357097|2|0.8145214209999999|0.012813604|0.008391259|1|0.72890527|-0.094437035|-0.088484274|0.526915193|-55.30832478|-51.82200998|-0.030698626|-30.35026007|5.558553447|59.40691577|-1.504232653|-32.39206742|64.2037853|64.79936082|2599.121578|-880.9741697000001|1793.526571|0.310225187|6.566343333|12.49907878|0.903506738|181.6875706|-515.9544212000001|-222.2883651|1277.19098|578.2841135|12.38177532|0.0|1.0|0.0|1.0|1.0|2.0|2.11|0.18|21.0|1.0|0.0|5.0|-3.06|29.0|5.0|384.43|0.0|1.0|-3.3|0.000878|0.3379999999999999|193.0|1.38|0.0|2.51e-05|-0.05732|5.1647|3874.0|-1254.012043|-1253.973708|635.89|1082.21|320.04|0.3467|449.68|0.53794|0.66614|-1253.756918|0.0793|-0.15978|3801.0|-0.2171|4.2593|64.0|7.1938
