molecula|NaaNH|n9FaHRing|SaaNH|SRW09|nAHRing|MATS2c|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|BIC2|MATS8s|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Leadlikeness|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
2_a33|1|1|3.396444161|7.765993078999999|0|0.047294725|0|2.112255684|-0.476784502|0.070526947|10.31100266|-0.05997501|3|-0.000810928|-0.0881938509999999|-0.083752249|0|0.833090592|-0.0212158239999999|-0.096644295|1|0.8195154109999999|-0.0804186|-0.104047115|0.411881091|-49.13901703|-63.57699532|-0.031851158|-38.84811555|6.889294995|44.34034244|-1.56070672|-30.02592687|75.44970552|60.41371259|2632.195388|-953.6549298|3245.244678|0.297402265|6.152818143999999|11.60906093|0.8867875909999999|181.7248125|-582.7217333|-247.5908207|1357.327077|618.9134881|11.8727102|1.0|0.0|1.0|1.0|1.0|2.0|3.51|0.3|19.0|2.0|0.0|7.0|-6.35|28.0|4.0|411.54|0.0|1.0|-4.78|4.44e-07|0.000183|0.0069|3.72|0.0|8.78e-06|-0.04967|3.6281|3.6281|-1920.079174|-1920.049452|655.74|1128.98|341.74|0.2911|525.38|0.70205|0.70205|-1919.830424|0.2911|-0.15012|4.2519|-0.19979|5539.0|6.0|8.2596
12r_a30|0|0|0.0|7.412764017000001|2|-0.015167821|2|0.0|-0.400352091|-0.0682882559999999|10.31162892|-0.0646674999999999|1|-0.001131023|-0.247439715|-0.0546637159999999|1|0.83236194|-0.007140234|-0.105767484|0|0.72072745|-0.090229387|-0.109990462|0.451652492|-58.32042638|-71.0931422|-0.040404659|-45.9515743|7.995393191000001|0.0|-1.979828309|-37.69583567|82.06195604|70.6903535|2976.944611|-1279.67656|2433.580273|0.209934663|7.467190577999999|13.94386247|0.867350555|135.6928105|-827.1283373|-374.9717191|1619.709789|616.2856203|10.96881384|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|2.0|0.0|5.0|-5.49|31.0|6.0|434.46|0.0|0.0|-5.17|3.24e-06|0.00141|0.00291|4.07|0.0|3e-05|-0.05244|5067.0|3.5111|-1774.236548|-1774.2026670000002|679.64|1141.54|353.12|0.1908|516.03|0.32409|0.68476|-1774.009422|0.1522|-0.14894|5.2021|-0.20138|6.5511|29.0|7.5317
27_a47|0|1|0.0|6.842683282|1|-0.160399235|3|1.807806182|-0.207000956|0.0427469459999999|10.95005714|0.013336016|1|0.002350172|-0.137440913|-0.077485193|2|0.804224077|0.0436226579999999|0.023325573|1|0.846469886|-0.0630454209999999|-0.079484997|0.337815064|-40.35526807|-50.87821306|-0.028494622|-32.56705871|6.762956126000001|3.180329084|-1.510214943|-25.8313393|63.02085767|50.9207639|2804.020752|-966.6860481|2181.236691|0.299267237|7.083168776|13.50334344|0.906398657|191.5604557|-618.7741154|-256.9774086|1379.535965|682.9868225|12.14264461|1.0|1.0|0.0|1.0|1.0|2.0|3.52|0.26|21.0|2.0|0.0|5.0|-4.81|31.0|5.0|436.91|0.0|1.0|-5.05|1.5399999999999998e-05|0.00674|0.0038799999999999|3.7|0.0|6.55e-07|-0.05814|4.9358|3.8125|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|517.82|0.40976|0.69381|-1777.830739|0.1839|-0.1578|4.0365|-0.21594|5.2214|2512.0|5.6
4e_a49|0|0|0.0|7.535296702|1|-0.076526919|2|1.713107022|-0.3631108529999999|-0.053787795|10.92777282|0.018857363|1|0.000660956|-0.130491035|-0.037142108|2|0.803344301|0.0063958109999999|0.032396301|1|0.757062331|-0.09422276|-0.087866673|0.433385455|-57.79309816|-53.89448633|-0.029288891|-33.05708028|6.449206277999999|60.11195021|-1.493733437|-35.44835874|68.38360061|68.30753733|2675.626006|-916.2062675|1647.641653|0.349671525|7.934910277|15.01788083|0.892633982|214.47685|-561.9703647000001|-184.4129453|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|1.0|1.0|2.0|2.89|0.22|21.0|1.0|0.0|6.0|-3.28|30.0|5.0|399.45|0.0|1.0|-3.52|0.000528|211.0|122.0|1.71|0.0|1.74e-05|-0.06461|5.7301|3.7876|-1313.199448|-1313.158118|660.22|1128.64|327.34|0.2273|504.63|0.4078199999999999|0.68043|-1312.924353|0.0789|-0.1585099999999999|3.9718|-0.2231199999999999|4.8707|34.0|7.4685
8g_a8|1|0|3.073183107|7.535296702|1|-0.000475415|0|0.0|-0.731356723|-0.025002199|10.94318883|-0.03728368|1|-0.007047583|0.001970629|0.0794962979999999|0|0.734188081|0.121495775|-0.0571942009999999|0|0.533935495|-0.136742629|-0.129695841|0.298992226|-83.78686741|-79.46906035|-0.052430233|-48.6934008|11.68315869|67.54104396|-2.464220973|-51.33906829|90.27531534|102.8541256|2889.141422|-1509.912147|2148.49832|0.166939179|7.440878437999999|14.28792131|0.920192814|102.2893227|-925.1746152|-408.1554248|1812.487286|551.1746801|10.80625499|0.0|0.0|1.0|1.0|0.0|2.0|2.96|0.04|23.0|2.0|0.0|4.0|-5.3|31.0|5.0|417.39|0.0|0.0|-4.94|5.01e-06|0.00209|0.00483|3.53|0.0|1.67e-05|-0.05849|3.7495|3.7495|-1450.9549470000002|-1450.913472|635.27|1083.78|330.67|0.3904|489.97|0.69221|0.69221|-1450.728709|0.3904|-0.15542|6.0697|-0.21391|7.5762|4.2|5.3768
4p_a46|0|0|0.0|7.825245291|1|-0.060700883|0|0.0|-0.233901882|-0.205494852|10.93681929|-0.120823841|1|0.004453195|-0.251219946|0.066453878|0|0.747019097|-0.078703563|-0.1623103719999999|0|0.905966489|-0.0997229069999999|-0.083274013|0.3352802039999999|-56.55658053|-47.22779946|-0.029978645|-26.78464688|2.379548177|0.0|-1.498932241|-32.07534663|51.05047787|60.7522985|2257.769185|-850.1003902999998|2219.4587530000003|0.12579435|5.828038618|10.10955243|0.734640605|71.34266847|-482.1236438|-424.4519674|972.4260993|585.8536976|3.822678404|1.0|0.0|1.0|1.0|0.0|1.0|3.2|0.3|17.0|2.0|0.0|2.0|-5.8|27.0|3.0|357.45|1.0|1.0|-5.4|1.59e-06|0.000567|0.00144|4.77|0.0|3.2e-05|-0.0393|5.4796|3.9958|-1129.65844|-1129.618646|598.19|1058.54|310.28|0.2363|537.47|0.43709|0.70138|-1129.3914619999998|0.0763|-0.16819|3.6961|-0.20749|5.3996|341.0|6.4672
4j_a46|0|0|0.0|7.825245291|1|-0.175292207|1|0.0|-0.130235627|-0.1051618459999999|10.94638774|-0.176133068|1|0.011684396|-0.078783783|-0.0589746909999999|1|0.7298040140000001|-0.061823242|-0.258222236|0|0.949893337|-0.05924408|-0.074417476|0.295221643|-34.99059698|-43.95227197|-0.024805825|-25.95898597|5.205103062|71.98911503|-1.339514565|-20.66606288|50.26191521|43.80358011|2260.870095|-791.1408955|2563.282153|0.223067683|6.274010655|10.49957018|0.673502127|131.7477027|-467.2617475|-327.122208|1018.288052|642.1335502000001|6.30964324|0.0|1.0|1.0|1.0|1.0|0.0|3.9|0.39|17.0|2.0|0.0|4.0|-5.38|27.0|3.0|361.48|1.0|1.0|-5.31|4.16e-06|0.0015|0.00176|4.81|0.0|7.33e-06|-0.01684|5.3949|4.4093|-1132.043677|-1132.018764|646.67|1112.13|281.19|0.2783|572.31|0.37853|0.69413|-1131.761156|0.1418|-0.18387|2.9043|-0.20071|3.8105|805.0|6.0942
18_a34|0|0|0.0|7.423568444|1|-0.063113846|1|0.0|-0.677741618|-0.141332289|10.9595763|-0.136990511|1|0.002183342|-0.155197864|-0.3102088839999999|1|0.805756513|0.0468829359999999|-0.224951558|0|0.68981472|-0.090328365|-0.129784908|0.295523326|-49.86847383|-71.65163761|-0.0422555509999999|-39.55742812|12.44948722|54.26737825|-1.816988713|-27.53138148|86.77082535|72.41862911|2424.18137|-1003.122927|1774.550004|0.304150055|6.282442545|11.23989749|0.789096743|167.9151283|-553.8039936|-216.2496321|1441.579371|428.6241319|15.11918774|1.0|1.0|1.0|0.0|1.0|0.0|3.61|0.21|17.0|1.0|0.0|5.0|-4.32|26.0|6.0|351.36|1.0|1.0|-4.11|4.77e-05|0.0167|0.0275|3.07|0.0|0.000781|-0.03925|4.4335|4.1234|-1199.288654|-1199.259634|592.04|991.93|300.68|0.3525|483.87|0.56101|0.60488|-1199.101028|0.0303|-0.17549|5.0935|-0.21474|6.7806|2.43|5.6144
47r_a18|0|0|0.0|7.03438793|1|0.029358241|0|0.0|-0.40455848|-0.02952923|10.35082951|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.233665901|0|0.7698681909999999|0.017110504|-0.048143486|0|0.769578222|-0.083915825|-0.087091542|0.26560995|-62.75220741|-65.12700692|-0.031669652|-48.70193962|8.669825595|60.66168882|-2.090197013|-46.92606587|81.99788849|74.34599189|3389.050097|-1563.048166|1504.28892|0.311925149|9.819988422|19.40516312|0.976088187|233.2574532|-1168.846551|-281.2845386|2271.625192|1005.982493|16.87088158|1.0|1.0|1.0|1.0|1.0|2.0|0.0|0.22|18.0|3.0|1.0|9.0|-6.65|36.0|4.0|504.6|0.0|0.0|-5.64|2.26e-07|0.0001139999999999|0.00117|4.59|0.0|1.76e-05|-0.0522799999999999|3.1705|3.1705|-1964.841529|-1964.813473|790.57|1387.23|391.06|0.6007|729.75|0.69545|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|3.2001|231.0|6.6364
47t_a18|0|0|0.0|7.03438793|1|0.1115820769999999|0|0.0|-0.756664598|-0.011641394|10.94702032|-0.04785474|0|-0.004985656|0.027313444|-0.068787175|0|0.750103977|0.005590928|-0.074774521|0|0.67203319|-0.119202068|-0.103295568|0.240001773|-79.78154029|-69.13537385|-0.040580402|-46.27207168|6.301435212|78.43695402|-2.272502492|-53.39751484|80.00407742|89.19655162|2872.533415|-1520.978225|1326.524873|0.195468477|8.780037801|17.48280476|0.991199259|130.8263901|-1017.985577|-407.6438346000001|1890.514146|747.6927426|10.86870356|0.0|0.0|0.0|1.0|0.0|3.0|0.0|0.15|18.0|2.0|1.0|7.0|-5.58|33.0|4.0|441.48|0.0|0.0|-4.77|2.65e-06|0.00117|0.0075299999999999|3.57|0.0|1.36e-05|-0.06822|3.1164|3.1164|-1470.873743|-1470.836067|703.76|1218.95|397.84|0.5502|601.36|0.6895100000000001|0.6895100000000001|-1470.528808|0.5502|-0.12692|7.7656|-0.19514|9.6938|782.0|6.1068
12i _a30|0|0|0.0|7.412764017000001|2|0.04580336|2|0.0|-0.366470081|0.0109710489999999|10.31162888|-0.072247675|1|0.003603419|-0.172434349|-0.051371057|1|0.831176513|-0.029080032|-0.1240820219999999|0|0.8434291340000001|-0.076575246|-0.096489393|0.356921662|-50.00086637|-63.00408424|-0.037414255|-41.13938837|6.740110893|0.0|-1.833298476|-32.64875738|72.59006433|60.32320054|2860.704198|-1197.077601|2280.31966|0.193700903|8.097008872|15.56818082|0.92270764|126.4796844|-781.648379|-400.0044646|1484.657003|652.8825454|9.585980094|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|2.0|0.0|5.0|-5.93|30.0|4.0|432.93|0.0|1.0|-5.44|1.19e-06|0.0005139999999999|0.00156|4.49|0.0|2.61e-05|-0.05465|5.0358|3.5242|-2035.373964|-2035.339603|691.59|1167.27|351.81|0.2384|542.74|0.43157|0.68497|-2035.141693|0.1577|-0.14945|2.5397|-0.2041|3.0033|16.0|7.8013
3_a4|0|0|0.0|7.535296702|1|-0.241609351|2|2.180369373|-0.0502208409999999|-0.010537082|10.92992985|0.050638298|1|0.011276682|-0.129930078|-0.048796855|2|0.773786787|-0.0862461019999999|0.0904255319999999|1|0.919804716|-0.052578183|-0.06572153|0.462670692|-25.5405205|-31.92506825|-0.024645574|-15.5080075|2.493716402|40.30885999|-0.985822953|-12.40663231|39.38579676|30.67413075|2159.04913|-478.8760237|1602.411021|0.280312336|4.832514477|8.486341272999999|0.7560922609999999|136.1652785|-232.6201124|-213.4321476|665.3942366|409.0289917|7.460728516|1.0|1.0|0.0|1.0|1.0|0.0|2.86|0.15|21.0|0.0|0.0|2.0|-3.7|24.0|3.0|312.37|1.0|1.0|-4.26|0.000198|0.0617|0.0173|3.12|0.0|2.03e-05|-0.04964|4.9088|4.0639|-990.6395508|-990.6149055|535.44|905.23|305.09|0.1415|350.36|0.58445|0.58615|-990.467184|0.0871|-0.17005|2681.0|-0.21969|3205.0|104.0|6983.0
10_a1|1|0|3.261363142|6.86171134|0|0.0883621719999999|1|0.0|-0.621976404|-0.020225596|10.94957578|0.010430299|1|-0.0106277489999999|0.107434253|-0.019835038|1|0.7227844929999999|-0.0369911079999999|0.017498337|0|0.669963758|-0.116648443|-0.10949971|0.126889306|-65.97424138|-61.93104798|-0.045402319|-35.02707638|4.718623023|64.49041745|-1.861495069|-37.31383317|70.6564636|74.31719486|2432.447088|-1052.827816|1768.2330920000002|0.165903744|7.376231317999999|13.65143394|0.850732895|93.83214542|-595.4602985|-377.9175542|1262.237791|433.2550452|8.725415617000001|1.0|1.0|0.0|1.0|0.0|2.0|2.18|0.0|23.0|2.0|0.0|4.0|-4.98|27.0|5.0|359.35|0.0|1.0|-4.73|1.04e-05|0.00372|0.00673|3.64|0.0|3.42e-06|-0.06802|3.4067|3.4067|-1223.159954|-1223.125689|585.51|979.35|363.94|0.6754|464.77|0.70345|0.70345|-1222.969096|0.6754|-0.13576|5.3861|-0.20378|7807.0|1.5|5.8239
12w_a30|0|0|0.0|7.412764017000001|2|0.063514061|2|0.0|-0.372029919|0.028815747|10.31162873|-0.04950715|1|0.001805829|-0.173643543|-0.0493878409999999|1|0.83236194|-0.032835151|-0.080971844|0|0.8522163970000001|-0.076611264|-0.096032733|0.4274948739999999|-52.53307388|-65.85056003|-0.037237182|-45.15435649|7.262777048999999|0.0|-1.824621925|-36.02242934|75.77366969|63.12469722|2999.810425|-1251.160641|2783.769563|0.192202301|8.063690539|14.70077638|0.8230829059999999|131.7949495|-857.9327732|-422.1196298|1548.85393|685.6665849999999|9.923109661|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|2.0|0.0|5.0|-6.58|31.0|4.0|467.37|0.0|1.0|-6.04|2.64e-07|0.000123|0.0004269999999999|5.12|0.0|7.39e-06|-0.05682|5.0632|3.5585|-2494.966575|-2494.932002|716.83|1211.28|348.42|0.2639|577.06|0.31353|0.68423|-2494.743475|0.1614|-0.15073|2.4229|-0.20755|3.0068|15.0|7821.0
4S4l_a46|0|0|0.0|7.825245291|1|-0.058870177|1|0.0|-0.255755434|-0.060895366|10.94631401|-0.161358058|1|0.006162668|-0.1012114369999999|0.0071939419999999|1|0.726535412|-0.001318857|-0.229089688|0|0.894782107|-0.090807851|-0.084663086|0.213675946|-49.45536962|-46.10883478|-0.029881089|-25.11158939|2.117940478|0.0|-1.523935543|-26.93416438|49.6055056|53.34424204|2166.052483|-829.959026|1744.8220399999998|0.1220608659999999|5.668394116|10.68377935|0.884798257|66.47624804|-452.0086091|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|1.0|1.0|1.0|3.19|0.36|17.0|1.0|0.0|3.0|-5.28|26.0|3.0|347.45|1.0|1.0|-5.11|5.25e-06|0.00182|0.0027|4.49|0.0|3.47e-05|-0.02015|5.2929|4.1414|-1092.753999|-1092.727031|583.76|1040.96|299.38|0.2586|500.66|0.57885|0.6763600000000001|-1092.489558|0.0614|-0.17632|2.5083|-0.19647|2.8473|261.0|6.5834
36_a18|0|0|0.0|7.03438793|2|0.050448408|1|0.0|-0.442092758|-0.0077246719999999|10.94702093|0.003321395|0|0.000825855|-0.079553246|-0.079721028|0|0.741135729|-0.010091893|0.0059061|0|0.804293867|-0.07777765|-0.079805761|0.3847791889999999|-55.38202488|-56.82615305|-0.031922305|-40.46339026|4.786442152|83.34177364|-2.074949798|-39.43509046|65.59412783|62.10402945|2979.013751|-1477.479979|1547.485543|0.187943933|9.560644525|18.21710397|0.905426346|133.8265619|-1052.048147|-444.4026478999999|1819.430996|975.4099618|8.767974776|1.0|1.0|0.0|1.0|1.0|3.0|0.0|0.28|18.0|2.0|1.0|7.0|-5.68|35.0|3.0|466.57|0.0|1.0|-5.28|2.09e-06|0.000975|0.00242|4.18|0.0|3.210000000000001e-07|-0.04991|3.1908|3.1908|-1493.686737|-1493.661092|769.73|1350.57|388.57|0.4674|636.33|0.69372|0.69372|-1493.266344|0.4674|-0.13133|1.9944|-0.18124|2.7547|32.0|7.4949
47n_a18|0|0|0.0|7.03438793|1|0.0487694459999999|0|0.0|-0.609196374|-0.003276575|10.94702025|-0.048404296|0|0.001705837|0.026244774|-0.172015161|0|0.696612213|-0.09714337|-0.083719099|0|0.792429396|-0.079299822|-0.091185806|0.288989992|-65.43887366|-75.24728669|-0.031974244|-62.09468789|7.228646444|47.476904100000006|-2.4620167580000003|-54.00070374|86.44740177|74.19865731|3349.802294|-2031.676741|2052.393389|0.216078071|10.43689152|20.17045476|0.932611327|178.30942439999998|-1676.556573|-468.58948260000005|2591.682495|1306.125688|11.20011508|1.0|1.0|0.0|1.0|1.0|3.0|0.0|0.31|18.0|3.0|1.0|13.0|-6.02|40.0|4.0|539.67|0.0|0.0|-5.24|9.48e-07|0.000511|0.00308|4.1|0.0|9.44e-08|-0.0525299999999999|3.2028|3.2028|-1743.3283440000002|-1743.299948|879.92|1565.37|387.11|0.5056|799.02|0.6914600000000001|0.6914600000000001|-1740.5852670000002|0.5056|-0.13138|2.4754|-0.18391|3.3568|64.0|7.1938
9_a47|0|0|0.0|0.0|0|0.00410268|2|1.323246814|-0.382556052|0.022031244|10.93671087|0.045804989|0|-0.007880155|-0.091848897|-0.021556658|2|0.792070785|0.046690958|0.075092937|1|0.805149969|-0.084368438|-0.0969292319999999|0.492394184|-44.13640712|-50.70744657|-0.036925422|-26.52703503|2.611122094|0.0|-1.550867715|-23.08946904|58.96976407|49.12766732|2292.652212|-811.319145|1333.091472|0.209348023|5.653392499|10.93281031|0.93384951|109.5180831|-424.4325604|-304.1026787|1026.1394|442.7664664|8.262317504|1.0|1.0|0.0|1.0|1.0|2.0|2.78|0.05|22.0|1.0|0.0|3.0|-5.37|26.0|4.0|345.37|0.0|1.0|-5.2|4.29e-06|0.00148|0.00218|4.43|0.0|1.17e-06|-0.05037|5.7429|3.7183|-1149.090086|-1149.055456|566.1|959.59|333.44|0.2294|406.35|0.3885099999999999|0.69084|-1148.896866|0.2208|-0.1545099999999999|2.2966|-0.20488|3.4815|25.0|7.6
6g_a40|0|0|0.0|8.421342866|1|0.102683335|0|0.607999575|-1.09669629|0.07194868|10.30179936|-0.251161616|2|-0.018182514|-0.221674172|0.0312035079999999|0|0.832499949|0.075283207|-0.340429901|1|0.605346707|-0.164941808|-0.156296046|0.400587529|-107.2113398|-101.5916383|-0.059045173|-66.03405036|7.499640603|47.36081569|-2.657032782|-69.68682788|114.7475987|118.7493383|3142.74733|-1727.0578510000005|3198.69909|0.175795811|6.95079805|12.10032156|0.740853565|114.2663866|-1122.578856|-421.4621621|2095.424743|590.1686672000001|13.1559604|0.0|0.0|1.0|0.0|1.0|3.0|2.28|0.21|14.0|1.0|2.0|5.0|-7.22|31.0|7.0|474.53|0.0|0.0|-4.71|6.049999999999999e-08|2.87e-05|0.00917|3.06|1.0|0.6459999999999999|-0.08622|3.3197|2.8135|-2522.023752|-2521.990118|669.8|1144.59|440.68|0.4971|514.77|0.58454|0.5794199999999999|-2521.8114530000003|0.1307|-0.11857|6.7231|-0.20479|8.9454|47.0|7.3279
12l_a30|0|0|0.0|7.412764017000001|2|0.157020295|2|0.0|-0.876151158|0.154540315|10.31162828|-0.02588969|1|-0.004395528|-0.300262845|-0.077457998|1|0.830875659|-0.045411075|-0.0395239879999999|0|0.834279405|-0.0905026719999999|-0.109810463|0.37422435|-63.31694493|-76.82494797|-0.045581702|-53.74781658|7.548024079|1.697908189|-2.415830189|-44.29742723|88.64610824|74.10578426|3306.001879|-1690.148855|2394.793539|0.178184921|9.258542907|17.23248653|0.861252543|124.6606826|-1182.451965|-450.2927313999999|2056.604824|696.6414817000001|11.82116027|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.17|17.0|2.0|0.0|7.0|-6.7|34.0|8.0|482.48|0.0|0.0|-5.92|1.99e-07|9.63e-05|0.000579|5.05|0.0|3.19e-05|-0.0545299999999999|5.0454|3.5245|-1988.033039|-1987.998976|729.17|1223.54|351.78|0.2294|574.72|0.39486|0.68488|-1987.782294|0.1574|-0.14944|2.5031|-0.20397|2.9851|61.0|7.2154
14w_a23|0|1|0.0|7.423568444|0|0.013971812|2|0.6813799420000001|-0.330575965|-0.042151195|10.31321817|-0.031435038|2|0.003906274|0.126238077|-0.073958723|2|0.802520527|0.059273664|-0.049318182|1|0.7880718659999999|-0.070714528|-0.088508061|0.228641034|-46.76570273|-58.53311596|-0.035779855|-38.70975831|9.814393755|90.15900589|-1.681653166|-30.92760432|72.23920014|61.60607046|3071.908367|-1112.129203|2283.383402|0.256548212|7.833745658|15.58053709|0.988900044|169.6632599|-735.4854078|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|0.0|1.0|1.0|0.0|1.0|3.35|0.05|26.0|2.0|1.0|5.0|-5.68|32.0|6.0|447.46|0.0|0.0|-5.27|2.09e-06|0.0009369999999999|0.00242|3.78|0.0|5.23e-06|-0.0798|3.6632|3.6632|-1828.385903|-1828.363862|676.92|1150.31|338.46|0.3855|535.54|0.6219399999999999|0.6219399999999999|-1828.161957|0.3855|-0.14844|7.0157|-0.22824|9.8981|2.0|8.6737
20_a4|0|0|0.0|7.535296702|1|-0.203359312|1|0.0|-0.124135414|-0.1473674569999999|10.9459449|-0.059498265|1|0.012025268|-0.098992154|-0.064248765|1|0.7797803109999999|0.246357638|-0.105783279|0|0.918147288|-0.060595472|-0.072188305|0.210083785|-29.16642156|-34.74640079|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|-1.010636274|-14.03867522|46.45917085|40.20507689|1982.961908|-486.4496111|1379.418733|0.356414753|5.543543957000001|9.58599918|0.729218575|171.5531319|-234.1428169|-138.2237887|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|1.0|1.0|1.0|0.0|3.06|0.11|17.0|0.0|0.0|3.0|-3.46|22.0|3.0|289.33|1.0|1.0|-3.87|0.000346|0.1|0.0388|2.96|0.0|0.000806|-0.03048|5.1778|4.0419|-934.2489802|-934.2266312|517.72|861.05|306.74|0.2364|402.27|0.5152|0.66028|-934.103809|0.1415|-0.16699|4.0681|-0.19747|5.5779|646.0|6.1898
19d_a38|1|0|3.314284769|7.412764017000001|2|0.013465335|2|0.0|-0.6999264340000001|-0.0555594909999999|10.95446448|-0.024688524|1|-0.00835812|0.041924146|-0.060668296|1|0.853092207|0.111104525|-0.039361255|0|0.63167949|-0.116424545|-0.1248815919999999|0.3509455999999999|-74.84120843|-80.2776536|-0.04393982|-51.60489663|9.98319831|115.6739235|-2.372750256|-48.11018574|94.84426896|90.37127996|3055.168373|-1525.275418|2995.494247|0.250518301|7.056031803|13.52121974|0.916264002|161.0407189|-980.493036|-320.7487188|2035.106956|686.8472757999999|14.56661536|0.0|0.0|0.0|1.0|0.0|4.0|2.38|0.13|17.0|1.0|0.0|6.0|-3.87|33.0|5.0|444.46|0.0|0.0|-3.62|0.000134|0.0594|107.0|1.65|0.0|0.000175|-0.05091|5.3771|3.6586|-1500.898316|-1500.850957|679.08|1171.77|338.89|0.3167|517.77|0.3356699999999999|0.6957800000000001|-1500.621723|0.0699|-0.15054|7.9959|-0.20145|10.6621|11.0|7.9586
12u_a36|1|0|3.508898495|7.412764017000001|2|-0.054501792|2|0.0|-0.407105926|-0.063855309|10.95266014|-0.010669561|1|0.005035022|0.055588998|-0.099596099|1|0.8101678720000001|0.080270195|-0.018047007|0|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|-50.53295452|-67.50289394|-0.03452119|-46.98143813|8.544435884|5.944854912|-2.036750221|-35.17050511|78.06218646|62.80959338|2831.106839|-1417.5607730000002|2455.7556010000003|0.22061252|7.65672775|14.90088936|0.946117173|153.5444314|-986.6102007|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|0.0|1.0|1.0|1.0|2.0|0.0|0.24|17.0|2.0|0.0|6.0|-4.95|32.0|4.0|423.51|1.0|1.0|-4.86|1.13e-05|0.0047799999999999|0.00589|3.8|0.0|1.7800000000000002e-05|-53.0|3.8847|3675.0|-1350.8981130000002|-1350.865506|739.12|1254.5|337.37|0.4267|590.18|0.69258|0.70272|-1350.575382|0.0176|-0.15109|5.8702|-0.20409|7.8877|16.0|7.7959
17g_a50|0|1|0.0|7.934155233999999|2|-0.185924266|2|2.236579664|-0.13328325|-0.022378911|10.94501702|-0.1155555559999999|2|0.01245647|-0.090386911|-0.200725906|1|0.738521694|-0.10642733|-0.2126789369999999|1|0.920663175|-0.048170917|-0.0706879109999999|0.442201795|-32.14758511|-47.17463902|-0.025918901|-31.48270383|6.48022912|85.51402581|-1.555134042|-21.45417373|56.28102287|41.85775712|2821.3922|-1037.842058|1975.996014|0.250051612|8.130878433|15.28352231|0.879688945|166.8756987|-692.6194843|-333.6136209|1383.884645|829.3813984|9.106383854|0.0|1.0|1.0|1.0|1.0|0.0|3.66|0.35|20.0|2.0|0.0|6.0|-4.46|32.0|4.0|424.54|1.0|0.0|-4.86|3.4899999999999995e-05|0.0148|0.0059|3.68|0.0|4.6500000000000005e-05|-0.0323|4.0458|4.0458|-1335.976491|-1335.946919|725.92|1259.05|306.45|0.1795|559.45|0.6623600000000001|0.6623600000000001|-1335.631756|0.1795|-0.16699|7.0584|-0.19929|9.1706|246.0|6.6091
