molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|BCUTi-1|AATSC1pe|AATSC7i|MATS1i|BIC2|MATS8d|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RNCS|RPSA|WNSA5|FNSA1|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
16d_a32|0.0|1|1|3.311658163|0.0|0|0.0|0.170838661|-0.017249763|5.733341277|-0.087123461|0.0421759259999999|2.07416189|10.31100273|-0.005427254|0.021406827|-0.128753933|0.8575664540000001|-0.0847953219999999|1|-0.091212351|0.41654798|0.032003415|-53.23914436|-67.07571683|115.2070109|0.244506926|-39.15098916|0.615749698|-1.493933474|86.50964771|71.91900971|0.4429631189999999|2588.214866|-871.9843187999999|-12.41372827|0.384250302|11.16880283|0.79521327|5768.495166|224.2805611|-508.962859|34.53986301|0.0332953229999999|457.7130665|19.43393087|1.0|1.0|1.0|2.0|3.01|0.18|-6.59|5.26|149.27|0.65|1.0|0.0|102.33|1.0|6.0|-5.65|5.0|385.46|1.0|3.12|-4.18|2.22e-06|0.000856|2.86|0.0|0.0|2.55e-07|-0.05068|3.6271|3.6271|621.59|0.2915|0.70217|-1877.185022|-1877.241687|3.8853|8.1135|8.1135
8m_a46|0.0|0|0|0.0|0.2148468989999999|1|2.126524943|-0.044830187|-0.00517896|5.533389489|-0.085284636|0.047345679|0.0|10.94650201|0.005865049|-0.206020062|0.010184776|0.7699708959999999|-0.090247845|0|-0.0911455|0.280198209|0.007059399|-48.32436573|-45.17474201|166.8508795|0.123789645|-23.9511632|0.8854896870000001|-1.448483903|48.72163155|52.0671834|0.425802465|2045.330306|-767.9706141|-9.04821721|0.114510313|9.899611044|0.7415609409999999|4439.758321|60.71213839999999|-407.1697745|19.27296714|0.006689855|463.1469765|3.546889545|0.0|1.0|1.0|1.0|2.92|0.3|-6.46|4.16|50.94|2.62|1.0|0.0|96.16|0.0|2.0|-4.48|3.0|319.4|0.0|3.53|-4.56|3.3e-05|0.0105|3.72|0.0|0.0|3.5e-07|-0.01818|5.3062|4.2881|570.72|0.3905|0.6997800000000001|-1013.91158|-1013.962913|3.1675|6.6402|6.6402
8a_a50|0.0|1|1|3.139870661|0.0|1|2.03117465|-0.0737162059999999|-0.00439531|5.777652323|-0.021959577|0.03904321|1.99158738|10.94501357|0.007801731|-0.038971589|-0.065546446|0.804535572|-0.095292123|1|-0.069208148|0.278028663|0.018809422|-34.88425666|-41.48493288|133.8183888|0.139123262|-20.91041439|0.751415713|-1.234552044|50.06249379|44.36511568|0.46183401|2206.356773|-622.2739931|-8.042467074|0.248584287|10.69309012|0.858162757|4638.284496|125.2985144|-313.6562159|21.23424244|0.017017336|388.171611|8.577560914|1.0|1.0|1.0|1.0|2.01|0.11|-6.32|3.63|59.39|2.02|0.0|0.0|94.75|0.0|2.0|-3.86|3.0|313.36|0.0|2.87|-4.13|0.000138|0.0433|2.95|0.0|0.0|4.82e-07|-0.0280699999999999|5.622000000000001|4.1738|548.47|0.18|0.60625|-1006.508913|-1006.557694|5.5319|7.3279|7.3279
10_a32|0.0|1|1|3.294952523|0.0|0|0.0|0.153272514|-0.016404762|5.733341277|-0.087497559|0.03995614|2.067772926|10.31100271|-0.00369116|-0.03673326|-0.1260956869999999|0.8607827790000001|-0.079818594|1|-0.088310158|0.266552538|0.02575778|-54.55170955|-75.59866726|57.97512956|0.237716043|-46.69945835|0.6946347429999999|-1.7133436169999998|91.10767604|70.46302679|0.449853016|2649.882742|-1058.381342|-14.85891856|0.305365257|12.86809583|0.81769605|5842.926058|188.6328503|-653.7924168|34.62844557|0.025106509|513.9156315|15.50900878|1.0|1.0|1.0|2.0|3.12|0.22|-6.99|5.64|149.27|0.88|1.0|0.0|107.14|1.0|7.0|-6.04|5.0|399.49|1.0|3.42|-4.41|9.17e-07|0.000366|3.23|0.0|0.0|1.0300000000000001e-07|-0.05434|3.6441|3.6441|654.7|0.2983|0.70228|-1916.460049|-1916.519894|3.2297|8.1427|8.1427
9_a10|0.0|0|0|0.0|0.0|1|1.998759814|-0.096384071|-0.004530817|5.4161004020000005|-0.032199235|0.03590535|1.754798254|10.92721632|0.007847998|-0.079150788|-0.1475423119999999|0.791322552|-0.169389445|1|-0.057690053|0.6816795959999999|0.013842683|-40.90513782|-59.80726117|86.66800495|0.130554786|-42.40634438|0.73129178|-1.686968561|71.07688871|50.72029356|0.45291714|2904.874289|-1196.145223|-14.37503199|0.26870822|16.02210901|0.827876677|6606.83687|190.5275895|-848.1268877|27.72306267|0.015893979|816.3832816|11.26962754|1.0|1.0|1.0|1.0|3.2|0.23|-7.93|3.69|75.94|1.81|1.0|0.0|130.71|0.0|7.0|-4.23|5.0|438.52|0.0|3.07|-4.44|5.920000000000001e-05|0.0259|2.97|0.0|0.0|1.17e-08|-0.06118|5.5668|3.7309|740.24|0.4138|0.68962|-1409.69933|-1409.764013|4942.0|6.7144|6.7144
8d_a12|0.0|1|1|2.976279182|0.0|1|0.0|0.057525383|-0.0076893469999999|4.59511985|-0.048642535|0.038347953|2.075171777|10.94458983|0.001575111|0.0479437859999999|0.00930483|0.751098108|-0.080872311|1|-0.077834742|0.266886187|0.011348654|-43.27410838|-57.57034769|90.34024296|0.141289888|-32.00762818|0.8338637040000001|-1.760326118|64.53435462|49.58366734|0.465113852|2466.513191|-978.6959108|-12.09177064|0.166136296|12.96695233|0.8695567329999999|5255.11762|92.36749461|-544.129679|26.08195789|0.012525773|503.2240425|6.964006932|1.0|1.0|1.0|2.0|2.23|0.1|-8.37|3.87|65.96|2.83|2.0|0.0|112.14|0.0|3.0|-4.58|4.0|352.39|0.0|3.02|-4.61|2.64e-05|0.0093|3.51|0.0|0.0|4.23e-09|-0.05488|4.2383|3.7397|600.2|0.2871|0.4997399999999999|-1138.086709|-1138.139635|3.0277|7.6021|7.6021
12q_a30|0.0|0|0|0.0|-4.76444841|2|0.0|0.144208934|-0.015322396|5.351858133|-0.27228842|0.0438779959999999|0.0|10.31162828|-0.004395528|-0.0483777279999999|-0.077457998|0.816138015|-0.032887649|0|-0.087348134|0.596557166|0.014790072|-59.52322773|-78.7683329|82.72757145|0.154254173|-53.67653794|0.820640722|-2.427381881|90.06607753|69.60189582|0.473741611|3305.289025|-1654.134991|-21.2680622|0.179359278|13.96052394|0.900207238|7990.060758|122.2240555|-1127.2072970000002|38.03137394|0.016579022|696.6414817000001|11.29774462|1.0|1.0|0.0|1.0|0.0|0.17|-7.18|4.43|90.88|2.82|2.0|0.0|133.96|0.0|7.0|-6.7|8.0|482.48|0.0|3.42|-5.92|1.99e-07|9.63e-05|5.05|0.0|0.0|6.61e-08|-0.05105|5.0573|3.4834|713.16|0.1817|0.68516|-1987.781386|-1987.847256|6.821000000000001|7.4449|7.4449
14b_a25|0.0|0|0|0.0|0.0|0|1.616664856|-0.091382738|-0.004720915|4.727387819|-0.0166120069999999|0.038137255|1.929508048|10.93106299|0.004892038|0.0028569959999999|-0.043923908|0.7723870909999999|0.001715854|1|-0.076156512|0.329662946|0.016003559|-52.75064158|-58.29440389|112.49583529999998|0.140371985|-40.37825712|0.772789587|-1.767361771|69.2012501|63.83568179|0.490638154|3038.600508|-1224.182482|-15.70265555|0.227210413|17.06102567|0.963240883|6760.594953|157.3797801|-847.9433995999999|29.33534086|0.015746299|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|3.21|0.07|-9.65|4.48|96.49|1.8|2.0|0.0|130.97|0.0|6.0|-5.6|5.0|444.49|0.0|3.63|-5.23|2.49e-06|0.0011099999999999|3.88|0.0|0.0|2.23e-10|-0.0584|5.4239|4069.0|716.14|0.3614|0.64983|-1444.266358|-1444.330251|3.2784|7.6576|7.6576
16a_a32|0.0|1|1|3.357452523|0.0|0|0.0|0.205693867|-0.014399612|5.733341277|-0.0848387459999999|0.03995614|2.095743605|10.31100271|-0.005552127|-0.0999399409999999|-0.107321286|0.8567078770000001|-0.098258706|1|-0.090389538|0.283324612|0.020664867|-56.2527503|-74.35152328|92.00611646|0.2434571689999999|-46.27170107|0.6968200370000001|-1.6726008419999998|88.96104768|69.11326055|0.450892763|2615.514164|-1040.921326|-14.39564033|0.303179963|13.08168264|0.8211379000000001|5746.082161|188.6800971|-647.803815|33.19592405|0.023475264|532.685565|14.6095244|1.0|1.0|1.0|3.0|2.66|0.22|-7.3|5.32|152.07|0.88|1.0|0.0|108.86|1.0|7.0|-5.49|4.0|398.51|1.0|3.06|-4.04|3.2e-06|0.00128|2.65|0.0|0.0|5.04e-08|-0.0567299999999999|3.6314|3.6314|664.67|0.2859|0.70245|-1896.589348|-1896.649286|1.8274|7.9586|7.9586
7l_a46|0.0|0|0|0.0|0.256706467|1|2.1525548|-0.2644255789999999|-0.00090473|5.533389489|0.017668261|0.04006734|0.0|10.9642261|0.0125870169999999|-0.331246137|-0.087877164|0.7746144629999999|0.076724694|0|-0.0565894359999999|0.253138137|0.011594057|-27.30136533|-30.34397256|8.13531199|0.092851886|-14.63933792|0.67467081|-0.880544835|38.22273917|32.8948756|0.46327253|1920.310099|-424.8156159|-5.1237682730000005|0.32532919|9.825660656|0.863142947|4046.614178|156.9538706|-204.9507309|15.74158869|0.016330867|375.721552|7.878766604|1.0|1.0|1.0|0.0|2.64|0.28|-6.29|3.59|43.6|1.89|0.0|0.0|86.96|0.0|2.0|-3.18|3.0|290.36|0.0|2.86|-3.72|0.000668|0.1939999999999999|2.61|0.0|0.0|5.19e-07|-0.03324|4.5464|4.5464|517.29|0.2024|0.68834|-915.446686|-915.493986|3.9009|5.7122|5.7122
8b_a12|0.0|0|0|0.0|0.0|1|0.0|0.190292199|-0.012630509|0.0|-0.1676879319999999|0.03977208|0.0|10.95438057|-0.007926474|0.047425677|0.003898807|0.7407532059999999|-0.183648492|0|-0.1053827859999999|0.4384536329999999|0.011257065|-60.97837482|-67.44287685|319.0086845|0.259073691|-39.02494133|0.888936354|-2.097985204|72.85978933|67.49212879999999|0.480938153|2388.888334|-1213.971783|-15.27062922|0.111063646|12.27845608|0.926552694|5217.318476|64.26553043|-702.4489440000001|29.68794201|0.009361504|510.3677388|5.416912474|0.0|1.0|1.0|2.0|2.57|0.1|-7.45|3.11|80.37|2.23|1.0|0.0|110.58|0.0|4.0|-4.1|4.0|355.39|0.0|2.51|-4.01|7.890000000000001e-05|28.0|2.76|0.0|0.0|3.56e-08|-0.0589|4.2263|3.7446|611.93|0.3179|0.57773|-1159.188228|-1159.2425119999998|6.1286|6.58|6.58
14a_a3|0.0|0|0|0.0|0.0|0|0.0|0.111575338|-0.009312773|4.727387819|-0.1160619169999999|0.043464052|1.772745969|10.3116301|-0.004161699|-0.267665193|-0.050943323|0.7574238740000001|-0.287221775|1|-0.091731577|0.21389849|0.0140376889999999|-45.12132248|-46.53709886|256.5548327|0.209105063|-22.89086827|0.7608768779999999|-1.324537874|55.84414456|52.02624107|0.481997259|2160.698862|-651.519384|-8.902004327|0.239123122|10.24853699|0.930491715|4716.423352000001|117.6209094|-320.4721558|23.78539971|0.0189212089999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|2.2|0.06|-6.89|4.28|105.82|1.04|0.0|0.0|93.25|0.0|2.0|-4.45|4.0|319.38|0.0|2.76|-3.99|3.54e-05|0.0113|2.58|0.0|0.0|1.28e-07|-0.06736|3.2363|3.2363|528.91|0.4524|0.69708|-1327.354384|-1327.403067|4.6689|7.5229|7.5229
12_a47|0.0|1|1|2.903215905|0.0|0|0.0|-0.155854903|-0.005522244|4.59511985|-0.078935336|0.036632997|1.555521837|10.95005729|-0.004332024|0.003417588|-0.006318684|0.8288334490000001|0.050943962|1|-0.084846808|0.266995634|0.018014416|-44.18983348|-47.83891561|63.89392714|0.2159289589999999|-24.91541818|0.680723821|-1.1940921|61.09751253|53.5720844|0.4792593739999999|2266.78114|-621.9059029|-9.25429818|0.319276179|13.52358352|0.920341815|4816.005822|166.28511369999998|-323.9004363|26.10271529|0.025457205|335.1175012|13.25859692|1.0|1.0|1.0|2.0|1.67|0.0|-8.11|4.19|66.49|2.6|0.0|0.0|91.63|0.0|3.0|-4.51|4.0|339.75|0.0|3.37|-4.56|3.11e-05|0.0106|3.43|0.0|0.0|7.69e-09|-0.0623|4.2907|3.9538|537.79|0.2306|0.68557|-1487.974738|-1488.024564|3.5884|8.2|8.2
9h_a40|0.0|0|0|0.0|0.0|0|1.7679629630000002|0.014753178|-0.009041931|5.4161004020000005|-0.126968715|0.039444444|0.814591837|10.31197223|0.003099029|0.270048551|0.048470175|0.740778143|-0.299768519|1|-0.09201708|0.219852623|0.012390387|-46.04148264|-47.93581245|132.6583116|0.135689851|-23.98506758|0.863884935|-1.437045429|53.60044379|52.2411122|0.482124665|2073.354193|-719.0371868|-10.27931468|0.136115065|13.366649|0.930966649|4322.734135|68.10626265|-359.7760137|23.78085181|0.011321157|336.23227030000004|5.664631335|1.0|0.0|1.0|0.0|3.55|0.11|-6.51|4.59|67.66|3.22|1.0|0.0|93.19|0.0|3.0|-5.65|3.0|321.4|0.0|4.06|-5.12|2.23e-06|0.000716|4.51|0.0|0.0|3.09e-07|-0.05991|4.2372|3.3675|526.38|0.3851|0.69809|-1293.033723|-1293.083512|2841.0|5.4001|5.4001
12f_a31|0.0|0|0|3.4780522210000004|0.0|1|0.0|0.034876922|-0.011835152|5.733341277|-0.033056721|0.03703252|0.0|10.31169747|0.000889251|0.068054139|-0.130400541|0.8167107029999999|-0.029803241|0|-0.097676974|0.262896936|0.027617942|-68.14417693|-82.48950216|159.84734269999998|0.299007775|-57.54866283|0.686882955|-1.891830012|97.53070764|87.41178754|0.482666192|2710.311963|-1319.832035|-16.44247509|0.313117045|19.05849748|0.932987917|5845.744358|218.4455813|-920.7786053|34.31214739|0.021559868|713.5657448|15.04120547|1.0|1.0|1.0|2.0|3.78|0.41|-8.02|6.43|117.37|1.53|3.0|0.0|117.78|0.0|10.0|-5.98|5.0|426.53|0.0|4.01|-4.63|1.05e-06|0.0004469999999999|3.82|0.0|0.0|9.53e-09|-0.03317|3.8305|3.8305|755.33|0.2664|0.7006600000000001|-1696.466804|-1696.53373|3.3538|6.8861|6.8861
9h_a24|0.0|0|0|2.916716427|0.0|0|1.726213624|-0.203768024|-0.002864393|5.209486153|2.01e-05|0.023854167|0.0|10.96661419|0.012380829|0.144624936|-0.02551563|0.78742035|-0.004960317|0|-0.060337884|0.4016070679999999|0.018457687|-28.52000725|-32.48899638|167.2085719|0.1162247219999999|-15.35662744|0.572371258|-0.8935525440000001|47.51520531|37.24443236|0.477589721|2062.34011|-422.3569529|-5.871651668999999|0.427628742|11.11300329|0.914204295|4170.098082|202.1279819|-199.6361567|21.70315707|0.031789952|295.8603625|15.02620893|1.0|1.0|1.0|1.0|1.96|0.0|-6.05|2.42|72.28|1.07|0.0|0.0|82.17|0.0|3.0|-2.83|4.0|288.31|0.0|1.97|-3.24|0.00147|423.0|1.7|0.0|0.0|8.95e-07|-0.0435399999999999|5.1739|4.3437|506.68|0.3844|0.61928|-945.153352|-945.200628|7.7741|7.1135|7.1135
11a_a31|0.0|0|0|2.856083711|0.0|1|0.0|-0.045290366|-0.02376325|5.733341277|-0.259732443|0.044949495|0.0|10.31170041|-0.017433557|-0.149933348|-0.1068420919999999|0.8433024170000001|-0.030335912|0|-0.151872243|0.271818874|0.041435152|-76.64827023|-81.26889906|258.8577775|0.513245044|-41.01552988|0.735254945|-1.932331673|97.23036756|97.560141|0.451795285|2288.9694010000003|-975.2267888|-14.47606937|0.264745055|10.5643234|0.8241360790000001|4940.657452|133.6139513|-492.1863586|39.01114987|0.031626337|302.14325319999995|15.96146849|0.0|0.0|1.0|2.0|2.16|0.13|-4.65|3.93|125.57|0.57|0.0|0.0|83.12|0.0|3.0|-4.81|6.0|329.33|0.0|2.42|-3.79|1.5399999999999998e-05|0.00506|2.53|0.0|0.0|2.22e-05|-0.05074|3.8042|3.8042|529.63|0.2797|0.69222|-1441.327731|-1441.37897|8.9667|6.7212|6.7212
5_a15|0.0|0|0|0.0|0.0|0|0.0|-0.222657379|-0.008878343|0.0|-0.044921287|0.035982906|0.0|10.95880662|0.003194793|0.1093187759999999|-0.187421793|0.704479781|0.020920163|0|-0.06128567|0.743577162|0.032616864|-45.57134103|-73.61131563|119.95308020000002|0.125945852|-54.73655332|0.5089899720000001|-1.583914356|100.6631306|69.82487767|0.486150431|2940.77098|-1177.78105|-15.09973885|0.491010028|15.1701491|0.946094849|6656.720346|365.1095806|-875.7848531999999|39.89581513|0.036380071|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|3.68|0.15|-9.65|4.92|74.73|2.0|3.0|0.0|127.97|0.0|8.0|-6.16|6.0|443.49|1.0|4.29|-5.66|6.86e-07|0.000304|4.86|0.0|0.0|2.25e-10|-0.03714|4.3299|3.6257|737.16|291.0|0.70244|-1470.487858|-1470.55517|6.35|7.8861|7.8861
11e_a5|0.0|0|0|2.971327032|0.0|1|0.0|-0.2114441819999999|-0.003208975|5.209486153|0.038643235|0.020943152|0.0|10.9487795|0.008721244|-0.127225457|-0.0924814769999999|0.775794895|-0.02059071|0|-0.062865536|0.372098505|0.0120552589999999|-41.64560703|-52.34653881|62.84782002|0.123241209|-34.67724171|0.72163516|-1.580379517|63.5644542|49.63167715|0.483563144|2721.416353|-1046.930776|-12.38472918|0.27836484|18.17739133|0.936345148|5675.693973|184.4042616|-693.5448342|25.90670947|0.016933845|735.3048881|11.21791539|0.0|1.0|1.0|1.0|3.43|0.24|-8.95|5.03|66.93|1.83|2.0|0.0|125.71|0.0|7.0|-4.65|5.0|411.5|0.0|3.63|-4.72|2.23e-05|0.00919|3.56|0.0|0.0|1.13e-09|-0.03808|4.4179|4.1036|717.76|0.5347|0.6505|-1316.239803|-1316.301553|2.8694|7.3979|7.3979
14_a1|0.0|0|0|3.3674017380000003|0.0|1|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|0.035620155|0.0|10.94959842|-0.008385698|0.164429684|-0.020716495|0.7462411859999999|-0.083341531|0|-0.12658238|0.206941175|0.033047776|-74.96297518|-72.59355177|161.1772893|0.406829129|-42.99041175|0.753357398|-2.083883365|87.02320758|94.53410059|0.47517581|2678.985809|-1234.09038|-16.24082222|0.246642602|14.21658628|0.905399978|5748.712211|146.0634832|-730.8369997000001|36.40268318|0.0243658979999999|513.4628663999999|14.42965582|1.0|1.0|1.0|2.0|2.35|0.05|-7.69|4.04|103.12|1.54|1.0|0.0|106.85|0.0|4.0|-4.52|5.0|384.39|0.0|2.85|-4.25|3.03e-05|0.0116|2.7|0.0|0.0|2.03e-08|-0.05962|3.8344|3.3061|621.08|0.4442|0.69894|-1292.359534|-1292.415211|5.3099|7.0269|7.0269
4a_a49|0.0|0|0|0.0|0.0|1|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|0.036555556|1.713107022|10.92777282|0.000660956|-0.130491035|-0.037142108|0.803344301|0.032396301|1|-0.094228246|0.433367368|0.017143497|-57.79201133|-53.88810275|313.22432680000003|0.242956384|-33.05061877|0.650301539|-1.4936715669999998|68.37721704|68.30645049|0.4716382|2675.628678|-916.0977468|-11.01687292|0.349698461|15.01791558|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|27.62211044|0.023624093|620.5697596|14.48911428|0.0|1.0|1.0|2.0|2.89|0.22|-7.36|3.4|92.93|1.25|1.0|0.0|114.08|0.0|6.0|-3.28|5.0|399.45|0.0|2.42|-3.52|0.000528|211.0|1.71|0.0|0.0|4.35e-08|-0.06461|4.7259|3.7876|660.19|0.1935|0.68042|-1312.924353|-1312.98289|4.8706|7.4949|7.4949
28_a34|0.0|0|0|0.0|0.0|1|1.767685185|0.000561166|-0.016942875|5.351858133|-0.206909349|0.04515873|0.0|10.9595763|-0.007544188|-0.33032879|-0.189821204|0.798057295|-0.078146961|0|-0.1306693569999999|0.316156689|0.03768308|-66.89539627|-72.11491331|144.3404619|0.4540644379999999|-36.91879876|0.7298701059999999|-1.831242935|85.99382787|86.18702382|0.454339954|2252.098123|-937.4938731|-12.63011537|0.270129894|10.28760365|0.832642882|4803.256974|138.2913845|-479.9443839|33.80175623|0.0271102189999999|344.69029950000004|13.87891455|0.0|1.0|1.0|1.0|2.55|0.12|-4.78|1.99|92.26|0.88|0.0|0.0|85.92|0.0|3.0|-3.27|5.0|322.32|0.0|1.84|-3.25|0.000533|172.0|1.72|0.0|0.0|1.66e-05|-0.03896|4.2857|4.2857|544.24|0.2043|0.69263|-1100.6525880000002|-1100.704833|8.5886|5.4179|5.4179
16j_a32|0.0|1|1|3.359912013|-0.082980188|0|0.0|0.175152442|-0.0139074189999999|5.733341277|-0.086195934|0.046788618|2.076106145|10.31100263|-0.00030659|-0.11512706|-0.117577419|0.798237393|0.032797932|1|-0.07651119|0.509776381|0.023266265|-54.71915795|-76.45058155|34.66998636|0.174011588|-54.6758122|0.699790508|-1.817252458|91.93816239|71.35869023|0.442735754|2830.682695|-1299.659886|-17.53752467|0.3002094919999999|13.20372234|0.7944808170000001|6507.757122|214.7033741|-929.4888072999998|35.04175088|0.021655546|701.9321161|15.48758085|1.0|1.0|1.0|2.0|3.38|0.33|-7.77|6.49|149.27|1.57|3.0|0.0|121.3|1.0|8.0|-7.45|5.0|441.57|1.0|4.25|-5.41|3.56e-08|1.57e-05|4.59|0.0|0.0|1.7e-08|-0.05016|3629.0|3629.0|729.78|0.2907|0.70207|-2034.344833|-2034.408854|4.0992|8.0315|8.0315
12q_a36|0.0|0|0|3.453150038|0.0|2|0.0|-0.0543475329999999|-0.00761082|5.351858133|-0.043678703|0.042804233|0.0|10.9598352|0.0010871589999999|0.1161527719999999|-0.103922055|0.828371596|-0.074349074|0|-0.07607684|0.324924033|0.018562763|-49.18227989|-68.5549152|82.68142965|0.17088073|-44.31949385|0.768692389|-1.908775752|80.15866795|61.18276554|0.486620426|2786.514757|-1233.988474|-15.95501778|0.231307611|14.69971555|0.947876484|6040.52496|149.536123|-797.7508892000001|32.10617123|0.017949083|629.5017194000001|11.60375275|1.0|1.0|0.0|2.0|0.0|0.14|-7.18|3.35|69.2|2.51|1.0|0.0|128.76|0.0|5.0|-4.44|4.0|415.88|0.0|2.34|-4.59|3.64e-05|0.0151|3.31|0.0|0.0|6.65e-08|-0.05602|5.2375|3.8653|683.51|0.4239|0.6863199999999999|-1692.3116350000005|-1692.370918|6.4226|8.2218|8.2218
EW7203_a60|0.0|0|0|0.0|0.0|2|0.0|0.025672274|-0.00698487|5.351858133|0.0075638519999999|0.041767677|0.0|10.31162855|0.0036417359999999|-0.1696249719999999|-0.049287858|0.822401103|-0.089945913|0|-0.076068195|0.345488097|0.020156795|-49.19385637|-62.23028092|80.48638339|0.113924842|-40.24477665|0.766837077|-1.828300603|73.82739839|62.22940284|0.497298165|2913.880231|-1182.375337|-15.29301513|0.233162923|16.53092404|0.989250745|6403.777228|150.7881632|-764.6507562999999|30.83771958|0.01793256|666.0036144999999|11.59711747|1.0|1.0|1.0|2.0|3.21|0.13|-6.7|3.87|117.47|2.17|2.0|0.0|133.97|0.0|5.0|-5.74|4.0|425.51|0.0|3.09|-4.82|1.81e-06|0.000768|3.59|0.0|0.0|2e-07|-0.06188|5.0166|3.5192|678.83|0.2385|0.69857|-1667.78681|-1667.848192|2.5159|8.0334|8.0334
12p_a30|0.0|0|0|0.0|0.0|2|0.0|0.038440292|-0.0063403159999999|5.351858133|-0.031328052|0.040899471|0.0|10.31162861|0.005965451|-0.109773594|-0.053644471|0.7867133140000001|-0.2210072669999999|0|-0.074356395|0.371591982|0.015107947|-47.54197452|-60.65858419|75.21136863|0.156618406|-38.78387161|0.8199554720000001|-1.897419563|68.98315679|57.20168999|0.469983155|2783.628159|-1213.171684|-14.91687369|0.180044528|13.94763694|0.886732486|6166.812731|115.116829|-775.6774321|28.4530386|0.0130197619999999|686.039456|8.3245726|1.0|1.0|0.0|1.0|0.0|0.17|-7.01|4.35|81.65|3.04|2.0|0.0|132.24|0.0|5.0|-5.66|4.0|412.51|0.0|2.91|-5.15|2.21e-06|0.0009119999999999|4.23|0.0|0.0|9.75e-08|-0.05169|5.1922|3.4955|685.08|0.1768|0.68561|-1614.830085|-1614.890598|4.6103|7.7721|7.7721
14j_a23|0.0|1|1|0.0|0.0|0|3.278390512|0.074424082|-0.006327927|5.351858133|-0.071396109|0.046283951|0.722606603|10.31321824|0.0075222369999999|0.087218599|-0.073945564|0.800643488|-0.091426449|1|-0.062203032|0.226990358|0.020485263|-40.35191855|-53.34139172|40.38957571|0.154547838|-34.60325668|0.7739671709999999|-1.644529644|64.88069411|53.64097592|0.497137467|2943.385528|-1066.827834|-14.72479008|0.226032829|15.57933561|0.988615047|6597.039681|146.63044480000002|-692.0651337|29.32742551|0.017787992|599.5697147999999|11.53930239|0.0|1.0|1.0|1.0|3.41|0.05|-7.67|3.78|105.02|3.4|2.0|1.0|120.24|0.0|5.0|-5.58|5.0|429.47|0.0|3.77|-5.11|2.66e-06|0.00114|3.68|0.0|0.0|2.14e-08|-0.07581|3.6671|3.6671|670.6|0.3886|0.65128|-1728.9293280000002|-1728.988797|8.3233|8.3883|8.3883
14w_a23|0.0|1|1|0.0|0.0|0|3.132012648|0.013971812|-0.006481882|5.351858133|-0.109136569|0.046678487|0.6813799420000001|10.31321817|0.003906274|0.126238077|-0.073958723|0.802520527|-0.049318182|1|-0.070714528|0.228641034|0.022440155|-46.76570273|-58.53311596|43.30287556|0.211928134|-38.70975831|0.743451788|-1.681653166|72.23920014|61.60607046|0.4972095239999999|3071.908367|-1112.129203|-15.648625699999998|0.256548212|15.58053709|0.988900044|6998.078982999999|169.6632599|-735.4854078|31.82765022|0.020725002|597.2903597999999|13.70608418|0.0|1.0|0.0|1.0|3.35|0.05|-7.93|4.2|105.02|3.78|2.0|1.0|120.2|0.0|5.0|-5.68|6.0|447.46|0.0|4.05|-5.27|2.09e-06|0.0009369999999999|3.78|0.0|0.0|1.17e-08|-0.0798|3.6632|3.6632|676.92|0.3855|0.6219399999999999|-1828.161957|-1828.222578|9.8981|8.6737|8.6737
