molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|MATS1c|GATS1are|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GRAV|PPSA1|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
11d_a5|0.0|1|0.0|0|6.605297921|0|1.388848584|-0.245058546|4.59511985|0.001099755|2|0.0228184279999999|-0.125546291|0.008307337|-0.138265707|10.94877952|0.01948342|1|0.008809179|-0.12451554|-0.22897714|0.786587307|0.783891527|0.831190148|0.755793189|0.87090286|-0.063028408|-0.0847408619999999|0.359644732|0.012828514|-53.84338206|61.45330587|0.12909714|-0.029333375|-34.21147402|0.0|0.712305422|-25.44574968|-18.63809379|48.19862797|0.49396568|553.3617954|-969.1808771|0.287694578|8.920296087|5283.02167|182.7978704|-269.7929124|1360.625438|631.9206508|1.0|1.0|1.0|1.0|23.0|-8.64|4.14|66.93|1.42|1.0|114.29|0.0|1.0|7.0|29.0|385.46|1.0|-4.29|7.2e-05|0.0278|5.14e-05|0.0198|0.0|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|2.59|4107.0|-1239.127458|-1239.093739|682.09|1154.67|301.89|507.0|280.66|594.45|0.66686|0.6533399999999999|-1238.855022|0.2068|-0.16762|2.8731|-0.20529|-1238.914819|15.0|7.8239|7.8239
5a_a49|0.0|0|0.0|1|7.853604813|2|1.343848751|0.079751437|5.777652323|0.007039248|2|0.034466231|-0.072902329|0.007647515|-0.046327135|10.92976459|0.076610236|1|0.008623164|-0.158356406|-0.51958118|0.66494289|0.7979412790000001|0.855876084|0.632463498|0.800090055|-0.072109357|-0.0787216|0.6254267029999999|0.028578361|-46.04810561|124.92862240000002|0.199909945|-0.027311576|-26.93578408|54.35929907|0.6069287529999999|-24.67330519|-15.97587337|58.89715956|0.490453006|468.0117167|-782.8177953|0.393071247|6.0732145310000005|6294.404170000001|229.9265537|-125.09569170000002|1289.801795|592.5885712|0.0|1.0|1.0|0.0|21.0|-6.92|3.68|73.14|2.07|1.0|116.62|0.0|1.0|3.0|30.0|397.43|1.0|-4.29|0.000146|0.0578|5.09e-05|0.0202|0.0|1.1900000000000001e-07|4.72e-05|-0.05062|5.2443|4.14|3.9219|-1311.995327|-1311.960542|625.06|1082.25|316.13|795.0|236.42|443.78|0.31953|0.66225|-1311.743648|0.0529|-0.16176|5.6104|-0.21238|-1311.799168|43.0|7.3665|7.3665
12p_a36|0.0|1|0.0|0|7.412764017000001|2|1.297044387|-0.0494658159999999|5.351858133|-0.084341564|2|0.042804233|0.114716581|-0.002526241|-0.084846674|10.96052769|-0.0433009009999999|1|-0.000673716|-0.101303149|-0.440709431|0.724208473|0.828371596|0.8839272779999999|0.698414933|0.748438833|-0.082569108|-0.108380023|0.315548061|0.020202133|-68.22905781|83.24921731|0.251561167|-0.039016808|-42.95260501|0.0|0.759126153|-32.72335782|-24.56246081|64.698131|0.475504684|471.1687161|-1228.123041|0.240873847|7.546742977|5922.775161|151.63860559999998|-326.2581567|1617.811526|595.8790650000001|1.0|0.0|1.0|2.0|17.0|-6.86|2.44|69.2|2.4|1.0|123.71|0.0|1.0|5.0|30.0|399.42|1.0|-4.16|0.000129|0.0515|6.96e-05|0.0278|0.0|1.4e-07|5.58e-05|-0.0552299999999999|5.3413|3.41|3.8372|-1332.182868|-1332.148901|660.71|1113.05|323.11|0.3015|232.12|506.89|0.30159|0.66559|-1331.947748|0.1841|-0.15608|4.8805|-0.21131|-1332.006106|9.0|8.0458|8.0458
12g_a31|0.0|1|0.0|0|7.765993078999999|1|0.6101363000000001|0.0716209459999999|5.733341277|-0.1044685569999999|0|0.0388738739999999|0.045747231|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|2|-0.0054114869999999|-0.0497478109999999|-0.57758443|0.837044054|0.819234772|0.8639814490000001|0.7983388929999999|0.58271093|-0.1284353869999999|-0.131126805|0.325789284|0.030961426|-80.52794936|152.7424573|0.41728907|-0.039059048|-49.45404266|548.1594997999999|0.6886488690000001|-48.43898314|-23.98704875|97.88920296|0.470244801|357.8560168|-1127.391291|0.311351131|8.098256552|5398.678971|191.2078009|-231.70711040000003|1637.106139|524.0230338|1.0|1.0|1.0|2.0|16.0|-6.45|3.44|131.36|0.86|1.0|103.26|0.0|1.0|7.0|27.0|384.45|0.0|-3.79|1.19e-05|0.00457|0.0001629999999999|0.0627|0.0|3.55e-07|0.000136|-0.03324|3.8349|4.17|3.8349|-1578.846191|-1578.800869|664.44|1090.41|323.3|265.0|323.3|542.78|0.70068|0.70068|-1578.605452|265.0|-0.15917|1.6279|-0.19241|-1578.66792|0.11|6.9586|6.9586
12an_a36|0.0|1|0.0|0|7.412764017000001|2|0.6294007110000001|-0.05423417|5.351858133|-0.046532211|2|0.042739018|0.0966393909999999|0.00285431|-0.131674913|10.33556631|-0.031635802|1|0.003710345|-0.07550872|-0.434819796|0.906423012|0.8344566859999999|0.885733922|0.855081905|0.836440154|-0.073519599|-0.105145528|0.270501913|0.0173118669999999|-71.0446809|82.43567331|0.163559846|-0.036995649|-48.0034364|0.0|0.783512615|-33.56484523|-24.99720254|61.37296195|0.44576647|565.1654879|-1349.848937|0.216487385|8.773001855|6162.848939|146.2760938|-383.1273396|1722.817107|725.9470896|1.0|1.0|1.0|2.0|17.0|-7.05|2.61|94.5|2.51|1.0|135.47|0.0|1.0|6.0|31.0|427.52|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|0.0|8.95e-08|3.83e-05|-0.05561|5.1771|3.37|3.7872|-1670.452238|-1670.417726|718.98|1215.98|327.38|0.6702|239.49|571.76|0.44822|0.69094|-1670.182102|0.0644|-0.15474|4.3963|-0.21035|-1670.244686|0.04|7.3979|7.3979
17_a12|0.0|0|0.0|0|6.823286122000001|1|0.610029543|0.132275232|4.727387819|-0.058347964|3|0.035816993|-0.210594127|-0.002523977|-0.072956553|10.31157659|-0.070249784|1|-0.000651751|-0.113649923|-0.559137213|0.918713011|0.8198617429999999|0.87653892|0.859088647|0.858119365|-0.069570363|-0.096209886|0.318309599|0.011226177|-50.13411606|69.36398419|0.141880635|-0.035198739|-26.12444199|0.0|0.786701219|-18.89085387|-18.34174978|42.10235809|0.466056241|447.1583691000001|-752.0117408|0.213298781|5.669161963|4866.339908|111.1480977|-298.7949107|955.9051425|431.5987143|1.0|1.0|0.0|1.0|17.0|-7.16|2.56|78.41|2.47|0.0|103.12|0.0|1.0|3.0|24.0|333.41|1.0|-4.24|3.1e-05|0.0103|5.7100000000000006e-05|0.0191|0.0|6.97e-08|2.32e-05|-0.06322|4.4014|2.87|3.7723|-1366.804178|-1366.776169|560.09|933.62|328.67|0.2213|281.69|419.49|0.39539|0.62783|-1366.638303|148.0|-0.15459|2128.0|-0.21781|-1366.689546|16.0|7.7959|7.7959
14a_a3|0.0|0|0.0|0|6.823286122000001|0|0.6050202020000001|0.111575338|4.727387819|-0.1160619169999999|3|0.043464052|-0.143740653|-0.00603969|-0.039177314|10.3116301|-0.172643335|1|-0.004161699|-0.050943323|-0.582572884|0.882394075|0.7574238740000001|0.822587422|0.8255789570000001|0.790894937|-0.091731577|-0.094609848|0.21389849|0.0140376889999999|-46.53709886|256.5548327|0.209105063|-0.036792719|-22.89086827|83.70773843|0.7608768779999999|-22.1944701|-18.09776067|52.02624107|0.481997259|389.0288018|-651.519384|0.239123122|5.308770254|4716.423352000001|117.6209094|-256.6424807|856.2743893999999|358.3503513|0.0|1.0|1.0|1.0|21.0|-6.89|3.71|105.82|1.04|0.0|93.25|0.0|1.0|2.0|23.0|319.38|0.0|-3.99|3.54e-05|0.0113|0.000103|0.0327|0.0|1.28e-07|4.08e-05|-0.06736|3.2363|2.44|3.2363|-1327.513792|-1327.485188|528.91|822.33|383.1|0.4524|383.1|373.85|0.69708|0.69708|-1327.354384|0.4524|-0.1321|3.5358|-0.19946|-1327.403067|0.03|7.5229|7.5229
14x_a23|0.0|0|0.0|2|7.423568444|0|1.197963189|0.0944818319999999|5.351858133|-0.111315218|2|0.04314059|0.05740118|0.003379755|-0.075184011|10.31321817|-0.0229244|2|0.003906274|-0.073958723|-0.443633823|0.5788469970000001|0.802520527|0.8668730109999999|0.558482531|0.7768288609999999|-0.0708831479999999|-0.084244058|0.229141189|0.022095943|-55.83053941|42.44114495|0.223171139|-0.034056109|-37.00022522|87.28077098|0.722211323|-31.13207597|-22.56979253|61.61945314|0.468120981|514.8229467|-1060.780249|0.277788677|7.777802167999999|6989.569075|184.0971574|-294.5294492|1468.794817|597.2903597999999|0.0|1.0|1.0|1.0|26.0|-7.93|5.14|105.02|3.78|2.0|120.2|0.0|1.0|5.0|32.0|447.46|0.0|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.00242|0.0|1.17e-08|5.23e-06|-0.08216|4.0641|3.97|3.6941|-1828.393372|-1828.371718|675.21|1149.42|335.63|0.3184|305.07|537.48|0.6757|0.62836|-1828.168422|0.3057|-0.15259|5.7933|-0.23475|-1828.228912|3.0|8.4949|8.4949
19l_a38|0.0|1|0.0|0|7.412764017000001|2|1.297043246|-0.086107169|5.351858133|-0.10490608|2|0.04391253|0.103904811|-0.001197042|-0.02967593|10.94917392|-0.032264281|1|0.000347207|-0.091460175|-0.4224000739999999|0.723755855|0.839953955|0.89459881|0.700181525|0.799611189|-0.079681862|-0.100870929|0.51306986|0.0219046379999999|-65.35669452|133.9992534|0.200388811|-0.037359603|-42.34617024|19.55998015|0.7374102309999999|-33.45088372|-24.20618316|65.82033039|0.430111845|518.0872716|-1307.13389|0.262589769|6.568874137999999|6705.993411|170.13821069999997|-307.64756780000005|1772.6006989999998|696.3887025|1.0|1.0|1.0|3.0|17.0|-7.28|3.09|81.23|2.75|2.0|135.78|0.0|1.0|6.0|32.0|427.48|0.0|-4.72|1.15e-05|0.0049|1.89e-05|0.00807|0.0|5.27e-08|2.25e-05|-0.0603299999999999|3.6709|4.08|3354.0|-1409.5865199999998|-1409.557954|660.04|1164.34|369.66|0.2883|337.75|502.31|0.69413|0.7044|-1409.309206|0.0233|-0.13977|6.5627|-0.2001|-1409.37001|14.0|7.8633|7.8633
1f_a5|0.0|1|-4.398485453999999|0|6.605297921|0|1.218960329|-0.139907335|4.59511985|-0.31059482|2|0.029105691|-0.118028278|-0.0012491689999999|-0.174016111|10.94527671|-0.000625|1|-0.000700145|0.001493879|-0.401165734|0.525406088|0.771487328|0.834250802|0.513260607|0.888073448|-0.091412569|-0.083857856|0.45528118|0.008403353|-46.77243802|201.7057715|0.111926552|-0.035639589|-26.08772825|0.21377016|0.757522389|-28.43795894|-19.87828616|55.67318607|0.4670794829999999|495.3305784|-795.1314464|0.242477611|7.117418022000001|5474.331675|135.2439659|-287.2706403|1049.647453|403.396385|1.0|0.0|1.0|1.0|23.0|-8.88|6.37|54.46|2.73|2.0|95.49|0.0|1.0|4.0|27.0|366.34|0.0|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|0.0|1.3300000000000002e-09|4.86e-07|-0.05346|4.7485|3.58|4.5758|-1288.353339|-1288.3196369999998|577.11|958.06|270.96|0.6959|261.1|442.04|0.47267|0.42446|-1288.209882|0.0228|-0.18224|3.7852|-0.2357|-1288.263745|0.24|6.6198|6.6198
16a_a32|0.0|1|0.0|0|7.765993078999999|0|0.6094207620000001|0.205693867|5.733341277|-0.0848387459999999|0|0.03995614|-0.053745649|-0.008098765|-0.062610718|10.31100271|-0.058518519|3|-0.005552127|-0.107321286|-0.707456102|0.859696525|0.8567078770000001|0.909908319|0.81143469|0.756542831|-0.090389538|-0.119471489|0.283324612|0.020664867|-74.35152328|92.00611646|0.2434571689999999|-0.037168908|-46.27170107|66.13699638|0.6968200370000001|-35.00816569|-23.13158502|69.11326055|0.450892763|470.82456669999993|-1040.921326|0.303179963|7.183246604|5746.082161|188.6800971|-244.9767673|1493.816582|532.685565|1.0|1.0|1.0|3.0|19.0|-7.3|3.79|152.07|0.88|1.0|108.86|1.0|1.0|7.0|27.0|398.51|0.0|-4.04|3.2e-06|0.00128|9.14e-05|0.0364|0.0|5.04e-08|2.01e-05|-0.0567299999999999|3.6314|3.9|3.6314|-1896.81177|-1896.770883|664.67|1096.48|341.42|0.2859|341.42|535.63|0.70245|0.70245|-1896.589348|0.2859|-0.15045|1.3736|-0.20718|-1896.649286|11.0|7.9586|7.9586
5e_a40|0.0|0|0.0|1|8.149890544|1|0.604912776|-0.091305805|6.167516491000001|0.0601021459999999|0|0.044526749|-0.106497535|0.009890343|0.158430496|10.31198323|0.029272031|2|0.008306061|0.005996234|-0.391074665|0.535506399|0.8092726020000001|0.877722972|0.5087199929999999|0.864422751|-0.076883794|-0.089724264|0.0499188609999999|0.019851304|-42.66853738|170.7311133|0.135577249|-0.035889706|-20.29110082|51.7148695|0.8223594679999999|-17.38723451|-17.06741495|46.00255248|0.47779156|411.0778166|-512.0224486000001|0.177640532|6.533857846|4158.984115|84.47727896|-306.597267|622.6260756|264.9899736|1.0|1.0|0.0|0.0|14.0|-4.65|3.74|75.5|2.37|1.0|79.16|0.0|2.0|3.0|20.0|303.77|1.0|-4.25|1.66e-05|0.00505|5.56e-05|0.0169|0.0|2.23e-05|0.00678|-0.07231|3.7138|4.99|3.7138|-1637.197299|-1637.180703|493.19|802.38|333.85|0.5262|333.85|390.33|0.69675|0.69675|-1637.115238|0.5262|-0.14786|7.87|-0.2201699999999999|-1637.162552|25.0|7.6021|7.6021
12q_a36|0.0|1|0.0|0|7.412764017000001|2|1.29701394|-0.0543475329999999|5.351858133|-0.043678703|2|0.042804233|0.068040097|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|0.0010871589999999|-0.103922055|-0.441747876|0.8941919290000001|0.828371596|0.8839272779999999|0.8065052890000001|0.82911927|-0.07607684|-0.1060430969999999|0.324924033|0.018562763|-68.5549152|82.68142965|0.17088073|-0.038175515|-44.31949385|0.0|0.768692389|-31.79544084|-24.67976947|61.18276554|0.486620426|536.0103834|-1233.988474|0.231307611|7.546533709|6040.52496|149.536123|-347.4093916|1605.308562|629.5017194000001|1.0|0.0|1.0|2.0|17.0|-7.18|2.54|69.2|2.51|1.0|128.76|0.0|1.0|5.0|30.0|415.88|1.0|-4.59|3.64e-05|0.0151|2.55e-05|0.0106|0.0|6.65e-08|2.77e-05|-0.05602|5.2375|3.79|3.8653|-1692.544456|-1692.5102989999998|683.51|1148.35|320.77|0.4239|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|4.6718|-0.2126199999999999|-1692.370918|6.0|8.2218|8.2218
19h_a38|0.0|1|0.0|0|7.412764017000001|2|1.297044177|-0.088176988|5.351858133|-0.082283951|2|0.042622739|0.14165187|-0.002526241|-0.043452674|10.96083376|-0.070688288|1|-0.000673716|-0.101303149|-0.420225236|0.724208473|0.819222745|0.8741648479999999|0.698414933|0.7746288020000001|-0.082211319|-0.109986804|0.3263113569999999|0.021234963|-64.79649453|136.81322659999998|0.225371198|-0.03959525|-38.17354026|0.0|0.75379331|-28.533396600000003|-23.32673803|60.94327866|0.47459722|456.3568442|-1166.336902|0.24620669|6.820483788|6253.901215|145.047677|-299.0343596|1547.290068|595.8790650000001|1.0|1.0|1.0|3.0|17.0|-6.86|2.55|81.23|2.4|1.0|125.69|0.0|1.0|5.0|30.0|401.44|0.0|-4.17|7.209999999999999e-05|29.0|6.77e-05|0.0272|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.41|3.5358|-1332.187847|-1332.1538779999998|626.65|1092.17|350.65|0.2355|331.65|452.01|0.68472|0.69012|-1331.941646|88.0|-0.1467099999999999|6.9749|-0.20379|-1331.999352|9.0|8.0348|8.0348
5f_a40|0.0|0|0.0|1|8.149890544|1|0.60491326|-0.004886759|6.167516491000001|-0.0468504759999999|0|0.042936508|-0.085493191|0.000663516|0.166865076|10.31198329|0.062183277|2|0.000706205|0.100535344|-0.4644854879999999|0.7039183109999999|0.811339477|875.0|0.680674762|0.7414714309999999|-0.113521559|-0.10969397|0.0528268609999999|0.020236763|-50.68028366|222.1847349|0.258528569|-0.041135239|-23.41506245|63.48466425|0.814393685|-24.23209217|-19.00510637|61.79838068|0.484099946|342.5710869|-608.163404|0.185606315|5.780627322000001|3963.475837|85.75294257|-290.5093357|746.7683199|269.0442248|1.0|0.0|1.0|1.0|14.0|-3.69|2.68|101.52|1.29|0.0|78.56|0.0|3.0|3.0|20.0|284.34|0.0|-3.31|0.000108|0.0307|0.000491|0.14|0.0|0.000207|0.0587|-0.06227|3.8036|3.5|3.0611|-1232.983157|-1232.959261|487.57|793.54|405.03|0.2747|325.97|361.03|0.56507|0.69727|-1232.851443|0.0415|-0.13057|5.5961|-0.19284|-1232.898044|112.0|6.9508|6.9508
40_a47|0.0|0|0.0|1|6.823286122000001|0|1.420389717|-0.246203395|4.727387819|-0.0934645509999999|3|0.041396825|-0.056839794|0.002212256|-0.038143308|10.98214138|0.056362705|1|0.003634698|-0.147591116|-0.2636225|0.63155995|0.836942961|0.900790582|0.607650682|0.812233678|-0.060416547|-0.083237511|0.237173658|0.02047837|-44.90375373|54.11003524|0.1877663219999999|-0.027052191|-24.22401965|0.0|0.573656733|-17.58259718|-14.59371996|43.64000551|0.4574577489999999|438.171933|-583.7487984|0.426343267|7.042383142|4862.524893|229.9974239|-79.47051169|1017.592517|388.178924|0.0|1.0|1.0|1.0|21.0|-7.08|4.04|68.52|1.52|0.0|94.28|0.0|1.0|3.0|25.0|334.35|1.0|-3.72|0.000546|183.0|0.000192|0.0643|0.0|8.339999999999999e-08|2.79e-05|-0.05086|4.0176|2.06|3.7236|-1123.174467|-1123.144637|571.5|947.27|332.97|271.0|308.6|444.47|0.67615|0.68492|-1122.9968210000002|0.2612|-0.15231|4.7542|-0.20317|-1123.049869|4.0|8.4|8.4
1g_a5|0.0|1|0.0|0|6.605297921|0|1.4275159730000002|-0.203595168|4.59511985|-0.010620031|2|0.027447447|-0.011534568|0.00683534|-0.132678208|10.94875199|-0.0353243789999999|1|0.006957291|-0.010807075|-0.242737126|0.74740095|0.7778380309999999|0.8393686990000001|0.717355058|0.8659209659999999|-0.070108797|-0.074361785|0.39389953|0.020418692|-39.8807456|74.51397212|0.134079034|-0.027205531|-21.388323|0.589719781|0.61393343|-20.16505667|-14.59051668|48.55052611|0.4713154089999999|464.3994751|-598.211184|0.38606657|7.312498266|4639.260975|207.0502037|-122.2065919|974.3909596|422.96706330000006|1.0|1.0|1.0|1.0|23.0|-8.14|4.21|63.69|1.57|0.0|96.98|0.0|1.0|4.0|25.0|328.37|1.0|-4.2|9.27e-05|0.0304|6.29e-05|0.0206|0.0|7.190000000000001e-09|2.36e-06|-0.0393|4.7822|2.61|4.1733|-1065.846194|-1065.818889|572.15|961.17|297.09|0.1769|259.26|448.93|0.4386899999999999|0.66164|-1065.675316|0.0504|-0.17042|3.4883|-0.20972|-1065.727193|115.0|6.9393|6.9393
14f_a23|0.0|0|0.0|2|7.423568444|0|1.197963246|-0.002304087|5.351858133|-0.027380305|2|0.04255787|0.056215377|0.010561248|-0.0555907109999999|10.3132176|-0.041351617|2|0.010508236|-0.110069159|-0.399688849|0.756252127|0.796412133|0.854683662|0.71381683|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|0.027134452|-57.07376861|96.47955427|0.105837608|-0.031450478|-38.58595734|96.60179161|0.665778294|-27.39103254|-21.26277654|58.85981824|0.478733036|604.5178506|-1084.401604|0.334221706|8.124287407|6768.918745|225.9578225|-224.1560124|1628.77284|683.7405759|0.0|1.0|1.0|1.0|26.0|-7.51|4.03|114.25|2.72|2.0|126.78|0.0|1.0|6.0|32.0|441.51|0.0|-5.02|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|0.0|3.11e-08|1.3699999999999998e-05|-0.07163|5.8184|3.23|3.5753|-1744.452086|-1744.429532|711.98|1210.19|346.78|0.2462|213.09|572.35|0.60917|0.6733399999999999|-1744.182678|0.1699|-0.1458|6.3534|-0.21743|-1744.2443850000002|2.0|8.6459|8.6459
7b_a8|0.0|1|0.0|1|7.535296702|1|1.395658671|-0.119760914|5.4161004020000005|-0.038810124|1|0.040873016|-0.024156447|0.002074537|-0.052309137|10.9465091|-0.0254956129999999|1|0.003191529|-0.021509048|-0.415894017|0.710658316|0.7812177770000001|0.8453887859999999|0.677544268|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|0.033167971|-59.93853201|145.0783004|0.277652387|-0.041332642|-35.90168309|75.93423425|0.753935657|-36.39338307|-24.75721974|80.62622045|0.4787988|432.6681725|-1138.832108|0.246064343|7.698000901|6185.0105140000005|147.3863936|-304.2022276|1510.516312|545.9267515|0.0|1.0|1.0|1.0|23.0|-7.65|3.8|92.93|2.23|2.0|110.8|0.0|1.0|3.0|30.0|396.4|0.0|-4.94|5.64e-06|0.00224|1.14e-05|0.00454|0.0|2.25e-08|8.94e-06|-0.06833|4.5945|5.51|3.26|-1330.622441|-1330.595067|621.4|1067.73|380.32|0.2517|269.85|506.21|0.44725|0.7025100000000001|-1330.392289|139.0|-0.13639|9.9463|-0.20472|-1330.448193|13.53|4.8687|4.8687
17a_a6|0.0|1|0.0|0|7.412764017000001|1|1.424257628|0.101940358|5.351858133|-0.0265090529999999|1|0.041767677|0.04129257|-0.00460563|0.078798543|10.94948984|-0.060774312|1|-0.00194781|-0.10896749|-0.5624663560000001|0.850080948|0.7722228729999999|0.8299950709999999|0.8013954109999999|0.753082653|-0.096082495|-0.109388399|0.350977745|0.031147305|-71.75703418|157.13173490000003|0.2469173469999999|-0.041567592|-47.07146289|554.1936506|0.77193498|-41.34573382|-27.26767299|83.46070738|0.483320982|494.010135|-1363.383649|0.22806502|8.337470517|5996.580489|149.60699319999998|-356.769966|1766.18975|627.4287311|1.0|1.0|1.0|2.0|23.0|-9.01|4.32|95.85|1.7|2.0|116.79|0.0|1.0|5.0|31.0|409.44|0.0|-5.17|1.56e-06|0.000637|6.69e-06|0.00274|0.0|9.77e-10|4e-07|-0.05753|3.5421|4.04|2.9753|-1350.102634|-1350.078838|696.96|1167.16|416.71|0.3933|350.03|574.02|0.69627|0.7024|-1349.830672|0.0101|-0.12425|4.1627|-0.18178|-1349.892285|24.0|7.6198|7.6198
5_a4|0.0|0|0.0|1|7.535296702|1|1.343864516|-0.196773454|5.4161004020000005|0.02257929|2|0.035994832|0.012532807|0.011630756|-0.050389825|10.92992834|-0.134215501|1|0.0111310589999999|-0.0471580309999999|-0.164263889|0.655087104|0.767615203|0.820886786|0.650346601|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|0.008047242|-36.64215945|13.96974087|0.056851498|-0.025201292|-19.68930579|46.53110402|0.807351587|-14.64813624|-13.54166762|31.58455727|0.413773331|506.7916175|-622.9167106000001|0.192648413|5.758733969|5059.243919|103.5177395|-330.3047347|771.5556899000001|518.5792364|1.0|1.0|1.0|0.0|21.0|-7.96|4.67|43.6|2.88|1.0|104.89|0.0|1.0|3.0|26.0|340.42|1.0|-4.84|2.72e-05|0.00925|1.4499999999999998e-05|0.0049299999999999|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|3.71|4.0239|-1069.27374|-1069.251223|595.55|1013.0|308.12|0.1106|255.2|421.24|0.60407|0.6019899999999999|-1069.051141|67.0|-0.16965|2.7859|-0.21857|-1069.102899|71.0|7.1487|7.1487
4n_a46|0.0|0|0.126268818|1|7.825245291|1|1.13463699|-0.061148449|5.587248657999999|-0.036492128|0|0.045335917|-0.2264394139999999|0.004988019|-0.144852516|10.94021058|-0.064683066|1|0.0042595609999999|0.070558373|-0.369211845|0.741742667|0.722331115|0.7681452190000001|0.7427183759999999|0.903145407|-0.103381106|-0.085838139|0.371438024|0.008424451|-47.16810275|172.8490949|0.096854593|-0.031047837|-25.91889741|0.0|0.863203663|-31.21601103|-17.06080312|61.43721285|0.428896538|496.2788787|-801.8577467|0.136796337|5.666371466|4955.374473|75.1696593|-399.1612105|928.9322794|525.8291956999999|1.0|1.0|1.0|1.0|17.0|-6.67|4.94|61.84|2.99|1.0|102.92|0.0|1.0|2.0|26.0|343.42|1.0|-5.1|3.75e-06|0.00129|7.95e-06|0.00273|0.0|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|4.57|3953.0|-1090.343872|-1090.302556|578.83|1011.66|313.65|253.0|215.82|502.02|0.41625|0.7025|-1090.098769|0.0711|-0.16641|6.2318|-0.20685|-1090.151267|5194.0|5.2845|5.2845
12g_a40|0.0|0|0.0|1|7.515889085|0|0.604990688|0.037440516|5.4161004020000005|-0.129331216|0|0.036630824|0.167050952|-0.001011175|0.075327376|10.31197254|-0.211162861|2|-0.003205145|0.063401514|-0.512657141|0.777835705|0.769016155|0.8396782220000001|0.6941475490000001|0.8702014570000001|-0.0951493559999999|-0.099521372|0.289122732|0.012706769|-52.24208444|130.7472028|0.129798543|-0.0435406|-27.42361099|0.0|0.852031227|-26.21888031|-22.85591194|56.61727428|0.465725912|456.7977427|-731.3891821000001|0.147968773|7.692740528|5211.675486|77.67373972|-369.5858437|858.4065454|335.7078145|1.0|1.0|0.0|1.0|20.0|-6.63|5.14|78.66|3.76|2.0|93.78|0.0|1.0|2.0|23.0|362.23|0.0|-5.79|3.43e-07|0.000124|1.62e-06|0.000586|0.0|2.37e-07|8.57e-05|-0.07424|4.0224|4.84|3.1577|-2173.044757|-2173.0224510000003|540.25|896.63|392.64|0.3539|308.23|429.31|0.67055|0.6988|-2172.9382|0.2682|-0.13191|1.9175|-0.20615|-2172.988604|724.0|6.1403|6.1403
