molecula|MATS1c|Brenk|molar_refractivity|FPSA1|SaaNH|Log S (Ali)|RASA|Log S (SILICOS-IT)|BBB|CYP1A2 inhibitor|MATS2c|PAINS|MATS8i|WNSA3|log P|AATSC1pe|Total Energy (water) (Hartree)|GRAVp|pIC50
2_a1|-0.422863867|0.0|79.77|0.305595997|0.0|-3.06|0.808210065|-6.18|1.0|1.0|-0.049975995|0.0|-0.0619710709999999|-12.89184641|3.31|0.003205156|-920.2093796|1884.85038|5.2366
18_a47|-0.322800033|0.0|119.78|0.267251553|2.969619451|-5.5|0.777824025|-10.36|0.0|1.0|-0.141396999|0.0|0.018164141|-30.97660579|3.32|0.0015586929999999|-1354.221126|2800.3745940000003|8.6
4j_a46|-0.226712003|0.0|110.24|0.223067683|0.0|-5.38|0.949893337|-7.69|1.0|1.0|-0.175292207|0.0|-0.1051618459999999|-20.66606288|4.93|0.011684396|-1132.043677|2260.870095|6.0942
2_a47|-0.444853768|0.0|96.54|0.215021885|0.0|-5.46|0.847324011|-7.82|1.0|1.0|-0.002024001|0.0|0.107297513|-20.71307621|3.49|-0.006079384|-1010.540464|2105.761386|6.2
9i_a40|-0.542471361|1.0|91.11|0.140977546|0.0|-5.32|0.830980762|-6.03|0.0|1.0|0.074116257|0.0|0.201624407|-23.58195819|3.2|0.004019925|-1273.334714|2056.370683|5.9031
4b_a46|-0.16915334|0.0|101.7|0.189531974|0.0|-4.35|0.935245062|-7.2|1.0|1.0|-0.155670183|0.0|-0.135121207|-15.59093155|3.98|0.011806162|-1033.556797|2105.172229|6.2612
12_a15|-0.380490701|0.0|119.95|0.253510603|0.0|-6.22|0.89637291|-9.82|0.0|1.0|-0.071096525|0.0|-0.106061273|-24.90456371|5.16|0.0034254209999999|-1281.087109|2613.57759|8.3979
11d_a31|-0.574318121|0.0|102.13|0.318229459|3.39688681|-5.48|0.585212816|-6.23|0.0|1.0|0.064475882|0.0|-0.092360393|-50.23449218|4.87|-0.006496772|-1598.7152199999998|2532.447962|7.5229
12b_a5|-0.1708042239999999|0.0|123.46|0.4696203889999999|0.0|-2.3|0.827613693|-7.67|1.0|0.0|-0.297319874|0.0|-0.119503073|-26.33991037|2.24|0.00751901|-1276.928859|2602.046823|7.3768
22_a10|-0.356699217|0.0|139.53|0.435676666|0.0|-5.34|0.8698299140000001|-9.37|0.0|0.0|-0.067641834|0.0|0.01204992|-32.68604442|5.65|0.008903905|-1544.237634|3241.833491|5.9586
14b_a25|-0.3691494039999999|0.0|130.97|0.227210413|0.0|-5.6|0.859628015|-9.65|0.0|1.0|-0.091382738|0.0|-0.012989126|-36.53830946|5.61|0.004892038|-1444.544749|3038.600508|7.6576
8b_a50|-0.332085641|0.0|89.78|0.328290204|3.1324050960000003|-3.44|0.845349082|-5.94|1.0|1.0|-0.115740384|0.0|-0.009441452|-16.66636363|2.11|0.007057361|-967.3527447|2143.807599|7.1675
14x_a23|-0.443633823|1.0|120.2|0.277788677|0.0|-5.68|0.7768288609999999|-7.93|0.0|0.0|0.0944818319999999|0.0|-0.075184011|-31.13207597|3.97|0.003906274|-1828.393372|3071.48868|8.4949
3m_a32|-0.49476131|0.0|110.36|0.325531778|3.575728458|-5.94|0.798023273|-7.38|0.0|1.0|0.013867955|0.0|-0.084132138|-30.25923462|5.1|0.000822186|-1863.502681|2588.590536|7.6383
12bi_a36|-0.37220074|0.0|136.74|0.500339677|3.466222049|-4.11|0.7850011179999999|-6.79|0.0|0.0|-0.088734077|0.0|-0.067142264|-40.42611289999999|2.68|0.002872872|-1461.997992|3044.149713|7.8539
13a_a6|-0.488098052|0.0|116.79|0.240087608|3.417162147|-5.51|0.77450544|-9.01|0.0|1.0|-0.042110772|0.0|0.0015242189999999|-40.23198232|4.04|-0.00194781|-1350.085889|2820.31296|7.3372
1b_a5|-0.231956531|0.0|90.44|0.267518749|2.881451247|-3.97|0.808828623|-8.3|1.0|1.0|-0.250420203|0.0|0.001241264|-19.82538668|3.1|0.003708988|-1050.538976|2171.716467|7.2291
14a_a25|-0.365062041|0.0|126.26|0.193247006|0.0|-5.39|0.850426305|-9.59|0.0|1.0|-0.092005241|0.0|-0.046802062|-30.017374100000005|5.79|0.006158124|-1352.298438|2844.993903|6.684
19_a20|-0.5838248970000001|0.0|122.86|0.203929412|3.423603867|-4.89|0.754452534|-9.63|0.0|1.0|0.071176085|0.0|0.077469518|-39.5992891|5.01|-0.004654742|-1368.413151|2849.084477|5.585
11d_a5|-0.22897714|0.0|114.29|0.287694578|2.9590700880000003|-4.14|0.87090286|-8.64|1.0|1.0|-0.245058546|0.0|-0.138265707|-25.44574968|2.59|0.008809179|-1239.127458|2540.78984|7.8239
19j_a38|-0.42133715|0.0|130.41|0.285630155|3.235947106|-4.35|0.8071763829999999|-6.92|0.0|0.0|-0.089207643|0.0|0.003554228|-39.565701700000005|3.23|-0.002443797|-1424.426858|2969.234865|8.1146
19f_a38|-0.4288343429999999|0.0|125.69|0.265562447|3.3320764830000003|-4.14|0.750875987|-6.86|0.0|1.0|-0.036714749|0.0|0.035480177|-34.81887413|3.41|-0.000673716|-1332.190216|2776.145209|7.1397
13_a10|-0.345108701|0.0|97.14|0.285505651|0.0|-3.76|0.818027691|-6.6|1.0|1.0|-0.059862024|0.0|-0.002128014|-24.21093442|2.48|0.003791547|-1065.874094|2261.82488|6.7959
12ae_a36|-0.513686975|0.0|142.02|0.315002436|3.412870974|-3.85|0.7162413209999999|-6.87|0.0|0.0|0.069118289|0.0|-0.083959343|-47.65297933|6.24|-0.001160331|-1876.203168|3486.122819|7.8239
6_a27|-0.541168953|0.0|92.65|0.2251796019999999|2.6137160880000003|-3.62|0.785047616|-6.67|1.0|1.0|0.1718757239999999|0.0|0.075248207|-19.27068071|4.27|0.0058042269999999|-1043.831559|2196.1151210000003|9.0
47g_a18|-0.4138670829999999|2.0|164.47|0.268129223|0.0|-6.11|0.834424154|-9.22|0.0|0.0|-0.005500039|1.0|0.033759227|-46.97287277|8.13|0.00531392|-1743.375845|3367.0578530000003|8.0458
12bc_a36|-0.442519304|0.0|133.77|0.22853193|3.43846811|-5.08|0.834305498|-7.76|1.0|1.0|-0.058020733|0.0|-0.079009683|-34.8600941|4.42|-0.00097037|-2152.134749|2927.476132|8.0969
47u_a18|-0.539738821|1.0|133.53|0.278162537|0.0|-5.69|0.741066474|-8.2|0.0|0.0|0.039883149|0.0|0.031337464|-43.92035521|9.34|0.00082284|-1510.182477|2965.254516|5.7055
4g_a49|-0.311927917|0.0|198.32|0.372642776|0.0|-7.47|0.8601878270000001|-13.67|0.0|0.0|-0.087219006|0.0|0.003456679|-61.03291321|6.35|0.007845545|-2147.721319|4706.348867000001|6.9747
19_a3|-0.270506095|0.0|85.32|0.24201815|2.917217813|-3.24|0.853017902|-7.21|1.0|1.0|-0.206312209|0.0|0.156485495|-14.67073822|2.43|0.006731579|-929.2818523|2000.66399|7.6383
3c_a49|-0.384874446|0.0|109.43|0.362777444|0.0|-3.45|0.7963363840000001|-7.54|1.0|1.0|0.034009672|0.0|-0.05815918|-23.47658531|3.99|0.006470561|-1198.668772|2521.794855|7.0605
12a_a40|-0.4764003679999999|0.0|91.76|0.14863036|0.0|-6.41|0.940879765|-7.21|1.0|1.0|0.021610099|0.0|0.100414476|-16.73754566|5.01|0.007890601|-2097.826771|2185.594734|5.7501
5g_a40|-0.4748772539999999|1.0|78.2|0.254650681|0.0|-4.24|0.67772744|-2.89|0.0|1.0|0.0094595959999999|0.0|0.122088541|-34.61732609|4.02|-0.012008571|-1328.055803|2054.810452|6.9101
13k_a6|-0.5627624379999999|0.0|124.98|0.202868306|3.423411754|-5.49|0.641032542|-8.89|0.0|1.0|0.031525207|0.0|0.0809333929999999|-57.53822059|5.41|-0.006280295|-1465.862962|2966.890288|7.3372
11_a1|-0.563650254|0.0|105.71|0.248121855|3.3361517380000003|-5.07|0.5955245029999999|-7.47|0.0|1.0|0.033732316|0.0|-0.05257082|-45.88191258|5.26|-0.009578125|-1312.462371|2697.640232|6.7696
19g_a38|-0.438254637|0.0|125.65|0.280058007|3.229090845|-4.25|0.7200062690000001|-7.12|0.0|1.0|-0.077355838|0.0|-0.009881824|-34.56416368|3.66|-0.004358975|-1431.419426|2897.384301|7.3778
13d_a6|-0.49314765|0.0|121.6|0.230567155|3.447870607|-5.95|0.78862121|-9.4|0.0|1.0|-0.045686501|0.0|-0.042531782|-42.92734103|4.5|-0.000899678|-1389.403308|2882.382522|6.4437
9s_a24|-0.248704391|0.0|115.67|0.554839231|2.9568988810000003|-3.36|0.8833498320000001|-8.11|0.0|0.0|-0.222173285|0.0|-0.060407836|-19.21235005|1.82|0.007695726|-1271.031372|2747.809842|7.4949
21b_a23|-0.481470603|1.0|129.97|0.187665282|0.0|-6.1|0.930728719|-7.84|0.0|0.0|0.094654108|0.0|-0.103470358|-29.31080756|3.57|0.009872313|-1761.498874|3074.083057|7.0691
12n_a36|-0.5181211520000001|0.0|142.02|0.258248547|3.400581499|-3.85|0.720111143|-6.87|0.0|0.0|0.039596635|0.0|-0.035989956|-40.89805687|6.24|-0.001160331|-1876.201464|3482.18259|7.8239
37_a18|-0.44541772|1.0|151.14|0.2351233969999999|0.0|-5.68|0.831783747|-8.82|1.0|0.0|-0.0013530679999999|0.0|-0.034593342|-36.62790634|8.11|0.003512954|-1532.997117|3055.795406|7.4559
12a_a50|-0.247407423|0.0|94.69|0.4247810279999999|0.0|-3.16|0.904119689|-5.49|1.0|1.0|-0.199881787|0.0|0.014596049|-12.88231829|2.47|0.011790103|-1006.659456|2223.666558|7.1249
15b_a50|-0.310946931|0.0|105.46|0.3609826579999999|0.0|-3.18|0.8209134840000001|-5.72|1.0|1.0|-0.144363623|0.0|-0.06083723|-26.98929785|2.08|0.005203263|-1160.4989460000002|2441.264256|7.1024
6_a47|-0.459934519|0.0|106.47|0.205609194|0.0|-6.02|0.8419184120000001|-9.06|0.0|1.0|0.011739916|0.0|0.051455447|-23.54237714|4.69|-0.0094242819999999|-1608.684886|2431.668154|7.9
14q_a23|-0.573130981|1.0|128.38|0.222659101|0.0|-5.21|0.773194598|-6.96|0.0|0.0|0.141057047|0.0|-0.058543701|-42.23665548|4.19|0.002496501|-1798.645459|3097.399651|7.8069
7e_a8|-0.341022848|0.0|108.43|0.223998448|3.038052327|-5.75|0.8291560379999999|-8.29|0.0|1.0|-0.150447714|0.0|-0.11032771|-30.79383811|6.32|0.002669179|-1300.495519|2605.914474|4.4547
12c_a30|-0.468696709|0.0|132.29|0.193871231|0.0|-5.93|0.8439327120000001|-7.22|0.0|1.0|0.045997203|0.0|0.019094532|-32.72642202|4.45|0.003603419|-2035.373591|2860.640481|7.9914
12n_a30|-0.464204099|0.0|127.24|0.200596792|0.0|-5.39|0.7781502140000001|-6.9|0.0|0.0|0.0304762079999999|0.0|-0.037209579|-33.14358793|4.07|0.002064369|-1675.011418|2848.910641|7.983
14aa_a23|-0.4506138879999999|1.0|130.22|0.203340553|0.0|-6.23|0.924108042|-8.16|0.0|0.0|0.066582026|0.0|-0.029037128|-24.18971469|4.1|0.012103325|-1708.5626|2941.302235|8.451
18a_a25|-0.2936794219999999|1.0|133.85|0.182927961|0.0|-6.33|0.931628386|-9.78|0.0|1.0|-0.151473962|0.0|-0.018419483|-24.58404782|4.51|0.007325341|-1675.274716|2857.88027|7.0269
18a_a30|-0.452377064|0.0|127.28|0.209500834|0.0|-5.28|0.85918121|-6.64|0.0|0.0|0.045071414|0.0|-0.01286191|-28.08889239|3.82|0.005458948|-1575.786909|2721.874248|7.6108
16f_a32|-0.697693907|0.0|116.75|0.30526292|3.354832924|-6.95|0.8072754790000001|-7.77|0.0|1.0|0.1767304639999999|0.0|-0.081644236|-39.12230215|4.99|-0.001202032|-1995.307736|2772.212354|8.041
7_a27|-0.500327496|0.0|102.36|0.236435287|0.0|-4.06|0.85111414|-6.61|1.0|1.0|0.112935885|0.0|-0.096754293|-19.13983132|5.37|0.010596392|-1122.455548|2334.058688|9.0
12aa_a36|-0.53315493|0.0|131.85|0.2686642589999999|3.4172704080000003|-3.52|0.688945241|-6.14|0.0|0.0|0.033952382|0.0|0.010538281|-49.88002793|3.88|-0.004569485|-1401.662677|2928.7759760000004|8.0458
3p_a32|-0.53666614|0.0|112.37|0.380032117|3.456037415|-5.11|0.8195708759999999|-6.79|0.0|1.0|0.007752757|0.0|-0.111150118|-24.56127372|4.26|0.000920756|-1879.554272|2650.4178850000003|7.585
3d_a32|-0.539652902|0.0|97.86|0.2794597139999999|3.503398526|-6.55|0.892845502|-7.29|0.0|1.0|0.0181036519999999|0.0|-0.113314811|-20.13777259|3.42|0.002004382|-1672.758552|2213.978384|8.0915
4a_a46|-0.143806973|0.0|96.74|0.2573736219999999|0.0|-3.93|0.923958017|-6.82|1.0|1.0|-0.214093513|0.0|-0.11172225|-14.80375017|3.4|0.0120924389999999|-994.237445|2042.529911|6.7423
14a_a23|-0.446724057|1.0|120.28|0.219241211|0.0|-5.47|0.918677038|-7.41|0.0|0.0|0.050806184|0.0|-0.0518554529999999|-22.26638099|3.47|0.011363191|-1629.928331|2816.527785|8.5498
17b_a6|-0.563310199|0.0|116.79|0.229332826|3.375166525|-5.81|0.753949098|-9.01|0.0|1.0|0.1012747369999999|0.0|-0.0385646|-41.0971443|4.04|-0.00194781|-1350.102764|2816.0632920000003|6.8153
11_a4|-0.145254541|0.0|111.64|0.243908684|0.0|-5.14|0.930113409|-8.05|0.0|1.0|-0.20567828|0.0|-0.073554945|-18.12338426|3.2|0.010782511|-1467.463842|2452.527871|6.9586
9_a15|-0.344978312|0.0|104.74|0.48742253|0.0|-5.25|0.846156316|-7.57|1.0|1.0|-0.217598467|0.0|0.05688176|-22.92354152|3.36|0.003160815|-1223.705126|2392.3164920000004|6.9706
12bf_a36|-0.433281391|0.0|123.67|0.294529031|3.31325137|-3.99|0.6791406640000001|-7.12|1.0|0.0|-0.024689509|0.0|-0.096665166|-37.52534442|3.66|-0.004358975|-1431.413697|2902.591295|8.2218
12an_a36|-0.434819796|0.0|135.47|0.216487385|3.489959714|-4.85|0.836440154|-7.05|0.0|0.0|-0.05423417|0.0|-0.131674913|-33.56484523|3.37|0.003710345|-1670.452238|2881.978785|7.3979
8c_a12|-0.606245231|0.0|98.07|0.235550168|0.0|-3.47|0.840397446|-7.14|1.0|1.0|0.1948786139999999|0.0|-0.036504737|-17.44675795|2.76|-0.00160589|-1022.77302|2190.852814|7.3979
33_a20|-0.1771816269999999|0.0|121.62|0.240643818|0.0|-5.6|0.9493896|-9.69|0.0|1.0|-0.188733405|0.0|-0.061975089|-25.26187502|4.07|0.008780074|-1275.852801|2737.8873550000003|7.4685
19_a4|-0.245630631|0.0|98.19|0.235119747|0.0|-3.81|0.820765063|-6.09|1.0|1.0|-0.121320311|0.0|-0.211341677|-21.41704046|6.67|0.009687676|-1446.939719|2558.336814|4.71
12a_a36|-0.432975237|0.0|123.75|0.244684566|3.4715209280000003|-3.79|0.820684627|-6.59|1.0|0.0|-0.0632801509999999|0.0|-0.070252245|-28.71401279|3.16|0.003199301|-1232.951968|2647.835699|7.8861
7_a47|-0.46105149|0.0|111.28|0.1830206469999999|0.0|-6.47|0.8473227320000001|-9.45|0.0|1.0|0.00763426|0.0|-0.085507035|-25.84337052|5.08|-0.00794321|-1647.996662|2491.885862|7.6
13n_a6|-0.57091314|0.0|127.2|0.251032943|3.425442623|-4.64|0.70890216|-9.67|0.0|1.0|0.030890422|0.0|-0.06507689|-47.27287681|4.27|-0.00687003|-1423.765005|2952.259627|7.1249
16_a15|-0.528097878|0.0|124.45|0.131539493|0.0|-6.0|0.723597405|-9.21|0.0|1.0|0.072882981|0.0|-0.109386268|-41.45211893|8.26|-0.00379317|-1770.509465|3173.773379|7.6778
19e_a38|-0.436305701|0.0|135.78|0.250809026|3.376977671|-4.94|0.776562593|-7.28|0.0|1.0|-0.082311936|0.0|-0.104569193|-37.96637911|4.08|0.000347207|-1409.582478|2920.436229|8.0083
9d_a31|-0.550392027|0.0|112.97|0.336380477|3.456767212|-5.61|0.6943358040000001|-7.63|0.0|1.0|0.036844743|0.0|-0.0938310919999999|-45.65350116|5.0|0.000127275|-1657.471475|2654.377004|6.2218
7f_a10|-0.5846516820000001|0.0|106.77|0.178213448|0.0|-5.54|0.931773786|-8.13|0.0|0.0|0.103083789|0.0|-0.000498274|-19.93012491|4.93|0.0030999659999999|-1442.216293|2803.359424|6.8508
26_a20|-0.446730587|0.0|125.0|0.215111274|0.0|-5.14|0.79337253|-9.18|0.0|1.0|-0.000846851|0.0|-0.054222344|-39.28020352|4.97|0.003149352|-1352.315376|2825.254798|6.8827
12r_a30|-0.44083509|0.0|127.19|0.209934663|0.0|-5.49|0.72072745|-7.16|0.0|0.0|-0.015167821|0.0|-0.0682882559999999|-37.69583567|4.32|-0.001131023|-1774.236548|2976.944611|7.5317
14b_a50|-0.306633966|0.0|128.39|0.362718946|0.0|-4.6|0.904076348|-6.86|1.0|0.0|-0.092558007|0.0|0.037777505|-21.65397937|3.05|0.011249462|-1431.068494|2967.872393|5.1818
25_a47|-0.545763902|0.0|109.7|0.376125772|0.0|-4.99|0.786958319|-8.01|0.0|1.0|0.037667531|0.0|-0.035030495|-27.0291331|4.78|-0.00269275|-1735.414386|2704.5905190000003|7.8
21_a12|-0.522951134|0.0|98.16|0.229181643|0.0|-3.82|0.84827776|-6.78|0.0|1.0|0.04375233|0.0|-0.01367083|-17.416202300000002|2.56|-0.001825446|-1327.479547|2185.835701|7.6576
18_a20|-0.597167441|0.0|125.07|0.1890889589999999|3.463603867|-5.59|0.76136176|-10.0|0.0|1.0|0.1160337319999999|0.0|-0.011236836|-41.07622672|5.35|-0.004071701|-1352.364724|2809.844943|7.4685
8_a10|-0.368590322|0.0|111.36|0.277350551|0.0|-4.52|0.874843982|-7.6|1.0|1.0|-0.075368755|0.0|-0.15615298|-17.849103399999997|4.58|0.009056935|-1257.84172|2612.274447|6.279
4_a3|-0.607238634|0.0|92.65|0.133023729|0.0|-5.69|0.74053397|-7.53|0.0|1.0|0.2122551539999999|0.0|0.057349653|-24.93884341|3.53|-0.007022144|-1355.332318|2142.972568|5.9
11c_a5|-0.269653478|0.0|106.79|0.292960365|2.930680267|-4.13|0.80472351|-8.47|0.0|1.0|-0.2117133739999999|0.0|-0.059682527|-29.19305715|4.53|0.005383056|-1218.492067|2497.685314|7.6021
14l_a23|-0.448622017|1.0|125.25|0.210373806|0.0|-5.85|0.921267667|-7.78|0.0|0.0|0.060717916|0.0|-0.060692376|-23.306234600000003|3.79|0.01180744|-1669.2363289999998|2879.181064|8.1798
47p_a18|-0.441700685|1.0|144.53|0.181540558|0.0|-5.67|0.832954548|-9.03|1.0|0.0|-0.001819106|0.0|-0.015960677|-37.85569728|7.98|0.003537135|-1493.759811|2933.069245|7.1938
4e_a49|-0.403194204|0.0|114.08|0.349671525|0.0|-3.28|0.757062331|-7.36|0.0|1.0|-0.076526919|0.0|-0.053787795|-35.44835874|3.34|0.000660956|-1313.199448|2675.626006|7.4685
11e_a5|-0.234433859|0.0|125.71|0.27836484|2.971327032|-4.65|0.876758791|-8.95|1.0|0.0|-0.2114441819999999|0.0|-0.16669151|-27.58835281|2.91|0.008721244|-1316.547103|2721.416353|7.3979
5_a27|-0.4982037479999999|0.0|97.55|0.258518528|0.0|-3.61|0.8531787759999999|-6.22|1.0|1.0|0.126882432|0.0|-0.125237927|-15.54640123|4.9|0.010329671|-1083.143246|2273.906133|8.5229
12u_a30|-0.467189145|0.0|137.3|0.189537132|0.0|-6.58|0.84944095|-7.8|0.0|1.0|0.028039604|0.0|0.028815747|-34.72068676|5.08|0.001805829|-2494.962309|3001.03926|7.4647
10_a27|-0.487435299|0.0|97.39|0.254639309|0.0|-3.57|0.8526621529999999|-6.24|1.0|1.0|0.122016352|0.0|0.034318674|-17.33405307|4.66|0.010329671|-1083.137871|2270.538352|7.1612
3n_a32|-0.435658951|0.0|106.44|0.351066886|3.616639267|-5.96|0.840041782|-6.96|0.0|1.0|-0.0376583329999999|0.0|-0.1006122119999999|-24.62805609|2.57|0.002379137|-1825.378576|2526.071154|7.6778
3a_a49|-0.421478185|0.0|112.14|0.310225187|0.0|-3.06|0.72890527|-7.19|0.0|1.0|-0.05210989|0.0|-0.060613765|-32.39206742|3.16|0.000521532|-1254.012043|2599.121578|7.1938
9_a4|-0.172904817|0.0|105.09|0.207109566|0.0|-4.76|0.937102792|-8.16|1.0|1.0|-0.211556011|0.0|-0.091393763|-15.58475436|3.87|0.009731833|-1489.554198|2359.945586|7.3188
9n_a24|-0.225226606|0.0|114.29|0.347873491|2.961528903|-4.14|0.904556598|-8.64|1.0|0.0|-0.2452954769999999|0.0|-0.036651001|-23.79925701|2.59|0.008809179|-1239.1274939999998|2542.730334|7.7212
1h_a5|-0.20140246|0.0|95.45|0.2549450239999999|2.9516097130000003|-4.25|0.8806402259999999|-8.41|1.0|1.0|-0.259241577|0.0|-0.1197834419999999|-18.38824808|3.17|0.007357977|-990.6346565|2107.271793|7.5528
27c_a34|-0.543350914|0.0|119.71|0.261802571|0.0|-4.75|0.631065353|-7.67|0.0|1.0|0.02583752|0.0|-0.028344637|-51.69246989|5.23|-0.004694534|-1426.521813|2921.328444|6.0969
4n_a46|-0.369211845|0.0|102.92|0.136796337|0.0|-5.43|0.903145407|-6.67|1.0|1.0|-0.061148449|0.0|-0.144852516|-31.21601103|4.57|0.0042595609999999|-1090.343872|2195.786424|5.2845
17d_a50|-0.2294807539999999|0.0|133.19|0.24594297|0.0|-4.5|0.929886823|-7.07|1.0|0.0|-0.152030219|0.0|-0.136180713|-21.24595322|3.41|0.01245647|-1335.989008|2824.70142|7.1308
LY580276_a4|-0.191806286|0.0|84.74|0.152153004|0.0|-3.67|0.8685269959999999|-6.56|1.0|1.0|-0.156842923|0.0|-0.172607392|-13.31233017|3.64|0.009622161|-959.4958788|1948.220005|6.757
16a_a10|-0.1948324069999999|0.0|133.66|0.272940681|0.0|-5.22|0.916148686|-8.5|1.0|1.0|-0.187414728|0.0|0.014886502|-25.21250404|3.46|0.011558506|-1395.158387|2862.681038|7.3279
1a_a5|-0.179831877|0.0|93.49|0.274345323|0.0|-2.6|0.833638233|-7.15|1.0|0.0|-0.271170445|0.0|-0.132197351|-18.22870183|2.85|0.00549829|-951.1394906|1940.139869|6.9706
12d_a31|-0.550805937|0.0|112.97|0.361635149|3.441384322|-5.61|0.7054497479999999|-7.63|0.0|1.0|0.039097757|0.0|-0.085780934|-47.23018217|5.0|0.000127275|-1657.471849|2653.867767|6.2924
13i_a6|-0.560601136|0.0|120.17|0.216402237|3.399318783|-5.03|0.624046118|-8.5|0.0|1.0|0.0359494989999999|0.0|0.034304189|-54.13430283|4.94|-0.007703306|-1426.549926|2906.257489|7.6778
5a_a50|-0.161169418|0.0|101.86|0.33472483|0.0|-3.89|0.969892876|-6.24|1.0|1.0|-0.203248487|0.0|-0.256097122|-11.08625592|3.39|0.01228899|-1029.930364|2246.106104|5.3872
3j_a32|-0.528541012|0.0|95.74|0.251226|3.564417045|-5.92|0.865101945|-6.69|0.0|1.0|0.0053427669999999|0.0|-0.086191775|-19.82606536|3.02|0.001173363|-1671.507439|2282.569698|8.0969
6b_a40|-0.630957955|2.0|130.16|0.1218592019999999|0.0|-8.41|0.753431574|-5.21|0.0|1.0|0.135693438|1.0|0.0986825569999999|-48.31476032|8.98|-0.004728928|-3290.775349|3214.047452|7.5229
SB431542_a8|-0.494976661|0.0|109.21|0.239171941|3.172627551|-4.4|0.5653298489999999|-6.76|0.0|0.0|-0.007805495|0.0|-0.029382296|-45.98111161||-0.005306541||2801.428659|4.1019
16j_a32|-0.704356423|0.0|121.3|0.3002094919999999|3.359912013|-7.45|0.8259884120000001|-7.77|0.0|0.0|0.175152442|0.0|-0.135618491|-39.13396528|5.5|-0.00030659|-2034.621888|2830.682695|8.0315
13_a47|-0.316563793|0.0|91.59|0.311738758|2.920663104|-4.24|0.781675563|-7.9|1.0|1.0|-0.174238791|0.0|0.003874205|-21.52866736|2.7|-0.000211465|-1067.820961|2190.316257|7.8
4_a38 (LY-2157299)|-0.463575124|0.0|108.18|0.213882939|0.0|-3.85|0.754313773|-7.13|0.0|1.0|0.050460026|0.0|-0.159241692|-30.23133173|3.95|0.003107816|-1198.683473|2501.945802|7.1586
3o_a32|-0.483580522|0.0|112.07|0.214905181|3.644417045|-5.72|0.8377808240000001|-7.27|0.0|1.0|-0.022603806|0.0|-0.117781901|-24.51306152|2.35|0.000243592|-1805.504508|2488.133192|6.6198
4b_a49|-0.390006034|0.0|112.36|0.354669161|0.0|-3.81|0.7581492670000001|-7.05|0.0|1.0|-0.109946885|0.0|-0.033486358|-34.74338731|3.56|0.002557204|-1333.063439|2708.998101|7.1024
17_a4|-0.392770755|0.0|85.09|0.138303414|0.0|-4.36|0.888791225|-6.56|0.0|1.0|-0.188642713|0.0|-0.3948966229999999|-23.59250328|4.44|0.002155864|-1255.994721|2351.601697|6.057
11f_a5|-0.230681941|0.0|126.79|0.489052404|2.967866825|-3.95|0.847356138|-8.67|1.0|0.0|-0.251797205|0.0|-0.178881726|-33.11311829|2.25|0.008309782|-1391.7602960000002|2853.401015|7.9208
17b_a25|-0.366585181|0.0|135.78|0.275133816|0.0|-5.32|0.882170399|-10.04|0.0|1.0|0.001256821|0.0|-0.100018134|-39.21569422|5.89|0.005244553|-1483.873254|3100.8813760000003|6.9957
8j_a46|-0.229679821|1.0|96.94|0.177887481|0.0|-4.59|0.934648421|-7.26|1.0|1.0|-0.13040237|0.0|-0.174853546|-15.7861518|3.78|0.0108603019999999|-1414.53151|2121.846387|5.9108
17f_a50|-0.204651539|0.0|116.81|0.278877895|0.0|-3.58|0.911458734|-6.38|1.0|1.0|-0.2208117919999999|0.0|-0.028989535|-17.89709978|2.5|0.0129274519999999|-1219.2481369999998|2582.272632|6.4001
8h_a8|-0.53822084|0.0|105.27|0.081684095|2.975382653|-5.21|0.602405134|-7.95|0.0|0.0|0.038482973|0.0|-0.085125857|-42.41801879|7.71|-0.007036544|-1361.651799|2623.688756|4.9359
18c_a22|-0.305378181|1.0|136.36|0.317309976|0.0|-5.8|0.931073539|-9.46|0.0|1.0|-0.191807441|0.0|0.009519672|-27.73804808|3.5|0.005597023|-1783.562578|3090.601885|7.585
10_a15|-0.391156537|0.0|119.95|0.169827351|0.0|-6.22|0.933136945|-9.82|0.0|1.0|-0.137104477|0.0|-0.077096984|-17.88541558|5.16|0.0034254209999999|-1281.088565|2605.82709|8.1549
11b_a5|-0.252164213|1.0|106.58|0.33175528|2.943854668|-4.65|0.8737310509999999|-9.15|1.0|1.0|-0.2023158669999999|0.0|-0.118167947|-27.50997723|3.31|0.005685558|-1564.761898|2434.505303|7.7212
38_a18|-0.498932552|1.0|160.66|0.119072105|0.0|-6.98|0.8310704529999999|-10.33|0.0|1.0|0.059724697|0.0|-0.020056674|-48.74349112|8.95|0.001602741|-1611.630281|3162.36475|7.041
13b_a30|-0.564815317|0.0|135.37|0.1997091339999999|0.0|-5.01|0.694101802|-6.19|0.0|0.0|0.112353041|0.0|0.042845487|-50.13056864|4.54|-0.002215642|-1744.492044|3002.926824|7.5901
16i_a32|-0.700853898|0.0|116.75|0.281035887|3.352437091|-7.03|0.801494708|-7.4|0.0|0.0|0.175604846|0.0|-0.104899053|-36.62130242|4.99|-0.001202032|-1995.307733|2770.767996|8.2596
24_a47|-0.540463145|0.0|104.73|0.388396422|0.0|-4.61|0.7839491009999999|-7.63|0.0|1.0|0.0453435129999999|0.0|-0.063708635|-24.03877652|4.46|-0.004514441|-1696.105723|2642.775318|8.5
