molecula|n9FaHRing|BIC2|Class [Log S (SILICOS-IT)]|MATS8d|SaaNH|GeomDiameter|Consensus Log P|Mor01p|Solubility [Log S (Ali)] (mg/ml)|CYP2D6 inhibitor|SaaaC|BCUTi-1|Area (grid)|pIC50
19i_a38|0|0.836170906|1.0|-0.087904124|3.169368622|12.04523072|3.04|593.6088758|0.0238|1.0|0.0|10.96052467|641.31|7.9031
7s_a46|0|0.770312275|1.0|-0.030371026|0.0|9.829721631|3.12|409.9543818|0.0262|1.0|0.0|10.94651358|539.99|5.7022
1a_a18 (SB-431542)|0|0.7462411859999999|1.0|-0.083341531|3.3674017380000003|14.26170773|2.85|513.4628663999999|0.0116|1.0|0.0|10.94959842|620.23|6.9031
12_a15|0|0.723852961|1.0|-0.019064393|0.0|10.40571107|4.7|673.7288405|0.0002379999999999|1.0|0.0|10.95973444|688.91|8.3979
2_a47|0|0.671819147|1.0|-0.0253134039999999|0.0|9.369924133|3.58|392.6099255|0.00109|1.0|1.454085483|10.93671092|536.13|6.2
14a_a25|0|0.7385460309999999|1.0|-0.035531959|0.0|14.55676745|3.81|712.1606951|0.0016899999999999|1.0|1.975771616|10.93106303|689.55|6684.0
18_a4|0|0.793041267|2.0|-0.105846349|0.0|10.31843368|2.78|337.0066459|349.0|1.0|0.0|10.94611841|523.81|5.5817
3g_a32|1|0.755211939|1.0|-0.1719626169999999|3.542426304|10.70834299|4.61|475.3634141|2.88e-05|0.0|2.2144733530000003|10.31100273|593.24|7.8539
3_a27|0|0.810053853|2.0|0.038685745|0.0|11.64968556|2.74|401.7540197|0.0658|0.0|1.177265999|10.93782973|547.92|8.3979
4f_a49|0|0.7927086309999999|1.0|0.114367229|0.0|11.20071713|2.85|467.1194103|0.0365|1.0|1.5830545580000002|10.92775957|575.01|7.3979
3i_a32|1|0.833699527|1.0|0.030060554|2.417426304|10.09193014|4.37|318.0257595|0.000197|0.0|1.711001131|10.3110028|530.5|8.2366
19g_a38|0|0.836170906|1.0|-0.076414544|3.229090845|11.62016299|2.97|593.6088758|0.0238|1.0|0.0|10.96052467|638.82|7.3778
12c_a36|0|0.819222745|1.0|-0.097861598|3.447900368|12.86584957|2.34|629.5017194000001|0.0151|0.0|0.0|10.95982545|672.74|8.0458
19a_a22|0|0.777600172|1.0|0.0271939039999999|0.0|15.30120355|2.36|781.8210659|0.0193|1.0|1.545757986|10.9464374|740.07|7.3188
8a_a8|0|0.762577159|1.0|-0.048064085|3.150966553|14.52342059|2.56|529.053307|16.0|0.0|0.0|10.94671414|620.68|4.9454
14o_a23|1|0.802854174|1.0|-0.072078004|0.0|17.66041891|4.31|676.4530574|6.38e-05|0.0|0.6669152279999999|10.3132174|729.11|8.4815
47g_a18|0|0.750610215|1.0|-0.014370598|0.0|20.32265524|2.83|1347.416568|0.000421|1.0|0.0|10.94702253|905.71|8.0458
5a_a40|0|0.756882266|2.0|-0.0395444479999999|0.0|10.7779923|2.8|244.8873477|0.0202|0.0|0.808197279|10.31198338|466.79|7.0915
EW7203_a60|0|0.822401103|1.0|-0.089945913|0.0|16.53092404|3.09|666.0036144999999|0.000768|0.0|0.0|10.31162855|678.83|8.0334
12k_a30|0|0.830875659|1.0|-0.067714819|0.0|15.93977881|2.57|704.0353382000001|0.00154|0.0|0.0|10.31162844|710.82|7.6144
8e_a46|0|0.789844634|1.0|-0.024620704|0.0|9.911785304|3.21|426.71841|0.0782|1.0|0.0|10.96411233|552.99|6.3915
8d_a32|1|0.825978584|1.0|-0.11492754|3.474433107|15.29958432|3.57|557.1050635|0.000334|0.0|2.146260246|10.31100269|671.71|8.0809
16a_a32|1|0.8567078770000001|1.0|-0.098258706|3.357452523|13.08168264|3.06|532.685565|0.00128|0.0|2.095743605|10.31100271|664.67|7.9586
10_a47|0|0.754096463|1.0|0.011239977|0.0|10.66897998|4.41|498.0016816|0.000638|1.0|1.329777427|10.93671036|579.86|7.9
9_a27|0|0.8214321609999999|1.0|-0.071974951|2.627701427|9.442988795|2.99|424.8821143|0.0287|0.0|1.233610009|10.93740461|549.64|8699.0
4j_a46|0|0.7298040140000001|1.0|-0.258222236|0.0|10.49957018|4.5|642.1335502000001|0.0015|1.0|0.0|10.94638774|646.67|6.0942
17a_a22|0|0.7562495659999999|1.0|-0.010355535|0.0|16.63169381|2.25|784.2697099|0.0078099999999999|1.0|1.67348685|10.94643739|731.19|7.0862
18_a31|0|0.8595579409999999|1.0|-0.1647054359999999|3.281949877|12.84812443|2.89|477.1857166|0.00862|1.0|0.0|10.31169929|630.26|6.8861
12v_a36|0|0.828393514|1.0|-0.041914045|3.468871488|15.71271745|1.81|679.7230552999999|0.0464|0.0|0.0|10.96020642|671.56|7.8539
5b_a50|1|0.791163321|2.0|-0.1866330389999999|0.0|10.01036188|3.11|409.0289917|105.0|1.0|2.473508677|10.9325725|547.35|4.9126
2_a3|0|0.769486995|1.0|0.065162907|0.0|9.016533738|3.06|330.4083896|0.0054|1.0|2.058239271|10.31162302|503.34|5.4
14p_a23|1|0.799506006|1.0|-0.090287278|0.0|16.84664803|3.25|646.2584547|0.0009109999999999|0.0|0.733042138|10.31321773|699.61|8.5302
19c_a38|0|0.846765471|1.0|-0.071918235|3.332128134|13.36189552|2.57|640.025745|19.0|0.0|0.0|10.95429182|652.09|8.0348
22_a4|0|0.7797803109999999|2.0|-0.037423832|0.0|9.742413394|2.81|338.71903330000004|0.0497|1.0|0.0|10.94586213|519.39|7.3279
14h_a23|1|0.79263722|1.0|-0.05745554|0.0|15.0735214|3.23|646.2584547|0.0009109999999999|0.0|0.7290938920000001|10.31321773|699.86|8.3468
18_a34|0|0.805756513|2.0|-0.224951558|0.0|11.23989749|2.89|428.6241319|0.0167|1.0|0.0|10.9595763|592.04|5.6144
11c_a5|0|0.8020105409999999|1.0|-0.044126759|2.930680267|16.09582374|3.0|523.8031619|0.0273|1.0|0.0|10.94877953|636.14|7.6021
28_a20|0|0.755701837|1.0|-0.06654421|0.0|14.28413212|3.04|684.5377542|0.0159|1.0|1.650185059|10.94963925|704.42|6.5935
41_a18|0|0.733589101|1.0|0.037097204|0.0|17.13823195|2.53|897.5188662|0.00125|1.0|0.0|10.9470117|736.59|6433.0
8c_a32|1|0.845443342|1.0|-0.11492754|3.46252244|12.81496717|3.56|557.1050635|0.000597|1.0|2.143746338|10.31100269|646.97|7.4318
11d_a5|0|0.783891527|1.0|0.036918829|2.9590700880000003|17.62784804|3.28|631.9206508|0.0278|1.0|0.0|10.94877952|682.09|7.8239
4S4k_a46|0|0.7477594870000001|1.0|-0.141706595|0.0|10.26616763|3.79|519.5743695|5.0|1.0|0.0|10.94631314|566.82|6.7055
25_a12|0|0.638255008|1.0|-0.208172827|0.0|9.70173342|4.29|430.4348528|0.00162|1.0|2.050456822|10.93676625|560.14|7.6576
22_a20|0|0.7478675859999999|1.0|-0.067650395|0.0|14.17638345|4.24|664.4562602999999|0.000997|1.0|2.041494094|10.93106272|694.15|6.6364
8a_a12|0|0.763500863|1.0|-0.146966854|0.0|9.607296424|3.1|464.1781753|0.0408|1.0|0.0|10.95472846|556.3|6.7011
12af_a36|0|0.813346624|1.0|0.002492952|3.448611715|15.59375751|1.47|757.7532208|128.0|0.0|0.0|10.96037047|737.4|7.8239
1a_a5|0|0.7427901179999999|1.0|-0.008431181|0.0|11.38004491|1.75|403.543273|755.0|1.0|0.0|10.9502215|531.02|6.9706
12l_a30|0|0.830875659|1.0|-0.0395239879999999|0.0|17.23248653|3.42|696.6414817000001|9.63e-05|0.0|0.0|10.31162828|729.17|7.2154
12h_a40|0|0.7769829840000001|1.0|-0.335801908|0.0|15.84593062|4.22|350.9435025|0.0002009999999999|0.0|0.803557099|10.31197256|548.82|6.0846
3_a47|0|0.720319618|1.0|0.022804181|0.0|10.84023999|4.02|418.022895|0.000995|1.0|1.416887578|10.93671092|556.65|6.5
17_a4|0|0.772721853|1.0|-0.12969185|0.0|10.65499029|4.29|319.5521911|0.0152|0.0|0.0|10.94611837|527.39|6057.0
12b_a36 (EW-7197)|0|0.819222745||-0.097861598|3.3685352889999995|12.52485821||595.8790650000001|||0.0|10.96052467|659.48|8.1549
9g_a40|0|0.764275277|1.0|-0.242405063|0.0|15.62271835|1.93|384.6422631|977.0|1.0|0.895670535|10.31197177|559.04|5.45
SB431542_a8|0|0.762577159|1.0|-0.072891515|3.172627551|14.04829994|2.58|529.053307|16.0|0.0|0.0|10.94951956||4.1019
12_a3|0|0.718481325|1.0|-0.125395523|0.0|10.50748861|3.23|330.4083896|0.000629|1.0|2.07135708|10.31163031|515.23|5.45
8h_a8|0|0.6971223040000001|1.0|0.010682683|2.975382653|13.58738632|4.01|485.8626377000001|0.0023899999999999|0.0|0.0|10.94341368|608.39|4.9359
9d_a31|0|0.8343242820000001|1.0|-0.0375445629999999|3.456767212|17.39409698|3.65|647.1500428999999|0.0010199999999999|1.0|0.0|10.31169788|727.27|6.2218
12x_a30|0|0.782514704|1.0|-0.1759406839999999|0.0|14.14885734|3.19|754.3941655|0.00039|0.0|0.0|10.31162819|703.75|7.6556
3j_a32|1|0.824282683|1.0|-0.084553991|3.564417045|10.69497519|4.09|398.2788055|0.0004089999999999|1.0|2.248764828|10.31100276|564.55|8.0969
1m_a5|0|0.7824502320000001|1.0|-0.022280685|2.934162514|13.35855701|3.63|383.4128238|0.00996|1.0|0.0|10.94856032|553.42|7.3665
3n_a32|1|0.816774665|1.0|-0.121627423|3.616639267|11.72372261|4.07|522.1674161999999|0.000424|0.0|2.22272854|10.3110027|614.67|7.6778
30_a47|1|0.8485444809999999|1.0|0.074217097|0.0|12.94704346|2.61|457.1122177|24.0|1.0|1.192095911|10.95005723|615.85|7.9
47i_a18|0|0.744472118|1.0|-0.068524374|0.0|18.67881257|2.5|855.7438937000001|0.0029|1.0|0.0|10.94702091|744.95|7.7212
12m_a36|0|0.825587924|1.0|-0.064035403|3.40403699|13.67704354|1.26|689.2886595|0.0338|0.0|0.0|10.95440733|692.4|7.5229
25_a47|1|0.8462332770000001|1.0|0.004104478|0.0|13.26689626|3.62|513.2159236|0.00417|1.0|1.087932079|10.94972207|626.55|7.8
galu_a46|0|0.81708619|1.0|-0.173285585|0.0|12.12170938|2.84|542.7276591|52.0|1.0|1.721297609|10.92740177||7.2924
20b_a10|0|0.761071345|1.0|-0.022843761|0.0|13.838742600000002|3.66|769.1246171|0.00271|1.0|1.854149459|10.92966143|687.84|5.9586
40_a47|1|0.836942961|1.0|0.090270598|0.0|12.98034048|2.72|388.178924|183.0|1.0|1.566109469|10.98214138|571.5|8.4
21a_a23|1|0.7367638240000001|1.0|-0.137122549|0.0|15.66066298|3.78|666.0036144999999|0.000552|0.0|0.773970837|10.31321782|701.01|6.9914
47u_a18|0|0.7517870059999999|1.0|-0.053126304|0.0|17.78724206|2.6|818.9389171|0.000932|0.0|0.0|10.94702032|738.53|5.7055
47f_a18|0|0.750610215|1.0|-0.014370598|0.0|20.44855806|2.83|1347.416568|0.000421|1.0|0.0|10.94702253|908.66|8.0458
3a_a49|0|0.8145214209999999|1.0|0.008391259|0.0|12.49907878|2.02|578.2841135|0.3379999999999999|1.0|1.819785|10.92976559|635.89|7.1938
1f_a5|0|0.771487328|1.0|-0.000969932|2.824395738|13.35549635|4.23|403.396385|0.00589|1.0|0.0|10.94527671|577.11|6.6198
27c_a34|0|0.783333463|1.0|-0.0239323839999999|0.0|15.31184469|2.83|673.8038326000001|0.00759|1.0|0.0|10.95447877|709.72|6.0969
15_a10|0|0.808676284|1.0|-0.105662909|0.0|11.23924661|3.83|563.875765|13.0|1.0|1.981569297|10.92966702|641.98|7.4815
19_a31|0|0.8558149140000001|1.0|-0.138769819|3.2411335510000003|12.77501178|3.47|460.3754405|0.0076799999999999|1.0|0.0|10.31169935|625.93|5.7447
19_a47|1|0.823945134|1.0|0.095841135|0.0|13.17443625|2.34|428.5826478|0.0816|1.0|1.174354482|10.95058274|571.23|7.3
9_a1|0|0.737794643|1.0|0.02778394|3.358585365|13.91191974|4.12|472.9447227|0.00739|1.0|0.0|10.94877277|600.6|5.2218
12ab_a30|0|0.809127478|1.0|0.026596859|0.0|15.6704374|2.52|792.3440337000001|0.00113|0.0|0.0|10.31162784|753.75|7.7825
19_a4|0|0.774746438|1.0|-0.190513834|0.0|11.01887515|2.92|450.6848883|0.0547|0.0|0.0|10.30966825|583.39|4.71
3b_a49|0|0.794997634|1.0|0.006213385|0.0|13.85181805|2.38|641.1445234|0.1169999999999999|1.0|1.844602991|10.92976559|664.15|7.6021
13n_a6|0|0.7767360059999999|1.0|-0.056293641|3.425442623|16.76075427|2.62|724.3873672999999|0.00987|1.0|1.628408574|10.95053349|727.69|7.1249
14ae_a23|1|0.7830067820000001|1.0|0.0469453379999999|0.0|15.59484379|3.44|770.8206617000001|0.000753|0.0|0.7338690390000001|10.31321689|751.57|8.6038
12au_a36|0|0.825565083|1.0|-0.058671909|3.422314661|17.67586495|1.18|805.2286932|0.0668|0.0|0.0|10.31810353|752.27|7.3279
4k_a46|0|0.7477594870000001|1.0|-0.141706595|0.0|9.829220349|3.79|519.5743695|5.0|1.0|0.0|10.94631314|582.84|7.0969
14r_a23|1|0.7837821840000001|1.0|-0.1050445769999999|0.0|14.15357616|3.7|599.5697147999999|0.00114|0.0|0.7087588690000001|10.31321824|678.08|8.2684
A7701_a51|0|0.7451039290000001|1.0|-0.0533751959999999|2.9690728930000003|8.863149921|3.12|332.8814548|0.0319|1.0|2.087643036|10.93031118||7.6021
22_a10|0|0.747363443|1.0|-0.033474297|0.0|15.30289992|4.26|916.8601445|0.00217|1.0|1.880539113|10.92966136|770.92|5.9586
14i_a23|1|0.8025091329999999|1.0|-0.04255066|0.0|15.53342127|2.61|693.3423458|0.00278|0.0|0.7151570629999999|10.31321758|715.68|8.4622
12w_a30|0|0.83236194|1.0|-0.080971844|0.0|14.70077638|3.59|685.6665849999999|0.000123|0.0|0.0|10.31162873|716.83|7821.0
19_a20|0|0.7619768840000001|1.0|-0.105118869|3.423603867|15.38668579|3.16|684.5377542|0.00541|1.0|1.622562232|10.94899558|687.79|5585.0
12t_a36|0|0.829598864|1.0|-0.050788309|3.500121488|15.36435856|2.4|729.1873176|0.0102|0.0|0.0|10.95395385|713.6|8.0969
14b_a23|1|0.793551289|1.0|-0.077808321|0.0|14.26820636|3.78|599.5697147999999|0.00114|0.0|0.716540473|10.31321824|673.05|8.3536
47d_a18|0|0.7430748709999999|1.0|0.027971797|0.0|19.16475647|2.56|1255.618298|0.000968|1.0|0.0|10.94702255|875.6|8.0969
13h_a6|0|0.780222427|0.0|-0.164411111|3.464247528|16.928040300000003|3.61|744.1359788|0.0012|1.0|1.656132209|10.95053423|738.61|7.3279
17_a47|1|0.75807704|0.0|-0.010871607|3.011740664|13.10144249|3.85|630.8611986000001|0.00156|1.0|1.699575434|10.9385382|656.78|8.3
9r_a24|0|0.7958149290000001|1.0|-0.083458647|2.950959457|18.36822555|2.98|670.2247423|0.0383|1.0|0.0|10.96129392|713.25|7.9586
10_a3|0|0.743072638|1.0|0.078405316|0.0|8.559361451000001|2.52|311.6695405|0.0155|1.0|1.684975382|10.31162304|498.67|5.1
3b_a32|1|0.800396027|1.0|0.167519182|3.3653429710000005|10.69254007|3.68|323.0421997|0.0005809999999999|1.0|2.21541916|10.31100281|524.46|8.2366
18_a3|0|0.714658751|1.0|-0.051083228|2.897754472|10.24658906|2.21|270.539096|411.0|1.0|1.742872103|10.96965878|482.41|7.5229
18b_a25|0|0.7723870909999999|1.0|0.001715854|0.0|17.09119768|4.35|809.2903831|0.000132|1.0|2.003993644|10.31286058|728.12|7.2924
47n_a18|0|0.696612213|1.0|-0.083719099|0.0|20.17045476|2.76|1306.125688|0.000511|1.0|0.0|10.94702025|879.92|7.1938
6a_a31|0|0.784022685|1.0|-0.0436046509999999|3.3855253210000003|14.408653400000002|2.96|479.200937|0.00238|1.0|0.0|10.31170939|607.79|5.9586
20_a31|1|0.8602874540000001|1.0|-0.131662689|3.3852303|15.48343758|3.6|557.1050635|0.000493|1.0|2.114008068|10.31100269|666.67|8.0862
14v_a23|1|0.787538583|1.0|-0.022236834|0.0|14.26610767|4.28|676.4530574|6.38e-05|0.0|0.636416435|10.3132174|679.5|8.4001
1_a3|0|0.7905285390000001|2.0|0.057919092|0.0|9.046658216|1.5|373.1494221|261.0|1.0|2.194605012|10.33805862|496.09|6.1403
12ae_a36|0|0.831101086|1.0|0.010209009|3.412870974|16.22570287|1.18|805.2286932|0.0668|0.0|0.0|10.31810353|754.15|7.8239
5_a18 (BIBF0775)|0|0.7395978390000001|1.0|-0.040022105|0.0|18.98829281|3.2|1140.896548|0.000425|1.0|0.0|10.94702058|817.02|7.4685
11c_a31|0|0.839810365|2.0|-0.139933586|3.336985072|13.95917988|3.04|449.7512005|0.00285|0.0|0.0|10.31169916|622.22|6.8861
14ac_a23|1|0.7797862459999999|1.0|0.054652466|0.0|15.90074614|5.43|718.3324686000001|2.69e-05|0.0|0.544211741|10.3132169|751.54|8.3851
33_a47|1|0.82821379|1.0|0.1186944519999999|0.0|12.94292541|2.69|388.178924|183.0|1.0|1.688794654|10.98214099|566.29|8.4
13b_a5|0|0.765309977|1.0|-0.0330907489999999|2.948625157|15.48959317|3.26|638.8437454|0.0225|1.0|0.0|10.94530329|672.43|6.9586
15a_a22|0|0.7392451729999999|1.0|-0.027029438|0.0|14.6895113|3.19|684.5377542|0.00945|1.0|1.614660505|10.9464374|696.57|6.8447
11b_a50|1|0.800774662|2.0|-0.20645662|0.0|9.979494111|2.96|439.9973344|0.0862|0.0|2.114272566|10.94500697|560.06|5.7696
18_a10|0|0.785539083|1.0|-0.0507442929999999|0.0|13.51828833|3.67|713.2632062000001|0.0138|1.0|2.026949641|10.92966688|687.19|6.8861
47t_a18|0|0.750103977|1.0|-0.074774521|0.0|17.48280476|2.15|747.6927426|0.00117|0.0|0.0|10.94702032|703.76|6.1068
7_a47|0|0.817389583|1.0|-0.124285418|0.0|10.90440708|4.89|526.6144628999999|0.000134|1.0|1.303301032|10.93671034|604.84|7.6
13_a10|0|0.78472614|1.0|-0.002671425|0.0|9.209972585|2.91|422.96706330000006|0.0576|1.0|1.794073077|10.9296146|550.83|6.7959
8a_a50|1|0.804535572|1.0|-0.095292123|3.139870661|10.69309012|2.87|388.171611|0.0433|1.0|1.99158738|10.94501357|548.47|7.3279
12bh_a36|0|0.78699829|1.0|-0.0591586759999999|3.50075137|14.56834609|2.42|729.1873176|0.0117|0.0|0.0|10.94728093|715.94|7.8539
9b_a36|0|0.7885597609999999|1.0|-0.1177413269999999|3.513187594|13.80758516|2.48|620.9195447000001|0.00992|0.0|0.0|10.33767255|666.01|7.6778
13b_a6|0|0.7788169070000001|1.0|-0.11338525|3.423777636|15.37022155|3.45|627.4287311|0.0012699999999999|1.0|0.0|10.95129557|694.33|6.7595
3o_a32|1|0.8214857240000001|1.0|-0.154436834|3.644417045|11.73098001|3.74|541.0877621000001|0.00072|1.0|2.240993002|10.3110027|620.56|6.6198
7_a4|0|0.8046449179999999|1.0|0.0707653759999999|0.0|9.797542165|3.56|407.1471338|0.0514|1.0|2.048170299|10.92992954|538.92|6821.0
4c_a46|0|0.726862617|1.0|-0.0976963169999999|0.0|13.06174141|4.44|696.2528933|0.00109|0.0|0.0|10.94298307|683.75|5.6972
11a_a50|1|0.792574879|2.0|-0.200986578|0.0|11.123941699999998|2.95|439.9973344|0.0862|0.0|2.114272566|10.94500606|574.01|7.2291
46_a18|0|0.729629263|1.0|-0.090469229|0.0|16.47206875|2.93|1056.535856|0.000999|1.0|0.0|10.94680484|765.33|6.7305
5_a4|0|0.767615203|1.0|-0.229773463|0.0|9.823391314|3.89|518.5792364|0.00925|1.0|2.189593648|10.92992834|595.55|7.1487
12ay_a36|0|0.78699829|1.0|-0.111814717|3.50559949|11.82248632|2.42|729.1873176|0.0117|0.0|0.0|10.9463292|674.33|7.7447
15c_a10|0|0.7351096359999999|1.0|0.022187689|0.0|15.6886947|3.1|924.9341455|0.0646|1.0|2.063253638|10.92970798|762.21|7.0
9_a3|0|0.6729843740000001|1.0|0.042154567|0.0|8.532203772|3.7|349.6957191|0.000899|1.0|2.4071976040000003|10.31162238|512.44|4.96
12y_a36|0|0.820226782|1.0|-0.0498101409999999|3.479963309|14.80236899|2.37|698.847203|0.0106|0.0|0.0|10.94917392|702.38|7.9208
12n_a30|0|0.815003426|1.0|-0.149451598|0.0|13.93957316|2.92|618.6004214|0.00171|0.0|0.0|10.31162898|669.57|7983.0
8b_a32|1|0.845443342|1.0|-0.1152380009999999|3.419952523|14.95918599|3.61|557.1050635|0.000583|1.0|2.123714284|10.31100269|671.54|7.9208
16_a20|0|0.7478675859999999|0.0|-0.10978034|3.485659565|15.24926152|4.37|664.4562602999999|0.000349|1.0|2.013871268|10.93301779|686.59|7585.0
8g_a8|0|0.734188081|1.0|-0.0571942009999999|3.073183107|14.28792131|3.5|551.1746801|0.00209|0.0|0.0|10.94318883|635.27|5.3768
14t_a23|1|0.7629258809999999|1.0|-0.152771194|0.0|14.13931199|3.78|666.0036144999999|0.000608|0.0|0.758345646|10.31321779|692.08|8.3979
12aa_a36|0|0.833911317|1.0|-0.023185884|3.4172704080000003|14.60824604|1.15|689.2886595|129.0|0.0|0.0|10.95446449|701.99|8.0458
7f_a10|0|0.796084921|1.0|-0.137271684|0.0|10.23679556|4.39|527.8079877|0.00119|0.0|0.740070757|10.92948443|597.28|6.8508
12bf_a36|0|0.836170906|1.0|-0.033696875|3.31325137|14.37031118|2.44|593.6088758|0.0424|0.0|0.0|10.96022305|670.85|8.2218
11d_a31|0|0.822077662|1.0|-0.13169885|3.39688681|15.21323794|3.34|505.4234462|0.00128|1.0|0.0|10.31169874|650.64|7.5229
12m_a30|0|0.832758813|1.0|-0.0974968869999999|0.0|16.40342255|2.36|683.7405759|0.000444|0.0|0.0|10.31162838|714.92|7.5114
15_a47|1|0.830688568|1.0|0.081171071|2.9226792460000004|13.37174753|3.74|383.4213189|0.00455|1.0|1.56205245|10.9497222|552.16|7.8
12d_a30|0|0.8017873000000001|1.0|-0.130412856|0.0|13.92427286|2.91|686.039456|0.0009119999999999|0.0|0.0|10.31162861|695.57|7.9508
14g_a23|1|0.796412133|1.0|-0.044895912|0.0|16.32997765|4.35|676.4530574|6.38e-05|0.0|0.653317181|10.3132174|730.13|8.0
12aj_a36|0|0.812278823|1.0|-0.072770961|3.482902101|15.35536375|2.14|662.0530478999999|0.0274|0.0|0.0|10.95354213|682.84|7.7696
7_a15|0|0.70084115|1.0|0.00364345|0.0|9.971755103|3.35|474.9756287|0.00516|1.0|0.0|10.95880715|580.73|6644.0
12g_a40|0|0.769016155|1.0|-0.326139923|0.0|14.39849078|4.4|335.7078145|0.000124|0.0|0.726175674|10.31197254|540.25|6.1403
3d_a49|0|0.808676284|1.0|0.029549308|0.0|12.87442833|1.85|549.3593871|0.00252|0.0|1.775376197|10.35020259|615.3|5.6308
4_a3|0|0.721302096|1.0|0.041477445|0.0|8.648209506|4.09|347.9532383|0.00065|1.0|1.882124381|10.31162267|504.29|5.9
12b_a40|0|0.7137941109999999|1.0|-0.227384615|0.0|16.09989085|5.79|370.3261123|8.09e-06|0.0|0.747253086|10.31197236|576.38|7.3979
14n_a23|1|0.802854174|1.0|-0.099694124|0.0|16.33144958|3.48|683.7405759|0.0010199999999999|0.0|0.747533142|10.3132176|710.48|9.2441
LY364947_a10|0|0.711607778|1.0|-0.012096774|2.949609552|9.161732895|2.8|287.99188260000005|0.0789|1.0|2.084955541|10.9303125||7.2291
43_a18|0|0.713379703|1.0|-0.0579590709999999|0.0|19.33108376|3.48|1228.492038|0.00018|1.0|0.0|10.94702053|843.1|6.2041
12ad_a36|0|0.832674224|1.0|0.018207862|3.428443248|16.772513699999998|1.76|735.3783268|0.0289|0.0|0.0|10.95445455|737.53|7.7696
2_a33|1|0.833090592|1.0|-0.096644295|3.396444161|11.60906093|3.98|618.9134881|0.000183|0.0|2.112255684|10.31100266|655.74|8.2596
13k_a6|0|0.7908110340000001|1.0|-0.123105035|3.423411754|14.58291125|3.18|741.5222707|0.00144|1.0|0.0|10.95129637|731.25|7.3372
14y_a23|1|0.802520527|1.0|-0.049318182|0.0|16.00209862|4.45|665.6233736|8.18e-05|0.0|0.731397292|10.31321795|713.1|8.4225
12f_a31|0|0.8167107029999999|1.0|-0.029803241|3.4780522210000004|19.05849748|4.01|713.5657448|0.0004469999999999|1.0|0.0|10.31169747|755.33|6.8861
4_a38 (LY-2157299)|0|0.8099394329999999|1.0|-0.032369326|0.0|12.76426621|2.81|542.7276591|52.0|1.0|1.721297609|10.9277672|617.61|7.1586
16g_a32|1|0.83902731|1.0|0.008494733|3.363965155|15.58880229|4.37|701.9321161|1.36e-05|1.0|2.084553994|10.31100263|752.29|7.9586
12aa_a30|0|0.809127478|1.0|-0.012535889|0.0|16.21199661|2.52|792.3440337000001|0.00113|0.0|0.0|10.31162784|748.78|8.1135
6_a15|0|0.691316481|1.0|-0.015484797|0.0|10.02135591|4.11|592.4420375|0.000823|1.0|0.0|10.95880677|612.22|7.4559
8_a15|0|0.7059441040000001|1.0|-0.025923166|0.0|9.984825987|3.76|532.0914339999999|0.00206|1.0|0.0|10.95880707|598.84|6.9666
12d_a31|0|0.8343242820000001|1.0|-0.057226679|3.441384322|15.46841054|3.76|647.1500428999999|0.0010199999999999|1.0|0.0|10.31169788|730.86|6.2924
12e_a40|0|0.788800541|1.0|-0.279310345|0.0|15.75963228|3.98|348.3847394|0.000113|0.0|0.665270062|10.31197242|552.91|5.9318
16j_a32|1|0.798237393|1.0|0.032797932|3.359912013|13.20372234|4.25|701.9321161|1.57e-05|0.0|2.076106145|10.31100263|729.78|8.0315
4b_a46|0|0.7306307590000001|1.0|-0.153841155|0.0|10.09436488|3.76|538.4165208|0.0149|0.0|0.0|10.96200942|588.79|6.2612
26_a47|1|0.845040087|1.0|0.0120097289999999|0.0|13.22794532|3.18|457.1122177|0.00545|1.0|0.956774672|10.94972213|592.84|7.9
18c_a30|0|0.8303425640000001|1.0|-0.058608635|0.0|13.8741593|1.91|713.7769663|0.00427|0.0|0.0|10.31163825|711.56|7.9208
A8301_a51|0|0.6959300979999999|1.0|-0.21474885|0.0|13.24988678|4.58|690.8826121000001|0.000105|1.0|1.987294898|10.31321735||7.9208
15b_a10|0|0.791078367|1.0|-0.104250125|0.0|11.42472965|3.66|766.4127559|0.0185|1.0|2.0455289690000003|10.92966694|721.17|7.0706
12bc_a36|0|0.836170906|1.0|-0.045186455|3.43846811|15.54183457|2.82|661.6709012|0.00372|0.0|0.0|10.95883416|705.12|8.0969
38_a18|0|0.719168079|0.0|-0.007310849|0.0|20.5922319|3.64|1228.492038|5.36e-05|1.0|0.0|10.94702086|861.93|7041.0
6_a1|0|0.798346291|1.0|-0.095907969|0.0|9.609375529|2.82|359.9965854|221.0|1.0|0.0|10.95180041|527.41|5.2924
GW6604_a52|0|0.693399445|1.0|-0.057466653|2.944144148|11.6571716|3.08|359.1060668|0.0402|1.0|0.0|10.94914378||6.9706
16_a15|0|0.729432583|1.0|-0.018331526|0.0|11.720499900000002|3.59|728.353441|0.000442|1.0|0.0|10.31928197|716.79|7.6778
7_a1|0|0.801577133|2.0|-0.042175602|0.0|9.278054953|2.72|351.4191817|213.0|1.0|0.0|10.9513015|515.2|6.3372
2_a27|0|0.796022385|2.0|0.027777778|0.0|9.527176544|2.52|373.9912084|204.0|0.0|1.267636369|10.93783218|538.57|7.8861
13_a15|0|0.729838386|1.0|0.009456191|0.0|10.07307988|4.61|830.7967967000001|0.000214|1.0|0.0|10.95980212|674.36|8.2218
