molecula|NaaNH|n9FaHRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
3t_a32|1|1|3.4477303|7.765993078999999|0|0|0.609420752|0.0|0.028840888|-0.006089333|-0.0338714389999999|0.03995614|2.141978747|9.83e-05|0.012069208|10.31100267|3|3|0.00139283|-0.070331512|-0.122301673|-0.496165036|0|0.710773544|0.822076702|0.0466380209999999|0.870628579|0.687253845|-0.0974995|0.217914628|0.014242899|-61.58101978|8.995863948|97.01046154|0.171323757|-38.89478416|5.681818647999999|-1.267493496|-31.99514268|72.43498782|-17.03304802|59.65287508|0.481726305|2530.60497|-800.5532571|2241.507646|-10.75813179|0.315525518|8.107111779|5525.861115|-505.632194|24.88485469|0.017184783|-233.0294362|1169.58817|582.0730423|10.85396804|1.0|1.0|1.0|3.41|0.3|-8.01|5.42|128.01|1.74|0.0|0.0|-6.48|27.0|-5.81|396.53|0.0|4.46|3.28e-07|0.00462|0.0|9.86e-09|-0.05507|3.5487|-1864.708995|677.16|1129.24|349.38|0.2906|349.38|575.45|0.70286|-1864.472646|0.2906|-0.14739|1.2641|0.03020622|2.7003|9.0|8.0458|8.0458
14w_a23|0|1|0.0|7.423568444|0|0|1.197963556|3.132012648|0.013971812|-0.006481882|-0.109136569|0.046678487|0.6813799420000001|0.003379755|-0.042151195|10.31321817|2|2|0.003906274|-0.073958723|-0.206574435|-0.427696371|2|0.5788469970000001|0.802520527|0.059273664|0.8668730109999999|0.558482531|-0.088508061|0.228641034|0.022440155|-58.53311596|14.84036772|43.30287556|0.211928134|-38.70975831|9.814393755|-1.681653166|-30.92760432|72.23920014|-23.66232347|61.60607046|0.4972095239999999|3071.908367|-1112.129203|2283.383402|-15.648625699999998|0.256548212|7.833745658|6998.078982999999|-735.4854078|31.82765022|0.020725002|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|1.0|0.0|3.35|0.05|-7.93|5.14|105.02|3.78|1.0|0.0|-5.68|32.0|-6.35|447.46|0.0|4.05|2.09e-06|0.00242|0.0|1.17e-08|-0.0798|3.6632|-1828.385903|676.92|1150.31|338.46|0.3855|338.46|535.54|0.6219399999999999|-1828.161957|0.3855|-0.14844|7.0157|0.02204118|9.8981|2.0|8.6737|8.6737
8f_a8|1|0|2.939511291|7.05012252|0|0|1.394802091|1.241306689|0.024051247|-0.01032134|-0.249095464|0.043758865|0.0|-0.007796225|-0.08540947|10.94343488|1|1|-0.007036544|0.09830823|0.254819201|-0.5373378529999999|0|0.578166105|0.6971223040000001|-0.016217844|0.751162751|0.56916135|-0.1064257719999999|0.308621017|0.013566221|-62.06002501|7.91086576|317.0847898|0.403186031|-36.18904175|4.613060521|-2.128515439|-41.53091131|67.4402386|-28.20910228|79.13157981|0.456995667|2622.044457|-1241.2005|1892.066521|-16.44956443|0.09422952|7.504290616|5948.547713|-723.7808349999999|31.14376424|0.009226445|-473.23361|1370.325626|485.8626377000001|5.380213594|0.0|0.0|0.0|2.85|0.0|-7.95|4.72|80.88|4.11|0.0|0.0|-5.21|29.0|-5.98|391.37|0.0|4.04|6.11e-06|0.00395|0.0|1.13e-08|-0.0675299999999999|4.7027|-1361.658484|602.63|1022.89|355.5|0.3188|263.65|477.92|0.55661|-1361.455053|0.1659|-0.14532|5.8283|0.03173623|7.8014|22.76|4.6428|4.6428
9b_a36|1|0|3.513187594|7.412764017000001|2|2|0.62670079|0.0|-0.053019801|-0.0058276019999999|-0.023369916|0.040166667|0.0|0.005050384|-0.077361324|10.33767255|1|1|0.005458948|-0.053309522|-0.094526372|-0.4060950789999999|1|0.8421237309999999|0.7885597609999999|-0.034830997|0.842671963|0.7961424690000001|-0.098301686|0.2602997|0.017007854|-61.73294817|10.68084402|67.12293326|0.154620539|-38.76797062|6.707514535|-1.769430355|-29.25555061|71.70079424|-22.67740953|57.26650122|0.453252346|2715.020034|-1111.193067|2464.2160510000003|-14.24129533|0.21757783|7.549264797|5838.085413000001|-697.8234711|28.98359786|0.015872498|-354.7193098|1420.196295|620.9195447000001|9.967846072|1.0|1.0|0.0|0.0|0.14|-6.64|2.76|82.47|2.82|0.0|0.0|-4.6|29.0|-6.46|398.48|0.0|2.48|2.49e-05|0.0148|0.0|2.3100000000000002e-07|-0.05146|3.8535|-1575.7800140000002|666.01|1127.85|321.74|0.5392|321.74|514.45|0.69763|-1575.557248|0.5392|-0.15833|6.2846|0.02803905|8.4288|21.0|7.6778|7.6778
12b_a36 (EW-7197)|1|0|3.3685352889999995|7.412764017000001|2|2|1.2970445309999998|0.0|-0.104514139|-0.008137593|-0.082283951|0.040899471|0.0|-0.002526241|-0.098032695|10.96052467|1|1|-0.000673716|-0.101303149|-0.217394466|-0.442656599|1|0.724208473|0.819222745|-0.001567914|0.8741648479999999|0.698414933|-0.10866747|0.458627252|0.021439664|-67.98756422|13.41367899|81.63796416|0.236481628|-42.53627024|8.392238798|-1.956014468|-31.84632538|80.95733534|-24.47552312|64.31504105|0.45988432|2772.832013|-1223.776156|2338.370858|-15.31305729|0.253252648|6.764872303|6096.459089|-765.6528642999999|32.77617664|0.020730147|-308.7538779|1638.808832|595.8790650000001|12.96977113||||||||||||||||||||||-0.04975|3.8475|-1332.180029|659.48|1104.61|328.66|0.4491|322.25|486.64|0.6824899999999999|-1331.9479310000002|0.0197|-0.15571|5432.0|0.03202977|7.3101|7.0|8.1549|8.1549
8_a10|0|0|0.0|7.535296702|1|1|1.3430438530000002|2.071128354|-0.075368755|-0.00560152|-0.012055162|0.035828092|1.546251312|0.0087730469999999|-0.15615298|10.92578782|1|1|0.009056935|-0.082893697|-0.132343104|-0.368590322|2|0.6357042860000001|0.809386132|-0.015871527|0.864927472|0.616731847|-0.086233061|0.597912185|0.015758182|-47.16908772|8.619652859|32.98071169999999|0.125156018|-25.80127401|4.714910465|-1.465962037|-17.849103399999997|56.7864899|-16.36478554|41.25082928|0.431797417|2612.274447|-801.8744912000001|1899.542278|-8.951462413|0.277350551|6.112185271|6289.86818|-438.6216583|22.64553798|0.017582236|-243.5764486|1109.631361|583.7217118|9.617402178|0.0|1.0|1.0|3.27|0.22|-7.6|4.2|69.9|2.46|0.0|0.0|-4.52|29.0|-6.25|384.43|0.0|3.55|3.05e-05|0.00926|0.0|2.49e-08|-0.0623299999999999|4.6964|-1257.84172|594.63|1047.58|336.55|0.1596|264.0|416.69|0.41583|-1257.59269|0.0916|-0.15556|1.2052|0.02243902|1.5482|526.0|6279.0|6279.0
13h_a6|1|0|3.464247528|6.842683282|0|0|1.424099498|0.0|-0.094781725|-0.006619944|0.004767264|0.04393617|1.656132209|-0.002407131|-0.01698365|10.95053423|1|1|-0.000644109|-0.12414699|-0.215607882|-0.468842137|2|0.836982172|0.780222427|-0.0256002129999999|0.8391892870000001|0.789769968|-0.091977068|0.300800177|0.017441348|-64.32173453|12.1971464|77.20799814|0.132089259|-44.98170701|8.529752344|-1.747564296|-36.26429338|76.78735663|-22.63172141|64.05338768|0.461667017|2926.745635|-1222.112956|2829.19698|-15.82689691|0.263081412|9.11292243|6302.785260000001|-854.6524332|30.71129129|0.017825256|-331.36552|1658.40973|744.1359788|12.4656221|1.0|1.0|1.0|3.03|0.12|-10.57|4.79|103.17|1.13|0.0|0.0|-5.56|33.0|-6.31|431.49|0.0|3.61|2.77e-06|0.0038|0.0|2.67e-11|-0.07435|4.8701|-1386.613707|738.61|1253.92|365.52|1.0978|254.58|591.53|0.50716|-1386.302668|0.2121|-0.14097|7.2872|0.04469058|10.0322|47.0|7.3279|7.3279
13_a47|1|1|2.920663104|6.605297921|0|0|1.417757826|0.0|-0.174238791|-0.0049262279999999|-0.0777650159999999|0.036632997|1.5940801480000002|-0.00105415|0.003874205|10.9452934|1|1|-0.000211465|-0.0101047869999999|-0.0233277889999999|-0.316563793|2|0.6427334020000001|0.794037882|0.030290722|0.8582665429999999|0.626280497|-0.088128939|0.244975411|0.017736598|-45.39284663|9.13564442|63.12660940000001|0.2183244369999999|-23.38063458|4.705524762|-1.23380515|-21.52866736|57.38622954|-16.72368034|50.9329486|0.472007922|2190.316257|-635.4998528|669.2729199|-8.613918003|0.311738758|7.038683428|4542.479565|-327.3288841|24.29844849|0.023284817|-193.936606|923.3410426|359.12161539999994|11.99338291|1.0|0.0|1.0|1.75|0.06|-7.9|4.63|66.49|2.34|0.0|0.0|-4.24|24.0|-6.0|319.34|0.0|3.19|5.79e-05|0.0173|0.0|1.26e-08|-0.05465|4.0302|-1067.820961|542.62|895.21|307.63|0.3382|307.63|404.73|0.67466|-1067.665127|0.3382|-166.0|3.5455|0.03639189|4.8308|16.0|7.8|7.8
19e_a38|1|0|3.376977671|7.412764017000001|2|2|1.297043576|0.0|-0.082311936|-0.007550899|-0.10490608|0.04508642|0.0|-0.001197042|-0.104569193|10.94917392|1|1|0.000347207|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|0.839953955|0.04818471|0.89459881|0.700181525|-0.10214405|0.552393659|0.02118651|-68.82539051|14.27562164|118.734325|0.223437407|-46.37503972|9.619015829|-2.042881001|-37.96637911|82.37885703|-25.49088538|70.62168376|0.4655978389999999|2920.436229|-1376.50781|3426.997928|-17.17594064|0.250809026|6.596408983|6531.762734|-927.5007945|34.02454948|0.020114756|-335.8133169|1837.325672|696.3887025|13.55346651|1.0|1.0|1.0|3.08|0.12|-7.28|3.09|81.23|2.75|0.0|0.0|-4.94|32.0|-6.39|427.48|0.0|3.3|1.15e-05|0.00807|0.0|5.27e-08|-0.05139|5.2322|-1409.582478|685.34|1183.12|321.31|0.3948|236.96|532.67|0.41961|-1409.315831|0.3738|-0.15584|5.8426|0.03483011|8.0952|0.01|8.0083|8.0083
14q_a23|0|1|0.0|7.423568444|0|0|1.19796338|3.292130907|0.141057047|-0.0101981219999999|-0.130330047|0.044138322|0.720966302|0.002243702|-0.058543701|10.31321757|2|2|0.002496501|-0.017918675|-0.033435987|-0.573130981|2|0.77007911|0.808928963|0.067394607|0.871119857|0.7333675390000001|-0.096370719|0.227948491|0.02158178|-66.16349731|14.81701129|350.836102|0.226805402|-45.42467289|10.17264683|-2.023785094|-42.23665548|79.42966327|-27.24379301|76.3369885|0.472004985|3097.399651|-1389.433443|2213.1193780000003|-18.70427707|0.222659101|8.732265278|6982.066379000001|-953.9181308|35.04742005|0.01932289|-380.8178266000001|1787.418422|693.3423458|13.26616596|0.0|1.0|0.0|2.66|0.04|-6.96|3.12|148.11|2.28|1.0|1.0|-5.21|33.0|-7.33|454.51|1.0|2.62|6.11e-06|0.0183|0.0|1.11e-07|-0.08159|3.6431|-1798.645459|714.22|1222.17|340.33|0.4943|340.33|554.59|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|0.03458552|12.0503|16.0|7.8069|7.8069
6c_a31|1|0|3.423005244|7.78113851|1|1|0.6101347220000001|0.0|0.047405064|-0.015192833|-0.151732713|0.038901235|0.0|-0.009477764|-0.00219333|10.31169965|2|2|-0.00668344|-0.0055763209999999|-0.009333123|-0.582545668|0|0.831901219|0.790900932|-0.078059285|0.846458013|0.7905201209999999|-0.126324613|0.138124296|0.03173578|-79.97295595|20.09112958|163.6316745|0.358802727|-50.62888027|12.71919216|-2.147518413|-48.45681657|93.4208388|-28.32375523|96.63311186|0.4463376229999999|2837.949799|-1359.540251|2357.829685|-17.93106176|0.234676081|8.102804662|6283.091868|-860.6909647|37.00884624|0.0212421629999999|-335.9398876|1776.424619|597.3075924999999|13.44788285|1.0|1.0|1.0|3.13|0.14|-7.72|4.26|131.36|1.58|0.0|0.0|-6.09|30.0|-6.27|418.47|0.0|3.64|8.179999999999999e-07|0.0048|0.0|1.89e-08|-0.0581799999999999|3.2974|-1691.984862|667.01|1125.85|376.01|0.5028|376.01|524.56|0.7014699999999999|-1691.734564|0.5028|-0.13351|5.9253|0.03620884|8.8847|0.34|6.4685|6.4685
2_a4|0|0|0.0|6.605297921|1|1|1.189716144|0.0|-0.072708147|-0.00708265|-0.103346554|0.037777778|0.0|-0.001386521|0.090707854|10.95268469|0|0|-0.0016168089999999|0.147657684|0.228655117|-0.3881618|1|0.930871261|0.802438682|0.11821091|0.847373823|0.912872667|-0.105102755|0.442778552|0.006330673|-44.27948986|2.667094277|166.102249|0.257481153|-18.65482233|1.123639184|-1.366335816|-20.83662681|48.93681624|-15.98981578|52.12536246|0.3961813179999999|1623.668791|-575.6333682|910.3327882|-6.736463618999999|0.156892292|4.710383035|3396.86527|-242.5126903|18.96532986|0.011054731|-289.1005902|682.7518749|284.26458360000004|4.657326379|0.0|0.0|0.0|0.0|0.27|-4.83|0.83|45.15|1.63|0.0|0.0|-2.18|19.0|-6.69|253.3|0.0|1.24|0.0066|434.0|0.0|1.4800000000000002e-05|-0.01612|5.8961|-819.9326497000001|458.73|764.77|384.69|0.1315|210.28|333.36|0.4682|-819.771754|0.0008|-0.14614|1.7717|0.033037353|3.0946|31.0|7.5086|7.5086
12ab_a36|1|0|3.458948649|7.412764017000001|2|2|1.297042596|0.0|-0.064515677|-0.007034881|0.000258844|0.039951691|0.0|0.000939229|-0.032623802|10.9540584|1|1|0.002112069|-0.096853381|-0.169341326|-0.4186639029999999|1|0.86559137|0.831136366|-0.0852411419999999|0.888163057|0.8196353679999999|-0.095025338|0.452078227|0.024102201|-65.54680623|16.62527454|116.6804416|0.158944244|-45.21303385|11.46782191|-1.805481415|-37.68448987|82.3666474|-23.06276515|71.2577056|0.484987413|2902.39241|-1245.389318|2390.849902|-15.90828969|0.320974676|7.821826146|6314.697413|-859.0476432|33.96451406|0.024384271|-246.9770378|1834.083759|708.5476357999999|16.81984117|1.0|0.0|0.0|0.0|0.17|-7.05|1.95|92.99|1.59|0.0|0.0|-3.92|32.0|-7.21|420.47|0.0|1.8|0.0001199999999999|0.0515|0.0|8.95e-08|-0.0523799999999999|3.8845|-1364.509957|712.73|1201.64|319.17|0.4451|319.17|564.58|0.69294|-1364.236757|0.4451|-0.15699|3.6976|0.04167456|5.3228|11.0|7.9586|7.9586
8b_a31|1|0|3.37710223|7.765993078999999|1|1|0.610137861|0.0|-0.01883655|-0.013629145|-0.12841288|0.041161616|0.0|-0.010300564|-0.211457443|10.31170011|2|2|-0.006785954|-0.05421947|-0.092604362|-0.510259793|0|0.928940547|0.843119174|-0.058494079|0.8956498159999999|0.8761979520000001|-0.132574249|0.281200674|0.03234629|-69.24221375|16.89414614|129.8921115|0.392380774|-36.1645207|8.823644775|-1.590890986|-32.92631065|82.21438954|-21.30529654|79.93633765|0.479278|2189.617009|-830.906565|1587.743824|-11.12754483|0.296530645|6.142377144|4696.728592|-433.9742484|30.28603362|0.02483711|-212.5400476|1181.155311|372.3224834|12.97217579|0.0|1.0|1.0|2.71|0.25|-5.73|2.74|114.29|0.61|0.0|0.0|-4.05|23.0|-6.87|328.39|0.0|2.52|8.97e-05|131.0|0.0|1.86e-06|-0.0325|3.8582|-1386.852117|566.18|927.61|321.36|0.2643|321.36|439.96|0.70036|-1386.681003|0.2643|-0.16015|3.6945|0.03659821|5.6001|2.2|5.6576|5.6576
12as_a36|1|0|3.447017327|7.412764017000001|2|2|1.297043209|0.0|-0.051208473|-0.007672841|-0.073735973|0.041728395|0.0|0.000584134|-0.114290948|10.95347588|1|1|0.0018565629999999|-0.098698552|-0.166354116|-0.4358775279999999|1|0.8058720979999999|0.817372883|-0.0389138329999999|0.869455765|0.770400825|-0.109492809|0.291030086|0.019229943|-73.78005999|12.95780416|88.17694537|0.22956209|-49.71556877|8.731418812000001|-2.080363362|-37.57216725|85.53474971|-25.48765709|68.71652969|0.454761514|2904.092809|-1401.82114|2365.632846|-17.17446921|0.231874606|8.768282531|6224.698969|-944.5958066|33.18163581|0.017444469|-361.3444194|1824.98997|716.9974499|11.75468972|1.0|0.0|0.0|0.0|0.17|-6.89|2.09|86.27|1.59|0.0|0.0|-3.81|32.0|-7.21|423.47|0.0|1.84|0.000154|0.0476|0.0|1.29e-07|-0.05789|4.5202|-1385.601917|712.04|1207.35|321.96|0.5902|274.29|568.52|0.53815|-1385.322633|0.2402|-0.1563|4.8580000000000005|0.03674596|6.8556|59.0|7.2291|7.2291
21c _a23|0|1|0.0|7.525639975|0|0|1.197962776|3.311482916|0.178300778|-0.009944003|-0.135572353|0.043130342|0.731360766|0.003456487|-0.092608459|10.3132171|2|2|0.0035741379999999|-0.0201427689999999|-0.036896213|-0.596546056|2|0.7641222459999999|0.782543953|0.149511954|0.838980345|0.7301130229999999|-0.098699133|0.2571258939999999|0.014036138|-70.15570019|9.976937758|323.3651097|0.209403563|-49.86692499|7.09164338|-2.171380929|-42.26586935|79.71722579|-28.58195193|69.43902929|0.468609427|3161.1237530000003|-1543.4254039999998|2628.628799|-20.31615463|0.165442725|8.945789862|7227.157398|-1097.07235|34.24804117|0.013451712|-475.6090385|1849.394223|762.0576580000001|9.5615256|0.0|1.0|1.0|3.11|0.08|-7.33|3.42|148.11|2.49|1.0|1.0|-5.63|34.0|-7.13|468.53|1.0|3.0|2.35e-06|9.0|0.0|4.69e-08|-0.07892|3.6649|-1837.964768|747.88|1275.12|338.3|0.3329999999999999|338.3|587.02|0.5885699999999999|-1837.67081|0.3329999999999999|-0.15089|6.0226|0.03257532|8.3979|67.0|7.1752|7.1752
4r_a46|0|0|0.0|7.832410927000001|1|1|1.13129629|2.051582577|-0.173617329|-0.002826188|-0.074041799|0.044728682|0.0|0.006236535|-0.1129698999999999|10.96363493|1|1|0.0061041|-0.055572881|-0.086905208|-0.246070691|2|0.7794598220000001|0.810646641|-0.077483502|0.8549242340000001|0.76719475|-0.081339886|0.261414008|0.011446215|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|-22.88867429|3.220912917|-1.220098292|-22.31391864|51.22472631|-13.77068362|48.13649426|0.456487948|2137.47734|-647.2221302999999|1451.6122289999998|-7.304896049|0.285368722|5.81085807|4775.760774|-343.3301143|19.26963463|0.015225417|-227.7097083|905.6728276|496.0386301|8.076584289|0.0|0.0|1.0|2.89|0.35|-6.25|3.43|63.83|1.52|0.0|0.0|-3.09|25.0|-6.83|334.41|0.0|2.7|0.00081|0.0933|0.0|5.64e-07|-0.03073|4.5209|-1069.447946|571.75|986.04|274.25|0.1404|274.25|467.85|0.69085|-1069.231407|0.1404|-0.18999|2.6630000000000003|0.02826942|3.5979|1413.0|5.8499|5.8499
12ae_a36|1|0|3.412870974|7.412764017000001|2|2|0.299253957|0.0|0.069118289|-0.009867085|-0.351827031|0.041555556|0.0|-0.006862238|-0.083959343|10.31810353|1|1|-0.001160331|-0.15024383|-0.261631709|-0.513686975|1|0.8183043390000001|0.831101086|-0.0931249669999999|0.8837136859999999|0.750657639|-0.105648609|0.439268891|0.023873046|-78.71102033|17.78605328|96.60079598|0.2837586789999999|-58.64180087|13.25108213|-2.11297219|-47.65297933|97.76153993|-27.14173115|81.74750345|0.465246185|3486.122819|-1574.220407|2634.745208|-20.22131065|0.315002436|8.676756505|7331.209763|-1172.836017|39.62310606|0.025570256|-275.6561988|2298.140152|805.2286932|19.05051961|0.0|0.0|0.0|0.0|0.17|-6.87|2.15|123.75|0.84|0.0|0.0|-3.85|34.0|-8.03|474.54|0.0|1.18|0.0001409999999999|0.0897|0.0|1.36e-07|-0.0548899999999999|5235.0|-1876.203168|754.15|1281.69|320.67|0.4832|236.84|615.71|0.40141|-1875.897072|0.3366|-0.1566|6.7458|0.0508577|8.9297|15.0|7.8239|7.8239
16i_a32|1|1|3.352437091|7.765993078999999|0|0|0.6094207429999999|0.0|0.175604846|-0.0146198339999999|-0.075706124|0.0439583329999999|2.078707411|-0.003511776|-0.104899053|10.31100265|3|3|-0.001202032|-0.120440534|-0.211019184|-0.700853898|0|0.801401734|0.836966894|0.134577711|0.8829894|0.761506727|-0.114771536|0.5368697929999999|0.022335011|-75.01027196|14.59730623|90.08098301|0.198505292|-49.02383532|9.540239197|-1.836344582|-36.62130242|88.80827938|-24.00328703|70.6307405|0.455596751|2770.767996|-1200.164351|3450.514629|-15.6876273|0.281035887|6.848009314|6355.471589|-784.3813651|33.38593207|0.021112022|-286.2130831|1669.296604|636.0251562999999|13.79800742|1.0|1.0|1.0|3.16|0.3|-7.4|4.85|149.27|1.34|0.0|1.0|-7.03|29.0|-5.93|427.54|1.0|3.96|9.25e-08|0.0035|0.0|4.01e-08|-0.05044|3.6176|-1995.307733|692.96|1175.51|342.72|0.2857|342.72|573.38|0.70222|-1995.055356|0.2857|-0.14976|3353.0|0.02810109|4.0568|6.0|8.2596|8.2596
4g_a49|0|0|0.0|8.228176896|2|2|1.343847279|4.107873566|-0.087219006|-0.003686314|-0.008414823|0.036761229|3.4246879480000003|0.007953069|0.003456679|10.92777048|2|2|0.007845545|-0.038698906|-0.066023903|-0.311927917|4|0.651833607|0.7559263270000001|-0.027032199|0.81242269|0.626581708|-0.0666753309999999|0.736530693|0.018944337|-66.44036383|18.87757641|151.0705543|0.139812173|-66.20622488|18.81105094|-2.000259924|-61.03291321|90.11923831|-24.91513644|80.12633309|0.48934952|4706.348867000001|-1993.210915|4747.967275999999|-24.82733433|0.372642776|9.28937554|11516.07629|-1986.186746|39.71443299|0.023762615|-253.8168226|3177.154639|1714.878736|23.67887448|0.0|0.0|0.0|4.36|0.1|-13.67|7.56|116.3|2.87|0.0|0.0|-7.47|51.0|-6.6|663.73|1.0|5.23|3.3700000000000004e-08|2.47e-05|1.0|2.13e-14|-0.06458|4.3116|-2147.721319|985.89|1766.47|341.84|0.1389|287.56|662.84|0.33449|-2147.217543|0.0265|-0.15087|3.4099|0.05838924|4.5147|106.0|6.9747|6.9747
13_a1|1|0|3.409865599|7.423568444|1|1|1.430073963|0.0|-0.046530797|-0.012199718|-0.144782061|0.036382114|0.0|-0.008672236|-0.0594321759999999|10.94989555|1|1|-0.005924486|-0.07665159|-0.120034915|-0.485427571|1|0.87703849|0.76714213|-0.051729721|0.825117597|0.833702788|-0.10668313|0.207843387|0.033737733|-62.04288975|19.62059449|148.7311076|0.320539533|-36.08180773|11.41059871|-1.813613202|-37.76773325|77.55889436|-23.43842502|84.56244352|0.477212829|2555.623166|-1054.729126|1786.445642|-13.63090514|0.291737016|7.493979856|5456.353212|-613.3907313999999|33.09282789|0.026679865|-242.2358135|1489.177255|505.2124255|15.51600461|1.0|1.0|1.0|2.83|0.09|-7.94|3.87|80.26|1.74|0.0|0.0|-4.29|28.0|-6.48|371.39|0.0|3.23|5.16e-05|17.0|0.0|1.14e-08|-0.04962|4.0783|-1238.395767|613.52|1035.04|359.55|0.5339|304.01|472.52|0.65363|-1238.174491|0.3535|-0.13921|2.7595|0.0284695999999999|3.9446|0.26|6585.0|6585.0
18_a31|1|0|3.281949877|7.401841579|0|0|0.610137226|0.0|0.0690370959999999|-0.013634202|-0.138136629|0.0427124179999999|0.0|-0.009923585|-0.001973566|10.31169929|2|2|-0.007811355|-0.065041042|-0.107017926|-0.604728055|0|0.868704545|0.8595579409999999|0.022160691|0.904870098|0.838968212|-0.129469649|0.258135789|0.014467496|-75.99442464|8.49194438|238.9516432|0.27411287|-44.60622732|4.984491996|-1.81257508|-40.61741697|85.81723707|-23.64270989|77.69074057|0.4492048839999999|2241.561812|-1063.9219449999998|1935.374782|-13.87749294|0.222523168|7.076684189|4856.251645|-624.4871824|30.40953623|0.01673486|-325.73954460000004|1368.42913|477.1857166|9.822812434|1.0|1.0|1.0|2.85|0.28|-6.54|3.48|119.14|0.75|0.0|0.0|-4.62|25.0|-6.72|356.44|0.0|2.89|2.42e-05|86.0|0.0|2.9e-07|-0.03702|5.0092|-1465.528656|630.26|1041.21|317.05|444.0|247.51|541.33|0.51842|-1465.300904|0.2457|-0.16212|3.0607|0.04825999|4.6746|0.13|6.8861|6.8861
12f_a30|0|0|0.0|7.412764017000001|2|2|0.60498366|0.0|0.156569208|-0.015345198|-0.274237737|0.041555556|0.0|-0.00695299|-0.008663584|10.31162828|1|1|-0.004395528|-0.077457998|-0.226973911|-0.6394697460000001|1|0.613786308|0.8246767140000001|-0.043091382|0.876441789|0.593245722|-0.108935062|0.56363596|0.01570263|-76.85198573|11.07796031|101.2862703|0.164253554|-54.21787616|7.815328055|-2.396571368|-45.01820228|89.21786458|-31.90082427|74.88972286|0.472521727|3305.792133|-1690.743686|2712.844784|-22.5055335|0.184824668|8.366190175|7634.176316|-1192.793275|39.1336968|0.01752821|-444.7025522|2074.08593|696.6414817000001|12.36587885|1.0|1.0|0.0|0.0|0.17|-7.18|4.78|90.88|2.82|0.0|0.0|-6.7|34.0|-5.66|482.48|0.0|3.42|1.99e-07|0.000579|0.0|6.61e-08|-0.05464|5.0587|-1988.032639|729.87|1225.63|351.25|0.2166|245.09|574.31|0.32483|-1987.782125|0.1596|-0.14958|3.6633|0.03400408|4.6865|19.0|7.7144|7.7144
9h_a40|0|0|0.0|7.515889085|0|0|0.604992856|1.7679629630000002|0.014753178|-0.009041931|-0.126968715|0.039444444|0.814591837|0.003782277|0.133376308|10.31197223|2|2|0.003099029|0.048470175|0.08305063|-0.503000695|0|0.778613709|0.740778143|-0.160855189|0.8022014000000001|0.7528137909999999|-0.095803029|0.219852623|0.012390387|-47.93581245|6.199629554|132.6583116|0.135689851|-23.98506758|3.102034287|-1.437045429|-23.03722449|53.60044379|-20.54391962|52.2411122|0.482124665|2073.354193|-719.0371868|418.2915223|-10.27931468|0.136115065|6.922257828999999|4322.734135|-359.7760137|23.78085181|0.011321157|-364.1454816|832.3298135|336.23227030000004|5.664631335|1.0|1.0|1.0|3.55|0.11|-6.51|4.44|67.66|3.22|0.0|0.0|-5.65|23.0|-5.06|321.4|0.0|4.06|2.23e-06|0.00244|0.0|3.09e-07|-0.05991|4.2372|-1293.174246|526.38|868.84|368.18|0.3851|292.61|410.18|0.64952|-1293.033723|0.2721|-0.14047|2.1413|0.02291279|2841.0|3.98|5.4001|5.4001
