molecula|SddssS|n9FaHRing|SaaNH|SRW09|nAHRing|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
14u_a23|0.0|1|0.0|7.423568444|0|3.357982471|-0.007017844|5.351858133|-0.025360103|2|0.043321995|0.050530143|0.743634137|10.31321759|-0.0569153009999999|2|0.010508236|0.091604179|2|-0.001778422|-0.094773814|0.845160857|0.71381683|0.909754912|-0.055259924|0.445665682|-36.90928915|-57.75236052|16.97420126|43.06242147|0.090245088|-0.033908155|11.3374334|50.47632596|0.702868983|-24.65250654|73.50348823|-22.64798452|53.88349042|607.6448353|-1155.04721|2430.634114|0.297131017|14.12094979|0.910165272|6913.009783|198.4601847|-771.4808267999999|0.023582305|683.7405759|15.75112771|0.0|0.0|1.0|1.0|3.59|3.68|0.09|26.0|-7.51|3.42|1.0|126.78|1.0|32.0|5.0|-6.47|441.51|0.0|0.0|0.0|2.32e-06|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|3.1819|-1744.446261|712.54|0.2253|306.82|549.0|0.6703100000000001|0.0008|-0.21613|0.0237199999999999|-1744.2405670000005|8.2449|8.2449
13d_a5 (GW788388)|0.0|0|2.945204608|6.605297921|1|0.0|-0.005668173|4.59511985|-0.009710199|3|0.027375887|-0.092509033|0.0|10.94530363|0.024793388|1|0.003668464|-0.14893897|2|0.024905619|0.047169811|0.834800344|0.71006207|0.774103723|-0.086824482|0.54169129|-57.42492153|-55.87383979|9.637686167|151.3669372|0.2258962769999999|-0.0291837579999999|6.374277851|44.69922692|0.669182121|-37.98032007|70.45205183|-19.30187193|67.0626077|511.985152|-1061.602956|1377.863026|0.330817879|15.788837|0.954644629|6122.792779|218.7999323|-702.1345259999999|0.022041749|723.0631751|14.57821204|0.0|1.0|1.0|1.0|3.21|2.74|0.2|23.0|-8.84|4.56|0.0|121.68|1.0|32.0|5.0|-6.94|425.48|0.0|0.0|1.0|4.429999999999999e-05|0.0|1.45e-09|6.16e-07|-0.05542|4.6091|3.81|4.1706|-1390.589662|707.09|0.5251|269.0|532.01|0.48848|0.1549|-0.22841|0.04130059|-1390.355751|7.7447|7.7447
13a_a5|0.0|0|2.931642415|6.605297921|0|0.0|-0.006081807|4.59511985|-0.033436214|2|0.023989899|-0.007871499|0.0|10.94530369|-0.025324157|1|0.003196482|-0.012798693|2|-0.048584084|-0.048575318|0.857293078|0.720100768|0.7667501609999999|-0.08903048|0.470564031|-57.31787843|-54.03141848|10.77696869|126.2663658|0.233249839|-0.0279752339999999|6.938219155|39.93934134|0.598791539|-36.90128585|72.13276165|-18.01047283|68.09484712|493.6342317|-918.5341141|1314.232685|0.401208461|15.89940424|0.854865353|5628.9694|258.29825730000005|-591.3528349999999|0.02811638|620.5697596|18.10134317|1.0|1.0|1.0|1.0|3.07|2.46|0.13|23.0|-8.9|4.39|0.0|114.18|1.0|30.0|5.0|-7.18|399.45|0.0|0.0|1.0|0.000169|0.0|1.26e-09|5.02e-07|-0.05534|4.6285|3.81|4.2107|-1313.167422|688.18|0.5953|267.87|567.51|0.50037|0.1992|-0.22898|0.04138695|-1312.968936|7041.0|7041.0
5_a47|0.0|0|0.0|0.0|0|0.0|-0.009295857|0.0|-0.188550227|2|0.037492877|0.003858593|1.284688504|10.9367109|0.045246333|0|-0.011237954|0.0083528919999999|2|0.065981732|0.0743193|0.861595935|0.675164258|0.807957755|-0.087763105|0.526509524|-46.33853208|-52.90420509|5.246458665|104.9032216|0.192042245|-0.038537768|2.770107005|0.0|0.781571204|-24.46654029|62.14504725|-20.34777119|51.58499074|426.5981263000001|-793.5630764|1349.003107|0.218428796|11.13432113|0.8997183470000001|5501.708422|115.3294396|-418.9977997|0.017501741|416.1194472|9.240842159|1.0|1.0|1.0|1.0|2.67|2.79|0.0|22.0|-8.68|4.73|0.0|101.51|1.0|26.0|4.0|-5.19|365.79|1.0|0.0|1.0|2.25e-06|0.0|2.07e-09|7.590000000000001e-07|-0.05535|3.7083|4.37|3.7083|-1569.369195|561.61|0.2108|334.35|401.16|0.69291|0.2108|-0.20954|0.03591467|-1569.258939|7.7|7.7
6_a47|0.0|0|0.0|0.0|0|0.0|-0.008723045|0.0|-0.1738997619999999|2|0.042276423|-0.14404966|1.291219116|10.93671042|0.0402365489999999|0|-0.0094242819999999|-0.302730533|2|-0.149904224|0.062425042|0.84654143|0.672308592|0.8419184120000001|-0.080118846|0.446564415|-43.43026699|-52.41283988|5.323543706000001|101.7290544|0.158081588|-0.036834143|2.885749555|0.0|0.7943908059999999|-23.54237714|60.76103606|-19.96679614|48.75381069|456.3812788|-838.6054381|1577.98246|0.205609194|10.90843226|0.6832388209999999|5766.962611999999|111.4552019|-454.5854048000001|0.0154005|469.7495559|8.348196185|1.0|1.0|1.0|1.0|2.82|2.91|0.05|22.0|-9.06|5.24|0.0|106.47|1.0|27.0|4.0|-5.02|379.81|1.0|0.0|1.0|9.53e-07|0.0|8.71e-10|3.310000000000001e-07|-0.05354|5.5188|4.69|3.7196|-1608.684886|576.56|0.2536|224.66|422.9|0.69305|0.2119|-0.20794|0.03288085|-1608.554019|7.9|7.9
33_a47|0.0|1|0.0|6.823286122000001|0|1.758479676|-0.004263267|4.727387819|-0.085712613|3|0.034691358|-0.11544858|1.688794654|10.98214099|0.0741098479999999|1|0.003634698|-0.26447859|3|0.065468525|0.1186944519999999|0.8913954909999999|0.607650682|0.8197001309999999|-0.060080724|0.404334141|-32.1568697|-44.81989209|11.96072985|30.94680001|0.1802998689999999|-0.0272154529999999|6.401714296000001|0.0|0.57681348|-17.2112484|60.65229445|-14.56646493|44.11759955|438.726241|-582.6585971|787.797733|0.42318652|12.94292541|0.854471925|4889.09585|226.5011607|-311.85503880000005|0.029580684|388.178924|15.83240237|0.0|1.0|1.0|1.0|3.08|2.76|0.11|21.0|-7.08|2.96|0.0|94.28|1.0|25.0|5.0|-6.78|334.35|0.0|1.0|1.0|0.000546|0.0|8.339999999999999e-08|2.79e-05|-0.05462|4.1869|2.06|4.1869|-1123.16428|566.29|0.2566|296.13|423.52|0.67508|0.2566|-0.21447|0.02924367|-1123.04547|8.4|8.4
16g_a32|0.0|1|3.363965155|7.765993078999999|0|0.0|-0.013775701|5.733341277|-0.0429252429999999|0|0.03898374|-0.049658216|2.084553994|10.31100263|0.004735761|3|-0.00030659|-0.085591073|0|-0.026098259|0.008494733|0.8821580379999999|0.762429418|0.8206422409999999|-0.078387439|0.542303725|-57.77542509|-77.75914881|17.659402|90.88837862|0.1793577589999999|-0.033839807|13.01585399|43.37912747|0.6863323440000001|-42.58335004|94.54074206|-24.94161377|75.43482709|604.8539801|-1321.90553|3497.469035|0.313667656|15.58880229|0.65902387|6372.261243999999|231.1885989|-974.3098525|0.02276861|701.9321161|16.78159325|1.0|1.0|1.0|1.0|3.87|3.42|0.33|19.0|-8.16|6.81|0.0|121.56|1.0|30.0|5.0|-5.69|441.57|1.0|0.0|1.0|3.08e-08|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|5.38|3.6161|-2034.621991|752.29|0.2879|342.86|639.49|0.70222|0.2879|-0.19968|0.02895494|-2034.408165|7.9586|7.9586
15a_a22|0.0|0|0.0|6.842683282|0|1.646649187|-0.0050042229999999|4.727387819|-0.052476637|2|0.038167849|0.021482585|1.614660505|10.9464374|-0.015194063|1|0.005757758|0.036467904|2|-0.09744639|-0.027029438|0.794858486|0.655865336|0.86664032|-0.061755825|0.410151945|-41.92018177|-55.4621036|14.43653926|96.58317516|0.13335968|-0.031425179|9.799599501|65.53409434|0.702735071|-28.45564196|70.12529157|-21.33157831|56.35672103|588.2800507999999|-1109.242072|2169.226845|0.297264929|14.6895113|0.800725296|6322.278103000001|201.7850124|-752.9594081|0.0216014629999999|684.5377542|14.66318798|1.0|1.0|1.0|1.0|3.42|2.86|0.08|27.0|-9.21|3.87|0.0|124.05|1.0|32.0|5.0|-6.61|420.47|0.0|0.0|1.0|2.25e-05|0.0|6.1e-10|2.56e-07|-0.0600399999999999|5.0577|4.98|3.6496|-1368.35331|696.57|312.0|245.14|541.27|0.69076|0.0955|-0.21285|0.03153544|-1368.1368730000002|6.8447|6.8447
18_a34|0.0|0|0.0|7.423568444|1|1.801574074|-0.014733513|5.351858133|-0.101546926|1|0.040527066|-0.100548575|0.0|10.9595763|-0.136990511|1|0.002183342|-0.155197864|1|0.0468829359999999|-0.224951558|0.8584852479999999|0.713979177|0.68981472|-0.090328365|0.295523326|-49.86847383|-71.65163761|22.55015528|66.6880793|0.31018528|-0.0422555509999999|12.44948722|54.26737825|0.695849945|-27.53138148|86.77082535|-23.32844015|72.41862911|380.8328339|-1003.122927|1774.550004|0.304150055|11.23989749|0.789096743|5296.289007|167.9151283|-553.8039936|0.027385869|428.6241319|15.11918774|1.0|1.0|0.0|1.0|3.28|3.61|0.21|17.0|-5.65|3.13|0.0|93.91|2.0|26.0|6.0|-6.26|351.36|0.0|1.0|1.0|4.77e-05|0.0|2.22e-06|0.000781|-0.03925|4.4335|5.07|4.1234|-1199.288654|592.04|0.3525|279.66|483.87|0.60488|0.0303|-0.21474|0.02902032|-1199.158044|5.6144|5.6144
15a_a50|0.0|1|0.0|7.934155233999999|1|4.126145086|-0.004429392|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|2.020652006|10.94500663|-0.125205943|2|0.005828749|-0.072976638|1|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|0.837789896|-0.0783960279999999|0.4349386739999999|-46.91098865|-50.56454577|10.77967103|275.287923|0.162210104|-0.029316925|6.450390922|0.0|0.705410595|-28.07082095|61.78266878|-17.54280159|57.69065967|501.3207109|-859.5972780999999|1754.903963|0.294589405|14.65582885|0.8103580690000001|5401.219537|176.277812|-514.369916|0.018747341|569.5267957000001|11.21812301|0.0|1.0|1.0|1.0|3.7|2.63|0.23|20.0|-6.09|3.23|0.0|110.43|1.0|28.0|4.0|-6.78|371.44|0.0|1.0|1.0|0.000251|0.0|8.070000000000001e-07|0.0003|-0.03255|4.0408|2.66|4.0408|-1199.818129|644.4|0.1767|306.83|519.38|0.66132|0.1767|-0.19948|0.03314629|-1199.629702|7.3872|7.3872
19_a20|0.0|0|3.423603867|6.842683282|0|0.0|-0.0096278259999999|4.727387819|-0.130949446|3|0.0396875|0.103271147|1.622562232|10.94899558|-0.063133522|1|-0.004654742|0.175308615|3|-0.143992458|-0.105118869|0.8193003000000001|0.7741509329999999|0.754452534|-0.091725453|0.25624423|-60.26825633|-65.49811346|8.964643162|339.8339889|0.245547466|-0.038340404|5.890223441|88.19441661|0.796070588|-39.5992891|75.98477124|-25.1915821|69.23289949|495.7134289|-1309.962269|1818.518838|0.203929412|15.38668579|0.935398401|6325.747732|133.9919257|-860.7113887|0.0159602|684.5377542|10.48665779|1.0|1.0|1.0|1.0|3.49|2.49|0.08|27.0|-9.63|4.97|0.0|122.86|1.0|32.0|5.0|-6.8|420.47|0.0|0.0|1.0|1.29e-05|0.0|2.34e-10|9.86e-08|-0.06767|3.3616|5.01|3.3616|-1368.413151|687.79|0.2998|368.83|519.34|0.6987399999999999|0.2998|-0.2067|0.03487615|-1368.190746|5585.0|5585.0
12d_a31|0.0|0|3.441384322|7.765993078999999|1|0.0|-0.012448252|5.733341277|-0.043220149|0|0.0359583329999999|-0.042401695|0.0|10.31169788|-0.032270224|2|0.000127275|-0.067477864|0|-0.00658148|-0.057226679|0.873955169|0.771222772|0.7054497479999999|-0.0938723509999999|0.3996192999999999|-66.58534562|-81.56033123|21.06095035|157.30671669999998|0.294550252|-0.032542687|14.93891054|557.514503|0.6383648510000001|-47.23018217|99.79879739|-23.08311261|87.64629597|500.3881827|-1223.404968|2434.226776|0.361635149|15.46841054|0.63768714|5753.290126|256.5143096|-867.7831284|0.02571268|647.1500428999999|18.23846616|1.0|1.0|1.0|1.0|3.76|3.9|0.38|16.0|-7.63|6.04|0.0|112.97|1.0|29.0|5.0|-6.36|412.51|0.0|0.0|1.0|2.48e-06|0.0|2.3500000000000002e-08|9.69e-06|-0.03128|3.8477|5.0|3.8477|-1657.471849|730.86|0.2566|322.23|626.33|0.7006600000000001|0.2566|-0.19096|0.04338158|-1657.245177|6.2924|6.2924
5e_a40|0.0|0|0.0|8.149890544|0|1.661964758|-0.004925115|6.167516491000001|0.0601021459999999|0|0.044526749|-0.106497535|0.7768055559999999|10.31198323|0.029272031|2|0.008306061|-0.184667138|0|-0.402340487|0.0451110059999999|0.877722972|0.5087199929999999|0.864422751|-0.076883794|0.0499188609999999|-36.56222854|-42.66853738|9.440323938|170.7311133|0.135577249|-0.035889706|4.489363277|51.7148695|0.8223594679999999|-17.38723451|48.81318333|-17.06741495|46.00255248|411.0778166|-512.0224486000001|512.5703164|0.177640532|12.51197289|0.914944155|4158.984115|84.47727896|-243.4932098|0.012921086|264.9899736|6.144645946|1.0|0.0|0.0|0.0|3.03|2.73|0.21|14.0|-4.65|4.3|1.0|79.16|2.0|20.0|3.0|-5.66|303.77|0.0|1.0|1.0|1.66e-05|0.0|2.23e-05|0.00678|-0.07231|3.7138|4.99|3.7138|-1637.197299|493.19|0.5262|333.85|390.33|0.69675|0.5262|-0.2201699999999999|0.01659566|-1637.162552|7.6021|7.6021
15_a3|0.0|0|0.0|6.823286122000001|1|0.0|-0.006742751|4.727387819|-0.092127078|3|0.045993266|-0.182934001|1.809035179|10.33806279|0.021805556|0|-0.004459728|-0.325227172|3|-0.103599654|0.036380489|0.866559772|0.911346861|0.7789088340000001|-0.092342351|0.451058529|-47.26593592|-55.08588323|4.04445331|315.5421792|0.221091166|-0.037667|2.070175472|0.0|0.850327497|-24.19332693|60.30684851|-19.28005913|51.31038923|398.6887321|-771.2023653|1433.713715|0.149672503|9.975434973|0.85723565|4617.470007|76.61068671|-394.7441342|0.010200078|402.781061|5.220965278|1.0|1.0|1.0|1.0|4.12|0.0|0.24|16.0|-5.78|2.21|0.0|94.29|2.0|23.0|5.0|-7.35|321.4|0.0|0.0|0.0|0.0017|0.0|1.66e-06|0.000535|-0.06319|6.0077|2.33|3.7072|-1328.688126|553.81|0.4107|206.37|398.12|0.67902|0.0173|-0.22079|0.0228507|-1328.581677|7.6021|7.6021
14ae_a23|0.0|1|0.0|7.423568444|0|3.338149829|-0.007539122|5.351858133|-0.029948314|2|0.042903564|0.026913008|0.7338690390000001|10.31321689|0.0289586779999999|2|0.009675528|0.047563299|2|0.107765697|0.0469453379999999|0.8356326820000001|0.7317531540000001|0.872362051|-0.065169397|0.202342743|-46.69131269|-62.38566188|24.84237243|111.4422142|0.127637949|-0.0269140239999999|17.79858399|110.5716332|0.53040766|-33.45249142|87.09501229|-19.28284095|71.53368511|625.0131414|-1060.556252|2575.36078|0.46959234|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|0.034488074|770.8206617000001|24.70935041|0.0|0.0|1.0|1.0|3.74|3.76|0.12|26.0|-7.6|3.48|1.0|133.27|1.0|34.0|6.0|-6.68|471.53|0.0|0.0|0.0|1.6e-06|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|2.99|3.6036|-1858.967022|751.57|0.3205|344.06|627.57|0.58144|0.3205|-0.21659|0.01449323|-1858.7404850000005|8.6038|8.6038
12u_a36|0.0|0|3.508898495|7.412764017000001|2|0.0|-0.006461999|5.351858133|-0.0407717229999999|2|0.042560386|0.033763276|0.0|10.95266014|-0.010669561|1|0.005035022|0.055588998|1|0.080270195|-0.018047007|0.855176759|0.860667615|0.842227829|-0.07260571|0.3765068079999999|-50.53295452|-67.50289394|12.27663887|86.1184622|0.157772171|-0.03452119|8.544435884|5.944854912|0.77938748|-35.17050511|78.06218646|-24.02645378|62.80959338|586.1833819|-1417.5607730000002|2455.7556010000003|0.22061252|14.90088936|0.946117173|6127.402572|153.5444314|-986.6102007|0.015171583|799.5563855|10.55929252|1.0|0.0|1.0|1.0|5.05|0.0|0.24|17.0|-7.38|3.85|0.0|138.33|1.0|32.0|4.0|-6.19|423.51|0.0|1.0|1.0|1.13e-05|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|3675.0|-1350.8981130000002|739.12|0.4267|319.16|590.18|0.70272|0.0176|-0.20409|0.03260752|-1350.638138|7.7959|7.7959
15b_a10|0.0|0|0.0|7.535296702|1|2.145379897|-0.002413027|5.4161004020000005|0.024214591|2|0.033219955|-0.111812184|2.0455289690000003|10.92966694|-0.058911857|1|0.011928706|-0.175869992|2|-0.058258414|-0.104250125|0.83320417|0.7199249390000001|0.921918974|-0.046334564|0.697099355|-31.76194123|-50.44100799|10.94939968|43.96642219|0.078081026|-0.024105015|7.505718446|118.6253241|0.670236374|-21.77253505|62.53159836|-16.52377848|42.7113409|631.9674549|-958.3791518|2603.829652|0.329763626|11.42472965|0.706711759|6105.426726|226.0501037|-656.9605906|0.017637846|766.4127559|12.09059037|0.0|1.0|1.0|1.0|3.61|3.89|0.32|21.0|-8.18|4.34|0.0|123.73|1.0|31.0|5.0|-6.34|413.51|0.0|1.0|0.0|4.46e-05|0.0|6.609999999999999e-09|2.73e-06|-0.04734|5.7620000000000005|2.74|3.7625|-1317.766641|721.17|0.3575|215.17|587.53|0.68906|0.1595|-0.20313|0.02977516|-1317.4913390000002|7.0706|7.0706
2_a27|0.0|0|0.0|6.605297921|0|3.250529415|-0.0065894809999999|4.59511985|-0.0609613559999999|2|0.0427777779999999|-0.196529806|1.267636369|10.93783218|0.017751479|1|0.00988756|-0.337316432|2|0.137868605|0.027777778|0.8585302370000001|0.60904903|0.8468699609999999|-0.058444848|0.408120957|-29.42169804|-41.03489597|9.972342226|9.194894069|0.153130039|-0.029261411|5.020172886|53.58106492|0.6684621829999999|-14.81116546|52.43208086|-14.73047548|39.39404027|426.3224749|-574.4885436000001|1270.627585|0.331537817|9.527176544|0.7934621359999999|4774.521748|166.89932209999998|-289.2030522|0.022639983|373.9912084|11.39718489|0.0|0.0|0.0|1.0|2.9|3.06|0.11|21.0|-5.84|2.43|0.0|92.58|2.0|24.0|4.0|-6.69|317.34|0.0|1.0|1.0|0.000644|0.0|1.45e-06|0.0004599999999999|-0.04933|4.1624|4.32|4.1624|-1043.821085|538.57|0.3217|297.87|420.7|0.55857|0.3217|-0.21702|0.02268519|-1043.715364|7.8861|7.8861
17g_a50|0.0|1|0.0|7.934155233999999|2|4.377239517|-0.002050512|5.82008293|0.052557574|2|0.029160757|-0.05611228|2.236579664|10.94501702|-0.1155555559999999|2|0.01245647|-0.090386911|1|-0.10642733|-0.2126789369999999|0.7787714459999999|0.7276268779999999|0.920663175|-0.048170917|0.442201795|-32.14758511|-47.17463902|9.710172008|10.60268439|0.079336825|-0.025918901|6.48022912|85.51402581|0.749948388|-21.45417373|56.28102287|-17.29736764|41.85775712|614.4183967|-1037.842058|1975.996014|0.250051612|15.28352231|0.879688945|6102.424958|166.8756987|-692.6194843|0.013645282|829.3813984|9.106383854|0.0|1.0|1.0|1.0|4.04|3.66|0.35|20.0|-6.96|3.71|0.0|133.03|1.0|32.0|4.0|-6.28|424.54|0.0|1.0|0.0|3.4899999999999995e-05|0.0|1.1e-07|4.6500000000000005e-05|-0.0323|4.0458|3.22|4.0458|-1335.976491|725.92|0.1795|306.45|559.45|0.6623600000000001|0.1795|-0.19929|0.02957267|-1335.693266|6.6091|6.6091
6f_a40|0.0|0|0.0|8.421342866|1|1.750582483|-0.01691341|6.401917197|-0.156988665|0|0.038309179|-0.122783873|0.737582436|10.30179966|-0.190617284|2|-0.008368734|-0.233222505|0|-0.032826285|-0.268802228|0.896373207|0.742681934|0.655786513|-0.134203859|0.363785804|-86.21963207|-83.88605319|10.2782635|207.7174501|0.344213487|-0.052228625|6.6032981820000005|40.01876255|0.8628087240000001|-55.39203581|92.77827871|-33.55442128|96.49789556|421.31181889999993|-1509.948957|3072.581297|0.137191276|11.87042702|0.69723213|7328.308886|88.13890599|-970.0707913999998|0.013841059|593.503189|8.892225517|1.0|0.0|0.0|1.0|4.05|2.53|0.21|14.0|-3.67|3.66|3.0|124.54|3.0|30.0|5.0|-6.9|457.55|1.0|0.0|0.0|1.13e-07|1.0|0.0002109999999999|0.0967|-0.08982|3.5741|6.96|2.57|-2426.972609|668.95|0.2362|346.89|507.64|0.69911|0.0158|-203.0|0.04845403|-2426.787111|7.3768|7.3768
21_a10|0.0|0|0.0|7.535296702|1|2.093218896|-0.009308076|5.4161004020000005|-0.085463279|2|0.035818182|-0.032405474|1.817620533|10.92966143|-0.003554514|1|0.002099681|-0.051564917|2|0.057775125|-0.005970601|0.81962595|0.68876002|0.7747854129999999|-0.091053776|0.8663152820000001|-64.32920271|-59.80834512|13.34776629|240.7558768|0.225214587|-0.03292131|9.430154402|74.3822498|0.704106635|-45.44837698|75.80259699|-23.25880088|77.676969|547.3834282|-1255.975247|2701.142106|0.295893365|13.78215169|0.643072426|7048.414464|209.0477207|-887.342515|0.022638817|746.5727327999999|15.99425187|1.0|1.0|1.0|0.0|3.5|3.17|0.11|27.0|-8.71|4.47|0.0|128.59|1.0|34.0|6.0|-6.07|448.47|0.0|0.0|0.0|1.69e-06|0.0|1.94e-09|8.68e-07|-0.06082|5.9596|5.57|3.8599|-1485.499561|716.1|0.2574|208.04|517.44|0.68165|0.1489|-0.2226|0.03802869|-1485.278495|5.3188|5.3188
14_a15|0.0|0|0.0|0.0|0|0.0|-0.006678826|0.0|-0.0455566929999999|2|0.037073171|-0.033982971|0.0|10.9597359|-0.015736888|0|0.0034254209999999|-0.051908601|2|-0.021648026|-0.028227917|0.7651878809999999|0.7933685340000001|0.8870890459999999|-0.063809873|0.7461324029999999|-40.89540491|-58.79722871|9.403293601|92.51564418|0.112910954|-0.032888795|6.026520371|2.923143027|0.770309725|-26.20964538|68.59458198|-21.0782518|50.29869851|568.5306056|-1117.1473460000002|2731.841165|0.229690275|10.18067005|0.685538423|5861.387612|147.2072638|-715.9737342999999|0.015286995|673.7288405|9.797353271|1.0|1.0|1.0|1.0|3.56|3.72|0.12|24.0|-9.82|5.32|0.0|119.95|1.0|30.0|4.0|-4.97|397.47|1.0|0.0|1.0|5.99e-07|0.0|1.51e-10|5.99e-08|-0.0338199999999999|4.4518|5.16|3.6209|-1281.105795|689.8|0.3131|278.5|584.18|0.7055899999999999|0.0054|-0.18379|0.03885834|-1280.87015|7.5229|7.5229
12_a4|-3.2834578760000004|0|0.0|7.535296702|1|2.070952433|-0.0021497879999999|5.4161004020000005|-0.271149771|2|0.0381179139999999|-0.0334644329999999|1.587386096|10.31168324|0.028152112|1|0.009024784|-0.055590089|2|-0.036425699|0.04172421|0.8749408470000001|0.531333552|0.805238097|-0.070256284|0.636722126|-41.69390404|-44.33087544|6.936764267999999|15.80191019|0.194761903|-0.025916226|4.116653575|7.519189887|0.717772573|-24.74343259|53.59101661|-15.38009964|48.6306683|477.8721263000001|-753.6248824|1962.933988|0.282227427|11.7599245|0.889574393|6390.233612|167.4891205|-447.2420348|0.015603795|608.4548423|9.260141177|1.0|0.0|1.0|1.0|3.41|2.94|0.23|21.0|-7.84|3.69|0.0|113.02|1.0|29.0|5.0|-6.84|404.48|0.0|0.0|1.0|6.57e-05|0.0|1.45e-08|5.85e-06|-0.06898|4.8592|6.12|3.8083|-1617.861623|640.67|0.1194|255.16|503.28|0.68825|0.0464|-0.2312199999999999|0.03555871|-1617.634733|5032.0|5032.0
12v_a36|0.0|0|3.468871488|7.412764017000001|2|0.0|-0.008411281|5.351858133|-0.04314418|2|0.041767677|0.073329354|0.0|10.96020642|-0.023932402|1|0.003077071|0.123026459|1|0.024751559|-0.041914045|0.8792981679999999|0.84179881|0.802291339|-0.078158778|0.334379501|-51.4172081|-69.20675352|17.85767346|113.7463918|0.197708661|-0.033118671|11.74777471|0.462992841|0.6276553979999999|-33.82511043|88.07013157|-21.78731129|69.27488156|527.7920397|-1176.51481|2328.221818|0.372344602|15.71271745|0.8580426609999999|6065.593390999999|244.9490697|-773.9771341000001|0.02867403|679.7230552999999|18.86337805|1.0|0.0|1.0|0.0|4.82|0.0|0.17|17.0|-6.69|2.77|0.0|130.24|1.0|31.0|5.0|-6.93|411.46|0.0|0.0|0.0|0.000113|0.0|2.03e-07|8.340000000000001e-05|-0.05219|3.8847|2.65|3.7035|-1347.475543|671.56|0.4247|319.16|502.83|0.7016100000000001|0.0223|-0.20404|0.03275089|-1347.260743|7.8539|7.8539
9_a15|0.0|0|0.0|0.0|0|0.0|-0.009923019|0.0|-0.042227775|1|0.04022792|0.096418279|0.0|10.95880687|0.005692073|0|0.003160815|0.140072812|1|0.088615068|0.010183805|0.742680335|0.8105478740000001|0.846156316|-0.073701648|0.416635119|-41.10356167|-65.07462414|18.10574464|105.5304352|0.153843684|-0.028575549|10.09761131|54.69975317|0.51257747|-22.92354152|85.14415759|-15.93664265|59.20930631|471.903131|-780.8954896|1689.926339|0.48742253|10.00547485|0.8240935659999999|5375.400861|271.83655510000006|-435.5070329|0.03598612|532.0914339999999|20.06953345|1.0|1.0|0.0|1.0|3.16|3.37|0.19|18.0|-7.57|3.9|0.0|104.74|1.0|27.0|5.0|-5.52|366.41|0.0|1.0|1.0|5.63e-06|0.0|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.36|3.7487|-1223.705126|588.55|0.2693|285.37|507.33|0.70552|0.0115|-0.1824|0.01773342|-1223.522216|6.9706|6.9706
