molecula|SddssS|n9FaHRing|SaaNH|SRW09|nAHRing|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
IN1233_a59|0.0|0|3.463603867|6.842683282|0|0.0|-0.008841844|4.727387819|-0.12050413|2|0.0396875|0.163548857|1.983673343|10.93301779|-0.054458882|1|-0.004071701|0.268927191|2|-0.107446431|-0.090732503|0.80310139|0.778639593|0.7613246490000001|-0.092761756|0.356444983|-61.73167061|-63.36348363|7.208329477|318.5587088|0.238675351|-0.035929742|4.79704394|83.1557517|0.810795898|-41.08157616|72.32484741|-23.91074854|68.94000009|506.6510632|-1267.269673|1822.396842|0.1892041019999999|15.51626497|0.936631949|6206.818668|125.91272279999998|-843.3505049|0.0134658889999999|712.1606951|8.961363774|1.0|1.0|1.0|1.0|3.48|2.76|0.08|27.0|-10.0|5.54|0.0|125.07|0.0|32.0|4.0|-6.13|419.48|0.0|0.0|1.0|2.54e-06|0.0|9.93e-11|4.17e-08|-0.05605|5.2194|5.35|3.5355|-1352.351584|703.47|0.2623|237.54|531.14|0.6953699999999999|0.2011|-0.20289|0.02473496|-1352.135303|7.4685|7.4685
12aw_a36|0.0|0|3.28940051|7.412764017000001|2|0.0|-0.008293935|5.351858133|-0.115864198|2|0.043383838|0.066435701|0.0|10.96021804|-0.034663063|1|-0.004358975|0.169961228|1|-0.022464907|-0.056676035|0.892249657|0.632625562|0.706174871|-0.088516379|0.373775982|-56.73814908|-73.52224315|14.76755422|54.50894809|0.2938251289999999|-0.041292362|9.4658605|1.343623915|0.749052287|-36.36860892|87.37742985|-26.46800754|71.5057033|452.6513136|-1323.400377|2380.579051|0.250947713|14.32425315|0.898338973|6370.06138|160.8550748|-848.2869380000001|0.02161528|593.6088758|13.8551867|1.0|0.0|1.0|0.0|4.73|0.0|0.14|17.0|-7.12|3.55|0.0|123.67|1.0|31.0|6.0|-6.8|417.41|0.0|1.0|0.0|0.000102|0.0|7.599999999999999e-08|3.17e-05|-0.05513|5.2313|3.66|3.8763|-1431.404673|666.09|0.4088|237.0|507.71|0.69109|0.3892|-0.21201|0.03134789|-1431.239759|8.0458|8.0458
5a_a50|0.0|1|0.0|7.927685046000001|1|4.202707546|-0.00148647|5.82008293|-0.017108794|1|0.038040936|0.017227585|2.475383677|10.93256969|-0.130929632|2|0.01228899|0.028229556|1|-0.132977171|-0.203436041|0.847812674|0.6759066159999999|0.969892876|-0.038932964|0.2814514|-20.77548565|-34.7974024|5.435098605|6.819160781|0.030107124|-0.022747617|2.900288114|60.04351409|0.66527517|-11.08625592|44.17662122|-12.13862875|26.21058426|517.556163|-521.9610361|1605.985157|0.33472483|10.76914508|0.8275167520000001|4770.917486|178.61652859999998|-278.5298849|0.017576522|462.1867149|9.379218813|1.0|0.0|1.0|1.0|3.5|3.28|0.14|20.0|-6.24|3.66|0.0|101.86|1.0|25.0|2.0|-5.83|326.39|0.0|1.0|1.0|0.000129|0.0|5.7e-07|0.000186|-0.02487|5.6146|3.39|4.0159|-1029.930364|582.98|0.2735|220.82|455.34|0.6725399999999999|0.1156|-0.19146|0.02452028|-1029.786489|5.3872|5.3872
7b_a8|0.0|0|3.213855584|7.535296702|1|1.4628217119999998|-0.009659873|5.4161004020000005|-0.038810124|1|0.040873016|-0.024156447|0.0|10.9465091|-0.0254956129999999|1|0.003191529|-0.039357491|1|0.048462902|-0.040994467|0.8453887859999999|0.677544268|0.7223476129999999|-0.101439013|0.282366236|-60.75943432|-59.93853201|19.86678613|145.0783004|0.277652387|-0.041332642|11.89970852|75.93423425|0.753935657|-36.39338307|73.70461365|-24.75721974|80.62622045|432.6681725|-1138.832108|1780.952171|0.246064343|14.76972982|0.918644854|6185.0105140000005|147.3863936|-682.1319788|0.022982731|545.9267515|13.76608164|0.0|0.0|1.0|1.0|3.49|3.37|0.09|23.0|-7.65|4.48|0.0|110.8|1.0|30.0|5.0|-6.15|396.4|0.0|0.0|1.0|5.64e-06|0.0|2.25e-08|8.94e-06|-0.06833|4.5945|5.51|3.26|-1330.622441|621.4|0.2517|269.85|506.21|0.7025100000000001|139.0|-0.20472|0.0273745|-1330.448193|4.8687|4.8687
3n_a32|0.0|1|3.616639267|7.773594467000001|1|0.0|-0.00615216|5.733341277|-0.01504795|1|0.035643275|-0.056907012|2.22272854|10.3110027|-0.0711168609999999|3|0.002379137|-0.100681119|0|-0.018016496|-0.121627423|0.868826775|0.762657782|0.840041782|-0.074507943|0.287402381|-42.83673428|-53.32184118|10.86481886|121.6040686|0.159958218|-0.027401986|6.246493173999999|0.0|0.648933114|-24.62805609|65.41881458|-15.75418035|53.70155314|482.963897|-693.1839353999999|2426.73803|0.351066886|11.72372261|0.840580248|5553.014016|201.8383309|-398.5311469|0.0210408339999999|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|3.51|3.29|0.32|19.0|-6.96|6.71|0.0|106.44|1.0|26.0|4.0|-5.98|382.5|0.0|0.0|1.0|1.11e-06|0.0|1.1e-07|4.19e-05|-0.05535|3.5459|2.57|3.5459|-1825.378576|614.67|0.2839|349.65|464.67|0.7028399999999999|0.2839|-0.20256|0.02901944|-1825.218291|7.6778|7.6778
12h_a36|0.0|0|3.468184524|7.412764017000001|2|0.0|-0.0086750619999999|5.351858133|-0.041228471|2|0.039061728|0.059920602|0.0|10.96020037|-0.051080247|1|0.003077071|0.100530266|1|-0.10861416|-0.089459459|0.87043328|0.84179881|0.819614525|-0.073572836|0.3726296|-48.17643878|-70.19826261|18.27258858|82.11195464|0.180385475|-0.035734517|11.96512593|1.413982241|0.665254541|-31.5465515|87.85958486|-23.39942087|66.44902736|536.6941285|-1263.568727|2391.856014|0.3347454589999999|13.87400978|0.8675704009999999|6159.17335|219.1956304|-827.4010477|0.026971557|679.7230552999999|17.66132225|1.0|0.0|1.0|0.0|4.8|0.0|0.17|17.0|-6.69|2.77|0.0|130.24|1.0|31.0|5.0|-6.93|411.46|0.0|0.0|0.0|0.000113|1.0|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|2.92|3.4554|-1347.481013|697.29|0.5756|238.44|535.67|0.7014600000000001|0.0056|-0.1926|0.02925492|-1347.260478|7.8539|7.8539
12k_a30|0.0|0|0.0|7.412764017000001|2|0.0|-0.007818038|5.351858133|-0.029595542|2|0.042739018|-0.13882907|0.0|10.31162844|-0.038714845|1|0.0053380919999999|-0.240110949|1|0.001281277|-0.067714819|0.883029843|0.7933543279999999|0.815083558|-0.079026221|0.340031035|-52.35426525|-65.04897323|16.01752015|106.8195439|0.184916442|-0.035199567|10.61148425|0.0|0.7081361979999999|-34.68429919|80.03127603|-23.31944323|68.37178540000001|539.9866061|-1235.930491|2277.687222|0.291863802|15.93977881|0.893775698|6393.133321|193.3575303|-818.7944715|0.0226150579999999|704.0353382000001|14.9823028|1.0|0.0|1.0|1.0|4.72|0.0|0.17|17.0|-6.74|3.89|0.0|133.77|1.0|31.0|5.0|-6.19|428.51|0.0|0.0|0.0|3.59e-06|0.0|1.84e-07|7.87e-05|-0.05055|5.1958|3.58|3.4715|-1690.302721|710.82|0.2257|238.62|564.62|0.6864899999999999|0.1512|-0.19798|0.03357755|-1690.094082|7.6144|7.6144
2_a3|0.0|0|0.0|6.823286122000001|0|0.0|-0.008422099|4.727387819|-0.09743592|2|0.034166667|-0.103423993|2.058239271|10.31162302|0.036301827|1|-0.0045709459999999|-0.18746945|2|-0.192034735|0.065162907|0.8401405609999999|0.841871246|0.750206578|-0.104577702|0.4551292289999999|-49.07072207|-44.07280196|5.601853871|228.178656|0.249793422|-0.033150466|2.628543258|74.89956423|0.727984269|-23.02532673|53.05538527|-15.55510657|54.67257594|352.0174726|-528.8736235|1314.679398|0.272015731|9.016533738|0.845708123|4446.904467|127.637231|-248.1619888|0.019143348|330.4083896|8.982583312000001|1.0|1.0|1.0|1.0|2.97|2.22|0.0|21.0|-6.89|4.34|0.0|90.49|1.0|22.0|3.0|-5.93|304.37|0.0|0.0|1.0|1.7800000000000002e-05|0.0|1.3e-07|3.9500000000000005e-05|-0.06423|5.4397|1.97|3.3354|-1272.143337|503.34|0.1824|227.92|340.69|0.69543|0.0962|-0.21028|0.02925101|-1272.04778|5.4|5.4
9g_a24|0.0|0|2.931798469|7.273092596000001|0|1.7647373919999998|-0.00106361|5.283203728999999|0.001126633|2|0.0279797979999999|-0.162313932|0.0|10.96318169|-0.02471184|2|0.013119312|-0.292600863|2|0.13372961|-0.045107345|0.859302479|0.657503038|0.8671367529999999|-0.064835725|0.383340003|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|0.132863247|-0.021297745|4.593165278|0.0|0.4819264479999999|-15.87288497|49.25777584|-10.53790724|41.36311977|429.0504306|-389.9025677|1196.910121|0.518073552|10.69818114|0.746821416|4355.725609|256.3375151|-192.9198181|0.033884884|341.3207334|16.76589519|0.0|1.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|2.91|0.0|87.53|1.0|23.0|4.0|-7.17|302.33|0.0|1.0|0.0|0.00323|0.0|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|4.2802|-984.5891383|524.03|0.2444|236.07|400.47|0.64993|0.1023|-0.21391|0.032630457|-984.497752|7.1675|7.1675
11e_a5|0.0|0|2.971327032|7.139660336|1|0.0|-0.003208975|5.209486153|0.038643235|2|0.020943152|-0.07965|0.0|10.9487795|-0.010236262|1|0.008721244|-0.127225457|2|-0.048843135|-0.02059071|0.8215345|0.747366251|0.876758791|-0.062865536|0.372098505|-41.64560703|-52.34653881|7.986070113999999|62.84782002|0.123241209|-0.0282210629999999|5.290414418|0.0|0.72163516|-27.58835281|63.5644542|-18.69519243|49.63167715|580.8135016|-1046.930776|960.0428704|0.27836484|18.17739133|0.936345148|5675.693973|184.4042616|-693.5448342|0.016933845|735.3048881|11.21791539|0.0|1.0|1.0|1.0|3.22|3.43|0.24|23.0|-8.95|5.03|0.0|125.71|1.0|31.0|5.0|-6.28|411.5|0.0|1.0|0.0|2.23e-05|0.0|1.13e-09|4.64e-07|-0.03808|4.4179|2.91|4.1036|-1316.547103|717.76|0.5347|280.64|571.06|0.6505|0.2125|-0.20559|0.03460011|-1316.301553|7.3979|7.3979
8_a27|0.0|0|2.599100867|6.605297921|0|1.7626247169999998|-0.008444078|4.59511985|-0.077396262|2|0.039673203|-0.14212377|1.21499748|10.93783465|0.067074515|1|0.004801929|-0.24946295|2|0.141900468|0.11158995|0.8688656459999999|0.64927069|0.776384028|-0.078709803|0.3608031339999999|-37.50265703|-43.96130162|10.41179748|122.0597403|0.223615972|-0.035880862|4.960882344|61.18801154|0.751701834|-17.86879446|53.20197882|-17.09606174|47.91445451|369.9216992|-615.4582227000001|989.0070768|0.248298166|9.642697094|0.92208134|4522.989286999999|118.305988|-293.2457951|0.019394143|326.3351007|9.240677197|0.0|0.0|0.0|0.0|2.79|2.28|0.06|21.0|-6.28|2.98|0.0|87.68|1.0|23.0|4.0|-6.73|303.32|0.0|1.0|1.0|0.000586|0.0|5.2e-07|0.000158|-0.05015|4.1276|3.96|4.1276|-1004.515654|507.76|0.2336|300.38|374.88|0.64893|0.2336|-0.21973|0.02665292|-1004.432889|8.2218|8.2218
24_a20|0.0|0|0.0|6.842683282|0|1.959359883|-0.001547029|4.727387819|0.029711934|2|0.03625|0.087887688|2.041494094|10.93106245|-0.04104|1|0.008780074|0.1468474119999999|2|0.070857143|-0.07179846|0.802353442|0.607038752|0.952027295|-0.061437722|0.531656762|-38.76683848|-42.82548904|8.085691548|12.83518119|0.047972705|-0.02714795|5.102023479|406.1522673|0.771032243|-24.46164548|51.30386873|-17.13019562|46.85253003|600.7235847000001|-856.5097809|1961.887639|0.228967757|12.63879297|0.844319927|6109.1040920000005|144.47729840000002|-540.4525990000001|0.013436544|664.4562602999999|8.478379683|1.0|1.0|1.0|1.0|3.4|3.21|0.08|27.0|-9.32|4.76|0.0|119.42|1.0|31.0|5.0|-6.26|402.45|0.0|0.0|1.0|1.29e-05|0.0|4.82e-10|1.94e-07|-0.06748|5.3396|3.74|3.5876|-1291.896802|685.66|0.2495|232.2|551.25|0.44916|0.0108|-0.22435|0.02922392|-1291.706729|6.4976|6.4976
18_a15|0.0|0|0.0|0.0|0|0.0|-0.006149666|0.0|-0.090130715|2|0.037948718|-0.094812415|0.0|10.95986315|0.002685285|0|0.000539978|-0.190640601|2|-0.0374132629999999|0.004699248|0.765450925|0.645117465|0.8362289070000001|-0.067562078|0.819442071|-41.31992544|-55.48918283|4.370403779|40.37881101|0.163771093|-0.035181092|2.672871589|1.833724661|0.867430881|-25.27062952|60.86009645|-21.51621375|45.69032922|511.4247108|-1054.294474|2510.854462|0.132569119|10.2545953|0.711733271|5705.360332|81.07723009|-644.79025|0.008781964|590.2470602999999|5.370913621000001|1.0|1.0|1.0|1.0|3.37|3.75|0.08|24.0|-9.98|5.68|0.0|113.42|1.0|29.0|4.0|-4.8|385.43|1.0|0.0|1.0|6.86e-07|0.0|1.0399999999999999e-10|4.01e-08|-0.03581|4543.0|5.65|3.8232|-1265.810138|650.53|0.2686|272.91|535.02|0.70427|0.0066|-0.19371|0.03989594|-1265.614679|6.8894|6.8894
4m_a46|0.0|0|0.0|7.825245291|1|2.12888511|-0.000686578|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|0.0|10.94319657|0.007901235|1|0.010359417|-0.487230027|1|-0.099662698|0.011235955|0.7975218959999999|0.626578283|0.948973877|-0.067320375|0.373463876|-35.4774406|-35.43866734|5.74716122|6.161736337000001|0.051026123|-0.0224155999999999|3.028720082|35.77391986|0.733236381|-18.69640205|41.88525631|-11.81288911|41.22460182|500.1036387|-531.5800101|1639.260563|0.266763619|9.923886653|0.8622201970000001|4750.325312|140.5828543|-280.1395315|0.012232753|486.9589609|6.446588969|1.0|0.0|1.0|1.0|3.59|2.9|0.29|17.0|-6.88|4.25|0.0|98.69|1.0|25.0|3.0|-5.68|328.41|0.0|1.0|1.0|2.99e-05|0.0|1.31e-07|4.31e-05|-0.04808|6.0419|3.45|4.3476|-1031.138426|558.63|0.2465|205.21|468.63|0.68505|0.1557|-0.23116|0.02920209|-1030.980844|5.8901|5.8901
22_a47|0.0|1|0.0|6.86171134|0|1.202720059|-0.010579222|4.727387819|-0.150248628|2|0.043695652|-0.029311184|1.016903613|10.95023117|0.002716049|1|-0.004332497|-0.077468004|2|-0.077787113|0.004104478|0.890264057|0.591185263|0.698649132|-0.080744803|0.573087958|-47.64347429|-52.67991531|13.07198749|12.19999546|0.301350868|-0.031744149|7.713126784|54.21581266|0.6096864479999999|-28.11203407|71.28682035|-18.73063655|60.71546178|412.2379505|-842.8786448999999|1494.441201|0.390313552|12.91589555|0.8569791179999999|6107.923371|230.3045281|-497.3405809|0.031534452|482.9384172|18.60690504|0.0|1.0|1.0|1.0|3.31|3.16|0.1|21.0|-7.69|3.07|0.0|104.64|1.0|29.0|6.0|-6.58|394.38|0.0|0.0|1.0|3.6e-05|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4.7954|4.4|4017.0|-1375.05033|605.12|0.3367|258.55|466.95|0.68312|0.0799|-0.22828|0.02840507|-1374.914437|9.0|9.0
13h_a6|0.0|0|3.464247528|6.842683282|0|0.0|-0.006619944|4.727387819|0.004767264|2|0.04393617|0.060987639|1.656132209|10.95053423|-0.090944829|1|-0.000644109|0.105918119|2|-0.0256002129999999|-0.164411111|0.8391892870000001|0.789769968|0.867910741|-0.074151997|0.300800177|-51.85624128|-64.32173453|12.1971464|77.20799814|0.132089259|-0.032362302|8.529752344|0.0|0.736918588|-36.26429338|76.78735663|-22.63172141|64.05338768|606.9504647000001|-1222.112956|2829.19698|0.263081412|16.928040300000003|0.8575863490000001|6302.785260000001|183.9790404|-854.6524332|0.017825256|744.1359788|12.4656221|1.0|1.0|1.0|1.0|3.64|3.03|0.12|27.0|-10.57|5.41|0.0|128.63|0.0|33.0|5.0|-6.31|431.49|0.0|0.0|1.0|2.77e-06|0.0|2.67e-11|1.15e-08|-0.07435|4.8701|3.83|3392.0|-1386.613707|738.61|1.0978|254.58|591.53|0.69001|0.2121|-0.2153199999999999|0.04469058|-1386.3651|7.3279|7.3279
GW6604_a52|0.0|0|2.944144148|6.605297921|0|0.0|-0.002149879|4.59511985|-0.005328809|2|0.021346801|-0.0778992459999999|0.0|10.94914378|-0.028376521|1|0.0070554269999999|-0.131886693|2|0.074868979|-0.057466653|0.7550228990000001|0.689009112|0.87346455|-0.071850787|0.38374044|-35.51891876|-35.62691523|4.459510077|157.2481263|0.12653545|-0.029217264|2.204526664|0.2386028039999999|0.73529506|-17.55852148|44.37166117|-14.44334401|39.97842884|431.7909048|-534.4037285|799.8313017999999|0.26470494|11.6571716|0.851121611|4168.525878|130.8549791|-264.17863140000003|0.01768964|359.1060668|8.744745933999999|1.0|1.0|1.0|1.0|2.68|1.76|0.0|23.0|-8.03|4.49|0.0|90.49|1.0|23.0|3.0|-5.95|298.34|0.0|1.0|1.0|0.000135|0.0|9.31e-09|2.78e-06|||||||||||||||6.9706|6.9706
8f_a8|0.0|0|2.939511291|7.05012252|0|1.241306689|-0.01032134|4.844187086|-0.249095464|0|0.043758865|0.0587545909999999|0.0|10.94343488|0.007079485|1|-0.007036544|0.152294451|0|-0.016217844|0.010682683|0.751162751|0.56916135|0.5968139689999999|-0.122135295|0.308621017|-71.22071405|-62.06002501|7.91086576|317.0847898|0.403186031|-0.048375351|4.613060521|67.99102163|0.90577048|-41.53091131|67.4402386|-28.20910228|79.13157981|348.0199311|-1241.2005|1892.066521|0.09422952|13.81994609|0.8416059290000001|5948.547713|54.94802877|-723.7808349999999|0.009226445|485.8626377000001|5.380213594|0.0|0.0|0.0|0.0|3.14|2.85|0.0|23.0|-7.95|4.69|0.0|105.27|1.0|29.0|4.0|-5.98|391.37|0.0|0.0|0.0|6.11e-06|0.0|1.13e-08|4.43e-06|-0.0675299999999999|4.7027|7.71|3.4876|-1361.658484|602.63|0.3188|263.65|477.92|0.69925|0.1659|-0.21285|0.03173623|-1361.510739|4.6428|4.6428
34_a20|0.0|0|0.0|6.842683282|0|1.877209467|-0.0057643419999999|4.727387819|-0.104520106|2|0.0396875|0.199191385|1.991704333|10.93244905|-0.054458882|1|0.003149352|0.327535029|2|-0.101401966|-0.090732503|0.80310139|0.690530489|0.7966571459999999|-0.0851907119999999|0.408491116|-57.31821177|-57.49912174|8.766605631000001|297.5548445|0.203342854|-0.032248904|5.898367836|80.66541842|0.776414086|-38.56497154|67.53437417|-21.69778179|66.0848174|536.0086996|-1149.982435|2319.742032|0.223585914|14.7802149|0.8614536140000001|6211.26199|150.43359099999998|-773.7338361000001|0.01491516|712.1606951|10.03525243|1.0|1.0|1.0|1.0|3.43|2.92|0.08|27.0|-9.18|4.5|0.0|125.0|1.0|32.0|4.0|-6.28|419.48|0.0|0.0|1.0|7.27e-06|0.0|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|4.97|3.8699|-1352.31921|711.19|0.4388|229.04|544.93|0.68845|0.0766|-0.21284|0.03558836|-1352.102407|7.2147|7.2147
13n_a6|0.0|0|3.425442623|6.842683282|0|0.0|-0.010884884|4.727387819|-0.135152403|2|0.04393617|0.058267173|1.628408574|10.95053349|-0.033224059|1|-0.00687003|0.100294804|2|-0.064779873|-0.056293641|0.832753533|0.82642394|0.70890216|-0.100363599|0.307384948|-68.88015714|-75.07706271|12.18768927|90.97854097|0.29109784|-0.038490115|8.36448634|103.012404|0.748967057|-47.27287681|88.73738138|-26.41600355|81.06784641|486.5239262|-1426.464192|2535.307313|0.251032943|16.76075427|0.889160748|6386.381394|172.28545730000002|-978.9911754|0.019904118|724.3873672999999|13.66031867|1.0|1.0|1.0|1.0|3.55|1.9|0.08|27.0|-9.67|4.19|0.0|127.2|1.0|33.0|5.0|-7.23|435.48|0.0|0.0|1.0|2.27e-05|0.0|2.1499999999999998e-10|9.35e-08|-0.07131|4.8185|4.27|3.3510000000000004|-1423.765005|727.69|0.9117|257.31|548.09|0.64027|0.1945|-0.20994|0.05026727|-1423.514154|7.1249|7.1249
11d_a5|0.0|0|2.9590700880000003|6.605297921|0|0.0|-0.003373937|4.59511985|0.001099755|2|0.0228184279999999|-0.125546291|0.0|10.94877952|0.01948342|1|0.008809179|-0.202307745|2|-0.018747485|0.036918829|0.831190148|0.755793189|0.87090286|-0.063028408|0.359644732|-40.04753555|-53.84338206|8.151092424|61.45330587|0.12909714|-0.029333375|5.179111638|0.0|0.712305422|-25.44574968|65.35645739|-18.63809379|48.19862797|553.3617954|-969.1808771|900.3825317|0.287694578|17.62784804|0.976150552|5283.02167|182.7978704|-615.8065323|0.018119737|631.9206508|11.51307533|1.0|1.0|1.0|1.0|3.13|3.37|0.17|23.0|-8.64|4.41|0.0|114.29|1.0|29.0|5.0|-6.47|385.46|0.0|1.0|1.0|7.2e-05|0.0|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|2.59|4107.0|-1239.127458|682.09|507.0|280.66|594.45|0.6533399999999999|0.2068|-0.20529|0.03371838|-1238.914819|7.8239|7.8239
12ap_a36|0.0|0|3.4417292610000003|7.412764017000001|2|0.0|-0.007719624|5.351858133|-0.010732275|2|0.042739018|0.066185994|0.0|10.95430638|-0.042675894|1|0.001194592|0.117738331|1|-0.025198947|-0.074596774|0.893689741|0.8212311840000001|0.830587483|-0.082622504|0.27547717|-54.21070432|-69.6632787|14.26936622|82.56761031|0.1694125169999999|-0.037473093|9.36249036|0.0|0.737851886|-35.56900768|83.16347311|-24.58703954|68.48007054|544.9693552|-1253.939017|2328.307856|0.262148114|16.37284224|0.86772056|6003.481614|172.00197649999998|-822.7409526|0.020575639|642.3830552000001|13.50019441|1.0|0.0|1.0|0.0|4.78|0.0|0.13|17.0|-6.66|2.75|0.0|128.47|1.0|31.0|5.0|-7.08|406.44|0.0|0.0|0.0|0.000101|0.0|2.21e-07|8.97e-05|-0.06084|4.9124|2.98|3.8801|-1325.199863|691.41|0.8819|252.39|553.28|0.6929|0.3982|-0.21788|0.04039655|-1325.0127220000002|7.4949|7.4949
16i_a32|0.0|1|3.352437091|7.765993078999999|0|0.0|-0.0146198339999999|5.733341277|-0.075706124|0|0.0439583329999999|-0.056414399|2.078707411|10.31100265|0.006037736|3|-0.001202032|-0.098841478|0|0.134577711|0.009897928|0.8829894|0.761506727|0.801494708|-0.0857355019999999|0.5368697929999999|-56.03343427|-75.01027196|14.59730623|90.08098301|0.198505292|-0.036726892|9.540239197|32.3175507|0.718964113|-36.62130242|88.80827938|-24.00328703|70.6307405|523.8261846|-1200.164351|3450.514629|0.281035887|12.57892808|0.836873682|6355.471589|183.6742715|-784.3813651|0.021112022|636.0251562999999|13.79800742|1.0|0.0|1.0|1.0|3.75|3.16|0.3|19.0|-7.4|6.25|0.0|116.75|1.0|29.0|5.0|-5.93|427.54|1.0|0.0|0.0|9.25e-08|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|3.6176|-1995.307733|692.96|0.2857|342.72|573.38|0.70222|0.2857|-0.2002|0.02810109|-1995.11813|8.2596|8.2596
6_a1|0.0|0|0.0|7.535296702|1|2.325221088|-0.005477033|5.4161004020000005|0.021203156|1|0.039635417|-0.114683042|0.0|10.95180041|-0.0538497079999999|1|0.006851583|-0.180874123|1|0.13761072|-0.095907969|0.8524898329999999|0.741035199|0.8782596159999999|-0.057199415|0.212044989|-27.63847818|-37.41011914|10.15161645|64.63457366|0.121740384|-0.0238222729999999|4.905211525|95.13138767|0.576759436|-13.35477777|49.61122373|-11.51080589|37.79009463|424.3707604|-448.9214297|1383.161829|0.423240564|9.609375529|0.7295841470000001|4061.042516|204.5077752|-216.916644|0.025250885|359.9965854|12.20110458|1.0|1.0|1.0|1.0|2.94|2.54|0.22|17.0|-6.02|3.61|0.0|86.31|1.0|22.0|3.0|-6.21|291.35|0.0|1.0|1.0|0.0007599999999999|0.0|9.51e-07|0.000277|-0.02214|4.0635|2.81|4.0635|-935.5024827|527.41|0.3399|305.12|405.23|0.69818|0.3399|-0.1899799999999999|0.027384499|-935.378591|5.2924|5.2924
12d_a30|0.0|0|0.0|7.412764017000001|2|0.0|-0.006335328|5.351858133|-0.033312179|2|0.042804233|-0.092984185|0.0|10.31162861|-0.075816941|1|0.005965451|-0.162129948|1|-0.0430927579999999|-0.130412856|0.8532172109999999|0.7991060659999999|0.843009925|-0.073829724|0.366319099|-47.69710881|-60.88281322|10.05700314|85.1932288|0.156990075|-0.036246039|6.497247279|0.0|0.8143892140000001|-30.81433963|69.55534551|-23.41646662|57.75411196|544.6198897999999|-1217.656264|2323.480646|0.185610786|13.92427286|0.84254817|6120.329513000001|119.91237920000002|-786.6571918999999|0.013424098|686.039456|8.672532296|1.0|0.0|1.0|0.0|4.75|0.0|0.17|17.0|-7.01|4.35|0.0|132.24|1.0|30.0|4.0|-5.81|412.51|0.0|0.0|1.0|2.21e-06|0.0|9.75e-08|4.02e-05|-0.05119|3.4821|4.14|3.4821|-1615.095823|695.57|149.0|356.06|545.94|0.68608|149.0|-0.1991|0.03187624|-1614.894406|7.9508|7.9508
13b_a50|0.0|1|0.0|7.934155233999999|2|4.253030728|-0.003876697|5.82008293|0.010464577|2|0.032833333|-0.0204949039999999|2.117002752|10.94500743|-0.054716607|2|0.011379776|-0.03182432|1|-0.041506802|-0.097736369|0.828965118|0.71935296|0.906164013|-0.051509874|0.435064196|-36.81915624|-57.74541064|14.22401427|104.0753113|0.093835987|-0.026928544|10.16729727|150.45293569999998|0.700410304|-26.31826007|70.09526468|-19.24847021|51.04317051|647.7242444|-1212.6536230000002|2147.355856|0.299589696|16.75483549|0.7609056040000001|6639.077063000001|214.1461224|-866.8024118999999|0.017277404|900.2031356000001|12.34985404|1.0|1.0|1.0|1.0|4.78|4.17|0.37|20.0|-7.23|4.24|0.0|133.36|1.0|34.0|5.0|-6.3|455.55|0.0|0.0|0.0|9.65e-06|0.0|5.87e-08|2.68e-05|-0.02606|4.2315|3.63|4.1161|-1470.401544|780.4|0.1589|293.0|617.26|0.63872|0.1553|-0.19622|0.03156473|1470.104535|5.7375|5.7375
