molecula|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|BCUTi-1|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
12l_a30|0.0|-4.712037416|7.412764017000001|2|2|0.60498366|0.157020295|-0.015371073|-0.274237737|2|10.31162828|1|-0.300262845|-0.077457998|-0.226973911|-0.640870513|1|0.613786308|0.830875659|0.883029843|0.593245722|0.834279405|-0.0905026719999999|-0.109810463|-76.82494797|10.78883933|103.5499036|115.9404641|-0.045581702|-53.74781658|1.697908189|0.8218150790000001|-2.415830189|-44.29742723|88.64610824|-31.88960104|74.10578426|0.462727396|3306.001879|583.6736326|-1690.148855|2394.793539|-22.31041443|0.861252543|7576.362669|124.6606826|0.016896687|-450.2927313999999|2056.604824|696.6414817000001|1.0|0.0|1.0|0.0|1.0|4.72|0.0|0.17|4.43|90.88|2.0|0.0|133.96|0.0|7.0|-6.7|-5.66|482.48|0.0|0.0|-5.92|1.99e-07|9.63e-05|0.000579|5.05|0.0|6.61e-08|3.19e-05|5.0454|3.5245|-1988.033039|-1987.998976|729.17|1223.54|0.2294|574.72|0.39486|0.68488|0.1574|-0.14944|-0.20397|0.03406276|-1987.848331|7.2154
3j_a32|3.564417045|0.0|8.234564993|0|1|0.609420782|0.0053427669999999|-0.006580847|-0.017889768|0|10.31100276|3|-0.055211759|-0.052818794|-0.097980957|-0.528541012|0|0.812195122|0.824282683|0.8884057059999999|0.7557114|0.865101945|-0.070289671|-0.095013178|-50.46105839|7.315176208|47.55031019|71.64373163|-0.030815085|-26.79963418|0.0|0.7487739999999999|-1.140158136|-19.82606536|58.58770587|-16.36574867|44.64569478|0.4482615029999999|2282.569698|459.4516326|-605.5327007000001|1778.1826620000002|-8.691773249|0.812452828|4866.613493|133.42496409999998|0.015301673|-264.245436|808.6988876|398.2788055|1.0|1.0|1.0|1.0|1.0|3.27|3.0|0.24|6.68|110.94|1.0|0.0|95.74|0.0|3.0|-5.92|-5.6|338.45|0.0|0.0|-4.8|1.21e-06|0.0004089999999999|0.00533|3.89|0.0|2.03e-07|6.86e-05|3.4982|3.4982|-1671.507439|-1671.479105|564.55|934.19|0.3005|405.19|0.7028|0.7028|0.3005|-0.14498|-0.19859|0.02833407|-1671.402462|8.0969
3c_a32|3.452148526|0.0|7.765993078999999|0|0|0.6094207970000001|0.025890116|-0.006923974|-0.048337951|0|10.31100278|3|-0.097512832|-0.0779821129999999|-0.145525719|-0.5427297289999999|0|0.831186295|0.839409251|0.901864778|0.774363061|0.888766719|-0.0679200029999999|-0.0943910459999999|-48.52416391|7.772301225|59.72163595|57.18235134|-0.0288417079999999|-24.94510426|0.0|0.693952122|-1.038301506|-17.94949454|57.94025396|-14.82682786|42.68833949|0.423167668|2152.627425|456.8935699|-533.7658031000001|1393.156794|-7.622115192000001|0.733606015|4598.027604999999|157.331845|0.018316536|-199.4122311|769.1680542|370.5811396|1.0|1.0|1.0|1.0|1.0|3.22|2.95|0.19|6.61|110.94|1.0|0.0|93.05|0.0|3.0|-6.18|-5.35|326.44|0.0|0.0|-4.91|6.65e-07|0.000217|0.00399|4.14|0.0|1.28e-07|4.18e-05|3.5169|3.5169|-1633.443791|-1633.419633|544.22|903.81|0.5017|425.74|0.7034600000000001|0.7034600000000001|0.5017|-0.14219|-0.1970599999999999|0.02415856|-1633.348356|8.0458
7a_a8|3.1730222510000003|0.0|7.535296702|1|1|1.4000287219999998|-0.11821781|-0.010269971|-0.0407248439999999|1|10.94671402|1|-0.02923588|-0.019499132|-0.032195997|-0.412963751|1|0.7168594159999999|0.764224152|0.831914523|0.681200974|0.718410375|-0.102174163|-0.101880506|-59.83546383|20.79408196|145.3710976|165.38046830000002|-0.042647654|-35.14198015|71.85980901|0.733884399|-1.833849114|-35.24327197|75.4573633|-25.04740346|80.80201312|0.477611327|2715.360649|421.9297638000001|-1077.038349|1702.719465|-14.71059634|0.914283468|5907.9340090000005|156.2924154|0.0265990589999999|-274.7254012|1467.585836|488.0169522|0.0|0.0|1.0|1.0|1.0|3.34|3.06|0.05|3.96|92.93|1.0|0.0|105.83|0.0|3.0|-4.86|-6.33|382.37|0.0|0.0|-4.64|1.36e-05|0.00522|0.00874|3.24|0.0|5.3600000000000004e-08|2.05e-05|4.5808|3.0704|-1291.313963|-1291.287017|605.72|1031.61|315.0|494.48|0.61257|0.70367|0.1575|-0.12889|-0.20505|0.0269461|-1291.156661|4.6068
7b_a8|3.213855584|0.0|7.535296702|1|1|1.395658671|-0.119760914|-0.009659873|-0.038810124|1|10.9465091|1|-0.039357491|-0.021509048|-0.035044152|-0.415894017|1|0.710658316|0.7812177770000001|0.8453887859999999|0.677544268|0.7223476129999999|-0.101439013|-0.1000685009999999|-59.93853201|19.86678613|145.0783004|166.30684230000003|-0.041332642|-35.90168309|75.93423425|0.753935657|-1.901301524|-36.39338307|73.70461365|-24.75721974|80.62622045|0.4787988|2776.185773|432.6681725|-1138.832108|1780.952171|-14.82895606|0.918644854|6185.0105140000005|147.3863936|0.022982731|-304.2022276|1510.516312|545.9267515|0.0|0.0|1.0|1.0|1.0|3.49|3.37|0.09|4.48|92.93|2.0|0.0|110.8|0.0|3.0|-5.25|-6.15|396.4|0.0|0.0|-4.94|5.64e-06|0.00224|0.00454|3.61|0.0|2.25e-08|8.94e-06|4.5945|3.26|-1330.622441|-1330.595067|621.4|1067.73|0.2517|506.21|0.44725|0.7025100000000001|139.0|-0.13639|-0.20472|0.0273745|-1330.448193|4.8687
12x_a30|0.0|0.0|7.412764017000001|2|2|0.604984021|0.044575215|-0.006008579|-0.0335688279999999|2|10.31162819|1|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|1|0.842068099|0.782514704|0.829606585|0.803183654|0.848844277|-0.071909912|-0.091725339|-60.57208434|9.745611551|74.51844582|99.81775209|-0.035022402|-39.99960559|0.0|0.824674971|-1.926232129|-31.35848986|68.52587215|-23.12752311|57.2323071|0.4490846539999999|2845.417984|560.5459455|-1272.013771|2374.777496|-15.27257668|0.815160907|6359.545311|115.7782842|0.012044556|-428.8071293|1542.442557|754.3941655|1.0|0.0|1.0|0.0|1.0|4.86|0.0|0.21|4.87|81.65|2.0|0.0|137.21|0.0|5.0|-6.04|-5.64|426.54|0.0|0.0|-5.46|9.14e-07|0.00039|0.00148|4.6|0.0|4.12e-08|1.76e-05|3.4831|3.4831|-1654.40976|-1654.3784|703.75|1211.79|0.1517|558.65|0.68589|0.68589|0.1517|-0.14783|-0.19876|0.03136007|-1654.183467|7.6556
7c_a10|0.0|0.0|7.535296702|1|1|1.343178184|-0.152261681|-0.00375251|0.012145872|2|10.92926158|1|-0.176560297|-0.12177839|-0.191576261|-0.215874011|2|0.725146704|0.7928588059999999|0.84177174|0.6952665379999999|0.906276489|-0.05074318|-0.0876410609999999|-51.2378943|16.04055193|87.99694927|54.79389751|-0.0223398779999999|-29.95538587|58.07647902|0.52630639|-1.139333798|-17.34382833|67.01436709|-13.06063972|45.70671102|0.4675549639999999|2616.8970870000003|529.8395322|-666.0926258|1881.379304|-7.635686595|0.8781281320000001|6034.895823|276.93712|0.0269852389999999|-30.75918962|1265.598592|611.4957509|1.0|1.0|1.0|1.0|0.0|3.48|3.49|0.26|4.59|62.06|1.0|0.0|113.07|0.0|4.0|-4.44|-6.2|386.45|0.0|1.0|-4.69|3.59e-05|0.0139|0.00793|3.46|0.0|1.66e-08|6.4e-06|5.4267|3.8357|-1259.011598|-1258.985004|635.47|1102.43|0.4049|488.89|0.41348|0.68708|0.0921|-0.16055|-0.20059|0.02659395|-1258.801509|5.4191
14a_a25|0.0|0.0|6.842683282|0|0|1.420015394|-0.092005241|-0.004483962|-0.05112778|2|10.93106303|1|0.085350921|-0.0469914379999999|-0.077269115|-0.365062041|2|0.6716839040000001|0.7385460309999999|0.792935475|0.653818362|0.850426305|-0.069657015|-0.084207356|-55.27820709|8.449104086|107.22698590000002|98.18816423|-0.033365179|-36.28756839|58.18995584|0.8067529940000001|-1.76835447|-30.017374100000005|63.96772039|-21.90268583|54.17569023|0.492236681|2844.993903|558.2652611000001|-1160.842349|2142.5112510000004|-14.37809314|0.969421506|6315.975408|126.8576588|0.01323706|-402.7381076|1438.906775|712.1606951|1.0|1.0|1.0|1.0|1.0|3.43|3.06|0.08|4.44|72.7|2.0|0.0|126.26|0.0|6.0|-5.39|-5.91|419.48|0.0|0.0|-5.29|4.03e-06|0.0016899999999999|0.00215|4.16|0.0|2.58e-10|1.08e-07|5.3631|3.9479|-1352.298438|-1352.265931|689.55|1202.13|0.3529|548.29|0.42461|0.6714|0.1756|-0.16347|-0.2143|0.03250632|-1352.086073|6684.0
4f_a46|0.0|0.2096617139999999|7.825245291|1|1|1.134637108|-0.2265364489999999|-0.001035775|-0.001868546|2|10.96352592|1|-0.154986658|-0.079238184|-0.123416853|-0.150189733|2|0.6901151990000001|0.74106323|0.7796270059999999|0.69830739|0.934973206|-0.055836642|-0.0674830959999999|-36.60887321|4.738551282|7.730129301|35.27635517|-0.022035297|-19.85993046|56.50645576|0.759842275|-1.079729539|-16.43243843|42.21890747|-11.95391778|35.0293449|0.424708366|2103.214727|507.213176|-585.7419712999999|1563.375755|-6.484875252999999|0.7382488140000001|4661.569032|130.2830519|0.010341277|-281.9234274|770.8731021000001|538.4165208|1.0|1.0|1.0|1.0|0.0|3.88|3.16|0.38|4.56|43.6|1.0|0.0|101.54|0.0|3.0|-4.38|-5.65|332.44|0.0|1.0|-4.58|4.18e-05|0.0139|0.00872|3.77|0.0|6.12e-08|2.04e-05|4548.0|4548.0|-1033.550809|-1033.528421|591.51|1020.33|0.1719|493.53|0.69208|0.69208|0.1719|-0.19079|-0.2202599999999999|0.02238723|-1033.36869|6.7375
8_a1 (SB-202620)|3.296085365|0.0|6.86171134|0|0|1.4323973840000002|0.106916453|-0.013785521|-0.226277123|1|10.94957568|1|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|0.674381582|0.743088715|0.805476065|0.658433571|0.648967503|-0.117682533|-0.105271458|-59.72618401|8.809217494|208.2071465|199.1596945|-0.041081545|-33.88588996|64.70432539|0.7742395870000001|-1.684343335|-37.88089785|70.8721358|-23.30777912|75.57687443|0.4564697679999999|2431.842132|368.1943149|-955.6189441|1736.664204|-13.22376193|0.839824062|5170.286136|128.0860757|0.019645498|-311.18185800000003|1234.267739|433.2550452|1.0|1.0|0.0|0.0|2.0|2.74|2.21|0.0|4.86|78.87|2.0|0.0|99.61|0.0|4.0|-4.94|-5.94|359.35|0.0|0.0|-4.7|1.14e-05|0.0041|0.00713|3.6|0.0|9.53e-09|3.42e-06|3.4052|3.4052|-1223.279021|-1223.117248|586.27|977.87|0.5339|460.4|0.7026600000000001|0.7026600000000001|0.5339|-0.13683|-0.2105199999999999|0.16177304|-1223.014114|6.3979
6b_a40|0.0|0.0|8.421342866|1|2|0.604892326|0.135693438|-0.014861289|-0.069975812|0|10.30179924|2|-0.248560671|-0.018582337|-0.033583055|-0.630957955|0|0.691778838|0.842573207|0.90571269|0.6462648870000001|0.753431574|-0.107699967|-0.118488624|-79.36130196|9.771129787|176.8246355|165.1465831|-0.049599889|-53.15460718|34.43877986|0.878140798|-2.132795227|-48.31476032|87.29061302|-33.22101012|81.90640622|0.442509019|3214.047452|504.6333458|-1428.503435|4049.386572|-22.2507658|0.793750992|8482.600495|81.61884754|0.011838681|-506.5422338|1626.736212|618.8882797|1.0|0.0|1.0|1.0|1.0|4.02|3.36|0.21|5.67|173.43|2.0|2.0|130.16|1.0|5.0|-8.41|-5.85|511.42|1.0|0.0|-6.18|3.86e-09|1.98e-06|0.000335|5.03|1.0|6.21e-06|0.00318|3.1026|3.1026|-3290.775349|-3290.745084|687.2|1183.07|0.4962|552.01|0.69429|0.69429|0.4962|-0.1237099999999999|-0.21904|0.03026498|-3290.648012|7.5229
GW6604_a52|2.944144148|0.0|6.605297921|0|0|1.427583999|-0.277102285|-0.002149879|-0.005328809|2|10.94914378|1|-0.131886693|0.039867344|0.067497086|-0.201462112|2|0.709088617|0.693399445|0.7550228990000001|0.689009112|0.87346455|-0.071850787|-0.072069252|-35.62691523|4.459510077|157.2481263|62.55188751|-0.029217264|-17.61190876|0.2386028039999999|0.73529506|-1.081038779|-17.55852148|44.37166117|-14.44334401|39.97842884|0.4597869779999999|2044.612273|431.7909048|-534.4037285|799.8313017999999|-7.13996301|0.851121611|4168.525878|130.8549791|0.01768964|-232.6328342|726.7881391|359.1060668|1.0|1.0|0.0|1.0|1.0|2.68|1.76|0.0|4.49|54.46|0.0|0.0|90.49|0.0|3.0|-3.87|-5.95|298.34|0.0|1.0|-4.16|0.000135|0.0402|0.0207|3.06|0.0|9.31e-09|2.78e-06||||||||||||||||6.9706
18b_a25|0.0|0.0|6.842683282|0|0|1.194228955|-0.147813831|-0.003259453|0.0131826839999999|2|10.31286058|1|-0.032776381|-0.034703635|-0.061048368|-0.303383008|2|0.721100414|0.7723870909999999|0.8333962429999999|0.6915652390000001|0.936253893|-0.063132226|-0.078644297|-55.18621997|8.972372556|80.36582704|44.73187305|-0.0305838929999999|-38.7252349|0.0|0.7847794690000001|-1.6515302369999998|-31.08693686|64.81723515|-21.46130777|53.27347337|0.493622561|3051.645565|656.9874135|-1158.910619|2327.4502850000003|-15.05981357|0.974811521|6973.180791|151.02439719999998|0.013724883|-399.6704921|1476.7341199999998|809.2903831|1.0|1.0|1.0|1.0|1.0|3.58|3.56|0.07|5.93|111.51|2.0|1.0|138.56|0.0|6.0|-6.54|-5.93|460.55|0.0|0.0|-5.71|2.87e-07|0.000132|0.000899|4.48|0.0|1.4500000000000002e-10|6.690000000000001e-08|5.5437|3.6826|-1767.52411|-1767.494087|728.12|1284.89|0.2658|612.24|0.36733|0.54166|0.0468|-0.15079|-0.22145|0.03002332|-1767.286778|7.2924
2_a20 (SB-505124)|3.485765306|-0.09011519|7.434257382|1|1|1.183764955|-0.006955944|-0.010175551|-0.076310057|1|10.95129567|1|0.02072518|-0.150708132|-0.229461916|-0.520284161|1|0.827730504|0.725030162|0.765632979|0.790275077|0.7694360659999999|-0.083565835|-0.117328885|-64.55966745|15.71798823|122.8758934|126.8667205|-0.0382594189999999|-35.52365346|441.9400248|0.831919306|-1.759933279|-25.30121848|70.87109323|-21.05206547|61.69969596|0.475937029|2195.369524|423.3785776|-968.3950117|1709.9571620000002|-11.58380004|0.908167636|4762.83693|92.48561162|0.011470204|-365.2740749|1164.049211|477.95809620000006|1.0|1.0|1.0|1.0|1.0|3.4|3.1|0.3|5.16|60.03|1.0|0.0|97.55|0.0|3.0|-5.24|-5.31|335.4|0.0|1.0|-4.91|5.72e-06|0.0019199999999999|0.0040799999999999|4.27|0.0|6.070000000000002e-08|2.03e-05|3.6404|3.6404|-1089.371784|-1089.358727|593.8|995.68|0.3267|505.82|0.69947|0.69947|0.3267|-0.14928|-0.18645|0.01305739|-1089.201587|6.7721
12u_a30|0.0|0.0|7.412764017000001|2|2|0.604983445|0.028039604|-0.006935447|-0.027452346|2|10.31162873|1|-0.15896471|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.8149999040000001|0.83236194|0.889479916|0.711738503|0.84944095|-0.0773921259999999|-0.097867106|-65.55148142|10.42404292|78.15130994|100.8445957|-0.03794847|-43.90644499|0.0|0.810462868|-1.859475018|-34.72068676|75.26051582|-25.41792137|62.26136323|0.443167712|3001.03926|568.9563615000001|-1245.478147|2608.6452440000003|-17.02494806|0.7958728709999999|7133.515802|126.9521524|0.014495402|-415.8966522|1536.749179|685.6665849999999|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|5.11|81.65|2.0|0.0|137.3|0.0|5.0|-6.58|-5.52|467.37|0.0|0.0|-6.04|2.64e-07|0.000123|0.0004269999999999|5.12|0.0|1.58e-08|7.39e-06|3.5003|3.5003|-2494.962309|-2494.927579|705.15|1202.06|0.1502|559.16|0.6847|0.6847|0.1502|-0.1486299999999999|-0.20146|0.03472994|-2494.7995530000003|7.4647
47o_a18|0.0|0.0|7.03438793|1|1|1.251177005|0.052875948|-0.006476544|-0.055408687|0|10.94702017|0|-0.009467295|-0.103458566|-0.156998637|-0.490807196|0|0.7452092359999999|0.7435044540000001|0.781148177|0.733228144|0.806872998|-0.077288013|-0.088436375|-64.2280736|6.313168526|77.37089184|140.2610102|-0.034545459|-46.6464782|82.54478365|0.872753077|-2.210909375|-40.76618466|70.23090572|-25.08909125|62.44459815|0.493146875|2857.120021|586.0020642999999|-1605.70184|1393.529823|-18.22128055|0.972958142|6462.6049570000005|92.41474142|0.008265369|-541.4335917000001|1839.812293|931.8364349|1.0|1.0|0.0|1.0|3.0|4.17|0.0|0.25|3.69|85.29|3.0|1.0|139.63|0.0|9.0|-5.66|-6.12|454.56|0.0|0.0|-5.08|2.19e-06|0.000996|0.00381|4.16|0.0|4.26e-10|1.93e-07|3.22|3.22|-1455.574672|-1455.547304|783.22|1352.29|0.5065|706.49|0.69248|0.69248|0.5065|-0.13203|-0.18223|0.02736851|-1455.231246|7.3279
1_a1 (SKF-104365)|0.0|0.0|7.535296702|1|1|0.626769342|0.011230812|-0.006055958|-0.01959813|1|10.33812228|1|-0.221214316|-0.123703409|-0.300426726|-0.505981356|1|0.57031697|0.7926983559999999|0.857919181|0.551667506|0.8131557509999999|-0.067997692|-0.081192283|-37.55389489|6.18316314|6.658828587|86.42113499|-0.029524467|-17.369816|63.42504103|0.709744919|-0.9743074|-14.547040099999998|46.32985169|-13.65596178|37.63415922|0.416807085|1997.193006|376.1092109|-450.6467387|1551.362941|-6.316296726|0.71469847|4225.4765640000005|134.2517831|0.018973797|-194.0267797|634.9418316000001|297.2783688|1.0|1.0|1.0|1.0|0.0|2.97|2.68|0.12|3.93|56.01|0.0|0.0|81.72|0.0|2.0|-3.8|-6.01|297.35|0.0|1.0|-4.02|0.000159|0.0472|0.0287|2.96|0.0|9.93e-07|0.000295|3.8901|3.8901|-1279.084677|-1279.060907|491.18|809.96|0.2178|358.09|0.70081|0.70081|0.2178|-0.16142|-0.19624|0.02377006|-1279.017667|5.7959
7c_a8|3.17138259|0.0|7.05012252|0|0|1.400027586|-0.244222944|-0.007509694|-0.025233184|1|10.94670214|1|0.079425146|-0.047874|-0.077006275|-0.328286221|1|0.718994164|0.740795639|0.795846675|0.6881348629999999|0.848923958|-0.080277893|-0.089778346|-56.2991566|19.18974586|49.43944876|94.73836511|-0.03366688|-35.30467154|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|-21.11218373|69.53125754|0.492823119|2716.5013510000003|532.3522286|-1013.384819|2162.326414|-13.23925183|0.971698707|6013.168519|233.9661552|0.032058696|-159.15828340000002|1616.4960130000002|572.8089095|0.0|1.0|1.0|1.0|1.0|3.44|3.1|0.09|4.22|92.93|1.0|0.0|112.76|0.0|5.0|-5.0|-6.34|398.41|0.0|0.0|-4.67|1e-05|0.00399|0.00851|3.37|0.0|1.73e-08|6.91e-06|4.6061|3.1406|-1331.8206369999998|-1331.793312|662.05|1116.53|275.0|579.97|0.62361|0.70321|0.1779|-0.1318599999999999|-0.20658|0.02732536|-1331.625743|4.7307
8e_a46|0.0|0.252655541|7.727094485|1|1|1.160371308|-0.205882192|-0.001015139|0.000950213|2|10.96411233|1|-0.203086023|-0.08488645|-0.135984209|-0.132524216|2|0.669602597|0.789844634|0.837678812|0.668786636|0.921352352|-0.053352779|-0.065982313|-33.59778824|4.876083942|7.389496216|40.04689925|-0.023017086|-17.10778729|53.05984592|0.7492419109999999|-0.989734694|-13.83322216|39.62167507|-11.72015869|32.04299109|0.444693313|1982.950764|469.146955|-503.9668235|1415.320228|-5.967832774|0.8008066970000001|4239.252176|127.6844779|0.011830243|-253.8248986|672.6356549999999|426.71841|0.0|1.0|0.0|1.0|0.0|3.21|2.93|0.32|4.09|43.6|0.0|0.0|91.93|0.0|2.0|-3.59|-6.02|304.39|0.0|1.0|-4.04|0.0002569999999999|0.0782|0.0279|3.01|0.0|2.16e-07|6.57e-05|4.5092|4.5092|-954.9296396|-954.9056294|552.99|933.3|0.2162|457.96|0.6967|0.6967|0.2162|-0.18835|-0.2201|0.024010215|-954.793305|6.3915
21_a47|0.0|0.0|6.86171134|0|0|1.408713027|0.072733799|-0.010650348|-0.13650463|2|10.95058272|1|-0.090969103|-0.1049885469999999|-0.277479519|-0.5406500129999999|2|0.612295986|0.826796636|0.8856299320000001|0.591185263|0.70582155|-0.082614966|-0.095249919|-53.76411184|12.83540744|34.75044485|166.049938|-0.033866638|-30.34731959|47.95893876|0.6448452960000001|-1.5239986980000002|-26.32173133|70.10126935|-19.11612865|59.46768095|0.463113582|2691.697803|398.4031618|-860.2257893999999|1402.202743|-10.79015808|0.862591353|6103.311635|200.4681737|0.028943339|-163.5167523|1334.003357|482.9384172|0.0|1.0|1.0|1.0|2.0|3.29|3.32|0.1|2.94|84.73|1.0|0.0|104.49|0.0|6.0|-4.44|-6.58|394.38|0.0|0.0|-4.32|3.6e-05|0.0142|0.0191|3.0|0.0|1.98e-08|7.8e-06|3917.0|3917.0|-1375.061089|-1375.028093|583.37|1014.33|0.2249|441.93|0.68296|0.68296|0.2249|-0.16158|-0.2249699999999999|0.03299607|-1374.914223|8.3
12h_a30|0.0|0.0|7.412764017000001|2|2|0.604984682|0.046965756|-0.00737961|-0.06631353|2|10.31162898|1|-0.166613751|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.669561738|0.831176513|0.888213143|0.64876559|0.763568404|-0.083127678|-0.09907575|-63.03519645|11.06352871|89.66095835|150.42542849999998|-0.038417127|-40.10503079|0.0|0.7979748729999999|-1.882439244|-33.64938551|73.14241438|-24.44221903|63.95204629|0.468446216|2848.98238|485.8069155|-1197.668733|2268.811589|-15.55093031|0.881277172|6252.192213|128.5349203|0.015886049|-379.1625034|1500.88527|618.6004214|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|4.25|81.65|2.0|0.0|127.24|0.0|5.0|-5.39|-6.02|416.47|0.0|0.0|-5.01|4.12e-06|0.00171|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|5.0289|3.5101|-1675.011389|-1674.977665|672.54|1132.06|0.1878|518.06|-0.26697|0.68543|155.0|-0.14889|-0.2023599999999999|0.03372393|-1674.838376|8065.0
20_a4|0.0|0.0|7.535296702|1|1|1.399905568|-0.203359312|-0.003103385|-0.00123671|1|10.9459449|1|-0.098992154|-0.064248765|-0.103098674|-0.211751813|1|0.691307598|0.7797803109999999|0.8404413829999999|0.665774148|0.918147288|-0.060595472|-0.072188305|-34.74640079|11.03865532|63.27373076|39.3981702|-0.0273144939999999|-16.72448692|68.49419443|0.6435852470000001|-1.010636274|-14.03867522|46.45917085|-13.14728679|40.20507689|0.421704107|1982.961908|441.9318823|-486.4496111|1379.418733|-6.32818424|0.729218575|4085.683488|171.5531319|0.024334176|-138.2237887|755.8433223999999|338.71903330000004|1.0|1.0|1.0|1.0|0.0|3.23|3.06|0.11|3.2|39.94|0.0|0.0|86.62|0.0|3.0|-3.46|-5.96|289.33|0.0|1.0|-3.87|0.000346|0.1|0.0388|2.96|0.0|2.79e-06|0.000806|5.1778|4.0419|-934.2489802|-934.2266312|517.72|861.05|0.2364|402.27|0.5152|0.66028|0.1415|-0.16699|-0.19747|0.022349042|-934.150871|6.1898
13a_a5|2.931642415|0.0|6.605297921|0|0|1.393002748|-0.154076582|-0.006081807|-0.033436214|2|10.94530369|1|-0.012798693|-0.035005746|-0.0569177229999999|-0.367284642|2|0.746303189|0.8045357209999999|0.857293078|0.720100768|0.7667501609999999|-0.08903048|-0.0839257009999999|-54.03141848|10.77696869|126.2663658|150.1663914|-0.0279752339999999|-34.78546088|39.93934134|0.598791539|-1.426736914|-36.90128585|72.13276165|-18.01047283|68.09484712|0.460877309|2657.14588|493.6342317|-918.5341141|1314.232685|-11.59515363|0.854865353|5628.9694|258.29825730000005|0.02811638|-127.2041084|1533.979782|620.5697596|1.0|1.0|1.0|1.0|2.0|3.07|2.46|0.13|4.39|92.79|2.0|0.0|114.18|0.0|8.0|-3.77|-7.18|399.45|0.0|0.0|-3.74|0.000169|0.0675|0.0734|2.19|0.0|1.26e-09|5.02e-07|4.6285|4.2107|-1313.167422|-1313.126035|688.18|1160.81|0.5953|567.51|0.41806|0.50037|0.1992|-0.17364|-0.22898|0.04138695|-1312.968936|7041.0
9s_a24|2.9568988810000003|0.0|6.605297921|1|1|1.4275963180000002|-0.222173285|-0.003599664|-0.00570386|4|10.96129902|1|-0.0897306019999999|-0.204128966|-0.359715589|-0.248704391|3|0.799076569|0.773544454|0.8327425070000001|0.748077475|0.8833498320000001|-0.049825449|-0.063587778|-39.48555839|10.42725806|33.24649431|72.43525688|-0.019465646|-24.51900941|0.695462853|0.445160769|-0.953816666|-19.21235005|61.19761205|-12.08741583|41.36694069|0.47085169|2747.809842|548.5261887|-592.2833757999999|969.5210193|-7.505819207999999|0.889829339|5767.9102490000005|344.5337711|0.03496522|68.10609672|1330.4932|604.8829955|0.0|1.0|1.0|1.0|1.0|3.43|2.78|0.04|3.15|77.21|1.0|0.0|115.67|0.0|4.0|-3.36|-7.2|393.44|0.0|0.0|-4.06|0.000434|171.0|0.0343|2.11|0.0|7.73e-09|3.04e-06|3.0726|2.6707|-1271.031372|-1270.994965|654.28|1121.42|0.5112|521.4|0.69475|0.6907300000000001|0.0839|-0.10865|-0.14462|0.03640642|-1270.796154|7.4949
