molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|AATSC1are|BCUTi-1|AATSC7i|MATS1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
47u_a18|0.0|0|0|0|0.0|0|7.03438793|1|0.0|-0.010219187|4.844187086|0|0.008108241|-0.000829573|10.94702032|0.0121925089999999|-0.126628013|-0.539738821|0.664796402|-0.0112778039999999|-0.053126304|0.7960273840000001|0.646724968|0|0.741066474|-0.090364489|-0.092271172|-64.32800179|14.42377665|180.5187465|-0.0344062|-44.84707106|77.59162925|-43.92035521|-23.98671253|77.42251040000001|2965.254516|516.6437614|-1415.216039|-16.72263667|0.278162537|9.18142206|17.78724206|33.23007431|0.021142007|-309.31352410000005|1960.574384|818.9389171|0.0|0.0|1.0|0.0|2.0|0.0|0.19|3.15|2.95|3.0|1.0|133.53|0.0|8.0|-5.69|34.0|4.0|-6.31|0.0|0.0|2.6|0.000932|1.04e-05|0.00472|3.9|0.0|2.89e-06|9.34|-1510.182477|738.53|397.57|646.45|0.69143|-1509.771642|0.5849|-0.12717|4.4624|-0.19109|0.02892505|-1509.839543|5.8058|5.7055|5.7055
8_a4|0.0|0|0|0|0.0|1|7.535296702|1|2.126514848|-0.001277205|5.4161004020000005|2|-0.072752231|0.010647563|10.9295757|-0.1193184819999999|-0.048133994|-0.150276481|0.619844116|-0.07377839|0.097165358|0.879500982|0.576540652|1|0.925132446|-0.05397993|-0.065595042|-33.90618946|5.362918401|38.69916707|-0.024598141|-17.52616744|37.17889653|-14.42275611|-12.71482105|33.26523662|2297.5526170000003|478.2025467|-508.5928419|-6.572312789|0.273845898|5.695730546|9.972991122|17.50981094|0.0148422489999999|-233.7988862|700.3924376|434.9654405|1.0|1.0|1.0|1.0|0.0|3.19|0.15|4.63|2.93|1.0|0.0|100.13|0.0|2.0|-4.35|25.0|3.0|-5.76|1.0|1.0|3.85|0.0156|1.46e-05|0.00506|3.74|0.0|5.72e-06|3.29|-1450.239105|561.6|311.03|391.01|0.57675|-1450.071352|0.0642|-0.16821|4.5781|-0.22685|0.0252645|-1450.121028|5.7488|7.2676|7.2676
12b_a40|0.0|0|0|0|0.0|1|7.515889085|0|1.713497417|-0.004650218|5.4161004020000005|0|0.1744506639999999|0.00779293|10.31197236|0.279216571|0.023952313|-0.513870527|0.58925219|0.026452642|-0.227384615|0.7818091140000001|0.522580798|1|0.955647156|-0.065048707|-0.074921647|-42.67442006|6.17734692|25.26281742|-0.0338355829999999|-24.3068084|48.17000329|-21.10373336|-19.27231874|43.22826564|2462.878448|544.3244990000001|-597.4418808999999|-10.97726831|0.143170283|8.132984007000001|16.09989085|22.49258909|0.010309671|-406.4913617|697.2702616|370.3261123|0.0|0.0|1.0|0.0|0.0|3.87|0.0|6.58|5.07|2.0|0.0|101.78|0.0|2.0|-7.71|24.0|2.0|-4.09|0.0|1.0|5.79|8.09e-06|7.82e-08|3.2500000000000004e-05|6.68|0.0|1.7e-06|6.27|-3016.999329|576.38|363.91|490.5|0.69476|-3016.927883|306.0|-0.14267|4.5528|-0.22546|0.01251873|-3016.980996|6.3131|7.3979|7.3979
1_a3|0.0|0|0|0|0.0|0|6.823286122000001|1|0.0|-0.006053652|4.727387819|2|-0.004409693|-0.006610844|10.33805862|-0.007705076|0.05038525|-0.486774367|1.005427002|-0.126299711|0.057919092|0.8457792829999999|0.943582278|1|0.7762512779999999|-0.098872259|-0.0925710269999999|-42.54530997|3.693677623|102.8341051|-0.034105115|-19.55367089|0.0|-20.88467272|-15.67458788|49.13501083|2012.9704|356.76228530000003|-595.6343396000001|-7.203984013|0.207914282|4.984064981|9.046658216|19.78900457|0.014174378|-268.4830832|751.9821735|373.1494221|1.0|1.0|1.0|1.0|1.0|0.0|0.18|2.28|1.52|0.0|0.0|91.52|0.0|2.0|-3.07|22.0|4.0|-6.87|0.0|0.0|1.5|261.0|0.000503|154.0|1.83|0.0|0.000518|2.08|-1273.316428|496.09|320.83|316.61|0.68912|-1273.1763970000002|0.0096|-0.1658599999999999|2.2332|-0.21886|0.02599563|-1273.22339|3.4319|6.1403|6.1403
1d_a5|0.0|1|0|0|2.79978458|0|6.605297921|0|0.0|-0.006252818|4.59511985|2|-0.118028278|-0.0012491689999999|10.94437658|-0.389011185|0.001493879|-0.38633065|0.525406088|-0.058872605|-0.015804188|0.821309592|0.513260607|0|0.8965037640000001|-0.088396743|-0.086213657|-46.58221594|4.288788702|55.92018945|-0.036640804|-25.16889922|0.0|-25.80622135|-19.79744178|52.05055075|2481.822293|484.3911442|-791.897671|-10.69678217|0.229495885|6.116537519|11.5640749|25.69414151|0.018980039|-292.3128788|1027.76566|403.396385|1.0|1.0|1.0|1.0|1.0|2.19|0.05|5.48|2.73|2.0|0.0|95.49|0.0|4.0|-4.79|27.0|6.0|-5.73|0.0|1.0|4.15|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|4.86e-07|3.58|-1288.340378|567.04|268.88|414.59|0.5764600000000001|-1288.201219|0.0982|-0.18991|3.7798|-0.23519|0.03392008|-1288.253849|5.3765|5.03|5.03
3_a4|0.0|0|0|0|0.0|1|7.535296702|1|2.147369615|-0.001141383|5.4161004020000005|2|-0.07806942|0.011825591|10.92992985|-0.129930078|-0.048796855|-0.133874898|0.637819558|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.623172012|1|0.919804716|-0.052578183|-0.06572153|-31.92506825|5.133610255|38.95587796|-0.024645574|-15.5080075|40.30885999|-12.40663231|-11.97190059|30.67413075|2159.04913|446.8068266|-478.8760237|-5.815502811|0.280312336|4.832514477|8.486341272999999|16.63485592|0.015358792|-213.4321476|665.3942366|409.0289917|1.0|1.0|1.0|1.0|0.0|2.86|0.15|4.02|2.44|0.0|0.0|95.12|0.0|2.0|-3.7|24.0|3.0|-5.99|1.0|1.0|3.31|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|2.03e-05|2.66|-990.6395508|535.44|305.09|350.36|0.58615|-990.467184|0.0871|-0.17005|2681.0|-0.21969|0.024645265|-990.514888|3205.0|6983.0|6983.0
IN1233_a59|0.0|1|0|0|3.463603867|0|6.842683282|0|0.0|-0.008841844|4.727387819|2|0.163548857|-0.005614194|10.93301779|0.268927191|0.001996439|-0.597167441|0.809917509|-0.107446431|-0.090732503|0.80310139|0.778639593|1|0.7613246490000001|-0.092761756|-0.095213818|-63.36348363|7.208329477|158.8351574|-0.035929742|-42.16752524|83.1557517|-41.08157616|-23.91074854|68.94000009|2809.840422|506.6510632|-1267.269673|-15.91227368|0.1892041019999999|8.011984402000001|15.51626497|29.49046561|0.0134658889999999|-413.6607749|1562.994677|712.1606951|1.0|1.0|1.0|1.0|2.0|2.76|0.08|5.54|2.06|2.0|0.0|125.07|0.0|5.0|-5.59|32.0|4.0|-6.13|0.0|1.0|3.78|0.00107|6.91e-06|0.0029|3.85|0.0|4.17e-08|5.35|-1352.351584|703.47|350.69|531.14|0.6953699999999999|-1352.073755|0.2011|-0.14684|5.4004|-0.20289|0.02473496|-1352.135303|7.6059|7.4685|7.4685
11b_a31|0.0|1|0|0|3.248213341|0|7.765993078999999|1|0.0|-0.01950528|5.733341277|0|-0.078907688|-0.014385937|10.31169957|-0.129901143|-0.101934423|-0.564706551|0.833717183|0.067031897|-0.074254978|0.889561759|0.7943850720000001|0|0.545458754|-0.143839236|-0.148709304|-82.80602396|21.02499452|253.1028809|-0.044612791|-46.10900197|87.78853803|-44.59898223|-24.84180719|101.1192111|2410.572158|303.7286124|-993.6722875|-13.83270059|0.330276165|6.83089364|12.96936635|37.09261324|0.0314298879999999|-189.0151528|1483.70453|397.3137532|1.0|0.0|1.0|1.0|2.0|2.29|0.24|4.67|0.79|1.0|0.0|92.51|0.0|5.0|-4.74|25.0|6.0|-6.73|0.0|1.0|2.69|0.00649|0.000178|0.0637|2.46|0.0|0.00128|4.07|-1520.085181|589.56|322.57|479.66|0.70073|-1519.909742|0.2634|-0.15936|3.2104|-0.1951|0.04215313|-1519.967224|4.7518|6.2757|6.2757
14n_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.3716621960000004|-0.0068536419999999|5.351858133|2|0.079559363|0.010561248|10.3132176|0.144230149|-0.110069159|-0.404569286|0.756252127|0.219354173|-0.099694124|0.861597051|0.71381683|1|0.89327435|-0.058928845|-0.082430028|-55.70499288|18.26553926|72.12361433|-0.032325501|-37.64460956|97.39429807|-26.91195666|-21.84509525|58.08878013|3014.591033|603.6615822000001|-1114.099858|-14.76259199|0.313179459|8.662092555|16.33144958|31.80611809|0.0242495529999999|-252.5011125|1622.112023|683.7405759|0.0|0.0|1.0|1.0|1.0|3.66|0.09|3.42|2.72|2.0|1.0|126.78|0.0|6.0|-5.63|32.0|5.0|-6.47|0.0|0.0|3.48|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|1.3699999999999998e-05|3.23|-1744.450916|710.48|362.35|575.71|0.6955|-1744.1828670000002|0.4229|-0.1382|5.2196|-0.2077099999999999|0.02300614|-1744.244532|7.2975|9.2441|9.2441
7f_a8|0.0|1|0|0|2.961566988|1|7.05012252|0|1.2793830309999998|-0.005338193|4.844187086|0|0.034392285|0.00112124|10.94343485|0.09329746|0.052081992|-0.381574707|0.515235986|-0.048917705|0.041366689|0.7677336090000001|0.507325475|0|0.770229267|-0.091890536|-0.08790841|-50.01741803|7.858266077000001|130.7330978|-0.040738044|-28.45850692|55.49953831|-29.74763659|-23.17880348|60.14140162|2534.956113|438.23883319999993|-950.3309426|-13.18808857|0.119077775|7.704280774|14.04331892|26.31197491|0.010262531|-433.4681077|1078.790971|446.5544107|1.0|0.0|0.0|0.0|1.0|3.23|0.0|5.52|4.27|2.0|0.0|101.89|0.0|3.0|-5.68|28.0|4.0|-5.27|0.0|1.0|4.63|0.00078|3.16e-06|0.00118|4.66|0.0|1.31e-06|6.81|-1285.196168|584.99|356.17|495.55|0.6987399999999999|-1285.017838|0.1502|-0.14506|8.7098|-0.21998|0.02809022|-1285.071664|11.6137|4.4479|4.4479
1_a1 (SKF-104365)|0.0|0|0|0|0.0|1|7.535296702|1|2.196347317|-0.006055958|5.4161004020000005|1|-0.091086986|0.000663414|10.33812228|-0.221214316|-0.123703409|-0.505981356|0.57031697|-0.015406451|0.194988905|0.857919181|0.551667506|0|0.8131557509999999|-0.067997692|-0.081192283|-37.55389489|6.18316314|86.42113499|-0.029524467|-17.369816|63.42504103|-14.547040099999998|-13.65596178|37.63415922|1997.193006|376.1092109|-450.6467387|-6.316296726|0.290255081|5.2735884010000005|9.042613965|19.24066156|0.018973797|-194.0267797|634.9418316000001|297.2783688|1.0|1.0|1.0|1.0|0.0|2.68|0.12|3.93|2.52|0.0|0.0|81.72|0.0|2.0|-3.8|21.0|3.0|-6.01|1.0|1.0|3.27|0.0472|9.65e-05|0.0287|2.96|0.0|0.000295|3.45|-1279.084677|491.18|318.72|358.09|0.70081|-1278.971649|0.2178|-0.16142|4.5773|-0.19624|0.02377006|-1279.017667|6.9338|5.7959|5.7959
7l_a46|0.0|0|0|0|0.0|1|7.727094485|1|2.1525548|-0.00090473|5.533389489|2|-0.203375108|0.013150047|10.9642261|-0.331246137|-0.087877164|-0.1082221709999999|0.659888413|-0.1237456669999999|0.076724694|0.825629852|0.6539666829999999|0|0.907148114|-0.0565894359999999|-0.06289606|-30.34397256|5.5935102720000005|44.79605077|-0.022013621|-14.63933792|51.39110437|-13.17144326|-10.620390400000002|32.8948756|1920.310099|437.65027010000006|-424.8156159|-5.1237682730000005|0.32532919|5.273701985|9.825660656|15.74158869|0.016330867|-168.5385796|629.6635476|375.721552|1.0|1.0|1.0|1.0|0.0|2.64|0.28|3.59|1.89|0.0|0.0|86.96|0.0|2.0|-3.18|22.0|3.0|-6.22|1.0|1.0|2.86|0.1939999999999999|0.0001889999999999|0.0548|2.61|0.0|0.000151|2.42|-915.6081232|517.29|272.71|414.82|0.68834|-915.446686|0.2024|-0.18993|3.3119|-0.2231699999999999|0.025086919|-915.493986|3.9009|5.7122|5.7122
19b_a38|0.0|1|0|0|3.26554965|0|7.412764017000001|2|0.0|-0.008652352|5.351858133|2|0.013765516|-0.006877664|10.96052467|0.035216067|-0.098027247|-0.443325632|0.653741315|0.019437461|-0.114123934|0.8851623040000001|0.632625562|0|0.7293105670000001|-0.086013549|-0.11557289|-71.73053105|13.92699891|168.00390359999997|-0.041606241|-44.51968852|0.0|-33.13317155|-25.82299118|67.31146923|2897.652112|452.6479704|-1291.149559|-16.02708787|0.240363041|7.159317935|13.74014387|33.99385836|0.020570275|-322.28833010000005|1699.692918|593.6088758|1.0|0.0|1.0|0.0|3.0|2.37|0.14|3.55|2.78|1.0|0.0|125.65|0.0|5.0|-4.25|31.0|5.0|-6.81|0.0|1.0|2.94|0.0238|4.67e-05|0.0196|2.88|0.0|3.19e-05|3.66|-1431.414099|646.81|330.55|485.64|0.69411|-1431.18309|0.1945|-0.15414|5.5253|-0.20445|0.03336932|-1431.2418630000002|6.3396|7.9172|7.9172
21_a4|0.0|0|0|0|0.0|1|7.535296702|1|2.026698554|-0.003068098|5.4161004020000005|1|0.019346682|0.012362563|10.94593332|0.030586117|-0.063064908|-0.228430899|0.6952936|0.090847781|-0.174578783|0.833191212|0.674434042|0|0.932146735|-0.0571545999999999|-0.076470465|-38.7880598|10.23237244|34.4171635|-0.028676424|-19.67444009|66.03320922|-14.70482428|-14.54552243|39.22285963|2045.488184|472.812128|-581.8208971|-7.377915035|0.276832377|5.961506745|9.956436217|20.11362507|0.017563978|-226.3943104|804.5450027|387.240586|1.0|1.0|1.0|1.0|0.0|2.92|0.16|3.7|2.32|0.0|0.0|91.59|0.0|3.0|-3.88|23.0|3.0|-5.76|1.0|1.0|3.23|0.0403|6.51e-05|0.0197|3.36|0.0|0.000352|3.31|-973.5683008|549.71|308.08|446.0|0.66476|-973.400097|0.1457|-0.16632|2.0282|-0.19588|0.020181098|-973.449892|2.9409|6.9172|6.9172
23_a10|0.0|0|0|0|0.0|1|7.535296702|1|2.140123457|-0.00264793|5.4161004020000005|2|-0.031558374|0.010305237|10.92966139|-0.0502296329999999|-0.130679|-0.233801237|0.7338945809999999|-0.149057824|-0.043248272|0.800727358|0.706648116|1|0.915208645|-0.049653973|-0.072395864|-51.27837225|6.81095873|60.05816353|-0.02685653|-36.32074126|53.00900704|-24.91121732|-19.02262196|41.98112956|3103.831885|648.2471057|-1179.402562|-13.47382337|0.238800348|8.755988318|17.02048484|24.9903188|0.013394095|-370.018179|1549.399766|930.6293092|1.0|1.0|1.0|1.0|0.0|4.13|0.21|5.11|2.99|2.0|0.0|139.11|0.0|6.0|-5.38|35.0|5.0|-5.93|0.0|1.0|4.5|0.00193|2e-06|0.000923|4.48|0.0|6.66e-08|3.9|-1470.1960279999998|768.3|325.98|606.18|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|4.8954|6.1249|6.1249
22_a20|0.0|0|0|0|0.0|1|6.842683282|0|1.915285809|-0.00147607|4.727387819|2|0.09301076|0.009265667|10.93106272|0.155407313|-0.036258691|-0.177976478|0.616352201|-0.044184455|-0.067650395|0.809440795|0.607038752|1|0.946515026|-0.059893667|-0.067797027|-44.14650378|8.001165067999999|34.8271111|-0.027118811|-28.7463017|54.71081293|-25.39523478|-17.65860151|47.00134116|2738.108259|616.3298149|-882.9300756000001|-11.49852068|0.22936173|7.408914181|14.17638345|22.91425458|0.01345209|-352.4559681|1145.712729|664.4562602999999|1.0|1.0|1.0|1.0|0.0|3.41|0.08|5.33|2.61|2.0|0.0|121.62|0.0|4.0|-5.6|31.0|4.0|-5.58|0.0|1.0|4.24|0.000997|2.98e-06|0.0012|4.47|0.0|8.199999999999999e-08|4.07|-1275.84854|694.15|312.05|563.43|0.66063|-1275.598059|0.0015|-0.16176|4.8308|-0.21856|0.03226475|-1275.657902|6141.0|6.6364|6.6364
12_a15|0.0|0|0|0|0.0|0|0.0|0|0.0|-0.006620824|0.0|2|-0.035728911|0.001740635|10.95973444|-0.054575504|-0.120626133|-0.380490701|0.8310685940000001|0.049877871|-0.019064393|0.769289315|0.7933685340000001|0|0.89637291|-0.061084417|-0.094209248|-60.15445365|9.58943236|66.16793071|-0.031995594|-38.40979933|4.192089814|-24.90456371|-20.42981445|48.59303169|2613.57759|572.3516967|-1082.780166|-13.04483751|0.253510603|5.448223888999999|10.40571107|27.36785616|0.016453962|-314.7766363|1450.496376|673.7288405|1.0|1.0|1.0|1.0|1.0|3.73|0.12|5.32|2.87|2.0|0.0|119.95|0.0|6.0|-6.22|30.0|4.0|-4.97|0.0|1.0|4.7|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|5.99e-08|5.16|-1281.087109|688.91|321.72|585.26|0.70444|-1280.810963|0.0093|-0.15858|4.3338|-0.19054|0.02694613|-1280.871722|6.0547|8.3979|8.3979
12e_a36|0.0|1|0|0|3.490984269|0|7.412764017000001|2|0.0|-0.007100632|5.351858133|2|0.144415507|0.002951176|10.95346131|0.244642918|-0.104118159|-0.43688276|0.90414347|-0.010494913|-0.144846626|0.847602953|0.856274847|0|0.838086387|-0.07049439|-0.100988761|-64.2330904|12.12502373|102.9838531|-0.036203518|-40.85494129999999|5.735288795|-28.51846223|-23.02695694|56.96241436|2709.877204|533.058116|-1220.428718|-14.64611103|0.238923581|6.767371321000001|12.69013737|30.25577504|0.017716522|-332.11111980000004|1603.556077|662.0530478999999|1.0|0.0|1.0|0.0|2.0|0.0|0.17|3.24|2.24|1.0|0.0|128.72|0.0|5.0|-4.16|30.0|4.0|-6.55|1.0|0.0|2.14|0.0274|5.05e-05|0.02|3.04|0.0|4.270000000000001e-05|3.48|-1272.2668210000002|673.57|337.84|507.03|0.70007|-1271.999945|0.0006|-0.15189|6.5974|-0.20151|0.03037051|-1272.0579810000002|8735.0|7.8539|7.8539
11g_a5|0.0|1|0|0|2.9590700880000003|1|7.139660336|0|1.984996534|-0.004593347|5.209486153|2|-0.083337229|0.00599982|10.94877951|-0.14133011|-0.137739838|-0.267507083|0.777565622|-0.075382189|-0.01453517|0.8737292720000001|0.73551511|0|0.837943738|-0.067247149|-0.076326887|-50.16001519|15.25675|106.4990972|-0.025442296|-32.96383785|0.0|-29.04250676|-16.72000506|59.4498014|2823.738452|550.6745046|-852.7202582999998|-10.98794595|0.456418686|9.342496899|18.16867625|30.75897687|0.03204398|-57.28097817|1568.70782|648.1198739|1.0|1.0|1.0|1.0|1.0|2.34|0.08|4.17|1.06|1.0|0.0|118.35|0.0|7.0|-4.12|31.0|5.0|-6.84|0.0|0.0|2.96|0.0312|4.88e-05|0.0199|2.75|0.0|3.770000000000001e-07|2.3|-1330.189793|693.48|294.62|542.13|0.63081|-1329.927772|0.2403|-0.1714|3.2282|-0.2146199999999999|0.04557484|-1329.988893|4314.0|7.5229|7.5229
3_a20 (SB-525334)|0.0|1|0|0|3.502142227|0|6.880384082000001|0|0.0|-0.005492814|4.727387819|2|0.001821898|0.001924142|10.95053359|0.002992397|-0.169090412|-0.500412918|0.818922083|0.087932573|-0.17447922|0.76423988|0.7835436240000001|1|0.8756647679999999|-0.061128029|-0.0917096759999999|-51.80299691|6.965173618|70.23182172|-0.029269046|-29.26136697|0.0|-19.50382741|-16.53287135|41.49386505|2243.481559|494.6267525|-777.0449536|-9.33873414|0.215089498|5.943823875|10.9543133|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|520.6749407|1.0|1.0|1.0|1.0|1.0|2.82|0.24|5.2|1.69|1.0|0.0|104.59|0.0|3.0|-4.85|26.0|4.0|-5.74|1.0|1.0|3.63|0.00489|1.88e-05|0.00647|3.74|0.0|1.4e-06|3.9|-1086.585811|605.71|390.77|498.74|0.70168|-1086.329436|0.1171|-0.13417|3.7291|-0.20131|0.02096048|-1086.383308|4.8164|6.7905|6.7905
5b_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|4.190114953|-0.00141071|5.82008293|1|-0.052494624|0.012641727|10.9325725|-0.0873662269999999|-0.1052449509999999|-0.140506919|0.693611382|0.019856551|-0.1866330389999999|0.855527513|0.6642694929999999|1|0.958606481|-0.041157676|-0.061164973|-31.07327358|6.200250541|21.02890062|-0.02140774|-15.78596849|60.5565203|-10.62231784|-10.87564575|27.10933752|2183.545404|486.9950914|-435.0258302|-5.525088972000001|0.411250953|5.543302677000001|10.01036188|18.47246431|0.023005632|-90.17329003|738.8985723999999|409.0289917|1.0|1.0|1.0|1.0|0.0|2.91|0.1|3.15|2.4|0.0|0.0|96.89|0.0|2.0|-3.48|24.0|2.0|-6.03|1.0|1.0|3.11|105.0|6.47e-05|0.0202|3.06|0.0|0.0004269999999999|2.81|-990.6114185|547.35|308.25|411.9|0.66968|-990.43875|0.1094|-0.16683|4.4181|-0.19252|0.02651535|-990.487545|6.1284|4.9126|4.9126
11e_a5|0.0|1|0|0|2.971327032|0|7.139660336|1|0.0|-0.003208975|5.209486153|2|-0.07965|0.008268901|10.9487795|-0.127225457|-0.0924814769999999|-0.234433859|0.77509232|-0.048843135|-0.02059071|0.8215345|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|-52.34653881|7.986070113999999|81.64179149|-0.0282210629999999|-34.67724171|0.0|-27.58835281|-18.69519243|49.63167715|2721.416353|580.8135016|-1046.930776|-12.38472918|0.27836484|9.387474824|18.17739133|25.90670947|0.016933845|-293.6467698|1450.77573|735.3048881|0.0|1.0|1.0|1.0|1.0|3.43|0.24|5.03|1.83|2.0|0.0|125.71|0.0|7.0|-4.65|31.0|5.0|-6.28|1.0|0.0|3.63|0.00919|1.9e-05|0.00782|3.56|0.0|4.64e-07|2.91|-1316.547103|717.76|302.14|571.06|0.6505|-1316.239803|0.2125|-0.16751|2.3124|-0.20559|0.03460011|-1316.301553|2.8694|7.3979|7.3979
9h_a40|0.0|0|0|0|0.0|1|7.515889085|0|1.7679629630000002|-0.009041931|5.4161004020000005|0|0.157606277|0.003782277|10.31197223|0.270048551|0.048470175|-0.503000695|0.778613709|-0.160855189|-0.299768519|0.8022014000000001|0.7528137909999999|1|0.864310149|-0.09201708|-0.095803029|-47.93581245|6.199629554|67.89350333|-0.041058441|-23.98506758|0.0|-23.03722449|-20.54391962|52.2411122|2073.354193|432.46450360000006|-719.0371868|-10.27931468|0.136115065|6.922257828999999|13.366649|23.78085181|0.011321157|-364.1454816|832.3298135|336.23227030000004|1.0|1.0|0.0|1.0|0.0|3.55|0.11|4.59|3.22|1.0|0.0|93.19|0.0|3.0|-5.65|23.0|3.0|-5.06|1.0|1.0|4.06|0.000716|7.6e-06|0.00244|4.51|0.0|9.93e-05|3.9|-1293.174246|526.38|368.18|410.18|0.69809|-1293.033723|0.2721|-0.14047|2.1413|-0.20038|0.02291279|-1293.083512|2841.0|5.4001|5.4001
7f_a10|0.0|0|0|0|0.0|1|7.535296702|1|1.924772416|-0.011104817|5.4161004020000005|2|-0.104120245|0.00189949|10.92948443|-0.309622111|-0.058093287|-0.5846516820000001|0.5371733989999999|-0.009545801|-0.137271684|0.8499946070000001|0.5209683970000001|1|0.931773786|-0.064238302|-0.095196098|-53.02456669|4.441786155|38.0022453|-0.03645808|-29.53487321|0.3440879|-19.93012491|-20.30728086|40.22275023|2803.359424|519.0013298|-954.4422004|-11.31122804|0.178213448|6.115784565|10.23679556|24.71113795|0.012813716|-358.4725202|1161.423484|527.8079877|1.0|0.0|1.0|1.0|0.0|2.97|0.23|5.07|2.64|2.0|0.0|106.77|0.0|4.0|-5.54|30.0|7.0|-5.47|0.0|0.0|4.39|0.00119|2.52e-06|0.00103|4.7|0.0|3.03e-06|4.93|-1442.216293|597.28|341.96|426.07|0.6833600000000001|-1442.001311|0.0191|-0.15627|2.2631|-0.2175699999999999|0.01616879|-1442.058773|3.2524|6.8508|6.8508
15c_a10|0.0|0|0|0|0.0|1|7.535296702|2|2.154210861|-0.002218445|5.4161004020000005|3|-0.06400528|0.01143745|10.92970798|-0.101214571|-0.226679901|-0.1742732839999999|0.7655272009999999|-0.03167553|0.022187689|0.772328328|0.733973277|1|0.904458517|-0.046967376|-0.072537853|-50.32840842|10.2013281|66.28884934|-0.019267867|-34.91899195|136.2098503|-22.60962187|-13.36848349|42.7883594|3012.018586|627.5338454|-855.5829431|-9.275357237|0.471771585|8.639636218|15.6886947|25.30814911|0.023432886|-39.17102961|1619.721543|924.9341455|0.0|1.0|1.0|1.0|0.0|4.09|0.37|3.77|1.74|1.0|0.0|141.96|0.0|6.0|-3.85|34.0|6.0|-6.99|1.0|0.0|3.1|0.0646|2.68e-05|0.0122|2.94|0.0|7.3e-06|2.2|-1450.241475|762.21|337.75|595.63|0.70511|-1450.139335|0.0|-0.14739|2.4256|-0.19463|-0.25919486|-1450.201574|4.8283|7.0|7.0
13d_a5 (GW788388)|0.0|1|0|0|2.945204608|0|6.605297921|1|0.0|-0.005668173|4.59511985|3|-0.092509033|0.002956745|10.94530363|-0.14893897|-0.010147323|-0.3706975529999999|0.7333482170000001|0.024905619|0.047169811|0.834800344|0.71006207|0|0.774103723|-0.086824482|-0.0844793|-55.87383979|9.637686167|149.40573999999998|-0.0291837579999999|-36.95444874|44.69922692|-37.98032007|-19.30187193|67.0626077|2834.036315|511.985152|-1061.602956|-12.76608229|0.330817879|8.077599766|15.788837|28.84397435|0.022041749|-223.7910275|1586.418589|723.0631751|0.0|1.0|1.0|1.0|2.0|2.74|0.2|4.56|1.37|1.0|0.0|121.68|0.0|6.0|-4.35|32.0|5.0|-6.94|0.0|1.0|3.11|0.0189|4.5e-05|0.0192|2.75|0.0|6.16e-07|3.81|-1390.589662|707.09|297.28|532.01|0.48848|-1390.294368|0.1549|-0.17299|2.4867|-0.22841|0.04130059|-1390.355751|3355.0|7.7447|7.7447
