molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|AATSC1are|BCUTi-1|AATSC7i|MATS1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
8b_a8|0.0|1|0|0|3.191799887|1|7.535296702|1|1.42474537|-0.013834266|5.4161004020000005|1|0.019958073|-0.0055544409999999|10.94650923|0.031896755|0.049587543|-0.5058761820000001|0.758899977|0.097555876|-0.0527918259999999|0.8354024290000001|0.726912742|0|0.558354653|-0.130159955|-0.11627069|-71.23625346|19.87542051|270.5854753|-0.047457424|-43.64473805|89.09854311|-48.85837649|-29.07602182|99.62129245|2863.095568|342.0904577|-1424.7250689999998|-17.8141788|0.218545278|7.507665421|14.53652808|37.20755791|0.022425382|-344.8810688|1823.170337|589.263087|0.0|0.0|1.0|0.0|2.0|2.93|0.09|3.65|2.12|1.0|0.0|114.18|0.0|4.0|-4.77|31.0|5.0|-6.87|0.0|0.0|2.9|7.0|3.69e-05|0.0153|2.76|0.0|3.04e-05|6.41|-1407.0843|640.35|375.8|488.56|0.70195|-1406.829227|0.1515|-0.13807|5.8389|-0.19921|0.03204403|-1406.887058|7.4497|5.2941|5.2941
12g_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.010447128|5.351858133|2|-0.037395048|0.001371944|10.31162838|-0.067792064|-0.084317059|-0.539112991|0.817497287|-0.0430471959999999|-0.0885760969999999|0.886776351|0.770326886|0|0.783662781|-0.086195758|-0.10344931|-70.11305057|18.59520651|146.623137|-0.040568357|-47.51931027|237.7754135|-39.593913|-27.49531395|77.01461557|3058.2873170000003|531.1295763|-1402.261011|-18.63502363|0.225689271|8.694447089|16.07139949|35.50940589|0.019453222|-371.8296813|1810.9797|683.7405759|1.0|0.0|1.0|0.0|1.0|0.0|0.13|3.4|2.06|2.0|1.0|133.52|0.0|6.0|-6.0|32.0|6.0|-6.22|0.0|0.0|2.36|0.000444|9.71e-06|0.00427|3.89|0.0|0.000165|3.88|-1743.214798|717.55|348.35|577.31|0.68366|-1742.965961|0.1613|-0.15077|3875.0|-0.2083699999999999|0.04012224|-1743.029147|5.3027|8.0334|8.0334
17a_a6|0.0|1|0|0|3.3685510360000004|0|7.412764017000001|1|0.0|-0.012704951|5.351858133|1|0.04129257|-0.00460563|10.94948984|0.068338372|-0.10896749|-0.5624663560000001|0.850080948|0.08716369|-0.106323149|0.8299950709999999|0.8013954109999999|0|0.753082653|-0.096082495|-0.109388399|-71.75703418|20.43213226|161.9738174|-0.041567592|-47.07146289|554.1936506|-41.34573382|-27.26767299|83.46070738|2816.084228|494.010135|-1363.383649|-17.887155899999996|0.22806502|8.337470517|16.13665395|35.323795000000004|0.019808023|-356.769966|1766.18975|627.4287311|1.0|1.0|1.0|1.0|2.0|2.88|0.12|4.98|1.7|2.0|0.0|116.79|0.0|5.0|-5.81|31.0|5.0|-5.89|0.0|1.0|3.59|0.000637|6.69e-06|0.00274|4.09|0.0|4e-07|4.04|-1350.102634|696.96|416.71|574.02|0.7024|-1349.830672|0.0101|-0.12425|4.1627|-0.18178|0.02379552|-1349.892285|5604.0|7.6198|7.6198
15b_a10|0.0|0|0|0|0.0|1|7.535296702|1|2.145379897|-0.002413027|5.4161004020000005|2|-0.111812184|0.011484257|10.92966694|-0.175869992|-0.174170642|-0.195505087|0.744213612|-0.058258414|-0.104250125|0.83320417|0.7199249390000001|1|0.921918974|-0.046334564|-0.07358373|-50.44100799|10.94939968|53.52386591|-0.024105015|-34.57687319|118.6253241|-21.77253505|-16.52377848|42.7113409|2716.468606|631.9674549|-958.3791518|-11.32690674|0.329763626|6.6940006620000005|11.42472965|24.65365821|0.017637846|-233.3911134|1429.912176|766.4127559|0.0|1.0|1.0|1.0|0.0|3.89|0.32|4.34|2.14|1.0|0.0|123.73|0.0|7.0|-4.35|31.0|5.0|-6.34|1.0|0.0|3.66|0.0185|2.28e-05|0.00943|3.49|0.0|2.73e-06|2.74|-1317.766641|721.17|329.52|587.53|0.68906|-1317.429772|0.1595|-0.15579|4.7752|-0.20313|0.02977516|-1317.4913390000002|6.1384|7.0706|7.0706
7b_a10|0.0|0|0|0|0.0|0|7.535296702|2|0.0|-0.001621737|5.4161004020000005|2|-0.060829392|0.011041815|10.93274506|-0.0982988509999999|-0.051052176|-0.1874708719999999|0.624866343|-0.108464916|0.065705128|0.8200487120000001|0.586354126|1|0.92441666|-0.0590666679999999|-0.0720417159999999|-37.45675757|5.061217187|39.29815915|-0.027444463|-19.47494818|56.22969776|-15.96741933|-14.26924098|35.77183831|2290.380138|480.6333417|-599.3081212000001|-7.419027879|0.218954161|4.854451707|8.771658176|18.26940272|0.012428175|-292.2491701|767.3149142000001|459.0250226|1.0|0.0|1.0|0.0|0.0|0.0|0.25|4.34|3.04|1.0|1.0|105.44|0.0|2.0|-5.28|25.0|3.0|-5.09|1.0|1.0|3.02|0.00183|5.25e-06|0.00182|4.68|0.0|3.54e-05|3.44|-1450.09312|562.31|340.37|400.65|0.66228|-1450.075119|0.0899|-0.1584799999999999|4.2068|-0.21225|0.02946054|-1450.124551|5.6147|4.7033|4.7033
9a_a36|0.0|1|0|0|3.4090209280000003|0|7.412764017000001|2|0.0|-0.007853595|5.351858133|2|0.095192109|0.0034852859999999|10.96066876|0.160672128|-0.12019672|-0.398235589|0.839235677|-0.019008343|-0.1177413269999999|0.842671963|0.79302567|0|0.826559623|-0.073689118|-0.10869601|-66.44342306|14.47407729|106.0201967|-0.039929147|-40.61536816|0.0|-27.53468726|-24.40778806|59.5185754|2682.572663|505.25728260000005|-1195.981615|-14.91993116|0.236165413|7.546661564|13.79893984|31.95428497|0.019513779|-322.5522826|1565.759963|578.2841135|1.0|0.0|1.0|0.0|1.0|0.0|0.14|3.04|2.02|1.0|0.0|120.94|0.0|5.0|-3.71|29.0|5.0|-6.74|1.0|0.0|1.95|0.0753|0.000102|0.0391|2.66|0.0|0.0002009999999999|3.38|-1252.802159|648.41|320.56|495.18|0.68682|-1252.578886|0.4811|-0.15925|5.7274|-0.20969|0.02701893|-1252.636005|7.4992|7.8861|7.8861
25_a47|0.0|0|1|1|0.0|1|6.86171134|0|1.234859637|-0.010144825|4.727387819|2|-0.055724653|-0.003963349|10.94972207|-0.120903298|-0.108691353|-0.545763902|0.6553889970000001|-0.077710529|0.004104478|0.906449648|0.622598899|1|0.786958319|-0.073339312|-0.08797211|-53.40631957|12.27779881|129.3338553|-0.031278972|-32.42203672|51.5831002|-27.0291331|-18.98891362|56.80080434|2704.5905190000003|477.748546|-854.5011131000001|-11.52783528|0.376125772|6.951055196|13.26689626|30.43708613|0.029261935|-150.4037281|1369.668876|513.2159236|0.0|1.0|0.0|1.0|2.0|3.27|0.1|3.29|3.08|2.0|0.0|109.7|0.0|5.0|-4.99|29.0|5.0|-6.3|0.0|1.0|3.62|0.00417|1.52e-05|0.00626|3.53|0.0|4.02e-06|4.78|-1735.414386|626.55|310.91|491.7|0.68761|-1735.2218059999998|0.0702|-0.16588|3.8832|-0.22919|0.0285712999999999|-1735.279715|5.1625|7.8|7.8
17_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.690442177|-0.006491052|5.4161004020000005|1|-0.01849014|0.001892883|10.94611837|-0.073733221|-0.0179434139999999|-0.392770755|0.49887819|0.0147116789999999|-0.12969185|0.8347553529999999|0.484393047|0|0.888791225|-0.0887214819999999|-0.08932566|-46.06264282|5.472562628|57.34712812|-0.042181562|-23.75316417|0.0|-23.59250328|-21.75180355|51.22364842|2351.601697|458.3237652|-783.0649279|-11.21677197|0.138303414|5.923504372999999|10.65499029|25.24299609|0.012827738|-373.0328031|908.7478594|319.5521911|1.0|0.0|1.0|0.0|0.0|2.94|0.11|4.59|3.66|1.0|0.0|85.09|0.0|3.0|-4.36|25.0|6.0|-5.56|0.0|1.0|4.29|0.0152|1.5399999999999998e-05|0.00532|4.01|0.0|9.44e-05|4.44|-1255.994721|527.39|285.92|413.28|0.47353|-1255.881628|0.2045|-0.17559|4.8197|-0.21745|0.02636403|-1255.932407|6.3221|6057.0|6057.0
15d_a10|0.0|0|0|0|0.0|1|7.535296702|2|2.147544195|-0.002831383|5.4161004020000005|3|-0.059217023|0.010215823|10.92970801|-0.092884337|-0.1786649189999999|-0.1945202089999999|0.74726683|0.02497303|0.0131101969999999|0.7857977740000001|0.71456262|1|0.87609771|-0.057588609|-0.070612242|-47.58559595|15.37766538|83.49776405|-0.018829931|-32.06793721|141.0919598|-26.15336742|-12.68949225|54.18663419|2967.522813|590.402322|-761.3695352999999|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|26.89020509|0.028735133|37.87296065|1613.412305|825.4425942|0.0|1.0|1.0|1.0|0.0|4.01|0.35|4.14|1.54|1.0|0.0|131.43|0.0|6.0|-3.78|33.0|6.0|-7.04|1.0|0.0|3.18|0.0739|4.1200000000000005e-05|0.0182|2.75|0.0|6.62e-06|2.05|-1430.8144619999998|737.09|321.28|565.91|0.6814100000000001|-1430.733658|0.0856|-0.15916|3.3831|-0.20918|-0.23696253|-1430.795367|3.8163|7.1612|7.1612
15a_a50|0.0|0|1|1|0.0|2|7.934155233999999|1|4.126145086|-0.004429392|5.82008293|1|-0.0446629609999999|0.005366038|10.94500663|-0.072976638|-0.128070491|-0.325638639|0.797917311|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|1|0.837789896|-0.0783960279999999|-0.084501726|-50.56454577|10.77967103|97.06405493|-0.029316925|-30.25705388|0.0|-28.07082095|-17.54280159|57.69065967|2503.770258|501.3207109|-859.5972780999999|-10.49734522|0.294589405|8.095541483|14.65582885|24.86892274|0.018747341|-245.8291419|1218.577214|569.5267957000001|0.0|1.0|1.0|1.0|1.0|2.63|0.23|3.23|1.87|1.0|0.0|110.43|0.0|5.0|-3.6|28.0|4.0|-6.78|1.0|1.0|2.76|0.0933|0.0001189999999999|0.0444|2.51|0.0|0.0003|2.66|-1199.818129|644.4|306.83|519.38|0.66132|-1199.572081|0.1767|-0.16693|6.6307|-0.19948|0.03314629|-1199.629702|9.0948|7.3872|7.3872
LY580276_a4|0.0|0|0|0|0.0|1|7.535296702|1|2.067497166|-0.001543874|5.4161004020000005|1|0.0295482979999999|0.010217376|10.94681614|0.064209689|-0.019747846|-0.191806286|0.5162208110000001|0.035666446|0.019144144|0.847526918|0.518109998|0|0.8685269959999999|-0.057317455|-0.071023484|-34.22831819|4.207217677|63.36073061|-0.028035586|-16.49563923|82.46094409|-13.31233017|-13.51117823|31.83019528|1948.220005|418.5688558|-513.4247728|-6.511436537000001|0.152153004|5.456603642999999|9.693623538|15.93586849|0.008312438|-335.2755182|605.5630025|345.4102548|1.0|1.0|1.0|1.0|0.0|3.04|0.22|4.49|3.13|0.0|0.0|84.74|0.0|2.0|-3.67|22.0|3.0|-5.71|1.0|1.0|3.69|0.0624|6.18e-05|0.0181|3.35|0.0|8.08e-05|3.64|-959.4958788|519.23|276.03|402.99|0.68002|-959.356125|0.1842|-0.18746|2.5355|-0.2099599999999999|0.023546627|-959.404416|3.2891|6757.0|6757.0
16f_a32|0.0|1|1|1|3.354832924|0|7.765993078999999|0|0.0|-0.014558301|5.733341277|0|0.008658653|-0.003511776|10.31100265|0.0151704889999999|-0.120440534|-0.697693907|0.801401734|0.085125293|-0.000510986|0.899839182|0.761506727|1|0.8072754790000001|-0.08168632|-0.111152081|-76.92280867|16.90955989|133.3750236|-0.035568666|-53.23443736|47.24868477|-39.12230215|-24.61529877|73.4405859|2772.212354|558.6750754999999|-1230.764939|-17.03501995|0.30526292|8.79158776|14.28728752|35.43109972|0.022983292|-269.5356315|1771.554986|636.0251562999999|1.0|1.0|1.0|1.0|2.0|3.4|0.3|6.42|1.34|3.0|0.0|116.75|1.0|9.0|-6.95|29.0|5.0|-5.99|0.0|1.0|4.05|4.79e-05|1.07e-05|0.00457|4.11|0.0|7.26e-06|4.99|-1995.307736|722.06|341.82|603.12|0.70204|-1995.054457|0.2931|-0.15003|3.6641|-0.2|0.02889673|-1995.117771|4.2764|8041.0|8041.0
13h_a6|0.0|1|0|0|3.464247528|0|6.842683282|0|0.0|-0.006619944|4.727387819|2|0.060987639|-0.002407131|10.95053423|0.105918119|-0.12414699|-0.468842137|0.836982172|-0.0256002129999999|-0.164411111|0.8391892870000001|0.789769968|1|0.867910741|-0.074151997|-0.091977068|-64.32173453|12.1971464|92.37313621|-0.032362302|-44.98170701|0.0|-36.26429338|-22.63172141|64.05338768|2926.745635|606.9504647000001|-1222.112956|-15.82689691|0.263081412|9.11292243|16.928040300000003|30.71129129|0.017825256|-331.36552|1658.40973|744.1359788|1.0|1.0|1.0|1.0|2.0|3.03|0.12|5.41|1.13|2.0|0.0|128.63|0.0|6.0|-5.56|33.0|5.0|-6.31|0.0|1.0|3.61|0.0012|8.8e-06|0.0038|3.7|0.0|1.15e-08|3.83|-1386.613707|738.61|365.52|591.53|0.69001|-1386.302668|0.2121|-0.14097|7.2872|-0.2153199999999999|0.04469058|-1386.3651|10.0322|7.3279|7.3279
4f_a49|0.0|0|0|0|0.0|1|7.535296702|1|2.066693174|-0.008903208|5.4161004020000005|2|-0.087861524|0.001532832|10.92775957|-0.14414265|-0.015845165|-0.46436755|0.69044503|-0.00953448|0.114367229|0.8557769120000001|0.670594896|1|0.7370618040000001|-0.102926696|-0.089955514|-48.83888562|9.007637695|142.7551002|-0.033471819|-26.51573683|59.72286429999999|-30.33918719|-18.1726086|64.88887164|2458.261097|400.1675422|-781.4221699|-9.866320682|0.2816937089999999|6.302023735|11.20071713|25.29924744|0.020905063|-237.0468572|1087.86764|467.1194103|0.0|1.0|1.0|0.0|1.0|2.35|0.14|3.42|2.03|1.0|0.0|102.08|0.0|3.0|-3.99|27.0|5.0|-6.6|0.0|1.0|2.85|0.0365|8.120000000000001e-05|0.0289|2.64|0.0|0.000104|4.07|-1179.23587|575.01|334.21|411.94|0.68474|-1179.029099|0.0579999999999999|-0.15517|1.7833|-0.22471|0.03476467|-1179.080799|1.8254|7.3979|7.3979
11_a4|0.0|0|0|0|0.0|1|7.535296702|1|2.159635561|-0.001098364|5.4161004020000005|2|-0.017835936|0.011277653|10.33765061|-0.030003079|-0.0278843589999999|-0.145254541|0.6575743310000001|-0.163623353|-0.007574475|0.875868891|0.647727179|1|0.930113409|-0.054262142|-0.06530408|-37.74083422|5.395547437|40.38918044|-0.023620625|-21.81135655|59.55648883|-18.12338426|-13.65094004|36.75497433|2452.527871|537.5354202000001|-641.5941818|-7.889214068999999|0.243908684|6.850305797000001|13.18281017|18.0546182|0.011937709|-296.0029432|848.5670554999999|575.2252237|1.0|1.0|1.0|1.0|0.0|3.49|0.23|4.97|3.15|2.0|0.0|111.64|0.0|4.0|-5.14|27.0|3.0|-5.74|0.0|1.0|4.16|0.00271|1.06e-05|0.00395|3.99|0.0|3.31e-06|3.2|-1467.463842|630.04|328.0|479.99|0.65942|-1467.20045|0.0403|-0.15885|4187.0|-0.2146699999999999|0.02336674|-1467.255521|5.3012|6.9586|6.9586
8j_a46|0.0|0|0|0|0.0|1|7.727094485|1|2.1279894180000003|-0.0017688329999999|5.533389489|2|-0.129276363|0.011852046|10.96391738|-0.204674804|-0.084266433|-0.229679821|0.645146311|-0.223292257|-0.074207717|0.837678812|0.6109926379999999|0|0.934648421|-0.054707287|-0.068971544|-37.04976799|4.658562801|35.10521457|-0.02566383|-19.90219786|64.83187221|-15.7861518|-13.78596018|34.04593326|2121.846387|502.0694817|-592.7962878|-7.405468973|0.177887481|5.617748211|9.817783823|16.76894569|0.008843828|-346.061389|721.0646647000001|453.1959065|1.0|0.0|1.0|1.0|0.0|3.25|0.32|4.71|2.62|1.0|1.0|96.94|0.0|2.0|-4.59|24.0|3.0|-5.55|1.0|1.0|3.82|0.00878|1.47e-05|0.00497|3.97|0.0|1.85e-05|3.78|-1414.53151|576.48|281.1|493.89|0.70121|-1414.349865|0.1427|-0.18531|5.2361|-0.22599|0.02408052|-1414.402087|6.4463|5.9108|5.9108
32_a47|0.0|0|1|1|0.0|1|6.842683282|1|1.998170616|-0.003573735|4.727387819|3|-0.013510009|0.001861676|10.95005715|-0.0274939029999999|-0.077485193|-0.2749014|0.6636125860000001|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|1|0.851627782|-0.05770007|-0.0726950079999999|-52.38450683|13.90468487|106.9180086|-0.026060474|-37.74862456|44.50423685|-29.9621436|-18.77935151|55.48373932|2808.210157|613.6886524|-995.3056298|-13.53252578|0.35883878|8.656942728999999|15.53902041|29.28959351|0.022735861|-203.4434306|1552.348456|682.9868225|1.0|1.0|1.0|1.0|2.0|3.67|0.26|4.18|3.11|2.0|0.0|125.17|0.0|5.0|-4.81|31.0|5.0|-6.34|0.0|1.0|3.94|0.00674|8.89e-06|0.0038799999999999|3.7|0.0|6.55e-07|2.97|-1778.127634|692.49|336.65|548.86|0.68986|-1777.843462|0.2839|-0.1509599999999999|4.8234|-0.20778|0.03062031|-1777.90286|6.3139|7.0|7.0
16e_a32|0.0|1|1|1|3.343660084|0|7.765993078999999|0|0.0|-0.0154404319999999|5.733341277|0|-0.04474426|-0.0048042729999999|10.31100268|-0.079817994|-0.123297852|-0.698621582|0.804503712|0.096017785|-0.022651598|0.91471624|0.7619492790000001|1|0.7903051590000001|-0.087117996|-0.117338144|-75.36830928|15.50894749|134.6906051|-0.037448344|-48.41036206|39.27920316|-35.94239328|-24.05371573|71.46633549|2710.157931|507.6266039|-1130.524639|-15.45011555|0.297773438|6.573687662|12.15001203|34.2534974|0.023323257|-259.78720209999994|1609.914378|573.3529948|1.0|0.0|1.0|1.0|2.0|3.36|0.26|6.03|1.12|3.0|0.0|111.95|1.0|8.0|-6.59|28.0|5.0|-6.15|0.0|1.0|3.77|0.000107|1.7899999999999998e-05|0.0074099999999999|3.76|0.0|1.73e-05|4.59|-1955.993572|677.82|342.37|552.79|0.7022|-1955.766505|0.2858|-0.14991|3.2372|-0.2005|0.02792775|-1955.827194|3.9389|8.1367|8.1367
14q_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.292130907|-0.0101981219999999|5.351858133|2|0.064903564|0.002243702|10.31321757|0.121109106|-0.017918675|-0.573130981|0.77007911|0.067394607|-0.089657283|0.871119857|0.7333675390000001|1|0.773194598|-0.08960718|-0.096370719|-66.16349731|14.81701129|155.7136729|-0.039682061|-45.42467289|97.13675614|-42.23665548|-27.24379301|76.3369885|3097.399651|530.8381985000001|-1389.433443|-18.70427707|0.222659101|8.732265278|16.53853737|35.04742005|0.01932289|-380.8178266000001|1787.418422|693.3423458|0.0|0.0|1.0|0.0|2.0|2.66|0.04|2.57|2.28|1.0|1.0|128.38|1.0|6.0|-5.21|33.0|5.0|-7.33|0.0|0.0|2.62|0.00278|4.03e-05|0.0183|2.46|0.0|5.03e-05|4.19|-1798.645459|714.22|340.33|554.59|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|-0.23013|0.03458552|-1798.433122|12.0503|7.8069|7.8069
10_a15|0.0|0|0|0|0.0|0|0.0|0|0.0|-0.006872984|0.0|2|-0.0869138469999999|0.001740635|10.95972828|-0.132759909|-0.120626133|-0.391156537|0.8310685940000001|0.0107135269999999|0.018211609|0.7585998270000001|0.7933685340000001|0|0.933136945|-0.052826735|-0.101494566|-59.05618983|6.101312009|38.90530741|-0.036384844|-34.36276159|0.0|-17.88541558|-21.17108692|36.83936823|2605.82709|542.9602292000001|-1122.067607|-12.31872585|0.169827351|5.555044294|10.08767698|25.50202895|0.0116026369999999|-384.2321709|1351.607534|673.7288405|1.0|1.0|1.0|1.0|1.0|3.64|0.12|5.32|2.87|2.0|0.0|119.95|0.0|6.0|-6.22|30.0|4.0|-4.97|0.0|1.0|4.69|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|5.99e-08|5.16|-1281.088565|631.2|340.17|487.16|0.70313|-1280.804272|0.0042|-0.15377|1.6654|-0.18958|0.02738146|-1280.862627|3.1460000000000004|8.1549|8.1549
4_a38 (LY-2157299)|0.0|0|0|0|0.0|1|7.535296702|1|2.0959524330000003|-0.00638266|5.4161004020000005|2|-0.0501467259999999|0.002865697|10.9277672|-0.083399128|0.028964355|-0.463575124|0.702976795|-0.041794304|-0.032369326|0.868207983|0.6848692759999999|1|0.754313773|-0.092570349|-0.089446059|-51.11565158|7.104736984|140.40206619999998|-0.03235283|-29.21101111|71.22674185|-30.23133173|-18.48863993|60.00582329|2501.945802|431.0669496|-868.9660769|-10.56568487|0.213882939|6.54753874|12.76426621|23.51893991|0.01379043|-327.0140711|1105.390176|542.7276591|0.0|1.0|1.0|1.0|1.0|2.6|0.18|3.69|1.84|1.0|0.0|108.18|0.0|3.0|-3.85|28.0|4.0|-6.86|0.0|1.0|2.81|52.0|0.000102|0.0375|2.39|0.0|2.75e-05|3.95|-1198.683473|617.61|327.69|449.44|0.68|-1198.442536|0.06|-0.16|5.9043|-0.22|0.03652312|-1198.49738|7.6529|7.1586|7.1586
13_a10|0.0|0|0|0|0.0|1|7.535296702|1|2.091672336|-0.0057715859999999|5.4161004020000005|2|-0.093280469|0.00384732|10.9296146|-0.154121136|-0.017015286|-0.345108701|0.761923976|0.00746881|-0.002671425|0.84680169|0.736686715|1|0.818027691|-0.094726989|-0.082327045|-41.62089688|6.168030793|91.99711608|-0.030119651|-21.04167667|0.0|-24.21093442|-15.22715739|54.05778885|2261.82488|413.5584641|-624.3134531000001|-7.698174391|0.285505651|5.069505473|9.209972585|21.31179541|0.018979132|-216.8776303|873.7836118999999|422.96706330000006|1.0|1.0|1.0|1.0|1.0|2.58|0.15|3.52|1.88|0.0|0.0|97.14|0.0|2.0|-3.76|25.0|4.0|-6.34|1.0|1.0|2.91|0.0576|7.87e-05|0.0258|2.76|0.0|8.170000000000001e-05|2.48|-1065.874094|550.83|322.72|376.77|0.68386|-1065.68351|0.1514|-0.15937|3.6904|-0.20959|0.0346535|-1065.732389|5.3726|6.7959|6.7959
12_a1|0.0|1|0|0|3.3894574360000003|0|7.423568444|1|0.0|-0.011221829|5.351858133|1|0.076867966|-0.0038943009999999|10.94945122|0.127560614|-0.104622651|-0.487073772|0.8016064479999999|-0.045776997|-0.093957115|0.817998205|0.7534284040000001|0|0.765121385|-0.0964711209999999|-0.104724018|-60.78517756|19.60151089|136.3310784|-0.039894864|-35.28166588|477.1158679|-32.50125347|-23.15625812|75.59644237|2592.245875|444.1009824|-972.562841|-13.44063462|0.275333347|7.679719277999999|14.34104294|31.95435864|0.024485753|-260.8074567|1342.083063|473.040639|1.0|1.0|1.0|1.0|1.0|2.72|0.05|4.87|1.67|2.0|0.0|103.47|0.0|3.0|-4.98|28.0|5.0|-6.02|0.0|1.0|3.44|0.00379|1.77e-05|0.00649|3.54|0.0|2.3e-06|3.67|-1216.12881|607.42|390.57|482.51|0.69763|-1215.922313|0.2821|-0.12874|7.7454|-0.19916|0.0296752|-1215.975876|10.1801|5.5302|5.5302
12l_a36|0.0|1|0|0|3.426092687|0|7.412764017000001|2|0.0|-0.0076430169999999|5.351858133|2|0.128666217|-0.000143196|10.95423322|0.228884463|-0.098598933|-0.428857427|0.8707354620000001|-0.041707369|-0.079106537|0.8772535459999999|0.8212311840000001|0|0.84381923|-0.079972189|-0.107815735|-70.17688229|14.33450402|101.6575135|-0.038052612|-45.67788557|1.281955437|-33.88151556|-24.7683114|66.38812034|2843.514589|549.2389652|-1263.1838810000002|-16.12160667|0.262041641|7.471134223|13.88638723|33.56329135|0.02088234|-309.7725155|1711.727859|642.3830552000001|1.0|0.0|1.0|0.0|2.0|0.0|0.13|2.75|1.38|1.0|0.0|128.47|0.0|5.0|-4.57|31.0|5.0|-6.68|0.0|0.0|1.77|0.0111|5.08e-05|0.0206|2.95|0.0|8.97e-05|2.98|-1325.194654|686.83|321.05|530.75|0.6925|-1324.954011|0.4524|-0.15869|5392.0|-0.20973|0.03508404|-1325.0137550000002|7.2021|7699.0|7699.0
7b_a8|0.0|1|0|0|3.213855584|1|7.535296702|1|1.4628217119999998|-0.009659873|5.4161004020000005|1|-0.024156447|0.002074537|10.9465091|-0.039357491|-0.021509048|-0.415894017|0.710658316|0.048462902|-0.040994467|0.8453887859999999|0.677544268|0|0.7223476129999999|-0.101439013|-0.1000685009999999|-59.93853201|19.86678613|166.30684230000003|-0.041332642|-35.90168309|75.93423425|-36.39338307|-24.75721974|80.62622045|2776.185773|432.6681725|-1138.832108|-14.82895606|0.246064343|7.698000901|14.76972982|32.83731114|0.022982731|-304.2022276|1510.516312|545.9267515|0.0|0.0|1.0|1.0|1.0|3.37|0.09|4.48|2.23|2.0|0.0|110.8|0.0|3.0|-5.25|30.0|5.0|-6.15|0.0|1.0|3.5|0.00224|1.14e-05|0.00454|3.61|0.0|8.94e-06|5.51|-1330.622441|621.4|380.32|506.21|0.7025100000000001|-1330.392289|139.0|-0.13639|9.9463|-0.20472|0.0273745|-1330.448193|12.7344|4.8687|4.8687
9h_a24|0.0|1|0|0|2.916716427|1|7.153833802|0|1.726213624|-0.002864393|5.209486153|2|0.078066659|0.013595277|10.96661419|0.144624936|-0.02551563|-0.207206943|0.687815726|0.183289617|-0.004960317|0.859720539|0.656172477|0|0.883775278|-0.060337884|-0.0687348109999999|-32.48899638|8.724425117000001|54.93613103|-0.026280957|-15.35662744|1.773520599|-13.48059881|-12.42226332|37.24443236|2062.34011|417.7355164|-422.3569529|-5.871651668999999|0.427628742|5.805547147|11.11300329|21.70315707|0.031789952|-68.41568372|737.9073405|295.8603625|1.0|0.0|1.0|1.0|1.0|1.96|0.0|2.42|1.07|0.0|0.0|82.17|0.0|3.0|-2.83|22.0|4.0|-6.85|1.0|1.0|1.97|423.0|0.000575|166.0|1.7|0.0|0.000258|1.16|-945.2642633|506.68|285.43|363.48|0.61928|-945.153352|0.0073|-0.18239|5.6654|-0.22593|0.0305020989999999|-945.200628|7.7741|7.1135|7.1135
