molecula|n6aHRing|MATS1c|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|RNCS|MATS8i|FNSA2|Area (grid)|pIC50
3m_a32|0|-0.49476131|0.7026600000000001|-0.14835|92.61088121|-0.084132138|-1.220740175|641.52|7.6383
8e_a12|1|-0.448676455|0.6954899999999999|-0.13599|51.38557748|-0.087658302|-1.492520871|612.59|6.2306
8b_a50|1|-0.332085641|0.59283|-0.1724099999999999|131.417573|-0.009441452|-1.092961836|515.81|7.1675
22_a10|2|-0.356699217|0.6834100000000001|-0.16095|75.58376652|0.01204992|-1.3647202319999998|770.92|5.9586
8c_a32|0|-0.578242111|0.70135|-0.14712|126.6561213|-0.026048985|-1.267244762|646.97|7.4318
13l_a6|1|-0.564860904|0.70515|-0.14562|182.8275745|-0.037558466|-2.53042863|735.52|6.4145
17d_a50|1|-0.2294807539999999|0.66103|-0.16716|5.007868064|-0.136180713|-1.535398758|727.15|7.1308
14i_a23|2|-0.569707595|0.55606|-0.1509599999999999|324.811841|-0.018541856|-2.027806362|715.68|8.4622
14a_a10|2|-0.168193178|0.7047100000000001|0.2422099999999999|67.52851799|-0.045759336|-1.270993412|800.01|7.1308
4h_a46|2|-0.516344924|0.54445|-0.1711599999999999|105.2773797|-0.021951549|-2.015940586|792.61|6.6402
19j_a38|1|-0.42133715|0.69435|-0.15182|131.29876370000002|0.003554228|-1.944118135|686.26|8.1146
18_a4|1|-0.319213511|0.57777|-0.17345|203.5264327|-0.200683549|-1.287267373|523.81|5.5817
4r_a46|2|-0.246070691|0.69085|-0.18999|176.18445569999997|-0.1129698999999999|-1.220098292|571.75|5.8499
21_a10|2|-0.4636733179999999|0.68165|-0.16178|240.7558768|-0.023060773|-1.777750751|716.1|5.3188
16h_a32|0|-0.71364354|0.70219|-0.14972|70.02855767|0.061727488|-1.821974989|679.82|8.0655
14x_a23|2|-0.443633823|0.62836|-0.15259|42.44114495|-0.075184011|-1.6006371069999998|675.21|8.4949
35_a18|0|-0.5009599889999999|0.69279|-132.0|118.7214377|0.027469086|-2.273933228|796.47|7.6198
7s_a46|1|-0.3638523629999999|0.69976|-0.17923|166.3052939|-0.005405515|-1.3281895890000002|539.99|5.7022
1k_a5|2|-0.254495542|0.5282|-0.1798799999999999|165.11680719999998|-0.145151027|-1.114467843|533.8|7.3188
12m_a36|1|-0.52644768|0.69382|-0.15879|42.78660249|-0.025127218|-2.300418875|692.4|7.5229
12an_a36|1|-0.434819796|0.69094|-0.15474|82.43567331|-0.131674913|-1.997765039|718.98|7.3979
12a_a40|0|-0.4764003679999999|0.6998800000000001|-0.12895|107.5277007|0.100414476|-1.047769006|530.55|5.7501
13b_a50|1|-0.319215353|0.63872|-0.1701599999999999|104.0753113|-0.042022102|-1.696498291|780.4|5.7375
12n_a36|1|-0.5181211520000001|0.7046600000000001|-0.14928|67.52548352|-0.035989956|-2.317440678|714.14|7.8239
1_a3|2|-0.486774367|0.68912|-0.1658599999999999|289.8942564|0.038572075|-1.295994381|496.09|6.1403
12t_a36|1|-0.436022708|0.70313|-0.15088|86.12920631|-0.030990165|-2.012310282|713.6|8.0969
9b_a31|0|-0.554573699|0.70102|-0.15907|152.8702381|0.014628521|-1.835754351|663.06|7.2007
12_a47|2|-0.326846977|0.68557|-0.1633|63.89392714|-0.018573056|-1.1940921|537.79|8.2
IN1233_a59|2|-0.597167441|0.6953699999999999|-0.14684|318.5587088|-0.011236836|-1.904276352|703.47|7.4685
2_a4|1|-0.3881618|0.6885600000000001|-0.14614|166.102249|0.090707854|-1.366335816|458.73|7.5086
9a_a31|0|-0.542342338|0.7028|-0.15757|163.6011874|0.03406986|-2.0846509230000003|680.72|6.8239
7b_a8|1|-0.415894017|0.7025100000000001|-0.13639|145.0783004|-0.052309137|-1.901301524|621.4|4.8687
9_a3|1|-0.614170287|0.6724600000000001|-0.15834|223.4501605|0.065373003|-1.336880133|512.44|4.96
6d_a40|0|-0.624951805|0.6624800000000001|-0.11938|192.5638526|0.086704068|-2.15214542|656.5|8.9208
8e_a46|2|-0.132524216|0.6967|-0.18835|7.389496216|-0.184317354|-0.989734694|552.99|6.3915
12s_a36|1|-0.434472457|0.6928|-0.15559|110.6090028|0.0056370119999999|-1.901015959|683.24|8.0458
3b_a12|1|-0.547002361|0.6654800000000001|-0.15229|41.13468455|-0.065558712|-1.326648015|548.05|7.3098
12az_a36|1|-0.387734368|0.70333|-0.14879|60.11023222|-0.024018255|-1.941527339|737.12|7.2366
12r_a30|1|-0.44083509|0.68476|-0.14894|90.4724548|-0.0682882559999999|-1.979828309|679.64|7.5317
47s_a18|0|-0.46304239|0.6926800000000001|-0.13195|10.92659868|0.0134295589999999|-2.107589125|809.4|6.2104
6_a3|2|-0.594308852|0.69323|-0.1465|236.2008316|0.05584062|-1.282699916|524.88|5.7501
4S4l_a46|1|-0.3888343979999999|0.6763600000000001|-0.17632|178.19783940000002|-0.060895366|-1.523935543|583.76|6.5834
14_a47|2|-0.33240126|0.68345|-0.16377|64.60629385|-0.01670074|-1.223721666|519.55|8.1
3j_a32|0|-0.528541012|0.7028|-0.14498|47.55031019|-0.086191775|-1.140158136|564.55|8.0969
1i_a5|2|-0.403861432|0.50107|-0.17945|201.1526326|-0.174016111|-1.428316788|569.42|7.6198
12g_a30|1|-0.539112991|0.68366|-0.15077|133.2169768|0.007330206|-2.068986201|717.55|8.0334
14ad_a23|2|-0.376350719|0.6956600000000001|-0.13734|52.63180108|-0.05348283|-1.630966366|747.83|8.3595
8a_a31|0|-0.520051508|0.7027100000000001|-0.1587599999999999|131.2406629|-0.135144546|-1.501053781|538.75|6.1024
4d_a49|2|-0.417231241|0.6782100000000001|-0.15888|85.21839288|-0.053327669|-1.461432343|668.09|7.7447
15b_a50|1|-0.310946931|0.65917|-0.16737|274.85729960000003|-0.06083723|-1.291204916|613.37|7.1024
14ac_a23|2|-0.562985112|0.69962|-0.15055|57.45545019|0.0518788009999999|-2.330423202|751.54|8.3851
15d_a10|2|-0.1945202089999999|0.6814100000000001|-0.15916|67.59624856|-0.140487312|-1.129795872|737.09|7.1612
14b_a25|2|-0.3691494039999999|0.64983|-0.16309|112.49583529999998|-0.012989126|-1.767361771|716.14|7.6576
12q_a36|1|-0.441747876|0.6863199999999999|-0.1566|82.68142965|-0.0651906459999999|-1.908775752|683.51|8.2218
LY364947_a10|2|-0.204644982|||144.7228349|0.010202602|-0.978948758||7.2291
10_a47|2|-0.45272733|0.69212|-0.15445|103.41137940000002|0.0814897|-1.592488524|579.86|7.9
9b_a36|1|-0.4060950789999999|0.69763|-0.15833|67.12293326|-0.077361324|-1.769430355|666.01|7.6778
3i_a32|0|-0.537667101|0.70322|-0.1476|60.99385995|-0.26785886|-1.472706897|530.5|8.2366
13_a1|1|-0.485427571|0.69782|-0.13921|148.7311076|-0.0594321759999999|-1.813613202|613.52|6585.0
9i_a40|0|-0.542471361|0.70339|-0.11967|213.7117392|0.201624407|-1.327284222|534.44|5.9031
6_a1|1|-0.353456514|0.69818|-0.16784|64.63457366|-0.00983397|-0.929068634|527.41|5.2924
3e_a32|0|-0.551661318|0.7025399999999999|-0.14754|47.09895162|-0.114649277|-1.200679139|578.77|8.0862
10_a27|2|-0.487435299|0.63894|-0.16805|6.0140309720000005|0.034318674|-1.305333567|573.31|7.1612
16a_a10|2|-0.1948324069999999|0.6852199999999999|-0.1605|77.68598956|0.014886502|-1.615964058|760.0|7.3279
12bc_a36|1|-0.442519304|0.69094|-0.15671|83.35308244|-0.079009683|-1.927943855|705.12|8.0969
9_a1|1|-0.483335578|0.70296|-0.13413|63.73880199|-0.079063236|-1.371558857|600.6|5.2218
12i_a36|1|-0.608318386|0.70134|-0.1541|108.3973956|0.128325344|-2.46592234|666.79|7.9208
19d_a38|1|-0.529632789|0.6957800000000001|-0.15054|158.6487879|-0.0555594909999999|-2.372750256|679.08|7.9586
14o_a23|2|-0.653629157|0.58581|-0.1517|110.3941788|-0.029012777|-2.165196042|729.11|8.4815
8_a4|2|-0.150276481|0.57675|-0.16821|11.02158946|-0.011835327|-0.983925625|561.6|7.2676
14k_a23|2|-0.463402169|0.63765|-0.14784|38.76597615|-0.055500851|-1.597998852|691.9|8.4123
11_a27|2|-0.488734846|0.59222|-0.1022|143.3238715|-0.0864111069999999|-1.611956546|571.4|8301.0
9a_a40|0|-0.449508498|0.69958|-0.13808|109.9916614|0.157704751|-1.093314022|515.96|6.6696
13j_a6|1|-0.562698347|0.7045100000000001|-0.14602|180.6709018|-0.0951246069999999|-2.460720196|712.52|6.5817
12z_a30|1|-0.39205163|0.6853199999999999|-146.0|54.40462246|0.018796341|-1.939984979|739.33|7.3615
12al_a36|1|-0.404703593|0.70417|-0.14558|114.2305891|-0.074215038|-1.906487074|702.95|7.3188
17_a47|3|-0.3004189439999999|0.6844100000000001|-0.17606|68.64478326|0.075303828|-1.493904005|656.78|8.3
11b_a5|2|-0.252164213|0.6284|-0.17107|55.25128526|-0.118167947|-1.290636432|635.55|7.7212
12as_a36|1|-0.4358775279999999|0.68211|-0.1563|88.17694537|-0.114290948|-2.080363362|712.04|7.2291
6c_a31|0|-0.582545668|0.7014699999999999|-0.13351|163.6316745|-0.00219333|-2.147518413|667.01|6.4685
13h_a6|2|-0.468842137|0.69001|-0.14097|77.20799814|-0.01698365|-1.747564296|738.61|7.3279
11d_a31|0|-0.574318121|703.0|-0.15822|296.2476128|-0.092360393|-1.87667327|650.64|7.5229
8j_a46|2|-0.229679821|0.70121|-0.18531|7.723448142|-0.174853546|-1.103544698|576.48|5.9108
8e_a8|0|-0.475941912|0.7013|-0.13719|106.0087621|-0.102167262|-2.109017754|639.38|4.7014
4R4l_a46|1|-0.3888343979999999|0.67823|-0.17475|177.33836430000002|-0.060895366|-1.524559305|584.44|6.8633
12d_a31|0|-0.550805937|0.7006600000000001|-0.15968|157.30671669999998|-0.085780934|-1.724762406|730.86|6.2924
47f_a18|0|-0.4138670829999999|0.6984600000000001|-0.12802|111.1889928|0.033759227|-2.290978185|908.66|8.0458
9_a15|1|-0.344978312|0.70552|-0.1565099999999999|105.5304352|0.05688176|-1.400201879|588.55|6.9706
15_a3|3|-0.505519936|0.67902|-0.1576|315.5421792|0.126641951|-1.50667999|553.81|7.6021
8_a47|2|-0.4497577479999999|0.6877800000000001|-0.15357|90.32612351|-0.153669322|-1.646676195|621.06|7.3
12w_a36|1|-0.604676196|0.69466|-0.15708|112.947763|-0.041402825|-2.225343322|712.88|7.6383
12e_a30|1|-0.417089226|0.68605|-0.1476|106.2790684|0.005418617|-1.863127413|709.98|7.9431
GW6604_a52|2|-0.201462112|||157.2481263|-0.118272803|-1.081038779||6.9706
11_a33|0|-0.393892466|0.70381|-0.14132|45.43139569|0.143981643|-1.048814353|506.55|8.3188
37_a18|0|-0.44541772|0.69305|-0.13194|12.63119843|-0.034593342|-1.946306811|794.5|7.4559
3g_a32|0|-0.563371932|0.70275|-0.14715|42.56199385|-0.1154223269999999|-1.278047464|593.24|7.8539
9h_a24|2|-0.207206943|0.61928|-0.18239|167.2085719|-0.209618231|-0.8935525440000001|506.68|7.1135
1c_a5|2|-0.20172074|0.53838|-0.18719|160.5407184|-0.228971551|-1.12554131|556.84|5.4
20_a4|1|-0.211751813|0.66028|-0.16699|63.27373076|-0.1473674569999999|-1.010636274|517.72|6.1898
21_a34|1|-0.514364527|0.69292|-0.13338|168.9671187|-0.004734657|-2.120218984|698.17|5.4737
15a_a50|1|-0.325638639|0.66132|-0.16693|275.287923|-0.15010386|-1.436529349|644.4|7.3872
18a_a25|2|-0.2936794219999999|0.5274399999999999|-0.15732|75.74077952|-0.018419483|-1.641819678|694.17|7.0269
14h_a23|2|-0.4460845129999999|0.69933|-0.15209|41.34207782|-0.024318144|-1.621174834|699.86|8.3468
12g_a36|1|-0.44093902|0.70097|-0.15236|24.29006276|0.078155467|-2.038413337|724.32|7.8539
12_a4|2|-0.220286906|0.68825|-0.16224|15.80191019|-0.093414896|-1.269895089|640.67|5032.0
8d_a8|1|-0.4385133129999999|0.70165|-0.13754|57.93693239|-0.077977198|-2.063018716|690.78|4.7303
12a_a50|1|-0.247407423|0.65267|-0.16806|7.457998037999999|0.014596049|-0.929462803|545.54|7.1249
13f_a6|2|-0.466314952|0.70541|-0.12805|62.42897239999999|-0.071478789|-1.672913351|711.29|7.3768
11a_a31|0|-0.563537536|0.69222|-0.15515|258.8577775|-0.1217573119999999|-1.932331673|529.63|6.7212
6_a27|2|-0.541168953|0.61083|-0.17007|125.8234721|0.075248207|-1.35037664|526.9|9.0
9_a27|2|-0.541535578|0.59444|-0.1716|128.27738490000002|-0.051160217|-1.414471696|549.64|8699.0
13c_a6|1|-0.490486317|0.7008800000000001|-0.14975|157.60887419999997|0.054910284|-2.11340057|719.8|7.1367
12k_a36|1|-0.4373676689999999|0.70031|-0.15053|46.79001927|0.003690005|-2.038936068|697.92|7.8539
25c_a34|1|-0.5404076879999999|0.69247|-0.17424|183.6812574|-0.056443595|-1.7008949569999998|704.43|5.7496
3d_a49|2|-0.202380888|0.67215|-0.16147|137.78978830000003|-0.068390038|-1.698920144|615.3|5.6308
14_a4|1|-0.199315317|0.55975|-0.17381|12.12963775|-0.08389836|-0.995039765|475.32|5.8794
4_a18 (SD-208)|1|-0.564165402|0.69028|-0.13588|103.6318511|-0.009648044|-1.2944582059999998|537.47|7.0969
19a_a38|1|-0.4342819429999999|0.68835|-0.15108|137.2318698|-0.122385526|-1.949405536|628.65|8.0106
5f_a40|0|-0.4644854879999999|0.69727|-0.13057|222.1847349|0.166865076|-1.316327637|487.57|6.9508
12aa_a36|1|-0.53315493|0.6931|-0.15718|132.3194611|0.010538281|-2.228140982|701.99|8.0458
12av_a36|1|-0.507136551|0.70455|-0.14122|99.2415672|-0.021036176|-2.006269572|733.21|7.4089
14a_a25|2|-0.365062041|0.6714|-0.16347|107.22698590000002|-0.046802062|-1.76835447|689.55|6684.0
4l_a46|1|-0.3888343979999999|0.68584|-0.18567|177.7681018|-0.060895366|-1.533502748|612.39|7.0088
12_a3|2|-0.604704476|0.69784|-0.13153|239.2266101|-0.045382017|-1.345874639|515.23|5.45
4n_a46|0|-0.369211845|0.7025|-0.16641|172.8490949|-0.144852516|-1.459248362|578.83|5.2845
8c_a12|2|-0.606245231|0.67318|-0.15571|83.24714315|-0.036504737|-1.529825767|551.66|7.3979
1a_a5|2|-0.179831877|0.54123|-0.12226|83.60943679|-0.132197351|-1.134282187|531.02|6.9706
12h_a36|1|-0.410826531|0.7014600000000001|-0.14247|82.11195464|-0.003014954|-1.929663894|697.29|7.8539
4_a4|2|-0.157959343|0.6010800000000001|-0.1696599999999999|13.70182982|-0.110597574|-1.099796957|566.84|7.1079
12am_a36|1|-0.6080522279999999|0.6805100000000001|-0.15658|128.69607109999998|-0.050505733|-2.480134939|714.21|7.2218
28_a20|3|-0.447096101|0.4701899999999999|-0.15572|318.7453661|0.0313932529999999|-1.823585765|704.42|6.5935
9d_a40|0|-0.4887998529999999|0.69986|-0.13875|108.1468558|0.15723868|-1.074852592|542.19|6.9706
2_a27|2|-0.475677812|0.55857|-0.16769|9.194894069|0.11675125|-1.141195033|538.57|7.8861
47p_a18|0|-0.441700685|0.6937800000000001|-0.13118|10.25627035|-0.015960677|-2.0645242|795.43|7.1938
16a_a23|2|-0.380779155|0.96307|-0.07625|9.922436905|-0.088255625|-1.311960953|670.04|7.4037
34_a20|2|-0.4478820739999999|0.68845|-0.16103|297.5548445|-0.046356705|-1.709191893|711.19|7.2147
12ac_a36|1|-0.433636165|0.56357|-0.15675|118.0445703|-0.046730704|-1.98344149|711.77|7.8861
33_a47|3|-0.270498605|0.67508|-0.15985|30.94680001|-0.033554816|-1.088618103|566.29|8.4
9a_a36|1|-0.398235589|0.68682|-0.15925|49.52042402|-0.078488872|-1.956528182|648.41|7.8861
15c_a10|2|-0.1742732839999999|0.70511|-0.14739|65.41494073|-0.1036030219999999|-1.233143495|762.21|7.0
8h_a8|0|-0.53822084|0.69844|-0.15475|316.4918269|-0.085125857|-2.147442322|608.39|4.9359
11a_a50|1|-0.267331063|0.65485|-0.16769|7.53108119|-0.108592708|-1.067705728|574.01|7.2291
5_a47|2|-0.454659897|0.69291|-0.15419|104.9032216|-0.002627182|-1.502972943|561.61|7.7
12ay_a36|1|-0.438622276|0.6914|-0.15056|126.7858133|0.012286423|-1.978902589|674.33|7.7447
18d_a30|1|-0.4624430539999999|0.69017|-0.14167|78.23108693|-0.053728319|-1.85744132|669.66|7.6737
16i_a32|0|-0.700853898|0.70222|-0.14976|90.08098301|-0.104899053|-1.836344582|692.96|8.2596
1f_a5|2|-0.401165734|0.42446|-0.18224|201.7057715|-0.174016111|-1.425583552|577.11|6.6198
12c_a36|1|-0.4423430339999999|0.68913|-0.15835|60.79111287|-0.0621599059999999|-1.901244658|672.74|8.0458
23_a10|2|-0.233801237|0.67647|-0.15858|72.17779806|-0.000458688|-1.6651048819999998|768.3|6.1249
22_a20|2|-0.177976478|0.66063|-0.16176|9.022387025|-0.066832578|-1.3559405430000002|694.15|6.6364
14j_a23|2|-0.463194548|0.65128|-0.14816|40.38957571|-0.026319216|-1.644529644|670.6|8.3883
1o_a5|2|-0.231165601|0.5492100000000001|-0.1693599999999999|167.3051756|-0.102739602|-1.093295425|561.04|7.4559
3h_a32|0|-0.531669815|0.70257|-0.1474099999999999|76.38838542|-0.003152613|-1.324325944|676.22|8.1549
8b_a8|1|-0.5058761820000001|0.70195|-0.13807|172.84152849999998|-0.0422693659999999|-2.325413799|640.35|5.2941
9n_a24|2|-0.225226606|0.63085|-0.1658099999999999|48.691073|-0.036651001|-1.399094961|686.19|7.7212
17a_a10|2|-0.275154041|0.67671|-0.16562|51.96456548|-0.093735748|-1.488408763|767.6|7.3098
27_a47|2|-0.280944221|0.69381|-0.1578|20.73428323|0.0427469459999999|-1.510214943|673.27|5.6
14y_a23|2|-0.4598871539999999|0.61338|-0.14942|39.66769923|-0.051539811|-1.612264842|713.1|8.4225
6b_a31|0|-0.57983695|0.7013199999999999|-0.13345|159.79549319999998|-0.032090772|-2.055402513|637.06|7.2676
11_a1|1|-0.563650254|0.69914|-0.12916|274.39137789999995|-0.05257082|-2.143850877|614.86|6.7696
13_a15|2|-0.357554652|0.70626|-0.11283|142.67217639999998|-0.031047852|-1.961070565|674.36|8.2218
10_a1|1|-0.623957903|0.70345|-0.13576|212.8090837|-0.020225596|-1.861495069|585.51|5.8239
12g_a40|0|-0.512657141|0.6988|-0.13191|130.7472028|0.075327376|-1.393299206|540.25|6.1403
12f_a31|0|-0.551471017|0.7006600000000001|-0.15894|159.84734269999998|-0.0944165219999999|-1.891830012|755.33|6.8861
14b_a23|2|-0.4557487779999999|0.58097|-0.15064|40.76245006|-0.0644978|-1.64882535|673.05|8.3536
31_a47|2|-0.441642572|0.69894|-0.15143|355.5321928|0.074881792|-1.691129939|642.11|7.8
16_a15|2|-0.528097878|0.66615|-0.16871|53.93878231|-0.109386268|-2.131515106|716.79|7.6778
6_a15|1|-0.35221474|0.70554|-0.15714|105.4415725|0.011857945|-1.599000943|612.22|7.4559
2_a49|2|-0.320124905|0.68172|-0.1555099999999999|226.4450566|-0.041202373|-1.187641272|553.52|7.2291
8_a20 (IN-1130)|2|-0.573278819|0.7007399999999999|-0.13622|336.574332|-0.019554464|-1.858010535|696.06|7.4437
8a_a50|1|-0.352654037|0.60625|-0.17244|133.8183888|-0.150515325|-1.234552044|548.47|7.3279
16d_a32|0|-0.68301199|0.70217|-0.15009|115.2070109|-0.134892903|-1.493933474|621.59|8.1135
5b_a49|2|-0.515894968|0.65269|-0.1624799999999999|170.0796998|-0.0695402359999999|-1.300400018|633.92|7.5528
8b_a32|0|-0.577864293|0.70285|-0.14717|102.4297669|-0.024375676|-1.4166270230000002|671.54|7.9208
14g_a23|2|-0.648987099|0.56658|-0.1519|95.64648102|-0.031968899|-2.118336119|730.13|8.0
6f_a40|0|-0.628934821|0.69911|-0.1131799999999999|207.7174501|0.075227997|-2.350288117|668.95|7.3768
19_a15|1|-0.571686169|0.68945|-0.17018|61.63983265|-0.04003124|-1.905809364|601.23|7.1427
9i_a24|2|-0.32068769|0.6755800000000001|-0.17204|10.13249376|-0.087363979|-0.837754515|501.48|7.0555
8g_a8|0|-0.508072694|0.69221|-0.15542|171.26571059999998|-0.025002199|-2.464220973|635.27|5.3768
5_a15|2|-0.340979744|0.70244|-0.14839|119.95308020000002|-0.0156037999999999|-1.583914356|737.16|7.8861
38_a18|0|-0.498932552|0.69235|-0.13229|100.7046282|-0.020056674|-2.385427574|861.93|7041.0
9h_a40|0|-0.503000695|0.69809|-0.14047|132.6583116|0.133376308|-1.437045429|526.38|5.4001
5b_a40|0|-0.389789991|0.59928|-0.15999|169.18694230000003|0.179058252|-1.095213344|515.23|7.1938
12x_a36|1|-0.4331246039999999|0.68112|-0.1517099999999999|81.81168174|-0.054184069|-1.982993755|719.63|8.1549
4f_a46|2|-0.150189733|0.69208|-0.19079|7.730129301|-0.056114865|-1.079729539|591.51|6.7375
12h_a30|1|-0.4708582289999999|0.68543|-0.14889|89.66095835|0.001698966|-1.882439244|672.54|8065.0
8_a10|2|-0.368590322|0.68815|-0.15556|32.98071169999999|-0.15615298|-1.465962037|594.63|6279.0
13_a47|2|-0.316563793|0.67466|-166.0|63.12660940000001|0.003874205|-1.23380515|542.62|7.8
12au_a36|1|-0.515924985|0.70395|-0.15162|102.3999102|-0.023640632|-2.206115469|752.27|7.3279
12v_a30|1|-0.471153275|0.68405|-0.1505099999999999|82.09302037|0.020607357|-1.845664126|715.58|7.6596
17_a12|2|-0.559137213|0.62783|-0.15459|69.36398419|-0.072956553|-1.443148294|560.09|7.7959
13g_a6|2|-0.46487852|0.7034100000000001|-0.1327|68.57626488|0.073394284|-1.747038966|739.55|6.9245
27c_a34|1|-0.543350914|0.70336|-0.1589|176.7076265|-0.028344637|-2.26746252|709.72|6.0969
14r_a23|2|-0.454010253|0.68115|-0.15536|47.26552456|-0.079935667|-1.717628177|678.08|8.2684
13_a12|2|-0.595629719|0.64974|-0.16458|64.74666684|-0.083760082|-1.2947675790000002|532.86|7.0315
8_a15|1|-0.342749125|0.70524|-0.1558|104.8781037|-0.010146469|-1.419522941|598.84|6.9666
13_a10|2|-0.345108701|0.68386|-0.15937|174.7319717|-0.002128014|-1.234905671|550.83|6.7959
19_a47|2|-0.439165562|0.68924|-0.15845|335.10989930000005|-0.064557784|-1.566899206|571.23|7.3
8g_a12|1|-0.532504083|0.55027|-0.1520099999999999|84.95000993|-0.094550033|-1.881110729|590.93|5.43
12u_a36|1|-0.438988314|0.70272|-0.15109|86.1184622|-0.063855309|-2.036750221|739.12|7.7959
17e_a50|1|-0.229030473|0.66478|-0.16649|10.68364489|-0.086639125|-1.67926185|757.34|6.8097
12a_a36|1|-0.432975237|0.6997|-0.1519299999999999|109.9069212|-0.070252245|-1.886917597|653.94|7.8861
17_a15|2|-0.461493931|0.7045100000000001|-0.15573|34.35335309|-0.032903349|-1.596893495|752.08|7.9208
11_a3|3|-0.577616902|0.6966600000000001|-0.13118|253.1353625|0.044912659|-1.292469516|508.58|7.3979
4_a27|2|-0.480852615|0.6089899999999999|-0.17034|8.590238252999999|0.13397347|-1.181818|555.75|8.3979
14a_a22|2|-0.360663314|0.63156|-0.15029|93.21042936|-0.057308195|-1.629587269|695.62|7.4202
15_a10|2|-0.208590561|0.68543|-0.1574|33.67392858|-0.055918786|-1.186313662|641.98|7.4815
5a_a40|0|-0.363338726|0.69499|-0.15066|174.99981530000002|0.180125135|-1.091897544|466.79|7.0915
11_a15|2|-0.363940085|0.70577|-0.12134|143.8088883|-0.0856783419999999|-1.949155337|739.57|6.1314
10_a3|3|-0.616256033|0.68995|-0.15011|248.0820067|0.018484177|-1.187184014|498.67|5.1
1e_a5|2|-0.201027861|0.51802|-0.18105|159.537038|-0.1197834419999999|-1.115605324|560.58|6719.0
7_a3|2|-0.592753801|0.69224|-0.14816|230.9407974|0.054347129|-1.253831681|522.73|5.9901
2_a33|0|-0.593915758|0.70205|-0.15012|103.5201191|0.070526947|-1.56070672|655.74|8.2596
18a_a30|1|-0.452377064|0.69033|-0.1418|79.18861306|-0.01286191|-1.812552105|665.12|7.6108
15a_a22|2|-0.360663314|0.69076|-0.15281|96.58317516|-0.057308195|-1.634109304|696.57|6.8447
1d_a5|2|-0.38633065|0.5764600000000001|-0.18991|204.4506579|-0.2261588939999999|-1.465632167|567.04|5.03
LY580276_a4|1|-0.191806286|0.68002|-0.18746|11.22286434|-0.172607392|-1.065352257|519.23|6757.0
3b_a49|2|-0.405529602|0.6632|-0.1587|325.6896751|-0.010613212|-1.439043207|664.15|7.6021
AKLKII_a46|3|-0.270506095|||160.85204040000002|0.156485495|-1.161800612||6.7423
19i_a38|1|-0.430016467|0.69267|-0.14872|137.7658863|-0.074033381|-2.038505453|641.31|7.9031
13d_a6|1|-0.49314765|0.7007399999999999|-0.14894|156.67194009999997|-0.042531782|-2.103893962|723.61|6.4437
13b_a5|2|-0.357011244|0.57482|-0.17274|14.41650822|-0.104404004|-1.344786367|672.43|6.9586
21b_a23|2|-0.481470603|0.70139|-0.15033|41.6766724|-0.103470358|-1.745210489|735.65|7.0691
5g_a40|0|-0.4748772539999999|0.6563|-0.14505|216.425542|0.122088541|-1.577227413|489.04|6.9101
12bd_a36|1|-0.436345273|0.7044100000000001|-0.1459|83.92365468|-0.030990165|-1.989200921|706.26|7.7696
47g_a18|0|-0.4138670829999999|0.69828|-0.12789|111.5517627|0.033759227|-2.307753726|905.71|8.0458
16a_a32|0|-0.707456102|0.70245|-0.15045|92.00611646|-0.062610718|-1.6726008419999998|664.67|7.9586
3_a4|2|-0.133874898|0.58615|-0.17005|12.23442244|-0.010537082|-0.985822953|535.44|6983.0
6_a4|2|-0.1738111839999999|0.5877|-0.16959|14.1731579|0.0032928379999999|-1.206286076|613.83|5.8861
4_a47|2|-0.462831711|0.69157|-0.1547|96.20929041|0.0687047279999999|-1.48090111|576.9|7.5
12l_a36|1|-0.428857427|0.6925|-0.15869|39.27257375|-0.05158636|-1.940683231|686.83|7699.0
47o_a18|0|-0.490807196|0.69248|-0.13203|77.37089184|0.011121222|-2.210909375|783.22|7.3279
8k_a46|2|-0.510222233|0.5577300000000001|-0.16967|104.0919365|-0.114070359|-1.985989657|742.04|6.8327
12e_a31|0|-0.543945776|0.7006600000000001|-0.15934|166.1479229|-0.107630327|-2.089171358|781.61|6.7696
3b_a32|0|-0.536470812|0.70257|-0.1474099999999999|74.63320519|-0.1113575119999999|-1.103910485|524.46|8.2366
40_a47|3|-0.2636225|0.68492|-0.15231|54.11003524|-0.038143308|-1.082087641|571.5|8.4
18b_a30|1|-0.45633339|0.67715|-0.14385|77.65678625|0.016709918|-1.811894154|697.37|7.6003
19_a4|1|-0.245630631|0.67535|-0.17004|15.411502800000004|-0.211341677|-1.215721775|583.39|4.71
6e_a31|0|-0.579941248|0.70391|-0.13418|159.9587946|-0.008757878|-2.0943750530000003|634.34|6.4318
15a_a10|2|-0.188634555|0.68863|-0.1559299999999999|42.41151044|-0.060539141|-1.3835569680000002|687.57|7.6198
47u_a18|0|-0.539738821|0.69143|-0.12717|86.37253771|0.031337464|-2.029965788|738.53|5.7055
3d_a12|2|-0.532019854|0.6572100000000001|-0.15387|74.39425719|-0.002185753|-1.437621096|548.21|7.6021
17g_a50|1|-0.213708251|0.6623600000000001|-0.16699|10.60268439|-0.022378911|-1.555134042|725.92|6.6091
14p_a23|2|-0.4510651779999999|0.6816|-0.14774|40.58186569|-0.060144819|-1.615689464|699.61|8.5302
12a_a30|1|-0.454270252|0.68599|-0.1481|85.47365107|0.009586623|-1.845630786|668.81|7.9469
