molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|SRW07|n6HRing|JGI4|SaaaC|AATSC1are|AATSC8d|n5aHRing|AATSC7i|MATS1i|MATS1c|MATS8s|GATS1pe|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (water)|IC50|pIC50|pIC50
6a_a40|0.0|0|0|0.0|1|8.421342866|1|2|1.78213955|6.401917197|0|0.035707071|0.775942224|-0.001347823|-0.230955427|2|-0.272320301|-0.021759541|-0.620787469|-0.012261923|0.657059571|0.360858579|0.016399125|10.24294396|185.06174|0.266249007|166.2999483|-0.049149867|-45.80643937|-2.113444291|81.37714586|-30.69915817|78.35465194|0.41480944|2936.1501780000003|458.303126|2536.88262|-19.17478857|11.8691482|0.708845065|82.54016015|35.37373259|0.012872604|8.040268001|1.0|0.0|1.0|0.0|1.0|3.99|3.01|14.0|-4.05|4.38|3.07|173.43|1.62|2.0|120.14|5.0|-7.11|29.0|5.0|-6.32|442.53|1.0|1.0|-4.99|7.85e-08|3.47e-05|1.03e-05|1.0|8.950000000000001e-05|0.0396|-0.0926|2.9836|-2371.579899|415.55|0.4015|497.78|0.6782699999999999|0.6782699999999999|-2371.3827|0.4015|-0.11995|9.3893|0.04|7.3979|7.3979
16g_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.0|5.733341277|0|0.03898374|2.084553994|-0.002456725|0.004735761|3|-0.085591073|-0.117577419|-0.696926204|-0.026098259|0.762429418|0.542303725|0.023959586|17.659402|90.88837862|0.1793577589999999|132.1955522|-0.033839807|-57.31234426|-1.79350976|94.54074206|-24.94161377|75.43482709|0.3972359179999999|2833.521937|604.8539801|3497.469035|-18.38320476|15.58880229|0.65902387|231.1885989|36.34043182|0.02276861|16.78159325|1.0|1.0|1.0|1.0|1.0|3.87|3.42|19.0|-8.16|6.81|5.38|149.27|1.57|3.0|121.56|10.0|-7.51|30.0|5.0|-5.69|441.57|1.0|1.0|-5.32|3.08e-08|1.36e-05|4.83e-06|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|-2034.621991|342.86|0.2879|639.49|0.70222|0.70222|-2034.342619|0.2879|-0.14968|4.3204|11.0|7.9586|7.9586
1k_a5|0.0|1|0|0.0|0|6.605297921|0|0|0.0|4.59511985|2|0.026339869|0.0|0.003886035|-0.011848312|1|-0.220946861|0.019611905|-0.254495542|-0.011552666|0.558485747|0.425724957|0.010892351|5.571869083999999|165.11680719999998|0.216307319|110.6497654|-0.0301207529999999|-19.44172742|-1.114467843|47.83775802|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|824.0133397999999|-7.881781385|12.9461019|0.929220303|140.69669409999997|21.25369168|0.019219352|9.83146028|1.0|1.0|0.0|1.0|1.0|2.71|2.02|23.0|-8.3|4.88|4.76|54.46|2.29|0.0|90.44|3.0|-3.97|24.0|4.0|-5.99|316.33|0.0|1.0|-4.3|0.000106|0.0336|4.970000000000001e-05|0.0|4.99e-09|1.58e-06|-0.04516|4.7221|-1050.548505|281.38|0.6242|398.63|0.53086|0.5282|-1050.418953|0.1239|-0.1798799999999999|2.3036|48.0|7.3188|7.3188
9r_a24|0.0|1|0|0.0|0|6.605297921|0|0|0.0|4.59511985|3|0.024179894|0.0|0.007861194|-0.043274854|1|-0.29065818|-0.179075526|-0.3018627239999999|-0.120617935|0.7526889940000001|0.32720212|0.015557618|10.4302588|71.31566881|0.158284162|106.1180928|-0.025821921|-36.86695997|-1.394383716|70.79264457|-17.31173182|51.92828155|0.473403843|2644.462265|564.3096436000001|958.7578093|-11.60626518|18.36822555|0.898988412|257.9706516|28.13932796|0.02357068|15.80243761|1.0|1.0|1.0|1.0|1.0|3.53|3.04|23.0|-8.66|4.23|3.93|79.82|1.02|2.0|116.9|8.0|-4.02|30.0|6.0|-6.83|400.48|0.0|0.0|-4.06|9.58e-05|0.0383|8.77e-05|0.0|2.21e-09|8.84e-07|-0.04313|4.4722|-1294.486221|289.16|0.3398|616.11|0.3398|0.6204|-1294.201456|0.0029|-0.1676099999999999|3.0322|11.0|7.9586|7.9586
4b_a46|0.0|0|0|0.206072846|1|7.825245291|1|1|2.189591837|5.587248657999999|2|0.047736111|0.0|0.012332859|-0.111103941|1|-0.128843936|-0.079238184|-0.16915334|-0.263387881|0.69830739|0.27128814|0.007568202|4.127907383|7.986637869|0.064754938|35.31914031|-0.0229342729999999|-20.89467173|-1.123779397|42.65239101|-12.50898928|32.7126858|0.428987199|2105.172229|510.1086157|1750.333702|-6.822749952000001|10.09436488|0.751274223|103.3759991|15.43427855|0.007963679|4.343611349|1.0|0.0|0.0|1.0|1.0|3.9|3.03|17.0|-7.2|4.69|4.77|43.6|2.58|1.0|101.7|2.0|-4.35|25.0|3.0|-5.67|332.44|0.0|1.0|-4.63|4.49e-05|0.0149|2.35e-05|0.0|6.38e-08|2.12e-05|-0.02729|4.5515|-1033.556797|272.4|0.1784|508.79|0.68682|0.68682|-1033.3243619999998|0.1784|-0.19082|3.7571|548.0|6.2612|6.2612
12d_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|2|0.042804233|0.0|0.005613018|-0.075816941|1|-0.162129948|-0.053644471|-0.4562256979999999|-0.0430927579999999|0.7991060659999999|0.366319099|0.015567102|10.05700314|85.1932288|0.156990075|101.4221952|-0.036246039|-39.33285959|-1.884794029|69.55534551|-23.41646662|57.75411196|0.4572733479999999|2784.836855|544.6198897999999|2323.480646|-15.12802292|13.92427286|0.84254817|119.91237920000002|28.75340957|0.013424098|8.672532296|1.0|0.0|1.0|1.0|0.0|4.75|0.0|17.0|-7.01|4.35|2.93|81.65|3.04|2.0|132.24|5.0|-5.66|30.0|4.0|-5.81|412.51|0.0|1.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.0|9.75e-08|4.02e-05|-0.05119|3.4821|-1615.095823|356.06|149.0|545.94|0.68608|0.68608|-1614.831682|149.0|-0.1479099999999999|4.8843|11.0|7.9508|7.9508
13f_a6|0.0|1|0|0.0|0|6.842683282|0|0|0.0|4.727387819|2|45.0|1.651047524|-0.003356527|-0.049928822|1|0.079490516|-0.126749697|-0.466314952|-0.028317736|0.790249345|0.176745407|0.018554018|12.46087045|62.42897239999999|0.136777507|91.85971442|-0.032802223|-41.92004677|-1.672913351|75.61173794|-22.02995852|61.72438096|0.401838426|2869.925064|579.7398537|3253.287533|-14.79531062|15.13042752|0.6717890999999999|187.5697972|30.56694343|0.0196449239999999|13.19352214|1.0|1.0|1.0|1.0|1.0|3.56|2.21|27.0|-10.18|5.01|4.53|103.17|0.92|1.0|123.82|5.0|-5.11|32.0|5.0|-6.52|417.47|0.0|1.0|-4.78|7.74e-06|0.00323|1.65e-05|0.0|6.59e-11|2.75e-08|-0.07786|4.8413|-1347.301285|394.98|901.0|568.41|0.49643|0.70541|-1347.018087|0.0048|-0.12805|13.9612|42.0|7.3768|7.3768
12n_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|2|0.040899471|0.0|0.001139238|-0.087019298|1|-0.254279374|-0.0541804029999999|-0.464204099|-0.015189554|0.64876559|0.390449649|0.017064818|10.77573511|85.87072848|0.221849786|140.0890685|-0.038674741|-41.97990569|-1.895062322|76.16725916|-24.42151771|63.2630417|0.4701566479999999|2848.910641|491.3700419|2349.172094|-15.42118984|13.93957316|0.887350282|126.6686716|30.54968688|0.0153398069999999|9.686460958|1.0|0.0|1.0|1.0|0.0|4.66|0.0|17.0|-6.9|4.25|3.18|81.65|3.2|2.0|127.24|5.0|-5.39|30.0|5.0|-6.02|416.47|0.0|0.0|-5.01|4.12e-06|0.00171|9.71e-06|0.0|1.26e-07|5.260000000000001e-05|-0.05076|5.1999|-1675.011418|355.67|0.1826|506.94|0.27009|0.6854|-1674.777231|0.1489|-148.0|6.32|0.01|7983.0|7983.0
14b_a23|0.0|0|1|0.0|2|7.423568444|0|0|3.2475997860000003|5.351858133|2|0.043538647|0.716540473|0.007671236|-0.047410593|2|0.121308009|-0.073945564|-0.4557487779999999|-0.00399443|0.5935522360000001|0.228282196|0.020454632|13.26014776|40.76245006|0.153740341|99.66542762|-0.03508139|-34.64639496|-1.64882535|64.97993029|-22.74225338|54.274732400000005|0.450973737|2943.803333|548.6057241000001|2280.830615|-14.74314679|14.26820636|0.821406493|146.2760938|29.36910744|0.01779446|11.53563485|0.0|0.0|1.0|1.0|1.0|3.42|3.44|26.0|-7.67|3.78|4.58|105.02|3.4|2.0|120.24|5.0|-5.58|31.0|5.0|-6.31|429.47|0.0|0.0|-5.11|2.66e-06|0.00114|7.73e-06|0.0|2.14e-08|9.18e-06|-0.07803|3706.0|-1729.161608|334.55|0.3603|525.66|0.58097|0.58097|-1728.9300010000002|0.3603|-0.15064|9.7544|4.0|8.3536|8.3536
16_a20|0.0|1|0|0.0|0|6.842683282|0|0|0.0|4.727387819|2|0.0388043479999999|2.013871268|8.23e-05|-0.062750442|1|0.211127741|-0.070208458|-0.458484451|-0.085041518|0.724665638|0.382481746|0.011604018|7.634605066000001|69.28224942|0.084994428|55.92018945|-0.029561375|-33.67420774|-1.47806874|60.02453683|-19.44924762|51.14820251|0.464473378|2722.728332|602.0075202|2161.751186|-12.79619894|15.24926152|0.8673208|144.672972|24.9314775|0.013439632|8.84230625|0.0|1.0|1.0|1.0|1.0|3.5|3.13|27.0|-10.52|6.38|5.46|78.25|2.2|2.0|121.69|4.0|-6.06|31.0|4.0|-5.42|401.46|0.0|1.0|-5.66|8.68e-07|0.000349|2.17e-06|0.0|3.0500000000000005e-11|1.22e-08|-0.05909|5.9837|-1275.900951|347.26|0.3431|554.41|0.32553|0.69524|-1275.636924|0.1958|-0.1481299999999999|6.5609|26.0|7585.0|7585.0
13p_a6|0.0|1|0|0.0|0|6.842683282|0|0|0.0|4.727387819|2|0.042959184|1.633493259|-0.008008339|-0.072853186|1|0.123575608|-0.068532678|-0.573014008|-0.059663359|0.8244206940000001|0.196002517|0.01730144|12.27472016|80.30786544|0.273479442|194.0233618|-0.03767435|-54.04422654|-2.14743793|89.17529231|-26.72853188|82.79893305|0.412828992|3016.078786|515.4389679999999|3833.042283|-18.9628865|14.91957306|0.703081362|170.2302215|35.16646396|0.018322293|12.99897644|1.0|1.0|1.0|1.0|1.0|3.64|2.34|27.0|-10.06|4.58|4.01|122.47|1.01|1.0|132.01|7.0|-5.09|34.0|5.0|-7.01|449.51|0.0|1.0|-4.55|8.11e-06|0.00365|2.79e-05|0.0|8.73e-11|3.92e-08|-0.0746|4.7973|-1463.08132|415.53|0.4132|573.39|0.47508|0.7056600000000001|-1462.740542|0.0029|-0.12251|12163.0|92.0|7.0362|7.0362
13j_a6|0.0|1|0|0.0|0|7.412764017000001|1|1|0.0|5.351858133|1|0.041728395|0.0|-0.011017781|-0.047513534|1|0.121750719|-0.045418125|-0.562698347|-0.063948098|0.830577798|0.205764388|0.03111288|20.78979124|180.6709018|0.377035857|251.937353|-0.046428683|-57.82670518|-2.460720196|99.85109065|-31.02389141|101.1210779|0.433600896|2907.3053210000003|416.2679342|2634.320708|-20.73032827|15.43329684|0.765539515|144.22085800000002|39.56287079|0.0199201689999999|13.31076198|1.0|1.0|1.0|1.0|1.0|3.56|2.26|23.0|-8.5|4.16|3.54|115.15|1.18|1.0|120.17|6.0|-5.03|32.0|5.0|-6.81|427.46|0.0|1.0|-4.48|9.32e-06|0.00398|3.28e-05|0.0|3.18e-09|1.36e-06|-0.0488899999999999|3.6504|-1426.5532050000002|348.28|0.2857|555.0|0.69993|0.7045100000000001|-1426.272674|0.0259|-0.14602|10.9731|262.0|6.5817|6.5817
13n_a6|0.0|1|0|0.0|0|6.842683282|0|0|0.0|4.727387819|2|0.04393617|1.628408574|-0.0093684169999999|-0.033224059|1|0.100294804|-0.068956229|-0.57091314|-0.064779873|0.82642394|0.307384948|0.017758385|12.18768927|90.97854097|0.29109784|199.7822434|-0.038490115|-51.52585133|-2.078466222|88.73738138|-26.41600355|81.06784641|0.47066442|2952.259627|486.5239262|2535.307313|-18.12946621|16.76075427|0.889160748|172.28545730000002|35.2699138|0.019904118|13.66031867|1.0|1.0|1.0|1.0|1.0|3.55|1.9|27.0|-9.67|4.19|3.76|122.47|0.81|1.0|127.2|6.0|-4.64|33.0|5.0|-7.23|435.48|0.0|1.0|-4.28|2.27e-05|0.00987|5.24e-05|0.0|2.1499999999999998e-10|9.35e-08|-0.07131|4.8185|-1423.765005|369.99|0.9117|548.09|0.55028|0.64027|-1423.451366|0.1945|-0.13863|10.1967|75.0|7.1249|7.1249
12az_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|2|0.040566449|0.0|0.000482522|-0.012800556|1|0.129156742|-0.176729938|-0.387734368|-0.061924322|0.8350231859999999|0.411597359|0.034771534|24.36575918|60.11023222|0.180836387|126.71905359999998|-0.033474609|-52.96429617|-1.941527339|99.82512582|-23.45695404|74.65245915|0.462897841|3039.528467|574.0196415|2455.7577530000003|-16.43719536|15.73229538|0.861843195|291.60189260000004|40.17530387|0.034594361|24.24160725|1.0|0.0|0.0|1.0|1.0|4.96|0.0|17.0|-6.79|2.83|1.9|87.66|1.42|1.0|136.74|7.0|-4.11|33.0|6.0|-7.13|441.49|0.0|0.0|-4.15|7.75e-05|0.0342|7.13e-05|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|-1461.990465|343.5|0.4383|576.54|0.69385|0.70333|-1461.686269|0.0146|-0.14879|7.821000000000001|58.0|7.2366|7.2366
18c_a22|0.0|0|0|0.0|1|6.842683282|0|0|1.804590026|4.727387819|2|0.038137255|1.642882533|0.005449965|0.006275578|1|-0.081550274|-0.078828791|-0.305378181|-0.032031791|0.6922232890000001|0.5003904610000001|0.019843706|13.72808419|30.63947336|0.068926461|47.68404831|-0.028825841|-36.55965924|-1.52776956|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|3090.601885|644.1264387|2574.178324|-13.79609783|14.04085897|0.914766316|219.5183688|29.21094233|0.0215181079999999|14.88645273|1.0|1.0|1.0|1.0|1.0|3.56|3.3|27.0|-9.46|5.36|4.98|124.4|1.47|1.0|136.36|6.0|-5.8|34.0|5.0|-6.63|461.54|0.0|1.0|-5.1|1.6e-06|0.000739|7.98e-06|0.0|3.4299999999999995e-10|1.58e-07|-0.07207|5655.0|-1783.562578|333.1|0.2996|583.88|0.4609|0.60449|-1783.277296|0.0817|-0.15158|1.0733|26.0|7585.0|7585.0
47d_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.0|4.844187086|0|0.032916667|0.0|0.003376831|0.016324953|0|0.104380139|-0.272202025|-0.417659275|-0.002494715|0.741366815|0.445704576|0.015270278|12.45251265|64.92967228|0.163000873|132.9229494|-0.028722356|-58.06490563|-2.182899066|86.29525584|-23.42233034|64.59518279|0.481311892|3304.705347|682.5509007|1947.023498|-19.1002979|19.16475647|0.927940864|246.1558296|33.54943497|0.018506261|15.0913716|1.0|1.0|0.0|1.0|1.0|4.73|0.0|18.0|-8.83|2.81|3.21|88.97|2.6|3.0|159.67|12.0|-5.74|39.0|4.0|-6.57|527.66|0.0|0.0|-5.28|1.83e-06|0.000968|5.23e-06|1.0|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|3.1079|-1704.061013|398.94|0.5820000000000001|817.06|0.69905|0.69905|-1703.545539|0.5820000000000001|-0.12844|4.2225|8.0|8.0969|8.0969
7e_a8|0.0|1|0|0.0|1|7.05012252|0|0|1.3496955309999998|4.844187086|0|0.043758865|0.0|0.0024398329999999|-0.0446343779999999|1|-0.075638618|0.034227147|-0.341022848|-0.023521398|0.577394732|0.286669793|0.0215993429999999|12.91806855|86.03149870000001|0.170843962|102.177831|-0.037446454|-31.72369068|-1.6850904519999998|64.23177694|-22.39586026|64.40615805|0.4742828629999999|2605.914474|495.8990914|2032.501296|-13.39444718|14.654025199999998|0.902163597|133.9683023|28.86058693|0.018708212|11.18895001|1.0|0.0|1.0|0.0|0.0|3.2|3.38|23.0|-8.29|5.16|4.94|70.81|3.54|2.0|108.43|4.0|-5.75|29.0|4.0|-5.43|385.39|0.0|1.0|-5.41|1.78e-06|0.000686|3.87e-06|0.0|5.07e-09|1.95e-06|-0.0697|3.8142|-1300.495519|383.1|0.3461|544.55|0.6998300000000001|0.70177|-1300.271093|0.1522|-0.13577|11.4436|35.1|4.4547|4.4547
3b_a12|0.0|0|0|0.0|0|0.0|1|1|0.0|0.0|2|0.0375|0.0|-0.004028952|-0.003968827|0|-0.19952566|-0.071149325|-0.547002361|-0.008328578|0.802482465|0.073824142|0.0103611969999999|5.401901357000001|41.13468455|0.096795301|50.46508298|-0.034016616|-24.04018959|-1.326648015|54.77629766|-17.73486237|38.97406803|0.390744506|2186.64676|470.8937285|1935.211747|-9.246226764|10.88757628|0.64134753|120.5265876|23.06757345|0.0166212889999999|8.665655511|1.0|1.0|1.0|0.0|1.0|3.82|2.98|18.0|-8.1|4.05|3.14|37.28|3.99|1.0|102.53|3.0|-4.26|24.0|3.0|-5.65|332.79|0.0|1.0|-4.64|5.539999999999999e-05|0.0184|2.28e-05|0.0|7.91e-09|2.63e-06|-0.07091|4.2092|-1410.971864|328.51|0.5013|426.66|0.53738|0.6654800000000001|-1410.826913|0.2418|-0.15229|8.5678|49.0|7.3098|7.3098
18b_a25|0.0|0|0|0.0|1|6.842683282|0|0|1.824998189|4.727387819|2|0.038137255|2.003993644|0.006181503|0.0009956189999999|1|-0.032776381|-0.034703635|-0.303383008|-0.026045966|0.6915652390000001|0.348987182|0.01278627|8.972372556|80.36582704|0.063746107|44.73187305|-0.0305838929999999|-38.7252349|-1.6515302369999998|64.81723515|-21.46130777|53.27347337|0.493622561|3051.645565|656.9874135|2327.4502850000003|-15.05981357|17.09119768|0.974811521|151.02439719999998|27.34692815|0.013724883|9.631015182|1.0|1.0|1.0|1.0|1.0|3.58|3.56|27.0|-9.84|5.93|5.59|111.51|2.2|2.0|138.56|6.0|-6.54|34.0|4.0|-5.93|460.55|0.0|1.0|-5.71|2.87e-07|0.000132|1.95e-06|0.0|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|5.5437|-1767.52411|336.67|0.2658|612.24|0.36733|0.54166|-1767.2232149999998|0.0468|-0.15079|2752.0|51.0|7.2924|7.2924
14aa_a23|0.0|0|1|0.0|2|7.423568444|0|0|3.4143268310000003|5.351858133|2|0.046678487|0.758549568|0.013012022|-0.044957534|2|0.055934795|-0.074579388|-0.4506138879999999|0.055269665|0.693959193|0.204831806|0.018016316|12.26959478|40.49537336|0.075891958|51.68445972|-0.03159178|-35.2984572|-1.6743643259999998|61.21989213|-21.51484958|47.78906871|0.4930525229999999|2941.302235|629.3423691|2263.821505|-14.65218978|15.78173785|0.972590939|138.4803717|27.00633206|0.013786041|9.388663605|0.0|0.0|1.0|1.0|1.0|3.63|3.68|26.0|-8.16|4.4|4.63|105.02|3.45|2.0|130.22|5.0|-6.23|32.0|4.0|-5.92|439.54|0.0|0.0|-5.55|5.9e-07|0.000259|2.81e-06|0.0|6.9799999999999995e-09|3.07e-06|-0.0708299999999999|3.5934|-1708.5626|345.03|0.4157|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|0.4157|-0.1449|8.3532|4.0|8451.0|8451.0
12al_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|2|0.042739018|0.0|0.00127667|-0.031635802|1|0.172830414|-0.1430106119999999|-0.404703593|0.125005134|0.84179881|0.2689491989999999|0.026927826|17.71943397|114.2305891|0.198820783|130.8308989|-0.035305316|-45.86257662|-1.906487074|86.77628559|-23.23210974|68.94274882|0.456856406|2843.740855|527.2034213000001|2244.88081|-15.28752554|16.15533063|0.841133748|216.4375922|34.61874732|0.025956027|17.07995636|1.0|0.0|0.0|1.0|0.0|4.81|0.0|17.0|-6.69|2.77|1.89|78.43|1.72|1.0|130.24|6.0|-3.95|31.0|5.0|-6.93|411.46|0.0|0.0|-4.07|0.000113|0.0464|8.499999999999999e-05|1.0|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|-1347.479819|349.14|0.4466|554.23|0.6945399999999999|0.70417|-1347.196501|0.0095|-0.14558|8.1781|48.0|7.3188|7.3188
11_a27|0.0|1|0|0.0|0|7.535296702|1|2|0.0|5.4161004020000005|2|0.042533875|1.3706083080000002|0.004538653|-0.027287578|0|-0.1299181459999999|-0.041662169|-0.488734846|-0.0357410779999999|0.7146215429999999|0.349764196|0.016171515|8.553922917000001|143.3238715|0.2354494999999999|124.5410133|-0.034296948|-26.52978026|-1.611956546|56.8702158|-18.14137056|50.82822357|0.4528656239999999|2339.465471|404.4089873|1646.903525|-9.595877966|9.562117063|0.82770457|101.0845293|22.42732497|0.012694323|6.714661907000001|1.0|0.0|0.0|1.0|0.0|3.95|0.0|16.0|-6.09|2.72|1.67|61.88|3.06|0.0|106.33|2.0|-3.68|26.0|4.0|-6.47|345.4|0.0|0.0|-4.02|0.000207|0.0716|9.45e-05|0.0|8.2e-07|0.000283|-0.05985|3.3426|-1122.456105|499.21|0.3492|415.32|0.6125|0.59222|-1122.190727|0.0793|-0.1022|4.2894|5.0|8301.0|8301.0
3o_a32|0.0|1|1|0.0|0|7.773594467000001|1|1|0.0|5.733341277|1|0.035643275|2.240993002|-0.001411347|-0.090297882|3|-0.117744493|-0.061774721|-0.483580522|-0.074509084|0.840991936|0.252703854|0.012519666|7.218280399|62.67187821|0.162219176|93.52833522|-0.031819276|-31.73171751|-1.4318674340000002|62.56936516|-18.34557429|49.73468603|0.455089918|2488.133192|483.0270239|2469.87467|-10.57723917|11.73098001|0.835165165|123.9047338|23.36733582|0.0130649069999999|7.532642302|1.0|1.0|1.0|1.0|1.0|3.47|3.06|19.0|-7.27|6.39|4.2|122.97|1.58|1.0|112.07|3.0|-5.72|26.0|4.0|-6.17|381.52|0.0|1.0|-4.73|1.89e-06|0.00072|1.87e-05|0.0|5.35e-08|2.04e-05|-0.05413|3.5333|-1805.504508|350.9|0.2851|464.85|0.70216|0.70216|-1805.277864|0.2851|-0.14652|5.8476|0.24|6.6198|6.6198
14a_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.0|4.727387819|3|0.043464052|1.772745969|-0.00603969|-0.172643335|1|-0.267665193|-0.050943323|-0.582572884|0.164994144|0.8255789570000001|0.21389849|0.0140376889999999|6.904918591|256.5548327|0.209105063|102.8554977|-0.036792719|-22.89086827|-1.324537874|55.84414456|-18.09776067|52.02624107|0.481997259|2160.698862|389.0288018|1186.412113|-8.902004327|10.24853699|0.930491715|117.6209094|23.78539971|0.0189212089999999|9.307045698|0.0|1.0|1.0|1.0|1.0|3.27|2.2|21.0|-6.89|4.28|3.71|105.82|1.04|0.0|93.25|2.0|-4.45|23.0|4.0|-6.42|319.38|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|0.0|1.28e-07|4.08e-05|-0.06736|3.2363|-1327.513792|383.1|0.4524|373.85|0.69708|0.69708|-1327.354384|0.4524|-0.1321|4.6689|0.03|7.5229|7.5229
16d_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.0|5.733341277|0|0.0421759259999999|2.07416189|-0.00839148|-0.0517549079999999|3|0.021406827|-0.128753933|-0.68301199|0.107238939|0.7689748270000001|0.41654798|0.032003415|18.67986534|115.2070109|0.244506926|142.7146582|-0.036437402|-39.15098916|-1.493933474|86.50964771|-21.26791022|71.91900971|0.4429631189999999|2588.214866|440.9688416|3152.666302|-12.41372827|11.16880283|0.79521327|224.2805611|34.53986301|0.0332953229999999|19.43393087|1.0|0.0|1.0|1.0|1.0|3.35|3.01|19.0|-6.59|5.26|3.82|149.27|0.65|1.0|102.33|6.0|-5.65|26.0|5.0|-6.62|385.46|1.0|1.0|-4.18|2.22e-06|0.000856|6.659999999999999e-05|0.0|2.55e-07|9.84e-05|-0.05068|3.6271|-1877.360551|341.83|0.2915|489.97|0.70217|0.70217|-1877.185022|0.2915|-0.15009|3.8853|8.0|8.1135|8.1135
47c_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.0|4.844187086|0|0.032688172|0.0|0.0007979619999999|0.028947131|0|0.071793992|-0.212991596|-0.455055055|-0.027873485|0.7601847759999999|0.246894346|0.015864085|12.75381432|67.68084951|0.1871383589999999|150.4485025|-0.0321917939999999|-60.75445536|-2.350000928|88.76073429|-25.88035487|70.29678191|0.489290189|3228.879782|653.4941186000001|2027.892739|-20.80632033|18.73268473|0.958059115|201.7910841|34.55329606|0.016406766|13.19009806|1.0|1.0|0.0|1.0|1.0|4.61|0.0|18.0|-9.18|2.84|2.87|97.76|2.41|3.0|154.77|12.0|-5.73|38.0|4.0|-6.61|513.63|0.0|0.0|-5.09|1.84e-06|0.000947|8.12e-06|1.0|6.67e-10|3.42e-07|-0.0449|3.1096|-1664.753129|398.71|0.5869|790.07|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|-0.12841|3.8573|3.0|8.5229|8.5229
15_a10|0.0|0|0|0.0|1|7.535296702|1|1|2.124460476|5.4161004020000005|2|0.0353864729999999|1.981569297|0.009882584|-0.05940848|1|-0.1157120169999999|-0.085979341|-0.208590561|-0.079744227|0.635064845|0.710970489|0.018614889|11.09373722|33.67392858|0.084473199|50.34268476|-0.025240716|-26.33385303|-1.186313662|56.66229609|-15.04246823|46.39507481|0.434181679|2549.580207|545.6177511|2288.954984|-8.964715924|11.23924661|0.767351752|210.7240726|23.27068984|0.020932674|12.47504566|1.0|1.0|1.0|1.0|1.0|3.29|3.31|21.0|-8.3|4.91|4.72|52.83|2.53|2.0|111.21|5.0|-4.48|28.0|4.0|-6.07|390.87|0.0|1.0|-4.81|3.32e-05|13.0|1.56e-05|0.0|5.01e-09|1.96e-06|-0.05243|5.7922|-1604.08794|326.3|0.4553|484.05|0.41458|0.68543|-1603.851644|0.1647|-0.1574|6.1563|33.0|7.4815|7.4815
