molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|SIC2|nFaHRing|RASA|FNSA3|FPSA3|RNCS|RPSA|FNSA4|WNSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12c_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|0.045997203|-0.030422458|2|0.042804233|-0.0983590219999999|0.0|-0.3657134279999999|0.00372838|0.019094532|-0.072247675|1|0.003603419|-0.172653074|-0.051371057|-0.090173435|1|0.824373792|0.880943609|0|0.8439327120000001|-0.076777688|0.01588025|82.07537640000001|0.156067288|-0.037411484|-41.12547305|-24.42511853|60.4942895|0.452966315|2860.640481|550.9847369|2456.062146|0.193871231|7.652098812999999|0.828040991|6403.739746|-781.3839879|30.29927658|0.014695647|652.8825454|9.594458155|1.0|0.0|0.0|0.14|-7.22|4.47|3.27|3.31|2.0|132.29|1.0|5.0|30.0|4.0|-5.75|0.0|0.0|1.0|3.11|-5.44|0.00156|0.0|6.03e-08|-0.0542299999999999|5.0582|4.45|-2035.339256|1168.62|351.37|541.39|0.32037|0.68457|-2035.141497|0.1568|-0.1496299999999999|3.7377|-2035.202565|4.7893|0.01|7.9914
A8301_a51|0|0|0|0.0|6.86171134|0|0|1.700610355|0.0245770529999999|-0.028789626|2|0.039058957|0.078523314|1.987294898|-0.242873103|0.00740124|-0.012770742|-0.1227504419999999|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|2|0.6959300979999999|0.750630149|1|0.934739895|-0.055295165|0.008152073|36.55933899|0.065260105|-0.032775831|-32.90818536|-21.28401067|41.20144811|0.4799553379999999|2799.106729|607.0025787000001|2461.663545|0.145040365|6.890532887999999|0.922911768|6401.6494600000005|-691.0718926|24.89475504|0.009586697|690.8826121000001|6.225421319|1.0|1.0|3.5|0.04|-9.38|5.5|5.52|3.35|2.0|129.04|1.0|5.0|31.0|3.0|-5.31|0.0|0.0|1.0|4.58|-5.93|0.000495|0.0|4.12e-10||||||||||||||||12.0|7.9208
12a_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|0.033691224|-0.02919335|2|0.040166667|-0.096804291|0.0|-0.3557214489999999|0.005050384|0.009586623|-0.094932667|1|0.005458948|-0.171649606|-0.053309522|-0.094526372|1|0.7885597609999999|0.842671963|0|0.836214716|-0.07699057|0.016292604|85.47365107|0.163785284|-0.037665934|-37.34272719|-23.35372432|57.83766054|0.469799116|2722.217443|518.4718832|2256.680391|0.194809798|7.362386058999999|0.88607758|5936.682602000001|-709.5118166|29.00398472|0.014884556|620.9195447000001|9.228758655|1.0|0.0|0.0|0.14|-6.64|3.84|2.62|2.82|2.0|127.28|1.0|5.0|29.0|4.0|-5.98|0.0|0.0|0.0|2.63|-4.85|0.0056|0.0|2.3100000000000002e-07|-0.05184|5045.0|3.82|-1575.745502|1122.01|355.41|507.17|0.35338|0.68599|-1575.538241|0.1511|-0.1481|4.1875|-1575.597759|4.7368|11.0|7.9469
8b_a31|1|0|0|0.0|7.765993078999999|1|1|0.0|-0.01883655|-0.12841288|0|0.041161616|-0.130371116|0.0|-0.57242407|-0.010300564|-0.211457443|-0.069423138|2|-0.006785954|-0.222667869|-0.05421947|-0.092604362|0|0.843119174|0.8956498159999999|0|0.6076192260000001|-0.120703408|0.03234629|129.8921115|0.392380774|-0.040792077|-36.1645207|-21.30529654|79.93633765|0.479278|2189.617009|317.3534883|1587.743824|0.296530645|6.142377144|0.920410507|4696.728592|-433.9742484|30.28603362|0.02483711|372.3224834|12.97217579|0.0|1.0|2.71|0.25|-5.73|4.52|2.74|0.61|0.0|88.64|2.0|4.0|23.0|5.0|-6.87|0.0|0.0|1.0|2.52|-3.4|131.0|0.0|1.86e-06|-0.0325|3.8582|1.77|-1386.815519|927.61|321.36|439.96|0.70036|0.70036|-1386.681003|0.2643|-0.16015|3.6945|-1386.734257|5.6001|2.2|5.6576
26_a20|0|0|0|0.0|6.842683282|0|0|1.877209467|-0.000846851|-0.104520106|2|0.0396875|0.1516835819999999|2.01129617|-0.3297182369999999|0.003085806|-0.054222344|-0.033102079|1|0.003149352|0.249416844|0.0346782989999999|0.057022334|2|0.7541508029999999|0.8096894440000001|1|0.79337253|-0.0862808009999999|0.012753218|299.8332395|0.20662747|-0.0327795789999999|-37.66339899|-22.11735334|66.82118688|0.472355054|2825.254798|535.3119506|2534.075607|0.215111274|7.598632688999999|0.8952138340000001|6221.067002000001|-790.9313788|28.17896678|0.014879363|712.1606951|10.03954725|1.0|1.0|3.07|0.08|-9.18|4.5|4.62|2.47|2.0|125.0|1.0|5.0|32.0|4.0|-6.28|0.0|0.0|1.0|3.66|-5.02|0.00399|0.0|6.64e-10|-0.05097|4.8421|4.97|-1352.277633|1211.34|318.77|543.96|0.50878|0.68167|-1352.036122|0.0814|-0.16129|3.8173|-1352.098465|4.8742|131.0|6.8827
3_a27|0|0|0|0.0|6.605297921|0|0|3.127072625|0.124551908|-0.096132106|2|0.040512821|-0.172132163|1.177265999|-0.27868256|0.009082086|0.042659548|0.024154412|1|0.00955169|-0.296039263|-0.1984716939999999|-0.341338963|2|0.810053853|0.8759548629999999|1|0.862115922|-0.06145119|0.019234305|10.71226495|0.137884078|-0.032307734|-23.10213938|-16.72996312|41.78149261|0.44566003|2294.213272|446.4308003|1043.697725|0.266146248|6.457886343999999|0.803947133|4960.583812|-346.53209080000005|22.79740761|0.018747239|401.7540197|9.707911187|1.0|0.0|3.11|0.05|-5.89|2.8|2.94|2.18|0.0|97.71|2.0|3.0|25.0|4.0|-6.41|0.0|1.0|1.0|2.74|-3.99|0.0339|0.0|1.29e-06|-0.05512|5.5045|4.92|-1081.88481|931.06|312.93|425.72|0.34864|0.6734600000000001|-1081.744053|0.2208|-0.16457|2.7811|-1081.794829|4.1551|4.0|8.3979
18_a3|1|0|0|0.0|6.605297921|0|0|0.0|-0.256375952|-0.021283637|3|0.034712644|0.08269134|1.742872103|-0.122072724|0.0057881999999999|0.042606196|-0.025890816|1|0.005799063|0.150826737|-0.035611069|-0.064953613|3|0.714658751|0.784960175|1|0.8419576209999999|-0.069839069|0.013796397|160.9514039|0.158042379|-0.031753312|-16.76239841|-14.12792012|37.21171433|0.483376636|1938.093995|374.610053|703.8534116000001|0.317507797|5.293627315|0.935646099|3928.183499|-201.1487809|20.70048575|0.02363555|270.539096|10.51610501|0.0|1.0|1.81|0.0|-6.83|3.42|3.08|0.93|0.0|80.35|1.0|2.0|21.0|4.0|-6.7|0.0|1.0|1.0|2.21|-3.27|147.0|0.0|1.49e-07|-0.05769|3.9765|1.85|-889.9402005000001|784.04|311.79|330.54|0.6671699999999999|0.6671699999999999|-889.850598|0.3326|-0.1641099999999999|2.6366|-889.894728|3.3664|0.03|7.5229
12v_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.077763989|-0.04314418|2|0.041767677|0.073329354|0.0|-0.487854327|0.00127667|-0.086194201|-0.023932402|1|0.003077071|0.123026459|-0.1430106119999999|-0.239932418|1|0.828393514|0.8792981679999999|0|0.802291339|-0.078158778|0.027145269|113.7463918|0.197708661|-0.033118671|-45.52806671|-21.78731129|69.27488156|0.461799225|2846.057239|527.7920397|2328.221818|0.372344602|8.456596706000001|0.8580426609999999|6065.593390999999|-773.9771341000001|34.71221847|0.02867403|679.7230552999999|18.86337805|1.0|0.0|0.0|0.17|-6.69|2.77|1.89|1.72|1.0|130.24|1.0|6.0|31.0|5.0|-6.93|0.0|0.0|0.0|1.81|-4.07|35.0|0.0|2.03e-07|-0.05219|3.8847|2.65|-1347.442792|1150.38|334.77|502.83|0.69298|0.7016100000000001|-1347.2000369999998|0.0223|-0.15185|6.1869|-1347.260743|7.9237|14.0|7.8539
12bi_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.088734077|-0.043740597|2|0.043854875|0.03474497|0.0|-0.559678363|0.000482522|-0.067142264|0.041834838|1|0.002872872|0.056936052|-0.176729938|-0.289604649|1|0.812921349|0.858971809|0|0.7850011179999999|-0.082914301|0.034602166|129.685076|0.214998882|-0.027831043|-52.46851415|-19.43326441|82.05687954|0.461975362|3044.149713|548.1337538|2660.0547690000003|0.500339677|8.454426643|0.85865094|6572.410403|-787.0277122|38.89295091|0.037590587|766.4854363|26.24794923|1.0|0.0|0.0|0.21|-6.79|2.83|1.9|1.42|1.0|136.74|1.0|7.0|33.0|6.0|-7.13|0.0|0.0|0.0|1.75|-4.15|0.0315|0.0|1.6100000000000005e-07|-0.0510199999999999|3.8855|2.68|-1461.966152|1256.37|336.45|603.92|0.68181|0.69207|-1461.69263|0.0252|-0.15078|7.0514|-1461.75632|8.8903|14.0|7.8539
16_a3|0|0|0|0.0|6.823286122000001|0|0|0.0|0.183636734|-0.186717242|2|0.045993266|0.027762972|1.614080058|-0.371147877|-0.010377537|-0.013328983|-0.018884246|1|-0.008409607|0.069124437|0.0032314229999999|0.008045619|2|0.767641592|0.838125715|1|0.6974791290000001|-0.108919585|0.012203576|248.6415425|0.302520871|-0.041233465|-24.42909382|-20.36587865|59.82469895|0.484889078|2184.788331|344.4962834|1290.305313|0.1703181989999999|5.780331402000001|0.941329444|4733.033232|-342.00731349999995|24.54661368|0.0143895839999999|328.71459869999995|7.107249553|1.0|1.0|2.59|0.0|-7.16|4.74|4.57|2.26|0.0|90.44|1.0|2.0|23.0|4.0|-5.89|0.0|0.0|1.0|3.5|-4.49|0.0104|0.0|6.97e-08|-0.07095|3.2208|3.19|-1371.360243|856.09|384.94|368.22|0.6944100000000001|0.6944100000000001|-1371.250459|0.3866|-0.13195|2.8688|-1371.297964|3613.0|42.0|7.3768
EW7203_a60|0|0|0|0.0|7.412764017000001|2|2|0.0|0.025672274|0.0075638519999999|2|0.041767677|-0.092774356|0.0|-0.377182982|0.003099827|0.03824498|-0.051413084|1|0.0036417359999999|-0.1696249719999999|-0.049287858|-0.090115975|1|0.822401103|0.8839272779999999|0|0.8860751579999999|-0.076068195|0.020156795|80.48638339|0.113924842|-0.036566012|-40.24477665|-23.64750675|62.22940284|0.497298165|2913.880231|573.0312689|1660.077477|0.233162923|8.310125852|0.989250745|6403.777228|-764.6507562999999|30.83771958|0.01793256|666.0036144999999|11.59711747|1.0|0.0|3.21|0.13|-6.7|3.87|2.6|2.17|2.0|133.97|1.0|5.0|31.0|4.0|-6.35|0.0|0.0|0.0|3.09|-4.82|0.0065|0.0|2e-07|-0.06188|5.0166|3.64|-1667.993536|1166.44|352.3|546.85|0.40883|0.69857|-1667.78681|0.0448|-0.1446599999999999|1.7676|-1667.848192|2.5159|9.0|8.0334
8a_a8|1|0|0|0.0|7.535296702|1|1|1.4114120369999998|-0.021925912|-0.1950388569999999|1|0.040243056|0.027531877|0.0|-0.732911106|-0.0075336219999999|0.010118884|-0.0298924089999999|1|-0.005306541|0.044579097|0.055198015|0.089375589|1|0.762577159|0.8220300859999999|0|0.550829475|-0.131795179|0.034374791|170.9592896|0.449170525|-0.049054408|-42.60049244|-29.37948733|99.52191337|0.481294455|2802.374154|329.9007832|1746.6927010000002|0.23579367|7.533378788999999|0.927876056|6193.891189|-809.4093564|38.44444383|0.025786572|529.053307|15.44399996|0.0|0.0|2.64|0.05|-6.76|3.13|2.72|1.9|1.0|109.21|1.0|4.0|30.0|5.0|-7.04|0.0|0.0|0.0|2.56|-4.14|0.0292|0.0|1.74e-07|-0.06922|4.6017|6.1|-1367.744724|1061.5|399.45|476.69|0.4927399999999999|0.7036899999999999|-1367.539526|0.1729|-0.13015|5.4201|-1367.595683|6.8427|11.34|4.9454
14y_a23|0|1|1|0.0|7.423568444|0|0|3.3149940630000003|0.0600764409999999|-0.022719307|2|0.046678487|0.041892637|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|-0.031435038|2|0.007229683|0.07646106|-0.069023218|-0.125978901|2|0.802520527|0.8668730109999999|1|0.925252932|-0.057809342|0.018804822|39.66769923|0.074747068|-0.034303507|-38.54233552|-23.71943531|52.97547894|0.486730407|3096.562257|639.7735629|2336.815247|0.21677451|8.213390641|0.948293868|7320.809595999999|-770.8467102999999|30.28429949|0.016527|665.6233736|11.42772654|0.0|0.0|3.49|0.05|-8.57|4.64|5.32|3.99|2.0|130.3|1.0|5.0|32.0|4.0|-5.8|0.0|0.0|0.0|4.45|-6.13|0.000354|0.0|2.6899999999999996e-09|-0.08374|3.6413|4.73|-2549.091817|1217.48|340.49|585.2|0.61338|0.61338|-2548.8917260000003|444.0|-0.14942|4.8799|-2548.953933|6.5205|4.0|8.4225
10_a27|0|0|0|0.0|6.605297921|0|0|3.383341915|0.122016352|-0.044164147|2|0.040512821|-0.184068581|1.296293777|-0.282866526|0.00991794|0.034318674|-0.000903965|1|0.010329671|-0.309727442|-0.2030237389999999|-0.341622797|2|0.804375252|0.862408925|1|0.8526621529999999|-0.061299064|0.017676458|6.0140309720000005|0.147337847|-0.031079371|-24.60801194|-16.5270506|41.99674607|0.477162521|2270.538352|453.4194305|943.2258247|0.254639309|6.761146212000001|0.912640238|4894.8090170000005|-369.1201792|22.1732254|0.01651645|424.8821143|8.782938574|1.0|0.0|3.15|0.16|-6.24|2.81|2.97|2.25|0.0|97.39|1.0|3.0|25.0|4.0|-6.51|0.0|1.0|1.0|2.74|-3.92|0.0394|0.0|5.81e-07|-0.0498|4.1495|4.66|-1083.1151289999998|958.95|298.79|450.26|0.63894|0.63894|-1082.956472|0.4452|-0.16805|4.6684|-1083.008551|6.9456|69.0|7.1612
15_a3|0|0|0|0.0|6.823286122000001|1|1|0.0|0.079167398|-0.092127078|3|0.045993266|-0.182934001|1.809035179|-0.289938297|-0.006419472|0.126641951|0.021805556|0|-0.004459728|-0.325227172|-0.022386155|-0.039798975|3|0.813015336|0.866559772|1|0.7789088340000001|-0.092342351|0.007901554|315.5421792|0.221091166|-0.037667|-28.19600959|-19.28005913|51.31038923|0.461565365|2116.88728|398.6887321|1433.713715|0.149672503|5.371119692000001|0.85723565|4617.470007|-394.7441342|22.67368656|0.010200078|402.781061|5.220965278|1.0|1.0|0.0|0.24|-5.78|2.21|1.56|0.96|0.0|94.29|2.0|2.0|23.0|5.0|-7.35|0.0|0.0|0.0|1.2|-3.02|306.0|0.0|1.66e-06|-0.06319|6.0077|2.33|-1328.665275|916.07|334.44|398.12|0.2843199999999999|0.67902|-1328.531138|0.0173|-0.1576|1.9539|-1328.581677|2.3271|25.0|7.6021
14l_a23|0|1|1|0.0|7.423568444|0|0|3.402752757|0.060717916|-0.026530366|2|0.046283951|0.042748013|0.758109562|-0.288615723|0.01269616|-0.060692376|-0.061788679|2|0.01180744|0.07815878|-0.074441567|-0.136106024|2|0.778602826|0.836852328|1|0.921267667|-0.053549434|0.018669073|40.34135162|0.078732333|-0.0328459689999999|-34.03690099|-21.66909079|47.64388017|0.492922575|2879.181064|607.777253|2176.038061|0.210373806|8.006380163|0.972085426|6444.7098240000005|-714.7749208|27.44221375|0.01508774|666.0036144999999|9.953660282|0.0|0.0|3.52|0.09|-7.78|3.88|4.33|3.24|2.0|125.25|1.0|5.0|31.0|4.0|-6.1|0.0|0.0|0.0|3.78|-5.25|0.0023899999999999|0.0|1.65e-08|-0.07191|3.6274|3.79|-1669.224647|1185.79|341.8|560.51|0.67242|0.67242|-1668.983787|0.4239|-0.14639|6.0563|-1669.04569|8.2422|7.0|8.1798
1b_a5|1|0|0|0.0|6.605297921|0|0|0.0|-0.250420203|-0.061874543|2|0.0248765429999999|-0.095857885|0.0|-0.111923619|0.003886035|0.001241264|-0.028797464|1|0.003708988|-0.220946861|0.019611905|0.045204303|2|0.759794937|0.827319059|0|0.808828623|-0.07823203|0.010803163|168.30518769999998|0.191171377|-0.031306145|-19.56938257|-15.75970652|44.82086533|0.474445758|2171.716467|407.1693177|919.9167129|0.267518749|6.11909445|0.90275317|4577.125071|-293.5407385|21.51550842|0.019229427|357.34245360000006|9.680212283|1.0|1.0|1.81|0.0|-8.3|4.88|4.76|2.29|0.0|90.44|1.0|3.0|24.0|4.0|-5.99|0.0|1.0|1.0|3.38|-4.3|0.0157|0.0|4.99e-09|-0.04135|4789.0|3.1|-1050.506509|892.61|266.74|388.58|0.5153800000000001|0.43728|-1050.413506|87.0|-0.1892|2891.0|-1050.462425|4.3687|59.0|7.2291
LY580276_a4|0|0|0|0.0|7.535296702|1|1|2.067497166|-0.156842923|-0.020236527|1|0.044357639|0.0295482979999999|0.0|-0.063298854|0.010217376|-0.172607392|0.011772853|1|0.009622161|0.064209689|-0.019747846|-0.042912895|1|0.7921620090000001|0.847526918|0|0.8685269959999999|-0.057317455|0.008729943|11.22286434|0.131473004|-0.028035586|-16.49563923|-13.51117823|31.83019528|0.437093506|1948.220005|418.5688558|1511.5340210000002|0.152153004|5.456603642999999|0.7764939829999999|4098.640927|-247.4345884|15.93586849|0.008312438|345.4102548|4.0060099860000005|1.0|1.0|3.04|0.22|-6.56|4.49|4.43|3.13|0.0|84.74|1.0|2.0|22.0|3.0|-5.71|0.0|1.0|1.0|3.69|-4.21|0.0181|0.0|2.75e-07|-0.0225|5.2983|3.64|-959.4723321|865.23|276.03|402.99|0.36903|0.68002|-959.356125|0.1842|-0.18746|2.5355|-959.404416|3.2891|175.0|6757.0
22_a4|0|0|0|0.0|7.535296702|1|1|1.987636054|-0.043165663|-0.115883451|1|0.044357639|0.004808337|0.0|-0.257448045|0.004765062|-0.2078428719999999|-0.023072107|1|0.004237768|0.00771584|0.021636871|0.034720243|1|0.7797803109999999|0.8404413829999999|0|0.8612031509999999|-0.09491995|0.010702353|162.9809584|0.138796849|-0.036468635|-20.77508795|-17.52572365|50.75888571|0.4359219589999999|1950.173729|413.8681986|1477.437886|0.155532959|5.495481464|0.772804341|4074.564287|-311.62631919999995|20.75359108|0.011296354|338.71903330000004|5.428686137000001|1.0|1.0|2.2|0.11|-5.24|3.19|3.54|2.09|0.0|87.12|2.0|2.0|22.0|3.0|-5.91|0.0|1.0|1.0|2.81|-3.98|0.0301|0.0|5.77e-06|-0.03046|4.468999999999999|3.38|-934.240411|860.77|305.85|400.29|628.0|0.65771|-934.12356|0.1293|-0.16754|3.5548|-934.171365|5.4110000000000005|47.0|7.3279
3c_a49|0|0|0|0.0|7.535296702|1|1|2.108416128|0.034009672|-0.016347266|2|0.036335697|-0.04696024|1.879769411|-0.248722888|0.006218639|-0.05815918|0.0127926339999999|1|0.006470561|-0.0780996759999999|-0.0612829229999999|-0.101919761|2|0.802792677|0.8605470759999999|1|0.7963363840000001|-0.071786669|0.0148240689999999|89.34479838|0.203663616|-0.0252377479999999|-24.24485565|-14.4326528|49.52988301|0.4791465279999999|2521.794855|455.3990518|1667.1178220000002|0.362777444|6.567311051|0.919925763|5544.351498|-387.9176903|22.64931248|0.021783913|542.7276591|12.45751629|0.0|1.0|2.67|0.18|-7.54|3.63|3.87|1.84|1.0|109.43|1.0|4.0|28.0|4.0|-6.93|0.0|1.0|1.0|2.86|-3.86|0.0505|0.0|2.89e-08|-0.0606|5.1584|3.99|-1198.634822|1046.53|322.71|456.22|0.32539|0.6692100000000001|-1198.430306|0.0729|-0.15853|3.6122|-1198.484646|3.7789|87.0|7.0605
16d_a32|1|1|1|0.0|7.765993078999999|0|0|0.0|0.170838661|-0.087123461|0|0.0421759259999999|0.0115077539999999|2.07416189|-0.7589895790000001|-0.00839148|-0.134892903|-0.0517549079999999|3|-0.005427254|0.021406827|-0.128753933|-0.239509216|0|0.8575664540000001|0.916850163|1|0.7554930740000001|-0.091212351|0.032003415|115.2070109|0.244506926|-0.036437402|-39.15098916|-21.26791022|71.91900971|0.4429631189999999|2588.214866|440.9688416|3152.666302|0.384250302|6.221435089|0.79521327|5768.495166|-508.962859|34.53986301|0.0332953229999999|457.7130665|19.43393087|1.0|0.0|3.01|0.18|-6.59|5.26|3.82|0.65|1.0|102.33|1.0|6.0|26.0|5.0|-6.62|1.0|0.0|1.0|3.12|-4.18|0.0257|0.0|2.55e-07|-0.05068|3.6271|3.78|-1877.332369|1023.44|341.83|489.97|0.70217|0.70217|-1877.185022|0.2915|-0.15009|3.2048|-1877.241687|3.8853|8.0|8.1135
10_a32|1|1|1|0.0|7.765993078999999|0|0|0.0|0.153272514|-0.087497559|0|0.03995614|-0.020186906|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|-0.047619048|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.229450999|0|0.8607827790000001|0.915639476|1|0.7622839570000001|-0.088310158|0.02575778|57.97512956|0.237716043|-0.038939628|-46.69945835|-24.0541214|70.46302679|0.449853016|2649.882742|470.8845962|2980.525719|0.305365257|7.079344111|0.81769605|5842.926058|-653.7924168|34.62844557|0.025106509|513.9156315|15.50900878|1.0|0.0|3.12|0.22|-6.99|5.64|4.21|0.88|1.0|107.14|1.0|7.0|27.0|5.0|-6.44|1.0|0.0|1.0|3.42|-4.41|0.0155|0.0|1.0300000000000001e-07|-0.05434|3.6441|4.12|-1916.631761|1086.09|340.24|533.89|0.70228|0.70228|-1916.460049|0.2983|-0.15088|2.4919|-1916.519894|3.2297|7.0|8.1427
5a_a49|0|0|0|0.0|7.853604813|2|2|2.111324504|0.079751437|0.007039248|2|0.034466231|-0.072902329|1.878067786|-0.493952547|0.007647515|-0.046327135|0.076610236|1|0.008623164|-0.1205081119999999|-0.158356406|-0.26176436|2|0.7979412790000001|0.855876084|1|0.800090055|-0.072109357|0.028578361|124.92862240000002|0.199909945|-0.027311576|-26.93578408|-15.97587337|58.89715956|0.490453006|2797.737637|468.0117167|1887.422375|0.393071247|6.0732145310000005|0.962527525|6294.404170000001|-457.9083293000001|26.32248561|0.0270848489999999|592.5885712|15.84324998|0.0|0.0|2.93|0.22|-6.92|3.3|3.68|2.07|1.0|116.62|1.0|3.0|30.0|5.0|-6.84|0.0|1.0|1.0|2.93|-4.29|0.0202|0.0|1.1900000000000001e-07|-0.05062|5.2443|4.14|-1311.960542|1082.25|316.13|443.78|0.31953|0.66225|-1311.743648|0.0529|-0.16176|5.6104|-1311.799168|7.0102|43.0|7.3665
4c_a49|0|0|0|0.0|7.535296702|1|1|2.102052126|-0.048954892|-0.044371138|2|0.03583878|-0.099764463|1.78683516|-0.339843311|0.001379959|-0.102999091|0.006194124|1|0.00202792|-0.163476035|-0.001005604|-0.001647802|2|0.7796063109999999|0.826523164|1|0.76159824|-0.087753156|0.012079228|82.02101639|0.23840176|-0.029809452|-35.82016427|-19.20596967|64.32113331|0.473304159|2719.702873|490.6910965|1683.872161|0.275946172|8.474369008|0.898629005|6046.668361|-680.5831211|26.5256103|0.0173567219999999|707.2397315000001|11.182784300000002|1.0|1.0|2.97|0.25|-7.97|3.55|3.19|1.47|1.0|120.43|1.0|7.0|31.0|5.0|-7.53|0.0|0.0|1.0|2.6|-3.58|109.0|0.0|1.07e-08|-0.0623299999999999|5.74|3.04|-1332.607539|1199.04|325.7|533.87|0.4164199999999999|0.67789|-1332.336755|0.0821|-0.15925|3.4931|-1332.398001|4.9358|255.0|6.5935
1a_a18 (SB-431542)|1|0|0|0.0|7.423568444|1|1|0.0|0.043282217|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|1|0.7462411859999999|0.805877431|0|0.5940412860000001|-0.126408788|0.033020439|160.410387|0.405958714|-0.0462988229999999|-43.12110169|-27.46300805|94.56841061|0.472443977|2678.82389|352.3666367|1890.195809|0.2468003389999999|7.52384981|0.895533283|5748.422847|-733.0587287000001|36.46179023|0.02438148|513.4628663999999|14.4623285|1.0|1.0|2.35|0.05|-7.69|4.04|3.63|1.54|1.0|106.85|1.0|4.0|29.0|5.0|-6.73|0.0|0.0|1.0|2.85|-4.25|0.0218|0.0|2.03e-08|-0.05971|3.8208|4.57|-1292.553086|1048.7|376.27|464.08|0.55409|0.69868|-1292.358966|0.3347|-0.13329|5.9926|-1292.414518|8.8609|125.0|6.9031
10_a3|0|0|0|0.0|6.823286122000001|0|0|0.0|0.190318474|-0.1152010919999999|3|0.034166667|0.017396832|1.684975382|-0.381954986|-0.008037672|0.018484177|0.043342516|1|-0.005959152|0.033279122|-0.0495219879999999|-0.0947326669999999|3|0.743072638|0.8136572320000001|1|0.747406318|-0.1007256719999999|0.014615264|248.0820067|0.252593682|-0.0359752729999999|-21.21655855|-16.65993003|53.41368558|0.41220272|2098.79955|346.1193167|1361.86525|0.293370676|5.031169383|0.701266803|4600.496436|-254.5987025|23.57661855|0.023470578|311.6695405|10.86908195|0.0|1.0|1.78|0.0|-6.51|3.79|3.41|1.2|0.0|88.28|1.0|2.0|22.0|4.0|-6.44|0.0|0.0|1.0|2.52|-3.84|0.0443|0.0|3.06e-07|-0.06238|5375.0|1.64|-1288.150029|830.63|362.35|323.26|0.41894|0.68995|-1288.050987|0.0463|-0.15011|6.7458|-1288.097561|9.3381|7943.0|5.1
47r_a18|0|0|0|0.0|7.03438793|1|1|0.0|0.029358241|-0.216996268|0|0.035706215|0.041686585|0.0|-0.40455848|-0.005176133|-0.02952923|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.362261236|0|0.7698681909999999|0.8075001|0|0.769578222|-0.083915825|0.0155038689999999|13.30156885|0.230421778|-0.031669652|-48.70193962|-23.68254797|74.34599189|0.49394971|3389.050097|575.4901675|1504.28892|0.311925149|9.819988422|0.976088187|7727.455993|-1168.846551|34.41856352|0.0225607039999999|1005.982493|16.87088158|1.0|1.0|0.0|0.22|-7.46|0.43|3.76|2.23|3.0|145.82|1.0|9.0|36.0|4.0|-6.12|0.0|0.0|0.0|2.2|-5.64|0.00117|1.0|3.48e-08|-0.0522799999999999|3.1705|9.2|-1964.813473|1387.23|391.06|729.75|0.69545|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-1964.516246|3.2001|231.0|6.6364
