molecula|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|AATSC7i|MATS1i|AATSC1i|GATS1are|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
14v_a23|0|1|0.0|-4.844615416|2|7.423568444|0|0|3.004639728|0.135774541|5.351858133|2|0.047323232|0.055572317|0.636416435|-0.002390707|0.017156562|-0.015149431|0.170475376|-0.0962526|-0.2952674819999999|0.598213287|0.845160857|0.575188253|1|0.916605275|-0.067342061|-0.09479984|0.31419322|0.019811827|-44.4776373|78.86310829|55.07999434|-0.042752869|-41.35406587|8.64241561|0.788328659|-2.180396311|-29.37629463|76.42257099|57.56282152|0.457213347|3399.4261450000004|-1440.093681|2679.111279|0.211671341|7.743452839|8458.789829000001|35.81898321|0.020908947|-380.8667976|676.4530574|13.80980223|1.0|3.62|26.0|3.97|6.18|114.25|1.0|126.97|0.0|7.0|35.0|1.0|0.0|4.28|-6.0|1.29e-07|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|-0.07843|3694.0|-2042.182282|-2042.161744|1206.02|335.64|335.64|0.6017100000000001|-2041.93452|348.0|4.5506|0.02053833|4.0|8.4001|8.4001
7b_a8|1|0|3.213855584|0.0|1|7.535296702|1|1|1.4628217119999998|-0.119760914|5.4161004020000005|1|0.040873016|-0.024156447|0.0|0.002074537|-0.052309137|-0.0254956129999999|-0.039357491|-0.021509048|-0.035044152|0.710658316|0.8453887859999999|0.677544268|0|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|0.033167971|-60.75943432|145.0783004|166.30684230000003|-0.041332642|-35.90168309|11.89970852|0.753935657|-1.901301524|-36.39338307|73.70461365|80.62622045|0.4787988|2776.185773|-1138.832108|1780.952171|0.246064343|7.698000901|6185.0105140000005|32.83731114|0.022982731|-304.2022276|545.9267515|13.76608164|1.0|3.49|23.0|4.48|3.8|92.93|0.0|110.8|0.0|3.0|30.0|0.0|1.0|3.5|-4.94|5.64e-06|1.14e-05|0.00454|3.61|0.0|2.25e-08|-0.06833|3.26|-1330.622441|-1330.595067|1067.73|380.32|269.85|0.7025100000000001|-1330.392289|139.0|9.9463|0.0273745|13.53|4.8687|4.8687
9i_a40|0|0|0.0|0.0|1|7.515889085|0|0|1.841293462|0.074116257|5.4161004020000005|0|0.045555556|0.187127708|0.891973262|0.004532692|0.201624407|-0.1788455119999999|0.333430103|0.105172175|0.187399127|0.831946443|0.824009442|0.7947633409999999|1|0.830980762|-0.092881258|-0.088485615|0.006324687|0.011010661|-46.80087537|213.7117392|85.16517222|-0.036869006|-22.46593254|2.795536563|0.8590224540000001|-1.327284222|-23.58195819|49.81256531|52.34891159|0.477626156|2056.370683|-668.7900768999999|335.9672843|0.140977546|7.700852478|4201.058793|21.62632891|0.010372658|-361.8074422|351.4600612|5.226560183|1.0|3.25|20.0|3.84|4.02|84.45|1.0|91.11|0.0|2.0|22.0|0.0|1.0|3.52|-4.71|4.79e-06|1.97e-05|0.00603|3.85|0.0|9.31e-07|-0.05989|2.8936|-1273.334714|-1273.31399|883.84|428.48|284.3|0.70339|-1273.167389|0.3362|2.0895|0.02072395|1.25|5.9031|5.9031
7_a15|0|0|0.0|0.0|0|0.0|0|0|0.0|-0.2269896539999999|0.0|1|0.035075075|0.145944639|0.0|-0.0013239329999999|0.038636783|0.0019353679999999|0.213947987|-0.211522056|-0.310081401|0.857287135|0.740089344|0.8115121240000001|0|0.841400327|-0.074406877|-0.110819329|0.403524276|0.036600739|-41.29775265|103.8062879|88.02694557|-0.026500274|-34.13832456|11.27499976|0.448664402|-1.2190126140000002|-22.92132733|85.26222186|61.6121151|0.396557391|2330.667514|-676.5837204|1624.468817|0.551335598|6.01738192|5097.868552|32.78250222|0.042799094|56.98518567|474.9756287|23.75461091|1.0|3.16|18.0|3.38|4.64|61.84|0.0|99.77|0.0|7.0|26.0|0.0|1.0|3.35|-4.49|1.46e-05|3.2e-05|0.0113|3.84|0.0|6.41e-08|-0.0284899999999999|3.7495|-1184.385377|-1184.367098|1000.95|330.67|279.33|0.70497|-1184.168094|0.0169|1.1115|0.01827873|227.0|6644.0|6644.0
1m_a5|1|0|2.934162514|0.0|0|6.605297921|0|0|0.0|-0.252787668|4.59511985|2|0.026339869|-0.07112464|0.0|0.006422789|-0.10797859|-0.011848312|-0.118494698|0.042813643|0.07132816|0.691858366|0.851987765|0.63664685|0|0.8823955520000001|-0.070959368|-0.071478865|0.429612762|0.009030414|-37.380714700000006|154.6334216|61.95289543|-0.028977918|-19.83596661|2.506013299|0.73847373|-1.072182971|-19.69180207|46.74648368|42.13785007|0.482646195|2183.167528|-564.8157081|841.0375686000001|0.26152627|6.911100301|4584.808374|20.67140479|0.0172594319999999|-251.2513491|383.4128238|9.092103139|1.0|2.69|23.0|5.11|4.85|54.46|0.0|95.5|0.0|3.0|24.0|0.0|1.0|3.63|-4.74|2.99e-05|1.82e-05|0.00607|3.69|0.0|2.35e-09|-0.0507699999999999|4.3983|-1410.912452|-1410.88022|926.13|281.89|265.61|0.45426|-1410.783167|0.2373|1939.0|0.03223201|43.0|7.3665|7.3665
12j_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.04148877|5.351858133|2|0.043848238|-0.02473642|0.0|0.005613018|0.0074730759999999|-0.075816941|-0.0431311459999999|-0.053644471|-0.09353607|0.8414737059999999|0.846470093|0.7991060659999999|0|0.842199041|-0.073909106|-0.094132698|0.328405591|0.015613498|-47.76354083|88.51817261|101.9784021|-0.036204884|-39.31313154|6.520746879|0.8134611009999999|-1.882653966|-30.8670468|69.55167701|57.85371764|0.476658597|2784.7999170000003|-1216.65955|2258.891981|0.1865388989999999|8.067697897|6105.3402670000005|28.76265258|0.01349128|-405.1466163|686.039456|8.71869951|0.0|4.76|17.0|4.35|2.93|81.65|0.0|132.24|0.0|5.0|30.0|0.0|1.0|2.91|-5.15|2.21e-06|7.05e-06|0.00291|4.23|0.0|9.75e-08|-0.05106|3.4788|-1615.096172|-1615.064152|1175.75|356.4|238.56|0.68625|-1614.831741|0.1516|4.6727|0.03201935|9.0|8058.0|8058.0
14_a47|1|1|2.871076328|0.0|0|6.605297921|0|0|0.0|-0.126490693|4.59511985|2|0.036632997|0.017068634|1.484493371|-0.008212621|-0.01670074|0.0295267039999999|0.05124606|-0.020596219|-0.061837113|0.5975877820000001|0.8467634620000001|0.579833096|1|0.681598464|-0.093553938|-0.094132436|0.2662137639999999|0.020106089|-47.18187618|64.60629385|160.57883|-0.034963476|-23.9422834|5.113919242|0.664709719|-1.223721666|-23.79514424|61.62381153|57.32194098|0.474828277|2254.664317|-617.1571777|670.2518865000001|0.335290281|6.909385453|4695.98899|26.52746264|0.028057496|-166.1354667|310.8026328|14.15018248|1.0|2.78|21.0|3.97|4.88|66.49|0.0|86.58|0.0|3.0|24.0|0.0|1.0|3.16|-4.13|0.000108|7.46e-05|0.0241|2.91|0.0|1.63e-08|-0.06057|3.9671|-1127.737484|-1127.700693|849.76|312.53|312.53|0.68345|-1127.610422|0.2452|2.2485|0.03679054|8.0|8.1|8.1
7_a1|0|0|0.0|0.0|1|7.860570786|2|2|2.307091837|-0.055291895|5.777652323|1|0.035718954|-0.048878707|0.0|0.0021597079999999|-0.07233584|-0.024096172|-0.077833285|-0.245732751|-0.391298966|0.7795049279999999|0.862051935|0.729621031|0|0.710959153|-0.083362936|-0.098295453|0.289201649|0.035937867|-40.16416679|111.9204437|139.2595474|-0.031040669|-22.81733634|8.342261787|0.603382856|-1.179545431|-19.35104936|61.72628137|57.47898976|0.452829665|2150.215999|-568.3036318|1466.924404|0.396617144|5.07667644|4519.238270000001|24.78585294|0.029820838|-99.61948195|351.4191817|14.36764539|1.0|3.09|17.0|3.43|3.29|49.17|0.0|85.88|0.0|2.0|23.0|0.0|1.0|2.72|-3.71|0.000696|0.000195|0.0595|2.48|0.0|2.29e-06|-0.02433|4.0504|-1009.509475|-1009.48087|864.85|306.1|306.1|0.69902|-1009.350293|0.2961|4575.0|0.02860499|0.46|6.3372|6.3372
12o_a36|1|0|3.444418304|0.0|0|7.412764017000001|2|2|0.0|0.01340619|5.351858133|2|0.040770975|0.03842353|0.0|-0.00233752|-0.059733192|-0.010904454|0.065221584|-0.126068378|-0.213993335|0.859938421|0.848816593|0.817582774|0|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|0.023402195|-59.0895896|55.47133795|173.4105814|-0.03541591|-55.10596064|12.13767506|0.666462845|-2.018706878|-42.554984000000005|95.66406176|75.94332024|0.469699889|3009.981519|-1453.826968|2778.220342|0.333537155|7.322888607|6622.134304|38.27030489|0.026586303|-239.7655413|757.7532208|19.1468529|0.0|4.97|17.0|2.38|1.65|98.3|0.0|138.06|0.0|7.0|33.0|0.0|0.0|1.47|-3.64|0.000292|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|-0.05456|3.8726|-1440.969954|-1440.926241|1240.51|320.16|238.77|0.67273|-1440.671057|0.2888|4.9237|0.04371335|0.04|7.3979|7.3979
19l_a38|1|0|3.280796643|0.0|0|7.412764017000001|2|2|0.0|-0.086107169|5.351858133|2|0.04391253|0.103904811|0.0|-0.001197042|-0.02967593|-0.032264281|0.217841852|-0.091460175|-0.191751024|0.723755855|0.89459881|0.700181525|0|0.799611189|-0.079681862|-0.100870929|0.51306986|0.0219046379999999|-51.6277901|133.9992534|129.8367176|-0.037359603|-42.34617024|9.195687319|0.7374102309999999|-2.017418574|-33.45088372|79.04689476|65.82033039|0.430111845|2921.048554|-1307.13389|2934.313773|0.262589769|6.568874137999999|6705.993411|32.82593886|0.021129331|-307.64756780000005|696.3887025|13.69020024|1.0|4.94|17.0|4.03|3.09|81.23|0.0|135.78|0.0|6.0|32.0|0.0|1.0|3.22|-4.72|1.15e-05|1.89e-05|0.00807|3.55|0.0|5.27e-08|-0.0603299999999999|3354.0|-1409.5865199999998|-1409.557954|1164.34|369.66|337.75|0.7044|-1409.309206|0.0233|6.5627|0.02856649|14.0|7.8633|7.8633
16_a3|0|0|0.0|0.0|0|6.823286122000001|0|0|0.0|0.183636734|4.727387819|2|0.045993266|0.027762972|1.614080058|-0.010377537|-0.013328983|-0.018884246|0.069124437|0.0032314229999999|0.008045619|0.659478546|0.838125715|0.640070307|1|0.6974791290000001|-0.108919585|-0.100138414|0.252612735|0.012203576|-53.7971544|248.6415425|149.4199775|-0.041233465|-24.42909382|2.977102266|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|59.82469895|0.484889078|2184.788331|-692.4398741|1290.305313|0.1703181989999999|5.780331402000001|4733.033232|24.54661368|0.0143895839999999|-325.670405|328.71459869999995|7.107249553|1.0|3.13|21.0|4.74|4.57|92.93|0.0|90.44|0.0|2.0|23.0|0.0|1.0|3.5|-4.49|1.05e-05|3.2200000000000003e-05|0.0104|3.35|0.0|6.97e-08|-0.07095|3.2208|-1371.388717|-1371.360243|856.09|384.94|384.94|0.6944100000000001|-1371.250459|0.3866|2.8688|0.02847445|42.0|7.3768|7.3768
20_a47|0|1|0.0|0.0|1|6.86171134|0|0|1.1934608|0.055662511|4.727387819|2|0.039520202|0.031814023|1.010373001|-0.009220816|-0.052370531|0.071506228|0.087325054|-0.108236785|-0.297094867|0.61847122|0.8575369009999999|0.59534794|1|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|0.023587109|-45.68149289|43.63174229999999|169.6050003|-0.032859105|-27.33327788|7.00733184|0.595234209|-1.38008239|-24.89884887|69.09296541|58.53772498|0.4642647929999999|2630.63609|-752.2184736|1219.306754|0.404765791|7.022502229|5896.060936|30.08893541|0.034758191|-103.815441|428.5826478|18.94506718|1.0|3.19|21.0|2.56|4.54|84.73|0.0|99.68|0.0|5.0|28.0|0.0|1.0|3.09|-4.08|8.72e-05|8.32e-05|0.0316|2.63|0.0|4.89e-08|-0.06357|3.9808|-1335.742176|-1335.708279|964.94|311.45|311.45|0.68219|-1335.566785|0.2807|3.1747|0.03389691|3.0|8.6|8.6
14w_a23|0|1|0.0|0.0|2|7.423568444|0|0|3.132012648|0.013971812|5.351858133|2|0.046678487|0.045196333|0.6813799420000001|0.003379755|-0.042151195|-0.031435038|0.126238077|-0.073958723|-0.206574435|0.5788469970000001|0.8668730109999999|0.558482531|1|0.7880718659999999|-0.070714528|-0.088508061|0.228641034|0.022440155|-46.76570273|43.30287556|140.15462380000002|-0.035779855|-38.70975831|9.814393755|0.743451788|-1.681653166|-30.92760432|72.23920014|61.60607046|0.4972095239999999|3071.908367|-1112.129203|2283.383402|0.256548212|7.833745658|6998.078982999999|31.82765022|0.020725002|-322.004381|597.2903597999999|13.70608418|0.0|3.42|26.0|4.2|5.14|105.02|1.0|120.2|0.0|5.0|32.0|0.0|0.0|4.05|-5.27|2.09e-06|5.41e-06|0.00242|3.78|0.0|1.17e-08|-0.0798|3.6632|-1828.385903|-1828.363862|1150.31|338.46|338.46|0.6219399999999999|-1828.161957|0.3855|7.0157|0.02204118|2.0|8.6737|8.6737
47s_a18|0|0|0.0|0.0|0|7.03438793|1|1|0.0|0.026229332|4.844187086|0|0.035632184|-0.026883417|0.0|0.002573931|0.0134295589999999|-0.031515152|-0.040169986|-0.168728915|-0.252119673|0.724028067|0.745196689|0.716761234|0|0.84543779|-0.070258863|-0.08106112|0.306379663|0.008446541|-53.18668656|10.92659868|117.0051929|-0.030108416|-46.45326408|4.840414512|0.820470855|-2.107589125|-40.26287221|69.29837549|59.58080589|0.4740142|2992.734821|-1595.466781|1529.863965|0.179529145|9.811856136|6968.705069|27.77963709|0.010481057|-485.1995077|1093.725912|7.934268528|1.0|4.41|18.0|4.06|3.93|76.5|1.0|149.34|0.0|10.0|36.0|0.0|0.0|3.19|-5.45|1.12e-06|3.53e-06|0.0017|4.62|0.0|3.8199999999999997e-10|-0.0491399999999999|3218.0|-1534.196027|-1534.174077|1435.42|385.29|385.29|0.6926800000000001|-1533.737579|0.5203|2.3134|0.02195039|616.0|6.2104|6.2104
A8301_a51|0|0|0.0|0.0|1|6.86171134|0|0|1.700610355|0.0245770529999999|4.727387819|2|0.039058957|0.078523314|1.987294898|0.00740124|-0.012770742|-0.1227504419999999|0.135886548|-0.0357324579999999|-0.0618359079999999|0.7595189840000001|0.750630149|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|0.008152073|-35.90764428|36.55933899|42.37868986|-0.032775831|-32.90818536|3.437697042|0.854959635|-1.6387915469999998|-23.3177516|56.90163721|41.20144811|0.4799553379999999|2799.106729|-1064.200534|2461.663545|0.145040365|6.890532887999999|6401.6494600000005|24.89475504|0.009586697|-461.0082758|690.8826121000001|6.225421319|1.0|3.49|27.0|5.5|5.52|87.72|1.0|129.04|0.0|5.0|31.0|0.0|1.0|4.58|-5.93|2.5e-07|1.17e-06|0.000495|5.02|0.0|4.12e-10|||||||||||||12.0|7.9208|7.9208
15a_a22|0|0|0.0|0.0|1|6.842683282|0|0|1.646649187|-0.136588366|4.727387819|2|0.038167849|0.021482585|1.614660505|0.005288335|-0.057308195|-0.015194063|0.036467904|-0.097476465|-0.165471815|0.6819423609999999|0.794858486|0.655865336|1|0.86664032|-0.061755825|-0.081705465|0.410151945|0.02126757|-41.92018177|96.58317516|90.52525878|-0.031425179|-37.6479704|9.799599501|0.702735071|-1.634109304|-28.45564196|70.12529157|56.35672103|0.444668211|2884.815511|-1109.242072|2169.226845|0.297264929|8.157552588|6322.278103000001|30.3550786|0.0216014629999999|-275.2352849|684.5377542|14.66318798|1.0|3.42|27.0|3.87|4.31|85.59|0.0|124.05|0.0|6.0|32.0|0.0|1.0|3.19|-4.68|2.25e-05|2.1e-05|0.00881|3.18|0.0|6.1e-10|-0.0600399999999999|3.6496|-1368.35331|-1368.321775|1189.31|339.72|245.14|0.69076|-1368.0755869999998|0.0955|5.2588|0.03153544|143.0|6.8447|6.8447
8a_a50|1|1|3.139870661|0.0|1|7.860570786|1|1|2.03117465|-0.0737162059999999|5.777652323|1|0.03904321|-0.0224366579999999|1.99158738|0.007671336|-0.150515325|-0.058014797|-0.038971589|-0.065546446|-0.11385159|0.75162266|0.8718949979999999|0.7135713840000001|1|0.860876738|-0.069208148|-0.08230347|0.278028663|0.018809422|-34.88425666|133.8183888|70.12485884|-0.031655181|-20.91041439|4.778811898|0.751415713|-1.234552044|-17.58335405|50.06249379|44.36511568|0.46183401|2206.356773|-622.2739931|1503.563342|0.248584287|5.754657432|4638.284496|21.23424244|0.017017336|-253.4513797|388.171611|8.577560914|1.0|3.34|20.0|3.63|3.71|59.39|0.0|94.75|0.0|2.0|24.0|0.0|1.0|2.87|-4.13|0.000138|7.48e-05|0.0234|2.95|0.0|4.82e-07|-0.0280699999999999|4.1738|-1006.671867|-1006.637067|912.7|297.06|220.53|0.60625|-1006.508913|0.1217|3.5509|0.03479985|47.0|7.3279|7.3279
4_a4|0|0|0.0|0.0|1|7.535296702|1|1|2.156628874|-0.183963421|5.4161004020000005|2|0.036775068|-0.0214610589999999|2.183056868|0.011760626|-0.110597574|-0.037623601|-0.035166634|-0.048056862|-0.078747188|0.646069495|0.8306695270000001|0.636572383|1|0.933276024|-0.049768752|-0.06873731|0.456474074|0.008570112|-25.64211031|13.70182982|34.37786704|-0.0255766729999999|-18.24679326|2.274995377|0.793717973|-1.099796957|-13.21145879|40.86951119|30.05764711|0.398500394|2221.6122010000004|-566.6429946000001|1883.42405|0.2062820269999999|5.326452915|4878.070704|16.60255217|0.010586293|-302.661743|462.1867149|5.454324025|1.0|3.15|21.0|4.52|4.41|43.6|0.0|100.08|0.0|2.0|25.0|0.0|1.0|3.64|-4.57|7.59e-05|2.69e-05|0.00877|3.52|0.0|2.71e-08|-0.04865|4.0261|-1029.960398|-1029.93716|960.45|307.95|230.37|0.6010800000000001|-1029.763465|67.0|2.6814|0.02323788|78.0|7.1079|7.1079
9_a15|0|0|0.0|0.0|0|0.0|0|0|0.0|-0.217598467|0.0|1|0.04022792|0.096418279|0.0|1.7800000000000002e-05|0.05688176|0.005692073|0.140072812|-0.203104439|-0.295062413|0.85357243|0.742680335|0.8105478740000001|0|0.846156316|-0.073701648|-0.11668349|0.416635119|0.032464905|-41.10356167|105.5304352|85.79894134|-0.028575549|-36.29225274|10.09761131|0.51257747|-1.400201879|-22.92354152|85.14415759|59.20930631|0.4517825079999999|2392.3164920000004|-780.8954896|1689.926339|0.48742253|5.485176331|5375.400861|31.09118831|0.03598612|-14.02896218|532.0914339999999|20.06953345|1.0|3.16|18.0|3.9|4.95|61.84|0.0|104.74|0.0|7.0|27.0|0.0|1.0|3.69|-4.81|5.63e-06|1.53e-05|0.00562|4.24|0.0|2.69e-08|-0.0258899999999999|3.7487|-1223.705126|-1223.687392|1042.17|330.74|285.37|0.70552|-1223.463757|0.0115|1.4625|0.01773342|107.0|6.9706|6.9706
10_a32|1|1|3.294952523|0.0|0|7.765993078999999|0|0|0.0|0.153272514|5.733341277|0|0.03995614|-0.020186906|2.067772926|-0.0064007569999999|-0.028431775|-0.047619048|-0.03673326|-0.1260956869999999|-0.229450999|0.809370315|0.915639476|0.764217655|1|0.7622839570000001|-0.088310158|-0.1223816869999999|0.266552538|0.02575778|-54.55170955|57.97512956|146.8439966|-0.038939628|-46.69945835|9.828875607|0.6946347429999999|-1.7133436169999998|-33.69815077|91.10767604|70.46302679|0.449853016|2649.882742|-1058.381342|2980.525719|0.305365257|7.079344111|5842.926058|34.62844557|0.025106509|-240.4628923|513.9156315|15.50900878|1.0|3.56|19.0|5.64|4.21|149.27|0.0|107.14|1.0|7.0|27.0|1.0|1.0|3.42|-4.41|9.17e-07|3.89e-05|0.0155|3.23|0.0|1.0300000000000001e-07|-0.05434|3.6441|-1916.668776|-1916.631761|1086.09|340.24|340.24|0.70228|-1916.460049|0.2983|2.4919|0.03701539|7.0|8.1427|8.1427
4q_a46|0|0|0.0|0.09591943|1|7.832410927000001|1|1|2.151582577|-0.2520920439999999|5.587248657999999|2|0.0462962959999999|-0.012611536|0.0|0.012173202|-0.155661124|-0.081623022|-0.019471024|-0.1214838219999999|-0.187559576|0.716317772|0.848935944|0.703627625|0|0.913550004|-0.052170875|-0.070035423|0.258420996|0.014510206|-29.12008262|38.31894407|48.25357162|-0.021010627|-21.81959712|4.520667361|0.61955726|-1.050531344|-16.25388148|49.37907349|37.21920695|0.487775649|2234.596293|-586.3723734|1491.412605|0.38044274|6.038093227999999|4992.497361|18.92875482|0.018430997|-133.46593529999998|554.3688216|10.28758193|1.0|3.95|17.0|4.09|4.09|52.83|0.0|102.63|0.0|4.0|26.0|0.0|0.0|3.15|-3.89|0.000389|0.000129|0.0449|2.65|0.0|1.14e-07|-0.03042|4.5296|-1108.751283|-1108.729426|1043.05|273.72|273.72|0.69002|-1108.511662|0.1432|2.7026|0.02185677|743.0|6129.0|6129.0
12av_a36|1|0|3.4520047430000003|0.0|0|7.412764017000001|2|2|0.0|0.049150854|5.351858133|2|0.04250591|0.06882889|0.0|-0.00233752|-0.021036176|-0.039627578|0.1168328169999999|-0.126068378|-0.213993335|0.859938421|0.8571025990000001|0.817582774|0|0.752447733|-0.082283524|-0.105593135|0.277834652|0.021666882|-57.31621925|99.2415672|172.4374372|-0.035197712|-51.2347934|10.51297704|0.671916917|-2.006269572|-39.92474833|91.5101903|72.40871507|0.491188387|3011.024457|-1397.506828|2354.591519|0.328083083|8.975655204|6460.1184140000005|36.48912989|0.025779468|-239.5042702|757.7532208|17.95719936|0.0|4.96|17.0|2.38|1.65|98.3|0.0|138.06|0.0|7.0|33.0|0.0|0.0|1.47|-3.64|0.000292|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|-0.05307|3.4402|-1440.988179|-1440.945099|1247.28|360.39|256.12|0.70455|-1440.67411|0.0027|4.7666|0.04308001|39.0|7.4089|7.4089
5f_a40|0|0|0.0|0.0|1|8.149890544|0|1|1.656591081|-0.004886759|6.167516491000001|0|0.042936508|-0.085493191|0.769837491|0.000663516|0.166865076|0.062183277|-0.155235986|0.100535344|0.18254908|0.7039183109999999|875.0|0.680674762|1|0.7414714309999999|-0.113521559|-0.10969397|0.0528268609999999|0.020236763|-52.44868801|222.1847349|119.4441339|-0.041135239|-23.41506245|4.319700326|0.814393685|-1.316327637|-24.23209217|57.61052946|61.79838068|0.484099946|1932.388838|-608.163404|599.1117195|0.185606315|5.780627322000001|3963.475837|23.33651|0.015000038|-290.5093357|269.0442248|6.930245797|1.0|3.08|14.0|2.94|2.68|101.52|2.0|78.56|0.0|3.0|20.0|0.0|1.0|2.23|-3.31|0.000108|0.000491|0.14|2.2|0.0|0.000207|-0.06227|3.0611|-1232.983157|-1232.959261|793.54|405.03|325.97|0.69727|-1232.851443|0.0415|5.5961|0.02389588|112.0|6.9508|6.9508
11_a33|1|1|3.221176304|0.0|0|7.686621335|0|0|0.0|-0.151505631|5.6869753560000005|0|0.034984568|0.055664124|1.979284901|-0.003303432|0.143981643|-0.008908194|0.105574347|-0.122478641|-0.232296883|0.8389087140000001|0.921896958|0.781083337|1|0.857287241|-0.070841241|-0.104881435|0.229250542|0.033701864|-34.4118011|45.43139569|69.3240686|-0.030847481|-24.74805685|7.95236684|0.552878386|-1.048814353|-16.71585694|68.11455221|50.78279943|0.4673066279999999|2220.315582|-509.4714637|979.349175|0.447121614|5.24049311|4880.001461|27.10262364|0.035341374|-51.37234937|335.4799765|17.16740584|1.0|3.19|19.0|5.77|4.13|120.17|0.0|89.77|0.0|3.0|22.0|0.0|1.0|3.28|-4.38|3.32e-06|4.13e-05|0.0136|3.28|0.0|5.92e-07|-0.05806|3.5049|-1669.324638|-1669.304085|858.89|353.74|353.74|0.70381|-1669.202327|0.5408|3.1406|0.02055276|5.0|8.3188|8.3188
17d_a50|0|1|0.0|0.0|2|8.105609402|2|2|4.380250483|-0.152030219|6.042632834|1|0.031990741|0.006071856|2.234730384|0.012079|-0.136180713|-0.125540541|0.009780681|-0.200725906|-0.323333765|0.754575205|0.789310938|0.7276268779999999|1|0.929886823|-0.044172353|-0.069790853|0.8020670809999999|0.0152123589999999|-30.63468215|5.007868064|48.62532158|-0.025589979|-33.56790124|7.31681784|0.75405703|-1.535398758|-21.24595322|57.5414543|41.18485076|0.445708152|2824.70142|-1064.839192|2950.99157|0.24594297|6.996105516|6281.764548|23.53577933|0.013178555|-352.3903892|829.3813984|9.139672835|1.0|4.07|20.0|4.0|4.29|51.77|0.0|133.19|0.0|6.0|32.0|0.0|0.0|3.68|-4.88|3.17e-05|1.31e-05|0.00557|3.72|0.0|8.55e-08|-0.03251|4.0506|-1335.989008|-1335.962757|1263.22|306.09|306.09|0.66103|-1335.649722|0.1819|5.6557|0.02625058|74.0|7.1308|7.1308
12ab_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|-0.026189286|5.351858133|2|0.043854875|0.018023992|0.0|0.003529389|0.038312857|0.01563558|0.03046828|-0.12254489|-0.207153446|0.8397577820000001|0.855880335|0.794193541|0|0.7997534890000001|-0.082740301|-0.1008879709999999|0.4605456229999999|0.031588146|-58.23149599999999|119.79740259999998|140.93076580000002|-0.031859359|-49.97135112|15.64609074|0.603952976|-1.815983471|-40.9825333|92.49334877|80.46280277|0.461207954|3118.431712|-1278.064418|2618.234172|0.3960470239999999|8.44310703|6918.884105|37.1257096|0.030534507|-146.321375|792.3440337000001|21.48976996|1.0|4.87|17.0|3.94|2.63|100.11|0.0|140.26|0.0|7.0|33.0|0.0|0.0|2.52|-5.0|2.47e-06|9.94e-06|0.00456|3.81|0.0|1.47e-07|-49.0|3.4919|-1804.824495|-1804.79081|1275.19|355.06|258.2|0.68324|-1804.523449|0.1511|6.9089|0.03368522|17.0|7.7825|7.7825
