molecula|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|AATSC7i|MATS1i|AATSC1i|GATS1are|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
12l_a36|1|0|3.426092687|0.0|0|7.412764017000001|2|2|0.0|-0.0944961519999999|5.351858133|2|0.039061728|0.128666217|0.0|-0.000143196|-0.05158636|-0.0452558729999999|0.228884463|-0.098598933|-0.175397741|0.8707354620000001|0.8772535459999999|0.8212311840000001|0|0.84381923|-0.079972189|-0.107815735|0.3827446779999999|0.0220227089999999|-52.05361632|39.27257375|101.6575135|-0.038052612|-45.67788557|9.330278191|0.7379583590000001|-1.940683231|-33.88151556|83.76912404|66.38812034|0.4619814279999999|2843.514589|-1263.1838810000002|2385.788754|0.262041641|7.471134223|6121.6555530000005|33.56329135|0.02088234|-309.7725155|642.3830552000001|13.59224175|0.0|4.78|17.0|2.75|1.76|92.99|0.0|128.47|0.0|5.0|31.0|0.0|0.0|1.77|-4.29|2.72e-05|5.08e-05|0.0206|2.95|0.0|2.21e-07|-0.0510399999999999|3.8619|-1325.194654|-1325.15957|1155.07|321.05|321.05|0.6925|-1324.954011|0.4524|5392.0|0.03508404|0.02|7699.0|7699.0
12aq_a36|1|0|3.427017327|0.0|0|7.412764017000001|2|2|0.0|0.0332421529999999|5.351858133|2|0.041728395|0.076517478|0.0|-0.006653538|-0.1031859869999999|-0.028591187|0.131910912|-0.052743904|-0.090926893|0.892815402|0.89459881|0.849217847|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|-73.0277723|86.6958382|212.8220574|-0.042953452|-54.49698711|9.548598682|0.7619767479999999|-2.319486422|-48.79273723|95.39676382|87.31909781|0.426481765|2932.54604|-1549.740434|2906.024504|0.238023252|8.596645087999999|6296.75201|37.66374367|0.020701483|-350.0740123|689.2886595|13.83147784|0.0|4.83|17.0|1.92|0.98|112.29|0.0|131.85|0.0|6.0|32.0|0.0|0.0|1.15|-3.45|0.000304|0.000359|152.0|1.55|0.0|7.19e-07|-0.06059|3.3759|-1401.669694|-1401.637414|1190.22|367.26|317.51|0.7058300000000001|-1401.391057|0.0059|6.7649|0.03228003|55.0|7.2596|7.2596
8e_a12|0|1|0.0|0.0|1|6.803505258|1|1|1.873617728|0.050021617|4.727387819|2|0.037430556|0.0661362779999999|2.197856963|0.005196034|-0.087658302|-0.0309579439999999|0.112673977|-0.079913108|-0.136145064|0.83954453|0.815412281|0.797199175|1|0.939627917|-0.05202522|-0.087795345|0.001151979|0.0155147339999999|-29.79080011|51.38557748|34.57040021|-0.031094185|-28.78776717|5.0872236|0.7112578709999999|-1.492520871|-17.05887601|61.4656313|38.67488258|0.45384745|2548.979738|-854.6507103|2112.908299|0.2887421289999999|6.446557205|5490.975165|25.03342862|0.019545275|-241.94192880000003|561.9859171|11.19206011|1.0|4.11|21.0|3.34|2.68|55.1|0.0|117.04|0.0|3.0|28.0|0.0|1.0|3.12|-4.69|4.25e-05|2.03e-05|0.00744|3.53|0.0|1.19e-08|-0.05739|3.3044|-1177.619013|-1177.593205|1048.44|375.21|236.25|0.6954899999999999|-1177.380602|0.2252|1.0295|0.02580783|588.0|6.2306|6.2306
18c_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.12157783|5.351858133|2|0.042560386|0.011887112|0.0|-0.003436924|0.0119521719999999|-0.0351777|0.0211588229999999|0.003429114|0.006103754|0.841060094|0.885516463|0.802578397|0|0.717052026|-0.105618255|-0.1115683|0.42531141|0.019360263|-71.31647561|384.391404|191.0545887|-0.042101245|-50.86775696|8.826997739|0.7859920029999999|-2.2313660090000003|-48.15493021|87.76550537|84.38908035|0.448899917|3002.59061|-1506.682341|3094.729399|0.214007997|7.646050338999999|6685.737642|36.16826708|0.018410634|-386.2200097|713.7769663|12.43138832|0.0|4.85|17.0|3.04|1.72|124.74|0.0|135.37|0.0|6.0|32.0|0.0|0.0|1.91|-4.3|9.68e-06|5e-05|0.0221|2.74|0.0|6.520000000000001e-07|-0.05575|3.4848|-1744.500825|-1744.455795|1209.11|355.78|355.78|0.69123|-1744.2261030000002|0.3879|6.6462|0.04503016|12.0|7.9208|7.9208
43_a18|0|0|0.0|0.0|0|7.03438793|2|2|0.0|0.032999679|4.844187086|1|0.033734062|-0.05314954|0.0|0.002712865|0.031746165|-0.032429984|-0.079184068|-0.140532044|-0.2093696189999999|0.718255592|0.7458234990000001|0.712848727|0|0.852344887|-0.070166168|-0.0822489459999999|0.3439906129999999|0.006890688|-54.49271386|0.66443384|114.6724699|-0.0311212229999999|-49.60799696|4.156080507|0.8743733490000001|-2.302970476|-42.32033664|69.46280937|59.84418608|0.481954273|3172.923606|-1788.541603|1579.614523|0.125626651|10.01438533|7428.282915000001|27.64206062|0.007193089|-581.4944803999999|1228.492038|5.5863235410000005|1.0|4.54|18.0|4.5|4.08|76.5|1.0|160.76|0.0|9.0|38.0|0.0|0.0|3.48|-5.96|3.55e-07|1.09e-06|0.000554|5.1|0.0|2.52e-10|-0.04949|3.2233|-1611.621186|-1611.598032|1493.25|384.65|384.65|0.6926800000000001|-1611.126246|0.5429|3.0482|0.02315412|625.0|6.2041|6.2041
9n_a24|1|0|2.961528903|0.0|0|6.605297921|0|0|0.0|-0.2452954769999999|4.59511985|2|0.024179894|-0.141205159|0.0|0.008307337|-0.036651001|-0.03088354|-0.22754075|-0.12451554|-0.200646773|0.786587307|0.804201677|0.755793189|0|0.904556598|-0.052106597|-0.0777274979999999|0.331008994|0.017608478|-35.21502941|48.691073|64.50319929|-0.026905672|-35.50139138|8.042526681|0.652126509|-1.399094961|-23.79925701|67.36550766|47.11530904|0.4331595789999999|2542.730334|-945.545726|1361.307012|0.347873491|8.232847909|5356.5828|27.88350328|0.021951174|-205.6223122|631.9206508|14.83518955|1.0|3.17|23.0|4.41|4.14|66.93|0.0|114.29|0.0|7.0|29.0|0.0|0.0|3.13|-4.29|7.2e-05|5.14e-05|0.0198|3.07|0.0|2.31e-09|-0.03818|4.1028|-1239.1274939999998|-1239.095611|1155.03|302.2|252.31|0.63085|-1238.856882|0.0334|2.8552|0.03188309|19.0|7.7212|7.7212
13b_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.112353041|5.351858133|2|0.041728395|-0.035340334|0.0|-0.003436924|0.042845487|-0.0463169629999999|-0.062905093|0.003429114|0.006103754|0.841060094|0.892104517|0.802578397|0|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|0.018555474|-74.24619275|385.2420923|206.54056530000005|-0.042850934|-51.76819834|8.459192992|0.800290866|-2.271099499|-50.13056864|88.26741491|86.77473353|0.454574838|3002.926824|-1533.432289|2319.48655|0.1997091339999999|8.804739699999999|6627.406474|36.15271139|0.017174033|-405.5090587|713.7769663|11.59580043|0.0|4.76|17.0|3.04|1.72|124.74|0.0|135.37|0.0|6.0|32.0|0.0|0.0|1.91|-4.3|9.68e-06|5e-05|0.0221|2.74|0.0|6.520000000000001e-07|-0.05434|3.5056|-1744.492044|-1744.446479|1210.94|353.68|245.51|0.6862699999999999|-1744.2179010000002|0.1415|3.8495|0.0455651|26.0|7.5901|7.5901
13j_a6|1|0|3.409065702|0.0|0|7.412764017000001|1|1|0.0|0.0353600779999999|5.351858133|1|0.041728395|0.07522656|0.0|-0.011017781|-0.0951246069999999|-0.047513534|0.121750719|-0.045418125|-0.073507141|0.8744720490000001|0.8353837409999999|0.830577798|0|0.6229641429999999|-0.120219472|-0.129511589|0.205764388|0.03111288|-80.33128667|180.6709018|251.937353|-0.046428683|-57.82670518|13.89184843|0.7841668409999999|-2.460720196|-53.67779048|99.85109065|101.1210779|0.433600896|2907.3053210000003|-1644.266245|2634.320708|0.215833159|8.741405506|6276.316063|39.56287079|0.0199201689999999|-379.7635712|673.8038326000001|13.31076198|1.0|3.56|23.0|4.16|3.54|115.15|0.0|120.17|0.0|6.0|32.0|0.0|1.0|2.82|-4.48|9.32e-06|3.28e-05|14.0|2.95|0.0|3.18e-09|-0.0488899999999999|3.5599|-1426.5532050000002|-1426.520775|1196.6|348.28|339.64|0.7045100000000001|-1426.272674|0.0259|8.3187|0.03242949|262.0|6.5817|6.5817
LY364947_a10|1|0|2.949609552|0.0|0|6.605297921|0|0|0.0|-0.278922508|4.59511985|2|0.0273958329999999|0.0938628109999999|2.084955541|0.007575|0.010202602|-0.006198347|0.1625645369999999|0.04209715|0.072909639|0.706034038|0.7792035190000001|0.681525895|1|0.8431045490000001|-0.076999385|-0.075303751|0.449473391|0.009678082|-34.01613475|144.7228349|69.31194102|-0.029665114|-14.69643595|1.88879448|0.7234846559999999|-0.978948758|-15.02735938|41.53157099|38.29163558|0.486715511|1896.845282|-432.4716757000001|839.5356408|0.276515344|4.702575386|3903.496845|18.1140017|0.018707677|-197.4583104|287.99188260000005|8.264519015|1.0|2.46|21.0|3.97|3.69|54.46|0.0|82.56|0.0|2.0|21.0|0.0|1.0|2.8|-3.86|0.00029|0.000137|0.0374|2.74|0.0|6.31e-08|||||||||||||59.0|7.2291|7.2291
8d_a8|1|0|3.190160226|0.0|1|7.05012252|0|0|1.41693287|-0.12349902|4.844187086|1|0.042323232|0.071729931|0.0|-0.00267541|-0.077977198|-0.117111249|0.111668404|0.016471091|0.025642021|0.76211539|0.804372443|0.734212688|0|0.6932924890000001|-0.1072746469999999|-0.103150936|0.377028311|0.028038295|-69.95878302|57.93693239|200.0182229|-0.03820405|-43.86958028|11.92454747|0.675359878|-2.063018716|-45.62337399|86.29065071|88.24385833|0.483207744|2863.968296|-1345.390391|2093.380666|0.324640122|7.507839835|6596.888351|36.89090464|0.029166961|-228.7206541|682.0472537|19.02113117|1.0|3.61|23.0|3.93|3.32|112.23|0.0|121.1|0.0|6.0|32.0|0.0|0.0|3.0|-4.47|1.24e-05|3.4200000000000005e-05|0.0147|2.89|0.0|2.38e-08|-0.0600299999999999|3.2963|-1447.595474|-1447.559429|1185.65|376.13|265.12|0.70165|-1447.2928029999998|0.1879|6.0111|0.03604461|18.61|4.7303|4.7303
3_a3|0|0|0.0|0.0|0|7.285506549|0|0|0.0|0.159413311|5.283203728999999|1|0.034259259|-0.015653979|2.063441043|-0.007818326|0.0483259979999999|0.069435247|-0.030486489|0.041786524|0.081380229|0.913546349|0.885339037|0.8495058259999999|1|0.7538064790000001|-0.107269779|-0.098797066|0.583866845|0.012617742|-48.91675544|228.5396864|112.2682304|-0.035057023|-20.54492513|2.623868963|0.7000038270000001|-1.086767728|-22.30683222|55.67251784|54.67064981|0.415122657|2092.406045|-495.58367360000005|1349.6286710000002|0.299996173|5.025797436|4677.617255|22.83783244|0.023287455|-182.4099648|302.8386149|10.6194566|1.0|3.11|20.0|5.0|4.07|121.17|0.0|88.36|0.0|2.0|21.0|0.0|1.0|3.23|-4.39|3.32e-06|4.06e-05|0.0126|3.26|0.0|7.009999999999999e-07|-0.0637|3.3475|-1592.904586|-1592.873593|817.21|370.38|212.09|0.69206|-1592.792349|0.0851|2.1507|0.03099295|1175.0|5.93|5.93
16a_a10|0|0|0.0|0.0|1|7.535296702|1|1|2.041062372|-0.187414728|5.4161004020000005|2|0.0334858389999999|-0.085711535|2.009832665|0.011207938|0.014886502|-0.0048530629999999|-0.133979603|-0.162508526|-0.254024476|0.748039584|0.813036304|0.72613292|1|0.916148686|-0.052574986|-0.076950669|0.3637074329999999|0.013872737|-36.408063|77.68598956|58.06685151|-0.026063936|-36.90194151|6.652715932|0.7270593190000001|-1.615964058|-25.21250404|63.53441386|46.01490333|0.4629532229999999|2862.681038|-1119.0515779999998|1823.310808|0.272940681|8.531706024|6366.0631060000005|24.82496066|0.014796066|-314.4761648|879.8636987|10.24624348|1.0|4.11|21.0|4.73|5.19|56.07|0.0|133.66|0.0|9.0|33.0|0.0|1.0|4.24|-5.17|6e-06|6.76e-06|0.00297|4.33|0.0|3.18e-09|-0.04647|3.8718|-1395.158387|-1395.13019|1310.44|320.22|221.33|0.6852199999999999|-1394.797092|0.0841|3.8323|0.02819643|47.0|7.3279|7.3279
18_a34|0|0|0.0|0.0|1|7.423568444|1|1|1.801574074|-0.063113846|5.351858133|1|0.040527066|-0.100548575|0.0|-0.001615187|-0.141332289|-0.136990511|-0.155197864|-0.3102088839999999|-0.478810922|0.759292258|0.8584852479999999|0.713979177|0|0.68981472|-0.090328365|-0.129784908|0.295523326|0.040845819|-49.86847383|66.6880793|171.24705480000003|-0.0422555509999999|-39.55742812|12.44948722|0.695849945|-1.816988713|-27.53138148|86.77082535|72.41862911|0.441058733|2424.18137|-1003.122927|1774.550004|0.304150055|6.282442545|5296.289007|33.52510165|0.027385869|-216.2496321|428.6241319|15.11918774|1.0|3.28|17.0|3.13|3.15|75.47|0.0|93.91|0.0|5.0|26.0|0.0|1.0|2.89|-4.11|4.77e-05|7.829999999999999e-05|0.0275|3.07|0.0|2.22e-06|-0.03925|4.1234|-1199.288654|-1199.259634|991.93|300.68|279.66|0.60488|-1199.101028|0.0303|5.0935|0.02902032|2.43|5.6144|5.6144
3c_a12|0|0|0.0|0.0|0|6.555356892000001|1|1|0.0|0.06235058|4.59511985|2|0.039605735|-0.14679559|0.0|-0.003879878|-0.008931246|-0.056537396|-0.267255164|-0.116098308|-0.211367878|0.923855679|0.888353608|0.859899236|0|0.843855494|-0.071719601|-0.099327724|0.242114395|0.013219706|-36.28720467|73.9854678|79.00277721|-0.033980537|-25.42738988|3.384177297|0.7055242159999999|-1.291260406|-18.35985151|61.16334136|42.97583906|0.427357986|2186.344105|-653.3253118|1139.340748|0.2944757839999999|6.231995392999999|4629.005722|24.36878988|0.02155815|-207.9738085|380.2468615|10.90754815|1.0|3.94|17.0|4.01|2.25|78.41|0.0|98.16|0.0|3.0|23.0|0.0|1.0|2.76|-4.0|6.06e-05|9.940000000000002e-05|0.0318|2.91|0.0|1.67e-07|-0.07463|3.5862|-1327.498519|-1327.471862|894.36|345.72|311.14|0.68067|-1327.351991|0.1193|1.6035|0.02665687|0.02|7699.0|7699.0
12af_a36|1|0|3.448611715|0.0|0|7.412764017000001|2|2|0.0|0.04293386|5.351858133|2|0.039953704|0.091263447|0.0|-0.00233752|-0.074383486|0.00146554|0.154914099|-0.126068378|-0.213993335|0.859938421|0.8631180940000001|0.817582774|0|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|0.021921402|-57.32748365|89.56100543|169.9519197|-0.035153522|-50.86129548|10.57220682|0.6702409189999999|-2.003750775|-39.81177462|91.25505794|72.55107063|0.448767097|3013.98446|-1391.529319|3082.869129|0.329759081|8.59579222|6499.41155|36.42391023|0.0259433429999999|-236.4517911|757.7532208|18.01667275|0.0|4.98|17.0|2.38|1.65|98.3|0.0|138.06|0.0|7.0|33.0|0.0|0.0|1.47|-3.64|0.000292|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|-0.05882|3.2299|-1440.982935|-1440.954069|1246.55|383.86|236.83|0.70508|-1440.675702|0.0035|6.9003|0.02886569|15.0|7.8239|7.8239
18c_a22|0|0|0.0|0.0|1|6.842683282|0|0|1.804590026|-0.191807441|4.727387819|2|0.038137255|-0.044828537|1.642882533|0.005449965|0.009519672|0.006275578|-0.081550274|-0.078828791|-0.143402172|0.7290394929999999|0.8287956870000001|0.6922232890000001|1|0.931073539|-0.057956428|-0.076388478|0.5003904610000001|0.019843706|-40.094865000000006|30.63947336|47.68404831|-0.028825841|-36.55965924|9.49723261|0.682690024|-1.52776956|-27.73804808|67.73280290000001|53.82294919|0.4777430589999999|3090.601885|-1056.927003|2574.178324|0.317309976|7.332936064|7101.057047|29.21094233|0.0215181079999999|-252.7737494|779.8043336000001|14.88645273|1.0|3.56|27.0|5.36|4.98|124.4|1.0|136.36|0.0|6.0|34.0|0.0|1.0|3.72|-5.1|1.6e-06|7.98e-06|0.0036799999999999|3.5|0.0|3.4299999999999995e-10|-0.07207|3.7222|-1783.562578|-1783.5397829999995|1249.84|333.1|219.25|0.60449|-1783.277296|0.0817|1.2938|0.02279458|26.0|7585.0|7585.0
9a_a36|1|0|3.4090209280000003|0.0|0|7.412764017000001|2|2|0.0|-0.109305298|5.351858133|2|0.040166667|0.095192109|0.0|0.0034852859999999|-0.078488872|-0.06502499|0.160672128|-0.12019672|-0.202876718|0.839235677|0.842671963|0.79302567|0|0.826559623|-0.073689118|-0.10869601|0.204819754|0.0236784079999999|-45.04449811|49.52042402|106.0201967|-0.039929147|-40.61536816|8.847677483|0.7638345870000001|-1.956528182|-27.53468726|78.37175688|59.5185754|0.453098452|2682.572663|-1195.981615|2167.77208|0.236165413|7.546661564|5693.562367|31.95428497|0.019513779|-322.5522826|578.2841135|11.92833382|0.0|4.69|17.0|3.04|2.04|66.4|0.0|120.94|0.0|5.0|29.0|0.0|0.0|1.95|-3.99|0.000197|0.000102|0.0391|2.66|0.0|5.26e-07|-0.05044|3.8677|-1252.802159|-1252.77514|1092.66|320.56|320.56|0.68682|-1252.578886|0.4811|5.7274|0.02701893|13.0|7.8861|7.8861
7c_a8|1|0|3.17138259|0.0|1|7.05012252|0|0|1.4416758790000002|-0.244222944|4.844187086|1|0.043533333|0.0493777859999999|0.0|0.00325576|-0.0450662909999999|-0.118915929|0.079425146|-0.047874|-0.077006275|0.718994164|0.795846675|0.6881348629999999|0|0.848923958|-0.080277893|-0.089778346|0.292274414|0.0306012339999999|-50.34151168|49.43944876|94.73836511|-0.03366688|-35.30467154|12.03370912|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|69.53125754|0.492823119|2716.5013510000003|-1013.384819|2162.326414|0.373097855|7.700542366|6013.168519|33.67700028|0.032058696|-159.15828340000002|572.8089095|20.10370648|1.0|3.44|23.0|4.22|3.78|92.93|0.0|112.76|0.0|5.0|30.0|0.0|0.0|3.26|-4.67|1e-05|2.14e-05|0.00851|3.37|0.0|1.73e-08|-0.07472|3.1406|-1331.8206369999998|-1331.793312|1116.53|394.78|269.17|0.70321|-1331.567632|0.1779|12.0073|0.02732536|18.59|4.7307|4.7307
9g_a40|0|0|0.0|0.0|1|7.515889085|0|0|1.849105962|-0.058811055|5.4161004020000005|0|0.043730159|0.07954859|0.895670535|0.011921308|0.139758613|-0.145879501|0.133954053|-0.037217966|-0.062672355|0.694156166|0.821935848|0.665414608|1|0.90454157|-0.063539055|-0.079033043|0.002717414|0.021367335|-33.47455057|65.74631496|50.29077056|-0.031197254|-21.93596333|5.930596229|0.740240206|-1.185495647|-17.63553984|51.16627179|44.73159432|0.476386801|2169.234651|-624.5597134|349.4421673|0.259759794|8.180261533|4435.743087|22.20330888|0.018087202|-253.1335385|384.6422631|9.528957565|1.0|2.8|22.0|2.91|2.93|72.28|0.0|87.53|0.0|3.0|23.0|0.0|0.0|1.93|-3.09|0.00323|0.0008179999999999|247.0|1.37|0.0|3.720000000000001e-07|-0.0624|3.0778|-1332.487689|-1332.476347|923.42|402.84|402.84|0.70233|-1332.31775|0.3563|3.4787|0.01134289|3548.0|5.45|5.45
9_a10|0|0|0.0|0.0|1|7.535296702|1|1|1.998759814|-0.096384071|5.4161004020000005|2|0.03590535|-0.048732912|1.754798254|0.007316125|-0.1189611519999999|-0.1048161059999999|-0.079150788|-0.1475423119999999|-0.239634564|0.7141481129999999|0.837889476|0.692424727|1|0.8694452140000001|-0.057690053|-0.084348428|0.6816795959999999|0.013842683|-40.90513782|86.66800495|92.56988349|-0.028592687|-42.40634438|6.959437141|0.73129178|-1.686968561|-29.00379197|71.07688871|50.72029356|0.45291714|2904.874289|-1196.145223|2284.568215|0.26870822|8.765421221|6606.83687|27.72306267|0.015893979|-327.9949188|816.3832816|11.26962754|1.0|4.0|21.0|3.69|3.68|75.94|0.0|130.71|0.0|7.0|33.0|0.0|0.0|3.07|-4.44|5.920000000000001e-05|3.64e-05|16.0|2.97|0.0|1.17e-08|-0.06118|3.7309|-1410.041793|-1410.005954|1278.57|332.32|222.72|0.68962|-1409.69933|0.0041|2.9927|0.03583924|193.0|6.7144|6.7144
4b_a49|0|0|0.0|0.0|1|7.535296702|1|1|2.075628989|-0.109946885|5.4161004020000005|2|0.036555556|-0.064060521|1.645329244|0.001769804|-0.033486358|0.02907541|-0.10158752|-0.0563571629999999|-0.089371493|0.720824193|0.852400617|0.6967593559999999|1|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-56.45224362|41.97072627|148.84640819999998|-0.030696709|-34.19753462|9.138717999|0.645330839|-1.534835437|-34.74338731|71.2971749|71.30114509|0.477868186|2708.998101|-944.6104994|1701.832352|0.354669161|7.588962922|6025.790417|29.27523192|0.02556165|-178.8869784|600.3287567000001|15.73185141|1.0|3.37|21.0|3.71|3.26|90.13|0.0|112.36|0.0|6.0|30.0|0.0|1.0|2.8|-3.88|0.000155|0.000132|0.0527|2.28|0.0|8.91e-08|-0.06731|3.7413|-1333.063439|-1333.026419|1121.45|331.39|267.08|0.68242|-1332.800229|0.0615|1.8265|0.03702033|79.0|7.1024|7.1024
12bh_a36|1|0|3.50075137|0.0|0|7.412764017000001|2|2|0.0|-0.052761366|5.351858133|2|0.044197531|0.001012669|0.0|0.003676818|0.075747971|-0.035747988|0.0016901289999999|-0.101854847|-0.169994208|0.902377067|0.833398429|0.857993338|0|0.833491953|-0.070687668|-0.09959401|0.317612728|0.017627098|-47.04367494|83.08294358|110.81353529999998|-0.035569289|-44.11115058|7.807212275|0.783294222|-1.991880197|-31.30825225|76.46867897|58.77476595|0.482052584|2773.193279|-1325.625342|2437.805332|0.216705778|7.545637217999999|5957.443236|30.2209316|0.015307571|-377.0728785|729.1873176|10.18741188|0.0|4.95|17.0|3.76|2.5|69.2|0.0|133.68|0.0|5.0|31.0|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|2.5e-05|0.0102|3.41|0.0|4.55e-08|-0.0525299999999999|3.6255|-1311.589612|-1311.558898|1208.61|341.97|319.46|0.7039|-1311.293683|11.0|5.8338|0.03071385|14.0|7.8539|7.8539
12m_a36|1|0|3.40403699|0.0|0|7.412764017000001|2|2|0.0|0.013543656|5.351858133|2|0.03912037|0.14264424|0.0|-0.006653538|-0.025127218|-0.038386106|0.245908938|-0.052743904|-0.090926893|0.892815402|0.8792981679999999|0.849217847|0|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|0.022725561|-67.27772044|42.78660249|193.174369|-0.04260035|-54.45666327|10.22144534|0.7471181240000001|-2.300418875|-45.120107|96.11918789|82.51872026|0.465323422|2925.315028|-1542.786306|2637.948424|0.252881876|7.312794835|6434.374756|38.24042793|0.0222467879999999|-331.4617713|689.2886595|14.91990864|0.0|4.83|17.0|1.92|0.98|112.29|0.0|131.85|0.0|6.0|32.0|0.0|0.0|1.26|-3.8|7.96e-05|0.000159|0.0676|2.11|0.0|7.19e-07|-0.05114|3.8658|-1401.654499|-1401.6158890000002|1177.15|320.72|320.72|0.69382|-1401.385923|0.4718|6.5789|0.03861003|0.03|7.5229|7.5229
6g_a40|0|0|0.0|0.0|1|8.421342866|1|2|1.628664494|0.102683335|6.401917197|0|0.039863946|-0.120745388|0.607999575|-0.019683422|0.07194868|-0.251161616|-0.221674172|0.0312035079999999|0.05728593|0.8316888240000001|0.8917390820000001|0.808096413|1|0.605346707|-0.164941808|-0.156296046|0.400587529|0.017750905|-107.2113398|328.78166810000005|256.5226419|-0.059045173|-66.03405036|7.499640603|0.824204189|-2.657032782|-69.68682788|114.7475987|118.7493383|0.425569146|3142.74733|-1727.0578510000005|3198.69909|0.175795811|6.95079805|7822.892656|46.56499428|0.020240097|-421.4621621|590.1686672000001|13.1559604|1.0|4.06|14.0|3.43|2.48|213.89|2.0|124.18|1.0|5.0|31.0|1.0|0.0|2.37|-4.71|6.049999999999999e-08|1.93e-05|0.00917|3.06|1.0|0.0013599999999999|-0.08622|2.8135|-2522.023752|-2521.990118|1144.59|440.68|373.48|0.5794199999999999|-2521.8114530000003|0.1307|6.7231|0.03363483|47.0|7.3279|7.3279
16_a47|1|1|2.890539668|0.0|0|6.605297921|0|0|0.0|-0.134455235|4.59511985|2|0.042285714|-0.08282926|1.491023983|-0.005688938|0.001426202|0.0506476009999999|-0.236994128|-0.02006804|-0.0574194159999999|0.591929006|0.87782381|0.57616624|1|0.691860453|-0.093207587|-0.092995116|0.421094692|0.0186711289999999|-48.30620628|63.13219447|159.6978638|-0.034261359|-24.97833451|5.0150344780000005|0.697929921|-1.301931629|-25.03540372|60.36423869|57.9827944|0.473257697|2315.178558|-674.7452647999999|833.8646097|0.302070079|6.855429069|4952.972679|25.44160067|0.0234786339999999|-205.1602001|357.35851410000004|12.16814835|1.0|2.93|21.0|4.47|5.19|66.49|0.0|91.55|0.0|3.0|25.0|0.0|1.0|3.52|-4.42|4.56e-05|3.84e-05|13.0|3.27|0.0|6.8099999999999994e-09|-0.05717|4.0806|-1167.046301|-1167.0124560000002|894.43|303.84|279.29|0.6743899999999999|-1166.901251|0.0909|2.3795|0.03384512|1.0|9.0|9.0
12b_a50|0|1|0.0|0.0|2|7.927685046000001|1|1|4.058595679|-0.19841119|5.82008293|1|0.034845679|-0.08032584|2.112397566|0.01164808|-0.101728189|-0.115659308|-0.139522815|-0.168032508|-0.291865836|0.699597776|0.8718949979999999|0.660148928|1|0.925916085|-0.045602469|-0.066155918|0.24516882|0.0214891|-22.92589265|8.07905572|37.24447201|-0.0237482779999999|-16.72031641|5.43117764|0.5731907470000001|-0.926182858|-11.52561607|47.12729492|33.72918462|0.430791247|2224.116359|-465.6232233|1446.231761|0.4268092529999999|5.7232816060000005|4672.843578|20.82911679|0.027586169|-73.59089223|388.171611|13.86849326|1.0|3.31|20.0|2.59|3.42|48.53|0.0|94.69|0.0|2.0|24.0|0.0|1.0|2.59|-3.84|0.000685|0.000144|45.0|2.5|0.0|3.22e-06|-0.02974|3.9305|-1006.664619|-1006.641541|909.8|315.44|263.3|0.6581|-1006.501585|0.0777|4.0567|0.02307802|4.74|5.3242|5.3242
