molecula|Wavelength (HOMO-LUMO transition) (nm)|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|ATSC1c|AATSC8d|SIC2|FPSA3|PNSA3|RPCS|DPSA5|TASA|WNSA4|GeomShapeIndex|PPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Veber filter|Num. of Rotatable bonds|Egan filter|CYP1A2 inhibitor|Lipinski|pIC50
8d_a8|376.13|0|0|3.190160226|0.0|0|0|-0.633521883|-0.117111249|0.804372443|0.028038295|-69.95878302|92.49576602|86.29065071|452.1282556|-16.2479927|0.935013517|211.7129122|682.0472537|0.0|0.0|0.0|6.0|0.0|0.0|0.0|4.7303
47s_a18|385.29|0|0|0.0|0.0|1|1|-0.394481152|-0.031515152|0.745196689|0.008446541|-53.18668656|51.05656345|69.29837549|640.0051571|-17.25406952|0.901192009|135.90542109999998|1093.725912|1.0|1.0|0.0|10.0|0.0|0.0|0.0|6.2104
14k_a23|340.42|1|1|0.0|0.0|0|0|-0.299174093|-0.055708465|0.864845456|0.018829201|-37.43135588|80.31548917|64.04991522|613.8243395|-15.05671972|0.948005074|144.0318708|633.3278634|0.0|0.0|0.0|5.0|0.0|0.0|0.0|8.4123
14_a1|375.01|0|0|3.3674017380000003|0.0|1|1|-0.766207981|-0.0492229479999999|0.805877431|0.033047776|-74.96297518|104.2594419|87.02320758|351.2799603|-16.24082222|0.905399978|146.0634832|513.4628663999999|1.0|1.0|0.0|4.0|0.0|1.0|0.0|7.0269
1_a15|385.18|0|0|0.0|0.0|0|0|-0.541427319|-0.000905902|0.74357498|0.026214985|-44.01415991|63.14412039|90.40184737|566.1848585|-13.01770443|0.77926144|254.7811976|851.7423982|1.0|1.0|0.0|8.0|1.0|0.0|0.0|7.3565
6a_a40|415.55|0|0|0.0|0.0|1|2|-0.68730803|-0.230955427|0.861720535|0.016399125|-68.11170799|36.84483305|81.37714586|458.303126|-19.17478857|0.708845065|82.54016015|557.4018948|1.0|0.0|1.0|5.0|1.0|1.0|0.0|7.3979
17a_a25|315.11|0|0|0.0|0.0|0|0|-0.248224991|0.006360768|0.8005589320000001|0.012665055|-44.46905084|80.30332825|67.57985355|623.7797651000001|-15.142307999999998|0.882500365|174.0415044|781.7487682|1.0|1.0|0.0|7.0|0.0|1.0|0.0|7.6021
14e_a25|312.99|0|0|0.0|0.0|0|0|-0.524066339|0.011176663|0.8322445820000001|0.015024526|-73.99302943|97.78313402|84.60373462|529.8614286999999|-20.76384175|0.966676175|141.642515|811.3237836|1.0|1.0|0.0|7.0|0.0|0.0|0.0|7.1249
5f_a40|405.03|0|0|0.0|0.0|0|1|-0.293556526|0.062183277|875.0|0.020236763|-52.44868801|63.48466425|57.61052946|342.5710869|-8.780648419|0.938359946|85.75294257|269.0442248|1.0|0.0|0.0|3.0|0.0|1.0|0.0|6.9508
12c_a36|322.58|0|0|3.447900368|0.0|2|2|-0.414055975|-0.056994595|0.8741648479999999|0.019582215|-47.12722334|6.546878962999999|80.22754474|540.0159387|-15.68788659|0.899732176|157.3609748|629.5017194000001|1.0|0.0|0.0|5.0|0.0|1.0|0.0|8.0458
LY580276_a4|276.03|0|0|0.0|0.0|1|1|-0.063298854|0.011772853|0.847526918|0.008729943|-27.6229776|82.46094409|38.23432817|418.5688558|-6.511436537000001|0.7764939829999999|73.32703409|345.4102548|1.0|1.0|0.0|2.0|0.0|1.0|0.0|6757.0
4h_a46|296.62|0|0|0.0|0.090767245|1|1|-0.404500343|-0.09922757|0.7955809979999999|0.010068754|-65.24476749|19.09455432|74.99848132|601.9869510999999|-18.803584|0.947878486|152.6017078|1021.999374|1.0|0.0|0.0|6.0|1.0|0.0|1.0|6.6402
EW7203_a60|352.3|0|0|0.0|0.0|2|2|-0.377182982|-0.051413084|0.8839272779999999|0.020156795|-49.19385637|0.0|73.82739839|573.0312689|-15.29301513|0.989250745|150.7881632|666.0036144999999|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8.0334
14f_a23|346.78|1|1|0.0|0.0|0|0|-0.373510774|-0.041351617|0.854683662|0.027134452|-40.51498423|96.60179161|74.08536976|604.5178506|-14.37516058|0.918402793|225.9578225|683.7405759|0.0|0.0|0.0|6.0|0.0|0.0|0.0|8.6459
3a_a12|332.36|0|0|0.0|0.0|1|1|-0.322200517|-0.0161799839999999|0.759068438|0.009433302|-34.84701355|0.0|52.21461165|426.6622302|-8.361421244|0.859002624|107.1321197|381.0058252|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.7122
19b_a38|330.55|0|0|3.26554965|0.0|2|2|-0.467227005|-0.0697981979999999|0.8851623040000001|0.0224393089999999|-53.38447032|0.0|84.49751102|452.6479704|-16.02708787|0.91919733|149.181772|593.6088758|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.9172
3l_a32|351.04|1|1|3.672194822|0.0|0|1|-0.270019992|-0.107818594|0.7973741999999999|0.012244965|-40.30321333|0.0|58.10243176|514.9875423000001|-9.750593329|0.8302637909999999|123.148785|565.7000781|1.0|0.0|0.0|3.0|1.0|1.0|0.0|7.9208
13a_a5|294.45|0|0|2.931642415|0.0|0|0|-0.328417593|-0.025324157|0.857293078|0.016739606|-57.31787843|39.93934134|72.13276165|493.6342317|-11.59515363|0.854865353|258.29825730000005|620.5697596|1.0|1.0|0.0|8.0|0.0|1.0|0.0|7041.0
18a_a25|390.98|0|0|0.0|0.0|0|0|-0.170732995|-0.019985937|0.792935475|0.0095281269999999|-37.07961488|0.0|59.45091020000001|617.676232|-13.61714122|0.973559258|121.2825364|759.4953883|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.0269
16j_a32|341.65|1|1|3.359912013|-0.082980188|0|0|-0.778815477|0.021997616|0.839271289|0.023266265|-54.71915795|45.81893652|91.93816239|590.7291534|-17.53752467|0.7944808170000001|214.7033741|701.9321161|1.0|0.0|1.0|8.0|1.0|0.0|0.0|8.0315
3k_a32|350.6|1|1|3.644417045|0.0|0|1|-0.270019022|-0.077097565|0.8306695270000001|0.0123637989999999|-40.10830541|0.0|58.16707081|494.8840288|-9.40163104|0.89626209|123.7157466|506.658189|1.0|1.0|0.0|3.0|0.0|1.0|0.0|8.0605
12m_a30|349.29|0|0|0.0|0.0|2|2|-0.57615692|-0.0547272029999999|0.893689741|0.027352277|-57.96147772|237.0982213|83.3641853|531.4632661|-18.66147291|0.8173893040000001|153.52847759999997|683.7405759|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.5114
18_a47|293.65|1|1|2.969619451|0.0|0|0|-0.2342475789999999|-0.016728205|0.851462739|0.014741763|-49.44908758|3.684585007|63.72933669|487.2556678|-11.9254166|0.7608026529999999|167.41554630000002|628.5247532999999|1.0|1.0|0.0|4.0|1.0|1.0|0.0|8.6
14z_a23|338.46|1|1|0.0|0.0|0|0|-0.30053593|-0.0229244|0.8668730109999999|0.018337664|-40.56245532|79.960755|66.77741935|644.4593172|-16.46322104|0.903664694|149.3235124|665.6233736|0.0|0.0|0.0|5.0|0.0|0.0|0.0|8.2941
19e_a38|321.31|0|0|3.376977671|0.0|2|2|-0.4379521229999999|-0.038386106|0.89459881|0.02118651|-56.34606212|16.39385667|82.37885703|523.2534216|-17.17594064|0.871249918|168.99691289999998|696.3887025|1.0|0.0|0.0|6.0|0.0|1.0|0.0|8.0083
12n_a36|340.78|0|0|3.400581499|0.0|2|2|-0.619926573|-0.000273044|0.869718963|0.0211044289999999|-60.42525197|26.74179417|92.79755725|487.397992|-18.30412788|0.833176363|174.79221719999998|805.2286932|0.0|0.0|0.0|7.0|0.0|0.0|0.0|7.8239
14a_a23|334.02|1|1|0.0|0.0|0|0|-0.289658385|-0.071842463|0.816237166|0.019504497|-35.20994211|80.54176247|61.36268093|580.9612768999999|-13.66949407|0.8602383659999999|138.6457355|601.8533922|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8.5498
12bc_a36|320.4|0|0|3.43846811|0.0|2|2|-0.413738077|-0.027636036|0.892249657|0.01824287|-51.87437401|0.0|83.97121855|560.6615736|-17.41308622|0.878447423|153.57572439999998|661.6709012|1.0|0.0|0.0|5.0|0.0|1.0|0.0|8.0969
14_a15|342.41|0|0|0.0|0.0|0|0|-0.374014235|-0.015736888|0.7651878809999999|0.014672137|-40.89540491|2.923143027|68.59458198|568.5306056|-13.50893838|0.685538423|147.2072638|673.7288405|1.0|1.0|0.0|6.0|1.0|1.0|0.0|7.5229
8a_a31|325.45|0|0|3.28085223|0.0|1|1|-0.586331322|-0.01861065|0.895174844|0.0375544779999999|-60.46233433|465.4559302|82.32407724|293.7455749|-10.19199103|0.822471411|164.9149565|324.7430642|0.0|1.0|0.0|3.0|0.0|1.0|0.0|6.1024
16_a20|347.26|0|0|3.485659565|0.0|0|0|-0.254072625|-0.062750442|0.809440795|0.011604018|-43.51359744|3.46788153|60.02453683|602.0075202|-12.79619894|0.8673208|144.672972|664.4562602999999|0.0|1.0|0.0|4.0|0.0|1.0|0.0|7585.0
34_a20|320.38|0|0|0.0|0.0|0|0|-0.328567476|-0.054458882|0.80310139|0.0130295999999999|-57.31821177|80.66541842|67.53437417|536.0086996|-14.59875162|0.8614536140000001|150.43359099999998|712.1606951|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.2147
14c_a22|337.45|0|0|0.0|0.0|0|0|-0.298463715|0.006275578|0.8353837409999999|0.024569649|-48.57709197|78.22334636|75.5139152|623.8702703|-15.66173379|0.8592469290000001|243.5598613|731.8178649|0.0|1.0|0.0|6.0|0.0|0.0|0.0|6.8153
12g_a40|392.64|0|0|0.0|0.0|0|0|-0.354104815|-0.211162861|0.8396782220000001|0.012706769|-49.94706785|0.0|59.29860462|456.7977427|-11.99782981|0.871698484|77.67373972|335.7078145|1.0|0.0|0.0|2.0|0.0|1.0|0.0|6.1403
12aw_a36|319.85|0|0|3.28940051|0.0|2|2|-0.4478724979999999|-0.034663063|0.892249657|0.023038651|-56.73814908|1.343623915|87.37742985|452.6513136|-16.96573876|0.898338973|160.8550748|593.6088758|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8.0458
1l_a5|283.95|0|0|2.964063799|0.0|0|0|-0.089997343|-0.05139414|0.818803517|0.0078543119999999|-38.79937717|0.0|45.64819758|502.9124512|-8.460199385|0.896303416|130.25942849999998|518.5792364|1.0|1.0|0.0|4.0|0.0|1.0|0.0|7.4949
12f_a30|351.25|0|0|0.0|-4.734662095|2|2|-0.874676289|-0.046588557|0.876441789|0.01570263|-63.81176255|1.45550709|89.21786458|589.6060704|-22.5055335|0.8958126809999999|130.3909181|696.6414817000001|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.7144
3o_a32|350.9|1|1|3.644417045|0.0|1|1|-0.306416317|-0.090297882|0.872498916|0.012519666|-42.51640563|0.0|62.56936516|483.0270239|-10.57723917|0.835165165|123.9047338|541.0877621000001|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.6198
16_a3|384.94|0|0|0.0|0.0|0|0|-0.371147877|-0.018884246|0.838125715|0.012203576|-53.7971544|82.16042286|56.56724056|344.4962834|-10.05903863|0.941329444|84.12292796|328.71459869999995|1.0|1.0|0.0|2.0|0.0|1.0|0.0|7.3768
27a_a34|300.73|0|0|0.0|0.0|1|1|-0.7320090459999999|-0.008138446|0.832753533|0.026573385|-74.78290605|22.69787432|100.7752505|421.319507|-21.30433911|0.7758691440000001|164.80691819999998|718.5861133999999|1.0|1.0|0.0|6.0|0.0|0.0|0.0|6.6198
14v_a23|335.64|1|1|0.0|-4.844615416|0|0|-0.8122700340000001|-0.015149431|0.845160857|0.019811827|-44.4776373|0.912757854|76.42257099|605.3933675|-18.64987284|0.84234449|139.8032821|676.4530574|0.0|0.0|0.0|7.0|1.0|0.0|0.0|8.4001
13j_a6|348.28|0|0|3.409065702|0.0|1|1|-0.855284356|-0.047513534|0.8353837409999999|0.03111288|-80.33128667|114.6910805|99.85109065|416.2679342|-20.73032827|0.765539515|144.22085800000002|673.8038326000001|1.0|1.0|0.0|6.0|0.0|1.0|0.0|6.5817
7e_a8|383.1|0|0|3.038052327|0.0|0|0|-0.289324602|-0.0446343779999999|0.790500031|0.0215993429999999|-51.4880895|63.5628736|64.23177694|495.8990914|-13.39444718|0.902163597|133.9683023|519.5762494|1.0|0.0|0.0|4.0|0.0|1.0|0.0|4.4547
12l_a30|351.78|0|0|0.0|-4.712037416|2|2|-0.876151158|-0.02588969|0.883029843|0.0154211289999999|-63.31694493|1.697908189|88.64610824|583.6736326|-22.31041443|0.861252543|124.6606826|696.6414817000001|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.2154
12ae_a36|320.67|0|0|3.412870974|0.0|2|2|-0.611759277|0.006615826|0.8837136859999999|0.023873046|-63.96145017|19.97715962|97.76153993|533.6188092|-20.22131065|0.870019385|234.6851816|805.2286932|0.0|0.0|0.0|7.0|0.0|0.0|0.0|7.8239
14aa_a23|345.03|1|1|0.0|0.0|0|0|-0.287870566|-0.044957534|0.8072028240000001|0.018016316|-35.51947393|83.27171526|61.21989213|629.3423691|-14.65218978|0.972590939|138.4803717|733.3886349999999|0.0|0.0|0.0|5.0|0.0|0.0|0.0|8451.0
4_a4|307.95|0|0|0.0|0.0|1|1|-0.058013858|-0.037623601|0.8306695270000001|0.008570112|-25.64211031|42.42341622|40.86951119|480.8472306|-6.78950447|0.66251148|106.2816773|462.1867149|1.0|1.0|0.0|2.0|0.0|1.0|0.0|7.1079
4e_a49|327.34|0|0|0.0|0.0|1|1|-0.3631108529999999|0.018857363|0.856023531|0.017142176|-57.79309816|60.11195021|68.38360061|464.3567821|-11.01902676|0.892633982|214.47685|620.5697596|0.0|1.0|0.0|6.0|0.0|1.0|0.0|7.4685
2_a47|333.46|0|0|0.0|0.0|0|0|-0.3581612489999999|-0.013580367|0.728066943|0.008511123|-41.57671973|0.958043241|55.81329383|422.1277419|-9.131190896|0.764993595|107.1215986|392.6099255|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.2
2_a33|341.74|1|1|3.396444161|0.0|0|0|-0.476784502|-0.05997501|0.8799816220000001|0.018451635|-49.13901703|44.34034244|75.44970552|500.7570617|-11.89228027|0.8867875909999999|181.7248125|618.9134881|1.0|0.0|1.0|7.0|1.0|1.0|0.0|8.2596
17a_a22|887.46|0|0|0.0|0.0|0|0|-0.314134834|-0.005724389|0.805071997|0.0140462319999999|-49.30541729|0.0|73.26110471|587.2505892999999|-14.39939974|0.945313306|197.4916253|784.2697099|1.0|1.0|0.0|7.0|0.0|0.0|0.0|7.0862
12an_a36|327.38|0|0|3.489959714|0.0|2|2|-0.407702102|-0.031635802|0.885733922|0.0173118669999999|-49.67568778|0.0|81.70091433|565.1654879|-16.89009799|0.8042935809999999|146.2760938|725.9470896|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.3979
4l_a46|278.36|0|0|0.0|0.171853072|1|1|-0.255755434|-0.161358058|0.762625193|0.00657916|-51.45056667|0.0|51.66342604|504.7020036|-9.6227739|0.692930243|65.93290984|579.2365607|1.0|1.0|0.0|3.0|0.0|1.0|0.0|7.0088
7b_a10|340.37|0|0|0.0|0.0|2|2|-0.07459988|0.039221939|0.8200487120000001|0.009734392|-30.71062112|56.22969776|43.9185573|480.6333417|-7.419027879|0.8069307729999999|113.8411654|459.0250226|1.0|0.0|0.0|2.0|0.0|1.0|0.0|4.7033
13_a1|359.55|0|0|3.409865599|0.0|1|1|-0.597786194|-0.084271845|0.825117597|0.033737733|-64.94184903|528.3795274|77.55889436|395.1486144|-13.63090514|0.912824292|169.6632599|505.2124255|1.0|1.0|0.0|4.0|0.0|1.0|0.0|6585.0
12c_a5|309.06|0|0|2.977832018|0.0|1|1|-0.16115723|0.0072946769999999|0.8446264459999999|0.016374249|-46.62294305|13.26856229|59.40070647|553.2961182|-9.702606135|0.855075538|273.9296719|735.3048881|0.0|1.0|0.0|6.0|0.0|0.0|0.0|7.3279
5g_a40|356.27|0|0|0.0|0.0|0|1|-0.5611751220000001|-0.091116241|0.882781953|0.024937196|-72.93994279|0.0|80.22859145|321.64971460000004|-11.10198254|0.955183157|120.8573152|266.8102663|0.0|0.0|0.0|3.0|0.0|1.0|0.0|6.9101
12x_a36|331.83|0|0|3.494913155|0.0|2|2|-0.40650598|-0.023932402|0.8792981679999999|0.017625524|-49.60929169|0.8295471390000001|81.1499815|562.6051882|-16.61514211|0.847720832|150.09915149999998|725.9470896|1.0|0.0|0.0|6.0|0.0|0.0|0.0|8.1549
14e_a23|334.8|1|1|0.0|-4.45581912|0|0|-0.4787294729999999|-0.009871698|0.8510270329999999|0.018022127|-51.07141556|0.5612316039999999|74.75779594|644.0923882999999|-19.06744972|0.981902808|141.6222839|658.8108151|0.0|0.0|0.0|6.0|1.0|0.0|0.0|8.5214
IN1166_a11|377.7|0|0|3.433539068|0.0|0|0|-0.378539035|-0.037793156|0.827254552|0.0200246639999999|-51.07061499|20.83871871|76.76995134|596.0640225999999|-15.08551944|0.8639230290000001|211.0745642|676.2770877|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.9318
12q_a36|320.77|0|0|3.453150038|0.0|2|2|-0.410984299|-0.0433009009999999|0.8839272779999999|0.018562763|-49.18227989|0.0|80.15866795|536.0103834|-15.95501778|0.947876484|149.536123|629.5017194000001|1.0|0.0|0.0|5.0|0.0|1.0|0.0|8.2218
18_a3|311.79|0|0|2.897754472|0.0|0|0|-0.122072724|-0.025890816|0.784960175|0.013796397|-31.07331853|0.0|48.19055867|374.610053|-6.285899403999999|0.935646099|141.2679329|270.539096|0.0|1.0|0.0|2.0|0.0|1.0|0.0|7.5229
34_a47|318.79|1|1|0.0|0.0|0|0|-0.191253079|0.078153957|0.89234354|0.019723558|-34.3104683|0.0|62.66739933|457.4477611|-9.000096143|0.834499257|191.6093987|439.9906467|1.0|1.0|0.0|4.0|0.0|1.0|0.0|8.7
12aj_a36|344.24|0|0|3.482902101|0.0|2|2|-0.402433117|-0.042227364|0.8632656809999999|0.018305468|-46.79363201|0.0|76.5855549|530.0854761|-15.14089115|0.905958957|144.26810480000003|662.0530478999999|1.0|0.0|0.0|5.0|0.0|0.0|0.0|7.7696
16e_a32|342.37|1|1|3.343660084|0.0|0|0|-0.772021601|-0.01320745|0.91471624|0.024145309|-55.957388|39.27920316|90.34923861|507.6266039|-15.45011555|0.848279482|191.2650034|573.3529948|1.0|0.0|1.0|8.0|1.0|1.0|0.0|8.1367
19a_a38|339.65|0|0|3.3685352889999995|0.0|2|2|-0.431265985|-0.077535135|0.8741648479999999|0.022142322|-51.36166266|0.0|77.20795279999999|446.57675660000007|-13.92853534|0.872060139|152.5362948|595.8790650000001|1.0|1.0|0.0|5.0|0.0|1.0|0.0|8.0106
12a_a5|297.97|0|0|2.981252568|0.0|1|1|-0.09350376|-0.032601907|0.829536345|0.0081891369999999|-36.01436435|0.0|50.40529807|549.7500455|-9.830359239|0.844187448|155.6073368|650.3600841|0.0|1.0|0.0|5.0|0.0|0.0|0.0|7.7212
8m_a46|289.14|0|0|0.0|0.2148468989999999|1|1|-0.248590088|-0.064176245|0.8142050040000001|0.007059399|-48.32436573|0.0|48.72163155|464.5573228999999|-9.04821721|0.7415609409999999|60.71213839999999|463.1469765|0.0|1.0|0.0|2.0|0.0|1.0|0.0|6.6402
3q_a32|342.16|1|1|3.4364803|0.0|0|0|-0.419780649|-0.098400506|0.901790225|0.018527744|-41.72706804|53.27315741|74.3682963|524.6043311000001|-10.6629646|0.856561949|225.3038157|618.9134881|1.0|0.0|0.0|7.0|0.0|1.0|0.0|7.5528
9g_a24|289.67|0|0|2.931798469|0.0|0|0|-0.0425444|-0.02471184|0.859302479|0.01876163|-32.080056199999994|0.0|49.25777584|429.0504306|-5.214049137|0.746821416|256.3375151|341.3207334|0.0|1.0|0.0|3.0|0.0|0.0|0.0|7.1675
11_a27|499.21|0|0|2.680511093|0.0|1|2|-0.344117757|-0.027287578|0.8629676709999999|0.016171515|-42.27430065|72.60399149|56.8702158|404.4089873|-9.595877966|0.82770457|101.0845293|504.209846|1.0|0.0|0.0|2.0|0.0|0.0|0.0|8301.0
12_a1|390.57|0|0|3.3894574360000003|0.0|1|1|-0.516204114|-0.051772288|0.817998205|0.033770552|-55.99493147|477.1158679|74.99749378|444.1009824|-13.44063462|0.867391557|159.81230209999998|473.040639|1.0|1.0|0.0|3.0|0.0|1.0|0.0|5.5302
12s_a36|329.71|0|0|3.486136149|0.0|2|2|-0.4023692|-0.050363149|0.856677627|0.019457471|-46.58030248|10.23927133|76.34126108|535.942162|-14.94294208|0.853487672|158.6528381|662.0530478999999|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8.0458
5d_a40|331.74|0|0|0.0|0.0|0|1|-0.1868684619999999|0.029272031|0.877722972|0.022027556|-39.55506228|53.85026982|49.97858532|346.0207917|-7.94180214|0.922825231|86.65063178|243.4287716|1.0|0.0|0.0|3.0|0.0|1.0|0.0|7.7212
11b_a5|295.32|0|0|2.943854668|0.0|0|0|-0.1833048739999999|-0.0536971829999999|0.8645824520000001|0.016373566|-45.82509318|1.880682804|62.16286481|524.5231302|-10.5712171|0.83867925|199.1611925|504.9898148|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.7212
16a_a23|763.49|1|1|0.0|0.0|1|1|-0.302174246|-0.071458049|0.890165467|0.021379172|-26.53751114|91.92609822|65.21027197|603.6746046|-10.72715788|0.981208279|267.3932664|668.3493171|1.0|0.0|0.0|5.0|0.0|0.0|0.0|7.4037
23_a10|325.98|0|0|0.0|0.0|1|1|-0.17741132|-0.0253481679999999|0.800727358|0.009615852|-35.17017083|53.00900704|60.76548004|648.2471057|-13.47382337|0.943867925|169.14354509999998|930.6293092|1.0|1.0|0.0|6.0|0.0|1.0|0.0|6.1249
3_a4|305.09|0|0|0.0|0.0|1|1|-0.0502208409999999|0.050638298|0.8367373309999999|0.010568144|-25.5405205|40.30885999|39.38579676|446.8068266|-5.815502811|0.7560922609999999|136.1652785|409.0289917|1.0|1.0|0.0|2.0|0.0|1.0|0.0|6983.0
13c_a6|339.5|0|0|3.441255118|0.0|1|1|-0.605286688|-0.0942387559999999|0.8353837409999999|0.030547186|-63.73961873|567.1031411|88.21184769|535.5975578|-18.47751526|0.875625075|155.1821156|692.8471883999999|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.1367
2_a49|331.24|0|0|0.0|0.0|1|1|-0.189189114|0.005918367|0.851413454|0.01105681|-44.066695|0.0|49.26352575|414.5350312|-7.34284831|0.8320497920000001|145.02405359999997|439.9973344|0.0|1.0|0.0|2.0|0.0|1.0|0.0|7.2291
19k_a38|350.45|0|0|3.218103741|0.0|2|2|-0.6888696990000001|-0.0184136539999999|0.908591797|0.0232707939999999|-71.54314527|116.0039747|94.38036132|417.968819|-17.9828603|0.911726848|152.51267140000002|686.8472757999999|0.0|0.0|0.0|6.0|0.0|0.0|0.0|7.9666
6f_a40|482.43|0|0|0.0|0.0|1|2|-0.8287570679999999|-0.190617284|0.896373207|0.015998475|-86.21963207|40.01876255|92.77827871|421.31181889999993|-21.5571287|0.69723213|88.13890599|593.503189|1.0|0.0|1.0|5.0|1.0|0.0|0.0|7.3768
11b_a50|311.03|1|1|0.0|0.0|1|1|-0.13377846|-0.133073229|0.862408925|0.019455771|-23.23499995|86.04123302|47.72173991|485.8716402|-6.788943965|0.751545111|186.7429782|439.9973344|0.0|0.0|0.0|2.0|0.0|1.0|0.0|5.7696
13p_a6|415.53|0|0|3.449535594|0.0|0|0|-0.634109842|-0.072853186|0.837659336|0.01730144|-70.52421289|107.5669533|89.17529231|515.4389679999999|-18.9628865|0.703081362|170.2302215|794.5462391|1.0|1.0|0.0|7.0|0.0|1.0|0.0|7.0362
12d_a40|443.4|0|0|0.0|0.0|0|0|-0.288158151|-0.166080871|0.845904643|0.01171131|-50.68561427|60.80168183|55.13932669|445.2300015|-10.90981687|0.8899787840000001|82.49291335|350.9435025|1.0|0.0|0.0|2.0|0.0|1.0|0.0|7.7212
17_a15|326.22|0|0|0.0|0.0|0|0|-0.442454151|-0.0141953639999999|0.76362781|0.012890299|-40.50376584|58.47512431|77.82445248|674.5333498|-15.88591693|0.90173781|265.6831633|822.8625688|1.0|1.0|0.0|7.0|1.0|1.0|0.0|7.9208
47j_a18|399.25|0|0|0.0|0.0|1|1|-0.569931053|0.0033281|0.77844379|0.015967126|-56.816779|99.50526447|86.31641604|627.366638|-20.47428768|0.928170101|183.246715|1081.726154|1.0|1.0|1.0|11.0|0.0|0.0|0.0|7.4559
4c_a49|325.7|0|0|0.0|0.0|1|1|-0.339843311|0.006194124|0.826523164|0.012079228|-56.5385923|59.70585149|66.77901229|490.6910965|-12.37423857|0.898629005|177.78970959999998|707.2397315000001|1.0|1.0|0.0|7.0|0.0|1.0|0.0|6.5935
6b_a31|376.29|0|0|3.404988662|0.0|1|1|-0.787472195|-0.053655833|0.841537966|0.032992761|-73.70779766|101.4993391|93.1058799|383.0600707|-17.0020813|0.925676135|155.0167518|536.6368656000001|1.0|1.0|0.0|4.0|0.0|1.0|0.0|7.2676
18a_a30|357.18|0|0|0.0|0.0|2|2|-0.353677943|-0.094932667|0.842671963|0.017060045|-45.11907802|0.0|69.35818061|534.88346|-14.33650253|0.8050400790000001|130.4247923|620.9195447000001|1.0|0.0|0.0|5.0|0.0|0.0|0.0|7.6108
6_a47|333.32|0|0|0.0|0.0|0|0|-0.392537045|0.0402365489999999|0.84654143|0.009820713|-43.43026699|0.0|60.76103606|456.3812788|-10.82346202|0.6832388209999999|111.4552019|469.7495559|1.0|1.0|0.0|3.0|1.0|1.0|0.0|7.9
1_a3|320.83|0|0|0.0|0.0|1|1|-0.248199745|0.032569462|0.8457792829999999|0.008036786|-45.44133321|0.0|49.05980305|356.76228530000003|-7.203984013|0.8151164259999999|95.55665364|373.1494221|1.0|1.0|0.0|2.0|0.0|0.0|0.0|6.1403
12g_a36|333.83|0|0|3.5202147110000004|0.0|2|2|-0.409214521|-0.0521750109999999|0.847239339|0.017738779|-47.63457647|5.097410387|77.14470618|587.240781|-16.3273005|0.898522257|151.41267150000002|799.5563855|1.0|0.0|0.0|6.0|0.0|1.0|0.0|7.8539
31_a47|340.91|1|1|0.0|0.0|0|0|-0.417294247|0.001073537|0.917597019|0.021401336|-66.4670426|81.01707367|80.58054906|431.7441681|-14.46018796|0.901520747|181.972428|513.2159236|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.8
8f_a8|355.5|0|0|2.939511291|0.0|0|0|-0.485102985|0.007079485|0.751162751|0.013566221|-71.22071405|67.99102163|67.4402386|348.0199311|-16.44956443|0.8416059290000001|54.94802877|485.8626377000001|0.0|0.0|0.0|4.0|0.0|0.0|0.0|4.6428
8_a1 (SB-202620)|364.11|0|0|3.296085365|0.0|0|0|-0.606562911|0.037553634|0.805476065|0.015526845|-66.76765693|64.70432539|70.8721358|368.1943149|-13.22376193|0.839824062|128.0860757|433.2550452|1.0|1.0|0.0|4.0|0.0|1.0|0.0|6.3979
4o_a46|286.64|0|0|0.0|0.160026534|1|1|-0.032014955|-0.06855792|0.8176134690000001|0.00972341|-35.54402423|31.19780621|42.00638612|521.3931342|-6.587059484|0.855222204|136.5432529|544.7877262000001|1.0|0.0|0.0|2.0|0.0|1.0|0.0|6.7905
12as_a36|321.96|0|0|3.447017327|0.0|2|2|-0.452697599|-0.025398105|0.869455765|0.019229943|-55.75872553|0.0|85.53474971|519.1478419|-17.17446921|0.834059821|156.2451686|716.9974499|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.2291
