molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|GATS1pe|FPSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|FPSA5|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Lipinski|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|pIC50
12ah_a36|0.0|1|0|3.456839001|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.043678703|2|0.043848238|0.078459408|0.0|-0.41302559|0.0005016269999999|-0.083956827|10.95983779|-0.050147748|1|-0.103922055|-0.177407665|-0.444563583|1|0.8941919290000001|-0.0861053359999999|0.8065052890000001|0.0184777819999999|-68.45222166|11.93961081|0.171594725|110.8777131|-0.038137281|7.714903458999999|0.0|0.768906425|-1.906864035|-31.66734951|80.02464883|-24.6427998|60.9481085|-1232.13999|2334.380591|0.231093575|8.26712637|0.8802726820000001|149.3235124|-796.1600443|0.017909528|11.57242717|1.0|0.0|0.0|2.0|4.73|17.0|3.35|2.54|69.2|2.51|1.0|0.0|128.76|0.0|5.0|30.0|4.0|-6.49|415.88|0.0|1.0|1.0|2.34|0.0|3.79|-1692.512868|682.21|328.07|0.6729|237.25|532.36|0.6970000000000001|-1692.3109559999998|-0.15434|-1692.369929|7.9586
12s_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.095120438|2|0.04625323|-0.0601024909999999|0.0|-0.403952011|-0.002544958|-0.035768573|10.31162892|-0.04950715|1|-0.0546637159999999|-0.145315868|-0.446807335|1|0.609043558|-0.080971844|0.591758164|0.019324097|-67.11451776|12.51292194|0.2932862089999999|189.9114627|-0.040189672|8.102485674|0.0|0.790481833|-1.969293912|-38.04400919|78.38074776|-26.02399668|71.26547471|-1275.175837|2368.4646620000003|0.209518167|8.066744794|0.877516163|135.66918710000002|-825.7139305|0.017398791|11.26623|1.0|1.0|0.0|1.0|4.63|17.0|4.67|3.74|81.65|3.58|2.0|0.0|127.19|0.0|5.0|31.0|6.0|-6.06|434.46|0.0|0.0|0.0|3.21|0.0|4.32|-1774.202623|677.35|350.75|0.2148|245.81|526.07|0.68458|-1774.01033|-0.14985|-1774.072418|8129.0
LY580276_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|2.067497166|5.4161004020000005|-0.020236527|1|0.044357639|0.0295482979999999|0.0|-0.063298854|0.010217376|-0.172607392|10.94681614|0.011772853|1|-0.019747846|-0.042912895|-0.191806286|1|0.5162208110000001|0.019144144|0.518109998|0.008729943|-34.22831819|4.207217677|0.131473004|63.36073061|-0.028035586|2.027582675|82.46094409|0.8478469959999999|-1.065352257|-13.31233017|38.23432817|-13.51117823|31.83019528|-513.4247728|1511.5340210000002|0.152153004|5.456603642999999|0.7764939829999999|73.32703409|-247.4345884|0.008312438|4.0060099860000005|1.0|0.0|1.0|0.0|3.01|17.0|4.49|4.43|30.71|3.13|0.0|0.0|84.74|0.0|2.0|22.0|3.0|-5.71|293.34|0.0|1.0|1.0|3.69|0.0|3.64|-959.4723321|519.23|276.03|0.1905|234.01|402.99|0.68002|-959.356125|-0.18746|-959.404416|6757.0
13d_a6|0.0|1|0|3.447870607|0.0|0|7.412764017000001|1|0.0|5.351858133|-0.0122495089999999|1|0.041728395|0.077158715|0.0|-0.607917822|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|-0.106686991|-0.174259072|-0.49314765|1|0.845481322|-0.187174391|0.7995080809999999|0.030793771|-75.40072983|20.96853949|0.21137879|143.9350986|-0.039696112|14.27820079|564.780402|0.769432845|-2.103893962|-42.92734103|88.02705449|-27.03045032|84.01035117|-1432.613867|3075.022992|0.230567155|9.086171078|0.703203572|157.0011174|-975.5161277|0.018542644|12.62632467|1.0|1.0|1.0|2.0|3.64|23.0|5.38|4.57|95.85|1.5|2.0|0.0|121.6|0.0|6.0|32.0|5.0|-5.88|423.47|0.0|0.0|1.0|3.74|0.0|4.5|-1389.374844|723.61|341.57|0.7905|255.64|598.06|0.7007399999999999|-1389.125098|-0.14894|-1389.188211|6.4437
12p_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.031328052|2|0.040899471|-0.062956958|0.0|-0.3550576729999999|0.005613018|0.000321545|10.31162861|-0.128484994|1|-0.053644471|-0.09353607|-0.456474815|1|0.8414737059999999|-0.2210072669999999|0.7991060659999999|0.015107947|-60.65858419|9.659715461|0.156618406|100.1386407|-0.0364888379999999|6.176226649|0.0|0.8199554720000001|-1.897419563|-30.39737673|68.98315679|-23.33022469|57.20168999|-1213.171684|2326.5244390000003|0.180044528|7.392482526|0.886732486|115.116829|-775.6774321|0.0130197619999999|8.3245726|1.0|1.0|0.0|1.0|4.76|17.0|4.35|2.93|81.65|3.04|2.0|0.0|132.24|0.0|5.0|30.0|4.0|-5.81|412.51|0.0|0.0|1.0|2.91|0.0|4.14|-1615.0623480000002|685.08|354.69|0.1768|238.79|526.91|0.68561|-1614.830085|-0.14823|-1614.890598|7.7721
3k_a32|0.0|1|1|3.644417045|0.0|0|7.97831097|0|0.0|5.973809612|-0.001250803|0|0.0381981979999999|-0.047167919|2.256213388|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|-0.077097565|3|-0.050938823|-0.090775221|-0.5265375529999999|0|0.816196288|-0.129124455|0.7681279190000001|0.0123637989999999|-51.21653025|6.970844822|0.122251759|68.92687468|-0.029575784|3.930238317|0.0|0.78057227|-1.271758703|-22.61349991|58.16707081|-16.67514938|47.07915023|-717.0314235000001|1970.06814|0.21942773|6.153598893|0.89626209|123.7157466|-404.2701347|0.012327787|6.9505405620000005|1.0|1.0|1.0|1.0|3.47|19.0|7.12|5.78|110.94|2.41|2.0|0.0|105.36|0.0|3.0|25.0|3.0|-5.01|366.5|0.0|0.0|1.0|4.75|0.0|3.81|-1750.1383649999998|611.65|350.6|0.3082|350.6|452.36|0.70268|-1749.957584|-0.14667|-1750.0122420000002|8.0605
10_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|4.727387819|-0.1152010919999999|3|0.034166667|0.017396832|1.684975382|-0.381954986|-0.008037672|0.018484177|10.31162304|0.043342516|1|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.8947911009999999|0.078405316|0.834020779|0.014615264|-45.8148076|6.768239856|0.252593682|116.9745968|-0.0359752729999999|3.134330682|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|56.68388955|-16.65993003|53.41368558|-549.7776912|1361.86525|0.293370676|5.031169383|0.701266803|135.8581743|-254.5987025|0.023470578|10.86908195|0.0|0.0|1.0|1.0|3.02|21.0|3.79|3.41|105.82|1.2|0.0|0.0|88.28|0.0|2.0|22.0|4.0|-6.44|305.36|0.0|0.0|1.0|2.52|0.0|1.64|-1288.150029|498.67|362.35|0.2124|230.67|323.26|0.68995|-1288.050987|-0.15011|-1288.097561|5.1
12ag_a36|0.0|1|0|3.408828027|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.084341564|2|0.043848238|0.063109409|0.0|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|1|-0.101303149|-0.217394466|-0.445549431|1|0.724208473|-0.0861053359999999|0.698414933|0.020136392|-68.21579593|12.70005599|0.253169906|159.6746787|-0.038937089|8.009946323|0.0|0.758897371|-1.946854457|-32.81436052|80.40643223|-24.55768654|64.72839664|-1227.884327|2305.164626|0.2411026289999999|7.849377942|0.927847116|152.06382680000002|-774.4286762999999|0.019328689|12.1906363|1.0|0.0|0.0|2.0|4.72|17.0|3.13|2.44|69.2|2.4|1.0|0.0|123.71|0.0|5.0|30.0|5.0|-6.76|399.42|0.0|1.0|0.0|2.15|0.0|3.41|-1332.151245|658.68|334.04|0.4286|318.79|507.72|0.7024699999999999|-1331.9454449999998|-0.15227|-1332.003616|7.7696
4p_a46|0.0|0|0|0.0|0.122217892|1|7.825245291|1|2.102855253|5.587248657999999|-0.038295755|0|0.046533816|-0.164311513|0.0|-0.233901882|0.005152176|-0.205494852|10.93681929|-0.120823841|1|0.066453878|0.101602982|-0.369670745|0|0.7471162309999999|-0.1623103719999999|0.751334374|0.007398064|-47.22779946|4.195717966|0.094033511|53.32991189|-0.029978645|2.379548177|0.0|0.87420565|-1.498932241|-32.07534663|51.05047787|-17.00200781|60.7522985|-850.1003902999998|2219.4587530000003|0.12579435|5.828038618|0.734640605|71.34266847|-482.1236438|0.006740305|3.822678404|1.0|1.0|0.0|1.0|3.89|17.0|4.85|5.25|61.84|3.2|2.0|0.0|107.89|0.0|2.0|27.0|3.0|-5.09|357.45|0.0|1.0|1.0|4.25|0.0|4.89|-1129.618646|598.19|310.28|0.2363|226.26|537.47|0.70138|-1129.3914619999998|-0.16819|-1129.4459470000002|6.4672
12u_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.027452346|2|0.043383838|-0.091507428|0.0|-0.367578706|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.8149999040000001|-0.105767484|0.711738503|0.015562896|-65.55148142|10.42404292|0.15055905|100.8445957|-0.03794847|6.982033926000001|0.0|0.810462868|-1.859475018|-34.72068676|75.26051582|-25.41792137|62.26136323|-1245.478147|2608.6452440000003|0.189537132|7.804487592999999|0.7958728709999999|126.9521524|-834.2224549|0.014495402|9.709034401|1.0|1.0|0.0|1.0|4.63|17.0|5.11|3.92|81.65|3.79|2.0|0.0|137.3|0.0|5.0|31.0|4.0|-5.52|467.37|0.0|0.0|1.0|3.59|0.0|5.08|-2494.927579|705.15|354.21|0.1502|354.21|559.16|0.6847|-2494.736802|-0.1486299999999999|-2494.7995530000003|7.4647
7_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|2.060422336|5.4161004020000005|-0.003297033|2|0.037694444|-0.07290303|2.048170299|-0.076100699|0.008409909|-0.125778587|10.92992954|0.04206117|1|-0.042220092|-0.094000778|-0.174410426|2|0.527072036|0.0707653759999999|0.518356619|0.01470626|-35.88407105|7.402610584|0.174169393|87.67070691|-0.026733161|3.726212114|79.08210981|0.7179916670000001|-1.06932642|-16.47508541|44.34066533|-13.45652664|40.13253521|-538.2610657|1915.566579|0.282008333|5.512905888|0.7772010559999999|141.9530115|-270.9415659|0.016800137|8.456594282000001|1.0|0.0|1.0|0.0|3.05|21.0|4.42|4.67|43.6|2.82|0.0|0.0|95.07|0.0|2.0|25.0|4.0|-6.03|330.36|0.0|1.0|1.0|3.56|0.0|2.91|-1089.847072|538.92|307.05|0.0697|307.05|365.73|0.59702|-1089705.0|-0.16975|-1089.753885|6821.0
1c_a5|0.0|1|0|2.955525321|0.0|0|6.605297921|0|0.0|4.59511985|-0.006491037|2|0.0248765429999999|-0.080321049|0.0|-0.085301064|0.008031558|-0.228971551|10.9433337|-0.058823529|1|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|-0.109439124|0.6977404359999999|0.008349498|-35.99212225|4.27195187|0.11368581|58.16640976|-0.0281385329999999|2.185709046|0.0|0.753027268|-1.12554131|-17.81716094|43.86175561|-14.3968489|39.09545876|-575.8739559999999|873.709445|0.246972732|6.063350238|0.909902834|126.3615674|-294.64117410000006|0.0153811389999999|7.869633359|1.0|0.0|1.0|1.0|2.78|23.0|4.99|4.51|54.46|2.13|0.0|0.0|95.45|0.0|3.0|24.0|3.0|-5.77|312.37|0.0|1.0|1.0|3.43|0.0|3.17|-990.5931502|556.84|274.99|271.0|254.15|410.52|0.53838|-990.467026|-0.18719|-990.516371|5.4
16a_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|2.041062372|5.4161004020000005|0.023926176|2|0.0334858389999999|-0.085711535|2.009832665|-0.152205915|0.011207938|0.014886502|10.92947902|-0.0048530629999999|1|-0.162508526|-0.254024476|-0.1948324069999999|2|0.748039584|-0.008879187|0.72613292|0.013872737|-53.28817038|9.606840334|0.083851314|58.06685151|-0.026063936|6.652715932|99.81657855|0.7270593190000001|-1.615964058|-25.21250404|63.53441386|-18.049219|46.01490333|-1119.0515779999998|1823.310808|0.272940681|8.531706024|0.862035195|189.0108247|-774.9407716|0.014796066|10.24624348|1.0|1.0|1.0|0.0|4.11|21.0|4.73|5.19|56.07|2.47|3.0|0.0|133.66|0.0|9.0|33.0|5.0|-5.91|439.55|0.0|1.0|1.0|4.24|0.0|3.46|-1395.13019|760.0|320.22|0.3843|221.33|629.65|0.6852199999999999|-1394.797092|-0.1605|-1394.861824|7.3279
14k_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|3.358995671|5.351858133|-0.024758731|2|0.046283951|0.04479394|0.74561778|-0.299174093|0.010682694|-0.055500851|10.31321813|-0.055708465|2|-0.071484865|-0.13187015|-0.463402169|2|0.722187957|-0.091426449|0.659570836|0.018829201|-53.17069631|12.53019305|0.077602272|51.64167457|-0.033999976|8.338417622|80.31548917|0.783562394|-1.597998852|-24.9092952|64.04991522|-22.62582822|49.96154892|-1063.413926|2174.886074|0.216437606|8.21201115|0.948005074|144.0318708|-707.6658267999999|0.016348271|10.87921891|0.0|1.0|1.0|1.0|3.39|26.0|4.0|4.67|105.02|3.51|2.0|1.0|125.29|0.0|5.0|31.0|4.0|-6.03|445.93|0.0|0.0|0.0|3.99|0.0|4.1|-2089.501786|691.9|340.42|0.4694|340.42|552.65|0.63765|-2089.293765|-0.14784|-2089.354026|8.4123
7_a47|0.0|0|0|0.0|0.0|0|0.0|0|0.0|0.0|-0.143650735|2|0.04030303|-0.128433676|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.021071408|-0.04311702|-0.46105149|2|0.6995252890000001|-0.124285418|0.671549194|0.008915606|-54.113260200000006|5.027768049|0.152677268|86.09912617|-0.036250645|2.8353037860000003|0.0|0.816979353|-1.631279045|-25.84337052|61.47335819|-20.44278719|50.85512286|-919.9254234|1968.695833|0.1830206469999999|6.485224033|0.681423344|103.2106353|-518.7725468|0.0130514639999999|7.36009799|1.0|0.0|1.0|2.0|2.96|22.0|5.63|6.52|58.04|3.69|2.0|0.0|111.28|0.0|4.0|28.0|4.0|-4.8|393.84|1.0|0.0|1.0|4.89|0.0|5.08|-1647.963177|604.84|333.26|0.2144|333.26|455.81|0.69314|-1647.7863539999998|-0.1544|-1647.841533|7.6
12aa_a36|0.0|1|0|3.4172704080000003|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.135770278|2|0.042560386|0.03597264|0.0|-0.672129428|-0.006653538|0.010538281|10.95446449|-0.013898809|1|-0.052743904|-0.090926893|-0.53315493|1|0.892815402|-0.023185884|0.849217847|0.023617545|-80.19356964|16.1504726|0.3110547589999999|212.7097172|-0.04126187|11.04423694|109.0001157|0.731335741|-2.228140982|-49.88002793|96.18613736|-28.21625599|89.09222754|-1523.677823|2418.848273|0.2686642589999999|8.05947774|0.812554922|183.7216658|-1041.942197|0.023386634|15.99256772|0.0|0.0|0.0|3.0|4.83|17.0|1.92|0.98|112.29|1.28|1.0|0.0|131.85|0.0|6.0|32.0|5.0|-7.79|424.46|0.0|0.0|0.0|1.15|0.0|3.88|-1401.617177|701.99|318.73|0.4446|318.73|520.19|0.6931|-1401.389257|-0.15718|-1401.45065|8.0458
9_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|4.727387819|-0.100592457|1|0.034166667|-0.126542538|2.4071976040000003|-0.298197887|-0.004918099|0.065373003|10.31162238|0.023606557|1|0.083014843|0.141996379|-0.614170287|1|0.923357627|0.042154567|0.865283439|0.007377805|-39.28853824|3.469130065|0.15350225|72.17854599|-0.038196575|1.6312253680000002|72.50764604|0.886859678|-1.336880133|-21.04009269|43.50933802|-17.96047462|48.21513485|-628.6166118|1383.145159|0.1131403219999999|5.004834198999999|0.704792493|53.19989715|-295.5828535|0.008976383|4.220799781|1.0|1.0|1.0|1.0|3.1|21.0|4.9|4.62|80.04|2.42|1.0|0.0|92.69|0.0|2.0|22.0|2.0|-5.21|303.38|0.0|0.0|1.0|3.7|0.0|3.28|-1256.0634710000002|512.44|331.9|0.2069|213.09|350.27|0.6724600000000001|-1255.9558029999998|-0.15834|-1256.002529|4.96
43_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|0.0|4.844187086|-0.01369899|1|0.033734062|-0.05314954|0.0|-0.397752066|0.002712865|0.031746165|10.94702053|-0.032429984|0|-0.140532044|-0.2093696189999999|-0.460675034|0|0.718255592|-0.0579590709999999|0.712848727|0.006890688|-63.87648583|5.35147222|0.147655113|114.6724699|-0.0311212229999999|4.156080507|21.60709738|0.8743733490000001|-2.302970476|-42.32033664|69.46280937|-24.16948112|59.84418608|-1788.541603|1579.614523|0.125626651|10.01438533|0.930331529|97.56464265|-1389.023915|0.007193089|5.5863235410000005|0.0|0.0|1.0|2.0|4.54|18.0|4.5|4.08|76.5|3.7|3.0|1.0|160.76|0.0|9.0|38.0|3.0|-5.78|508.65|0.0|0.0|0.0|3.48|1.0|8.79|-1611.598032|843.1|384.65|0.5429|384.65|702.4|0.6926800000000001|-1611.126246|-0.13196|-1611.198355|6.2041
15_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1.956386054|5.4161004020000005|-0.061469545|1|0.044357639|0.0432718859999999|0.0|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|0.022446689|1|-0.017259078|-0.038707204|-0.226703465|1|0.5118792910000001|0.036363636|0.509447294|0.010893057|-35.36161572|5.223809291|0.132283624|63.43714456|-0.030724393|2.505098786|86.01453643|0.8438913020000001|-1.106078158|-14.29317436|40.03406565|-14.73400655|35.02894809|-530.4242358|1495.715718|0.156108698|5.459799482|0.7783994009999999|74.8625551|-254.3670787|0.009743323|4.672449937|1.0|0.0|0.0|0.0|3.28|17.0|4.09|4.4|30.71|3.05|0.0|0.0|85.06|0.0|2.0|22.0|3.0|-5.6|291.32|0.0|1.0|1.0|3.61|0.0|3.8|-958.251931|512.65|294.16|0.1996|275.22|396.58|0.56413|-958.147682|-0.17373|-958.195344|6757.0
32_a47|0.0|0|1|0.0|0.0|1|6.842683282|1|1.998170616|4.727387819|0.000921003|3|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|10.95005715|-0.044598914|1|-0.077485193|-0.157688306|-0.2749014|2|0.6636125860000001|-0.078006445|0.634406338|0.019295804|-52.38450683|13.90468487|0.148372218|106.9180086|-0.026060474|10.01980854|44.50423685|0.64116122|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|-995.3056298|2255.632049|0.35883878|8.656942728999999|0.794977846|258.5816152|-717.2238666000001|0.022735861|16.38361254|1.0|0.0|1.0|2.0|3.35|21.0|4.18|5.07|67.66|3.11|2.0|0.0|125.17|0.0|5.0|31.0|5.0|-6.34|436.91|0.0|0.0|1.0|3.94|0.0|2.97|-1778.0970140000002|692.49|336.65|0.2969|252.79|548.86|0.68986|-1777.843462|-0.1509599999999999|-1777.90286|7.0
18a_a22|0.0|0|0|0.0|0.0|1|6.842683282|0|1.854982521|4.727387819|-0.018344659|2|0.038167849|0.033735832|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|10.31286146|-0.015194063|1|-0.0835538409999999|-0.147724859|-0.296897301|2|0.760537197|-0.027029438|0.722009212|0.01713283|-51.6464295|11.62443251|0.073464296|49.84469832|-0.029276847|7.887046626|18.5219848|0.710467198|-1.5223960559999998|-23.31437056|64.80092090000001|-19.86401135|45.98663929|-1032.92859|2213.859172|0.289532802|7.037677899|0.950859191|196.4447473|-700.830423|0.0193879289999999|13.15449139|1.0|1.0|1.0|1.0|3.49|27.0|5.32|5.11|100.61|2.13|2.0|1.0|131.64|0.0|6.0|32.0|4.0|-6.28|436.53|0.0|0.0|1.0|3.9|0.0|3.69|-1691.2957760000002|695.35|355.95|0.3174|246.91|531.16|0.68577|-1691.036502|-0.1408|-1691.097989|7.8861
11f_a5|0.0|1|0|2.967866825|0.0|0|6.605297921|1|0.0|4.59511985|0.022233547|3|0.021060606|-0.083432989|0.0|-0.227966183|0.00722997|-0.178881726|10.94877949|-0.0080939669999999|1|-0.128153787|-0.203228986|-0.230681941|2|0.785419245|-0.016518403|0.750555185|0.0221464629999999|-51.92819555|15.41338844|0.152643862|106.23633909999998|-0.022252743|10.72733576|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|73.05195434|-15.48735657|62.99140465|-882.7793242999999|1125.122028|0.489052404|9.683662007|0.8628345190000001|340.3683339|-614.3924972|0.030351311|21.12375879|0.0|1.0|1.0|1.0|3.35|23.0|4.61|3.53|76.16|1.03|1.0|0.0|126.79|0.0|7.0|32.0|6.0|-6.99|427.5|0.0|1.0|0.0|2.95|0.0|2.25|-1391.722248|729.96|299.8|0.5834|278.47|579.1|0.64937|-1391.444853|-0.1691|-1391.50739|7.9208
4q_a46|0.0|0|0|0.0|0.09591943|1|7.832410927000001|1|2.151582577|5.587248657999999|0.004704245|2|0.0462962959999999|-0.012611536|0.0|-0.066250447|0.012173202|-0.155661124|10.96363644|-0.081623022|1|-0.1214838219999999|-0.187559576|-0.125840557|2|0.716317772|-0.121752717|0.703627625|0.014510206|-39.09149156|8.099124333999999|0.086449996|48.25357162|-0.021010627|4.520667361|72.14599138|0.61955726|-1.050531344|-16.25388148|49.37907349|-11.72744747|37.21920695|-586.3723734|1491.412605|0.38044274|6.038093227999999|0.952269544|212.350744|-327.2939568|0.018430997|10.28758193|1.0|1.0|1.0|0.0|3.95|17.0|4.09|4.09|52.83|1.75|0.0|0.0|102.63|0.0|4.0|26.0|4.0|-6.54|348.44|0.0|1.0|0.0|3.15|0.0|2.57|-1108.729426|606.7333|273.72|0.1432|273.72|510.13|0.69002|-1108.511662|-0.1903|-1108.566571|6129.0
14a_a22|0.0|0|0|0.0|0.0|1|6.842683282|0|1.646649187|4.727387819|-0.052476637|2|0.038167849|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|10.9464374|-0.015194063|1|-0.097476465|-0.165471815|-0.360663314|2|0.6819423609999999|-0.027029438|0.655865336|0.021268761|-55.51601021|14.49148204|0.135922381|92.61079081|-0.031338217|9.873779458|60.38977977|0.7007904070000001|-1.629587269|-28.88288575|70.33046351|-21.35231162|56.88212098|-1110.320204|2169.870866|0.299209593|8.052850876|0.8069597009999999|203.8666248|-756.5172972|0.021742777|14.81445329|1.0|1.0|1.0|1.0|3.42|27.0|3.87|4.31|85.59|1.73|1.0|0.0|124.05|0.0|6.0|32.0|5.0|-6.61|420.47|0.0|0.0|1.0|3.19|0.0|4.98|-1368.321586|695.62|347.23|0.3051|244.77|534.87|0.63156|-1368.075682|-0.15029|-1368.13858|7.4202
14u_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|3.357982471|5.351858133|-0.025360103|2|0.043321995|0.050530143|0.743634137|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|-0.110069159|-0.199540201|-0.4086345999999999|2|0.756252127|-0.094773814|0.71381683|0.0254134689999999|-57.75236052|16.97420126|0.090245088|60.27663131|-0.033908155|11.3374334|50.47632596|0.702868983|-1.729315897|-24.65250654|73.50348823|-22.64798452|53.88349042|-1155.04721|2430.634114|0.297131017|7.392527755|0.910165272|198.4601847|-771.4808267999999|0.023582305|15.75112771|0.0|1.0|1.0|1.0|3.59|26.0|3.42|4.03|114.25|2.72|2.0|1.0|126.78|0.0|6.0|32.0|5.0|-6.47|441.51|0.0|0.0|0.0|3.48|0.0|3.23|-1744.422541|712.54|389.66|0.2253|306.82|549.0|0.6703100000000001|-1744.1781010000002|-0.1543|-1744.2405670000005|8.2449
12l_a30|0.0|0|0|0.0|-4.712037416|0|7.412764017000001|2|0.0|5.351858133|-0.274237737|2|0.044036281|-0.102468864|0.0|-0.876151158|-0.00695299|0.154540315|10.31162828|-0.02588969|1|-0.077457998|-0.226973911|-0.640870513|1|0.613786308|-0.0395239879999999|0.593245722|0.0154211289999999|-76.82494797|10.78883933|0.165720595|115.9404641|-0.045581702|7.548024079|1.697908189|0.8218150790000001|-2.415830189|-44.29742723|88.64610824|-31.88960104|74.10578426|-1690.148855|2394.793539|0.178184921|9.258542907|0.861252543|124.6606826|-1182.451965|0.016896687|11.82116027|1.0|1.0|0.0|1.0|4.72|17.0|4.43|4.78|90.88|2.82|2.0|0.0|133.96|0.0|7.0|34.0|8.0|-5.66|482.48|0.0|0.0|0.0|3.42|0.0|5.52|-1987.998976|729.17|351.78|0.2294|245.74|574.72|0.68488|-1987.782294|-0.14944|-1987.848331|7.2154
16a_a32|0.0|1|1|3.357452523|0.0|0|7.765993078999999|0|0.0|5.733341277|-0.0848387459999999|0|0.03995614|-0.053745649|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|-0.058518519|3|-0.107321286|-0.199563743|-0.707456102|0|0.859696525|-0.098258706|0.81143469|0.020664867|-74.35152328|12.86051026|0.2434571689999999|151.5123947|-0.037168908|8.003570876|66.13699638|0.6968200370000001|-1.6726008419999998|-35.00816569|88.96104768|-23.13158502|69.11326055|-1040.921326|2992.60858|0.303179963|7.183246604|0.8211379000000001|188.6800971|-647.803815|0.023475264|14.6095244|1.0|1.0|1.0|3.0|3.53|19.0|5.32|3.79|152.07|0.88|1.0|0.0|108.86|1.0|7.0|27.0|4.0|-6.85|398.51|1.0|0.0|1.0|3.06|0.0|3.9|-1896.770883|664.67|341.42|0.2859|341.42|535.63|0.70245|-1896.589348|-0.15045|-1896.649286|7.9586
19l_a38|0.0|1|0|3.280796643|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.10490608|2|0.04391253|0.103904811|0.0|-0.426895387|-0.001197042|-0.02967593|10.94917392|-0.032264281|1|-0.091460175|-0.191751024|-0.4224000739999999|1|0.723755855|-0.053823023|0.700181525|0.0219046379999999|-65.35669452|14.19254029|0.200388811|129.8367176|-0.037359603|9.195687319|19.55998015|0.7374102309999999|-2.017418574|-33.45088372|79.04689476|-24.20618316|65.82033039|-1307.13389|2934.313773|0.262589769|6.568874137999999|0.754730276|170.13821069999997|-846.9234048000001|0.021129331|13.69020024|1.0|1.0|1.0|3.0|4.94|17.0|4.03|3.09|81.23|2.75|2.0|0.0|135.78|0.0|6.0|32.0|4.0|-6.39|427.48|0.0|0.0|1.0|3.22|0.0|4.08|-1409.557954|660.04|369.66|0.2883|337.75|502.31|0.7044|-1409.309206|-0.13977|-1409.37001|7.8633
