molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|GATS1pe|FPSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|FPSA5|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Lipinski|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|pIC50
18c_a25|0.0|0|0|0.0|0.0|1|6.842683282|0|1.959418462|4.727387819|-0.008080236|2|0.043274232|0.007241543|2.069766482|-0.162271435|0.007804726|-0.038865826|10.31285373|0.006360768|1|-0.038006869|-0.064145547|-0.282103688|2|0.7644072209999999|0.0114970419999999|0.7357918440000001|0.009585904|-47.27625541|6.300016824|0.05198276|34.1639413|-0.026975264|4.140476673999999|0.0|0.7479204509999999|-1.510614788|-21.00757374|56.83666555|-17.72859578|38.26446885|-992.8013635|2095.730631|0.2520795489999999|7.553051762000001|0.940731034|165.67090530000002|-652.4856999|0.014546814|9.560410146|1.0|1.0|1.0|1.0|3.58|27.0|6.29|6.11|87.72|3.08|2.0|1.0|138.65|0.0|7.0|33.0|3.0|-5.85|449.57|1.0|0.0|1.0|4.77|0.0|4.75|-1714.5777670000002|698.86|371.26|0.3558|226.01|547.87|0.70516|-1714.280779|-0.13312|-1714.342386|7.0555
1g_a5|0.0|1|0|2.942391606|0.0|0|6.605297921|0|0.0|4.59511985|-0.010620031|2|0.027447447|-0.011534568|0.0|-0.172437603|0.00683534|-0.132678208|10.94875199|-0.0353243789999999|1|-0.010807075|-0.0178558139999999|-0.242737126|2|0.74740095|-0.067172264|0.717355058|0.020418692|-39.8807456|10.9506874|0.134079034|71.90752413|-0.027205531|5.8729303|0.589719781|0.61393343|-1.11542677|-20.16505667|54.34919851|-14.59051668|48.55052611|-598.211184|832.7655896000001|0.38606657|7.312498266|0.891486942|207.0502037|-320.82484500000004|0.02697793|14.46845291|1.0|1.0|1.0|1.0|2.79|23.0|4.5|4.21|63.69|1.57|0.0|0.0|96.98|0.0|4.0|25.0|4.0|-6.15|328.37|0.0|1.0|1.0|3.09|0.0|2.61|-1065.818889|572.15|297.09|0.1769|259.26|448.93|0.66164|-1065.675316|-0.17042|-1065.727193|6.9393
13_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|2.091672336|5.4161004020000005|-0.055497169|2|0.038726287|-0.093280469|1.794073077|-0.259721373|0.00384732|-0.002128014|10.9296146|-0.001592366|1|-0.017015286|-0.02811323|-0.345108701|2|0.761923976|-0.002671425|0.736686715|0.0122005|-41.62089688|6.168030793|0.181972309|91.99711608|-0.030119651|3.118282386|0.0|0.7144943490000001|-1.234905671|-24.21093442|51.21590298|-15.22715739|54.05778885|-624.3134531000001|1630.880014|0.285505651|5.069505473|0.816739845|144.338975|-315.62515|0.018979132|9.595006108|1.0|0.0|1.0|1.0|3.02|21.0|3.52|3.81|63.83|1.88|0.0|0.0|97.14|0.0|2.0|25.0|4.0|-6.34|328.37|0.0|1.0|1.0|2.91|0.0|2.48|-1065.839441|550.83|322.72|0.3905|212.63|376.77|0.68386|-1065.68351|-0.15937|-1065.732389|6.7959
16b_a32|-3.3094926630000003|1|1|3.2902303|0.0|0|7.765993078999999|0|0.0|5.733341277|-0.3723824429999999|0|0.041958333|-0.012739425|2.033356859|-0.423467596|-0.008277865|-0.018753196|10.31100078|-0.0657820279999999|3|-0.1202046419999999|-0.222700615|-0.586122949|0|0.745820612|-0.098450203|0.6762731040000001|0.015808858|-69.39772428|10.12961779|0.253462496|162.40756509999997|-0.0345657579999999|6.490611388|9.827907321|0.7476362679999999|-1.624590613|-36.42406481|80.37824892|-22.14820988|66.97508778|-1040.965864|3264.235184|0.252363732|6.466656381|0.709394251|161.7035261|-667.0049190000001|0.017136832|10.98052464|1.0|1.0|1.0|2.0|3.71|19.0|5.4|4.88|165.49|0.41|1.0|0.0|114.43|1.0|7.0|28.0|6.0|-6.72|433.57|1.0|0.0|1.0|3.26|0.0|6.37|-2315.951437|676.92|342.39|0.2849|342.39|567.01|0.70233|-2315.757928|-0.14995|-2315.819979|7.7696
20_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|2.017439295|5.4161004020000005|-0.00123671|1|0.039635417|-0.061689675|0.0|-0.124135414|0.012265062|-0.1473674569999999|10.9459449|-0.059498265|1|-0.064248765|-0.103098674|-0.211751813|1|0.691307598|-0.105783279|0.665774148|0.022933651|-34.74640079|11.03865532|0.081852712|39.3981702|-0.0273144939999999|5.313236547|68.49419443|0.6435852470000001|-1.010636274|-14.03867522|46.45917085|-13.14728679|40.20507689|-486.4496111|1379.418733|0.356414753|5.543543957000001|0.729218575|171.5531319|-234.1428169|0.024334176|11.71277006|1.0|1.0|1.0|0.0|3.23|17.0|3.2|3.54|39.94|2.09|0.0|0.0|86.62|0.0|3.0|22.0|3.0|-5.96|289.33|0.0|1.0|1.0|2.97|0.0|2.73|-934.2266312|517.72|306.74|0.2364|239.45|402.27|0.66028|-934.103809|-0.16699|-934.150871|6.1898
1a_a5|0.0|0|0|0.0|0.0|0|6.605297921|1|0.0|4.59511985|0.009305578|2|0.021346801|-0.075791863|0.0|-0.078562954|0.005921049|-0.132197351|10.9502215|-0.004213083|0|0.069867374|0.114184614|-0.179831877|2|0.8309401009999999|-0.008431181|0.808272639|0.008036994|-38.07869556|4.047117885|0.166361767|83.77332129999999|-0.027665419|2.037971304|0.0|0.7256546770000001|-1.134282187|-18.22870183|46.38422909|-13.93123008|40.24669785|-571.1804334|902.6910106|0.274345323|6.199179484|0.835734058|138.1496441|-287.62427139999994|0.016493595|8.305533524|0.0|0.0|1.0|1.0|3.54|18.0|3.08|1.42|37.81|2.09|0.0|0.0|93.49|0.0|3.0|23.0|4.0|-6.58|298.34|0.0|1.0|0.0|1.75|0.0|2.85|-951.110826|531.02|437.61|0.2109|265.45|386.8|0.54123|-951.178584|-0.12226|-951.226623|6.9706
12r_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.093024002|2|0.043383838|-0.093079817|0.0|-0.400352091|-0.002544958|-0.0682882559999999|10.31162892|-0.0646674999999999|1|-0.0546637159999999|-0.145315868|-0.44083509|1|0.609043558|-0.105767484|0.591758164|0.019137908|-71.0931422|12.36992712|0.27927255|180.5098625|-0.040404659|7.995393191000001|0.0|0.790065337|-1.979828309|-37.69583567|82.06195604|-26.11584816|70.6903535|-1279.67656|2433.580273|0.209934663|7.467190577999999|0.867350555|135.6928105|-827.1283373|0.016970201|10.96881384|1.0|1.0|0.0|1.0|4.66|17.0|4.67|3.74|81.65|3.58|2.0|0.0|127.19|0.0|5.0|31.0|6.0|-6.06|434.46|0.0|0.0|0.0|3.21|0.0|4.32|-1774.2026670000002|679.64|353.12|0.1908|244.69|516.03|0.68476|-1774.009422|-0.14894|-1774.070699|7.5317
12bf_a36|0.0|1|0|3.31325137|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.119979424|2|0.044197531|0.140577067|0.0|-0.4497470879999999|-0.006877664|-0.096665166|10.96022305|-0.0206090089999999|1|-0.098027247|-0.250781298|-0.433281391|1|0.653741315|-0.033696875|0.632625562|0.0217611939999999|-71.01192632|14.01562806|0.320859336|206.6543367|-0.037486972|9.026978489|0.0|0.7054709690000001|-1.874348624|-37.52534442|86.28460578|-24.14405495|72.27889645|-1207.2027480000002|2522.341812|0.294529031|7.546900716000001|0.904134124|189.6959033|-777.5172959|0.02371294|15.27267945|1.0|0.0|0.0|2.0|4.72|17.0|3.55|3.0|69.2|2.78|1.0|0.0|123.67|0.0|5.0|31.0|6.0|-6.8|417.41|0.0|1.0|0.0|2.44|0.0|3.66|-1431.380702|670.85|320.04|0.4518|236.98|517.66|0.69292|-1431.187555|-0.15677|-1431.246893|8.2218
4_a47|0.0|0|0|0.0|0.0|0|0.0|0|0.0|0.0|-0.121159855|2|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.0687047279999999|10.93671044|0.011775922|0|-0.017555555|-0.027355932|-0.462831711|2|0.893350891|0.019305509|0.8124901999999999|0.007772995|-50.35610033|4.22896799|0.1257991219999999|68.44214684|-0.03525955|2.300808176|0.0|0.806604393|-1.48090111|-23.10213311|57.78603076|-19.18327632|46.69151766|-805.6976052|1528.797085|0.193395607|6.468023748999999|0.67265584|105.2186243|-438.3470487|0.013656479|7.429930428|1.0|0.0|1.0|2.0|2.75|22.0|4.83|5.71|58.04|3.1|2.0|0.0|106.52|0.0|3.0|26.0|3.0|-4.99|361.82|0.0|0.0|1.0|4.32|0.0|4.44|-1509.4201369999998|576.9|332.4|0.2304|214.85|432.89|0.69157|-1509.262887|-0.1547|-1509.3147789999998|7.5
6d_a40|0.0|0|0|0.0|0.0|1|8.421342866|1|1.695192271|6.401917197|-0.091548968|0|0.039160494|-0.104206961|0.683786612|-0.722057579|-0.005066797|0.086704068|10.30179973|-0.205140551|2|-0.025143559|-0.0603134|-0.624951805|0|0.6224555620000001|-0.289988439|0.604211552|0.017359149|-76.51205671|11.10859664|0.336329628|215.22657540000003|-0.050049893|7.108696385|38.04267542|0.86005241|-2.15214542|-47.09642482|85.47607798|-32.02830281|84.70509846|-1377.2170210000002|3212.360755|0.13994759|6.908972922999999|0.7486635420000001|89.55631|-881.3190339|0.01400787|8.964021265|1.0|1.0|1.0|1.0|3.98|14.0|4.8|3.63|173.43|2.01|2.0|2.0|120.09|1.0|5.0|30.0|6.0|-6.36|460.52|1.0|0.0|1.0|3.43|0.0|7.98|-2470.793925|656.5|419.45|0.3518|419.45|511.88|0.6624800000000001|-2470.62267|-0.11938|-2470.684323|8.9208
2_a27|0.0|0|0|0.0|0.0|2|6.605297921|0|3.250529415|4.59511985|-0.0609613559999999|2|0.0427777779999999|-0.196529806|1.267636369|-0.276758209|0.009338889|0.11675125|10.93783218|0.017751479|1|-0.21066171|-0.361571905|-0.475677812|2|0.639024713|0.027777778|0.60904903|0.019809599|-41.03489597|9.972342226|0.153130039|77.08713259|-0.029261411|5.020172886|53.58106492|0.6684621829999999|-1.141195033|-14.81116546|52.43208086|-14.73047548|39.39404027|-574.4885436000001|1270.627585|0.331537817|5.312170441|0.7934621359999999|166.89932209999998|-289.2030522|0.022639983|11.39718489|0.0|1.0|1.0|0.0|2.9|21.0|2.43|2.49|65.6|2.42|0.0|0.0|92.58|0.0|2.0|24.0|4.0|-6.69|317.34|0.0|1.0|1.0|2.52|0.0|4.32|-1043.7984|538.57|297.87|0.3217|297.87|420.7|0.55857|-1043.665151|-0.16769|-1043.715364|7.8861
3j_a32|0.0|1|1|3.564417045|0.0|0|8.234564993|0|0.0|6.3044488020000005|-0.017889768|0|0.037373737|-0.029763115|2.248764828|-0.269814716|-0.000202965|-0.086191775|10.31100276|-0.052622352|3|-0.052818794|-0.097980957|-0.528541012|0|0.812195122|-0.084553991|0.7557114|0.013773753|-50.46105839|7.315176208|0.134898055|71.64373163|-0.030815085|3.885056172|0.0|0.7487739999999999|-1.140158136|-19.82606536|58.58770587|-16.36574867|44.64569478|-605.5327007000001|1778.1826620000002|0.251226|5.900829539|0.812452828|133.42496409999998|-321.5956102|0.015301673|8.126647477|1.0|1.0|1.0|1.0|3.27|19.0|6.68|4.93|110.94|1.94|1.0|0.0|95.74|0.0|3.0|23.0|3.0|-5.6|338.45|0.0|0.0|1.0|4.09|0.0|3.02|-1671.479105|564.55|354.42|0.3005|354.42|405.19|0.7028|-1671.351322|-0.14498|-1671.402462|8.0969
6_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|4.727387819|-0.106234254|2|0.038650794|-0.025021661|2.000787282|-0.330577816|-0.007540435|0.05584062|10.3116226|0.032782484|1|0.020589494|0.036673175|-0.594308852|2|0.881253042|0.055002252|0.773152968|0.010921391|-49.23401228|5.449560482000001|0.216677977|108.118071|-0.037726468|2.7192240510000003|77.06094911|0.80281499|-1.282699916|-25.95647951|56.71997588|-18.8247694|57.46859326|-640.0421597|1899.385061|0.19718501|5.498222293|0.633675574|98.39146166|-319.3685142|0.0150025189999999|7.485963593999999|1.0|1.0|1.0|1.0|3.05|21.0|4.96|4.66|92.93|2.11|1.0|0.0|95.5|0.0|2.0|23.0|3.0|-5.68|338.81|0.0|0.0|1.0|3.63|0.0|3.09|-1731.7043199999998|524.88|365.05|0.1997|212.74|366.93|0.69323|-1731.602363|-0.1465|-1731.6508010000002|5.7501
25c_a34|0.0|0|0|0.0|0.0|1|7.412764017000001|2|1.958290974|5.351858133|-0.047513652|2|0.037424242|-0.16034464|0.0|-0.834326082|-0.002827527|-0.056443595|10.95957635|-0.041629027|1|-0.3609280379999999|-0.563411433|-0.5404076879999999|1|0.809687672|-0.072907053|0.760055383|0.043815478|-75.6298008|29.22363765|0.316768377|211.2752099|-0.031498055|19.49130854|93.28638171|0.537428437|-1.7008949569999998|-39.37521522|100.6665476|-21.008278|88.25954175|-1134.447012|2439.174137|0.4625715629999999|7.484891117|0.77182656|308.52165519999994|-756.6428589|0.037538004|25.03674677|0.0|1.0|1.0|1.0|3.64|17.0|2.18|1.98|90.74|1.0|1.0|0.0|116.0|0.0|6.0|31.0|6.0|-7.95|421.45|0.0|0.0|0.0|1.93|0.0|4.32|-1426.666471|704.43|294.54|0.2239999999999999|294.54|561.29|0.69247|-1426.421463|-0.17424|-1426.48597|5.7496
47n_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|0.0|4.844187086|-0.057061805|0|0.032169312|0.017491759|0.0|-0.609196374|0.000271488|-0.003276575|10.94702025|-0.048404296|0|-0.172015161|-0.258092915|-0.529441732|0|0.722991132|-0.083719099|0.711628292|0.0106152389999999|-75.24728669|8.759783644|0.207570604|171.2889916|-0.031974244|7.228646444|47.476904100000006|0.783921929|-2.4620167580000003|-54.00070374|86.44740177|-26.38541222|74.19865731|-2031.676741|2052.393389|0.216078071|10.43689152|0.932611327|178.30942439999998|-1676.556573|0.01357247|11.20011508|1.0|0.0|1.0|3.0|4.69|18.0|3.67|3.31|105.6|2.72|3.0|1.0|162.18|1.0|13.0|40.0|4.0|-6.68|539.67|0.0|0.0|0.0|2.76|1.0|9.78|-1743.299948|879.92|387.11|0.5056|387.11|799.02|0.6914600000000001|-1740.5852670000002|-0.13138|-1740.663577|7.1938
12h_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|1.760542171|5.4161004020000005|-0.107711573|0|0.041915709|0.208938531|0.803557099|-0.289603712|-0.000134504|0.189869851|10.31197256|-0.21893421|2|0.127299624|0.224167029|-0.556229094|0|0.809398262|-0.335801908|0.6948809659999999|0.0117142839999999|-48.34705035|6.193088525|0.160518251|84.86252967|-0.038796498|3.274152035|59.68939644|0.844008584|-1.280284432|-26.67382585|54.9311782|-20.51086984|56.64687411|-676.8587047999999|603.6697997|0.155991416|7.989299324|0.983394285|82.46928995|-357.8405665|0.012453938|6.584127851|1.0|1.0|1.0|1.0|3.19|20.0|4.59|5.02|84.45|3.76|2.0|1.0|96.16|0.0|2.0|23.0|2.0|-5.13|361.25|0.0|0.0|1.0|4.22|0.0|4.14|-2153.186757|548.82|469.0|0.3985|298.7|435.95|0.7041|-2153.072091|-0.1092|-2153.123274|6.0846
18_a47|0.0|1|1|2.969619451|0.0|0|6.605297921|0|0.0|4.59511985|-0.06345679|3|0.037919622|-0.026357805|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|-0.016728205|1|-0.02470455|-0.053119347|-0.322800033|3|0.646771311|-0.027351545|0.630969651|0.014741763|-52.88049505|9.234746417|0.222175975|139.1786571|-0.0303894239999999|5.784962137000001|3.684585007|0.7327484470000001|-1.5194711930000002|-30.97660579|63.72933669|-19.03697822|58.68383399|-951.8489108|2184.962887|0.267251553|7.018342267|0.7608026529999999|167.41554630000002|-596.2708299|0.017318402|10.84884165|1.0|0.0|1.0|2.0|3.47|27.0|5.53|6.0|79.38|2.63|2.0|0.0|119.78|0.0|4.0|31.0|5.0|-5.87|410.45|1.0|0.0|1.0|4.16|0.0|3.32|-1354.180815|652.12|293.65|0.4335|290.58|487.81|0.63359|-1353.979194|-0.17349|-1354.037606|8.6
19_a20|0.0|1|0|3.423603867|0.0|0|6.842683282|0|0.0|4.727387819|-0.130949446|3|0.0396875|0.103271147|1.622562232|-0.539158264|-0.006620594|0.077469518|10.94899558|-0.063133522|1|-0.049177437|-0.083481481|-0.5838248970000001|3|0.811128636|-0.105118869|0.7741509329999999|0.013643765|-65.49811346|8.964643162|0.245547466|161.33709|-0.038340404|5.890223441|88.19441661|0.796070588|-1.993700989|-39.5992891|75.98477124|-25.1915821|69.23289949|-1309.962269|1818.518838|0.203929412|7.950138729|0.935398401|133.9919257|-860.7113887|0.0159602|10.48665779|1.0|1.0|1.0|2.0|3.49|27.0|4.97|4.08|110.44|1.33|1.0|0.0|122.86|0.0|5.0|32.0|5.0|-6.8|420.47|0.0|0.0|1.0|3.16|0.0|5.01|-1368.378274|687.79|368.83|0.2998|368.83|519.34|0.6987399999999999|-1368.129074|-0.13903|-1368.190746|5585.0
13_a15|0.0|0|0|0.0|0.0|0|0.0|1|0.0|0.0|-0.031457366|3|0.029206349|-0.006938727|0.0|-0.393632585|0.001806571|-0.031047852|10.95980212|0.005149745|0|-0.173728081|-0.272482143|-0.357554652|2|0.843715005|0.009456191|0.796300317|0.016196467|-61.86632281|10.21906987|0.114512421|72.25096855|-0.033811561|6.447664726|0.0|0.755283433|-1.961070565|-27.279882500000003|72.41636305|-21.33321476|53.45565817|-1237.326456|3581.589629|0.244716567|5.21465994|0.931684902|154.4025434|-780.6841766|0.01672103|10.55004024|1.0|1.0|0.0|1.0|4.13|24.0|4.33|6.69|59.51|2.52|2.0|0.0|138.24|0.0|6.0|34.0|4.0|-5.26|448.52|1.0|0.0|0.0|4.61|0.0|5.04|-1450.727602|674.36|482.03|208.0|314.52|549.33|0.70626|-1450.399387|-0.11283|-1450.462642|8.2218
41_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|0.0|4.844187086|-0.059936864|1|0.038034188|-0.089781154|0.0|-0.500778516|-0.0034878|0.022493846|10.9470117|0.0212700929999999|0|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|0.759941674|0.037097204|0.745631286|0.009550224|-61.10986894|6.547189171|0.2650611539999999|181.7135945|-0.037381065|4.488448275|93.99687836|0.903239484|-2.317626057|-47.95199341|65.83786886|-25.62671923|76.49358329|-1588.856592|1491.296991|0.0967605159999999|8.787657952|0.950261611|66.33450764|-1089.246155|0.006896617|4.727999916|1.0|0.0|1.0|3.0|4.07|18.0|3.26|2.7|99.28|2.94|2.0|1.0|141.34|0.0|6.0|34.0|3.0|-6.38|452.55|0.0|0.0|1.0|2.53|0.0|7.34|-1454.3467460000002|736.59|385.97|482.0|385.97|576.83|0.69308|-1453.980175|-0.1319|-1454.045308|6433.0
7c_a8|0.0|1|0|3.17138259|0.0|1|7.05012252|0|1.4416758790000002|4.844187086|-0.025233184|1|0.043533333|0.0493777859999999|0.0|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|-0.047874|-0.077006275|-0.328286221|1|0.718994164|-0.196826366|0.6881348629999999|0.0306012339999999|-56.2991566|19.18974586|0.151076042|94.73836511|-0.03366688|12.03370912|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|-21.11218373|69.53125754|-1013.384819|2162.326414|0.373097855|7.700542366|0.971698707|233.9661552|-635.4840877|0.032058696|20.10370648|0.0|1.0|1.0|1.0|3.44|23.0|4.22|3.78|92.93|1.82|1.0|0.0|112.76|0.0|5.0|30.0|5.0|-6.34|398.41|0.0|0.0|0.0|3.26|0.0|5.01|-1331.793312|662.05|394.78|275.0|269.17|579.97|0.70321|-1331.567632|-0.1318599999999999|-1331.625743|4.7307
26_a20|0.0|0|0|0.0|0.0|1|6.842683282|0|1.877209467|4.727387819|-0.104520106|2|0.0396875|0.1516835819999999|2.01129617|-0.3297182369999999|0.003085806|-0.054222344|10.93106273|-0.033102079|1|0.0346782989999999|0.057022334|-0.446730587|2|0.7071284179999999|-0.055150498|0.690530489|0.012753218|-55.81998701|8.604974082|0.20662747|139.417676|-0.0327795789999999|5.806030949|80.47551422|0.7848887259999999|-1.737317706|-39.28020352|65.85953426|-22.11735334|66.82118688|-1172.219727|2534.075607|0.215111274|7.598632688999999|0.8952138340000001|145.1419493|-790.9313788|0.014879363|10.03954725|1.0|1.0|1.0|1.0|3.42|27.0|4.5|4.62|86.69|2.47|2.0|0.0|125.0|0.0|5.0|32.0|4.0|-6.28|419.48|0.0|0.0|1.0|3.66|0.0|4.97|-1352.277633|715.27|318.77|0.2081|256.05|543.96|0.68167|-1352.036122|-0.16129|-1352.098465|6.8827
30_a47|0.0|0|1|0.0|0.0|1|6.842683282|0|1.435022468|4.727387819|-0.184735553|2|0.038387534|0.013114301|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|-0.035472095|-0.079370393|-0.4370608039999999|2|0.6850994429999999|0.074217097|0.651797437|0.022747897|-64.38108459|13.64937081|0.32103267|192.6285289|-0.0383202979999999|8.190002019|76.90733636|0.679447569|-1.609452527|-38.96726396|81.25550675|-22.9932445|78.59180109|-965.7162688|1558.731067|0.320552431|6.886726437999999|0.879999675|192.3403721|-579.456614|0.028122734|16.87442216|1.0|1.0|1.0|2.0|3.03|21.0|2.71|3.93|98.72|1.78|1.0|0.0|104.25|0.0|5.0|28.0|5.0|-6.95|396.81|0.0|0.0|1.0|2.61|0.0|3.89|-1696.078047|615.85|333.66|0.3566|333.66|478.04|0.6944899999999999|-1695.931037|-0.1517|-1695.9887|7.9
14_a47|0.0|1|1|2.871076328|0.0|0|6.605297921|0|0.0|4.59511985|-0.136491228|2|0.036632997|0.017068634|1.484493371|-0.2306964|-0.008212621|-0.01670074|10.95058279|0.0295267039999999|1|-0.020596219|-0.061837113|-0.33240126|2|0.5975877820000001|0.050943962|0.579833096|0.020106089|-47.47362906|10.1400648|0.318401536|160.57883|-0.034963476|5.113919242|0.0|0.664709719|-1.223721666|-23.79514424|61.62381153|-17.63306222|57.32194098|-617.1571777|670.2518865000001|0.335290281|6.909385453|0.904139078|169.0962983|-311.2496842|0.028057496|14.15018248|1.0|0.0|1.0|2.0|2.78|21.0|3.97|4.88|66.49|2.49|0.0|0.0|86.58|0.0|3.0|24.0|5.0|-6.21|323.3|0.0|1.0|1.0|3.16|0.0|2.64|-1127.700693|519.55|312.53|0.2452|312.53|375.43|0.68345|-1127.610422|-0.16377|-1127.6593779999998|8.1
4n_a46|0.0|0|0|0.0|0.126268818|1|7.825245291|1|2.093595994|5.587248657999999|-0.036492128|0|0.045335917|-0.2264394139999999|0.0|-0.234842682|0.004988019|-0.144852516|10.94021058|-0.064683066|1|0.070558373|0.109017734|-0.369211845|0|0.741742667|-0.088858764|0.7427183759999999|0.008424451|-47.16810275|4.629240193|0.096854593|53.22165035|-0.031047837|2.543769935|0.0|0.863203663|-1.459248362|-31.21601103|51.4039205|-17.06080312|61.43721285|-801.8577467|2116.313581|0.136796337|5.666371466|0.750996215|75.1696593|-440.621256|0.0077084869999999|4.235817757|1.0|1.0|1.0|1.0|3.75|17.0|4.33|4.94|61.84|2.99|1.0|0.0|102.92|0.0|2.0|26.0|3.0|-5.26|343.42|0.0|1.0|1.0|3.9|0.0|4.57|-1090.302556|578.83|313.65|253.0|215.82|502.02|0.7025|-1090.098769|-0.16641|-1090.151267|5.2845
35_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|0.0|4.844187086|-0.020425504|1|0.03531746|-0.069149293|0.0|-0.44784362|-7.44e-05|0.027469086|10.94702087|-0.0098863069999999|0|-0.078001173|-0.117857059|-0.5009599889999999|0|0.737701788|-0.017913121|0.7277482059999999|0.008853796|-62.06945887|6.525195505|0.199234055|146.8343246|-0.033440195|4.809030636|74.92670772|0.874573807|-2.273933228|-44.44264921|67.9315105|-24.64522632|66.82777970000001|-1675.875389|1761.858479|0.125426193|9.184536969|0.87101708|92.43836482|-1235.110287|0.007954001|5.862051629|1.0|0.0|1.0|3.0|4.3|18.0|4.13|3.35|85.29|3.33|3.0|1.0|151.05|0.0|8.0|36.0|3.0|-6.0|480.6|0.0|0.0|1.0|3.07|0.0|8.09|-1532.976969|796.47|385.69|0.4981|385.69|657.07|0.69279|-1532.557542|-132.0|-1532.627182|7.6198
galu_a46|0.0|0|0|0.0|0.0|1|7.535296702|1|2.082220175|5.4161004020000005|-0.080432741|2|0.039550827|-0.090581301|1.721297609|-0.327651527|0.002865697|-0.094815394|10.92740177|-0.1121767259999999|1|0.028964355|0.0481706809999999|-0.4671565689999999|2|0.702976795|-0.173285585|0.6848692759999999|0.01235603|-49.84028137|6.915480101|0.236203592|132.199522|-0.03220981|3.870487977|68.43088526|0.7832175929999999|-1.513861067|-28.50774993|57.65745491|-18.02733582|57.85086047|-847.2847833999999|1755.2047|0.2167824069999999|6.445819025|0.880553787|121.3297832|-474.2122773|0.013967104|7.817173532999999|0.0|1.0|1.0|1.0|3.27|21.0|3.69|3.51|86.69|1.84|1.0|0.0|108.18|0.0|3.0|28.0|4.0|-6.86|369.42|0.0|0.0|1.0|2.84|0.0||||||||||||7.2924
12h_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.06631353|2|0.043848238|-0.074988669|0.0|-0.391119352|0.001139238|0.001698966|10.31162898|-0.072247675|1|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.669561738|-0.1240820219999999|0.64876559|0.017389133|-63.03519645|11.06352871|0.236431596|150.42542849999998|-0.038417127|7.038974807000001|0.0|0.7979748729999999|-1.882439244|-33.64938551|73.14241438|-24.44221903|63.95204629|-1197.668733|2268.811589|0.202025127|8.066818026|0.881277172|128.5349203|-761.9955851|0.015886049|10.10721793|1.0|1.0|0.0|1.0|4.63|17.0|4.25|3.18|81.65|3.2|2.0|0.0|127.24|0.0|5.0|30.0|5.0|-6.02|416.47|0.0|0.0|0.0|2.92|0.0|4.07|-1674.977665|672.54|353.22|0.1878|246.54|518.06|0.68543|-1674.777786|-0.14889|-1674.838376|8065.0
