molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|GATS1are|MATS8d|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|WNSA5|RPCS|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GRAV|PPSA1|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
1k_a5|0.0|1|0|2.9020229360000003|0.0|0|6.605297921|0|1.427567903|4.59511985|2|0.026339869|-0.095857885|0.0|-0.120771321|0.003886035|-0.145151027|10.9489659|1|0.003708988|0.045204303|2|0.567806811|-0.022280685|0.558485747|0|-0.078995018|-0.074297856|0.425724957|0.010892351|-40.40908188|-38.00629774|5.571869083999999|-0.0301207529999999|-19.44172742|0.498979532|0.724954458|47.83775802|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|-570.0944662|824.0133397999999|0.275045542|12.9461019|4479.484358|140.69669409999997|-230.14624|786.3865923|357.34245360000006|9.83146028|1.0|1.0|2.71|2.02|0.0|-8.3|4.76|54.46|2.29|0.0|0.0|1.0|3.0|24.0|-5.99|0.0|1.0|1.0|0.000106|4.970000000000001e-05|0.0157|0.0|0.0|4.99e-09|-0.04516|3.1|4.4063|-1050.51717|281.38|262.56|0.5282|-1050.418953|0.1239|1.5911|-0.22504|0.03133456|-1050.468159|2.3036|48.0|7.3188|7.3188
4_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0.60501714|4.727387819|1|0.035345345|-0.08769805|1.882124381|-0.325334256|-0.008407895|0.057349653|10.31162267|1|-0.007022144|0.127253753|1|0.640351067|0.041477445|0.628171026|1|-0.110345083|-0.098695428|0.5842630360000001|0.008006786|-52.4583525|-46.9200748|3.806447632|-0.039478171|-22.30593113|77.51574252|0.866976271|51.71950126|-18.76802992|56.26480013|0.415852758|2142.972568|352.05186289999995|-656.8810472|1548.626215|0.133023729|8.648209506|4885.093366|63.23984222|-348.9230345|757.6690029|347.9532383|4.799426464|1.0|1.0|2.94|2.6|0.0|-7.53|5.17|80.04|3.07|1.0|0.0|1.0|2.0|23.0|-5.21|0.0|0.0|1.0|2.02e-06|8.22e-06|0.00264|0.0|0.0|2.950000000000001e-08|-0.0584299999999999|3.53|3.4771|-1355.303098|356.58|208.93|0.6896|-1355.192416|119.0|2.3542|-0.20826|0.02921941|-1355.239905|3.1409|1259.0|5.9|5.9
24_a20|0.0|0|0|0.0|0.0|1|6.842683282|0|1.40648755|4.727387819|2|0.03625|0.087887688|2.041494094|-0.083539572|0.009265667|-0.060940703|10.93106245|1|0.008780074|-0.060582944|2|0.616352201|-0.07179846|0.607038752|1|-0.061437722|-0.067869875|0.531656762|0.012814211|-38.76683848|-42.82548904|8.085691548|-0.02714795|-27.02262995|406.1522673|0.771032243|51.30386873|-17.13019562|46.85253003|0.457794721|2736.601949|600.7235847000001|-856.5097809|1961.887639|0.228967757|12.63879297|6109.1040920000005|144.47729840000002|-342.0394805|1110.861171|664.4562602999999|8.478379683|1.0|1.0|3.4|3.21|0.08|-9.32|4.78|80.28|1.86|2.0|0.0|1.0|4.0|31.0|-6.26|0.0|0.0|1.0|1.29e-05|1.17e-05|0.00469|0.0|0.0|4.82e-10|-0.06748|3.74|3.5876|-1291.867578|345.59|232.2|0.44916|-1291.647083|0.0108|3.6107|-0.22435|0.02922392|-1291.706729|4.3906|318.0|6.4976|6.4976
16a_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|1.325756911|5.4161004020000005|2|0.0334858389999999|-0.085711535|2.009832665|-0.152205915|0.011207938|0.014886502|10.92947902|1|0.011558506|-0.254024476|2|0.748039584|-0.008879187|0.72613292|1|-0.052574986|-0.076950669|0.3637074329999999|0.013872737|-36.408063|-53.28817038|9.606840334|-0.026063936|-36.90194151|99.81657855|0.7270593190000001|63.53441386|-18.049219|46.01490333|0.4629532229999999|2862.681038|634.4309626|-1119.0515779999998|1823.310808|0.272940681|15.88633689|6366.0631060000005|189.0108247|-314.4761648|1539.147561|879.8636987|10.24624348|1.0|1.0|4.11|4.46|0.3|-8.5|5.19|56.07|2.47|3.0|0.0|1.0|9.0|33.0|-5.91|0.0|1.0|1.0|6e-06|6.76e-06|0.00297|0.0|0.0|3.18e-09|-0.04647|3.46|3.8718|-1395.13019|320.22|221.33|0.6852199999999999|-1394.797092|0.0841|3.8323|-0.20697|0.02819643|-1394.861824|4.6574|47.0|7.3279|7.3279
2_a1|0.0|0|0|0.0|0.0|1|7.535296702|1|1.348828131|5.4161004020000005|1|0.0409444439999999|-0.1056298369999999|0.0|-0.175623923|0.001576763|-0.0619710709999999|10.9520472|1|0.003205156|-0.326716897|1|0.571324013|0.1766333219999999|0.5574897879999999|0|-0.0622285999999999|-0.077270452|0.220315042|0.011282631|-28.32386891|-35.17029414|5.135384136|-0.026492726|-16.00805425|84.54541681|0.6944040029999999|43.24570924|-12.05838656|33.45925305|0.39830426|1884.85038|367.8635872|-422.0435297|1378.496713|0.305595997|8.779158091000001|3920.383175|139.0945801|-176.9692239|607.7780769999999|299.6692382|8.075415099999999|1.0|1.0|2.91|2.69|0.18|-6.18|4.12|30.71|2.49|0.0|0.0|1.0|2.0|21.0|-6.04|0.0|1.0|1.0|0.000871|0.000167|0.0466|0.0|0.0|6.64e-07|-0.02966|3.31|4.0877|-920.184721|303.31|303.31|0.7007899999999999|-920.078239|0.2991|3.5853|-0.19826|0.024658671|-920.123726|5.2754|5.8|5.2366|5.2366
47o_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1.251177005|4.844187086|0|0.037484277|-0.006238734|0.0|-0.4339284229999999|-0.00046896|0.011121222|10.94702017|0|0.000787517|-0.156998637|0|0.7452092359999999|-0.066242713|0.733228144|0|-0.077288013|-0.088436375|0.261785105|0.008692675|-56.13142962|-64.2280736|6.313168526|-0.034545459|-46.6464782|82.54478365|0.872753077|70.23090572|-25.08909125|62.44459815|0.493146875|2857.120021|586.0020642999999|-1605.70184|1393.529823|0.127246923|19.35260972|6462.6049570000005|92.41474142|-541.4335917000001|1839.812293|931.8364349|6.002832126|1.0|1.0|4.17|0.0|0.25|-9.37|3.0|85.29|2.94|3.0|1.0|1.0|9.0|34.0|-6.12|0.0|0.0|1.0|2.19e-06|8.38e-06|0.00381|0.0|0.0|4.26e-10|-0.0502|7.62|3.22|-1455.547304|385.04|385.04|0.69248|-1455.162559|0.5065|2.2316|-0.18223|0.02736851|-1455.231246|2.8284|47.0|7.3279|7.3279
18_a3|0.0|1|0|2.897754472|0.0|0|6.605297921|0|1.43179288|4.59511985|3|0.034712644|0.08269134|1.742872103|-0.122072724|0.0057881999999999|0.042606196|10.96965878|1|0.005799063|-0.064953613|3|0.7226687409999999|-0.051083228|0.6858831809999999|1|-0.069839069|-0.0846755|0.217881538|0.013796397|-31.07331853|-37.67445366|6.1383958|-0.031753312|-16.76239841|0.0|0.682492203|48.19055867|-14.12792012|37.21171433|0.483376636|1938.093995|374.610053|-452.0934439|703.8534116000001|0.317507797|10.24658906|3928.183499|141.2679329|-162.3915791|662.4155441|270.539096|10.51610501|0.0|1.0|2.62|1.81|0.0|-6.83|3.08|67.35|0.93|0.0|0.0|1.0|2.0|21.0|-6.7|0.0|1.0|1.0|0.0015|0.000537|147.0|0.0|0.0|1.49e-07|-0.05769|1.85|3.9765|-889.9402005000001|311.79|311.79|0.6671699999999999|-889.850598|0.3326|2.6366|-0.2218|0.02173162|-889.894728|3.3664|0.03|7.5229|7.5229
14b_a25|0.0|0|0|0.0|0.0|1|6.842683282|0|1.420015222|4.727387819|2|0.038137255|0.001683506|1.929508048|-0.273813082|0.004725325|-0.012989126|10.93106299|1|0.004892038|-0.074541111|2|0.6524261960000001|0.001715854|0.632638761|1|-0.076156512|-0.084160084|0.329662946|0.016003559|-52.75064158|-58.29440389|11.08504021|-0.032728922|-40.37825712|57.85340824|0.772789587|69.2012501|-22.67004596|63.83568179|0.490638154|3038.600508|595.4307570000001|-1224.182482|2118.281186|0.227210413|17.06102567|6760.594953|157.3797801|-377.9013888|1584.108407|760.3735147000001|10.90684621|1.0|1.0|3.51|3.21|0.07|-9.65|4.79|96.49|1.8|2.0|0.0|1.0|6.0|34.0|-6.26|0.0|0.0|1.0|2.49e-06|5.86e-06|0.00261|0.0|0.0|2.23e-10|-0.0584|5.61|4069.0|-1444.505985|304.7|228.59|0.64983|-1444.266358|0.0006|2.7037|-0.22149|0.03876374|-1444.330251|3.2784|22.0|7.6576|7.6576
27b_a34|0.0|0|0|0.0|0.0|1|7.412764017000001|1|1.4335271040000002|5.351858133|1|0.042739018|-0.106245942|0.0|-0.549928192|-0.001438963|-0.029622037|10.95430634|1|0.001228116|-0.322091086|1|0.820914556|-0.047542374|0.770240631|0|-0.08757938|-0.109683855|0.3307451819999999|0.031021066|-57.66200309|-72.21552354|20.42417736|-0.037292511|-47.54648562|540.9533124|0.712312759|87.24055613|-24.553278|78.08618045|0.4072752529999999|2835.31543|515.8091561000001|-1227.6639|2431.595232|0.287687241|15.39406063|6032.666081|189.4124225|-279.5721769|1723.489976|627.4287311|15.02503259|1.0|1.0|3.54|3.66|0.12|-8.19|4.11|84.99|1.83|2.0|0.0|1.0|5.0|31.0|-6.14|0.0|0.0|1.0|5.92e-06|1.1e-05|0.00449|0.0|0.0|6.53e-09|-0.04121|4.33|4.0935|-1350.018975|302.88|257.4|0.70001|-1349.811401|0.0252|11.8546|-0.20649|0.03640275|-1349.873325|15.2147|0.65|6.1871|6.1871
4_a47|0.0|0|0|0.0|0.0|0|0.0|0|1.304464196|0.0|2|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.0687047279999999|10.93671044|0|-0.006506051|-0.027355932|2|0.893350891|0.019305509|0.8124901999999999|1|-0.07804769|-0.092556319|0.444849947|0.007772995|-42.46254967|-50.35610033|4.22896799|-0.03525955|-27.39669054|0.0|0.806604393|57.78603076|-19.18327632|46.69151766|0.402148382|2306.463316|475.6168721|-805.6976052|1528.797085|0.193395607|10.818777699999998|5254.939281|105.2186243|-333.62177030000004|998.8757964|471.7712484|7.429930428|1.0|1.0|2.75|3.01|0.05|-8.79|5.71|58.04|3.1|2.0|0.0|1.0|3.0|26.0|-4.99|0.0|0.0|1.0|1.21e-06|2.31e-06|0.0008359999999999|0.0|0.0|1.61e-09|-0.05606|4.44|3.73|-1509.4201369999998|332.4|214.85|0.69157|-1509.262887|0.2221|4.2607|-0.21076|0.03342033|-1509.3147789999998|5.4892|32.0|7.5|7.5
12i _a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984133|5.351858133|2|0.043848238|-0.0982344169999999|0.0|-0.366470081|0.00372838|0.0109710489999999|10.31162888|1|0.003603419|-0.090173435|1|0.8264832879999999|-0.1240820219999999|0.7463962120000001|0|-0.076575246|-0.096489393|0.356921662|0.015808432|-50.00086637|-63.00408424|10.32233418|-0.037414255|-41.13938837|0.0|0.806299097|72.59006433|-24.43015511|60.32320054|0.479900127|2860.704198|550.7287204|-1197.077601|2280.31966|0.193700903|15.56818082|6362.153853|126.4796844|-400.0044646|1484.657003|652.8825454|9.585980094|1.0|1.0|4.62|0.0|0.14|-7.22|3.27|81.65|3.31|2.0|0.0|1.0|5.0|30.0|-5.75|0.0|0.0|1.0|1.19e-06|3.61e-06|0.00156|0.0|0.0|6.03e-08|-0.05465|4.45|3.5242|-2035.339603|351.81|246.2|0.68497|-2035.141693|0.1577|2.5397|-0.2041|0.03436093|-2035.203042|3.0033|16.0|7.8013|7.8013
13a_a5|0.0|1|0|2.931642415|0.0|0|6.605297921|0|1.393002748|4.59511985|2|0.023989899|-0.007871499|0.0|-0.328417593|0.002355511|-0.139517787|10.94530369|1|0.003196482|-0.0569177229999999|2|0.746303189|-0.048575318|0.720100768|0|-0.08903048|-0.0839257009999999|0.470564031|0.016739606|-57.31787843|-54.03141848|10.77696869|-0.0279752339999999|-34.78546088|39.93934134|0.598791539|72.13276165|-18.01047283|68.09484712|0.460877309|2657.14588|493.6342317|-918.5341141|1314.232685|0.401208461|15.89940424|5628.9694|258.29825730000005|-127.2041084|1533.979782|620.5697596|18.10134317|1.0|1.0|3.07|2.46|0.13|-8.9|3.58|92.79|0.95|2.0|0.0|1.0|8.0|30.0|-7.18|0.0|0.0|1.0|0.000169|0.000184|0.0734|0.0|0.0|1.26e-09|-0.05534|3.81|4.2107|-1313.126035|294.45|267.87|0.50037|-1312.907813|0.1992|3.3414|-0.22898|0.04138695|-1312.968936|4.1671|91.0|7041.0|7041.0
18_a10|0.0|0|0|0.0|0.0|1|7.78113851|2|1.243178376|5.733341277|2|0.035770975|-0.092424959|2.026949641|-0.1859075939999999|0.009941402|-0.052165302|10.92966688|1|0.010573165|-0.143149563|2|0.7155022459999999|-0.0507442929999999|0.6886547670000001|1|-0.0575419659999999|-0.076052353|0.656664457|0.019095409|-36.52271591|-48.27152552|12.12013168|-0.024889861|-30.63863373|123.3621791|0.641615544|61.38857307|-15.79795381|48.64284759|0.4670293179999999|2788.499133|562.0732377|-868.8874593|2137.914113|0.358384456|13.51828833|6213.631543|227.471785|-179.7708584|1354.218219|713.2632062000001|13.11704755|0.0|1.0|4.07|3.41|0.32|-7.88|4.66|62.06|2.14|1.0|0.0|1.0|5.0|31.0|-6.34|0.0|1.0|1.0|3.34e-05|1.7100000000000002e-05|0.00705|0.0|0.0|1.32e-08|-0.0495699999999999|2.65|3.7977|-1336.404041|326.47|214.93|0.6866300000000001|-1336.126835|0.1637|4.7596|-0.20692|0.02974086|-1336.185978|5.9029|0.13|6.8861|6.8861
3b_a32|0.0|1|1|3.3653429710000005|0.0|0|7.758333467000001|0|0.609420808|5.733341277|0|0.042528736|-0.0411430079999999|2.21541916|-0.265971895|-0.001282231|-0.1113575119999999|10.31100281|3|0.00020567|-0.151445075|0|0.833920105|0.167519182|0.7725667079999999|1|-0.073068133|-0.100355499|0.2719741|0.014636992|-35.8437493|-49.22963237|7.180211702|-0.033451833|-24.14971513|0.0|0.764128338|56.82775081|-16.40987746|43.023961|0.460751087|2092.213643|412.4267349|-541.5259561|1084.520517|0.2358716619999999|10.69254007|4448.251276|115.707414|-259.1375886|708.6845618|323.0421997|7.59811844|1.0|1.0|3.11|2.57|0.13|-6.5|4.43|110.94|1.45|1.0|0.0|1.0|2.0|21.0|-5.57|0.0|0.0|1.0|1.86e-06|2.23e-05|0.00697|0.0|0.0|3.19e-07|-0.05396|2.45|3.5545|-1594.095192|348.81|348.81|0.70257|-1594.0008779999998|0.2905|3.5719|-0.20137|0.02589511|-1594.049677|5.7777|6.0|8.2366|8.2366
1m_a5|0.0|1|0|2.934162514|0.0|0|6.605297921|0|1.3047206409999998|4.59511985|2|0.026339869|-0.07112464|0.0|-0.096417794|0.006422789|-0.10797859|10.94856032|1|0.00520748|0.07132816|2|0.691858366|-0.022280685|0.63664685|0|-0.070959368|-0.071478865|0.429612762|0.009030414|-37.380714700000006|-37.65438054|4.7571353730000006|-0.028977918|-19.83596661|0.235629561|0.73847373|46.74648368|-15.26528941|42.13785007|0.482646195|2183.167528|464.8375158|-564.8157081|841.0375686000001|0.26152627|13.35855701|4584.808374|137.7695311|-251.2513491|764.8419772000001|383.4128238|9.092103139|1.0|1.0|2.69|2.11|0.0|-8.63|4.85|54.46|2.4|1.0|0.0|1.0|3.0|24.0|-5.71|0.0|1.0|1.0|2.99e-05|1.82e-05|0.00607|0.0|0.0|2.35e-09|-0.0507699999999999|3.48|4.3983|-1410.88022|281.89|265.61|0.45426|-1410.783167|0.2373|1939.0|-0.22857|0.03223201|-1410.833395|2.4582|43.0|7.3665|7.3665
12k_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984231|5.351858133|2|0.042739018|-0.13882907|0.0|-0.44562817|0.0043261129999999|0.067265077|10.31162844|1|0.0053380919999999|-0.154412059|1|0.838579475|-0.067714819|0.7933543279999999|0|-0.079026221|-0.098188266|0.340031035|0.024177669|-52.35426525|-65.04897323|16.01752015|-0.035199567|-43.09444587|0.0|0.7081361979999999|80.03127603|-23.31944323|68.37178540000001|0.47195436|2920.279667|539.9866061|-1235.930491|2277.687222|0.291863802|15.93977881|6393.133321|193.3575303|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|1.0|1.0|4.72|0.0|0.17|-6.74|2.63|90.88|2.51|2.0|0.0|1.0|6.0|31.0|-6.19|0.0|0.0|0.0|3.59e-06|1.19e-05|0.0050799999999999|0.0|0.0|1.84e-07|-0.05055|3.58|3.4715|-1690.269144|357.15|238.62|0.6864899999999999|-1690.031103|0.1512|4.9516|-0.19798|0.03357755|-1690.094082|5.0736|24.0|7.6144|7.6144
22_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1.399866564|5.4161004020000005|1|0.044357639|0.004808337|0.0|-0.257448045|0.004765062|-0.2078428719999999|10.94586213|1|0.004237768|0.034720243|1|0.774689758|-0.037423832|0.755510052|0|-0.09491995|-0.089955967|0.242642229|0.010702353|-45.61565825|-43.23011833|5.1432274630000006|-0.036468635|-20.77508795|0.0|0.8444670409999999|48.65880447|-17.52572365|50.75888571|0.4359219589999999|1950.173729|413.8681986|-648.451775|1477.437886|0.155532959|9.742413394|4074.564287|74.7444381|-331.080892|767.88287|338.71903330000004|5.428686137000001|1.0|1.0|3.3|2.2|0.11|-5.24|3.54|50.94|2.09|0.0|0.0|2.0|2.0|22.0|-5.91|0.0|1.0|1.0|0.000172|0.000104|0.0301|0.0|0.0|5.77e-06|-0.03046|3.38|4.0537|-934.240411|305.85|277.43|0.65771|-934.12356|0.1293|3.5548|-198.0|0.030263407|-934.171365|5.4110000000000005|47.0|7.3279|7.3279
22_a20|0.0|0|0|0.0|0.0|1|6.842683282|0|1.4170330269999998|4.727387819|2|0.0388043479999999|0.09301076|2.041494094|-0.079707783|0.009265667|-0.066832578|10.93106272|1|0.008780074|-0.060582944|2|0.616352201|-0.067650395|0.607038752|1|-0.059893667|-0.067797027|0.425968568|0.0122876139999999|-39.00017609|-44.14650378|8.001165067999999|-0.027118811|-28.7463017|54.71081293|0.77063827|52.90592556|-17.65860151|47.00134116|0.477376285|2738.108259|616.3298149|-882.9300756000001|2396.806062|0.22936173|14.17638345|5924.626340999999|149.350479|-352.4559681|1145.712729|664.4562602999999|8.759421782|1.0|1.0|3.36|3.41|0.08|-9.69|5.39|67.39|2.61|2.0|0.0|1.0|4.0|31.0|-5.58|0.0|0.0|1.0|2.48e-06|2.98e-06|0.0012|0.0|0.0|2.04e-10|-0.0568|4.07|3.9732|-1275.816275|312.05|223.03|0.66063|-1275.598059|0.0015|4.8308|-0.21856|0.03226475|-1275.657902|6141.0|231.0|6.6364|6.6364
9h_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0.604992856|5.4161004020000005|0|0.039444444|0.157606277|0.814591837|-0.343593366|0.003782277|0.133376308|10.31197223|2|0.003099029|0.08305063|0|0.778613709|-0.299768519|0.7528137909999999|1|-0.09201708|-0.095803029|0.219852623|0.012390387|-46.04148264|-47.93581245|6.199629554|-0.041058441|-23.98506758|0.0|0.863884935|53.60044379|-20.54391962|52.2411122|0.482124665|2073.354193|432.46450360000006|-719.0371868|418.2915223|0.136115065|13.366649|4322.734135|68.10626265|-364.1454816|832.3298135|336.23227030000004|5.664631335|1.0|0.0|3.3|3.55|0.11|-6.51|4.44|67.66|3.22|1.0|0.0|1.0|3.0|23.0|-5.06|0.0|1.0|1.0|2.23e-06|7.6e-06|0.00244|0.0|0.0|3.09e-07|-0.05991|3.9|3.3675|-1293.151333|368.18|292.61|0.69809|-1293.033723|0.2721|2.1413|-0.20038|0.02291279|-1293.083512|2841.0|3.98|5.4001|5.4001
12aj_a36|0.0|1|0|3.482902101|0.0|0|7.412764017000001|2|1.29704406|5.351858133|2|0.043848238|0.064171987|0.0|-0.402433117|0.002951176|-0.103202936|10.95354213|1|0.003962098|-0.1763783589999999|1|0.90414347|-0.072770961|0.856274847|0|-0.073002742|-0.10279655|0.251263868|0.018305468|-46.79363201|-65.89100364|11.73352271|-0.0368515929999999|-42.23511741|0.0|0.77492734|76.5855549|-23.62130319|58.52715472|0.47532973|2710.647462|530.0854761|-1251.929069|2275.825451|0.22507266|15.35536375|5763.333098|144.26810480000003|-352.4483722|1615.543812|662.0530478999999|10.69455126|1.0|1.0|4.84|0.0|0.17|-6.97|2.19|69.2|2.24|1.0|0.0|1.0|5.0|30.0|-6.55|0.0|1.0|0.0|6.929999999999999e-05|5.05e-05|0.02|0.0|0.0|1.08e-07|-0.05275|3.48|3.6017|-1272.241135|344.24|237.06|0.70423|-1271.9998859999998|0.0082|5.8554|-0.20093|0.03225532|-1272.060325|7.8393|17.0|7.7696|7.7696
18d_a25|0.0|0|0|0.0|0.0|1|6.842683282|0|1.193723212|4.727387819|2|0.042843137|-0.031867489|2.029297802|-0.180590503|0.006452854|-0.070413428|10.31285314|1|0.0062422|-0.061965108|2|0.722349659|0.029728702|0.696372329|1|-0.061527513|-0.076328248|0.278576218|0.011158458|-46.31109519|-57.45144813|8.39885106|-0.0281209329999999|-43.24308488|0.389087507|0.75793699|68.15463481|-21.166323|54.70994625|0.476833495|3113.122552|705.8822532|-1206.480411|2625.142499|0.24206301|18.11893325|6876.316137000001|182.1982146|-388.2927768|1591.795131|883.4030667999999|10.70318668|1.0|1.0|3.66|3.57|0.11|-10.23|5.98|111.51|2.4|2.0|1.0|0.0|7.0|35.0|-6.21|1.0|0.0|1.0|5.47e-07|2.86e-06|0.0013599999999999|0.0|0.0|5.92e-11|-0.07287|4.56|3.6392|-1806.812778|340.69|219.39|0.6823899999999999|-1806.514606|0.0389|3.2353|-0.2201|0.03560672|-1806.582751|4.3658|232.0|6.6345|6.6345
18_a15|0.0|0|0|0.0|0.0|0|0.0|0|1.435689019|0.0|2|0.037948718|-0.094812415|0.0|-0.319782642|-0.001044324|-0.066226471|10.95986315|0|0.000539978|-0.145790726|2|0.660075777|0.004699248|0.645117465|0|-0.067562078|-0.090730185|0.819442071|0.007146033|-41.31992544|-55.48918283|4.370403779|-0.035181092|-33.93632895|1.833724661|0.867430881|60.86009645|-21.51621375|45.69032922|0.415796832|2541.440611|511.4247108|-1054.294474|2510.854462|0.132569119|10.2545953|5705.360332|81.07723009|-449.4301265|1215.421882|590.2470602999999|5.370913621000001|1.0|1.0|3.37|3.75|0.08|-9.98|6.86|47.04|3.6|2.0|0.0|1.0|5.0|29.0|-4.8|1.0|0.0|1.0|6.86e-07|1.18e-06|0.0004559999999999|0.0|0.0|1.0399999999999999e-10|-0.03581|5.65|3.8232|-1265.770242|324.29|272.91|0.70427|-1265.556558|0.0066|4.2476|-0.19371|0.03989594|-1265.614679|6.5864|129.0|6.8894|6.8894
12a_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984824|5.351858133|2|0.040166667|-0.096804291|0.0|-0.3557214489999999|0.005050384|0.009586623|10.31162903|1|0.005458948|-0.094526372|1|0.8421237309999999|-0.171895425|0.7961424690000001|0|-0.07699057|-0.097138462|0.337975309|0.016292604|-47.73588073|-60.22802588|10.10177981|-0.037665934|-37.34272719|0.0|0.805190202|69.45678454|-23.35372432|57.83766054|0.469799116|2722.217443|518.4718832|-1144.332492|2256.680391|0.194809798|13.88603128|5936.682602000001|120.786445|-378.4495438|1421.195251|620.9195447000001|9.228758655|1.0|1.0|4.65|0.0|0.14|-6.64|2.62|81.65|2.82|2.0|0.0|1.0|5.0|29.0|-5.98|0.0|0.0|0.0|5.23e-06|1.4e-05|0.0056|0.0|0.0|2.3100000000000002e-07|-0.05184|3.82|3.4885|-1575.745502|355.41|245.76|0.68599|-1575.538241|0.1511|4.1875|-0.19994|0.03289568|-1575.597759|4.7368|11.0|7.9469|7.9469
10_a27|0.0|0|0|0.0|0.0|2|6.605297921|0|1.400533489|4.59511985|2|0.040512821|-0.184068581|1.296293777|-0.282866526|0.00991794|0.034318674|10.93783185|1|0.010329671|-0.341622797|2|0.639413469|-0.001453596|0.614205449|1|-0.061299064|-0.087022238|0.346344305|0.017676458|-32.5969511|-46.27574168|9.399794974|-0.031079371|-24.60801194|49.19800605|0.7453606909999999|55.05868025|-16.5270506|41.99674607|0.477162521|2270.538352|453.4194305|-694.1361252|943.2258247|0.254639309|12.9316403|4894.8090170000005|135.40932969999997|-260.9504933|931.2754667000002|424.8821143|8.782938574|1.0|0.0|3.01|3.15|0.16|-6.24|2.97|65.6|2.25|0.0|0.0|1.0|3.0|25.0|-6.51|0.0|1.0|1.0|0.000266|0.0001189999999999|0.0394|0.0|0.0|5.81e-07|-0.0498|4.66|4.1495|-1083.1151289999998|298.79|298.79|0.63894|-1082.956472|0.4452|4.6684|-0.21785|0.0227416|-1083.008551|6.9456|69.0|7.1612|7.1612
8c_a12|0.0|0|0|0.0|0.0|0|0.0|1|1.283851303|0.0|3|0.038787879|-0.106633503|0.0|-0.447739674|-0.004211843|-0.036504737|10.95472932|0|-0.00160589|-0.370782022|2|0.905486734|-0.130288596|0.845077891|0|-0.067004282|-0.101988384|0.239216075|0.019604202|-34.19075142|-52.04233846|10.00357546|-0.038245644|-26.55601426|0.0|0.764449832|61.66383178|-19.51587692|44.19432689|0.472503372|2190.852814|428.8355831|-780.6350769|1245.6132289999998|0.235550168|10.74930819|4610.945152|120.19586|-269.8853937|1021.17241|390.0159026|9.621493319|0.0|0.0|3.91|2.24|0.11|-7.14|1.59|63.06|2.02|0.0|0.0|1.0|3.0|24.0|-6.44|0.0|1.0|1.0|0.000339|0.0001899999999999|0.0598|0.0|0.0|7.24e-08|-0.06706|2.76|3.8341|-1022.750382|323.37|284.38|0.67318|-1022.613451|0.1355|1.7305|-0.2227699999999999|0.02263772|-1022.663298|2.4806|0.04|7.3979|7.3979
