molecula|SddssS|NaaNH|NaasN|nAHRing|SaasN|SRW07|JGI4|MATS7i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|MATS8d|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA2|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12a_a36|0.0|1|0|2|0.0|5.351858133|0.040166667|0.078063311|10.96083376|-0.065913514|1|0.003199301|0.134423193|-0.1063550619999999|-0.183140926|-0.432975237|0.907322874|-0.012112722|-0.119322074|0|-0.076154312|0.436020272|0.019595485|-46.76212019|-64.36949846|12.03249549|109.9069212|110.1075804|-39.52572284|7.388485123|-1.886917597|-23.17301945|0.470444928|503.9367075|-1158.650972|0.244684566|6.600635115|12.464492300000002|0.888377722|150.24716030000002|-711.4630111|0.019102103|-313.5499672|1533.996157|598.1535763999999|11.72953701|1.0|0.0|0.0|2.0|0.14|17.0|-6.59|2.72|69.2|1.0|0.0|0.0|1.0|5.0|29.0|-6.72|381.43|0.0|0.0|1.86|-4.0|0.000164|0.0625|0.0|2.56e-07|-0.04946|3.8343|-1232.951968|-1232.916523|653.94|1096.31|338.0|323.35|481.98|-1232.707754|0.0012|-0.1519299999999999|6.3637|-0.20139|0.03544528|-1232.764108|8.5603|13.0|7.8861|7.8861
14i_a23|0.0|0|2|0|3.2692375460000003|5.351858133|0.0432555559999999|0.040408197|10.31321758|-0.026731172|2|0.002496501|0.075401108|-0.017918675|-0.033435987|-0.569707595|0.77007911|0.158023239|-0.04255066|1|-0.0889593869999999|0.266320368|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|324.811841|151.83084580000002|-45.14777443|10.01786784|-2.027806362|-27.18760085|0.478050606|531.9462982|-1386.567643|0.221904316|8.107659819|15.53342127|0.915894552|151.7330992|-948.103263|0.019276934|-380.3109456|1782.001457|693.3423458|13.18112713|0.0|0.0|1.0|2.0|0.04|26.0|-6.96|2.57|148.11|1.0|1.0|1.0|1.0|6.0|33.0|-7.33|454.51|1.0|0.0|2.61|-4.39|6.11e-06|0.00278|0.0|1.11e-07|-0.08025|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|335.72|580.74|-1798.371346|0.3639|-0.1509599999999999|5.9563|-0.23121|0.03394466|-1798.434186|8.3755|3.0|8.4622|8.4622
10_a15|0.0|0|0|0|0.0|0.0|0.037209302|-0.0869138469999999|10.95972828|0.010152859|0|0.0034254209999999|-0.132759909|-0.120626133|-0.184255041|-0.391156537|0.8310685940000001|0.0107135269999999|0.018211609|0|-0.052826735|0.640780603|0.010485777|-30.73805622|-59.05618983|6.101312009|6.497096666|38.90530741|-34.36276159|3.550143186|-1.928396745|-21.17108692|0.449323734|542.9602292000001|-1122.067607|0.169827351|5.555044294|10.08767698|0.815948972|98.81668286|-652.8924702|0.0116026369999999|-384.2321709|1351.607534|673.7288405|6.751174337|1.0|1.0|1.0|1.0|0.12|24.0|-9.82|5.32|56.27|2.0|0.0|0.0|1.0|6.0|30.0|-4.97|397.47|1.0|1.0|4.69|-5.83|5.99e-07|0.0002379999999999|0.0|1.51e-10|-0.03581|4.4682|-1281.088565|-1281.061184|631.2|1136.48|340.17|277.48|487.16|-1280.804272|0.0042|-0.15377|1.6654|-0.18958|0.02738146|-1280.862627|3.1460000000000004|7.0|8.1549|8.1549
12n_a30|0.0|0|0|2|0.0|5.351858133|0.040899471|-0.1144447669999999|10.31162898|-0.087019298|1|0.002064369|-0.254279374|-0.0541804029999999|-0.120380857|-0.464204099|0.669561738|-0.015189554|-0.149451598|0|-0.083120674|0.390449649|0.017064818|-52.4873066|-66.48079820000001|10.77573511|85.87072848|140.0890685|-41.97990569|6.804436105|-1.895062322|-24.42151771|0.4701566479999999|491.3700419|-1196.654368|0.200596792|7.385790169|13.93957316|0.887350282|126.6686716|-755.6383024|0.0153398069999999|-378.1217671|1496.934657|618.6004214|9.686460958|1.0|0.0|1.0|1.0|0.14|17.0|-6.9|4.25|81.65|2.0|0.0|0.0|1.0|5.0|30.0|-6.02|416.47|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|0.0|1.26e-07|-0.05076|5.1999|-1675.011418|-1674.978015|669.57|1131.65|355.67|238.43|506.94|-1674.777231|0.1489|-148.0|5.3143|-0.19876|0.0334036|-1674.83759|6.32|0.01|7983.0|7983.0
47p_a18|0.0|0|0|1|0.0|4.844187086|0.037575758|0.025217016|10.94701988|-0.049428094|0|0.003537135|0.037961877|-0.1736074389999999|-0.261349889|-0.441700685|0.72025564|0.030970815|-0.082977829|0|-0.06909945|0.278332428|0.007989903|-51.14496913|-61.12351185|5.913843751|10.25627035|123.6411353|-45.24146169|4.377217987|-2.0645242|-22.80728054|0.488811071|616.5234972999999|-1528.087796|0.181540558|9.923659881|19.41290064|0.956223901|134.3699001|-1131.036542|0.01090303|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|1.0|0.0|2.0|0.28|18.0|-9.03|3.65|76.5|3.0|1.0|0.0|1.0|9.0|35.0|-6.07|468.59|0.0|0.0|2.9|-5.27|2.13e-06|0.000998|0.0|9.35e-10|-0.05628|3.2036|-1493.759811|-1493.731375|795.43|1391.71|387.01|387.01|732.84|-1493.338659|595.0|-0.13118|3.6452|-0.18746|0.02843634|-1493.407248|4.6652|64.0|7.1938|7.1938
16j_a32|0.0|1|0|0|0.0|5.733341277|0.046788618|-0.0667943999999999|10.31100263|0.021997616|3|-0.00030659|-0.11512706|-0.117577419|-0.202656848|-0.704356423|0.79965447|0.168000908|0.032797932|1|-0.07651119|0.509776381|0.023266265|-54.71915795|-76.45058155|16.63953228|34.66998636|124.4493461|-54.6758122|11.90023573|-1.817252458|-24.52188465|0.442735754|590.7291534|-1299.659886|0.3002094919999999|7.357962381|13.20372234|0.7944808170000001|214.7033741|-929.4888072999998|0.021655546|-285.7717513|1857.212797|701.9321161|15.48758085|1.0|0.0|1.0|2.0|0.33|19.0|-7.77|6.49|149.27|3.0|0.0|1.0|1.0|8.0|30.0|-5.73|441.57|1.0|0.0|4.25|-5.41|3.56e-08|1.57e-05|0.0|1.7e-08|-0.05016|3629.0|-2034.621888|-2034.593521|729.78|1225.27|341.65|341.65|631.34|-2034.344833|0.2907|-0.15012|3.4656|-0.2002799999999999|0.0283671|-2034.408854|4.0992|9.0|8.0315|8.0315
6c_a31|0.0|1|0|1|0.0|5.733341277|0.038901235|0.137523742|10.31169965|-0.107687565|2|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.009333123|-0.582545668|0.831901219|-0.078059285|-0.172780048|0|-0.120905075|0.138124296|0.03173578|-76.54198229|-79.97295595|20.09112958|163.6316745|227.1490414|-50.62888027|12.71919216|-2.147518413|-28.32375523|0.4463376229999999|405.9259734|-1359.540251|0.234676081|8.102804662|14.63492011|0.8061548709999999|148.5675636|-860.6909647|0.0212421629999999|-335.9398876|1776.424619|597.3075924999999|13.44788285|1.0|1.0|1.0|2.0|0.14|22.0|-7.72|5.58|131.36|2.0|0.0|0.0|1.0|5.0|30.0|-6.27|418.47|0.0|1.0|3.64|-4.94|8.179999999999999e-07|0.000343|0.0|1.89e-08|-0.0581799999999999|3.2974|-1691.984862|-1691.948653|667.01|1125.85|376.01|376.01|524.56|-1691.734564|0.5028|-0.13351|5.9253|-0.19169|0.03620884|-1691.794585|8.8847|0.34|6.4685|6.4685
47k_a18|0.0|0|0|1|0.0|4.844187086|0.033777778|-0.017736343|10.94702256|-0.008576013|0|0.00493127|-0.026672956|-0.279965025|-0.421027889|-0.451417954|0.762665453|0.022512501|-0.014398731|0|-0.065324278|0.3533268229999999|0.015080484|-51.59195677|-69.77479556|11.91029894|20.66242736|133.5242222|-55.10689702|9.406543039|-2.208671853|-23.89547793|0.467246896|656.2580564|-1744.369889|0.284695579|9.777177947|18.35217454|0.877042091|224.8475227|-1377.672426|0.018313855|-340.0872332|2438.639881|1167.054827|14.46395816|1.0|1.0|1.0|2.0|0.3|18.0|-8.44|2.39|88.97|3.0|2.0|1.0|1.0|11.0|38.0|-6.41|513.63|0.0|0.0|2.53|-5.33|1.44e-06|0.000742|1.0|3.6099999999999997e-09|-0.04359|3.0948|-1664.756029|-1664.728002|842.29|1492.36|400.63|400.63|793.48|-1664.2657390000002|0.5920000000000001|-0.1277599999999999|4.1818|-0.17135|0.02802749|-1664.341238|5.2253|29.0|7.5376|7.5376
7f_a8|0.0|1|1|0|1.2793830309999998|4.844187086|0.044814815|0.034392285|10.94343485|0.0260356679999999|1|0.00084936|0.09329746|0.052081992|0.141285105|-0.381574707|0.515235986|-0.048917705|0.041366689|0|-0.091890536|0.3155671539999999|0.0138113419999999|-52.28313554|-50.01741803|7.858266077000001|53.09327646|130.7330978|-28.45850692|4.471132824|-1.670259798|-23.17880348|0.4513917389999999|438.23883319999993|-950.3309426|0.119077775|7.704280774|14.04331892|0.822794279|67.75191165|-540.7116315000001|0.010262531|-433.4681077|1078.790971|446.5544107|5.839092213|1.0|0.0|1.0|1.0|0.0|23.0|-8.46|5.52|61.58|2.0|0.0|0.0|1.0|3.0|28.0|-5.27|373.35|0.0|1.0|4.63|-5.5|2.09e-06|0.00078|0.0|3.5e-09|-0.07492|3.8187|-1285.196168|-1285.168078|584.99|991.61|356.17|324.68|495.55|-1285.017838|0.1502|-0.14506|8.7098|-0.21998|0.02809022|-1285.071664|11.6137|35.65|4.4479|4.4479
34_a20|0.0|0|1|0|1.877209467|4.727387819|0.0396875|0.199191385|10.93244905|-0.054458882|1|0.003149352|0.327535029|0.0346782989999999|0.057022334|-0.4478820739999999|0.7071284179999999|-0.101401966|-0.090732503|1|-0.0851907119999999|0.408491116|0.0130295999999999|-57.31821177|-57.49912174|8.766605631000001|297.5548445|136.81360859999998|-38.68669181|5.898367836|-1.709191893|-21.69778179|0.462785432|536.0086996|-1149.982435|0.223585914|7.940146766|14.7802149|0.8614536140000001|150.43359099999998|-773.7338361000001|0.01491516|-371.9551262|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|1.0|0.08|27.0|-9.18|4.5|86.69|2.0|0.0|0.0|1.0|5.0|32.0|-6.28|419.48|0.0|1.0|3.63|-5.02|7.27e-06|0.00305|0.0|6.64e-10|-0.05181|5.4132|-1352.31921|-1352.2836220000002|711.19|1205.64|320.38|229.04|544.93|-1352.041015|0.0766|-0.16103|3.8519|-0.21284|0.03558836|-1352.102407|5.4994|61.0|7.2147|7.2147
25_a12|0.0|0|0|0|0.0|0.0|0.038787879|-0.089297664|10.93676625|-0.11195017|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|0.8472746290000001|-0.2430098439999999|-0.208172827|1|-0.054734834|0.120087607|0.004952762|-28.517955|-41.75851719|2.580489093|37.96125329|27.12578432|-21.75703145|1.3444869730000002|-1.362509125|-17.31450713|0.448858246|493.8944271000001|-709.8947922|0.082701363|5.34703037|9.70173342|0.814415245|43.08908189|-369.8695347|0.005118351|-434.8420476|773.8971409|430.4348528|2.666764531|1.0|1.0|0.0|1.0|0.05|22.0|-8.78|4.7|37.81|1.0|0.0|0.0|1.0|3.0|24.0|-4.82|311.38|0.0|1.0|4.29|-5.25|5.19e-06|0.00162|0.0|1.6399999999999995e-09|-0.05352|4.2653|-974.6569575|-974.6328337|560.14|945.73|359.04|290.68|442.64|-974.458128|0.1897|-0.14303|1.2494|-0.19655|0.024123749|-974.508059|2.2482|22.0|7.6576|7.6576
1_a1 (SKF-104365)|0.0|0|1|1|2.196347317|5.4161004020000005|0.0409444439999999|-0.091086986|10.33812228|0.11172918|1|0.002250781|-0.221214316|-0.123703409|-0.300426726|-0.505981356|0.57031697|-0.015406451|0.194988905|0|-0.067997692|0.2405471019999999|0.0133681239999999|-31.45099608|-37.55389489|6.18316314|6.658828587|86.42113499|-17.369816|2.859900586|-0.9743074|-13.65596178|0.416807085|376.1092109|-450.6467387|0.290255081|5.2735884010000005|9.042613965|0.71469847|134.2517831|-208.4377919|0.018973797|-194.0267797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|0.0|0.12|17.0|-6.0|3.93|56.01|0.0|0.0|0.0|1.0|2.0|21.0|-6.01|297.35|0.0|1.0|3.27|-4.02|0.000159|0.0472|0.0|9.93e-07|-0.03482|3.8901|-1279.084677|-1279.060907|491.18|809.96|318.72|318.72|358.09|-1278.971649|0.2178|-0.16142|4.5773|-0.19624|0.02377006|-1279.017667|6.9338|1.6|5.7959|5.7959
14e_a23|0.0|0|2|0|3.052208981|5.351858133|0.044241453|0.023369734|10.3132176|-0.009871698|2|0.001951778|0.072830644|-0.07256543|-0.226146643|-0.5232404310000001|0.560094237|0.133270225|-0.014216155|1|-0.073376247|0.267882223|0.018022127|-51.07141556|-62.2612068|12.5437807|48.244071000000005|51.92870134|-43.33511299|8.73073591|-1.96796702|-27.39493099|0.49543439|644.0923882999999|-1369.74655|0.203474128|8.020794334|15.89643482|0.981902808|141.6222839|-953.3724859|0.017954325|-412.7765217|1719.6510460000002|658.8108151|12.49658915|0.0|0.0|1.0|1.0|0.09|26.0|-8.23|4.42|105.02|2.0|1.0|0.0|1.0|6.0|34.0|-6.06|479.48|1.0|0.0|4.5|-5.79|4.1200000000000004e-07|0.000198|0.0|5.94e-09|-0.08122|3.7033|-1966.96594|-1966.943431|706.39|1209.58|334.8|334.8|571.39|-1966.720803|0.3178|-153.0|3.7696|-0.2342199999999999|0.02250947|-1966.785007|5.5469|3.0|8.5214|8.5214
4k_a46|0.0|0|1|1|2.145043462|5.587248657999999|0.0510113959999999|-0.104665424|10.94631314|-0.1032662209999999|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|0.78837943|-0.003017362|-0.141706595|0|-0.091943864|0.260665072|0.007038271|-49.65634024|-46.76051618|3.801175594|171.92614719999997|65.39662252|-25.25406274|2.052909907|-1.471893066|-16.56101615|0.417368922|474.67574630000007|-794.928775|0.126761926|5.726809252000001|9.829220349|0.7163519709999999|68.46061366|-429.3190666|0.006892404|-403.1511415|910.3230822|519.5743695|3.722397006000001|1.0|1.0|0.0|1.0|0.33|17.0|-6.61|4.26|50.94|1.0|0.0|0.0|1.0|2.0|25.0|-5.46|333.43|0.0|1.0|3.79|-4.83|1.5e-05|5.0|0.0|2.48e-07|-0.01712|5.4228|-1053.433249|-1053.396715|582.84|1001.96|278.71|228.63|500.36|-1053.196897|0.1505|-0.18542|4.0015|-0.20254|0.03653474|-1053.249847|5.7714|0.08|7.0969|7.0969
3c_a49|0.0|0|1|1|2.108416128|5.4161004020000005|0.036335697|-0.04696024|10.92976555|0.0127926339999999|1|0.006470561|-0.0780996759999999|-0.0612829229999999|-0.101919761|-0.384874446|0.666785606|0.005559828|0.0211518929999999|1|-0.071786669|0.501887054|0.0148240689999999|-41.0524769|-42.3959176|8.477406111|89.34479838|116.4686425|-24.24485565|4.8479546860000005|-1.186174159|-14.4326528|0.4791465279999999|455.3990518|-678.3346816000001|0.362777444|6.567311051|12.60874968|0.919925763|207.4607002|-387.9176903|0.021783913|-156.9462939|1064.517686|542.7276591|12.45751629|0.0|1.0|1.0|1.0|0.18|21.0|-7.54|3.63|72.7|1.0|0.0|0.0|1.0|4.0|28.0|-6.93|369.42|0.0|1.0|2.86|-3.86|0.0003509999999999|0.13|0.0|2.89e-08|-0.0606|5.1584|-1198.668772|-1198.634822|613.33|1046.53|322.71|240.36|456.22|-1198.430306|0.0729|-0.15853|3.6122|-0.21913|0.03394942|-1198.484646|3.7789|87.0|7.0605|7.0605
11_a3|0.0|0|0|0|0.0|4.727387819|0.042795699|-0.101436441|10.31163053|-0.023103765|1|-0.005959152|-0.194041982|-0.0495219879999999|-0.0947326669999999|-0.577616902|0.8947911009999999|0.132535663|-0.04179402|1|-0.0955396769999999|0.175996916|0.014376713|-45.19136777|-47.02715152|6.800350988|253.1353625|105.101718|-22.2443844|3.216644354|-1.292469516|-18.52584757|0.4680759679999999|367.9098016|-611.3529698|0.2475152639999999|5.475372235|10.29352296|0.8799677029999999|117.0775712|-289.1769972|0.021256639|-238.8563772|812.4456757999999|311.6695405|10.0546353|0.0|1.0|1.0|1.0|0.0|21.0|-6.51|3.79|105.82|0.0|0.0|0.0|1.0|2.0|22.0|-6.59|305.36|0.0|1.0|2.46|-3.71|8.37e-05|0.0256|0.0|3.06e-07|-69.0|3.2232|-1288.195105|-1288.165162|508.58|834.82|384.66|384.66|346.18|-1288.058926|0.4441|-0.13118|3.3694|-0.20018|0.02994326|-1288.10577|4.4522|0.04|7.3979|7.3979
8e_a8|0.0|1|1|0|1.311619189|4.844187086|0.0427891159999999|-0.000766016|10.94332438|-0.051339286|1|-0.004224671|-0.0015448089999999|0.090898585|0.183313231|-0.475941912|0.650073857|0.02023118|-0.079493088|0|-0.115572516|0.280304418|0.0211004739999999|-70.49962428|-64.32539698|12.87136047|106.0087621|206.4920729|-39.238709|7.851573274|-2.109017754|-26.80224874|0.483244415|403.5112981|-1286.50794|0.196692764|7.50719734|14.52755918|0.935150832|119.9832494|-784.77418|0.0184428869999999|-370.0368722|1601.514194|561.882658|11.25022336|0.0|0.0|1.0|2.0|0.04|23.0|-7.78|4.33|90.11|2.0|0.0|0.0|1.0|5.0|30.0|-6.14|403.41|0.0|0.0|3.71|-4.9|5.34e-06|0.00215|0.0|1.6399999999999998e-08|-0.06253|4.6303|-1376.957298|-1376.924308|639.38|1090.07|378.73|267.77|526.86|-1376.708067|0.1671|-0.13719|6.1505|-0.19972|0.03298991|-1376.766245|7.7951|19.89|4.7014|4.7014
28_a47|0.0|0|1|0|1.408016295|4.727387819|0.038387534|0.023813594|10.95058275|0.0467853809999999|1|-0.010153352|0.06536499|-0.046265509|-0.126992366|-0.435485503|0.635684951|-0.175007067|0.074217097|1|-0.1132830309999999|0.310094808|0.026080156|-67.33744077|-63.47150284|15.50250691|365.2310214|234.5873429|-37.72858603|9.214964819|-1.601689367|-22.66839387|0.472690874|359.8303775|-952.0725426|0.34774073|7.864990866|14.91533234|0.8964208090000001|206.7032519|-565.9287905|0.031626405|-181.0112167|1459.653524|428.5826478|18.79929562|0.0|1.0|1.0|2.0|0.05|21.0|-6.92|2.49|98.72|1.0|0.0|0.0|1.0|5.0|28.0|-7.22|380.35|0.0|1.0|2.4|-3.66|0.000214|0.0816|0.0|1.2099999999999998e-07|-0.05471|3675.0|-1335.759232|-1335.722248|599.88|995.5|337.37|337.37|461.73|-1335.571655|0.2996|-0.15049|6.0847|-0.2052|0.03698465|-1335.6279869999998|8.17|25.0|7.6|7.6
17_a4|0.0|0|1|1|1.690442177|5.4161004020000005|0.043084795|-0.01849014|10.94611837|-0.094767116|1|0.002155864|-0.073733221|-0.0179434139999999|-0.07155304|-0.392770755|0.49887819|0.0147116789999999|-0.12969185|0|-0.0887214819999999|0.332034943|0.01061251|-45.75108579|-46.06264282|5.472562628|17.08736223|57.34712812|-23.75316417|2.822041259|-1.5185362180000002|-21.75180355|0.4440629029999999|458.3237652|-783.0649279|0.138303414|5.923504372999999|10.65499029|0.798764653|71.31904507|-403.8037909|0.012827738|-373.0328031|908.7478594|319.5521911|6.61489113|1.0|0.0|0.0|0.0|0.11|17.0|-6.56|4.59|30.71|1.0|0.0|0.0|1.0|3.0|25.0|-5.56|345.29|1.0|1.0|4.29|-4.81|4.39e-05|0.0152|0.0|2.74e-07|-0.04186|4.3363|-1255.994721|-1255.968357|527.39|873.5|285.92|285.92|413.28|-1255.881628|0.2045|-0.17559|4.8197|-0.21745|0.02636403|-1255.932407|6.3221|877.0|6057.0|6057.0
5_a18 (BIBF0775)|0.0|0|0|2|0.0|4.844187086|0.035478927|-0.0366107389999999|10.94702058|-0.022817602|0|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|-0.453086741|0.7140745620000001|-0.001626287|-0.040022105|0|-0.068989967|0.420002762|0.008501088|-52.09190866|-59.08151918|6.418873637000001|10.36586529|118.3671077|-44.61038661|4.846666751|-2.112667176|-22.46761997|0.483962172|636.6978809999999|-1595.201018|0.184058942|9.798677372|18.98829281|0.937842434|138.97646310000002|-1204.480438|0.010831199|-477.1120625|1955.044427|1140.896548|8.178259299999999|0.0|1.0|0.0|2.0|0.32|18.0|-9.21|4.09|76.5|3.0|1.0|0.0|1.0|8.0|37.0|-5.96|494.63|0.0|0.0|3.2|-5.72|8.590000000000001e-07|0.000425|0.0|6.18e-10|-0.04938|3.2027|-1572.313227|-1572.290174|817.02|1446.02|378.13|378.13|691.68|-1571.843719|0.4825|-0.13154|2.3389|-0.18092|0.02305362|-1571.914419|2.8009|34.0|7.4685|7.4685
6_a27|0.0|1|1|0|1.7996617540000002|4.727387819|0.042942943|-0.237047381|10.93737136|0.081320966|1|0.0058042269999999|-0.406859288|-0.1044763|-0.179319226|-0.541168953|0.678057835|-0.1322552659999999|0.1272522519999999|1|-0.0786267609999999|0.344065059|0.020552125|-38.92545695|-44.56839492|10.17466399|125.8234721|106.4156743|-22.06430895|5.03713293|-1.35037664|-17.14169035|0.47262982|388.6505938|-668.5259238|0.2251796019999999|5.010042219|9.500048379|0.896201262|111.4788253|-330.96463430000006|0.01635203|-272.1086175|862.8140479|373.9912084|8.095338503999999|0.0|0.0|0.0|1.0|0.11|21.0|-6.67|3.48|76.46|0.0|0.0|0.0|1.0|2.0|24.0|-6.55|317.34|0.0|1.0|2.71|-3.82|0.000242|0.0768|0.0|2.16e-07|-0.04793|5.5447|-1043.831559|-1043.806618|526.9|896.68|299.55|223.61|401.49|-1043.678244|163.0|-0.17007|2.7521|-218.0|0.02494141|-1043.728133|4.0597|1.0|9.0|9.0
8_a1 (SB-202620)|0.0|1|0|0|0.0|4.727387819|0.037578348|-0.0443137679999999|10.94957568|0.037553634|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|0.674381582|-0.042789124|0.063001656|0|-0.117682533|0.174628594|0.015526845|-66.76765693|-59.72618401|8.809217494|208.2071465|199.1596945|-33.88588996|4.997944864|-1.684343335|-23.30777912|0.4564697679999999|368.1943149|-955.6189441|0.225760413|7.432247389|13.67402758|0.839824062|128.0860757|-542.1742393|0.019645498|-311.18185800000003|1234.267739|433.2550452|11.1459518|1.0|1.0|0.0|2.0|0.0|23.0|-8.02|4.86|78.87|2.0|0.0|0.0|1.0|4.0|27.0|-5.94|359.35|0.0|1.0|3.7|-4.7|1.14e-05|0.0041|0.0|9.53e-09|-0.0736899999999999|3.4052|-1223.279021|-1223.117248|586.27|977.87|364.11|364.11|460.4|-1222.9606720000002|0.5339|-0.13683|3.4563|-0.2105199999999999|0.16177304|-1223.014114|5.5005|0.4|6.3979|6.3979
9a_a31|0.0|1|0|1|0.0|5.733341277|0.036891534|-0.05057805|10.31169772|-0.0007638889999999|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.15653721|-0.542342338|0.8058046320000001|0.045292529|-0.001313433|0|-0.100906991|0.235442032|0.033245595|-64.75697831|-78.6954713|21.33533299|163.6011874|197.8075471|-50.50275387|13.69193237|-2.0846509230000003|-27.87131275|0.484502446|443.941629|-1337.8230119999998|0.262241245|7.812278516|15.15483138|0.939873412|168.29310269999996|-858.5468158|0.0239033229999999|-305.16297060000005|1813.361078|597.3075924999999|15.33993762|1.0|1.0|1.0|2.0|0.14|22.0|-8.13|5.51|117.37|1.0|0.0|0.0|1.0|6.0|30.0|-6.39|418.47|0.0|1.0|3.47|-4.77|2.42e-06|0.00101|0.0|7.35e-09|-0.04275|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|327.21|327.21|540.01|-1691.716118|0.7028|-0.15757|5.0244|-0.20032|0.03885662|-1691.7777600000002|6.2203|0.15|6.8239|6.8239
7_a4|0.0|0|1|1|2.060422336|5.4161004020000005|0.037694444|-0.07290303|10.92992954|0.04206117|1|0.008242591|-0.162314698|-0.042220092|-0.094000778|-0.174410426|0.527072036|0.022270259|0.0707653759999999|1|-0.0650223009999999|0.470973822|0.01470626|-32.72992462|-35.88407105|7.402610584|14.01468959|87.67070691|-18.06277106|3.726212114|-1.06932642|-13.45652664|0.437317462|415.6938929|-538.2610657|0.282008333|5.512905888|9.797542165|0.7772010559999999|141.9530115|-270.9415659|0.016800137|-219.4585767|749.6759227000001|407.1471338|8.456594282000001|1.0|1.0|0.0|0.0|0.15|21.0|-7.46|4.42|43.6|0.0|0.0|0.0|1.0|2.0|25.0|-6.03|330.36|0.0|1.0|3.56|-4.41|0.000156|0.0514|0.0|3.49e-08|-0.05217|4.0379|-1089.870249|-1089.847072|538.92|915.46|307.05|307.05|365.73|-1089705.0|0.0697|-0.16975|3.9832|-0.2219199999999999|0.02317758|-1089.753885|4926.0|151.0|6821.0|6821.0
7_a1|0.0|0|1|2|2.307091837|5.777652323|0.035718954|-0.048878707|10.9513015|-0.024096172|1|0.004950534|-0.077833285|-0.245732751|-0.391298966|-0.441054548|0.7795049279999999|-0.048198584|-0.042175602|0|-0.083362936|0.289201649|0.035937867|-40.16416679|-47.35863598|17.31482297|111.9204437|139.2595474|-22.81733634|8.342261787|-1.179545431|-14.95535873|0.452829665|342.53930230000003|-568.3036318|0.396617144|5.07667644|9.278054953|0.827584457|191.0896839|-273.8080361|0.029820838|-99.61948195|941.8624118|351.4191817|14.36764539|0.0|1.0|0.0|0.0|0.22|17.0|-5.64|3.43|49.17|0.0|0.0|0.0|2.0|2.0|23.0|-6.4|305.33|0.0|1.0|2.72|-3.71|0.000696|213.0|0.0|2.29e-06|-0.02433|4.0504|-1009.509475|-1009.48087|515.2|864.85|306.1|306.1|365.53|-1009.350293|0.2961|-0.16734|4575.0|-0.19167|0.02860499|-1009.398029|6.5936|0.46|6.3372|6.3372
