molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1s|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|FPSA1|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (water)|IC50|pIC50
19c_a38|0.0|1|0|0|0.0|7.412764017000001|2|1.297043851|-0.085545751|-0.04575843|0.02192428|0.0|-0.004442319|-0.0725602509999999|10.95429182|-0.0431896509999999|1|1|-0.002443797|0.04814981|-0.09493054|-0.20848518|1|0.7163622890000001|0.846765471|-0.071918235|0.908721232|0.6885713729999999|-0.0918007669999999|0.396635872|0.024315945|-68.18641054|15.30924906|0.240808376|-0.038224114|-42.92996714|9.638658988|0.7187071909999999|82.74311399|-24.06579196|0.477803802|0.281292809|13.36189552|6618.350708|177.10114030000005|-772.7394084|33.48483537|-275.39483110000003|640.025745|0.0|1.0|1.0|3.0|4.84|3.17|2.42|1.76|0.0|1.0|5.0|-4.35|32.0|5.0|0.0|2.57|4.46e-05|7.55e-05|2.5|0.0|0.0|5.14e-05|5.8832|3.8322|-1424.42734|-1424.3899310000002|652.09|210.74|517.28|0.2597|0.6279899999999999|-1424.1880119999998|0.1417|-0.15612|3.2846|9.0|8.0348
12e_a31|0.0|1|0|0|0.0|7.765993078999999|1|0.610134116|0.052663358|-0.044316064|0.0113193469999999|0.0|-0.002475146|-0.107630327|10.3116965|-0.015755876|2|2|-0.000231353|0.01824365|-0.08867626|-0.142921555|0|0.7968154940000001|0.7761616020000001|-0.028502695|0.82100963|0.76012894|-0.0939597569999999|0.2642991189999999|0.02665413|-79.96257188|19.38343763|0.2784732339999999|-0.036652129|-58.15044546|14.09603901|0.725120432|95.1187282|-26.65419063|0.474858042|0.274879568|19.50674899|6557.418968999999|199.8981394|-1104.858464|36.75829484|-327.4245209|798.7285626|1.0|1.0|1.0|2.0|3.87|6.69|5.4|2.21|0.0|1.0|9.0|-6.66|33.0|5.0|0.0|4.5|2.16e-07|3.83e-06|4.48|0.0|0.0|2.27e-07|5.3264|3.8391|-1809.899887|-1809.85374|781.61|232.77|640.03|0.55114|0.7006600000000001|-1809.581226|0.2627|-0.15934|3.4818|0.17|6.7696
8e_a12|0.0|0|1|1|0.0|6.803505258|1|1.283834633|0.050021617|-0.049397555|0.0661362779999999|2.197856963|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|1|1|0.005744805|0.112673977|-0.079913108|-0.136145064|1|0.83954453|0.761892879|-0.051240735|0.815412281|0.797199175|-0.05202522|0.001151979|0.0155147339999999|-50.273571200000006|8.884082475|0.060372083|-0.031094185|-28.78776717|5.0872236|0.7112578709999999|61.4656313|-17.80522313|0.45384745|0.2887421289999999|11.80358346|5490.975165|165.34017769999997|-489.392042|25.03342862|-241.94192880000003|561.9859171|1.0|1.0|1.0|1.0|4.11|3.34|2.68|3.05|0.0|1.0|3.0|-4.37|28.0|4.0|1.0|3.12|4.25e-05|2.03e-05|3.53|0.0|0.0|4.34e-06|5.247999999999999|3.3044|-1177.619013|-1177.593205|612.59|236.25|481.04|0.38889|0.6954899999999999|-1177.380602|0.2252|-0.13599|1.9327|588.0|6.2306
33_a47|0.0|0|1|1|0.0|6.823286122000001|0|1.409403453|-0.229935275|-0.085712613|-0.11544858|1.688794654|0.002212256|-0.033554816|10.98214099|0.0741098479999999|1|1|0.003634698|-0.26447859|-0.147591116|-0.338113214|3|0.63155995|0.82821379|0.1186944519999999|0.8913954909999999|0.607650682|-0.060080724|0.404334141|0.022346992|-44.81989209|11.96072985|0.1802998689999999|-0.0272154529999999|-23.98884914|6.401714296000001|0.57681348|60.65229445|-14.56646493|0.4607629339999999|0.42318652|12.94292541|4889.09585|226.5011607|-311.85503880000005|25.25333652|-82.22540944|388.178924|1.0|1.0|1.0|1.0|3.08|2.96|4.04|1.52|0.0|1.0|3.0|-3.26|25.0|5.0|1.0|2.69|0.000546|0.000192|2.19|0.0|0.0|2.79e-05|4.1869|4.1869|-1123.16428|-1123.135036|566.29|296.13|423.52|0.67508|0.67508|-1122.992964|0.2566|-0.15985|6.2284|4.0|8.4
12p_a30|0.0|0|0|0|0.0|7.412764017000001|2|0.604984421|0.038440292|-0.031328052|-0.062956958|0.0|0.005613018|0.000321545|10.31162861|-0.128484994|1|1|0.005965451|-0.109773594|-0.053644471|-0.09353607|1|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0.8371763179999999|0.7991060659999999|-0.074356395|0.371591982|0.015107947|-60.65858419|9.659715461|0.156618406|-0.0364888379999999|-38.78387161|6.176226649|0.8199554720000001|68.98315679|-23.33022469|0.469983155|0.180044528|13.94763694|6166.812731|115.116829|-775.6774321|28.4530386|-409.146112|686.039456|0.0|1.0|0.0|1.0|4.76|4.35|2.93|3.04|0.0|1.0|5.0|-5.66|30.0|4.0|0.0|2.91|2.21e-06|7.05e-06|4.23|0.0|0.0|4.02e-05|5.1922|3.4955|-1615.094336|-1615.0623480000002|685.08|238.79|526.91|0.33929|0.68561|-1614.830085|0.1527|-0.14823|4.6103|17.0|7.7721
12aa_a36|0.0|1|0|0|0.0|7.412764017000001|2|1.297043479|0.033952382|-0.135770278|0.03597264|0.0|-0.006653538|0.010538281|10.95446449|-0.013898809|1|1|-0.004569485|0.0620143779999999|-0.052743904|-0.090926893|1|0.892815402|0.833911317|-0.023185884|0.888163057|0.849217847|-0.1066659309999999|0.4679233379999999|0.023617545|-80.19356964|16.1504726|0.3110547589999999|-0.04126187|-54.83906299|11.04423694|0.731335741|96.18613736|-28.21625599|0.44829258|0.2686642589999999|14.60824604|6438.603019|183.7216658|-1041.942197|38.58180913|-316.3903377|689.2886595|0.0|1.0|0.0|3.0|4.83|1.92|0.98|1.28|0.0|1.0|6.0|-3.52|32.0|5.0|0.0|1.15|0.000304|0.000359|1.55|0.0|0.0|0.000305|3.8899|3.8899|-1401.662677|-1401.617177|701.99|318.73|520.19|0.6931|0.6931|-1401.389257|0.4446|-0.15718|4.7433|9.0|8.0458
12_a3|0.0|0|0|0|0.0|6.823286122000001|0|0.605020506|0.167987916|-0.118456941|-0.120694579|2.07135708|-0.006049098|-0.045382017|10.31163031|-0.069857022|1|1|-0.0045709459999999|-0.218774634|0.017902469|0.032450556|2|0.899733837|0.718481325|-0.125395523|0.784451598|0.841871246|-0.092838926|0.101891875|0.011076075|-45.63945658|5.258353635|0.170600292|-0.039584548|-21.667278|2.496397166|0.830418645|52.16354015|-18.79271742|0.463780604|0.169581355|10.50748861|4400.493202000001|80.50854774|-303.3418921|22.63041363|-313.7317211|330.4083896|1.0|1.0|1.0|1.0|3.2|4.34|4.01|1.6|0.0|1.0|2.0|-5.68|22.0|3.0|0.0|3.23|2.07e-06|1.44e-05|4.03|0.0|0.0|3.9500000000000005e-05|3263.0|3263.0|-1272.152002|-1272.125792|515.23|379.97|361.95|0.69784|0.69784|-1272.010995|0.5056|-0.13153|3.1979|3548.0|5.45
6_a1|0.0|0|0|0|0.0|7.535296702|1|1.3488280769999998|-0.092471477|0.021203156|-0.114683042|0.0|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|1|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|1|0.781885145|0.798346291|-0.095907969|0.8524898329999999|0.741035199|-0.057199415|0.212044989|0.021009352|-37.41011914|10.15161645|0.121740384|-0.0238222729999999|-18.076387|4.905211525|0.576759436|49.61122373|-11.51080589|0.4218263379999999|0.423240564|9.609375529|4061.042516|204.5077752|-216.916644|19.95772445|-74.17956941|359.9965854|1.0|1.0|1.0|0.0|2.94|3.61|3.57|1.75|0.0|1.0|3.0|-3.12|22.0|3.0|1.0|2.82|0.0007599999999999|0.00021|2.63|0.0|0.0|0.000277|4.0635|4.0635|-935.5024827|-935.4750982|527.41|305.12|405.23|0.69818|0.69818|-935.330989|0.3399|-0.16784|8.0033|5.1|5.2924
6_a3|0.0|0|0|0|0.0|6.823286122000001|0|0.605016564|0.155665791|-0.106234254|-0.025021661|2.000787282|-0.007540435|0.05584062|10.3116226|0.032782484|1|1|-0.006696449|-0.0445675709999999|0.020589494|0.036673175|2|0.881253042|0.790667152|0.055002252|0.8632654590000001|0.773152968|-0.1042506469999999|0.556539611|0.010921391|-49.23401228|5.449560482000001|0.216677977|-0.037726468|-24.56680878|2.7192240510000003|0.80281499|56.71997588|-18.8247694|0.387883362|0.19718501|8.982311462|4992.54948|98.39146166|-319.3685142|23.4484528|-302.19751|353.7528308|1.0|1.0|1.0|1.0|3.05|4.96|4.66|2.11|0.0|1.0|2.0|-5.44|23.0|3.0|0.0|3.63|3.67e-06|1.34e-05|3.79|0.0|0.0|1.11e-05|5.8279|3.3963|-1731.735113|-1731.7043199999998|524.88|212.74|366.93|0.3369|0.69323|-1731.602363|129.0|-0.1465|3.7185|1778.0|5.7501
8_a20 (IN-1130)|0.0|1|0|0|0.0|6.842683282|0|1.400923668|0.063195236|-0.124997065|0.1728459339999999|1.622562232|-0.006620594|-0.019554464|10.94899447|-0.0574882679999999|1|1|-0.004654742|0.293415753|-0.049177437|-0.083481481|2|0.811128636|0.760688473|-0.0957193819999999|0.817914963|0.7741509329999999|-0.09623672|0.354945501|0.0158089389999999|-64.75689362|10.46873389|0.272572869|-0.035730972|-42.88223811|6.93243166|0.7481063720000001|77.31081766|-23.66117267|0.4824986429999999|0.251893628|15.46983888|6291.586155|166.8048285|-814.7625241000001|31.628086|-328.593789|684.5377542|1.0|1.0|1.0|2.0|3.49|4.97|4.08|1.33|0.0|1.0|5.0|-4.85|32.0|5.0|0.0|3.14|1.42e-05|2.82e-05|2.87|0.0|0.0|9.86e-08|4.9797|3.2329|-1368.412748|-1368.372708|696.06|248.98|517.94|0.4377|0.7007399999999999|-1368.118751|0.1361|-0.13622|5.4751|36.0|7.4437
8c_a32|0.0|1|1|1|0.0|7.765993078999999|0|0.609420757|0.080016722|-0.04699673|-0.026467635|2.143746338|-0.003484915|-0.026048985|10.31100269|-0.0682721729999999|3|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.1534110109999999|0|0.788133615|0.845443342|-0.11492754|0.8966299409999999|0.7507116140000001|-0.076876481|0.263222951|0.016240436|-58.93213925|9.818219446|0.198252488|-0.027548799|-35.6276568|5.935643221|0.600684883|74.36515033|-16.654735000000002|0.447542891|0.399315117|12.81496717|5773.240734|241.4075262|-463.1595384|27.72624296|-121.7388847|557.1050635|1.0|1.0|1.0|2.0|3.46|6.49|4.19|1.1|0.0|1.0|7.0|-5.82|27.0|4.0|0.0|3.56|1.5e-06|4.11e-05|3.21|0.0|0.0|8.86e-06|3.5673|3.5673|-1880.764533|-1880.733377|646.97|347.56|516.78|0.70135|0.70135|-1880.537558|0.3272|-0.14712|10.2656|37.0|7.4318
18a_a22|0.0|0|0|0|0.0|6.842683282|0|1.194229718|-0.197348157|-0.018344659|0.033735832|1.6891461019999998|0.007066388|-0.021976395|10.31286146|-0.015194063|1|1|0.007079018|0.059645624|-0.0835538409999999|-0.147724859|2|0.760537197|0.7329701259999999|-0.027029438|0.7881113679999999|0.722009212|-0.050645213|0.573315195|0.01713283|-51.6464295|11.62443251|0.073464296|-0.029276847|-35.04152115|7.887046626|0.710467198|64.80092090000001|-19.86401135|0.487405342|0.289532802|13.72951861|6630.646100999999|196.4447473|-700.830423|27.95908297|-285.5992506|730.9420477000001|1.0|1.0|1.0|1.0|3.49|5.32|5.11|2.13|1.0|1.0|6.0|-5.59|32.0|4.0|0.0|3.9|2.59e-06|6.98e-06|3.78|0.0|0.0|1.73e-07|5.0214|3.4832|-1691.3151059999998|-1691.2957760000002|695.35|246.91|531.16|0.35107|0.68577|-1691.036502|0.0354|-0.1408|5.3946|13.0|7.8861
9c_a31|0.0|1|0|0|0.0|7.765993078999999|1|0.610135804|0.031715924|-0.055520387|-0.0384827639999999|0.0|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|2|2|-0.000813398|-0.062065125|-0.138799714|-0.223856622|0|0.8083148840000001|0.842823186|-0.108617754|0.8856644770000001|0.770283733|-0.103325018|0.287455956|0.030296721|-81.63444414|19.30758668|0.325309894|-0.035867334|-52.02424796|12.30439782|0.670716706|97.22026028|-22.85764436|0.4558841429999999|0.329283294|15.04941978|5658.985169|209.8466636|-728.3394714|34.07943198|-217.5897278|583.9691392000001|1.0|1.0|1.0|2.0|3.66|5.64|3.7|1.08|0.0|1.0|8.0|-5.23|28.0|5.0|0.0|3.32|5.85e-06|6.94e-05|3.1|0.0|0.0|2.31e-05|3849.0|3849.0|-1618.157698|-1618.115927|691.3|322.12|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|0.2554|-0.15975|2.2323|0.42|6.3768
16b_a23|0.0|0|1|1|0.0|7.423568444|1|1.197960988|0.031073244|-0.013240238|0.054655144|0.754232958|0.0116350769999999|-0.068280331|10.31321583|-0.05237763|2|2|0.011266252|0.099244509|-0.123524943|-0.224300431|2|0.75524548|0.7740962779999999|-0.09063701|0.830577373|0.711576167|-0.050637391|0.2256448969999999|0.018614978|-58.69232154|13.79443768|0.071420236|-0.031407956|-43.49333918|10.22222569|0.738977|72.31582904|-23.2745413|0.4870072789999999|0.261023|18.46592377|7575.784511|193.4284005|-1000.346801|31.49562341|-354.1828792|896.9989312000001|0.0|1.0|0.0|1.0|4.19|3.02|4.1|3.14|1.0|1.0|6.0|-6.19|36.0|4.0|0.0|2.9|6.41e-07|2.16e-06|4.21|0.0|0.0|2.26e-05|1.6041|1.6041|-1877.655481|-1877.615701|772.84|772.92|607.92|0.95419|0.95419|-1877.270284|0.3456|-0.13741|14.8849|96.0|7.0191
13b_a50|0.0|0|1|1|0.0|7.934155233999999|2|1.267593379|-0.067327798|0.010464577|-0.0204949039999999|2.117002752|0.010435712|-0.042022102|10.94500743|-0.054716607|2|2|0.011379776|-0.03182432|-0.173463805|-0.269353185|1|0.749187803|0.788327682|-0.097736369|0.828965118|0.71935296|-0.051509874|0.435064196|0.019899348|-57.74541064|14.22401427|0.093835987|-0.026928544|-41.27630533|10.16729727|0.700410304|70.09526468|-19.24847021|0.4321103879999999|0.299589696|16.75483549|6639.077063000001|214.1461224|-866.8024118999999|27.48170624|-286.5057775|900.2031356000001|1.0|1.0|1.0|0.0|4.78|4.24|5.12|2.52|0.0|1.0|7.0|-5.02|34.0|5.0|0.0|3.99|9.65e-06|7.92e-06|3.91|0.0|0.0|2.68e-05|4.2315|4.1161|-1470.401544|-1470.3699789999998|780.4|293.0|617.26|0.65332|0.63872|-1470.039226|0.1553|-0.1701599999999999|7.1645|1.83|5.7375
13h_a6|0.0|1|0|0|0.0|6.842683282|0|1.424099498|-0.094781725|0.004767264|0.060987639|1.656132209|-0.002407131|-0.01698365|10.95053423|-0.090944829|1|1|-0.000644109|0.105918119|-0.12414699|-0.215607882|2|0.836982172|0.780222427|-0.164411111|0.8391892870000001|0.789769968|-0.074151997|0.300800177|0.017441348|-64.32173453|12.1971464|0.132089259|-0.032362302|-44.98170701|8.529752344|0.736918588|76.78735663|-22.63172141|0.461667017|0.263081412|16.928040300000003|6302.785260000001|183.9790404|-854.6524332|30.71129129|-331.36552|744.1359788|1.0|1.0|1.0|2.0|3.64|5.41|4.79|1.13|0.0|0.0|6.0|-5.56|33.0|5.0|0.0|3.61|2.77e-06|8.8e-06|3.7|0.0|0.0|1.15e-08|4.8701|3392.0|-1386.613707|-1386.569017|738.61|254.58|591.53|0.50716|0.69001|-1386.302668|0.2121|-0.14097|10.0322|47.0|7.3279
6e_a31|0.0|1|0|0|0.0|7.773594467000001|1|0.61015618|0.06650322|-0.178758575|0.132664341|0.0|-0.011483229|-0.008757878|10.31165994|-0.0462850729999999|2|2|-0.008439437|0.225356759|-0.002840672|-0.004825446|0|0.838789705|0.78240875|-0.072882794|0.841537966|0.795570315|-0.122985602|0.177030306|0.032627586|-79.81721349|19.89514173|0.376659006|-0.046541668|-48.66969791|12.13134981|0.7604979040000001|93.68572477|-28.37945369|0.4782688439999999|0.239502096|14.40145519|6053.812282|146.03985980000002|-778.7151665|37.31693873|-317.6847132|536.6368656000001|1.0|1.0|1.0|2.0|3.55|5.19|4.0|1.36|0.0|1.0|4.0|-5.63|29.0|5.0|0.0|3.27|2.34e-06|2.18e-05|3.2|0.0|0.0|1.89e-05|3.3083|3.3083|-1652.669408|-1652.63264|634.34|374.76|490.75|0.70391|0.70391|-1652.445002|0.5103|-0.13418|8.3583|0.37|6.4318
12q_a36|0.0|1|0|0|0.0|7.412764017000001|2|1.29701394|-0.0543475329999999|-0.043678703|0.068040097|0.0|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.177407665|1|0.8941919290000001|0.828371596|-0.074349074|0.8839272779999999|0.8065052890000001|-0.07607684|0.324924033|0.018562763|-68.5549152|12.00048565|0.17088073|-0.038175515|-44.31949385|7.758093617|0.768692389|80.15866795|-24.67976947|0.486620426|0.231307611|14.69971555|6040.52496|149.536123|-797.7508892000001|32.10617123|-347.4093916|629.5017194000001|0.0|1.0|0.0|2.0|4.74|3.35|2.54|2.51|0.0|1.0|5.0|-4.44|30.0|4.0|1.0|2.34|3.64e-05|2.55e-05|3.31|0.0|0.0|2.77e-05|5.2375|3.8653|-1692.544456|-1692.5102989999998|683.51|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|6.4226|6.0|8.2218
8_a4|0.0|0|0|0|0.0|7.535296702|1|1.304250488|-0.208165266|0.03148225|-0.072752231|1.987684188|0.010647563|-0.011835327|10.9295757|0.05775266|1|1|0.009595591|-0.1193184819999999|-0.048133994|-0.078942941|2|0.619844116|0.813333185|0.097165358|0.879500982|0.576540652|-0.05397993|0.546157592|0.0103751219999999|-33.90618946|5.362918401|0.074867554|-0.024598141|-17.52616744|2.772101712|0.7261541020000001|41.57817329|-12.71482105|0.428884426|0.273845898|9.972991122|5162.482272|141.55141369999998|-262.8925116|17.50981094|-233.7988862|434.9654405|1.0|1.0|1.0|0.0|2.99|4.63|4.76|2.93|0.0|1.0|2.0|-4.35|25.0|3.0|1.0|3.85|4.49e-05|1.46e-05|3.74|0.0|0.0|5.72e-06|5.3544|3.9863|-1450.239105|-1450.21384|561.6|231.56|391.01|0.30471|0.57675|-1450.071352|0.0642|-0.16821|5.7488|54.0|7.2676
47g_a18|0.0|0|0|0|0.0|7.03438793|1|1.251175676|-0.005500039|-0.034211867|-0.048472184|0.0|0.0036509859999999|0.033759227|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|0|0.765824398|0.750610215|-0.014370598|0.780474694|0.745431271|-0.065225536|0.413435809|0.013404131|-72.53379954|11.37505183|0.165575846|-0.029212072|-61.55384106|9.653129118|0.731870777|86.33162323|-24.79003275|0.4913566339999999|0.268129223|20.32265524|7870.887027|227.5405903|-1661.953709|33.87214455|-393.5416883|1347.416568|1.0|1.0|1.0|2.0|4.87|3.22|3.6|2.79|2.0|1.0|13.0|-6.11|40.0|4.0|0.0|2.83|7.76e-07|3.01e-06|4.52|1.0|1.0|3.27e-07|3.0965|3.0965|-1743.375845|-1743.346243|905.71|400.4|874.26|0.69828|0.69828|-1742.7686640000002|0.5955|-0.12789|5.9864|9.0|8.0458
3_a4|0.0|0|0|0|0.0|7.535296702|1|1.343866299|-0.241609351|0.03287721|-0.07806942|2.180369373|0.011825591|-0.010537082|10.92992985|0.050638298|1|1|0.011276682|-0.129930078|-0.048796855|-0.08121207|2|0.637819558|0.773786787|0.0904255319999999|0.8367373309999999|0.623172012|-0.052578183|0.462670692|0.010568144|-31.92506825|5.133610255|0.080195284|-0.024645574|-15.5080075|2.493716402|0.7196876640000001|39.38579676|-11.97190059|0.430553837|0.280312336|8.486341272999999|4677.30755|136.1652785|-232.6201124|16.63485592|-213.4321476|409.0289917|1.0|1.0|1.0|0.0|2.99|4.02|4.11|2.44|0.0|1.0|2.0|-3.7|24.0|3.0|1.0|3.31|0.000198|5.520000000000001e-05|3.12|0.0|0.0|2.03e-05|4.9088|4.0639|-990.6395508|-990.6149055|535.44|252.57|350.36|0.58445|0.58615|-990.467184|0.0871|-0.17005|3205.0|104.0|6983.0
10_a3|0.0|0|0|0|0.0|6.823286122000001|0|0.605017375|0.190318474|-0.1152010919999999|0.017396832|1.684975382|-0.008037672|0.018484177|10.31162304|0.043342516|1|1|-0.005959152|0.033279122|-0.0495219879999999|-0.0947326669999999|3|0.8947911009999999|0.743072638|0.078405316|0.8136572320000001|0.834020779|-0.1007256719999999|0.518341632|0.014615264|-45.8148076|6.768239856|0.252593682|-0.0359752729999999|-21.21655855|3.134330682|0.7066293240000001|56.68388955|-16.65993003|0.41220272|0.293370676|8.559361451000001|4600.496436|135.8581743|-254.5987025|23.57661855|-191.3775649|311.6695405|1.0|1.0|1.0|1.0|3.02|3.79|3.41|1.2|0.0|1.0|2.0|-4.3|22.0|4.0|0.0|2.52|5.07e-05|0.000145|2.43|0.0|0.0|9.35e-05|5375.0|3.4217|-1288.190838|-1288.150029|498.67|230.67|323.26|0.41894|0.68995|-1288.050987|0.0463|-0.15011|9.3381|7943.0|5.1
19f_a38|0.0|1|0|0|0.0|7.412764017000001|2|1.297044434|-0.036714749|-0.084341564|-0.008118156|0.0|-0.002526241|0.035480177|10.96083376|-0.054832432|1|1|-0.000673716|-0.017421394|-0.101303149|-0.217394466|1|0.724208473|0.819222745|-0.094149094|0.8741648479999999|0.698414933|-0.085318318|0.488059925|0.02107583|-71.10679028|13.4639011|0.249124013|-0.037844587|-45.42524686|8.601162122|0.734437553|84.35196967|-24.1763087|0.453960261|0.265562447|11.28936331|6115.273372|169.6496169|-772.2291966|32.91812709|-299.5321167|595.8790650000001|1.0|1.0|1.0|3.0|4.82|3.13|2.55|2.4|0.0|1.0|5.0|-4.14|30.0|4.0|0.0|2.67|7.209999999999999e-05|6.77e-05|2.78|0.0|0.0|5.610000000000001e-05|5.3197|3.4422|-1332.190216|-1332.160846|653.22|233.07|495.68|0.38086|0.7056100000000001|-1331.945195|0.0019|-0.14369|7.1655|73.0|7.1397
16a_a10|0.0|0|0|0|0.0|7.535296702|1|1.325756911|-0.187414728|0.023926176|-0.085711535|2.009832665|0.011207938|0.014886502|10.92947902|-0.0048530629999999|1|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|2|0.748039584|0.772481675|-0.008879187|0.813036304|0.72613292|-0.052574986|0.3637074329999999|0.013872737|-53.28817038|9.606840334|0.083851314|-0.026063936|-36.90194151|6.652715932|0.7270593190000001|63.53441386|-18.049219|0.4629532229999999|0.272940681|15.88633689|6366.0631060000005|189.0108247|-774.9407716|24.82496066|-314.4761648|879.8636987|1.0|1.0|1.0|0.0|4.11|4.73|5.19|2.47|0.0|1.0|9.0|-5.22|33.0|5.0|1.0|4.24|6e-06|6.76e-06|4.33|0.0|0.0|1.4e-06|5.6019|3.8718|-1395.158387|-1395.13019|760.0|221.33|629.65|332.0|0.6852199999999999|-1394.797092|0.0841|-0.1605|4.6574|47.0|7.3279
3q_a32|0.0|1|1|1|0.0|7.765993078999999|0|0.609420748|-0.017280695|-0.04718311|0.02785755|2.120544848|0.000773658|-0.022925245|10.31100266|-0.098400506|3|3|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|0|0.751733573|0.853737093|-0.1585635|0.901790225|0.716172604|-0.067604132|0.34156046|0.018527744|-60.46462749|11.43581616|0.15006201|-0.027989085|-37.3203761|7.058489861|0.6349739010000001|74.3682963|-17.27560785|0.46136998|0.365026099|11.93494358|6079.482066|225.3038157|-522.4852655000001|27.20679986|-166.61896299999998|618.9134881|0.0|1.0|1.0|1.0|3.57|6.43|4.72|1.33|0.0|1.0|7.0|-5.91|28.0|4.0|0.0|3.86|1.24e-06|2.4100000000000003e-05|3.47|0.0|0.0|2.01e-05|3.6236|3.6236|-1920.066488|-1920.042674|666.16|342.16|549.78|0.70216|0.70216|-1919.821707|0.2897|-0.15001|5.2657|28.0|7.5528
21_a47|0.0|0|1|1|0.0|6.86171134|0|1.408713027|0.072733799|-0.13650463|-0.034419528|1.028199909|-0.006808306|-0.004063946|10.95058272|0.057225853|1|1|-0.004332497|-0.090969103|-0.1049885469999999|-0.277479519|2|0.612295986|0.826796636|0.0927058819999999|0.8856299320000001|0.591185263|-0.082614966|0.3188717339999999|0.022739546|-53.76411184|12.83540744|0.29417845|-0.033866638|-30.34731959|7.244985517000001|0.6448452960000001|70.10126935|-19.11612865|0.463113582|0.355154704|13.17102891|6103.311635|200.4681737|-485.55711339999993|29.64451905|-163.5167523|482.9384172|1.0|1.0|1.0|2.0|3.29|2.94|4.93|2.97|0.0|1.0|6.0|-4.44|29.0|6.0|0.0|3.43|3.6e-05|4.84e-05|3.0|0.0|0.0|7.8e-06|3917.0|3917.0|-1375.061089|-1375.028093|583.37|316.53|441.93|0.68296|0.68296|-1374.858663|0.2249|-0.16158|4.9172|5.0|8.3
7c_a8|0.0|1|0|0|0.0|7.05012252|0|1.400027586|-0.244222944|-0.025233184|0.0493777859999999|0.0|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|1|0.004301963|0.079425146|-0.047874|-0.077006275|1|0.718994164|0.740795639|-0.196826366|0.795846675|0.6881348629999999|-0.080277893|0.292274414|0.0306012339999999|-56.2991566|19.18974586|0.151076042|-0.03366688|-35.30467154|12.03370912|0.626902145|76.40286308|-21.11218373|0.492823119|0.373097855|15.18314943|6013.168519|233.9661552|-635.4840877|33.67700028|-159.15828340000002|572.8089095|1.0|0.0|1.0|1.0|3.44|4.22|3.78|1.82|0.0|1.0|5.0|-5.0|30.0|5.0|0.0|3.26|1e-05|2.14e-05|3.37|0.0|0.0|6.91e-06|4.6061|3.1406|-1331.8206369999998|-1331.793312|662.05|269.17|579.97|0.62361|0.70321|-1331.567632|0.1779|-0.1318599999999999|15.7056|18.59|4.7307
