molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1s|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|FPSA1|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (water)|IC50|pIC50
13n_a6|0.0|1|0|0|0.0|6.842683282|0|1.4290206230000002|0.030890422|-0.135152403|0.058267173|1.628408574|-0.0093684169999999|-0.06507689|10.95053349|-0.033224059|1|1|-0.00687003|0.100294804|-0.068956229|-0.118693789|2|0.870730542|0.7767360059999999|-0.056293641|0.832753533|0.82642394|-0.100363599|0.307384948|0.017758385|-75.07706271|12.18768927|0.29109784|-0.038490115|-51.52585133|8.36448634|0.748967057|88.73738138|-26.41600355|0.47066442|0.251032943|16.76075427|6386.381394|172.28545730000002|-978.9911754|35.2699138|-341.7352549|724.3873672999999|1.0|1.0|1.0|3.0|3.55|4.19|3.76|0.81|0.0|1.0|6.0|-4.64|33.0|5.0|0.0|2.62|2.27e-05|5.24e-05|2.43|0.0|0.0|9.35e-08|4.8185|3.3510000000000004|-1423.765005|-1423.714738|727.69|257.31|548.09|0.55028|0.64027|-1423.451366|0.1945|-0.13863|10.1967|75.0|7.1249
12bg_a36|0.0|1|0|0|0.0|7.412764017000001|2|1.29692796|-0.040957653|-0.044573523|0.057879142|0.0|-0.001012333|-0.060117593|10.95885259|-0.0206090089999999|1|1|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|1|0.884841888|0.836170906|-0.033696875|0.892249657|0.771220556|-0.075439837|0.543472602|0.019606406|-70.42534258|13.44952052|0.159389648|-0.036959207|-48.31008346|9.22604612|0.747867728|83.78068847|-25.35312333|0.46245521|0.252132272|14.04434294|6753.439903|172.9566471|-869.5815023|33.900544700000005|-340.0625449|661.6709012|0.0|1.0|0.0|2.0|4.75|3.99|3.19|2.99|0.0|1.0|5.0|-5.08|31.0|4.0|1.0|2.82|8.27e-06|6.55e-06|3.93|0.0|0.0|7.83e-06|3.8944|3.8944|-2152.13793|-2152.104584|703.94|318.36|554.7|0.69395|0.69395|-2151.914954|0.4409|-0.15743|9.3601|15.0|7.8239
13_a1|0.0|1|0|0|0.0|7.423568444|1|1.430073963|-0.046530797|-0.144782061|0.1129747169999999|0.0|-0.008672236|-0.0594321759999999|10.94989555|-0.084271845|1|1|-0.005924486|0.1769162319999999|-0.07665159|-0.120034915|1|0.87703849|0.76714213|-0.150485437|0.825117597|0.833702788|-0.111667908|0.207843387|0.033737733|-62.04288975|19.62059449|0.320539533|-0.040302516|-36.08180773|11.41059871|0.7082629840000001|77.55889436|-23.43842502|0.477212829|0.291737016|14.33466671|5456.353212|169.6632599|-613.3907313999999|33.09282789|-242.2358135|505.2124255|1.0|1.0|1.0|2.0|3.35|4.75|3.87|1.74|0.0|1.0|4.0|-4.29|28.0|5.0|0.0|3.23|5.16e-05|4.58e-05|2.94|0.0|0.0|4.24e-06|4.0783|3.4483|-1238.395767|-1238.367298|613.52|304.01|472.52|0.65363|0.69782|-1238.174491|0.3535|-0.13921|3.9446|0.26|6585.0
13a_a5|0.0|1|0|0|0.0|6.605297921|0|1.393002748|-0.154076582|-0.033436214|-0.007871499|0.0|0.002355511|-0.139517787|10.94530369|-0.025324157|1|1|0.003196482|-0.012798693|-0.035005746|-0.0569177229999999|2|0.746303189|0.8045357209999999|-0.048575318|0.857293078|0.720100768|-0.08903048|0.470564031|0.016739606|-54.03141848|10.77696869|0.233249839|-0.0279752339999999|-34.78546088|6.938219155|0.598791539|72.13276165|-18.01047283|0.460877309|0.401208461|15.89940424|5628.9694|258.29825730000005|-591.3528349999999|30.07803494|-127.2041084|620.5697596|1.0|1.0|1.0|2.0|3.07|4.39|3.58|0.95|0.0|1.0|8.0|-3.77|30.0|5.0|0.0|2.71|0.000169|0.000184|2.19|0.0|0.0|5.02e-07|4.6285|4.2107|-1313.167422|-1313.126035|688.18|267.87|567.51|0.41806|0.50037|-1312.907813|0.1992|-0.17364|4.1671|91.0|7041.0
11_a27|0.0|1|0|0|0.0|7.535296702|1|1.1606177359999998|0.100091619|-0.003527607|-0.080272515|1.3706083080000002|0.004538653|-0.0864111069999999|10.93910312|-0.027287578|0|0|0.005111147|-0.1299181459999999|-0.041662169|-0.067428705|2|0.734834532|0.814843016|-0.043616687|0.8629676709999999|0.7146215429999999|-0.079921166|0.349764196|0.016171515|-50.15555389|8.553922917000001|0.2354494999999999|-0.034296948|-26.52978026|4.524597532|0.8088958709999999|56.8702158|-18.14137056|0.4528656239999999|0.1911041289999999|9.562117063|5186.240841|101.0845293|-451.0062644|22.42732497|-326.780942|504.209846|0.0|1.0|0.0|1.0|3.95|2.72|1.67|3.06|0.0|1.0|2.0|-3.68|26.0|4.0|1.0|2.04|0.000207|9.45e-05|2.73|0.0|0.0|0.000283|3.3426|2.4836|-1122.456105|-1122.433411|571.4|370.92|415.32|0.6125|0.59222|-1122.190727|0.0793|-0.1022|4.2894|5.0|8301.0
19e_a38|0.0|1|0|0|0.0|7.412764017000001|2|1.297043576|-0.082311936|-0.10490608|0.021678225|0.0|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|1|0.000347207|0.045449529|-0.091460175|-0.191751024|1|0.723755855|0.839953955|-0.064035403|0.89459881|0.700181525|-0.083623427|0.552393659|0.02118651|-68.82539051|14.27562164|0.223437407|-0.03783113|-46.37503972|9.619015829|0.749190974|82.37885703|-25.49088538|0.4655978389999999|0.250809026|12.34352977|6531.762734|168.99691289999998|-927.5007945|34.02454948|-335.8133169|696.3887025|0.0|1.0|1.0|3.0|4.96|4.03|3.09|2.75|0.0|1.0|6.0|-4.94|32.0|4.0|0.0|3.3|1.15e-05|1.89e-05|3.55|0.0|0.0|2.25e-05|5.2322|3.8587|-1409.582478|-1409.547647|685.34|236.96|532.67|0.41961|0.58509|-1409.315831|0.3738|-0.15584|8.0952|0.01|8.0083
4d_a46|0.0|0|0|0|0.173086735|7.825245291|1|1.134637067|-0.1397563859999999|-0.017469934|-0.131948546|0.0|0.0116902869999999|-0.111025108|10.96333164|-0.076521434|1|1|0.010756749|-0.206000242|-0.0814707009999999|-0.1271933999999999|2|0.6535171|0.764741337|-0.103199079|0.8075680409999999|0.623144956|-0.056384895|0.290035518|0.008652238|-38.85529917|4.750218646|0.063942042|-0.024616555|-21.33218735|2.607946825|0.813427965|43.60839351|-13.51488667|0.441136013|0.186572035|10.30138878|4993.774007|102.4310631|-341.3149976|16.6147308|-344.15403910000003|509.0572545|0.0|1.0|1.0|0.0|3.78|4.81|5.11|2.84|1.0|1.0|2.0|-4.93|25.0|3.0|1.0|4.11|1.18e-05|7.8e-06|4.3|0.0|0.0|1.3699999999999998e-05|4.4265|4.4265|-1453.840712|-1453.817782|588.18|280.09|503.76|0.69884|0.69884|-1453.635434|0.1313|-0.18639|3.7104|517.0|6.2865
4_a47|0.0|0|0|0|0.0|0.0|0|1.304464196|0.004633887|-0.121159855|-0.158636969|1.42341819|-0.007295208|0.0687047279999999|10.93671044|0.011775922|0|0|-0.006506051|-0.247195952|-0.017555555|-0.027355932|2|0.893350891|0.783871003|0.019305509|0.84420422|0.8124901999999999|-0.07804769|0.444849947|0.007772995|-50.35610033|4.22896799|0.1257991219999999|-0.03525955|-27.39669054|2.300808176|0.806604393|57.78603076|-19.18327632|0.402148382|0.193395607|10.818777699999998|5254.939281|105.2186243|-438.3470487|23.78275706|-333.62177030000004|471.7712484|1.0|1.0|1.0|2.0|2.75|4.83|5.71|3.1|0.0|1.0|3.0|-5.92|26.0|3.0|0.0|4.32|1.21e-06|2.31e-06|4.96|0.0|0.0|5.81e-07|5.7708|3.73|-1509.453558|-1509.4201369999998|576.9|214.85|432.89|0.45947|0.69157|-1509.262887|0.2221|-0.1547|5.4892|32.0|7.5
1g_a5|0.0|1|0|0|0.0|6.605297921|0|1.4275159730000002|-0.203595168|-0.010620031|-0.011534568|0.0|0.00683534|-0.132678208|10.94875199|-0.0353243789999999|1|1|0.006957291|-0.019057802|-0.010807075|-0.0178558139999999|2|0.74740095|0.7778380309999999|-0.067172264|0.8393686990000001|0.717355058|-0.070108797|0.39389953|0.020418692|-39.8807456|10.9506874|0.134079034|-0.027205531|-21.388323|5.8729303|0.61393343|54.34919851|-14.59051668|0.4713154089999999|0.38606657|13.83149499|4639.260975|207.0502037|-320.82484500000004|23.76563316|-122.2065919|422.96706330000006|1.0|1.0|1.0|1.0|2.79|4.5|4.21|1.57|0.0|1.0|4.0|-4.03|25.0|4.0|1.0|3.09|9.27e-05|6.29e-05|3.03|0.0|0.0|2.36e-06|4.7822|4.1733|-1065.846194|-1065.818889|572.15|259.26|448.93|0.4386899999999999|0.66164|-1065.675316|0.0504|-0.17042|5.2707|115.0|6.9393
GW6604_a52|0.0|1|0|0|0.0|6.605297921|0|1.427583999|-0.277102285|-0.005328809|-0.0778992459999999|0.0|0.007746755|-0.118272803|10.94914378|-0.028376521|1|1|0.0070554269999999|-0.131886693|0.039867344|0.067497086|2|0.709088617|0.693399445|-0.057466653|0.7550228990000001|0.689009112|-0.071850787|0.38374044|0.009021088|-35.62691523|4.459510077|0.12653545|-0.029217264|-17.61190876|2.204526664|0.73529506|44.37166117|-14.44334401|0.4597869779999999|0.26470494|11.6571716|4168.525878|130.8549791|-264.17863140000003|19.64292268|-232.6328342|359.1060668|1.0|1.0|1.0|1.0|2.68|4.49|4.2|1.91|0.0|1.0|3.0|-3.87|23.0|3.0|1.0|3.08|0.000135|6.929999999999999e-05|3.06|0.0|0.0|2.78e-06||||||||||||||107.0|6.9706
17b_a6|0.0|1|0|0|0.0|7.412764017000001|1|1.425925343|0.1012747369999999|-0.0265090529999999|0.139594234|0.0|-0.00460563|-0.0385646|10.949638|-0.0791229359999999|1|1|-0.00194781|0.231025646|-0.10896749|-0.180339002|1|0.850080948|0.7788169070000001|-0.138423611|0.8370824240000001|0.8013954109999999|-0.095450984|0.318652397|0.03122461|-71.65078895|20.48861696|0.246050902|-0.041494349|-47.0150166|13.44399246|0.7706671740000001|84.71888279|-27.2272998|0.4548818979999999|0.229332826|16.46390151|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|-355.2067434|627.4287311|1.0|1.0|1.0|2.0|3.53|4.98|4.32|1.7|0.0|1.0|5.0|-5.81|31.0|5.0|0.0|3.6|1.56e-06|6.69e-06|4.09|0.0|0.0|4e-07|3.5444|2.9964|-1350.102764|-1350.078181|690.98|349.8|575.2|0.69615|0.7016100000000001|-1349.830814|0.0033|-0.12545|7.3188|153.0|6.8153
1i_a5|0.0|1|0|0|-4.358943904|6.605297921|0|1.219028472|-0.145964178|-0.31059482|0.018196138|0.0|-0.0012491689999999|-0.174016111|10.94550053|-0.003198529|1|1|-0.000700145|0.059972925|0.001493879|0.004923698|2|0.525406088|0.780175595|-0.00496377|0.8436458929999999|0.513260607|-0.091178745|0.4729402929999999|0.008291428|-46.82694838|4.621144795|0.112394438|-0.03570792|-26.09853285|2.575548983|0.759459597|57.78921354|-19.90145306|0.4697279689999999|0.240540403|13.79450888|5432.586961|134.0627959|-443.6750585|26.20475553|-289.21443910000005|403.396385|1.0|1.0|1.0|1.0|2.83|5.48|6.37|2.73|0.0|1.0|4.0|-4.79|27.0|6.0|0.0|4.12|1.6100000000000002e-05|1.0800000000000002e-05|3.95|0.0|0.0|4.86e-07|4.7243|4.3799|-1288.356212|-1288.322373|569.42|262.44|443.05|0.4571199999999999|0.50107|-1288.210207|0.0207|-0.17945|2.8939|24.0|7.6198
14f_a23|0.0|0|1|1|0.0|7.423568444|0|1.197963246|-0.002304087|-0.027380305|0.056215377|0.745818086|0.010561248|-0.0555907109999999|10.3132176|-0.041351617|2|2|0.010508236|0.101910723|-0.110069159|-0.199540201|2|0.756252127|0.796412133|-0.06885759|0.854683662|0.71381683|-0.059927056|0.2096108239999999|0.027134452|-57.07376861|18.34483401|0.105837608|-0.031450478|-38.58595734|12.40242234|0.665778294|74.08536976|-21.26277654|0.478733036|0.334221706|15.58565565|6768.918745|225.9578225|-733.1331894|31.93672236|-224.1560124|683.7405759|0.0|1.0|1.0|1.0|3.57|3.42|4.03|2.72|1.0|1.0|6.0|-5.63|32.0|5.0|0.0|3.46|2.32e-06|9.57e-06|3.55|0.0|0.0|1.3699999999999998e-05|5.8184|3.5753|-1744.452086|-1744.429532|711.98|213.09|572.35|0.60917|0.6733399999999999|-1744.182678|0.1699|-0.1458|9.1089|2.0|8.6459
21c _a23|0.0|0|1|1|0.0|7.525639975|0|1.197962776|0.178300778|-0.135572353|0.0645437059999999|0.731360766|0.003456487|-0.092608459|10.3132171|-0.039311241|2|2|0.0035741379999999|0.118226959|-0.0201427689999999|-0.036896213|2|0.7641222459999999|0.782543953|-0.060079444|0.838980345|0.7301130229999999|-0.08365474|0.2571258939999999|0.014036138|-70.15570019|9.976937758|0.209403563|-0.040210758|-49.86692499|7.09164338|0.834557275|79.71722579|-28.58195193|0.468609427|0.165442725|16.83467928|7227.157398|117.597286|-1097.07235|34.24804117|-475.6090385|762.0576580000001|0.0|1.0|1.0|2.0|3.68|3.1|3.42|2.49|1.0|1.0|6.0|-5.63|34.0|5.0|0.0|3.0|2.35e-06|1.92e-05|2.86|0.0|0.0|2.2e-05|3.6649|3.6649|-1837.964768|-1837.932192|747.88|338.3|587.02|0.5885699999999999|0.5885699999999999|-1837.67081|0.3329999999999999|-0.15089|8.3979|67.0|7.1752
20_a4|0.0|0|0|0|0.0|7.535296702|1|1.399905568|-0.203359312|-0.00123671|-0.061689675|0.0|0.012265062|-0.1473674569999999|10.9459449|-0.059498265|1|1|0.012025268|-0.098992154|-0.064248765|-0.103098674|1|0.691307598|0.7797803109999999|-0.105783279|0.8404413829999999|0.665774148|-0.060595472|0.210083785|0.022933651|-34.74640079|11.03865532|0.081852712|-0.0273144939999999|-16.72448692|5.313236547|0.6435852470000001|46.45917085|-13.14728679|0.421704107|0.356414753|9.58599918|4085.683488|171.5531319|-234.1428169|20.4281979|-138.2237887|338.71903330000004|1.0|1.0|1.0|0.0|3.23|3.2|3.54|2.09|0.0|2.0|3.0|-3.46|22.0|3.0|1.0|2.97|0.000346|0.000134|2.96|0.0|0.0|0.000806|5.1778|4.0419|-934.2489802|-934.2266312|517.72|239.45|402.27|0.5152|0.66028|-934.103809|0.1415|-0.16699|5.5779|646.0|6.1898
47s_a18|0.0|0|0|0|0.0|7.03438793|1|1.251176205|0.026229332|-0.045792331|-0.026883417|0.0|0.002573931|0.0134295589999999|10.94702059|-0.031515152|0|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|0|0.724028067|0.712629555|-0.0540701129999999|0.745196689|0.716761234|-0.070258863|0.306379663|0.008446541|-61.36410696|6.394119331000001|0.15456221|-0.030108416|-46.45326408|4.840414512|0.820470855|69.29837549|-22.79238258|0.4740142|0.179529145|18.65422248|6968.705069|135.90542109999998|-1207.784866|27.77963709|-485.1995077|1093.725912|1.0|1.0|1.0|2.0|4.41|4.06|3.93|3.33|1.0|1.0|10.0|-5.95|36.0|3.0|1.0|3.19|1.12e-06|3.53e-06|4.62|0.0|0.0|1.84e-07|3218.0|3218.0|-1534.196027|-1534.174077|809.4|385.29|736.36|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|-0.13195|2.9991|616.0|6.2104
12a_a40|0.0|0|0|0|0.0|7.515889085|0|0.604990853|0.021610099|-0.012791297|0.17758258|0.8332127109999999|0.01039129|0.100414476|10.31197265|-0.226763788|2|2|0.007890601|0.298197213|0.018655637|0.031326603|0|0.58630452|0.718281767|-0.375724138|0.7867243829999999|0.525051106|-0.064340227|0.000279043|0.011766311|-38.17175304|6.001293955|0.059120235|-0.033799|-19.46913691|3.060902482|0.85136964|43.65970865|-17.23885621|0.476055146|0.14863036|14.43505064|4873.458436|75.8074911|-272.5679167|20.24838026|-358.4254366|323.26151960000004|0.0|0.0|0.0|0.0|3.2|5.33|5.43|4.34|0.0|1.0|2.0|-6.41|22.0|2.0|1.0|4.78|3.86e-07|1.13e-06|5.43|0.0|1.0|2.13e-05|3.0966|3.0966|-2097.826771|-2097.8163050000003|530.55|400.39|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|-0.12895|3.8054|1778.0|5.7501
4r_a46|0.0|0|0|0|-0.03033057|7.832410927000001|1|1.13129629|-0.173617329|-0.074041799|-0.15196733|0.0|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|1|0.0061041|-0.237647432|-0.055572881|-0.086905208|2|0.7794598220000001|0.810646641|-0.070397185|0.8549242340000001|0.76719475|-0.079297367|0.261414008|0.011446215|-43.14814202|6.071841742999999|0.152180218|-0.0259595379999999|-22.88867429|3.220912917|0.7146312779999999|51.22472631|-13.77068362|0.456487948|0.285368722|10.69131411|4775.760774|151.3787482|-343.3301143|19.26963463|-227.7097083|496.0386301|1.0|1.0|1.0|1.0|3.82|3.56|3.43|1.52|0.0|1.0|3.0|-3.09|25.0|4.0|1.0|2.7|0.00081|0.000279|2.12|0.0|0.0|0.000188|4.5209|4.5209|-1069.447946|-1069.419677|571.75|274.25|467.85|0.69085|0.69085|-1069.231407|0.1404|-0.18999|3.5979|1413.0|5.8499
12v_a36|0.0|1|0|0|0.0|7.412764017000001|2|1.297043692|-0.077763989|-0.04314418|0.073329354|0.0|0.00127667|-0.086194201|10.96020642|-0.023932402|1|1|0.003077071|0.123026459|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.828393514|-0.041914045|0.8792981679999999|0.84179881|-0.078158778|0.334379501|0.027145269|-69.20675352|17.85767346|0.197708661|-0.033118671|-45.52806671|11.74777471|0.6276553979999999|88.07013157|-21.78731129|0.461799225|0.372344602|15.71271745|6065.593390999999|244.9490697|-773.9771341000001|34.71221847|-167.9576969|679.7230552999999|0.0|1.0|0.0|2.0|4.82|2.77|1.89|1.72|0.0|1.0|6.0|-3.95|31.0|5.0|0.0|1.81|0.000113|8.499999999999999e-05|2.65|0.0|0.0|8.340000000000001e-05|3.8847|3.7035|-1347.475543|-1347.442792|671.56|319.16|502.83|0.69298|0.7016100000000001|-1347.2000369999998|0.0223|-0.15185|7.9237|14.0|7.8539
16i_a32|0.0|1|1|1|0.0|7.765993078999999|0|0.6094207429999999|0.175604846|-0.075706124|-0.056414399|2.078707411|-0.003511776|-0.104899053|10.31100265|0.006037736|3|3|-0.001202032|-0.098841478|-0.120440534|-0.211019184|0|0.801401734|0.836966894|0.009897928|0.8829894|0.761506727|-0.0857355019999999|0.5368697929999999|0.022335011|-75.01027196|14.59730623|0.198505292|-0.036726892|-49.02383532|9.540239197|0.718964113|88.80827938|-24.00328703|0.455596751|0.281035887|12.57892808|6355.471589|183.6742715|-784.3813651|33.38593207|-286.2130831|636.0251562999999|0.0|1.0|1.0|2.0|3.75|6.25|4.85|1.34|0.0|1.0|8.0|-7.03|29.0|5.0|0.0|3.96|9.25e-08|8.18e-06|4.19|0.0|0.0|1.7100000000000002e-05|3.6176|3.6176|-1995.307733|-1995.279632|692.96|342.72|573.38|0.70222|0.70222|-1995.055356|0.2857|-0.14976|4.0568|6.0|8.2596
8_a10|0.0|0|0|0|0.0|7.535296702|1|1.3430438530000002|-0.075368755|-0.012055162|-0.000315856|1.546251312|0.0087730469999999|-0.15615298|10.92578782|-0.106100115|1|1|0.009056935|-0.000504277|-0.082893697|-0.132343104|2|0.6357042860000001|0.809386132|-0.167376069|0.864927472|0.616731847|-0.059655303|0.597912185|0.015758182|-47.16908772|8.619652859|0.125156018|-0.029917593|-25.80127401|4.714910465|0.722649449|56.7864899|-16.36478554|0.431797417|0.277350551|10.75705296|6289.86818|151.7094758|-438.6216583|22.64553798|-243.5764486|583.7217118|0.0|1.0|1.0|0.0|3.42|4.46|4.2|2.46|0.0|1.0|4.0|-4.52|29.0|5.0|1.0|3.55|3.05e-05|2.4100000000000003e-05|3.37|0.0|0.0|9.59e-06|4.6964|3684.0|-1257.84172|-1257.819281|594.63|264.0|416.69|0.41583|0.68815|-1257.59269|0.0916|-0.15556|1.5482|526.0|6279.0
36_a18|0.0|0|0|0|0.0|7.03438793|2|1.25117638|0.050448408|-0.020339784|-0.05224259|0.0|-0.000451777|-0.0077246719999999|10.94702093|0.003321395|0|0|0.000825855|-0.079553246|-0.079721028|-0.12139648|0|0.7343989059999999|0.741135729|0.0059061|0.780206307|0.721836103|-0.07777765|0.3847791889999999|0.009440278|-56.82615305|6.722004572|0.195706133|-0.031922305|-40.46339026|4.786442152|0.812056067|65.59412783|-22.73046122|0.4751830729999999|0.187943933|18.21710397|6799.65027|133.8265619|-1052.048147|27.99124609|-444.4026478999999|975.4099618|1.0|1.0|1.0|3.0|4.19|3.73|2.96|3.13|1.0|1.0|7.0|-5.68|35.0|3.0|0.0|2.8|2.09e-06|5.19e-06|4.18|0.0|0.0|3.210000000000001e-07|3.1908|3.1908|-1493.686737|-1493.661092|769.73|388.57|636.33|0.69372|0.69372|-1493.266344|0.4674|-0.13133|2.7547|32.0|7.4949
4j_a46|0.0|0|0|0|0.19521727|7.825245291|1|1.134637093|-0.175292207|-0.012405467|-0.0529855709999999|0.0|0.011968098|-0.1051618459999999|10.94638774|-0.176133068|1|1|0.011684396|-0.078783783|-0.0589746909999999|-0.087688953|1|0.72796254|0.7298040140000001|-0.258222236|0.763724435|0.728293097|-0.05924408|0.295221643|0.01492164|-43.95227197|8.812983129|0.0501066629999999|-0.024805825|-25.95898597|5.205103062|0.776932317|50.26191521|-14.65075732|0.402450715|0.223067683|10.49957018|5077.124695|131.7477027|-467.2617475|18.85718615|-327.122208|642.1335502000001|1.0|1.0|1.0|0.0|4.0|5.18|5.33|3.28|0.0|1.0|4.0|-5.38|27.0|3.0|1.0|4.5|4.16e-06|4.86e-06|4.81|0.0|0.0|7.33e-06|5.3949|4.4093|-1132.043677|-1132.018764|646.67|229.82|572.31|0.37853|0.69413|-1131.761156|0.1418|-0.18387|3.8105|805.0|6.0942
7e_a8|0.0|1|0|0|0.0|7.05012252|0|1.394799915|-0.150447714|-0.052939815|-0.03633378|0.0|0.0024398329999999|-0.11032771|10.94332434|-0.0446343779999999|1|1|0.002669179|-0.075638618|0.034227147|0.07125309|0|0.5897105770000001|0.732001738|-0.072307692|0.790500031|0.577394732|-0.08608941|0.286669793|0.0215993429999999|-53.04282692|12.91806855|0.170843962|-0.037446454|-31.72369068|7.725998682999999|0.776001552|64.23177694|-22.39586026|0.4742828629999999|0.223998448|14.654025199999998|5808.479788000001|133.9683023|-602.7501229|28.86058693|-330.14031780000005|519.5762494|0.0|0.0|0.0|1.0|3.2|5.16|4.94|3.54|0.0|1.0|4.0|-5.75|29.0|4.0|0.0|4.31|1.78e-06|3.87e-06|4.54|0.0|0.0|1.95e-06|3.8142|3.2363|-1300.495519|-1300.467069|622.23|325.06|544.55|0.6998300000000001|0.70177|-1300.271093|0.1522|-0.13577|11.4436|35.1|4.4547
12bd_a36|0.0|1|0|0|0.0|7.412764017000001|2|1.297043358|-0.051990612|-0.045630197|0.025649557|0.0|0.003676818|-0.030990165|10.94639828|-0.0288761339999999|1|1|0.0045625|0.042808724|-0.101854847|-0.169994208|1|0.902377067|0.78699829|-0.047786573|0.833398429|0.857993338|-0.071083327|0.279020022|0.0177487689999999|-65.65179884|11.7156452|0.167521907|-0.035521445|-43.33557909|7.733288012999999|0.78244124|75.7932235|-23.44707102|0.475272043|0.21755876|15.34283166|5957.939097|143.6066496|-866.7115819|29.96655829|-372.868829|729.1873176|0.0|1.0|0.0|2.0|4.95|3.76|2.5|2.45|0.0|1.0|5.0|-4.54|31.0|4.0|1.0|2.42|2.8600000000000004e-05|2.5e-05|3.41|0.0|0.0|1.86e-05|3.8786|3544.0|-1311.591775|-1311.560669|706.26|319.66|568.94|0.69411|0.7044100000000001|-1311.291779|0.0058|-0.1459|7.6908|17.0|7.7696
17a_a22|0.0|0|0|0|0.0|6.842683282|0|1.2689202|-0.0422459529999999|-0.092107225|-0.054347074|1.67348685|0.00220634|-0.094996254|10.94643739|-0.005724389|1|1|0.0027615779999999|-0.089641194|-0.076790454|-0.126659773|2|0.830653242|0.7562495659999999|-0.010355535|0.805071997|0.7994946709999999|-0.072161482|0.345497724|0.0140462319999999|-60.0620365|9.597299109|0.140522986|-0.030843667|-41.03828927|6.55749888|0.710958975|73.26110471|-21.07439877|0.485943988|0.289041025|16.63169381|6343.687177000001|197.4916253|-820.7657853999999|29.64221498|-288.28178110000005|784.2697099|1.0|1.0|1.0|1.0|4.02|3.93|4.93|2.01|1.0|1.0|7.0|-4.75|33.0|5.0|1.0|2.25|1.7899999999999998e-05|1.09e-05|3.62|0.0|0.0|3.23e-07|4.8502|1.3971|-1408.300966|-1408.279257|731.19|255.63|577.52|0.46268|0.71303|-1407.8711|0.0085|-0.06214|2268.0|82.0|7.0862
3p_a32|0.0|1|1|1|0.0|8.02059915|1|0.609420752|0.007752757|-0.028895521|-0.050639647|2.1365141480000003|-0.000971341|-0.111150118|10.31100269|-0.074544773|3|3|0.000920756|-0.092884784|-0.146606489|-0.26891009|0|0.737842269|0.8599558070000001|-0.120768771|0.918782026|0.6956696440000001|-0.070907174|0.366898545|0.021264377|-58.13283248|12.5150622|0.180429124|-0.029183126|-34.21384146|7.365688817|0.6199678829999999|73.07639870000001|-17.1756096|0.416240891|0.380032117|10.69458635|5960.446219|223.6663527|-444.779939|27.70403125|-141.21321609999998|530.5658569|0.0|1.0|1.0|1.0|3.38|6.06|3.71|1.1|0.0|1.0|4.0|-5.11|27.0|4.0|0.0|3.23|7.78e-06|5.629999999999999e-05|2.7|0.0|0.0|6.4e-05|3.6436|3.6436|-1879.554272|-1879.527843|626.32|340.28|471.04|0.7017100000000001|0.7017100000000001|-1879.350471|0.3083|-0.15055|5.4496|26.0|7585.0
