molecula|SddssS|NaaNH|SaaNH|SssssC|NaasN|SRW09|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|FPSA3|PNSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomShapeIndex|GRAV|PPSA1|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|pIC50
10_a47|0.0|0|0.0|0.0|0|0.0|0.0|-0.003570214|-0.008013899|-0.166367455|2|0.042276423|-0.169242585|1.329777427|-0.384667159|-0.008120645|0.0814897|10.93671036|-0.349569106|-0.021926603|-0.045289209|2|0.754096463|-0.138304661|0.8077565520000001|0.841070966|-0.0936757959999999|0.417511484|0.00951788|-40.80144983|84.97451737|-0.035388634|0.0|0.801882632|-21.81529334|57.59863288|-18.9212254|0.411647394|2355.515804|449.6950454|-851.455143|0.198117368|0.699661037|5482.319019|105.9273263|-322.8149102|1061.820157|7.51303623|1.0|1.0|0.0|1.0|1.0|2.0|0.09|22.0|-8.85|5.12|58.04|2.0|106.43|0.0|3.0|-5.75|-5.08|1.0|0.0|4.41|1.77e-06|3.18e-06|0.00114|4.8|0.0|0.0|1.4199999999999999e-09|5.7693|4.37|3.7236|-1188.405988|-1188.3744|579.86|997.16|332.97|231.0|0.69212|-1188.1907199999998|0.2175|-0.15445|-1188.244739|7.9
12a_a32|0.0|1|3.442930603|0.0|0|7.765993078999999|0.0|0.087371302|-0.009460484|-0.057200812|0|0.036711712|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|-0.031249617|10.31100269|-0.024155151|-0.0852122769999999|-0.1534110109999999|0|0.845443342|-0.018578911|0.8966299409999999|0.788702323|-0.109151429|0.288267255|0.016535497|-53.20970382|131.7691491|-0.0308471429999999|62.28768050000001|0.667706375|-33.18255791|81.41372467|-19.23685026|0.456641145|2572.916338|491.8493928|-884.8951120999999|0.332293625|0.840404348|5656.0082|207.2244662|-209.1696096|1325.275819|13.34486989|1.0|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|6.49|140.04|1.0|110.47|1.0|7.0|-6.01|-6.32|1.0|0.0|3.6|9.78e-07|3.17e-05|0.0126|3.39|0.0|0.0|2.23e-08|3576.0|4.63|3576.0|-1880.771042|-1880.734215|667.68|1114.3|346.71|0.2908|0.7025600000000001|-1880.539078|0.2908|-0.14827|-1880.600043|7.6021
19i_a38|0.0|1|3.169368622|0.0|0|7.412764017000001|0.0|-0.125335237|-0.008447598|-0.115864198|2|0.043197531|0.08414367|0.0|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|0.215263198|-0.098027247|-0.250781298|1|0.836170906|-0.040954326|0.892249657|0.747158407|-0.113250303|0.4748744179999999|0.022576308|-51.15830416|154.953787|-0.040770109|10.71501217|0.7419238420000001|-31.35232957|82.98550237|-24.98593175|0.444551315|2896.470706|457.89548719999993|-1249.2965869999998|0.258076158|0.800346329|6744.7785650000005|158.161786|-296.5257022|1683.860952|13.5801364|1.0|1.0|1.0|1.0|1.0|3.0|0.14|17.0|-7.12|3.55|81.23|1.0|125.65|0.0|5.0|-4.25|-6.81|0.0|0.0|3.04|5.68e-05|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|5.7041|3.66|3.6129|-1431.415351|-1431.384243|641.31|1101.03|343.17|0.2156|0.69267|-1431.181148|0.1886|-0.14872|-1431.239177|7.9031
8b_a32|0.0|1|3.419952523|0.0|0|7.765993078999999|0.0|0.113639567|-0.009362305|-0.057200812|0|0.03995614|-0.008128765|2.123714284|-0.458752924|-0.003484915|-0.024375676|10.31100269|-0.014634534|-0.0852122769999999|-0.1534110109999999|0|0.845443342|0.060636167|0.8966299409999999|0.788218098|-0.108971309|0.253018806|0.016711528|-53.36442734|132.9495116|-0.03079624|68.21751748|0.669149204|-33.50038167|81.73293254|-19.33283713|0.458155153|2573.703546|494.8166492|-889.3105078|0.330850796|0.845546757|5619.400983|207.6969342|-212.3722924|1329.016762|13.32443194|1.0|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|6.49|140.04|1.0|110.47|1.0|7.0|-5.83|-6.44|1.0|0.0|3.61|1.47e-06|4.06e-05|0.0161|3.22|0.0|0.0|2.23e-08|3.5442|4.22|3.5442|-1880.77142|-1880.735397|671.54|1114.24|349.82|0.2943|0.70285|-1880.539698|0.2943|-0.14717|-1880.602014|7.9208
12f_a31|0.0|1|3.4780522210000004|0.0|0|7.765993078999999|0.0|0.034876922|-0.011835152|-0.033056721|0|0.03703252|0.043286807|0.0|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|0.068054139|-0.130400541|-0.205011573|0|0.8167107029999999|-0.021938988|0.8530975000000001|0.700992225|-0.118239376|0.262896936|0.027617942|-68.14417693|208.6022728|-0.0337826789999999|569.7325277000001|0.686882955|-47.54067074|97.53070764|-23.56842919|0.482666192|2710.311963|489.0460499|-1319.832035|0.313117045|0.932987917|5845.744358|218.4455813|-260.7571603|1921.480254|15.04120547|1.0|1.0|1.0|1.0|1.0|2.0|0.41|16.0|-8.02|6.43|117.37|3.0|117.78|0.0|10.0|-5.98|-6.19|0.0|0.0|4.01|1.05e-06|2.37e-05|0.0101|3.82|0.0|0.0|9.53e-09|3.8305|5.39|3.8305|-1696.785527|-1696.741889|755.33|1258.6|323.68|0.2664|0.7006600000000001|-1696.466804|0.2664|-0.15894|-1696.53373|6.8861
21c _a23|0.0|0|0.0|0.0|2|7.525639975|3.311482916|0.178300778|-0.009944003|-0.135572353|2|0.043130342|0.0645437059999999|0.731360766|-0.576752175|0.003456487|-0.092608459|10.3132171|0.118226959|-0.0201427689999999|-0.036896213|2|0.782543953|0.149511954|0.838980345|0.790596437|-0.098699133|0.2571258939999999|0.014036138|-59.46209153|148.8448086|-0.040210758|94.32302529|0.834557275|-42.26586935|79.71722579|-28.58195193|0.468609427|3161.1237530000003|561.9588018|-1543.4254039999998|0.165442725|0.881854988|7227.157398|117.597286|-475.6090385|1849.394223|9.5615256|0.0|0.0|1.0|1.0|1.0|2.0|0.08|26.0|-7.33|3.1|148.11|1.0|133.35|1.0|6.0|-5.63|-7.13|1.0|0.0|3.0|2.35e-06|1.92e-05|9.0|2.86|0.0|0.0|4.69e-08|3.6649|4.47|3.6649|-1837.964768|-1837.932192|747.88|1275.12|338.3|0.3329999999999999|0.5885699999999999|-1837.67081|0.3329999999999999|-0.15089|-1837.736174|7.1752
12aa_a36|0.0|1|3.4172704080000003|0.0|0|7.412764017000001|0.0|0.033952382|-0.011588438|-0.135770278|2|0.042560386|0.03597264|0.0|-0.672129428|-0.006653538|0.010538281|10.95446449|0.0620143779999999|-0.052743904|-0.090926893|1|0.833911317|0.156337925|0.888163057|0.688945241|-0.117270578|0.4679233379999999|0.023617545|-72.94175494|212.7097172|-0.04126187|109.0001157|0.731335741|-49.88002793|96.18613736|-28.21625599|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|0.2686642589999999|0.812554922|6438.603019|183.7216658|-316.3903377|2083.417693|15.99256772|0.0|0.0|0.0|1.0|0.0|3.0|0.13|17.0|-6.14|1.92|112.29|1.0|131.85|0.0|6.0|-3.52|-7.79|0.0|0.0|1.15|0.000304|0.000359|152.0|1.55|0.0|0.0|7.19e-07|3.8899|3.88|3.8899|-1401.662677|-1401.617177|701.99|1183.76|318.73|0.4446|0.6931|-1401.389257|0.4446|-0.15718|-1401.45065|8.0458
13a_a30|0.0|0|0.0|0.0|0|7.412764017000001|0.0|0.113424769|-0.011002918|-0.118776867|2|0.042560386|-0.036541822|0.0|-0.627166322|-0.003436924|0.0317047379999999|10.31162842|-0.065043716|0.003429114|0.006103754|1|0.8303425640000001|0.019603815|0.885516463|0.6963945559999999|-0.113507021|0.478381813|0.01856512|-74.02777574|204.9120824|-0.042832838|102.6479456|0.799862466|-49.96348386|88.22659517|-28.90911938|0.4661332179999999|3002.811441|470.0167988|-1532.183327|0.2001375339999999|0.873126469|6675.344631|135.07860209999998|-404.771677|1915.558478|11.6174288|1.0|0.0|0.0|1.0|0.0|2.0|0.13|17.0|-6.19|3.04|124.74|1.0|135.37|0.0|6.0|-5.01|-7.05|0.0|0.0|1.91|9.68e-06|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|5.0535|4.54|3.5288|-1744.491614|-1744.4457100000002|721.66|1211.54|351.35|0.1788|0.6845600000000001|-1744.217986|0.1603|-0.14953|-1744.281248|7.8665
9g_a24|0.0|1|2.931798469|0.0|1|7.273092596000001|1.7647373919999998|-0.318471716|-0.00106361|0.001126633|2|0.0279797979999999|-0.162313932|0.0|-0.0425444|0.0144065739999999|0.070915465|10.96318169|-0.292600863|-0.0273623029999999|-0.049325609|2|0.7931626959999999|0.13372961|0.859302479|0.8671367529999999|-0.065668047|0.383340003|0.01876163|-32.080056199999994|65.73938109|-0.021297745|0.0|0.4819264479999999|-15.87288497|49.25777584|-10.53790724|0.427531635|2123.257348|429.0504306|-389.9025677|0.518073552|0.746821416|4355.725609|256.3375151|17.88521849|809.0499476|16.76589519|0.0|1.0|0.0|1.0|1.0|1.0|0.06|22.0|-6.43|2.91|72.28|0.0|87.53|0.0|3.0|-2.49|-7.17|0.0|1.0|1.93|0.00323|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|5.2521|0.75|4.2802|-984.5891383|-984.5565078|524.03|879.99|289.67|0.2444|0.64993|-984.447764|0.1023|-0.17806|-984.497752|7.1675
8e_a46|0.0|0|0.0|0.252655541|1|7.727094485|2.161814059|-0.205882192|-0.001015139|0.000950213|2|0.043238095|-0.126773923|0.0|-0.046696417|0.012911107|-0.184317354|10.96411233|-0.203086023|-0.08488645|-0.135984209|2|0.789844634|-0.241393458|0.837678812|0.921352352|-0.065982313|0.281227001|0.009576086|-27.16690715|40.04689925|-0.023017086|53.05984592|0.7492419109999999|-13.83322216|39.62167507|-11.72015869|0.444693313|1982.950764|469.146955|-503.9668235|0.2507580889999999|0.8008066970000001|4239.252176|127.6844779|-253.8248986|672.6356549999999|6.023886838999999|0.0|1.0|0.0|1.0|1.0|0.0|0.32|17.0|-6.67|4.09|43.6|0.0|91.93|0.0|2.0|-3.59|-6.02|0.0|1.0|3.21|0.0002569999999999|9.15e-05|0.0279|3.01|0.0|0.0|2.16e-07|4.5092|3.0|4.5092|-954.9296396|-954.9056294|552.99|933.3|274.96|0.2162|0.6967|-954.743261|0.2162|-0.18835|-954.793305|6.3915
12h_a36|0.0|1|3.468184524|0.0|0|7.412764017000001|0.0|-0.128701804|-0.0086750619999999|-0.041228471|2|0.039061728|0.059920602|0.0|-0.503153567|0.00127667|-0.003014954|10.96020037|0.100530266|-0.1430106119999999|-0.239932418|1|0.820041835|-0.10861416|0.87043328|0.819614525|-0.10720355|0.3726296|0.027905055|-48.17643878|118.1187282|-0.035734517|1.413982241|0.665254541|-31.5465515|87.85958486|-23.39942087|0.464544951|2845.467486|536.6941285|-1263.568727|0.3347454589999999|0.8675704009999999|6159.17335|219.1956304|-216.42159590000003|1899.376328|17.66132225|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-6.69|2.77|78.43|1.0|130.24|0.0|6.0|-3.95|-6.93|0.0|0.0|1.81|0.000113|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|5.1998|2.92|3.4554|-1347.481013|-1347.451759|697.29|1177.89|358.81|0.5756|0.7014600000000001|-1347.199963|0.0056|-0.14247|-1347.260478|7.8539
12ak_a36|0.0|1|3.501132553|0.0|0|7.412764017000001|0.0|-0.052930979|-0.006465433|-0.0407717229999999|2|0.041728395|0.12041792|0.0|-0.407322296|0.0042553209999999|-0.116440196|10.95268014|0.198260132|-0.099596099|-0.163978382|1|0.815627016|0.051506104|0.860939187|0.848705143|-0.091761476|0.537460657|0.019931266|-49.87483724|109.0807368|-0.032660864|25.9007405|0.737439195|-35.95881638|79.17567486|-23.5478668|0.423822657|2830.816014|611.9003905000001|-1389.324141|0.262560805|0.735576751|6240.396899|189.3013851|-342.3783571000001|1883.984673|13.01738243|1.0|0.0|1.0|1.0|1.0|2.0|0.24|17.0|-7.38|3.85|69.2|2.0|138.33|0.0|6.0|-4.95|-6.19|0.0|1.0|2.66|1.13e-05|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|3.8734|4.21|3.6895|-1350.900117|-1350.865407|730.3|1247.89|336.05|0.4514|0.7034699999999999|-1350.57563|0.0001|-0.15275|-1350.637958|7.3372
3j_a32|0.0|1|3.564417045|0.0|0|8.234564993|0.0|0.0053427669999999|-0.006580847|-0.017889768|0|0.037373737|-0.029763115|2.248764828|-0.269814716|-0.000202965|-0.086191775|10.31100276|-0.055211759|-0.052818794|-0.097980957|0|0.824282683|-0.020129489|0.8884057059999999|0.865101945|-0.095013178|0.27811778|0.013773753|-37.33051857|71.64373163|-0.030815085|0.0|0.7487739999999999|-19.82606536|58.58770587|-16.36574867|0.4482615029999999|2282.569698|459.4516326|-605.5327007000001|0.251226|0.812452828|4866.613493|133.42496409999998|-264.245436|808.6988876|8.126647477|1.0|1.0|1.0|1.0|1.0|1.0|0.24|19.0|-6.69|6.68|110.94|1.0|95.74|0.0|3.0|-5.92|-5.6|0.0|0.0|4.09|1.21e-06|1.58e-05|0.00533|3.89|0.0|0.0|2.03e-07|3.4982|3.02|3.4982|-1671.507439|-1671.479105|564.55|934.19|354.42|0.3005|0.7028|-1671.351322|0.3005|-0.14498|-1671.402462|8.0969
32_a47|0.0|0|0.0|0.0|1|6.842683282|1.998170616|-0.1746026239999999|-0.003573735|0.000921003|3|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|10.95005715|-0.0274939029999999|-0.077485193|-0.157688306|2|0.810444864|-0.0094137619999999|0.858292442|0.851627782|-0.0726950079999999|0.266433793|0.019295804|-41.57905445|106.9180086|-0.026060474|44.50423685|0.64116122|-29.9621436|68.76811937|-18.77935151|0.44289006|2808.210157|613.6886524|-995.3056298|0.35883878|0.794977846|6235.398576|258.5816152|-203.4434306|1552.348456|16.38361254|1.0|1.0|0.0|1.0|1.0|2.0|0.26|21.0|-8.82|4.18|67.66|2.0|125.17|0.0|5.0|-4.81|-6.34|0.0|0.0|3.94|1.5399999999999998e-05|8.89e-06|0.0038799999999999|3.7|0.0|0.0|1.5e-09|4.9046|2.97|3.6829|-1778.127634|-1778.0970140000002|692.49|1184.76|336.65|0.2969|0.68986|-1777.843462|0.2839|-0.1509599999999999|-1777.90286|7.0
18_a4|0.0|0|0.0|0.0|1|7.535296702|1.904090136|-0.181683336|-0.004533883|-0.164169913|1|0.042924837|0.049240675|0.0|-0.181355303|0.000379379|-0.200683549|10.94611841|0.108754635|0.006968314|0.015390457|1|0.793041267|0.102914528|0.8547339420000001|0.7755960390000001|-0.085817825|0.269470313|0.017694182|-46.48874223|110.7087804|-0.03479101|0.0|0.769438308|-22.93503169|50.98777224|-17.16400317|0.405586004|2069.649003|382.6371479|-635.0681172000001|0.2305616919999999|0.682329162|4381.693113|113.7466718|-265.85258480000005|825.3658678999999|8.649897756|0.0|1.0|0.0|1.0|0.0|1.0|0.11|17.0|-5.53|3.46|50.94|0.0|86.22|0.0|3.0|-2.95|-6.58|0.0|1.0|2.78|0.00113|0.000312|0.0959|2.24|0.0|0.0|2.96e-06|4.5152|3.02|4.2045|-1033.480025|-1033.454769|523.81|870.74|294.88|0.2083|0.57777|-1033.349218|0.1|-0.17345|-1033.398285|5.5817
27b_a34|0.0|0|0.0|0.0|1|7.412764017000001|2.013418486|-0.056026127|-0.010183855|-0.016803292|1|0.042739018|-0.106245942|0.0|-0.549928192|-0.001438963|-0.029622037|10.95430634|-0.175834895|-0.194619338|-0.322091086|1|0.7722228729999999|0.00102838|0.8299950709999999|0.783431788|-0.109683855|0.3307451819999999|0.031021066|-57.66200309|142.58786569999998|-0.037292511|540.9533124|0.712312759|-37.9644911|87.24055613|-24.553278|0.4072752529999999|2835.31543|515.8091561000001|-1227.6639|0.287687241|0.687123753|6032.666081|189.4124225|-279.5721769|1723.489976|15.02503259|1.0|1.0|1.0|1.0|1.0|1.0|0.12|23.0|-8.19|3.94|84.99|2.0|116.33|0.0|5.0|-5.23|-6.14|0.0|0.0|3.46|5.92e-06|1.1e-05|0.00449|3.75|0.0|0.0|6.53e-09|4.8168|4.33|4.0935|-1350.055377|-1350.018975|691.97|1174.68|302.88|0.3621|0.70001|-1349.811401|0.0252|-0.1652799999999999|-1349.873325|6.1871
18_a15|0.0|0|0.0|0.0|0|0.0|0.0|-0.020185809|-0.006149666|-0.090130715|2|0.037948718|-0.094812415|0.0|-0.319782642|-0.001044324|-0.066226471|10.95986315|-0.190640601|-0.072506962|-0.145790726|2|0.7162974740000001|-0.0374132629999999|0.765450925|0.8362289070000001|-0.090730185|0.819442071|0.007146033|-41.31992544|100.159876|-0.035181092|1.833724661|0.867430881|-25.27062952|60.86009645|-21.51621375|0.415796832|2541.440611|511.4247108|-1054.294474|0.132569119|0.711733271|5705.360332|81.07723009|-449.4301265|1215.421882|5.370913621000001|1.0|1.0|0.0|1.0|1.0|1.0|0.08|24.0|-9.98|5.68|47.04|2.0|113.42|0.0|5.0|-6.16|-4.8|1.0|0.0|5.06|6.86e-07|1.18e-06|0.0004559999999999|5.42|0.0|0.0|1.0399999999999999e-10|4543.0|5.65|3.8232|-1265.810138|-1265.770242|650.53|1110.18|324.29|0.2686|0.70427|-1265.556558|0.0066|-0.1579|-1265.614679|6.8894
11a_a31|0.0|1|2.856083711|0.0|0|7.773594467000001|0.0|-0.045290366|-0.02376325|-0.259732443|0|0.044949495|-0.087576474|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|10.31170041|-0.149933348|-0.1068420919999999|-0.1829166189999999|0|0.8433024170000001|0.022073976|0.910334509|0.486754956|-0.161027639|0.271818874|0.041435152|-76.64827023|259.0291941|-0.056833284|71.03772901|0.735254945|-38.68354874|97.23036756|-28.68314085|0.451795285|2288.9694010000003|245.6599349|-975.2267888|0.264745055|0.8241360790000001|4940.657452|133.6139513|-237.4612264|1326.379096|15.96146849|0.0|0.0|1.0|0.0|1.0|2.0|0.13|16.0|-4.65|3.93|125.57|0.0|83.12|0.0|3.0|-4.81|-6.51|0.0|0.0|2.42|1.5399999999999998e-05|0.000161|0.0531|2.53|0.0|0.0|2.22e-05|3.8042|3.97|3.8042|-1441.452616|-1441.411622|529.63|860.74|325.92|0.2797|0.69222|-1441.327731|0.2797|-0.15515|-1441.37897|6.7212
23_a10|0.0|0|0.0|0.0|1|7.535296702|2.140123457|-0.12979844|-0.00264793|0.012558932|2|0.036666667|-0.031558374|1.981673861|-0.17741132|0.010305237|-0.000458688|10.92966139|-0.0502296329999999|-0.130679|-0.207994181|2|0.754150918|-0.149057824|0.800727358|0.915208645|-0.072395864|0.535680357|0.009615852|-35.17017083|60.05816353|-0.02685653|53.00900704|0.7611996520000001|-24.91121732|60.76548004|-19.02262196|0.485561757|3103.831885|648.2471057|-1179.402562|0.238800348|0.943867925|7034.375112000001|169.14354509999998|-370.018179|1549.399766|9.487107794|1.0|1.0|1.0|1.0|1.0|0.0|0.21|27.0|-9.84|5.11|56.07|2.0|139.11|0.0|6.0|-5.38|-5.93|0.0|0.0|4.5|4.19e-06|2e-06|0.000923|4.48|0.0|0.0|1.44e-10|3.8034|3.9|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|0.2089|0.67647|-1469.838069|0.2089|-0.15858|-1469.902562|6.1249
17b_a50|0.0|0|0.0|0.0|2|7.934155233999999|4.35392516|-0.145258626|-0.002181823|0.013050204|1|0.032052154|0.035558152|2.206759705|-0.144000296|0.012409091|-0.152660972|10.94500663|0.05636897|-0.2252068689999999|-0.357011777|1|0.7621727979999999|-0.1585336269999999|0.799772151|0.931849183|-0.07555585|0.4220781729999999|0.0128994089999999|-33.25475672|47.42733742|-0.02681014|86.9549829|0.803386523|-23.14256283|59.65808461|-18.65764227|0.4835366239999999|2765.537065|648.4900322000001|-1156.773821|0.1966134769999999|0.936245718|6059.076348|136.82673369999998|-422.2639022|1439.872076|7.077456382|1.0|1.0|1.0|1.0|1.0|0.0|0.35|20.0|-7.54|4.18|51.77|3.0|131.39|0.0|8.0|-4.75|-6.09|0.0|1.0|3.87|1.7899999999999998e-05|1.22e-05|0.0052|3.96|0.0|0.0|2.87e-08|4.2447|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|306.75|0.1817|0.66195|-1336.833957|0.1758|-0.16699|-1336.899093|6.9136
12s_a30|0.0|0|0.0|0.0|0|7.412764017000001|0.0|-0.00019297|-0.007621736|-0.095120438|2|0.04625323|-0.0601024909999999|0.0|-0.403952011|-0.002544958|-0.035768573|10.31162892|-0.1597740919999999|-0.0546637159999999|-0.145315868|1|0.83236194|0.006789196|0.889479916|0.706713791|-0.103647048|0.404041243|0.019324097|-58.75255278|189.9114627|-0.040189672|0.0|0.790481833|-38.04400919|78.38074776|-26.02399668|0.467381416|2977.11642|457.6180044|-1275.175837|0.209518167|0.877516163|6639.7334200000005|135.66918710000002|-376.1910929|1613.162737|11.26623|1.0|0.0|1.0|1.0|0.0|1.0|0.14|17.0|-7.16|4.67|81.65|2.0|127.19|0.0|5.0|-5.49|-6.06|0.0|0.0|3.21|3.24e-06|6.71e-06|0.00291|4.07|0.0|0.0|6.900000000000002e-08|5.0438|4.32|3.5348|-1774.236634|-1774.202623|677.35|1140.1|350.75|0.2148|0.68458|-1774.01033|0.1576|-0.14985|-1774.072418|8129.0
7a_a8|0.0|1|3.1730222510000003|0.0|1|7.535296702|1.4494883790000002|-0.11821781|-0.010269971|-0.0407248439999999|1|0.041123188|-0.017706371|0.0|-0.482688615|0.000736369|0.004607684|10.94671402|-0.02923588|-0.019499132|-0.032195997|1|0.764224152|0.033708575|0.831914523|0.718410375|-0.101880506|0.238462711|0.035405618|-60.00793116|165.38046830000002|-0.042647654|71.85980901|0.733884399|-35.24327197|75.4573633|-25.04740346|0.477611327|2715.360649|421.9297638000001|-1077.038349|0.266115601|0.914283468|5907.9340090000005|156.2924154|-274.7254012|1467.585836|15.62189947|0.0|0.0|1.0|1.0|1.0|1.0|0.05|23.0|-7.27|3.96|92.93|1.0|105.83|0.0|3.0|-4.86|-6.33|0.0|0.0|3.15|1.36e-05|2.29e-05|0.00874|3.24|0.0|0.0|5.3600000000000004e-08|4.5808|5.2|3.0704|-1291.313963|-1291.287017|605.72|1031.61|403.8|315.0|0.70367|-1291.10235|0.1575|-0.12889|-1291.156661|4.6068
47r_a18|0.0|0|0.0|0.0|0|7.03438793|0.0|0.029358241|-0.0058631659999999|-0.216996268|0|0.035706215|0.041686585|0.0|-0.40455848|-0.005176133|-0.02952923|10.35082951|0.0646283159999999|-0.233665901|-0.362261236|0|0.7698681909999999|0.017110504|0.8075001|0.769578222|-0.087091542|0.26560995|0.0155038689999999|-62.75220741|172.30927739999998|-0.031669652|60.66168882|0.688074851|-46.92606587|81.99788849|-23.68254797|0.49394971|3389.050097|575.4901675|-1563.048166|0.311925149|0.976088187|7727.455993|233.2574532|-281.2845386|2271.625192|16.87088158|1.0|1.0|1.0|1.0|1.0|2.0|0.22|18.0|-7.46|0.43|111.03|3.0|145.82|0.0|9.0|-6.65|-6.12|0.0|0.0|2.2|2.26e-07|2.31e-06|0.00117|4.59|0.0|1.0|3.48e-08|3.1705|9.2|3.1705|-1964.841529|-1964.813473|790.57|1387.23|391.06|0.6007|0.69545|-1964.443758|0.6007|-0.13021|-1964.516246|6.6364
3k_a32|0.0|1|3.644417045|0.0|0|7.97831097|0.0|-0.001009768|-0.005745086|-0.001250803|0|0.0381981979999999|-0.047167919|2.256213388|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|-0.084055305|-0.050938823|-0.090775221|0|0.779649252|-0.127713677|0.8306695270000001|0.8777482409999999|-0.090839907|0.31016741|0.0123637989999999|-40.10830541|68.92687468|-0.029575784|0.0|0.78057227|-22.61349991|58.16707081|-16.67514938|0.472646737|2392.3436100000004|494.8840288|-717.0314235000001|0.21942773|0.89626209|5259.698672|123.7157466|-316.3794102|918.5970998|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|1.0|0.32|19.0|-7.23|7.12|110.94|2.0|105.36|0.0|3.0|-7.04|-5.01|0.0|0.0|4.75|9.16e-08|2.47e-06|0.000904|4.97|0.0|0.0|5.86e-08|3.5363|3.81|3.5363|-1750.164914|-1750.1383649999998|611.65|1022.89|350.6|0.3082|0.70268|-1749.957584|0.3082|-0.14667|-1750.0122420000002|8.0605
13g_a6|0.0|1|3.457632039|0.0|0|6.842683282|0.0|-0.0961994219999999|-0.006574579|0.004767264|2|0.043020833|0.03536788|1.648997541|-0.381325604|-0.002407131|0.073394284|10.95053423|0.061423911|-0.12414699|-0.215607882|2|0.774238891|0.095969451|0.832753533|0.871972049|-0.091949419|0.2141642839999999|0.017637229|-51.67543048|89.14285747|-0.0323525729999999|0.0|0.7357333540000001|-35.98038956|76.50577593|-22.52633766|0.444443571|2929.039254|607.1336751|-1216.422234|0.264266646|0.7999971709999999|6332.20768|184.0026638|-328.2712049|1653.346592|12.48355309|1.0|1.0|1.0|1.0|1.0|2.0|0.12|27.0|-10.57|5.41|103.17|2.0|128.63|0.0|6.0|-5.56|-6.31|0.0|0.0|3.47|2.77e-06|8.8e-06|0.0038|3.7|0.0|0.0|2.67e-11|5.9869|3.83|3.2472|-1386.611265|-1386.573241|739.55|1253.71|381.82|0.8442|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|-1386.364067|6.9245
