molecula|SddssS|NaaNH|SaaNH|SssssC|NaasN|SRW09|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|FPSA3|PNSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomShapeIndex|GRAV|PPSA1|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|pIC50
SB431542_a8|0.0|1|3.172627551|0.0|1|7.535296702|1.4114120369999998|-0.007805495|-0.014434378|-0.1950388569999999|1|0.041909722|0.096884952|0.0|-0.721718925|-0.0075336219999999|-0.029382296|10.94951956|0.156874293|0.055198015|0.089375589|1|0.762577159|0.229470029|0.8220300859999999|0.5653298489999999|-0.124595991|0.274152231|0.034730361|-76.82006387|260.1744351|-0.048754953|89.26670319|0.7608280590000001|-45.98111161|89.64885355|-29.18257067|0.476091179|2801.428659|338.38158389999995|-1342.398251|0.239171941|0.908729075|6203.505123|143.157805|-312.2404091|1764.391093|15.07117296|0.0|0.0|1.0|1.0|0.0|2.0|0.05|23.0|-6.76|3.13|112.23|1.0|109.21|0.0|4.0|-4.4|-7.04|0.0|0.0|2.58|3.99e-05|7.28e-05|0.0292|2.4|0.0|0.0|1.74e-07|||||||||||||||4.1019
13a_a6|0.0|1|3.417162147|0.0|0|7.412764017000001|0.0|-0.042110772|-0.01115741|-0.0265090529999999|1|0.041767677|0.031837397|0.0|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|0.05269025|-0.10896749|-0.180339002|1|0.7722228729999999|0.090839165|0.8299950709999999|0.77450544|-0.113446379|0.22670695|0.031866842|-61.52313164|147.4582473|-0.040840697|554.4922449|0.759912392|-40.23198232|87.37044493|-26.70706346|0.467070451|2820.31296|506.474367|-1335.353173|0.240087608|0.8764206290000001|6019.922535|157.0011174|-339.9303794|1757.246214|13.18415753|1.0|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-9.01|4.98|95.85|2.0|116.79|0.0|5.0|-5.51|-6.1|0.0|0.0|3.52|3.11e-06|1.02e-05|0.00417|3.8|0.0|0.0|9.77e-10|5.9934|4.04|3651.0|-1350.085889|-1350.057702|695.29|1166.79|339.59|0.5352|0.70072|-1349.834826|0.2697|-0.14969|-1349.895534|7.3372
5_a15|0.0|0|0.0|0.0|0|0.0|0.0|-0.222657379|-0.008878343|-0.044921287|2|0.035982906|0.0729170329999999|0.0|-0.54157893|0.000420839|-0.0156037999999999|10.95880662|0.1093187759999999|-0.187421793|-0.28098676|2|0.704479781|0.092692253|0.74438723|0.8740541479999999|-0.0989946469999999|0.743577162|0.032616864|-45.57134103|93.65193084|-0.0273088679999999|64.12413387|0.5089899720000001|-33.88634094|100.6631306|-20.30656983|0.486150431|2940.77098|649.9369163|-1177.78105|0.491010028|0.946094849|6656.720346|365.1095806|-13.36968593|2313.9572780000003|27.05181494|1.0|1.0|1.0|1.0|1.0|1.0|0.15|24.0|-9.65|4.92|74.73|3.0|127.97|0.0|8.0|-6.16|-5.55|1.0|0.0|4.29|6.86e-07|2.18e-06|0.000967|4.86|0.0|0.0|2.25e-10|4.3299|4.36|3.6257|-1470.816175|-1470.779775|737.16|1272.84|341.96|291.0|0.70244|-1470.487858|0.0199|-0.14839|-1470.55517|7.8861
15a_a22|0.0|0|0.0|0.0|1|6.842683282|1.646649187|-0.136588366|-0.0050042229999999|-0.052476637|2|0.038167849|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|10.9464374|0.036467904|-0.097476465|-0.165471815|2|0.7392451729999999|-0.09744639|0.794858486|0.86664032|-0.081705465|0.410151945|0.02126757|-41.92018177|90.52525878|-0.031425179|65.53409434|0.702735071|-28.45564196|70.12529157|-21.33157831|0.444668211|2884.815511|588.2800507999999|-1109.242072|0.297264929|0.800725296|6322.278103000001|201.7850124|-275.2352849|1578.4640869999998|14.66318798|1.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.21|3.87|85.59|1.0|124.05|0.0|6.0|-4.65|-6.61|0.0|0.0|3.19|2.25e-05|2.1e-05|0.00881|3.18|0.0|0.0|6.1e-10|5.0577|4.98|3.6496|-1368.35331|-1368.321775|696.57|1189.31|339.72|312.0|0.69076|-1368.0755869999998|0.0955|-0.15281|-1368.1368730000002|6.8447
12al_a36|0.0|1|3.469383582|0.0|0|7.412764017000001|0.0|-0.06777947|-0.008463062|-0.04314418|2|0.042739018|0.1030147719999999|0.0|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|0.172830414|-0.1430106119999999|-0.239932418|1|0.8344566859999999|0.125005134|0.885733922|0.801179217|-0.105915949|0.2689491989999999|0.026927826|-51.22331485|130.8308989|-0.035305316|0.0|0.671084645|-33.70669917|86.77628559|-23.23210974|0.456856406|2843.740855|527.2034213000001|-1254.533926|0.328915355|0.841133748|6049.668466|216.4375922|-225.1591357|1869.412355|17.07995636|1.0|0.0|0.0|1.0|0.0|2.0|0.17|17.0|-6.69|2.77|78.43|1.0|130.24|0.0|6.0|-3.95|-6.93|0.0|0.0|1.81|0.000113|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|3878.0|2.92|3.5511|-1347.479819|-1347.445127|702.95|1181.84|349.14|0.4466|0.70417|-1347.196501|0.0095|-0.14558|-1347.257936|7.3188
9_a10|0.0|0|0.0|0.0|1|7.535296702|1.998759814|-0.096384071|-0.004530817|-0.032199235|2|0.03590535|-0.048732912|1.754798254|-0.285441469|0.007316125|-0.1189611519999999|10.92721632|-0.079150788|-0.1475423119999999|-0.239634564|2|0.791322552|-0.000865755|0.837889476|0.8694452140000001|-0.084348428|0.6816795959999999|0.013842683|-40.90513782|92.56988349|-0.028592687|59.95939417|0.73129178|-29.00379197|71.07688871|-20.27364785|0.45291714|2904.874289|616.4802143999999|-1196.145223|0.26870822|0.827876677|6606.83687|190.5275895|-327.9949188|1635.660698|11.26962754|1.0|1.0|1.0|1.0|1.0|1.0|0.23|21.0|-7.93|3.69|75.94|1.0|130.71|0.0|7.0|-4.23|-6.87|0.0|1.0|3.07|5.920000000000001e-05|3.64e-05|16.0|2.97|0.0|0.0|1.17e-08|5.5668|4.51|3.7309|-1410.041793|-1410.005954|740.24|1278.57|332.32|0.4138|0.68962|-1409.69933|0.0041|-0.15045|-1409.764013|6.7144
14f_a23|0.0|0|0.0|0.0|2|7.423568444|3.366063739|-0.002304087|-0.006791105|-0.027380305|2|0.04255787|0.056215377|0.745818086|-0.373510774|0.010561248|-0.0555907109999999|10.3132176|0.101910723|-0.110069159|-0.199540201|2|0.796412133|0.070514687|0.854683662|0.894162392|-0.084419703|0.2096108239999999|0.027134452|-40.51498423|71.55380685|-0.031450478|96.60179161|0.665778294|-27.39103254|74.08536976|-21.26277654|0.478733036|3014.916135|604.5178506|-1084.401604|0.334221706|0.918402793|6768.918745|225.9578225|-224.1560124|1628.77284|17.01160115|0.0|0.0|1.0|1.0|1.0|1.0|0.09|26.0|-7.51|3.42|114.25|2.0|126.78|0.0|6.0|-5.63|-6.47|0.0|0.0|3.46|2.32e-06|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|5.8184|3.23|3.5753|-1744.452086|-1744.429532|711.98|1210.19|346.78|0.2462|0.6733399999999999|-1744.182678|0.1699|-0.1458|-1744.2443850000002|8.6459
14v_a23|0.0|0|0.0|-4.844615416|2|7.423568444|3.004639728|0.135774541|-0.014768546|-0.299484129|2|0.047323232|0.055572317|0.636416435|-0.8122700340000001|-0.002390707|0.017156562|10.3132174|0.170475376|-0.0962526|-0.2952674819999999|2|0.787538583|0.132882353|0.845160857|0.916605275|-0.09479984|0.31419322|0.019811827|-44.4776373|55.07999434|-0.042752869|0.912757854|0.788328659|-29.37629463|76.42257099|-28.23713101|0.457213347|3399.4261450000004|605.3933675|-1440.093681|0.211671341|0.84234449|8458.789829000001|139.8032821|-380.8667976|1826.768144|13.80980223|0.0|0.0|1.0|0.0|1.0|1.0|0.09|26.0|-7.95|3.97|114.25|2.0|126.97|0.0|7.0|-6.89|-5.94|1.0|0.0|4.28|1.29e-07|1e-06|0.0004969999999999|4.76|0.0|0.0|1.12e-08|3694.0|5.17|3694.0|-2042.182282|-2042.161744|679.5|1206.02|335.64|348.0|0.6017100000000001|-2041.93452|348.0|-0.1524299999999999|-2041.998955|8.4001
12ag_a36|0.0|1|3.408828027|0.0|0|7.412764017000001|0.0|-0.042092217|-0.008085448|-0.084341564|2|0.043848238|0.063109409|0.0|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|0.135431487|-0.101303149|-0.217394466|1|0.835013502|0.124298337|0.8910146309999999|0.7468300940000001|-0.1081585809999999|0.26896187|0.020136392|-52.02834065|159.6746787|-0.038937089|0.0|0.758897371|-32.81436052|80.40643223|-24.55768654|0.481286668|2773.9654530000003|471.0269757|-1227.884327|0.2411026289999999|0.927847116|5906.879919|152.06382680000002|-326.5740008|1617.984688|12.1906363|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-6.86|3.13|69.2|1.0|123.71|0.0|5.0|-3.89|-6.76|0.0|1.0|2.15|0.000129|6.96e-05|0.0278|2.78|0.0|0.0|1.4e-07|3.8893|3.41|3.7117|-1332.185403|-1332.151245|658.68|1112.68|334.04|0.4286|0.7024699999999999|-1331.9454449999998|0.0191|-0.15227|-1332.003616|7.7696
8_a47|0.0|0|0.0|0.0|0|7.252053952000001|0.0|0.003732288|-0.007835945|-0.099564745|2|0.0363475179999999|-0.087101663|1.335354131|-0.391797226|-0.008756|-0.153669322|10.93671024|-0.177626636|-0.00158075|-0.003223628|2|0.7847248109999999|-0.035681436|0.842571655|0.8497568740000001|-0.091482011|0.517797505|0.008687692|-44.09728708|87.2263982|-0.035797309|0.0|0.819702033|-25.60148752|60.62152862|-20.78278301|0.414302597|2621.772106|493.3419136|-956.0080185|0.180297967|0.707366287|6219.278078|104.6752861|-371.2177396|1166.287236|7.509972037000001|1.0|1.0|0.0|1.0|1.0|2.0|0.13|22.0|-9.25|5.67|58.04|2.0|113.97|0.0|4.0|-6.59|-4.79|1.0|0.0|5.03|2.56e-07|6.490000000000001e-07|0.000263|5.61|0.0|0.0|5.62e-10|3.6696|4.91|3.6696|-1686.068471|-1686.0356350000002|621.06|1071.62|337.87|0.2249|0.6877800000000001|-1685.8518170000002|0.2249|-0.15357|-1685.908004|7.3
6b_a31|0.0|1|3.404988662|0.0|0|7.773594467000001|0.0|0.052690797|-0.016070861|-0.178758575|0|0.037803618|0.11647286|0.0|-0.787472195|-0.011483229|-0.032090772|10.31169819|0.1978523089999999|-0.002840672|-0.004825446|0|0.78240875|-0.068433069|0.841537966|0.627853074|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|227.0509355|-0.045675611|101.4993391|0.7459204140000001|-44.96993859|93.1058799|-27.86719323|0.4807018779999999|2776.92804|383.0600707|-1254.023695|0.254079586|0.925676135|6099.567787|155.0167518|-300.0775025|1681.1762649999998|14.72939894|1.0|1.0|1.0|1.0|1.0|2.0|0.1|22.0|-7.33|5.19|131.36|1.0|109.69|0.0|4.0|-5.63|-6.5|0.0|0.0|3.3|2.34e-06|2.18e-05|0.00883|3.2|0.0|0.0|4.67e-08|3.2949|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.4967|0.7013199999999999|-1652.44739|0.4967|-0.13345|-1652.505041|7.2676
13a_a5|0.0|1|2.931642415|0.0|0|6.605297921|0.0|-0.154076582|-0.006081807|-0.033436214|2|0.023989899|-0.007871499|0.0|-0.328417593|0.002355511|-0.139517787|10.94530369|-0.012798693|-0.035005746|-0.0569177229999999|2|0.8045357209999999|-0.048584084|0.857293078|0.7667501609999999|-0.0839257009999999|0.470564031|0.016739606|-57.31787843|150.1663914|-0.0279752339999999|39.93934134|0.598791539|-36.90128585|72.13276165|-18.01047283|0.460877309|2657.14588|493.6342317|-918.5341141|0.401208461|0.854865353|5628.9694|258.29825730000005|-127.2041084|1533.979782|18.10134317|1.0|1.0|1.0|1.0|1.0|2.0|0.13|23.0|-8.9|4.39|92.79|2.0|114.18|0.0|8.0|-3.77|-7.18|0.0|0.0|2.71|0.000169|0.000184|0.0734|2.19|0.0|0.0|1.26e-09|4.6285|3.81|4.2107|-1313.167422|-1313.126035|688.18|1160.81|294.45|0.5953|0.50037|-1312.907813|0.1992|-0.17364|-1312.968936|7041.0
21_a47|0.0|0|0.0|0.0|1|6.86171134|1.2247108|0.072733799|-0.010650348|-0.13650463|2|0.037801932|-0.034419528|1.028199909|-0.511216716|-0.006808306|-0.004063946|10.95058272|-0.090969103|-0.1049885469999999|-0.277479519|2|0.826796636|-0.080213904|0.8856299320000001|0.70582155|-0.095249919|0.3188717339999999|0.022739546|-46.63227351|166.049938|-0.033866638|47.95893876|0.6448452960000001|-26.32173133|70.10126935|-19.11612865|0.463113582|2691.697803|398.4031618|-860.2257893999999|0.355154704|0.862591353|6103.311635|200.4681737|-163.5167523|1334.003357|16.33715751|0.0|1.0|1.0|1.0|1.0|2.0|0.1|21.0|-7.7|2.94|84.73|1.0|104.49|0.0|6.0|-4.44|-6.58|0.0|0.0|3.43|3.6e-05|4.84e-05|0.0191|3.0|0.0|0.0|1.98e-08|3917.0|4.43|3917.0|-1375.061089|-1375.028093|583.37|1014.33|316.53|0.2249|0.68296|-1374.858663|0.2249|-0.16158|-1374.914223|8.3
12w_a30|0.0|0|0.0|0.0|0|7.412764017000001|0.0|0.063514061|-0.007019432|-0.0316452179999999|2|0.044197531|-0.0999572419999999|0.0|-0.372029919|0.002431329|0.028815747|10.31162873|-0.173643543|-0.0493878409999999|-0.0857954809999999|1|0.83236194|-0.032835151|0.889479916|0.8522163970000001|-0.096032733|0.4274948739999999|0.015446225|-52.53307388|101.3366249|-0.037237182|0.0|0.8077976990000001|-36.02242934|75.77366969|-25.53389062|0.451478593|2999.810425|584.3729039|-1251.160641|0.192202301|0.8230829059999999|6888.291006999999|131.7949495|-422.1196298|1548.85393|9.923109661|1.0|0.0|1.0|1.0|0.0|1.0|0.14|17.0|-7.8|5.11|81.65|2.0|137.3|0.0|5.0|-6.58|-5.52|0.0|0.0|3.59|2.64e-07|9.14e-07|0.0004269999999999|5.12|0.0|0.0|1.58e-08|5.0632|5.08|3.5585|-2494.966575|-2494.932002|716.83|1211.28|348.42|0.2639|0.68423|-2494.743475|0.1614|-0.15073|-2494.807027|7821.0
12x_a36|0.0|1|3.494913155|0.0|0|7.412764017000001|0.0|-0.058295476|-0.007008724|-0.046532211|2|0.041767677|0.021670322|0.0|-0.40650598|0.00285431|-0.054184069|10.33556641|0.038200407|-0.07550872|-0.133106642|1|0.828393514|0.056034339|0.8792981679999999|0.836402835|-0.104368092|0.3403819629999999|0.017625524|-49.60929169|110.0434027|-0.036722107|0.8295471390000001|0.7768535409999999|-33.36962015|81.1499815|-24.70107324|0.458792701|2884.428214|562.6051882|-1333.8579550000002|0.223146459|0.847720832|6193.10485|150.09915149999998|-372.4502879|1717.000548|10.94693123|1.0|0.0|1.0|1.0|1.0|2.0|0.17|17.0|-7.05|3.33|94.5|1.0|135.47|0.0|6.0|-4.85|-6.64|0.0|0.0|2.33|1.4300000000000002e-05|3.09e-05|0.0132|3.19|0.0|0.0|8.95e-08|3.8776|3.37|3.7364|-1670.452834|-1670.419519|719.63|1209.23|331.83|0.3901|0.68112|-1670.182026|0.0199|-0.1517099999999999|-1670.244307|8.1549
3h_a32|0.0|1|3.579396967|0.0|0|7.765993078999999|0.0|0.01077056|-0.005281944|-0.008243901|0|0.037731481|0.014517903|2.243113495|-0.269379119|0.002101838|-0.003152613|10.31100268|0.025035542|-0.071193103|-0.122769653|0|0.7926338540000001|-0.169197453|0.834881529|0.87880263|-0.0882883959999999|0.30907784|0.0111539339999999|-44.97387528|75.87946135|-0.027590124|0.0|0.7734940029999999|-28.15732254|62.63332945|-17.27367301|0.4089962629999999|2398.020434|550.2022886|-829.1363044|0.226505997|0.692036677|5187.525619|141.8112711|-342.4592076|1071.936307|7.357575822|1.0|1.0|1.0|1.0|1.0|1.0|0.35|19.0|-8.47|8.11|110.94|2.0|112.28|0.0|7.0|-8.23|-4.29|1.0|0.0|5.4|5.8700000000000014e-09|7.140000000000001e-07|0.000273|6.12|0.0|0.0|3.37e-09|3.5552|4.61|3.5552|-1790.6908030000002|-1790.663897|676.22|1127.45|348.74|0.2926|0.70257|-1790.440663|0.2926|-0.1474099999999999|-1790.5004850000005|8.1549
4p_a46|0.0|0|0.0|0.122217892|1|7.825245291|2.102855253|-0.060700883|-0.004413243|-0.038295755|0|0.046533816|-0.164311513|0.0|-0.233901882|0.005152176|-0.205494852|10.93681929|-0.251219946|0.066453878|0.101602982|0|0.747019097|-0.078703563|0.7911509609999999|0.905966489|-0.083274013|0.3352802039999999|0.007398064|-56.55658053|53.32991189|-0.029978645|0.0|0.87420565|-32.07534663|51.05047787|-17.00200781|0.423511708|2257.769185|513.8073925|-850.1003902999998|0.12579435|0.734640605|5167.091582|71.34266847|-424.4519674|972.4260993|3.822678404|1.0|0.0|1.0|1.0|0.0|1.0|0.3|17.0|-7.05|4.85|61.84|2.0|107.89|0.0|2.0|-5.8|-5.09|0.0|1.0|4.25|1.59e-06|4.03e-06|0.00144|4.77|0.0|0.0|8.95e-08|5.4796|4.89|3.9958|-1129.65844|-1129.618646|598.19|1058.54|310.28|0.2363|0.70138|-1129.3914619999998|0.0763|-0.16819|-1129.4459470000002|6.4672
47a_a18|0.0|0|0.0|0.0|0|7.03438793|0.0|0.018016478|-0.006027559|-0.18843247|0|0.033641026|0.043161338|0.0|-0.464122017|-0.005483379|-0.025401815|10.35082811|0.066507683|-0.232940071|-0.358939392|0|0.766261502|-0.008965701|0.7991211029999999|0.778790861|-0.099310031|0.371382587|0.014124484|-67.93456546|181.3725215|-0.036234741|110.0917322|0.7936193709999999|-55.70051708|93.5899242|-29.70938001|0.483193636|3612.105567|638.5417107999999|-2198.494121|0.2063806289999999|0.934960691|8405.670404|169.2144153|-481.4854016|2770.212274|12.16421601|1.0|1.0|1.0|1.0|1.0|3.0|0.28|18.0|-8.27|0.48|123.06|3.0|158.24|1.0|12.0|-6.74|-6.49|0.0|0.0|2.02|1.8100000000000002e-07|2.62e-06|0.00143|4.44|0.0|1.0|5.4e-09|3.1947|8.82|3.1947|-2098.807018|-2098.773074|874.47|1536.87|388.09|0.6094|0.69508|2098.280307|0.6094|-131.0|-2098.359766|9.0
2_a3|0.0|0|0.0|0.0|0|6.823286122000001|0.0|0.176032668|-0.008422099|-0.09743592|2|0.034166667|-0.103423993|2.058239271|-0.311617665|-0.006049098|0.09933632|10.31162302|-0.18746945|0.017902469|0.032450556|2|0.769486995|-0.192034735|0.8401405609999999|0.750206578|-0.09392632|0.4551292289999999|0.011938463|-49.07072207|117.2099151|-0.033150466|74.89956423|0.727984269|-23.02532673|53.05538527|-15.55510657|0.458202525|2056.399995|352.0174726|-528.8736235|0.272015731|0.845708123|4446.904467|127.637231|-213.9529255|726.4904564|8.982583312000001|1.0|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-6.89|4.34|92.93|0.0|90.49|0.0|2.0|-4.75|-5.93|0.0|0.0|3.06|1.7800000000000002e-05|5.33e-05|0.0162|3.13|0.0|0.0|1.3e-07|5.4397|1.97|3.3354|-1272.143337|-1272.114086|503.34|841.85|371.73|0.1824|0.69543|-1272.001389|0.0962|-0.14605|-1272.04778|5.4
12q_a30|0.0|0|0.0|-4.76444841|0|7.412764017000001|0.0|0.144208934|-0.015322396|-0.27228842|2|0.0438779959999999|-0.016509571|0.0|-0.873376576|-0.00695299|0.004165554|10.31162828|-0.0483777279999999|-0.077457998|-0.226973911|1|0.816138015|0.01661722|0.867367115|0.845745827|-0.115589613|0.596557166|0.014790072|-59.52322773|105.1162273|-0.045799658|0.732186841|0.820640722|-40.56199584|90.06607753|-31.21009417|0.473741611|3305.289025|576.3319634|-1654.134991|0.179359278|0.900207238|7990.060758|122.2240555|-437.0000797|2015.662819|11.29774462|1.0|0.0|1.0|1.0|0.0|1.0|0.17|17.0|-7.18|4.43|90.88|2.0|133.96|0.0|7.0|-6.7|-5.66|0.0|0.0|3.42|1.99e-07|1.2e-06|0.000579|5.05|0.0|0.0|6.61e-08|5.0573|5.52|3.4834|-1988.033527|-1987.999444|713.16|1214.92|355.93|0.1817|0.68516|-1987.781386|0.1515|-0.14792|-1987.847256|7.4449
12z_a30|0.0|0|0.0|0.0|0|7.412764017000001|0.0|-0.1155022219999999|-0.008819424|-0.026703371|2|0.040566449|0.034848862|0.0|-0.537984876|0.003529389|0.018796341|10.31162784|0.05890953|-0.12254489|-0.207153446|1|0.809127478|-0.02232319|0.855880335|0.832920077|-0.107776943|0.315493739|0.030875938|-49.68145417|116.2094523|-0.034034824|0.0|0.630839856|-34.55504699|95.20867045|-23.67231332|0.48740649|3112.622632|579.3226647000001|-1349.321859|0.3691601439999999|0.950863559|7074.004131999999|256.7627363|-182.00664430000003|2138.929312|20.24634493|1.0|0.0|1.0|1.0|1.0|1.0|0.21|17.0|-6.83|3.94|100.11|2.0|140.26|0.0|7.0|-5.61|-6.39|0.0|0.0|2.52|2.47e-06|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|4.8063|3.34|3.4438|-1804.814868|-1804.785911|739.33|1266.9|360.02|0.1855|0.6853199999999999|-1804.51674|0.1441|-146.0|-1804.581882|7.3615
25d_a34|0.0|0|0.0|0.0|1|7.412764017000001|1.940324546|0.128783829|-0.015046463|-0.089654563|1|0.041037037|-0.163072107|0.0|-0.8576484190000001|-0.005017781|-0.1266965|10.95957635|-0.263924686|-0.211368416|-0.342090037|1|0.7498681140000001|0.14554928|0.799694715|0.674282353|-0.124111479|0.631894475|0.0292772039999999|-66.52770588|215.4372954|-0.044492794|69.64131956|0.7772035959999999|-44.00298587|95.24066462|-29.42857839|0.478308897|2939.671168|445.9861716|-1559.714654|0.2227964039999999|0.916843118|6513.063805|147.36277019999997|-366.6979266|2006.828923|13.15041965|1.0|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-8.08|3.05|90.3|1.0|119.81|0.0|7.0|-4.61|-6.74|0.0|0.0|3.21|2.44e-05|3.3e-05|0.0141|3.05|0.0|0.0|8.26e-09|4.2732|6.05|4.2732|-1426.496796|-1426.468726|706.21|1198.19|290.15|0.2106|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|-1426.307095|6.0223
A8301_a51|0.0|0|0.0|0.0|1|6.86171134|1.700610355|0.0245770529999999|-0.00449765|-0.028789626|2|0.039058957|0.078523314|1.987294898|-0.242873103|0.00740124|-0.012770742|10.31321735|0.135886548|-0.0357324579999999|-0.0618359079999999|2|0.6959300979999999|-0.013846396|0.750630149|0.934739895|-0.0780376929999999|0.339244706|0.008152073|-35.90764428|42.37868986|-0.032775831|78.46116212|0.854959635|-23.3177516|56.90163721|-21.28401067|0.4799553379999999|2799.106729|607.0025787000001|-1064.200534|0.145040365|0.922911768|6401.6494600000005|94.18649643|-461.0082758|1244.737752|6.225421319|1.0|1.0|1.0|1.0|1.0|1.0|0.04|27.0|-9.38|5.5|87.72|2.0|129.04|0.0|5.0|-6.6|-5.31|0.0|0.0|4.58|2.5e-07|1.17e-06|0.000495|5.02|0.0|0.0|4.12e-10|||||||||||||||7.9208
9_a47|0.0|0|0.0|0.0|0|0.0|0.0|0.00410268|-0.008501246|-0.1789147139999999|2|0.037492877|-0.043270202|1.323246814|-0.382556052|-0.009607222|0.022031244|10.93671087|-0.091848897|-0.021556658|-0.045757939|2|0.792070785|0.046690958|0.853035126|0.805149969|-0.0969292319999999|0.492394184|0.009540986|-44.13640712|101.9336202|-0.036925422|0.0|0.790651977|-23.08946904|58.96976407|-19.3171225|0.482896681|2292.652212|421.2052248|-811.319145|0.209348023|0.93384951|5212.504394|109.5180831|-304.1026787|1026.1394|8.262317504|1.0|1.0|0.0|1.0|1.0|2.0|0.05|22.0|-8.47|4.61|58.04|1.0|101.46|0.0|3.0|-5.37|-5.26|0.0|0.0|4.09|4.29e-06|6.3e-06|0.00218|4.43|0.0|0.0|3.4000000000000003e-09|5.7429|4.06|3.7183|-1149.090086|-1149.055456|566.1|959.59|333.44|0.2294|0.69084|-1148.896866|0.2208|-0.1545099999999999|-1148.949486|7.6
4S4k_a46|0.0|0|0.0|0.173180233|1|7.825245291|2.145043462|-0.050636784|-0.0049602|-0.088084767|1|0.0510113959999999|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.158788415|0.008544799|0.012963356|1|0.7477594870000001|-0.003017362|0.787615341|0.891734458|-0.0860536609999999|0.199356973|0.007749296|-47.49082053|57.39060501|-0.030477338|0.0|0.8679099640000001|-25.17446332|49.42345536|-16.15576699|0.461984953|2105.538282|472.7005375|-775.4768155|0.132090036|0.858684076|4719.2906570000005|70.01975807|-390.0516264|893.4991504000001|3.807172093|1.0|1.0|0.0|1.0|1.0|1.0|0.33|17.0|-6.61|4.26|50.94|1.0|100.96|0.0|2.0|-4.82|-5.46|0.0|1.0|3.79|1.5e-05|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|2.48e-07|5.2854|4.52|4.0774|-1053.441953|-1053.415665|566.82|997.07|304.07|0.2623|0.67893|-1053.202208|0.0654|-0.17396|-1053.255345|6.7055
3m_a32|0.0|1|3.575728458|0.0|0|7.773594467000001|0.0|0.013867955|-0.006290106|-0.017268778|0|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|-0.065422345|-0.04918838|-0.086806406|0|0.817967125|-0.0067207069999999|0.872498916|0.798023273|-0.09390309|0.317009723|0.013428623|-50.60363458|120.7751424|-0.027127559|0.0|0.674468222|-30.25923462|67.1606709|-16.22134838|0.4687361229999999|2588.590536|477.1904954|-729.9606772999999|0.325531778|0.882303773|5724.714257|194.65681730000003|-208.6520032|1082.275864|11.00984957|1.0|0.0|1.0|1.0|1.0|1.0|0.3|19.0|-7.38|7.02|128.01|2.0|110.36|0.0|3.0|-5.94|-6.17|0.0|0.0|4.12|1.14e-06|1.39e-05|0.00547|3.57|0.0|0.0|4.190000000000001e-08|3.5749|5.1|3.5749|-1863.502681|-1863.46877|641.52|1073.31|346.82|0.2952|0.7026600000000001|-1863.279862|0.2952|-0.14835|-1863.337677|7.6383
