molecula|NaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|AATSC1are|MATS8i|n5aHRing|AATSC7i|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w MLOGP|Leadlikeness|Veber filter|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
4_a27|0|0.0|2|6.823286122000001|0|1.4008954130000002|3.294369174|0.082486268|-0.058641975|2|0.0456410259999999|0.00991794|0.13397347|1|-0.459570857|-0.2030237389999999|2|0.639413469|0.7853766809999999|-0.07759915|-0.024800302|0.842039655|1|0.852604338|-0.078787867|0.0201467639999999|-29.89961815|-40.79296366|10.43112657|8.590238252999999|76.31512503|-21.12083948|-15.48073439|51.33640873|-14.56891559|0.444169714|2273.715366|441.4418013|1213.060761|-7.543156957000001|0.317514326|6.01592535|4988.6278600000005|164.3952417|-316.8125922|21.34684457|0.020363697|-188.9664429|896.5674718|10.54344507|0.0|1.0|0.0|1.0|3.11|3.08|2.66|0.0|0.0|2.0|25.0|4.0|0.0|1.0|2.8|0.000266|0.0882|0.0|0.0|6.04e-07|0.0002|5.5485|4.63|4.1288|-1083.138303|-1083.119531|555.75|946.77|223.46|0.36899|-1082.963712|0.1741|0.01877181|-1083.01571|3.9202|4.0|8.3979
4b_a46|0|0.206072846|1|7.825245291|1|1.1346370890000002|2.189591837|-0.155670183|-0.022119857|2|0.047736111|0.012332859|-0.135121207|1|-0.128843936|-0.079238184|2|0.6901151990000001|0.7306307590000001|-0.263387881|-0.153841155|0.768651645|0|0.935245062|-0.070236212|0.007568202|-28.58477842|-38.30877966|4.127907383|7.986637869|35.31914031|-20.89467173|-15.59093155|42.65239101|-12.50898928|0.428987199|2105.172229|510.1086157|1750.333702|-6.822749952000001|0.189531974|5.76401157|4681.895329999999|103.3759991|-334.31474760000003|15.43427855|0.007963679|-338.6757579|756.2796491|4.343611349|1.0|0.0|1.0|1.0|3.9|3.03|2.58|1.0|0.0|2.0|25.0|3.0|0.0|1.0|3.76|4.49e-05|0.0149|0.0|0.0|6.38e-08|2.12e-05|4.5515|3.98|4.5515|-1033.556797|-1033.535029|588.79|1020.9|272.4|0.68682|-1033.3243619999998|0.1784|0.02176759|-1033.378455|3.7571|548.0|6.2612
8_a15|0|0.0|0|0.0|0|1.419941362|0.0|-0.208657545|-0.044406425|1|0.039181287|1.7800000000000002e-05|-0.010146469|0|0.225620047|-0.203104439|1|0.85357243|0.7059441040000001|0.0937475619999999|-0.025923166|0.742680335|0|0.853896482|-0.118293578|0.0336657729999999|-41.7821007|-69.07571287|19.65860939|104.8781037|85.31489861|-40.33569847|-24.39801408|89.80283608|-16.91650111|0.389723411|2393.276181|498.6196971|1919.535904|-9.878130237|0.480572589|6.093505548|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|-22.68867482|1595.8121130000002|20.72712321|1.0|1.0|0.0|1.0|3.14|3.76|1.96|2.0|0.0|7.0|27.0|5.0|0.0|1.0|3.76|5.63e-06|0.00206|0.0|0.0|2.69e-08|9.86e-06|4.4346|3.36|3.7426|-1223.704913|-1223.687714|598.84|1050.15|279.58|0.5128|-1223.463981|0.0155|0.01719864|-1223.523393|1.4589|108.0|6.9666
3b_a49|0|0.0|1|7.535296702|1|1.343850026|2.104186262|-0.003115526|-0.055724324|2|0.034155556|0.000607064|-0.010613212|1|-0.151131362|0.000511959|2|0.7745859279999999|0.794997634|0.021506499|0.006213385|0.845992028|1|0.749104358|-0.0846496|0.013576151|-54.04959517|-51.77986692|8.304484449|325.6896751|153.4719941|-31.67356498|-33.06194987|64.91785551|-16.92803342|0.477583842|2660.339607|458.224537|1796.6760370000002|-10.35481932|0.3431340539999999|7.236413572000001|5934.158315|209.89391040000004|-538.4506046|25.77091035|0.021477952|-191.9087104|1340.087338|13.13798859|1.0|1.0|1.0|1.0|3.37|2.43|1.25|1.0|0.0|6.0|30.0|5.0|0.0|0.0|2.38|0.000293|0.1169999999999999|0.0|0.0|2.64e-08|1.05e-05|4.6669|3.4|3.8418|-1293.3286859999998|-1293.291817|664.15|1132.92|265.67|0.5798|-1293.048179|0.0759|0.0368692|-1293.106236|3.1637|25.0|7.6021
11g_a5|1|0.0|1|7.139660336|0|1.388236041|1.984996534|-0.204002571|0.009272269|2|0.020943152|0.00599982|-0.137618073|2|-0.14133011|-0.137739838|2|0.777565622|0.814159231|-0.075382189|-0.01453517|0.8737292720000001|0|0.837943738|-0.076326887|0.023215707|-44.19305139|-50.16001519|15.25675|68.77977167|106.4990972|-32.96383785|-29.04250676|71.21847290000001|-16.72000506|0.485790997|2823.738452|550.6745046|935.4227938|-10.98794595|0.456418686|9.342496899|5817.569415|299.94631180000005|-560.3852433999999|30.75897687|0.03204398|-57.28097817|1568.70782|21.05845771|1.0|1.0|1.0|1.0|3.17|2.34|1.06|1.0|0.0|7.0|31.0|5.0|0.0|0.0|2.96|7.65e-05|0.0312|0.0|0.0|9.229999999999999e-10|3.770000000000001e-07|4.5106|2.3|4.2083|-1330.189793|-1330.144218|693.48|1180.25|274.87|0.56924|-1329.927772|0.2403|0.04557484|-1329.988893|4314.0|0.03|7.5229
8f_a8|1|0.0|1|7.05012252|0|1.394802091|1.241306689|0.024051247|-0.249095464|0|0.043758865|-0.007796225|-0.08540947|1|0.152294451|0.09830823|0|0.578166105|0.6971223040000001|-0.016217844|0.010682683|0.751162751|0|0.5968139689999999|-0.1064257719999999|0.013566221|-71.22071405|-62.06002501|7.91086576|317.0847898|235.1097364|-36.18904175|-41.53091131|67.4402386|-28.20910228|0.456995667|2622.044457|348.0199311|1892.066521|-16.44956443|0.09422952|7.504290616|5948.547713|54.94802877|-723.7808349999999|31.14376424|0.009226445|-473.23361|1370.325626|5.380213594|0.0|0.0|0.0|0.0|3.14|2.85|4.11|2.0|0.0|4.0|29.0|4.0|0.0|0.0|4.04|6.11e-06|0.0023899999999999|0.0|0.0|1.13e-08|4.43e-06|4.7027|7.71|3.4876|-1361.658484|-1361.626748|602.63|1022.89|263.65|0.55661|-1361.455053|0.1659|0.03173623|-1361.510739|7.8014|22.76|4.6428
12be_a36|1|0.0|0|7.412764017000001|2|1.297042758|0.0|-0.148313814|-0.0419484829999999|2|0.043854875|0.000482522|-0.08981965|1|0.19405344|-0.176729938|1|0.884226781|0.812921349|0.132962547|0.00734728|0.858971809|0|0.798015877|-0.108962668|0.033763464|-54.15309606|-75.59805505|23.42501577|63.31681179|140.1361326|-52.44976141|-37.57129686|99.62604537|-22.15805062|0.4564615729999999|3039.9167260000004|553.6616295|2552.721046|-15.37320593|0.433925602|8.773114043|6592.168374|301.05661160000005|-891.645944|39.14335412|0.034632557|-91.68453892|2270.314539|24.02799032|1.0|0.0|1.0|1.0|4.96|0.0|1.42|1.0|0.0|7.0|33.0|6.0|0.0|0.0|1.75|7.75e-05|0.0342|1.0|0.0|1.6100000000000005e-07|7.11e-05|5.2184|2.68|3.3487|-1462.0007349999998|-1461.968283|739.48|1256.67|237.59|0.40844|-1461.68274|0.0018|0.03245204|-1461.747501|10.3044|44.0|7.3565
13b_a50|0|0.0|2|7.934155233999999|2|1.267593379|4.253030728|-0.067327798|0.010464577|2|0.032833333|0.010435712|-0.042022102|2|-0.03182432|-0.173463805|1|0.749187803|0.788327682|-0.041506802|-0.097736369|0.828965118|1|0.906164013|-0.080785633|0.019899348|-36.81915624|-57.74541064|14.22401427|104.0753113|67.07377798|-41.27630533|-26.31826007|70.09526468|-19.24847021|0.4321103879999999|3036.874979|647.7242444|2147.355856|-13.75876844|0.299589696|9.514897025|6639.077063000001|214.1461224|-866.8024118999999|27.48170624|0.017277404|-286.5057775|1731.347493|12.34985404|1.0|1.0|1.0|1.0|4.78|4.17|2.52|2.0|0.0|7.0|34.0|5.0|0.0|0.0|3.99|9.65e-06|0.0044|0.0|0.0|5.87e-08|2.68e-05|4.2315|3.63|4.1161|-1470.401544|-1470.3699789999998|780.4|1339.39|293.0|0.65332|-1470.039226|0.1553|0.03156473|1470.104535|7.1645|1.83|5.7375
47o_a18|0|0.0|0|7.03438793|1|1.251177005|0.0|0.052875948|-0.055408687|0|0.037484277|-0.00046896|0.011121222|0|-0.009467295|-0.103458566|0|0.7452092359999999|0.7435044540000001|0.001673737|-0.066242713|0.781148177|0|0.806872998|-0.088436375|0.008692675|-56.13142962|-64.2280736|6.313168526|77.37089184|140.2610102|-46.6464782|-40.76618466|70.23090572|-25.08909125|0.493146875|2857.120021|586.0020642999999|1393.529823|-18.22128055|0.127246923|9.808930716|6462.6049570000005|92.41474142|-1166.161955|28.74706708|0.008265369|-541.4335917000001|1839.812293|6.002832126|1.0|0.0|1.0|1.0|4.17|0.0|2.94|3.0|0.0|9.0|34.0|3.0|0.0|0.0|2.76|2.19e-06|0.000996|0.0|0.0|4.26e-10|1.93e-07|3.22|7.62|3.22|-1455.574672|-1455.547304|783.22|1352.29|385.04|0.69248|-1455.162559|0.5065|0.02736851|-1455.231246|2.8284|47.0|7.3279
13i_a6|1|0.0|0|7.412764017000001|1|1.430639411|0.0|0.0359494989999999|-0.154502515|1|0.042560386|-0.011017781|0.034304189|1|0.057038772|-0.045418125|1|0.8744720490000001|0.7771558909999999|0.145878803|-0.054229558|0.8287956870000001|0|0.624046118|-0.129526268|0.031178586|-80.75190740000001|-86.83156133|20.90143854|181.1128483|252.0312146|-58.20996912|-54.13430283|100.2320567|-31.12829557|0.429711323|2906.257489|418.3467934|2880.134143|-20.86772478|0.216402237|8.294136887|6306.951561999999|145.07130039999998|-1105.989413|39.72483975|0.019989461|-380.2354072|2105.416507|13.40049533|1.0|1.0|1.0|1.0|3.59|2.7|1.18|1.0|0.0|6.0|32.0|5.0|0.0|0.0|2.91|9.32e-06|0.00398|0.0|0.0|3.18e-09|1.36e-06|3.6668|4.94|3.5614|-1426.549926|-1426.518007|703.43|1196.21|338.12|0.7004600000000001|-1426.269916|19.0|0.03191957|-1426.332492|10.1375|21.0|7.6778
27a_a34|0|0.0|1|7.412764017000001|1|0.300206665|1.963136117|0.0257175079999999|-0.456594848|1|0.0408037829999999|-0.012495918|-0.026428049|1|-0.13716603|-0.158932197|1|0.8186389829999999|0.779284547|-0.07177581|-0.012251785|0.832753533|0|0.600964267|-0.123191967|0.026573385|-74.78290605|-86.36649751|18.62986903|176.4623026|279.75296960000003|-60.54917431|-52.42823715|100.7752505|-30.38821209|0.436895447|3394.470264|421.319507|2252.433058|-21.30433911|0.235078289|8.960143164|7104.26596|164.80691819999998|-1150.434312|39.72721867|0.020552444|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|1.0|3.66|2.58|1.06|1.0|0.0|6.0|33.0|7.0|0.0|0.0|2.44|1.09e-05|0.00504|0.0|0.0|2.44e-08|1.13e-05|5.0012|7.38|4.1228|-1861.741982|-1861.695683|737.7|1247.85|247.91|0.40378|-1861.468024|0.0203|0.04629882|-1861.534743|13.9023|0.24|6.6198
1_a15|0|0.0|0|0.0|0|1.419940974|0.0|-0.22215316|-0.043374667|2|0.0381893|0.001244652|-0.068297833|0|0.096086011|-0.1816819589999999|2|0.836466114|0.705825714|0.101406325|-0.001544849|0.74357498|0|0.875723465|-0.1117462069999999|0.026214985|-44.01415991|-72.24770503|16.94887506|121.3844816|80.34898605|-46.71058649|-28.45664402|90.40184737|-20.13460632|0.437969049|3000.975833|566.1848585|2855.495631|-13.01770443|0.394072483|6.580146251|7284.337537|254.7811976|-794.0799704|33.22939752|0.0280791829999999|-136.9714493|2026.993248|18.15414234|1.0|1.0|1.0|1.0|3.91|4.18|2.2|3.0|0.0|8.0|34.0|6.0|1.0|0.0|4.68|2.830000000000001e-07|0.00013|0.0|0.0|9.53e-11|4.36e-08|4.3834|4.68|3.2188|-1510.136281|-1510.117336|697.35|1271.06|282.85|0.64662|-1509.785098|0.0061|0.01894559|-1509.851127|2.3261|44.0|7.3565
AKLKII_a46|1|0.0|0|6.605297921|0|1.4316666480000002|0.0|-0.206312209|-0.030657|3|0.0386379929999999|0.006821053|0.156485495|1|-0.015805561|-0.037291767|3|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|1|0.837641394|-0.089369278|0.010384859|-34.061229|-42.37969553|4.924591245|160.85204040000002|76.99187522|-20.09682339|-16.15213359|49.76981906|-15.74102977|0.47999819|2000.353437|397.2168972|792.7439217|-7.464534402999999|0.2278604669999999|5.83938898|4110.764451|108.05343229999998|-261.2587041|20.38625028|0.015584114|-258.10190780000005|713.5187596|7.390123534|1.0|0.0|1.0|1.0|2.81|1.6|1.18|0.0|0.0|2.0|22.0|4.0|0.0|1.0|2.45|0.000578|166.0|0.0|0.0|6.18e-08|1.7800000000000002e-05|||||||||||||||181.0|6.7423
12ao_a36|1|0.0|0|7.412764017000001|2|1.297043885|0.0|-0.058597382|-0.065314765|2|0.042739018|0.002782748|-0.113963585|1|0.1523047569999999|-0.095253274|1|0.90500247|0.82626942|0.040831815|-0.05785124|0.8800240009999999|0|0.832582759|-0.1019516769999999|0.017784426|-51.52001456|-67.45579866|11.76697353|85.17634667|110.7707502|-44.63177966|-34.08795068|78.51108393|-24.98362913|0.462968912|2794.663089|550.8740683|2298.760179|-16.53028876|0.217901822|8.769931502999999|5943.227395|144.1736112|-892.6355932|31.9443643|0.016708791|-373.2975961|1724.9956719999998|11.05528527|1.0|0.0|1.0|0.0|4.87|0.0|2.38|1.0|0.0|6.0|31.0|4.0|0.0|1.0|2.37|2.6e-05|0.0106|0.0|0.0|9.66e-08|3.94e-05|4.6597|3.83|3.4743|-1310.361099|-1310.328652|701.9|1190.17|266.08|0.4962|-1310.077853|0.0033|0.03244719|-1310.138396|7.447999999999999|0.03|7.5229
2_a4|0|0.0|0|6.605297921|1|1.189716144|0.0|-0.072708147|-0.103346554|1|0.037777778|-0.001386521|0.090707854|0|0.127695325|0.147657684|1|0.930871261|0.802438682|0.11821091|0.1355918559999999|0.847373823|0|0.742518847|-0.105102755|0.006330673|-49.45826819|-44.27948986|2.667094277|166.102249|108.4760726|-18.65482233|-20.83662681|48.93681624|-15.98981578|0.3961813179999999|1623.668791|312.82106489999995|910.3327882|-6.736463618999999|0.156892292|4.710383035|3396.86527|66.09827364|-242.5126903|18.96532986|0.011054731|-289.1005902|682.7518749|4.657326379|0.0|0.0|1.0|0.0|3.33|0.0|1.63|0.0|0.0|2.0|19.0|4.0|0.0|1.0|1.24|0.0066|1.67|0.0|0.0|1.4800000000000002e-05|0.00374|5.8961|2.46|3.2230000000000003|-819.9326497000001|-819.8996124|458.73|764.77|210.28|0.4682|-819.771754|0.0008|0.033037353|-819.8174190000001|3.0946|31.0|7.5086
LY580276_a4|0|0.0|1|7.535296702|1|1.344599701|2.067497166|-0.156842923|-0.020236527|1|0.044357639|0.010217376|-0.172607392|1|0.064209689|-0.019747846|1|0.5162208110000001|0.7921620090000001|0.035666446|0.019144144|0.847526918|0|0.8685269959999999|-0.071023484|0.008729943|-27.6229776|-34.22831819|4.207217677|11.22286434|63.36073061|-16.49563923|-13.31233017|38.23432817|-13.51117823|0.437093506|1948.220005|418.5688558|1511.5340210000002|-6.511436537000001|0.152153004|5.456603642999999|4098.640927|73.32703409|-247.4345884|15.93586849|0.008312438|-335.2755182|605.5630025|4.0060099860000005|1.0|0.0|1.0|1.0|3.01|3.04|3.13|0.0|0.0|2.0|22.0|3.0|0.0|1.0|3.69|0.000213|0.0624|0.0|0.0|2.75e-07|8.08e-05|5.2983|3.64|4.4918|-959.4958788|-959.4723321|519.23|865.23|234.01|0.36903|-959.356125|0.1842|0.023546627|-959.404416|3.2891|175.0|6757.0
8a_a32|1|0.0|0|7.773594467000001|0|0.609420757|0.0|-0.0755556459999999|-0.056633919|0|0.04008547|-0.003484915|-0.020716518|3|-0.050766252|-0.0852122769999999|0|0.788133615|0.845443342|-0.184419911|-0.2166242669999999|0.8966299409999999|1|0.814553726|-0.109412858|0.018321589|-52.34893512|-68.61558335|11.48993376|73.64907732|116.298071|-43.03057598|-32.82934751|79.73671389|-22.37464674|0.480024324|2574.085885|510.8273411|3312.822051|-14.03170956|0.250915471|7.420041446|5659.295213|157.3554684|-645.4586397|29.86932167|0.017733503|-312.4144752|1373.988797|11.12113054|1.0|1.0|1.0|1.0|3.48|3.67|1.37|2.0|1.0|7.0|27.0|4.0|1.0|0.0|4.07|1.5199999999999998e-07|6.03e-05|0.0|0.0|2.23e-08|8.86e-06|3562.0|4.98|3562.0|-1880.767206|-1880.732222|667.29|1110.23|348.07|0.70316|-1880.536478|0.4315|0.03498398|-1880.595748|7.6703|45.0|7.3468
12t_a30|0|0.0|0|7.412764017000001|2|0.60498454|0.0|0.073057637|-0.097216874|2|0.044197531|-0.002544958|-0.0682882559999999|1|-0.158448053|-0.0546637159999999|1|0.609043558|0.83236194|-0.003937967|-0.080971844|0.889479916|0|0.696413582|-0.1011561919999999|0.018862708|-58.89093185|-65.79920855|12.26965165|88.42093081|197.4742794|-42.80050261|-38.30686627|78.8278828|-24.17113783|0.445760296|2976.648597|452.99711|2479.787504|-15.72263361|0.254294117|7.957774504|6617.834146|165.4110479|-770.409047|32.41376848|0.020029588|-319.6492937|1588.274656|13.02867425|1.0|1.0|1.0|0.0|4.63|0.0|3.58|2.0|0.0|5.0|31.0|6.0|0.0|0.0|3.21|3.24e-06|0.00141|0.0|0.0|6.900000000000002e-08|3e-05|5.0693|4.32|3.5457|-1774.2421780000002|-1774.208418|677.85|1139.2|244.58|0.33647|-1774.0165149999998|0.1561|0.0337599|-1774.077985|3.2145|9.0|8.0496
4a_a46|0|0.210988875|1|7.825245291|1|1.13463711|2.180332577|-0.214093513|-0.008364558|2|0.0473245609999999|0.012632881|-0.11172225|1|-0.216904465|-0.082000707|2|0.679741138|0.764741337|-0.215877982|-0.06611606|0.8075680409999999|0|0.923958017|-0.067863141|0.00935578|-28.50561609|-35.24319509|4.858713991|6.579492736000001|39.49069232|-18.30276019|-14.80375017|41.15334508|-11.49234623|0.4289963579999999|2042.529911|479.8368017|1427.844961|-5.968291366|0.2573736219999999|5.613813876|4481.754309|133.66119809999998|-274.5414028|15.47527339|0.011380391|-252.0050978|711.8625758999999|5.910149982|1.0|0.0|1.0|1.0|3.76|2.8|2.35|0.0|0.0|2.0|24.0|3.0|0.0|1.0|3.43|0.000117|0.0372|0.0|0.0|1.53e-07|4.86e-05|4.5454|3.4|4.5454|-994.237445|-994.2146342|560.87|967.0|272.77|0.6893600000000001|-994.028172|0.1694|0.022810825|-994.079365|3.7138|181.0|6.7423
8_a47|0|0.0|0|7.252053952000001|1|1.24688044|0.0|0.003732288|-0.099564745|2|0.0363475179999999|-0.008756|-0.153669322|0|-0.177626636|-0.00158075|2|0.686795267|0.7847248109999999|-0.035681436|-0.223459904|0.842571655|1|0.8497568740000001|-0.091482011|0.008687692|-44.09728708|-53.11155658|5.043798869|90.32612351|87.2263982|-30.83488674|-25.60148752|60.62152862|-20.78278301|0.414302597|2621.772106|493.3419136|2217.264922|-12.06582525|0.180297967|6.492934319|6219.278078|104.6752861|-555.0279614|25.35407034|0.012935553|-371.2177396|1166.287236|7.509972037000001|1.0|0.0|1.0|1.0|3.02|3.21|3.9|2.0|0.0|4.0|29.0|4.0|1.0|0.0|5.03|2.56e-07|0.000104|0.0|0.0|5.62e-10|2.28e-07|3.6696|4.91|3.6696|-1686.068471|-1686.0356350000002|621.06|1071.62|337.87|0.6877800000000001|-1685.8518170000002|0.2249|0.03283575|-1685.908004|4.6281|0.05|7.3
12e_a31|1|0.0|0|7.765993078999999|1|0.610134116|0.0|0.052663358|-0.044316064|0|0.037098765|-0.002475146|-0.107630327|2|0.01824365|-0.08867626|0|0.7968154940000001|0.7761616020000001|-0.039273975|-0.028502695|0.82100963|0|0.721526766|-0.1099563869999999|0.02665413|-68.32948993|-79.96257188|19.38343763|166.1479229|202.5115275|-58.15044546|-49.6906263|95.1187282|-26.65419063|0.474858042|3040.353774|524.7092721|1899.851187|-19.38348182|0.274879568|10.24381236|6557.418968999999|199.8981394|-1104.858464|36.75829484|0.020841203|-327.4245209|2095.222806|15.15615632|1.0|1.0|1.0|1.0|3.87|3.72|2.21|3.0|0.0|9.0|33.0|5.0|0.0|0.0|4.5|2.16e-07|9.96e-05|0.0|0.0|4.93e-10|2.27e-07|5.3264|6.33|3.8391|-1809.899887|-1809.85374|781.61|1308.13|232.77|0.55114|-1809.581226|0.2627|0.04614662|-1809.650069|3.4818|0.17|6.7696
14b_a3|0|0.0|0|6.823286122000001|0|0.605016869|0.0|0.143500839|-0.1160619169999999|3|0.039799383|-0.00603969|-0.008040839|1|-0.288944272|-0.050943323|3|0.882394075|0.7809478329999999|-0.133815639|-0.170297225|0.848135222|1|0.786476513|-0.100993354|0.012828558|-44.49789848|-49.38772279|6.273415527999999|252.49572540000003|104.4171556|-24.15156108|-21.76034149|57.87172082|-17.83445545|0.487615651|2160.565755|384.6023764|1289.104749|-8.721397057|0.233084567|4.989782639|4803.535505|113.9829058|-313.9702941|23.25478753|0.017348996|-261.0537205|837.1723509999999|8.483998032|0.0|1.0|1.0|1.0|3.18|2.5|1.04|0.0|0.0|2.0|23.0|4.0|0.0|0.0|2.82|3.54e-05|0.0113|0.0|0.0|1.28e-07|4.08e-05|3.0724|2.22|3.0724|-1327.514377|-1327.4859310000002|524.27|879.19|403.54|0.70123|-1327.349444|0.2276|0.02844675|-1327.398177|3.8724|0.38|6.4202
12ab_a30|0|0.0|0|7.412764017000001|2|0.604983638|0.0|-0.026189286|-0.030346359|2|0.043854875|0.003529389|0.038312857|1|0.03046828|-0.12254489|1|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.855880335|0|0.7997534890000001|-0.1008879709999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|140.93076580000002|-49.97135112|-40.9825333|92.49334877|-22.42218278|0.461207954|3118.431712|562.8556061|2618.234172|-15.78042667|0.3960470239999999|8.44310703|6918.884105|278.7324985|-899.4843201|37.1257096|0.030534507|-146.321375|2116.165447|21.48976996|1.0|1.0|1.0|1.0|4.87|0.0|2.2|2.0|0.0|7.0|33.0|6.0|0.0|0.0|2.52|2.47e-06|0.00113|0.0|0.0|1.47e-07|6.720000000000001e-05|4.8018|3.34|3.4919|-1804.824495|-1804.79081|753.75|1275.19|258.2|0.46561|-1804.523449|0.1511|0.03368522|-1804.589076|7.4968|17.0|7.7825
2_a49|0|0.0|1|7.535296702|1|1.3438506419999998|2.12788659|-0.084499704|-0.03981057|2|0.038726287|0.004524556|-0.041202373|1|-0.170631119|0.032521855|2|0.802447754|0.79056501|0.084099874|0.00991453|0.851413454|1|0.81348014|-0.079176085|0.01105681|-44.066695|-40.34672657|5.634353797999999|226.4450566|95.04720801|-20.55997527|-22.45560511|49.26352575|-14.409545199999998|0.454163307|2244.518609|414.5350312|1550.010086|-7.34284831|0.284594011|5.667936413|4874.364109|145.02405359999997|-308.399629|20.14177325|0.017498253|-219.534132|845.9544764000001|8.91679918|0.0|0.0|1.0|1.0|3.09|2.5|1.88|0.0|0.0|2.0|25.0|3.0|0.0|1.0|2.76|0.000292|0.0955|0.0|0.0|1.51e-07|4.94e-05|5.4614|1.79|3743.0|-1046.018455|-1045.981819|553.52|941.6|227.02|0.34449|-1045.810794|0.0572|0.0366366999999999|-1045.8595810000002|6.7117|59.0|7.2291
12e_a30|0|0.0|0|7.412764017000001|2|0.604984231|0.0|-0.0026669809999999|-0.029595542|2|0.041767677|0.0043261129999999|0.005418617|1|-0.018475151|-0.089279071|1|0.838579475|0.8246767140000001|0.002248768|-0.097868612|0.876441789|0|0.816703705|-0.098059338|0.024254701|-52.50202674|-65.04681137|16.08914569|106.2790684|121.5880081|-43.14823836|-34.82676424|80.10232244|-23.31866823|0.46715936|2920.484542|541.7533217|2392.685958|-15.46823639|0.292879147|8.069355055|6421.289402|194.2788429|-819.8165288|32.97692061|0.022696477|-274.7836441|1747.776792|15.05551106|1.0|1.0|1.0|1.0|4.72|0.0|2.51|2.0|0.0|6.0|31.0|5.0|0.0|0.0|2.57|3.59e-06|0.00154|0.0|0.0|1.84e-07|7.87e-05|5.0412|3.58|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|245.94|0.3304|-1690.030824|151.0|0.03344515|-1690.092998|6.1598|11.0|7.9431
13b_a5|1|0.0|0|7.153833802|1|1.338814635|0.0|-0.142746146|0.011339656|2|0.02468599|0.0064510459999999|-0.104404004|1|-0.010368468|-0.055701188|2|0.6700114770000001|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0|0.831557236|-0.074710354|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|14.41650822|108.9128108|-31.23446039|-29.05440446|62.24204745|-17.04942469|0.455921715|2661.597781|537.6736515|1177.571784|-11.0239272|0.345923611|8.427551282000001|5678.380299|223.6695238|-562.2202871000001|26.06641209|0.021552174|-199.2474147|1329.387016|13.93534415|0.0|1.0|1.0|1.0|2.97|2.64|1.96|1.0|0.0|5.0|30.0|4.0|0.0|1.0|3.26|5.69e-05|0.0225|0.0|0.0|4.36e-09|1.72e-06|4.6733|4.66|4.1793|-1276.066049|-1276.030896|672.43|1138.73|265.31|0.32779|-1275.806761|0.3064|0.035153|-1275.865034|4.7964|0.11|6.9586
12bh_a36|1|0.0|0|7.412764017000001|2|1.297043258|0.0|-0.052761366|-0.047482048|2|0.044197531|0.003676818|0.075747971|1|0.0016901289999999|-0.101854847|1|0.902377067|0.78699829|-0.211972014|-0.0591586759999999|0.833398429|0|0.833491953|-0.09959401|0.017627098|-47.04367494|-66.28126709|11.73109101|83.08294358|110.81353529999998|-44.11115058|-31.30825225|76.46867897|-23.6718811|0.482052584|2773.193279|554.7010591|2437.805332|-15.75398235|0.216705778|7.545637217999999|5957.443236|144.22085800000002|-882.2230117|30.2209316|0.015307571|-377.0728785|1692.3721690000002|10.18741188|1.0|0.0|1.0|0.0|4.95|0.0|2.45|1.0|0.0|5.0|31.0|4.0|0.0|1.0|2.42|2.8600000000000004e-05|0.0117|0.0|0.0|4.55e-08|1.86e-05|3.8811|3.79|3.6255|-1311.589612|-1311.558898|715.94|1208.61|319.46|0.69377|-1311.293683|11.0|0.03071385|-1311.356102|7.7975|14.0|7.8539
