molecula|NaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|AATSC1are|MATS8i|n5aHRing|AATSC7i|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w MLOGP|Leadlikeness|Veber filter|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12d_a30|0|0.0|0|7.412764017000001|2|0.604984421|0.0|0.041181359|-0.033312179|2|0.042804233|0.005613018|0.036688757|1|-0.162129948|-0.053644471|1|0.8414737059999999|0.8017873000000001|-0.0430927579999999|-0.130412856|0.8532172109999999|0|0.843009925|-0.094239701|0.015567102|-47.69710881|-60.88281322|10.05700314|85.1932288|101.4221952|-39.33285959|-30.81433963|69.55534551|-23.41646662|0.4572733479999999|2784.836855|544.6198897999999|2323.480646|-15.12802292|0.185610786|7.557073995|6120.329513000001|119.91237920000002|-786.6571918999999|28.75340957|0.013424098|-406.2173266|1495.177298|8.672532296|1.0|1.0|1.0|0.0|4.75|0.0|3.04|2.0|0.0|5.0|30.0|4.0|0.0|0.0|2.91|2.21e-06|0.0009119999999999|0.0|0.0|9.75e-08|4.02e-05|3.4821|4.14|3.4821|-1615.095823|-1615.063947|695.57|1176.22|356.06|0.68608|-1614.831682|149.0|0.03187624|-1614.894406|4.8843|11.0|7.9508
12d_a31|1|0.0|0|7.765993078999999|1|0.61013528|0.0|0.039097757|-0.043220149|0|0.0359583329999999|-0.002456634|-0.085780934|2|-0.067477864|-0.134504227|0|0.8066174070000001|0.8343242820000001|-0.00658148|-0.057226679|0.873955169|0|0.7054497479999999|-0.11498416|0.0296918329999999|-66.58534562|-81.56033123|21.06095035|157.30671669999998|208.9297871|-57.85220856|-47.23018217|99.79879739|-23.08311261|0.389382761|2653.867767|500.3881827|2434.226776|-16.37326657|0.361635149|9.445278138|5753.290126|256.5143096|-867.7831284|36.15974873|0.02571268|-196.2893506|1916.466682|18.23846616|1.0|1.0|1.0|1.0|3.76|3.9|1.31|2.0|0.0|9.0|29.0|5.0|0.0|0.0|3.76|2.48e-06|0.0010199999999999|0.0|0.0|2.3500000000000002e-08|9.69e-06|3.8477|5.0|3.8477|-1657.471849|-1657.428467|730.86|1201.63|322.23|0.7006600000000001|-1657.1792779999998|0.2566|0.04338158|-1657.245177|3.3585|0.51|6.2924
8b_a32|1|0.0|0|7.765993078999999|0|0.609420757|0.0|0.113639567|-0.057200812|0|0.03995614|-0.003484915|-0.024375676|3|-0.014634534|-0.0852122769999999|0|0.788133615|0.845443342|0.060636167|-0.1152380009999999|0.8966299409999999|1|0.788218098|-0.108971309|0.016711528|-53.36442734|-68.4085006|10.49093175|102.4297669|132.9495116|-42.94454179|-33.50038167|81.73293254|-19.33283713|0.458155153|2573.703546|494.8166492|2275.886421|-12.13650094|0.330850796|8.10555784|5619.400983|207.6969342|-558.2790432999999|28.89166873|0.021225152|-212.3722924|1329.016762|13.32443194|1.0|1.0|1.0|1.0|3.46|3.04|1.1|1.0|1.0|7.0|27.0|4.0|1.0|0.0|3.61|1.47e-06|0.000583|0.0|0.0|2.23e-08|8.86e-06|3.5442|4.22|3.5442|-1880.77142|-1880.735397|671.54|1114.24|349.82|0.70285|-1880.539698|0.2943|0.03602276|-1880.602014|1.2797|12.0|7.9208
12a_a5|1|0.0|0|7.139660336|1|1.338814635|0.0|-0.256282289|0.043132749|2|0.023108466|0.00873078|-0.114419442|1|-0.006024869|-0.057691345|2|0.762866363|0.779533861|0.1121034509999999|-0.063558439|0.829536345|0|0.894590896|-0.067680123|0.0081891369999999|-36.01436435|-41.59124655|5.032443973|13.74268646|64.77671525|-25.55893402|-22.13179066|50.40529807|-15.99663329|0.457755771|2524.410428|549.7500455|899.5599904|-9.830359239|0.253214907|8.741980056000001|5294.775577|155.6073368|-511.1786804|21.42066499|0.014342828|-303.31208710000004|1113.8745800000002|8.814051518|0.0|1.0|1.0|1.0|3.06|2.96|2.17|1.0|0.0|5.0|29.0|4.0|0.0|1.0|3.58|5.37e-05|0.0205|0.0|0.0|1.4800000000000003e-09|5.660000000000001e-07|4.6865|2.91|4.1610000000000005|-1202.02622|-1201.990542|667.31|1140.24|264.55|0.50831|-1201.750315|0.0296|0.03567816|-1201.8082029999998|3.9457|19.0|7.7212
4g_a49|0|0.0|2|8.228176896|2|1.343847279|4.107873566|-0.087219006|-0.008414823|4|0.036761229|0.007953069|0.003456679|2|-0.146265064|-0.038698906|4|0.651833607|0.7559263270000001|-0.027032199|0.144740607|0.81242269|2|0.8601878270000001|-0.0666753309999999|0.018944337|-61.24875669|-66.44036383|18.87757641|151.0705543|139.3194688|-66.20622488|-61.03291321|90.11923831|-24.91513644|0.48934952|4706.348867000001|857.1564845|4747.967275999999|-24.82733433|0.372642776|9.28937554|11516.07629|371.3295653|-1986.186746|39.71443299|0.023762615|-253.8168226|3177.154639|23.67887448|0.0|0.0|1.0|0.0|4.83|4.36|2.87|2.0|0.0|7.0|51.0|7.0|1.0|0.0|5.23|3.3700000000000004e-08|2.24e-05|0.0|1.0|2.13e-14|1.4199999999999998e-11|4.3116|6.35|3.6269|-2147.721319|-2147.66293|985.89|1766.47|287.56|0.33449|-2147.217543|0.0265|0.05838924|-2147.295787|4.5147|106.0|6.9747
18_a10|0|0.0|1|7.78113851|2|1.243178376|2.142254323|-0.182332901|0.0307177839999999|2|0.035770975|0.009941402|-0.052165302|1|-0.144233311|-0.091730492|2|0.7155022459999999|0.785539083|0.048377088|-0.0507442929999999|0.832812971|1|0.885552955|-0.076052353|0.019095409|-36.52271591|-48.27152552|12.12013168|40.99617452|72.64119073|-30.63863373|-23.18149476|61.38857307|-15.79795381|0.4670293179999999|2788.499133|562.0732377|2137.914113|-10.02718922|0.358384456|7.204851347999999|6213.631543|227.471785|-551.4954071000001|24.62214943|0.020666062|-179.7708584|1354.218219|13.11704755|0.0|1.0|1.0|1.0|4.07|3.41|2.14|1.0|0.0|5.0|31.0|5.0|0.0|1.0|3.67|3.34e-05|0.0138|0.0|0.0|1.32e-08|5.44e-06|5.7687|2.65|3.7977|-1336.433782|-1336.404041|687.19|1181.5|214.93|0.37729|-1336.126835|0.1637|0.02974086|-1336.185978|5.9029|0.13|6.8861
4R4k_a46|0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.088084767|1|0.0510113959999999|0.006550513|-0.1149361969999999|1|-0.158788415|0.008544799|1|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0|0.890625164|-0.085931818|0.007883196|-47.73036108|-45.72566346|4.194771739|173.3171354|58.20005971|-24.33134018|-25.39807111|49.58292992|-16.19450581|0.465590034|2105.035168|473.9155694|1767.850427|-8.617349646000001|0.133318901|5.522208638|4711.736397|70.94107067|-413.632783|18.68565706|0.007248925|-390.2334878|896.9115391|3.857266463|1.0|0.0|1.0|1.0|3.8|3.12|2.84|1.0|0.0|2.0|25.0|3.0|0.0|1.0|3.81|1.5e-05|5.0|0.0|0.0|2.48e-07|8.28e-05|5.2965|4.52|4.1392|-1053.439174|-1053.413412|565.94|994.13|234.09|0.54119|-1053.202129|0.1008|0.0257622|-1053.254911|1.9753|97.0|7.0132
9o_a24|1|0.0|0|6.605297921|1|1.294229152|0.0|-0.064667223|-0.044044637|3|0.028472222|0.0012214139999999|-0.097596429|1|-0.145366976|0.00177843|2|0.738419215|0.785672769|-0.0062180169999999|-0.000453155|0.846075714|0|0.770273808|-0.08834189|0.018492771|-51.29122728|-51.14964436|10.7072496|32.50178358|133.0106596|-29.61546471|-29.69744072|66.24061038|-19.05574986|0.4861134689999999|2892.333138|445.9858336|1906.512273|-11.03321234|0.331953623|6.080741586|6697.297449000001|192.1999837|-562.6938294|28.52459128|0.026064002|-194.5965258|1454.754155|15.09096602|1.0|1.0|1.0|1.0|3.96|2.84|1.23|1.0|0.0|6.0|32.0|5.0|0.0|0.0|3.01|3.2500000000000004e-05|0.0137|0.0|0.0|1.24e-08|5.23e-06|5.8802|4.41|4.2643|-1388.147972|-1388.094657|611.03|1126.94|210.85|0.41688|-1387.887227|0.0288|0.0533144|-1387.945865|5.9089|446.0|6.3507
14e_a23|0|-4.45581912|2|7.423568444|0|1.197957573|3.052208981|0.059967018|-0.272389934|2|0.044241453|0.001027627|0.021081733|2|0.072830644|-0.07256543|2|0.560094237|0.791790895|0.133270225|-0.014216155|0.8510270329999999|1|0.925392058|-0.089453046|0.018022127|-51.07141556|-62.2612068|12.5437807|48.244071000000005|51.92870134|-43.33511299|-35.54678231|74.75779594|-27.39493099|0.49543439|3255.313968|644.0923882999999|2428.874279|-19.06744972|0.203474128|8.020794334|7663.17288|141.6222839|-953.3724859|34.39302091|0.017954325|-412.7765217|1719.6510460000002|12.49658915|0.0|1.0|1.0|1.0|3.54|3.62|3.82|2.0|0.0|6.0|34.0|7.0|1.0|0.0|4.5|4.1200000000000004e-07|0.000198|0.0|0.0|5.94e-09|2.85e-06|3.7033|4.2|3.7033|-1966.96594|-1966.943431|706.39|1209.58|334.8|0.63922|-1966.720803|0.3178|0.02250947|-1966.785007|5.5469|3.0|8.5214
13k_a6|1|0.0|0|7.412764017000001|1|1.42421381|0.0|0.031525207|-0.132667824|1|0.04162037|-0.009326562|0.0809333929999999|1|0.08217847|-0.045794891|1|0.8694295409999999|0.7908110340000001|0.1373649019999999|-0.123105035|0.84018367|0|0.641032542|-0.127178105|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|183.1261118|249.215618|-61.29890279999999|-57.53822059|100.7779947|-31.53366823|0.426031882|2966.890288|445.0412356000001|3332.974951|-21.89246528|0.202868306|8.370126134|6492.211639|140.8427117|-1225.9780560000002|39.55891914|0.017981419|-412.5714301|2215.299472|12.48372364|1.0|1.0|1.0|1.0|3.68|2.8|1.39|1.0|0.0|7.0|33.0|5.0|0.0|0.0|3.18|3.26e-06|0.00144|0.0|0.0|1.29e-09|5.7e-07|5112.0|5.41|3.5476|-1465.862962|-1465.83213|731.25|1246.69|242.53|0.4547|-1465.557346|0.0137|0.0308324|-1465.621288|10.5079|46.0|7.3372
4e_a46|0|0.092094405|1|7.825245291|1|0.300205548|2.12386814|0.1369980459999999|-0.370202917|2|0.041636905|-0.001404912|-0.058626723|1|-0.135489528|-0.030065705|2|0.738134189|0.77019676|0.075271624|-0.076733489|0.8146060740000001|0|0.753715041|-0.084780904|0.010671173|-63.39469142|-64.33855433|8.098142567|105.0139519|186.9007941|-48.825259|-48.10898007|73.87174786|-23.48867857|0.4753010039999999|3411.457836|571.9794684|3129.575458|-17.82509456|0.204892146|7.906917146|7615.063066|155.48860530000002|-1122.980957|29.54149986|0.0125621839999999|-447.9030518999999|1861.114491|9.533193534|1.0|0.0|1.0|1.0|4.5|2.68|2.06|2.0|0.0|5.0|35.0|6.0|1.0|0.0|3.5|8.29e-07|0.000405|0.0|0.0|1.56e-09|7.64e-07|4.2446|8.03|4.1773|-1884.613031|-1884.564974|757.1|1343.97|292.1|0.5745600000000001|-1884.255802|0.3109|0.04805633|-1884.324182|3.2466|154.0|6.8125
12p_a30|0|0.0|0|7.412764017000001|2|0.604984421|0.0|0.038440292|-0.031328052|2|0.040899471|0.005613018|0.000321545|1|-0.109773594|-0.053644471|1|0.8414737059999999|0.7867133140000001|-0.051402518|-0.2210072669999999|0.8371763179999999|0|0.843381594|-0.094870978|0.015107947|-47.54197452|-60.65858419|9.659715461|75.21136863|100.1386407|-38.78387161|-30.39737673|68.98315679|-23.33022469|0.469983155|2783.628159|539.2411292|2326.5244390000003|-14.91687369|0.180044528|7.392482526|6166.812731|115.116829|-775.6774321|28.4530386|0.0130197619999999|-409.146112|1479.558007|8.3245726|1.0|1.0|1.0|0.0|4.76|0.0|3.04|2.0|0.0|5.0|30.0|4.0|0.0|0.0|2.91|2.21e-06|0.0009119999999999|0.0|0.0|9.75e-08|4.02e-05|5.1922|4.14|3.4955|-1615.094336|-1615.0623480000002|685.08|1167.16|238.79|0.33929|-1614.830085|0.1527|0.03198743|-1614.890598|4.6103|17.0|7.7721
6b_a40|0|0.0|1|8.421342866|2|0.604892326|1.710647518|0.135693438|-0.069975812|0|0.039863946|-0.003851208|0.0986825569999999|2|-0.248560671|-0.018582337|0|0.691778838|0.842573207|0.003163118|-0.307881994|0.90571269|1|0.753431574|-0.118488624|0.014588568|-72.13527644|-79.36130196|9.771129787|176.8246355|165.1465831|-53.15460718|-48.31476032|87.29061302|-33.22101012|0.442509019|3214.047452|504.6333458|4049.386572|-22.2507658|0.1218592019999999|6.976123351|8482.600495|81.61884754|-956.7829293|37.83107469|0.011838681|-506.5422338|1626.736212|7.929311055|1.0|1.0|0.0|1.0|4.02|3.36|2.61|2.0|1.0|5.0|31.0|5.0|1.0|0.0|4.21|3.86e-09|1.98e-06|1.0|1.0|6.21e-06|0.00318|3.1026|8.98|3.1026|-3290.775349|-3290.745084|687.2|1183.07|399.62|0.69429|-3290.583786|0.4962|0.03026498|-3290.648012|11.3203|0.03|7.5229
13_a10|0|0.0|1|7.535296702|1|1.343837907|2.091672336|-0.059862024|-0.055497169|2|0.038726287|0.00384732|-0.002128014|1|-0.154121136|-0.017015286|2|0.761923976|0.78472614|0.00746881|-0.002671425|0.84680169|1|0.818027691|-0.082327045|0.0122005|-47.88975806|-41.62089688|6.168030793|174.7319717|91.99711608|-21.04167667|-24.21093442|51.21590298|-15.22715739|0.449563457|2261.82488|413.5584641|1630.880014|-7.698174391|0.285505651|5.069505473|4941.066161|144.338975|-315.62515|21.31179541|0.018979132|-216.8776303|873.7836118999999|9.595006108|1.0|0.0|1.0|1.0|3.02|2.58|1.88|0.0|0.0|2.0|25.0|4.0|0.0|1.0|2.91|0.000176|0.0576|0.0|0.0|2.49e-07|8.170000000000001e-05|5.8308|2.48|3.8419|-1065.874094|-1065.839441|550.83|926.41|212.63|0.34881|-1065.68351|0.1514|0.0346535|-1065.732389|5.3726|0.16|6.7959
12ak_a36|1|0.0|0|7.412764017000001|2|1.270373882|0.0|-0.052930979|-0.0407717229999999|2|0.041728395|0.0042553209999999|-0.116440196|1|0.198260132|-0.099596099|1|0.901715152|0.815627016|0.051506104|-0.0265703679999999|0.860939187|0|0.848705143|-0.091761476|0.019931266|-49.87483724|-66.15829243|14.3700664|113.186508|109.0807368|-47.69888026|-35.95881638|79.17567486|-23.5478668|0.423822657|2830.816014|611.9003905000001|2735.7986920000003|-16.97756755|0.262560805|7.98672125|6240.396899|189.3013851|-1001.676485|31.93194362|0.018055095|-342.3783571000001|1883.984673|13.01738243|1.0|1.0|1.0|1.0|5.05|0.0|2.66|2.0|0.0|6.0|32.0|4.0|0.0|1.0|2.66|1.13e-05|0.0047799999999999|0.0|0.0|4.2e-08|1.7800000000000002e-05|3.8734|4.21|3.6895|-1350.900117|-1350.865407|730.3|1247.89|320.09|0.69463|-1350.57563|0.0001|0.03471045|-1350.637958|8.5394|46.0|7.3372
15_a10|0|0.0|1|7.535296702|1|1.277647202|2.124460476|-0.166303336|0.035396617|2|0.0353864729999999|0.009882584|-0.055918786|1|-0.1157120169999999|-0.085979341|2|0.682616223|0.808676284|-0.079744227|-0.105662909|0.863438637|1|0.915526801|-0.074144604|0.018614889|-35.30133759|-44.18725043|11.09373722|33.67392858|50.34268476|-26.33385303|-21.03820054|56.66229609|-15.04246823|0.434181679|2549.580207|545.6177511|2288.954984|-8.964715924|0.353587352|6.35937164|5769.347123|210.7240726|-421.3416484|23.27068984|0.020932674|-174.5122907|1093.722422|12.47504566|1.0|1.0|1.0|1.0|3.29|3.31|2.53|2.0|0.0|5.0|28.0|4.0|0.0|1.0|3.83|3.32e-05|13.0|0.0|0.0|5.01e-09|1.96e-06|5.7922|3.12|3.7997|-1604.08794|-1604.057542|641.98|1086.19|214.05|0.41458|-1603.851644|0.1647|0.03039798|-1603.907391|6.1563|33.0|7.4815
12k_a36|1|0.0|0|7.412764017000001|2|1.297043952|0.0|-0.076124222|-0.063399056|2|0.039061728|0.002782748|0.003690005|1|0.163804836|-0.095253274|1|0.90500247|0.811903388|-0.09344781|-0.102077284|0.8647233590000001|0|0.8427704640000001|-0.101946803|0.018067063|-49.87227128|-67.14870046|11.90012613|46.79001927|103.5614526|-44.22843899|-32.84907515|78.24529096|-24.86988906|0.478908312|2792.202559|555.1026569|2294.707886|-16.38090333|0.219318299|7.241602627000001|6027.033337|144.457092|-884.5687799000001|31.85663123|0.016847116|-369.7499256|1720.258086|11.0965905|1.0|0.0|1.0|0.0|4.89|0.0|2.38|1.0|0.0|6.0|31.0|4.0|0.0|1.0|2.37|2.6e-05|0.0106|0.0|0.0|9.66e-08|3.94e-05|5053.0|3.83|3.6631|-1310.3453949999998|-1310.312649|697.92|1186.08|245.37|0.5249199999999999|-1310.072976|0.0908|0.03274587|-1310.134752|7.3988|14.0|7.8539
5_a15|0|0.0|0|0.0|0|1.419941043|0.0|-0.222657379|-0.044921287|2|0.035982906|0.000420839|-0.0156037999999999|0|0.1093187759999999|-0.187421793|2|0.8384601770000001|0.704479781|0.092692253|0.020920163|0.74438723|0|0.8740541479999999|-0.0989946469999999|0.032616864|-45.57134103|-73.61131563|24.25353664|119.95308020000002|93.65193084|-54.73655332|-33.88634094|100.6631306|-20.30656983|0.486150431|2940.77098|649.9369163|2179.757502|-15.09973885|0.491010028|7.795174584|6656.720346|365.1095806|-875.7848531999999|39.89581513|0.036380071|-13.36968593|2313.9572780000003|27.05181494|1.0|1.0|1.0|1.0|3.79|3.68|2.0|3.0|0.0|8.0|33.0|6.0|1.0|0.0|4.29|6.86e-07|0.000304|0.0|0.0|2.25e-10|9.970000000000001e-08|4.3299|4.36|3.6257|-1470.816175|-1470.779775|737.16|1272.84|286.35|0.62664|-1470.487858|0.0199|0.03640044|-1470.55517|6.35|13.0|7.8861
IN1166_a11|1|0.0|0|6.842683282|0|1.429020445|0.0|-0.089778965|-0.008507023|2|0.044021739|-0.003356527|0.0266218529999999|1|0.032420935|-0.126749697|2|0.841211811|0.765593573|0.102257199|-0.067328767|0.827254552|1|0.863273559|-0.0896538619999999|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|112.0066065|94.40543077|-42.74230509|-35.26269962|76.76995134|-21.84820685|0.463497159|2865.055175|596.0640225999999|2953.475057|-15.08551944|0.305697179|6.777827685|6310.825439|211.0745642|-769.3614916|31.46783535|0.021531291|-268.3203251|1604.859603|14.86669859|1.0|1.0|1.0|1.0|3.51|2.79|0.92|1.0|0.0|5.0|32.0|5.0|0.0|0.0|3.31|7.74e-06|0.00323|0.0|0.0|6.59e-11|2.75e-08|4.9857|3.36|3.2827|-1347.298558|-1347.256659|704.48|1198.36|248.68|0.4358399999999999|-1347.012407|0.1239|0.04189898|-1347.073528|4.3481|12.0|7.9318
9a_a40|0|0.0|1|7.515889085|0|0.604993021|1.865740741|-0.028285975|-0.020455825|0|0.0397333329999999|0.01310675|0.157704751|2|0.291102625|0.009844552|0|0.624889926|0.690568477|-0.394662853|-0.2990540869999999|0.749764251|1|0.937600185|-0.072887601|0.011033601|-29.02567082|-35.24260989|5.334966331|109.9916614|30.17155594|-17.0405052|-14.03449109|39.45618424|-15.54821024|0.493941591|1971.148912|453.3484005|336.39741360000005|-7.51786994|0.131523409|6.749223592000001|3991.317015|63.59419322|-255.607578|17.90285474|0.008714375|-356.33157|608.6970611|4.213574358|1.0|1.0|0.0|1.0|3.26|3.28|3.57|1.0|0.0|2.0|21.0|2.0|0.0|1.0|4.08|3.24e-06|0.000944|0.0|0.0|4.02e-07|0.000117|4.7066|4.07|3.3192|-1217.955997|-1217.9449|515.96|847.69|263.42|0.47831|-1217.825264|0.3483|0.01109672|-1217.873686|5.09|214.0|6.6696
23_a10|0|0.0|1|7.535296702|1|1.34383709|2.140123457|-0.12979844|0.012558932|2|0.036666667|0.010305237|-0.000458688|1|-0.0502296329999999|-0.130679|2|0.7338945809999999|0.754150918|-0.149057824|-0.043248272|0.800727358|1|0.915208645|-0.072395864|0.009615852|-35.17017083|-51.27837225|6.81095873|72.17779806|60.05816353|-36.32074126|-24.91121732|60.76548004|-19.02262196|0.485561757|3103.831885|648.2471057|1945.384475|-13.47382337|0.238800348|8.755988318|7034.375112000001|169.14354509999998|-835.377049|24.9903188|0.013394095|-370.018179|1549.399766|9.487107794|1.0|1.0|1.0|1.0|3.8|4.13|2.99|2.0|0.0|6.0|35.0|5.0|0.0|0.0|4.5|4.19e-06|0.00193|0.0|0.0|1.44e-10|6.66e-08|3.8034|3.9|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|0.67647|-1469.838069|0.2089|0.02986448|-1469.902562|4.8954|0.75|6.1249
16_a4|0|0.0|1|7.535296702|1|1.398650725|1.843196334|-0.219944434|-0.095499301|1|0.04501634|0.0067511459999999|-0.148022089|1|0.020218035|-0.018051608|1|0.490768328|0.774455255|-0.0894138519999999|0.0293772029999999|0.8366279120000001|0|0.7898461090000001|-0.080093659|0.013727656|-36.11951685|-39.44800181|6.761192037000001|13.51923899|103.5057102|-19.42906425|-17.789707500000002|45.11883447|-16.43666742|0.455802506|2101.6948030000003|389.0176968|1522.164774|-8.095443438|0.167538305|5.548106463|4520.2597670000005|82.51653675|-291.4359638|19.74465314|0.0115138339999999|-327.4903335|710.807513|5.67083266|1.0|0.0|1.0|0.0|3.26|3.08|3.44|1.0|0.0|2.0|23.0|4.0|0.0|1.0|3.91|0.0001199999999999|0.0371|0.0|0.0|4.33e-07|0.000134|4511.0|4.05|4.2257|-1057.494456|-1057.478071|515.68|856.55|274.85|0.51149|-1057.3808390000002|0.1006|0.01638524|-1057.429593|1.9873|343.0|6.4647
7g_a8|1|0.0|1|7.535296702|1|1.39137419|1.336155045|-0.092384028|-0.067360394|0|0.0448526079999999|-0.00087806|-0.027838247|1|-0.065174707|0.021974492|0|0.627990269|0.7363841520000001|0.098510683|-0.044866536|0.79995525|0|0.699376143|-0.1122315669999999|0.031841955|-64.55562181|-67.26263865|19.08352484|144.290464|180.1699331|-40.31185423|-38.68948451|78.41805331|-27.51653399|0.470618047|2802.2242920000003|419.1502102|2079.55195|-16.4912131|0.193261535|7.588498875|6293.364606|115.825531|-725.6133762000001|34.10836993|0.018613449|-367.6690814|1500.768277|11.15541466|1.0|1.0|1.0|0.0|3.29|3.32|3.4|2.0|0.0|3.0|30.0|5.0|0.0|0.0|4.14|1.67e-06|0.000667|0.0|0.0|1.23e-08|4.92e-06|3.7874|6.26|3.7874|-1374.493069|-1374.4533210000002|620.67|1053.9|327.36|0.62073|-1374.291597|0.5165|0.03974865|-1374.3479960000002|12.9547|21.03|4.6772
31_a47|0|0.0|1|6.842683282|0|1.304326813|1.441825189|-0.075563891|-0.171198936|2|0.042906977|-0.007525849|0.074881792|1|-0.188419195|-0.035190699|2|0.677766155|0.856640117|-0.1978980839999999|0.001622323|0.917597019|1|0.696020038|-0.1056956209999999|0.021401336|-66.4670426|-65.56344002|13.27533898|355.5321928|188.5600536|-40.66927863|-41.22978713|80.58054906|-23.31144534|0.4741051329999999|2689.159869|431.7441681|1322.82831|-14.46018796|0.29335997|8.214180216|6019.5391740000005|181.972428|-650.7084581|32.98913783|0.024209265|-256.3593656|1484.511202|15.01710904|1.0|1.0|1.0|1.0|3.18|2.38|2.0|1.0|0.0|5.0|29.0|5.0|0.0|0.0|2.94|2.56e-05|0.0105|0.0|0.0|2.42e-08|9.95e-06|3.9744|4.2|3.6369|-1735.435432|-1735.400941|642.11|1079.4|311.96|0.68276|-1735.225703|83.0|0.03449081|-1735.284957|8.6244|16.0|7.8
1h_a5|1|0.0|0|6.605297921|0|1.427564094|0.0|-0.259241577|-0.009075016|2|0.026339869|0.008031558|-0.1197834419999999|1|-0.043247682|0.034752304|2|0.71274658|0.780175595|0.070628165|-0.082079343|0.8436458929999999|0|0.8806402259999999|-0.069496749|0.008798715|-35.25675213|-36.2462047|4.588992214|160.0744187|62.25239147|-18.90429957|-18.38824808|44.51475742|-14.49848188|0.489507204|2107.271793|459.3001331|819.6979313999999|-7.561719827|0.2549450239999999|6.711386288|4334.547353|132.96722079999998|-302.4687931|19.45961351|0.01585373|-255.618083|778.3845404|8.268552715|1.0|0.0|1.0|1.0|2.8|2.07|2.13|0.0|0.0|3.0|24.0|3.0|0.0|1.0|3.43|5.5700000000000005e-05|0.0174|0.0|0.0|3.87e-09|1.21e-06|4652.0|3.17|4.3651|-990.6346565|-990.6032645|556.57|934.7|266.52|0.4112699999999999|-990.472129|0.1754|0.031392033|-990.523098|3.3752|28.0|7.5528
9n_a24|1|0.0|0|6.605297921|0|1.388847168|0.0|-0.2452954769999999|0.001099755|2|0.024179894|0.008307337|-0.036651001|1|-0.22754075|-0.12451554|2|0.786587307|0.7584388259999999|0.048359202|-0.058520736|0.804201677|0|0.904556598|-0.0777274979999999|0.017608478|-35.21502941|-52.53031811|11.90027964|48.691073|64.50319929|-35.50139138|-23.79925701|67.36550766|-18.18357165|0.4331595789999999|2542.730334|611.3234977000001|1361.307012|-12.28894317|0.347873491|8.232847909|5356.5828|235.1021924|-639.0250449|27.88350328|0.021951174|-205.6223122|1449.942171|14.83518955|1.0|1.0|1.0|1.0|3.17|2.6|1.42|1.0|0.0|7.0|29.0|5.0|0.0|1.0|3.13|7.2e-05|0.0278|0.0|0.0|2.31e-09|8.909999999999999e-07|4.9139|2.59|4.1028|-1239.1274939999998|-1239.095611|686.19|1155.03|252.31|0.44042|-1238.856882|0.0334|0.03188309|-1238.917278|4.8123|19.0|7.7212
6_a4|0|0.0|1|7.535296702|1|1.271761557|2.170234316|-0.19701009|0.010164572|2|0.035283951|0.011457667|0.0032928379999999|1|0.0671397079999999|-0.046166422|2|0.664591856|0.76089528|-0.169533683|-0.340860215|0.810030118|1|0.945545838|-0.0670158929999999|0.0077624059999999|-29.18838891|-37.33240845|4.324187697|14.1731579|30.33467048|-20.7966895|-16.25991695|42.27020924|-13.71394596|0.423084148|2342.371538|526.7333132|1968.0178670000005|-7.639600225|0.1855291969999999|5.758624844|5256.215815|103.3523757|-374.340411|16.83786074|0.008863911|-350.36323230000005|825.0551765|4.937800786|0.0|1.0|1.0|1.0|3.38|3.45|3.09|2.0|0.0|3.0|27.0|3.0|0.0|1.0|4.23|1.24e-05|0.0043799999999999|0.0|0.0|1.04e-08|3.67e-06|4.8714|4.11|4.0354|-1108.585859|-1108.563418|613.83|1057.7|254.51|0.60542|-1108.338577|0.0772|0.02244097|-1108.392115|3.2192|1.3|5.8861
