molecula|SddssS|MOMI-Z|Veber filter|BIC2|Log S (Ali)|heavy_atom_count|HOMO-LUMO Energy Difference (Hartree)|nARing|Highest Occupied Molecular Orbital Energy|Mor01p|CYP2C9 inhibitor|MATS7i|ATSC1c|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest_Unoccupied_Molecular_Orbital_Energy|WNSA3|PNSA4|BCUTi-1l|pIC50
12b_a50|0.0|1446.231761|0.0|0.804535572|-3.16|24.0|-0.16451|1|-0.19425|388.171611|0.0|-0.08032584|-0.125985651|0.00101|-0.02974|-11.52561607|-11.93905701|10.94501743|5.3242
13f_a6|0.0|3253.287533|0.0|0.77199166|-5.11|32.0|-0.12805|0|-0.2059099999999999|676.2770877|1.0|0.04505613|-0.381170169|2.75e-08|-0.07786|-33.08535238|-22.02995852|10.95053349|7.3768
12aa_a30|0.0|2455.130164|0.0|0.809127478|-5.61|33.0|-0.1472099999999999|2|-0.19687|792.3440337000001|1.0|-0.014017531|-0.539735362|6.720000000000001e-05|-0.04966|-38.06478415|-23.59814969|10.31162784|8.1135
12aa_a36|0.0|2418.848273|0.0|0.833911317|-3.52|32.0|-0.15718|2|-0.20829|689.2886595|0.0|0.03597264|-0.672129428|0.000305|-0.05111|-49.88002793|-28.21625599|10.95446449|8.0458
22_a10|0.0|2668.5420940000004|0.0|0.747363443|-5.34|36.0|-0.16095|1|-0.2180699999999999|916.8601445|1.0|-0.026750502|-0.332316729|2.03e-07|-0.05712|-32.68604442|-17.4251029|10.92966136|5.9586
33_a20|0.0|2274.654579|0.0|0.74131936|-5.6|31.0|-0.15959|0|-0.21788|664.4562602999999|1.0|0.148855442|-0.078557022|8.199999999999999e-08|-0.0582899999999999|-25.26187502|-17.37608867|10.93244905|7.4685
12u_a36|0.0|2455.7556010000003|0.0|0.8101678720000001|-4.95|32.0|-0.15109|2|-0.20409|799.5563855|1.0|0.033763276|-0.407105926|1.7800000000000002e-05|-53.0|-35.17050511|-24.02645378|10.95266014|7.7959
14p_a23|0.0|2170.5738260000003|0.0|0.799506006|-5.68|32.0|-0.14774|0|-0.2382|646.2584547|1.0|0.041987653|-0.310730878|1.4800000000000002e-05|-0.09046|-28.69113861|-22.70933393|10.31321773|8.5302
47t_a18|0.0|1326.524873|0.0|0.750103977|-5.58|33.0|-0.12692|1|-0.19514|747.6927426|0.0|0.018018036|-0.756664598|1.36e-05|-0.06822|-53.39751484|-27.16032544|10.94702032|6.1068
22_a20|0.0|2396.806062|0.0|0.7478675859999999|-5.6|31.0|-0.16176|0|-0.21856|664.4562602999999|1.0|0.09301076|-0.079707783|8.199999999999999e-08|-0.0568|-25.39523478|-17.65860151|10.93106272|6.6364
16g_a32|0.0|3497.469035|1.0|0.83902731|-7.51|30.0|-0.14968|0|-0.19968|701.9321161|1.0|-0.049658216|-0.771439265|3.04e-06|-0.05|-42.58335004|-24.94161377|10.31100263|7.9586
21c _a23|0.0|2628.628799|1.0|0.782543953|-5.63|34.0|-0.15089|0|-0.22981|762.0576580000001|1.0|0.0645437059999999|-0.576752175|2.2e-05|-0.07892|-42.26586935|-28.58195193|10.3132171|7.1752
9_a1|0.0|1739.0376789999998|0.0|0.737794643|-4.68|27.0|-0.13413|0|-0.21015|472.9447227|1.0|-0.110185988|-0.282769361|3.7100000000000003e-07|-0.07602|-26.88743664|-18.38986221|10.94877277|5.2218
25_a12|0.0|1907.027255|0.0|0.638255008|-5.28|24.0|-0.14303|0|-0.19655|430.4348528|0.0|-0.089297664|-0.180562493|5.12e-07|-0.05352|-14.85843094|-17.31450713|10.93676625|7.6576
1c_a5|0.0|873.709445|0.0|0.7595197290000001|-4.25|24.0|-0.18719|0|-0.22684|409.0289917|0.0|-0.080321049|-0.085301064|1.21e-06|-0.03965|-17.81716094|-14.3968489|10.9433337|5.4
47f_a18|0.0|2343.062749|1.0|0.750610215|-6.11|40.0|-0.12802|1|-0.1724099999999999|1347.416568|0.0|-0.048472184|-0.477030713|3.27e-07|-0.04439|-46.00060733|-24.61956302|10.94702253|8.0458
2_a47|0.0|1242.745585|0.0|0.671819147|-5.46|24.0|-0.15446|0|-0.20731|392.6099255|0.0|-0.004557357|-0.3581612489999999|4.73e-06|-0.05285|-20.71307621|-18.32875817|10.93671092|6.2
12ah_a36|0.0|2334.380591|0.0|0.835013502|-4.44|30.0|-0.15434|2|-0.2107099999999999|629.5017194000001|0.0|0.078459408|-0.41302559|2.77e-05|-0.05637|-31.66734951|-24.6427998|10.95983779|7.9586
13_a12|0.0|664.9830294|0.0|0.6809340620000001|-4.26|21.0|-0.16458|0|-0.20903|327.9594923|0.0|-0.21832579|-0.272508888|2.01e-05|-0.04445|-13.97756285|-17.15403411|10.96083169|7.0315
12b_a40|0.0|860.5059425000001|0.0|0.7137941109999999|-7.71|24.0|-0.14267|0|-0.22546|370.3261123|1.0|0.1744506639999999|-0.158107422|1.7e-06|-0.08279|-21.10373336|-19.27231874|10.31197236|7.3979
14a_a22|0.0|2169.870866|0.0|0.7392451729999999|-4.65|32.0|-0.15029|0|-0.21174|684.5377542|1.0|0.021482585|-0.280236463|2.56e-07|-0.06145|-28.88288575|-21.35231162|10.9464374|7.4202
12ak_a36|0.0|2735.7986920000003|0.0|0.815627016|-4.95|32.0|-0.15275|2|-0.20204|799.5563855|1.0|0.12041792|-0.407322296|1.7800000000000002e-05|-0.04929|-35.95881638|-23.5478668|10.95268014|7.3372
7_a1|0.0|1466.924404|0.0|0.801577133|-3.16|23.0|-0.16734|2|-0.19167|351.4191817|0.0|-0.048878707|-0.421687222|0.000698|-0.02433|-19.35104936|-14.95535873|10.9513015|6.3372
16c_a32|0.0|3143.196853|1.0|0.8607827790000001|-6.04|27.0|-0.14997|0|-0.20047|513.9156315|1.0|-0.03152033|-0.770338913|4.13e-05|-0.0505|-31.62645048|-22.77882371|10.31100271|8.3468
12q_a36|0.0|2380.245597|0.0|0.828371596|-4.44|30.0|-0.1566|2|-0.2126199999999999|629.5017194000001|0.0|0.068040097|-0.410984299|2.77e-05|-0.05602|-31.79544084|-24.67976947|10.9598352|8.2218
10_a47|0.0|1567.859561|0.0|0.754096463|-5.75|27.0|-0.15445|0|-0.20309|498.0016816|0.0|-0.169242585|-0.384667159|5.110000000000001e-07|-0.0486399999999999|-21.81529334|-18.9212254|10.93671036|7.9
9b_a31|0.0|1711.969694|0.0|0.852813666|-4.76|27.0|-0.15907|1|-0.2013599999999999|524.0230338|1.0|-0.045938305|-0.706953442|5.520000000000001e-05|-0.0422899999999999|-39.08032306|-23.95020956|10.31169871|7.2007
12bb_a36|0.0|2458.790147|0.0|0.836170906|-3.99|31.0|-0.15507|2|-0.21175|593.6088758|0.0|0.096309833|-0.444923056|3.17e-05|-0.0566799999999999|-37.36110291|-24.95418524|10.96022185|8.0
3a_a49|0.0|1793.526571|0.0|0.8145214209999999|-3.06|29.0|-0.15978|1|-0.2171|578.2841135|0.0|-0.044367345|-0.337858497|2.51e-05|-0.05732|-32.39206742|-17.97906469|10.92976559|7.1938
14a_a3|0.0|1186.412113|0.0|0.7574238740000001|-4.45|23.0|-0.1321|0|-0.19946|358.3503513|1.0|-0.143740653|-0.363198151|4.08e-05|-0.06736|-22.1944701|-18.09776067|10.3116301|7.5229
3c_a32|0.0|1393.156794|0.0|0.839409251|-6.18|22.0|-0.14219|0|-0.1970599999999999|370.5811396|1.0|-0.0522536959999999|-0.270034997|4.18e-05|-0.05487|-17.94949454|-14.82682786|10.31100278|8.0458
16e_a32|0.0|3376.1299740000004|1.0|0.86370575|-6.59|28.0|-0.14991|0|-0.2005|573.3529948|1.0|-0.04474426|-0.772021601|1.73e-05|-0.0505899999999999|-35.94239328|-24.05371573|10.31100268|8.1367
A7701_a51|0.0|1108.114062|0.0|0.7451039290000001|-3.95|22.0||0||332.8814548|0.0|0.070581466|-0.0927335619999999|7.5e-06||-15.23632002|-14.03756956|10.93031118|7.6021
12o_a36|0.0|2778.220342|0.0|0.799869816|-3.54|33.0|-0.15695|2|-0.21151|757.7532208|0.0|0.03842353|-0.613501857|5.18e-05|-0.05456|-42.554984000000005|-25.50573629|10.96036596|7.3979
17a_a10|0.0|1855.293376|0.0|0.76281504|-3.68|35.0|-0.16562|2|-0.21203|911.2106544|1.0|-0.082914437|-0.2946568739999999|2.22e-05|-0.04641|-27.70403316|-16.70343549|10.92970797|7.3098
18a_a22|0.0|2213.859172|0.0|0.7329701259999999|-5.59|32.0|-0.1408|0|-0.21148|730.9420477000001|1.0|0.033735832|-0.19538364|1.73e-07|-0.0706799999999999|-23.31437056|-19.86401135|10.31286146|7.8861
8c_a31|0.0|1678.6836239999998|0.0|0.847752299|-4.42|24.0|-0.15985|1|-0.19207|423.1367008|1.0|-0.106461724|-0.574140137|0.0002549999999999|-0.03222|-35.61776956|-21.86561502|10.31169969|6.0915
12as_a36|0.0|2365.632846|0.0|0.817372883|-3.81|32.0|-0.1563|2|-0.21419|716.9974499|0.0|0.096454203|-0.452697599|5.4600000000000006e-05|-0.05789|-37.57216725|-25.48765709|10.95347588|7.2291
19_a31|0.0|1992.2502|0.0|0.8558149140000001|-4.67|25.0|-0.16367|0|-0.20675|460.3754405|1.0|-0.044625452|-0.46087445|1.46e-05|-0.04308|-31.1960848|-21.12293613|10.31169935|5.7447
12y_a36|0.0|2304.463084|0.0|0.820226782|-4.58|31.0|-0.15671|2|-0.20673|698.847203|0.0|0.036174187|-0.410155116|3.94e-05|-0.05002|-34.61187706|-24.53339777|10.94917392|7.9208
12f_a40|0.0|628.5604981|0.0|0.777316288|-6.58|24.0|-0.11765|0|-0.19526|384.1423925|1.0|0.070099257|-0.235838511|1.8100000000000003e-05|-0.07761|-20.45387851|-18.16607804|10.31197207|6.4202
2_a33|0.0|3245.244678|1.0|0.833090592|-6.35|28.0|-0.15012|0|-0.19979|618.9134881|1.0|-0.049900189|-0.476784502|8.78e-06|-0.04967|-30.02592687|-19.46234551|10.31100266|8.2596
28_a20|0.0|2449.815677|0.0|0.755701837|-4.42|32.0|-0.15572|0|-0.21814|684.5377542|1.0|0.091462964|-0.363557127|6.590000000000001e-07|-0.06242|-38.44343857|-23.40616218|10.94963925|6.5935
16_a4|0.0|1522.164774|0.0|0.774455255|-3.92|23.0|-0.17375|1|-0.2134|322.8922084|0.0|0.007101649|-0.089168424|0.000134|-0.03965|-17.789707500000002|-16.43666742|10.94592242|6.4647
12h_a36|0.0|2391.856014|0.0|0.820041835|-3.95|31.0|-0.14247|2|-0.1926|679.7230552999999|0.0|0.059920602|-0.503153567|8.340000000000001e-05|-0.05013|-31.5465515|-23.39942087|10.96020037|7.8539
8_a10|0.0|1899.542278|0.0|0.809386132|-4.52|29.0|-0.15556|1|-0.21789|583.7217118|1.0|-0.000315856|-0.296880569|9.59e-06|-0.0623299999999999|-17.849103399999997|-16.36478554|10.92578782|6.279
4m_a46|0.0|1639.260563|0.0|0.747676221|-4.52|25.0|-0.18308|1|-0.23116|486.9589609|1.0|-0.302054595|-0.0329557579999999|4.31e-05|-0.04808|-18.69640205|-11.81288911|10.94319657|5.8901
8_a27|0.0|989.0070768|0.0|0.8000360390000001|-3.23|23.0|-0.16958|0|-0.21973|326.3351007|0.0|-0.14212377|-0.329319041|0.000158|-0.05015|-17.86879446|-17.09606174|10.93783465|8.2218
12d_a31|0.0|2434.226776|0.0|0.8343242820000001|-5.61|29.0|-0.15968|1|-0.19096|647.1500428999999|1.0|-0.042401695|-0.697102094|9.69e-06|-0.03128|-47.23018217|-23.08311261|10.31169788|6.2924
1_a1 (SKF-104365)|0.0|1551.362941|0.0|0.7926983559999999|-3.8|21.0|-0.16142|1|-0.19624|297.2783688|1.0|-0.091086986|-0.218014497|0.000295|-0.03482|-14.547040099999998|-13.65596178|10.33812228|5.7959
13_a1|0.0|1786.445642|0.0|0.76714213|-4.29|28.0|-0.13921|1|-0.18883|505.2124255|1.0|0.1129747169999999|-0.597786194|4.24e-06|-0.04962|-37.76773325|-23.43842502|10.94989555|6.585
1g_a5|0.0|832.7655896000001|0.0|0.7778380309999999|-4.03|25.0|-0.17042|0|-0.20972|422.96706330000006|1.0|-0.011534568|-0.172437603|2.36e-06|-0.0393|-20.16505667|-14.59051668|10.94875199|6.9393
15b_a50|0.0|1692.3273379999998|0.0|0.8259784720000001|-3.18|27.0|-0.16737|1|-0.20071|510.3677388|1.0|-0.103807905|-0.22696498|0.000687|-0.0333399999999999|-26.98929785|-16.04745006|10.94501702|7.1024
12d_a40|0.0|643.5166227999999|0.0|0.7769829840000001|-6.25|23.0|-0.11604|0|-0.19369|350.9435025|1.0|0.209157499|-0.288158151|5.2e-05|-0.07765|-26.85139526|-20.59374436|10.31197256|7.7212
5d_a40|0.0|511.3769101|0.0|0.8092726020000001|-4.23|20.0|-0.14851|1|-0.2164699999999999|243.4287716|1.0|-0.1031436519999999|-0.1868684619999999|0.0137|-0.06796|-18.15211073|-17.30589257|10.31198333|7.7212
26_a47|0.0|1341.904566|0.0|0.845040087|-4.86|28.0|-0.16642|0|-0.22921|457.1122177|1.0|-0.110530752|-0.544056455|2.37e-05|-0.06279|-33.13315474|-22.50824805|10.94972213|7.9
11a_a31|0.0|1769.346573|0.0|0.8433024170000001|-4.81|23.0|-0.15515|1|-0.20589|302.14325319999995|1.0|-0.087576474|-0.8792402579999999|0.00731|-0.05074|-38.68354874|-28.68314085|10.31170041|6.7212
12e_a36|0.0|2309.239105|0.0|0.7975411790000001|-4.16|30.0|-0.15189|2|-0.20151|662.0530478999999|0.0|0.144415507|-0.404736007|4.270000000000001e-05|-0.04962|-28.51846223|-23.02695694|10.95346131|7.8539
4p_a46|0.0|2219.4587530000003|0.0|0.747019097|-5.8|27.0|-0.16819|1|-0.20749|585.8536976|1.0|-0.164311513|-0.233901882|3.2e-05|-0.0393|-32.07534663|-17.00200781|10.93681929|6.4672
12bd_a36|0.0|2403.371086|0.0|0.78699829|-4.54|31.0|-0.1459|2|-0.19826|729.1873176|0.0|0.025649557|-0.4017244129999999|1.86e-05|-0.05236|-30.9716039|-23.44707102|10.94639828|7.7696
10_a3|0.0|1361.86525|0.0|0.743072638|-4.3|22.0|-0.15011|0|-0.21249|311.6695405|0.0|0.017396832|-0.381954986|9.35e-05|-0.06238|-21.60122201|-16.65993003|10.31162304|5.1
8b_a50|0.0|1401.458274|0.0|0.809463375|-3.44|23.0|-0.1724099999999999|1|-0.20144|339.5806858|0.0|-0.096039086|-0.1812055289999999|0.000347|-0.02903|-16.66636363|-14.54338619|10.945024|7.1675
5a_a40|0.0|508.8362301|0.0|0.756882266|-4.13|19.0|-0.15066|1|-0.21644|244.8873477|1.0|-0.108428634|-0.152120625|0.0241|-0.0657799999999999|-15.30358975|-16.10801287|10.31198338|7.0915
47p_a18|0.0|1367.4309119999998|0.0|0.726294118|-5.67|35.0|-0.13118|1|-0.18746|1011.163774|0.0|0.025217016|-0.3775970529999999|4.38e-07|-0.05628|-37.85569728|-22.80728054|10.94701988|7.1938
13g_a6|0.0|3916.754765|0.0|0.774238891|-5.56|33.0|-0.1327|0|-0.20806|744.1359788|1.0|0.03536788|-0.381325604|1.15e-08|-0.07536|-35.98038956|-22.52633766|10.95053423|6.9245
17d_a50|0.0|2950.99157|0.0|0.748516466|-4.5|32.0|-0.16716|2|-0.19967|829.3813984|1.0|0.006071856|-0.140830095|3.63e-05|-0.03251|-21.24595322|-17.74731987|10.94500663|7.1308
8k_a46|-3.737070812|2328.360804|0.0|0.786206898|-5.74|34.0|-0.16967|1|-0.20954|865.6610153999999|1.0|-0.061030265|-0.397337564|1.03e-06|-0.0398699999999999|-44.4725532|-23.74966689|10.31928125|6.8327
20_a4|0.0|1379.418733|0.0|0.7797803109999999|-3.46|22.0|-0.16699|1|-0.19747|338.71903330000004|1.0|-0.061689675|-0.124135414|0.000806|-0.03048|-14.03867522|-13.14728679|10.9459449|6.1898
35_a18|0.0|1761.858479|0.0|0.737094825|-6.06|36.0|-132.0|2|-0.18079|1056.535856|0.0|-0.069149293|-0.44784362|1.35e-07|-0.04879|-44.44264921|-24.64522632|10.94702087|7.6198
3h_a32|0.0|2911.160989|0.0|0.7926338540000001|-8.23|26.0|-0.1474099999999999|0|-0.20059|593.0848817000001|1.0|0.014517903|-0.269379119|1.29e-06|-0.05318|-28.15732254|-17.27367301|10.31100268|8.1549
14e_a23|0.0|2428.874279|0.0|0.791790895|-6.38|34.0|-153.0|0|-0.2342199999999999|658.8108151|1.0|0.023369734|-0.4787294729999999|2.85e-06|-0.08122|-35.54678231|-27.39493099|10.3132176|8.5214
12bf_a36|0.0|2522.341812|0.0|0.836170906|-3.99|31.0|-0.15677|2|-0.2139|593.6088758|0.0|0.140577067|-0.4497470879999999|3.17e-05|-0.0571299999999999|-37.52534442|-24.14405495|10.96022305|8.2218
6a_a40|0.0|2536.88262|1.0|0.801647855|-7.11|29.0|-0.11995|2|-0.21255|557.4018948|1.0|-0.146542353|-0.68730803|0.0396|-0.0926|-42.542782200000005|-30.69915817|10.30179985|7.3979
4S4k_a46|0.0|1729.18312|0.0|0.7477594870000001|-4.82|25.0|-0.17396|1|-0.1947|519.5743695|0.0|-0.104665424|-0.252970193|8.28e-05|-0.02074|-25.17446332|-16.15576699|10.94631314|6.7055
galu_a46|0.0|1755.2047|0.0|0.81708619|-3.85|28.0||1||542.7276591|1.0|-0.090581301|-0.327651527|2.75e-05||-28.50774993|-18.02733582|10.92740177|7.2924
17a_a25|0.0|2432.071525|0.0|0.748718056|-5.12|33.0|-0.16304|0|-0.21559|781.7487682|1.0|-0.017081614|-0.248224991|4.54e-08|-0.05255|-31.71656603|-21.2306737|10.93106298|7.6021
3d_a12|0.0|1205.356874|0.0|0.7697403429999999|-3.52|24.0|-0.15387|1|-0.22229|410.9162081|1.0|-0.166233441|-0.360215148|9.64e-06|-0.06842|-17.64609244|-18.01493787|10.95472859|7.6021
18_a31|0.0|1935.374782|0.0|0.8595579409999999|-4.62|25.0|-0.16212|0|-0.19914|477.1857166|1.0|-0.051184519|-0.640807491|0.000104|-0.03702|-40.61741697|-23.64270989|10.31169929|6.8861
27a_a34|-3.727789|2252.433058|0.0|0.779284547|-4.96|33.0|-0.16691|1|-0.20615|718.5861133999999|1.0|-0.082271189|-0.7320090459999999|1.13e-05|-0.03924|-52.42823715|-30.38821209|10.319282|6.6198
5b_a40|0.0|764.9528181|0.0|0.817071232|-5.43|21.0|-0.15999|1|-0.23068|285.9136384|1.0|-0.096549823|-0.163148971|0.00191|-0.07069|-19.38687321|-18.31454812|10.31198309|7.1938
13_a15|0.0|3581.589629|0.0|0.729838386|-6.32|34.0|-0.11283|1|-0.15229|830.7967967000001|1.0|-0.006938727|-0.393632585|5.7e-07|-0.03946|-27.279882500000003|-21.33321476|10.95980212|8.2218
47i_a18|0.0|1333.332089|0.0|0.744472118|-5.18|33.0|-0.13237|1|-0.18299|855.7438937000001|0.0|-0.037689885|-0.440488042|4.6e-07|-0.05062|-37.84973202|-24.55535669|10.94702091|7.7212
16_a47|0.0|833.8646097|0.0|0.812131575|-4.34|25.0|-0.16851|0|-0.22568|357.35851410000004|0.0|-0.08282926|-0.23280014|2.3e-06|-0.05717|-25.03540372|-17.75645434|10.95023129|9.0
6_a4|0.0|1968.0178670000005|0.0|0.76089528|-4.91|27.0|-0.16959|1|-0.2182599999999999|578.2065561000001|1.0|0.042096749|-0.064723237|3.67e-06|-0.04867|-16.25991695|-13.71394596|10.92992785|5.8861
5_a15|0.0|2179.757502|0.0|0.704479781|-6.16|33.0|-0.14839|0|-0.18553|779.0599798999999|1.0|0.0729170329999999|-0.54157893|9.970000000000001e-08|-0.03714|-33.88634094|-20.30656983|10.95880662|7.8861
18d_a25|0.0|2625.142499|0.0|0.780221059|-6.26|35.0|-0.14723|0|-0.2201|883.4030667999999|1.0|-0.031867489|-0.180590503|2.81e-08|-0.07287|-34.85786147|-21.166323|10.31285314|6.6345
7h_a8|0.0|1919.19991|0.0|0.7051689170000001|-5.68|28.0|-0.16076|0|-0.22875|446.5544107|1.0|-0.016074683|-0.23505152|1.31e-06|-0.06799|-30.96107949|-23.65556243|10.94341365|4.9788
3o_a32|0.0|2469.87467|0.0|0.8214857240000001|-5.72|26.0|-0.14652|1|-0.20065|541.0877621000001|1.0|-0.064818511|-0.306416317|2.04e-05|-0.05413|-24.51306152|-18.34557429|10.3110027|6.6198
4g_a49|0.0|4747.967275999999|0.0|0.7559263270000001|-7.47|51.0|-0.15087|2|-0.21545|1714.878736|0.0|-0.085731041|-0.328081947|1.4199999999999998e-11|-0.06458|-61.03291321|-24.91513644|10.92777048|6.9747
2_a49|0.0|1550.010086|0.0|0.79056501|-3.53|25.0|-0.1555099999999999|1|-0.19923|439.9973344|0.0|-0.100166139|-0.189189114|4.94e-05|-0.04372|-22.45560511|-14.409545199999998|10.92973199|7.2291
3t_a32|0.0|2241.507646|0.0|0.822076702|-6.48|27.0|-0.14739|0|-0.20246|582.0730423|1.0|0.028527045|-0.304466646|3.91e-06|-0.05507|-31.99514268|-17.03304802|10.31100267|8.0458
11_a47|0.0|2201.328597|0.0|0.715054643|-6.29|32.0|-0.1546|0|-0.20554|670.2339441|0.0|-0.0586047379999999|-0.427212659|1.19e-08|-0.05094|-30.64032829|-22.02062158|10.93671007|7.4
3_a3|0.0|1349.6286710000002|0.0|0.8083172479999999|-5.48|21.0|-0.14599|0|-0.20969|302.8386149|1.0|-0.015653979|-0.3413621639999999|0.000218|-0.0637|-22.30683222|-15.98657012|10.31154314|5.93
14aa_a23|0.0|2263.821505|0.0|0.75434493|-6.23|32.0|-0.1449|0|-0.21573|733.3886349999999|1.0|0.031136154|-0.287870566|3.07e-06|-0.0708299999999999|-24.18971469|-21.51484958|10.313217300000002|8.451
9a_a40|0.0|336.39741360000005|0.0|0.690568477|-5.49|21.0|-0.13808|0|-0.20303|323.79254|1.0|0.168990628|-0.136162501|0.000117|-0.06495|-14.03449109|-15.54821024|10.31197235|6.6696
15a_a22|0.0|2169.226845|0.0|0.7392451729999999|-4.65|32.0|-0.15281|0|-0.21285|684.5377542|1.0|0.021482585|-0.280236463|2.56e-07|-0.0600399999999999|-28.45564196|-21.33157831|10.9464374|6.8447
15b_a10|0.0|2603.829652|0.0|0.791078367|-4.35|31.0|-0.15579|1|-0.20313|766.4127559|1.0|-0.111812184|-0.149607679|2.73e-06|-0.04734|-21.77253505|-16.52377848|10.92966694|7.0706
3b_a49|0.0|1796.6760370000002|0.0|0.794997634|-3.53|30.0|-0.1587|1|-0.21985|641.1445234|1.0|-0.090939066|-0.322592863|1.05e-05|-0.06115|-33.06194987|-16.92803342|10.92976559|7.6021
14a_a25|0.0|2142.5112510000004|0.0|0.7385460309999999|-5.39|32.0|-0.16347|0|-0.2143|712.1606951|1.0|0.051906412|-0.255585831|1.08e-07|-0.05083|-30.017374100000005|-21.90268583|10.93106303|6.684
12ag_a36|0.0|2305.164626|0.0|0.835013502|-3.89|30.0|-0.15227|2|-0.20713|595.8790650000001|0.0|0.063109409|-0.436614203|5.58e-05|-0.05486|-32.81436052|-24.55768654|10.96052849|7.7696
15_a31|0.0|1675.977147|0.0|0.8022000659999999|-4.28|24.0|-0.15202|1|-0.19394|363.593507|1.0|-0.0302581979999999|-0.775463115|0.000749|-0.04192|-32.83191294|-22.10688462|10.31169996|5.9586
