molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|FNSA4|WNSA5|FNSA1|FNSA2|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
4_a27|0|0|0.0|0.0|2|6.823286122000001|0|0|1.4008954130000002|3.294369174|0.082486268|-0.058641975|2|0.0456410259999999|-0.278154179|0.00991794|0.13397347|-0.01660383|1|1|0.010329671|-0.459570857|-0.341622797|-0.480852615|2|0.7853766809999999|-0.07759915|0.842039655|0.614205449|1|0.852604338|-0.078787867|-0.0281385239999999|-21.12083948|0.682485674|-1.181818|40.33074472|0.444169714|2273.715366|441.4418013|1213.060761|0.317514326|10.82331334|4988.6278600000005|164.3952417|21.34684457|0.020363697|-188.9664429|896.5674718|10.54344507|0.0|0.0|1.0|3.11|3.08|0.16|-6.22|2.8|65.6|0.0|0.0|2.0|25.0|4.0|-6.51|331.37|0.0|1.0|0.000266|0.000102|2.55|0.0|0.0002|5.5485|4.1288|-1083.138303|0.2002|223.46|445.65|0.6089899999999999|0.1741|-0.17034|2.7371|-0.21533|0.01877181|4.0|8.3979|8.3979
8_a47|0|0|0.0|0.0|0|7.252053952000001|0|1|1.24688044|0.0|0.003732288|-0.099564745|2|0.0363475179999999|-0.391797226|-0.008756|-0.153669322|-0.14203855|0|0|-0.007648516|-0.177626636|-0.003223628|-0.4497577479999999|2|0.7847248109999999|-0.035681436|0.842571655|0.659210804|1|0.8497568740000001|-0.091482011|-0.035797309|-30.83488674|0.819702033|-1.646676195|49.14108595|0.414302597|2621.772106|493.3419136|2217.264922|0.180297967|11.08581716|6219.278078|104.6752861|25.35407034|0.012935553|-371.2177396|1166.287236|7.509972037000001|1.0|1.0|1.0|3.02|3.21|0.13|-9.25|6.77|58.04|2.0|0.0|4.0|29.0|4.0|-4.79|405.85|1.0|0.0|2.56e-07|6.490000000000001e-07|5.61|0.0|2.28e-07|3.6696|3.6696|-1686.068471|0.2249|337.87|433.38|0.6877800000000001|0.2249|-0.15357|3585.0|-0.2085199999999999|0.03283575|0.05|7.3|7.3
41_a47|0|1|0.0|0.0|1|6.842683282|0|0|1.420292383|1.840145925|-0.225923786|-0.072088843|3|0.042537538|-0.187859623|0.003530307|0.024881402|0.075316535|1|1|0.0047106|-0.178132441|-0.317014709|-0.276217719|3|0.8417952740000001|0.08640454|0.900915114|0.609110565|1|0.823168463|-0.0899793719999999|-0.02929561|-28.69838714|0.653147815|-1.259711209|44.86996758|0.447046066|2374.594252|464.8854878|1073.170368|0.346852185|12.96444871|5042.636398|195.8852341|25.33076615|0.023067788|-172.98086630000003|1089.222944|13.02756406|1.0|1.0|1.0|3.18|3.18|0.16|-7.47|4.52|68.52|0.0|0.0|4.0|26.0|5.0|-6.66|348.38|0.0|1.0|0.000267|0.000125|2.49|0.0|1.17e-05|4.0167|3.7144|-1162.492089|0.2849|308.67|471.9|0.68638|0.2504|-0.15208|4.9162|-0.2026099999999999|0.02982752|0.01|8.0|8.0
6a_a40|0|0|0.0|0.0|1|8.421342866|1|2|0.604893625|1.78213955|0.117890918|-0.077397672|0|0.035707071|-0.68730803|-0.001347823|0.104332675|-0.230955427|2|2|-0.001171195|-0.272320301|-0.040435852|-0.620787469|0|0.801647855|-0.012261923|0.861720535|0.657059571|1|0.733750993|-0.117413572|-0.049149867|-45.80643937|0.8678518190000001|-2.113444291|78.35465194|0.41480944|2936.1501780000003|458.303126|2536.88262|0.132148181|11.8691482|7059.617542|82.54016015|35.37373259|0.012872604|-459.522754|1521.070502|8.040268001|0.0|0.0|1.0|3.99|3.01|0.21|-4.05|3.07|173.43|2.0|2.0|5.0|29.0|5.0|-6.32|442.53|1.0|0.0|7.85e-08|1.03e-05|3.77|1.0|0.0396|2.9836|2.9836|-2371.579899|0.4015|415.55|497.78|0.6782699999999999|0.4015|-0.11995|6.9379|-0.21255|0.01952089|0.04|7.3979|7.3979
12bf_a36|1|0|3.31325137|0.0|0|7.412764017000001|2|2|1.297043948|0.0|-0.024689509|-0.119979424|2|0.044197531|-0.4497470879999999|-0.006877664|-0.096665166|-0.0206090089999999|1|1|-0.004358975|0.359635716|-0.250781298|-0.433281391|1|0.836170906|-0.0480253509999999|0.892249657|0.632625562|0|0.6791406640000001|-0.110255801|-0.037486972|-45.73631152|0.7054709690000001|-1.874348624|72.27889645|0.474826911|2902.591295|437.4108773|2522.341812|0.294529031|14.37031118|6271.550446|189.6959033|34.22402339|0.02371294|-264.6734075|1711.2011699999998|15.27267945|0.0|1.0|0.0|4.72|0.0|0.14|-7.12|3.0|69.2|1.0|0.0|5.0|31.0|6.0|-6.8|417.41|0.0|1.0|0.000102|4.81e-05|2.88|0.0|3.17e-05|5.2319|3874.0|-1431.413697|0.4518|236.98|517.66|0.69292|0.4006|-0.15677|5.4787|-0.2139|0.03299488|6.0|8.2218|8.2218
5b_a49|0|0|0.0|0.0|1|7.853604813|2|2|1.343848745|2.119588967|0.1108916119999999|0.006327273|2|0.034466231|-0.418576471|0.005836378|-0.0695402359999999|0.059834711|1|1|0.006696215|-0.12209302|-0.230763367|-0.515894968|2|0.7843021|-0.006962617|0.839963111|0.666573331|1|0.7969332440000001|-0.076494119|-0.026008|-26.42668087|0.608694741|-1.300400018|52.97561349|0.475192312|2764.188493|468.4133145|1956.050085|0.3913052589999999|11.94760614|6225.302624|229.9974239|25.1139312|0.025332565|-127.7749783|1255.69656|14.88971719|1.0|1.0|1.0|3.34|2.9|0.22|-7.24|2.87|75.94|1.0|0.0|3.0|30.0|4.0|-7.24|396.44|0.0|1.0|0.000496|0.000118|2.08|0.0|2.3e-05|5.1653|3.9209|-1292.139616|0.4653|240.03|451.32|0.65269|0.0747|-0.1624799999999999|4.3767|-0.20701|0.03937634|28.0|7.5528|7.5528
2_a47|0|0|0.0|0.0|0|0.0|0|0|1.381899691|0.0|-0.002024001|-0.13117284|2|0.027058824|-0.3581612489999999|-0.007479445|0.107297513|-0.013580367|0|0|-0.006079384|-0.007299676|-0.0274111779999999|-0.444853768|2|0.671819147|0.115527282|0.728066943|0.875463345|1|0.847324011|-0.095655954|-0.036790752|-23.74109633|0.784978115|-1.4348393119999998|45.81686991|0.433425706|2105.761386|422.1277419|1242.745585|0.215021885|9.369924133|4559.060763|107.1215986|23.34938746|0.016376351|-283.9460863|910.626111|8.158522603|1.0|1.0|1.0|2.58|2.54|0.0|-7.82|4.75|58.04|1.0|0.0|3.0|24.0|3.0|-5.0|313.35|0.0|1.0|3.46e-06|7.75e-06|4.52|0.0|4.73e-06|3.7181|3.7181|-1010.540464|0.2143|333.46|371.19|0.69102|0.2143|-0.15446|2.1266|-0.20731|0.03544055|631.0|6.2|6.2
8_a4|0|0|0.0|0.0|1|7.535296702|1|1|1.304250488|2.126514848|-0.208165266|0.03148225|2|0.038726287|-0.056197036|0.010647563|-0.011835327|0.05775266|1|1|0.009595591|-0.1193184819999999|-0.078942941|-0.150276481|2|0.813333185|-0.07377839|0.879500982|0.576540652|1|0.925132446|-0.065595042|-0.024598141|-17.52616744|0.7261541020000001|-0.983925625|33.26523662|0.428884426|2297.5526170000003|478.2025467|1737.932042|0.273845898|9.972991122|5162.482272|141.55141369999998|17.50981094|0.0148422489999999|-233.7988862|700.3924376|7.671983829|1.0|1.0|1.0|2.99|3.19|0.15|-7.78|4.76|43.6|1.0|0.0|2.0|25.0|3.0|-5.76|346.81|0.0|1.0|4.49e-05|1.46e-05|3.74|0.0|5.72e-06|5.3544|3.9863|-1450.239105|0.1687|231.56|391.01|0.57675|0.0642|-0.16821|4.5781|-0.22685|0.0252645|54.0|7.2676|7.2676
5a_a40|0|0|0.0|0.0|1|8.149890544|0|1|0.604913477|1.688148148|-0.116583806|0.059258947|0|0.0388888889999999|-0.152120625|0.011345707|0.180125135|-0.02394636|2|2|0.010425818|-0.191663433|0.007301856|-0.363338726|0|0.756882266|-0.442215721|0.820901326|0.5263598389999999|1|0.8531783270000001|-0.090991462|-0.036396585|-17.82228195|0.8224652720000001|-1.091897544|43.71412865|0.4889874279999999|1847.672595|377.5905776|508.8362301|0.177534728|10.7779923|3736.248815|78.57142892|19.58503709|0.0130940839999999|-285.426492|587.5511127|5.795040371|0.0|0.0|1.0|3.04|2.49|0.21|-4.05|3.08|75.5|0.0|1.0|3.0|19.0|3.0|-5.9|269.32|0.0|1.0|7.49e-05|0.000213|2.88|0.0|0.0241|3.7921|3.7921|-1177.598691|0.4461|326.96|353.51|0.69499|0.4461|-0.15066|5.7163|-0.21644|0.01514427|81.0|7.0915|7.0915
14a_a23|0|1|0.0|0.0|2|7.423568444|0|0|1.197964042|3.39397765|0.050806184|-0.0246126279999999|2|0.042992424|-0.289658385|0.012219066|-0.0518554529999999|-0.071842463|2|2|0.011363191|0.083206288|-0.137733142|-0.446724057|2|0.7556436440000001|0.114693804|0.816237166|0.6888154959999999|1|0.918677038|-0.08032517|-0.0341809229999999|-32.12331106|0.7807587890000001|-1.606503401|47.54437201|0.462434482|2816.527785|580.9612768999999|2173.7139190000003|0.219241211|14.2658736|6269.28943|138.6457355|27.68542751|0.016707951|-355.0975547|1301.215093|10.56592489|0.0|1.0|1.0|3.41|2.86|0.05|-7.41|4.02|105.02|2.0|1.0|5.0|30.0|4.0|-6.27|411.48|0.0|0.0|3.38e-06|1.1e-05|3.58|0.0|1.6100000000000002e-05|3.7119|3.7119|-1629.928331|0.3764|334.02|516.58|0.6289100000000001|0.3764|-0.15002|5.8775|-0.2238099999999999|0.0216412|3.0|8.5498|8.5498
9_a47|0|0|0.0|0.0|0|0.0|0|0|1.3818994059999998|0.0|0.00410268|-0.1789147139999999|2|0.037492877|-0.382556052|-0.009607222|0.022031244|0.045804989|0|0|-0.007880155|-0.091848897|-0.045757939|-0.4477815529999999|2|0.792070785|0.046690958|0.853035126|0.689770023|1|0.805149969|-0.0969292319999999|-0.036925422|-26.52703503|0.790651977|-1.550867715|49.12766732|0.482896681|2292.652212|421.2052248|1333.091472|0.209348023|10.93281031|5212.504394|109.5180831|24.43189048|0.015793737|-304.1026787|1026.1394|8.262317504|1.0|1.0|1.0|2.87|2.78|0.05|-8.47|5.61|58.04|1.0|0.0|3.0|26.0|4.0|-5.26|345.37|0.0|0.0|4.29e-06|6.3e-06|4.43|0.0|1.17e-06|5.7429|3.7183|-1149.090086|0.2294|215.89|406.35|0.69084|0.2208|-0.1545099999999999|2.2966|-0.20488|0.03463008|25.0|7.6|7.6
7l_a46|0|0|0.0|0.256706467|1|7.727094485|1|1|1.160371354|2.1525548|-0.2644255789999999|0.017668261|2|0.04006734|-0.038903382|0.013150047|-0.074511843|0.050638298|1|1|0.0125870169999999|-0.331246137|-0.143129469|-0.1082221709999999|2|0.7746144629999999|-0.1237456669999999|0.825629852|0.6539666829999999|0|0.907148114|-0.06289606|-0.022013621|-14.63933792|0.67467081|-0.880544835|32.8948756|0.46327253|1920.310099|437.65027010000006|1246.417766|0.32532919|9.825660656|4046.614178|156.9538706|15.74158869|0.016330867|-168.5385796|629.6635476|7.878766604|1.0|1.0|1.0|3.04|2.64|0.28|-6.29|3.59|43.6|0.0|0.0|2.0|22.0|3.0|-6.22|290.36|0.0|1.0|0.000668|0.0001889999999999|2.61|0.0|0.000151|4.5464|4.5464|-915.6081232|0.2024|272.71|414.82|0.68834|0.2024|-0.18993|3.3119|-0.2231699999999999|0.025086919|1.94|5.7122|5.7122
47n_a18|0|0|0.0|0.0|0|7.03438793|1|1|1.251175627|0.0|0.0487694459999999|-0.057061805|0|0.032169312|-0.609196374|0.000271488|-0.003276575|-0.048404296|0|0|0.001705837|0.026244774|-0.258092915|-0.529441732|0|0.696612213|-0.09714337|0.726888951|0.711628292|0|0.792429396|-0.091185806|-0.031974244|-62.09468789|0.783921929|-2.4620167580000003|74.19865731|0.482565384|3349.802294|653.9193397999999|2052.393389|0.216078071|20.17045476|7909.580851999999|178.30942439999998|33.65821422|0.01357247|-468.58948260000005|2591.682495|11.20011508|1.0|1.0|1.0|4.69|0.0|0.31|-9.76|3.31|105.6|3.0|1.0|13.0|40.0|4.0|-6.68|539.67|0.0|0.0|9.48e-07|5.7e-06|4.1|0.0|9.44e-08|3.2028|3.2028|-1743.3283440000002|0.5056|387.11|799.02|0.6914600000000001|0.5056|-0.13138|2.4754|-0.18391|0.02839695|64.0|7.1938|7.1938
8m_a46|0|0|0.0|0.2148468989999999|1|7.727094485|1|1|1.160371261|2.126524943|-0.044830187|-0.085284636|1|0.047345679|-0.248590088|0.0063680119999999|-0.120972269|-0.064176245|1|1|0.005865049|-0.206020062|0.015631887|-0.380393836|1|0.7699708959999999|-0.084989948|0.8142050040000001|0.77612204|0|0.876210355|-0.085204935|-0.032188531|-23.9511632|0.8854896870000001|-1.448483903|52.0671834|0.425802465|2045.330306|464.5573228999999|1913.813025|0.114510313|9.899611044|4439.758321|60.71213839999999|19.27296714|0.006689855|-408.7649869|867.2835213999999|3.546889545|1.0|1.0|1.0|3.24|2.92|0.3|-6.46|4.21|50.94|1.0|0.0|2.0|24.0|3.0|-5.61|319.4|0.0|1.0|3.3e-05|2.78e-05|3.72|0.0|0.000112|5.3062|4.2881|-1014.126693|0.3905|233.66|489.57|0.6997800000000001|0.1441|-0.17897|2.0174|-0.19715|0.03472717|229.0|6.6402|6.6402
14a_a22|0|0|0.0|0.0|1|6.842683282|0|0|1.4229176680000002|1.646649187|-0.136588366|-0.052476637|2|0.038167849|-0.280236463|0.005288335|-0.057308195|-0.015194063|1|1|0.005757758|0.036467904|-0.165471815|-0.360663314|2|0.7392451729999999|-0.09744639|0.794858486|0.655865336|1|0.864077619|-0.081479363|-0.031338217|-37.82586486|0.7007904070000001|-1.629587269|56.88212098|0.446584227|2885.858295|588.739773|2169.870866|0.299209593|14.55117701|6348.976909|203.8666248|30.46889826|0.021742777|-273.61731430000003|1584.38271|14.81445329|1.0|1.0|1.0|3.42|2.86|0.08|-9.21|4.31|85.59|1.0|0.0|6.0|32.0|5.0|-6.61|420.47|0.0|0.0|2.25e-05|2.1e-05|3.18|0.0|2.56e-07|5.0653|3.5707|-1368.35698|0.3051|244.77|534.87|0.63156|0.0578|-0.15029|4.9775|-0.21174|0.03539365|38.0|7.4202|7.4202
47j_a18|0|0|0.0|0.0|0|7.03438793|1|1|1.251176464|0.0|0.070097424|-0.068902246|0|0.033563218|-0.569931053|0.00031105|-0.006923502|0.0033281|0|0|0.002317206|-0.073551529|-0.331885553|-0.48833504|0|0.7444236670000001|-0.002262399|0.77844379|0.757001264|0|0.80651845|-0.094744194|-0.033837212|-57.32800549|0.764425062|-2.368604851|69.23713027|0.481373558|3172.831382|627.366638|2064.803327|0.235574938|18.50538303|7316.123159000001|183.246715|34.43235841|0.016220875|-411.3767328|2410.265089|12.6177344|1.0|1.0|1.0|4.54|0.0|0.28|-8.79|2.82|97.76|3.0|2.0|11.0|37.0|4.0|-6.46|499.6|0.0|0.0|1.49e-06|7.32e-06|4.07|1.0|8.159999999999999e-07|3.1054|3.1054|-1625.445572|0.5439|399.25|776.31|0.6983600000000001|0.5439|-0.1285|4.1619|-0.17273|0.03246539|35.0|7.4559|7.4559
14b_a50|0|1|0.0|0.0|2|7.934155233999999|2|2|1.267593742|4.240438135|-0.092558007|0.0228205129999999|2|0.030219907|-0.255822608|0.010215823|0.037777505|-0.041169251|2|2|0.011249462|-0.106938404|-0.280243276|-0.306633966|1|0.7887047979999999|0.030057537|0.831689551|0.71456262|1|0.904076348|-0.076674952|-0.025558317|-32.9673668|0.637281054|-1.533499045|47.72661339|0.445384689|2967.872393|592.81677|2984.248708|0.362718946|11.45638132|6737.145102|237.8403928|26.29763086|0.021820402|-180.03459850000002|1577.857852|14.30797341|1.0|1.0|1.0|4.64|3.64|0.35|-6.86|4.81|66.99|2.0|0.0|7.0|33.0|5.0|-6.5|441.52|0.0|1.0|2.51e-05|1.6800000000000002e-05|3.51|0.0|6.12e-05|5.2834|4.0775|-1431.068494|0.1637|234.67|533.25|0.64303|0.1373|-0.16874|5.3711|-0.1936|0.03081037|6.58|5.1818|5.1818
15_a31|1|0|3.155574452|0.0|0|7.765993078999999|1|1|0.610137926|0.0|0.1893807519999999|-0.134784483|0|0.038809524|-0.775463115|-0.011797858|-0.070065105|-0.074455342|2|2|-0.007631228|-0.052339921|-0.272545088|-0.6215974160000001|0|0.8022000659999999|-0.0869591359999999|0.8582665429999999|0.782925607|0|0.567108776|-0.131697567|-0.041588706|-37.21191643|0.641533577|-1.58037081|82.24348203|0.466164359|2351.566145|301.452236|1675.977147|0.358466423|11.51842782|5087.628096|190.5463457|34.45943505|0.03396368|-150.46712390000002|1309.458532|18.05372755|1.0|1.0|1.0|3.31|1.64|0.19|-5.66|3.0|117.37|0.0|0.0|4.0|24.0|5.0|-6.84|342.37|0.0|0.0|5.27e-05|0.000272|2.18|0.0|0.000749|4569.0|4569.0|-1460.900291|348.0|271.36|452.98|0.5241899999999999|348.0|-0.15202|5.5793|-0.19394|0.03843988|1.1|5.9586|5.9586
47s_a18|0|0|0.0|0.0|0|7.03438793|1|1|1.251176205|0.0|0.026229332|-0.045792331|0|0.035632184|-0.394481152|0.002573931|0.0134295589999999|-0.031515152|0|0|0.003686393|-0.040169986|-0.252119673|-0.46304239|0|0.712629555|0.0109557919999999|0.745196689|0.716761234|0|0.84543779|-0.08106112|-0.030108416|-46.45326408|0.820470855|-2.107589125|59.58080589|0.4740142|2992.734821|640.0051571|1529.863965|0.179529145|18.65422248|6968.705069|135.90542109999998|27.77963709|0.010481057|-485.1995077|1944.574596|7.934268528|1.0|1.0|1.0|4.41|0.0|0.3|-9.42|3.93|76.5|3.0|1.0|10.0|36.0|3.0|-5.96|482.62|0.0|1.0|1.12e-06|3.53e-06|4.62|0.0|1.84e-07|3218.0|3218.0|-1534.196027|0.5203|385.29|736.36|0.6926800000000001|0.5203|-0.13195|2.3134|-0.18109|0.02195039|616.0|6.2104|6.2104
47r_a18|0|0|0.0|0.0|0|7.03438793|1|1|0.403924645|0.0|0.029358241|-0.216996268|0|0.035706215|-0.40455848|-0.005176133|-0.02952923|-0.030106257|0|0|-0.0001597829999999|0.0646283159999999|-0.362261236|-0.360670551|0|0.7698681909999999|0.017110504|0.8075001|0.7554975009999999|0|0.769578222|-0.087091542|-0.031669652|-48.70193962|0.688074851|-2.090197013|74.34599189|0.49394971|3389.050097|575.4901675|1504.28892|0.311925149|19.40516312|7727.455993|233.2574532|34.41856352|0.0225607039999999|-281.2845386|2271.625192|16.87088158|1.0|1.0|1.0|4.55|0.0|0.22|-7.46|3.76|111.03|3.0|1.0|9.0|36.0|4.0|-6.12|504.6|0.0|0.0|2.26e-07|2.31e-06|4.59|0.0|1.76e-05|3.1705|3.1705|-1964.841529|0.6007|391.06|729.75|0.69545|0.6007|-0.13021|2.3873|-0.18249|0.02805567|231.0|6.6364|6.6364
4m_a46|0|0|0.0|0.16407746|1|7.825245291|1|1|1.134637002|2.12888511|-0.245599013|0.051308728|1|0.041865079|-0.0329557579999999|0.011122528|-0.142061192|0.007901235|1|1|0.010359417|-0.487230027|-0.029022201|-0.098201489|1|0.747676221|-0.099662698|0.7975218959999999|0.626578283|0|0.948973877|-0.0672468|-0.0224155999999999|-18.67596877|0.733236381|-1.008702005|41.22460182|0.463006576|2133.331634|500.1036387|1639.260563|0.266763619|9.923886653|4750.325312|140.5828543|16.11061509|0.012232753|-245.828396|724.9776792|6.446588969|0.0|1.0|1.0|3.59|2.9|0.29|-6.88|4.63|54.5|1.0|0.0|2.0|25.0|3.0|-5.68|328.41|0.0|1.0|2.99e-05|2.68e-05|3.69|0.0|4.31e-05|6.0419|4.3476|-1031.138426|0.2465|205.21|468.63|0.68505|0.1557|-0.18308|3.9226|-0.23116|0.02920209|1288.0|5.8901|5.8901
18c_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604986846|0.0|0.12157783|-0.118776867|2|0.042560386|-0.625122815|-0.003436924|0.0119521719999999|-0.0351777|1|1|-0.002215642|0.0211588229999999|0.006103754|-0.562807327|1|0.8303425640000001|0.034468997|0.885516463|0.802578397|0|0.717052026|-0.1115683|-0.042101245|-50.86775696|0.7859920029999999|-2.2313660090000003|84.38908035|0.448899917|3002.59061|484.1740985|3094.729399|0.214007997|13.8741593|6685.737642|144.5043388|36.16826708|0.018410634|-386.2200097|1916.918155|12.43138832|0.0|1.0|0.0|4.85|0.0|0.13|-6.19|1.72|124.74|1.0|0.0|6.0|32.0|5.0|-7.05|441.51|0.0|0.0|9.68e-06|5e-05|2.74|0.0|0.000288|3.4848|3.4848|-1744.500825|0.3879|355.78|543.46|0.69123|0.3879|-0.14225|6.6462|-198.0|0.04503016|12.0|7.9208|7.9208
9d_a31|1|0|3.456767212|0.0|0|7.765993078999999|1|1|0.61013528|0.0|0.036844743|-0.043220149|0|0.0359583329999999|-0.696763933|-0.002456634|-0.0938310919999999|-0.021171445|2|2|0.000127275|-0.091744753|-0.214049412|-0.550392027|0|0.8343242820000001|-0.030275712|0.873955169|0.771222772|0|0.6943358040000001|-0.11958484|-0.033844766|-55.58917047|0.6636195229999999|-1.793772606|86.75457645|0.457506946|2654.377004|473.3981899|1932.363213|0.336380477|17.39409698|5748.743284|229.34422830000003|34.77197803|0.023927395|-223.1115993|1842.914835|16.31369927|1.0|1.0|1.0|3.8|3.35|0.38|-7.63|4.09|117.37|2.0|0.0|9.0|29.0|5.0|-6.36|412.51|0.0|0.0|2.48e-06|4.06e-05|3.46|0.0|9.69e-06|3.8478|3.8478|-1657.471475|0.2611|322.22|630.49|0.7006899999999999|0.2611|-0.15969|2.6311|-0.19426|0.04331056|0.6|6.2218|6.2218
12at_a36|1|0|3.4361495580000003|0.0|0|7.412764017000001|2|2|1.297042863|0.0|-0.04229234|-0.073048351|2|0.039952719|-0.653190113|-0.001148437|-0.076129505|-0.037590959|1|1|0.000906224|0.091520225|-0.227404687|-0.48127276|1|0.8384626709999999|-0.08859337|0.890810337|0.7767870459999999|0|0.751856692|-0.110637955|-0.037537878|-53.05210062|0.6744421970000001|-2.102121151|79.10595873|0.49342323|3041.832389|520.6361161|2388.600265|0.325557803|17.44496351|6537.399158|225.4381077|38.54110857|0.027424543|-241.591008|2158.30208|18.99059683|0.0|1.0|0.0|4.9|0.0|0.17|-6.62|1.67|95.5|1.0|0.0|7.0|33.0|6.0|-7.18|439.47|0.0|0.0|6.579999999999999e-05|8.36e-05|2.53|0.0|0.000106|4.7133|3.8408|-1460.833958|0.4765|263.05|589.75|0.6802600000000001|0.2076|-0.15607|6.4676|-0.2131|0.03651452|78.0|7.1079|7.1079
12aj_a36|1|0|3.482902101|0.0|0|7.412764017000001|2|2|1.29704406|0.0|-0.056210607|-0.045035034|2|0.043848238|-0.402433117|0.002951176|-0.103202936|-0.042227364|1|1|0.003962098|0.1087087|-0.1763783589999999|-0.43462267|1|0.812278823|0.091113865|0.8632656809999999|0.856274847|0|0.8269863129999999|-0.10279655|-0.0368515929999999|-42.23511741|0.77492734|-1.953134451|58.52715472|0.47532973|2710.647462|530.0854761|2275.825451|0.22507266|15.35536375|5763.333098|144.26810480000003|30.48195872|0.016684569|-352.4483722|1615.543812|10.69455126|0.0|1.0|0.0|4.84|0.0|0.17|-6.97|2.19|69.2|1.0|0.0|5.0|30.0|4.0|-6.55|395.46|0.0|1.0|6.929999999999999e-05|5.05e-05|3.04|0.0|4.270000000000001e-05|5.2301|3.6017|-1272.27339|0.5616|237.06|539.55|0.70423|0.0082|-0.14818|5.8554|-0.20093|0.03225532|17.0|7.7696|7.7696
19l_a38|1|0|3.280796643|0.0|0|7.412764017000001|2|2|1.297043246|0.0|-0.086107169|-0.10490608|2|0.04391253|-0.426895387|-0.001197042|-0.02967593|-0.032264281|1|1|0.000347207|0.217841852|-0.191751024|-0.4224000739999999|1|0.839953955|-0.032569307|0.89459881|0.700181525|0|0.799611189|-0.100870929|-0.037359603|-42.34617024|0.7374102309999999|-2.017418574|65.82033039|0.430111845|2921.048554|518.0872716|2934.313773|0.262589769|11.52660233|6705.993411|170.13821069999997|32.82593886|0.021129331|-307.64756780000005|1772.6006989999998|13.69020024|0.0|1.0|1.0|4.94|2.7|0.12|-7.28|3.09|81.23|2.0|0.0|6.0|32.0|4.0|-6.39|427.48|0.0|0.0|1.15e-05|1.89e-05|3.55|0.0|2.25e-05|3.6709|3354.0|-1409.5865199999998|0.2883|337.75|502.31|0.7044|0.0233|-0.13977|6.5627|-0.2001|0.02856649|14.0|7.8633|7.8633
25c_a34|0|0|0.0|0.0|1|7.412764017000001|2|2|1.377881974|1.958290974|0.024837617|-0.047513652|2|0.037424242|-0.834326082|-0.002827527|-0.056443595|-0.041629027|1|1|0.001433865|-0.250299211|-0.563411433|-0.5404076879999999|1|0.80135608|0.118901861|0.844690266|0.760055383|0|0.683231623|-0.113392997|-0.031498055|-50.44285726|0.537428437|-1.7008949569999998|88.25954175|0.4356106729999999|2884.104654|455.6954382|2439.174137|0.4625715629999999|13.26192888|6306.980593|308.52165519999994|39.09037289|0.037538004|-49.9273377|2110.880136|25.03674677|1.0|1.0|1.0|3.64|3.17|0.32|-5.71|1.98|90.74|1.0|0.0|6.0|31.0|6.0|-7.95|421.45|0.0|0.0|0.00156|0.000523|1.3|0.0|0.0008289999999999|4.2095|4.2095|-1426.704645|0.2239999999999999|294.54|561.29|0.69247|0.2239999999999999|-0.17424|7.12|-0.2069599999999999|0.03817361|1.78|5.7496|5.7496
2_a27|0|0|0.0|0.0|2|6.605297921|0|0|1.402655014|3.250529415|0.09890645|-0.0609613559999999|2|0.0427777779999999|-0.276758209|0.009338889|0.11675125|0.017751479|1|1|0.00988756|-0.337316432|-0.361571905|-0.475677812|2|0.796022385|0.137868605|0.8585302370000001|0.60904903|1|0.8468699609999999|-0.081513931|-0.029261411|-20.65736087|0.6684621829999999|-1.141195033|39.39404027|0.4424192289999999|2210.487938|426.3224749|1270.627585|0.331537817|9.527176544|4774.521748|166.89932209999998|22.03636323|0.022639983|-169.6109632|859.4181658|11.39718489|0.0|0.0|1.0|2.9|3.06|0.11|-5.84|2.49|65.6|0.0|0.0|2.0|24.0|4.0|-6.69|317.34|0.0|1.0|0.000644|0.0002009999999999|2.18|0.0|0.0004599999999999|4.1624|4.1624|-1043.821085|0.3217|297.87|420.7|0.55857|0.3217|-0.16769|4.7049|-0.21702|0.02268519|13.0|7.8861|7.8861
