molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|FNSA4|WNSA5|FNSA1|FNSA2|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
15d_a10|0|0|0.0|0.0|1|7.535296702|2|2|1.343850133|2.147544195|-0.233802395|0.0370874879999999|3|0.031742919|-0.184039927|0.010215823|-0.140487312|0.007032164|1|1|0.011249462|-0.092884337|-0.280243276|-0.1945202089999999|2|0.745184875|0.02497303|0.7857977740000001|0.71456262|1|0.87609771|-0.070612242|-0.018829931|-32.06793721|0.471900166|-1.129795872|54.18663419|0.473858537|2967.522813|590.402322|2036.192049|0.5280998339999999|16.02072769|6511.656447|355.8865234|26.89020509|0.028735133|37.87296065|1613.412305|19.36460841|1.0|1.0|1.0|3.71|4.01|0.35|-7.82|3.44|65.3|1.0|0.0|6.0|33.0|6.0|-7.04|441.52|0.0|1.0|0.000167|4.1200000000000005e-05|2.75|0.0|6.62e-06|5.6004|3.8591|-1430.8144619999998|312.0|221.39|565.91|0.6814100000000001|0.0856|-0.15916|3.3831|-0.20918|-0.23696253|69.0|7.1612|7.1612
3m_a32|1|1|3.575728458|0.0|0|7.773594467000001|0|1|0.609420748|0.0|0.013867955|-0.017268778|0|0.03962963|-0.3082152019999999|-0.000514191|-0.084132138|-0.078038283|3|3|0.000822186|-0.065422345|-0.086806406|-0.49476131|0|0.817967125|-0.0067207069999999|0.872498916|0.6672533589999999|1|0.798023273|-0.09390309|-0.027127559|-33.57626169|0.674468222|-1.220740175|58.63348955|0.4687361229999999|2588.590536|477.1904954|2363.601309|0.325531778|13.31775015|5724.714257|194.65681730000003|24.05057475|0.018412178|-208.6520032|1082.275864|11.00984957|0.0|1.0|1.0|3.51|2.93|0.3|-7.38|5.35|128.01|2.0|0.0|3.0|27.0|4.0|-6.17|394.51|0.0|0.0|1.14e-06|1.39e-05|3.57|0.0|1.65e-05|3.5749|3.5749|-1863.502681|0.2952|346.82|484.34|0.7026600000000001|0.2952|-0.14835|5082.0|-0.2056599999999999|0.0339106999999999|23.0|7.6383|7.6383
9d_a40|0|0|0.0|0.0|1|7.515889085|0|0|0.604992329|1.839557351|0.007834411|-0.022152094|0|0.045555556|-0.146575228|0.011823978|0.15723868|-0.137738587|2|2|0.010101686|0.259969752|0.019621984|-0.4887998529999999|0|0.7572844040000001|-0.3969541689999999|0.8221990920000001|0.55759121|1|0.941627612|-0.071656839|-0.031613312|-19.03015798|0.8664205709999999|-1.074852592|36.6245851|0.467275972|2109.570685|485.2567189|336.6614768|0.133579429|15.06105494|4401.742338|68.83858806|18.80327978|0.0087217999999999|-377.6610668|639.3115126|4.49467719|0.0|0.0|0.0|3.25|3.63|0.06|-7.0|5.09|58.43|1.0|0.0|2.0|22.0|2.0|-4.62|325.82|0.0|1.0|7.37e-07|2.23e-06|5.16|0.0|3.3e-05|4.6073|3.3464|-1677.551678|0.4888|269.1|446.84|0.69986|0.4025|-0.13875|6.2032|-0.20781|0.01113991|107.0|6.9706|6.9706
12h_a36|1|0|3.468184524|0.0|0|7.412764017000001|2|2|1.297043828|0.0|-0.128701804|-0.041228471|2|0.039061728|-0.503153567|0.00127667|-0.003014954|-0.051080247|1|1|0.003077071|0.100530266|-0.239932418|-0.410826531|1|0.820041835|-0.10861416|0.87043328|0.84179881|0|0.819614525|-0.10720355|-0.035734517|-45.96672487|0.665254541|-1.929663894|66.44902736|0.464544951|2845.467486|536.6941285|2391.856014|0.3347454589999999|13.87400978|6159.17335|219.1956304|35.1736357|0.026971557|-216.42159590000003|1899.376328|17.66132225|0.0|1.0|0.0|4.8|0.0|0.17|-6.69|1.89|78.43|1.0|0.0|6.0|31.0|5.0|-6.93|411.46|0.0|0.0|0.000113|8.499999999999999e-05|2.65|1.0|8.340000000000001e-05|5.1998|3.4554|-1347.481013|0.5756|238.44|535.67|0.7014600000000001|0.0056|-0.14247|6754.0|-0.1926|0.02925492|14.0|7.8539|7.8539
12b_a32|1|1|3.477905329|0.0|0|7.765993078999999|0|0|0.609420757|0.0|0.115940697|-0.055500132|0|0.0388738739999999|-0.462201267|-0.003484915|-0.031446256|-0.053480599|3|3|-0.001662219|-0.079768013|-0.1534110109999999|-0.584995111|0|0.838021287|-0.0533240309999999|0.8887585240000001|0.7507116140000001|1|0.782593|-0.097525366|-0.027561517|-38.07076621|0.60420609|-1.267829764|61.06285882|0.430631506|2573.006963|488.9595947|3148.185476|0.39579391|12.42841652|5653.268811|247.2897528|28.50066715|0.025166975|-130.2147289|1311.0306890000002|15.72418067|1.0|1.0|1.0|3.47|2.9|0.26|-7.65|4.19|140.04|1.0|0.0|7.0|27.0|4.0|-6.4|397.52|1.0|0.0|1.27e-06|3.72e-05|3.28|0.0|8.86e-06|3.5703|3.5703|-1880.770588|0.2865|347.27|541.49|0.70258|0.2865|-0.14803|3208.0|-0.19976|0.0385132|26.0|7585.0|7585.0
9a_a36|1|0|3.4090209280000003|0.0|0|7.412764017000001|2|2|1.297044807|0.0|-0.109305298|-0.046964839|2|0.040166667|-0.41624054|0.0034852859999999|-0.078488872|-0.06502499|1|1|0.00484375|0.160672128|-0.202876718|-0.398235589|1|0.7885597609999999|-0.019008343|0.842671963|0.79302567|0|0.826559623|-0.10869601|-0.039929147|-40.61536816|0.7638345870000001|-1.956528182|59.5185754|0.453098452|2682.572663|505.25728260000005|2167.77208|0.236165413|13.79893984|5693.562367|144.36259840000002|31.95428497|0.019513779|-322.5522826|1565.759963|11.92833382|0.0|1.0|0.0|4.69|0.0|0.14|-6.28|2.04|66.4|1.0|0.0|5.0|29.0|5.0|-6.74|382.42|0.0|1.0|0.000197|0.000102|2.66|0.0|0.0002009999999999|3.8677|3.8677|-1252.802159|0.4811|320.56|495.18|0.68682|0.4811|-0.15925|5.7274|-0.20969|0.02701893|13.0|7.8861|7.8861
12ak_a36|1|0|3.501132553|0.0|0|7.412764017000001|2|2|1.270373882|0.0|-0.052930979|-0.0407717229999999|2|0.041728395|-0.407322296|0.0042553209999999|-0.116440196|-0.015708652|1|1|0.005035022|0.198260132|-0.163978382|-0.439326642|1|0.815627016|0.051506104|0.860939187|0.860667615|0|0.848705143|-0.091761476|-0.032660864|-47.69888026|0.737439195|-1.926990997|64.24490364|0.423822657|2830.816014|611.9003905000001|2735.7986920000003|0.262560805|13.86156772|6240.396899|189.3013851|31.93194362|0.018055095|-342.3783571000001|1883.984673|13.01738243|0.0|1.0|1.0|5.05|0.0|0.24|-7.38|3.01|69.2|2.0|0.0|6.0|32.0|4.0|-6.19|423.51|0.0|1.0|1.13e-05|1.39e-05|3.8|0.0|1.7800000000000002e-05|3.8734|3.6895|-1350.900117|0.4514|320.09|584.05|0.7034699999999999|0.0001|-0.15275|6.3682|-0.20204|0.03471045|46.0|7.3372|7.3372
27_a47|0|1|0.0|0.0|1|6.842683282|1|1|1.216250059|2.041063341|-0.160399235|0.006768957|3|0.0304347829999999|-0.207000956|0.001861676|0.0427469459999999|0.013336016|1|1|0.002350172|-0.137440913|-0.157688306|-0.280944221|2|0.804224077|0.0436226579999999|0.8517043879999999|0.634406338|1|0.846469886|-0.079484997|-0.028494622|-32.56705871|0.700732763|-1.510214943|50.9207639|0.475450742|2804.020752|541.8239522999999|2181.236691|0.299267237|13.50334344|6433.288104|191.5604557|26.02898047|0.018969968|-256.9774086|1379.535965|12.14264461|1.0|1.0|1.0|3.37|3.52|0.26|-8.82|5.07|67.66|2.0|0.0|5.0|31.0|5.0|-6.34|436.91|0.0|0.0|1.5399999999999998e-05|8.89e-06|3.7|0.0|6.55e-07|4.9358|3.8125|-1778.1049670000002|0.4007|251.19|517.82|0.69381|0.1839|-0.1578|4.0365|-0.21594|0.02633483|2512.0|5.6|5.6
EW7203_a60|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984431|0.0|0.025672274|0.0075638519999999|2|0.041767677|-0.377182982|0.003099827|0.03824498|-0.051413084|1|1|0.0036417359999999|-0.1696249719999999|-0.090115975|-0.458129101|1|0.822401103|0.002441966|0.8839272779999999|0.760234689|0|0.8860751579999999|-0.096226348|-0.036566012|-40.24477665|0.766837077|-1.828300603|62.22940284|0.497298165|2913.880231|573.0312689|1660.077477|0.233162923|16.53092404|6403.777228|150.7881632|30.83771958|0.01793256|-345.1309687|1541.885979|11.59711747|0.0|1.0|1.0|4.75|3.21|0.13|-6.7|2.6|117.47|2.0|0.0|5.0|31.0|4.0|-6.35|425.51|0.0|0.0|1.81e-06|1.53e-05|3.59|0.0|8.51e-05|5.0166|3.5192|-1668.025575|0.2385|247.15|546.85|0.69857|0.0448|-0.1446599999999999|1.7676|-0.20654|0.03203878|9.0|8.0334|8.0334
LY580276_a4|0|0|0.0|0.0|1|7.535296702|1|1|1.344599701|2.067497166|-0.156842923|-0.020236527|1|0.044357639|-0.063298854|0.010217376|-0.172607392|0.011772853|1|1|0.009622161|0.064209689|-0.042912895|-0.191806286|1|0.7921620090000001|0.035666446|0.847526918|0.518109998|0|0.8685269959999999|-0.071023484|-0.028035586|-16.49563923|0.8478469959999999|-1.065352257|31.83019528|0.437093506|1948.220005|418.5688558|1511.5340210000002|0.152153004|9.693623538|4098.640927|73.32703409|15.93586849|0.008312438|-335.2755182|605.5630025|4.0060099860000005|1.0|1.0|1.0|3.01|3.04|0.22|-6.56|4.43|30.71|0.0|0.0|2.0|22.0|3.0|-5.71|293.34|0.0|1.0|0.000213|6.18e-05|3.35|0.0|8.08e-05|5.2983|4.4918|-959.4958788|0.1905|234.01|402.99|0.68002|0.1842|-0.18746|2.5355|-0.2099599999999999|0.023546627|175.0|6757.0|6757.0
12aa_a36|1|0|3.4172704080000003|0.0|0|7.412764017000001|2|2|1.297043479|0.0|0.033952382|-0.135770278|2|0.042560386|-0.672129428|-0.006653538|0.010538281|-0.013898809|1|1|-0.004569485|0.0620143779999999|-0.090926893|-0.53315493|1|0.833911317|0.156337925|0.888163057|0.849217847|0|0.688945241|-0.117270578|-0.04126187|-54.83906299|0.731335741|-2.228140982|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|2418.848273|0.2686642589999999|14.60824604|6438.603019|183.7216658|38.58180913|0.023386634|-316.3903377|2083.417693|15.99256772|0.0|1.0|0.0|4.83|0.0|0.13|-6.14|0.98|112.29|1.0|0.0|6.0|32.0|5.0|-7.79|424.46|0.0|0.0|0.000304|0.000359|1.55|0.0|0.000305|3.8899|3.8899|-1401.662677|0.4446|318.73|520.19|0.6931|0.4446|-0.15718|3.5904|-0.20829|0.04550032|9.0|8.0458|8.0458
27a_a34|0|0|0.0|0.0|1|7.412764017000001|1|1|0.300206665|1.963136117|0.0257175079999999|-0.456594848|1|0.0408037829999999|-0.7320090459999999|-0.012495918|-0.026428049|-0.008138446|1|1|-0.005234221|-0.13716603|-0.264978526|-0.53047808|1|0.779284547|-0.07177581|0.832753533|0.749941528|0|0.600964267|-0.123191967|-0.043345322|-60.54917431|0.764921711|-2.340647376|93.41277507|0.436895447|3394.470264|421.319507|2252.433058|0.235078289|15.91204178|7104.26596|164.80691819999998|39.72721867|0.020552444|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|3.66|2.58|0.13|-7.61|3.97|129.74|1.0|0.0|6.0|33.0|7.0|-7.29|463.51|0.0|0.0|1.09e-05|3.43e-05|2.59|0.0|1.13e-05|5.0012|4.1228|-1861.741982|0.2896|247.91|598.18|0.69818|0.0203|-0.16691|10.8591|-0.20615|0.04629882|0.24|6.6198|6.6198
12q_a36|1|0|3.453150038|0.0|0|7.412764017000001|2|2|1.29701394|0.0|-0.0543475329999999|-0.043678703|2|0.042804233|-0.410984299|0.0005016269999999|-0.0651906459999999|-0.0433009009999999|1|1|0.0010871589999999|0.1161527719999999|-0.177407665|-0.441747876|1|0.828371596|-0.017640538|0.8839272779999999|0.8065052890000001|0|0.82911927|-0.1060430969999999|-0.038175515|-44.31949385|0.768692389|-1.908775752|61.18276554|0.486620426|2786.514757|536.0103834|2380.245597|0.231307611|14.69971555|6040.52496|149.536123|32.10617123|0.017949083|-347.4093916|1605.308562|11.60375275|0.0|1.0|0.0|4.74|0.0|0.14|-7.18|2.54|69.2|1.0|0.0|5.0|30.0|4.0|-6.49|415.88|0.0|1.0|3.64e-05|2.55e-05|3.31|0.0|2.77e-05|5.2375|3.8653|-1692.544456|0.4239|236.72|531.58|0.6863199999999999|0.3419|-0.1566|4.6718|-0.2126199999999999|0.03415678|6.0|8.2218|8.2218
12n_a36|1|0|3.400581499|0.0|0|7.412764017000001|2|2|0.299253841|0.0|0.039596635|-0.350034917|2|0.0438779959999999|-0.619926573|-0.006862238|-0.035989956|-0.000273044|1|1|-0.001160331|0.048110172|-0.261631709|-0.5181211520000001|1|0.81793955|0.162338703|0.869718963|0.750657639|0|0.720111143|-0.115872034|-0.039955874|-53.08197085|0.741751453|-2.317440678|74.70951411|0.454498749|3482.18259|487.397992|3465.537153|0.258248547|12.58209967|7657.057548000001|174.79221719999998|36.45914091|0.021232665|-327.25274110000004|2114.630173|14.3710571|0.0|1.0|0.0|5.03|0.0|0.17|-6.87|2.15|123.75|1.0|0.0|7.0|34.0|6.0|-8.03|474.54|0.0|0.0|0.0001409999999999|0.0001889999999999|1.64|0.0|6.45e-05|5.3573|3.6382|-1876.201464|0.3921|231.43|566.87|0.7046600000000001|0.0155|-0.14928|10.8395|-0.19984|0.03261661|15.0|7.8239|7.8239
16_a47|1|1|2.890539668|0.0|0|6.605297921|0|0|1.417579067|0.0|-0.134455235|-0.1246612469999999|2|0.042285714|-0.23280014|-0.005688938|0.001426202|0.0506476009999999|1|1|-0.004153659|-0.236994128|-0.0574194159999999|-0.3379683979999999|2|0.812131575|-0.113476605|0.87782381|0.57616624|1|0.691860453|-0.092995116|-0.034261359|-24.97833451|0.697929921|-1.301931629|57.9827944|0.473257697|2315.178558|358.566882|833.8646097|0.302070079|13.01476838|4952.972679|156.55227280000005|25.44160067|0.0234786339999999|-205.1602001|966.7808252999998|12.16814835|1.0|1.0|1.0|2.93|1.95|0.06|-8.17|5.19|66.49|0.0|0.0|3.0|25.0|5.0|-6.04|337.33|0.0|0.0|4.56e-05|3.84e-05|3.27|0.0|2.3e-06|4.4393|4.0806|-1167.046301|0.3182|279.29|395.28|0.6743899999999999|0.0909|-0.16851|2.3795|-0.22568|0.03384512|1.0|9.0|9.0
10_a15|0|0|0.0|0.0|0|0.0|0|0|1.4356889780000002|0.0|-0.137104477|-0.0435725659999999|2|0.037209302|-0.384887119|0.001740635|-0.077096984|0.010152859|0|0|0.0034254209999999|-0.132759909|-0.184255041|-0.391156537|2|0.713794823|0.0107135269999999|0.7585998270000001|0.7933685340000001|0|0.933136945|-0.101494566|-0.036384844|-34.36276159|0.8301726490000001|-1.928396745|36.83936823|0.449323734|2605.82709|542.9602292000001|2305.991259|0.169827351|10.08767698|6204.37804|98.81668286|25.50202895|0.0116026369999999|-384.2321709|1351.607534|6.751174337|1.0|1.0|1.0|3.58|3.64|0.12|-9.82|6.3|56.27|2.0|0.0|6.0|30.0|4.0|-4.97|397.47|1.0|0.0|5.99e-07|1.47e-06|5.29|0.0|5.99e-08|4.4682|3.6448|-1281.088565|0.1412|277.48|487.16|0.70313|0.0042|-0.15377|1.6654|-0.18958|0.02738146|7.0|8.1549|8.1549
8b_a50|1|1|3.1324050960000003|0.0|1|7.860570786|1|1|1.398299046|2.021915391|-0.115740384|-0.009597908|1|0.035718954|-0.1812055289999999|0.006841944|-0.009441452|-0.0180233089999999|2|2|0.007057361|-0.170496134|-0.116174481|-0.332085641|1|0.809463375|-0.027207307|0.8836675340000001|0.71043578|1|0.845349082|-0.078068703|-0.030360051|-17.91443197|0.6717097959999999|-1.092961836|45.09730487|0.428882006|2143.807599|404.9478761|1401.458274|0.328290204|9.26652151|4446.001554|157.2609748|21.65129387|0.024280552|-164.5084115|779.4465792000001|11.63112165|1.0|1.0|1.0|3.21|1.69|0.06|-5.94|3.41|59.39|0.0|0.0|2.0|23.0|3.0|-6.32|299.33|0.0|1.0|0.000359|0.000154|2.55|0.0|0.000347|4.5256|4.1804|-967.3527447|0.1717|273.96|353.17|0.59283|121.0|-0.1724099999999999|3.8213|-0.20144|0.036701907|68.0|7.1675|7.1675
13b_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984129|0.0|0.112353041|-0.118776867|2|0.041728395|-0.627919307|-0.003436924|0.042845487|-0.0463169629999999|1|1|-0.002215642|-0.062905093|0.006103754|-0.564815317|1|0.836520136|-0.045844862|0.892104517|0.802578397|0|0.694101802|-0.113554975|-0.042850934|-51.76819834|0.800290866|-2.271099499|86.77473353|0.454574838|3002.926824|468.6532296|2319.48655|0.1997091339999999|16.1428924|6627.406474|134.8423681|36.15271139|0.017174033|-405.5090587|1916.093704|11.59580043|0.0|1.0|0.0|4.76|0.0|0.13|-6.19|1.72|124.74|1.0|0.0|6.0|32.0|5.0|-7.05|441.51|0.0|0.0|9.68e-06|5e-05|2.74|0.0|0.000288|5.0501|3.5056|-1744.492044|0.2783|245.51|544.04|0.6862699999999999|0.1415|-0.14879|3.8495|-0.20313|0.0455651|26.0|7.5901|7.5901
16d_a32|1|1|3.311658163|0.0|0|7.765993078999999|0|0|0.609420775|0.0|0.170838661|-0.087123461|0|0.0421759259999999|-0.7589895790000001|-0.00839148|-0.134892903|-0.0517549079999999|3|3|-0.005427254|0.021406827|-0.239509216|-0.68301199|0|0.8575664540000001|0.107238939|0.916850163|0.7689748270000001|1|0.7554930740000001|-0.11491796|-0.036437402|-39.15098916|0.615749698|-1.493933474|71.91900971|0.4429631189999999|2588.214866|440.9688416|3152.666302|0.384250302|11.16880283|5768.495166|224.2805611|34.53986301|0.0332953229999999|-135.1223777|1416.134383|19.43393087|0.0|1.0|1.0|3.35|3.01|0.18|-6.59|3.82|149.27|1.0|0.0|6.0|26.0|5.0|-6.62|385.46|1.0|0.0|2.22e-06|6.659999999999999e-05|2.86|0.0|9.84e-05|3.6271|3.6271|-1877.360551|0.2915|341.83|489.97|0.70217|0.2915|-0.15009|3.2048|-0.20077|0.02818209|8.0|8.1135|8.1135
18_a31|1|0|3.281949877|0.0|0|7.401841579|0|0|0.610137226|0.0|0.0690370959999999|-0.138136629|0|0.0427124179999999|-0.640807491|-0.009923585|-0.001973566|-0.096301845|2|2|-0.007811355|-0.084218532|-0.107017926|-0.604728055|0|0.8595579409999999|0.022160691|0.904870098|0.838968212|0|0.72588713|-0.129469649|-0.040279446|-44.60622732|0.7774768320000001|-1.81257508|77.69074057|0.4492048839999999|2241.561812|426.0718665|1935.374782|0.222523168|12.84812443|4856.251645|130.6137795|30.40953623|0.01673486|-325.73954460000004|1368.42913|9.822812434|1.0|1.0|1.0|3.41|2.85|0.28|-6.54|3.48|119.14|1.0|0.0|7.0|25.0|4.0|-6.72|356.44|0.0|0.0|2.42e-05|0.000241|2.47|0.0|0.000104|5.0092|3.9105|-1465.528656|444.0|247.51|541.33|0.70058|0.2457|-0.16212|3.0607|-0.19914|0.04825999|0.13|6.8861|6.8861
8h_a8|1|0|2.975382653|0.0|1|7.05012252|0|0|1.3918396709999998|1.241306689|0.038482973|-0.249095464|0|0.046205674|-0.485274006|-0.007796225|-0.085125857|0.007079485|1|1|-0.007036544|0.021094825|0.254819201|-0.53822084|0|0.6971223040000001|0.111824921|0.751162751|0.56916135|0|0.602405134|-0.11302328|-0.048805507|-39.07081527|0.918315905|-2.147442322|78.73029948|0.451435543|2623.688756|354.18563860000006|2019.780061|0.081684095|13.58738632|5956.417906000001|48.02637252|31.2477685|0.00764059|-491.8998117|1374.901814|4.492304417|0.0|0.0|0.0|3.11|2.73|0.0|-7.95|4.72|80.88|2.0|0.0|4.0|29.0|4.0|-5.98|391.37|0.0|0.0|6.11e-06|1.01e-05|3.82|0.0|4.43e-06|4801.0|3.7327|-1361.651799|0.3011|258.25|480.09|0.69844|272.0|-0.15475|3.4779|-0.21819|0.03330037|11.59|4.9359|4.9359
8e_a8|1|0|3.01599663|0.0|1|7.05012252|0|0|1.394799502|1.311619189|-0.018155171|-0.205927741|0|0.0427891159999999|-0.539547088|-0.005310149|-0.102167262|-0.051339286|1|1|-0.004224671|-0.0015448089999999|0.183313231|-0.475941912|0|0.7233950809999999|0.02023118|0.7742101929999999|0.636205913|0|0.661490276|-0.105450888|-0.04393787|-39.238709|0.803307236|-2.109017754|83.37098475|0.483244415|2692.975753|403.5112981|2080.07805|0.196692764|14.52755918|6095.6213210000005|119.9832494|33.36487904|0.0184428869999999|-370.0368722|1601.514194|11.25022336|0.0|0.0|0.0|3.2|2.98|0.04|-7.78|4.17|90.11|2.0|0.0|5.0|30.0|4.0|-6.14|403.41|0.0|0.0|5.34e-06|1.25e-05|3.69|0.0|6.63e-06|4.6303|3.2737|-1376.957298|0.3731|267.77|526.86|0.7013|0.1671|-0.13719|6.1505|-0.19972|0.03298991|19.89|4.7014|4.7014
43_a18|0|0|0.0|0.0|0|7.03438793|2|2|1.251175234|0.0|0.032999679|-0.01369899|1|0.033734062|-0.397752066|0.002712865|0.031746165|-0.032429984|0|0|0.003801459|-0.079184068|-0.2093696189999999|-0.460675034|0|0.713379703|-0.023109314|0.7458234990000001|0.712848727|0|0.852344887|-0.0822489459999999|-0.0311212229999999|-49.60799696|0.8743733490000001|-2.302970476|59.84418608|0.481954273|3172.923606|661.9512957999999|1579.614523|0.125626651|19.33108376|7428.282915000001|97.56464265|27.64206062|0.007193089|-581.4944803999999|2045.512486|5.5863235410000005|1.0|1.0|1.0|4.54|0.0|0.34|-9.6|4.08|76.5|3.0|1.0|9.0|38.0|3.0|-5.78|508.65|0.0|0.0|3.55e-07|1.09e-06|5.1|0.0|1.28e-07|3.2233|3.2233|-1611.621186|0.5429|384.65|702.4|0.6926800000000001|0.5429|-0.13196|3.0482|-0.18145|0.02315412|625.0|6.2041|6.2041
6_a3|0|0|0.0|0.0|0|6.823286122000001|0|0|0.605016564|0.0|0.155665791|-0.106234254|2|0.038650794|-0.330577816|-0.007540435|0.05584062|0.032782484|1|1|-0.006696449|-0.0445675709999999|0.036673175|-0.594308852|2|0.790667152|-0.155862559|0.8632654590000001|0.773152968|1|0.783322023|-0.098669224|-0.037726468|-24.56680878|0.80281499|-1.282699916|57.46859326|0.387883362|2196.107822|390.8623623|1899.385061|0.19718501|8.982311462|4992.54948|98.39146166|23.4484528|0.0150025189999999|-302.19751|797.2473951000001|7.485963593999999|1.0|1.0|1.0|3.05|2.65|0.0|-7.48|4.66|92.93|1.0|0.0|2.0|23.0|3.0|-5.68|338.81|0.0|0.0|3.67e-06|1.34e-05|3.79|0.0|1.11e-05|5.8279|3.3963|-1731.735113|0.1997|212.74|366.93|0.69323|129.0|-0.1465|2.8131|-0.21179|0.03079258|1778.0|5.7501|5.7501
17a_a25|0|0|0.0|0.0|1|6.842683282|0|0|1.373200859|1.826085128|0.0055894319999999|-0.036457743|2|0.043274232|-0.248224991|0.0063846319999999|-0.0688716509999999|0.006360768|1|1|0.006423059|-0.02776212|-0.07654898|-0.362222339|2|0.748718056|0.168247187|0.8005589320000001|0.659740852|1|0.874586929|-0.079378741|-0.0297670279999999|-40.379488|0.755980502|-1.666953566|53.50212109|0.468791604|2907.309477|623.7797651000001|2432.071525|0.244019498|16.93624014|6250.571217000001|174.0415044|28.08362601|0.015373381|-365.1448527|1572.683056|10.96472369|1.0|1.0|1.0|3.48|3.47|0.11|-9.98|5.31|72.7|2.0|0.0|7.0|33.0|4.0|-6.18|433.5|0.0|0.0|7.5e-06|7.44e-06|3.9|0.0|4.54e-08|5.2683|3.9347|-1391.625102|0.4076|235.34|598.67|0.6722|0.1735|-0.16304|3.4677|-0.21559|0.0362293|25.0|7.6021|7.6021
6f_a40|0|0|0.0|0.0|1|8.421342866|1|2|0.604893424|1.750582483|0.134099184|-0.156988665|0|0.038309179|-0.8287570679999999|-0.009302776|0.075227997|-0.190617284|2|2|-0.008368734|-0.233222505|0.092206207|-0.628934821|0|0.836826225|-0.032826285|0.896373207|0.742681934|1|0.655786513|-0.130571562|-0.052228625|-53.89282175|0.8628087240000001|-2.350288117|96.49789556|0.410805404|3021.330686|421.31181889999993|3072.581297|0.137191276|11.87042702|7328.308886|88.13890599|38.88975659|0.013841059|-466.1748926|1750.039046|8.892225517|0.0|0.0|1.0|4.05|2.53|0.21|-3.67|2.66|199.45|1.0|3.0|5.0|30.0|5.0|-6.9|457.55|1.0|0.0|1.13e-07|2.3e-05|3.09|1.0|0.0967|3.5741|2.57|-2426.972609|0.2362|346.89|507.64|0.69911|0.0158|-0.1131799999999999|6.2384|-203.0|0.04845403|42.0|7.3768|7.3768
2_a3|0|0|0.0|0.0|0|6.823286122000001|0|0|0.605017347|0.0|0.176032668|-0.09743592|2|0.034166667|-0.311617665|-0.006049098|0.09933632|0.036301827|1|1|-0.0045709459999999|-0.18746945|0.032450556|-0.568019422|2|0.769486995|-0.192034735|0.8401405609999999|0.841871246|1|0.750206578|-0.09392632|-0.033150466|-20.68016573|0.727984269|-1.127115845|54.67257594|0.458202525|2056.399995|352.0174726|1314.679398|0.272015731|9.016533738|4446.904467|127.637231|21.36736636|0.019143348|-213.9529255|726.4904564|8.982583312000001|1.0|1.0|1.0|2.97|2.22|0.0|-6.89|4.01|92.93|0.0|0.0|2.0|22.0|3.0|-5.93|304.37|0.0|0.0|1.7800000000000002e-05|5.33e-05|3.13|0.0|3.9500000000000005e-05|5.4397|3.3354|-1272.143337|0.1824|227.92|340.69|0.69543|0.0962|-0.14605|4.0121|-0.21028|0.02925101|3981.0|5.4|5.4
