molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|MATS8s|nFaHRing|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
19l_a38|0.0|1|0|0|3.280796643|7.412764017000001|2|2|1.297043246|0.0|-0.007360265|5.351858133|2|0.04391253|0.103904811|0.0|-0.426895387|10.94917392|1|0.000347207|0.217841852|-0.091460175|1|-0.032569307|0|-0.100870929|-51.6277901|-65.35669452|0.200388811|129.8367176|-0.037359603|9.195687319|19.55998015|0.7374102309999999|-33.45088372|65.82033039|0.430111845|518.0872716|-1307.13389|-15.68376675|0.262589769|11.52660233|0.754730276|6705.993411|-846.9234048000001|0.021129331|-307.64756780000005|13.69020024|1.0|1.0|1.0|1.0|3.0|2.7|0.12|4.03|81.23|0.0|135.78|0.0|1.0|32.0|4.0|-6.39|427.48|0.0|3.22|-4.72|1.15e-05|1.89e-05|3.55|0.0|5.27e-08|2.25e-05|-0.0603299999999999|4.08|3354.0|-1409.5865199999998|660.04|337.75|502.31|0.69413|0.7044|0.0233|0.02856649|14.0|7.8633|7.8633
21_a12|0.0|0|0|0|0.0|6.605297921|1|1|0.609915045|0.0|-0.008833375|4.59511985|3|0.037992832|-0.213225401|0.0|-0.362168355|10.31140747|1|-0.001825446|-0.388196876|-0.116098308|2|-0.061915124|0|-0.100098765|-34.60932333|-50.37198585|0.15172224|76.35009799|-0.036878492|3.097071518|0.0|0.770818357|-17.416202300000002|40.76379649|0.473492395|426.8727514|-705.2078018999999|-9.338859985|0.229181643|11.18947411|0.8993077970000001|4652.242111|-354.8766794|0.017360942|-272.5639702|8.736422872|1.0|1.0|0.0|1.0|1.0|2.81|0.12|4.01|78.41|0.0|98.16|0.0|1.0|23.0|4.0|-6.45|319.38|0.0|2.68|-3.76|0.00015|0.000173|2.53|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|2.56|3.9971|-1327.479547|539.67|264.64|397.31|0.59386|0.57644|0.1668|0.02758166|22.0|7.6576|7.6576
17_a3|0.0|0|0|0|0.0|6.823286122000001|0|0|0.605019885|0.0|-0.009450704|4.727387819|2|0.047430556|-0.015463451|1.709081227|-0.349676046|10.31163036|1|-0.006696449|-0.027542873|0.020589494|2|0.1789147639999999|1|-0.096067661|-50.20132919|-48.88298017|0.1969243769999999|100.2028184|-0.039557272|2.672377884|76.17242478|0.840062179|-25.54439812|55.45324083|0.4383349039999999|408.6362608|-684.3617224|-10.24205849|0.159937821|11.12358659|0.780420408|4839.543958|-348.2299886|0.012803096|-346.0738521|6.514715538|1.0|1.0|1.0|1.0|1.0|2.65|0.0|4.96|92.93|0.0|95.5|0.0|1.0|23.0|3.0|-5.61|338.81|0.0|3.71|-4.93|2.96e-06|1.18e-05|3.88|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.57|3.2102|-1731.75233|537.32|386.22|393.58|0.69481|0.69481|0.4062|0.02878063|23.0|7.6383|7.6383
19_a47|0.0|0|1|1|0.0|6.842683282|0|0|1.402889494|1.445775615|-0.00973456|4.727387819|2|0.032764858|0.027033021|1.174354482|-0.4380552029999999|10.95058274|1|-0.010153352|0.074201869|-0.046265509|2|-0.024256505|1|-0.104459947|-58.28861174|-57.87554797|0.360357109|199.6541807|-0.037307124|8.228498913|66.13355777|0.637832605|-32.2945343|73.14028211|0.463378097|354.3911695|-868.1332196000001|-11.45202794|0.362167395|13.17443625|0.8635094740000001|5846.960345|-480.9851737|0.03295186|-152.7310283|18.25682461|0.0|1.0|1.0|1.0|2.0|1.72|0.05|2.49|98.72|0.0|99.2|0.0|1.0|28.0|6.0|-7.22|380.35|0.0|2.34|-3.66|0.000214|0.000217|1.97|0.0|1.2099999999999998e-07|4.59e-05|-0.05326|3.51|3.8423|-1335.75742|571.23|322.68|412.31|0.68924|0.68924|0.3243|0.03178118|0.05|7.3|7.3
47n_a18|0.0|0|0|0|0.0|7.03438793|1|1|1.251175627|0.0|-0.007614955|4.844187086|0|0.032169312|0.017491759|0.0|-0.609196374|10.94702025|0|0.001705837|0.026244774|-0.172015161|0|-0.09714337|0|-0.091185806|-65.43887366|-75.24728669|0.207570604|171.2889916|-0.031974244|7.228646444|47.476904100000006|0.783921929|-54.00070374|74.19865731|0.482565384|653.9193397999999|-2031.676741|-21.77346199|0.216078071|20.17045476|0.932611327|7909.580851999999|-1676.556573|0.01357247|-468.58948260000005|11.20011508|1.0|0.0|1.0|1.0|3.0|0.0|0.31|3.67|105.6|1.0|162.18|1.0|1.0|40.0|4.0|-6.68|539.67|0.0|2.76|-5.24|9.48e-07|5.7e-06|4.1|1.0|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|9.78|3.2028|-1743.3283440000002|879.92|387.11|799.02|0.6914600000000001|0.6914600000000001|0.5056|0.02839695|64.0|7.1938|7.1938
18a_a22|0.0|0|0|0|0.0|6.842683282|0|0|1.194229718|1.854982521|-0.003488994|4.727387819|2|0.038167849|0.033735832|1.6891461019999998|-0.19538364|10.31286146|1|0.007079018|0.059645624|-0.0835538409999999|2|-0.042139855|1|-0.076119803|-34.36220678|-51.6464295|0.073464296|49.84469832|-0.029276847|7.887046626|18.5219848|0.710467198|-23.31437056|45.98663929|0.487405342|628.6440468999999|-1032.92859|-13.47750813|0.289532802|13.72951861|0.950859191|6630.646100999999|-700.830423|0.0193879289999999|-285.5992506|13.15449139|1.0|1.0|1.0|1.0|1.0|3.17|0.08|5.32|100.61|1.0|131.64|0.0|1.0|32.0|4.0|-6.28|436.53|0.0|3.9|-5.16|2.59e-06|6.98e-06|3.78|0.0|3.95e-10|1.73e-07|-0.0706799999999999|3.69|3.4832|-1691.3151059999998|695.35|246.91|531.16|0.35107|0.68577|0.0354|0.01932946|13.0|7.8861|7.8861
14a_a25|0.0|0|0|0|0.0|6.842683282|0|0|1.420015394|1.667057351|-0.004483962|4.727387819|2|0.038167849|0.051906412|1.975771616|-0.255585831|10.93106303|1|0.006158124|0.085350921|-0.0469914379999999|2|-0.085643386|1|-0.084207356|-45.72658614|-55.27820709|0.149573695|98.18816423|-0.033365179|5.546443318|58.18995584|0.8067529940000001|-30.017374100000005|54.17569023|0.492236681|558.2652611000001|-1160.842349|-14.37809314|0.193247006|14.55676745|0.969421506|6315.975408|-762.0389362000001|0.01323706|-402.7381076|8.689513304|1.0|1.0|1.0|1.0|1.0|3.06|0.08|4.44|72.7|0.0|126.26|0.0|1.0|32.0|4.0|-5.91|419.48|0.0|3.81|-5.29|4.03e-06|5.13e-06|4.16|0.0|2.58e-10|1.08e-07|-0.05083|5.79|3.9479|-1352.298438|689.55|231.18|548.29|0.42461|0.6714|0.1756|0.03250632|207.0|6684.0|6684.0
18_a10|0.0|0|0|0|0.0|7.78113851|2|2|1.243178376|2.142254323|-0.00309846|5.733341277|2|0.035770975|-0.092424959|2.026949641|-0.1859075939999999|10.92966688|1|0.010573165|-0.144233311|-0.091730492|2|0.048377088|1|-0.076052353|-36.52271591|-48.27152552|0.114447045|72.64119073|-0.024889861|7.692822451|123.3621791|0.641615544|-23.18149476|48.64284759|0.4670293179999999|562.0732377|-868.8874593|-10.02718922|0.358384456|13.51828833|0.876275815|6213.631543|-551.4954071000001|0.020666062|-179.7708584|13.11704755|0.0|1.0|1.0|1.0|0.0|3.41|0.32|4.65|62.06|0.0|119.81|0.0|1.0|31.0|5.0|-6.34|412.48|0.0|3.67|-4.77|3.34e-05|1.7100000000000002e-05|3.49|0.0|1.32e-08|5.44e-06|-0.0495699999999999|2.65|3.7977|-1336.433782|687.19|214.93|504.61|0.37729|0.6866300000000001|0.1637|0.02974086|0.13|6.8861|6.8861
16e_a32|0.0|1|1|1|3.343660084|7.765993078999999|0|0|0.609420752|0.0|-0.0154404319999999|5.733341277|0|0.040982906|-0.04474426|2.080236877|-0.772021601|10.31100268|3|-0.002310082|-0.079817994|-0.123297852|0|0.096017785|1|-0.117338144|-55.957388|-75.36830928|0.209694841|134.6906051|-0.037448344|9.961663868|39.27920316|0.702226562|-35.94239328|71.46633549|0.458956284|507.6266039|-1130.524639|-15.45011555|0.297773438|12.15001203|0.848279482|6142.277629|-726.1554308999999|0.023323257|-259.78720209999994|14.98092934|1.0|1.0|1.0|1.0|2.0|3.36|0.26|6.03|149.27|0.0|111.95|1.0|1.0|28.0|5.0|-6.15|413.52|1.0|3.77|-4.75|2.58e-07|1.7899999999999998e-05|3.76|0.0|4.18e-08|1.73e-05|-0.0505899999999999|4.59|3.6214|-1955.993572|677.82|342.37|552.79|0.7022|0.7022|0.2858|0.02792775|7.0|8.1367|8.1367
11_a4|0.0|0|0|0|0.0|7.535296702|1|1|0.626711769|2.159635561|-0.001098364|5.4161004020000005|2|0.03617284|-0.017835936|2.216390726|-0.056016567|10.33765061|1|0.010782511|-0.030003079|-0.0278843589999999|2|-0.163623353|1|-0.06530408|-31.35942689|-37.74083422|0.069886591|40.38918044|-0.023620625|3.118219598|59.55648883|0.7560913159999999|-18.12338426|36.75497433|0.480360734|537.5354202000001|-641.5941818|-7.889214068999999|0.243908684|13.18281017|0.924411925|5425.1341090000005|-370.7930613|0.011937709|-296.0029432|6.89909579|1.0|1.0|1.0|1.0|0.0|3.49|0.23|4.97|68.9|0.0|111.64|0.0|1.0|27.0|3.0|-5.74|372.49|0.0|4.16|-4.97|7.27e-06|1.06e-05|3.99|0.0|8.89e-09|3.31e-06|-0.05582|3.2|3.78|-1467.463842|630.04|252.67|479.99|0.4444|0.65942|0.0403|0.02336674|0.11|6.9586|6.9586
10_a32|0.0|1|1|1|3.294952523|7.765993078999999|0|0|0.6094207629999999|0.0|-0.016404762|5.733341277|0|0.03995614|-0.020186906|2.067772926|-0.771023817|10.31100271|3|-0.00369116|-0.03673326|-0.1260956869999999|0|0.012125768|1|-0.1223816869999999|-54.55170955|-75.59866726|0.237716043|146.8439966|-0.038939628|9.828875607|52.24660367|0.6946347429999999|-33.69815077|70.46302679|0.449853016|470.8845962|-1058.381342|-14.85891856|0.305365257|12.86809583|0.81769605|5842.926058|-653.7924168|0.025106509|-240.4628923|15.50900878|1.0|1.0|1.0|1.0|2.0|3.12|0.22|5.64|149.27|0.0|107.14|1.0|1.0|27.0|5.0|-6.44|399.49|1.0|3.42|-4.41|9.17e-07|3.89e-05|3.23|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|4.12|3.6441|-1916.668776|654.7|340.24|533.89|0.70228|0.70228|0.2983|0.03701539|7.0|8.1427|8.1427
12j_a36|0.0|1|0|0|3.502198129|7.412764017000001|2|2|0.6293514410000001|0.0|-0.007086381|5.351858133|2|0.039061728|0.091496219|0.0|-0.41101009|10.33556498|1|0.003710345|0.161289379|-0.07550872|1|-0.1241793309999999|0|-0.105480639|-46.2113679|-69.66341599|0.147413708|97.35760604|-0.037113558|7.921272637|2.098786266|0.7758129420000001|-30.5197407|58.20533756|0.457280037|563.0803357000001|-1323.6049039999998|-16.18812775|0.224187058|13.78874575|0.8425708820000001|6352.018345|-874.1588982999999|0.016546717|-364.314663|10.92807939|1.0|1.0|1.0|1.0|2.0|0.0|0.17|3.33|94.5|0.0|135.47|0.0|1.0|31.0|4.0|-6.64|427.52|0.0|2.33|-4.51|1.4300000000000002e-05|3.09e-05|3.19|0.0|8.95e-08|3.83e-05|-0.05098|3.37|3.7807|-1670.448063|694.28|238.1|536.01|0.37116|0.69967|98.0|0.02793415|0.01|8.0|8.0
12t_a36|0.0|1|0|0|3.500121488|7.412764017000001|2|2|1.297042607|0.0|-0.00673635|5.351858133|2|0.041767677|0.035510516|0.0|-0.404180985|10.95395385|1|0.0045625|0.059266516|-0.101854847|1|-0.009662203|0|-0.100615514|-48.97252784|-67.01551397|0.166244358|110.727965|-0.035934112|7.820109571000001|0.417511887|0.78316808|-32.61842026|60.71345614|0.48189543|555.3275093999999|-1340.3102789999998|-15.94144641|0.21683192|15.36435856|0.930112292|5936.009091|-892.7209991000001|0.01547607|-377.2113003|10.30792105|1.0|0.0|1.0|0.0|2.0|0.0|0.21|3.62|69.2|0.0|133.52|0.0|1.0|31.0|4.0|-6.33|409.49|0.0|2.4|-4.57|2.48e-05|2.6600000000000003e-05|3.47|0.0|4.38e-08|1.7899999999999998e-05|-0.05302|3.87|3.6694|-1311.585049|713.6|319.18|562.72|0.69297|0.70313|0.0155|0.03230976|8.0|8.0969|8.0969
17d_a50|0.0|0|1|1|0.0|8.105609402|2|2|1.338814635|4.380250483|-0.002166617|6.042632834|1|0.031990741|0.006071856|2.234730384|-0.140830095|10.94500663|2|0.01245647|0.009780681|-0.200725906|1|-0.1921395789999999|1|-0.069790853|-30.63468215|-48.40178147|0.070113177|48.62532158|-0.025589979|7.31681784|86.38197811|0.75405703|-21.24595322|41.18485076|0.445708152|644.9008302|-1064.839192|-12.30823045|0.24594297|12.62170017|0.8041037459999999|6281.764548|-738.4938272999999|0.013178555|-352.3903892|9.139672835|0.0|1.0|1.0|1.0|0.0|3.68|0.35|4.0|51.77|0.0|133.19|0.0|1.0|32.0|4.0|-6.25|424.54|0.0|3.68|-4.88|3.17e-05|1.31e-05|3.72|0.0|8.55e-08|3.63e-05|-0.03251|3.41|4.0506|-1335.989008|727.15|306.09|579.45|0.66103|0.66103|0.1819|0.02625058|74.0|7.1308|7.1308
14e_a23|0.0|0|1|1|0.0|7.423568444|0|0|1.197957573|3.052208981|-0.008865361|5.351858133|2|0.044241453|0.023369734|0.650989437|-0.4787294729999999|10.3132176|2|0.001951778|0.072830644|-0.07256543|2|0.133270225|1|-0.089453046|-51.07141556|-62.2612068|0.074607942|51.92870134|-0.03935934|8.73073591|0.5612316039999999|0.796525872|-35.54678231|63.61519626|0.49543439|644.0923882999999|-1369.74655|-19.06744972|0.203474128|15.89643482|0.981902808|7663.17288|-953.3724859|0.017954325|-412.7765217|12.49658915|0.0|1.0|1.0|1.0|1.0|3.62|0.09|4.42|105.02|1.0|125.29|0.0|1.0|34.0|7.0|-6.06|479.48|1.0|4.5|-5.79|4.1200000000000004e-07|1.61e-06|4.46|0.0|5.94e-09|2.85e-06|-0.08122|4.2|3.7033|-1966.96594|706.39|334.8|571.39|0.63922|0.63922|0.3178|0.02250947|3.0|8.5214|8.5214
8e_a46|0.0|0|0|0|0.0|7.727094485|1|1|1.160371308|2.161814059|-0.001015139|5.533389489|2|0.043238095|-0.126773923|0.0|-0.046696417|10.96411233|1|0.0123581919999999|-0.203086023|-0.08488645|2|-0.241393458|0|-0.065982313|-27.16690715|-33.59778824|0.078647648|40.04689925|-0.023017086|2.482871976|53.05984592|0.7492419109999999|-13.83322216|32.04299109|0.444693313|469.146955|-503.9668235|-5.967832774|0.2507580889999999|9.911785304|0.8008066970000001|4239.252176|-256.61680930000006|0.011830243|-253.8248986|6.023886838999999|0.0|0.0|1.0|1.0|0.0|2.93|0.32|4.09|43.6|0.0|91.93|0.0|1.0|23.0|3.0|-6.02|304.39|0.0|3.21|-4.04|0.0002569999999999|9.15e-05|3.01|0.0|2.16e-07|6.57e-05|-0.03175|3.0|4.5092|-954.9296396|552.99|274.96|457.96|0.6967|0.6967|0.2162|0.024010215|406.0|6.3915|6.3915
7_a4|0.0|0|0|0|0.0|7.535296702|1|1|1.343865525|2.060422336|-0.001729561|5.4161004020000005|2|0.037694444|-0.07290303|2.048170299|-0.076100699|10.92992954|1|0.008242591|-0.162314698|-0.042220092|2|0.022270259|1|-0.071288428|-32.72992462|-35.88407105|0.174169393|87.67070691|-0.026733161|3.726212114|79.08210981|0.7179916670000001|-16.47508541|40.13253521|0.437317462|415.6938929|-538.2610657|-6.773539148999999|0.282008333|9.797542165|0.7772010559999999|5022.496714|-270.9415659|0.016800137|-219.4585767|8.456594282000001|1.0|0.0|1.0|1.0|0.0|2.7|0.15|4.42|43.6|0.0|95.07|0.0|1.0|25.0|4.0|-6.03|330.36|0.0|3.56|-4.41|0.000156|3.92e-05|3.22|0.0|3.49e-08|1.15e-05|-0.05217|2.91|4.0379|-1089.870249|538.92|307.05|365.73|0.59702|0.59702|0.0697|0.02317758|151.0|6821.0|6821.0
4_a3|0.0|0|0|0|0.0|6.823286122000001|0|0|0.60501714|0.0|-0.008561428|4.727387819|1|0.035345345|-0.08769805|1.882124381|-0.325334256|10.31162267|1|-0.007022144|-0.208888686|0.053425134|1|-0.028924747|1|-0.098695428|-52.4583525|-46.9200748|0.25946603|123.350856|-0.039478171|1.809595554|77.51574252|0.866976271|-24.93884341|56.26480013|0.415852758|352.05186289999995|-656.8810472|-8.922372453|0.133023729|8.648209506|0.711897153|4885.093366|-312.2830359|0.0100954959999999|-348.9230345|4.799426464|1.0|0.0|1.0|1.0|1.0|2.6|0.0|5.3|80.04|0.0|92.65|0.0|1.0|23.0|3.0|-5.21|321.37|0.0|4.09|-5.09|2.02e-06|8.22e-06|4.3|0.0|2.950000000000001e-08|9.48e-06|-0.0584299999999999|3.53|3.4771|-1355.332318|504.29|208.93|338.33|0.3809|0.6896|119.0|0.02921941|1259.0|5.9|5.9
12s_a30|0.0|0|0|0|0.0|7.412764017000001|2|2|0.604984545|0.0|-0.007621736|5.351858133|2|0.04625323|-0.0601024909999999|0.0|-0.403952011|10.31162892|1|-0.001131023|-0.1597740919999999|-0.0546637159999999|1|0.006789196|0|-0.103647048|-58.75255278|-67.11451776|0.2932862089999999|189.9114627|-0.040189672|8.102485674|0.0|0.790481833|-38.04400919|71.26547471|0.467381416|457.6180044|-1275.175837|-16.8513047|0.209518167|15.14544373|0.877516163|6639.7334200000005|-825.7139305|0.017398791|-376.1910929|11.26623|1.0|1.0|1.0|0.0|1.0|0.0|0.14|4.67|81.65|0.0|127.19|0.0|1.0|31.0|6.0|-6.06|434.46|0.0|3.21|-5.17|3.24e-06|6.71e-06|4.07|0.0|6.900000000000002e-08|3e-05|-0.0551|4.32|3.5348|-1774.236634|677.35|245.81|526.07|0.43338|0.68458|0.1576|0.03401064|7.0|8129.0|8129.0
9o_a24|0.0|1|0|0|2.9340792330000003|6.605297921|1|1|1.294229152|0.0|-0.007052095|4.59511985|3|0.028472222|-0.087807028|0.0|-0.387865233|10.94506726|1|0.002019902|-0.145366976|0.00177843|2|-0.0062180169999999|0|-0.08834189|-51.29122728|-51.14964436|0.229726192|133.0106596|-0.032911684|6.1994599720000005|44.8382925|0.668046377|-29.69744072|61.99847688|0.4861134689999999|445.9858336|-971.8432428|-11.03321234|0.331953623|11.83284872|0.945954873|6697.297449000001|-562.6938294|0.026064002|-194.5965258|15.09096602|1.0|1.0|1.0|1.0|2.0|2.84|0.04|3.75|92.79|0.0|120.73|0.0|1.0|32.0|5.0|-6.83|421.45|0.0|3.01|-4.4|3.2500000000000004e-05|3.9500000000000005e-05|2.88|0.0|1.24e-08|5.23e-06|-0.04527|4.41|4.2643|-1388.147972|611.03|210.85|432.84|0.41688|0.65292|0.0288|0.0533144|446.0|6.3507|6.3507
14t_a23|0.0|0|1|1|0.0|7.423568444|0|0|1.197962538|3.410065804|-0.005383494|5.351858133|2|0.045277778|0.073534004|0.758345646|-0.290708696|10.31321779|2|0.01180744|0.134446672|-0.074441567|2|0.113493155|1|-0.079253435|-36.09926385|-51.65035498|0.079043164|51.51331913|-0.033286443|7.404291213|42.20767549|0.799945841|-23.52629623|47.46057034|0.465981891|600.1979272000001|-1084.657455|-14.13766923|0.2000541589999999|14.13931199|0.872595673|6523.656379|-706.8834616|0.014352462|-390.9561553|9.353660614|0.0|1.0|1.0|1.0|1.0|3.49|0.09|3.88|105.02|1.0|125.25|0.0|1.0|31.0|4.0|-6.1|425.51|0.0|3.78|-5.25|1.43e-06|5.61e-06|3.94|0.0|1.65e-08|7.03e-06|-0.06666|3.79|3.2060000000000004|-1669.240512|692.08|311.09|534.86|0.5824199999999999|0.68886|0.0003|0.02135191|4.0|8.3979|8.3979
12d_a40|0.0|0|0|0|0.0|7.515889085|0|0|0.60499064|1.753432382|-0.008004393|5.4161004020000005|0|0.043185185|0.209157499|0.794852923|-0.288158151|10.31197256|2|-0.002126898|0.3683138529999999|0.127299624|0|-0.0065648919999999|1|-0.091630294|-50.68561427|-48.54239742|0.159568585|84.53363343|-0.038873458|3.286773518|60.80168183|0.844283549|-26.85139526|56.88984065|0.470893531|445.2300015|-679.5935638999999|-10.90981687|0.155716451|14.88744155|0.8899787840000001|5101.479206|-360.0239567|0.01245259|-364.7778083|6.596929268999999|1.0|1.0|1.0|1.0|1.0|2.94|0.0|4.59|84.45|1.0|96.16|0.0|1.0|23.0|2.0|-5.13|361.25|0.0|4.21|-5.58|5.58e-07|2.61e-06|4.75|0.0|1.44e-07|5.2e-05|-0.07765|4.14|2.7962|-2153.197255|552.57|282.05|435.41|0.55983|0.70435|115.0|0.0164339|19.0|7.7212|7.7212
12o_a36|0.0|1|0|0|3.444418304|7.412764017000001|2|2|1.297042837|0.0|-0.0100574069999999|5.351858133|2|0.040770975|0.03842353|0.0|-0.613501857|10.96036596|1|-0.000472698|0.065221584|-0.126068378|1|0.141570244|0|-0.10624773|-59.0895896|-76.51720886|0.2407887189999999|173.4105814|-0.03541591|12.13767506|112.1259723|0.666462845|-42.554984000000005|75.94332024|0.469699889|546.7667677000001|-1453.826968|-18.36865355|0.333537155|13.80895167|0.885724665|6622.134304|-1047.013252|0.026586303|-239.7655413|19.1468529|0.0|0.0|1.0|0.0|3.0|0.0|0.17|2.38|98.3|0.0|138.06|0.0|1.0|33.0|5.0|-7.66|438.48|0.0|1.47|-3.64|0.000292|0.000227|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|4.5|3.8726|-1440.969954|728.07|238.77|560.88|0.36719|0.67273|0.2888|0.04371335|0.04|7.3979|7.3979
2_a33|0.0|1|1|1|3.396444161|7.765993078999999|0|0|0.609420748|0.0|-0.009168933|5.733341277|0|0.039958333|-0.049900189|2.112255684|-0.476784502|10.31100266|3|-0.000810928|-0.0881938509999999|-0.083752249|0|-0.0212158239999999|1|-0.104047115|-49.13901703|-63.57699532|0.1804845889999999|110.28338390000002|-0.031851158|6.889294995|44.34034244|0.702597735|-30.02592687|60.41371259|0.4699986339999999|500.7570617|-953.6549298|-11.89228027|0.297402265|11.60906093|0.8867875909999999|6067.635829|-582.7217333|0.019430318|-247.5908207|11.8727102|1.0|1.0|1.0|1.0|2.0|3.51|0.3|6.7|140.04|0.0|115.28|1.0|1.0|28.0|4.0|-6.17|411.54|1.0|3.98|-4.78|4.44e-07|1.6800000000000002e-05|3.72|0.0|2.13e-08|8.78e-06|-0.04967|5.11|3.6281|-1920.079174|655.74|341.74|525.38|0.70205|0.70205|0.2911|0.02972182|6.0|8.2596|8.2596
13_a15|0.0|0|0|0|0.0|0.0|1|1|1.4356889940000002|0.0|-0.006348913|0.0|3|0.029206349|-0.006938727|0.0|-0.393632585|10.95980212|0|0.003766915|-0.010882979|-0.173728081|2|0.008210506|0|-0.098053528|-43.2365883|-61.86632281|0.114512421|72.25096855|-0.033811561|6.447664726|0.0|0.755283433|-27.279882500000003|53.45565817|0.482317225|558.6934137000001|-1237.326456|-13.46007201|0.244716567|10.07307988|0.931684902|7196.400881999999|-780.6841766|0.01672103|-322.1392954|10.55004024|1.0|1.0|0.0|0.0|1.0|4.19|0.07|4.33|59.51|0.0|138.24|0.0|1.0|34.0|4.0|-5.26|448.52|1.0|4.61|-6.1|4.77e-07|7.970000000000001e-07|5.32|0.0|1.27e-09|5.7e-07|-0.03946|5.04|2.5721|-1450.756042|674.36|314.52|549.33|0.63827|0.70626|0.0003|0.02844037|6.0|8.2218|8.2218
6_a27|0.0|1|0|0|2.6137160880000003|6.823286122000001|0|0|1.404458667|1.7996617540000002|-0.007874167|4.727387819|2|0.042942943|-0.237047381|1.221528093|-0.330715016|10.93737136|1|0.0058042269999999|-0.406859288|-0.1044763|2|-0.1322552659999999|1|-0.090025109|-38.92545695|-44.56839492|0.214952384|106.4156743|-0.034625042|5.03713293|61.10118428|0.774820398|-19.27068071|49.10012093|0.47262982|388.6505938|-668.5259238|-8.486272674|0.2251796019999999|9.500048379|0.896201262|4761.820508|-330.96463430000006|0.01635203|-272.1086175|8.095338503999999|0.0|0.0|0.0|0.0|1.0|2.49|0.11|3.48|76.46|0.0|92.65|0.0|1.0|24.0|4.0|-6.55|317.34|0.0|2.71|-3.82|0.000242|0.000153|2.37|0.0|2.16e-07|6.86e-05|-0.04793|4.27|4.1391|-1043.831559|526.9|223.61|401.49|0.3366099999999999|0.61083|163.0|0.02494141|1.0|9.0|9.0
12f_a40|0.0|0|0|0|0.0|7.515889085|0|0|0.604990261|1.768354671|-0.006206277|5.4161004020000005|0|0.040501792|0.070099257|0.807254372|-0.235838511|10.31197207|2|0.006841832|0.115814835|-0.033224348|0|-0.160218113|1|-0.082198664|-37.02024147|-45.41519509|0.090006088|49.72883796|-0.032879466|6.57837176|61.55859085|0.7314440520000001|-20.45387851|48.92668311|0.490421149|502.7764322|-635.8127312999999|-10.03685385|0.268555948|16.49362536|0.962404834|5326.217734000001|-351.2898849|0.0201199619999999|-255.7481174|11.1163852|1.0|1.0|0.0|0.0|0.0|3.61|0.06|5.35|67.66|0.0|98.25|0.0|1.0|24.0|3.0|-4.76|376.26|0.0|4.76|-5.99|2.66e-07|1.02e-06|5.4|0.0|4.81e-08|1.8100000000000003e-05|-0.07761|4.77|2.8374|-2212.359379|572.63|286.25|487.85|0.6679999999999999|0.7029|0.3858|0.01077929|0.38|6.4202|6.4202
3g_a32|0.0|1|1|1|3.542426304|7.78113851|0|0|0.60942078|0.0|-0.006258272|5.733341277|0|0.05052381|-0.058985916|2.2144733530000003|-0.2816222539999999|10.31100273|3|0.002565215|-0.105402305|-0.074808287|0|-0.1015732219999999|1|-0.098311343|-38.9071564|-54.47722347|0.112304055|62.23099889|-0.030429702|3.683575459|0.0|0.8007401590000001|-21.55960626|45.55465473|0.447358137|491.89858160000006|-708.2039051|-9.343731735|0.199259841|10.70834299|0.809490137|5058.622432|-392.4367329|0.01096673|-333.29803589999995|6.076989555|1.0|1.0|1.0|1.0|1.0|3.44|0.28|7.02|110.94|0.0|102.55|0.0|1.0|24.0|3.0|-4.9|354.49|0.0|4.61|-5.59|8.12e-08|2.58e-06|5.02|0.0|5.08e-08|1.8e-05|-0.0535|4.13|3.5456|-1712.060085|593.24|349.68|495.4|0.70275|0.70275|0.2859|0.02384763|14.0|7.8539|7.8539
