molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|MATS8s|nFaHRing|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
14b_a25|0.0|0|0|0|0.0|6.842683282|0|0|1.420015222|1.616664856|-0.004720915|4.727387819|2|0.038137255|0.001683506|1.929508048|-0.273813082|10.93106299|1|0.004892038|0.0028569959999999|-0.043923908|2|-0.085205646|1|-0.084160084|-52.75064158|-58.29440389|0.140371985|97.23019209|-0.032728922|7.678174472999999|57.85340824|0.772789587|-36.53830946|63.83568179|0.490638154|595.4307570000001|-1224.182482|-15.70265555|0.227210413|17.06102567|0.963240883|6760.594953|-847.9433995999999|0.015746299|-377.9013888|10.90684621|1.0|1.0|1.0|1.0|1.0|3.21|0.07|4.48|96.49|0.0|130.97|0.0|1.0|34.0|5.0|-6.26|444.49|0.0|3.63|-5.23|2.49e-06|5.86e-06|3.88|0.0|2.23e-10|9.93e-08|-0.0584|5.61|4069.0|-1444.544749|716.14|228.59|603.27|0.34735|0.64983|0.0006|0.03876374|22.0|7.6576|7.6576
13b_a50|0.0|0|1|1|0.0|7.934155233999999|2|2|1.267593379|4.253030728|-0.003876697|5.82008293|2|0.032833333|-0.0204949039999999|2.117002752|-0.263615417|10.94500743|2|0.011379776|-0.03182432|-0.173463805|1|-0.041506802|1|-0.080785633|-36.81915624|-57.74541064|0.093835987|67.07377798|-0.026928544|10.16729727|150.45293569999998|0.700410304|-26.31826007|51.04317051|0.4321103879999999|647.7242444|-1212.6536230000002|-13.75876844|0.299589696|16.75483549|0.7609056040000001|6639.077063000001|-866.8024118999999|0.017277404|-286.5057775|12.34985404|1.0|1.0|1.0|1.0|0.0|4.17|0.37|4.24|66.99|0.0|133.36|0.0|1.0|34.0|5.0|-6.3|455.55|0.0|3.99|-5.1|9.65e-06|7.92e-06|3.91|0.0|5.87e-08|2.68e-05|-0.02606|3.63|4.1161|-1470.401544|780.4|293.0|617.26|0.65332|0.63872|0.1553|0.03156473|1.83|5.7375|5.7375
13g_a6|0.0|1|0|0|3.457632039|6.842683282|0|0|1.424099171|0.0|-0.006574579|4.727387819|2|0.043020833|0.03536788|1.648997541|-0.381325604|10.95053423|1|-0.000644109|0.061423911|-0.12414699|2|0.095969451|1|-0.091949419|-51.67543048|-64.02222283|0.128027951|89.14285747|-0.0323525729999999|8.550546653|0.0|0.7357333540000001|-35.98038956|63.95581946|0.444443571|607.1336751|-1216.422234|-15.68456028|0.264266646|14.34268783|0.7999971709999999|6332.20768|-846.9662551000001|0.017929016|-328.2712049|12.48355309|1.0|1.0|1.0|1.0|2.0|2.34|0.12|5.41|103.17|0.0|128.63|0.0|0.0|33.0|5.0|-6.31|431.49|0.0|3.47|-5.06|2.77e-06|8.8e-06|3.7|0.0|2.67e-11|1.15e-08|-0.07536|3.83|3.2472|-1386.611265|739.55|207.09|592.49|0.38325|0.7034100000000001|0.0105|0.03802398|119.0|6.9245|6.9245
18c_a25|0.0|0|0|0|0.0|6.842683282|0|0|1.193723817|1.959418462|-0.002704524|4.727387819|2|0.043274232|0.007241543|2.069766482|-0.162271435|10.31285373|1|0.007488918|0.01222181|-0.038006869|2|0.084188427|1|-0.0719340379999999|-31.96445203|-47.27625541|0.05198276|34.1639413|-0.026975264|4.140476673999999|0.0|0.7479204509999999|-21.00757374|38.26446885|0.484730247|623.0528232|-992.8013635|-11.65153036|0.2520795489999999|14.65844196|0.940731034|6736.25597|-652.4856999|0.014546814|-325.8749539|9.560410146|1.0|1.0|1.0|1.0|1.0|3.89|0.11|6.29|87.72|1.0|138.65|0.0|0.0|33.0|3.0|-5.85|449.57|1.0|4.77|-5.6|8.86e-07|2.51e-06|4.49|0.0|6.79e-11|3.0499999999999995e-08|-0.0622|4.75|3.3396|-1714.597797|698.86|226.01|547.87|0.31993|0.70516|0.0041|0.02003004|88.0|7.0555|7.0555
34_a47|0.0|0|1|1|0.0|6.842683282|0|0|1.40499556|1.883479676|-0.004157676|4.727387819|3|0.03522792|-0.094313757|1.741433543|-0.191253079|10.98214103|1|0.0047106|-0.208989427|-0.1430639269999999|3|0.046668352|1|-0.090141168|-34.3104683|-49.91779281|0.1739443389999999|96.32577107|-0.029348287|6.048527453999999|0.0|0.653993216|-19.00022922|45.23285281|0.45489212|457.4477611|-698.8490993|-9.000096143|0.346006784|12.96364153|0.834499257|5105.274301|-387.0041342|0.023023142|-170.55473480000003|12.74960652|1.0|1.0|1.0|1.0|1.0|3.0|0.16|3.34|68.52|0.0|99.09|0.0|1.0|26.0|5.0|-6.66|348.38|0.0|3.02|-3.9|0.000267|0.000125|2.49|0.0|3.36e-08|1.17e-05|-0.0545|2.41|3.8892|-1162.4815230000002|585.79|294.66|436.88|0.6602399999999999|0.69314|0.1718|0.03084502|2.0|8.7|8.7
12f_a30|0.0|0|0|0|0.0|7.412764017000001|2|2|0.60498366|0.0|-0.015345198|5.351858133|2|0.041555556|0.1468972409999999|0.0|-0.874676289|10.31162828|1|-0.004395528|0.4304505939999999|-0.077457998|1|-0.043091382|0|-0.108935062|-63.81176255|-76.85198573|0.164253554|115.8783181|-0.0452183279999999|7.815328055|1.45550709|0.815175332|-45.01820228|74.88972286|0.472521727|589.6060704|-1690.743686|-22.5055335|0.184824668|15.86072943|0.8958126809999999|7634.176316|-1192.793275|0.01752821|-444.7025522|12.36587885|1.0|1.0|1.0|0.0|1.0|0.0|0.17|4.43|90.88|0.0|133.96|0.0|1.0|34.0|8.0|-5.66|482.48|0.0|3.42|-5.92|1.99e-07|1.2e-06|5.05|0.0|6.61e-08|3.19e-05|-0.05464|5.52|3.5298|-1988.032639|729.87|245.09|574.31|0.32483|0.68471|0.1596|0.03400408|19.0|7.7144|7.7144
14r_a23|0.0|0|1|1|0.0|7.423568444|0|0|1.197963203|3.201732471|-0.006323791|5.351858133|2|0.045277778|0.014148395|0.7087588690000001|-0.322513347|10.31321824|2|0.0075222369999999|0.033038452|-0.073945564|2|0.03753491|1|-0.085881409|-40.32463891|-55.30494931|0.133777381|86.14846171|-0.03654528|7.956082857|55.62948521|0.7882228370000001|-25.96781003|52.67940305|0.4661909429999999|557.8203557999999|-1106.098986|-15.15517566|0.211777163|14.15357616|0.873329024|6744.848704999999|-712.2932561000001|0.017092103|-371.2130393|11.00678143|0.0|1.0|1.0|0.0|1.0|3.06|0.05|3.78|105.02|1.0|120.24|0.0|1.0|31.0|5.0|-6.31|429.47|0.0|3.7|-5.11|2.66e-06|7.73e-06|3.68|0.0|2.14e-08|9.18e-06|-0.06842|3.72|3.1797|-1729.1556449999998|678.08|208.71|513.71|0.30482|0.68115|0.0008|0.02296354|5.0|8.2684|8.2684
16i_a32|0.0|1|1|1|3.352437091|7.765993078999999|0|0|0.6094207429999999|0.0|-0.0146198339999999|5.733341277|0|0.0439583329999999|-0.056414399|2.078707411|-0.7748511779999999|10.31100265|3|-0.001202032|-0.098841478|-0.120440534|0|0.134577711|1|-0.114771536|-56.03343427|-75.01027196|0.198505292|129.7354415|-0.036726892|9.540239197|32.3175507|0.718964113|-36.62130242|70.6307405|0.455596751|523.8261846|-1200.164351|-15.6876273|0.281035887|12.57892808|0.836873682|6355.471589|-784.3813651|0.021112022|-286.2130831|13.79800742|1.0|1.0|1.0|1.0|2.0|3.16|0.3|6.25|149.27|0.0|116.75|1.0|1.0|29.0|5.0|-5.93|427.54|1.0|3.96|-5.09|9.25e-08|8.18e-06|4.19|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|4.99|3.6176|-1995.307733|692.96|342.72|573.38|0.70222|0.70222|0.2857|0.02810109|6.0|8.2596|8.2596
4e_a46|-3.742323661|0|0|0|0.0|7.825245291|1|1|0.300205548|2.12386814|-0.005995748|5.587248657999999|2|0.041636905|-0.08224348|0.0|-0.4017151029999999|10.31928077|1|0.002688298|-0.135489528|-0.030065705|2|0.075271624|0|-0.084780904|-63.39469142|-64.33855433|0.246284959|186.9007941|-0.030951758|6.145520557|20.27041189|0.7951078540000001|-48.10898007|71.49283399|0.4753010039999999|571.9794684|-1479.78675|-17.82509456|0.204892146|15.06943449|0.905854609|7615.063066|-1122.980957|0.0125621839999999|-447.9030518999999|9.533193534|1.0|0.0|1.0|1.0|2.0|2.68|0.27|3.05|124.17|0.0|137.28|0.0|1.0|35.0|6.0|-6.6|488.6|1.0|3.5|-5.41|8.29e-07|3.92e-06|3.78|0.0|1.56e-09|7.64e-07|-0.03893|8.03|4.1773|-1884.613031|757.1|292.1|655.69|0.5745600000000001|0.56481|0.3109|0.04805633|154.0|6.8125|6.8125
12b_a50|0.0|0|1|1|0.0|7.927685046000001|1|1|1.397986833|4.058595679|-0.002929899|5.82008293|1|0.034845679|-0.08032584|2.112397566|-0.125985651|10.94501743|2|0.011790103|-0.139522815|-0.168032508|1|0.009081884|1|-0.066155918|-22.92589265|-33.25880166|0.074083915|37.24447201|-0.0237482779999999|5.43117764|86.49656508|0.5731907470000001|-11.52561607|33.72918462|0.430791247|465.4891075000001|-465.6232233|-6.002164865|0.4268092529999999|10.05480253|0.756824707|4672.843578|-234.0844297|0.027586169|-73.59089223|13.86849326|1.0|0.0|1.0|1.0|0.0|2.45|0.11|2.59|48.53|0.0|94.69|0.0|2.0|24.0|3.0|-6.44|313.36|0.0|2.59|-3.84|0.000685|0.000144|2.5|0.0|3.22e-06|0.00101|-0.02974|2.47|3.9305|-1006.664619|539.15|263.3|401.64|0.6016199999999999|0.6581|0.0777|0.02307802|4.74|5.3242|5.3242
9b_a31|0.0|1|0|0|3.338934004|7.765993078999999|1|1|0.610136326|0.0|-0.0141390689999999|5.733341277|0|0.03995614|-0.045938305|0.0|-0.706953442|10.31169871|2|-0.001981487|-0.075191042|-0.143280211|0|0.01752821|0|-0.131125311|-63.73317225|-80.40427495|0.330879448|202.8908225|-0.039058603|13.00794571|552.0968813|0.689175183|-39.08032306|84.94685678|0.469546953|410.2957125|-1125.659849|-14.68594601|0.310824817|15.2652837|0.88518099|5524.468603|-690.2394625|0.025089192|-231.99935|15.38435497|1.0|1.0|1.0|1.0|2.0|2.76|0.32|5.26|117.37|0.0|103.36|0.0|1.0|27.0|5.0|-6.77|384.45|0.0|3.0|-3.86|1.76e-05|0.000137|2.64|0.0|1.44e-07|5.520000000000001e-05|-0.0422899999999999|4.69|3.8435|-1578.839267|663.06|224.94|562.68|0.41622|0.70102|0.2627|0.03769117|63.0|7.2007|7.2007
4f_a49|0.0|0|0|0|0.0|7.535296702|1|1|1.343848013|2.066693174|-0.008903208|5.4161004020000005|2|0.038839506|-0.087861524|1.5830545580000002|-0.418450768|10.92775957|1|0.001714014|-0.14414265|-0.015845165|2|-0.00953448|1|-0.089955514|-55.88123394|-48.83888562|0.262938196|142.7551002|-0.033471819|4.89045046|59.72286429999999|0.718306291|-30.33918719|64.88887164|0.437355335|400.1675422|-781.4221699|-9.866320682|0.2816937089999999|11.20071713|0.7773206840000001|5422.650822|-424.2517893|0.020905063|-237.0468572|11.34983222|0.0|1.0|1.0|0.0|1.0|2.35|0.14|3.42|80.9|0.0|102.08|0.0|1.0|27.0|5.0|-6.6|356.38|0.0|2.85|-4.09|0.000102|8.120000000000001e-05|2.64|0.0|2.92e-07|0.000104|-0.06954|4.07|3.7098|-1179.23587|575.01|268.08|411.94|0.39584|0.68474|0.0579999999999999|0.03476467|0.04|7.3979|7.3979
13d_a6|0.0|1|0|0|3.447870607|7.412764017000001|1|1|1.424214188|0.0|-0.010665225|5.351858133|1|0.041728395|0.077158715|0.0|-0.607917822|10.95129636|1|-0.000899678|0.126028544|-0.106686991|1|-0.027209556|0|-0.110731261|-63.04181168|-75.40072983|0.21137879|143.9350986|-0.039696112|14.27820079|564.780402|0.769432845|-42.92734103|84.01035117|0.4128711229999999|536.999346|-1432.613867|-18.40596467|0.230567155|15.47559904|0.703203572|6185.117192000001|-975.5161277|0.018542644|-366.9322097|12.62632467|1.0|1.0|1.0|1.0|2.0|3.03|0.16|5.38|95.85|0.0|121.6|0.0|1.0|32.0|5.0|-5.88|423.47|0.0|3.74|-5.27|1.11e-06|5.42e-06|4.23|0.0|3.96e-10|1.68e-07|-0.05252|4.5|3.6298|-1389.403308|723.61|255.64|598.06|0.58381|0.7007399999999999|0.2513|0.02846332|0.36|6.4437|6.4437
1_a1 (SKF-104365)|0.0|0|0|0|0.0|7.535296702|1|1|0.626769342|2.196347317|-0.006055958|5.4161004020000005|1|0.0409444439999999|-0.091086986|0.0|-0.218014497|10.33812228|1|0.002250781|-0.221214316|-0.123703409|1|-0.015406451|0|-0.081192283|-31.45099608|-37.55389489|0.186844249|86.42113499|-0.029524467|2.859900586|63.42504103|0.709744919|-14.547040099999998|37.63415922|0.416807085|376.1092109|-450.6467387|-6.316296726|0.290255081|9.042613965|0.71469847|4225.4765640000005|-208.4377919|0.018973797|-194.0267797|8.775956802|1.0|1.0|1.0|1.0|0.0|2.68|0.12|3.93|56.01|0.0|81.72|0.0|1.0|21.0|3.0|-6.01|297.35|0.0|3.27|-4.02|0.000159|9.65e-05|2.96|0.0|9.93e-07|0.000295|-0.03482|3.45|3.8901|-1279.084677|491.18|318.72|358.09|0.70081|0.70081|0.2178|0.02377006|1.6|5.7959|5.7959
2_a20 (SB-505124)|0.0|1|0|0|3.485765306|7.434257382|1|1|1.183764955|0.0|-0.010175551|5.351858133|1|0.05042042|0.013612077|0.0|-0.498602014|10.95129567|1|0.003789399|0.02072518|-0.150708132|1|0.082053195|0|-0.117328885|-45.98170774|-64.55966745|0.230563934|126.8667205|-0.0382594189999999|8.648749117000001|441.9400248|0.831919306|-25.30121848|61.69969596|0.475937029|423.3785776|-968.3950117|-11.58380004|0.1680806939999999|11.3574908|0.908167636|4762.83693|-532.854802|0.011470204|-365.2740749|6.311425784|1.0|1.0|1.0|1.0|1.0|3.1|0.3|5.16|60.03|0.0|97.55|0.0|1.0|25.0|4.0|-5.31|335.4|0.0|3.81|-4.91|5.72e-06|1.22e-05|4.27|0.0|6.070000000000002e-08|2.03e-05|-0.03717|4.57|3.6404|-1089.371784|593.8|340.58|505.82|0.69947|0.69947|0.3267|0.01305739|169.0|6.7721|6.7721
3_a27|0.0|0|0|0|0.0|6.605297921|0|0|1.402697639|3.127072625|-0.00648099|4.59511985|2|0.040512821|-0.172132163|1.177265999|-0.27868256|10.93782973|1|0.00955169|-0.296039263|-0.1984716939999999|2|0.136381755|1|-0.086153958|-31.82136336|-44.61323499|0.137884078|71.40072181|-0.032307734|5.157668895|57.97805043|0.733853752|-16.47810502|41.78149261|0.44566003|446.4308003|-669.1985248999999|-8.663302268999999|0.266146248|11.64968556|0.803947133|4960.583812|-346.53209080000005|0.018747239|-242.1936891|9.707911187|1.0|1.0|0.0|1.0|0.0|3.11|0.05|2.8|65.6|0.0|97.71|0.0|2.0|25.0|4.0|-6.41|329.36|0.0|2.74|-3.99|0.0002|0.000103|2.67|0.0|1.29e-06|0.000423|-0.05512|4.92|3962.0|-1081.905135|547.92|225.24|425.72|0.34864|0.6734600000000001|0.2208|0.02032437|4.0|8.3979|8.3979
6a_a40|0.0|0|0|0|0.0|8.421342866|1|2|0.604893625|1.78213955|-0.014623575|6.401917197|0|0.035707071|-0.146542353|0.775942224|-0.68730803|10.30179985|2|-0.001171195|-0.272320301|-0.021759541|0|-0.012261923|1|-0.117413572|-68.11170799|-73.33687786|0.266249007|166.2999483|-0.049149867|6.397774285|36.84483305|0.8678518190000001|-42.542782200000005|78.35465194|0.41480944|458.303126|-1320.063801|-19.17478857|0.132148181|11.8691482|0.708845065|7059.617542|-824.5159087000001|0.012872604|-459.522754|8.040268001|1.0|1.0|0.0|1.0|1.0|3.01|0.21|4.38|173.43|2.0|120.14|1.0|2.0|29.0|5.0|-6.32|442.53|1.0|3.17|-4.99|7.85e-08|1.03e-05|3.77|0.0|8.950000000000001e-05|0.0396|-0.0926|7.73|2.9836|-2371.579899|649.48|415.55|497.78|0.6782699999999999|0.6782699999999999|0.4015|0.01952089|0.04|7.3979|7.3979
3a_a49|0.0|0|0|0|0.0|7.535296702|1|1|1.343850114|2.09865947|-0.006374689|5.4161004020000005|2|0.0355787039999999|-0.044367345|1.819785|-0.337858497|10.92976559|1|0.000521532|-0.074886415|0.002357097|2|0.012813604|1|-0.088484274|-55.30832478|-51.82200998|0.27109473|158.77029040000002|-0.030698626|5.558553447|59.40691577|0.689774813|-32.39206742|64.79936082|0.474653816|426.893216|-880.9741697000001|-10.52968207|0.310225187|12.49907878|0.903506738|5792.106924000001|-515.9544212000001|0.021141449|-222.2883651|12.38177532|0.0|0.0|1.0|1.0|2.0|2.11|0.18|2.77|98.72|0.0|112.14|0.0|1.0|29.0|5.0|-7.67|384.43|0.0|2.02|-3.3|0.000878|0.000503|1.38|0.0|6.52e-08|2.51e-05|-0.05732|3.16|3874.0|-1254.012043|635.89|240.06|449.68|0.53794|0.66614|0.0793|0.03833529|64.0|7.1938|7.1938
12a_a50|0.0|0|1|1|0.0|7.927685046000001|1|1|1.397770359|4.075037557|-0.002936355|5.82008293|1|0.034845679|-0.111689174|2.112397566|-0.126263256|10.94501645|2|0.011790103|-0.193999688|-0.168032508|1|-0.030758487|1|-0.0663902|-25.57033815|-33.44733598|0.095880311|48.30443297|-0.02383238|5.333473207|69.83817338|0.575218972|-12.88231829|36.15684209|0.469674946|455.4948605000001|-468.2627037|-6.048985111|0.4247810279999999|9.648744341|0.885635975|4665.239724|-235.9104193|0.027455156|-75.79052945|13.83188822|1.0|0.0|1.0|1.0|0.0|2.21|0.11|2.59|48.53|0.0|94.69|0.0|2.0|24.0|3.0|-6.44|313.36|0.0|2.55|-3.84|0.000685|0.000144|2.5|0.0|3.22e-06|0.00101|-0.03366|2.47|4.0783|-1006.659456|545.54|304.01|394.52|0.65267|0.65267|0.1807|0.02648238|75.0|7.1249|7.1249
12j_a30|0.0|0|0|0|0.0|7.412764017000001|2|2|0.604984421|0.0|-0.006336585|5.351858133|2|0.043848238|-0.02473642|0.0|-0.354848778|10.31162861|1|0.005965451|-0.0431311459999999|-0.053644471|1|0.0060012969999999|0|-0.094132698|-47.76354083|-60.832977500000005|0.157800959|101.9784021|-0.036204884|6.520746879|0.0|0.8134611009999999|-30.8670468|57.85371764|0.476658597|544.2686362000001|-1216.65955|-15.12043521|0.1865388989999999|15.41574553|0.91079856|6105.3402670000005|-786.2626307999999|0.01349128|-405.1466163|8.71869951|1.0|1.0|1.0|0.0|1.0|0.0|0.17|4.35|81.65|0.0|132.24|0.0|1.0|30.0|4.0|-5.81|412.51|0.0|2.91|-5.15|2.21e-06|7.05e-06|4.23|0.0|9.75e-08|4.02e-05|-0.05106|4.14|3.4788|-1615.096172|695.8|238.56|549.64|0.3087|0.68625|0.1516|0.03201935|9.0|8058.0|8058.0
12p_a30|0.0|0|0|0|0.0|7.412764017000001|2|2|0.604984421|0.0|-0.0063403159999999|5.351858133|2|0.040899471|-0.062956958|0.0|-0.3550576729999999|10.31162861|1|0.005965451|-0.109773594|-0.053644471|1|-0.051402518|0|-0.094870978|-47.54197452|-60.65858419|0.156618406|100.1386407|-0.0364888379999999|6.176226649|0.0|0.8199554720000001|-30.39737673|57.20168999|0.469983155|539.2411292|-1213.171684|-14.91687369|0.180044528|13.94763694|0.886732486|6166.812731|-775.6774321|0.0130197619999999|-409.146112|8.3245726|1.0|1.0|1.0|0.0|1.0|0.0|0.17|4.35|81.65|0.0|132.24|0.0|1.0|30.0|4.0|-5.81|412.51|0.0|2.91|-5.15|2.21e-06|7.05e-06|4.23|0.0|9.75e-08|4.02e-05|-0.05169|4.14|3.4955|-1615.094336|685.08|238.79|526.91|0.33929|0.68561|0.1527|0.03198743|17.0|7.7721|7.7721
12v_a36|0.0|1|0|0|3.468871488|7.412764017000001|2|2|1.297043692|0.0|-0.008411281|5.351858133|2|0.041767677|0.073329354|0.0|-0.487854327|10.96020642|1|0.003077071|0.123026459|-0.1430106119999999|1|0.024751559|0|-0.105200486|-51.4172081|-69.20675352|0.197708661|130.0637965|-0.033118671|11.74777471|0.462992841|0.6276553979999999|-33.82511043|69.27488156|0.461799225|527.7920397|-1176.51481|-14.33290989|0.372344602|15.71271745|0.8580426609999999|6065.593390999999|-773.9771341000001|0.02867403|-167.9576969|18.86337805|1.0|0.0|1.0|0.0|2.0|0.0|0.17|2.77|78.43|0.0|130.24|0.0|1.0|31.0|5.0|-6.93|411.46|0.0|1.81|-4.07|0.000113|8.499999999999999e-05|2.65|0.0|2.03e-07|8.340000000000001e-05|-0.05219|2.65|3.7035|-1347.475543|671.56|319.16|502.83|0.69298|0.7016100000000001|0.0223|0.03275089|14.0|7.8539|7.8539
19j_a38|0.0|1|0|0|3.235947106|7.412764017000001|2|2|1.29704352|0.0|-0.007976154|5.351858133|2|0.04391253|0.105682345|0.0|-0.438688445|10.95429182|1|-0.002443797|0.23209815|-0.09493054|1|-0.001131945|0|-0.108006563|-57.80349365|-73.92901683|0.192823617|131.9851314|-0.038119963|11.74054073|29.18585028|0.714369845|-39.565701700000005|74.95583121|0.408533267|552.5012068|-1330.722303|-17.86002424|0.285630155|12.69084117|0.6907121629999999|6704.612831|-910.8612362|0.023555355|-293.4664598|16.123318700000002|1.0|1.0|1.0|1.0|3.0|2.34|0.13|3.17|105.02|0.0|130.41|0.0|1.0|32.0|5.0|-7.13|426.45|0.0|2.44|-4.12|4.46e-05|7.55e-05|2.5|0.0|1.2099999999999998e-07|5.14e-05|-0.06447|3.23|3.6886|-1424.426858|686.26|205.41|533.97|0.30419|0.69435|0.2625|0.03678378|8.0|8.1146|8.1146
13_a10|0.0|0|0|0|0.0|7.535296702|1|1|1.343837907|2.091672336|-0.0057715859999999|5.4161004020000005|2|0.038726287|-0.093280469|1.794073077|-0.259721373|10.9296146|1|0.003791547|-0.154121136|-0.017015286|2|0.00746881|1|-0.082327045|-47.88975806|-41.62089688|0.181972309|91.99711608|-0.030119651|3.118282386|0.0|0.7144943490000001|-24.21093442|54.05778885|0.449563457|413.5584641|-624.3134531000001|-7.698174391|0.285505651|9.209972585|0.816739845|4941.066161|-315.62515|0.018979132|-216.8776303|9.595006108|1.0|0.0|1.0|1.0|1.0|2.58|0.15|3.52|63.83|0.0|97.14|0.0|1.0|25.0|4.0|-6.34|328.37|0.0|2.91|-4.1|0.000176|7.87e-05|2.76|0.0|2.49e-07|8.170000000000001e-05|-0.05022|2.48|3.8419|-1065.874094|550.83|212.63|376.77|0.34881|0.68386|0.1514|0.0346535|0.16|6.7959|6.7959
12z_a36|0.0|1|0|0|3.435113772|7.412764017000001|2|2|1.297044126|0.0|-0.007671785|5.351858133|2|0.041767677|0.037307819|0.0|-0.421948174|10.95429182|1|0.001194592|0.066366917|-0.098598933|1|0.103551178|0|-0.102674964|-54.11489962|-68.09761735|0.165209595|109.572766|-0.036238222|10.28066212|15.59091678|0.712682362|-35.89088901|69.61568586|0.4577848329999999|553.6621150000001|-1225.757112|-15.940487699999998|0.287317638|14.78435842|0.844286292|6146.834385|-812.9648725|0.0225782039999999|-282.1167226|14.97465267|1.0|0.0|1.0|0.0|2.0|0.0|0.13|2.75|92.99|0.0|128.47|0.0|1.0|31.0|5.0|-7.08|406.44|0.0|1.66|-3.95|0.000101|0.000113|2.4|0.0|2.21e-07|8.97e-05|-0.05642|2.98|3.8969|-1325.195958|686.33|318.16|539.36|0.69397|0.69397|0.4423|0.03845474|5.0|8301.0|8301.0
3m_a32|0.0|1|1|1|3.575728458|7.773594467000001|0|1|0.609420748|0.0|-0.006290106|5.733341277|0|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|10.31100268|3|0.000822186|-0.065422345|-0.04918838|0|-0.0067207069999999|1|-0.09390309|-50.60363458|-56.15082133|0.201976727|120.7751424|-0.027127559|4.801577352|0.0|0.674468222|-30.25923462|58.63348955|0.4687361229999999|477.1904954|-729.9606772999999|-9.699808932|0.325531778|13.31775015|0.882303773|5724.714257|-436.4914018999999|0.018412178|-208.6520032|11.00984957|1.0|1.0|1.0|1.0|1.0|2.93|0.3|7.02|128.01|0.0|110.36|0.0|1.0|27.0|4.0|-6.17|394.51|0.0|4.12|-4.86|1.14e-06|1.39e-05|3.57|0.0|4.190000000000001e-08|1.65e-05|-0.05731|5.1|3.5749|-1863.502681|641.52|346.82|484.34|0.7026600000000001|0.7026600000000001|0.2952|0.0339106999999999|23.0|7.6383|7.6383
30_a47|0.0|0|1|1|0.0|6.842683282|0|0|1.304327883|1.435022468|-0.0092264759999999|4.727387819|2|0.038387534|0.013114301|1.192095911|-0.415191425|10.95005723|1|-0.008325552|0.029343834|-0.035472095|2|-0.1340278869999999|1|-0.107296835|-64.94243028|-64.38108459|0.32103267|192.6285289|-0.0383202979999999|8.190002019|76.90733636|0.679447569|-38.96726396|78.59180109|0.4680850139999999|407.3992771|-965.7162688|-13.79658605|0.320552431|12.94704346|0.879999675|5852.817155|-579.456614|0.028122734|-215.3470619|16.87442216|1.0|1.0|1.0|1.0|2.0|2.12|0.05|2.71|98.72|0.0|104.25|0.0|1.0|28.0|5.0|-6.95|396.81|0.0|2.61|-4.1|6.05e-05|7.94e-05|2.5|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.89|3.7159|-1696.12008|615.85|333.66|478.04|0.6944899999999999|0.6944899999999999|0.3566|0.0420327|13.0|7.9|7.9
16c_a32|0.0|1|1|1|3.329674745|7.765993078999999|0|0|0.6094207629999999|0.0|-0.01639019|5.733341277|0|0.03995614|-0.03152033|2.077479142|-0.770338913|10.31100271|3|-0.00369116|-0.057356214|-0.1260956869999999|0|0.0482801729999999|1|-0.119988297|-53.00702241|-71.59058881|0.226956794|135.41296|-0.038178095|9.181311842|37.0285246|0.6846367059999999|-31.62645048|68.39521789|0.463897164|461.2334662|-1002.268243|-13.59090376|0.3153632939999999|11.77670717|0.8653137670000001|5979.891916|-597.9997655000001|0.02579269|-220.3256617|15.38911619|1.0|1.0|1.0|1.0|2.0|3.08|0.22|5.64|149.27|0.0|107.14|1.0|1.0|27.0|5.0|-6.44|399.49|1.0|3.41|-4.41|9.17e-07|3.89e-05|3.23|0.0|1.0300000000000001e-07|4.13e-05|-0.0505|4.12|3.6264|-1916.6792|639.66|341.89|508.43|0.70198|0.70198|0.2955|0.02806787|5.0|8.3468|8.3468
