molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|SaaaC|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|FPSA1|GRAV|PPSA1|DPSA4|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
14w_a23|0.0|1|1|0.0|0.0|2|7.423568444|0|1.197963556|0.013971812|-0.006481882|5.351858133|-0.109136569|0.6813799420000001|-0.042151195|10.31321817|2|0.003906274|0.126238077|-0.073958723|-0.206574435|-0.427696371|2|0.802520527|0.8668730109999999|0.558482531|0.7880718659999999|-0.070714528|-0.088508061|0.228641034|-46.76570273|-58.53311596|140.15462380000002|-0.035779855|-38.70975831|9.814393755|90.15900589|0.743451788|-1.681653166|-30.92760432|72.23920014|0.4972095239999999|521.1762769999999|0.256548212|6998.078982999999|169.6632599|31.82765022|1495.89956|597.2903597999999|13.70608418|0.0|1.0|1.0|0.0|1.0|3.35|0.05|5.14|3.78|120.2|0.0|1.0|5.0|-5.68|32.0|6.0|-6.35|447.46|0.0|0.0|4.05|2.09e-06|0.0009369999999999|5.41e-06|3.97|3.6632|-1828.385903|-1828.363862|676.92|338.46|0.3855|338.46|535.54|0.6219399999999999|-0.14844|7.0157|0.02204118|9.8981|2.0|8.6737|8.6737
14_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1.399909181|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|0.0|-0.08389836|10.94612798|1|0.008943549|-0.031578333|-0.016862096|-0.039321879|-0.199315317|1|0.77505994|0.843811017|0.500893739|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|-29.91067393|-32.31961528|67.73740575|-0.03015272|-14.69670456|2.697931638|85.72299913|0.768457211|-0.995039765|-13.60128622|39.49511556|0.40126838|386.9927769|0.231542789|3944.638539|105.2894945|17.84270058|588.8091192|280.2639278|7.175500282000001|0.0|0.0|1.0|0.0|0.0|2.39|0.06|4.09|2.82|80.09|0.0|2.0|2.0|-3.4|21.0|3.0|-5.8|277.3|1.0|1.0|3.2|0.000396|0.11|0.000106|3.22|4.2312|-918.9507745|-918.9304744|475.32|293.02|0.1864|274.1|353.16|0.55975|-0.17381|2.3797|0.020300099|3.3312|1.32|5.8794|5.8794
14m_a23|0.0|1|1|0.0|-4.405643132|2|7.423568444|0|1.197955072|0.05521348|-0.008929306|5.351858133|-0.272389934|0.665608656|-0.034213923|10.3132176|2|0.001951778|0.0879380709999999|-0.07256543|-0.226146643|-0.527662006|2|0.798384929|0.8581143859999999|0.5415996160000001|0.9258118|-0.072795329|-0.089285878|0.268552591|-50.63012925|-62.09952738|51.59888942|-0.039285786|-43.19105542|8.703631619|0.0|0.7958339090000001|-1.964289314|-35.21393496|74.61692699|0.476833897|643.9145427|0.204166091|7588.823133|142.0002583|34.33353583|1716.6767920000002|658.8108151|12.51739962|0.0|1.0|1.0|1.0|1.0|3.17|0.09|6.19|3.82|125.29|0.0|1.0|6.0|-6.38|34.0|7.0|-6.06|479.48|0.0|0.0|4.41|4.1200000000000004e-07|0.000198|1.61e-06|4.2|3.6774|-1966.968005|-1966.945041|707.56|337.15|0.3335|337.15|572.31|0.65552|-0.15208|6.1522|0.02296475|8.5477|3.0|8.5171|8.5171
3e_a32|0.0|1|1|3.501917045|0.0|0|7.773594467000001|0|0.609420788|0.015619823|-0.006553709|5.733341277|-0.058503168|2.220794149|-0.114649277|10.31100276|3|0.002004382|-0.1046390059999999|-0.076494363|-0.1395294259999999|-0.551661318|0|0.8046468659999999|0.85921771|0.77923808|0.8681696109999999|-0.073411249|-0.100056595|0.290874543|-39.56206964|-53.92151824|71.04473954|-0.030786645|-29.05885545|3.608094688|0.0|0.7752553659999999|-1.200679139|-21.32040233|60.86894767|0.4513338939999999|467.865447|0.224744634|4827.877259000001|121.1171726|21.40099522|834.6388134|421.3548777|6.94742943|1.0|1.0|1.0|1.0|1.0|3.04|0.24|5.24|1.94|97.86|0.0|1.0|3.0|-6.52|23.0|3.0|-5.2|340.47|0.0|1.0|4.3|3.02e-07|0.000103|6.6e-06|3.52|3.5589|-1672.748189|-1672.722302|578.77|348.38|0.2914|348.38|456.76|0.7025399999999999|-0.14754|3.4537|0.02588637|5.6928|8.0|8.0862|8.0862
EW7203_a60|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984431|0.025672274|-0.00698487|5.351858133|0.0075638519999999|0.0|0.03824498|10.31162855|1|0.0036417359999999|-0.1696249719999999|-0.049287858|-0.090115975|-0.458129101|1|0.822401103|0.8839272779999999|0.760234689|0.8860751579999999|-0.076068195|-0.096226348|0.345488097|-49.19385637|-62.23028092|73.67602619|-0.036566012|-40.24477665|8.430183|0.0|0.766837077|-1.828300603|-31.81402579|73.82739839|0.497298165|573.0312689|0.233162923|6403.777228|150.7881632|30.83771958|1541.885979|666.0036144999999|11.59711747|0.0|1.0|1.0|1.0|2.0|3.21|0.13|2.6|2.17|133.97|0.0|1.0|5.0|-5.74|31.0|4.0|-6.35|425.51|0.0|0.0|3.09|1.81e-06|0.000768|1.53e-05|3.64|3.5192|-1668.025575|-1667.993536|678.83|352.3|0.2385|247.15|546.85|0.69857|-0.1446599999999999|1.7676|0.03203878|2.5159|9.0|8.0334|8.0334
4S4l_a46|0.0|0|0|0.0|0.171853072|1|7.825245291|1|1.134637095|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|0.0|-0.060895366|10.94631401|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.726535412|0.762625193|0.7936534740000001|0.894782107|-0.090807851|-0.084663086|0.213675946|-49.45536962|-46.10883478|57.30330315|-0.029881089|-25.11158939|2.117940478|0.0|0.877939134|-1.523935543|-26.93416438|49.6055056|0.469439238|487.3122681|0.1220608659999999|4920.211524|66.47624804|18.5362581|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|1.0|1.0|3.19|0.36|5.02|3.06|105.77|0.0|1.0|3.0|-5.28|26.0|3.0|-5.23|347.45|1.0|1.0|4.08|5.25e-06|0.00182|7.78e-06|4.99|4.1414|-1092.753999|-1092.727031|583.76|299.38|0.2586|234.25|500.66|0.6763600000000001|-0.17632|2.5083|0.02696794|2.8473|261.0|6.5834|6.5834
5_a18 (BIBF0775)|0.0|0|0|0.0|0.0|0|7.03438793|2|1.251175715|0.0160123|-0.005220163|4.844187086|-0.015946718|0.0|0.0002403959999999|10.94702058|0|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|-0.453086741|0|0.7395978390000001|0.774859029|0.7061155790000001|0.8432358679999999|-0.068989967|-0.078246932|0.420002762|-52.09190866|-59.08151918|118.3671077|-0.029755876|-44.61038661|4.846666751|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|0.483962172|636.6978809999999|0.184058942|7221.114573000001|138.97646310000002|27.535837|1955.044427|1140.896548|8.178259299999999|1.0|0.0|1.0|1.0|2.0|0.0|0.32|3.69|3.52|155.95|0.0|1.0|8.0|-6.07|37.0|3.0|-5.96|494.63|1.0|0.0|3.2|8.590000000000001e-07|0.000425|1.91e-06|8.45|3.2027|-1572.313227|-1572.290174|817.02|378.13|0.4825|378.13|691.68|0.69298|-0.13154|2.3389|0.02305362|2.8009|34.0|7.4685|7.4685
3j_a32|0.0|1|1|3.564417045|0.0|0|8.234564993|1|0.609420782|0.0053427669999999|-0.006580847|6.3044488020000005|-0.017889768|2.248764828|-0.086191775|10.31100276|3|0.001173363|-0.055211759|-0.052818794|-0.097980957|-0.528541012|0|0.824282683|0.8884057059999999|0.7557114|0.865101945|-0.070289671|-0.095013178|0.27811778|-37.33051857|-50.46105839|71.64373163|-0.030815085|-26.79963418|3.885056172|0.0|0.7487739999999999|-1.140158136|-19.82606536|58.58770587|0.4482615029999999|459.4516326|0.251226|4866.613493|133.42496409999998|21.85672669|808.6988876|398.2788055|8.126647477|1.0|1.0|1.0|1.0|1.0|3.0|0.24|4.93|1.94|95.74|0.0|1.0|3.0|-5.92|23.0|3.0|-5.6|338.45|0.0|1.0|4.09|1.21e-06|0.0004089999999999|1.58e-05|3.02|3.4982|-1671.507439|-1671.479105|564.55|354.42|0.3005|354.42|405.19|0.7028|-0.14498|3.6238|0.02833407|5.9266|8.0|8.0969|8.0969
16e_a32|0.0|1|1|3.343660084|0.0|0|7.765993078999999|0|0.609420752|0.180914799|-0.0154404319999999|5.733341277|-0.06951854|2.080236877|-0.070351839|10.31100268|3|-0.002310082|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0|0.86370575|0.91471624|0.7619492790000001|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|-55.957388|-75.36830928|134.6906051|-0.037448344|-48.41036206|9.961663868|39.27920316|0.702226562|-1.760072163|-35.94239328|90.34923861|0.458956284|507.6266039|0.297773438|6142.277629|191.2650034|34.2534974|1609.914378|573.3529948|14.98092934|0.0|1.0|1.0|1.0|2.0|3.36|0.26|4.6|1.12|111.95|1.0|1.0|8.0|-6.59|28.0|5.0|-6.15|413.52|0.0|1.0|3.77|2.58e-07|0.000107|1.7899999999999998e-05|4.59|3.6214|-1955.993572|-1955.965644|677.82|342.37|0.2858|342.37|552.79|0.7022|-0.14991|3.2372|0.02792775|3.9389|7.0|8.1367|8.1367
4i_a46|0.0|0|0|0.0|0.19654443|1|7.825245291|1|1.1346370959999998|-0.167244168|-0.002360192|5.587248657999999|-0.018872727|0.0|-0.160741899|10.94638684|1|0.011931187|-0.133434195|-0.060809732|-0.091288438|-0.22302552|1|0.749522825|0.786754478|0.7172344890000001|0.940780437|-0.058565229|-0.075208437|0.263514985|-33.08099617|-42.48203383|33.45060163|-0.025069479|-23.99628633|4.997521397|70.55661087|0.763831778|-1.278543436|-18.68604171|49.04951810000001|0.406629719|531.4066842|0.2361682219999999|4893.587424|133.40134070000002|18.53900079|945.4890404|579.2365607|6.567484272000001|0.0|1.0|1.0|1.0|0.0|3.5|0.36|5.07|3.06|105.43|0.0|1.0|3.0|-4.94|26.0|3.0|-5.31|347.45|1.0|1.0|4.16|1.16e-05|0.00403|9.13e-06|4.46|4.4232|-1092.730494|-1092.70435|611.74|280.31|0.2805|229.66|546.24|0.69035|-0.18438|2.8538|0.02614355|3.8696|612.0|6.2132|6.2132
5a_a50|0.0|1|1|0.0|0.0|2|7.927685046000001|1|1.3972442980000002|-0.203248487|-0.00148647|5.82008293|-0.017108794|2.475383677|-0.256097122|10.93256969|2|0.01228899|0.028229556|-0.102607753|-0.168135655|-0.161169418|1|0.788709546|0.847812674|0.6759066159999999|0.969892876|-0.038932964|-0.065209836|0.2814514|-20.77548565|-34.7974024|16.06582337|-0.022747617|-18.56865899|2.900288114|60.04351409|0.66527517|-0.978147545|-11.08625592|44.17662122|0.4528093929999999|517.556163|0.33472483|4770.917486|178.61652859999998|18.24602704|784.5791628|462.1867149|9.379218813|0.0|1.0|1.0|1.0|0.0|3.28|0.14|4.33|2.62|101.86|0.0|1.0|2.0|-3.89|25.0|2.0|-5.83|326.39|1.0|1.0|3.47|0.000129|42.0|3.14e-05|3.39|4.0159|-1029.930364|-1029.905844|582.98|308.73|0.2735|220.82|455.34|0.6725399999999999|-0.16659|3.9843|0.02452028|5649.0|4.1|5.3872|5.3872
8_a1 (SB-202620)|0.0|0|0|3.296085365|0.0|0|6.86171134|0|1.4323973840000002|0.106916453|-0.013785521|4.727387819|-0.226277123|0.0|-0.1402198369999999|10.94957568|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|0.743088715|0.805476065|0.658433571|0.648967503|-0.117682533|-0.105271458|0.174628594|-66.76765693|-59.72618401|199.1596945|-0.041081545|-33.88588996|4.997944864|64.70432539|0.7742395870000001|-1.684343335|-37.88089785|70.8721358|0.4564697679999999|368.1943149|0.225760413|5170.286136|128.0860757|30.104091200000003|1234.267739|433.2550452|11.1459518|1.0|0.0|1.0|0.0|2.0|2.21|0.0|5.06|2.78|99.61|0.0|1.0|4.0|-4.94|27.0|5.0|-5.94|359.35|0.0|1.0|3.7|1.14e-05|0.0041|1.98e-05|5.32|3.4052|-1223.279021|-1223.117248|586.27|364.11|0.5339|364.11|460.4|0.7026600000000001|-0.13683|3.4563|0.16177304|5.5005|0.4|6.3979|6.3979
25c_a34|0.0|0|0|0.0|0.0|1|7.412764017000001|2|1.377881974|0.024837617|-0.014384932|5.351858133|-0.047513652|0.0|-0.056443595|10.95957635|1|0.001433865|-0.250299211|-0.3609280379999999|-0.563411433|-0.5404076879999999|1|0.80135608|0.844690266|0.760055383|0.683231623|-0.088513496|-0.113392997|0.478421157|-59.0359041|-75.6298008|211.2752099|-0.031498055|-50.44285726|19.49130854|93.28638171|0.537428437|-1.7008949569999998|-39.37521522|100.6665476|0.4356106729999999|455.6954382|0.4625715629999999|6306.980593|308.52165519999994|39.09037289|2110.880136|648.0187526000001|25.03674677|1.0|1.0|1.0|1.0|1.0|3.17|0.32|1.98|1.0|116.0|0.0|2.0|6.0|-2.81|31.0|6.0|-7.95|421.45|0.0|0.0|1.93|0.00156|659.0|0.000523|4.32|4.2095|-1426.704645|-1426.666471|704.43|294.54|0.2239999999999999|294.54|561.29|0.69247|-0.17424|7.12|0.03817361|9.8087|1.78|5.7496|5.7496
12aj_a36|0.0|0|0|3.482902101|0.0|0|7.412764017000001|2|1.29704406|-0.056210607|-0.00706023|5.351858133|-0.045035034|0.0|-0.103202936|10.95354213|1|0.003962098|0.1087087|-0.104118159|-0.1763783589999999|-0.43462267|1|0.812278823|0.8632656809999999|0.856274847|0.8269863129999999|-0.073002742|-0.10279655|0.251263868|-46.79363201|-65.89100364|110.89910559999998|-0.0368515929999999|-42.23511741|7.521007149|0.0|0.77492734|-1.953134451|-29.99399664|76.5855549|0.47532973|530.0854761|0.22507266|5763.333098|144.26810480000003|30.48195872|1615.543812|662.0530478999999|10.69455126|0.0|0.0|1.0|0.0|2.0|0.0|0.17|2.19|2.24|128.72|0.0|1.0|5.0|-4.16|30.0|4.0|-6.55|395.46|1.0|0.0|2.14|6.929999999999999e-05|0.0274|5.05e-05|3.48|3.6017|-1272.27339|-1272.241135|682.84|344.24|0.5616|237.06|539.55|0.70423|-0.14818|5.8554|0.03225532|7.8393|17.0|7.7696|7.7696
12ak_a36|0.0|0|0|3.501132553|0.0|0|7.412764017000001|2|1.270373882|-0.052930979|-0.006465433|5.351858133|-0.0407717229999999|0.0|-0.116440196|10.95268014|1|0.005035022|0.198260132|-0.099596099|-0.163978382|-0.439326642|1|0.815627016|0.860939187|0.860667615|0.848705143|-0.069176342|-0.091761476|0.537460657|-49.87483724|-66.15829243|109.0807368|-0.032660864|-47.69888026|10.36054668|25.9007405|0.737439195|-1.926990997|-35.95881638|79.17567486|0.423822657|611.9003905000001|0.262560805|6240.396899|189.3013851|31.93194362|1883.984673|799.5563855|13.01738243|0.0|1.0|1.0|1.0|2.0|0.0|0.24|3.01|2.66|138.33|0.0|1.0|6.0|-4.95|32.0|4.0|-6.19|423.51|1.0|1.0|2.66|1.13e-05|0.0047799999999999|1.39e-05|4.21|3.6895|-1350.900117|-1350.865407|730.3|336.05|0.4514|320.09|584.05|0.7034699999999999|-0.15275|6.3682|0.03471045|8.5394|46.0|7.3372|7.3372
12bf_a36|0.0|0|0|3.31325137|0.0|0|7.412764017000001|2|1.297043948|-0.024689509|-0.00832865|5.351858133|-0.119979424|0.0|-0.096665166|10.96022305|1|-0.004358975|0.359635716|-0.098027247|-0.250781298|-0.433281391|1|0.836170906|0.892249657|0.632625562|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|-58.26326838|-71.01192632|206.6543367|-0.037486972|-45.73631152|9.026978489|0.0|0.7054709690000001|-1.874348624|-37.52534442|86.28460578|0.474826911|437.4108773|0.294529031|6271.550446|189.6959033|34.22402339|1711.2011699999998|593.6088758|15.27267945|0.0|0.0|1.0|0.0|2.0|0.0|0.14|3.0|2.78|123.67|0.0|1.0|5.0|-3.99|31.0|6.0|-6.8|417.41|1.0|0.0|2.44|0.000102|0.0424|4.81e-05|3.66|3874.0|-1431.413697|-1431.380702|670.85|320.04|0.4518|236.98|517.66|0.69292|-0.15677|5.4787|0.03299488|7.5932|6.0|8.2218|8.2218
21_a34|0.0|0|0|0.0|0.0|1|8.002694162000001|2|1.425532331|0.026135784|-0.012535886|5.860786223|-0.091664226|0.0|-0.004734657|10.94874873|1|0.00130996|-0.201539853|-0.254686357|-0.407759867|-0.514364527|1|0.740092842|0.796991578|0.660871869|0.676390843|-0.09533089|-0.117789944|0.527371706|-63.96857813|-79.03896823|217.1470086|-0.041572921|-53.03643341|15.38241267|77.34839362|0.728260094|-2.120218984|-42.9239565|95.12565978|0.4688149339999999|453.8692584|0.271739906|7048.305909000001|182.341897|38.30514214|1953.562249|659.7484451|16.08669155|0.0|1.0|1.0|1.0|0.0|3.52|0.12|3.23|1.72|122.59|0.0|1.0|4.0|-4.5|33.0|6.0|-6.83|438.43|0.0|0.0|3.03|3.14e-05|0.0138|1.94e-05|7.78|3091.0|-1483.3359380000002|-1483.305698|698.17|401.11|0.2174|288.26|530.93|0.69292|-0.13338|5.3432|0.03023936|7.9399|3.36|5.4737|5.4737
12_a1|0.0|0|0|3.3894574360000003|0.0|0|7.423568444|1|1.430936075|-0.0455890429999999|-0.011221829|5.351858133|-0.02164054|0.0|-0.0811332759999999|10.94945122|1|-0.001416381|0.127560614|-0.104622651|-0.173618873|-0.487073772|1|0.749817035|0.817998205|0.7534284040000001|0.765121385|-0.0964711209999999|-0.104724018|0.210514881|-55.99493147|-60.78517756|136.3310784|-0.039894864|-35.28166588|11.37734536|477.1158679|0.724666653|-1.675584287|-32.50125347|74.99749378|0.46449367|444.1009824|0.275333347|5468.378562|159.81230209999998|31.95435864|1342.083063|473.040639|14.21231622|1.0|1.0|1.0|1.0|1.0|2.72|0.05|4.41|1.67|103.47|0.0|1.0|3.0|-4.98|28.0|5.0|-6.02|366.37|0.0|1.0|3.44|1.04e-05|0.00379|1.77e-05|3.67|3.1744|-1216.12881|-1216.099134|607.42|390.57|0.5867|332.04|482.51|0.69763|-0.12874|7.7454|0.0296752|10.1801|2.95|5.5302|5.5302
18_a3|0.0|0|0|2.897754472|0.0|0|6.605297921|0|1.43179288|-0.256375952|-0.003487792|4.59511985|-0.021283637|1.742872103|0.042606196|10.96965878|1|0.005799063|0.150826737|-0.035611069|-0.064953613|-0.2495754869999999|3|0.714658751|0.784960175|0.6858831809999999|0.8419576209999999|-0.069839069|-0.0846755|0.217881538|-31.07331853|-37.67445366|70.31739201|-0.031753312|-16.76239841|2.73114076|0.0|0.682492203|-1.016105994|-13.82537222|48.19055867|0.483376636|374.610053|0.317507797|3928.183499|141.2679329|20.70048575|662.4155441|270.539096|10.51610501|1.0|0.0|1.0|1.0|1.0|1.81|0.0|3.08|0.93|80.35|0.0|1.0|2.0|-2.82|21.0|4.0|-6.7|273.29|1.0|1.0|2.21|0.0015|411.0|0.000537|1.85|3.9765|-889.9619321|-889.9402005000001|482.41|311.79|0.3326|311.79|330.54|0.6671699999999999|-0.1641099999999999|2.6366|0.02173162|3.3664|0.03|7.5229|7.5229
6_a1|0.0|0|0|0.0|0.0|1|7.535296702|1|1.3488280769999998|-0.092471477|-0.005477033|5.4161004020000005|0.021203156|0.0|-0.00983397|10.95180041|1|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|1|0.798346291|0.8524898329999999|0.741035199|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|-27.63847818|-37.41011914|58.82435931|-0.0238222729999999|-18.076387|4.905211525|95.13138767|0.576759436|-0.929068634|-13.35477777|49.61122373|0.4218263379999999|424.3707604|0.423240564|4061.042516|204.5077752|19.95772445|778.3512535|359.9965854|12.20110458|1.0|0.0|1.0|1.0|0.0|2.54|0.22|3.57|1.75|86.31|0.0|1.0|3.0|-3.12|22.0|3.0|-6.21|291.35|1.0|1.0|2.82|0.0007599999999999|221.0|0.00021|2.81|4.0635|-935.5024827|-935.4750982|527.41|305.12|0.3399|305.12|405.23|0.69818|-0.16784|5.8386|0.027384499|8.0033|5.1|5.2924|5.2924
4h_a46|-3.74433321|0|0|0.0|0.090767245|1|7.825245291|1|0.3002050539999999|0.128214845|-0.005778576|5.587248657999999|-0.346835467|0.0|-0.021951549|10.31928028|1|0.003087227|-0.0932537609999999|-0.030014575|-0.0488847059999999|-0.516344924|2|0.7543177040000001|0.7955809979999999|0.6947264059999999|0.767244275|-0.083155747|-0.083997524|0.659584488|-65.24476749|-65.90523417|182.6222935|-0.0305445539999999|-51.70985599|6.198442205|19.09455432|0.805506105|-2.015940586|-51.19164773|74.99848132|0.4866209529999999|601.9869510999999|0.194493895|7808.347937|152.6017078|29.75215152|1963642.0|1021.999374|9.093247153|0.0|0.0|1.0|1.0|2.0|2.99|0.3|6.18|2.27|142.08|0.0|1.0|6.0|-6.53|36.0|6.0|-6.38|502.63|0.0|0.0|3.82|2.97e-07|0.000149|2.06e-06|8.5|4.18|-1923.926093|-1923.878801|792.61|296.62|0.5451|292.11|682.14|0.54445|-0.1711599999999999|1.7601|0.04729184|2.9086|229.0|6.6402|6.6402
6_a27|0.0|0|0|2.6137160880000003|0.0|1|6.823286122000001|0|1.404458667|0.1718757239999999|-0.007874167|4.727387819|-0.072298665|1.221528093|0.075248207|10.93737136|1|0.0058042269999999|-0.406859288|-0.1044763|-0.179319226|-0.541168953|2|0.787663648|0.849515128|0.650575651|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|-38.92545695|-44.56839492|106.4156743|-0.034625042|-22.06430895|5.03713293|61.10118428|0.774820398|-1.35037664|-19.27068071|52.66373343|0.47262982|388.6505938|0.2251796019999999|4761.820508|111.4788253|22.12343713|862.8140479|373.9912084|8.095338503999999|0.0|0.0|0.0|0.0|1.0|2.49|0.11|2.79|2.42|92.65|0.0|1.0|2.0|-3.62|24.0|4.0|-6.55|317.34|1.0|1.0|2.71|0.000242|0.0768|0.000153|4.27|4.1391|-1043.831559|-1043.806618|526.9|299.55|0.1915|223.61|401.49|0.61083|-0.17007|2.7521|0.02494141|4.0597|1.0|9.0|9.0
14_a15|0.0|0|0|0.0|0.0|0|0.0|0|1.43568901|-0.058775738|-0.006678826|0.0|-0.0455566929999999|0.0|-0.053931584|10.9597359|0|0.0034254209999999|-0.051908601|-0.120626133|-0.184255041|-0.3848940629999999|2|0.719993769|0.7651878809999999|0.7933685340000001|0.8870890459999999|-0.063809873|-0.0917424269999999|0.7461324029999999|-40.89540491|-58.79722871|72.36402409|-0.032888795|-37.68282812|6.026520371|2.923143027|0.770309725|-1.743106111|-26.20964538|68.59458198|0.406717767|568.5306056|0.229690275|5861.387612|147.2072638|27.36334635|1450.257357|673.7288405|9.797353271|1.0|0.0|1.0|1.0|1.0|3.72|0.12|6.3|2.87|119.95|0.0|1.0|6.0|-6.22|30.0|4.0|-4.97|397.47|0.0|1.0|4.7|5.99e-07|0.0002379999999999|1.47e-06|5.16|3.6209|-1281.105795|-1281.0669369999998|689.8|342.41|0.3131|278.5|584.18|0.7055899999999999|-0.14997|3.3596|0.03885834|5.0894|0.03|7.5229|7.5229
9_a15|0.0|0|0|0.0|0.0|0|0.0|0|1.419941378|-0.217598467|-0.009923019|0.0|-0.042227775|0.0|0.05688176|10.95880687|0|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|1|0.7059441040000001|0.742680335|0.8105478740000001|0.846156316|-0.073701648|-0.11668349|0.416635119|-41.10356167|-65.07462414|85.79894134|-0.028575549|-36.29225274|10.09761131|54.69975317|0.51257747|-1.400201879|-22.92354152|85.14415759|0.4517825079999999|471.903131|0.48742253|5375.400861|271.83655510000006|31.09118831|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|0.0|1.0|1.0|3.37|0.19|4.95|1.96|104.74|0.0|1.0|7.0|-5.25|27.0|5.0|-5.52|366.41|1.0|1.0|3.69|5.63e-06|0.00206|1.53e-05|3.36|3.7487|-1223.705126|-1223.687392|588.55|330.74|0.2693|285.37|507.33|0.70552|-0.1565099999999999|1.4625|0.01773342|2188.0|107.0|6.9706|6.9706
12a_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0.604990853|0.021610099|-0.00431394|5.4161004020000005|-0.012791297|0.8332127109999999|0.100414476|10.31197265|2|0.007890601|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0|0.718281767|0.7867243829999999|0.525051106|0.940879765|-0.064340227|-0.074840643|0.000279043|-32.81611621|-38.17175304|30.15370934|-0.033799|-19.46913691|3.060902482|49.24750281|0.85136964|-1.047769006|-16.73754566|43.65970865|0.476055146|479.8867095|0.14863036|4873.458436|75.8074911|20.24838026|627.699788|323.26151960000004|5.487955617999999|0.0|1.0|0.0|0.0|0.0|3.39|0.0|5.43|4.34|91.76|0.0|1.0|2.0|-6.41|22.0|2.0|-4.56|346.23|1.0|1.0|4.78|3.86e-07|0.000134|1.13e-06|5.01|3.0966|-2097.826771|-2097.8163050000003|530.55|400.39|0.3701|400.39|429.21|0.6998800000000001|-0.12895|2491.0|0.0104658999999999|3.8054|1778.0|5.7501|5.7501
6a_a40|0.0|0|0|0.0|0.0|1|8.421342866|2|0.604893625|0.117890918|-0.014623575|6.401917197|-0.077397672|0.775942224|0.104332675|10.30179985|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|-0.620787469|0|0.801647855|0.861720535|0.657059571|0.733750993|-0.109047987|-0.117413572|0.360858579|-68.11170799|-73.33687786|166.2999483|-0.049149867|-45.80643937|6.397774285|36.84483305|0.8678518190000001|-2.113444291|-42.542782200000005|81.37714586|0.41480944|458.303126|0.132148181|7059.617542|82.54016015|35.37373259|1521.070502|557.4018948|8.040268001|0.0|1.0|0.0|1.0|1.0|3.01|0.21|3.07|1.62|120.14|1.0|2.0|5.0|-7.11|29.0|5.0|-6.32|442.53|0.0|1.0|3.17|7.85e-08|3.47e-05|1.03e-05|7.73|2.9836|-2371.579899|-2371.560378|649.48|415.55|0.4015|415.55|497.78|0.6782699999999999|-0.11995|6.9379|0.01952089|9.3893|0.04|7.3979|7.3979
