molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|SaaaC|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|FPSA1|GRAV|PPSA1|DPSA4|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
14j_a23|0.0|1|1|0.0|0.0|2|7.423568444|0|1.197963927|0.074424082|-0.006327927|5.351858133|-0.071396109|0.722606603|-0.026319216|10.31321824|2|0.0075222369999999|0.087218599|-0.073945564|-0.17267308|-0.463194548|2|0.800643488|0.864845456|0.5935522360000001|0.8454521620000001|-0.062203032|-0.082226482|0.226990358|-40.35191855|-53.34139172|100.2571987|-0.034989992|-34.60325668|8.620784882999999|83.17168000000001|0.7739671709999999|-1.644529644|-26.17681598|64.88069411|0.497137467|548.455847|0.226032829|6597.039681|146.63044480000002|29.32742551|1378.388999|599.5697147999999|11.53930239|0.0|1.0|1.0|1.0|1.0|3.41|0.05|4.58|3.4|120.24|0.0|1.0|5.0|-5.58|31.0|5.0|-6.31|429.47|0.0|0.0|3.77|2.66e-06|0.00114|7.73e-06|3.72|3.6671|-1729.15999|-1729.1379190000002|670.6|338.1|0.3886|338.1|528.18|0.65128|-0.14816|5.8037|0.02207124|8.3233|4.0|8.3883|8.3883
LY580276_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1.344599701|-0.156842923|-0.001543874|5.4161004020000005|-0.020236527|0.0|-0.172607392|10.94681614|1|0.009622161|0.064209689|-0.019747846|-0.042912895|-0.191806286|1|0.7921620090000001|0.847526918|0.518109998|0.8685269959999999|-0.057317455|-0.071023484|0.243350596|-27.6229776|-34.22831819|63.36073061|-0.028035586|-16.49563923|2.027582675|82.46094409|0.8478469959999999|-1.065352257|-13.31233017|38.23432817|0.437093506|418.5688558|0.152153004|4098.640927|73.32703409|15.93586849|605.5630025|345.4102548|4.0060099860000005|1.0|0.0|1.0|1.0|0.0|3.04|0.22|4.43|3.13|84.74|0.0|1.0|2.0|-3.67|22.0|3.0|-5.71|293.34|1.0|1.0|3.69|0.000213|0.0624|6.18e-05|3.64|4.4918|-959.4958788|-959.4723321|519.23|276.03|0.1905|234.01|402.99|0.68002|-0.18746|2.5355|0.023546627|3.2891|175.0|6757.0|6757.0
14z_a23|0.0|1|1|0.0|0.0|2|7.423568444|0|1.197960872|0.08752343|-0.005892861|5.351858133|-0.024897956|0.729326158|-0.0438568409999999|10.31321795|2|0.007229683|0.0708381429999999|-0.069023218|-0.125978901|-0.46459002|2|0.802520527|0.8668730109999999|0.64069202|0.925301102|-0.0582387179999999|-0.079754981|0.228957475|-40.56245532|-55.54823244|52.02674091|-0.03393829|-38.68856944|8.895469235|79.960755|0.785604449|-1.595099623|-28.25118461|66.77741935|0.474697407|644.4593172|0.214395551|7285.13008|149.3235124|30.08835522|1414.152695|665.6233736|11.22918692|0.0|1.0|0.0|1.0|1.0|3.67|0.05|5.32|3.99|130.3|0.0|1.0|5.0|-6.77|32.0|4.0|-5.8|480.37|0.0|0.0|4.49|1.7e-07|8.18e-05|7.37e-07|4.73|3.6632|-2549.107748|-2549.0953670000004|715.41|338.46|0.3201|307.5|586.28|0.69913|-0.15195|5.9301|0.01238131|7.9877|5.0|8.2941|8.2941
47t_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1.25117758|0.1115820769999999|-0.0128248239999999|4.844187086|-0.161517185|0.0|-0.011641394|10.94702032|0|-0.004985656|0.027313444|-0.068787175|-0.104274108|-0.600890268|0|0.750103977|0.796935152|0.688453085|0.67203319|-0.119202068|-0.103295568|0.240001773|-79.78154029|-69.13537385|219.5070758|-0.040580402|-46.27207168|6.301435212|78.43695402|0.804531523|-2.272502492|-53.39751484|80.00407742|0.49779009|449.789539|0.195468477|6603.597038|130.8263901|33.75918118|1890.514146|747.6927426|10.86870356|0.0|0.0|1.0|0.0|3.0|0.0|0.15|2.93|1.64|129.21|0.0|1.0|7.0|-5.58|33.0|4.0|-6.46|441.48|0.0|0.0|2.15|2.65e-06|0.00117|1.7100000000000002e-05|9.4|3.1164|-1470.873743|-1470.836067|703.76|397.84|0.5502|397.84|601.36|0.6895100000000001|-0.12692|7.7656|0.03767603|9.6938|782.0|6.1068|6.1068
13f_a6|0.0|0|0|3.440154557|0.0|0|6.842683282|0|1.429020649|-0.088329567|-0.006930367|4.727387819|-0.008507023|1.651047524|-0.071478789|10.95053349|1|-0.001446486|0.079490516|-0.126749697|-0.223618825|-0.466314952|2|0.77199166|0.834167942|0.790249345|0.863222493|-0.073352505|-0.092939631|0.176745407|-49.2635105|-62.41821579999999|91.85971442|-0.032802223|-41.92004677|8.368715213|0.0|0.720711855|-1.672913351|-33.08535238|75.61173794|0.401838426|579.7398537|0.279288145|6128.208571|187.5697972|30.56694343|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|1.0|2.0|2.21|0.08|4.53|0.92|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|417.47|0.0|1.0|3.19|7.74e-06|0.00323|1.65e-05|3.36|3139.0|-1347.301285|-1347.266914|711.29|394.98|901.0|256.1|568.41|0.70541|-0.12805|10.8469|0.03437105|13.9612|42.0|7.3768|7.3768
8b_a12|0.0|0|0|0.0|0.0|0|0.0|1|1.283836078|0.190292199|-0.012630509|0.0|-0.1676879319999999|0.0|-0.036536396|10.95438057|0|-0.007926474|0.047425677|0.003898807|0.006468729|-0.659952678|1|0.7407532059999999|0.792160599|0.856390139|0.740926309|-0.1053827859999999|-0.116554734|0.4384536329999999|-60.97837482|-67.44287685|149.9096134|-0.045608374|-39.02494133|3.769098814|76.80174559999999|0.888936354|-2.097985204|-35.28434152|72.85978933|0.480938153|428.7273481000001|0.111063646|5217.318476|64.26553043|29.68794201|1365.645333|510.3677388|5.416912474|1.0|1.0|1.0|1.0|2.0|2.57|0.1|1.9|2.23|110.58|0.0|1.0|4.0|-4.1|27.0|4.0|-6.51|355.39|0.0|0.0|2.51|7.890000000000001e-05|28.0|9.74e-05|5.11|3.7446|-1159.405202|-1159.365835|611.93|331.1|0.3179|293.37|460.08|0.57773|-0.15294|4.2554|0.03936706|6.1286|263.0|6.58|6.58
28_a47|0.0|1|1|0.0|0.0|1|6.842683282|0|1.4201653580000002|-0.053792245|-0.009689834|4.727387819|-0.23494583|1.121067445|-0.00496711|10.95058275|1|-0.010153352|0.06536499|-0.046265509|-0.126992366|-0.435485503|2|0.832144916|0.896193695|0.614975047|0.605349345|-0.1132830309999999|-0.106779291|0.310094808|-67.33744077|-63.47150284|234.5873429|-0.038135461|-37.72858603|9.214964819|83.61576722|0.65225927|-1.601689367|-40.02656804|82.27079846|0.472690874|359.8303775|0.34774073|5633.990508|206.7032519|34.75365534|1459.653524|428.5826478|18.79929562|1.0|1.0|1.0|1.0|2.0|2.03|0.05|3.84|1.67|99.2|0.0|1.0|5.0|-3.67|28.0|6.0|-7.22|380.35|0.0|1.0|2.4|0.000214|0.0816|0.000217|3.51|3675.0|-1335.759232|-1335.722248|599.88|337.37|0.2996|337.37|461.73|0.69002|-0.15049|6.0847|0.03698465|8.17|25.0|7.6|7.6
47l_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1.251176792|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0.0|-0.010426981|10.94702063|0|0.000787517|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0|0.7435044540000001|0.781148177|0.733228144|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|-57.15119372|-59.6654726|139.7861865|-0.031456589|-42.43906517|4.654446622|51.44279524|0.796109347|-2.0132216990000003|-40.65070014|68.83398609|0.4897655489999999|571.4972966|0.203890653|6572.90106|145.02405359999997|28.10487315|1798.711882|931.8364349|9.168513486|1.0|0.0|1.0|1.0|3.0|0.0|0.25|3.19|2.94|139.63|0.0|1.0|9.0|-5.26|34.0|3.0|-6.39|454.56|0.0|0.0|2.72|5.44e-06|0.00247|1.4499999999999998e-05|7.71|3.2026|-1455.5758039999998|-1455.5497369999998|764.74|387.13|0.5019|387.13|667.5|0.69291|-0.1314|2.4594|0.02606651|3.3864|32.0|7.4949|7.4949
12e_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984231|-0.0026669809999999|-0.0077937519999999|5.351858133|-0.029595542|0.0|0.005418617|10.31162844|1|0.0053380919999999|-0.018475151|-0.089279071|-0.154412059|-0.417089226|1|0.8246767140000001|0.876441789|0.7933543279999999|0.816703705|-0.07914783|-0.098059338|0.407218612|-52.50202674|-65.04681137|121.5880081|-0.035153347|-43.14823836|10.6725953|0.0|0.7071208529999999|-1.863127413|-34.82676424|80.10232244|0.46715936|541.7533217|0.292879147|6421.289402|194.2788429|32.97692061|1747.776792|704.0353382000001|15.05551106|0.0|1.0|1.0|1.0|1.0|0.0|0.17|2.63|2.51|133.77|0.0|1.0|6.0|-5.44|31.0|5.0|-6.19|428.51|0.0|0.0|2.57|3.59e-06|0.00154|1.19e-05|3.58|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|356.82|0.2055|245.94|562.76|0.68605|-0.1476|5551.0|0.03344515|6.1598|11.0|7.9431|7.9431
5b_a50|0.0|1|1|0.0|0.0|2|7.927685046000001|1|1.397278957|-0.253064589|-0.00141071|5.82008293|-0.003549558|2.473508677|-0.137595558|10.9325725|2|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.175158017|-0.140506919|1|0.791163321|0.855527513|0.6642694929999999|0.958606481|-0.041157676|-0.061164973|0.271653991|-20.90908698|-31.07327358|21.02890062|-0.02140774|-15.78596849|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|42.76068675|0.4462435279999999|486.9950914|0.411250953|4577.809819|208.925351|18.47246431|738.8985723999999|409.0289917|11.68741316|1.0|0.0|1.0|1.0|0.0|2.91|0.1|4.02|2.4|96.89|0.0|2.0|2.0|-3.48|24.0|2.0|-6.03|312.37|1.0|1.0|3.11|0.000335|105.0|6.47e-05|2.81|4.0222|-990.6114185|-990.5849031|547.35|308.25|0.2749|220.09|411.9|0.66968|-0.16683|4.4181|0.02651535|6.1284|12.23|4.9126|4.9126
6g_a40|0.0|0|0|0.0|0.0|1|8.421342866|2|0.604893315|0.102683335|-0.022381557|6.401917197|-0.261952754|0.607999575|0.07194868|10.30179936|2|-0.018182514|-0.221674172|0.0312035079999999|0.05728593|-0.588058458|0|0.832499949|0.8917390820000001|0.808096413|0.605346707|-0.164941808|-0.156296046|0.400587529|-107.2113398|-101.5916383|256.5226419|-0.059045173|-66.03405036|7.499640603|47.36081569|0.824204189|-2.657032782|-69.68682788|114.7475987|0.425569146|393.4722933000001|0.175795811|7822.892656|114.2663866|46.56499428|2095.424743|590.1686672000001|13.1559604|0.0|1.0|0.0|1.0|3.0|2.28|0.21|2.48|0.59|124.18|1.0|3.0|5.0|-7.22|31.0|7.0|-7.02|474.53|0.0|0.0|2.37|6.049999999999999e-08|2.87e-05|1.93e-05|7.38|2.8135|-2522.023752|-2521.990118|669.8|440.68|0.4971|373.48|514.77|0.5794199999999999|-0.11857|6.7231|0.03363483|8.9454|47.0|7.3279|7.3279
17b_a50|0.0|1|1|0.0|0.0|2|7.934155233999999|1|1.348984601|-0.145258626|-0.002181823|5.82008293|0.013050204|2.206759705|-0.152660972|10.94500663|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7621727979999999|0.799772151|0.748900413|0.931849183|-0.047785496|-0.07555585|0.4220781729999999|-33.25475672|-52.58062823|47.42733742|-0.02681014|-36.59177249|6.247196459|86.9549829|0.803386523|-1.662228695|-23.14256283|59.65808461|0.4835366239999999|648.4900322000001|0.1966134769999999|6059.076348|136.82673369999998|23.22374317|1439.872076|862.3868512|7.077456382|1.0|1.0|1.0|1.0|0.0|3.57|0.35|4.92|2.71|131.39|0.0|1.0|8.0|-4.75|32.0|4.0|-6.09|426.56|1.0|0.0|3.87|1.7899999999999998e-05|0.00763|1.22e-05|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|306.75|0.1817|292.09|647.75|0.66195|-0.16699|6.3333|0.02640483|8.4096|122.0|6.9136|6.9136
12f_a30|0.0|0|0|0.0|-4.734662095|0|7.412764017000001|2|0.60498366|0.156569208|-0.015345198|5.351858133|-0.274237737|0.0|-0.008663584|10.31162828|1|-0.004395528|0.4304505939999999|-0.077457998|-0.226973911|-0.6394697460000001|1|0.8246767140000001|0.876441789|0.593245722|0.8357464459999999|-0.090450992|-0.108935062|0.56363596|-63.81176255|-76.85198573|115.8783181|-0.0452183279999999|-54.21787616|7.815328055|1.45550709|0.815175332|-2.396571368|-45.01820228|89.21786458|0.472521727|589.6060704|0.184824668|7634.176316|130.3909181|39.1336968|2074.08593|696.6414817000001|12.36587885|0.0|1.0|1.0|0.0|1.0|0.0|0.17|4.78|2.82|133.96|0.0|1.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|5.52|3.5298|-1988.032639|-1987.998635|729.87|351.25|0.2166|245.09|574.31|0.68471|-0.14958|3.6633|0.03400408|4.6865|19.0|7.7144|7.7144
12ag_a36|0.0|0|0|3.408828027|0.0|0|7.412764017000001|2|1.297044434|-0.042092217|-0.008085448|5.351858133|-0.084341564|0.0|0.0070889269999999|10.96052849|1|-0.000673716|0.135431487|-0.101303149|-0.217394466|-0.445549431|1|0.835013502|0.8910146309999999|0.698414933|0.7468300940000001|-0.082492792|-0.1081585809999999|0.26896187|-52.02834065|-68.21579593|159.6746787|-0.038937089|-43.02381535|8.009946323|0.0|0.758897371|-1.946854457|-32.81436052|80.40643223|0.481286668|471.0269757|0.2411026289999999|5906.879919|152.06382680000002|32.35969377|1617.984688|595.8790650000001|12.1906363|0.0|0.0|1.0|0.0|2.0|0.0|0.14|2.44|2.4|123.71|0.0|1.0|5.0|-3.89|30.0|5.0|-6.76|399.42|1.0|0.0|2.15|0.000129|0.0515|6.96e-05|3.41|3.7117|-1332.185403|-1332.151245|658.68|334.04|0.4286|318.79|507.72|0.7024699999999999|-0.15227|5.4459|0.03415856|7.5405|17.0|7.7696|7.7696
4_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0.60501714|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|1.882124381|0.057349653|10.31162267|1|-0.007022144|-0.208888686|0.053425134|0.127253753|-0.607238634|1|0.721302096|0.785381728|0.628171026|0.74053397|-0.110345083|-0.098695428|0.5842630360000001|-52.4583525|-46.9200748|123.350856|-0.039478171|-22.30593113|1.809595554|77.51574252|0.866976271|-1.381735991|-24.93884341|51.71950126|0.415852758|352.05186289999995|0.133023729|4885.093366|63.23984222|21.6476858|757.6690029|347.9532383|4.799426464|1.0|0.0|1.0|1.0|1.0|2.6|0.0|5.17|3.07|92.65|0.0|1.0|2.0|-5.69|23.0|3.0|-5.21|321.37|0.0|1.0|4.09|2.02e-06|0.00065|8.22e-06|3.53|3.4771|-1355.332318|-1355.303098|504.29|356.58|0.1776|208.93|338.33|0.6896|-0.14983|2.3542|0.02921941|3.1409|1259.0|5.9|5.9
13_a12|0.0|0|0|0.0|0.0|0|0.0|0|1.508548782|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|0.0|-0.083760082|10.96083169|0|0.002279068|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.6809340620000001|0.7300173240000001|0.804066411|0.90006391|-0.058167326|-0.092483398|0.122164874|-28.51381164|-45.33566159|48.98899535|-0.034993718|-22.2236882|1.96760628|66.2289548|0.8829921740000001|-1.2947675790000002|-13.97756285|48.99243638|0.466560112|441.2142447|0.117007826|3647.657976|57.35761558|19.42716439|718.8050825|327.9594923|3.656774794|1.0|0.0|0.0|1.0|1.0|2.64|0.12|3.9|2.42|84.74|0.0|1.0|3.0|-4.26|21.0|3.0|-5.49|276.34|1.0|1.0|3.22|5.520000000000001e-05|0.0152|6.3e-05|3.83|3.9329|-876.3661620999999|-876.3370809|532.86|315.25|0.6528|273.31|437.91|0.64974|-0.16458|1.3023|0.0290811829999999|1.5686|93.0|7.0315|7.0315
12az_a36|0.0|0|0|3.465535084|0.0|0|7.412764017000001|2|1.297042831|-0.196183836|-0.009570959|5.351858133|-0.040156368|0.0|-0.024018255|10.95957115|1|0.002872872|0.129156742|-0.176729938|-0.289604649|-0.387734368|1|0.812921349|0.858971809|0.8350231859999999|0.819163613|-0.071762413|-0.10786263|0.411597359|-50.28669997|-75.58351856|126.71905359999998|-0.033474609|-52.96429617|17.0740303|8.104966044|0.583865006|-1.941527339|-35.23783652|99.82512582|0.462897841|574.0196415|0.416134994|6700.839465|291.60189260000004|40.17530387|2330.167624|766.4854363|24.24160725|0.0|0.0|1.0|1.0|2.0|0.0|0.21|1.9|1.42|136.74|0.0|1.0|7.0|-4.11|33.0|6.0|-7.13|441.49|0.0|0.0|1.75|7.75e-05|0.0342|7.13e-05|2.68|3.6095|-1461.990465|-1461.962459|737.12|343.5|0.4383|319.03|576.54|0.70333|-0.14879|6.3778|0.02800521|7.821000000000001|58.0|7.2366|7.2366
14_a1|0.0|0|0|3.3674017380000003|0.0|0|7.423568444|1|1.430935835|0.043282217|-0.015636898|5.351858133|-0.175408303|0.0|-0.029658865|10.94959842|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.7462411859999999|0.805877431|0.795744863|0.593170871|-0.12658238|-0.122581374|0.206941175|-74.96297518|-72.59355177|240.9270705|-0.046308519|-42.99041175|11.59015807|104.2594419|0.753357398|-2.083883365|-44.39360096|87.02320758|0.47517581|351.2799603|0.246642602|5748.712211|146.0634832|36.40268318|1638.120743|513.4628663999999|14.42965582|1.0|1.0|1.0|1.0|2.0|2.35|0.05|3.63|1.54|106.85|0.0|1.0|4.0|-4.52|29.0|5.0|-6.73|384.39|0.0|1.0|2.85|3.03e-05|0.0116|5.660000000000001e-05|4.57|3.3061|-1292.588129|-1292.55322|621.08|375.01|0.4442|323.35|464.08|0.69894|-0.1336|4.1207|0.03490867|5.3099|94.0|7.0269|7.0269
12v_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604983445|0.037440652|-0.006974714|5.351858133|-0.029548782|0.0|0.020607357|10.31162873|1|0.001805829|-0.173424818|-0.0493878409999999|-0.0857954809999999|-0.471153275|1|0.83236194|0.889479916|0.711738503|0.8501212029999999|-0.077138874|-0.0971402169999999|0.404950755|-52.18846092|-65.72041011|101.4008026|-0.037666615|-44.46327619|7.242869835|0.0|0.806069067|-1.845664126|-35.30820865|75.73440678|0.478535287|575.1512171|0.193930933|6952.110426|131.2043645|31.6144427|1549.107692|685.6665849999999|10.01399667|0.0|1.0|1.0|0.0|1.0|0.0|0.14|3.92|3.79|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|-5.52|467.37|0.0|1.0|3.59|2.64e-07|0.000123|9.14e-07|5.08|3.5507|-2494.963646|-2494.92869|715.58|349.18|0.1601|349.18|573.82|0.68405|-0.1505099999999999|2.9171|0.03495552|4105.0|22.0|7.6596|7.6596
3d_a12|0.0|0|0|0.0|0.0|0|0.0|1|1.28383852|0.092417272|-0.008186708|0.0|-0.053022041|0.0|-0.002185753|10.95472859|0|-0.000643935|-0.282667477|-0.1394967999999999|-0.237203828|-0.532019854|2|0.7697403429999999|0.82682708|0.8605417409999999|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|-34.34601551|-49.24083018|74.63869204|-0.035063929|-25.2986621|2.9374091630000003|0.0|0.77428353|-1.437621096|-17.64609244|57.52228251|0.472404561|439.1353855|0.22571647|4509.417998|115.96727140000002|23.26659057|953.9302134|410.9162081|8.281452338|1.0|1.0|0.0|1.0|1.0|2.71|0.11|2.19|2.26|100.28|0.0|1.0|3.0|-3.52|24.0|4.0|-6.22|313.36|1.0|1.0|2.67|0.000302|0.0945|0.000123|3.1|3.7719|-1006.727999|-1006.704001|548.21|328.71|0.3336|294.4|411.35|0.6572100000000001|-0.15387|2.2068|0.02399772|3.0037|25.0|7.6021|7.6021
18d_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.6049874|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|0.0|-0.053728319|10.31163881|1|0.002064369|-0.159104532|-0.0541804029999999|-0.120380857|-0.4624430539999999|1|0.815003426|0.870930234|0.64876559|0.803280262|-0.07812727|-0.103191184|0.346980269|-49.44608411|-65.3088221|124.5022473|-0.037906966|-41.33339749|7.147133584|0.0|0.783284395|-1.85744132|-31.29400567|75.80070349|0.443774287|508.389239|0.216715605|6367.958933|137.15746130000002|30.62871675|1500.807121|618.6004214|10.49188139|0.0|1.0|1.0|0.0|1.0|0.0|0.14|3.18|3.2|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|-6.02|416.47|0.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|4.07|3.4682|-1675.020297|-1674.987709|669.66|357.49|0.3856|247.35|508.7|0.69017|-0.14167|5.0115|0.03258724|6.2946|21.0|7.6737|7.6737
5d_a40|0.0|0|0|0.0|0.0|1|8.149890544|1|0.6049133329999999|-0.071479892|-0.005662681|6.167516491000001|0.0418378229999999|0.716041667|0.2078052269999999|10.31198333|2|0.006642869|-0.259985037|-0.0038660009999999|-0.009744685|-0.399968083|0|0.8092726020000001|0.877722972|0.483934049|0.754010052|-0.086193996|-0.094277694|0.049855551|-39.55506228|-43.26473143|112.88660690000002|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|0.8111805740000001|-1.131332331|-18.15211073|49.97858532|0.479931934|346.0207917|0.188819426|4051.712713|86.65063178|21.3342049|640.0261471|243.4287716|6.713853887999999|0.0|1.0|0.0|0.0|0.0|2.56|0.21|3.64|2.25|74.11|0.0|2.0|3.0|-4.23|20.0|4.0|-5.94|287.31|1.0|1.0|3.1|5.9e-05|17.0|0.000152|4.61|3.7374|-1276.833831|-1276.817151|473.48|331.74|0.4493|331.74|365.74|0.69613|-0.14851|7.0422|0.01667985|9.2439|19.0|7.7212|7.7212
12af_a36|0.0|0|0|3.448611715|0.0|0|7.412764017000001|2|1.29704271|0.04293386|-0.00989889|5.351858133|-0.081537769|0.0|-0.074383486|10.96037047|1|-0.000472698|0.154914099|-0.126068378|-0.213993335|-0.505160213|1|0.813346624|0.8631180940000001|0.817582774|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|-57.32748365|-73.23838519|169.9519197|-0.035153522|-50.86129548|10.57220682|127.6527374|0.6702409189999999|-2.003750775|-39.81177462|91.25505794|0.448767097|524.5103537|0.329759081|6499.41155|229.0052411|36.42391023|2076.162883|757.7532208|18.01667275|0.0|0.0|1.0|0.0|3.0|0.0|0.17|1.65|1.49|138.06|0.0|1.0|7.0|-3.54|33.0|5.0|-7.66|438.48|0.0|0.0|1.47|0.000292|128.0|0.000227|4.5|3.2299|-1440.982935|-1440.954069|737.4|383.86|427.0|236.83|589.48|0.70508|-0.13364|6.9003|0.02886569|9.4631|15.0|7.8239|7.8239
3q_a32|0.0|1|1|3.4364803|0.0|0|7.765993078999999|0|0.609420748|-0.017280695|-0.008072705|5.733341277|-0.04718311|2.120544848|-0.022925245|10.31100266|3|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|-0.5448044360000001|0|0.853737093|0.901790225|0.716172604|0.84993799|-0.067604132|-0.097961799|0.34156046|-41.72706804|-60.46462749|92.62226328|-0.027989085|-37.3203761|7.058489861|53.27315741|0.6349739010000001|-1.371465184|-25.7550561|74.3682963|0.46136998|524.6043311000001|0.365026099|6079.482066|225.3038157|27.20679986|1333.133193|618.9134881|13.90366881|0.0|1.0|1.0|1.0|1.0|3.34|0.3|4.72|1.33|115.37|0.0|1.0|7.0|-5.91|28.0|4.0|-6.35|411.54|0.0|1.0|3.86|1.24e-06|0.000508|2.4100000000000003e-05|5.15|3.6236|-1920.066488|-1920.042674|666.16|342.16|0.2897|342.16|549.78|0.70216|-0.15001|4.1362|0.02381444|5.2657|28.0|7.5528|7.5528
13_a47|0.0|1|1|2.920663104|0.0|0|6.605297921|0|1.417757826|-0.174238791|-0.0049262279999999|4.59511985|-0.0777650159999999|1.5940801480000002|0.003874205|10.9452934|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|2|0.794037882|0.8582665429999999|0.626280497|0.781675563|-0.081148294|-0.088128939|0.244975411|-41.79730418|-45.39284663|112.453046|-0.032468557|-23.38063458|4.705524762|0.0|0.688261242|-1.23380515|-21.52866736|57.38622954|0.472007922|402.6200617|0.311738758|4542.479565|160.5682509|24.29844849|923.3410426|359.12161539999994|11.99338291|1.0|0.0|1.0|1.0|2.0|1.75|0.06|4.63|2.34|91.59|0.0|1.0|3.0|-4.24|24.0|4.0|-6.0|319.34|1.0|1.0|3.19|5.79e-05|0.0185|5.41e-05|2.7|4.0302|-1067.820961|-1067.78457|542.62|307.63|0.3382|307.63|404.73|0.67466|-166.0|3.5455|0.03639189|4.8308|16.0|7.8|7.8
14h_a23|0.0|1|1|0.0|0.0|2|7.423568444|0|1.197963488|0.043538466|-0.005921293|5.351858133|0.006191846|0.7290938920000001|-0.024318144|10.31321773|2|0.009266617|0.060820238|-0.0686282459999999|-0.131709531|-0.4460845129999999|2|0.79263722|0.860920386|0.669357479|0.923430574|-0.063825076|-0.081058742|0.223157991|-43.02851162|-54.6468131|51.620282|-0.033774476|-36.84086528|9.990985411|86.83095818|0.753100584|-1.621174834|-29.00823506|67.44368679|0.48032488|622.5428245|0.246899416|6722.809649|166.45047749999998|30.23434844|1451.248725|646.2584547|12.79687369|0.0|1.0|1.0|1.0|1.0|3.2|0.04|3.89|2.39|125.0|0.0|1.0|5.0|-5.68|32.0|5.0|-6.62|436.49|0.0|0.0|3.23|2.09e-06|0.0009109999999999|1.27e-05|3.29|3.6689|-1722.1762399999998|-1722.148272|699.86|337.93|0.3424|306.09|569.53|0.69933|-0.15209|9.7146|0.02796857|13.4823|5.0|8.3468|8.3468
