molecula|SddssS|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SRW07|n6HRing|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
34_a20|0.0|0|6.842683282|0|0|1.416932073|4.727387819|2|0.199191385|1.991704333|0.003085806|10.93244905|1|0.0346782989999999|0.057022334|-0.4478820739999999|2|0.7071284179999999|0.74801464|-0.101401966|-0.090732503|0.690530489|1|0.7966571459999999|-0.085459595|0.408491116|-57.31821177|-57.49912174|8.766605631000001|136.81360859999998|-0.032248904|80.66541842|0.776414086|-38.56497154|67.53437417|66.0848174|0.462785432|2825.042137|536.0086996|-14.59875162|0.223585914|7.940146766|14.7802149|0.8614536140000001|150.43359099999998|27.94614651|-371.9551262|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|3.43|-9.18|4.62|86.69|2.47|2.0|0.0|125.0|1.0|5.0|-5.14|32.0|4.0|0.0|3.63|-5.02|7.27e-06|9.51e-06|3.63|0.0|3.8699|-1352.31921|-1352.2836220000002|711.19|1205.64|544.93|0.38519|0.0766|-0.16103|3.8519|0.03558836|7.2147|7.2147
19e_a38|0.0|0|7.412764017000001|2|2|1.297043576|5.351858133|2|0.021678225|0.0|-0.001197042|10.94917392|1|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|0.839953955|0.04818471|-0.064035403|0.700181525|0|0.776562593|-0.10214405|0.552393659|-56.34606212|-68.82539051|14.27562164|150.553721|-0.03783113|16.39385667|0.749190974|-37.96637911|82.37885703|70.62168376|0.4655978389999999|2920.436229|523.2534216|-17.17594064|0.250809026|6.596408983|12.34352977|0.871249918|168.99691289999998|34.02454948|-335.8133169|1837.325672|696.3887025|13.55346651|1.0|0.0|3.0|4.96|-7.28|3.09|81.23|2.75|2.0|0.0|135.78|1.0|6.0|-4.94|32.0|4.0|0.0|3.3|-4.72|1.15e-05|1.89e-05|3.55|0.0|3.8587|-1409.582478|-1409.547647|685.34|1183.12|532.67|0.41961|0.3738|-0.15584|5.8426|0.03483011|8.0083|8.0083
21b_a23|0.0|1|7.525639975|0|0|1.197963051|5.4161004020000005|2|0.057405955|0.745297595|0.01055698|10.31321725|2|-0.069382957|-0.130528352|-0.481470603|2|0.7038407329999999|0.7717839409999999|0.131951284|-0.078097375|0.668547062|1|0.930728719|-0.083105261|0.224930782|-41.81114831|-58.25915868|10.15224639|48.56114386|-0.034219814|86.65837165|0.812334718|-29.31080756|67.68046598|51.9633947|0.458461834|3074.083057|652.4673795|-16.81701905|0.187665282|8.773746105|16.20152864|0.846591917|131.5587155|29.53101081|-437.9110924|1506.081551|712.6737861|9.421307298|0.0|0.0|1.0|3.59|-7.84|4.2|128.81|2.6|2.0|1.0|129.97|1.0|5.0|-6.1|33.0|5.0|0.0|3.57|-5.22|8.02e-07|6.06e-06|3.7|0.0|3.6237|-1761.498874|-1761.4722969999998|735.65|1247.38|611.6|0.57848|0.2333|-0.15033|9.5312|0.02657688|7.0691|7.0691
12d_a40|0.0|0|7.515889085|0|0|0.60499064|5.4161004020000005|0|0.209157499|0.794852923|-0.000134504|10.31197256|2|0.127299624|0.224167029|-0.552689736|0|0.809398262|0.7769829840000001|-0.0065648919999999|-0.254735308|0.6948809659999999|1|0.840431415|-0.091630294|0.0913543|-50.68561427|-48.54239742|6.204226377|84.53363343|-0.038873458|60.80168183|0.844283549|-26.85139526|55.13932669|56.88984065|0.470893531|2270.596857|445.2300015|-10.90981687|0.155716451|7.877041626|14.88744155|0.8899787840000001|82.49291335|24.39197636|-364.7778083|804.9352200000001|350.9435025|6.596929268999999|1.0|0.0|1.0|3.23|-6.84|5.02|84.45|3.76|2.0|1.0|96.16|1.0|2.0|-6.25|23.0|2.0|0.0|4.21|-5.58|5.58e-07|2.61e-06|4.75|0.0|2.7962|-2153.197255|-2153.180821|552.57|910.58|435.41|0.55983|115.0|-0.11604|1.2683|0.0164339|7.7212|7.7212
3a_a12|0.0|0|0.0|1|1|1.28383802|0.0|2|-0.1231529169999999|0.0|-0.0025830939999999|10.95455336|0|-0.072889493|-0.1213636769999999|-0.5274624179999999|1|0.943290857|0.7038021990000001|-0.021522321|-0.032466697|0.8847197109999999|0|0.871985494|-0.090803706|0.241900756|-34.84701355|-44.430225|4.615711776|62.63745781|-0.034924502|0.0|0.781050096|-17.05063286|52.21461165|39.46272532|0.462077145|2045.857684|426.6622302|-8.361421244|0.2189499039999999|5.924949067000001|11.01449587|0.859002624|107.1321197|21.87893986|-275.0354486|853.2786545|381.0058252|7.784386645|1.0|1.0|1.0|3.84|-7.5|2.49|37.28|3.09|0.0|0.0|97.52|1.0|3.0|-3.6|23.0|3.0|1.0|2.98|-4.06|0.00025|8.8e-05|3.15|0.0|3.7304|-951.3711872|-951.3480023|528.84|875.71|383.08|-0.34688|128.0|-0.15328|1.3824|0.023184956|6.7122|6.7122
11d_a5|0.0|0|6.605297921|0|0|1.388848584|4.59511985|2|-0.125546291|0.0|0.008307337|10.94877952|1|-0.12451554|-0.200646773|-0.22897714|2|0.786587307|0.783891527|-0.018747485|0.036918829|0.755793189|0|0.87090286|-0.0847408619999999|0.359644732|-40.04753555|-53.84338206|8.151092424|82.02685783|-0.029333375|0.0|0.712305422|-25.44574968|65.35645739|48.19862797|0.49396568|2540.78984|553.3617954|-11.84243331|0.287694578|8.920296087|17.62784804|0.976150552|182.7978704|26.16587381|-269.7929124|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|3.13|-8.64|4.14|66.93|1.42|1.0|0.0|114.29|1.0|7.0|-4.14|29.0|5.0|1.0|3.28|-4.29|7.2e-05|5.14e-05|3.07|0.0|4107.0|-1239.127458|-1239.093739|682.09|1154.67|594.45|0.66686|0.2068|-0.16762|2.8731|0.03371838|7.8239|7.8239
21_a10|0.0|0|7.535296702|1|1|1.343837211|5.4161004020000005|2|-0.032405474|1.817620533|0.001533145|10.92966143|1|-0.0236638829999999|-0.03765494|-0.4636733179999999|2|0.7135035209999999|0.7620337359999999|0.057775125|-0.005970601|0.68876002|1|0.7747854129999999|-0.084654798|0.8663152820000001|-64.32920271|-59.80834512|13.34776629|159.11338909999998|-0.03292131|74.3822498|0.704106635|-45.44837698|75.80259699|77.676969|0.391384102|3104.255496|547.3834282|-16.4322688|0.295893365|8.388036625|13.78215169|0.643072426|209.0477207|33.03306591|-288.401376|1783.785559|746.5727327999999|15.99425187|1.0|1.0|1.0|3.5|-8.71|5.6|90.13|2.81|2.0|0.0|128.59|1.0|5.0|-5.77|34.0|6.0|0.0|4.04|-5.51|1.69e-06|3.12e-06|4.17|0.0|3.8599|-1485.499561|-1485.461532|716.1|1225.01|517.44|0.4226399999999999|0.1489|-0.16178|1.5138|0.03802869|5.3188|5.3188
6_a4|0.0|0|7.535296702|1|1|1.271761557|5.4161004020000005|2|0.042096749|2.186806868|0.011457667|10.92992785|1|-0.046166422|-0.073630392|-0.1738111839999999|2|0.664591856|0.76089528|-0.169533683|-0.340860215|0.664247086|1|0.945545838|-0.0670158929999999|0.417868437|-29.18838891|-37.33240845|4.324187697|30.33467048|-0.024618083|45.93422613|0.814470803|-16.25991695|42.27020924|33.5125766|0.423084148|2342.371538|526.7333132|-7.639600225|0.1855291969999999|5.758624844|9.981741408|0.733355042|103.3523757|16.83786074|-350.36323230000005|825.0551765|578.2065561000001|4.937800786|0.0|1.0|0.0|3.38|-7.99|5.23|43.6|3.09|2.0|0.0|109.7|1.0|3.0|-4.91|27.0|3.0|1.0|4.23|-5.11|1.24e-05|7.74e-06|4.28|0.0|4.0354|-1108.585859|-1108.563418|613.83|1057.7|453.87|0.60542|0.0772|-0.16959|2.8026|0.02244097|5.8861|5.8861
3c_a49|0.0|0|7.535296702|1|1|1.343850149|5.4161004020000005|2|-0.04696024|1.879769411|0.006218639|10.92976555|1|-0.0612829229999999|-0.101919761|-0.384874446|2|0.666785606|0.802792677|0.005559828|0.0211518929999999|0.64702083|1|0.7963363840000001|-0.074135885|0.501887054|-41.0524769|-42.3959176|8.477406111|116.4686425|-0.0252377479999999|77.29181095|0.637222556|-23.47658531|54.85343388|49.52988301|0.4791465279999999|2521.794855|455.3990518|-8.253567879|0.362777444|6.567311051|12.60874968|0.919925763|207.4607002|22.64931248|-156.9462939|1064.517686|542.7276591|12.45751629|0.0|1.0|1.0|3.18|-7.54|3.87|72.7|1.84|1.0|0.0|109.43|1.0|4.0|-3.45|28.0|4.0|1.0|2.86|-3.86|0.0003509999999999|0.000137|2.29|0.0|3842.0|-1198.668772|-1198.634822|613.33|1046.53|456.22|0.32539|0.0729|-0.15853|3.6122|0.03394942|7.0605|7.0605
2_a49|0.0|0|7.535296702|1|1|1.3438506419999998|5.4161004020000005|2|-0.100166139|1.999073077|0.004524556|10.92973199|1|0.032521855|0.055400364|-0.320124905|2|0.802447754|0.79056501|0.084099874|0.00991453|0.7701578720000001|1|0.81348014|-0.079176085|0.41397907|-44.066695|-40.34672657|5.634353797999999|95.04720801|-0.028277173|0.0|0.7154059890000001|-22.45560511|49.26352575|49.7010488|0.454163307|2244.518609|414.5350312|-7.34284831|0.284594011|5.667936413|10.38394173|0.8320497920000001|145.02405359999997|20.14177325|-219.534132|845.9544764000001|439.9973344|8.91679918|0.0|1.0|1.0|3.09|-6.82|3.7|69.62|1.88|0.0|1.0|99.52|1.0|2.0|-3.53|25.0|3.0|1.0|2.76|-3.89|0.000292|0.000129|2.43|0.0|3743.0|-1046.018455|-1045.981819|553.52|941.6|371.96|0.34449|0.0572|-0.1555099999999999|4.8986|0.0366366999999999|7.2291|7.2291
47o_a18|0.0|0|7.03438793|1|1|1.251177005|4.844187086|0|-0.006238734|0.0|-0.00046896|10.94702017|0|-0.103458566|-0.156998637|-0.490807196|0|0.7452092359999999|0.7435044540000001|0.001673737|-0.066242713|0.733228144|0|0.806872998|-0.088436375|0.261785105|-56.13142962|-64.2280736|6.313168526|140.2610102|-0.034545459|82.54478365|0.872753077|-40.76618466|70.23090572|62.44459815|0.493146875|2857.120021|586.0020642999999|-18.22128055|0.127246923|9.808930716|19.35260972|0.972958142|92.41474142|28.74706708|-541.4335917000001|1839.812293|931.8364349|6.002832126|1.0|1.0|3.0|4.17|-9.37|3.0|85.29|2.94|3.0|1.0|139.63|1.0|9.0|-5.66|34.0|3.0|0.0|2.76|-5.08|2.19e-06|8.38e-06|4.16|0.0|3.22|-1455.574672|-1455.547304|783.22|1352.29|706.49|0.69248|0.5065|-0.13203|2.2316|0.02736851|7.3279|7.3279
9a_a40|0.0|0|7.515889085|0|0|0.604993021|5.4161004020000005|0|0.168990628|0.921628874|0.01310675|10.31197235|2|0.009844552|0.016958188|-0.449508498|0|0.624889926|0.690568477|-0.394662853|-0.2990540869999999|0.61091688|1|0.937600185|-0.072887601|0.002467659|-29.02567082|-35.24260989|5.334966331|30.17155594|-0.032156295|51.49564873|0.868476591|-14.03449109|39.45618424|34.36063715|0.493941591|1971.148912|453.3484005|-7.51786994|0.131523409|6.749223592000001|13.33684703|0.976056482|63.59419322|17.90285474|-356.33157|608.6970611|323.79254|4.213574358|1.0|0.0|0.0|3.26|-6.4|4.43|58.43|3.57|1.0|0.0|86.7|1.0|2.0|-5.49|21.0|2.0|1.0|4.08|-5.08|3.24e-06|8.33e-06|4.54|0.0|3.3192|-1217.955997|-1217.9449|515.96|847.69|411.01|0.47831|0.3483|-0.13808|3.8656|0.01109672|6.6696|6.6696
19_a3|0.0|0|6.605297921|0|0|1.4316666480000002|4.59511985|3|-0.008897473|1.744747103|0.006821053|10.96959256|1|-0.037291767|-0.066245471|-0.270506095|3|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.687139108|1|0.853017902|-0.087730634|0.225451546|-31.50932639|-40.8473715|5.419662458|68.43484547|-0.032585664|0.0|0.75798185|-14.67073822|48.55416845|36.92898885|0.476813896|2000.66399|397.1650228|-7.064025721|0.24201815|5.342307798999999|10.21110415|0.911365749|112.6836188|20.01615321|-240.2326308|700.5653624|314.0966684|7.706796952|1.0|1.0|1.0|2.81|-7.21|3.39|67.35|1.18|0.0|0.0|85.32|1.0|2.0|-3.24|22.0|4.0|1.0|2.45|-3.58|0.000578|0.000266|2.19|0.0|3945.0|-929.2818523|-929.2608626|499.93|832.23|362.92|0.67351|0.3006|-0.16303|2191.0|0.020989746|7.6383|7.6383
8_a20 (IN-1130)|0.0|0|6.842683282|0|0|1.400923668|4.727387819|2|0.1728459339999999|1.622562232|-0.006620594|10.94899447|1|-0.049177437|-0.083481481|-0.573278819|2|0.811128636|0.760688473|-0.1221465319999999|-0.0957193819999999|0.7741509329999999|1|0.7274271309999999|-0.097790028|0.354945501|-63.72828772|-64.75689362|10.46873389|180.4986934|-0.035730972|89.35267123|0.7481063720000001|-42.20109173|77.31081766|74.19702161|0.4824986429999999|2849.395895|481.70475260000006|-15.66851008|0.251893628|8.005662608|15.46983888|0.932362084|166.8048285|31.628086|-328.593789|1644.660472|684.5377542|12.55392404|1.0|1.0|2.0|3.49|-9.63|4.08|110.44|1.33|1.0|0.0|122.86|1.0|5.0|-4.85|32.0|5.0|0.0|3.14|-4.55|1.42e-05|2.82e-05|2.87|0.0|3.2329|-1368.412748|-1368.372708|696.06|1192.01|517.94|0.4377|0.1361|-0.13622|3803.0|0.04004011|7.4437|7.4437
4o_a46|0.0|0|7.825245291|1|1|1.13463699|5.587248657999999|1|-0.2363624889999999|0.0|0.010870588|10.93828256|1|-0.018058762|-0.028735607|-0.096073163|1|0.626333846|0.7699448320000001|-0.121466731|-0.09492635|0.6418406720000001|0|0.950732618|-0.06570509|0.372146122|-35.54402423|-36.03345669|5.332434441|27.01882145|-0.021901697|31.19780621|0.7510206490000001|-19.49276784|42.00638612|40.87645867|0.460981009|2195.436986|521.3931342|-6.587059484|0.248979351|5.527567399|10.25486577|0.855222204|136.5432529|15.99310518|-275.3254498|767.6690487000001|544.7877262000001|5.972929428|1.0|0.0|0.0|3.73|-7.26|4.94|54.5|2.72|1.0|0.0|103.66|1.0|2.0|-4.91|26.0|3.0|1.0|3.92|-4.87|1.23e-05|1.34e-05|4.06|0.0|4.3255|-1070.456878|-1070.428722|581.59|1022.29|501.08|0.6843|0.1598|-0.18282|3.4494|0.02815574|6.7905|6.7905
1_a3|0.0|0|6.823286122000001|1|1|0.6195934120000001|4.727387819|2|-0.004409693|2.194605012|-0.006610844|10.33805862|0|0.05038525|0.08803837|-0.486774367|2|1.005427002|0.7905285390000001|-0.126299711|0.057919092|0.943582278|1|0.7762512779999999|-0.0925710269999999|0.521474118|-45.44133321|-42.54530997|3.693677623|102.8341051|-0.034105115|0.0|0.7920857179999999|-20.88467272|49.05980305|49.13501083|0.4490711529999999|2012.9704|356.76228530000003|-7.203984013|0.207914282|4.984064981|9.046658216|0.8151164259999999|95.55665364|19.78900457|-268.4830832|751.9821735|373.1494221|6.514493077999999|1.0|1.0|1.0|3.83|-5.77|1.85|77.1|1.52|0.0|0.0|91.52|2.0|2.0|-3.07|22.0|4.0|0.0|1.5|-3.3|0.0008529999999999|0.000503|1.83|0.0|3.8645|-1273.316428|-1273.290432|496.09|845.2|316.61|0.30619|0.0096|-0.1658599999999999|2.2332|0.02599563|6.1403|6.1403
3i_a32|0.0|1|7.78113851|0|0|0.6094207970000001|5.733341277|0|-0.21362765|1.711001131|-0.0131506889999999|10.3110028|3|-0.054335108|-0.212967423|-0.537667101|0|0.565740817|0.833699527|-0.337053202|0.030060554|0.54844677|1|0.893827987|-0.1132851459999999|0.259644227|-49.17963359|-59.72706743|8.064907632|55.97682661|-0.044627482|0.201037767|0.77072347|-25.92886531|71.27609889|57.24454122|0.422644726|2471.4299920000003|471.2508776000001|-12.4050588|0.22927653|5.826629089|10.09193014|0.732035793|120.8809386|30.52825775|-285.465827|1007.432506|318.0257595|11.54903146|1.0|0.0|1.0|3.1|-6.96|6.29|110.94|2.09|2.0|0.0|88.28|1.0|3.0|-6.27|24.0|6.0|0.0|4.37|-5.16|5.37e-07|6.85e-06|4.23|0.0|3642.0|-1891.833327|-1891.811327|530.5|876.0|418.24|0.70322|0.4765|-0.1476|2494.0|0.02199999|8.2366|8.2366
16g_a32|0.0|1|7.765993078999999|0|0|0.609420729|5.733341277|0|-0.049658216|2.084553994|-0.002456725|10.31100263|3|-0.117577419|-0.202656848|-0.696926204|0|0.79965447|0.83902731|-0.026098259|0.008494733|0.762429418|1|0.8206422409999999|-0.105500574|0.542303725|-57.77542509|-77.75914881|17.659402|132.1955522|-0.033839807|43.37912747|0.6863323440000001|-42.58335004|94.54074206|75.43482709|0.3972359179999999|2833.521937|604.8539801|-18.38320476|0.313667656|9.3963701|15.58880229|0.65902387|231.1885989|36.34043182|-274.67233460000006|1926.042887|701.9321161|16.78159325|1.0|1.0|2.0|3.87|-8.16|5.38|149.27|1.57|3.0|0.0|121.56|1.0|10.0|-7.51|30.0|5.0|0.0|4.37|-5.32|3.08e-08|4.83e-06|4.65|0.0|3.6161|-2034.621991|-2034.593036|752.29|1245.25|639.49|0.70222|0.2879|-0.14968|3.7346|0.02895494|7.9586|7.9586
5a_a49|0.0|0|7.853604813|2|2|1.343848751|5.777652323|2|-0.072902329|1.878067786|0.007647515|10.92976459|1|-0.158356406|-0.26176436|-0.51958118|2|0.66494289|0.7979412790000001|0.001251171|0.127914587|0.632463498|1|0.800090055|-0.0787216|0.6254267029999999|-42.1802818|-46.04810561|16.71687776|116.9370825|-0.027311576|54.35929907|0.6069287529999999|-24.67330519|61.89135559|58.89715956|0.490453006|2797.737637|468.0117167|-9.345067946|0.393071247|6.0732145310000005|11.91885068|0.962527525|229.9265537|26.32248561|-125.09569170000002|1289.801795|592.5885712|15.84324998|0.0|0.0|0.0|3.37|-6.92|3.68|73.14|2.07|1.0|0.0|116.62|1.0|3.0|-3.84|30.0|5.0|1.0|2.93|-4.29|0.000146|5.09e-05|2.65|0.0|3.9219|-1311.995327|-1311.960542|625.06|1082.25|443.78|0.31953|0.0529|-0.16176|5.6104|0.03478454|7.3665|7.3665
1h_a5|0.0|0|6.605297921|0|0|1.427564094|4.59511985|2|-0.02598568|0.0|0.008031558|10.94466758|1|0.034752304|0.0578378779999999|-0.20140246|2|0.71274658|0.780175595|0.070628165|-0.082079343|0.6977404359999999|0|0.8806402259999999|-0.069496749|0.39793593|-35.25675213|-36.2462047|4.588992214|62.25239147|-0.027798699|0.484419999|0.7450549759999999|-18.38824808|44.51475742|39.84574434|0.489507204|2107.271793|459.3001331|-7.561719827|0.2549450239999999|6.711386288|13.14687756|0.958891501|132.96722079999998|19.45961351|-255.618083|778.3845404|409.0289917|8.268552715|1.0|1.0|1.0|2.8|-8.41|4.51|54.46|2.13|0.0|0.0|95.45|1.0|3.0|-4.25|24.0|3.0|1.0|3.43|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|3.43|0.0|4.3651|-990.6346565|-990.6032645|556.57|934.7|430.83|0.4112699999999999|0.1754|-0.17797|2.2396|0.031392033|7.5528|7.5528
10_a3|0.0|0|6.823286122000001|0|0|0.605017375|4.727387819|3|0.017396832|1.684975382|-0.008037672|10.31162304|1|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.8947911009999999|0.743072638|-0.140523767|0.078405316|0.834020779|1|0.747406318|-0.0989320009999999|0.518341632|-46.64544572|-45.8148076|6.768239856|116.9745968|-0.0359752729999999|80.37219813|0.7066293240000001|-21.60122201|56.68388955|53.41368558|0.41220272|2098.79955|346.1193167|-7.715112198|0.293370676|5.031169383|8.559361451000001|0.701266803|135.8581743|23.57661855|-191.3775649|778.0284121000001|311.6695405|10.86908195|0.0|1.0|1.0|3.02|-6.51|3.41|105.82|1.2|0.0|0.0|88.28|1.0|2.0|-4.3|22.0|4.0|0.0|2.52|-3.84|5.07e-05|0.000145|2.43|0.0|3.4217|-1288.190838|-1288.150029|498.67|830.63|323.26|0.41894|0.0463|-0.15011|6.7458|0.04080931|5.1|5.1
8g_a8|0.0|0|7.535296702|1|1|1.39137364|5.4161004020000005|0|0.000966222|0.0|-0.009140059|10.94318883|1|0.0794962979999999|0.162134281|-0.508072694|0|0.6784762320000001|0.734188081|0.121495775|-0.0571942009999999|0.656457444|0|0.533935495|-0.129695841|0.298992226|-83.78686741|-79.46906035|19.06725815|285.5736014|-0.052430233|67.54104396|0.8330608209999999|-51.33906829|90.27531534|102.8541256|0.479218966|2889.141422|327.1604688|-19.68456628|0.166939179|7.440878437999999|14.28792131|0.920192814|102.2893227|38.56355928|-408.1554248|1812.487286|551.1746801|10.80625499|0.0|0.0|2.0|3.31|-7.4|3.89|99.34|3.01|2.0|0.0|111.38|1.0|4.0|-5.3|31.0|5.0|0.0|3.5|-4.94|5.01e-06|1.16e-05|3.53|0.0|3.7495|-1450.9549470000002|-1450.913472|635.27|1083.78|489.97|0.69221|0.3904|-0.15542|6.0697|0.04147516|5.3768|5.3768
14x_a23|0.0|1|7.423568444|0|0|1.197963189|5.351858133|2|0.05740118|0.6753138120000001|0.003379755|10.31321817|2|-0.073958723|-0.206574435|-0.443633823|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|0.558482531|1|0.7768288609999999|-0.084244058|0.229141189|-46.97594633|-55.83053941|14.64350681|147.90081730000003|-0.034056109|87.28077098|0.722211323|-31.13207597|70.40248829|61.61945314|0.468120981|3071.48868|514.8229467|-14.95753786|0.277788677|7.777802167999999|14.62325432|0.880126802|184.0971574|31.25095356|-294.5294492|1468.794817|597.2903597999999|14.57194888|0.0|0.0|1.0|3.42|-7.93|5.14|105.02|3.78|2.0|1.0|120.2|1.0|5.0|-5.68|32.0|6.0|0.0|4.06|-5.27|2.09e-06|5.41e-06|3.78|0.0|3.6941|-1828.393372|-1828.371718|675.21|1149.42|537.48|0.6757|0.3057|-0.15259|5.7933|0.02165405|8.4949|8.4949
19_a47|0.0|1|6.842683282|0|0|1.402889494|4.727387819|2|0.027033021|1.174354482|-0.013020816|10.95058274|1|-0.046265509|-0.126992366|-0.439165562|2|0.635684951|0.823945134|-0.024256505|0.095841135|0.614975047|1|0.639642891|-0.104459947|0.270767873|-58.28861174|-57.87554797|14.85167037|199.6541807|-0.037307124|66.13355777|0.637832605|-32.2945343|76.13237258|73.14028211|0.463378097|2612.978054|354.3911695|-11.45202794|0.362167395|7.06969105|13.17443625|0.8635094740000001|200.6571609|32.40636867|-152.7310283|1361.067484|428.5826478|18.25682461|0.0|1.0|2.0|3.13|-6.92|3.84|98.72|1.67|1.0|0.0|99.2|1.0|5.0|-3.67|28.0|6.0|0.0|2.34|-3.66|0.000214|0.000217|1.97|0.0|3.8423|-1335.75742|-1335.725639|571.23|974.59|412.31|0.68924|0.3243|-0.15845|5.1151|0.03178118|7.3|7.3
4d_a49|0.0|0|7.535296702|1|1|1.343847746|5.4161004020000005|2|-0.090862681|1.76904838|0.000607064|10.92777282|1|0.000511959|0.000850823|-0.417231241|2|0.7745859279999999|0.783870915|-0.008564167|0.023137464|0.749565191|1|0.752634646|-0.085966608|0.410804214|-55.40321178|-52.95392476|8.392883773|152.3727245|-0.0281044679999999|57.16412513|0.654728051|-34.12740785|66.51766234|63.79609555|0.470013152|2658.242991|463.6097566000001|-10.66380249|0.3452719489999999|7.998287218|15.09148245|0.8868392740000001|212.6814716|26.44129877|-190.6195379|1374.947536|641.1445234|13.56373757|0.0|1.0|2.0|3.38|-7.58|2.8|98.72|1.25|1.0|0.0|115.63|1.0|6.0|-3.13|30.0|5.0|0.0|2.27|-3.35|0.000743|0.0004509999999999|1.45|0.0|3.8047|-1293.333712|-1293.29417|668.09|1144.04|495.7|0.40593|0.0879|-0.15888|4.3005|0.0395418|7.7447|7.7447
16h_a32|0.0|1|7.765993078999999|0|0|0.609420754|5.733341277|0|-0.069213021|2.075726759|-0.0048042729999999|10.31100268|3|-0.123297852|-0.219947482|-0.71364354|0|0.804503712|0.832040698|-0.003188883|-0.03617945|0.7619492790000001|1|0.7991915079999999|-0.121464999|0.44308098|-51.56009529|-77.17316899|13.31708433|127.5843068|-0.038765425|35.90298920000001|0.7359051059999999|-32.75886858|90.15529448|64.87717961|0.459750275|2709.44587|507.7688359|-15.6485794|0.2640948939999999|6.710057805|12.42028916|0.850995852|167.7935207|33.46862873|-299.7661014|1573.02555|573.3529948|12.98212548|1.0|0.0|2.0|3.61|-7.0|4.6|149.27|1.12|2.0|0.0|111.95|1.0|7.0|-6.48|28.0|5.0|0.0|3.74|-4.75|3.28e-07|1.7800000000000002e-05|3.66|0.0|3.6182|-1955.99895|-1955.970762|679.82|1130.4|556.05|0.70219|0.2914|-0.14972|3516.0|0.02818755|8.0655|8.0655
AKLKII_a46|0.0|0|6.605297921|0|0|1.4316666480000002|4.59511985|3|-0.008897473|1.744747103|0.006821053|10.96959256|1|-0.037291767|-0.066245471|-0.270506095|3|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.687139108|1|0.837641394|-0.089369278|0.271156366|-34.061229|-42.37969553|4.924591245|76.99187522|-0.033194303|0.0|0.7721395329999999|-16.15213359|49.76981906|38.98582025|0.47999819|2000.353437|397.2168972|-7.464534402999999|0.2278604669999999|5.83938898|11.22955511|0.92307023|108.05343229999998|20.38625028|-258.10190780000005|713.5187596|314.0966684|7.390123534|1.0|1.0|1.0|2.81|-7.21|3.39|67.35|1.18|0.0|0.0|85.32|1.0|2.0|-3.24|22.0|4.0|1.0|2.45|-3.58|0.000578|0.000266|2.19|0.0||||||||||||6.7423|6.7423
12ar_a36|0.0|0|7.412764017000001|2|2|1.297042582|5.351858133|2|0.083451772|0.0|0.000939229|10.95407427|1|-0.096853381|-0.169341326|-0.4194638229999999|1|0.86559137|0.8371588959999999|-0.017348015|-0.064014394|0.8196353679999999|0|0.8365428659999999|-0.098732471|0.317338373|-54.80317647|-66.9989409|15.19305207|110.9204982|-0.0347392029999999|0.0|0.705591187|-37.18892821|82.17472548|69.99622854|0.4743067589999999|2902.67985|567.6702443|-15.99689556|0.294408813|8.770514183|16.68371115|0.902250063|199.7830951|33.4098581|-279.0245523|1804.132337|708.5476357999999|15.17578458|1.0|0.0|2.0|4.86|-7.05|1.95|92.99|1.59|1.0|0.0|133.27|1.0|6.0|-3.92|32.0|5.0|0.0|1.8|-3.91|0.0001199999999999|0.000122|2.33|0.0|3.8489|-1364.511244|-1364.467971|717.19|1211.1|580.53|0.41433|0.2372|-0.15631|6.4688|0.04327285|7.6021|7.6021
