molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|MATS1i|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50|pIC50
15a_a50|1|1|0.0|2|1|1|1.3530592819999998|4.126145086|-0.004429392|5.82008293|1|2.020652006|-0.234757789|0.005366038|-0.15010386|10.94500663|2|-0.128070491|0.821868651|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|-0.0783960279999999|0.4349386739999999|0.018014615|-46.91098865|10.77967103|275.287923|97.06405493|-0.029316925|6.450390922|0.0|-1.436529349|-28.07082095|-17.54280159|57.69065967|0.4476230879999999|501.3207109|-10.49734522|0.294589405|8.095541483|0.8103580690000001|176.277812|-514.369916|0.018747341|-245.8291419|1218.577214|11.21812301|0.0|1.0|1.0|1.0|3.7|2.63|-6.09|68.76|1.87|0.0|0.0|1.0|5.0|371.44|0.0|1.0|1.0|-3.92|0.0001189999999999|0.0444|2.51|0.0|0.0003|-1199.818129|-1199.784983|1091.64|306.83|306.83|519.38|0.66132|0.66132|-0.16693|6.6307|-0.19948|9.0948|7.3872|7.3872
6g_a40|0|0|0.0|1|1|2|0.604893315|1.628664494|-0.022381557|6.401917197|0|0.607999575|-1.09669629|-0.019683422|0.07194868|10.30179936|2|0.0312035079999999|0.832499949|0.075283207|-0.340429901|0.8917390820000001|0.808096413|-0.164941808|0.400587529|0.017750905|-107.2113398|11.53799852|328.78166810000005|256.5226419|-0.059045173|7.499640603|47.36081569|-2.657032782|-69.68682788|-38.37906336|118.7493383|0.425569146|393.4722933000001|-24.9461968|0.175795811|6.95079805|0.740853565|114.2663866|-1122.578856|0.020240097|-421.4621621|2095.424743|13.1559604|0.0|1.0|0.0|1.0|4.06|2.28|-2.87|213.89|0.59|2.0|1.0|3.0|5.0|474.53|1.0|0.0|0.0|-4.71|1.93e-05|0.00917|3.06|0.0|0.6459999999999999|-2522.023752|-2521.990118|1144.59|440.68|373.48|514.77|0.58454|0.5794199999999999|-0.11857|6.7231|-0.20479|8.9454|7.3279|7.3279
8_a1 (SB-202620)|0|0|3.296085365|0|0|0|1.4323973840000002|0.0|-0.013785521|4.727387819|1|0.0|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|1|-0.019835038|0.743088715|-0.042789124|0.063001656|0.805476065|0.658433571|-0.117682533|0.174628594|0.015526845|-66.76765693|8.809217494|208.2071465|199.1596945|-0.041081545|4.997944864|64.70432539|-1.684343335|-37.88089785|-23.30777912|75.57687443|0.4564697679999999|368.1943149|-13.22376193|0.225760413|7.432247389|0.839824062|128.0860757|-542.1742393|0.019645498|-311.18185800000003|1234.267739|11.1459518|1.0|0.0|1.0|0.0|2.74|2.21|-8.02|78.87|2.78|0.0|0.0|1.0|4.0|359.35|0.0|0.0|1.0|-4.7|1.98e-05|0.00713|3.6|0.0|3.42e-06|-1223.279021|-1223.117248|977.87|364.11|364.11|460.4|0.7026600000000001|0.7026600000000001|-0.13683|3.4563|-0.2105199999999999|5.5005|6.3979|6.3979
12h_a30|0|0|0.0|0|2|2|0.604984682|0.0|-0.00737961|5.351858133|2|0.0|-0.391119352|0.001139238|0.001698966|10.31162898|1|-0.0541804029999999|0.831176513|0.008644634|-0.1240820219999999|0.888213143|0.64876559|-0.083127678|0.353607682|0.017389133|-52.88851758|11.06352871|89.66095835|150.42542849999998|-0.038417127|7.038974807000001|0.0|-1.882439244|-33.64938551|-24.44221903|63.95204629|0.468446216|485.8069155|-15.55093031|0.202025127|8.066818026|0.881277172|128.5349203|-761.9955851|0.015886049|-379.1625034|1500.88527|10.10721793|1.0|1.0|1.0|0.0|4.63|0.0|-6.9|81.65|3.2|0.0|0.0|1.0|5.0|416.47|0.0|0.0|0.0|-5.01|9.71e-06|0.00405|3.97|0.0|5.260000000000001e-05|-1675.011389|-1674.977665|1132.06|353.22|246.54|518.06|-0.26697|0.68543|-0.14889|2.9684|-0.2023599999999999|3.4138|8065.0|8065.0
2_a49|0|0|0.0|1|1|1|1.3438506419999998|2.12788659|-0.004112807|5.4161004020000005|2|1.999073077|-0.189189114|0.004524556|-0.041202373|10.92973199|1|0.032521855|0.79056501|0.084099874|0.00991453|0.851413454|0.7701578720000001|-0.08647612|0.41397907|0.01105681|-44.066695|5.634353797999999|226.4450566|95.04720801|-0.028277173|2.871166625|0.0|-1.187641272|-22.45560511|-14.409545199999998|49.7010488|0.454163307|414.5350312|-7.34284831|0.284594011|5.667936413|0.8320497920000001|145.02405359999997|-308.399629|0.017498253|-219.534132|845.9544764000001|8.91679918|0.0|0.0|1.0|1.0|3.09|2.5|-6.82|69.62|1.88|1.0|0.0|1.0|2.0|327.38|0.0|1.0|1.0|-3.89|0.000129|0.0421|2.43|0.0|4.94e-05|-1046.018455|-1045.981819|941.6|331.24|227.02|371.96|0.34449|0.68172|-0.1555099999999999|4.8986|-0.19923|6.7117|7.2291|7.2291
14h_a23|1|1|0.0|2|0|0|1.197963488|3.309480899|-0.005921293|5.351858133|2|0.7290938920000001|-0.307907256|0.009895793|-0.024318144|10.31321773|2|-0.0686282459999999|0.79263722|0.143102066|-0.05745554|0.860920386|0.669357479|-0.063825076|0.223157991|0.021982565|-43.02851162|14.81983413|41.34207782|51.620282|-0.033774476|9.990985411|86.83095818|-1.621174834|-29.00823506|-22.76950546|57.84834575|0.48032488|622.5428245|-15.35036053|0.246899416|7.833334036|0.924279155|166.45047749999998|-736.8173055999999|0.018981866|-341.2621515|1451.248725|12.79687369|0.0|1.0|1.0|1.0|3.47|3.2|-7.47|128.81|2.39|1.0|0.0|1.0|5.0|436.49|0.0|0.0|0.0|-4.9|1.27e-05|0.00554|3.3|0.0|1.4800000000000002e-05|-1722.1762399999998|-1722.148272|1190.62|337.93|306.09|569.53|0.67365|0.69933|-0.15209|9.7146|-0.2374099999999999|13.4823|8.3468|8.3468
12bf_a36|0|0|3.31325137|0|2|2|1.297043948|0.0|-0.00832865|5.351858133|2|0.0|-0.4497470879999999|-0.006877664|-0.096665166|10.96022305|1|-0.098027247|0.836170906|-0.0480253509999999|-0.033696875|0.892249657|0.632625562|-0.090461753|0.356652646|0.0217611939999999|-58.26326838|14.01562806|87.14111344|206.6543367|-0.037486972|9.026978489|0.0|-1.874348624|-37.52534442|-24.14405495|72.27889645|0.474826911|437.4108773|-15.55034592|0.294529031|7.546900716000001|0.904134124|189.6959033|-777.5172959|0.02371294|-264.6734075|1711.2011699999998|15.27267945|1.0|0.0|1.0|0.0|4.72|0.0|-7.12|69.2|2.78|0.0|0.0|1.0|5.0|417.41|0.0|1.0|0.0|-4.32|4.81e-05|0.0201|2.88|0.0|3.17e-05|-1431.413697|-1431.380702|1120.94|320.04|236.98|517.66|0.40663|0.69292|-0.15677|5.4787|-0.2139|7.5932|8.2218|8.2218
4a_a49|0|0|0.0|1|1|1|1.343847746|2.085628989|-0.006602016|5.4161004020000005|2|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|1|-0.037142108|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|-0.094228246|0.433367368|0.017143497|-57.79201133|10.51443916|313.22432680000003|149.0098632|-0.0292876779999999|6.448709504|60.11195021|-1.4936715669999998|-35.44496163|-17.96270092|68.30645049|0.4716382|464.3095353|-11.01687292|0.349698461|7.934892916|0.8926425020000001|214.47685|-561.8605190000001|0.023624093|-184.3656985|1408.727632|14.48911428|0.0|1.0|1.0|1.0|3.35|2.89|-7.36|92.93|1.25|0.0|0.0|1.0|6.0|399.45|0.0|0.0|1.0|-3.52|0.000305|122.0|1.71|0.0|1.74e-05|-1313.19945|-1313.158118|1128.22|327.34|262.35|504.63|0.35731|0.68042|-0.1585099999999999|3.9716|-0.2231199999999999|4.8706|7.4949|7.4949
12a_a30|0|0|0.0|0|2|2|0.604984824|0.0|-0.006711725|5.351858133|2|0.0|-0.3557214489999999|0.005050384|0.009586623|10.31162903|1|-0.053309522|0.7885597609999999|-0.031179517|-0.171895425|0.842671963|0.7961424690000001|-0.07699057|0.337975309|0.016292604|-47.73588073|10.10177981|85.47365107|101.5505506|-0.037665934|6.263330101|0.0|-1.845630786|-29.59731695|-23.35372432|57.83766054|0.469799116|518.4718832|-14.47983299|0.194809798|7.362386058999999|0.88607758|120.786445|-709.5118166|0.014884556|-378.4495438|1421.195251|9.228758655|1.0|1.0|1.0|0.0|4.65|0.0|-6.64|81.65|2.82|0.0|0.0|1.0|5.0|398.48|0.0|0.0|0.0|-4.85|1.4e-05|0.0056|3.87|0.0|9.21e-05|-1575.7783980000002|-1575.745502|1122.01|355.41|245.76|507.17|0.35338|0.68599|-0.1481|4.1875|-0.19994|4.7368|7.9469|7.9469
23_a10|0|0|0.0|1|1|1|1.34383709|2.140123457|-0.00264793|5.4161004020000005|2|1.981673861|-0.17741132|0.010305237|-0.000458688|10.92966139|1|-0.130679|0.754150918|-0.149057824|-0.043248272|0.800727358|0.706648116|-0.049653973|0.535680357|0.009615852|-35.17017083|6.81095873|72.17779806|60.05816353|-0.02685653|4.824237957|53.00900704|-1.6651048819999998|-24.91121732|-19.02262196|41.98112956|0.485561757|648.2471057|-13.47382337|0.238800348|8.755988318|0.943867925|169.14354509999998|-835.377049|0.013394095|-370.018179|1549.399766|9.487107794|1.0|1.0|1.0|1.0|3.8|4.13|-9.84|56.07|2.99|0.0|0.0|1.0|6.0|461.56|0.0|0.0|1.0|-5.7|2e-06|0.000923|4.48|0.0|6.66e-08|-1470.1960279999998|-1470.166163|1336.11|325.98|325.98|606.18|0.67647|0.67647|-0.15858|3.8115|-0.21158|4.8954|6.1249|6.1249
13d_a6|0|0|3.447870607|0|1|1|1.424214188|0.0|-0.010665225|5.351858133|1|0.0|-0.607917822|-0.003346018|-0.042531782|10.95129636|1|-0.106686991|0.786837131|-0.027209556|-0.187174391|0.841971795|0.7995080809999999|-0.092581323|0.19992155|0.030793771|-63.04181168|20.96853949|156.67194009999997|143.9350986|-0.039696112|14.27820079|564.780402|-2.103893962|-42.92734103|-27.03045032|84.01035117|0.4128711229999999|536.999346|-18.40596467|0.230567155|9.086171078|0.703203572|157.0011174|-975.5161277|0.018542644|-366.9322097|1861.908905|12.62632467|1.0|1.0|1.0|1.0|3.64|3.03|-9.4|95.85|1.5|0.0|0.0|1.0|6.0|423.47|0.0|0.0|1.0|-5.27|5.42e-06|0.00229|4.23|0.0|1.68e-07|-1389.403308|-1389.374844|1219.11|341.57|255.64|598.06|0.58381|0.7007399999999999|-0.14894|11.0994|-0.20146|14.0012|6.4437|6.4437
38_a18|0|0|0.0|0|2|2|1.251175383|0.0|-0.00575311|4.844187086|1|0.0|-0.448742607|0.000520558|-0.020056674|10.94702086|0|-0.074661643|0.719168079|-0.03302891|-0.007310849|0.751875124|0.7400818459999999|-0.076974444|0.423402315|0.00838904|-61.25359673|6.675707878|100.7046282|134.4282836|-0.0322355079999999|5.3122971560000005|74.46052717|-2.385427574|-48.74349112|-25.65190078|67.92930461|0.4666657999999999|661.3370874|-20.41289434|0.119072105|10.98254153|0.874996952|94.75345803|-1510.554181|0.007165119|-606.2584549|2154.819559|5.701753365|1.0|0.0|1.0|1.0|4.53|0.0|-10.33|85.29|3.7|1.0|0.0|0.0|10.0|508.65|0.0|0.0|1.0|-6.11|7.85e-07|0.000399|5.43|1.0|2.38e-08|-1611.630281|-1611.60375|1515.64|384.55|384.55|734.93|0.69235|0.69235|-0.13229|1.9877|-0.18066|2.7244|7041.0|7041.0
25b_a34|0|0|0.0|1|1|1|1.290860233|1.94553288|-0.015658012|5.351858133|1|0.0|-0.861190687|-0.00378755|-0.112970844|10.95957635|1|-0.278635968|0.7969500890000001|0.08214612|-0.101529052|0.83883012|0.787858064|-0.1030760719999999|0.5020264870000001|0.030138301|-64.37123451|18.82143547|165.2408865|214.470853|-0.042438204|11.75402804|49.2835599|-2.206786613|-40.19997818|-26.50275222|83.19266998|0.419904835|410.0313565|-16.55102732|0.23725451|6.383564979|0.723855085|148.1659658|-860.6534206|0.019067452|-328.1702779|1806.819095|11.90766609|0.0|1.0|1.0|1.0|3.53|3.39|-6.42|90.3|1.56|0.0|0.0|1.0|7.0|393.44|0.0|0.0|0.0|-3.69|0.000202|0.0796|2.29|0.0|0.00015|-1313.388114|-1313.361559|1136.16|293.43|293.43|562.84|0.6925600000000001|0.6925600000000001|-0.17564|7.0586|-0.21103|9.0174|5.6819|5.6819
13b_a50|1|1|0.0|2|2|2|1.267593379|4.253030728|-0.003876697|5.82008293|2|2.117002752|-0.263615417|0.010435712|-0.042022102|10.94500743|2|-0.173463805|0.788327682|-0.041506802|-0.097736369|0.828965118|0.71935296|-0.051509874|0.435064196|0.019899348|-36.81915624|14.22401427|104.0753113|67.07377798|-0.026928544|10.16729727|150.45293569999998|-1.696498291|-26.31826007|-19.24847021|51.04317051|0.4321103879999999|647.7242444|-13.75876844|0.299589696|9.514897025|0.7609056040000001|214.1461224|-866.8024118999999|0.017277404|-286.5057775|1731.347493|12.34985404|1.0|1.0|1.0|1.0|4.78|4.17|-7.23|66.99|2.52|0.0|0.0|1.0|7.0|455.55|0.0|0.0|0.0|-5.1|7.92e-06|0.00361|3.91|0.0|2.68e-05|-1470.401544|-1470.3699789999998|1339.39|301.22|293.0|617.26|0.65332|0.63872|-0.1701599999999999|5.5271|-0.19622|7.1645|5.7375|5.7375
9h_a24|0|0|2.916716427|1|0|0|1.428198245|1.726213624|-0.002864393|5.209486153|2|0.0|-0.105982525|0.013595277|-0.209618231|10.96661419|2|-0.02551563|0.78742035|0.183289617|-0.004960317|0.859720539|0.656172477|-0.060337884|0.4016070679999999|0.018457687|-28.52000725|8.724425117000001|167.2085719|54.93613103|-0.026280957|4.123788393|1.773520599|-0.8935525440000001|-13.48059881|-12.42226332|37.24443236|0.477589721|417.7355164|-5.871651668999999|0.427628742|5.805547147|0.914204295|202.1279819|-199.6361567|0.031789952|-68.41568372|737.9073405|15.02620893|1.0|0.0|1.0|1.0|2.84|1.96|-6.05|72.28|1.07|0.0|0.0|1.0|3.0|288.31|0.0|1.0|1.0|-3.24|0.000575|166.0|1.7|0.0|0.000258|-945.2642633|-945.2337612|831.92|285.43|239.63|363.48|0.54606|0.61928|-0.18239|5.6654|-0.22593|7.7741|7.1135|7.1135
14s_a23|1|1|0.0|2|0|0|1.197958333|3.336763335|-0.005854379|5.351858133|2|0.740898446|-0.298573309|0.010682694|-0.044305947|10.31321812|2|-0.071484865|0.7837821840000001|0.096014944|-0.1050445769999999|0.846632079|0.659570836|-0.055037441|0.2387634619999999|0.019970955|-35.30692476|12.81151517|30.34480575|46.42188642|-0.034255504|8.218681552|82.55990607|-1.610008704|-22.64965286|-21.9751589|48.11843993|0.470919749|595.0854952000001|-14.09722664|0.2251838339999999|7.548546899|0.890072438|144.457092|-662.5696522999999|0.017330177|-352.5931977|1333.003252|11.11743642|0.0|1.0|0.0|1.0|3.45|3.66|-7.99|105.02|3.51|1.0|0.0|1.0|5.0|445.93|0.0|0.0|0.0|-5.55|2.83e-06|0.00126|4.21|0.0|4.55e-06|-2089.521231|-2089.500101|1164.32|336.66|336.66|528.82|0.60323|0.60323|-0.1515|4.7032|-0.22933|6.4428|8.5482|8.5482
12i _a30|0|0|0.0|0|2|2|0.604984133|0.0|-0.00691453|5.351858133|2|0.0|-0.366470081|0.00372838|0.0109710489999999|10.31162888|1|-0.051371057|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|-0.076575246|0.356921662|0.015808432|-50.00086637|10.32233418|84.78576301|102.235113|-0.037414255|6.740110893|0.0|-1.833298476|-32.64875738|-24.43015511|60.32320054|0.479900127|550.7287204|-15.95200773|0.193700903|8.097008872|0.92270764|126.4796844|-781.648379|0.014680721|-400.0044646|1484.657003|9.585980094|1.0|1.0|1.0|0.0|4.62|0.0|-7.22|81.65|3.31|0.0|0.0|1.0|5.0|432.93|0.0|0.0|1.0|-5.44|3.61e-06|0.00156|4.49|0.0|2.61e-05|-2035.373964|-2035.339603|1167.27|351.81|246.2|542.74|0.43157|0.68497|-0.14945|2.5397|-0.2041|3.0033|7.8013|7.8013
19_a3|0|0|2.917217813|0|0|0|1.4316666480000002|0.0|-0.003417504|4.59511985|3|1.744747103|-0.129865138|0.006821053|0.156485495|10.96959256|1|-0.037291767|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|-0.067674689|0.225451546|0.0116401719999999|-31.50932639|5.419662458|161.5312186|68.43484547|-0.032585664|2.523394126|0.0|-1.140498238|-14.67073822|-15.17188084|36.92898885|0.476813896|397.1650228|-7.064025721|0.24201815|5.342307798999999|0.911365749|112.6836188|-247.2409002|0.016552404|-240.2326308|700.5653624|7.706796952|1.0|0.0|1.0|1.0|2.81|1.6|-7.21|67.35|1.18|0.0|0.0|1.0|2.0|287.32|0.0|1.0|1.0|-3.58|0.000266|0.0764|2.19|0.0|1.7800000000000002e-05|-929.2818523|-929.2608626|832.23|314.28|314.28|362.92|0.67351|0.67351|-0.16303|2191.0|-0.2206|2.8758|7.6383|7.6383
11_a15|0|0|0.0|0|1|1|1.435688956|0.0|-0.0064953419999999|0.0|3|0.0|-0.402711212|0.001806571|-0.0856783419999999|10.95979791|0|-0.173728081|0.718800243|0.0234789439999999|0.0432314409999999|0.76664841|0.796300317|-0.064429158|0.632319408|0.018519054|-44.15161868|12.69062406|143.8088883|72.27026771|-0.033606127|8.696553172|0.0|-1.949155337|-30.25595097|-23.02940065|56.84224275|0.470042906|613.0036107000001|-15.7814467|0.260684316|6.233494755|0.8869452090000001|178.640152|-915.3239085|0.018086221|-327.9935744|1806.677804|12.39401492|1.0|1.0|0.0|0.0|4.1|4.25|-8.9|59.51|2.52|0.0|0.0|1.0|6.0|448.52|1.0|0.0|0.0|-6.1|7.970000000000001e-07|0.000357|5.32|0.0|5.7e-07|-1450.740771|-1450.705737|1284.85|418.94|263.2|568.22|0.58935|0.70577|-0.12134|812.0|-0.16011|1.3581|6.1314|6.1314
3o_a32|1|1|3.644417045|0|1|1|0.609420753|0.0|-0.006253394|5.733341277|1|2.240993002|-0.306416317|-0.001411347|-0.117781901|10.3110027|3|-0.061774721|0.8214857240000001|-0.074509084|-0.154436834|0.872498916|0.840991936|-0.073742105|0.252703854|0.012519666|-42.51640563|7.218280399|62.67187821|93.52833522|-0.031819276|4.161738248|0.0|-1.4318674340000002|-24.51306152|-18.34557429|49.73468603|0.455089918|483.0270239|-10.57723917|0.214905181|6.392329273|0.835165165|123.9047338|-475.9757626|0.0130649069999999|-328.7458915|1051.530112|7.532642302|1.0|1.0|1.0|1.0|3.47|3.06|-7.27|122.97|1.58|0.0|0.0|1.0|3.0|381.52|0.0|0.0|1.0|-4.73|1.87e-05|0.00714|3.46|0.0|2.04e-05|-1805.504508|-1805.473626|1049.14|350.9|350.9|464.85|0.70216|0.70216|-0.14652|3.2729|-0.20065|5.8476|6.6198|6.6198
14u_a23|1|1|0.0|2|0|0|1.197962732|3.357982471|-0.007017844|5.351858133|2|0.743634137|-0.385981432|0.010561248|-0.026062012|10.31321759|2|-0.110069159|0.787538583|-0.001778422|-0.094773814|0.845160857|0.71381683|-0.055259924|0.445665682|0.0254134689999999|-36.90928915|16.97420126|43.06242147|60.27663131|-0.033908155|11.3374334|50.47632596|-1.729315897|-24.65250654|-22.64798452|53.88349042|0.47648509|607.6448353|-15.12707504|0.297131017|7.392527755|0.910165272|198.4601847|-771.4808267999999|0.023582305|-271.0010972|1643.332169|15.75112771|0.0|1.0|1.0|1.0|3.59|3.68|-7.51|114.25|2.72|1.0|0.0|1.0|6.0|441.51|0.0|0.0|0.0|-5.02|9.57e-06|0.0042299999999999|3.55|0.0|1.3699999999999998e-05|-1744.446261|-1744.422541|1214.4|389.66|306.82|549.0|0.4523|0.6703100000000001|-0.1543|5.9743|-0.21613|8.1549|8.2449|8.2449
9a_a36|0|0|3.4090209280000003|0|2|2|1.297044807|0.0|-0.007853595|5.351858133|2|0.0|-0.41624054|0.0034852859999999|-0.078488872|10.96066876|1|-0.12019672|0.7885597609999999|-0.019008343|-0.1177413269999999|0.842671963|0.79302567|-0.073689118|0.204819754|0.0236784079999999|-45.04449811|14.47407729|49.52042402|106.0201967|-0.039929147|8.847677483|0.0|-1.956528182|-27.53468726|-24.40778806|59.5185754|0.453098452|505.25728260000005|-14.91993116|0.236165413|7.546661564|0.828482664|144.36259840000002|-731.0766269999999|0.019513779|-322.5522826|1565.759963|11.92833382|1.0|0.0|1.0|0.0|4.69|0.0|-6.28|66.4|2.02|0.0|0.0|1.0|5.0|382.42|0.0|1.0|0.0|-3.99|0.000102|0.0391|2.66|0.0|0.0002009999999999|-1252.802159|-1252.77514|1092.66|320.56|320.56|495.18|0.68682|0.68682|-0.15925|5.7274|-0.20969|7.4992|7.8861|7.8861
12aa_a30|0|0|0.0|0|2|2|0.604983643|0.0|-0.008848121|5.351858133|2|0.0|-0.539735362|0.003529389|0.059360681|10.31162784|1|-0.12254489|0.809127478|0.024991407|-0.012535889|0.855880335|0.794193541|-0.078042288|0.418522684|0.030906491|-54.50378741|21.58471858|55.0567406|130.84205079999998|-0.033789461|15.0745057|0.0|-1.925999268|-38.06478415|-23.59814969|76.08850600000001|0.4659424379999999|567.5458219999999|-16.48066156|0.369240427|8.65813938|0.872457337|257.8730361|-939.3977091|0.029670025|-182.6418006|2132.499591|20.72118575|1.0|1.0|1.0|1.0|4.86|0.0|-6.83|100.11|2.2|0.0|0.0|1.0|7.0|458.54|0.0|0.0|0.0|-5.0|9.94e-06|0.00456|3.81|0.0|6.720000000000001e-05|-1804.818818|-1804.784381|1275.73|357.9|238.78|605.07|0.30341|0.68642|-0.1472099999999999|5.8962|-0.19687|6.4878|8.1135|8.1135
4a_a46|0|0|0.0|1|1|1|1.13463711|2.180332577|-0.001042349|5.587248657999999|2|0.0|-0.051075084|0.012632881|-0.11172225|10.96352058|1|-0.082000707|0.764741337|-0.215877982|-0.06611606|0.8075680409999999|0.683616517|-0.05488948|0.264863483|0.00935578|-28.50561609|4.858713991|6.579492736000001|39.49069232|-0.022129285|2.523263761|55.05332552|-1.017947119|-14.80375017|-11.49234623|33.36433008|0.4289963579999999|479.8368017|-5.968291366|0.2573736219999999|5.613813876|0.751302315|133.66119809999998|-274.5414028|0.011380391|-252.0050978|711.8625758999999|5.910149982|1.0|0.0|1.0|1.0|3.76|2.8|-6.82|43.6|2.35|0.0|0.0|1.0|2.0|318.42|0.0|1.0|1.0|-4.31|4.89e-05|0.0156|3.34|0.0|4.86e-05|-994.237445|-994.2146342|967.0|272.77|272.77|467.4|0.6893600000000001|0.6893600000000001|-0.19067|3.1825|-0.21988|3.7138|6.7423|6.7423
14y_a23|1|1|0.0|2|0|0|1.197960595|3.3149940630000003|-0.005875443|5.351858133|2|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|2|-0.069023218|0.802520527|0.137426346|-0.049318182|0.8668730109999999|0.64069202|-0.057809342|0.2271539169999999|0.018804822|-39.9727336|13.00274534|39.66769923|51.68445972|-0.034303507|8.990852582999999|82.29531392|-1.612264842|-27.63946733|-23.71943531|52.97547894|0.486730407|639.7735629|-16.40099384|0.21677451|8.213390641|0.948293868|149.890474|-770.8467102999999|0.016527|-391.6770747|1423.362076|11.42772654|0.0|1.0|0.0|1.0|3.41|3.49|-8.57|105.02|3.99|1.0|0.0|1.0|5.0|480.37|0.0|0.0|0.0|-6.13|7.37e-07|0.000354|4.83|0.0|1.29e-06|-2549.104894|-2549.091817|1217.48|340.49|340.49|585.2|0.61338|0.61338|-0.14942|4.8799|-0.2331599999999999|6.5205|8.4225|8.4225
12av_a36|0|0|3.4520047430000003|0|2|2|1.297042752|0.0|-0.009925128|5.351858133|2|0.0|-0.605432791|-0.00233752|-0.021036176|10.96037173|1|-0.126068378|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|0.817582774|-0.082283524|0.277834652|0.021666882|-57.31621925|15.09249582|99.2415672|172.4374372|-0.035197712|10.51297704|124.9387725|-2.006269572|-39.92474833|-24.51766365|72.40871507|0.491188387|524.1323793|-17.07826447|0.328083083|8.975655204|0.965363947|228.5327731|-973.4610746|0.025779468|-239.5042702|2079.880404|17.95719936|0.0|0.0|1.0|0.0|4.96|0.0|-6.93|98.3|1.49|0.0|0.0|1.0|7.0|438.48|0.0|0.0|0.0|-3.64|0.000227|0.0997|1.85|0.0|5.18e-05|-1440.988179|-1440.945099|1247.28|360.39|256.12|588.31|0.43212|0.70455|-0.14122|4.7666|-0.19429|6.1075|7.4089|7.4089
9g_a40|0|0|0.0|1|0|0|0.604992427|1.849105962|-0.0054957819999999|5.4161004020000005|0|0.895670535|-0.225327061|0.011921308|0.139758613|10.31197177|2|-0.037217966|0.764275277|-0.384131901|-0.242405063|0.821935848|0.665414608|-0.063539055|0.002717414|0.021367335|-33.47455057|11.25704374|65.74631496|50.29077056|-0.031197254|5.930596229|64.08637519|-1.185495647|-17.63553984|-16.43578193|44.73159432|0.476386801|476.5434822|-8.658932892000001|0.259759794|8.180261533|0.909806709|136.8503571|-329.0394499|0.018087202|-253.1335385|843.7257374|9.528957565|0.0|0.0|1.0|1.0|2.8|1.78|-6.43|72.28|0.64|0.0|0.0|1.0|3.0|302.33|0.0|1.0|0.0|-3.09|0.0008179999999999|247.0|1.37|0.0|0.000113|-1332.487689|-1332.476347|923.42|402.84|402.84|469.6|0.70233|0.70233|-0.12765|3.4787|-0.19005|5063.0|5.45|5.45
3b_a12|0|0|0.0|0|1|1|1.283824445|0.0|-0.007916598|0.0|2|0.0|-0.332497127|-0.004028952|-0.065558712|10.9540388|0|-0.071149325|0.768772928|-0.008328578|-0.007397776|0.82914101|0.802482465|-0.064393592|0.073824142|0.0103611969999999|-33.57216667|5.401901357000001|41.13468455|50.46508298|-0.034016616|2.816328871|0.0|-1.326648015|-17.50314491|-17.73486237|38.97406803|0.390744506|470.8937285|-9.246226764|0.2311778089999999|6.6333156660000006|0.64134753|120.5265876|-360.6028438|0.0166212889999999|-280.3056362|899.6353646|8.665655511|1.0|1.0|0.0|1.0|3.82|2.98|-8.1|37.28|3.99|0.0|0.0|1.0|3.0|332.79|0.0|1.0|1.0|-4.64|2.28e-05|0.00759|3.78|0.0|2.63e-06|-1410.971864|-1410.947421|915.37|328.51|294.55|426.66|0.53738|0.6654800000000001|-0.15229|5.9551|-0.2232|8.5678|7.3098|7.3098
