molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|MATS1i|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50|pIC50
4_a18 (SD-208)|0|0|0.0|0|2|2|1.304335262|0.0|-0.012457606|0.0|3|0.0|-0.498304229|-0.018723101|-0.009648044|10.95382003|0|-0.15379315|0.83508768|-0.058455902|-0.098971722|0.904723479|0.721664823|-0.077885485|0.115284206|0.0211761979999999|-40.10670787|10.90456851|103.6318511|113.7529353|-0.034985357|5.615248385|0.0|-1.2944582059999998|-20.652731600000003|-18.01551972|51.01127638|0.454067432|401.1916387|-9.276994128|0.397970979|6.239898178|0.831728055|204.9329964|-343.2487827|0.035654206|-105.0785813|1107.212786|18.35993987|0.0|1.0|1.0|1.0|2.77|2.54|-8.15|76.48|2.02|0.0|0.0|1.0|3.0|352.75|0.0|0.0|1.0|-4.38|4.14e-05|0.0146|3.02|0.0|2.49e-06|-1542.296276|-1542.276332|895.83|378.26|239.56|396.17|0.4646|0.69028|-0.13588|3.4629|-0.2358|5.2085|7.0969|7.0969
EW7203_a60|0|0|0.0|0|2|2|0.604984431|0.0|-0.00698487|5.351858133|2|0.0|-0.377182982|0.003099827|0.03824498|10.31162855|1|-0.049287858|0.822401103|0.002441966|-0.089945913|0.8839272779999999|0.760234689|-0.076068195|0.345488097|0.020156795|-49.19385637|13.03554647|80.48638339|73.67602619|-0.036566012|8.430183|0.0|-1.828300603|-31.81402579|-23.64750675|62.22940284|0.497298165|573.0312689|-15.29301513|0.233162923|8.310125852|0.989250745|150.7881632|-764.6507562999999|0.01793256|-345.1309687|1541.885979|11.59711747|1.0|1.0|1.0|1.0|4.75|3.21|-6.7|117.47|2.17|0.0|0.0|1.0|5.0|425.51|0.0|0.0|0.0|-4.82|1.53e-05|0.0065|3.59|0.0|8.51e-05|-1668.025575|-1667.993536|1166.44|352.3|247.15|546.85|0.40883|0.69857|-0.1446599999999999|1.7676|-0.20654|2.5159|8.0334|8.0334
40_a47|1|1|0.0|1|0|0|1.420389717|1.715145925|-0.004181351|4.727387819|3|1.566109469|-0.179798097|0.002212256|-0.038143308|10.98214138|1|-0.147591116|0.836942961|0.018609507|0.090270598|0.900790582|0.607650682|-0.060416547|0.237173658|0.02047837|-32.5926343|11.04737121|54.11003524|101.2934265|-0.027052191|5.959674083|0.0|-1.082087641|-17.58259718|-14.59371996|43.64000551|0.4574577489999999|438.171933|-7.872806386000001|0.426343267|7.042383142|0.843174422|229.9974239|-314.91225539999994|0.029785575|-79.47051169|1017.592517|16.06828586|0.0|1.0|1.0|1.0|3.07|2.91|-7.08|68.52|1.52|0.0|0.0|1.0|3.0|334.35|0.0|1.0|1.0|-3.72|0.000192|0.0643|2.19|0.0|2.79e-05|-1123.174467|-1123.144637|947.27|332.97|308.6|444.47|0.67615|0.68492|-0.15231|4.7542|-0.20317|6.5995|8.4|8.4
1h_a5|0|0|2.9516097130000003|0|0|0|1.427564094|0.0|-0.001978474|4.59511985|2|0.0|-0.085074391|0.008031558|-0.1197834419999999|10.94466758|1|0.034752304|0.780175595|0.070628165|-0.082079343|0.8436458929999999|0.6977404359999999|-0.067599619|0.39793593|0.008798715|-35.25675213|4.588992214|160.0744187|62.25239147|-0.027798699|2.393400474|0.484419999|-1.111947978|-18.38824808|-14.49848188|39.84574434|0.489507204|459.3001331|-7.561719827|0.2549450239999999|6.711386288|0.958891501|132.96722079999998|-302.4687931|0.01585373|-255.618083|778.3845404|8.268552715|1.0|0.0|1.0|1.0|2.8|2.07|-8.41|54.46|2.13|0.0|0.0|1.0|3.0|312.37|0.0|1.0|1.0|-4.45|3.5600000000000005e-05|0.0111|3.43|0.0|1.21e-06|-990.6346565|-990.6032645|934.7|284.03|266.52|430.83|0.4112699999999999|0.57155|-0.17797|2.2396|-0.21921|3.3752|7.5528|7.5528
12f_a31|0|0|3.4780522210000004|0|1|1|0.6101347579999999|0.0|-0.011835152|5.733341277|0|0.0|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|2|-0.130400541|0.8167107029999999|-0.021938988|-0.029803241|0.8530975000000001|0.7730604259999999|-0.097676974|0.262896936|0.027617942|-68.14417693|19.26761061|159.84734269999998|208.6022728|-0.0337826789999999|13.44201623|569.7325277000001|-1.891830012|-47.54067074|-23.56842919|87.41178754|0.482666192|489.0460499|-16.44247509|0.313117045|9.859605078|0.932987917|218.4455813|-920.7786053|0.021559868|-260.7571603|1921.480254|15.04120547|1.0|1.0|1.0|1.0|3.86|3.78|-8.02|117.37|1.53|0.0|0.0|1.0|10.0|426.53|0.0|0.0|1.0|-4.63|2.37e-05|0.0101|3.82|0.0|4.06e-06|-1696.785527|-1696.741889|1258.6|323.68|323.68|665.22|0.7006600000000001|0.7006600000000001|-0.15894|1.8803|-0.19211|3.3538|6.8861|6.8861
34_a47|1|1|0.0|1|0|0|1.40499556|1.883479676|-0.004157676|4.727387819|3|1.741433543|-0.191253079|0.003530307|-0.043634386|10.98214103|1|-0.1430639269999999|0.833786184|0.046668352|0.128336294|0.89234354|0.609110565|-0.061957581|0.437215023|0.019723558|-34.3104683|10.92238452|31.17423189|96.32577107|-0.029348287|6.048527453999999|0.0|-1.261976347|-19.00022922|-16.25230464|45.23285281|0.45489212|457.4477611|-9.000096143|0.346006784|7.066583143|0.834499257|191.6093987|-387.0041342|0.023023142|-170.55473480000003|1068.587688|12.74960652|1.0|1.0|1.0|1.0|3.19|3.0|-7.47|68.52|1.75|0.0|0.0|1.0|4.0|348.38|0.0|1.0|1.0|-3.9|0.000125|0.0436|2.49|0.0|1.17e-05|-1162.4815230000002|-1162.450678|980.02|318.79|294.66|436.88|0.6602399999999999|0.69314|-0.16086|4.4605|-0.21536|6.2235|8.7|8.7
18_a3|0|0|2.897754472|0|0|0|1.43179288|0.0|-0.003487792|4.59511985|3|1.742872103|-0.122072724|0.0057881999999999|0.042606196|10.96965878|1|-0.035611069|0.714658751|0.0355413979999999|-0.051083228|0.784960175|0.6858831809999999|-0.069839069|0.217881538|0.013796397|-31.07331853|6.1383958|160.9514039|70.31739201|-0.031753312|2.73114076|0.0|-1.016105994|-13.82537222|-14.12792012|37.21171433|0.483376636|374.610053|-6.285899403999999|0.317507797|5.293627315|0.935646099|141.2679329|-201.1487809|0.02363555|-162.3915791|662.4155441|10.51610501|0.0|0.0|1.0|1.0|2.62|1.81|-6.83|67.35|0.93|0.0|0.0|1.0|2.0|273.29|0.0|1.0|1.0|-3.27|0.000537|147.0|1.79|0.0|4.07e-05|-889.9619321|-889.9402005000001|784.04|311.79|311.79|330.54|0.6671699999999999|0.6671699999999999|-0.1641099999999999|2.6366|-0.2218|3.3664|7.5229|7.5229
16c_a32|1|1|3.329674745|0|0|0|0.6094207629999999|0.0|-0.01639019|5.733341277|0|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|3|-0.1260956869999999|0.8607827790000001|0.0482801729999999|-0.061904762|0.915639476|0.764217655|-0.088841599|0.367322508|0.025791147|-53.00702241|15.38819548|102.2022233|135.41296|-0.038178095|9.181311842|37.0285246|-1.679836163|-31.62645048|-22.77882371|68.39521789|0.463897164|461.2334662|-13.59090376|0.3153632939999999|6.313526111|0.8653137670000001|188.1603823|-597.9997655000001|0.02579269|-220.3256617|1463.941729|15.38911619|1.0|1.0|1.0|1.0|3.5|3.08|-6.99|149.27|0.88|0.0|1.0|1.0|7.0|399.49|1.0|0.0|1.0|-4.41|3.89e-05|0.0155|3.23|0.0|4.13e-05|-1916.6792|-1916.651132|1069.28|341.89|341.89|508.43|0.70198|0.70198|-0.14997|4.0551|-0.20047|5.3459|8.3468|8.3468
47g_a18|0|0|0.0|0|1|1|1.251175676|0.0|-0.005817448|4.844187086|0|0.0|-0.477030713|0.0036509859999999|0.033759227|10.94702253|0|-0.264839041|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|-0.065225536|0.413435809|0.013404131|-55.35188184|11.37505183|111.5517627|140.5114492|-0.029212072|9.653129118|47.07867403|-2.307753726|-46.97287277|-24.79003275|66.72693367|0.4913566339999999|708.1114197|-21.03738872|0.268129223|10.33698377|0.966014041|227.5405903|-1661.953709|0.016259076|-393.5416883|2675.8994190000003|13.79782369|1.0|0.0|1.0|1.0|4.87|0.0|-9.22|88.97|2.79|2.0|1.0|1.0|13.0|541.68|0.0|0.0|0.0|-5.52|3.01e-06|0.00163|4.52|1.0|3.27e-07|-1743.375845|-1743.346243|1604.37|400.4|400.4|874.26|0.69828|0.69828|-0.12789|4966.0|-0.17202|5.9864|8.0458|8.0458
galu_a46|0|0|0.0|1|1|1|1.343828866|2.082220175|-0.00642454|5.4161004020000005|2|1.721297609|-0.327651527|0.002865697|-0.094815394|10.92740177|1|0.028964355|0.81708619|0.044184467|-0.173285585|0.875868891|0.6848692759999999|-0.0910072869999999|0.5235416979999999|0.01235603|-50.93538037|6.915480101|261.2602893|132.199522|-0.03220981|3.870487977|68.43088526|-1.513861067|-28.50774993|-18.02733582|57.85086047|0.468241745|427.4851161|-10.08962292|0.2167824069999999|6.445819025|0.880553787|121.3297832|-474.2122773|0.013967104|-317.0250717|1081.799989|7.817173532999999|0.0|1.0|1.0|1.0|3.27|2.75|-7.13|86.69|1.84|0.0|0.0|1.0|3.0|369.42|0.0|0.0|1.0|-3.99|0.000102|0.0375|2.39|0.0|2.75e-05|||||||||||||7.2924|7.2924
27b_a34|0|0|0.0|1|1|1|1.4335271040000002|2.013418486|-0.010183855|5.351858133|1|0.0|-0.549928192|-0.001438963|-0.029622037|10.95430634|1|-0.194619338|0.7722228729999999|0.00102838|-0.047542374|0.8299950709999999|0.770240631|-0.08757938|0.3307451819999999|0.031021066|-57.66200309|20.42417736|150.83624440000003|142.58786569999998|-0.037292511|13.44721755|540.9533124|-1.864625537|-37.9644911|-24.553278|78.08618045|0.4072752529999999|515.8091561000001|-16.16580511|0.287687241|9.124440695|0.687123753|189.4124225|-808.2902556|0.022820627|-279.5721769|1723.489976|15.02503259|1.0|1.0|1.0|1.0|3.54|3.66|-8.19|84.99|1.83|0.0|0.0|1.0|5.0|409.44|0.0|0.0|1.0|-4.96|1.1e-05|0.00449|3.75|0.0|2.67e-06|-1350.055377|-1350.018975|1174.68|302.88|257.4|577.39|0.47412|0.70001|-0.1652799999999999|11.8546|-0.20649|15.2147|6.1871|6.1871
13f_a6|0|0|3.440154557|0|0|0|1.429020649|0.0|-0.006930367|4.727387819|2|1.651047524|-0.381170169|-0.003356527|-0.071478789|10.95053349|1|-0.126749697|0.77199166|-0.028317736|-0.088948538|0.834167942|0.790249345|-0.073352505|0.176745407|0.018554018|-49.2635105|12.46087045|62.42897239999999|91.85971442|-0.032802223|8.368715213|0.0|-1.672913351|-33.08535238|-22.02995852|61.72438096|0.401838426|579.7398537|-14.79531062|0.279288145|9.050440345|0.6717890999999999|187.5697972|-754.5608419|0.0196449239999999|-296.4599736|1558.914115|13.19352214|1.0|1.0|1.0|1.0|3.56|2.21|-10.18|103.17|0.92|0.0|0.0|0.0|5.0|417.47|0.0|0.0|1.0|-4.78|1.65e-05|0.00688|3.27|0.0|2.75e-08|-1347.301285|-1347.266914|1202.78|394.98|256.1|568.41|0.49643|0.70541|-0.12805|10.8469|-0.2059099999999999|13.9612|7.3768|7.3768
2_a20 (SB-505124)|0|0|3.485765306|0|1|1|1.183764955|0.0|-0.010175551|5.351858133|1|0.0|-0.498602014|0.001622309|-0.177905025|10.95129567|1|-0.150708132|0.725030162|0.082053195|-0.19681999|0.765632979|0.790275077|-0.083565835|0.214264156|0.02856542|-45.98170774|15.71798823|122.8758934|126.8667205|-0.0382594189999999|8.648749117000001|441.9400248|-1.759933279|-25.30121848|-21.05206547|61.69969596|0.475937029|423.3785776|-11.58380004|0.1680806939999999|5.952040367|0.908167636|92.48561162|-532.854802|0.011470204|-365.2740749|1164.049211|6.311425784|1.0|1.0|1.0|1.0|3.4|3.1|-7.22|60.03|2.06|0.0|0.0|1.0|3.0|335.4|0.0|1.0|1.0|-4.91|1.22e-05|0.0040799999999999|4.27|0.0|2.03e-05|-1089.371784|-1089.358727|995.68|340.58|340.58|505.82|0.69947|0.69947|-0.14928|2.5584|-0.18645|3.9392|6.7721|6.7721
12x_a36|0|0|3.494913155|0|2|2|0.629399587|0.0|-0.007008724|5.351858133|2|0.0|-0.40650598|0.00285431|-0.054184069|10.33556641|1|-0.07550872|0.828393514|0.056034339|-0.041914045|0.8792981679999999|0.855081905|-0.0737521679999999|0.3403819629999999|0.017625524|-49.60929169|11.85578416|81.81168174|110.0434027|-0.036722107|7.974776509|0.8295471390000001|-1.982993755|-33.36962015|-24.70107324|61.46507585|0.458792701|562.6051882|-16.61514211|0.223146459|8.770758009|0.847720832|150.09915149999998|-897.2176739|0.016274369|-372.4502879|1717.000548|10.94693123|1.0|1.0|1.0|1.0|4.87|0.0|-7.05|94.5|2.51|0.0|0.0|1.0|6.0|427.52|0.0|0.0|0.0|-4.51|3.09e-05|0.0132|3.19|0.0|3.83e-05|-1670.452834|-1670.419519|1209.23|331.83|319.74|569.01|0.6853600000000001|0.68112|-0.1517099999999999|5.6653|-0.2048199999999999|7.2812|8.1549|8.1549
17d_a50|1|1|0.0|2|2|2|1.338814635|4.380250483|-0.002166617|6.042632834|1|2.234730384|-0.140830095|0.012079|-0.136180713|10.94500663|2|-0.200725906|0.748516466|-0.1921395789999999|-0.2177003589999999|0.789310938|0.7276268779999999|-0.044172353|0.8020670809999999|0.0152123589999999|-30.63468215|10.55016861|5.007868064|48.62532158|-0.025589979|7.31681784|86.38197811|-1.535398758|-21.24595322|-17.74731987|41.18485076|0.445708152|644.9008302|-12.30823045|0.24594297|6.996105516|0.8041037459999999|170.5678813|-738.4938272999999|0.013178555|-352.3903892|1412.14676|9.139672835|0.0|1.0|1.0|1.0|4.07|3.68|-7.07|51.77|2.71|0.0|0.0|1.0|6.0|424.54|0.0|1.0|0.0|-4.88|1.31e-05|0.00557|3.72|0.0|3.63e-05|-1335.989008|-1335.962757|1263.22|306.09|306.09|579.45|0.66103|0.66103|-0.16716|5.6557|-0.19967|7.9942|7.1308|7.1308
9a_a40|0|0|0.0|1|0|0|0.604993021|1.865740741|-0.003680068|5.4161004020000005|0|0.921628874|-0.136162501|0.01310675|0.157704751|10.31197235|2|0.009844552|0.690568477|-0.394662853|-0.2990540869999999|0.749764251|0.61091688|-0.060029933|0.002467659|0.011033601|-29.02567082|5.334966331|109.9916614|30.17155594|-0.032156295|2.579562688|51.49564873|-1.093314022|-14.03449109|-15.54821024|34.36063715|0.493941591|453.3484005|-7.51786994|0.131523409|6.749223592000001|0.976056482|63.59419322|-255.607578|0.008714375|-356.33157|608.6970611|4.213574358|1.0|1.0|0.0|1.0|3.26|3.28|-6.4|58.43|3.57|0.0|0.0|1.0|2.0|291.37|0.0|1.0|1.0|-5.08|8.33e-06|0.00243|4.54|0.0|0.000117|-1217.955997|-1217.9449|847.69|373.53|263.42|411.01|0.47831|0.69958|-0.13808|3.8656|-0.20303|5.09|6.6696|6.6696
8d_a8|0|0|3.190160226|1|0|0|1.395657339|1.41693287|-0.0111144189999999|4.844187086|1|0.0|-0.633521883|-0.00267541|-0.077977198|10.94649761|1|0.016471091|0.757805416|0.0780635059999999|-0.179357354|0.804372443|0.734212688|-0.1072746469999999|0.377028311|0.028038295|-69.95878302|18.28507531|57.93693239|200.0182229|-0.03820405|11.92454747|92.49576602|-2.063018716|-45.62337399|-24.91463687|88.24385833|0.483207744|452.1282556|-16.2479927|0.324640122|7.507839835|0.935013517|211.7129122|-877.3916055999999|0.029166961|-228.7206541|1992.108851|19.02113117|0.0|1.0|1.0|1.0|3.61|2.92|-7.62|112.23|1.92|0.0|0.0|1.0|6.0|430.46|0.0|0.0|0.0|-4.47|3.4200000000000005e-05|0.0147|2.89|0.0|1.03e-05|-1447.595474|-1447.559429|1185.65|376.13|265.12|572.21|0.62361|0.70165|-0.13754|6.0111|-0.19757|7.5674|4.7303|4.7303
3c_a32|1|1|3.452148526|0|0|0|0.6094207970000001|0.0|-0.006923974|5.733341277|0|2.224112182|-0.270034997|-0.00017094|-0.113334836|10.31100278|3|-0.0779821129999999|0.839409251|-0.003205869|-0.019130435|0.901864778|0.774363061|-0.0679200029999999|0.216289509|0.015118975|-34.91603827|7.772301225|59.72163595|57.18235134|-0.0288417079999999|3.995552912|0.0|-1.038301506|-17.94949454|-14.82682786|42.68833949|0.423167668|456.8935699|-7.622115192000001|0.306047878|5.605165488|0.733606015|157.331845|-274.3961469|0.018316536|-199.4122311|769.1680542|9.416090047|1.0|1.0|1.0|1.0|3.22|2.95|-6.89|110.94|1.7|0.0|0.0|1.0|3.0|326.44|0.0|0.0|1.0|-4.91|1.22e-05|0.00399|4.14|0.0|4.18e-05|-1633.443791|-1633.419633|903.81|352.54|352.54|425.74|0.7034600000000001|0.7034600000000001|-0.14219|3123.0|-0.1970599999999999|5.0659|8.0458|8.0458
4h_a46|0|0|0.0|1|1|1|0.3002050539999999|2.134072222|-0.005778576|5.587248657999999|2|0.0|-0.404500343|-0.0008161889999999|-0.021951549|10.31928028|1|-0.030014575|0.7543177040000001|0.075704004|-0.134568896|0.7955809979999999|0.6947264059999999|-0.083155747|0.659584488|0.010068754|-65.24476749|7.900037181|105.2773797|182.6222935|-0.0305445539999999|6.198442205|19.09455432|-2.015940586|-51.19164773|-23.9655397|73.14480467|0.4866209529999999|601.9869510999999|-18.803584|0.194493895|8.138240742999999|0.947878486|152.6017078|-1241.036544|0.011589523|-479.405829|1963642.0|9.093247153|1.0|0.0|1.0|1.0|4.63|2.99|-9.2|124.17|2.27|0.0|0.0|1.0|6.0|502.63|1.0|0.0|0.0|-5.69|2.06e-06|0.00104|4.21|1.0|3.210000000000001e-07|-1923.926093|-1923.878801|1397.46|296.62|292.11|682.14|0.55428|0.54445|-0.1711599999999999|1.7601|-0.21008|2.9086|6.6402|6.6402
8f_a8|0|0|2.939511291|1|0|0|1.394802091|1.241306689|-0.01032134|4.844187086|0|0.0|-0.485102985|-0.007796225|-0.08540947|10.94343488|1|0.09830823|0.6971223040000001|-0.016217844|0.010682683|0.751162751|0.56916135|-0.122135295|0.308621017|0.013566221|-71.22071405|7.91086576|317.0847898|235.1097364|-0.048375351|4.613060521|67.99102163|-2.128515439|-41.53091131|-28.20910228|79.13157981|0.456995667|348.0199311|-16.44956443|0.09422952|7.504290616|0.8416059290000001|54.94802877|-723.7808349999999|0.009226445|-473.23361|1370.325626|5.380213594|0.0|0.0|0.0|0.0|3.14|2.85|-7.95|80.88|4.11|0.0|0.0|1.0|4.0|391.37|0.0|0.0|0.0|-5.0|1.01e-05|0.00395|3.82|0.0|4.43e-06|-1361.658484|-1361.626748|1022.89|355.5|263.65|477.92|0.55661|0.69925|-0.14532|5.8283|-0.21285|7.8014|4.6428|4.6428
6d_a40|0|0|0.0|1|1|2|0.604893491|1.695192271|-0.015362927|6.401917197|0|0.683786612|-0.722057579|-0.005066797|0.086704068|10.30179973|2|-0.025143559|0.8361555479999999|-0.039077432|-0.289988439|0.8988141140000001|0.604211552|-0.115007564|0.372705643|0.017359149|-73.59650182|11.10859664|192.5638526|215.22657540000003|-0.050049893|7.108696385|38.04267542|-2.15214542|-47.09642482|-32.02830281|84.70509846|0.428134701|424.7009165|-20.49579149|0.13994759|6.908972922999999|0.7486635420000001|89.55631|-881.3190339|0.01400787|-460.8148719|1601.317552|8.964021265|1.0|1.0|0.0|1.0|3.98|2.84|-4.31|173.43|2.01|2.0|1.0|2.0|5.0|460.52|1.0|0.0|1.0|-5.15|7.1e-06|0.00327|3.87|0.0|0.0226|-2470.82949|-2470.793925|1111.69|419.45|419.45|511.88|0.6624800000000001|0.6624800000000001|-0.11938|7.8884|-214.0|10.9021|8.9208|8.9208
18_a20|0|0|3.463603867|0|0|0|1.400923654|0.0|-0.008841844|4.727387819|2|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|1|0.001996439|0.7602869659999999|-0.107446431|-0.090732503|0.8162774979999999|0.778639593|-0.0927760219999999|0.356461863|0.0108136339999999|-61.73239771|7.195302872999999|318.5587088|158.7879106|-0.035934845|4.787695004|82.70867776|-1.904546783|-41.07622672|-23.91074854|68.92770059|0.483668611|506.6038164|-15.91001426|0.1890889589999999|8.011174137000001|0.936740671|125.81822920000002|-843.230756|0.013457694|-413.7552685|1562.772745|8.954638548|1.0|1.0|1.0|1.0|3.48|2.76|-10.0|97.55|2.06|0.0|0.0|0.0|5.0|419.48|0.0|0.0|1.0|-5.16|6.91e-06|0.0029|3.85|0.0|4.17e-08|-1352.364724|-1352.32685|1204.88|350.69|207.41|531.11|0.31154|0.6953699999999999|-0.14685|5.3978|-0.20289|8.0505|7.4685|7.4685
12ah_a36|0|0|3.456839001|0|2|2|1.297013411|0.0|-0.007648622|5.351858133|2|0.0|-0.41302559|0.0005016269999999|-0.083956827|10.95983779|1|-0.103922055|0.835013502|0.011674455|-0.0861053359999999|0.8910146309999999|0.8065052890000001|-0.0758457179999999|0.271553945|0.0184777819999999|-49.0084977|11.93961081|82.70705743|110.8777131|-0.038137281|7.714903458999999|0.0|-1.906864035|-31.66734951|-24.6427998|60.9481085|0.468162246|535.2826672|-15.92320089|0.231093575|8.26712637|0.8802726820000001|149.3235124|-796.1600443|0.017909528|-347.5133554|1602.457659|11.57242717|1.0|0.0|1.0|0.0|4.73|0.0|-7.18|69.2|2.51|0.0|0.0|1.0|5.0|415.88|0.0|1.0|1.0|-4.59|2.55e-05|0.0106|3.31|0.0|2.77e-05|-1692.545871|-1692.512868|1148.39|328.07|237.25|532.36|0.40051|0.6970000000000001|-0.15434|5.4979|-0.2107099999999999|7.6265|7.9586|7.9586
12q_a36|0|0|3.453150038|0|2|2|1.29701394|0.0|-0.00761082|5.351858133|2|0.0|-0.410984299|0.0005016269999999|-0.0651906459999999|10.9598352|1|-0.103922055|0.828371596|-0.017640538|-0.074349074|0.8839272779999999|0.8065052890000001|-0.07607684|0.324924033|0.018562763|-49.18227989|12.00048565|82.68142965|110.4712541|-0.038175515|7.758093617|0.0|-1.908775752|-31.79544084|-24.67976947|61.18276554|0.486620426|536.0103834|-15.95501778|0.231307611|7.546533709|0.947876484|149.536123|-797.7508892000001|0.017949083|-347.4093916|1605.308562|11.60375275|1.0|0.0|1.0|0.0|4.74|0.0|-7.18|69.2|2.51|0.0|0.0|1.0|5.0|415.88|0.0|1.0|1.0|-4.59|2.55e-05|0.0106|3.31|0.0|2.77e-05|-1692.544456|-1692.5102989999998|1148.35|320.77|236.72|531.58|0.39919|0.6863199999999999|-0.1566|4.6718|-0.2126199999999999|6.4226|8.2218|8.2218
14q_a23|1|1|0.0|2|0|0|1.19796338|3.292130907|-0.0101981219999999|5.351858133|2|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|2|-0.017918675|0.808928963|0.067394607|-0.089657283|0.871119857|0.7333675390000001|-0.08960718|0.227948491|0.02158178|-61.51997721|14.81701129|350.836102|155.7136729|-0.039682061|10.17264683|97.13675614|-2.023785094|-42.23665548|-27.24379301|76.3369885|0.472004985|530.8381985000001|-18.70427707|0.222659101|8.732265278|0.893957277|152.86702240000002|-953.9181308|0.01932289|-380.8178266000001|1787.418422|13.26616596|0.0|1.0|1.0|0.0|3.52|2.66|-6.96|148.11|2.28|1.0|1.0|1.0|6.0|454.51|1.0|0.0|0.0|-4.39|4.03e-05|0.0183|2.46|0.0|5.03e-05|-1798.645459|-1798.6108739999995|1222.17|340.33|340.33|554.59|0.5949|0.5949|-0.14854|8375.0|-0.23013|12.0503|7.8069|7.8069
6e_a40|0|0|0.0|1|1|2|0.604892975|1.75595616|-0.0148450439999999|6.401917197|0|0.744550501|-0.69771706|-0.0026177839999999|0.103594243|10.30179954|2|-0.020200684|0.8361555479999999|-0.011405885|-0.289988439|0.8988141140000001|0.648802794|-0.107312598|0.376602018|0.015875595|-70.52033811|10.43262695|185.1473293|166.7812216|-0.04873174|6.85578763|35.33106374|-2.095464821|-46.34235117|-32.02400144|80.95296505|0.441911406|490.3675161000001|-21.04453212|0.133008824|6.972949117000001|0.791830204|87.40658058|-904.9148811|0.012858969|-482.3355765|1588.2884390000002|8.450255075|1.0|1.0|0.0|1.0|3.98|3.16|-4.63|173.43|2.12|2.0|1.0|2.0|5.0|476.98|1.0|0.0|1.0|-5.58|2.6e-06|0.00124|4.4|0.0|0.0112|-2831.191706|-2831.156883|1149.77|419.59|419.59|537.07|0.67187|0.67187|-0.1195799999999999|8.3311|-0.2164|11.5248|7.7447|7.7447
12al_a36|0|0|3.469383582|0|2|2|1.297043737|0.0|-0.008463062|5.351858133|2|0.0|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|1|-0.1430106119999999|0.8344566859999999|0.125005134|-0.055405405|0.885733922|0.84179881|-0.077842923|0.2689491989999999|0.026927826|-51.22331485|17.71943397|114.2305891|130.8308989|-0.035305316|11.65999569|0.0|-1.906487074|-33.70669917|-23.23210974|68.94274882|0.456856406|527.2034213000001|-15.28752554|0.328915355|8.774664332|0.841133748|216.4375922|-825.5263792000001|0.025956027|-225.1591357|1869.412355|17.07995636|1.0|0.0|1.0|0.0|4.81|0.0|-6.69|78.43|1.72|0.0|0.0|1.0|6.0|411.46|0.0|0.0|0.0|-4.07|8.499999999999999e-05|35.0|2.65|0.0|8.340000000000001e-05|-1347.479819|-1347.445127|1181.84|349.14|319.71|554.23|0.6945399999999999|0.70417|-0.14558|6.4473|-0.1955599999999999|8.1781|7.3188|7.3188
