molecula|SddssS|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
22_a10|0.0|0|0|1|7.535296702|1|1|1.343837143|2.113627059|-0.067641834|-0.017163935|2|-0.026750502|1.880539113|-0.332316729|0.01204992|10.92966136|-0.020475007|1|1|0.008903905|-0.042831367|2|0.670763832|-0.02603707|-0.033474297|0.79665945|0.8698299140000001|0.775071808|0.016720696|-41.96631248|13.023146|75.58376652|-0.022372463|-39.42279832|10.14325785|60.10354816|0.564323334|54.98945848|0.422182297|3241.833491|-1062.931277|-13.57178303|0.435676666|8.84228648|15.30289992|0.730649641|-827.8787647|1883.550109|1.0|1.0|1.0|1.0|0.0|27.0|-9.37|73.14|2.8|139.53|0.0|1.0|-6.29|0.0|0.0|4.26|-5.53|4.55e-06|2.95e-06|0.0014|4.1|0.0|0.0|4.27e-10|5.65|-1544.203968|770.92|321.89|0.2624|0.4483899999999999|0.6834100000000001|-1543.893507|-0.16095|4.8409|-0.2180699999999999|-1543.959333|6.5841|1.1|5.9586|5.9586
8_a1 (SB-202620)|0.0|1|0|0|6.86171134|0|0|1.4323973840000002|0.0|0.106916453|-0.226277123|1|-0.0443137679999999|0.0|-0.606562911|-0.1402198369999999|10.94957568|0.037553634|1|1|-0.0106277489999999|-0.095271547|1|0.674381582|-0.042789124|0.063001656|0.805476065|0.648967503|0.174628594|0.015526845|-66.76765693|8.809217494|208.2071465|-0.041081545|-33.88588996|4.997944864|64.70432539|0.7742395870000001|75.57687443|0.4564697679999999|2431.842132|-955.6189441|-13.22376193|0.225760413|7.432247389|13.67402758|0.839824062|-542.1742393|1234.267739|1.0|1.0|0.0|1.0|2.0|23.0|-8.02|78.87|2.78|99.61|0.0|1.0|-5.94|0.0|1.0|3.7|-4.7|1.14e-05|1.98e-05|0.00713|3.6|0.0|0.0|9.53e-09|5.32|-1223.117248|586.27|364.11|0.5339|0.7026600000000001|0.7026600000000001|-1222.9606720000002|-0.13683|3.4563|-0.2105199999999999|-1223.014114|5.5005|0.4|6.3979|6.3979
16b_a32|-3.3094926630000003|1|1|0|7.765993078999999|0|0|0.2980105389999999|0.0|0.0873104119999999|-0.3723824429999999|0|-0.012739425|2.033356859|-0.423467596|-0.018753196|10.31100078|-0.0657820279999999|3|3|-0.00180101|-0.023602065|0|0.745820612|0.056127969|-0.098450203|0.907055332|0.7465375040000001|0.559199331|0.015808858|-56.84546999|10.12961779|53.96132589|-0.0345657579999999|-44.4669946|6.490611388|9.827907321|0.7476362679999999|66.97508778|0.414997448|3037.795494|-1040.965864|-14.19159402|0.252363732|6.466656381|11.05406524|0.709394251|-667.0049190000001|1392.342653|1.0|0.0|1.0|1.0|2.0|19.0|-7.6|165.49|0.41|114.43|1.0|1.0|-6.72|0.0|1.0|3.26|-4.55|5.19e-07|2.84e-05|0.0123|3.14|0.0|0.0|2.54e-08|6.37|-2315.951437|676.92|342.39|0.2849|0.70233|0.70233|-2315.757928|-0.14995|4.4055|-0.2094099999999999|-2315.819979|7.0093|17.0|7.7696|7.7696
4p_a46|0.0|0|0|1|7.825245291|1|1|1.134636977|2.102855253|-0.060700883|-0.038295755|0|-0.164311513|0.0|-0.233901882|-0.205494852|10.93681929|-0.120823841|1|1|0.004453195|-0.251219946|0|0.7471162309999999|-0.078703563|-0.1623103719999999|0.7911509609999999|0.905966489|0.3352802039999999|0.007398064|-56.55658053|4.195717966|175.10295019999998|-0.029978645|-26.78464688|2.379548177|0.0|0.87420565|60.7522985|0.423511708|2257.769185|-850.1003902999998|-9.642472876|0.12579435|5.828038618|10.10955243|0.734640605|-482.1236438|972.4260993|1.0|0.0|1.0|1.0|1.0|17.0|-7.05|61.84|3.2|107.89|0.0|1.0|-5.09|1.0|1.0|4.25|-5.4|1.59e-06|4.03e-06|0.00144|4.77|0.0|0.0|8.95e-08|4.89|-1129.618646|598.19|310.28|0.2363|0.43709|0.70138|-1129.3914619999998|-0.16819|3.6961|-0.20749|-1129.4459470000002|5.3996|341.0|6.4672|6.4672
14b_a25|0.0|0|0|1|6.842683282|0|0|1.420015222|1.616664856|-0.091382738|-0.0166120069999999|2|0.001683506|1.929508048|-0.273813082|-0.012989126|10.93106299|0.0009956189999999|1|1|0.004892038|0.0028569959999999|2|0.6524261960000001|-0.085205646|0.001715854|0.8333962429999999|0.859628015|0.329662946|0.016003559|-52.75064158|11.08504021|112.49583529999998|-0.032728922|-40.37825712|7.678174472999999|57.85340824|0.772789587|63.83568179|0.490638154|3038.600508|-1224.182482|-15.70265555|0.227210413|8.690235527|17.06102567|0.963240883|-847.9433995999999|1584.108407|1.0|1.0|1.0|1.0|1.0|27.0|-9.65|96.49|1.8|130.97|0.0|1.0|-6.26|0.0|1.0|3.63|-5.23|2.49e-06|5.86e-06|0.00261|3.88|0.0|0.0|2.23e-10|5.61|-1444.505985|716.14|304.7|0.3614|0.34735|0.64983|-1444.266358|-0.16309|2.7037|-0.22149|-1444.330251|3.2784|22.0|7.6576|7.6576
14x_a23|0.0|0|1|2|7.423568444|0|0|1.197963189|3.101221922|0.0944818319999999|-0.111315218|2|0.05740118|0.6753138120000001|-0.335030301|-0.075184011|10.31321817|-0.0229244|2|2|0.003906274|0.160327487|2|0.5788469970000001|-0.035031888|-0.035965909|0.8668730109999999|0.7768288609999999|0.229141189|0.022095943|-46.97594633|14.64350681|42.44114495|-0.034056109|-37.00022522|9.704599953|87.28077098|0.722211323|61.61945314|0.468120981|3071.48868|-1060.780249|-14.95753786|0.277788677|7.777802167999999|14.62325432|0.880126802|-703.0042792|1468.794817|0.0|0.0|1.0|1.0|1.0|26.0|-7.93|105.02|3.78|120.2|0.0|1.0|-6.35|0.0|0.0|4.06|-5.27|2.09e-06|5.41e-06|0.00242|3.78|0.0|0.0|1.17e-08|3.97|-1828.371718|675.21|335.63|0.3184|0.6757|0.62836|-1828.168422|-0.15259|5.7933|-0.23475|-1828.228912|8.1916|3.0|8.4949|8.4949
13p_a6|0.0|1|0|0|6.842683282|0|0|1.424099253|0.0|0.024837222|-0.1144898999999999|2|0.072850973|1.633493259|-0.634109842|-0.014153926|10.95053423|-0.072853186|1|1|-0.005708558|0.123575608|2|0.865935935|-0.059663359|-0.125636943|0.837659336|0.7265205579999999|0.196002517|0.01730144|-70.52421289|12.27472016|80.30786544|-0.03767435|-54.04422654|8.708451561|107.5669533|0.76005742|82.79893305|0.412828992|3016.078786|-1523.526317|-18.9628865|0.23994258|8.760340755|14.91957306|0.703081362|-1080.8845310000002|2004.488446|1.0|1.0|1.0|1.0|3.0|27.0|-10.06|122.47|1.01|132.01|0.0|0.0|-7.01|0.0|1.0|2.96|-4.55|8.11e-06|2.79e-05|0.0125|2.86|0.0|0.0|8.73e-11|4.73|-1463.0432449999998|752.82|415.53|0.4132|0.47508|0.7056600000000001|-1462.740542|-0.12251|9.0546|-0.1971099999999999|-1462.804694|12163.0|92.0|7.0362|7.0362
11_a33|0.0|1|1|0|7.686621335|0|0|0.609352951|0.0|-0.151505631|-0.039406316|0|0.055664124|1.979284901|-0.32219686|0.143981643|10.31100126|-0.008908194|3|3|-0.00103193|0.105574347|0|0.8389087140000001|0.003391835|-0.014463304|0.921896958|0.857287241|0.229250542|0.033701864|-34.4118011|16.37099833|45.43139569|-0.030847481|-24.74805685|7.95236684|0.0|0.552878386|50.78279943|0.4673066279999999|2220.315582|-509.4714637|-7.278840251|0.447121614|5.24049311|9.837729137|0.8772525659999999|-247.4805685|921.4892038|1.0|1.0|1.0|1.0|1.0|19.0|-6.23|120.17|0.89|89.77|0.0|1.0|-5.97|0.0|1.0|3.28|-4.38|3.32e-06|4.13e-05|0.0136|3.28|0.0|0.0|5.92e-07|1.93|-1669.304085|506.55|353.74|0.5408|0.70381|0.70381|-1669.202327|-0.14132|3.1406|-0.19938|-1669.251123|4.5998|5.0|8.3188|8.3188
galu_a46|0.0|0|0|1|7.535296702|1|1|1.343828866|2.082220175|0.048375705|-0.080432741|2|-0.090581301|1.721297609|-0.327651527|-0.094815394|10.92740177|-0.1121767259999999|1|1|0.003107816|-0.150645957|2|0.702976795|0.044184467|-0.173285585|0.875868891|0.7637964079999999|0.5235416979999999|0.01235603|-50.93538037|6.915480101|261.2602893|-0.03220981|-27.89483984|3.870487977|68.43088526|0.7832175929999999|57.85086047|0.468241745|2501.785113|-847.2847833999999|-10.08962292|0.2167824069999999|6.445819025|12.12170938|0.880553787|-474.2122773|1081.799989|0.0|1.0|1.0|1.0|1.0|21.0|-7.13|86.69|1.84|108.18|0.0|1.0|-6.86|0.0|1.0|2.84|-3.99|0.0001409999999999|0.000102|0.0375|2.39|0.0|0.0|7.45e-08||||||||||||||51.0|7.2924|7.2924
18_a10|0.0|0|0|1|7.78113851|2|2|1.243178376|2.142254323|-0.182332901|0.0307177839999999|2|-0.092424959|2.026949641|-0.1859075939999999|-0.052165302|10.92966688|-0.0280813039999999|1|1|0.010573165|-0.144233311|2|0.7155022459999999|0.048377088|-0.0507442929999999|0.832812971|0.885552955|0.656664457|0.019095409|-36.52271591|12.12013168|40.99617452|-0.024889861|-30.63863373|7.692822451|123.3621791|0.641615544|48.64284759|0.4670293179999999|2788.499133|-868.8874593|-10.02718922|0.358384456|7.204851347999999|13.51828833|0.876275815|-551.4954071000001|1354.218219|0.0|1.0|1.0|1.0|0.0|21.0|-7.88|62.06|2.14|119.81|0.0|1.0|-6.34|1.0|1.0|3.67|-4.77|3.34e-05|1.7100000000000002e-05|0.00705|3.49|0.0|0.0|1.32e-08|2.65|-1336.404041|687.19|326.47|0.2962|0.37729|0.6866300000000001|-1336.126835|-0.15735|4.7596|-0.20692|-1336.185978|5.9029|0.13|6.8861|6.8861
14j_a23|0.0|0|1|2|7.423568444|0|0|1.197963927|3.278390512|0.074424082|-0.071396109|2|0.037350515|0.722606603|-0.322724299|-0.026319216|10.31321824|-0.055708465|2|2|0.0075222369999999|0.087218599|2|0.616699629|0.143567854|-0.091426449|0.864845456|0.8454521620000001|0.226990358|0.020485263|-40.35191855|13.28905737|40.38957571|-0.034989992|-34.60325668|8.620784882999999|83.17168000000001|0.7739671709999999|53.64097592|0.497137467|2943.385528|-1066.827834|-14.72479008|0.226032829|7.83426417|15.57933561|0.988615047|-692.0651337|1378.388999|0.0|0.0|1.0|1.0|1.0|26.0|-7.67|105.02|3.4|120.24|0.0|1.0|-6.31|0.0|0.0|3.77|-5.11|2.66e-06|7.73e-06|0.00332|3.68|0.0|0.0|2.14e-08|3.72|-1729.1379190000002|670.6|338.1|0.3886|0.65128|0.65128|-1728.9293280000002|-0.14816|5.8037|-0.2239699999999999|-1728.988797|8.3233|4.0|8.3883|8.3883
24_a47|0.0|0|1|1|6.86171134|0|0|1.304328602|1.225600378|0.0453435129999999|-0.1160443999999999|2|0.0251322929999999|1.081401467|-0.484848181|-0.063708635|10.95005721|0.071506228|1|1|-0.004514441|0.056234624|2|0.662080166|-0.005097239|0.113432542|0.875198713|0.7839491009999999|0.214985826|0.021522987|-42.71324947|12.11301576|41.72753688|-0.032498249|-28.82156035|6.81713713|47.170683|0.611603578|54.82626523|0.479188295|2642.775318|-768.1729327|-10.29341441|0.388396422|7.024694045|13.48797266|0.920079732|-432.3234052|1255.998102|0.0|1.0|1.0|0.0|2.0|21.0|-7.63|84.73|2.86|104.73|0.0|1.0|-6.48|0.0|1.0|3.31|-4.52|2.46e-05|3.05e-05|0.0121|3.16|0.0|0.0|2.32e-08|4.46|-1696.071577|578.94|312.5|0.2618|0.6835|0.6835|-1695.93106|-0.16333|2.6517|-0.2285|-1695.98597|3.6008|3.0|8.5|8.5
3f_a32|0.0|1|1|0|7.773594467000001|0|0|0.6094207770000001|0.0|0.0067550119999999|-0.0434359079999999|0|-0.062954205|2.227330929|-0.275173181|-0.113189563|10.31100273|-0.110286539|3|3|0.002565215|-0.112493266|0|0.833981748|-0.110248899|-0.1743238839999999|0.871865543|0.874026684|0.3217719189999999|0.011897886|-41.40131823|6.707989266|47.97543149|-0.030139709|-30.95210106|3.78194259|0.0|0.78919828|48.1093075|0.435176082|2273.466801|-713.6921402|-9.580412233|0.21080172|6.153728636|10.89495051|0.770463268|-402.3773138|904.3255145|1.0|1.0|1.0|1.0|1.0|19.0|-7.31|110.94|2.18|102.66|0.0|1.0|-5.03|0.0|1.0|4.63|-5.4|1.28e-07|3.96e-06|0.0014|4.83|0.0|0.0|4.89e-08|3.92|-1712.034952|604.9|348.58|293.0|0.70255|0.70255|-1711.863611|-0.1474599999999999|3.4678|-0.2006099999999999|-1711.9193289999998|5.7161|9.0|8.0458|8.0458
20_a4|0.0|0|0|1|7.535296702|1|1|1.399905568|2.017439295|-0.203359312|-0.00123671|1|-0.061689675|0.0|-0.124135414|-0.1473674569999999|10.9459449|-0.059498265|1|1|0.012025268|-0.098992154|1|0.691307598|0.246357638|-0.105783279|0.8404413829999999|0.918147288|0.210083785|0.022933651|-29.16642156|11.03865532|63.27373076|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|0.6435852470000001|40.20507689|0.421704107|1982.961908|-486.4496111|-6.32818424|0.356414753|5.543543957000001|9.58599918|0.729218575|-234.1428169|755.8433223999999|1.0|1.0|1.0|1.0|0.0|17.0|-5.55|39.94|2.09|86.62|0.0|2.0|-5.96|1.0|1.0|2.97|-3.87|0.000346|0.000134|0.0388|2.96|0.0|0.0|2.79e-06|2.73|-934.2266312|517.72|306.74|0.2364|0.5152|0.66028|-934.103809|-0.16699|4.0681|-0.19747|-934.150871|5.5779|646.0|6.1898|6.1898
11f_a5|0.0|1|0|0|6.605297921|1|1|1.370797007|0.0|-0.251797205|0.022233547|3|-0.083432989|0.0|-0.227966183|-0.178881726|10.94877949|-0.0080939669999999|1|1|0.008309782|-0.1323098|2|0.785419245|-0.008110526|-0.016518403|0.800575032|0.847356138|0.368815548|0.0221464629999999|-47.57801621|15.41338844|70.39517801|-0.022252743|-36.14073513|10.72733576|13.29510896|0.5109475960000001|62.99140465|0.463183664|2853.401015|-882.7793242999999|-10.77881574|0.489052404|9.683662007|18.03905985|0.8628345190000001|-614.3924972|1727.7296760000002|0.0|1.0|1.0|1.0|1.0|23.0|-8.67|76.16|1.03|126.79|0.0|1.0|-6.99|1.0|0.0|2.95|-4.26|0.000112|5.479999999999999e-05|0.0234|2.7|0.0|0.0|2.12e-09|2.25|-1391.722248|729.96|299.8|0.5834|0.6593600000000001|0.64937|-1391.444853|-0.1691|2.1313|-0.20772|-1391.50739|2.9697|12.0|7.9208|7.9208
12ab_a30|0.0|0|0|0|7.412764017000001|2|2|0.604983638|0.0|-0.026189286|-0.030346359|2|0.018023992|0.0|-0.520212725|0.038312857|10.31162784|0.01563558|1|1|0.005111479|0.03046828|1|0.8397577820000001|0.078325164|0.026596859|0.855880335|0.7997534890000001|0.4605456229999999|0.031588146|-58.23149599999999|22.23130678|119.79740259999998|-0.031859359|-49.97135112|15.64609074|0.0|0.603952976|80.46280277|0.461207954|3118.431712|-1278.064418|-15.78042667|0.3960470239999999|8.44310703|15.6704374|0.856003642|-899.4843201|2116.165447|1.0|0.0|1.0|1.0|1.0|17.0|-6.83|100.11|2.2|140.26|0.0|1.0|-6.39|0.0|0.0|2.52|-5.0|2.47e-06|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|3.34|-1804.79081|753.75|355.06|0.1957|0.46561|0.68324|-1804.523449|-0.14772|6.9089|-0.19672|-1804.589076|7.4968|17.0|7.7825|7.7825
8g_a12|0.0|1|1|0|6.580639137|1|1|1.28383574|0.0|0.10205033|-0.029907264|2|-0.038463841|1.714060666|-0.40429396|-0.094550033|10.95472263|-0.040257632|1|1|0.005405355|-0.068810076|1|0.804158158|-0.04981165|-0.070405398|0.80546986|0.8576253690000001|0.274352085|0.008910823|-42.39297373|4.915102972|84.95000993|-0.042752517|-31.79592789|2.7111119089999995|0.0|0.90166696|47.30807670000001|0.463772637|2506.427441|-1037.59814|-13.00742505|0.09833304|6.882798206|12.83559677|0.864880588|-572.326702|1150.7554189999998|0.0|1.0|1.0|1.0|2.0|21.0|-8.0|78.85|2.89|109.93|0.0|1.0|-6.28|0.0|0.0|2.77|-4.34|4.15e-05|4.61e-05|0.0163|3.06|0.0|0.0|9.98e-09|3.68|-1154.281986|590.93|332.31|0.3786|462.0|0.55027|-1154.121362|-0.1520099999999999|2.9986|-0.21633|-1154.173831|4.2131|3715.0|5.43|5.43
16h_a32|0.0|1|1|0|7.765993078999999|0|0|0.609420754|0.0|0.217139852|-0.098975084|0|-0.069213021|2.075726759|-0.7828009570000001|0.061727488|10.31100268|-0.022634676|3|3|-0.002310082|-0.1234671109999999|0|0.804503712|-0.003188883|-0.03617945|0.881181048|0.7991915079999999|0.44308098|0.02096013|-51.56009529|13.31708433|70.02855767|-0.038765425|-49.03221545|8.461051377999999|35.90298920000001|0.7359051059999999|64.87717961|0.459750275|2709.44587|-1157.597535|-15.6485794|0.2640948939999999|6.710057805|12.42028916|0.850995852|-735.4832318|1573.02555|1.0|0.0|1.0|1.0|2.0|19.0|-7.0|149.27|1.12|111.95|1.0|1.0|-6.22|0.0|1.0|3.74|-4.75|3.28e-07|1.7800000000000002e-05|0.0073599999999999|3.66|0.0|0.0|9.89e-08|4.54|-1955.970762|679.82|342.67|0.2914|0.70219|0.70219|-1955.772465|-0.14972|3516.0|-0.2|-1955.832545|4.2275|9.0|8.0655|8.0655
11_a47|0.0|0|0|0|0.0|0|0|1.381898438|0.0|0.035230036|-0.156077888|3|-0.0586047379999999|1.311097861|-0.427212659|0.081235787|10.93671007|0.046339015|0|0|-0.00580273|-0.120383371|3|0.702719047|-0.058523885|0.07716247|0.770028429|0.796863393|0.572646116|0.008462682|-50.01659041|5.184267117|119.4035378|-0.035945973|-36.20974614|3.175899139|1.882633323|0.816608795|55.20085753|0.4686568239999999|2842.168734|-1123.0517|-13.48990542|0.183391205|5.966142027|11.22841564|0.8820228529999999|-687.9851765999999|1375.2628029999998|1.0|1.0|0.0|1.0|2.0|28.0|-10.55|70.93|3.0|124.7|0.0|0.0|-5.28|0.0|1.0|4.69|-6.03|5.110000000000001e-07|9.32e-07|0.000394|5.06|0.0|0.0|2.81e-11|4.84|-1396.145101|654.49|332.82|0.2321|0.6915399999999999|0.6915399999999999|-1395.922861|-0.1546|2.9142|-0.20554|-1395.980918|4.6111|0.04|7.4|7.4
11_a4|0.0|0|0|1|7.535296702|1|1|0.626711769|2.159635561|-0.20567828|0.032861655|2|-0.017835936|2.216390726|-0.056016567|-0.073554945|10.33765061|-0.0043410079999999|1|1|0.010782511|-0.030003079|2|0.6575743310000001|-0.163623353|-0.007574475|0.875868891|0.930113409|0.4523305489999999|0.009336075|-31.35942689|5.395547437|12.88007087|-0.023620625|-21.81135655|3.118219598|59.55648883|0.7560913159999999|36.75497433|0.480360734|2452.527871|-641.5941818|-7.889214068999999|0.243908684|6.850305797000001|13.18281017|0.924411925|-370.7930613|848.5670554999999|1.0|1.0|1.0|1.0|0.0|21.0|-8.05|68.9|3.15|111.64|0.0|1.0|-5.74|0.0|1.0|4.16|-4.97|7.27e-06|1.06e-05|0.00395|3.99|0.0|0.0|8.89e-09|3.2|-1467.440475|630.04|328.0|151.0|0.4444|0.65942|-1467.20045|-0.15885|4187.0|-0.2146699999999999|-1467.255521|5.3012|0.11|6.9586|6.9586
25_a12|0.0|0|0|0|0.0|0|0|1.404967476|0.0|0.00700113|-0.045725323|2|-0.089297664|2.050456822|-0.180562493|-0.025245046|10.93676625|-0.11195017|0|0|0.001783739|-0.141917694|2|0.8472746290000001|-0.2430098439999999|-0.208172827|0.688743998|0.947937175|0.120087607|0.004952762|-28.517955|2.580489093|37.96125329|-0.03323193|-21.75703145|1.3444869730000002|0.0|0.917298637|31.09844409|0.448858246|2067.69985|-709.8947922|-9.021208163|0.082701363|5.34703037|9.70173342|0.814415245|-369.8695347|773.8971409|1.0|1.0|0.0|1.0|1.0|22.0|-8.78|37.81|3.2|99.48|0.0|1.0|-4.82|1.0|1.0|4.29|-5.25|5.19e-06|5.63e-06|0.00175|4.76|0.0|0.0|1.6399999999999995e-09|4.73|-974.6328337|560.14|359.04|0.4483|0.63284|0.69029|-974.458128|-0.14303|1.2494|-0.19655|-974.508059|2.2482|22.0|7.6576|7.6576
12ac_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043188|0.0|-0.050997272|-0.073735973|2|0.03586247|0.0|-0.450737917|-0.046730704|10.95345846|-0.0121300989999999|1|1|0.0018565629999999|0.060445359|1|0.8058720979999999|0.135371136|-0.020272679|0.863165958|0.779673368|0.4712820929999999|0.021508835|-55.68500110000001|14.93372351|118.0445703|-0.036062573|-50.32319912|10.36858115|20.70356046|0.7316461470000001|70.61872461|0.44477577|2902.588755|-1377.116299|-17.38437788|0.268353853|8.126831024|14.63702516|0.801074136|-956.1407834|1882.216294|1.0|0.0|0.0|1.0|2.0|17.0|-6.89|86.27|1.59|133.95|0.0|1.0|-7.21|0.0|0.0|1.84|-3.95|0.000154|0.000112|0.0476|2.36|0.0|0.0|1.29e-07|4.84|-1385.566143|711.77|321.25|0.3302|0.56186|0.56357|-1385.3211789999998|-0.15675|4.0208|-0.20949|-1385.382927|5.4387|13.0|7.8861|7.8861
18a_a30|0.0|0|0|0|7.412764017000001|2|2|0.604987543|0.0|0.045071414|-0.02919335|2|-0.041327798|0.0|-0.353677943|-0.01286191|10.31163887|-0.094932667|1|1|0.005458948|-0.073280844|1|0.8421237309999999|0.003991162|-0.171895425|0.842671963|0.85918121|0.294303776|0.017060045|-45.11907802|10.62073502|79.18861306|-0.036990859|-36.97308547|6.611941026|0.0|0.7904991659999999|55.73981304|0.445995681|2721.874248|-1128.40473|-14.33650253|0.209500834|7.050626413|12.72666325|0.8050400790000001|-702.4886239|1427.458469|1.0|0.0|1.0|1.0|1.0|17.0|-6.64|81.65|2.82|127.28|0.0|1.0|-5.98|0.0|0.0|2.63|-4.85|5.23e-06|1.4e-05|0.0056|3.87|0.0|0.0|2.3100000000000002e-07|3.82|-1575.755101|665.12|357.18|0.3781|0.69033|0.69033|-1575.54671|-0.1418|4.2514|-0.19785|-1575.604922|5.2813|25.0|7.6108|7.6108
14h_a23|0.0|0|1|2|7.423568444|0|0|1.197963488|3.309480899|0.043538466|0.006191846|2|0.0316908439999999|0.7290938920000001|-0.307907256|-0.024318144|10.31321773|-0.034313725|2|2|0.009266617|0.060820238|2|0.708395022|0.143102066|-0.05745554|0.860920386|0.923430574|0.223157991|0.021982565|-43.02851162|14.81983413|41.34207782|-0.033774476|-36.84086528|9.990985411|86.83095818|0.753100584|57.84834575|0.48032488|3010.418229|-1092.936262|-15.35036053|0.246899416|7.833334036|15.0735214|0.924279155|-736.8173055999999|1451.248725|0.0|0.0|1.0|1.0|1.0|26.0|-7.47|128.81|2.39|125.0|0.0|1.0|-6.62|0.0|0.0|3.23|-4.9|2.09e-06|1.27e-05|0.00554|3.3|0.0|0.0|3.39e-08|3.29|-1722.148272|699.86|337.93|0.3424|0.67365|0.69933|-1721.9314420000003|-0.15209|9.7146|-0.2374099999999999|-1721.99264|13.4823|5.0|8.3468|8.3468
12h_a40|0.0|0|0|1|7.515889085|0|0|0.60499064|1.760542171|0.104392974|-0.107711573|0|0.208938531|0.803557099|-0.289603712|0.189869851|10.31197256|-0.21893421|2|2|-0.002126898|0.367928263|0|0.809398262|0.116873629|-0.335801908|0.845904643|0.839481749|0.006997021|0.0117142839999999|-50.45378559|6.193088525|208.6717565|-0.038796498|-25.56004046|3.274152035|59.68939644|0.844008584|56.64687411|0.4958138139999999|2270.834041|-676.8587047999999|-10.84365353|0.155991416|7.989299324|15.84593062|0.983394285|-357.8405665|801.957134|1.0|0.0|1.0|1.0|1.0|20.0|-6.84|84.45|3.76|96.16|0.0|1.0|-5.13|0.0|1.0|4.22|-5.58|5.58e-07|2.61e-06|0.000942|4.75|0.0|0.0|1.44e-07|4.14|-2153.186757|548.82|469.0|0.3985|0.6503899999999999|0.7041|-2153.072091|-0.1092|2.5573|-0.18432|-2153.123274|3.5425|823.0|6.0846|6.0846
21_a12|0.0|0|0|0|6.605297921|1|1|0.609915045|0.0|0.04375233|-0.058516436|3|-0.213225401|0.0|-0.362168355|-0.01367083|10.31140747|-0.0546514309999999|1|1|-0.001825446|-0.388196876|2|0.923855679|-0.061915124|-0.099516604|0.89838263|0.84827776|0.192026642|0.012230115|-34.60932333|6.154473157000001|75.46830038|-0.036878492|-25.34833425|3.097071518|0.0|0.770818357|40.76379649|0.473492395|2185.835701|-705.2078018999999|-9.338859985|0.229181643|5.891343219|11.18947411|0.8993077970000001|-354.8766794|914.8819508|1.0|1.0|1.0|0.0|1.0|17.0|-6.78|78.41|1.82|98.16|0.0|1.0|-6.45|0.0|1.0|2.68|-3.76|0.00015|0.000173|0.0551|2.53|0.0|0.0|1.67e-07|2.56|-1327.451966|539.67|310.18|0.3665|0.59386|0.57644|-1327.347724|-0.16784|2327.0|-0.22253|-1327.397348|3.2551|22.0|7.6576|7.6576
16_a20|0.0|1|0|0|6.842683282|0|0|1.401259527|0.0|-0.014660441|0.00695144|2|0.126359252|2.013871268|-0.254072625|-0.061975089|10.93301779|-0.062750442|1|1|0.001157852|0.211127741|2|0.7582110409999999|-0.085041518|-0.10978034|0.809440795|0.915005572|0.382481746|0.011604018|-43.51359744|7.634605066000001|69.28224942|-0.029561375|-33.67420774|5.023018225|3.46788153|0.780108103|51.14820251|0.464473378|2722.728332|-972.4623811|-12.79619894|0.219891897|8.166385503999999|15.24926152|0.8673208|-639.8099471|1246.573875|0.0|1.0|1.0|1.0|1.0|27.0|-10.52|78.25|2.2|121.69|0.0|0.0|-5.42|0.0|1.0|4.37|-5.66|8.68e-07|2.17e-06|0.0008699999999999|4.69|0.0|0.0|3.0500000000000005e-11|4.45|-1275.8670960000002|686.59|347.26|0.3431|0.32553|0.69524|-1275.636924|-0.1481299999999999|4.7315|-0.20722|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
