molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA3|PPSA3|FNSA4|WPSA3|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|FPSA1|GeomShapeIndex|GRAV|WNSA2|FPSA5|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
28_a47|0|1|1|0.0|1|0|0|1.4201653580000002|1.408016295|-0.053792245|-0.009689834|4.727387819|-0.23494583|0.023813594|-0.013020816|-0.00496711|10.95058275|1|1|0.06536499|-0.046265509|-0.126992366|2|0.832144916|-0.175007067|0.074217097|0.896193695|0.605349345|0.310094808|0.026080156|-67.33744077|15.50250691|-0.038135461|9.214964819|0.65225927|-1.601689367|82.27079846|-22.66839387|82.83994768|2616.1598940000003|359.8303775|1337.037733|0.34774073|0.8964208090000001|5633.990508|-565.9287905|0.031626405|428.5826478|1.0|1.0|1.0|1.0|3.08|2.03|0.05|21.0|2.49|3.84|98.72|1.67|1.0|0.0|99.2|0.0|5.0|-3.67|28.0|0.0|1.0|2.4|-3.66|0.000214|0.0816|0.000217|0.0824|1.97|0.0|1.2099999999999998e-07|4.59e-05|-0.05471|3675.0|3675.0|-1335.759232|599.88|995.5|337.37|0.69002|0.69002|-0.15049|0.03698465|8.17|7.6|7.6
47g_a18|0|0|0|0.0|0|1|1|1.251175676|0.0|-0.005500039|-0.005817448|4.844187086|-0.034211867|-0.048472184|0.0036509859999999|0.033759227|10.94702253|0|0|-0.071877686|-0.264839041|-0.3927204379999999|0|0.750610215|-0.009917608|-0.014370598|0.780474694|0.834424154|0.413435809|0.013404131|-55.35188184|11.37505183|-0.029212072|9.653129118|0.731870777|-2.307753726|86.33162323|-24.79003275|66.72693367|3367.0578530000003|708.1114197|2268.439188|0.268129223|0.966014041|7870.887027|-1661.953709|0.016259076|1347.416568|1.0|0.0|1.0|1.0|4.87|0.0|0.34|18.0|3.22|3.6|88.97|2.79|3.0|2.0|164.47|1.0|13.0|-6.11|40.0|0.0|0.0|2.83|-5.52|7.76e-07|0.000421|3.01e-06|0.00163|4.52|1.0|6.04e-10|3.27e-07|-0.04413|3.0965|3.0965|-1743.375845|905.71|1604.37|400.4|0.69828|0.69828|-0.12789|0.02960182|5.9864|8.0458|8.0458
12c_a31|1|0|0|0.0|0|1|1|0.6101358029999999|0.0|0.046986783|-0.013026643|5.733341277|-0.055520387|-0.030192572|-0.003618466|-0.094991098|10.311698300000002|2|2|-0.048694677|-0.138799714|-0.223856622|0|0.842823186|0.066071056|-0.098452311|0.8856644770000001|0.665463503|0.343619017|0.030543026|-66.41224264|19.38414321|-0.036326291|12.30215386|0.6817087|-1.816314565|97.28775086|-23.05449459|85.79638585|2592.4503010000003|422.3366652|1894.297124|0.3182913|0.813278739|5676.394271|-731.5771879|0.023556702|583.9691392000001|1.0|1.0|1.0|1.0|3.69|3.1|0.35|16.0|5.64|3.7|117.37|1.08|2.0|0.0|108.16|0.0|8.0|-5.23|28.0|0.0|1.0|3.32|-4.16|5.85e-06|0.00233|6.94e-05|0.0277|3.1|0.0|5.79e-08|2.31e-05|-0.0338399999999999|3.8328|3.8328|-1618.1530810000002|679.71|1138.89|323.48|0.7007399999999999|0.7007399999999999|-0.15904|0.04023903|2.2908|6.4202|6.4202
3_a47|0|0|0|0.0|0|0|0|1.304465159|0.0|0.013076203|-0.008740449|0.0|-0.130414103|-0.013350303|-0.008828261|0.103847816|10.93671092|0|0|-0.021029826|-0.015388793|-0.024240921|2|0.720319618|0.104873188|0.022804181|0.780628097|0.854727481|0.4661246329999999|0.008609292|-43.59237092|4.514659074|-0.036461577|2.367459086|0.7849694909999999|-1.422001494|58.22383723|-19.12022366|48.10703|2243.894237|448.2137648|1280.146703|0.2150305089999999|0.67722658|5022.029588|-391.0345195|0.016230658|418.022895|1.0|0.0|1.0|1.0|2.59|2.89|0.0|22.0|4.32|5.4|58.04|2.88|1.0|0.0|101.55|0.0|3.0|-5.54|25.0|0.0|1.0|4.02|-5.35|2.86e-06|0.000995|4.49e-06|0.00156|4.6|0.0|3.829999999999999e-09|1.33e-06|-0.05717|5.6998|3.7284|-1470.137664|556.65|941.44|332.54|0.52977|0.69138|-0.15473|0.03619487|5.3274|6.5|6.5
18a_a22|0|0|0|0.0|1|0|0|1.194229718|1.854982521|-0.197348157|-0.003488994|4.727387819|-0.018344659|0.033735832|0.007066388|-0.021976395|10.31286146|1|1|0.059645624|-0.0835538409999999|-0.147724859|2|0.7329701259999999|-0.042139855|-0.027029438|0.7881113679999999|0.926535704|0.573315195|0.01713283|-34.36220678|11.62443251|-0.029276847|7.887046626|0.710467198|-1.5223960559999998|64.80092090000001|-19.86401135|45.98663929|2898.068989|628.6440468999999|2213.859172|0.289532802|0.950859191|6630.646100999999|-700.830423|0.0193879289999999|730.9420477000001|1.0|1.0|1.0|1.0|3.49|3.17|0.08|27.0|5.32|5.11|100.61|2.13|2.0|1.0|131.64|0.0|6.0|-5.59|32.0|0.0|1.0|3.9|-5.16|2.59e-06|0.00113|6.98e-06|0.00305|3.78|0.0|3.95e-10|1.73e-07|-0.0706799999999999|5.0214|3.4832|-1691.3151059999998|695.35|1211.84|355.95|0.35107|0.68577|-0.1408|0.01932946|5.3946|7.8861|7.8861
14j_a23|0|1|1|0.0|2|0|0|1.197963927|3.278390512|0.074424082|-0.006327927|5.351858133|-0.071396109|0.037350515|0.007671236|-0.026319216|10.31321824|2|2|0.087218599|-0.073945564|-0.17267308|2|0.800643488|0.143567854|-0.091426449|0.864845456|0.8454521620000001|0.226990358|0.020485263|-40.35191855|13.28905737|-0.034989992|8.620784882999999|0.7739671709999999|-1.644529644|64.88069411|-22.69846456|53.64097592|2943.385528|548.455847|2175.598042|0.226032829|0.988615047|6597.039681|-692.0651337|0.017787992|599.5697147999999|0.0|1.0|1.0|1.0|3.39|3.41|0.05|26.0|3.78|4.58|105.02|3.4|2.0|1.0|120.24|0.0|5.0|-5.58|31.0|0.0|0.0|3.77|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|2.14e-08|9.18e-06|-0.07581|3.6671|3.6671|-1729.15999|670.6|1142.37|338.1|0.65128|0.65128|-0.14816|0.02207124|8.3233|8.3883|8.3883
6_a3|0|0|0|0.0|0|0|0|0.605016564|0.0|0.155665791|-0.008934536|4.727387819|-0.106234254|-0.025021661|-0.007540435|0.05584062|10.3116226|1|1|-0.0445675709999999|0.020589494|0.036673175|2|0.790667152|-0.155862559|0.055002252|0.8632654590000001|0.783322023|0.556539611|0.010921391|-52.01903278|5.449560482000001|-0.037726468|2.7192240510000003|0.80281499|-1.282699916|56.71997588|-18.8247694|57.46859326|2196.107822|390.8623623|1899.385061|0.19718501|0.633675574|4992.54948|-319.3685142|0.0150025189999999|353.7528308|1.0|1.0|1.0|1.0|3.05|2.65|0.0|21.0|4.96|4.66|92.93|2.11|1.0|0.0|95.5|0.0|2.0|-5.44|23.0|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|1.34e-05|0.00455|3.79|0.0|3.28e-08|1.11e-05|-0.06529|5.8279|3.3963|-1731.735113|524.88|884.88|365.05|0.3369|0.69323|-0.1465|0.03079258|3.7185|5.7501|5.7501
17a_a50|0|1|1|0.0|2|1|1|1.349854788|4.319202937|-0.186084687|-0.002225436|5.82008293|0.009691515|-0.109740063|0.012510153|-0.0979202769999999|10.94500663|2|2|-0.178162528|-0.239713023|-0.3891730779999999|1|0.784570118|-0.204032723|-0.215448852|0.828062407|0.92300665|0.4062532579999999|0.013784807|-29.57096251|8.977762705|-0.0280449529999999|5.847033234|0.7899109000000001|-1.570517366|58.69900789|-18.26510428|38.54872522|2644.4486420000003|601.1353533|1799.721631|0.2100891|0.948768582|5718.782531|-666.1585759999999|0.011602876|719.3470265|1.0|1.0|1.0|1.0|3.95|3.29|0.29|20.0|3.39|4.14|51.77|2.3|1.0|0.0|121.78|0.0|6.0|-3.99|30.0|0.0|0.0|3.27|-4.44|0.000102|0.0408|3.61e-05|0.0144|3.23|0.0|1.75e-07|6.97e-05|-0.03196|4.2478|4.0477|-1258.566007|705.96|1204.79|306.31|0.6244|0.66046|-0.16724|0.02594911|8.2991|7.0706|7.0706
17_a4|0|0|0|-4.533317957|1|1|1|1.219995452|1.690442177|-0.188642713|-0.006491052|5.4161004020000005|-0.319716072|-0.01849014|0.001892883|-0.3948966229999999|10.94611837|1|1|-0.073733221|-0.0179434139999999|-0.07155304|1|0.772721853|0.0147116789999999|-0.12969185|0.8347553529999999|0.888791225|0.332034943|0.01061251|-45.75108579|5.472562628|-0.042181562|2.822041259|0.861696586|-1.5185362180000002|52.67753395|-21.75180355|51.22364842|2351.601697|458.3237652|1658.726841|0.138303414|0.798764653|5322.773303|-403.8037909|0.012827738|319.5521911|0.0|0.0|1.0|0.0|3.31|2.94|0.11|17.0|4.59|6.26|30.71|3.66|1.0|0.0|85.09|0.0|3.0|-4.36|25.0|1.0|1.0|4.29|-4.81|4.39e-05|0.0152|1.5399999999999998e-05|0.00532|4.01|0.0|2.74e-07|9.44e-05|-0.04186|4.3363|4.3363|-1255.994721|527.39|873.5|285.92|0.47353|0.47353|-0.17559|0.02636403|6.3221|6057.0|6057.0
12t_a30|0|0|0|0.0|0|2|2|0.60498454|0.0|0.073057637|-0.007755575|5.351858133|-0.097216874|-0.0596036729999999|-0.002544958|-0.0682882559999999|10.31162892|1|1|-0.158448053|-0.0546637159999999|-0.145315868|1|0.83236194|-0.003937967|-0.080971844|0.889479916|0.696413582|0.408290036|0.018862708|-58.89093185|12.26965165|-0.037159417|7.981057356|0.745705883|-1.82081145|78.8278828|-24.17113783|71.1605835|2976.648597|452.99711|2479.787504|0.254294117|0.804273481|6617.834146|-770.409047|0.020029588|616.2856203|0.0|1.0|1.0|0.0|4.63|0.0|0.14|17.0|4.67|3.74|81.65|3.58|2.0|0.0|127.19|0.0|5.0|-5.49|31.0|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|4.07|0.0|6.900000000000002e-08|3e-05|-0.05542|5.0693|3.5457|-1774.2421780000002|677.85|1139.2|349.67|0.33647|0.6842600000000001|-0.15029|0.0337599|3.2145|8.0496|8.0496
7d_a10|0|0|0|0.0|1|1|1|1.34384996|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|-0.017919404|-0.042667459|0.00870171|-0.071185424|10.929819300000002|1|1|-0.09209689|-0.041520889|-0.089622042|2|0.809056885|0.0658971929999999|-0.051603612|0.869684772|0.841052067|0.421731106|0.010495008|-31.47566249|5.567989142999999|-0.024733154|2.9540236560000004|0.729585423|-1.063525614|45.08492005|-13.12185056|37.04365163|2348.343588|446.2091497|1597.531619|0.270414577|0.938419104|5174.981962|-299.34991010000005|0.014078094|460.1866123|1.0|1.0|1.0|1.0|3.21|3.21|0.19|21.0|4.92|4.97|43.6|3.04|1.0|0.0|100.04|0.0|2.0|-4.22|26.0|0.0|1.0|3.95|-4.72|5.98e-05|0.0206|1.9e-05|0.00654|3.62|0.0|1.46e-08|5.04e-06|-0.05634|5.8433|3.8856|-1129.198363|574.87|970.29|319.09|0.32059|0.68393|-0.1633099999999999|0.02250617|3.4695|6.0325|6.0325
12ao_a36|1|0|0|0.0|0|2|2|1.297043885|0.0|-0.058597382|-0.007081548|5.351858133|-0.065314765|0.0895536619999999|0.002782748|-0.113963585|10.94919858|1|1|0.1523047569999999|-0.095253274|-0.1619981409999999|1|0.82626942|0.040831815|-0.05785124|0.8800240009999999|0.832582759|0.264688501|0.017784426|-51.52001456|11.76697353|-0.03775988|7.785557064|0.7820981779999999|-2.039033535|78.51108393|-24.98362913|63.28698809|2794.663089|550.8740683|2298.760179|0.217901822|0.8620895909999999|5943.227395|-892.6355932|0.016708791|698.847203|0.0|0.0|1.0|0.0|4.87|0.0|0.12|17.0|3.62|2.42|69.2|2.38|1.0|0.0|133.84|0.0|6.0|-4.58|31.0|0.0|0.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|3.45|0.0|9.66e-08|3.94e-05|-0.05455|4.6597|3.4743|-1310.361099|701.9|1190.17|356.86|0.4962|0.7045|-0.14207|0.03244719|7.447999999999999|7.5229|7.5229
6_a15|0|0|0|0.0|0|0|0|1.419941278|0.0|-0.199979249|-0.00951284|0.0|-0.048804012|0.106485923|0.001080419|0.011857945|10.95880677|0|0|0.153430865|-0.195267558|-0.281352401|1|0.691316481|0.0371776429999999|-0.015484797|0.7248900659999999|0.859308431|0.398681391|0.02948637|-41.14459066|17.20414198|-0.0307500179999999|10.03794313|0.581974721|-1.599000943|88.94853813|-17.94143141|58.34873264|2454.904173|501.3728188|1971.005637|0.4180252789999999|0.640136254|5589.043165|-544.3423775|0.029449813|592.4420375|1.0|1.0|0.0|1.0|3.29|4.03|0.23|18.0|4.43|5.26|61.84|2.18|2.0|0.0|109.7|0.0|7.0|-5.66|28.0|0.0|1.0|4.11|-5.14|2.16e-06|0.000823|7.32e-06|0.00278|4.64|0.0|1.13e-08|4.3e-06|-0.02419|4.3423|3.7696|-1263.0243449999998|612.22|1092.02|328.9|0.65191|0.70554|-0.15714|0.01711539|1.9421|7.4559|7.4559
12bh_a36|1|0|0|0.0|0|2|2|1.297043258|0.0|-0.052761366|-0.006687484|5.351858133|-0.047482048|0.001012669|0.003676818|0.075747971|10.94728093|1|1|0.0016901289999999|-0.101854847|-0.169994208|1|0.78699829|-0.211972014|-0.0591586759999999|0.833398429|0.833491953|0.317612728|0.017627098|-47.04367494|11.73109101|-0.035569289|7.807212275|0.783294222|-1.991880197|76.46867897|-23.6718811|58.77476595|2773.193279|554.7010591|2437.805332|0.216705778|0.930697921|5957.443236|-882.2230117|0.015307571|729.1873176|0.0|0.0|1.0|0.0|4.95|0.0|0.21|17.0|3.76|2.5|69.2|2.45|1.0|0.0|133.68|0.0|5.0|-4.54|31.0|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.6255|-1311.589612|715.94|1208.61|341.97|0.69377|0.7039|-0.14915|0.03071385|7.7975|7.8539|7.8539
19_a4|0|0|0|0.0|1|1|1|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|-0.052325802|0.006243904|-0.211341677|10.30966825|1|1|-0.086166959|-0.0255403279999999|-0.042058265|1|0.774746438|0.152550043|-0.190513834|0.834377354|0.820765063|0.285282038|0.013022539|-38.9063534|7.168604362000001|-0.028945757|3.946149569|0.764880253|-1.215721775|49.73882261|-15.93396412|46.07495776|2558.336814|451.8120313999999|1697.595595|0.235119747|0.85352261|5232.561157|-368.3935819|0.0143733|450.6848883|0.0|1.0|0.0|1.0|3.46|2.52|0.16|17.0|2.97|4.32|73.23|2.16|1.0|0.0|98.19|0.0|3.0|-3.81|25.0|0.0|1.0|2.92|-3.97|0.000156|0.0547|0.000106|0.0373|2.62|0.0|8.070000000000001e-07|0.0002839999999999|-0.05294|4.1858|4.1858|-1446.939719|583.39|983.4|296.2|0.67535|0.67535|-0.17004|0.02985188|7.1079|4.71|4.71
12b_a32|1|1|1|0.0|0|0|0|0.609420757|0.0|0.115940697|-0.009432679|5.733341277|-0.055500132|-0.044307211|-0.003484915|-0.031446256|10.31100269|3|3|-0.079768013|-0.0852122769999999|-0.1534110109999999|0|0.838021287|-0.0533240309999999|-0.090027803|0.8887585240000001|0.782593|0.2996018789999999|0.016282332|-50.88975159|10.17310723|-0.027561517|6.356098747000001|0.60420609|-1.267829764|76.65746734|-17.22027667|61.06285882|2573.006963|488.9595947|3148.185476|0.39579391|0.756331814|5653.268811|-494.9199607|0.025166975|557.1050635|1.0|1.0|1.0|1.0|3.47|2.9|0.26|19.0|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|7.0|-5.9|27.0|1.0|1.0|3.59|-4.43|1.27e-06|0.000505|3.72e-05|0.0148|3.28|0.0|2.23e-08|8.86e-06|-0.05173|3.5703|3.5703|-1880.770588|663.89|1109.93|347.27|0.70258|0.70258|-0.14803|0.0385132|4.1080000000000005|7585.0|7585.0
16_a4|0|0|0|0.0|1|1|1|1.398650725|1.843196334|-0.219944434|-0.00228637|5.4161004020000005|-0.095499301|0.007101649|0.0067511459999999|-0.148022089|10.94592242|1|1|0.020218035|-0.018051608|-0.0513920109999999|1|0.774455255|-0.0894138519999999|0.0293772029999999|0.8366279120000001|0.7898461090000001|0.292255386|0.013727656|-36.11951685|6.761192037000001|-0.033372358|3.330045338|0.832461695|-1.201404885|45.11883447|-16.43666742|42.88070889|2101.6948030000003|389.0176968|1522.164774|0.167538305|0.837568182|4520.2597670000005|-291.4359638|0.0115138339999999|322.8922084|0.0|0.0|1.0|0.0|3.26|3.08|0.11|17.0|4.49|4.96|30.71|3.44|1.0|0.0|85.02|0.0|2.0|-3.92|23.0|0.0|1.0|3.91|-4.43|0.0001199999999999|0.0371|3.68e-05|0.0114|3.59|0.0|4.33e-07|0.000134|-0.03965|4511.0|4.2257|-1057.494456|515.68|856.55|293.41|0.51149|0.54061|-0.17375|0.01638524|1.9873|6.4647|6.4647
8_a10|0|0|0|0.0|1|1|1|1.3430438530000002|2.071128354|-0.075368755|-0.00560152|5.4161004020000005|-0.012055162|-0.000315856|0.0087730469999999|-0.15615298|10.92578782|1|1|-0.000504277|-0.082893697|-0.132343104|2|0.809386132|-0.015871527|-0.167376069|0.864927472|0.874843982|0.597912185|0.015758182|-32.63117642|8.619652859|-0.029917593|4.714910465|0.722649449|-1.465962037|56.7864899|-16.36478554|41.25082928|2612.274447|478.5356341|1899.542278|0.277350551|0.7599356820000001|6289.86818|-438.6216583|0.017582236|583.7217118|0.0|1.0|1.0|1.0|3.42|3.27|0.22|21.0|4.46|4.2|69.9|2.46|1.0|0.0|111.36|0.0|4.0|-4.52|29.0|0.0|1.0|3.55|-4.62|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|3.37|0.0|2.49e-08|9.59e-06|-0.0623299999999999|4.6964|3684.0|-1257.84172|594.63|1047.58|336.55|0.41583|0.68815|-0.15556|0.02243902|1.5482|6279.0|6279.0
33_a47|0|1|1|0.0|1|0|0|1.409403453|1.758479676|-0.229935275|-0.004263267|4.727387819|-0.085712613|-0.11544858|0.002212256|-0.033554816|10.98214099|1|1|-0.26447859|-0.147591116|-0.338113214|3|0.82821379|0.065468525|0.1186944519999999|0.8913954909999999|0.8197001309999999|0.404334141|0.022346992|-32.1568697|11.96072985|-0.0272154529999999|6.401714296000001|0.57681348|-1.088618103|60.65229445|-14.56646493|44.11759955|2311.28828|438.726241|787.797733|0.42318652|0.854471925|4889.09585|-311.85503880000005|0.029580684|388.178924|1.0|1.0|1.0|1.0|3.08|2.76|0.11|21.0|2.96|4.04|68.52|1.52|0.0|0.0|94.28|0.0|3.0|-3.26|25.0|0.0|1.0|2.69|-3.72|0.000546|183.0|0.000192|0.0643|2.19|0.0|8.339999999999999e-08|2.79e-05|-0.05462|4.1869|4.1869|-1123.16428|566.29|934.34|296.13|0.67508|0.67508|-0.15985|0.02924367|6.2284|8.4|8.4
8g_a8|1|0|0|0.0|1|1|1|1.39137364|1.298078704|-0.000475415|-0.014340328|5.4161004020000005|-0.222784884|0.000966222|-0.009140059|-0.025002199|10.94318883|1|1|0.001970629|0.0794962979999999|0.162134281|0|0.734188081|0.121495775|-0.0571942009999999|0.790058057|0.533935495|0.298992226|0.031118325|-83.78686741|19.06725815|-0.052430233|11.68315869|0.8330608209999999|-2.464220973|90.27531534|-32.12579035|102.8541256|2889.141422|327.1604688|2148.49832|0.166939179|0.920192814|6581.432140999999|-925.1746152|0.017636126|551.1746801|0.0|1.0|1.0|0.0|3.31|2.96|0.04|23.0|4.11|3.89|99.34|3.01|2.0|0.0|111.38|0.0|4.0|-5.3|31.0|0.0|0.0|3.5|-4.94|5.01e-06|0.00209|1.16e-05|0.00483|3.53|0.0|4.01e-08|1.67e-05|-0.05849|3.7495|3.7495|-1450.9549470000002|635.27|1083.78|330.67|0.69221|0.69221|-0.15542|0.04147516|7.5762|5.3768|5.3768
4r_a46|0|0|0|-0.03033057|1|1|1|1.13129629|2.051582577|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|-0.15196733|0.006236535|-0.1129698999999999|10.96363493|1|1|-0.237647432|-0.055572881|-0.086905208|2|0.810646641|-0.077483502|-0.070397185|0.8549242340000001|0.8478197820000001|0.261414008|0.011446215|-42.06465252|6.071841742999999|-0.0259595379999999|3.220912917|0.7146312779999999|-1.220098292|51.22472631|-13.77068362|48.13649426|2137.47734|449.7405899|1451.6122289999998|0.285368722|0.839885604|4775.760774|-343.3301143|0.015225417|496.0386301|1.0|0.0|1.0|1.0|3.82|2.89|0.35|17.0|3.56|3.43|63.83|1.52|0.0|0.0|97.9|0.0|3.0|-3.09|25.0|0.0|0.0|2.7|-3.55|0.00081|271.0|0.000279|0.0933|2.12|0.0|5.64e-07|0.000188|-0.03073|4.5209|4.5209|-1069.447946|571.75|986.04|274.25|0.69085|0.69085|-0.18999|0.02826942|3.5979|5.8499|5.8499
13n_a6|1|0|0|0.0|0|0|0|1.4290206230000002|0.0|0.030890422|-0.010884884|4.727387819|-0.135152403|0.058267173|-0.0093684169999999|-0.06507689|10.95053349|1|1|0.100294804|-0.068956229|-0.118693789|2|0.7767360059999999|-0.064779873|-0.056293641|0.832753533|0.70890216|0.307384948|0.017758385|-68.88015714|12.18768927|-0.038490115|8.36448634|0.748967057|-2.078466222|88.73738138|-26.41600355|81.06784641|2952.259627|486.5239262|2535.307313|0.251032943|0.889160748|6386.381394|-978.9911754|0.019904118|724.3873672999999|1.0|1.0|1.0|1.0|3.55|1.9|0.08|27.0|4.19|3.76|122.47|0.81|1.0|0.0|127.2|0.0|6.0|-4.64|33.0|0.0|1.0|2.62|-4.28|2.27e-05|0.00987|5.24e-05|0.0228|2.43|0.0|2.1499999999999998e-10|9.35e-08|-0.07131|4.8185|3.3510000000000004|-1423.765005|727.69|1232.6|369.99|0.55028|0.64027|-0.13863|0.05026727|10.1967|7.1249|7.1249
12i _a30|0|0|0|0.0|0|2|2|0.604984133|0.0|0.04580336|-0.00691453|5.351858133|-0.030422458|-0.0982344169999999|0.00372838|0.0109710489999999|10.31162888|1|1|-0.172434349|-0.051371057|-0.090173435|1|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0.8434291340000001|0.356921662|0.015808432|-50.00086637|10.32233418|-0.037414255|6.740110893|0.806299097|-1.833298476|72.59006433|-24.43015511|60.32320054|2860.704198|550.7287204|2280.31966|0.193700903|0.92270764|6362.153853|-781.648379|0.014680721|652.8825454|0.0|1.0|1.0|0.0|4.62|0.0|0.14|17.0|4.47|3.27|81.65|3.31|2.0|0.0|132.29|0.0|5.0|-5.93|30.0|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|4.49|0.0|6.03e-08|2.61e-05|-0.05465|5.0358|3.5242|-2035.373964|691.59|1167.27|351.81|0.43157|0.68497|-0.14945|0.03436093|3.0033|7.8013|7.8013
12q_a30|0|0|0|-4.76444841|0|2|2|0.60498366|0.0|0.144208934|-0.015322396|5.351858133|-0.27228842|-0.016509571|-0.00695299|0.004165554|10.31162828|1|1|-0.0483777279999999|-0.077457998|-0.226973911|1|0.816138015|0.01661722|-0.032887649|0.867367115|0.845745827|0.596557166|0.014790072|-59.52322773|10.07866809|-0.045799658|6.868090132000001|0.820640722|-2.427381881|90.06607753|-31.21009417|69.60189582|3305.289025|576.3319634|2844.418547|0.179359278|0.900207238|7990.060758|-1127.2072970000002|0.016579022|696.6414817000001|0.0|1.0|1.0|0.0|4.73|0.0|0.17|17.0|4.43|4.78|90.88|2.82|2.0|0.0|133.96|0.0|7.0|-6.7|34.0|0.0|0.0|3.42|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|5.05|0.0|6.61e-08|3.19e-05|-0.05105|5.0573|3.4834|-1988.033527|713.16|1214.92|355.93|0.34138|0.68516|-0.14792|0.03408298|6.821000000000001|7.4449|7.4449
6b_a40|0|0|0|0.0|1|1|2|0.604892326|1.710647518|0.135693438|-0.014861289|6.401917197|-0.069975812|-0.137534783|-0.003851208|0.0986825569999999|10.30179924|2|2|-0.248560671|-0.018582337|-0.033583055|0|0.842573207|0.003163118|-0.307881994|0.90571269|0.753431574|0.417254814|0.014588568|-72.13527644|9.771129787|-0.049599889|6.544506614|0.878140798|-2.132795227|87.29061302|-33.22101012|81.90640622|3214.047452|504.6333458|4049.386572|0.1218592019999999|0.793750992|8482.600495|-956.7829293|0.011838681|618.8882797|0.0|1.0|0.0|1.0|4.02|3.36|0.21|14.0|5.67|4.38|173.43|2.61|2.0|2.0|130.16|1.0|5.0|-8.41|31.0|1.0|1.0|4.21|-6.18|3.86e-09|1.98e-06|6.55e-07|0.000335|5.03|1.0|6.21e-06|0.00318|-0.09533|3.1026|3.1026|-3290.775349|687.2|1183.07|399.62|0.69429|0.69429|-0.1237099999999999|0.03026498|11.3203|7.5229|7.5229
41_a47|0|1|1|0.0|1|0|0|1.420292383|1.840145925|-0.225923786|-0.004083905|4.727387819|-0.072088843|-0.080388467|0.003530307|0.024881402|10.98214139|1|1|-0.178132441|-0.1430639269999999|-0.317014709|3|0.8417952740000001|0.08640454|0.123676975|0.900915114|0.823168463|0.245948366|0.018348892|-34.50740631|10.36256127|-0.02929561|5.852270304|0.653147815|-1.259711209|63.84353454|-16.54473457|44.86996758|2374.594252|464.8854878|1073.170368|0.346852185|0.8084689140000001|5042.636398|-401.77742|0.023067788|439.9906467|1.0|1.0|1.0|1.0|3.18|3.18|0.16|21.0|3.34|4.52|68.52|1.75|0.0|0.0|99.09|0.0|4.0|-3.57|26.0|0.0|1.0|3.06|-3.9|0.000267|0.0929|0.000125|0.0436|2.49|0.0|3.36e-08|1.17e-05|-0.05053|4.0167|3.7144|-1162.492089|603.1|995.43|333.8|0.6779|0.68638|-0.15208|0.02982752|6.8546|8.0|8.0
