molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA3|PPSA3|FNSA4|WPSA3|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|FPSA1|GeomShapeIndex|GRAV|WNSA2|FPSA5|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
16_a20|1|0|0|0.0|0|0|0|1.401259527|0.0|-0.014660441|-0.004705049|4.727387819|0.00695144|0.126359252|8.23e-05|-0.061975089|10.93301779|1|1|0.211127741|-0.070208458|-0.117308016|2|0.7478675859999999|-0.085041518|-0.10978034|0.809440795|0.915005572|0.382481746|0.011604018|-43.51359744|7.634605066000001|-0.029561375|5.023018225|0.780108103|-1.47806874|60.02453683|-19.44924762|51.14820251|2722.728332|602.0075202|2161.751186|0.219891897|0.8673208|5896.394536|-639.8099471|0.013439632|664.4562602999999|1.0|1.0|1.0|1.0|3.5|3.13|0.08|27.0|6.38|5.46|78.25|2.2|2.0|0.0|121.69|0.0|4.0|-6.06|31.0|0.0|1.0|4.37|-5.66|8.68e-07|0.000349|2.17e-06|0.0008699999999999|4.69|0.0|3.0500000000000005e-11|1.22e-08|-0.05909|5.9837|3.5704|-1275.900951|686.59|1174.61|347.26|0.32553|0.69524|-0.1481299999999999|0.03385502|6.5609|7585.0|7585.0
47n_a18|0|0|0|0.0|0|1|1|1.251175627|0.0|0.0487694459999999|-0.007614955|4.844187086|-0.057061805|0.017491759|0.000271488|-0.003276575|10.94702025|0|0|0.026244774|-0.172015161|-0.258092915|0|0.696612213|-0.09714337|-0.083719099|0.726888951|0.792429396|0.288989992|0.0106152389999999|-65.43887366|8.759783644|-0.031974244|7.228646444|0.783921929|-2.4620167580000003|86.44740177|-26.38541222|74.19865731|3349.802294|653.9193397999999|2052.393389|0.216078071|0.932611327|7909.580851999999|-1676.556573|0.01357247|1306.125688|1.0|0.0|1.0|1.0|4.69|0.0|0.31|18.0|3.67|3.31|105.6|2.72|3.0|1.0|162.18|1.0|13.0|-6.02|40.0|0.0|0.0|2.76|-5.24|9.48e-07|0.000511|5.7e-06|0.00308|4.1|0.0|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|3.2028|3.2028|-1743.3283440000002|879.92|1565.37|387.11|0.6914600000000001|0.6914600000000001|-0.13138|0.02839695|3.3568|7.1938|7.1938
15b_a10|0|0|0|0.0|1|1|1|1.3438370730000002|2.145379897|-0.197213588|-0.002413027|5.4161004020000005|0.024214591|-0.111812184|0.011484257|-0.082365722|10.92966694|1|1|-0.175869992|-0.174170642|-0.27395395|2|0.791078367|-0.058258414|-0.104250125|0.83320417|0.921918974|0.697099355|0.015973068|-31.76194123|10.94939968|-0.024105015|7.505718446|0.670236374|-1.398090862|62.53159836|-16.52377848|42.7113409|2716.468606|631.9674549|2603.829652|0.329763626|0.706711759|6105.426726|-656.9605906|0.017637846|766.4127559|1.0|1.0|1.0|1.0|3.61|3.89|0.32|21.0|4.34|4.44|56.07|2.14|1.0|0.0|123.73|0.0|7.0|-4.35|31.0|0.0|0.0|3.66|-4.64|4.46e-05|0.0185|2.28e-05|0.00943|3.49|0.0|6.609999999999999e-09|2.73e-06|-0.04734|5.7620000000000005|3.7625|-1317.766641|721.17|1231.3|329.52|0.46711|0.68906|-0.15579|0.02977516|6.1384|7.0706|7.0706
47d_a18|0|0|0|0.0|0|1|1|1.251175994|0.0|-0.017398129|-0.006087337|4.844187086|-0.041876322|0.069914568|0.003376831|-0.07722825|10.94702255|0|0|0.104380139|-0.272202025|-0.406388629|0|0.7430748709999999|-0.002494715|0.027971797|0.773981237|0.836999127|0.445704576|0.015270278|-52.14267013|12.45251265|-0.028722356|10.15469843|0.69814381|-2.182899066|86.29525584|-23.42233034|64.59518279|3304.705347|682.5509007|1947.023498|0.30185619|0.927940864|7780.945962999999|-1451.622641|0.018506261|1255.618298|1.0|0.0|1.0|1.0|4.73|0.0|0.32|18.0|2.81|3.21|88.97|2.6|3.0|2.0|159.67|1.0|12.0|-5.74|39.0|0.0|0.0|2.56|-5.28|1.83e-06|0.000968|5.23e-06|0.00276|4.16|1.0|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|3.1079|3.1079|-1704.061013|875.6|1544.09|398.94|0.69905|0.69905|-0.12844|0.02826074|4.2225|8.0969|8.0969
15c_a10|0|0|0|0.0|1|2|2|1.343850105|2.154210861|-0.236118846|-0.002218445|5.4161004020000005|0.040869377|-0.06400528|0.01143745|-0.1036030219999999|10.92970798|1|1|-0.101214571|-0.226679901|-0.35845963|2|0.7351096359999999|-0.03167553|0.022187689|0.772328328|0.904458517|0.418835517|0.014703076|-32.5870313|10.2013281|-0.019267867|7.077912953999999|0.528228415|-1.233143495|66.5866765|-13.36848349|42.7883594|3012.018586|627.5338454|1817.047455|0.471771585|0.8158976029999999|6673.826433|-593.6228632|0.023432886|924.9341455|1.0|1.0|1.0|1.0|3.85|4.09|0.37|21.0|3.77|2.97|59.31|1.74|1.0|0.0|141.96|0.0|6.0|-3.85|34.0|0.0|0.0|3.1|-4.57|0.0001419999999999|0.0646|2.68e-05|0.0122|2.94|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|5.5913|3.6709|-1450.241475|762.21|1318.35|337.75|-0.26999|0.70511|-0.14739|-0.25919486|4.8283|7.0|7.0
14a_a10|0|0|0|0.0|1|2|2|1.3438495730000002|2.156210368|-0.2090476269999999|-0.002047597|5.4161004020000005|0.0437538159999999|0.027446544|0.011509975|-0.045759336|10.92970798|1|1|0.042968756|-0.220250238|-0.344811314|2|0.7348225290000001|-0.011977878|-0.007680215|0.770129205|0.911549451|0.43555903|0.0135610389999999|-32.23041637|9.840503082|-0.018970051|7.140714112|0.542015878|-1.270993412|67.14248252|-13.76552695|42.07091945|3075.550631|661.4615097|1774.8853399999998|0.457984122|0.8833450959999999|6754.660977|-669.2555601|0.0219172279999999|1003.968547|1.0|1.0|1.0|1.0|3.98|4.4|0.39|21.0|4.16|3.36|59.31|1.94|1.0|0.0|146.76|0.0|7.0|-4.21|35.0|0.0|0.0|3.43|-4.8|6.159999999999999e-05|0.0288|1.58e-05|0.00743|3.29|0.0|6.55e-09|3.07e-06|-46.0|5.5808|3802.0|-1489.655581|800.01|1380.89|326.1|0.34245|0.7047100000000001|0.2422099999999999|-0.14757681|4.8004|7.1308|7.1308
13_a4|0|0|0|0.0|1|1|1|1.399843898|2.050136054|-0.210975191|-0.000990136|5.4161004020000005|-0.019846488|-0.059300584|0.012994083|-0.14818661|10.94205723|1|1|-0.094404255|-0.0161529719999999|-0.025714912|1|0.744134785|-0.215746851|-0.157188841|0.7986239909999999|0.970027005|0.229685203|0.008746805|-24.48959182|4.282589756|-0.0279998139999999|2.096831328|0.862539527|-1.091992764|37.12083496|-13.70920202|28.77218157|1910.137758|474.9422962|1439.176684|0.137460473|0.751144285|3983.972795|-261.7783983|0.007566425|373.9073307|0.0|0.0|1.0|0.0|3.39|2.87|0.16|17.0|4.18|4.15|30.71|2.9|1.0|0.0|90.06|0.0|2.0|-4.09|22.0|0.0|1.0|3.57|-4.42|8.18e-05|0.0235|3.77e-05|0.0108|3.75|0.0|6.28e-07|0.00018|-0.03168|4.4811|4.1733|-898.3562912999998|536.09|893.0|297.09|0.53815|0.59537|-0.17204|0.018124154|3.7228|5.3979|5.3979
15a_a22|0|0|0|0.0|1|0|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|0.021482585|0.005288335|-0.057308195|10.9464374|1|1|0.036467904|-0.097476465|-0.165471815|2|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.86664032|0.410151945|0.02126757|-41.92018177|14.43653926|-0.031425179|9.799599501|0.702735071|-1.634109304|70.12529157|-21.33157831|56.35672103|2884.815511|588.2800507999999|2169.226845|0.297264929|0.800725296|6322.278103000001|-752.9594081|0.0216014629999999|684.5377542|1.0|1.0|1.0|1.0|3.42|2.86|0.08|27.0|3.87|4.31|85.59|1.73|1.0|0.0|124.05|0.0|6.0|-4.65|32.0|0.0|1.0|3.19|-4.68|2.25e-05|0.00945|2.1e-05|0.00881|3.18|0.0|6.1e-10|2.56e-07|-0.0600399999999999|5.0577|3.6496|-1368.35331|696.57|1189.31|339.72|0.41078|0.69076|-0.15281|0.03153544|6.8666|6.8447|6.8447
25_a47|0|1|1|0.0|1|0|0|1.30432753|1.234859637|0.037667531|-0.010144825|4.727387819|-0.1084905069999999|-0.055724653|-0.003963349|-0.035030495|10.94972207|1|1|-0.120903298|-0.108691353|-0.235822787|2|0.8462332770000001|-0.077710529|0.004104478|0.906449648|0.786958319|0.574771479|0.020224271|-44.52300552|12.27779881|-0.031278972|7.453635586|0.6238742279999999|-1.407553754|71.17072517|-18.98891362|56.80080434|2704.5905190000003|477.748546|1514.111398|0.376125772|0.908616158|6236.813862|-518.7525876|0.029261935|513.2159236|1.0|1.0|0.0|1.0|3.26|3.27|0.1|21.0|3.29|4.95|84.73|3.08|2.0|0.0|109.7|0.0|5.0|-4.99|29.0|0.0|1.0|3.62|-4.82|1.01e-05|0.00417|1.52e-05|0.00626|3.53|0.0|9.79e-09|4.02e-06|-0.06331|4.8002|3.9878|-1735.414386|626.55|1062.81|310.91|0.53663|0.68761|-0.16588|0.0285712999999999|5.1625|7.8|7.8
14o_a23|0|1|1|-4.758526534|2|0|0|1.197958066|3.133942289|0.18835477|-0.014680137|5.351858133|-0.301504331|0.135737344|-0.002390707|-0.029012777|10.3132174|2|2|0.416392114|-0.0962526|-0.2952674819999999|2|0.802854174|0.000891427|-0.072078004|0.861597051|0.904077943|0.328340215|0.018054548|-51.49843925|12.835973699999998|-0.042454824|9.125801389|0.800301554|-2.165196042|80.64694246|-30.18347529|64.33441296|3399.6213840000005|642.7588542000001|2297.392496|0.199698446|0.958697036|7967.617129|-1094.413931|0.019295686|676.4530574|0.0|1.0|0.0|1.0|3.55|3.62|0.09|26.0|3.97|6.18|114.25|3.04|2.0|1.0|126.97|0.0|7.0|-6.89|35.0|1.0|0.0|4.31|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|-0.08059|3.6989|3.6989|-2042.184285|729.11|1236.72|335.19|0.58581|0.58581|-0.1517|0.02299729|8.3591|8.4815|8.4815
1f_a5|1|0|0|-4.398485453999999|0|0|0|1.218960329|0.0|-0.139907335|-0.00645569|4.59511985|-0.31059482|-0.118028278|-0.0012491689999999|-0.174016111|10.94527671|1|1|-0.389011185|0.001493879|0.004923698|2|0.771487328|-0.060528915|-0.000969932|0.834250802|0.888073448|0.45528118|0.008403353|-50.98614411|4.687041957|-0.035639589|2.614237829|0.757522389|-1.425583552|57.83835135|-19.87828616|55.67318607|2482.949545|495.3305784|979.2285994|0.242477611|0.8764524309999999|5474.331675|-443.4913802|0.01983997|403.396385|1.0|0.0|1.0|1.0|2.9|2.61|0.05|23.0|5.48|6.37|54.46|2.73|2.0|0.0|95.49|0.0|4.0|-4.79|27.0|1.0|1.0|4.23|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|1.3300000000000002e-09|4.86e-07|-0.05346|4.7485|4.5758|-1288.353339|577.11|958.06|270.96|0.47267|0.42446|-0.18224|0.03370206|4.9879|6.6198|6.6198
18_a15|0|0|0|0.0|0|0|0|1.435689019|0.0|-0.020185809|-0.006149666|0.0|-0.090130715|-0.094812415|-0.001044324|-0.066226471|10.95986315|0|0|-0.190640601|-0.072506962|-0.145790726|2|0.7162974740000001|-0.0374132629999999|0.004699248|0.765450925|0.8362289070000001|0.819442071|0.007146033|-41.31992544|4.370403779|-0.035181092|2.672871589|0.867430881|-1.723873519|60.86009645|-21.51621375|45.69032922|2541.440611|511.4247108|2510.854462|0.132569119|0.711733271|5705.360332|-644.79025|0.008781964|590.2470602999999|1.0|0.0|1.0|1.0|3.37|3.75|0.08|24.0|5.68|6.86|47.04|3.6|2.0|0.0|113.42|0.0|5.0|-6.16|29.0|1.0|1.0|5.06|-5.93|6.86e-07|0.000265|1.18e-06|0.0004559999999999|5.42|0.0|1.0399999999999999e-10|4.01e-08|-0.03581|4543.0|3.8232|-1265.810138|650.53|1110.18|324.29|0.6074|0.70427|-0.1579|0.03989594|6.5864|6.8894|6.8894
4_a3|0|0|0|0.0|0|0|0|0.60501714|0.0|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|-0.08769805|-0.008407895|0.057349653|10.31162267|1|1|-0.208888686|0.053425134|0.127253753|1|0.721302096|-0.028924747|0.041477445|0.785381728|0.74053397|0.5842630360000001|0.008006786|-52.4583525|3.806447632|-0.039478171|1.809595554|0.866976271|-1.381735991|51.71950126|-18.76802992|56.26480013|2142.972568|352.05186289999995|1548.626215|0.133023729|0.711897153|4885.093366|-312.2830359|0.0100954959999999|347.9532383|1.0|0.0|1.0|1.0|2.94|2.6|0.0|21.0|5.3|5.17|80.04|3.07|1.0|0.0|92.65|0.0|2.0|-5.69|23.0|0.0|1.0|4.09|-5.09|2.02e-06|0.00065|8.22e-06|0.00264|4.3|0.0|2.950000000000001e-08|9.48e-06|-0.0584299999999999|5.9341|3.4771|-1355.332318|504.29|858.45|356.58|0.3809|0.6896|-0.14983|0.02921941|3.1409|5.9|5.9
34_a20|0|0|0|0.0|1|0|0|1.416932073|1.877209467|0.0305860929999999|-0.0057643419999999|4.727387819|-0.104520106|0.199191385|0.003085806|-0.046356705|10.93244905|1|1|0.327535029|0.0346782989999999|0.057022334|2|0.74801464|-0.101401966|-0.090732503|0.80310139|0.7966571459999999|0.408491116|0.0130295999999999|-57.31821177|8.766605631000001|-0.032248904|5.898367836|0.776414086|-1.709191893|67.53437417|-21.69778179|66.0848174|2825.042137|536.0086996|2319.742032|0.223585914|0.8614536140000001|6211.26199|-773.7338361000001|0.01491516|712.1606951|1.0|1.0|1.0|1.0|3.43|2.92|0.08|27.0|4.5|4.62|86.69|2.47|2.0|0.0|125.0|0.0|5.0|-5.14|32.0|0.0|1.0|3.63|-5.02|7.27e-06|0.00305|9.51e-06|0.00399|3.63|0.0|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|3.8699|-1352.31921|711.19|1205.64|320.38|0.38519|0.68845|-0.16103|0.03558836|5.4994|7.2147|7.2147
12j_a30|0|0|0|0.0|0|2|2|0.604984421|0.0|0.04148877|-0.006336585|5.351858133|-0.033312179|-0.02473642|0.005613018|0.0074730759999999|10.31162861|1|1|-0.0431311459999999|-0.053644471|-0.09353607|1|0.795446883|0.0060012969999999|-0.130412856|0.846470093|0.842199041|0.328405591|0.015613498|-47.76354083|10.09017681|-0.036204884|6.520746879|0.8134611009999999|-1.882653966|69.55167701|-23.39729904|57.85371764|2784.7999170000003|544.2686362000001|2258.891981|0.1865388989999999|0.91079856|6105.3402670000005|-786.2626307999999|0.01349128|686.039456|0.0|1.0|1.0|0.0|4.76|0.0|0.17|17.0|4.35|2.93|81.65|3.04|2.0|0.0|132.24|0.0|5.0|-5.66|30.0|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|9.75e-08|4.02e-05|-0.05106|5.1971|3.4788|-1615.096172|695.8|1175.75|356.4|0.3087|0.68625|-0.14772|0.03201935|5.1081|8058.0|8058.0
47i_a18|0|0|0|0.0|0|1|1|1.251177255|0.0|0.053794607|-0.006882626|4.844187086|-0.066917145|-0.037689885|-0.000919158|0.073977454|10.94702091|0|0|-0.057689282|-0.106018078|-0.162274487|0|0.744472118|-0.064085904|-0.068524374|0.7842882870000001|0.8030751740000001|0.279553995|0.009745543|-54.34379065|6.787641686000001|-0.035256027|4.727502734|0.8608685909999999|-2.150617629|68.954317|-24.55535669|61.13143233|2795.907966|559.3312455|1333.332089|0.139131409|0.951017454|6353.6617320000005|-1043.251367|0.009393984|855.7438937000001|1.0|0.0|1.0|1.0|4.05|0.0|0.22|18.0|3.28|2.8|85.29|2.74|3.0|1.0|134.83|0.0|8.0|-5.18|33.0|0.0|1.0|2.5|-4.78|6.58e-06|0.0029|1.67e-05|0.00735|3.7|0.0|1.04e-09|4.6e-07|-0.05062|3.2321|3.2321|-1416.260696|744.95|1297.7|383.61|0.69175|0.69175|-0.13237|0.02671774|3.5235|7.7212|7.7212
12p_a36|1|0|0|0.0|0|2|2|1.297044387|0.0|-0.0494658159999999|-0.008017607|5.351858133|-0.084341564|0.114716581|-0.002526241|-0.084846674|10.96052769|1|1|0.2461794139999999|-0.101303149|-0.217394466|1|0.828371596|-0.035871448|-0.074349074|0.8839272779999999|0.748438833|0.315548061|0.020202133|-51.98017377|12.71795723|-0.039016808|8.006403882999999|0.759126153|-1.950840419|80.40682298|-24.56246081|64.698131|2774.926334|471.1687161|2308.958924|0.240873847|0.906594718|5922.775161|-773.1468902|0.019344052|595.8790650000001|0.0|0.0|1.0|0.0|4.72|0.0|0.14|17.0|3.13|2.44|69.2|2.4|1.0|0.0|123.71|0.0|5.0|-3.89|30.0|0.0|0.0|2.15|-4.16|0.000129|0.0515|6.96e-05|0.0278|2.78|0.0|1.4e-07|5.58e-05|-0.0552299999999999|5.3413|3.8372|-1332.182868|660.71|1113.05|323.11|0.30159|0.66559|-0.15608|0.03396697|6.7199|8.0458|8.0458
3e_a32|1|1|1|0.0|0|0|0|0.609420788|0.0|0.015619823|-0.006553709|5.733341277|-0.058503168|-0.057366352|0.000655875|-0.114649277|10.31100276|3|3|-0.1046390059999999|-0.076494363|-0.1395294259999999|0|0.8046468659999999|-0.061561535|-0.12378337|0.85921771|0.8681696109999999|0.290874543|0.0124235339999999|-39.56206964|6.69516884|-0.030786645|3.608094688|0.7752553659999999|-1.200679139|60.86894767|-16.59123638|46.25723848|2212.661182|467.865447|1732.3689949999998|0.224744634|0.822602107|4827.877259000001|-348.70626539999995|0.012891628|421.3548777|1.0|1.0|1.0|1.0|3.33|3.04|0.24|19.0|6.8|5.24|110.94|1.94|1.0|0.0|97.86|0.0|3.0|-6.52|23.0|0.0|1.0|4.3|-5.18|3.02e-07|0.000103|6.6e-06|0.00225|4.47|0.0|1.2099999999999998e-07|4.13e-05|-0.0534399999999999|3.5589|3.5589|-1672.748189|578.77|956.67|348.38|0.7025399999999999|0.7025399999999999|-0.14754|0.02588637|5.6928|8.0862|8.0862
13b_a6|1|0|0|0.0|0|1|1|1.430640379|0.0|-0.0411179|-0.011206134|5.351858133|-0.0265090529999999|0.060593678|-0.00460563|-0.104663349|10.95129557|1|1|0.100281317|-0.10896749|-0.180339002|1|0.7788169070000001|-0.029988734|-0.11338525|0.8370824240000001|0.7757172059999999|0.202093555|0.032036214|-61.06841733|21.00828557|-0.0406496879999999|13.77653618|0.757233678|-2.032484418|87.39962829999999|-26.65671602|82.07670290000002|2821.72831|508.6895893|2587.000662|0.2427663219999999|0.69141956|6000.952027|-874.0294667999999|0.0203627189999999|627.4287311|1.0|1.0|1.0|1.0|3.56|2.85|0.12|23.0|4.98|4.32|95.85|1.29|2.0|0.0|116.79|0.0|5.0|-5.51|31.0|0.0|1.0|3.45|-4.99|3.11e-06|0.0012699999999999|1.02e-05|0.00417|3.8|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|3.6322|-1350.0903970000002|694.33|1167.21|341.35|0.58026|0.7006600000000001|-0.14898|0.02920955|13.5746|6.7595|6.7595
1a_a18 (SB-431542)|1|0|0|0.0|0|1|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|0.1008839219999999|-0.011639964|-0.029658865|10.94959842|1|1|0.164429684|-0.020716495|-0.033765606|1|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.5940412860000001|0.210046675|0.033020439|-74.98172333|19.58668728|-0.0462988229999999|11.61820782|0.7531996609999999|-2.083447046|87.15852628|-27.46300805|94.56841061|2678.82389|352.3666367|1890.195809|0.2468003389999999|0.895533283|5748.422847|-733.0587287000001|0.02438148|513.4628663999999|1.0|1.0|1.0|1.0|3.25|2.35|0.05|23.0|4.04|3.63|103.12|1.54|1.0|0.0|106.85|0.0|4.0|-4.52|29.0|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|3295.0|-1292.588031|620.23|1048.7|376.27|0.55409|0.69868|-0.13329|0.03494548|8.8609|6.9031|6.9031
33_a20|0|0|0|0.0|1|0|0|1.4175014119999998|1.915285809|-0.188733405|-0.00145476|4.727387819|0.023539095|0.148855442|0.009265667|-0.061975089|10.93244905|1|1|0.248715569|-0.036258691|-0.060582944|2|0.74131936|-0.0854333469999999|-0.10978034|0.802353442|0.9493896|0.399354817|0.012738882|-38.58254635|8.340767701|-0.0265385579999999|5.46110745|0.759356182|-1.326927921|54.60811436|-17.37608867|46.92331405|2737.8873550000003|621.611679|2274.654579|0.240643818|0.8721516570000001|5916.443448|-568.84864|0.013564844|664.4562602999999|0.0|1.0|1.0|1.0|3.39|3.59|0.08|27.0|5.33|5.39|67.39|2.61|2.0|0.0|121.62|0.0|4.0|-5.6|31.0|0.0|1.0|4.28|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|4.47|0.0|2.04e-10|8.199999999999999e-08|-0.0582899999999999|5443.0|3.8867|-1275.852801|689.51|1174.95|318.99|0.27375|0.6129|-0.15959|0.02957286|5.0369|7.4685|7.4685
19c_a38|1|0|0|0.0|0|2|2|1.297043851|0.0|-0.085545751|-0.008177185|5.351858133|-0.04575843|0.02192428|-0.004442319|-0.0725602509999999|10.95429182|1|1|0.04814981|-0.09493054|-0.20848518|1|0.846765471|0.073931688|-0.071918235|0.908721232|0.7591916240000001|0.396635872|0.024315945|-57.79749770000001|15.30924906|-0.038224114|9.638658988|0.7187071909999999|-1.949429829|82.74311399|-24.06579196|73.10674676|2967.98627|477.9848537|2660.812979|0.281292809|0.914989047|6618.350708|-772.7394084|0.023120664|640.025745|0.0|1.0|1.0|1.0|4.84|3.0|0.13|17.0|3.17|2.42|105.02|1.76|1.0|0.0|130.41|0.0|5.0|-4.35|32.0|0.0|0.0|2.57|-4.12|4.46e-05|19.0|7.55e-05|0.0322|2.5|0.0|1.2099999999999998e-07|5.14e-05|-0.05691|5.8832|3.8322|-1424.42734|652.09|1138.6|323.53|0.2597|0.6279899999999999|-0.15612|0.03740877|3.2846|8.0348|8.0348
A7701_a51|1|0|0|0.0|0|0|0|1.390164251|0.0|-0.221071791|-0.002377784|4.59511985|-0.0162614089999999|0.070581466|0.008062393|0.058290286|10.93031118|1|1|0.119725261|0.036217274|0.061434294|2|0.7451039290000001|0.00552665|-0.0533751959999999|0.8092075540000001|0.865114773|0.514530959|0.007404204|-32.97926236|3.420720075|-0.030384547|1.580362387|0.799046392|-1.09384371|41.87351682|-14.03756956|36.39998243|1959.582581|399.6804233|1108.114062|0.200953608|0.7251817340000001|4153.310077|-233.4713371|0.012504214|332.8814548|1.0|0.0|1.0|1.0|2.66|2.05|0.06|21.0|4.46|4.0|54.46|1.98|0.0|0.0|87.52|0.0|2.0|-3.95|22.0|0.0|1.0|3.12|-4.17|0.000111|0.0319|6.790000000000001e-05|0.0195|3.14|0.0|2.62e-08|7.5e-06|||||||||||||7.6021|7.6021
38_a18|0|0|0|0.0|0|2|2|1.251175383|0.0|0.059724697|-0.00575311|4.844187086|-0.009006798|-0.066676644|0.000520558|-0.020056674|10.94702086|0|0|-0.0993372269999999|-0.074661643|-0.11123356|0|0.719168079|-0.03302891|-0.007310849|0.751875124|0.8310704529999999|0.423402315|0.00838904|-61.25359673|6.675707878|-0.0322355079999999|5.3122971560000005|0.880927895|-2.385427574|71.15832778|-25.65190078|67.92930461|3162.36475|661.3370874|1855.157022|0.119072105|0.874996952|7261.130718|-1510.554181|0.007165119|1228.492038|1.0|0.0|1.0|1.0|4.53|0.0|0.34|18.0|4.94|4.13|85.29|3.7|3.0|1.0|160.66|0.0|10.0|-6.98|38.0|0.0|1.0|3.64|-6.11|1.05e-07|5.36e-05|7.85e-07|0.000399|5.43|0.0|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|3.2241|-1611.630281|861.93|1515.64|384.55|0.69235|0.69235|-0.13229|0.02653109|2.7244|7041.0|7041.0
14ac_a23|0|1|1|-9.994971573|2|0|0|1.1979507740000002|2.7104403130000003|0.0763230759999999|-0.011656739|5.351858133|-0.4422550999999999|0.016532702|-0.0066006519999999|0.0518788009999999|10.3132169|2|2|0.068237909|-0.069765112|-0.287952039|2|0.7797862459999999|0.1374474|0.054652466|0.834426845|0.931143634|0.300389872|0.016832361|-66.72452104|12.70997824|-0.043970249|9.597200637|0.8077820920000001|-2.330423202|87.75911516|-33.20157553|79.43449928|3695.344378|703.0989434999999|3417.45156|0.192217908|0.95751094|9203.543798|-1328.722623|0.019122137|718.3324686000001|0.0|1.0|1.0|1.0|3.69|3.34|0.12|26.0|5.52|8.36|105.02|4.6|2.0|1.0|130.29|0.0|7.0|-7.31|38.0|1.0|0.0|5.43|-6.65|4.92e-08|2.69e-05|2.24e-07|0.000123|5.35|0.0|9.25e-10|5.06e-07|-0.08813|4.0014|3.6325|-2304.001319|751.54|1285.58|341.32|0.6408|0.69962|-0.15055|0.02262555|8.6341|8.3851|8.3851
5_a47|0|0|0|0.0|0|0|0|1.304329328|0.0|0.019688132|-0.009295857|0.0|-0.188550227|0.003858593|-0.012670377|-0.002627182|10.9367109|0|0|0.0083528919999999|-0.019811664|-0.0428873159999999|2|0.795032176|0.065981732|0.0743193|0.861595935|0.807957755|0.526509524|0.009936558|-46.33853208|5.246458665|-0.038537768|2.770107005|0.781571204|-1.502972943|62.14504725|-20.34777119|51.58499074|2368.870941|426.5981263000001|1349.003107|0.218428796|0.8997183470000001|5501.708422|-418.9977997|0.017501741|416.1194472|1.0|0.0|1.0|1.0|2.67|2.79|0.0|22.0|4.73|5.96|58.04|3.26|2.0|0.0|101.51|0.0|3.0|-5.65|26.0|1.0|1.0|4.29|-5.5|2.25e-06|0.000824|3.18e-06|0.00116|4.7|0.0|2.07e-09|7.590000000000001e-07|-0.05535|3.7083|3.7083|-1569.369195|561.61|951.68|334.35|0.69291|0.69291|-0.15419|0.03591467|3.8816|7.7|7.7
