molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RPSA|WNSA5|WPSA3|RPCS|FNSA2|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA1|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
6c_a31|0.0|1|0|0|3.423005244|0|1|0.0|0.047405064|-0.015192833|5.733341277|-0.151732713|0|0.038901235|0.137523742|0.0|-0.009477764|-0.00219333|10.31169965|-0.107687565|-0.00668344|0.2301743489999999|-0.009333123|0|-0.078059285|-0.172780048|0.846458013|0.7905201209999999|0|0.641197273|-0.120905075|-0.126324613|0.138124296|0.03173578|-79.97295595|0.358802727|-50.62888027|12.71919216|105.7632176|-2.147518413|-28.32375523|0.4463376229999999|405.9259734|-1359.540251|2357.829685|14.63492011|-860.6909647|37.00884624|0.0212421629999999|-335.9398876|13.44788285|1.0|1.0|2.0|3.67|3.13|0.14|22.0|-7.72|5.58|1.58|2.0|114.5|0.0|1.0|-6.09|30.0|-6.27|0.0|0.0|3.64|0.000343|1.15e-05|0.0|0.0|-0.0581799999999999|3.2974|5.08|3.2974|-1691.984862|-1691.948653|667.01|1125.85|376.01|0.5028|524.56|0.7014699999999999|-1691.734564|-0.19169|0.03620884|-1691.794585|0.34|6.4685|6.4685
13a_a30|0.0|0|0|0|0.0|0|2|0.0|0.113424769|-0.011002918|5.351858133|-0.118776867|2|0.042560386|-0.036541822|0.0|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|-0.002215642|-0.065043716|0.006103754|1|0.019603815|-0.058608635|0.885516463|0.802578397|0|0.6963945559999999|-0.109682335|-0.113507021|0.478381813|0.01856512|-76.60916637|0.303605444|-51.70573895|8.456950359|102.6479456|-2.27014041|-28.90911938|0.4661332179999999|470.0167988|-1532.183327|2520.165025|15.1104742|-1034.114779|36.14261279|0.017212819|-404.771677|11.6174288|1.0|1.0|2.0|4.76|0.0|0.13|17.0|-6.19|3.04|2.06|1.0|135.37|0.0|1.0|-5.01|32.0|-7.05|0.0|0.0|1.91|0.00427|5e-05|0.0|0.0|-0.0555|5.0535|4.54|3.5288|-1744.491614|-1744.4457100000002|721.66|1211.54|351.35|0.1788|541.59|0.26119|-1744.217986|-0.20503|0.04590378|-1744.281248|14.0|7.8665|7.8665
12a_a32|0.0|1|1|1|3.442930603|0|0|0.0|0.087371302|-0.009460484|5.733341277|-0.057200812|0|0.036711712|-0.0134169989999999|2.136609567|-0.003484915|-0.031249617|10.31100269|-0.074344282|-0.001662219|-0.024155151|-0.1534110109999999|0|-0.018578911|-0.125149165|0.8966299409999999|0.7507116140000001|1|0.788702323|-0.085324121|-0.109151429|0.288267255|0.016535497|-68.06885478|0.211297677|-42.44899997|6.430656017|62.28768050000001|-1.4189685719999998|-19.23685026|0.456641145|491.8493928|-884.8951120999999|3030.946307|13.03685125|-551.8369996|28.81034388|0.021399091|-209.1696096|13.34486989|1.0|1.0|2.0|3.45|2.85|0.26|19.0|-7.65|6.49|1.1|1.0|110.47|1.0|1.0|-6.01|27.0|-6.32|1.0|0.0|3.6|0.000389|3.17e-05|0.0|0.0|-0.05222|3576.0|4.63|3576.0|-1880.771042|-1880.734215|667.68|1114.3|346.71|0.2908|548.66|0.7025600000000001|-1880.539078|-0.20049|0.03682626|-1880.600043|25.0|7.6021|7.6021
6_a15|0.0|0|0|0|0.0|0|0|0.0|-0.199979249|-0.00951284|0.0|-0.048804012|1|0.042926829|0.106485923|0.0|0.001080419|0.011857945|10.95880677|-0.009025163|0.003942615|0.153430865|-0.281352401|1|0.0371776429999999|-0.015484797|0.7248900659999999|0.810779115|0|0.859308431|-0.07051817|-0.123000073|0.398681391|0.02948637|-71.76572566|0.140691569|-41.87249058|10.03794313|55.65697829|-1.599000943|-17.94143141|0.3902945579999999|501.3728188|-932.9544335|1971.005637|10.02135591|-544.3423775|30.82854077|0.029449813|-95.65807914|17.18281248|1.0|0.0|1.0|3.29|4.03|0.23|18.0|-7.95|4.43|2.18|2.0|109.7|0.0|1.0|-5.66|28.0|-5.33|0.0|1.0|4.11|0.000823|7.32e-06|0.0|0.0|-0.02419|4.3423|3.94|3.7696|-1263.0243449999998|-1263.0072300000002|612.22|1092.02|328.9|0.2616|545.21|0.65191|-1262.75978|-0.18133|0.01711539|-1262.820532|35.0|7.4559|7.4559
47a_a18|0.0|0|0|0|0.0|0|1|0.0|0.018016478|-0.006027559|4.844187086|-0.18843247|0|0.033641026|0.043161338|0.0|-0.005483379|-0.025401815|10.35082811|0.052572636|-0.000633273|0.066507683|-0.358939392|0|-0.008965701|0.089156939|0.7991211029999999|0.792293789|0|0.778790861|-0.082855697|-0.099310031|0.371382587|0.014124484|-81.42570819|0.2212091389999999|-66.76209701|9.49531639|110.0917322|-2.681370849|-29.70938001|0.483193636|638.5417107999999|-2198.494121|2250.179086|19.74153879|-1802.576619|37.435301|0.014835962|-481.4854016|12.16421601|1.0|1.0|3.0|4.97|0.0|0.28|18.0|-8.27|0.48|1.85|3.0|158.24|1.0|1.0|-6.74|39.0|-6.49|0.0|0.0|2.02|9.9e-05|2.62e-06|0.0|1.0|-0.05191|3.1947|8.82|3.1947|-2098.807018|-2098.773074|874.47|1536.87|388.09|0.6094|813.01|0.69508|2098.280307|-0.18291|0.0339441|-2098.359766|1.0|9.0|9.0
5a_a40|0.0|0|0|0|0.0|1|1|1.688148148|-0.116583806|-0.004609716|6.167516491000001|0.059258947|0|0.0388888889999999|-0.108428634|0.808197279|0.011345707|0.180125135|10.31198338|-0.02394636|0.010425818|-0.191663433|0.007301856|0|-0.442215721|-0.0395444479999999|0.820901326|0.5263598389999999|1|0.8531783270000001|-0.078132307|-0.090991462|0.04987082|0.020641204|-40.27003217|0.146821673|-17.82228195|4.042943749|52.43850484|-1.091897544|-16.10801287|0.4889874279999999|377.5905776|-483.24038600000006|508.8362301|10.7779923|-213.8673835|19.58503709|0.0130940839999999|-285.426492|5.795040371|1.0|0.0|0.0|3.04|2.49|0.21|14.0|-4.05|3.68|1.85|0.0|74.15|0.0|2.0|-4.13|19.0|-5.9|0.0|1.0|2.8|0.0202|0.000213|0.0|0.0|-0.0657799999999999|3.7921|4.36|3.7921|-1177.598691|-1177.5835470000002|466.79|757.45|326.96|0.4461|353.51|0.69499|-1177.51016|-0.21644|0.01514427|-1177.555706|81.0|7.0915|7.0915
4i_a46|0.0|0|0|0|0.0|1|1|2.184105962|-0.167244168|-0.002360192|5.587248657999999|-0.018872727|1|0.049498645|-0.088884176|0.0|0.012211602|-0.160741899|10.94638684|-0.125773054|0.011931187|-0.133434195|-0.091288438|1|-0.0656636|-0.17856753|0.786754478|0.7172344890000001|0|0.940780437|-0.058565229|-0.075208437|0.263514985|0.015663081|-42.48203383|0.0592195629999999|-23.99628633|4.997521397|70.55661087|-1.278543436|-14.16067794|0.406629719|531.4066842|-722.1945751000001|2253.484644|10.47951666|-407.9368676|18.53900079|0.011626803|-298.0546045|6.567484272000001|1.0|1.0|0.0|3.88|3.5|0.36|17.0|-7.3|4.79|3.06|1.0|105.43|0.0|1.0|-4.94|26.0|-5.31|0.0|1.0|4.16|0.00403|9.13e-06|0.0|0.0|-0.01646|5.3987|4.46|4.4232|-1092.730494|-1092.70435|611.74|1058.5|280.31|0.2805|546.24|0.41877|-1092.473422|-0.20084|0.02614355|-1092.528145|612.0|6.2132|6.2132
8k_a46|-3.737070812|0|0|0|0.0|1|1|2.105349622|0.1436554669999999|-0.006208399|5.533389489|-0.380857136|2|0.038616352|-0.061030265|0.0|-0.002099764|-0.114070359|10.31928125|-0.038125|0.002202734|-0.1017929319999999|-0.050069565|2|0.095179795|-0.051289238|0.8341090329999999|0.687020939|0|0.7381768390000001|-0.08638304|-0.0863473759999999|0.400181795|0.009441365|-61.95565276|0.261823161|-44.45419269|4.860695117|19.34993627|-1.985989657|-23.74966689|0.4938768979999999|529.6539372999999|-1424.980013|2328.360804|15.94634031|-1022.446432|28.73282642|0.0112621819999999|-468.6373459|8.080799245|1.0|1.0|2.0|3.94|2.82|0.24|23.0|-8.66|2.94|1.86|1.0|132.47|0.0|1.0|-5.74|34.0|-6.75|0.0|0.0|3.29|0.000866|7.47e-06|0.0|0.0|-0.0398699999999999|5.0379|7.63|4.1034|-1845.304274|-1845.257085|742.04|1302.56|302.15|0.1354|642.39|0.41618|-1844.970617|-0.20954|0.04718819|-1845.037411|147.0|6.8327|6.8327
20_a47|0.0|0|1|1|0.0|1|0|1.1934608|0.055662511|-0.011237762|4.727387819|-0.161476442|2|0.039520202|0.031814023|1.010373001|-0.009220816|-0.052370531|10.95058273|0.071506228|-0.006342241|0.087325054|-0.297094867|2|-0.069674604|0.113432542|0.8575369009999999|0.59534794|1|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|0.023587109|-50.14789824|0.311171398|-27.33327788|7.00733184|49.00609086|-1.38008239|-17.90996366|0.4642647929999999|375.4483088|-752.2184736|1219.306754|13.10815891|-409.9991682|30.08893541|0.034758191|-103.815441|18.94506718|0.0|1.0|2.0|3.19|2.96|0.05|21.0|-7.31|2.56|2.75|1.0|99.68|0.0|1.0|-4.06|28.0|-6.75|0.0|0.0|3.09|0.0332|8.32e-05|0.0|0.0|-0.06357|3.9808|4.08|3.9808|-1335.742176|-1335.708279|557.84|964.94|311.45|0.2807|426.08|0.68219|-1335.566785|-0.22734|0.03389691|-1335.620783|3.0|8.6|8.6
1i_a5|0.0|1|0|0|2.843224727|0|0|0.0|-0.145964178|-0.006494891|4.59511985|-0.31059482|2|0.0253888889999999|0.018196138|0.0|-0.0012491689999999|-0.174016111|10.94550053|-0.003198529|-0.000700145|0.059972925|0.004923698|2|-0.058385936|-0.00496377|0.8436458929999999|0.513260607|0|0.8876055620000001|-0.091178745|-0.084018635|0.4729402929999999|0.008291428|-46.82694838|0.112394438|-26.09853285|2.575548983|0.213644964|-1.428316788|-19.90145306|0.4697279689999999|494.6981114|-796.0581225|942.1618767|13.79450888|-443.6750585|26.20475553|0.0196689|-289.21443910000005|10.96226516|1.0|1.0|1.0|2.83|2.04|0.05|23.0|-8.88|5.48|2.73|2.0|95.49|0.0|1.0|-4.79|27.0|-5.73|1.0|0.0|4.12|0.00589|1.0800000000000002e-05|0.0|0.0|-0.05729|4.7243|3.58|4.3799|-1288.356212|-1288.322373|569.42|957.58|283.08|0.7585|443.05|0.4571199999999999|-1288.210207|-0.23674|0.03383899|-1288.264271|24.0|7.6198|7.6198
18a_a25|0.0|0|0|0|0.0|1|0|1.875390684|-0.151473962|-0.0029953159999999|4.727387819|-0.019008377|2|0.038167849|0.062229409|2.050257213|0.007643634|-0.018419483|10.31286118|-0.019985937|0.007325341|0.106305991|-0.06333068|2|-0.039007784|-0.035531959|0.792935475|0.7291583840000001|1|0.931628386|-0.055926422|-0.078181889|0.341320954|0.0095281269999999|-51.83514755|0.068371614|-34.36707071|4.188358905|0.0|-1.641819678|-20.53845469|0.493301255|617.676232|-1088.538099|2331.966135|14.59524518|-721.7084848|25.136651|0.011486699|-420.4420243|7.615762647|1.0|1.0|1.0|3.5|3.43|0.08|27.0|-9.78|5.89|2.88|2.0|133.85|0.0|1.0|-6.33|32.0|-5.58|0.0|0.0|4.53|0.000202|1.71e-06|0.0|0.0|-0.05591|5.4965|4.51|3.1711|-1675.274716|-1675.2501519999998|694.17|1229.09|390.98|0.3234|556.26|0.2834|-1674.982248|-0.21323|0.02456497|-1675.04368|94.0|7.0269|7.0269
19_a3|0.0|1|0|0|2.917217813|0|0|0.0|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|1.744747103|0.006821053|0.156485495|10.96959256|0.036226415|0.006731579|-0.015805561|-0.066245471|3|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|1|0.853017902|-0.067674689|-0.087730634|0.225451546|0.0116401719999999|-40.8473715|0.146982098|-19.01853079|2.523394126|0.0|-1.140498238|-15.17188084|0.476813896|397.1650228|-531.0158295|869.7868956|10.21110415|-247.2409002|20.01615321|0.016552404|-240.2326308|7.706796952|1.0|1.0|1.0|2.81|1.6|0.06|21.0|-7.21|3.9|1.18|0.0|85.32|0.0|1.0|-3.24|22.0|-6.5|0.0|1.0|2.45|166.0|0.000266|0.0|0.0|-0.05757|3945.0|2.43|3945.0|-929.2818523|-929.2608626|499.93|832.23|314.28|0.3006|362.92|0.67351|-929.14689|-0.2206|0.020989746|-929.193831|23.0|7.6383|7.6383
6d_a40|0.0|0|0|0|0.0|1|2|1.695192271|0.12627602|-0.015362927|6.401917197|-0.091548968|0|0.039160494|-0.104206961|0.683786612|-0.005066797|0.086704068|10.30179973|-0.205140551|-0.00448098|-0.249967637|-0.0603134|0|-0.039077432|-0.289988439|0.8988141140000001|0.604211552|1|0.663670372|-0.115007564|-0.119563634|0.372705643|0.017359149|-76.51205671|0.336329628|-48.96216855|7.108696385|38.04267542|-2.15214542|-32.02830281|0.428134701|424.7009165|-1377.2170210000002|3212.360755|12.08146906|-881.3190339|37.23994308|0.01400787|-460.8148719|8.964021265|1.0|0.0|1.0|3.98|2.84|0.21|14.0|-4.31|4.8|2.01|2.0|120.09|1.0|2.0|-7.21|30.0|-6.36|1.0|0.0|3.43|2.85e-05|7.1e-06|1.0|0.0|-0.09462|2.9559|7.98|2.9559|-2470.82949|-2470.793925|656.5|1111.69|419.45|0.3518|511.88|0.6624800000000001|-2470.62267|-214.0|0.03556489|-2470.684323|1.0|8.9208|8.9208
3g_a32|0.0|1|1|1|3.542426304|0|0|0.0|0.015803466|-0.006258272|5.733341277|-0.072619634|0|0.05052381|-0.058985916|2.2144733530000003|0.001276735|-0.1154223269999999|10.31100273|-0.125170068|0.002565215|-0.105402305|-0.133675401|0|-0.1015732219999999|-0.1719626169999999|0.802214256|0.786074011|1|0.887695945|-0.070213101|-0.098311343|0.273439311|0.0119962889999999|-54.47722347|0.112304055|-30.18744099|3.683575459|0.0|-1.278047464|-16.86199774|0.447358137|491.89858160000006|-708.2039051|1886.244271|10.70834299|-392.4367329|21.05801434|0.01096673|-333.29803589999995|6.076989555|1.0|1.0|1.0|3.43|3.44|0.28|19.0|-7.29|7.02|2.18|2.0|102.55|0.0|1.0|-7.09|24.0|-4.9|0.0|0.0|4.61|2.88e-05|2.58e-06|0.0|0.0|-0.0535|3.5456|4.13|3.5456|-1712.060085|-1712.036238|593.24|998.86|349.68|0.2859|495.4|0.70275|-1711.865318|-0.20065|0.02384763|-1711.919273|14.0|7.8539|7.8539
4q_a46|0.0|0|0|0|0.0|1|1|2.151582577|-0.2520920439999999|-0.001250008|5.587248657999999|0.004704245|2|0.0462962959999999|-0.012611536|0.0|0.012173202|-0.155661124|10.96363644|-0.081623022|0.012222698|-0.019471024|-0.187559576|2|-0.15266708|-0.121752717|0.848935944|0.703627625|0|0.913550004|-0.052170875|-0.070035423|0.258420996|0.014510206|-39.09149156|0.086449996|-21.81959712|4.520667361|72.14599138|-1.050531344|-11.72744747|0.487775649|509.9138517|-586.3723734|1491.412605|11.78798551|-327.2939568|18.92875482|0.018430997|-133.46593529999998|10.28758193|1.0|1.0|0.0|3.95|3.16|0.38|17.0|-6.94|4.09|1.75|0.0|102.63|0.0|1.0|-3.41|26.0|-6.54|0.0|1.0|3.15|135.0|0.000129|0.0|0.0|-0.03042|4.5296|2.57|4.5296|-1108.751283|-1108.729426|606.7333|1043.05|273.72|0.1432|510.13|0.69002|-1108.511662|-0.2207199999999999|0.02185677|-1108.566571|743.0|6129.0|6129.0
14c_a22|0.0|0|0|0|0.0|1|0|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|2|0.038137255|-0.026986769|1.568396937|0.003784292|-0.023927419|10.9464374|0.006275578|0.004362505|-0.047249795|-0.160566657|2|-0.096749121|0.010828071|0.8353837409999999|0.639264982|1|0.866576459|-0.067475189|-0.080077573|0.6160012029999999|0.024569649|-57.64986681|0.133423541|-41.50359456|12.73426132|78.22334636|-1.60155147|-21.75466672|0.462147828|623.8702703|-1152.997336|2092.7515510000003|16.03849168|-830.0718911|32.87756477|0.024813755|-232.8055235|17.86404838|0.0|1.0|1.0|3.49|2.85|0.08|27.0|-9.28|3.9|1.08|1.0|128.77|0.0|1.0|-4.86|34.0|-6.96|0.0|0.0|2.98|0.00618|2.4e-05|0.0|0.0|-0.07399|5.7361|4.79|3.6741|-1460.602657|-1460.571156|715.52|1241.55|337.45|0.5079|575.8|0.3078|-1460.324494|-0.22807|0.03150011|-1460.38772|153.0|6.8153|6.8153
3a_a49|0.0|0|0|0|0.0|1|1|2.09865947|-0.05210989|-0.006374689|5.4161004020000005|-0.072328354|2|0.0355787039999999|-0.044367345|1.819785|-0.000349523|-0.060613765|10.92976559|0.00497674|0.000521532|-0.074886415|0.003978478|2|0.012813604|0.008391259|0.8704151529999999|0.7476073409999999|1|0.72890527|-0.094437035|-0.088484274|0.526915193|0.016205613|-51.82200998|0.27109473|-30.35026007|5.558553447|59.40691577|-1.504232653|-17.97906469|0.474653816|426.893216|-880.9741697000001|1793.526571|12.49907878|-515.9544212000001|26.06512204|0.021141449|-222.2883651|12.38177532|0.0|1.0|2.0|3.25|2.11|0.18|21.0|-7.19|2.77|1.04|1.0|112.14|0.0|1.0|-3.06|29.0|-7.67|0.0|0.0|2.02|0.3379999999999999|0.000503|0.0|0.0|-0.05732|5.1647|3.16|3874.0|-1254.012043|-1253.973708|635.89|1082.21|320.04|0.3467|449.68|0.53794|-1253.756918|-0.2171|0.03833529|-1253.8126619999998|64.0|7.1938|7.1938
4d_a46|0.0|0|0|0|0.0|1|1|2.146507937|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|2|0.047736111|-0.131948546|0.0|0.0116902869999999|-0.111025108|10.96333164|-0.076521434|0.010756749|-0.206000242|-0.1271933999999999|2|-0.213089038|-0.103199079|0.8075680409999999|0.623144956|0|0.936057958|-0.056384895|-0.070772596|0.290035518|0.008652238|-38.85529917|0.063942042|-21.33218735|2.607946825|74.62074724|-1.132361533|-13.51488667|0.441136013|513.9109507000001|-621.6847867|2233.65548|10.30138878|-341.3149976|16.6147308|0.0086574759999999|-344.15403910000003|4.753094337|1.0|1.0|0.0|3.78|3.5|0.35|17.0|-7.41|4.81|2.84|2.0|101.75|0.0|1.0|-4.93|25.0|-5.4|0.0|1.0|4.11|0.00416|7.8e-06|0.0|0.0|-0.0396399999999999|4.4265|4.18|4.4265|-1453.840712|-1453.817782|588.18|1009.78|280.09|0.1313|503.76|0.69884|-1453.635434|-0.22603|0.02292966|-1453.688943|517.0|6.2865|6.2865
9s_a24|0.0|1|0|0|2.9568988810000003|0|1|0.0|-0.222173285|-0.003599664|4.59511985|-0.00570386|4|0.023585859|-0.050919714|0.0|0.006748865|-0.060407836|10.96129902|0.013901071|0.007695726|-0.0897306019999999|-0.359715589|3|0.030228027|0.0256742079999999|0.8327425070000001|0.748077475|0|0.8833498320000001|-0.049825449|-0.063587778|0.483170382|0.016792118|-39.48555839|0.116650168|-24.51900941|6.474925237000001|0.695462853|-0.953816666|-12.08741583|0.47085169|548.5261887|-592.2833757999999|969.5210193|17.24354813|-367.7851412|27.15292246|0.03496522|68.10609672|21.71205366|0.0|1.0|1.0|3.43|2.78|0.04|29.0|-8.11|3.15|0.81|1.0|115.67|0.0|1.0|-3.36|30.0|-7.2|0.0|0.0|2.63|171.0|8.71e-05|0.0|0.0|-0.03597|3.0726|1.82|2.6707|-1271.031372|-1270.994965|654.28|1121.42|464.24|0.5112|521.4|0.69475|-1270.738032|-0.14462|0.03640642|-1270.796154|32.0|7.4949|7.4949
19_a4|-3.21497177|0|0|0|0.0|1|1|1.943606348|-0.121320311|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|1|0.040511696|-0.052325802|0.0|0.006243904|-0.211341677|10.30966825|-0.136621315|0.009687676|-0.086166959|-0.042058265|1|0.152550043|-0.190513834|0.834377354|0.514505012|0|0.820765063|-0.070677568|-0.0759826109999999|0.285282038|0.013022539|-41.82665583|0.1792349369999999|-23.02459887|3.946149569|13.25878373|-1.215721775|-15.93396412|0.460486754|451.8120313999999|-669.2264932|1697.595595|11.01887515|-368.3935819|20.83197214|0.0143733|-291.6208078|7.912166787999999|1.0|0.0|0.0|3.46|2.52|0.16|17.0|-6.09|2.97|2.16|1.0|98.19|0.0|1.0|-3.81|25.0|-6.58|0.0|1.0|2.92|0.0547|0.000106|0.0|0.0|-0.05294|4.1858|6.67|4.1858|-1446.939719|-1446.909868|583.39|983.4|296.2|0.3806|500.34|0.67535|-1446.760398|-0.22298|0.02985188|-1446.813896|19.5|4.71|4.71
13b_a30|0.0|0|0|0|0.0|0|2|0.0|0.112353041|-0.011016128|5.351858133|-0.118776867|2|0.041728395|-0.035340334|0.0|-0.003436924|0.042845487|10.31162842|-0.0463169629999999|-0.002215642|-0.062905093|0.006103754|1|-0.045844862|-0.0771674659999999|0.892104517|0.802578397|0|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|0.018555474|-76.67161447|0.305898198|-51.76819834|8.459192992|105.341977|-2.271099499|-28.93268471|0.454574838|468.6532296|-1533.432289|2319.48655|16.1428924|-1035.363967|36.15271139|0.017174033|-405.5090587|11.59580043|1.0|1.0|2.0|4.76|0.0|0.13|17.0|-6.19|3.04|2.06|1.0|135.37|0.0|1.0|-5.01|32.0|-7.05|0.0|0.0|1.91|0.00427|5e-05|0.0|0.0|-0.05434|5.0501|4.54|3.5056|-1744.492044|-1744.446479|721.48|1210.94|353.68|0.2783|544.04|0.32563|-1744.2179010000002|-0.20313|0.0455651|-1744.281763|26.0|7.5901|7.5901
8d_a32|0.0|1|1|1|3.474433107|0|0|0.0|0.143684876|-0.010604502|5.733341277|-0.089662873|0|0.0388738739999999|0.062782795|2.146260246|-0.006974711|-0.044765977|10.31100269|-0.0682721729999999|-0.005162219|0.113030335|0.002805572|0|-0.054095278|-0.11492754|0.875986707|0.789198712|1|0.7107041559999999|-0.109612139|-0.109968322|0.261692269|0.01593079|-69.11005922|0.2892958439999999|-43.43251025|6.291941176|89.20994250000001|-1.539556512|-21.03349629|0.47012654|446.6450457|-967.5408291|2371.595484|15.29958432|-608.0551435|29.684549600000004|0.019788058|-262.14980440000005|12.43588915|1.0|1.0|2.0|3.5|2.84|0.26|19.0|-7.26|6.42|1.1|1.0|110.38|1.0|1.0|-6.08|27.0|-6.47|1.0|0.0|3.57|0.000334|4.36e-05|0.0|0.0|-0.0535|3.5588|4.26|3.5588|-1880.773727|-1880.733071|671.71|111.16|348.39|0.3018|540.98|0.7026100000000001|-1880.540067|-0.20115|0.04065536|-1880.602038|8.0|8.0809|8.0809
13_a1|0.0|1|0|0|3.409865599|0|1|0.0|-0.046530797|-0.012199718|5.351858133|-0.144782061|1|0.036382114|0.1129747169999999|0.0|-0.008672236|-0.0594321759999999|10.94989555|-0.084271845|-0.005924486|0.1769162319999999|-0.120034915|1|-0.051729721|-0.150485437|0.825117597|0.833702788|0|0.6794604670000001|-0.111667908|-0.10668313|0.207843387|0.033737733|-62.04288975|0.320539533|-36.08180773|11.41059871|528.3795274|-1.813613202|-23.43842502|0.477212829|395.1486144|-1054.729126|1786.445642|14.33466671|-613.3907313999999|33.09282789|0.026679865|-242.2358135|15.51600461|1.0|1.0|2.0|3.35|2.83|0.09|23.0|-7.94|4.75|1.74|1.0|104.88|0.0|1.0|-4.29|28.0|-6.48|0.0|0.0|3.23|0.0192|4.58e-05|0.0|0.0|-0.04962|4.0783|3.17|3.4483|-1238.395767|-1238.367298|613.52|1035.04|359.55|0.5339|472.52|0.65363|-1238.174491|-0.18883|0.0284695999999999|-1238.22919|0.26|6585.0|6585.0
9i_a24|0.0|1|0|0|2.9199957480000003|1|0|1.865102513|-0.113620183|-0.005148312|5.209486153|2.01e-05|2|0.023854167|-0.076024544|0.0|0.004814196|-0.087363979|10.96661275|-0.00532872|0.005891639|-0.140841749|-0.336939175|2|0.139004845|-0.0106944439999999|0.898194715|0.73094562|0|0.8260893640000001|-0.064657333|-0.069812876|0.379687415|0.025118046|-33.00219474|0.173910636|-15.60091656|5.613069697999999|1.634015079|-0.837754515|-11.64783344|0.468272544|390.5119445|-396.0263368|761.9885477000001|11.18382556|-187.2109987|23.33121014|0.038195951|0.720157264|18.05612763|1.0|1.0|1.0|2.76|1.36|0.0|22.0|-6.05|2.42|0.67|0.0|82.17|0.0|1.0|-2.6|22.0|-7.01|0.0|1.0|1.73|716.0|0.000791|0.0|0.0|-0.0473899999999999|4.6212|1.13|4.1459|-945.286637|-945.2626532|501.48|825.7|299.06|0.2373|363.15|0.58977|-945.174716|-0.21943|0.0239838|-945.222448|88.0|7.0555|7.0555
12a_a5|0.0|1|0|0|2.981252568|0|1|0.0|-0.256282289|-0.00166971|5.209486153|0.043132749|2|0.023108466|-0.0036987359999999|0.0|0.00873078|-0.114419442|10.94553751|-0.032601907|0.008649556|-0.006024869|-0.093973419|2|0.1121034509999999|-0.063558439|0.829536345|0.741588813|0|0.894590896|-0.058605038|-0.067680123|0.337539208|0.0081891369999999|-41.59124655|0.105409104|-25.55893402|3.0925714930000003|0.0|-1.353602454|-15.99663329|0.457755771|549.7500455|-831.8249311000001|899.5599904|16.12184989|-511.1786804|21.42066499|0.014342828|-303.31208710000004|8.814051518|0.0|1.0|1.0|3.06|2.96|0.21|23.0|-8.83|5.12|2.17|1.0|119.38|0.0|1.0|-4.27|29.0|-6.23|0.0|1.0|3.58|0.0205|2.56e-05|0.0|0.0|-0.04076|4.6865|2.91|4.1610000000000005|-1202.02622|-1201.990542|667.31|1140.24|297.97|0.4794|508.81|0.50831|-1201.750315|-0.21228|0.03567816|-1201.8082029999998|19.0|7.7212|7.7212
