molecula|SddssS|NaaNH|n9FaHRing|SssssC|SRW09|nAHRing|nARing|AATSC1c|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|DPSA5|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
IN1233_a59|0.0|1|0|0.0|6.842683282|0|0|-0.008841844|0.163548857|1.983673343|-0.5039851160000001|-0.011236836|10.93301779|-0.054458882|-0.004071701|0.268927191|0.001996439|0.003282792|-0.597167441|2|0.809917509|-0.107446431|-0.090732503|0.7613246490000001|-0.092761756|0.356444983|0.010831674|-61.73167061|7.208329477|318.5587088|158.8351574|-0.035929742|-42.16752524|4.79704394|-1.904276352|72.32484741|0.483639625|-1267.269673|0.1892041019999999|15.51626497|0.936631949|125.91272279999998|29.49046561|1562.994677|712.1606951|1.0|1.0|1.0|2.0|2.76|27.0|-10.0|5.54|4.69|2.06|0.0|0.0|0.0|5.0|4.0|-6.13|-5.16|6.91e-06|0.0029|3.85|0.0|-0.05605|5.2194|5.35|-1352.326849|350.69|0.2623|531.14|0.51285|0.6953699999999999|-1352.073755|-0.14684|5.4004|0.02473496|-1352.135303|7.6059|34.0|7.4685|7.4685
20b_a10|0.0|0|0|0.0|7.535296702|1|1|-0.007463406|-0.030238422|1.854149459|-0.447804373|-0.042013549|10.92966143|-0.013623188|0.002637529|-0.049452599|0.019531637|0.031942481|-0.450145946|2|0.725009545|0.052265135|-0.022843761|0.75259177|-0.094975935|0.6741049840000001|0.013038163|-60.68950774|8.331370518|81.39248686|158.09355980000004|-0.033783202|-36.12803002|5.323735696|-1.85807612|67.46831286|0.454087415|-1187.308396|0.238378673|13.838742600000002|0.8317951020000001|152.3236842|28.34404003|1558.922202|769.1246171|1.0|1.0|1.0|1.0|3.15|27.0|-8.93|4.23|5.0|2.41|0.0|0.0|1.0|5.0|5.0|-6.53|-5.09|8.13e-06|0.00364|3.52|0.0|-0.0578399999999999|5.9354|4.88|-1465.587932|317.8|0.2782|482.93|0.3246|669.0|-1465.333983|-0.16388|5725.0|0.03930765|-1465.395231|7.7954|1.1|5.9586|5.9586
18_a34|0.0|0|0|0.0|7.423568444|1|1|-0.014733513|-0.100548575|0.0|-0.677741618|-0.141332289|10.9595763|-0.136990511|0.002183342|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|1|0.759292258|0.0468829359999999|-0.224951558|0.68981472|-0.090328365|0.295523326|0.040845819|-49.86847383|22.55015528|66.6880793|171.24705480000003|-0.0422555509999999|-39.55742812|12.44948722|-1.816988713|86.77082535|0.441058733|-1003.122927|0.304150055|11.23989749|0.789096743|167.9151283|33.52510165|1441.579371|428.6241319|1.0|1.0|0.0|0.0|3.61|17.0|-5.65|3.13|3.15|1.49|0.0|0.0|2.0|5.0|6.0|-6.26|-4.11|7.829999999999999e-05|0.0275|3.07|0.0|-0.03925|4.4335|5.07|-1199.259634|300.68|0.3525|483.87|0.56101|0.60488|-1199.101028|-0.17549|5.0935|0.02902032|-1199.158044|6.7806|2.43|5.6144|5.6144
9_a1|0.0|1|0|0.0|6.86171134|0|0|-0.00614716|-0.110185988|0.0|-0.282769361|-0.079063236|10.94877277|0.016589221|-0.0018191779999999|-0.232860777|-0.044035724|-0.093062585|-0.483335578|1|0.582499378|-0.053460262|0.02778394|0.755276458|-0.080888063|0.166794384|0.011266799|-46.63553015|6.495805626|63.73880199|141.093898|-0.031896718|-28.49439431|3.745117974|-1.371558857|57.60218193|0.452572261|-790.7640749|0.2183102569999999|13.91191974|0.826725116|125.865476|23.52578164|1011.608611|472.9447227|1.0|1.0|1.0|1.0|2.66|23.0|-8.98|5.86|5.57|2.74|0.0|0.0|1.0|4.0|4.0|-5.81|-4.79|1.62e-05|0.0057799999999999|3.76|0.0|-0.07602|3343.0|5.6|-1187.193365|370.88|0.5409|487.19|0.70296|0.70296|-1187.011122|-0.13413|4.1623|0.03294951|-1187.065335|6.4447|6.0|5.2218|5.2218
3j_a32|0.0|1|1|0.0|8.234564993|0|1|-0.006580847|-0.029763115|2.248764828|-0.269814716|-0.086191775|10.31100276|-0.052622352|0.001173363|-0.055211759|-0.052818794|-0.097980957|-0.528541012|0|0.812195122|-0.020129489|-0.084553991|0.865101945|-0.070289671|0.27811778|0.013773753|-37.33051857|7.315176208|47.55031019|71.64373163|-0.030815085|-26.79963418|3.885056172|-1.140158136|58.58770587|0.4482615029999999|-605.5327007000001|0.251226|10.69497519|0.812452828|133.42496409999998|21.85672669|808.6988876|398.2788055|1.0|1.0|1.0|1.0|3.0|19.0|-6.69|6.68|4.93|1.94|0.0|0.0|1.0|3.0|3.0|-5.6|-4.8|1.58e-05|0.00533|3.89|0.0|-0.05361|3.4982|3.02|-1671.479105|354.42|0.3005|405.19|0.7028|0.7028|-1671.351322|-0.14498|3.6238|0.02833407|-1671.402462|5.9266|8.0|8.0969|8.0969
2_a20 (SB-505124)|0.0|1|0|-0.09011519|7.434257382|1|1|-0.010175551|0.013612077|0.0|-0.498602014|-0.177905025|10.95129567|-0.137383329|0.003789399|0.02072518|-0.150708132|-0.229461916|-0.520284161|1|0.827730504|0.082053195|-0.19681999|0.7694360659999999|-0.083565835|0.214264156|0.02856542|-45.98170774|15.71798823|122.8758934|126.8667205|-0.0382594189999999|-35.52365346|8.648749117000001|-1.759933279|70.87109323|0.475937029|-968.3950117|0.1680806939999999|11.3574908|0.908167636|92.48561162|25.30541763|1164.049211|477.95809620000006|1.0|1.0|1.0|1.0|3.1|17.0|-7.22|5.16|4.47|2.06|0.0|0.0|1.0|3.0|4.0|-5.31|-4.91|1.22e-05|0.0040799999999999|4.27|0.0|-0.03717|3.6404|4.57|-1089.358727|340.58|0.3267|505.82|0.69947|0.69947|-1089.147716|-0.14928|2.5584|0.01305739|-1089.201587|3.9392|169.0|6.7721|6.7721
1o_a5|0.0|1|0|0.0|6.605297921|0|0|-0.002633927|-0.033273504|0.0|-0.1079910069999999|-0.102739602|10.94518594|-0.008511304|0.0051989459999999|-0.05876042|0.038275248|0.06759341|-0.231165601|2|0.670787375|-0.003561205|-0.016408975|0.88430372|-0.079346457|0.447318682|0.01325562|-42.63505279|7.122612351|167.3051756|62.16682117|-0.028770932|-21.04383087|3.827177229|-1.093295425|50.11479279|0.470590799|-587.4579645|0.300086449|14.20898333|0.8888980340000001|161.2447749|22.08761368|839.3293197999999|393.5487205|1.0|1.0|1.0|1.0|2.2|23.0|-8.11|4.48|4.07|1.23|0.0|0.0|1.0|3.0|4.0|-6.3|-4.08|8.340000000000001e-05|27.0|2.78|0.0|-0.07037|4.5011|2.66|-1043.536121|297.38|0.3966|443.88|0.4988899999999999|0.5492100000000001|-1043.422345|-0.1693599999999999|4.7435|0.04126499|-1043.472984|5.4919|35.0|7.4559|7.4559
IN1166_a11|0.0|1|0|0.0|6.842683282|0|0|-0.006882528|0.018376555|1.643912856|-0.378539035|0.0266218529999999|10.95053349|-0.037793156|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.841211811|0.102257199|-0.067328767|0.863273559|-0.073965061|0.551933595|0.0200246639999999|-51.07061499|13.82641888|112.0066065|94.40543077|-0.031642539|-42.74230509|9.546719887|-1.6137695069999998|76.76995134|0.463497159|-1114.258549|0.305697179|12.63334911|0.8639230290000001|211.0745642|31.46783535|1604.859603|676.2770877|1.0|1.0|1.0|2.0|2.79|27.0|-10.18|5.01|4.53|0.92|0.0|0.0|0.0|5.0|5.0|-6.52|-4.78|1.65e-05|0.00688|3.27|0.0|-0.07275|4.9857|3.36|-1347.256659|377.7|0.3425|554.63|0.4358399999999999|0.6998300000000001|-1347.012407|-0.13823|3365.0|0.04189898|-1347.073528|4.3481|12.0|7.9318|7.9318
16_a31|0.0|1|0|0.0|7.758333467000001|1|1|-0.020181753|-0.050076586|0.0|-0.726543099|-0.00795845|10.31170095|0.06214876|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.09530799|-0.60894688|0|0.951830892|-0.038841601|0.0980869569999999|0.546450126|-0.142079397|0.29485045|0.0374314139999999|-66.9420327|17.63615984|130.369865|213.694252|-0.050105055|-33.36862997|8.309441139|-1.653466811|83.86629191|0.427771627|-779.0463041|0.26919564|9.649327262|0.747554032|126.8340354|32.30339751|1066.012118|280.39844320000003|0.0|1.0|1.0|2.0|1.93|16.0|-4.94|3.8|2.83|0.78|0.0|0.0|2.0|2.0|4.0|-6.48|-3.6|0.000254|0.0762|2.32|0.0|-0.0318899999999999|3.6596|1.7|-1308.202828|338.79|0.2534|369.73|0.70108|0.70108|-1308.113026|-0.15231|3.7419|0.03948619|-1308.161433|5.5943|0.09|7.0458|7.0458
12an_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.0070293469999999|0.0966393909999999|0.0|-0.407702102|-0.131674913|10.33556631|-0.031635802|0.003710345|0.170355752|-0.07550872|-0.133106642|-0.434819796|1|0.906423012|-0.009636347|-0.055405405|0.836440154|-0.073519599|0.270501913|0.0173118669999999|-49.67568778|11.69727417|82.43567331|110.5140393|-0.036995649|-48.0034364|7.903608682000001|-1.997765039|81.70091433|0.44576647|-1349.848937|0.216487385|15.82907093|0.8042935809999999|146.2760938|31.9040205|1722.817107|725.9470896|1.0|0.0|1.0|2.0|0.0|17.0|-7.05|3.33|2.61|2.51|0.0|0.0|1.0|6.0|4.0|-6.64|-4.51|3.09e-05|0.0132|3.19|0.0|-0.05561|5.1771|3.37|-1670.417726|327.38|0.6702|571.76|0.44822|0.69094|-1670.182102|-0.15474|4.3963|0.0345115999999999|-1670.244686|6.2182|0.04|7.3979|7.3979
28_a34|0.0|0|0|0.0|7.423568444|1|1|-0.016942875|-0.201047053|0.0|-0.6946578940000001|-0.15803127|10.9595763|-0.0500053959999999|-0.007544188|-0.33032879|-0.189821204|-0.311884247|-0.5437894289999999|1|0.8318609690000001|0.092890802|-0.078146961|0.545935562|-0.1306693569999999|0.316156689|0.03768308|-66.89539627|19.29162755|144.3404619|232.4555747|-0.048190604|-36.91879876|9.876233397|-1.831242935|85.99382787|0.454339954|-937.4938731|0.270129894|10.28760365|0.832642882|138.2913845|33.80175623|1284.466737|344.69029950000004|0.0|1.0|1.0|1.0|2.55|17.0|-4.78|1.99|2.07|0.88|0.0|0.0|2.0|3.0|5.0|-7.04|-3.25|0.000565|182.0|1.72|0.0|-0.03896|4.2857|4.11|-1100.760824|289.3|0.2043|417.28|0.69263|0.69263|-1100.6525880000002|-0.17802|6.4596|0.03680411|-1100.704833|8.5886|3.82|5.4179|5.4179
35_a18|0.0|0|0|0.0|7.03438793|2|2|-0.00622005|-0.069149293|0.0|-0.44784362|0.027469086|10.94702087|-0.0098863069999999|0.00113101|-0.104482176|-0.078001173|-0.117857059|-0.5009599889999999|0|0.737701788|-0.032017257|-0.017913121|0.800765945|-0.081822342|0.3888901179999999|0.008853796|-60.302584200000005|6.525195505|118.7214377|146.8343246|-0.033440195|-45.74482543|4.809030636|-2.273933228|67.9315105|0.465531336|-1675.875389|0.125426193|17.18442554|0.87101708|92.43836482|28.17969862|1916.219506|1056.535856|1.0|1.0|1.0|3.0|0.0|18.0|-9.55|4.13|3.35|3.33|1.0|0.0|1.0|8.0|3.0|-6.0|-5.53|2.96e-06|0.0014199999999999|4.55|0.0|-0.04879|3.2146|8.09|-1532.976969|385.69|0.4981|657.07|0.69279|0.69279|-1532.557542|-132.0|2.0432|0.02600607|-1532.627182|2.7788|24.0|7.6198|7.6198
11_a1|0.0|1|0|0.0|7.423568444|1|1|-0.018080197|0.08043435|0.0|-0.867849442|-0.05257082|10.94957487|-0.044235537|-0.009578125|0.126722854|-0.07452948|-0.117419838|-0.563650254|1|0.823460272|-0.069193862|-0.075188762|0.5955245029999999|-0.131972845|0.2027328789999999|0.034974992|-77.81495049|20.62225192|274.39137789999995|238.4902806|-0.048723884|-43.84323456|12.15946748|-2.143850877|89.80732824|0.47723847|-1264.075578|0.248121855|14.2257294|0.912918113|146.29971719999998|38.20963621|1681.223993|495.0560271000001|1.0|1.0|1.0|2.0|2.31|23.0|-7.47|4.28|4.23|1.95|0.0|0.0|1.0|4.0|6.0|-6.27|-4.66|2.17e-05|0.00838|3.35|0.0|-0.06546|3.7383|5.26|-1312.4282380000002|388.38|0.5573|471.76|0.68162|0.69914|-1312.241032|-0.12916|5.0526|0.03413353|-1312.2963630000002|7.1743|0.17|6.7696|6.7696
10_a1|0.0|1|0|0.0|6.86171134|0|0|-0.014135827|0.049971022|0.0|-0.621976404|-0.020225596|10.94957578|0.010430299|-0.0106277489999999|0.107434253|-0.019835038|-0.042643966|-0.623957903|1|0.674381582|-0.0369911079999999|0.017498337|0.669963758|-0.116648443|0.126889306|0.014751098|-65.97424138|8.34295348|212.8090837|186.6625065|-0.045402319|-35.02707638|4.718623023|-1.861495069|70.6564636|0.459673515|-1052.827816|0.165903744|13.65143394|0.850732895|93.83214542|30.78628757|1262.237791|433.2550452|1.0|1.0|1.0|2.0|2.18|23.0|-8.02|4.86|5.06|2.78|0.0|0.0|1.0|4.0|5.0|-5.91|-4.73|1.87e-05|0.00673|3.64|0.0|-0.06802|3.4067|5.81|-1223.125689|363.94|0.6754|464.77|0.70345|0.70345|-1222.969096|-0.13576|5.3861|0.03426532|-1223.022387|7807.0|1.5|5.8239|5.8239
12s_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.007059109|0.037454164|0.0|-0.4023692|0.0056370119999999|10.95352614|-0.050363149|0.003962098|0.063448144|-0.104118159|-0.1763783589999999|-0.434472457|1|0.90414347|-0.118671653|-0.086791463|0.8303378090000001|-0.07216709|0.4314309979999999|0.019457471|-46.58030248|12.55883918|110.6090028|109.5085883|-0.035868226|-41.6829437|8.106112169|-1.901015959|76.34126108|0.4604765839999999|-1227.012177|0.245801617|13.98635088|0.853487672|158.6528381|30.69639722|1626.909053|662.0530478999999|1.0|0.0|1.0|2.0|0.0|17.0|-6.97|3.24|2.19|2.24|0.0|0.0|1.0|5.0|4.0|-6.55|-4.3|5.05e-05|0.02|3.04|0.0|-0.04908|3.8751|3.48|-1272.236664|329.71|0.4501|523.72|0.6843600000000001|0.6928|-1272.00109|-0.15559|6.6068|0.03416928|-1272.061111|8.7738|9.0|8.0458|8.0458
11g_a5|0.0|1|0|0.0|7.139660336|0|0|-0.004593347|-0.083337229|0.0|-0.252634073|-0.137618073|10.94877951|-0.007175378|0.006964153|-0.14133011|-0.137739838|-0.233590516|-0.267507083|2|0.777565622|-0.075382189|-0.01453517|0.837943738|-0.067247149|0.396049407|0.023215707|-44.19305139|15.25675|68.77977167|106.4990972|-0.025442296|-32.96383785|10.02633335|-1.297557078|71.21847290000001|0.485790997|-852.7202582999998|0.456418686|18.16867625|0.944734523|299.94631180000005|30.75897687|1568.70782|648.1198739|1.0|1.0|1.0|1.0|2.34|28.0|-9.04|4.17|4.48|1.06|0.0|0.0|1.0|7.0|5.0|-6.84|-4.31|4.88e-05|0.0199|2.75|0.0|-0.04322|4.5106|2.3|-1330.144218|294.62|0.4609|542.13|0.56924|0.63081|-1329.927772|-0.1714|3.2282|0.04557484|-1329.988893|4314.0|0.03|7.5229|7.5229
12aw_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.008293935|0.066435701|0.0|-0.4478724979999999|-0.1066959869999999|10.96021804|-0.034663063|-0.004358975|0.169961228|-0.098027247|-0.250781298|-0.4191703539999999|1|0.653741315|-0.022464907|-0.056676035|0.706174871|-0.088516379|0.373775982|0.023038651|-56.73814908|14.76755422|54.50894809|188.3390873|-0.041292362|-47.12705211|9.4658605|-2.06461809|87.37742985|0.47322369|-1323.400377|0.250947713|14.32425315|0.898338973|160.8550748|35.33532702|1766.7663510000002|593.6088758|1.0|0.0|1.0|2.0|0.0|17.0|-7.12|3.55|3.0|2.78|0.0|0.0|1.0|5.0|6.0|-6.8|-4.32|4.81e-05|0.0201|2.88|0.0|-0.05513|5.2313|3.66|-1431.373326|319.85|0.4088|507.71|0.38905|0.69109|-1431.180191|-0.15688|4.8181|0.03134789|-1431.239759|6.5278|9.0|8.0458|8.0458
14c_a22|0.0|0|0|0.0|6.842683282|0|0|-0.005236206|-0.026986769|1.568396937|-0.298463715|-0.023927419|10.9464374|0.006275578|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|-0.364626967|2|0.667111824|-0.096749121|0.010828071|0.866576459|-0.067475189|0.6160012029999999|0.024569649|-48.57709197|17.68831053|36.22825261|96.05497587|-0.030217952|-41.50359456|12.73426132|-1.60155147|75.5139152|0.462147828|-1152.997336|0.33831271|16.03849168|0.8592469290000001|243.5598613|32.87756477|1742.5109329999998|731.8178649|0.0|1.0|1.0|1.0|2.85|27.0|-9.28|3.9|4.18|1.08|0.0|0.0|1.0|6.0|6.0|-6.96|-4.62|2.4e-05|0.0107|2.9|0.0|-0.07399|5.7361|4.79|-1460.571156|337.45|0.5079|575.8|0.3078|0.69113|-1460.324494|-0.15408|7.3824|0.03150011|-1460.38772|9.04|153.0|6.8153|6.8153
8b_a8|0.0|1|0|0.0|7.535296702|1|1|-0.013834266|0.019958073|0.0|-0.733216119|-0.0422693659999999|10.94650923|-0.03443232|-0.003593429|0.031896755|0.049587543|0.079250224|-0.5058761820000001|1|0.758899977|0.097555876|-0.0527918259999999|0.558354653|-0.130159955|0.28604765|0.032440348|-79.74587194|19.87542051|172.84152849999998|270.5854753|-0.047457424|-43.64473805|12.1771918|-2.325413799|84.97574547|0.4835310479999999|-1424.7250689999998|0.218545278|14.53652808|0.936224813|133.8974321|37.20755791|1823.170337|589.263087|0.0|0.0|1.0|2.0|2.93|23.0|-7.13|3.65|3.03|2.12|0.0|0.0|1.0|4.0|5.0|-6.87|-4.43|3.69e-05|0.0153|2.76|0.0|-0.06114|4.5819|6.41|-1407.052256|375.8|0.2618|488.56|0.57234|0.70195|-1406.829227|-0.13807|5.8389|0.03204403|-1406.887058|7.4497|5.08|5.2941|5.2941
3n_a32|0.0|1|1|0.0|7.773594467000001|1|1|-0.00615216|-0.056907012|2.22272854|-0.295303659|-0.1006122119999999|10.3110027|-0.0711168609999999|0.002379137|-0.100681119|-0.086764744|-0.153506065|-0.435658951|0|0.810658423|-0.018016496|-0.121627423|0.840041782|-0.074507943|0.287402381|0.01889769|-42.83673428|10.86481886|121.6040686|91.96452611|-0.027401986|-30.65624207|6.246493173999999|-1.205687365|65.41881458|0.456693072|-693.1839353999999|0.351066886|11.72372261|0.840580248|201.8383309|24.27704797|1068.190111|522.1674161999999|1.0|0.0|1.0|1.0|3.29|19.0|-6.96|6.71|5.01|1.58|0.0|0.0|1.0|3.0|4.0|-5.98|-4.91|1.23e-05|0.0047|3.74|0.0|-0.05535|3.5459|2.57|-1825.349557|349.65|0.2839|464.67|0.7028399999999999|0.7028399999999999|-1825.163542|-0.1472099999999999|3.5849|0.02901944|-1825.218291|6.2667|21.0|7.6778|7.6778
17b_a6|0.0|1|0|0.0|7.412764017000001|1|1|-0.01272079|0.139594234|0.0|-0.6869226490000001|-0.0385646|10.949638|-0.0791229359999999|-0.00194781|0.231025646|-0.10896749|-0.180339002|-0.563310199|1|0.850080948|0.002947625|-0.138423611|0.753949098|-0.095450984|0.318652397|0.03122461|-62.63196368|20.48861696|155.8689396|161.4509401|-0.041494349|-47.0150166|13.44399246|-2.074717455|84.71888279|0.4548818979999999|-1361.36499|0.229332826|16.46390151|0.834464855|150.48105900000002|35.32951798|1766.4758989999998|627.4287311|1.0|1.0|1.0|2.0|2.89|23.0|-9.01|4.98|4.32|1.7|0.0|0.0|1.0|5.0|5.0|-5.89|-5.17|6.69e-06|0.00274|4.09|0.0|-0.05736|3.5444|4.04|-1350.078181|413.78|0.3949|575.2|0.69615|0.7016100000000001|-1349.830814|-0.12545|5.3385|0.02458322|-1349.892156|7.3188|153.0|6.8153|6.8153
13b_a30|0.0|0|0|0.0|7.412764017000001|2|2|-0.011016128|-0.035340334|0.0|-0.627919307|0.042845487|10.31162842|-0.0463169629999999|-0.002215642|-0.062905093|0.003429114|0.006103754|-0.564815317|1|0.841060094|-0.045844862|-0.0771674659999999|0.694101802|-0.109962789|0.3529073379999999|0.018555474|-74.24619275|12.52854078|385.2420923|206.54056530000005|-0.042850934|-51.76819834|8.459192992|-2.271099499|88.26741491|0.454574838|-1533.432289|0.1997091339999999|16.1428924|0.8334321|134.8423681|36.15271139|1916.093704|713.7769663|1.0|0.0|1.0|2.0|0.0|17.0|-6.19|3.04|1.72|2.06|0.0|0.0|1.0|6.0|5.0|-7.05|-4.3|5e-05|0.0221|2.74|0.0|-0.05434|5.0501|4.54|-1744.446479|353.68|0.2783|544.04|0.32563|0.6862699999999999|-1744.2179010000002|-0.14879|3.8495|0.0455651|-1744.281763|5.3762|26.0|7.5901|7.5901
8g_a8|0.0|1|0|0.0|7.535296702|1|1|-0.014340328|0.000966222|0.0|-0.731356723|-0.025002199|10.94318883|-0.03728368|-0.007047583|0.001970629|0.0794962979999999|0.162134281|-0.508072694|0|0.6784762320000001|0.121495775|-0.0571942009999999|0.533935495|-0.136742629|0.298992226|0.031118325|-83.78686741|19.06725815|171.26571059999998|285.5736014|-0.052430233|-48.6934008|11.68315869|-2.464220973|90.27531534|0.479218966|-1509.912147|0.166939179|14.28792131|0.920192814|102.2893227|38.56355928|1812.487286|551.1746801|0.0|0.0|1.0|2.0|2.96|23.0|-7.4|4.11|3.89|3.01|0.0|0.0|1.0|4.0|5.0|-6.34|-4.94|1.16e-05|0.00483|3.53|0.0|-0.05849|3.7495|7.17|-1450.913472|330.67|0.3904|489.97|0.69221|0.69221|-1450.728709|-0.15542|6.0697|0.04147516|-1450.787398|7.5762|4.2|5.3768|5.3768
8m_a46|0.0|0|0|0.2148468989999999|7.727094485|1|1|-0.00517896|-0.134230003|0.0|-0.248590088|-0.120972269|10.94650201|-0.064176245|0.005865049|-0.206020062|0.010184776|0.015631887|-0.380393836|1|0.783187801|-0.084989948|-0.090247845|0.876210355|-0.0911455|0.280198209|0.007059399|-48.32436573|3.742817678|166.8508795|65.63194084|-0.032188531|-23.9511632|1.984401749|-1.448483903|48.72163155|0.425802465|-767.9706141|0.114510313|9.899611044|0.7415609409999999|60.71213839999999|19.27296714|867.2835213999999|463.1469765|0.0|1.0|1.0|1.0|2.92|17.0|-6.46|4.16|4.21|2.62|0.0|0.0|1.0|2.0|3.0|-5.61|-4.56|2.78e-05|0.0088799999999999|3.72|0.0|-0.01818|5.3062|4.12|-1014.091966|289.14|0.3905|489.57|0.43001|0.6997800000000001|-1013.91158|-0.17897|2.0174|0.03472717|-1013.962913|3.1675|229.0|6.6402|6.6402
18c_a25|0.0|0|0|0.0|6.842683282|0|0|-0.002704524|0.007241543|2.069766482|-0.162271435|-0.038865826|10.31285373|0.006360768|0.007488918|0.01222181|-0.038006869|-0.064145547|-0.282103688|2|0.7644072209999999|0.084188427|0.0114970419999999|0.94801724|-0.048636087|0.385593349|0.009585904|-31.96445203|6.300016824|26.54367263|34.1639413|-0.026975264|-31.07074762|4.140476673999999|-1.510614788|56.83666555|0.484730247|-992.8013635|0.2520795489999999|14.65844196|0.940731034|165.67090530000002|23.70385212|1327.415719|831.3429628|1.0|1.0|1.0|1.0|3.89|27.0|-10.17|6.29|6.11|3.08|1.0|0.0|0.0|7.0|3.0|-5.85|-5.6|2.51e-06|0.00113|4.49|0.0|-0.0622|5.4858|4.75|-1714.5777670000002|371.26|0.3558|547.87|0.31993|0.70516|-1714.280779|-0.13312|6.1775|0.02003004|-1714.342386|7.9283|88.0|7.0555|7.0555
4S4k_a46|0.0|0|0|0.173180233|7.825245291|1|1|-0.0049602|-0.104665424|0.0|-0.252970193|-0.1149361969999999|10.94631314|-0.1032662209999999|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|-0.003017362|-0.141706595|0.891734458|-0.089589915|0.199356973|0.007749296|-47.49082053|4.1078333030000005|172.7607401|57.39060501|-0.030477338|-24.18078772|2.177526049|-1.46291223|49.42345536|0.461984953|-775.4768155|0.132090036|10.26616763|0.858684076|70.01975807|18.61456563|893.4991504000001|519.5743695|1.0|1.0|1.0|1.0|3.03|17.0|-6.61|4.26|4.77|2.84|0.0|0.0|1.0|2.0|3.0|-5.46|-4.83|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|-0.02074|5.2854|4.52|-1053.415665|304.07|0.2623|487.43|0.5716|0.67893|-1053.202208|-0.17396|2.2655|0.02628818|-1053.255345|2.5693|197.0|6.7055|6.7055
19_a3|0.0|1|0|0.0|6.605297921|0|0|-0.003417504|-0.008897473|1.744747103|-0.129865138|0.156485495|10.96959256|0.036226415|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.718266758|-0.0150769919999999|0.064690027|0.853017902|-0.067674689|0.225451546|0.0116401719999999|-31.50932639|5.419662458|161.5312186|68.43484547|-0.032585664|-19.01853079|2.523394126|-1.140498238|48.55416845|0.476813896|-531.0158295|0.24201815|10.21110415|0.911365749|112.6836188|20.01615321|700.5653624|314.0966684|1.0|1.0|1.0|1.0|1.6|21.0|-7.21|3.9|3.39|1.18|0.0|0.0|1.0|2.0|4.0|-6.5|-3.58|0.000266|0.0764|2.19|0.0|-0.05757|3945.0|2.43|-929.2608626|314.28|0.3006|362.92|0.67351|0.67351|-929.14689|-0.16303|2191.0|0.020989746|-929.193831|2.8758|23.0|7.6383|7.6383
8_a10|0.0|0|0|0.0|7.535296702|1|1|-0.00560152|-0.000315856|1.546251312|-0.296880569|-0.15615298|10.92578782|-0.106100115|0.009056935|-0.000504277|-0.082893697|-0.132343104|-0.368590322|2|0.6357042860000001|-0.015871527|-0.167376069|0.874843982|-0.059655303|0.597912185|0.015758182|-32.63117642|8.619652859|32.98071169999999|68.45976606|-0.029917593|-25.80127401|4.714910465|-1.465962037|56.7864899|0.431797417|-801.8744912000001|0.277350551|10.75705296|0.7599356820000001|151.7094758|22.64553798|1109.631361|583.7217118|0.0|0.0|1.0|0.0|3.27|21.0|-7.6|4.46|4.2|2.46|0.0|0.0|1.0|4.0|5.0|-6.25|-4.62|2.4100000000000003e-05|0.00926|3.37|0.0|-0.0623299999999999|4.6964|4.58|-1257.819281|336.55|0.1596|416.69|0.41583|0.68815|-1257.59269|-0.15556|1.2052|0.02243902|-1257.648047|1.5482|526.0|6279.0|6279.0
