molecula|SddssS|NaaNH|n9FaHRing|SssssC|SRW09|nAHRing|nARing|AATSC1c|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|DPSA5|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4_a3|0.0|0|0|0.0|6.823286122000001|0|0|-0.008561428|-0.08769805|1.882124381|-0.325334256|0.057349653|10.31162267|0.0248526079999999|-0.007022144|-0.208888686|0.053425134|0.127253753|-0.607238634|1|0.640351067|-0.028924747|0.041477445|0.74053397|-0.110345083|0.5842630360000001|0.008006786|-52.4583525|3.806447632|235.6982345|123.350856|-0.039478171|-22.30593113|1.809595554|-1.381735991|51.71950126|0.415852758|-656.8810472|0.133023729|8.648209506|0.711897153|63.23984222|21.6476858|757.6690029|347.9532383|1.0|1.0|1.0|1.0|2.6|21.0|-7.53|5.3|5.17|3.07|0.0|0.0|1.0|2.0|3.0|-5.21|-5.09|8.22e-06|0.00264|4.3|0.0|-0.0584299999999999|5.9341|3.53|-1355.303098|356.58|0.1776|338.33|0.3809|0.6896|-1355.192416|-0.14983|2.3542|0.02921941|-1355.239905|3.1409|1259.0|5.9|5.9
8a_a31|0.0|1|0|0.0|7.765993078999999|1|1|-0.015034136|-0.1480271209999999|0.0|-0.586331322|-0.135144546|10.31170053|-0.01861065|-0.009293513|-0.258538098|-0.054025775|-0.094359203|-0.520051508|0|0.938325481|0.0502030679999999|-0.030149254|0.594139864|-0.122293189|0.272259026|0.0375544779999999|-60.46233433|18.56711239|131.2406629|200.6591816|-0.0416959379999999|-33.35560699|9.179668678|-1.501053781|82.32407724|0.4512945479999999|-742.1281291|0.333562641|10.63792161|0.822471411|164.9149565|30.93264504|1113.575221|324.7430642|0.0|1.0|1.0|2.0|2.05|16.0|-5.33|4.16|2.54|0.36|0.0|0.0|2.0|3.0|5.0|-7.11|-3.11|0.000773|243.0|1.56|0.0|-0.02993|3.8097|1.53|-1347.507102|325.45|0.2604|396.15|0.7027100000000001|0.7027100000000001|-1347.3959220000002|-0.1587599999999999|3.7141|0.03432763|-1347.446223|5.3042|0.79|6.1024|6.1024
6_a15|0.0|0|0|0.0|0.0|0|0|-0.00951284|0.106485923|0.0|-0.513693384|0.011857945|10.95880677|-0.009025163|0.003942615|0.153430865|-0.195267558|-0.281352401|-0.35221474|1|0.8511056929999999|0.0371776429999999|-0.015484797|0.859308431|-0.07051817|0.398681391|0.02948637|-41.14459066|17.20414198|105.4415725|82.0880213|-0.0307500179999999|-41.87249058|10.03794313|-1.599000943|88.94853813|0.3902945579999999|-932.9544335|0.4180252789999999|10.02135591|0.640136254|243.9013805|30.82854077|1603.08412|592.4420375|1.0|1.0|0.0|1.0|4.03|18.0|-7.95|4.43|5.26|2.18|0.0|0.0|1.0|7.0|5.0|-5.33|-5.14|7.32e-06|0.00278|4.64|0.0|-0.02419|4.3423|3.94|-1263.0072300000002|328.9|0.2616|545.21|0.65191|0.70554|-1262.75978|-0.15714|1.3789|0.01711539|-1262.820532|1.9421|35.0|7.4559|7.4559
6_a1|0.0|0|0|0.0|7.535296702|1|1|-0.005477033|-0.114683042|0.0|-0.230035376|-0.00983397|10.95180041|-0.0538497079999999|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|1|0.781885145|0.13761072|-0.095907969|0.8782596159999999|-0.057199415|0.212044989|0.021009352|-27.63847818|10.15161645|64.63457366|58.82435931|-0.0238222729999999|-18.076387|4.905211525|-0.929068634|49.61122373|0.4218263379999999|-448.9214297|0.423240564|9.609375529|0.7295841470000001|204.5077752|19.95772445|778.3512535|359.9965854|1.0|1.0|1.0|0.0|2.54|17.0|-6.02|3.61|3.57|1.75|0.0|0.0|1.0|3.0|3.0|-6.21|-3.68|0.00021|0.0613|2.63|0.0|-0.02214|4.0635|2.81|-935.4750982|305.12|0.3399|405.23|0.69818|0.69818|-935.330989|-0.16784|5.8386|0.027384499|-935.378591|8.0033|5.1|5.2924|5.2924
3h_a32|0.0|1|1|0.0|7.765993078999999|0|0|-0.005281944|0.014517903|2.243113495|-0.269379119|-0.003152613|10.31100268|-0.111111111|0.003284804|0.025035542|-0.071193103|-0.122769653|-0.531669815|0|0.84279263|-0.169197453|-0.2|0.87880263|-0.07183387|0.30907784|0.0111539339999999|-44.97387528|6.98327435|76.38838542|75.87946135|-0.027590124|-34.60714056|4.372100625|-1.324325944|62.63332945|0.4089962629999999|-829.1363044|0.226505997|13.71739929|0.692036677|141.8112711|22.33200639|1071.936307|593.0848817000001|1.0|1.0|1.0|1.0|3.88|19.0|-8.47|8.11|6.24|2.64|0.0|0.0|1.0|7.0|3.0|-4.29|-6.15|7.140000000000001e-07|0.000273|6.12|0.0|-0.05318|3.5552|4.61|-1790.663897|348.74|0.2926|578.86|0.70257|0.70257|-1790.440663|-0.1474099999999999|3.5952|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549|8.1549
12t_a30|0.0|0|0|0.0|7.412764017000001|2|2|-0.007755575|-0.0596036729999999|0.0|-0.411045472|-0.0682882559999999|10.31162892|-0.04950715|-0.001131023|-0.158448053|-0.0546637159999999|-0.145315868|-0.464720444|1|0.609043558|-0.003937967|-0.080971844|0.696413582|-0.090535776|0.408290036|0.018862708|-58.89093185|12.26965165|88.42093081|197.4742794|-0.037159417|-42.80050261|7.981057356|-1.82081145|78.8278828|0.445760296|-1184.385754|0.254294117|14.358001500000002|0.804273481|165.4110479|32.41376848|1588.274656|616.2856203|1.0|0.0|1.0|1.0|0.0|17.0|-7.16|4.67|3.74|3.58|0.0|0.0|1.0|5.0|6.0|-6.06|-5.17|6.71e-06|0.00291|4.07|0.0|-0.05542|5.0693|4.32|-1774.208418|349.67|0.2094|527.87|0.33647|0.6842600000000001|-1774.0165149999998|-0.15029|2.6784|0.0337599|-1774.077985|3.2145|9.0|8.0496|8.0496
8j_a46|0.0|0|0|0.214753401|7.727094485|1|1|-0.0017688329999999|-0.129276363|0.0|-0.081366324|-0.174853546|10.96391738|-0.053618988|0.0108603019999999|-0.204674804|-0.084266433|-0.133413527|-0.229679821|2|0.645146311|-0.223292257|-0.074207717|0.934648421|-0.054707287|0.308052557|0.008672342|-29.38737046|4.658562801|7.723448142|35.10521457|-0.02566383|-19.90219786|2.5024620580000003|-1.103544698|41.80044861|0.427798746|-592.7962878|0.177887481|9.817783823|0.747636856|95.55665364|16.76894569|721.0646647000001|453.1959065|1.0|0.0|1.0|0.0|3.25|17.0|-7.26|4.71|4.55|2.62|1.0|0.0|1.0|2.0|3.0|-5.55|-4.83|1.47e-05|0.00497|3.97|0.0|-0.04068|4.9636|3.78|-1414.50743|281.1|0.1728|493.89|0.50703|0.70121|-1414.349865|-0.18531|5.2361|0.02408052|-1414.402087|6.4463|1228.0|5.9108|5.9108
8b_a31|0.0|1|0|0.0|7.765993078999999|1|1|-0.013629145|-0.130371116|0.0|-0.57242407|-0.211457443|10.31170011|-0.069423138|-0.006785954|-0.222667869|-0.05421947|-0.092604362|-0.510259793|0|0.928940547|-0.058494079|-0.1155280009999999|0.6076192260000001|-0.120703408|0.281200674|0.03234629|-63.04219151|16.89414614|129.8921115|204.9365822|-0.040792077|-36.1645207|8.823644775|-1.590890986|82.21438954|0.479278|-830.906565|0.296530645|11.79588561|0.920410507|154.8750114|30.28603362|1181.155311|372.3224834|0.0|1.0|1.0|2.0|2.71|16.0|-5.73|4.52|2.74|0.61|0.0|0.0|2.0|4.0|5.0|-6.87|-3.4|0.000399|131.0|2.02|0.0|-0.0325|3.8582|1.77|-1386.815519|321.36|0.2643|439.96|0.70036|0.70036|-1386.681003|-0.16015|3.6945|0.03659821|-1386.734257|5.6001|2.2|5.6576|5.6576
19g_a38|0.0|1|0|0.0|7.412764017000001|2|2|-0.008497058|-0.037579797|0.0|-0.458841138|-0.009881824|10.96052467|-0.046735135|-0.004358975|-0.096139701|-0.098027247|-0.250781298|-0.438254637|1|0.653741315|-0.063110203|-0.076414544|0.7200062690000001|-0.086314802|0.5322242429999999|0.022953686|-54.62049927|14.52522351|137.56612280000002|177.181631|-0.038842708|-45.74791999|9.191644336|-1.942135378|86.78105144|0.455443492|-1228.994351|0.280058007|11.62016299|0.836356715|177.2223055|34.14148263|1707.074131|593.6088758|1.0|1.0|1.0|3.0|2.52|17.0|-7.12|3.55|3.11|2.78|0.0|0.0|1.0|5.0|5.0|-6.81|-4.33|4.67e-05|0.0196|2.88|0.0|-0.05479|5.2766|3.66|-1431.386981|336.12|0.2285|475.84|0.3937|0.69982|-1431.186566|-0.15269|5.0677|0.03244515|-1431.244906|6.1765|42.0|7.3778|7.3778
41_a18|0.0|0|0|0.0|7.03438793|2|2|-0.007587553|-0.089781154|0.0|-0.500778516|0.022493846|10.9470117|0.0212700929999999|-0.002136837|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|0.759941674|-0.032217299|0.037097204|0.7349388459999999|-0.1020290859999999|0.3888308139999999|0.009550224|-69.94639412|6.547189171|347.42621339999994|181.7135945|-0.037381065|-41.89408289|4.488448275|-2.317626057|65.83786886|0.487248278|-1588.856592|0.0967605159999999|17.13823195|0.950261611|66.33450764|28.37200951|1759.064589|897.5188662|1.0|1.0|1.0|3.0|0.0|18.0|-8.38|3.26|2.7|2.94|1.0|0.0|1.0|6.0|3.0|-6.38|-5.02|9.49e-06|0.0042899999999999|3.78|0.0|-0.04956|3.2123|7.34|-1454.3467460000002|385.97|482.0|576.83|0.69308|0.69308|-1453.980175|-0.1319|2.0934|0.0280471999999999|-1454.045308|2721.0|369.0|6433.0|6433.0
13i_a6|0.0|1|0|0.0|7.412764017000001|1|1|-0.0149593219999999|0.035242754|0.0|-0.852681372|0.034304189|10.95129557|-0.032549318|-0.007703306|0.057038772|-0.045418125|-0.073507141|-0.560601136|1|0.8744720490000001|0.145878803|-0.054229558|0.624046118|-0.120457274|0.221116773|0.031178586|-80.75190740000001|20.90143854|181.1128483|252.0312146|-0.046433945|-58.20996912|14.01186473|-2.460999087|100.2320567|0.429711323|-1649.799665|0.216402237|14.54375165|0.753497905|145.07130039999998|39.72483975|2105.416507|673.8038326000001|1.0|1.0|1.0|3.0|2.7|23.0|-8.5|4.16|3.54|1.18|0.0|0.0|1.0|6.0|5.0|-6.81|-4.48|3.28e-05|14.0|2.95|0.0|-0.0481399999999999|3.6668|4.94|-1426.518007|348.14|0.2903|553.67|0.7004600000000001|0.70517|-1426.269916|-0.1464|7.8342|0.03191957|-1426.332492|10.1375|21.0|7.6778|7.6778
12k_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.0071232019999999|0.096315593|0.0|-0.413145744|0.003690005|10.94908765|-0.058284869|0.003724542|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|1|0.90500247|-0.09344781|-0.102077284|0.8427704640000001|-0.075717305|0.367754573|0.018067063|-49.87227128|11.90012613|46.79001927|103.5614526|-0.037758075|-44.22843899|7.838185977999999|-2.038936068|78.24529096|0.478908312|-1342.974009|0.219318299|13.89698356|0.919048073|144.457092|31.85663123|1720.258086|698.847203|1.0|0.0|1.0|2.0|0.0|17.0|-7.01|3.62|2.42|2.38|0.0|0.0|1.0|6.0|4.0|-6.34|-4.55|2.82e-05|0.0115|3.45|0.0|-0.0497|5053.0|3.83|-1310.312649|338.46|0.3116|530.51|0.5249199999999999|0.70031|-1310.072976|-0.15053|5.7818|0.03274587|-1310.134752|7.3988|14.0|7.8539|7.8539
2_a1|0.0|0|0|0.0|7.535296702|1|1|-0.004621682|-0.1056298369999999|0.0|-0.175623923|-0.0619710709999999|10.9520472|0.101798469|0.003205156|-0.237981258|-0.145015842|-0.326716897|-0.422863867|1|0.571324013|0.079586368|0.1766333219999999|0.808210065|-0.0622285999999999|0.220315042|0.011282631|-28.32386891|5.135384136|6.281701359|87.29479691|-0.026492726|-16.00805425|2.337413146|-0.927245426|43.24570924|0.39830426|-422.0435297|0.305595997|8.779158091000001|0.6619695520000001|139.0945801|17.36508791|607.7780769999999|299.6692382|1.0|1.0|1.0|0.0|2.69|17.0|-6.18|4.0|4.12|2.49|0.0|0.0|1.0|2.0|3.0|-6.04|-3.78|0.000167|0.0466|2.76|0.0|-0.02966|4.0877|3.31|-920.184721|303.31|0.2991|355.79|0.7007899999999999|0.7007899999999999|-920.078239|-0.1686|3.5853|0.024658671|-920.123726|5.2754|5.8|5.2366|5.2366
12a_a50|0.0|0|1|0.0|7.927685046000001|1|1|-0.002936355|-0.111689174|2.112397566|-0.126263256|0.014596049|10.94501645|-0.122912558|0.011790103|-0.193999688|-0.168032508|-0.291865836|-0.247407423|1|0.699597776|-0.030758487|-0.2018898489999999|0.904119689|-0.05075501|0.29507467|0.021013336|-25.57033815|10.58650394|7.457998037999999|48.30443297|-0.02383238|-16.85074424|5.333473207|-0.929462803|47.2792242|0.469674946|-468.2627037|0.4247810279999999|9.648744341|0.885635975|214.004382|20.873331|814.0599092|388.171611|1.0|1.0|1.0|0.0|2.21|20.0|-5.49|2.59|3.42|2.02|0.0|0.0|2.0|2.0|3.0|-6.44|-3.84|0.000144|45.0|2.5|0.0|-0.03366|4.0783|2.47|-1006.632973|304.01|0.1807|394.52|0.65267|0.65267|-1006.498352|-0.16806|5.7662|0.02648238|-1006.546706|7.9123|75.0|7.1249|7.1249
12bc_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.007661816|0.068351685|0.0|-0.413738077|-0.079009683|10.95883416|-0.027636036|-0.00097037|0.115647623|-0.101451485|-0.1716508239999999|-0.442519304|1|0.884841888|0.006621918|-0.045186455|0.834305498|-0.077192869|0.326764696|0.01824287|-51.87437401|12.2593899|83.35308244|111.3483497|-0.038558877|-48.36968394|8.238431664|-1.927943855|83.97121855|0.467645467|-1295.597402|0.22853193|15.54183457|0.878447423|153.57572439999998|33.5878425|1679.392125|661.6709012|1.0|0.0|1.0|2.0|0.0|17.0|-7.76|3.99|3.19|2.99|0.0|0.0|1.0|5.0|4.0|-6.26|-5.18|6.55e-06|0.00295|3.93|0.0|-0.05828|5.2189|4.42|-2152.100551|320.4|0.7456|563.76|0.35775|0.69094|-2151.9100780000003|-0.15671|6.5854|0.03419831|-2151.971485|9.2445|8.0|8.0969|8.0969
14m_a23|0.0|0|1|-4.405643132|7.423568444|0|0|-0.008929306|0.028217372|0.665608656|-0.482182526|-0.034213923|10.3132176|-0.050626415|0.001951778|0.0879380709999999|-0.07256543|-0.226146643|-0.527662006|2|0.560094237|0.0266555739999999|-0.072906704|0.9258118|-0.072795329|0.268552591|0.017992415|-50.63012925|12.51396625|47.23604193|51.59888942|-0.039285786|-43.19105542|8.703631619|-1.964289314|74.61692699|0.476833897|-1366.189602|0.204166091|16.42895711|0.911438824|142.0002583|34.33353583|1716.6767920000002|658.8108151|1.0|0.0|1.0|1.0|3.17|26.0|-8.23|4.42|6.19|3.82|1.0|0.0|1.0|6.0|7.0|-6.06|-5.79|1.61e-06|0.000773|4.46|0.0|-0.08347|3.6774|4.2|-1966.945041|337.15|0.3335|572.31|0.65552|0.65552|-1966.721362|-0.15208|6.1522|0.02296475|-1966.785519|8.5477|3.0|8.5171|8.5171
13f_a6|0.0|1|0|0.0|6.842683282|0|0|-0.006930367|0.04505613|1.651047524|-0.381170169|-0.071478789|10.95053349|-0.049928822|-0.001446486|0.079490516|-0.126749697|-0.223618825|-0.466314952|2|0.841211811|-0.028317736|-0.088948538|0.863222493|-0.073352505|0.176745407|0.018554018|-49.2635105|12.46087045|62.42897239999999|91.85971442|-0.032802223|-41.92004677|8.368715213|-1.672913351|75.61173794|0.401838426|-1123.527884|0.279288145|15.13042752|0.6717890999999999|187.5697972|30.56694343|1558.914115|676.2770877|1.0|1.0|1.0|2.0|2.21|27.0|-10.18|5.01|4.53|0.92|0.0|0.0|0.0|5.0|5.0|-6.52|-4.78|1.65e-05|0.00688|3.27|0.0|-0.07786|4.8413|3.36|-1347.266914|394.98|901.0|568.41|0.49643|0.70541|-1347.018087|-0.12805|10.8469|0.03437105|-1347.0794119999998|13.9612|42.0|7.3768|7.3768
11c_a5|0.0|1|0|0.0|6.605297921|0|0|-0.004590583|-0.0859098|0.0|-0.224938556|-0.059682527|10.94877953|-0.023856811|0.005383056|-0.138950411|-0.011677718|-0.018887528|-0.269653478|2|0.679183645|0.030085871|-0.044126759|0.80472351|-0.078909483|0.389427402|0.01785211|-47.99592739|10.85837291|31.61751609|118.7750305|-0.0322785379999999|-32.31269264|6.604499968|-1.484812761|66.02857181|0.448016491|-903.1229552|0.292960365|16.09582374|0.811648325|178.1902995|27.76804404|1277.330026|523.8031619|1.0|1.0|1.0|1.0|2.14|23.0|-8.47|4.79|4.17|1.13|0.0|0.0|1.0|6.0|5.0|-6.59|-4.1|7.950000000000001e-05|0.0294|2.78|0.0|-0.04315|4.5035|4.53|-1218.454079|294.59|0.5327|512.32|0.60118|0.6267699999999999|-1218.278135|-0.1713299999999999|2.5278|0.03798847|-1218.336116|3.3827|25.0|7.6021|7.6021
15a_a50|0.0|0|1|0.0|7.934155233999999|1|1|-0.004429392|-0.0446629609999999|2.020652006|-0.234757789|-0.15010386|10.94500663|-0.125205943|0.005828749|-0.072976638|-0.128070491|-0.209259615|-0.325638639|1|0.797917311|-0.051676609|-0.207610131|0.837789896|-0.0783960279999999|0.4349386739999999|0.018014615|-46.91098865|10.77967103|275.287923|97.06405493|-0.029316925|-30.25705388|6.450390922|-1.436529349|61.78266878|0.4476230879999999|-859.5972780999999|0.294589405|14.65582885|0.8103580690000001|176.277812|24.86892274|1218.577214|569.5267957000001|0.0|1.0|1.0|1.0|2.63|20.0|-6.09|3.23|3.57|1.87|0.0|0.0|1.0|5.0|4.0|-6.78|-3.92|0.0001189999999999|0.0444|2.51|0.0|-0.03255|4.0408|2.66|-1199.784983|306.83|0.1767|519.38|0.66132|0.66132|-1199.572081|-0.16693|6.6307|0.03314629|-1199.629702|9.0948|41.0|7.3872|7.3872
11_a47|0.0|0|0|0.0|0.0|0|0|-0.007767503|-0.0586047379999999|1.311097861|-0.427212659|0.081235787|10.93671007|0.046339015|-0.00580273|-0.120383371|-0.038723054|-0.079543257|-0.451384505|3|0.702719047|-0.058523885|0.07716247|0.796863393|-0.08164597|0.572646116|0.008462682|-50.01659041|5.184267117|119.4035378|124.4421556|-0.035945973|-36.20974614|3.175899139|-1.833244617|66.9895812|0.4686568239999999|-1123.0517|0.183391205|11.22841564|0.8820228529999999|112.34605729999998|26.96593732|1375.2628029999998|670.2339441|1.0|1.0|1.0|2.0|3.15|28.0|-10.55|5.58|6.68|3.0|0.0|0.0|0.0|4.0|5.0|-5.28|-6.03|9.32e-07|0.000394|5.06|0.0|-0.05094|3.7253|4.84|-1396.145101|332.82|0.2321|549.52|0.6915399999999999|0.6915399999999999|-1395.922861|-0.1546|2.9142|0.03959805|-1395.980918|4.6111|0.04|7.4|7.4
14b_a25|0.0|0|0|0.0|6.842683282|0|0|-0.004720915|0.001683506|1.929508048|-0.273813082|-0.012989126|10.93106299|0.0009956189999999|0.004892038|0.0028569959999999|-0.043923908|-0.074541111|-0.3691494039999999|2|0.6524261960000001|-0.085205646|0.001715854|0.859628015|-0.076156512|0.329662946|0.016003559|-52.75064158|11.08504021|112.49583529999998|97.23019209|-0.032728922|-40.37825712|7.678174472999999|-1.767361771|69.2012501|0.490638154|-1224.182482|0.227210413|17.06102567|0.963240883|157.3797801|29.33534086|1584.108407|760.3735147000001|1.0|1.0|1.0|1.0|3.21|27.0|-9.65|4.48|4.79|1.8|0.0|0.0|1.0|6.0|5.0|-6.26|-5.23|5.86e-06|0.00261|3.88|0.0|-0.0584|5.4239|5.61|-1444.505985|304.7|0.3614|603.27|0.34735|0.64983|-1444.266358|-0.16309|2.7037|0.03876374|-1444.330251|3.2784|22.0|7.6576|7.6576
47f_a18|0.0|0|0|0.0|7.03438793|1|1|-0.005817448|-0.048472184|0.0|-0.477030713|0.033759227|10.94702253|-0.008224928|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|-0.009917608|-0.014370598|0.838156881|-0.063824969|0.375218907|0.0138461289999999|-54.18475173|11.75478965|111.1889928|137.3980967|-0.0289997239999999|-61.15474298|9.979328976|-2.290978185|86.11217859|0.483843526|-1944.945479|0.273449343|20.44855806|0.937396993|232.14715330000004|33.88554232|2676.957843|1347.416568|1.0|1.0|1.0|2.0|0.0|18.0|-9.22|3.22|3.6|2.79|2.0|1.0|1.0|13.0|4.0|-6.4|-5.52|3.01e-06|0.00163|4.52|1.0|-0.04439|3.0964|8.13|-1743.346389|400.42|0.5741|874.24|0.6984600000000001|0.6984600000000001|-1741.724929|-0.12802|3.8532|0.02902413|-1741.802171|4.4861|9.0|8.0458|8.0458
4q_a46|0.0|0|0|0.09591943|7.832410927000001|1|1|-0.001250008|-0.012611536|0.0|-0.066250447|-0.155661124|10.96363644|-0.081623022|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|-0.125840557|2|0.716317772|-0.15266708|-0.121752717|0.913550004|-0.052170875|0.258420996|0.014510206|-29.12008262|8.099124333999999|38.31894407|48.25357162|-0.021010627|-21.81959712|4.520667361|-1.050531344|49.37907349|0.487775649|-586.3723734|0.38044274|11.78798551|0.952269544|212.350744|18.92875482|946.4377411|554.3688216|1.0|1.0|1.0|0.0|3.16|17.0|-6.94|4.09|4.09|1.75|0.0|0.0|1.0|4.0|4.0|-6.54|-3.89|0.000129|0.0449|2.65|0.0|-0.03042|4.5296|2.57|-1108.729426|273.72|0.1432|510.13|0.69002|0.69002|-1108.511662|-0.1903|2.7026|0.02185677|-1108.566571|3.2968|743.0|6129.0|6129.0
13a_a6|0.0|1|0|0.0|7.412764017000001|1|1|-0.01115741|0.031837397|0.0|-0.602500119|0.0015242189999999|10.95129557|-0.0525259259999999|-0.00194781|0.05269025|-0.10896749|-0.180339002|-0.488098052|1|0.850080948|0.090839165|-0.091892803|0.77450544|-0.094081761|0.22670695|0.031866842|-61.52313164|20.83876732|154.9639272|147.4582473|-0.040840697|-48.51283287|13.62714959|-2.042034827|87.37044493|0.467070451|-1335.353173|0.240087608|15.08351934|0.8764206290000001|157.0011174|35.14492428|1757.246214|627.4287311|1.0|1.0|1.0|2.0|3.2|23.0|-9.01|4.98|4.32|1.29|0.0|0.0|1.0|5.0|5.0|-6.1|-4.99|1.02e-05|0.00417|3.8|0.0|-0.05018|5.9934|4.04|-1350.057702|339.59|0.5352|571.9|0.4816|0.70072|-1349.834826|-0.14969|7.7145|0.02818646|-1349.895534|9.2157|46.0|7.3372|7.3372
8k_a46|-3.737070812|0|0|0.1337610719999999|7.727094485|1|1|-0.006208399|-0.061030265|0.0|-0.397337564|-0.114070359|10.31928125|-0.038125|0.002202734|-0.1017929319999999|-0.030019362|-0.050069565|-0.510222233|2|0.73768327|0.095179795|-0.051289238|0.7381768390000001|-0.08638304|0.400181795|0.009441365|-61.98124174|6.774333772|104.0919365|187.86239430000003|-0.033099828|-44.45419269|4.860695117|-1.985989657|70.036452|0.4938768979999999|-1424.980013|0.173430886|15.94634031|0.975803904|124.4394929|28.73282642|1723.969585|865.6610153999999|1.0|0.0|1.0|2.0|2.82|23.0|-8.66|2.94|5.37|1.86|0.0|0.0|1.0|5.0|6.0|-6.75|-5.13|7.47e-06|0.00355|3.45|0.0|-0.0398699999999999|5.0379|7.63|-1845.257085|302.15|0.1354|642.39|0.41618|0.5577300000000001|-1844.970617|-0.16967|3.4118|0.04718819|-1845.037411|3.8107|147.0|6.8327|6.8327
8a_a12|0.0|0|0|0.0|0.0|1|1|-0.00771093|-0.205012437|0.0|-0.362413703|-0.050603335|10.95472846|-0.084035283|0.000249868|-0.3422915179999999|-0.135424346|-0.226106307|-0.5385001079999999|2|0.913877696|-0.1261547959999999|-0.146966854|0.892656426|-0.05926895|0.221703535|0.010336879|-30.69873711|5.354053791|46.32568673|55.59930083|-0.033836466|-24.96342938|2.773166902|-1.4888045019999998|55.45388635|0.46777503|-771.1359521|0.208569274|9.607296424|0.878904705|108.02980890000002|22.14447395|974.3568539|464.1781753|1.0|1.0|0.0|1.0|3.06|18.0|-7.89|3.87|2.5|2.89|0.0|0.0|1.0|3.0|4.0|-6.04|-4.21|6.19e-05|0.0203|3.18|0.0|-0.06246|3.9091|3.41|-1046.0210880000002|317.17|0.2486|424.14|0.6309100000000001|0.6309100000000001|-1045.851982|-0.15696|3.6588|0.02180654|-1045.902509|5.4032|199.0|6.7011|6.7011
37_a18|0.0|0|0|0.0|7.03438793|2|2|-0.005351023|-0.018268775|0.0|-0.385273662|-0.034593342|10.94702064|-0.011713125|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.224171123|-0.44541772|0|0.7100921609999999|0.020848396|-0.020149364|0.831783747|-0.068500679|0.385121249|0.009098426|-50.09028298|6.653112344|12.63119843|123.0060763|-0.0286221589999999|-40.02719655|4.865006968|-1.946306811|65.15554136|0.488368082|-1423.213033|0.2351233969999999|18.49074823|0.954530133|171.9311063|27.36337253|1860.709332|1056.535856|0.0|1.0|1.0|2.0|0.0|18.0|-8.82|3.68|3.3|3.33|1.0|0.0|1.0|7.0|3.0|-6.14|-5.47|3.35e-06|0.00161|4.36|0.0|-0.04925|3.2127|8.11|-1532.974371|385.91|499.0|673.45|0.69305|0.69305|-1532.553949|-0.13194|2.2872|0.02274574|-1532.622404|3.0375|35.0|7.4559|7.4559
12bh_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.006687484|0.001012669|0.0|-0.401249012|0.075747971|10.94728093|-0.035747988|0.0045625|0.0016901289999999|-0.101854847|-0.169994208|-0.43574839|1|0.902377067|-0.211972014|-0.0591586759999999|0.833491953|-0.070687668|0.317612728|0.017627098|-47.04367494|11.73109101|83.08294358|110.81353529999998|-0.035569289|-44.11115058|7.807212275|-1.991880197|76.46867897|0.482052584|-1325.625342|0.216705778|14.56834609|0.930697921|144.22085800000002|30.2209316|1692.3721690000002|729.1873176|1.0|0.0|1.0|2.0|0.0|17.0|-7.34|3.76|2.5|2.45|0.0|0.0|1.0|5.0|4.0|-6.38|-4.6|2.5e-05|0.0102|3.41|0.0|-0.0525299999999999|3.8811|3.79|-1311.558898|341.97|0.4386|575.23|0.69377|0.7039|-1311.293683|-0.14915|5.8338|0.03071385|-1311.356102|7.7975|14.0|7.8539|7.8539
