molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50
13_a1|0.0|1|0|3.409865599|0|7.423568444|1|1|1.430073963|0.0|5.351858133|-0.144782061|1|0.036382114|0.1129747169999999|0.0|-0.597786194|-0.008672236|-0.0594321759999999|10.94989555|1|1|-0.005924486|0.1769162319999999|-0.07665159|-0.485427571|0.87703849|0.76714213|-0.051729721|0.833702788|0|0.6794604670000001|-0.111667908|0.033737733|19.62059449|0.320539533|-0.040302516|-36.08180773|11.41059871|528.3795274|77.55889436|84.56244352|0.477212829|2555.623166|395.1486144|1786.445642|-13.63090514|0.291737016|7.493979856|14.33466671|0.912824292|169.6632599|-613.3907313999999|0.026679865|505.2124255|15.51600461|1.0|1.0|1.0|2.83|0.09|4.75|1.74|1.0|0.0|1.0|-4.29|28.0|5.0|0.0|3.23|-4.34|0.0192|4.58e-05|2.94|0.0|4.24e-06|-0.04962|4.0783|613.52|0.5339|472.52|0.65363|-1238.174491|0.3535|-0.13921|-0.18883|-1238.22919|6585.0
28_a47|0.0|0|1|0.0|1|6.842683282|0|0|1.4201653580000002|1.408016295|4.727387819|-0.23494583|2|0.038387534|0.023813594|1.121067445|-0.436042548|-0.013020816|-0.00496711|10.95058275|1|1|-0.010153352|0.06536499|-0.046265509|-0.435485503|0.635684951|0.832144916|-0.175007067|0.614975047|1|0.605349345|-0.1132830309999999|0.026080156|15.50250691|0.394650655|-0.038135461|-37.72858603|9.214964819|83.61576722|82.27079846|82.83994768|0.472690874|2616.1598940000003|359.8303775|1337.037733|-13.47449501|0.34774073|7.864990866|14.91533234|0.8964208090000001|206.7032519|-565.9287905|0.031626405|428.5826478|18.79929562|1.0|1.0|1.0|2.03|0.05|2.49|1.67|1.0|0.0|1.0|-3.67|28.0|6.0|0.0|2.4|-3.66|0.0816|0.000217|1.97|0.0|4.59e-05|-0.05471|3675.0|599.88|0.2996|461.73|0.69002|-1335.571655|0.2996|-0.15049|-0.2052|-1335.6279869999998|7.6
15b_a50|0.0|0|1|0.0|2|7.934155233999999|1|1|1.353059441|4.112770601|5.82008293|-0.05484142|1|0.032843915|-0.103807905|2.018777006|-0.22696498|0.004641091|-0.06083723|10.94501702|2|2|0.005203263|-0.17223348|-0.131737048|-0.310946931|0.79846758|0.8259784720000001|0.000882622|0.764606364|1|0.8209134840000001|-0.082576068|0.020083792|11.48191704|0.179086516|-0.028069672|-26.37622116|6.564219549|0.0|60.03646705|58.69070955|0.478989976|2441.264256|469.3167805|1692.3273379999998|-9.174337796|0.3609826579999999|6.89125222|13.22671714|0.919348867|206.3740238|-422.0195386|0.024313507|510.3677388|13.90004811|1.0|1.0|1.0|2.11|0.19|2.71|1.66|1.0|0.0|2.0|-3.18|27.0|4.0|1.0|2.37|-3.6|0.2339999999999999|0.000249|2.11|0.0|0.000687|-0.0333399999999999|4.0561|613.37|0.1796|475.99|0.65917|-1160.275856|0.1796|-0.16737|-0.20071|-1160.330621|7.1024
6c_a31|0.0|1|0|3.423005244|0|7.78113851|1|1|0.6101347220000001|0.0|5.733341277|-0.151732713|0|0.038901235|0.137523742|0.0|-0.790027307|-0.009477764|-0.00219333|10.31169965|2|2|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.582545668|0.831901219|0.790900932|-0.078059285|0.7905201209999999|0|0.641197273|-0.120905075|0.03173578|20.09112958|0.358802727|-0.044739967|-50.62888027|12.71919216|105.7632176|93.4208388|96.63311186|0.4463376229999999|2837.949799|405.9259734|2357.829685|-17.93106176|0.234676081|8.102804662|14.63492011|0.8061548709999999|148.5675636|-860.6909647|0.0212421629999999|597.3075924999999|13.44788285|1.0|1.0|1.0|3.13|0.14|5.58|1.58|2.0|0.0|1.0|-6.09|30.0|5.0|0.0|3.64|-4.94|0.000343|1.15e-05|3.64|0.0|7.9e-06|-0.0581799999999999|3.2974|667.01|0.5028|524.56|0.7014699999999999|-1691.734564|0.5028|-0.13351|-0.19169|-1691.794585|6.4685
14j_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.197963927|3.278390512|5.351858133|-0.071396109|2|0.046283951|0.037350515|0.722606603|-0.322724299|0.007671236|-0.026319216|10.31321824|2|2|0.0075222369999999|0.087218599|-0.073945564|-0.463194548|0.616699629|0.800643488|0.143567854|0.5935522360000001|1|0.8454521620000001|-0.062203032|0.020485263|13.28905737|0.154547838|-0.034989992|-34.60325668|8.620784882999999|83.17168000000001|64.88069411|53.64097592|0.497137467|2943.385528|548.455847|2175.598042|-14.72479008|0.226032829|7.83426417|15.57933561|0.988615047|146.63044480000002|-692.0651337|0.017787992|599.5697147999999|11.53930239|0.0|1.0|1.0|3.41|0.05|3.78|3.4|2.0|0.0|1.0|-5.58|31.0|5.0|0.0|3.77|-5.11|0.00114|7.73e-06|3.68|0.0|9.18e-06|-0.07581|3.6671|670.6|0.3886|528.18|0.65128|-1728.9293280000002|0.3886|-0.14816|-0.2239699999999999|-1728.988797|8.3883
12z_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604983642|0.0|5.351858133|-0.026703371|2|0.040566449|0.034848862|0.0|-0.537984876|0.003529389|0.018796341|10.31162784|1|1|0.005111479|0.05890953|-0.12254489|-0.39205163|0.8397577820000001|0.809127478|-0.02232319|0.794193541|0|0.832920077|-0.071429418|0.030875938|21.47520633|0.167079923|-0.034034824|-52.13870496|14.93669572|0.0|95.20867045|71.1566605|0.48740649|3112.622632|579.3226647000001|2435.831516|-16.464854199999998|0.3691601439999999|8.071510779|15.74641625|0.950863559|256.7627363|-938.4966892|0.029109145|792.3440337000001|20.24634493|0.0|1.0|1.0|0.0|0.21|3.94|2.2|2.0|0.0|1.0|-5.61|33.0|6.0|0.0|2.52|-5.0|0.00113|9.94e-06|3.81|0.0|6.720000000000001e-05|-0.04679|4.8063|739.33|0.1855|580.6|0.5513100000000001|-1804.51674|0.1441|-146.0|-0.19279|-1804.581882|7.3615
4_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.343865392|2.156628874|5.4161004020000005|0.0159331539999999|2|0.036775068|-0.0214610589999999|2.183056868|-0.058013858|0.011760626|-0.110597574|10.92992837|1|1|0.0112367389999999|-0.035166634|-0.048056862|-0.157959343|0.646069495|0.77276149|-0.168712277|0.636572383|1|0.933276024|-0.049768752|0.008570112|4.4155367960000005|0.0667239759999999|-0.0255766729999999|-18.24679326|2.274995377|42.42341622|40.86951119|30.05764711|0.398500394|2221.6122010000004|480.8472306|1883.42405|-6.78950447|0.2062820269999999|5.326452915|8.855289118|0.66251148|106.2816773|-291.9486922|0.010586293|462.1867149|5.454324025|1.0|0.0|1.0|3.09|0.19|4.52|2.66|1.0|0.0|1.0|-4.12|25.0|3.0|1.0|3.64|-4.57|0.0248|2.69e-05|3.52|0.0|8.85e-06|-0.04865|5.382000000000001|566.84|0.1106|394.06|0.55032|-1029.763465|67.0|-0.1696599999999999|-0.21831|-1029.813844|7.1079
12ak_a36|0.0|1|0|3.501132553|0|7.412764017000001|2|2|1.270373882|0.0|5.351858133|-0.0407717229999999|2|0.041728395|0.12041792|0.0|-0.407322296|0.0042553209999999|-0.116440196|10.95268014|1|1|0.005035022|0.198260132|-0.099596099|-0.439326642|0.901715152|0.815627016|0.051506104|0.860667615|0|0.848705143|-0.069176342|0.019931266|14.3700664|0.151294857|-0.032660864|-47.69888026|10.36054668|25.9007405|79.17567486|64.24490364|0.423822657|2830.816014|611.9003905000001|2735.7986920000003|-16.97756755|0.262560805|7.98672125|13.86156772|0.735576751|189.3013851|-1001.676485|0.018055095|799.5563855|13.01738243|0.0|1.0|1.0|0.0|0.24|3.85|2.66|2.0|0.0|1.0|-4.95|32.0|4.0|1.0|2.66|-4.86|0.0047799999999999|1.39e-05|3.8|0.0|1.7800000000000002e-05|-0.04929|3.8734|730.3|0.4514|584.05|0.69463|-1350.57563|0.0001|-0.15275|-0.20204|-1350.637958|7.3372
12f_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604990261|1.768354671|5.4161004020000005|-0.015621373|0|0.040501792|0.070099257|0.807254372|-0.235838511|0.008525796|0.108909202|10.31197207|2|2|0.006841832|0.115814835|-0.033224348|-0.397377446|0.679527138|0.777316288|-0.160218113|0.605644757|1|0.909993912|-0.067004323|0.021549915|11.90644165|0.090006088|-0.032879466|-25.09213464|6.57837176|61.55859085|56.53158029|48.92668311|0.490421149|2383.68369|502.7764322|628.5604981|-10.03685385|0.268555948|8.404802652999999|16.49362536|0.962404834|148.3785764|-351.2898849|0.0201199619999999|384.1423925|11.1163852|0.0|1.0|0.0|3.61|0.06|5.35|3.99|2.0|0.0|1.0|-6.58|24.0|3.0|0.0|4.76|-5.99|0.0001|1.02e-06|5.4|0.0|1.8100000000000003e-05|-0.07761|4.3313|572.63|0.4348|487.85|0.6679999999999999|-2212.222254|0.3858|-0.11765|-0.19526|-2212.275094|6.4202
8c_a12|0.0|0|0|0.0|0|0.0|1|1|1.283851303|0.0|0.0|-0.055163114|3|0.038787879|-0.106633503|0.0|-0.447739674|-0.004211843|-0.036504737|10.95472932|0|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.606245231|0.905486734|0.782864175|-0.10899871|0.845077891|0|0.840397446|-0.067004282|0.019604202|10.00357546|0.159602554|-0.038245644|-26.55601426|5.104595615|0.0|61.66383178|44.19432689|0.472503372|2190.852814|428.8355831|1245.6132289999998|-9.958505349|0.235550168|5.670223821|10.74930819|0.8957467170000001|120.19586|-398.3402139|0.018855428|390.0159026|9.621493319|1.0|0.0|1.0|2.24|0.11|2.81|2.02|0.0|0.0|1.0|-3.47|24.0|5.0|1.0|2.23|-3.72|107.0|0.0001899999999999|2.5|0.0|2.28e-05|-0.06706|4.3598|551.66|466.0|402.43|0.53657|-1022.613451|0.1355|-0.15571|-0.2227699999999999|-1022.663298|7.3979
12u_a36|0.0|1|0|3.508898495|0|7.412764017000001|2|2|1.270259304|0.0|5.351858133|-0.0407717229999999|2|0.042560386|0.033763276|0.0|-0.407105926|0.0042553209999999|-0.063855309|10.95266014|1|1|0.005035022|0.055588998|-0.099596099|-0.438988314|0.901715152|0.8101678720000001|0.080270195|0.860667615|0|0.842227829|-0.07260571|0.017639065|12.27663887|0.157772171|-0.03452119|-46.98143813|8.544435884|5.944854912|78.06218646|62.80959338|0.486156325|2831.106839|586.1833819|2455.7556010000003|-16.72220679|0.22061252|7.65672775|14.90088936|0.946117173|153.5444314|-986.6102007|0.015171583|799.5563855|10.55929252|0.0|1.0|1.0|0.0|0.24|3.85|2.66|2.0|0.0|1.0|-4.95|32.0|4.0|1.0|2.66|-4.86|0.0047799999999999|1.39e-05|3.8|0.0|1.7800000000000002e-05|-53.0|3.8847|739.12|0.4267|590.18|0.69258|-1350.575382|0.0176|-0.15109|-0.20409|-1350.638138|7.7959
5a_a40|0.0|0|0|0.0|1|8.149890544|0|1|0.604913477|1.688148148|6.167516491000001|0.059258947|0|0.0388888889999999|-0.108428634|0.808197279|-0.152120625|0.011345707|0.180125135|10.31198338|2|2|0.010425818|-0.191663433|0.004130836|-0.363338726|0.538671739|0.756882266|-0.442215721|0.5263598389999999|1|0.8531783270000001|-0.078132307|0.020641204|9.135164355|0.146821673|-0.036396585|-17.82228195|4.042943749|52.43850484|46.06507254|43.71412865|0.4889874279999999|1847.672595|377.5905776|508.8362301|-7.128912782|0.177534728|5.507689573|10.7779923|0.956899016|78.57142892|-213.8673835|0.0130940839999999|244.8873477|5.795040371|0.0|1.0|1.0|2.49|0.21|3.68|1.85|0.0|0.0|2.0|-4.13|19.0|3.0|1.0|2.8|-3.67|0.0202|0.000213|2.88|0.0|0.0241|-0.0657799999999999|3.7921|466.79|0.4461|353.51|0.69499|-1177.51016|0.4461|-0.15066|-0.21644|-1177.555706|7.0915
14x_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.197963189|3.101221922|5.351858133|-0.111315218|2|0.04314059|0.05740118|0.6753138120000001|-0.335030301|0.003379755|-0.075184011|10.31321817|2|2|0.003906274|0.160327487|-0.073958723|-0.443633823|0.5788469970000001|0.802520527|-0.035031888|0.558482531|1|0.7768288609999999|-0.0708831479999999|0.022095943|14.64350681|0.223171139|-0.034056109|-37.00022522|9.704599953|87.28077098|70.40248829|61.61945314|0.468120981|3071.48868|514.8229467|2382.851643|-14.95753786|0.277788677|7.777802167999999|14.62325432|0.880126802|184.0971574|-703.0042792|0.0219879679999999|597.2903597999999|14.57194888|0.0|1.0|0.0|3.42|0.05|4.2|3.78|2.0|0.0|1.0|-5.68|32.0|6.0|0.0|4.06|-5.27|0.0009369999999999|5.41e-06|3.78|0.0|5.23e-06|-0.08216|4.0641|675.21|0.3184|537.48|0.6757|-1828.168422|0.3057|-0.15259|-0.23475|-1828.228912|8.4949
11c_a31|0.0|1|0|3.336985072|0|7.765993078999999|1|1|0.6101368770000001|0.0|5.733341277|-0.141329185|0|0.037731481|-0.031640011|0.0|-0.847114804|-0.011679927|-0.137912959|10.31169916|2|2|-0.008375297|-0.0512371409999999|-0.0992097109999999|-0.572548808|0.825336018|0.839810365|0.013528742|0.787929678|0|0.564143263|-0.138002689|0.034256743|20.06220362|0.435856737|-0.042457317|-48.16624372|11.74927853|70.98337779|99.31985763|100.8824395|0.47997061|2470.585429|330.3862551|1770.045716|-14.56188764|0.323910768|7.259183801|13.95917988|0.922968238|189.6959033|-626.1611682999999|0.029155542|449.7512005|17.07472346|0.0|1.0|1.0|2.66|0.28|5.04|1.03|1.0|0.0|2.0|-5.11|26.0|6.0|0.0|3.04|-3.98|0.00285|0.000105|2.82|0.0|0.000537|-0.03532|3.8551|622.22|0.2627|512.9|0.7005899999999999|-1559.194237|0.2627|-0.15994|-0.19526|-1559.253116|6.8861
12u_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604983445|0.0|5.351858133|-0.027452346|2|0.043383838|-0.091507428|0.0|-0.367578706|0.002431329|0.028815747|10.31162873|1|1|0.001805829|-0.15896471|-0.0493878409999999|-0.467189145|0.8149999040000001|0.83236194|-0.055829439|0.711738503|0|0.84944095|-0.0773921259999999|0.015562896|10.42404292|0.15055905|-0.03794847|-43.90644499|6.982033926000001|0.0|75.26051582|62.26136323|0.443167712|3001.03926|568.9563615000001|2608.6452440000003|-17.02494806|0.189537132|7.804487592999999|14.01586754|0.7958728709999999|126.9521524|-834.2224549|0.014495402|685.6665849999999|9.709034401|0.0|1.0|0.0|0.0|0.14|5.11|3.79|2.0|0.0|1.0|-6.58|31.0|4.0|0.0|3.59|-6.04|0.000123|9.14e-07|5.12|0.0|7.39e-06|-0.0528299999999999|3.5003|705.15|0.1502|559.16|0.6847|-2494.736802|0.1502|-0.1486299999999999|-0.20146|-2494.7995530000003|7.4647
5e_a40|0.0|0|0|0.0|1|8.149890544|0|1|0.604912776|1.661964758|6.167516491000001|0.0601021459999999|0|0.044526749|-0.106497535|0.7768055559999999|-0.162528785|0.009890343|0.158430496|10.31198323|2|2|0.008306061|-0.184667138|0.005996234|-0.391074665|0.535506399|0.8092726020000001|-0.402340487|0.5087199929999999|1|0.864422751|-0.076883794|0.019851304|9.440323938|0.135577249|-0.035889706|-20.29110082|4.489363277|51.7148695|48.81318333|46.00255248|0.47779156|1986.384601|411.0778166|512.5703164|-8.116440327000001|0.177640532|6.533857846|12.51197289|0.914944155|84.47727896|-243.4932098|0.012921086|264.9899736|6.144645946|0.0|1.0|0.0|2.73|0.21|4.3|2.37|1.0|0.0|2.0|-4.78|20.0|3.0|1.0|3.33|-4.25|0.00505|5.56e-05|3.51|0.0|0.00678|-0.07231|3.7138|493.19|0.5262|390.33|0.69675|-1637.115238|0.5262|-0.14786|-0.2201699999999999|-1637.162552|7.6021
15a_a50|0.0|0|1|0.0|2|7.934155233999999|1|1|1.3530592819999998|4.126145086|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|2.020652006|-0.234757789|0.005366038|-0.15010386|10.94500663|2|2|0.005828749|-0.072976638|-0.128070491|-0.325638639|0.797917311|0.821868651|-0.051676609|0.76745052|1|0.837789896|-0.0783960279999999|0.018014615|10.77967103|0.162210104|-0.029316925|-30.25705388|6.450390922|0.0|61.78266878|57.69065967|0.4476230879999999|2503.770258|501.3207109|1754.903963|-10.49734522|0.294589405|8.095541483|14.65582885|0.8103580690000001|176.277812|-514.369916|0.018747341|569.5267957000001|11.21812301|1.0|1.0|1.0|2.63|0.23|3.23|1.87|1.0|0.0|1.0|-3.6|28.0|4.0|1.0|2.76|-3.92|0.0933|0.0001189999999999|2.51|0.0|0.0003|-0.03255|4.0408|644.4|0.1767|519.38|0.66132|-1199.572081|0.1767|-0.16693|-0.19948|-1199.629702|7.3872
17_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.605019885|0.0|4.727387819|-0.118246266|2|0.047430556|-0.015463451|1.709081227|-0.349676046|-0.007540435|-0.041723219|10.31163036|1|1|-0.006696449|-0.027542873|0.020589494|-0.633373061|0.881253042|0.767641592|0.1789147639999999|0.773152968|1|0.803075623|-0.098658557|0.010321361|5.251911643|0.1969243769999999|-0.039557272|-24.87357062|2.672377884|76.17242478|55.39769571|55.45324083|0.4383349039999999|2196.728425|408.6362608|1667.279771|-10.24205849|0.159937821|6.2477303310000005|11.12358659|0.780420408|81.38261354|-348.2299886|0.012803096|353.7528308|6.514715538|1.0|1.0|1.0|2.65|0.0|4.96|2.37|1.0|0.0|1.0|-5.53|23.0|3.0|0.0|3.71|-4.93|1.0|1.18e-05|3.88|0.0|1.11e-05|-0.0720399999999999|3.2102|537.32|0.4062|393.58|0.69481|-1731.6147670000005|0.4062|-0.13155|-0.20359|-1731.663157|7.6383
7c_a10|0.0|0|0|0.0|1|7.535296702|1|1|1.343178184|2.1219657030000003|5.4161004020000005|0.012145872|2|0.039433962|-0.1122332619999999|1.798334646|-0.206388032|0.01006918|-0.033792245|10.92926158|1|1|0.0107756969999999|-0.176560297|-0.12177839|-0.215874011|0.725146704|0.7928588059999999|-0.087063341|0.6952665379999999|1|0.906276489|-0.05074318|0.027436939|16.04055193|0.093723511|-0.0223398779999999|-29.95538587|9.377842892|58.07647902|67.01436709|45.70671102|0.4675549639999999|2616.8970870000003|529.8395322|1881.379304|-7.635686595|0.47369361|6.703148323|12.58937144|0.8781281320000001|276.93712|-389.4200163|0.0269852389999999|611.4957509|15.7764728|1.0|1.0|1.0|3.49|0.26|4.59|1.99|1.0|0.0|1.0|-4.44|29.0|5.0|1.0|3.59|-4.69|0.0139|2.05e-05|3.46|0.0|6.4e-06|-0.04004|5.4267|635.47|0.4049|488.89|0.41348|-1258.744382|0.0921|-0.16055|-0.20059|-1258.801509|5.4191
11_a27|0.0|1|0|2.680511093|0|7.535296702|1|2|1.1606177359999998|0.0|5.4161004020000005|-0.003527607|2|0.042533875|-0.080272515|1.3706083080000002|-0.344117757|0.004538653|-0.0864111069999999|10.93910312|0|0|0.005111147|-0.1299181459999999|-0.041662169|-0.488734846|0.734834532|0.814843016|-0.0357410779999999|0.7146215429999999|1|0.7645505|-0.079921166|0.016171515|8.553922917000001|0.2354494999999999|-0.034296948|-26.52978026|4.524597532|72.60399149|56.8702158|50.82822357|0.4528656239999999|2339.465471|404.4089873|1646.903525|-9.595877966|0.1911041289999999|5.231762955|9.562117063|0.82770457|101.0845293|-451.0062644|0.012694323|504.209846|6.714661907000001|0.0|0.0|0.0|0.0|0.35|2.72|3.06|0.0|0.0|1.0|-3.68|26.0|4.0|1.0|2.04|-4.02|0.0716|9.45e-05|2.73|0.0|0.000283|-0.05985|3.3426|571.4|0.3492|415.32|0.6125|-1122.190727|0.0793|-0.1022|-0.16205|-1122.242519|8301.0
19_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|1.438829424|1.898101852|5.351858133|-0.169170251|1|0.044107744|-0.189862762|0.0|-0.5357267960000001|-0.00802652|-0.143343425|10.95957634|1|1|-0.0042364759999999|-0.29861864|-0.255220734|-0.469568766|0.866604574|0.8022000659999999|0.08178394|0.818710955|0|0.6399024520000001|-0.112877411|0.039589023|19.74799697|0.360097548|-0.039656969|-31.24772528|9.850795895|470.4453529|77.38527508|76.05407906|0.467358389|2127.363207|319.1993829|1537.244187|-9.86770272|0.3377105079999999|5.495780422|10.31797048|0.877434994|168.4584665|-374.9727034|0.029554695|337.9440349|14.74262256|1.0|0.0|1.0|2.77|0.18|2.69|1.08|0.0|0.0|2.0|-2.73|23.0|5.0|1.0|2.1|-3.15|574.0|0.000704|1.66|0.0|0.00291|-0.02901|4.1721|538.96|0.2189|421.62|0.6897300000000001|-1046.458335|0.2189|-0.1735|-0.20251|-1046.509891|6.0044
12al_a36|0.0|1|0|3.469383582|0|7.412764017000001|2|2|1.297043737|0.0|5.351858133|-0.04314418|2|0.042739018|0.1030147719999999|0.0|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|1|1|0.003077071|0.172830414|-0.1430106119999999|-0.404703593|0.8913597320000001|0.8344566859999999|0.125005134|0.84179881|0|0.801179217|-0.077842923|0.026927826|17.71943397|0.198820783|-0.035305316|-45.86257662|11.65999569|0.0|86.77628559|68.94274882|0.456856406|2843.740855|527.2034213000001|2244.88081|-15.28752554|0.328915355|8.774664332|16.15533063|0.841133748|216.4375922|-825.5263792000001|0.025956027|679.7230552999999|17.07995636|0.0|0.0|0.0|0.0|0.17|2.77|1.72|1.0|0.0|1.0|-3.95|31.0|5.0|0.0|1.81|-4.07|0.0464|8.499999999999999e-05|2.65|1.0|8.340000000000001e-05|-0.04998|3878.0|702.95|0.4466|554.23|0.6945399999999999|-1347.196501|0.0095|-0.14558|-0.1955599999999999|-1347.257936|7.3188
22_a10|0.0|0|0|0.0|1|7.535296702|1|1|1.343837143|2.113627059|5.4161004020000005|-0.017163935|2|0.036101695|-0.026750502|1.880539113|-0.332316729|0.008350227|0.01204992|10.92966136|1|1|0.008903905|-0.042831367|-0.129989728|-0.356699217|0.670763832|0.747363443|-0.02603707|0.646474494|1|0.8698299140000001|-0.053881447|0.016720696|13.023146|0.130170086|-0.022372463|-39.42279832|10.14325785|60.10354816|71.13124588|54.98945848|0.422182297|3241.833491|677.4790907|2668.5420940000004|-13.57178303|0.435676666|8.84228648|15.30289992|0.730649641|339.3328129|-827.8787647|0.026340252|916.8601445|20.51547079|1.0|1.0|1.0|4.14|0.17|4.64|2.8|2.0|0.0|1.0|-5.34|36.0|5.0|0.0|4.26|-5.53|0.00217|2.95e-06|4.1|0.0|2.03e-07|-0.05712|4.8251|770.92|0.2624|602.93|0.4483899999999999|-1543.893507|0.1922|-0.16095|-0.2180699999999999|-1543.959333|5.9586
12be_a36|0.0|1|0|3.466734143|0|7.412764017000001|2|2|1.297042758|0.0|5.351858133|-0.0419484829999999|2|0.043854875|0.118420241|0.0|-0.580823835|0.000482522|-0.08981965|10.95957887|1|1|0.002872872|0.19405344|-0.176729938|-0.3825349939999999|0.884226781|0.812921349|0.132962547|0.8350231859999999|0|0.798015877|-0.0780531429999999|0.033763464|23.42501577|0.201984123|-0.031937334|-52.44976141|16.25222352|0.0|99.62604537|77.57811183|0.4564615729999999|3039.9167260000004|553.6616295|2552.721046|-15.37320593|0.433925602|8.773114043|16.14074295|0.839796323|301.05661160000005|-891.645944|0.034632557|766.4854363|24.02799032|0.0|0.0|1.0|0.0|0.21|2.83|1.42|1.0|0.0|1.0|-4.11|33.0|6.0|0.0|1.75|-4.15|0.0342|7.13e-05|2.62|1.0|7.11e-05|-0.0518799999999999|5.2184|739.48|0.7034|594.44|0.40844|-1461.68274|0.0018|-0.13781|-0.18969|-1461.747501|7.3565
7_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.343865525|2.060422336|5.4161004020000005|-0.003297033|2|0.037694444|-0.07290303|2.048170299|-0.076100699|0.008409909|-0.125778587|10.92992954|1|1|0.008242591|-0.162314698|-0.042220092|-0.174410426|0.527072036|0.8046449179999999|0.022270259|0.518356619|1|0.825830607|-0.0650223009999999|0.01470626|7.402610584|0.174169393|-0.026733161|-18.06277106|3.726212114|79.08210981|44.34066533|40.13253521|0.437317462|2286.169166|415.6938929|1915.566579|-6.773539148999999|0.282008333|5.512905888|9.797542165|0.7772010559999999|141.9530115|-270.9415659|0.016800137|407.1471338|8.456594282000001|1.0|0.0|1.0|2.7|0.15|4.42|2.82|0.0|0.0|1.0|-3.81|25.0|4.0|1.0|3.56|-4.41|0.0514|3.92e-05|3.22|0.0|1.15e-05|-0.05217|4.0379|538.92|0.0697|365.73|0.59702|-1089705.0|0.0697|-0.16975|-0.2219199999999999|-1089.753885|6821.0
1_a15|0.0|0|0|0.0|0|0.0|0|0|1.419940974|0.0|0.0|-0.043374667|2|0.0381893|0.06459652|0.0|-0.541427319|0.001244652|-0.068297833|10.95880609|0|0|0.003816011|0.096086011|-0.1816819589999999|-0.34192045|0.836466114|0.705825714|0.101406325|0.795437721|0|0.875723465|-0.068077117|0.026214985|16.94887506|0.124276535|-0.031142386|-46.71058649|10.95802135|63.14412039|90.40184737|60.96303497|0.437969049|3000.975833|566.1848585|2855.495631|-13.01770443|0.394072483|6.580146251|11.7078005|0.77926144|254.7811976|-794.0799704|0.0280791829999999|851.7423982|18.15414234|1.0|1.0|1.0|4.18|0.19|5.46|2.2|3.0|0.0|0.0|-6.55|34.0|6.0|0.0|4.68|-5.97|0.00013|1.08e-06|5.23|0.0|4.36e-08|-0.04142|4.3834|697.35|0.2464|598.34|0.64662|-1509.785098|0.0061|-0.1365|-0.17792|-1509.851127|7.3565
