molecula|NaaNH|Wavelength (max. Transition) (nm)|Approximated area|n9FaRing|Contribuition (max. transition)|NaasN|nARing|BCUTs-1l|Gibbs Free Energy|Dipole (water)|MATS7i|SaaaC|n5aRing|n6aHRing|PPSA3|FNSA4|WNSA5|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|Num. of Aromatic heavy atoms|TPSA_y|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Total Energy (water) (Hartree)|pIC50
18_a4|0|274.59|404.27|0|0.52475|1|1|1.3998285519999998|-1033.398285|3498.0|0.049240675|0.0|1|1|8.729352711|-0.03479101|-20.88721799|825.3658678999999|0.0|0.0|17.0|50.94|0.000312|0.0959|-1033.480025|5.5817
1k_a5|1|262.56|398.63|0|0.53086|0|0|1.427567903|-1050.468159|2.3036|-0.095857885|0.0|1|2|5.571869083999999|-0.0301207529999999|-19.44172742|786.3865923|1.0|0.0|23.0|54.46|4.970000000000001e-05|0.0157|-1050.548505|7.3188
20b_a10|0|208.89|482.93|0|0.3246|1|1|1.343837209|-1465.395231|7.7954|-0.030238422|1.854149459|1|2|8.331370518|-0.033783202|-36.12803002|1558.922202|1.0|1.0|27.0|95.92|8.13e-06|0.00364|-1465.62724|5.9586
14r_a23|0|208.71|513.71|1|0.30482|2|0|1.197963203|-1728.98403|8.8722|0.014148395|0.7087588690000001|2|2|12.35476415|-0.03654528|-35.61466281|1403.282085|0.0|1.0|26.0|105.02|7.73e-06|0.00332|-1729.1556449999998|8.2684
5_a15|0|286.35|629.67|0|0.62664|0|0|1.419941043|-1470.55517|6.35|0.0729170329999999|0.0|0|2|24.25353664|-0.0273088679999999|-54.73655332|2313.9572780000003|1.0|1.0|24.0|74.73|2.18e-06|0.000967|-1470.816175|7.8861
1j_a5|1|279.68|445.81|0|0.66182|0|0|1.427567371|-1065.723417|3.0364|-0.115553003|0.0|1|2|10.57633738|-0.027258236|-21.49609451|973.7343247|1.0|1.0|23.0|63.69|6.29e-05|0.0206|-1065.849941|7.6198
5_a18 (BIBF0775)|0|378.13|691.68|0|0.69298|0|2|1.251175715|-1571.914419|2.8009|-0.0366107389999999|0.0|0|0|6.418873637000001|-0.029755876|-44.61038661|1955.044427|0.0|0.0|18.0|76.5|1.91e-06|0.000946|-1572.313227|7.4685
9a_a40|0|263.42|411.01|0|0.47831|1|0|0.604993021|-1217.873686|5.09|0.168990628|0.921628874|2|0|5.334966331|-0.032156295|-17.0405052|608.6970611|1.0|1.0|20.0|58.43|8.33e-06|0.00243|-1217.955997|6.6696
13k_a6|1|242.53|577.68|0|0.4547|0|1|1.42421381|-1465.621288|10.5079|0.051404465|0.0|1|1|20.6185734|-0.045420752|-61.29890279999999|2215.299472|1.0|1.0|23.0|115.15|1.7100000000000002e-05|0.0075599999999999|-1465.862962|7.3372
21_a34|0|288.26|530.93|0|0.6893199999999999|1|2|1.425532331|-1483.12009|7.9399|-0.125881566|0.0|1|1|22.9240533|-0.041572921|-53.03643341|1953.562249|0.0|1.0|23.0|86.55|1.94e-05|0.0085|-1483.3359380000002|5.4737
13c_a6|1|206.92|596.15|0|0.48478|0|1|1.424213869|-1389.184603|9.2467|0.049627353|0.0|1|1|20.79409503|-0.039875482|-51.54254258|1863.438327|1.0|1.0|23.0|95.85|5.42e-06|0.00229|-1389.39897|7.1367
1g_a5|1|259.26|448.93|0|0.4386899999999999|0|0|1.4275159730000002|-1065.727193|5.2707|-0.011534568|0.0|1|2|10.9506874|-0.027205531|-21.388323|974.3909596|1.0|1.0|23.0|63.69|6.29e-05|0.0206|-1065.846194|6.9393
25d_a34|0|290.15|554.05|0|0.6764600000000001|1|1|1.433689841|-1426.307095|8.0068|-0.163072107|0.0|1|1|19.36462983|-0.044492794|-54.29641443|2006.828923|1.0|1.0|23.0|90.3|3.3e-05|0.0141|-1426.496796|6.0223
12n_a30|0|238.43|506.94|0|0.27009|0|2|0.604984682|-1674.83759|6.32|-0.1144447669999999|0.0|1|1|10.77573511|-0.038674741|-41.97990569|1496.934657|1.0|1.0|17.0|81.65|9.71e-06|0.00405|-1675.011418|7983.0
47f_a18|0|400.42|874.24|0|0.6984600000000001|0|1|1.251175676|-1741.802171|4.4861|-0.048472184|0.0|0|0|11.75478965|-0.0289997239999999|-61.15474298|2676.957843|1.0|0.0|18.0|88.97|3.01e-06|0.00163|-1743.375413|8.0458
16_a3|0|384.94|368.22|0|0.6944100000000001|0|0|0.605020428|-1371.297964|3613.0|0.027762972|1.614080058|1|2|6.027544549|-0.041233465|-24.42909382|834.5848652000001|1.0|1.0|21.0|92.93|3.2200000000000003e-05|0.0104|-1371.388717|7.3768
12e_a36|1|323.18|507.03|0|0.6814600000000001|0|2|1.29704412|-1272.0579810000002|8735.0|0.144415507|0.0|1|1|12.12502373|-0.036203518|-40.85494129999999|1603.556077|1.0|0.0|17.0|69.2|5.05e-05|0.02|-1272.2668210000002|7.8539
12bg_a36|1|318.36|554.7|0|0.69395|0|2|1.29692796|-2151.975577|9.3601|0.057879142|0.0|1|1|13.44952052|-0.036959207|-48.31008346|1695.0272350000002|1.0|1.0|17.0|69.2|6.55e-06|0.00295|-2152.13793|7.8239
47j_a18|0|399.25|776.31|0|0.6983600000000001|0|1|1.251176464|1625.053346|5.2118|-0.048528478|0.0|0|0|12.42035127|-0.033837212|-57.32800549|2410.265089|1.0|0.0|18.0|97.76|7.32e-06|0.00366|-1625.445572|7.4559
3b_a49|0|265.67|480.08|0|0.5798|1|1|1.343850026|-1293.106236|3.1637|-0.090939066|1.844602991|1|2|8.304484449|-0.0276739079999999|-31.67356498|1340.087338|1.0|1.0|21.0|98.72|0.000256|102.0|-1293.3286859999998|7.6021
12b_a30|0|245.19|516.78|0|0.3159099999999999|0|2|0.604984682|-1674.838225|4.5545|-0.074391852|0.0|1|1|11.01246349|-0.038448551|-39.98560202|1498.236868|1.0|1.0|17.0|81.65|9.71e-06|0.00405|-1675.0107779999998|8.1543
12a_a36|1|323.35|481.98|0|0.67869|0|2|1.297044783|-1232.764108|8.5603|0.078063311|0.0|1|1|12.03249549|-0.037738352|-39.52572284|1533.996157|1.0|0.0|17.0|69.2|0.000101|0.0384|-1232.951968|7.8861
19_a3|1|314.28|362.92|0|0.67351|0|0|1.4316666480000002|-929.193831|2.8758|-0.008897473|1.744747103|1|3|5.419662458|-0.032585664|-19.01853079|700.5653624|1.0|0.0|21.0|67.35|0.000266|0.0764|-929.2818523|7.6383
14a_a5|1|298.75|508.64|0|0.65789|0|1|1.226142247|-1390.352729|2.8163|-0.132625457|0.0|1|2|11.74431806|-0.0271808479999999|-35.98151967|1605.23357|0.0|1.0|23.0|92.79|6.02e-05|0.0256|-1390.592722|6.9508
14aa_a23|0|345.03|588.45|1|0.6805899999999999|2|0|1.19796312|-1708.338059|8.3532|0.031136154|0.758549568|2|2|12.26959478|-0.03159178|-35.2984572|1431.335599|0.0|1.0|26.0|105.02|2.81e-06|0.00123|-1708.5626|8451.0
12f_a30|0|245.09|574.31|0|0.32483|0|2|0.60498366|-1987.848015|4.6865|0.1468972409999999|0.0|1|1|11.07796031|-0.0452183279999999|-54.21787616|2074.08593|1.0|1.0|17.0|90.88|1.2e-06|0.000579|-1988.032639|7.7144
A8301_a51|0|||0||1|0|1.197963627|||0.078523314|1.987294898|1|2|5.293803823|-0.032775831|-32.90818536|1244.737752|1.0|1.0|27.0|87.72|1.17e-06|0.000495||7.9208
14_a15|0|278.5|584.18|0|0.65079|0|0|1.43568901|-1280.87015|5.0894|-0.033982971|0.0|0|2|9.403293601|-0.032888795|-37.68282812|1450.257357|1.0|0.0|24.0|56.27|1.47e-06|0.000584|-1281.105795|7.5229
6e_a31|1|374.76|490.75|0|0.70391|0|1|0.61015618|-1652.503557|8.3583|0.132664341|0.0|2|0|19.89514173|-0.046541668|-48.66969791|1679.262243|1.0|1.0|22.0|131.36|2.18e-05|0.00883|-1652.669408|6.4318
14p_a23|0|346.79|573.24|1|0.6816|2|0|1.197963748|-1721.994023|9986.0|0.041987653|0.733042138|2|2|14.91710363|-0.033660197|-36.77082544|1450.229492|0.0|1.0|26.0|128.81|1.27e-05|0.00554|-1722.181612|8.5302
4S4k_a46|0|234.58|487.43|0|0.5716|1|1|1.134637098|-1053.255345|2.5693|-0.104665424|0.0|1|1|4.1078333030000005|-0.030477338|-24.18078772|893.4991504000001|1.0|0.0|17.0|50.94|1.4800000000000002e-05|0.0049299999999999|-1053.441953|6.7055
2_a20 (SB-505124)|1|340.58|505.82|0|0.69947|0|1|1.183764955|-1089.201587|3.9392|0.013612077|0.0|1|1|15.71798823|-0.0382594189999999|-35.52365346|1164.049211|1.0|1.0|17.0|60.03|1.22e-05|0.0040799999999999|-1089.371784|6.7721
2_a3|0|227.92|340.69|0|0.37284|0|0|0.605017347|-1272.04778|5.4999|-0.103423993|2.058239271|1|2|5.601853871|-0.033150466|-20.68016573|726.4904564|1.0|1.0|21.0|92.93|5.33e-05|0.0162|-1272.143337|5.4
14ae_a23|0|344.06|627.57|1|0.58144|2|0|1.1979624290000002|-1858.7404850000005|9.5944|0.026913008|0.7338690390000001|2|2|24.84237243|-0.0269140239999999|-44.69687612|1999.511567|0.0|1.0|26.0|123.48|8.22e-06|0.0038799999999999|-1858.967022|8.6038
3o_a32|1|350.9|464.85|1|0.70216|0|1|0.609420753|-1805.333039|5.8476|-0.064818511|2.240993002|3|0|7.218280399|-0.031819276|-31.73171751|1051.530112|1.0|1.0|19.0|122.97|1.87e-05|0.00714|-1805.504508|6.6198
12am_a36|1|236.99|562.14|0|0.40752|0|2|1.240140551|-1645.016323|8.0872|0.122824831|0.0|1|1|12.15249658|-0.045928425|-56.3667958|2173.44302|1.0|1.0|17.0|78.43|8.6e-06|4.0|-1645.205296|7.2218
8a_a31|1|325.45|396.15|0|0.7027100000000001|0|1|0.610138387|-1347.446223|5.3042|-0.1480271209999999|0.0|2|0|18.56711239|-0.0416959379999999|-33.35560699|1113.575221|0.0|0.0|16.0|114.29|0.000773|243.0|-1347.541429|6.1024
8_a10|0|264.0|416.69|0|0.41583|1|1|1.3430438530000002|-1257.648047|1.5482|-0.000315856|1.546251312|1|2|8.619652859|-0.029917593|-25.80127401|1109.631361|0.0|1.0|21.0|69.9|2.4100000000000003e-05|0.00926|-1257.84172|6279.0
14ad_a23|0|366.09|618.01|1|0.6956600000000001|2|0|1.197962774|-1858.733603|6.7584|0.118047355|0.735584095|2|2|24.18091285|-0.029653934|-43.85199724|2024.236598|0.0|1.0|26.0|123.48|8.22e-06|0.0038799999999999|-1858.957788|8.3595
19a_a22|0|246.01|567.03|0|0.34556|1|0|1.422917238|-1536.823574|6.5658|-0.020553065|1.545757986|1|2|18.53458775|-0.035138299|-52.17015658|2144.375527|1.0|1.0|27.0|128.68|7.69e-05|0.0356|-1537.071348|7.3188
6b_a31|1|376.29|492.36|0|0.7013199999999999|0|1|0.610136262|-1652.505041|8.8379|0.11647286|0.0|2|0|20.12924648|-0.045675611|-47.81835367|1681.1762649999998|1.0|1.0|22.0|131.36|2.18e-05|0.00883|-1652.671944|7.2676
9d_a40|0|269.1|446.84|0|0.4557199999999999|1|0|0.604992329|-1677.48058|7.9502|0.153818743|0.89023715|2|0|5.539796446|-0.031613312|-19.03015798|639.3115126|1.0|1.0|20.0|58.43|2.23e-06|0.000727|-1677.551678|6.9706
LY364947_a10|1|||0||0|0|1.390175303|||0.0938628109999999|2.084955541|1|2|4.275500834|-0.029665114|-14.69643595|597.7620559999999|1.0|0.0|21.0|54.46|0.000137|0.0374||7.2291
3a_a12|0|292.86|383.08|0|-0.34688|0|1|1.28383802|-951.264072|1.9332|-0.1231529169999999|0.0|0|1|4.615711776|-0.034924502|-21.73969523|853.2786545|1.0|1.0|18.0|37.28|8.8e-05|0.0263|-951.3711872|6.7122
SB431542_a8|1|||0||1|1|1.401734117|||0.096884952|0.0|1|1|20.78806656|-0.048754953|-44.6389196|1764.391093|0.0|1.0|23.0|112.23|7.28e-05|0.0292||4.1019
5f_a40|0|325.97|361.03|0|0.56507|1|1|0.60491326|-1232.898044|7.6183|-0.085493191|0.769837491|2|0|9.349692674|-0.041135239|-23.41506245|746.7683199|1.0|0.0|14.0|101.52|0.000491|0.14|-1232.983157|6.9508
13_a10|0|212.63|376.77|0|0.34881|1|1|1.343837907|-1065.732389|5.3726|-0.093280469|1.794073077|1|2|6.168030793|-0.030119651|-21.04167667|873.7836118999999|1.0|0.0|21.0|63.83|7.87e-05|0.0258|-1065.874094|6.7959
19_a20|1|368.83|519.34|0|0.6987399999999999|0|0|1.4009239059999998|-1368.190746|6.3327|0.103271147|1.622562232|1|3|8.964643162|-0.038340404|-43.03556944|1645.535318|1.0|1.0|27.0|110.44|2.6600000000000003e-05|0.0112|-1368.413151|5585.0
12i _a30|0|246.2|542.74|0|0.43157|0|2|0.604984133|-2035.203042|3.0033|-0.0982344169999999|0.0|1|1|10.32233418|-0.037414255|-41.13938837|1484.657003|1.0|1.0|17.0|81.65|3.61e-06|0.00156|-2035.373964|7.8013
6a_a31|1|349.96|447.66|0|0.70416|0|1|0.610184884|-1613.198178|11.2387|0.08881108|0.0|2|0|20.08876284|-0.045153913|-43.59027182|1607.453976|1.0|1.0|22.0|131.36|4.55e-05|0.0178|-1613.34153|5.9586
12u_a36|1|319.16|590.18|0|0.69258|0|2|1.270259304|-1350.638138|7.8877|0.033763276|0.0|1|1|12.27663887|-0.03452119|-46.98143813|1818.813889|1.0|1.0|17.0|69.2|1.39e-05|0.00589|-1350.8981130000002|7.7959
7s_a46|0|234.06|446.63|0|0.44692|1|1|1.160371307|-974.664103|3.6655|-0.210750635|0.0|1|1|4.458665639|-0.031623562|-20.9694955|814.1975221|0.0|0.0|17.0|50.94|5.76e-05|0.0176|-974.8067569|5.7022
19_a47|0|322.68|412.31|1|0.68924|1|0|1.402889494|-1335.634976|6.3247|0.027033021|1.174354482|1|2|14.85167037|-0.037307124|-32.06567824|1361.067484|0.0|1.0|21.0|98.72|0.000217|0.0824|-1335.75742|7.3
19b_a38|1|231.18|485.64|0|0.38952|0|2|1.297044256|-1431.2418630000002|6.3396|0.013765516|0.0|1|1|13.92699891|-0.041606241|-44.51968852|1699.692918|1.0|1.0|17.0|81.23|4.67e-05|0.0196|-1431.414099|7.9172
26_a20|0|256.05|543.96|0|0.50878|1|0|1.4165417530000002|-1352.098465|4.8742|0.1516835819999999|2.01129617|1|2|8.604974082|-0.0327795789999999|-37.66339899|1493.485239|1.0|1.0|27.0|86.69|9.51e-06|0.00399|-1352.315376|6.8827
13l_a6|1|338.07|578.91|0|0.7002|0|1|1.4242139390000002|-1465.624566|8.9893|0.090187973|0.0|1|1|20.90615311|-0.0451862259999999|-61.3913735|2220.880201|1.0|1.0|23.0|115.15|1.7100000000000002e-05|0.0075599999999999|-1465.865882|6.4145
14e_a25|0|212.19|596.96|0|0.31019|1|0|1.4200152069999998|-1520.767443|7.2625|0.0065927719999999|1.906869097|1|2|10.99497534|-0.038772226|-53.79722636|2005.4567600000005|1.0|1.0|27.0|115.79|1.86e-05|0.0085799999999999|-1521.012915|7.1249
12bb_a36|1|236.69|515.92|0|0.38838|0|2|1.29704416|-1431.238418|8657.0|0.096309833|0.0|1|1|14.16769093|-0.038872447|-47.11573753|1734.6302440000002|1.0|0.0|17.0|69.2|4.81e-05|0.0201|-1431.4091|8.0
12ak_a36|1|320.09|584.05|0|0.69463|0|2|1.270373882|-1350.637958|8.5394|0.12041792|0.0|1|1|14.3700664|-0.032660864|-47.69888026|1883.984673|1.0|1.0|17.0|69.2|1.39e-05|0.00589|-1350.900117|7.3372
19h_a38|1|331.65|452.01|0|0.68472|0|2|1.297044177|-1331.999352|9.0777|0.14165187|0.0|1|1|12.51014765|-0.03959525|-38.17354026|1547.290068|1.0|1.0|17.0|81.23|6.77e-05|0.0272|-1332.187847|8.0348
7_a3|0|210.68|362.61|0|0.3456|0|0|0.60501656|-1731.651178|3.9813|-0.047419994|1.989724777|1|2|4.804535747|-0.036877402|-23.61864737|776.3461295|1.0|1.0|21.0|92.93|1.34e-05|0.00455|-1731.7341420000002|5.9901
12e_a40|0|286.76|445.12|0|0.6826|1|0|0.604990524|-2248.206714|3.7268|0.174870826|0.665270062|2|0|8.195398107|-0.048387621|-36.19867792|1096.13776|1.0|1.0|20.0|98.89|2.27e-06|0.00086|-2248.276958|5.9318
2_a27|0|297.87|420.7|0|0.55857|2|0|1.402655014|-1043.715364|6.8854|-0.196529806|1.267636369|1|2|9.972342226|-0.029261411|-20.65736087|859.4181658|0.0|1.0|21.0|65.6|0.0002009999999999|0.0638|-1043.821085|7.8861
17_a12|0|281.69|419.49|0|0.39539|0|1|0.610029543|-1366.689546|2.9806|-0.210594127|0.0|1|2|5.849860887999999|-0.035198739|-26.12444199|955.9051425|1.0|1.0|17.0|78.41|5.7100000000000006e-05|0.0191|-1366.804178|7.7959
4e_a46|0|292.1|655.69|0|0.5745600000000001|1|1|0.300205548|-1884.324182|3.2466|-0.08224348|0.0|1|2|8.098142567|-0.030951758|-48.825259|1861.114491|1.0|0.0|23.0|124.17|3.92e-06|0.00191|-1884.613031|6.8125
14j_a23|0|338.1|528.18|1|0.65128|2|0|1.197963927|-1728.988797|8.3233|0.037350515|0.722606603|2|2|13.28905737|-0.034989992|-34.60325668|1378.388999|0.0|1.0|26.0|105.02|7.73e-06|0.00332|-1729.15999|8.3883
7d_a10|0|212.18|417.68|0|0.32059|1|1|1.34384996|-1129.0552810000002|3.4695|-0.042667459|1.591760572|1|2|5.567989142999999|-0.024733154|-19.95666068|773.3701306|1.0|1.0|21.0|43.6|1.9e-05|0.00654|-1129.198363|6.0325
1f_a5|1|261.1|442.04|0|0.47267|0|0|1.218960329|-1288.263745|4.9879|-0.118028278|0.0|1|2|4.687041957|-0.035639589|-26.08772825|1049.647453|1.0|0.0|23.0|54.46|1.0800000000000002e-05|0.00396|-1288.353339|6.6198
14c_a23|0|334.81|549.86|1|0.56781|2|0|1.197962449|-2089.354057|10.369000000000002|0.04174584|0.743546646|2|2|12.52192141|-0.034046252|-35.33439343|1357.40568|0.0|1.0|26.0|105.02|2.83e-06|0.00126|-2089.523959|8.6253
9d_a31|1|322.22|630.49|0|0.7006899999999999|0|1|0.61013528|-1657.245966|3.5077|-0.057650507|0.0|2|0|19.79432796|-0.033844766|-55.58917047|1842.914835|1.0|1.0|16.0|117.37|4.06e-05|0.0167|-1657.471475|6.2218
12_a47|1|288.96|400.09|1|0.66387|0|0|1.304330736|-1488.024564|3.5884|0.001435849|1.555521837|1|2|9.382250925|-0.034116917|-24.91541818|913.5950352|1.0|0.0|21.0|66.49|2.77e-05|0.00943|-1488.101254|8.2
16_a47|1|279.29|395.28|1|0.59209|0|0|1.417579067|-1166.951551|3.8601|-0.08282926|1.491023983|1|2|9.676588112|-0.034261359|-24.97833451|966.7808252999998|1.0|0.0|21.0|66.49|3.84e-05|13.0|-1167.046301|9.0
1n_a5|1|282.82|481.06|0|0.44786|0|0|1.427557749|-1179.073189|0.7104|0.002508727|0.0|1|2|13.27640087|-0.030493391|-27.00168194|1198.959638|1.0|1.0|23.0|80.76|6.56e-05|0.0234|-1179.209088|7.5686
12f_a40|0|286.25|487.85|0|0.6679999999999999|1|0|0.604990261|-2212.275094|4.8562|0.070099257|0.807254372|2|0|11.90644165|-0.032879466|-25.09213464|869.2568204|1.0|1.0|20.0|67.66|1.02e-06|0.0003819999999999|-2212.359379|6.4202
12aa_a36|1|318.73|520.19|0|0.6931|0|2|1.297043479|-1401.45065|4.7433|0.03597264|0.0|1|1|16.1504726|-0.04126187|-54.83906299|2083.417693|0.0|0.0|17.0|112.29|0.000359|152.0|-1401.662677|8.0458
7c_a8|1|269.17|579.97|0|0.62361|1|0|1.400027586|-1331.625743|15.7056|0.0493777859999999|0.0|1|1|19.18974586|-0.03366688|-35.30467154|1616.4960130000002|0.0|1.0|23.0|92.93|2.14e-05|0.00851|-1331.8206369999998|4.7307
17a_a25|0|235.34|598.67|0|0.35172|1|0|1.373200859|-1391.385492|5.1401|-0.017081614|2.008884939|1|2|9.033070252|-0.0297670279999999|-40.379488|1572.683056|1.0|1.0|27.0|72.7|7.44e-06|0.00323|-1391.625102|7.6021
9o_a24|1|210.85|432.84|0|0.41688|0|1|1.294229152|-1387.945865|5.9089|-0.087807028|0.0|1|2|10.7072496|-0.032911684|-29.61546471|1454.754155|1.0|1.0|23.0|92.79|3.9500000000000005e-05|0.0167|-1388.147972|6.3507
14ab_a23|0|338.88|595.23|1|0.66532|2|0|1.197962873|-1708.3414239999995|8.4721|0.021287386|0.7586471459999999|2|2|12.31039874|-0.031648261|-35.76253038|1439.872753|0.0|1.0|26.0|105.02|2.81e-06|0.00123|-1708.563399|8.4012
16g_a32|1|342.86|639.49|1|0.70222|0|0|0.609420729|-2034.408165|4.3204|-0.049658216|2.084553994|3|0|17.659402|-0.033839807|-57.31234426|1926.042887|1.0|1.0|19.0|149.27|4.83e-06|0.00213|-2034.621991|7.9586
14a_a23|0|334.02|516.58|1|0.6289100000000001|2|0|1.197964042|-1629.748476|8.3962|0.0446402609999999|0.757767133|2|2|12.33442989|-0.0341809229999999|-32.12331106|1301.215093|1.0|1.0|26.0|105.02|1.1e-05|0.0045299999999999|-1629.928331|8.5498
12f_a36|1|237.95|545.55|0|0.37095|0|2|1.297042537|-1311.345557|7.8454|0.10938259|0.0|1|1|11.77610852|-0.035813075|-43.65234724|1695.785708|1.0|0.0|17.0|69.2|2.6600000000000003e-05|0.0109|-1311.57896|7.9586
25_a47|0|258.29|491.7|1|0.53663|1|0|1.30432753|-1735.279715|5.1625|-0.055724653|1.087932079|1|2|12.27779881|-0.031278972|-32.42203672|1369.668876|0.0|1.0|21.0|84.73|1.52e-05|0.00626|-1735.414386|7.8
4b_a49|0|267.08|509.78|0|0.4151899999999999|1|1|1.343847828|-1332.8586269999998|2.2306|-0.064060521|1.645329244|1|2|14.84890147|-0.030696709|-34.19753462|1463.761596|1.0|1.0|21.0|90.13|0.000132|0.0527|-1333.063439|7.1024
11d_a5|1|280.66|594.45|0|0.66686|0|0|1.388848584|-1238.914819|3.7008|-0.125546291|0.0|1|2|8.151092424|-0.029333375|-34.21147402|1360.625438|1.0|1.0|23.0|66.93|5.14e-05|0.0198|-1239.127458|7.8239
12ba_a36|1|236.13|547.82|0|0.3989999999999999|0|2|1.297043659|-1417.249741|4.5448|0.087201747|0.0|1|1|16.57882744|-0.037526591|-49.20258616|1859.713557|1.0|1.0|17.0|116.78|5.65e-05|0.0244|-1417.454721|7.6778
3j_a32|1|354.42|405.19|1|0.7028|0|1|0.609420782|-1671.402462|5.9266|-0.029763115|2.248764828|3|0|7.315176208|-0.030815085|-26.79963418|808.6988876|1.0|1.0|19.0|110.94|1.58e-05|0.00533|-1671.507439|8.0969
12g_a30|0|244.53|577.31|0|0.26238|0|2|0.6049842529999999|-1743.029147|5.3027|-0.037395048|0.0|1|1|18.59520651|-0.040568357|-47.51931027|1810.9797|1.0|1.0|17.0|114.67|9.71e-06|0.00427|-1743.214798|8.0334
1_a1 (SKF-104365)|0|318.72|358.09|0|0.70081|1|1|0.626769342|-1279.017667|6.9338|-0.091086986|0.0|1|1|6.18316314|-0.029524467|-17.369816|634.9418316000001|1.0|1.0|17.0|56.01|9.65e-05|0.0287|-1279.084677|5.7959
7_a27|0|300.9|505.5|0|0.61278|2|0|1.40247849|-1122.304359|6.3813|-0.133453335|1.280380317|1|2|8.475438874|-0.0300556429999999|-26.6343589|994.2704516|1.0|1.0|21.0|65.6|5.2e-05|18.0|-1122.455548|9.0
7c_a10|0|228.47|488.89|0|0.41348|1|1|1.343178184|-1258.801509|5.0714|-0.1122332619999999|1.798334646|1|2|16.04055193|-0.0223398779999999|-29.95538587|1265.598592|1.0|1.0|21.0|62.06|2.05e-05|0.00793|-1259.011598|5.4191
8b_a50|1|273.96|353.17|1|0.5533|1|1|1.398299046|-967.258772|5.8205|-0.096039086|1.98971238|2|1|10.30543157|-0.030360051|-17.91443197|779.4465792000001|1.0|0.0|20.0|59.39|0.000154|46.0|-967.3527447|7.1675
10_a27|0|298.79|450.26|0|0.63894|2|0|1.400533489|-1083.008551|6.9456|-0.184068581|1.296293777|1|2|9.399794974|-0.031079371|-24.60801194|931.2754667000002|1.0|1.0|21.0|65.6|0.0001189999999999|0.0394|-1083.137871|7.1612
1m_a5|1|265.61|423.2|0|0.4527899999999999|0|0|1.3047206409999998|-1410.833395|2.4582|-0.07112464|0.0|1|2|4.7571353730000006|-0.028977918|-19.83596661|764.8419772000001|1.0|0.0|23.0|54.46|1.82e-05|0.00607|-1410.912452|7.3665
14q_a23|0|340.33|554.59|1|0.5949|2|0|1.19796338|-1798.433122|12.0503|0.064903564|0.720966302|2|2|14.81701129|-0.039682061|-45.42467289|1787.418422|0.0|1.0|26.0|148.11|4.03e-05|0.0183|-1798.645459|7.8069
5_a27|0|302.48|463.87|0|0.64548|2|0|1.4026035369999998|-1083.019748|3.5632|-0.149034787|1.271687295|1|2|8.936508815|-0.030385206|-23.6277072|907.0095354|0.0|1.0|21.0|65.6|9.78e-05|0.0324|-1083.143246|8.5229
11_a27|1|370.92|415.32|0|0.6125|0|2|1.1606177359999998|-1122.242519|4.2894|-0.080272515|1.3706083080000002|0|2|8.553922917000001|-0.034296948|-26.52978026|1054.084273|1.0|0.0|16.0|61.88|9.45e-05|0.0326|-1122.456105|8301.0
2_a4|0|210.28|333.36|0|0.4682|0|1|1.189716144|-819.8174190000001|3.0946|0.08246129|0.0|0|1|2.667094277|-0.0379537729999999|-18.65482233|682.7518749|0.0|0.0|12.0|45.15|0.00171|434.0|-819.9326497000001|7.5086
3t_a32|1|349.38|575.45|1|0.70286|0|0|0.609420752|-1864.534478|2.7003|0.028527045|2.141978747|3|0|8.995863948|-0.026967947|-38.89478416|1169.58817|1.0|1.0|19.0|128.01|1.16e-05|0.00462|-1864.708995|8.0458
12y_a36|1|319.6|532.91|0|0.66796|0|2|1.29704385|-1310.137888|8249.0|0.036174187|0.0|1|1|13.04507243|-0.036493654|-44.53093547|1752.9983309999998|1.0|0.0|17.0|69.2|2.82e-05|0.0115|-1310.350902|7.9208
18d_a25|0|219.39|664.72|0|0.41694|1|0|1.193723212|-1806.582751|4.3658|-0.031867489|2.029297802|1|2|8.39885106|-0.0281209329999999|-43.24308488|1591.795131|1.0|1.0|27.0|111.51|2.86e-06|0.0013599999999999|-1806.848384|6.6345
18a_a30|0|357.18|508.08|0|0.69033|0|2|0.604987543|-1575.604922|5.2813|-0.041327798|0.0|1|1|10.62073502|-0.036990859|-36.97308547|1427.458469|1.0|1.0|17.0|81.65|1.4e-05|0.0056|-1575.786909|7.6108
12_a1|1|332.04|482.51|0|0.69114|0|1|1.430936075|-1215.975876|10.1801|0.076867966|0.0|1|1|19.60151089|-0.039894864|-35.28166588|1342.083063|1.0|1.0|23.0|83.82|1.77e-05|0.00649|-1216.12881|5.5302
18_a34|0|279.66|483.87|0|0.56101|1|1|1.4547811819999998|-1199.158044|6.7806|-0.100548575|0.0|1|1|22.55015528|-0.0422555509999999|-39.55742812|1441.579371|1.0|1.0|17.0|75.47|7.829999999999999e-05|0.0275|-1199.288654|5.6144
9_a10|0|222.72|631.5|0|0.2242|1|1|1.377786667|-1409.764013|4942.0|-0.048732912|1.754798254|1|2|9.815155744|-0.028592687|-42.40634438|1635.660698|1.0|1.0|21.0|75.94|3.64e-05|16.0|-1410.041793|6.7144
7_a4|0|307.05|365.73|0|0.59702|1|1|1.343865525|-1089.753885|4926.0|-0.07290303|2.048170299|1|2|7.402610584|-0.026733161|-18.06277106|749.6759227000001|1.0|0.0|21.0|43.6|3.92e-05|13.0|-1089.870249|6821.0
