molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|BCUTs-1|AATSC1c|SRW07|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|MATS8s|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|TPSA_x|FNSA4|WPSA3|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
8b_a50|0.0|1|1|1|3.1324050960000003|1|7.860570786|1|1.398299046|-0.0045301379999999|5.777652323|0.035718954|-0.096039086|1.98971238|-0.1812055289999999|0.006841944|-0.0180233089999999|2|0.007057361|-0.170496134|-0.065440141|-0.116174481|-0.332085641|-0.027207307|1|0.845349082|-0.078068703|0.267094693|0.021513107|-34.79187329|-37.39727879|131.417573|74.08248511|-0.030360051|4.93661461|-16.66636363|49.02840043|45.09730487|0.428882006|404.9478761|-523.561903|1401.458274|-6.966723542|0.328290204|5.292277178|0.75095166|4446.001554|-250.8020475|21.65129387|-164.5084115|779.4465792000001|1.0|0.0|1.0|1.0|3.21|1.69|0.06|-5.94|3.14|3.41|59.39|1.79|0.0|89.78|2.0|-3.44|23.0|3.0|-6.32|0.0|1.0|2.51|-3.81|0.000359|108.0|0.000154|46.0|0.0|0.000347|-0.02903|4.5256|2.11|-967.3160428|515.81|0.1717|273.96|0.5533|121.0|3.8213|-0.20144|0.036701907|-967.258772|5.8205|7.1675|7.1675
15b_a50|0.0|0|1|1|0.0|2|7.934155233999999|1|1.353059441|-0.0045393|5.82008293|0.032843915|-0.103807905|2.018777006|-0.22696498|0.004641091|-0.124047802|2|0.005203263|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|0.000882622|1|0.8209134840000001|-0.080700307|0.447220762|0.020083792|-47.20879251|-46.13641893|274.85729960000003|102.3838797|-0.028069672|6.564219549|-26.98929785|60.03646705|58.69070955|0.478989976|469.3167805|-738.1827030000001|1692.3273379999998|-9.174337796|0.3609826579999999|6.89125222|0.919348867|5205.2135960000005|-422.0195386|25.11269883|-158.95261259999998|1155.184146|1.0|1.0|1.0|1.0|3.56|2.11|0.19|-5.72|2.71|3.26|68.76|1.66|1.0|105.46|2.0|-3.18|27.0|4.0|-6.98|0.0|1.0|2.37|-3.6|0.000654|0.2339999999999999|0.000249|0.0891|0.0|0.000687|-0.0333399999999999|4.0561|2.08|-1160.463663|613.37|0.1796|305.67|0.65917|0.1796|6.9054|-0.20071|0.03528279|-1160.330621|9.3788|7.1024|7.1024
22_a47|0.0|0|1|1|0.0|1|6.86171134|0|1.408617385|-0.010579222|4.727387819|0.043695652|-0.029311184|1.016903613|-0.507802654|-0.006808306|0.002716049|1|-0.004332497|-0.077468004|-0.1049885469999999|-0.277479519|-0.538310301|-0.077787113|1|0.698649132|-0.089280419|0.573087958|0.022154032|-47.64347429|-52.67991531|12.19999546|177.81209280000002|-0.031744149|7.713126784|-28.11203407|71.28682035|60.71546178|0.4614909829999999|412.2379505|-842.8786448999999|1494.441201|-11.05201291|0.390313552|6.9553262170000005|0.8569791179999999|6107.923371|-497.3405809|30.72175314|-129.440987|1382.478891|0.0|1.0|1.0|2.0|3.31|3.16|0.1|-7.69|3.07|4.85|84.73|2.97|1.0|104.64|1.0|-4.44|29.0|6.0|-6.58|0.0|1.0|3.41|-4.38|3.6e-05|0.0142|4.16e-05|0.0164|0.0|8.11e-06|-0.0612399999999999|4.7954|4.4|-1375.021925|605.12|0.3367|258.55|0.50316|0.0799|4.2485|-0.22828|0.02840507|-1374.914437|5.7009|9.0|9.0
2_a27|0.0|0|0|0|0.0|2|6.605297921|0|1.402655014|-0.0065894809999999|4.59511985|0.0427777779999999|-0.196529806|1.267636369|-0.276758209|0.009338889|0.017751479|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|0.137868605|1|0.8468699609999999|-0.081513931|0.408120957|0.019809599|-29.42169804|-41.03489597|9.194894069|77.08713259|-0.029261411|5.020172886|-14.81116546|52.43208086|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|1270.627585|-7.415462877|0.331537817|5.312170441|0.7934621359999999|4774.521748|-289.2030522|22.03636323|-169.6109632|859.4181658|0.0|1.0|1.0|0.0|2.9|3.06|0.11|-5.84|2.43|2.49|65.6|2.42|0.0|92.58|2.0|-3.19|24.0|4.0|-6.69|0.0|1.0|2.52|-3.7|0.000644|204.0|0.0002009999999999|0.0638|0.0|0.0004599999999999|-0.04933|4.1624|4.32|-1043.7984|538.57|0.3217|297.87|0.55857|0.3217|4.7049|-0.21702|0.02268519|-1043.715364|6.8854|7.8861|7.8861
6b_a40|0.0|0|0|0|0.0|1|8.421342866|1|0.604892326|-0.014861289|6.401917197|0.039863946|-0.137534783|0.6899826|-0.698480566|-0.003851208|-0.226457281|2|-0.004728928|-0.248560671|-0.018582337|-0.033583055|-0.630957955|0.003163118|1|0.753431574|-0.118488624|0.417254814|0.014588568|-72.13527644|-79.36130196|176.8246355|165.1465831|-0.049599889|6.544506614|-48.31476032|87.29061302|81.90640622|0.442509019|504.6333458|-1428.503435|4049.386572|-22.2507658|0.1218592019999999|6.976123351|0.793750992|8482.600495|-956.7829293|37.83107469|-506.5422338|1626.736212|1.0|1.0|1.0|1.0|4.02|3.36|0.21|-5.21|5.67|4.38|173.43|2.61|2.0|130.16|2.0|-8.41|31.0|5.0|-5.85|1.0|1.0|4.21|-6.18|3.86e-09|1.98e-06|6.55e-07|0.000335|1.0|0.00318|-0.09533|3.1026|8.98|-3290.745084|687.2|0.4962|399.62|0.69429|0.4962|8193.0|-0.21904|0.03026498|-3290.648012|11.3203|7.5229|7.5229
25c_a34|0.0|0|0|0|0.0|1|7.412764017000001|2|1.377881974|-0.014384932|5.351858133|0.037424242|-0.16034464|0.0|-0.834326082|-0.002827527|-0.041629027|1|0.001433865|-0.250299211|-0.3609280379999999|-0.563411433|-0.5404076879999999|0.118901861|0|0.683231623|-0.113392997|0.478421157|0.043815478|-59.0359041|-75.6298008|183.6812574|211.2752099|-0.031498055|19.49130854|-39.37521522|100.6665476|88.25954175|0.4356106729999999|455.6954382|-1134.447012|2439.174137|-14.01190479|0.4625715629999999|7.484891117|0.77182656|6306.980593|-756.6428589|39.09037289|-49.9273377|2110.880136|0.0|1.0|1.0|1.0|3.64|3.17|0.32|-5.71|2.18|1.98|90.74|1.0|1.0|116.0|2.0|-2.81|31.0|6.0|-7.95|0.0|0.0|1.93|-3.28|0.00156|659.0|0.000523|0.22|0.0|0.0008289999999999|-0.03272|4.2095|4.32|-1426.666471|704.43|0.2239999999999999|294.54|0.69247|0.2239999999999999|7.12|-0.2069599999999999|0.03817361|-1426.48597|9.8087|5.7496|5.7496
26_a47|0.0|0|1|1|0.0|1|6.86171134|0|1.304328272|-0.012090143|4.727387819|0.045681818|-0.110530752|0.956774672|-0.544056455|-0.0098410169999999|0.0081426509999999|1|-0.008325552|-0.24731748|-0.035472095|-0.079370393|-0.5899218279999999|-0.11288313|1|0.7104381999999999|-0.101679756|0.549740398|0.020884606|-57.01987795|-59.08415114|9.608109253|168.2587945|-0.038735145|7.0517889060000005|-33.13315474|73.39007585|69.15552111|0.474969855|412.8219782|-945.3464183|1341.904566|-13.07911017|0.282360823|6.945070057000001|0.90465254|5994.406615|-549.3226272|31.36429668|-252.9318822|1317.300461|0.0|1.0|1.0|2.0|3.13|2.66|0.05|-7.22|2.84|4.68|98.72|2.59|1.0|104.8|1.0|-4.86|28.0|5.0|-6.51|0.0|1.0|3.18|-4.56|1.3699999999999998e-05|0.00545|2.77e-05|11.0|0.0|2.37e-05|-0.06279|4.7963|4.37|-1696.075481|592.84|0.3197|258.5|0.50921|77.0|3.6825|-0.22921|0.02111593|-1695.993821|4.8242|7.9|7.9
6g_a40|0.0|0|0|0|0.0|1|8.421342866|1|0.604893315|-0.022381557|6.401917197|0.039863946|-0.120745388|0.607999575|-1.09669629|-0.019683422|-0.251161616|2|-0.018182514|-0.221674172|0.0312035079999999|0.05728593|-0.588058458|0.075283207|1|0.605346707|-0.156296046|0.400587529|0.017750905|-107.2113398|-101.5916383|328.78166810000005|256.5226419|-0.059045173|7.499640603|-69.68682788|114.7475987|118.7493383|0.425569146|393.4722933000001|-1727.0578510000005|3198.69909|-24.9461968|0.175795811|6.95079805|0.740853565|7822.892656|-1122.578856|46.56499428|-421.4621621|2095.424743|0.0|1.0|1.0|3.0|4.06|2.28|0.21|-2.87|3.43|2.48|213.89|0.59|1.0|124.18|3.0|-7.22|31.0|7.0|-7.02|1.0|0.0|2.37|-4.71|6.049999999999999e-08|2.87e-05|1.93e-05|0.00917|1.0|0.6459999999999999|-0.08622|3.3197|7.38|-2521.990118|669.8|0.4971|373.48|0.58454|0.1307|6.7231|-0.20479|0.03363483|-2521.87499|8.9454|7.3279|7.3279
7_a47|0.0|0|0|0|0.0|0|0.0|0|1.304326965|-0.008206422|0.0|0.04030303|-0.128433676|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.021071408|-0.04311702|-0.46105149|-0.04402021|1|0.8473227320000001|-0.095957591|0.427432212|0.008915606|-45.82735481|-54.113260200000006|103.5602725|86.09912617|-0.036250645|2.8353037860000003|-25.84337052|61.47335819|50.85512286|0.405265781|477.8297898|-919.9254234|1968.695833|-11.52827882|0.1830206469999999|6.485224033|0.681423344|5958.904826|-518.7725468|25.02240371|-357.5076454|1126.008167|1.0|0.0|1.0|2.0|2.96|3.14|0.09|-9.45|5.63|6.52|58.04|3.69|2.0|111.28|1.0|-6.47|28.0|4.0|-4.8|1.0|1.0|4.89|-6.06|3.41e-07|0.000134|8.75e-07|0.000345|0.0|1.3900000000000001e-07|-0.05297|3.7203|5.08|-1647.963177|604.84|0.2144|333.26|0.69314|0.2144|3406.0|-0.2073699999999999|0.03348545|-1647.841533|4.4255|7.6|7.6
4i_a46|0.0|0|0|0|0.0|1|7.825245291|1|1.1346370959999998|-0.002360192|5.587248657999999|0.049498645|-0.088884176|0.0|-0.127450387|0.012211602|-0.125773054|1|0.011931187|-0.133434195|-0.060809732|-0.091288438|-0.22302552|-0.0656636|0|0.940780437|-0.075208437|0.263514985|0.015663081|-33.08099617|-42.48203383|67.51603424|33.45060163|-0.025069479|4.997521397|-18.68604171|49.04951810000001|41.92840157|0.406629719|531.4066842|-722.1945751000001|2253.484644|-7.998762108999999|0.2361682219999999|6.218233741000001|0.685288314|4893.587424|-407.9368676|18.53900079|-298.0546045|945.4890404|1.0|1.0|1.0|0.0|3.88|3.5|0.36|-7.3|4.79|5.07|39.94|3.06|1.0|105.43|1.0|-4.94|26.0|3.0|-5.31|0.0|1.0|4.16|-5.04|1.16e-05|0.00403|9.13e-06|0.00317|0.0|1.75e-05|-0.01646|5.3987|4.46|-1092.70435|611.74|0.2805|229.66|0.41877|0.1421|2.8538|-0.20084|0.02614355|-1092.528145|3.8696|6.2132|6.2132
13_a10|0.0|0|0|0|0.0|1|7.535296702|1|1.343837907|-0.0057715859999999|5.4161004020000005|0.038726287|-0.093280469|1.794073077|-0.259721373|0.00384732|-0.001592366|1|0.003791547|-0.154121136|-0.017015286|-0.02811323|-0.345108701|0.00746881|1|0.818027691|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|-41.62089688|174.7319717|91.99711608|-0.030119651|3.118282386|-24.21093442|51.21590298|54.05778885|0.449563457|413.5584641|-624.3134531000001|1630.880014|-7.698174391|0.285505651|5.069505473|0.816739845|4941.066161|-315.62515|21.31179541|-216.8776303|873.7836118999999|1.0|0.0|1.0|1.0|3.02|2.58|0.15|-6.6|3.52|3.81|63.83|1.88|0.0|97.14|1.0|-3.76|25.0|4.0|-6.34|0.0|1.0|2.91|-4.1|0.000176|0.0576|7.87e-05|0.0258|0.0|8.170000000000001e-05|-0.05022|5.8308|2.48|-1065.839441|550.83|0.3905|212.63|0.34881|0.1514|3.6904|-0.20959|0.0346535|-1065.732389|5.3726|6.7959|6.7959
13e_a6|0.0|1|0|0|3.433539068|0|6.842683282|0|1.429020445|-0.006882528|4.727387819|0.044021739|0.018376555|1.643912856|-0.378539035|-0.003356527|-0.037793156|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|0.102257199|1|0.861676601|-0.093298845|0.175643236|0.0183790889999999|-49.62570093|-62.36320497|66.59852278|92.4587065|-0.032929004|8.211609879|-33.17101912|75.42629799|61.91072885|0.4442079679999999|575.965487|-1122.537689|3457.565879|-14.71237941|0.277469482|7.973429837999999|0.799234143|6147.8097210000005|-750.3313497|30.46313253|-297.4895642|1553.619759|1.0|1.0|1.0|2.0|3.51|2.79|0.08|-10.18|5.01|4.53|103.17|0.92|1.0|123.82|0.0|-5.11|32.0|5.0|-6.52|0.0|1.0|3.31|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|0.0|2.75e-08|-0.07534|5.9885|3.36|-1347.25954|713.3|0.8312|207.04|0.38609|0.0104|10.1884|-0.20804|0.03809808|-1347.074898|13.2999|7.9208|7.9208
12bc_a36|0.0|1|0|0|3.43846811|0|7.412764017000001|2|1.284647662|-0.007661816|5.351858133|0.04625323|0.068351685|0.0|-0.413738077|-0.001012333|-0.027636036|1|-0.00097037|0.115647623|-0.101451485|-0.1716508239999999|-0.442519304|0.006621918|0|0.834305498|-0.107107992|0.326764696|0.01824287|-51.87437401|-71.97763346|83.35308244|111.3483497|-0.038558877|8.238431664|-34.8600941|83.97121855|64.13376391|0.467645467|560.6615736|-1295.597402|2623.395239|-17.41308622|0.22853193|8.273766079|0.878447423|6587.689277|-870.6543108999999|33.5878425|-364.8584744|1679.392125|1.0|1.0|0.0|2.0|4.73|0.0|0.14|-7.76|3.99|3.19|69.2|2.99|2.0|133.77|1.0|-5.08|31.0|4.0|-6.26|0.0|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|0.00295|0.0|7.83e-06|-0.05828|5.2189|4.42|-2152.100551|705.12|0.7456|237.57|0.35775|0.3478|6.5854|-0.21499|0.03419831|-2151.971485|9.2445|8.0969|8.0969
13_a47|0.0|1|1|1|2.920663104|0|6.605297921|0|1.417757826|-0.0049262279999999|4.59511985|0.036632997|-0.047120094|1.5940801480000002|-0.20197533|-0.00105415|0.038682232|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|0.030290722|1|0.781675563|-0.088128939|0.244975411|0.017736598|-41.79730418|-45.39284663|63.12660940000001|112.453046|-0.032468557|4.705524762|-21.52866736|57.38622954|50.9329486|0.472007922|402.6200617|-635.4998528|669.2729199|-8.613918003|0.311738758|7.038683428|0.8939678120000001|4542.479565|-327.3288841|24.29844849|-193.936606|923.3410426|1.0|0.0|1.0|2.0|2.9|1.75|0.06|-7.9|4.06|4.63|66.49|2.34|0.0|91.59|1.0|-4.24|24.0|4.0|-6.0|0.0|1.0|3.19|-4.27|5.79e-05|0.0185|5.41e-05|0.0173|0.0|4.04e-06|-0.05465|4.0302|2.7|-1067.78457|542.62|0.3382|307.63|0.67466|0.3382|3.5455|-0.22065|0.03639189|-1067.71601|4.8308|7.8|7.8
4_a47|0.0|0|0|0|0.0|0|0.0|0|1.304464196|-0.008204735|0.0|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.011775922|0|-0.006506051|-0.247195952|-0.017555555|-0.027355932|-0.462831711|-0.095209424|1|0.874200878|-0.092556319|0.444849947|0.007772995|-42.46254967|-50.35610033|96.20929041|68.44214684|-0.03525955|2.300808176|-23.10213311|57.78603076|46.69151766|0.402148382|475.6168721|-805.6976052|1528.797085|-10.43683449|0.193395607|6.468023748999999|0.67265584|5254.939281|-438.3470487|23.78275706|-333.62177030000004|998.8757964|1.0|0.0|1.0|2.0|2.75|3.01|0.05|-8.79|4.83|5.71|58.04|3.1|2.0|106.52|1.0|-5.92|26.0|3.0|-4.99|0.0|1.0|4.32|-5.64|1.21e-06|0.0004379999999999|2.31e-06|0.0008359999999999|0.0|5.81e-07|-0.05606|5.7708|4.44|-1509.4201369999998|576.9|0.2304|214.85|0.45947|0.2221|4.2607|-0.21076|0.03342033|-1509.3147789999998|5.4892|7.5|7.5
EW7203_a60|0.0|0|0|0|0.0|0|7.412764017000001|2|0.604984431|-0.00698487|5.351858133|0.041767677|-0.092774356|0.0|-0.377182982|0.003099827|-0.051413084|1|0.0036417359999999|-0.1696249719999999|-0.049287858|-0.090115975|-0.458129101|0.002441966|0|0.8860751579999999|-0.096226348|0.345488097|0.020156795|-49.19385637|-62.23028092|80.48638339|73.67602619|-0.036566012|8.430183|-31.81402579|73.82739839|62.22940284|0.497298165|573.0312689|-1182.375337|1660.077477|-15.29301513|0.233162923|8.310125852|0.989250745|6403.777228|-764.6507562999999|30.83771958|-345.1309687|1541.885979|1.0|1.0|1.0|2.0|4.75|3.21|0.13|-6.7|3.87|2.6|117.47|2.17|2.0|133.97|1.0|-5.74|31.0|4.0|-6.35|0.0|0.0|3.09|-4.82|1.81e-06|0.000768|1.53e-05|0.0065|0.0|8.51e-05|-0.06188|5.0166|3.64|-1667.993536|678.83|0.2385|247.15|0.40883|0.0448|1.7676|-0.20654|0.03203878|-1667.848192|2.5159|8.0334|8.0334
9d_a31|0.0|1|0|0|3.456767212|0|7.765993078999999|1|0.61013528|-0.012442213|5.733341277|0.0359583329999999|-0.057650507|0.0|-0.696763933|-0.002456634|-0.021171445|2|0.000127275|-0.091744753|-0.134504227|-0.214049412|-0.550392027|-0.030275712|0|0.6943358040000001|-0.11958484|0.3655337879999999|0.029032453|-66.96024848|-81.53295088|154.8767865|208.401866|-0.033844766|13.49577391|-45.65350116|97.84665015|86.75457645|0.457506946|473.3981899|-1222.994263|1932.363213|-15.732784099999998|0.336380477|9.436176796|0.8433415740000001|5748.743284|-833.8375571|34.77197803|-223.1115993|1842.914835|1.0|1.0|1.0|2.0|3.8|3.35|0.38|-7.63|6.04|4.09|117.37|1.31|2.0|112.97|1.0|-5.61|29.0|5.0|-6.36|0.0|1.0|3.65|-4.39|2.48e-06|0.0010199999999999|4.06e-05|0.0167|0.0|9.69e-06|-0.03457|3.8478|5.0|-1657.428165|727.27|0.2611|322.22|0.7006899999999999|0.2611|2.6311|-0.19426|0.04331056|-1657.245966|3.5077|6.2218|6.2218
6_a1|0.0|0|0|0|0.0|1|7.535296702|1|1.3488280769999998|-0.005477033|5.4161004020000005|0.039635417|-0.114683042|0.0|-0.230035376|0.005054086|-0.0538497079999999|1|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|0.13761072|0|0.8782596159999999|-0.077422386|0.212044989|0.021009352|-27.63847818|-37.41011914|64.63457366|58.82435931|-0.0238222729999999|4.905211525|-13.35477777|49.61122373|37.79009463|0.4218263379999999|424.3707604|-448.9214297|1383.161829|-5.56196523|0.423240564|5.555887839|0.7295841470000001|4061.042516|-216.916644|19.95772445|-74.17956941|778.3512535|1.0|0.0|1.0|0.0|2.94|2.54|0.22|-6.02|3.61|3.57|39.94|1.75|0.0|86.31|1.0|-3.12|22.0|3.0|-6.21|0.0|1.0|2.82|-3.68|0.0007599999999999|221.0|0.00021|0.0613|0.0|0.000277|-0.02214|4.0635|2.81|-935.4750982|527.41|0.3399|305.12|0.69818|0.3399|5.8386|-0.1899799999999999|0.027384499|-935.378591|8.0033|5.2924|5.2924
14ac_a23|0.0|0|1|1|0.0|2|7.423568444|0|1.1979507740000002|-0.011656739|5.351858133|0.048351548|0.016532702|0.544211741|-0.66443411|-0.0066006519999999|0.043387326|2|-0.004445662|0.068237909|-0.069765112|-0.287952039|-0.562985112|0.1374474|1|0.931143634|-0.097100967|0.300389872|0.016832361|-66.72452104|-73.32014595|57.45545019|51.99287907|-0.043970249|9.597200637|-50.3831402|87.75911516|79.43449928|0.489147172|703.0989434999999|-1759.6835030000002|3417.45156|-25.07023818|0.192217908|8.122941134|0.95751094|9203.543798|-1328.722623|41.10214358|-464.8074813999999|2178.41361|1.0|1.0|1.0|1.0|3.69|3.34|0.12|-9.03|5.52|8.36|105.02|4.6|2.0|130.29|1.0|-7.31|38.0|10.0|-5.84|1.0|0.0|5.43|-6.65|4.92e-08|2.69e-05|2.24e-07|0.000123|0.0|5.06e-07|-0.08813|4.0014|4.93|-2303.9786940000004|751.54|0.3209|309.85|0.6408|0.2391|6.3004|-0.23868|0.02262555|-2303.819891|8.6341|8.3851|8.3851
9_a1|0.0|1|0|0|3.358585365|0|6.86171134|0|1.432397289|-0.00614716|4.727387819|0.037578348|-0.110185988|0.0|-0.282769361|-0.00314411|0.016589221|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.093062585|-0.483335578|-0.053460262|0|0.755276458|-0.085722429|0.166794384|0.011266799|-46.63553015|-49.42275468|63.73880199|141.093898|-0.031896718|3.745117974|-26.88743664|57.60218193|53.13133578|0.452572261|435.4501351|-790.7640749|1739.0376789999998|-10.60256533|0.2183102569999999|7.61577077|0.826725116|5063.330971|-455.910309|23.52578164|-324.81308110000003|1011.608611|1.0|1.0|1.0|1.0|2.78|2.66|0.05|-8.98|5.86|5.57|58.64|2.74|2.0|102.84|1.0|-4.68|27.0|4.0|-5.81|0.0|1.0|4.12|-4.79|2.07e-05|0.00739|1.62e-05|0.0057799999999999|0.0|3.7100000000000003e-07|-0.07602|3343.0|5.6|-1187.193365|600.6|0.5409|370.88|0.70296|0.5409|4.1623|-0.21015|0.03294951|-1187.065335|6.4447|5.2218|5.2218
16_a20|0.0|1|0|0|3.485659565|0|6.842683282|0|1.401259527|-0.004705049|4.727387819|0.0388043479999999|0.126359252|2.013871268|-0.254072625|8.23e-05|-0.062750442|1|0.001157852|0.211127741|-0.070208458|-0.117308016|-0.458484451|-0.085041518|1|0.915005572|-0.077793092|0.382481746|0.011604018|-43.51359744|-51.18223058|69.28224942|55.92018945|-0.029561375|5.023018225|-28.6288015|60.02453683|51.14820251|0.464473378|602.0075202|-972.4623811|2161.751186|-12.79619894|0.219891897|8.166385503999999|0.8673208|5896.394536|-639.8099471|24.9314775|-368.5817657|1246.573875|0.0|1.0|1.0|1.0|3.5|3.13|0.08|-10.52|6.38|5.46|78.25|2.2|2.0|121.69|0.0|-6.06|31.0|4.0|-5.42|0.0|1.0|4.37|-5.66|8.68e-07|0.000349|2.17e-06|0.0008699999999999|0.0|1.22e-08|-0.05909|5.9837|4.45|-1275.8670960000002|686.59|0.3431|207.2|0.32553|0.1958|4.7315|-0.20722|0.03385502|-1275.6960869999998|6.5609|7585.0|7585.0
27a_a34|-3.727789|0|0|0|0.0|1|7.412764017000001|1|0.300206665|-0.012620846|5.351858133|0.0408037829999999|-0.082271189|0.0|-0.7320090459999999|-0.012495918|-0.008138446|1|-0.005234221|-0.13716603|-0.158932197|-0.264978526|-0.53047808|-0.07177581|0|0.600964267|-0.123191967|0.4305370679999999|0.026573385|-74.78290605|-86.36649751|176.4623026|279.75296960000003|-0.043345322|13.06088842|-52.42823715|100.7752505|93.41277507|0.436895447|421.319507|-1640.9634529999998|2252.433058|-21.30433911|0.235078289|8.960143164|0.7758691440000001|7104.26596|-1150.434312|39.72721867|-371.4586403|2145.269808|1.0|1.0|1.0|2.0|3.66|2.58|0.13|-7.61|2.01|3.97|129.74|1.06|1.0|122.61|1.0|-4.96|33.0|7.0|-7.29|0.0|0.0|2.44|-4.47|1.09e-05|0.00504|3.43e-05|0.0159|0.0|1.13e-05|-0.03924|5.0012|7.38|-1861.695683|737.7|0.2896|247.91|0.40378|0.0203|10.8591|-0.20615|0.04629882|-1861.534743|13.9023|6.6198|6.6198
4k_a46|0.0|0|0|0|0.0|1|7.825245291|1|1.134637098|-0.0049602|5.587248657999999|0.0510113959999999|-0.104665424|0.0|-0.252970193|0.006550513|-0.1032662209999999|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|-0.003017362|0|0.8789113709999999|-0.086581945|0.260665072|0.007038271|-49.65634024|-46.76051618|171.92614719999997|65.39662252|-0.0306644389999999|2.052909907|-26.8180173|50.48291318|53.45751583|0.417368922|474.67574630000007|-794.928775|1912.936687|-8.94414722|0.126761926|5.726809252000001|0.7163519709999999|4685.0322320000005|-429.3190666|18.96506421|-403.1511415|910.3230822|1.0|0.0|1.0|1.0|3.8|3.03|0.33|-6.61|4.26|4.77|50.94|2.84|1.0|100.96|1.0|-4.82|25.0|3.0|-5.46|0.0|1.0|3.79|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|8.28e-05|-0.01712|5.4228|4.52|-1053.396715|582.84|0.2259|228.63|0.39943|0.1505|4.0015|-0.20254|0.03653474|-1053.249847|5.7714|7.0969|7.0969
19_a20|0.0|1|0|0|3.423603867|0|6.842683282|0|1.4009239059999998|-0.0096278259999999|4.727387819|0.0396875|0.103271147|1.622562232|-0.539158264|-0.006620594|-0.063133522|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|-0.5838248970000001|-0.143992458|1|0.754452534|-0.099685049|0.25624423|0.013643765|-60.26825633|-65.49811346|339.8339889|161.33709|-0.038340404|5.890223441|-39.5992891|75.98477124|69.23289949|0.483310517|495.7134289|-1309.962269|1818.518838|-16.55214209|0.203929412|7.950138729|0.935398401|6325.747732|-860.7113887|31.64490997|-389.0666676|1645.535318|1.0|1.0|1.0|2.0|3.49|2.49|0.08|-9.63|4.97|4.08|110.44|1.33|1.0|122.86|1.0|-4.89|32.0|5.0|-6.8|0.0|1.0|3.16|-4.57|1.29e-05|0.00541|2.6600000000000003e-05|0.0112|0.0|9.86e-08|-0.06767|3.3616|5.01|-1368.378274|687.79|0.2998|368.83|0.6987399999999999|0.2998|4.2507|-0.2067|0.03487615|-1368.190746|6.3327|5585.0|5585.0
