molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|BCUTs-1|AATSC1c|SRW07|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|MATS8s|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|TPSA_x|FNSA4|WPSA3|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
18a_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.604987543|-0.006673169|5.351858133|0.040166667|-0.041327798|0.0|-0.353677943|0.005050384|-0.094932667|1|0.005458948|-0.073280844|-0.053309522|-0.094526372|-0.452377064|0.003991162|0|0.85918121|-0.095397479|0.294303776|0.017060045|-45.11907802|-59.38972262|79.18861306|87.66676984|-0.036990859|6.611941026|-28.08889239|69.35818061|55.73981304|0.445995681|534.88346|-1128.40473|2814.429655|-14.33650253|0.209500834|7.050626413|0.8050400790000001|5942.293347|-702.4886239|29.1318055|-361.7006453|1427.458469|1.0|1.0|0.0|1.0|4.75|0.0|0.14|-6.64|3.84|2.62|81.65|2.82|2.0|127.28|1.0|-5.28|29.0|4.0|-5.98|0.0|0.0|2.63|-4.85|5.23e-06|0.00208|1.4e-05|0.0056|0.0|9.21e-05|-0.05605|3.4712|3.82|-1575.755101|665.12|0.3781|357.18|0.69033|0.3781|4.2514|-0.19785|0.03180853|-1575.604922|5.2813|7.6108|7.6108
15a_a10|0.0|0|0|0|0.0|1|7.535296702|1|1.34383719|-0.00244937|5.4161004020000005|0.033912037|-0.125297206|2.038992189|-0.144512841|0.011418154|-0.062038567|1|0.01192767|-0.19937094|-0.179723568|-0.285973309|-0.188634555|-0.0232534929999999|1|0.915137224|-0.076864276|0.754451037|0.0156991769999999|-29.50952422|-49.47045259|42.41151044|54.61835033|-0.025155581|6.503087289|-18.99256188|60.98047923|39.61363829|0.407638879|588.9895149|-890.4681466|2413.560937|-10.42022369|0.323526799|6.71451044|0.68815941|5929.563906|-573.1123029|23.93343877|-227.1590805|1316.339132|0.0|1.0|1.0|0.0|3.5|3.58|0.29|-7.79|3.95|4.05|56.07|1.93|1.0|118.92|1.0|-3.97|30.0|5.0|-6.52|0.0|1.0|3.33|-4.4|0.000108|0.0432|3.94e-05|0.0157|0.0|6.51e-06|-0.04742|5.7646|2.4|-1278.4225210000002|687.57|0.3558|215.08|0.47484|0.1583|4.7512|-0.20335|0.02976259|-1278.200428|6.1108|7.6198|7.6198
47s_a18|0.0|0|0|0|0.0|0|7.03438793|1|1.251176205|-0.0054038509999999|4.844187086|0.035632184|-0.026883417|0.0|-0.394481152|0.002573931|-0.031515152|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|-0.46304239|0.0109557919999999|0|0.84543779|-0.08106112|0.306379663|0.008446541|-53.18668656|-61.36410696|10.92659868|117.0051929|-0.030108416|4.840414512|-40.26287221|69.29837549|59.58080589|0.4740142|640.0051571|-1595.466781|1529.863965|-17.25406952|0.179529145|9.811856136|0.901192009|6968.705069|-1207.784866|27.77963709|-485.1995077|1944.574596|1.0|0.0|1.0|2.0|4.41|0.0|0.3|-9.42|4.06|3.93|76.5|3.33|3.0|149.34|1.0|-5.95|36.0|3.0|-5.96|0.0|0.0|3.19|-5.45|1.12e-06|0.000539|3.53e-06|0.0017|0.0|1.84e-07|-0.0491399999999999|3218.0|8.41|-1534.174077|809.4|0.5203|385.29|0.6926800000000001|0.5203|2.3134|-0.18109|0.02195039|-1533.809351|2.9991|6.2104|6.2104
17_a15|0.0|0|0|0|0.0|0|0.0|0|1.43568899|-0.0071363569999999|0.0|0.036595745|-0.033968088|0.0|-0.442454151|0.0016674189999999|-0.0141953639999999|0|0.0032452509999999|-0.052628162|-0.170008473|-0.263401148|-0.461493931|0.001376853|0|0.880459235|-0.079844675|0.605886597|0.012890299|-40.50376584|-61.17023228|34.35335309|91.58201681|-0.027065991|7.56573889|-31.03055741|77.82445248|50.37922222|0.474165158|674.5333498|-1223.4046460000002|2104.883413|-15.88591693|0.346792631|7.967418828|0.90173781|6352.266784|-937.2690986|31.74439379|-234.74904|1872.919233|1.0|1.0|1.0|1.0|3.63|3.99|0.15|-9.72|4.89|6.0|67.35|2.53|2.0|131.36|1.0|-5.93|33.0|4.0|-5.58|1.0|1.0|4.44|-5.65|1.19e-06|0.00052|2.26e-06|0.00099|0.0|8.43e-08|-0.03936|4.1461|6.89|-1413.857182|752.08|0.7247|299.04|0.68787|0.0377|5.1268|-0.19509|0.04051306|-1413.624817|7.1743|7.9208|7.9208
38_a18|0.0|0|0|0|0.0|0|7.03438793|2|1.251175383|-0.00575311|4.844187086|0.035478927|-0.066676644|0.0|-0.448742607|0.000520558|-0.003893067|0|0.001602741|-0.0993372269999999|-0.074661643|-0.11123356|-0.498932552|-0.03302891|0|0.8310704529999999|-0.082256123|0.423402315|0.00838904|-61.25359673|-65.45657441|100.7046282|134.4282836|-0.0322355079999999|5.3122971560000005|-48.74349112|71.15832778|67.92930461|0.4666657999999999|661.3370874|-1898.240658|1855.157022|-20.41289434|0.119072105|10.98254153|0.874996952|7261.130718|-1510.554181|29.11918324|-606.2584549|2154.819559|1.0|0.0|1.0|3.0|4.53|0.0|0.34|-10.33|4.94|4.13|85.29|3.7|3.0|160.66|0.0|-6.98|38.0|3.0|-5.55|0.0|1.0|3.64|-6.11|1.05e-07|5.36e-05|7.85e-07|0.000399|0.0|2.38e-08|-0.0483699999999999|3.2241|8.95|-1611.60375|861.93|0.5147|384.55|0.69235|0.5147|1.9877|-0.18066|0.02653109|-1611.206669|2.7244|7041.0|7041.0
3h_a32|0.0|1|1|1|3.579396967|0|7.765993078999999|0|0.609420752|-0.005281944|5.733341277|0.037731481|0.014517903|2.243113495|-0.269379119|0.002101838|-0.111111111|3|0.003284804|0.025035542|-0.071193103|-0.122769653|-0.531669815|-0.169197453|1|0.87880263|-0.0882883959999999|0.30907784|0.0111539339999999|-44.97387528|-55.27575363|76.38838542|75.87946135|-0.027590124|4.372100625|-28.15732254|62.63332945|51.95714963|0.4089962629999999|550.2022886|-829.1363044|2911.160989|-10.81473143|0.226505997|8.107034244|0.692036677|5187.525619|-519.1071084|22.33200639|-342.4592076|1071.936307|1.0|1.0|1.0|1.0|3.65|3.88|0.35|-8.47|8.11|6.24|110.94|2.64|2.0|112.28|1.0|-8.23|26.0|3.0|-4.29|1.0|1.0|5.4|-6.15|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.000273|0.0|1.29e-06|-0.05318|3.5552|4.61|-1790.663897|676.22|0.2926|348.74|0.70257|0.2926|3.5952|-0.20059|0.02690554|-1790.5004850000005|5.8749|8.1549|8.1549
47t_a18|0.0|0|0|0|0.0|0|7.03438793|1|1.25117758|-0.0128248239999999|4.844187086|0.03672956|0.018018036|0.0|-0.756664598|-0.006573438|-0.04785474|0|-0.004985656|0.027313444|-0.068787175|-0.104274108|-0.600890268|0.005590928|0|0.67203319|-0.103295568|0.240001773|0.014067024|-79.78154029|-69.13537385|280.622476|219.5070758|-0.040580402|6.301435212|-53.39751484|80.00407742|89.19655162|0.49779009|449.789539|-1520.978225|1326.524873|-18.17831387|0.195468477|8.780037801|0.991199259|6603.597038|-1017.985577|33.75918118|-407.6438346000001|1890.514146|0.0|0.0|0.0|3.0|3.86|0.0|0.15|-7.51|2.6|2.93|110.56|1.64|2.0|129.21|1.0|-5.58|33.0|4.0|-6.46|0.0|0.0|2.15|-4.77|2.65e-06|0.00117|1.7100000000000002e-05|0.0075299999999999|0.0|1.36e-05|-0.06822|3.1164|9.4|-1470.836067|703.76|0.5502|397.84|0.6895100000000001|0.5502|7.7656|-0.19514|0.03767603|-1470.593659|9.6938|6.1068|6.1068
12a_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|1.397770359|-0.002936355|5.82008293|0.034845679|-0.111689174|2.112397566|-0.126263256|0.01164808|-0.122912558|2|0.011790103|-0.193999688|-0.168032508|-0.291865836|-0.247407423|-0.030758487|1|0.904119689|-0.0663902|0.29507467|0.021013336|-25.57033815|-33.44733598|7.457998037999999|48.30443297|-0.02383238|5.333473207|-12.88231829|47.2792242|36.15684209|0.469674946|455.4948605000001|-468.2627037|1462.827156|-6.048985111|0.4247810279999999|5.116970861|0.885635975|4665.239724|-235.9104193|20.873331|-75.79052945|814.0599092|1.0|0.0|1.0|0.0|3.3|2.21|0.11|-5.49|2.59|3.42|48.53|2.02|0.0|94.69|2.0|-3.16|24.0|3.0|-6.44|0.0|1.0|2.55|-3.84|0.000685|215.0|0.000144|45.0|0.0|0.00101|-0.03366|4.0783|2.47|-1006.632973|545.54|0.1807|304.01|0.65267|0.1807|5.7662|-0.20172|0.02648238|-1006.546706|7.9123|7.1249|7.1249
18_a15|0.0|0|0|0|0.0|0|0.0|0|1.435689019|-0.006149666|0.0|0.037948718|-0.094812415|0.0|-0.319782642|-0.001044324|0.002685285|0|0.000539978|-0.190640601|-0.072506962|-0.145790726|-0.431836192|-0.0374132629999999|0|0.8362289070000001|-0.090730185|0.819442071|0.007146033|-41.31992544|-55.48918283|40.37881101|100.159876|-0.035181092|2.672871589|-25.27062952|60.86009645|45.69032922|0.415796832|511.4247108|-1054.294474|2510.854462|-13.15898469|0.132569119|5.990767063|0.711733271|5705.360332|-644.79025|24.80452821|-449.4301265|1215.421882|1.0|0.0|1.0|1.0|3.37|3.75|0.08|-9.98|5.68|6.86|47.04|3.6|2.0|113.42|1.0|-6.16|29.0|4.0|-4.8|1.0|1.0|5.06|-5.93|6.86e-07|0.000265|1.18e-06|0.0004559999999999|0.0|4.01e-08|-0.03581|4543.0|5.65|-1265.770242|650.53|0.2686|272.91|0.6074|0.0066|4.2476|-0.19371|0.03989594|-1265.614679|6.5864|6.8894|6.8894
9_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.300485838|-0.00136737|5.4161004020000005|0.040449735|-0.019160308|2.137757657|-0.064266379|0.010709527|-0.0454860859999999|1|0.009731833|-0.030976753|-0.0475186259999999|-0.076824065|-0.172904817|-0.151437311|1|0.937102792|-0.069566741|0.472497372|0.009037784|-28.63837014|-37.85762102|13.6577411|34.22811902|-0.025885299|2.676487872|-15.58475436|43.71760622|33.55665428|0.43745176|509.9632679|-605.7219363|2012.840082|-7.665782805|0.207109566|5.744374392999999|0.777625327|5387.230364999999|-329.6286606|17.76608225|-318.7769026|763.9415367|1.0|1.0|1.0|0.0|3.18|3.37|0.19|-8.16|5.14|5.07|43.6|3.15|2.0|105.09|1.0|-4.76|26.0|3.0|-5.56|0.0|1.0|4.17|-5.15|1.73e-05|0.0062299999999999|7.06e-06|0.00255|0.0|2.49e-06|-0.05256|4.7284|3.87|-1489.533032|586.24|0.1217|262.21|0.5182100000000001|0.0584|4.4343|-0.22204|0.02116575|-1489.41872|5.4739|7.3188|7.3188
27_a47|0.0|0|1|1|0.0|1|6.842683282|1|1.216250059|-0.003631596|4.727387819|0.0304347829999999|-0.067535989|1.807806182|-0.207000956|0.001861676|0.013336016|1|0.002350172|-0.137440913|-0.077485193|-0.157688306|-0.280944221|0.0436226579999999|1|0.846469886|-0.079484997|0.337815064|0.016506051|-40.35526807|-50.87821306|20.73428323|98.27436776|-0.028494622|6.762956126000001|-25.8313393|63.02085767|50.9207639|0.475450742|541.8239522999999|-966.6860481|2181.236691|-11.67498331|0.299267237|7.083168776|0.906398657|6433.288104|-618.7741154|26.02898047|-256.9774086|1379.535965|1.0|0.0|1.0|2.0|3.37|3.52|0.26|-8.82|4.18|5.07|67.66|3.11|2.0|125.17|1.0|-4.81|31.0|5.0|-6.34|0.0|1.0|3.91|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|0.0|6.55e-07|-0.05814|4.9358|2.97|-1778.078632|673.27|0.4007|251.19|0.40976|0.1839|4.0365|-0.21594|0.02633483|-1777.891054|5.2214|5.6|5.6
14_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.399909181|-0.001935612|5.4161004020000005|0.0409444439999999|-0.0135414919999999|0.0|-0.069682036|0.009588001|0.117232935|1|0.008943549|-0.031578333|-0.016862096|-0.039321879|-0.199315317|0.158051825|0|0.8510382459999999|-0.071074269|0.218112446|0.013047382|-29.91067393|-32.31961528|12.12963775|67.73740575|-0.03015272|2.697931638|-13.60128622|39.49511556|35.84371234|0.40126838|386.9927769|-452.4746139|1378.961008|-6.23496557|0.231542789|5.304461808|0.6701974079999999|3944.638539|-205.7538638|17.84270058|-244.1511936|588.8091192|1.0|0.0|0.0|0.0|3.14|2.39|0.06|-5.71|3.59|4.09|30.71|2.82|0.0|80.09|2.0|-3.4|21.0|3.0|-5.8|0.0|1.0|3.2|-3.97|0.000396|0.11|0.000106|0.0295|0.0|0.000539|-0.03639|4.5233|3.22|-918.9304744|475.32|0.1864|274.1|0.53298|0.1067|2.3797|-0.2102|0.020300099|-918.896242|3.3312|5.8794|5.8794
8b_a32|0.0|1|1|1|3.419952523|0|7.765993078999999|0|0.609420757|-0.009362305|5.733341277|0.03995614|-0.008128765|2.123714284|-0.458752924|-0.003484915|-0.0684566009999999|3|-0.001662219|-0.014634534|-0.0852122769999999|-0.1534110109999999|-0.577864293|0.060636167|1|0.788218098|-0.108971309|0.253018806|0.016711528|-53.36442734|-68.4085006|102.4297669|132.9495116|-0.03079624|6.585851946|-33.50038167|81.73293254|63.85535908|0.458155153|494.8166492|-889.3105078|2275.886421|-12.13650094|0.330850796|8.10555784|0.845546757|5619.400983|-558.2790432999999|28.89166873|-212.3722924|1329.016762|1.0|1.0|1.0|2.0|3.46|3.04|0.26|-7.65|6.49|4.19|140.04|1.1|1.0|110.47|1.0|-5.83|27.0|4.0|-6.44|1.0|1.0|3.61|-4.39|1.47e-06|0.000583|4.06e-05|0.0161|0.0|8.86e-06|-0.05404|3.5442|4.22|-1880.735397|671.54|0.2943|349.82|0.70285|0.2943|846.0|-0.20121|0.03602276|-1880.602014|1.2797|7.9208|7.9208
1a_a18 (SB-431542)|0.0|1|0|0|3.3674017380000003|0|7.423568444|1|1.430935835|-0.015636898|5.351858133|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.0492229479999999|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|-0.08530265|0|0.5940412860000001|-0.122555709|0.210046675|0.033020439|-74.98172333|-72.69619778|160.410387|240.8019609|-0.0462988229999999|11.61820782|-44.47680367|87.15852628|94.56841061|0.472443977|352.3666367|-1235.8353619999998|1890.195809|-16.29019397|0.2468003389999999|7.52384981|0.895533283|5748.422847|-733.0587287000001|36.46179023|-300.3801761|1640.78056|1.0|1.0|1.0|2.0|3.25|2.35|0.05|-7.69|4.04|3.63|103.12|1.54|1.0|106.85|1.0|-4.52|29.0|5.0|-6.73|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|0.0|7.81e-06|-0.05971|3.8208|4.57|-1292.553086|620.23|0.5767|324.5|0.55409|0.3347|5.9926|-193.0|0.03494548|-1292.414518|8.8609|6.9031|6.9031
12bg_a36|0.0|1|0|0|3.434779148|0|7.412764017000001|2|1.29692796|-0.0076819|5.351858133|0.044197531|0.057879142|0.0|-0.414822602|-0.001012333|-0.0206090089999999|1|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|-0.4459167329999999|-0.023460562|0|0.840610352|-0.102664465|0.543472602|0.019606406|-51.74990566|-70.42534258|107.3347739|109.3374477|-0.036959207|9.22604612|-35.49918495|83.78068847|65.19942617|0.46245521|576.6383913|-1267.656166|2915.548359|-17.39163005|0.252132272|7.549463377|0.860310096|6753.439903|-869.5815023|33.900544700000005|-340.0625449|1695.0272350000002|1.0|1.0|0.0|2.0|4.75|0.0|0.14|-7.76|3.99|3.19|69.2|2.99|2.0|133.77|1.0|-5.08|31.0|4.0|-6.26|0.0|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|0.00295|0.0|7.83e-06|-0.0542299999999999|3.8944|4.42|-2152.104584|703.94|0.4409|318.36|0.69395|0.4409|6.6844|-0.21166|0.03334656|-2151.975577|9.3601|7.8239|7.8239
1m_a5|0.0|1|0|0|2.934162514|0|6.605297921|0|1.3047206409999998|-0.002410445|4.59511985|0.026339869|-0.07112464|0.0|-0.096417794|0.006422789|-0.011848312|1|0.00520748|-0.118494698|0.042813643|0.07132816|-0.2274929269999999|0.077347244|0|0.8823955520000001|-0.071478865|0.429612762|0.009030414|-37.380714700000006|-37.65438054|154.6334216|61.95289543|-0.028977918|2.506013299|-19.69180207|46.74648368|42.13785007|0.482646195|464.8375158|-564.8157081|841.0375686000001|-8.041608085|0.26152627|6.911100301|0.932913201|4584.808374|-297.5394992|20.67140479|-251.2513491|764.8419772000001|1.0|0.0|1.0|1.0|2.69|2.11|0.0|-8.63|5.11|4.85|54.46|2.4|1.0|95.5|1.0|-4.52|24.0|3.0|-5.71|0.0|1.0|3.63|-4.74|2.99e-05|0.00996|1.82e-05|0.00607|0.0|7.82e-07|-0.0507699999999999|4.6678|3.48|-1410.88022|553.42|0.5497|265.61|0.4527899999999999|0.2373|1939.0|-0.22857|0.03223201|-1410.833395|2.4582|7.3665|7.3665
19h_a38|0.0|1|0|0|3.2723542610000003|0|7.412764017000001|2|1.297044177|-0.007781653|5.351858133|0.042622739|0.14165187|0.0|-0.420209249|-0.002526241|-0.070688288|1|-0.000673716|0.303981987|-0.101303149|-0.217394466|-0.420225236|-0.054149342|0|0.7746288020000001|-0.109986804|0.3263113569999999|0.021234963|-48.43313101|-64.79649453|136.81322659999998|132.7728693|-0.03959525|7.370099699|-28.533396600000003|76.70128100000001|60.94327866|0.47459722|456.3568442|-1166.336902|1839.424968|-13.74247449|0.24620669|6.820483788|0.903301693|6253.901215|-687.1237247|30.94580137|-299.0343596|1547.290068|1.0|1.0|1.0|3.0|4.8|2.43|0.14|-6.86|3.13|2.55|81.23|2.4|1.0|125.69|1.0|-4.14|30.0|4.0|-6.77|0.0|1.0|2.66|-4.17|7.209999999999999e-05|29.0|6.77e-05|0.0272|0.0|5.610000000000001e-05|-0.05708|3.7384|3.41|-1332.1538779999998|626.65|0.2355|331.65|0.68472|88.0|6.9749|-0.20379|0.03396934|-1331.999352|9.0777|8.0348|8.0348
4_a18 (SD-208)|0.0|0|0|0|0.0|0|0.0|2|1.304335262|-0.012457606|0.0|0.040864198|-0.020226647|0.0|-0.498304229|-0.018723101|-0.056245435|0|-0.015153358|-0.047745689|-0.15379315|-0.3630339729999999|-0.564165402|-0.058455902|0|0.77909674|-0.099573708|0.115284206|0.0211761979999999|-40.10670787|-51.27494074|103.6318511|113.7529353|-0.034985357|5.615248385|-20.652731600000003|69.63488061|51.01127638|0.454067432|401.1916387|-666.5742296|1822.914738|-9.276994128|0.397970979|6.239898178|0.831728055|5348.394288|-343.2487827|29.9246699|-105.0785813|1107.212786|0.0|1.0|1.0|1.0|2.77|2.54|0.0|-8.15|3.54|4.44|76.48|2.02|1.0|92.87|1.0|-4.29|25.0|6.0|-6.31|0.0|1.0|3.11|-4.38|5.12e-05|18.0|4.14e-05|0.0146|0.0|2.49e-06|-0.09992|5.1755|2.58|-1542.276332|537.47|0.2761|239.56|0.4646|0.2316|3.4629|-0.2358|0.0199445|-1542.207472|5.2085|7.0969|7.0969
12h_a40|0.0|0|0|0|0.0|1|7.515889085|0|0.60499064|-0.008044548|5.4161004020000005|0.041915709|0.208938531|0.803557099|-0.289603712|-0.000134504|-0.21893421|2|-0.002126898|0.367928263|0.127299624|0.224167029|-0.556229094|0.116873629|1|0.839481749|-0.091448888|0.006997021|0.0117142839999999|-50.45378559|-48.34705035|208.6717565|84.86252967|-0.038796498|3.274152035|-26.67382585|54.9311782|56.64687411|0.4958138139999999|443.8158546|-676.8587047999999|603.6697997|-10.84365353|0.155991416|7.989299324|0.983394285|5087.343024|-357.8405665|24.30173133|-363.7398044|801.957134|1.0|1.0|1.0|1.0|3.19|3.0|0.0|-6.84|4.59|5.02|84.45|3.76|2.0|96.16|1.0|-6.25|23.0|2.0|-5.13|0.0|1.0|4.22|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|0.0|5.2e-05|-0.07512|4.1508|4.14|-2153.186757|548.82|0.3985|298.7|0.6503899999999999|0.3693|2.5573|-0.18432|0.02044063|-2153.123274|3.5425|6.0846|6.0846
12q_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.60498366|-0.015322396|5.351858133|0.0438779959999999|-0.016509571|0.0|-0.873376576|-0.00695299|-0.021542639|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|0.01661722|0|0.845745827|-0.115589613|0.596557166|0.014790072|-59.52322773|-78.7683329|82.72757145|105.1162273|-0.045799658|6.868090132000001|-40.56199584|90.06607753|69.60189582|0.473741611|576.3319634|-1654.134991|2844.418547|-21.2680622|0.179359278|7.346842839|0.900207238|7990.060758|-1127.2072970000002|38.03137394|-437.0000797|2015.662819|1.0|1.0|0.0|1.0|4.73|0.0|0.17|-7.18|4.43|4.78|90.88|2.82|2.0|133.96|1.0|-6.7|34.0|8.0|-5.66|0.0|0.0|3.42|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|0.0|3.19e-05|-0.05105|5.0573|5.52|-1987.999444|713.16|0.1817|245.16|0.34138|0.1515|5.5755|-0.19897|0.03408298|-1987.847256|6.821000000000001|7.4449|7.4449
2_a1|0.0|0|0|0|0.0|1|7.535296702|1|1.348828131|-0.004621682|5.4161004020000005|0.0409444439999999|-0.1056298369999999|0.0|-0.175623923|0.001576763|0.101798469|1|0.003205156|-0.237981258|-0.145015842|-0.326716897|-0.422863867|0.079586368|0|0.808210065|-0.077270452|0.220315042|0.011282631|-28.32386891|-35.17029414|6.281701359|87.29479691|-0.026492726|2.337413146|-12.89184641|43.24570924|33.45925305|0.39830426|367.8635872|-422.0435297|1378.496713|-5.488475744|0.305595997|5.2823820260000005|0.6619695520000001|3920.383175|-192.096651|17.36508791|-176.9692239|607.7780769999999|1.0|0.0|1.0|0.0|2.91|2.69|0.18|-6.18|4.0|4.12|30.71|2.49|0.0|79.77|1.0|-3.06|21.0|3.0|-6.04|0.0|1.0|3.21|-3.78|0.000871|243.0|0.000167|0.0466|0.0|0.000185|-0.02966|4.0877|3.31|-920.184721|489.42|0.2991|303.31|0.7007899999999999|0.2991|3.5853|-0.19826|0.024658671|-920.123726|5.2754|5.2366|5.2366
4o_a46|0.0|0|0|0|0.0|1|7.825245291|1|1.13463699|-0.000627744|5.587248657999999|0.043320988|-0.2363624889999999|0.0|-0.032014955|0.010870588|-0.06855792|1|0.010144781|-0.376106593|-0.018058762|-0.028735607|-0.096073163|-0.121466731|0|0.950732618|-0.06570509|0.372146122|0.00972341|-35.54402423|-36.03345669|5.821925821000001|27.01882145|-0.021901697|2.9243708|-19.49276784|42.00638612|40.87645867|0.460981009|521.3931342|-576.535307|1705.3950960000002|-6.587059484|0.248979351|5.527567399|0.855222204|4966.476822|-316.1788552|15.99310518|-275.3254498|767.6690487000001|1.0|1.0|1.0|0.0|3.73|3.12|0.32|-7.26|4.77|4.94|54.5|2.72|1.0|103.66|1.0|-4.91|26.0|3.0|-5.51|0.0|1.0|3.92|-4.87|1.23e-05|0.00422|1.34e-05|0.0045899999999999|0.0|1.88e-05|-0.04627|4.3255|3.76|-1070.428722|581.59|0.1598|286.64|0.6843|0.1598|3.4494|-0.22909|0.02815574|-1070.276387|4.8244|6.7905|6.7905
16e_a32|0.0|1|1|1|3.343660084|0|7.765993078999999|0|0.609420752|-0.0154404319999999|5.733341277|0.040982906|-0.04474426|2.080236877|-0.772021601|-0.0048042729999999|-0.01320745|3|-0.002310082|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0.096017785|1|0.7903051590000001|-0.117338144|0.504569498|0.024145309|-55.957388|-75.36830928|105.4021155|134.6906051|-0.037448344|9.961663868|-35.94239328|90.34923861|71.46633549|0.458956284|507.6266039|-1130.524639|3376.1299740000004|-15.45011555|0.297773438|6.573687662|0.848279482|6142.277629|-726.1554308999999|34.2534974|-259.78720209999994|1609.914378|1.0|1.0|1.0|2.0|3.64|3.36|0.26|-7.38|6.03|4.6|149.27|1.12|3.0|111.95|1.0|-6.59|28.0|5.0|-6.15|1.0|1.0|3.77|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|0.0074099999999999|0.0|1.73e-05|-0.0505899999999999|3.6214|4.59|-1955.965644|677.82|0.2858|342.37|0.7022|0.2858|3.2372|-0.2005|0.02792775|-1955.827194|3.9389|8.1367|8.1367
11d_a31|0.0|1|0|0|3.39688681|0|7.765993078999999|1|0.610136352|-0.017317263|5.733341277|0.0388738739999999|0.016799834|0.0|-0.848545873|-0.009496378|-0.078235092|2|-0.006496772|0.026806221|-0.096447723|-0.153894316|-0.574318121|-0.057505249|0|0.585212816|-0.134048091|0.197166451|0.034417775|-82.05480081|-82.06512842|296.2476128|253.9354598|-0.040797245|12.89967697|-50.23449218|98.8237718|103.1255906|0.4816588089999999|358.2711594|-1148.911798|2039.207676|-15.29068277|0.318229459|7.885647873|0.929231204|5420.356537|-703.3714074|36.63453013|-222.5622569|1685.188386|1.0|1.0|1.0|2.0|3.6|2.83|0.32|-6.23|5.43|4.03|125.57|1.26|1.0|102.13|1.0|-5.48|27.0|6.0|-6.4|0.0|1.0|3.34|-4.2|3.33e-06|0.00128|6.26e-05|0.0241|0.0|0.000225|-0.03404|3.8009|4.87|-1598.671315|650.64|0.2642|326.2|703.0|0.2642|3.1919|-0.19226|0.04390452|-1598.546288|4.6622|7.5229|7.5229
