molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA5|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GRAVp|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|E solv. Water  (Hartree)|pIC50
3_a20 (SB-525334)|0.0|1|0|-0.08980269|0|6.880384082000001|0|1.183765089|0.0|-0.048050965|4.727387819|2|0.001821898|1.728260385|-0.274640708|1|1|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|0.087932573|-0.17447922|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.0123308269999999|-51.80299691|6.965173618|0.1243352319999999|70.23182172|-29.26136697|3.934338039|0.0|0.784910502|-1.375645142|-19.50382741|58.45718743|-16.53287135|2243.481559|-777.0449536|1782.992456|5.943823875|10.9543133|4905.195832|121.495147|-438.9205046|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|520.6749407|1.0|0.24|5.2|67.35|1.69|104.59|3.0|-4.85|4.0|-5.74|343.42|1.0|1.0|1.42e-05|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.9|3.1728|605.71|1030.31|390.77|367.0|248.86|0.49443|0.70168|-1086.329436|0.02096048|6.7905
11a_a5|0.0|1|0|0.0|0|6.605297921|1|1.212363224|0.0|-0.165418719|4.59511985|2|-0.052944925|0.0|-0.185262487|1|1|0.007955512|-0.081506|0.003975818|0.006120569|-0.254944026|2|-0.037220974|-0.0489811909999999|0|0.89343434|-0.064565402|-0.071517578|0.011860803|-51.09940261|8.474559367000001|0.10656566|76.14130253|-36.51058972|6.055083705|14.47576249|0.740865275|-1.573386716|-32.96141947|61.4470419|-18.73644762|2727.027899|-1124.186857|1170.247903|9.740948724|18.25640338|5756.783268|185.1520983|-803.2329738|25.28995251|0.014482324|-344.1971057|1517.39715|835.912531|1.0|0.3|6.38|63.69|3.05|128.51|7.0|-7.25|4.0|-4.54|424.54|0.0|1.0|5.63e-08|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.4033|4.83|4.0938|739.79|1272.7|302.86|0.5473|281.57|0.6735|0.65363|-1339.493223|0.03340977|7.0915
12d_a31|0.0|1|0|0.0|0|7.765993078999999|1|0.61013528|0.0|0.039097757|5.733341277|0|-0.042401695|0.0|-0.697102094|2|2|0.000127275|-0.067477864|-0.134504227|-0.214049412|-0.550805937|0|-0.00658148|-0.057226679|0|0.7054497479999999|-0.0938723509999999|-0.11498416|0.0296918329999999|-81.56033123|21.06095035|0.294550252|208.9297871|-57.85220856|14.93891054|557.514503|0.6383648510000001|-1.724762406|-47.23018217|99.79879739|-23.08311261|2653.867767|-1223.404968|2434.226776|9.445278138|15.46841054|5753.290126|256.5143096|-867.7831284|36.15974873|0.02571268|-196.2893506|1916.466682|647.1500428999999|1.0|0.38|6.04|117.37|1.31|112.97|9.0|-5.61|5.0|-6.36|412.51|0.0|1.0|2.48e-06|0.0|2.3500000000000002e-08|9.69e-06|-0.03128|3.8477|5.0|3.8477|730.86|1201.63|322.23|0.2566|322.23|0.7006600000000001|0.7006600000000001|-1657.1792779999998|0.04338158|6.2924
12ar_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297042582|0.0|-0.064363806|5.351858133|2|0.083451772|0.0|-0.40866901|1|1|0.002112069|0.145909555|-0.096853381|-0.169341326|-0.4194638229999999|1|-0.017348015|-0.064014394|0|0.8365428659999999|-0.080760277|-0.098732471|0.022389124|-66.9989409|15.19305207|0.163457134|110.9204982|-45.46486105|10.30986449|0.0|0.705591187|-1.875916952|-37.18892821|82.17472548|-23.57370143|2902.67985|-1272.979877|2404.999137|8.770514183|16.68371115|6155.432771|199.7830951|-863.83236|33.4098581|0.0223636779999999|-279.0245523|1804.132337|708.5476357999999|0.0|0.17|3.14|92.99|1.59|133.27|6.0|-3.92|5.0|-7.21|420.47|0.0|0.0|0.0001199999999999|0.0|8.95e-08|3.76e-05|-0.0566|5225.0|3.23|3.8489|717.19|1211.1|322.13|0.5586|237.29|0.41433|0.67174|-1364.235126|0.04327285|7.6021
12ao_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297043885|0.0|-0.058597382|5.351858133|2|0.0895536619999999|0.0|-0.410729809|1|1|0.003724542|0.1523047569999999|-0.095253274|-0.1619981409999999|-0.435820128|1|0.040831815|-0.05785124|0|0.832582759|-0.077866573|-0.1019516769999999|0.017784426|-67.45579866|11.76697353|0.167417241|110.7707502|-44.63177966|7.785557064|0.0|0.7820981779999999|-2.039033535|-34.08795068|78.51108393|-24.98362913|2794.663089|-1349.115973|2298.760179|8.769931502999999|16.33039817|5943.227395|144.1736112|-892.6355932|31.9443643|0.016708791|-373.2975961|1724.9956719999998|698.847203|0.0|0.12|3.62|69.2|2.38|133.84|6.0|-4.58|4.0|-6.34|407.47|1.0|0.0|2.6e-05|0.0|9.66e-08|3.94e-05|-0.05455|4.6597|3.83|3.4743|701.9|1190.17|356.86|0.6249|266.08|0.4962|0.7045|-1310.077853|0.03244719|7.5229
13_a4|0.0|0|0|0.0|1|7.535296702|1|1.399843898|2.050136054|-0.210975191|5.4161004020000005|1|-0.059300584|0.0|-0.04158572|1|1|0.012019888|-0.094404255|-0.0161529719999999|-0.025714912|-0.143303992|1|-0.215746851|-0.157188841|0|0.970027005|-0.050017793|-0.068249548|0.008746805|-33.41617993|4.282589756|0.029972995|14.67530603|-16.36114989|2.096831328|54.71349575|0.862539527|-1.091992764|-11.99053523|37.12083496|-13.70920202|1910.137758|-534.6588788|1439.176684|5.663493161|9.917593683|3983.972795|67.30306705|-261.7783983|15.89399858|0.007566425|-355.01146810000006|619.8659446|373.9073307|0.0|0.16|4.18|30.71|2.9|90.06|2.0|-4.09|2.0|-5.39|287.36|1.0|1.0|8.18e-05|0.0|6.28e-07|0.00018|-0.03168|4.4811|3.87|4.1733|536.09|893.0|297.09|0.2133|276.68|0.53815|0.59537|-898.2009630000001|0.018124154|5.3979
25b_a34|0.0|0|0|0.0|1|7.412764017000001|1|1.290860233|1.94553288|0.133975789|5.351858133|1|-0.150946163|0.0|-0.861190687|1|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.435821207|-0.623853334|1|0.08214612|-0.101529052|0|0.656573108|-0.1030760719999999|-0.137924163|0.030138301|-86.13394472|18.82143547|0.343426892|214.470853|-53.79083879|11.75402804|49.2835599|0.76274549|-2.206786613|-40.19997818|98.0416108|-26.50275222|2611.55928|-1378.143115|2671.608537|6.383564979|11.00434095|5786.015654|148.1659658|-860.6534206|34.74652105|0.019067452|-328.1702779|1806.819095|595.8522372|1.0|0.29|2.63|90.3|1.56|108.21|7.0|-3.82|5.0|-7.07|393.44|0.0|0.0|0.00015|0.0|3.8100000000000004e-07|0.00015|-0.03539|4.2253|5.06|4.2253|668.48|1136.16|293.43|0.2259|293.43|0.6925600000000001|0.6925600000000001|-1313.132261|0.02655501|5.6819
1f_a5|0.0|1|0|-4.398485453999999|0|6.605297921|0|1.218960329|0.0|-0.139907335|4.59511985|2|-0.118028278|0.0|-0.277594656|1|1|-0.000700145|-0.389011185|0.001493879|0.004923698|-0.401165734|2|-0.060528915|-0.000969932|0|0.888073448|-0.091412569|-0.083857856|0.008403353|-46.77243802|4.687041957|0.111926552|62.42799372|-26.08772825|2.614237829|0.21377016|0.757522389|-1.425583552|-28.43795894|57.83835135|-19.87828616|2482.949545|-795.1314464|979.2285994|7.117418022000001|13.35549635|5474.331675|135.2439659|-443.4913802|26.24118632|0.01983997|-287.2706403|1049.647453|403.396385|1.0|0.05|5.48|54.46|2.73|95.49|4.0|-4.79|6.0|-5.73|366.34|0.0|1.0|1.6100000000000002e-05|0.0|1.3300000000000002e-09|4.86e-07|-0.05346|4.7485|3.58|4.5758|577.11|958.06|270.96|0.6959|261.1|0.47267|0.42446|-1288.209882|0.03370206|6.6198
13_a10|0.0|0|0|0.0|1|7.535296702|1|1.343837907|2.091672336|-0.059862024|5.4161004020000005|2|-0.093280469|1.794073077|-0.259721373|1|1|0.003791547|-0.154121136|-0.017015286|-0.02811323|-0.345108701|2|0.00746881|-0.002671425|1|0.818027691|-0.094726989|-0.082327045|0.0122005|-41.62089688|6.168030793|0.181972309|91.99711608|-21.04167667|3.118282386|0.0|0.7144943490000001|-1.234905671|-24.21093442|51.21590298|-15.22715739|2261.82488|-624.3134531000001|1630.880014|5.069505473|9.209972585|4941.066161|144.338975|-315.62515|21.31179541|0.018979132|-216.8776303|873.7836118999999|422.96706330000006|1.0|0.15|3.52|63.83|1.88|97.14|2.0|-3.76|4.0|-6.34|328.37|1.0|1.0|0.000176|0.0|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|2.48|3.8419|550.83|926.41|322.72|0.3905|212.63|0.34881|0.68386|-1065.68351|0.0346535|6.7959
18d_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.6049874|0.0|0.041146136|5.351858133|2|-0.071608958|0.0|-0.385441836|1|1|0.002064369|-0.159104532|-0.0541804029999999|-0.120380857|-0.4624430539999999|1|-0.001699165|-0.149451598|0|0.803280262|-0.07812727|-0.103191184|0.017843227|-65.3088221|11.29282624|0.196719738|124.5022473|-41.33339749|7.147133584|0.0|0.783284395|-1.85744132|-31.29400567|75.80070349|-23.99099587|2848.574353|-1175.558798|2894.162522|7.063141946|12.69833771|6367.958933|137.15746130000002|-744.0011548|30.62871675|0.016577694|-358.5765637|1500.807121|618.6004214|0.0|0.14|4.25|81.65|3.2|127.24|5.0|-5.39|5.0|-6.02|416.47|0.0|0.0|4.12e-06|0.0|1.26e-07|5.260000000000001e-05|-0.05506|5.0125|4.07|3.4682|669.66|1129.46|357.49|0.3856|247.35|0.4325|0.69017|-1674.785879|0.03258724|7.6737
14ab_a23|0.0|0|1|0.0|2|7.423568444|0|1.197962873|3.4171257980000003|0.065530542|5.351858133|2|0.021287386|0.7586471459999999|-0.287365522|2|2|0.012103325|0.038241896|-0.074579388|-0.13397874|-0.449699921|2|-0.085303124|-0.05990912|1|0.92422233|-0.051974369|-0.076243539|0.017974612|-52.21744789|12.31039874|0.07577767|51.89838547|-35.76253038|8.431109267|82.79560776|0.797837067|-1.677357849|-24.37891748|61.60741239|-21.67516705|2941.47118|-1148.783854|2332.352369|7.83369055|14.76864227|6654.62616|138.4567483|-786.7756682999999|27.16741043|0.013710439|-407.9635285|1439.872753|733.3886349999999|0.0|0.12|4.4|105.02|3.45|130.22|5.0|-6.23|4.0|-5.92|439.54|0.0|0.0|5.9e-07|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|4.1|3.6587|719.66|1238.27|338.88|0.3893|338.88|0.66532|0.66532|-1708.277193|0.02013145|8.4012
1i_a5|0.0|1|0|-4.358943904|0|6.605297921|0|1.219028472|0.0|-0.145964178|4.59511985|2|0.018196138|0.0|-0.279280326|1|1|-0.000700145|0.059972925|0.001493879|0.004923698|-0.403861432|2|-0.058385936|-0.00496377|0|0.8876055620000001|-0.091178745|-0.084018635|0.008291428|-46.82694838|4.621144795|0.112394438|62.64191946|-26.09853285|2.575548983|0.213644964|0.759459597|-1.428316788|-28.32266298|57.78921354|-19.90145306|2482.831286|-796.0581225|942.1618767|7.314842247|13.79450888|5432.586961|134.0627959|-443.6750585|26.20475553|0.0196689|-289.21443910000005|1048.190221|403.396385|1.0|0.05|5.48|54.46|2.73|95.49|4.0|-4.79|6.0|-5.73|366.34|0.0|1.0|1.6100000000000002e-05|0.0|1.3300000000000002e-09|4.86e-07|-0.05729|4.7243|3.58|4.3799|569.42|957.58|283.08|0.7585|262.44|0.4571199999999999|0.50107|-1288.210207|0.03383899|7.6198
12bh_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297043258|0.0|-0.052761366|5.351858133|2|0.001012669|0.0|-0.401249012|1|1|0.0045625|0.0016901289999999|-0.101854847|-0.169994208|-0.43574839|1|-0.211972014|-0.0591586759999999|0|0.833491953|-0.070687668|-0.09959401|0.017627098|-66.28126709|11.73109101|0.166508047|110.81353529999998|-44.11115058|7.807212275|0.0|0.783294222|-1.991880197|-31.30825225|76.46867897|-23.6718811|2773.193279|-1325.625342|2437.805332|7.545637217999999|14.56834609|5957.443236|144.22085800000002|-882.2230117|30.2209316|0.015307571|-377.0728785|1692.3721690000002|729.1873176|0.0|0.21|3.76|69.2|2.45|133.68|5.0|-4.54|4.0|-6.38|409.49|1.0|1.0|2.8600000000000004e-05|0.0|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.79|3.6255|715.94|1208.61|341.97|0.4386|319.46|0.69377|0.7039|-1311.293683|0.03071385|7.8539
14x_a23|0.0|0|1|0.0|2|7.423568444|0|1.197963189|3.101221922|0.0944818319999999|5.351858133|2|0.05740118|0.6753138120000001|-0.335030301|2|2|0.003906274|0.160327487|-0.073958723|-0.206574435|-0.443633823|2|-0.035031888|-0.035965909|1|0.7768288609999999|-0.0708831479999999|-0.084244058|0.022095943|-55.83053941|14.64350681|0.223171139|147.90081730000003|-37.00022522|9.704599953|87.28077098|0.722211323|-1.6006371069999998|-31.13207597|70.40248829|-22.56979253|3071.48868|-1060.780249|2382.851643|7.777802167999999|14.62325432|6989.569075|184.0971574|-703.0042792|31.25095356|0.0219879679999999|-294.5294492|1468.794817|597.2903597999999|0.0|0.05|4.2|105.02|3.78|120.2|5.0|-5.68|6.0|-6.35|447.46|0.0|0.0|2.09e-06|0.0|1.17e-08|5.23e-06|-0.08216|4.0641|3.97|3.6941|675.21|1149.42|335.63|0.3184|305.07|0.6757|0.62836|-1828.168422|0.02165405|8.4949
14k_a23|0.0|0|1|0.0|2|7.423568444|0|1.1979621459999998|3.358995671|0.070940371|5.351858133|2|0.04479394|0.74561778|-0.299174093|2|2|0.009263715|0.082632648|-0.071484865|-0.13187015|-0.463402169|2|0.140087361|-0.091426449|1|0.922397728|-0.0562483359999999|-0.079899943|0.018829201|-53.17069631|12.53019305|0.077602272|51.64167457|-35.38329134|8.338417622|80.31548917|0.783562394|-1.597998852|-24.9092952|64.04991522|-22.62582822|2955.4566170000003|-1063.413926|2174.886074|8.21201115|15.99703938|6715.186162999999|144.0318708|-707.6658267999999|28.87559227|0.016348271|-377.4022725|1357.152837|633.3278634|0.0|0.05|4.0|105.02|3.51|125.29|5.0|-6.13|4.0|-6.03|445.93|0.0|0.0|7.49e-07|0.0|1.02e-08|4.55e-06|-0.07933|3.6421|4.1|3.6421|691.9|1179.17|340.42|0.4694|340.42|0.63765|0.63765|-2089.293765|0.02271117|8.4123
5_a27|0.0|0|0|0.0|2|6.823286122000001|0|1.4026035369999998|3.2927747860000003|0.126882432|4.727387819|2|-0.149034787|1.271687295|-0.286030638|1|1|0.010329671|-0.250776983|-0.2030237389999999|-0.341622797|-0.4982037479999999|2|0.180356685|-0.020087122|1|0.8531787759999999|-0.055979434|-0.085078576|0.01695771|-44.83538435|8.936508815|0.146821224|77.37301579999999|-23.6277072|4.709432444|56.35994804|0.741481472|-1.276178645|-15.54640123|53.51978325|-16.01263727|2273.906133|-672.5307653|1254.531539|6.160679036|10.98289851|4943.51602|136.2361487|-354.41560810000004|21.59546513|0.016479312|-254.5156507|907.0095354|424.8821143|0.0|0.16|2.94|65.6|2.66|97.55|2.0|-3.61|4.0|-6.49|331.37|1.0|1.0|0.000248|0.0|6.04e-07|0.0002|-0.04554|4.0989|4.9|4.0989|566.68|955.22|302.48|0.2448|302.48|0.64548|0.64548|-1082.967639|0.01903872|8.5229
9g_a24|0.0|1|0|0.0|1|7.273092596000001|0|1.427608366|1.7647373919999998|-0.318471716|5.283203728999999|2|-0.162313932|0.0|-0.0425444|2|2|0.013119312|-0.292600863|-0.0273623029999999|-0.049325609|-0.079421802|2|0.13372961|-0.045107345|0|0.8671367529999999|-0.064835725|-0.065668047|0.01876163|-32.49188065|9.283063574|0.132863247|65.73938109|-16.07665151|4.593165278|0.0|0.4819264479999999|-0.788016565|-15.87288497|49.25777584|-10.53790724|2123.257348|-389.9025677|1196.910121|6.124370267000001|10.69818114|4355.725609|256.3375151|-192.9198181|21.8662148|0.033884884|17.88521849|809.0499476|341.3207334|1.0|0.06|2.91|72.28|0.64|87.53|3.0|-2.49|4.0|-7.17|302.33|1.0|0.0|0.00323|0.0|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|4.2802|524.03|879.99|289.67|0.2444|236.07|0.4227399999999999|0.64993|-984.447764|0.032630457|7.1675
21_a12|0.0|0|0|0.0|0|6.605297921|1|0.609915045|0.0|0.04375233|4.59511985|3|-0.213225401|0.0|-0.362168355|1|1|-0.001825446|-0.388196876|-0.116098308|-0.211367878|-0.522951134|2|-0.061915124|-0.099516604|0|0.84827776|-0.068775342|-0.100098765|0.012230115|-50.37198585|6.154473157000001|0.15172224|76.35009799|-25.34833425|3.097071518|0.0|0.770818357|-1.401382713|-17.416202300000002|59.10840872|-18.55810005|2185.835701|-705.2078018999999|1080.052791|5.891343219|11.18947411|4652.242111|115.3294396|-354.8766794|24.07584081|0.017360942|-272.5639702|914.8819508|380.2468615|1.0|0.12|4.01|78.41|1.82|98.16|3.0|-3.82|4.0|-6.45|319.38|0.0|1.0|0.00015|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|4.6851|2.56|3.9971|539.67|893.17|310.18|0.3665|264.64|0.59386|0.57644|-1327.347724|0.02758166|7.6576
47l_a18|0.0|0|0|0.0|0|7.03438793|1|1.251176792|0.0|0.0340353029999999|4.844187086|0|-0.0057783619999999|0.0|-0.428858819|0|0|0.000787517|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0|0.00676294|-0.0973326269999999|0|0.803473313|-0.08034939|-0.083884237|0.009199889|-59.6654726|6.543729374|0.196526687|139.7861865|-42.43906517|4.654446622|51.44279524|0.796109347|-2.0132216990000003|-40.65070014|68.83398609|-22.37455223|2852.093627|-1431.971342|1427.032023|9.423637134|18.46922943|6572.90106|145.02405359999997|-1018.537564|28.10487315|0.012890098|-421.235376|1798.711882|931.8364349|1.0|0.25|3.69|85.29|2.94|139.63|9.0|-5.26|3.0|-6.39|454.56|0.0|0.0|5.44e-06|0.0|4.26e-10|1.93e-07|-0.0520399999999999|3.2026|7.71|3.2026|764.74|1334.6|387.13|0.5019|387.13|0.69291|0.69291|-1455.165122|0.02606651|7.4949
15c_a22|0.0|0|0|0.0|1|6.842683282|0|1.42291727|1.596256692|-0.134137693|4.727387819|2|-0.026986769|1.568396937|-0.298463715|1|1|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|-0.364626967|2|-0.096749121|0.010828071|1|0.8665852140000001|-0.067475429|-0.080088202|0.024561528|-57.66130245|17.68362419|0.133414786|96.05497587|-41.51455167|12.731723|78.22334636|0.661775114|-1.60176404|-34.97658951|75.52188549|-21.75898206|3079.491787|-1153.226049|2092.620825|8.626398368|16.03890406|6882.442370999999|243.5126145|-830.2910335|32.87972244|0.0248073129999999|-232.9472639|1742.625289|731.8178649|1.0|0.08|3.9|109.38|1.08|128.77|6.0|-4.86|6.0|-6.96|445.48|0.0|0.0|1.39e-05|0.0|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|4.79|3674.0|715.42|1241.07|337.46|0.5082|216.15|0.30831|0.69113|-1460.324493|0.03150096|6.1325
9a_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297044807|0.0|-0.109305298|5.351858133|2|0.095192109|0.0|-0.41624054|1|1|0.00484375|0.160672128|-0.12019672|-0.202876718|-0.398235589|1|-0.019008343|-0.1177413269999999|0|0.826559623|-0.073689118|-0.10869601|0.0236784079999999|-66.44342306|14.47407729|0.1734403769999999|106.0201967|-40.61536816|8.847677483|0.0|0.7638345870000001|-1.956528182|-27.53468726|78.37175688|-24.40778806|2682.572663|-1195.981615|2167.77208|7.546661564|13.79893984|5693.562367|144.36259840000002|-731.0766269999999|31.95428497|0.019513779|-322.5522826|1565.759963|578.2841135|0.0|0.14|3.04|66.4|2.02|120.94|5.0|-3.71|5.0|-6.74|382.42|1.0|0.0|0.000197|0.0|5.26e-07|0.0002009999999999|-0.05044|3.8677|3.38|3.8677|648.41|1092.66|320.56|0.4811|320.56|0.68682|0.68682|-1252.578886|0.02701893|7.8861
5_a47|0.0|0|0|0.0|0|0.0|0|1.304329328|0.0|0.019688132|0.0|2|0.003858593|1.284688504|-0.390426|0|0|-0.011237954|0.0083528919999999|-0.019811664|-0.0428873159999999|-0.454659897|2|0.065981732|0.0743193|1|0.807957755|-0.087763105|-0.1001981959999999|0.009936558|-52.90420509|5.246458665|0.192042245|101.3974575|-27.93318665|2.770107005|0.0|0.781571204|-1.502972943|-24.46654029|62.14504725|-20.34777119|2368.870941|-793.5630764|1349.003107|5.861037845|11.13432113|5501.708422|115.3294396|-418.9977997|26.03444329|0.017501741|-297.3367046|1015.343288|416.1194472|1.0|0.0|4.73|58.04|3.26|101.51|3.0|-5.65|4.0|-5.19|365.79|0.0|1.0|2.25e-06|0.0|2.07e-09|7.590000000000001e-07|-0.05535|3.7083|4.37|3.7083|561.61|951.68|334.35|0.2108|334.35|0.69291|0.69291|-1569.20723|0.03591467|7.7
47k_a18|0.0|0|0|0.0|0|7.03438793|1|1.25117623|0.0|0.029145635|4.844187086|0|-0.017736343|0.0|-0.5135996820000001|0|0|0.00493127|-0.026672956|-0.279965025|-0.421027889|-0.451417954|0|0.022512501|-0.014398731|0|0.8309354040000001|-0.065324278|-0.088346874|0.015080484|-69.77479556|11.91029894|0.169064596|133.5242222|-55.10689702|9.406543039|58.77865447|0.7153044209999999|-2.208671853|-40.74641317|84.23875372|-23.89547793|3245.964586|-1744.369889|2009.418849|9.777177947|18.35217454|7575.637462000001|224.8475227|-1377.672426|33.40602576|0.018313855|-340.0872332|2438.639881|1167.054827|1.0|0.3|2.39|88.97|2.82|154.86|11.0|-5.84|4.0|-6.41|513.63|0.0|0.0|1.44e-06|1.0|3.6099999999999997e-09|1.85e-06|-0.04359|3.0948|8.45|3.0948|842.29|1492.36|400.63|0.5920000000000001|400.63|0.69823|0.69823|-1664.2657390000002|0.02802749|7.5376
5_a4|0.0|0|0|0.0|1|7.535296702|1|1.343864516|2.166832955|-0.196773454|5.4161004020000005|2|0.012532807|2.189593648|-0.0607990979999999|1|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.076189222|-0.164263889|2|-0.165454845|-0.229773463|1|0.943148502|-0.050732198|-0.0681917309999999|0.008047242|-36.64215945|4.324106888|0.056851498|30.54859623|-19.68930579|2.323516519|46.53110402|0.807351587|-1.159259431|-14.64813624|41.76764149|-13.54166762|2282.291204|-622.9167106000001|1896.178084|5.758733969|9.823391314|5059.243919|103.5177395|-334.71819839999995|16.77294978|0.009538616|-330.3047347|771.5556899000001|518.5792364|1.0|0.23|4.89|43.6|2.88|104.89|3.0|-4.57|3.0|-5.57|340.42|1.0|1.0|2.72e-05|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|3.71|4.0239|595.55|1013.0|308.12|0.1106|255.2|0.60407|0.6019899999999999|-1069.051141|0.02251645|7.1487
14b_a50|0.0|0|1|0.0|2|7.934155233999999|2|1.267593742|4.240438135|-0.092558007|5.82008293|2|-0.068176984|2.115127752|-0.255822608|2|2|0.011249462|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|1|0.030057537|-0.076752616|1|0.904076348|-0.050362464|-0.076674952|0.022423099|-50.27694576|14.70317076|0.095923652|62.89861413|-32.9673668|9.64109526|192.8987555|0.637281054|-1.533499045|-21.65397937|64.58491917|-16.75898192|2967.872393|-1005.538915|2984.248708|6.3538844910000005|11.45638132|6737.145102|237.8403928|-659.347336|26.29763086|0.021820402|-180.03459850000002|1577.857852|825.4425942|1.0|0.35|3.72|66.99|2.32|128.39|7.0|-4.6|5.0|-6.5|441.52|1.0|0.0|2.51e-05|0.0|1.3900000000000001e-07|6.12e-05|-0.02486|5.2834|3.05|4.0775|718.64|1253.87|304.07|0.1637|234.67|0.55594|0.64303|-1430.72987|0.03081037|5.1818
12aw_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297044239|0.0|-0.135690414|5.351858133|2|0.066435701|0.0|-0.4478724979999999|1|1|-0.004358975|0.169961228|-0.098027247|-0.250781298|-0.4191703539999999|1|-0.022464907|-0.056676035|0|0.706174871|-0.088516379|-0.114701005|0.023038651|-73.52224315|14.76755422|0.2938251289999999|188.3390873|-47.12705211|9.4658605|1.343623915|0.749052287|-2.06461809|-36.36860892|87.37742985|-26.46800754|2901.451841|-1323.400377|2380.579051|7.545677222999999|14.32425315|6370.06138|160.8550748|-848.2869380000001|35.33532702|0.02161528|-319.2802512|1766.7663510000002|593.6088758|0.0|0.14|3.55|69.2|2.78|123.67|5.0|-3.99|6.0|-6.8|417.41|1.0|0.0|0.000102|0.0|7.599999999999999e-08|3.17e-05|-0.05513|5.2313|3.66|3.8763|666.09|1120.43|319.85|0.4088|237.0|0.38905|0.69109|-1431.180191|0.03134789|8.0458
6_a1|0.0|0|0|0.0|1|7.535296702|1|1.3488280769999998|2.325221088|-0.092471477|5.4161004020000005|1|-0.114683042|0.0|-0.230035376|1|1|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|1|0.13761072|-0.095907969|0|0.8782596159999999|-0.057199415|-0.077422386|0.021009352|-37.41011914|10.15161645|0.121740384|58.82435931|-18.076387|4.905211525|95.13138767|0.576759436|-0.929068634|-13.35477777|49.61122373|-11.51080589|1956.144556|-448.9214297|1383.161829|5.555887839|9.609375529|4061.042516|204.5077752|-216.916644|19.95772445|0.025250885|-74.17956941|778.3512535|359.9965854|1.0|0.22|3.61|39.94|1.75|86.31|3.0|-3.12|3.0|-6.21|291.35|1.0|1.0|0.0007599999999999|0.0|9.51e-07|0.000277|-0.02214|4.0635|2.81|4.0635|527.41|875.29|305.12|0.3399|305.12|0.69818|0.69818|-935.330989|0.027384499|5.2924
