molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
3p_a32|0.0|1|1|1|3.456037415|0.0|0|1|0.0|0.007752757|-0.008735261|-0.028895521|0|0.036666667|-0.050639647|2.1365141480000003|-0.419292538|-0.000971341|3|0.000920756|-0.092884784|-0.146606489|-0.26891009|-0.53666614|0.737842269|0.8599558070000001|0.058054833|0.918782026|0.6956696440000001|1|-41.73212799|-58.13283248|0.180429124|106.1908248|-0.029183126|-34.21384146|7.365688817|57.82331968|-1.28405753|73.07639870000001|-17.1756096|2650.4178850000003|482.3550967|-755.7268222|3037.061498|0.380032117|6.243062200000001|10.69458635|5960.446219|223.6663527|27.70403125|-141.21321609999998|1218.977375|1.0|1.0|1.0|1.0|19.0|6.06|3.71|1.1|1.0|0.0|0.0|1.0|4.0|-5.11|27.0|4.0|-6.8|0.0|0.0|1.0|7.78e-06|0.00308|5.629999999999999e-05|0.0222|2.7|0.0|6.4e-05|-0.04963|3.6436|3.6436|1057.58|340.28|340.28|471.04|0.7017100000000001|-1879.350471|0.3083|-0.15055|4.3094|-0.20018|0.02642856|-1879.406962|26.0|7585.0|7585.0
12_a4|-3.2834578760000004|0|0|0|0.0|0.0|1|1|2.070952433|-0.1494133309999999|-0.0021497879999999|-0.271149771|2|0.0381179139999999|-0.0334644329999999|1.587386096|-0.113938738|0.005795666|1|0.009024784|-0.055590089|-0.051501982|-0.085553511|-0.220286906|0.5687812560000001|0.8157155359999999|-0.036425699|0.8749408470000001|0.531333552|1|-41.69390404|-44.33087544|0.194761903|115.5823166|-0.025916226|-26.30835499|4.116653575|7.519189887|-1.269895089|53.59101661|-15.38009964|2927.48584|477.8721263000001|-753.6248824|1962.933988|0.282227427|6.223583758999999|11.7599245|6390.233612|167.4891205|21.42753878|-258.476202|1049.9494|1.0|1.0|1.0|0.0|21.0|3.69|4.98|2.17|1.0|0.0|0.0|1.0|4.0|-4.18|29.0|5.0|-6.84|0.0|0.0|1.0|6.57e-05|0.0266|4.64e-05|0.0188|2.72|0.0|5.85e-06|-0.06898|4.8592|3.8083|1101.33|325.57|255.16|503.28|0.68825|-1617.57796|0.0464|-0.16224|7.8701|-0.2312199999999999|0.03555871|-1617.634733|9.29|5032.0|5032.0
11_a1|0.0|1|0|0|3.3361517380000003|0.0|0|1|0.0|0.033732316|-0.018080197|-0.196819043|1|0.035620155|0.08043435|0.0|-0.867849442|-0.0127744789999999|1|-0.009578125|0.126722854|-0.07452948|-0.117419838|-0.563650254|0.823460272|0.747358374|-0.069193862|0.8086124090000001|0.7846345840000001|0|-77.81495049|-74.35738693|0.404475497|238.4902806|-0.048723884|-43.84323456|12.15946748|84.40380304|-2.143850877|89.80732824|-28.7289904|2697.640232|351.1382199|-1264.075578|1885.148133|0.248121855|7.43666407|14.2257294|5798.645137|146.29971719999998|38.20963621|-297.0290662|1681.223993|1.0|1.0|1.0|2.0|23.0|4.28|4.23|1.95|1.0|0.0|0.0|1.0|4.0|-5.07|29.0|6.0|-6.27|0.0|0.0|1.0|8.48e-06|0.00327|2.17e-05|0.00838|3.35|0.0|1.29e-05|-0.06546|3.7383|3.1924|1036.18|388.38|331.66|471.76|0.69914|-1312.241032|0.3201|-0.12916|5.0526|-0.19462|0.03413353|-1312.2963630000002|0.17|6.7696|6.7696
9h_a40|0.0|0|0|0|0.0|0.0|1|0|1.7679629630000002|0.014753178|-0.009041931|-0.126968715|0|0.039444444|0.157606277|0.814591837|-0.343593366|0.003782277|2|0.003099029|0.270048551|0.048470175|0.08305063|-0.503000695|0.778613709|0.740778143|-0.160855189|0.8022014000000001|0.7528137909999999|1|-46.04148264|-47.93581245|0.135689851|67.89350333|-0.041058441|-23.98506758|3.102034287|0.0|-1.437045429|53.60044379|-20.54391962|2073.354193|432.46450360000006|-719.0371868|418.2915223|0.136115065|6.922257828999999|13.366649|4322.734135|68.10626265|23.78085181|-364.1454816|832.3298135|1.0|1.0|1.0|0.0|20.0|4.59|4.44|3.22|1.0|0.0|0.0|1.0|3.0|-5.65|23.0|3.0|-5.06|0.0|1.0|1.0|2.23e-06|0.000716|7.6e-06|0.00244|4.51|0.0|9.93e-05|-0.05991|4.2372|3.3675|868.84|368.18|292.61|410.18|0.69809|-1293.033723|0.2721|-0.14047|2.1413|-0.20038|0.02291279|-1293.083512|3.98|5.4001|5.4001
23_a10|0.0|0|0|0|0.0|0.0|1|1|2.140123457|-0.12979844|-0.00264793|0.012558932|2|0.036666667|-0.031558374|1.981673861|-0.17741132|0.010305237|1|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|-0.233801237|0.7338945809999999|0.754150918|-0.149057824|0.800727358|0.706648116|1|-35.17017083|-51.27837225|0.084791355|60.05816353|-0.02685653|-36.32074126|4.824237957|53.00900704|-1.6651048819999998|60.76548004|-19.02262196|3103.831885|648.2471057|-1179.402562|1945.384475|0.238800348|8.755988318|17.02048484|7034.375112000001|169.14354509999998|24.9903188|-370.018179|1549.399766|1.0|1.0|1.0|0.0|27.0|5.11|5.81|2.99|2.0|0.0|0.0|1.0|6.0|-5.38|35.0|5.0|-5.93|0.0|0.0|1.0|4.19e-06|0.00193|2e-06|0.000923|4.48|0.0|6.66e-08|-53.0|3.8034|3.8034|1336.11|325.98|325.98|606.18|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|0.75|6.1249|6.1249
9c_a31|0.0|1|0|0|3.410619646|0.0|0|1|0.0|0.031715924|-0.013082561|-0.055520387|0|0.03482906|-0.0384827639999999|0.0|-0.6933757159999999|-0.003618466|2|-0.000813398|-0.062065125|-0.138799714|-0.223856622|-0.546598398|0.8083148840000001|0.842823186|-0.000533581|0.8856644770000001|0.770283733|0|-65.84728287|-81.63444414|0.325309894|207.3144829|-0.035867334|-52.02424796|12.30439782|552.8237349999999|-1.7933667130000002|97.22026028|-22.85764436|2592.448925|429.9685721|-1142.882218|2242.189942|0.329283294|8.188627935|15.04941978|5658.985169|209.8466636|34.07943198|-217.5897278|1703.9715989999995|1.0|1.0|1.0|2.0|16.0|5.64|3.7|1.08|2.0|0.0|0.0|1.0|8.0|-5.23|28.0|5.0|-6.53|0.0|0.0|1.0|5.85e-06|0.00233|6.94e-05|0.0277|3.1|0.0|2.31e-05|-0.03249|3849.0|3849.0|1147.93|322.12|322.12|588.58|0.7007399999999999|-1617.892493|0.2554|-0.15975|1.3617|-0.19224|0.04177078|-1617.9568470000002|0.42|6.3768|6.3768
12q_a30|0.0|0|0|0|0.0|-4.76444841|0|2|0.0|0.144208934|-0.015322396|-0.27228842|2|0.0438779959999999|-0.016509571|0.0|-0.873376576|-0.00695299|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|0.613786308|0.816138015|0.01661722|0.867367115|0.593245722|0|-59.52322773|-78.7683329|0.154254173|105.1162273|-0.045799658|-53.67653794|6.868090132000001|0.732186841|-2.427381881|90.06607753|-31.21009417|3305.289025|576.3319634|-1654.134991|2844.418547|0.179359278|7.346842839|13.96052394|7990.060758|122.2240555|38.03137394|-437.0000797|2015.662819|1.0|1.0|0.0|1.0|17.0|4.43|4.78|2.82|2.0|0.0|0.0|1.0|7.0|-6.7|34.0|8.0|-5.66|0.0|0.0|0.0|1.99e-07|9.63e-05|1.2e-06|0.000579|5.05|0.0|3.19e-05|-0.05105|5.0573|3.4834|1214.92|355.93|245.16|537.96|0.68516|-1987.781386|0.1515|-0.14792|5.5755|-0.19897|0.03408298|-1987.847256|36.0|7.4449|7.4449
13_a15|0.0|0|0|0|0.0|0.0|0|1|0.0|-0.139434143|-0.006348913|-0.031457366|3|0.029206349|-0.006938727|0.0|-0.393632585|0.001806571|0|0.003766915|-0.010882979|-0.173728081|-0.272482143|-0.357554652|0.843715005|0.729838386|0.008210506|0.7784213259999999|0.796300317|0|-43.2365883|-61.86632281|0.114512421|72.25096855|-0.033811561|-39.03420883|6.447664726|0.0|-1.961070565|72.41636305|-21.33321476|3028.485145|558.6934137000001|-1237.326456|3581.589629|0.244716567|5.21465994|10.07307988|7196.400881999999|154.4025434|28.24531009|-322.1392954|1638.227985|1.0|1.0|0.0|1.0|24.0|4.33|6.69|2.52|2.0|0.0|0.0|1.0|6.0|-6.32|34.0|4.0|-5.26|1.0|0.0|0.0|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|5.7e-07|-0.03946|3942.0|2.5721|1231.11|482.03|314.52|549.33|0.70626|-1450.399387|0.0003|-0.11283|3.5479|-0.15229|0.02844037|-1450.462642|6.0|8.2218|8.2218
12w_a36|0.0|1|0|0|3.3131307480000003|-4.750262163|0|2|0.0|0.081390556|-0.015825416|-0.297354748|2|0.041555556|0.041058884|0.0|-0.917874106|-0.011700732|1|-0.007897954|0.115646674|-0.1187503719999999|-0.3344729369999999|-0.604676196|0.647732719|0.828393514|-0.098657593|0.8792981679999999|0.624142499|0|-62.34080876|-79.88912835|0.171636756|123.23411609999998|-0.041210062|-57.35989379|10.87965823|0.780959767|-2.225343322|99.51883498|-29.58856606|3230.870697|594.7596206000001|-1597.782567|2602.5207|0.29463721|8.365472166|15.701847400000002|7418.252264|211.5476713|41.94801097|-294.8983941|2265.1925920000003|1.0|1.0|0.0|2.0|17.0|3.31|4.04|2.04|2.0|0.0|0.0|1.0|7.0|-5.2|34.0|8.0|-6.4|0.0|0.0|0.0|6.26e-06|0.00291|8.6e-06|4.0|3.86|0.0|3.37e-05|-0.05326|3.8881|3.8881|1198.72|318.88|318.88|552.55|0.69466|-1644.953222|0.4508|-0.15708|5043.0|-0.21034|0.0328886|-1645.017691|23.0|7.6383|7.6383
15c_a22|0.0|0|0|0|0.0|0.0|1|0|1.596256692|-0.134137693|-0.005236206|-0.018518519|2|0.038137255|-0.026986769|1.568396937|-0.298463715|0.003784292|1|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|-0.364626967|0.667111824|0.773044788|-0.096749121|0.8353837409999999|0.639264982|1|-48.58045253|-57.66130245|0.133414786|96.05497587|-0.0302219629999999|-41.51455167|12.731723|78.22334636|-1.60176404|75.52188549|-21.75898206|3079.491787|623.9175171|-1153.226049|2092.620825|0.338224886|8.626398368|16.03890406|6882.442370999999|243.5126145|32.87972244|-232.9472639|1742.625289|0.0|1.0|1.0|1.0|27.0|3.9|4.18|1.08|1.0|0.0|0.0|1.0|6.0|-4.86|34.0|6.0|-6.96|0.0|0.0|0.0|1.39e-05|0.00618|2.4e-05|0.0107|2.9|0.0|2.35e-07|-0.07399|5.7361|3674.0|1241.07|337.46|216.15|575.8|0.69113|-1460.324493|0.0694|-0.15408|7.382000000000001|-0.22807|0.03150096|-1460.387718|737.0|6.1325|6.1325
14a_a3|0.0|0|0|0|0.0|0.0|0|0|0.0|0.111575338|-0.009312773|-0.1160619169999999|3|0.043464052|-0.143740653|1.772745969|-0.363198151|-0.00603969|1|-0.004161699|-0.267665193|-0.050943323|-0.094863591|-0.582572884|0.882394075|0.7574238740000001|0.164994144|0.822587422|0.8255789570000001|1|-45.12132248|-46.53709886|0.209105063|102.8554977|-0.036792719|-22.89086827|3.396421044|83.70773843|-1.324537874|55.84414456|-18.09776067|2160.698862|389.0288018|-651.519384|1186.412113|0.239123122|5.308770254|10.24853699|4716.423352000001|117.6209094|23.78539971|-256.6424807|856.2743893999999|0.0|1.0|1.0|1.0|21.0|4.28|3.71|1.04|0.0|0.0|0.0|1.0|2.0|-4.45|23.0|4.0|-6.42|0.0|0.0|1.0|3.54e-05|0.0113|0.000103|0.0327|2.58|0.0|4.08e-05|-0.06736|3.2363|3.2363|822.33|383.1|383.1|373.85|0.69708|-1327.354384|0.4524|-0.1321|3.5358|-0.19946|0.02860456|-1327.403067|0.03|7.5229|7.5229
21_a47|0.0|0|1|1|0.0|0.0|1|0|1.2247108|0.072733799|-0.010650348|-0.13650463|2|0.037801932|-0.034419528|1.028199909|-0.511216716|-0.006808306|1|-0.004332497|-0.090969103|-0.1049885469999999|-0.277479519|-0.5406500129999999|0.612295986|0.826796636|-0.080213904|0.8856299320000001|0.591185263|1|-46.63227351|-53.76411184|0.29417845|166.049938|-0.033866638|-30.34731959|7.244985517000001|47.95893876|-1.5239986980000002|70.10126935|-19.11612865|2691.697803|398.4031618|-860.2257893999999|1402.202743|0.355154704|7.071346534|13.17102891|6103.311635|200.4681737|29.64451905|-163.5167523|1334.003357|0.0|1.0|1.0|2.0|21.0|2.94|4.93|2.97|1.0|0.0|0.0|1.0|6.0|-4.44|29.0|6.0|-6.58|0.0|0.0|1.0|3.6e-05|0.0142|4.84e-05|0.0191|3.0|0.0|7.8e-06|-0.06339|3917.0|3917.0|1014.33|316.53|316.53|441.93|0.68296|-1374.858663|0.2249|-0.16158|3.6767|-0.2249699999999999|0.03299607|-1374.914223|5.0|8.3|8.3
21b_a23|0.0|0|1|1|0.0|0.0|2|0|3.351726269|0.094654108|-0.005936474|-0.008526338|2|0.042455556|0.057405955|0.745297595|-0.326506055|0.01055698|2|0.009872313|0.107996329|-0.069382957|-0.130528352|-0.481470603|0.7038407329999999|0.7717839409999999|0.131951284|0.8339434929999999|0.668547062|1|-41.81114831|-58.25915868|0.0692712809999999|48.56114386|-0.034219814|-40.84133198|7.117014296|86.65837165|-1.745210489|67.68046598|-23.98906534|3074.083057|652.4673795|-1223.442332|2531.041828|0.187665282|8.773746105|16.20152864|6919.229053|131.5587155|29.53101081|-437.9110924|1506.081551|0.0|1.0|1.0|1.0|26.0|3.92|4.2|2.6|2.0|1.0|0.0|1.0|5.0|-6.1|33.0|5.0|-6.42|0.0|0.0|0.0|8.02e-07|0.000361|6.06e-06|0.00273|3.7|0.0|6.45e-06|-0.08401|4.0023|3.6237|1247.38|342.15|309.79|611.6|0.70139|-1761.230923|0.2333|-0.15033|9.5312|-0.23434|0.02657688|-1761.294175|85.0|7.0691|7.0691
4n_a46|0.0|0|0|0|0.0|0.126268818|1|1|2.093595994|-0.061148449|-0.004696854|-0.036492128|0|0.045335917|-0.2264394139999999|0.0|-0.234842682|0.004988019|1|0.0042595609999999|-0.349865095|0.070558373|0.109017734|-0.369211845|0.741742667|0.722331115|-0.06655165|0.7681452190000001|0.7427183759999999|0|-56.80797266|-47.16810275|0.096854593|53.22165035|-0.031047837|-25.91889741|2.543769935|0.0|-1.459248362|51.4039205|-17.06080312|2195.786424|496.2788787|-801.8577467|2116.313581|0.136796337|5.666371466|9.921794991|4955.374473|75.1696593|19.76451658|-399.1612105|928.9322794|1.0|1.0|1.0|1.0|17.0|4.33|4.94|2.99|1.0|0.0|0.0|1.0|2.0|-5.43|26.0|3.0|-5.26|0.0|1.0|1.0|3.75e-06|0.00129|7.95e-06|0.00273|4.41|0.0|7.340000000000001e-05|-0.04044|5.7448|3953.0|1011.66|313.65|215.82|502.02|0.7025|-1090.098769|0.0711|-0.16641|6.2318|-0.20685|0.04131598|-1090.151267|5194.0|5.2845|5.2845
47c_a18|0.0|0|0|0|0.0|0.0|0|1|0.0|0.02368001|-0.007068829|-0.048726885|0|0.032688172|0.047739847|0.0|-0.537230966|0.0007979619999999|0|0.002674691|0.071793992|-0.212991596|-0.320309303|-0.455055055|0.784328127|0.758269842|-0.027873485|0.7912974190000001|0.7601847759999999|0|-57.54296759|-75.57063623|0.1871383589999999|150.4485025|-0.0321917939999999|-60.75445536|10.25333491|103.416376|-2.350000928|88.76073429|-25.88035487|3228.879782|653.4941186000001|-1889.265906|2027.892739|0.251001849|9.566965871|18.73268473|7527.530240999999|201.7910841|34.55329606|-400.3604527|2522.390613|1.0|0.0|1.0|3.0|18.0|2.84|2.87|2.41|3.0|2.0|1.0|1.0|12.0|-5.73|38.0|4.0|-6.61|0.0|0.0|0.0|1.84e-06|0.000947|8.12e-06|0.00417|3.98|1.0|3.42e-07|-0.0449|3.1096|3.1096|1505.09|398.71|398.71|790.07|0.6983199999999999|-1664.201034|0.5869|-0.12841|3.3075|-0.17331|0.03115159|-1664.277127|3.0|8.5229|8.5229
37_a18|0.0|0|0|0|0.0|0.0|0|2|0.0|-0.0013530679999999|-0.005351023|-0.018808538|1|0.036746032|-0.018268775|0.0|-0.385273662|0.002300582|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.224171123|-0.44541772|0.7100921609999999|0.725028151|0.020848396|0.761336899|0.699483099|0|-50.09028298|-54.7389628|0.168216253|123.0060763|-0.0286221589999999|-40.02719655|4.865006968|60.1335413|-1.946306811|65.15554136|-20.92960342|3055.795406|608.2316837999999|-1423.213033|1571.7484060000002|0.2351233969999999|9.460456975|18.49074823|7035.839448000001|171.9311063|27.36337253|-387.3755475|1860.709332|0.0|0.0|1.0|2.0|18.0|3.68|3.3|3.33|2.0|1.0|0.0|1.0|7.0|-5.68|36.0|3.0|-6.14|0.0|1.0|0.0|2.08e-06|0.000999|3.35e-06|0.00161|4.36|0.0|7.27e-07|-0.04925|3.2127|3.2127|1395.35|385.91|385.91|673.45|0.69305|-1532.553949|499.0|-0.13194|2.2872|-0.18119|0.02274574|-1532.622404|35.0|7.4559|7.4559
8_a10|0.0|0|0|0|0.0|0.0|1|1|2.071128354|-0.075368755|-0.00560152|-0.012055162|2|0.035828092|-0.000315856|1.546251312|-0.296880569|0.0087730469999999|1|0.009056935|-0.000504277|-0.082893697|-0.132343104|-0.368590322|0.6357042860000001|0.809386132|-0.015871527|0.864927472|0.616731847|1|-32.63117642|-47.16908772|0.125156018|68.45976606|-0.029917593|-25.80127401|4.714910465|9.35593124|-1.465962037|56.7864899|-16.36478554|2612.274447|478.5356341|-801.8744912000001|1899.542278|0.277350551|6.112185271|10.75705296|6289.86818|151.7094758|22.64553798|-243.5764486|1109.631361|0.0|1.0|1.0|0.0|21.0|4.46|4.2|2.46|1.0|0.0|0.0|1.0|4.0|-4.52|29.0|5.0|-6.25|0.0|1.0|1.0|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|3.37|0.0|9.59e-06|-0.0623299999999999|4.6964|3684.0|1047.58|336.55|264.0|416.69|0.68815|-1257.59269|0.0916|-0.15556|1.2052|-0.21789|0.02243902|-1257.648047|526.0|6279.0|6279.0
13c_a6|0.0|1|0|0|3.441255118|0.0|0|1|0.0|-0.046663393|-0.010619065|-0.0122495089999999|1|0.040821256|0.049627353|0.0|-0.605286688|-0.003346018|1|-0.000899678|0.081059709|-0.106686991|-0.174259072|-0.490486317|0.845481322|0.780680481|0.085414885|0.8353837409999999|0.7995080809999999|0|-63.73961873|-75.71763296|0.213190168|145.12291069999998|-0.039875482|-51.54254258|14.15496611|567.1031411|-2.11340057|88.21184769|-27.1440571|2880.850692|535.5975578|-1438.635026|3135.546462|0.2279674589999999|8.038175951|15.07660437|6204.855629|155.1821156|35.15921372|-370.3562372|1863.438327|1.0|1.0|1.0|2.0|23.0|5.38|4.57|1.5|2.0|0.0|0.0|1.0|6.0|-5.95|32.0|5.0|-5.88|0.0|0.0|1.0|1.11e-06|0.000471|5.42e-06|0.00229|4.23|0.0|1.68e-07|-0.05015|5.992000000000001|3.6519|1217.77|339.5|206.92|596.15|0.7008800000000001|-1389.122252|0.28|-0.14975|7.7129|-0.1999|0.0276450999999999|-1389.184603|73.0|7.1367|7.1367
12k_a36|0.0|1|0|0|3.483171769|0.0|0|2|0.0|-0.076124222|-0.0071232019999999|-0.063399056|2|0.039061728|0.096315593|0.0|-0.413145744|0.002782748|1|0.003724542|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|0.90500247|0.811903388|-0.09344781|0.8647233590000001|0.856135378|0|-49.87227128|-67.14870046|0.157229536|103.5614526|-0.037758075|-44.22843899|7.838185977999999|0.0|-2.038936068|78.24529096|-24.86988906|2792.202559|555.1026569|-1342.974009|2294.707886|0.219318299|7.241602627000001|13.89698356|6027.033337|144.457092|31.85663123|-369.7499256|1720.258086|1.0|0.0|0.0|2.0|17.0|3.62|2.42|2.38|1.0|0.0|0.0|1.0|6.0|-4.58|31.0|4.0|-6.34|0.0|1.0|0.0|2.6e-05|0.0106|2.82e-05|0.0115|3.45|0.0|3.94e-05|-0.0497|5053.0|3.6631|1186.08|338.46|245.37|530.51|0.70031|-1310.072976|0.0908|-0.15053|5.7818|-0.20023|0.03274587|-1310.134752|14.0|7.8539|7.8539
13a_a5|0.0|1|0|0|2.931642415|0.0|0|0|0.0|-0.154076582|-0.006081807|-0.033436214|2|0.023989899|-0.007871499|0.0|-0.328417593|0.002355511|1|0.003196482|-0.012798693|-0.035005746|-0.0569177229999999|-0.367284642|0.746303189|0.8045357209999999|-0.048584084|0.857293078|0.720100768|0|-57.31787843|-54.03141848|0.233249839|150.1663914|-0.0279752339999999|-34.78546088|6.938219155|39.93934134|-1.426736914|72.13276165|-18.01047283|2657.14588|493.6342317|-918.5341141|1314.232685|0.401208461|8.571729592999999|15.89940424|5628.9694|258.29825730000005|30.07803494|-127.2041084|1533.979782|1.0|1.0|1.0|2.0|23.0|4.39|3.58|0.95|2.0|0.0|0.0|1.0|8.0|-3.77|30.0|5.0|-7.18|0.0|0.0|1.0|0.000169|0.0675|0.000184|0.0734|2.19|0.0|5.02e-07|-0.05534|4.6285|4.2107|1160.81|294.45|267.87|567.51|0.50037|-1312.907813|0.1992|-0.17364|3.3414|-0.22898|0.04138695|-1312.968936|91.0|7041.0|7041.0
8_a4|0.0|0|0|0|0.0|0.0|1|1|2.126514848|-0.208165266|-0.001277205|0.03148225|2|0.038726287|-0.072752231|1.987684188|-0.056197036|0.010647563|1|0.009595591|-0.1193184819999999|-0.048133994|-0.078942941|-0.150276481|0.619844116|0.813333185|-0.07377839|0.879500982|0.576540652|1|-27.90231822|-33.90618946|0.074867554|38.69916707|-0.024598141|-17.52616744|2.772101712|37.17889653|-0.983925625|41.57817329|-12.71482105|2297.5526170000003|478.2025467|-508.5928419|1737.932042|0.273845898|5.695730546|9.972991122|5162.482272|141.55141369999998|17.50981094|-233.7988862|700.3924376|1.0|1.0|1.0|0.0|21.0|4.63|4.76|2.93|1.0|0.0|0.0|1.0|2.0|-4.35|25.0|3.0|-5.76|0.0|1.0|1.0|4.49e-05|0.0156|1.46e-05|0.00506|3.74|0.0|5.72e-06|-0.05864|5.3544|3.9863|949.09|311.03|231.56|391.01|0.57675|-1450.071352|0.0642|-0.16821|4.5781|-0.22685|0.0252645|-1450.121028|54.0|7.2676|7.2676
5g_a40|0.0|0|0|0|0.0|0.0|1|1|1.534673091|0.0094595959999999|-0.016033575|-0.190406197|0|0.044946237|-0.0602779129999999|0.64025463|-0.5611751220000001|-0.012794054|2|-0.012008571|-0.104356485|0.07917206|0.137067086|-0.4748772539999999|0.795454476|0.818555255|0.006643696|0.882781953|0.7733200179999999|1|-72.93994279|-68.05025116|0.32227256|152.9506864|-0.049288357|-32.29667648|5.616992201|0.0|-1.577227413|80.22859145|-23.39227384|2054.810452|321.64971460000004|-748.5527627|593.8133184|0.254650681|6.193485364|12.10939827|4358.890754999999|120.8573152|31.38430965|-232.8857705|1004.297909|0.0|0.0|0.0|2.0|14.0|2.69|2.5|0.74|0.0|1.0|0.0|3.0|3.0|-4.24|21.0|5.0|-6.6|0.0|0.0|1.0|5.78e-05|0.0174|0.000426|128.0|2.17|0.0|391.0|-0.0540299999999999|3.48|3.48|800.98|356.27|356.27|367.19|0.6563|-1327.9345529999998|261.0|-0.14505|4.9132|-0.19908|0.04070345|-1327.982732|123.0|6.9101|6.9101
3l_a32|0.0|1|1|1|3.672194822|0.0|0|1|0.0|-0.003342759|-0.0054004|0.0043645509999999|0|0.035643275|-0.039331295|2.259257465|-0.270019992|0.0016954029999999|3|0.002942329|-0.068876714|-0.04980249|-0.087213805|-0.524711546|0.820540279|0.751853889|-0.136589369|0.7973741999999999|0.776480242|1|-40.30321333|-51.41835077|0.114441512|66.55229892|-0.028831823|-29.90181954|4.141107366|0.0|-1.326263838|58.10243176|-16.76685351|2453.759435|514.9875423000001|-771.2752615|2415.340446|0.211763281|6.414825717|11.74082324|5429.531532999999|123.148785|21.27134288|-335.2422712|978.4817724|1.0|1.0|1.0|1.0|19.0|7.34|6.17|2.64|2.0|0.0|0.0|1.0|3.0|-7.6|26.0|3.0|-4.71|1.0|0.0|1.0|2.52e-08|9.59e-06|9.7e-07|0.0003689999999999|5.51|0.0|1.2e-05|-0.0529799999999999|3.5319|3.5319|1062.47|351.04|351.04|468.81|0.70282|-1789.242839|0.2876|-0.14664|3.3955|-0.19962|0.02547484|-1789.298086|12.0|7.9208|7.9208
18d_a30|0.0|0|0|0|0.0|0.0|0|2|0.0|0.041146136|-0.0072724869999999|-0.064217094|2|0.040899471|-0.071608958|0.0|-0.385441836|0.001139238|1|0.002064369|-0.159104532|-0.0541804029999999|-0.120380857|-0.4624430539999999|0.669561738|0.815003426|-0.001699165|0.870930234|0.64876559|0|-49.44608411|-65.3088221|0.196719738|124.5022473|-0.037906966|-41.33339749|7.147133584|0.0|-1.85744132|75.80070349|-23.99099587|2848.574353|508.389239|-1175.558798|2894.162522|0.216715605|7.063141946|12.69833771|6367.958933|137.15746130000002|30.62871675|-358.5765637|1500.807121|1.0|1.0|0.0|1.0|17.0|4.25|3.18|3.2|2.0|0.0|0.0|1.0|5.0|-5.39|30.0|5.0|-6.02|0.0|0.0|0.0|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|5.260000000000001e-05|-0.05506|5.0125|3.4682|1129.46|357.49|247.35|508.7|0.69017|-1674.785879|0.3788|-0.14167|5.0115|-0.19673|0.03258724|-1674.8453470000002|21.0|7.6737|7.6737
