molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
4j_a46|0.0|0|0|0|0.0|0.19521727|1|1|2.194310043|-0.175292207|-0.002284836|-0.012405467|1|0.048126615|-0.0529855709999999|0.0|-0.130235627|0.011968098|1|0.011684396|-0.078783783|-0.0589746909999999|-0.087688953|-0.226712003|0.72796254|0.7298040140000001|-0.061823242|0.763724435|0.728293097|0|-34.99059698|-43.95227197|0.0501066629999999|29.59387777|-0.024805825|-25.95898597|5.205103062|71.98911503|-1.339514565|50.26191521|-14.65075732|2260.870095|561.0237355|-791.1408955|2563.282153|0.223067683|6.274010655|10.49957018|5077.124695|131.7477027|18.85718615|-327.122208|1018.288052|0.0|1.0|1.0|0.0|17.0|5.18|5.33|3.28|2.0|0.0|0.0|1.0|4.0|-5.38|27.0|3.0|-5.09|0.0|1.0|1.0|4.16e-06|0.0015|4.86e-06|0.00176|4.81|0.0|7.33e-06|-0.01684|5.3949|4.4093|1112.13|281.19|229.82|572.31|0.69413|-1131.761156|0.1418|-0.18387|2.9043|-0.20071|0.02491327|-1131.817578|805.0|6.0942|6.0942
7e_a8|0.0|1|0|0|3.038052327|0.0|1|0|1.3496955309999998|-0.150447714|-0.006027596|-0.052939815|0|0.043758865|-0.03633378|0.0|-0.289324602|0.0024398329999999|1|0.002669179|-0.075638618|0.034227147|0.07125309|-0.341022848|0.5897105770000001|0.732001738|-0.023521398|0.790500031|0.577394732|0|-51.4880895|-53.04282692|0.170843962|102.177831|-0.037446454|-31.72369068|7.725998682999999|63.5628736|-1.6850904519999998|64.23177694|-22.39586026|2605.914474|495.8990914|-1007.813711|2032.501296|0.223998448|7.70387217|14.654025199999998|5808.479788000001|133.9683023|28.86058693|-330.14031780000005|1298.726412|1.0|1.0|0.0|1.0|23.0|5.16|4.94|3.54|2.0|0.0|0.0|1.0|4.0|-5.75|29.0|4.0|-5.43|0.0|0.0|1.0|1.78e-06|0.000686|3.87e-06|0.00149|4.54|0.0|1.95e-06|-0.0697|3.8142|3.2363|1060.05|383.1|325.06|544.55|0.70177|-1300.271093|0.1522|-0.13577|9.0006|-0.2054699999999999|0.02845071|-1300.327213|35.1|4.4547|4.4547
12ab_a30|0.0|0|0|0|0.0|0.0|0|2|0.0|-0.026189286|-0.008528077|-0.030346359|2|0.043854875|0.018023992|0.0|-0.520212725|0.003529389|1|0.005111479|0.03046828|-0.12254489|-0.207153446|-0.384942092|0.8397577820000001|0.809127478|0.078325164|0.855880335|0.794193541|0|-58.23149599999999|-71.0035788|0.200246511|140.93076580000002|-0.031859359|-49.97135112|15.64609074|0.0|-1.815983471|92.49334877|-22.42218278|3118.431712|562.8556061|-1278.064418|2618.234172|0.3960470239999999|8.44310703|15.6704374|6918.884105|278.7324985|37.1257096|-146.321375|2116.165447|1.0|1.0|1.0|1.0|17.0|3.94|2.63|2.2|2.0|0.0|0.0|1.0|7.0|-5.61|33.0|6.0|-6.39|0.0|0.0|0.0|2.47e-06|0.00113|9.94e-06|0.00456|3.81|0.0|6.720000000000001e-05|-49.0|4.8018|3.4919|1275.19|355.06|258.2|613.7|0.68324|-1804.523449|0.1511|-0.14772|6.9089|-0.19672|0.03368522|-1804.589076|17.0|7.7825|7.7825
17_a12|0.0|0|0|0|0.0|0.0|0|1|0.0|0.132275232|-0.00864055|-0.058347964|3|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.202276514|-0.559137213|0.918713011|0.8198617429999999|-0.043392747|0.87653892|0.859088647|0|-36.25249721|-50.13411606|0.141880635|73.93273708|-0.035198739|-26.12444199|3.048310481|0.0|-1.443148294|57.97616997|-18.34174978|2246.161353|447.1583691000001|-752.0117408|1470.257187|0.213298781|5.669161963|10.61752641|4866.339908|111.1480977|23.31475957|-298.7949107|955.9051425|1.0|1.0|1.0|1.0|17.0|4.51|2.56|2.47|0.0|0.0|0.0|1.0|3.0|-4.51|24.0|4.0|-6.07|0.0|1.0|1.0|3.1e-05|0.0103|5.7100000000000006e-05|0.0191|3.19|0.0|2.32e-05|-0.06322|4.4014|3.7723|933.62|328.67|281.69|419.49|0.62783|-1366.638303|148.0|-0.15459|2128.0|-0.21781|0.02800938|-1366.689546|16.0|7.7959|7.7959
9b_a36|0.0|1|0|0|3.513187594|0.0|0|2|0.0|-0.053019801|-0.0058276019999999|-0.023369916|2|0.040166667|0.082806042|0.0|-0.308862918|0.005050384|1|0.005458948|0.146828453|-0.053309522|-0.094526372|-0.4060950789999999|0.8421237309999999|0.7885597609999999|-0.034830997|0.842671963|0.7961424690000001|0|-46.58565720000001|-61.73294817|0.154620539|97.10089515|-0.036110824|-38.76797062|6.707514535|0.0|-1.769430355|71.70079424|-22.67740953|2715.020034|530.8939077|-1111.193067|2464.2160510000003|0.21757783|7.549264797|13.80758516|5838.085413000001|136.63774650000002|28.98359786|-354.7193098|1420.196295|1.0|1.0|0.0|1.0|17.0|3.6|2.76|2.82|1.0|0.0|0.0|1.0|5.0|-4.6|29.0|4.0|-6.46|0.0|0.0|0.0|2.49e-05|0.00992|3.71e-05|0.0148|3.2|0.0|9.21e-05|-0.05146|3.8535|3.8535|1127.85|321.74|321.74|514.45|0.69763|-1575.557248|0.5392|-0.15833|6.2846|-0.20979|0.02803905|-1575.616432|21.0|7.6778|7.6778
12o_a36|0.0|1|0|0|3.444418304|0.0|0|2|0.0|0.01340619|-0.0100574069999999|-0.079716275|2|0.040770975|0.03842353|0.0|-0.613501857|-0.00233752|1|-0.000472698|0.065221584|-0.126068378|-0.213993335|-0.5110239679999999|0.859938421|0.799869816|0.141570244|0.848816593|0.817582774|0|-59.0895896|-76.51720886|0.2407887189999999|173.4105814|-0.03541591|-55.10596064|12.13767506|112.1259723|-2.018706878|95.66406176|-25.50573629|3009.981519|546.7667677000001|-1453.826968|2778.220342|0.333537155|7.322888607|13.80895167|6622.134304|240.2059039|38.27030489|-239.7655413|2181.407379|0.0|0.0|0.0|3.0|17.0|2.38|1.65|1.49|1.0|0.0|0.0|1.0|7.0|-3.54|33.0|5.0|-7.66|0.0|0.0|0.0|0.000292|128.0|0.000227|0.0997|1.85|0.0|5.18e-05|-0.05456|5.1927|3.8726|1240.51|320.16|238.77|560.88|0.67273|-1440.671057|0.2888|-0.15695|4.9237|-0.21151|0.04371335|-1440.734965|0.04|7.3979|7.3979
9g_a40|0.0|0|0|0|0.0|0.0|1|0|1.849105962|-0.058811055|-0.0054957819999999|-0.0220464379999999|0|0.043730159|0.07954859|0.895670535|-0.225327061|0.011921308|2|0.0115573539999999|0.133954053|-0.037217966|-0.062672355|-0.383703998|0.694156166|0.764275277|-0.384131901|0.821935848|0.665414608|1|-33.47455057|-41.63731423|0.09545843|50.29077056|-0.031197254|-21.93596333|5.930596229|64.08637519|-1.185495647|51.16627179|-16.43578193|2169.234651|476.5434822|-624.5597134|349.4421673|0.259759794|8.180261533|15.62271835|4435.743087|136.8503571|22.20330888|-253.1335385|843.7257374|0.0|0.0|1.0|1.0|22.0|2.91|2.93|0.64|0.0|0.0|0.0|1.0|3.0|-2.49|23.0|4.0|-7.17|0.0|1.0|0.0|0.00323|977.0|0.0008179999999999|247.0|1.37|0.0|0.000113|-0.0624|3.0778|3.0778|923.42|402.84|402.84|469.6|0.70233|-1332.31775|0.3563|-0.12765|3.4787|-0.19005|0.01134289|-1332.369643|3548.0|5.45|5.45
12b_a50|0.0|0|1|1|0.0|0.0|2|1|4.058595679|-0.19841119|-0.002929899|-0.0016330379999999|1|0.034845679|-0.08032584|2.112397566|-0.125985651|0.01164808|2|0.011790103|-0.139522815|-0.168032508|-0.291865836|-0.246831987|0.699597776|0.804535572|0.009081884|0.8718949979999999|0.660148928|1|-22.92589265|-33.25880166|0.074083915|37.24447201|-0.0237482779999999|-16.72031641|5.43117764|86.49656508|-0.926182858|47.12729492|-11.93905701|2224.116359|465.4891075000001|-465.6232233|1446.231761|0.4268092529999999|5.7232816060000005|10.05480253|4672.843578|214.5713436|20.82911679|-73.59089223|812.3355548|1.0|0.0|1.0|0.0|20.0|2.59|3.42|2.02|0.0|0.0|0.0|2.0|2.0|-3.16|24.0|3.0|-6.44|0.0|1.0|1.0|0.000685|215.0|0.000144|45.0|2.5|0.0|0.00101|-0.02974|4.7089|3.9305|909.8|315.44|263.3|401.64|0.6581|-1006.501585|0.0777|-0.16451|4.0567|-0.19425|0.02307802|-1006.550688|4.74|5.3242|5.3242
7_a15|0.0|0|0|0|0.0|0.0|0|0|0.0|-0.2269896539999999|-0.010310394|-0.038088878|1|0.035075075|0.145944639|0.0|-0.494898891|-0.0013239329999999|0|0.002150323|0.213947987|-0.211522056|-0.310081401|-0.335491052|0.857287135|0.70084115|0.154068618|0.740089344|0.8115121240000001|0|-41.29775265|-61.50761094|0.158599673|88.02694557|-0.026500274|-34.13832456|11.27499976|56.30310755|-1.2190126140000002|85.26222186|-14.70834175|2330.667514|466.9990754|-676.5837204|1624.468817|0.551335598|6.01738192|9.971755103|5097.868552|306.0056033|32.78250222|56.98518567|1507.995102|1.0|1.0|1.0|1.0|18.0|3.38|4.64|1.74|2.0|0.0|0.0|1.0|7.0|-4.83|26.0|5.0|-5.72|0.0|1.0|1.0|1.46e-05|0.00516|3.2e-05|0.0113|3.84|0.0|2.26e-05|-0.0284899999999999|4.4386|3.7495|1000.95|330.67|279.33|499.86|0.70497|-1184.168094|0.0169|-0.15605|1.1115|-0.18454|0.01827873|-1184.224637|227.0|6644.0|6644.0
1_a3|0.0|0|0|0|0.0|0.0|0|1|0.0|0.079857077|-0.006053652|-0.073036903|2|0.034166667|-0.004409693|2.194605012|-0.248199745|-0.006610844|0|-0.005006707|-0.007705076|0.05038525|0.08803837|-0.486774367|1.005427002|0.7905285390000001|-0.126299711|0.8457792829999999|0.943582278|1|-45.44133321|-42.54530997|0.2237487219999999|102.8341051|-0.034105115|-19.55367089|1.697600903|0.0|-1.295994381|49.05980305|-15.67458788|2012.9704|356.76228530000003|-595.6343396000001|1162.737831|0.207914282|4.984064981|9.046658216|4510.611026|95.55665364|19.78900457|-268.4830832|751.9821735|1.0|0.0|1.0|1.0|16.0|2.28|1.85|1.52|0.0|0.0|0.0|2.0|2.0|-3.07|22.0|4.0|-6.87|0.0|0.0|0.0|0.0008529999999999|261.0|0.000503|154.0|1.83|0.0|0.000518|-53.0|5.8805|3.8645|845.2|320.83|210.84|316.61|0.68912|-1273.1763970000002|0.0096|-0.1658599999999999|2.2332|-0.21886|0.02599563|-1273.22339|724.0|6.1403|6.1403
14o_a23|0.0|0|1|1|0.0|-4.758526534|2|0|3.133942289|0.18835477|-0.014680137|-0.301504331|2|0.046090147|0.135737344|0.6669152279999999|-0.807407518|-0.002390707|2|-0.0004039459999999|0.416392114|-0.0962526|-0.2952674819999999|-0.653629157|0.598213287|0.802854174|0.000891427|0.861597051|0.575188253|1|-51.49843925|-66.92857564|0.0959220569999999|68.19627862|-0.042454824|-47.58321438|9.125801389|0.8929505459999999|-2.165196042|80.64694246|-30.18347529|3399.6213840000005|642.7588542000001|-1539.35724|2297.392496|0.199698446|9.016411722|17.66041891|7967.617129|141.97663490000002|37.71512766|-427.001863|1923.471511|0.0|1.0|1.0|1.0|26.0|3.97|6.18|3.04|2.0|1.0|0.0|1.0|7.0|-6.89|35.0|8.0|-5.94|1.0|0.0|0.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|5.57e-06|-0.08059|3.6989|3.6989|1236.72|335.19|335.19|582.89|0.58581|-2041.934645|385.0|-0.1517|5.9294|-0.23229|0.02299729|-2042.000938|3.0|8.4815|8.4815
14t_a23|0.0|0|1|1|0.0|0.0|2|0|3.410065804|0.04919958|-0.005383494|-0.024472753|2|0.045277778|0.073534004|0.758345646|-0.290708696|0.01269616|2|0.01180744|0.134446672|-0.074441567|-0.136106024|-0.4515027279999999|0.725800261|0.7629258809999999|0.113493155|0.820002545|0.6906097959999999|1|-36.09926385|-51.65035498|0.079043164|51.51331913|-0.033286443|-33.66111722|7.404291213|42.20767549|-1.6643221380000002|61.0040156|-21.69314909|2878.4071670000003|600.1979272000001|-1084.657455|2286.063655|0.2000541589999999|7.55064865|14.13931199|6523.656379|130.3775455|27.11827225|-390.9561553|1355.9136119999998|0.0|1.0|1.0|1.0|26.0|3.88|4.33|3.24|2.0|1.0|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|0.0|0.0|0.0|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|-0.06666|3.9855|3.2060000000000004|1184.43|386.72|311.09|534.86|0.68886|-1668.980578|0.0003|-0.15625|5.8672|-0.22291|0.02135191|-1669.040656|4.0|8.3979|8.3979
46_a18|0.0|0|0|0|0.0|0.0|0|2|0.0|-0.001181461|-0.005378956|-0.018808538|1|0.03531746|-0.046124025|0.0|-0.3872848129999999|0.002300582|0|0.003512954|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0.7100921609999999|0.729629263|-0.015124585|0.76616843|0.699483099|0|-49.54738918|-54.33831169|0.173455401|123.2289237|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|-1.988633091|63.70285871|-20.77641329|3052.94234|587.2068577|-1412.796104|1848.661552|0.217767252|8.980343774|16.47206875|7150.333139|154.7096476|26.56039822|-401.0164861|1806.107079|0.0|0.0|1.0|2.0|18.0|3.68|3.3|3.33|2.0|1.0|0.0|1.0|7.0|-5.68|36.0|3.0|-6.14|0.0|1.0|0.0|2.08e-06|0.000999|3.35e-06|0.00161|4.36|0.0|7.27e-07|-0.04995|3225.0|3225.0|1380.79|384.45|384.45|635.89|0.69181|-1532.493789|0.4249|-0.13224|2656.0|-0.18219|0.0239301|-1532.562476|186.0|6.7305|6.7305
16_a47|0.0|1|1|1|2.890539668|0.0|0|0|0.0|-0.134455235|-0.0056780519999999|-0.1246612469999999|2|0.042285714|-0.08282926|1.491023983|-0.23280014|-0.005688938|1|-0.004153659|-0.236994128|-0.02006804|-0.0574194159999999|-0.3379683979999999|0.591929006|0.812131575|-0.113476605|0.87782381|0.57616624|1|-48.30620628|-48.19609034|0.308139547|159.6978638|-0.034261359|-24.97833451|5.0150344780000005|0.0|-1.301931629|60.36423869|-17.75645434|2315.178558|358.566882|-674.7452647999999|833.8646097|0.302070079|6.855429069|13.01476838|4952.972679|156.55227280000005|25.44160067|-205.1602001|966.7808252999998|1.0|0.0|1.0|2.0|21.0|4.47|5.19|2.72|0.0|0.0|0.0|1.0|3.0|-4.34|25.0|5.0|-6.04|0.0|0.0|1.0|4.56e-05|0.0154|3.84e-05|13.0|3.27|0.0|2.3e-06|-0.05717|4.4393|4.0806|894.43|303.84|279.29|395.28|0.6743899999999999|-1166.901251|0.0909|-0.16851|2.3795|-0.22568|0.03384512|-1166.951551|1.0|9.0|9.0
12g_a36|0.0|1|0|0|3.5202147110000004|0.0|0|2|0.0|-0.063344124|-0.006495469|-0.039008054|2|0.03912037|0.078990142|0.0|-0.409214521|0.0042553209999999|1|0.005035022|0.130052038|-0.099596099|-0.163978382|-0.44093902|0.901715152|0.8026482070000001|-0.19532883|0.847239339|0.860667615|0|-47.63457647|-66.72829531|0.1457615119999999|100.2028184|-0.034549379|-45.87193951|8.382969151000001|5.097410387|-2.038413337|77.14470618|-23.75074918|2829.45056|587.240781|-1401.294202|2476.712654|0.2202546819999999|7.285010602000001|13.83075477|6223.658545|151.41267150000002|30.45962398|-384.6182564|1797.1178149999998|1.0|1.0|1.0|2.0|17.0|3.85|3.01|2.66|2.0|0.0|0.0|1.0|6.0|-4.95|32.0|4.0|-6.19|0.0|1.0|1.0|1.13e-05|0.0047799999999999|1.39e-05|0.00589|3.8|0.0|1.7800000000000002e-05|-0.0505199999999999|5.2092|3714.0|1241.66|333.83|238.01|657.02|0.70097|-1350.571683|45.0|-0.15236|5.912000000000001|-0.20288|0.0255597|-1350.633209|14.0|7.8539|7.8539
14x_a23|0.0|0|1|1|0.0|0.0|2|0|3.101221922|0.0944818319999999|-0.0065692219999999|-0.111315218|2|0.04314059|0.05740118|0.6753138120000001|-0.335030301|0.003379755|2|0.003906274|0.160327487|-0.073958723|-0.206574435|-0.443633823|0.5788469970000001|0.802520527|-0.035031888|0.8668730109999999|0.558482531|1|-46.97594633|-55.83053941|0.223171139|147.90081730000003|-0.034056109|-37.00022522|9.704599953|87.28077098|-1.6006371069999998|70.40248829|-22.56979253|3071.48868|514.8229467|-1060.780249|2382.851643|0.277788677|7.777802167999999|14.62325432|6989.569075|184.0971574|31.25095356|-294.5294492|1468.794817|0.0|1.0|0.0|1.0|26.0|4.2|5.14|3.78|2.0|1.0|0.0|1.0|5.0|-5.68|32.0|6.0|-6.35|0.0|0.0|0.0|2.09e-06|0.0009369999999999|5.41e-06|0.00242|3.78|0.0|5.23e-06|-0.08216|4.0641|3.6941|1149.42|335.63|305.07|537.48|0.62836|-1828.168422|0.3057|-0.15259|5.7933|-0.23475|0.02165405|-1828.228912|3.0|8.4949|8.4949
12ab_a36|0.0|1|0|0|3.458948649|0.0|0|2|0.0|-0.064515677|-0.007034881|0.000258844|2|0.039951691|0.035377607|0.0|-0.408023082|0.000939229|1|0.002112069|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|0.86559137|0.831136366|-0.0852411419999999|0.888163057|0.8196353679999999|0|-54.63243106|-65.54680623|0.158944244|109.6369437|-0.033434841|-45.21303385|11.46782191|15.55386871|-1.805481415|82.3666474|-23.06276515|2902.39241|580.1454645|-1245.389318|2390.849902|0.320974676|7.821826146|15.18764075|6314.697413|221.4026852|33.96451406|-246.9770378|1834.083759|1.0|0.0|0.0|2.0|17.0|3.14|1.95|1.59|1.0|0.0|0.0|1.0|6.0|-3.92|32.0|5.0|-7.21|0.0|0.0|0.0|0.0001199999999999|0.0503|0.000122|0.0515|2.33|0.0|3.76e-05|-0.0523799999999999|3.8845|3.8845|1201.64|319.17|319.17|564.58|0.69294|-1364.236757|0.4451|-0.15699|3.6976|-0.2093699999999999|0.04167456|-1364.300531|11.0|7.9586|7.9586
12bd_a36|0.0|1|0|0|3.497517322|0.0|0|2|0.0|-0.051990612|-0.006695407|-0.045630197|2|0.04625323|0.025649557|0.0|-0.4017244129999999|0.003676818|1|0.0045625|0.042808724|-0.101854847|-0.169994208|-0.436345273|0.902377067|0.78699829|-0.011529973|0.833398429|0.857993338|0|-46.92083391|-65.65179884|0.167521907|110.578217|-0.035521445|-43.33557909|7.733288012999999|0.0|-1.989200921|75.7932235|-23.44707102|2772.776922|549.5039111000001|-1313.035977|2403.371086|0.21755876|8.050812711|15.34283166|5957.939097|143.6066496|29.96655829|-372.868829|1678.127264|1.0|0.0|0.0|2.0|17.0|3.76|2.5|2.45|1.0|0.0|0.0|1.0|5.0|-4.54|31.0|4.0|-6.38|0.0|1.0|1.0|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|1.86e-05|-0.05236|3.8786|3544.0|1200.23|349.84|319.66|568.94|0.7044100000000001|-1311.291779|0.0058|-0.1459|5.7533|-0.19826|0.03110617|-1311.352257|17.0|7.7696|7.7696
15_a15|0.0|0|0|0|0.0|0.0|0|1|0.0|-0.132759299|-0.006378587|-0.031457366|3|0.029814815|-0.063032481|0.0|-0.395472407|0.001806571|0|0.003766915|-0.098862691|-0.173728081|-0.272482143|-0.3597407929999999|0.843715005|0.724319314|0.007958332|0.7725348679999999|0.796300317|0|-41.11675625|-60.51136736|0.102793952|68.29723829999999|-0.031405332|-40.20430373|9.115534766|4.306196778|-1.821509261|73.99578515|-20.86598874|3027.719888|596.1118717|-1210.227347|2868.890383|0.297455822|6.673906339|11.8273735|7039.747576999999|197.6323578|29.700607300000005|-269.1443943|1722.635223|1.0|1.0|0.0|1.0|24.0|4.33|6.69|2.52|2.0|0.0|0.0|1.0|6.0|-6.32|34.0|4.0|-5.26|1.0|0.0|0.0|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|5.7e-07|-0.03786|3.6968|2582.0|1265.55|480.19|335.38|573.46|0.70572|-1450.398033|0.0066|-0.10964|1.6365|-0.1475|0.02849263|-1450.462493|109.0|6.9626|6.9626
5f_a40|0.0|0|0|0|0.0|0.0|1|1|1.656591081|-0.004886759|-0.008387329|-0.0468504759999999|0|0.042936508|-0.085493191|0.769837491|-0.293556526|0.000663516|2|0.000706205|-0.155235986|0.100535344|0.18254908|-0.4644854879999999|0.7039183109999999|0.811339477|-0.465573352|875.0|0.680674762|1|-52.44868801|-50.68028366|0.258528569|119.4441339|-0.041135239|-23.41506245|4.319700326|63.48466425|-1.316327637|57.61052946|-19.00510637|1932.388838|342.5710869|-608.163404|599.1117195|0.185606315|5.780627322000001|11.20493646|3963.475837|85.75294257|23.33651|-290.5093357|746.7683199|1.0|0.0|1.0|1.0|14.0|2.94|2.68|1.29|0.0|2.0|0.0|3.0|3.0|-3.97|20.0|3.0|-6.47|0.0|0.0|1.0|0.000108|0.0307|0.000491|0.14|2.2|0.0|0.0587|-0.06227|3.8036|3.0611|793.54|405.03|325.97|361.03|0.69727|-1232.851443|0.0415|-0.13057|5.5961|-0.19284|0.02389588|-1232.898044|112.0|6.9508|6.9508
18c_a22|0.0|0|0|0|0.0|0.0|1|0|1.804590026|-0.191807441|-0.003749104|0.013131848|2|0.038137255|-0.044828537|1.642882533|-0.213698903|0.005449965|1|0.005597023|-0.081550274|-0.078828791|-0.143402172|-0.305378181|0.7290394929999999|0.7669483559999999|-0.032031791|0.8287956870000001|0.6922232890000001|1|-40.094865000000006|-52.84635017|0.068926461|47.68404831|-0.028825841|-36.55965924|9.49723261|15.22791009|-1.52776956|67.73280290000001|-19.94201893|3090.601885|644.1264387|-1056.927003|2574.178324|0.317309976|7.332936064|14.04085897|7101.057047|219.5183688|29.21094233|-252.7737494|1548.179944|1.0|1.0|1.0|1.0|27.0|5.36|4.98|1.47|1.0|1.0|0.0|1.0|6.0|-5.8|34.0|5.0|-6.63|0.0|0.0|1.0|1.6e-06|0.000739|7.98e-06|0.0036799999999999|3.5|0.0|1.58e-07|-0.07207|5655.0|3.7222|1249.84|333.1|219.25|583.88|0.60449|-1783.277296|0.0817|-0.15158|1.2938|-0.22365|0.02279458|-1783.340519|26.0|7585.0|7585.0
3d_a12|0.0|0|0|0|0.0|0.0|0|1|0.0|0.092417272|-0.008186708|-0.053022041|3|0.038787879|-0.166233441|0.0|-0.360215148|-0.00259095|0|-0.000643935|-0.282667477|-0.1394967999999999|-0.237203828|-0.532019854|0.91670178|0.7697403429999999|-0.097468573|0.82682708|0.8605417409999999|0|-34.34601551|-49.24083018|0.145275317|74.63869204|-0.035063929|-25.2986621|2.9374091630000003|0.0|-1.437621096|57.52228251|-18.01493787|2148.979792|439.1353855|-738.6124526000001|1205.356874|0.22571647|5.786006004|10.96674758|4509.417998|115.96727140000002|23.26659057|-281.8395348|953.9302134|1.0|1.0|1.0|1.0|18.0|3.37|2.19|2.26|0.0|0.0|0.0|1.0|3.0|-3.52|24.0|4.0|-6.22|0.0|1.0|1.0|0.000302|0.0945|0.000123|0.0385|2.81|0.0|9.64e-06|-0.06842|4.2114|3.7719|918.3|328.71|294.4|411.35|0.6572100000000001|-1006.556654|0.1583|-0.15387|2.2068|-0.22229|0.02399772|-1006.606666|25.0|7.6021|7.6021
12q_a36|0.0|1|0|0|3.453150038|0.0|0|2|0.0|-0.0543475329999999|-0.00761082|-0.043678703|2|0.042804233|0.068040097|0.0|-0.410984299|0.0005016269999999|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.177407665|-0.441747876|0.8941919290000001|0.828371596|-0.017640538|0.8839272779999999|0.8065052890000001|0|-49.18227989|-68.5549152|0.17088073|110.4712541|-0.038175515|-44.31949385|7.758093617|0.0|-1.908775752|80.15866795|-24.67976947|2786.514757|536.0103834|-1233.988474|2380.245597|0.231307611|7.546533709|14.69971555|6040.52496|149.536123|32.10617123|-347.4093916|1605.308562|1.0|0.0|0.0|2.0|17.0|3.35|2.54|2.51|1.0|0.0|0.0|1.0|5.0|-4.44|30.0|4.0|-6.49|0.0|1.0|1.0|3.64e-05|0.0151|2.55e-05|0.0106|3.31|0.0|2.77e-05|-0.05602|5.2375|3.8653|1148.35|320.77|236.72|531.58|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|4.6718|-0.2126199999999999|0.03415678|-1692.370918|6.0|8.2218|8.2218
3_a4|0.0|0|0|0|0.0|0.0|1|1|2.147369615|-0.241609351|-0.001141383|0.03287721|2|0.033760684|-0.07806942|2.180369373|-0.0502208409999999|0.011825591|1|0.011276682|-0.129930078|-0.048796855|-0.08121207|-0.133874898|0.637819558|0.773786787|-0.0862461019999999|0.8367373309999999|0.623172012|1|-25.5405205|-31.92506825|0.080195284|38.95587796|-0.024645574|-15.5080075|2.493716402|40.30885999|-0.985822953|39.38579676|-11.97190059|2159.04913|446.8068266|-478.8760237|1602.411021|0.280312336|4.832514477|8.486341272999999|4677.30755|136.1652785|16.63485592|-213.4321476|665.3942366|1.0|0.0|1.0|0.0|21.0|4.02|4.11|2.44|0.0|0.0|0.0|1.0|2.0|-3.7|24.0|3.0|-5.99|0.0|1.0|1.0|0.000198|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|2.03e-05|-0.04964|4.9088|4.0639|905.23|305.09|252.57|350.36|0.58615|-990.467184|0.0871|-0.17005|2681.0|-0.21969|0.024645265|-990.514888|104.0|6983.0|6983.0
