molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|TPSA_x|WPSA3|RPCS|FNSA1|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
13a_a6|0.0|0|0|3.417162147|0.0|0|7.412764017000001|1.430639975|5.351858133|-0.0265090529999999|0.041767677|0.0|-0.602500119|-0.00460563|10.95129557|1|1|-0.00194781|0.05269025|-0.10896749|1|0.090839165|0.8013954109999999|0.77450544|-0.094081761|-0.113446379|-61.52313164|-74.18628740000001|20.83876732|147.4582473|13.62714959|554.4922449|0.759912392|87.37044493|0.467070451|506.474367|2626.396685|-17.46461983|0.240087608|15.08351934|0.8764206290000001|6019.922535|157.0011174|-339.9303794|1757.246214|13.18415753|1.0|1.0|1.0|1.0|3.53|3.2|-9.01|4.98|4.32|95.85|1.29|2.0|116.79|0.0|-5.51|5.0|-6.1|409.44|0.0|0.0|1.0|3.52|0.0012699999999999|1.02e-05|0.00417|3.8|0.0|-0.05018|5.9934|3651.0|-1350.085889|695.29|1166.79|339.59|0.5352|206.87|571.9|0.4816|-1349.834826|0.2697|-0.19987|0.02818646|-1349.895534|9.2157|46.0|7.3372
17a_a6|0.0|0|0|3.3685510360000004|0.0|0|7.412764017000001|1.424257628|5.351858133|-0.0265090529999999|0.041767677|0.0|-0.686067347|-0.00460563|10.94948984|1|1|-0.00194781|0.068338372|-0.10896749|1|0.08716369|0.8013954109999999|0.753082653|-0.096082495|-0.109388399|-63.02857512|-71.75703418|20.43213226|161.9738174|13.40315088|554.1936506|0.77193498|84.75077935|0.483320982|494.010135|2217.333474|-17.887155899999996|0.22806502|16.13665395|0.935437602|5996.580489|149.60699319999998|-356.769966|1766.18975|12.99374518|1.0|1.0|1.0|1.0|3.52|2.88|-9.01|4.98|4.32|95.85|1.7|2.0|116.79|0.0|-5.81|5.0|-5.89|409.44|0.0|0.0|1.0|3.59|0.000637|6.69e-06|0.00274|4.09|0.0|-0.05753|3.5421|2.9753|-1350.102634|696.96|1167.16|416.71|0.3933|350.03|574.02|0.69627|-1349.830672|0.0101|-0.18178|0.02379552|-1349.892285|5604.0|24.0|7.6198
9i_a24|0.0|0|0|2.9199957480000003|0.0|1|7.153833802|1.4281889280000002|5.209486153|2.01e-05|0.023854167|0.0|-0.190487553|0.004814196|10.96661275|2|2|0.005891639|-0.140841749|-0.1818753839999999|2|0.139004845|0.73094562|0.8260893640000001|-0.064657333|-0.069812876|-30.56504777|-33.00219474|11.87389334|82.21166337|5.613069697999999|1.634015079|0.499238289|51.05832236|0.468272544|390.5119445|761.9885477000001|-5.506205845|0.500761711|11.18382556|0.8806627109999999|4155.922671|236.7218826|0.720157264|793.2611447|18.05612763|1.0|0.0|1.0|1.0|2.76|1.36|-6.05|2.42|2.72|72.28|0.67|0.0|82.17|0.0|-2.6|4.0|-7.01|288.31|0.0|1.0|0.0|1.73|716.0|0.000791|228.0|1.48|0.0|-0.0473899999999999|4.6212|4.1459|-945.286637|501.48|825.7|299.06|0.2373|268.3|363.15|0.58977|-945.174716|0.0029|-0.21943|0.0239838|-945.222448|9.2818|88.0|7.0555
9g_a40|0.0|0|0|0.0|0.0|1|7.515889085|0.604992427|5.4161004020000005|-0.0220464379999999|0.043730159|0.895670535|-0.225327061|0.011921308|10.31197177|2|2|0.0115573539999999|0.133954053|-0.037217966|0|-0.384131901|0.665414608|0.90454157|-0.063539055|-0.079033043|-33.47455057|-41.63731423|11.25704374|50.29077056|5.930596229|64.08637519|0.740240206|51.16627179|0.476386801|476.5434822|349.4421673|-8.658932892000001|0.259759794|15.62271835|0.909806709|4435.743087|136.8503571|-253.1335385|843.7257374|9.528957565|0.0|0.0|1.0|1.0|2.8|1.78|-6.43|2.91|2.93|72.28|0.64|0.0|87.53|0.0|-2.49|4.0|-7.17|302.33|0.0|1.0|0.0|1.93|977.0|0.0008179999999999|247.0|1.37|0.0|-0.0624|3.0778|3.0778|-1332.487689|559.04|923.42|402.84|0.3563|402.84|469.6|0.70233|-1332.31775|0.3563|-0.19005|0.01134289|-1332.369643|5063.0|3548.0|5.45
15b_a10|0.0|0|0|0.0|0.0|1|7.535296702|1.3438370730000002|5.4161004020000005|0.024214591|0.033219955|2.0455289690000003|-0.149607679|0.011484257|10.92966694|1|1|0.011928706|-0.175869992|-0.174170642|2|-0.058258414|0.7199249390000001|0.921918974|-0.046334564|-0.07358373|-31.76194123|-50.44100799|10.94939968|53.52386591|7.505718446|118.6253241|0.670236374|62.53159836|0.414077981|631.9674549|2603.829652|-11.32690674|0.329763626|11.42472965|0.706711759|6105.426726|226.0501037|-233.3911134|1429.912176|12.09059037|0.0|1.0|1.0|1.0|3.61|3.89|-8.18|4.34|4.44|56.07|2.14|1.0|123.73|0.0|-4.35|5.0|-6.34|413.51|0.0|1.0|0.0|3.66|0.0185|2.28e-05|0.00943|3.49|0.0|-0.04734|5.7620000000000005|3.7625|-1317.766641|721.17|1231.3|329.52|0.3575|215.17|587.53|0.46711|-1317.429772|0.1595|-0.20313|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706
12aa_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604983643|5.351858133|-0.028524865|0.043854875|0.0|-0.539735362|0.003529389|10.31162784|1|1|0.005111479|-0.023695642|-0.12254489|1|0.024991407|0.794193541|0.8126513129999999|-0.078042288|-0.101368383|-54.50378741|-70.79444906|21.58471858|130.84205079999998|15.0745057|0.0|0.630759573|91.51563481|0.4659424379999999|567.5458219999999|2455.130164|-16.48066156|0.369240427|16.21199661|0.872457337|6944.511023|257.8730361|-182.6418006|2132.499591|20.72118575|1.0|1.0|1.0|1.0|4.86|0.0|-6.83|3.94|2.63|100.11|2.2|2.0|140.26|0.0|-5.61|6.0|-6.39|458.54|0.0|0.0|0.0|2.52|0.00113|9.94e-06|0.00456|3.81|0.0|-0.04966|5.1925|3.4642|-1804.818818|748.78|1275.73|357.9|0.1667|238.78|605.07|0.30341|-1804.516348|0.1506|-0.19687|0.03443621|-1804.582558|6.4878|8.0|8.1135
12n_a36|-3.404662145|0|0|3.400581499|0.0|0|7.412764017000001|0.299253841|5.351858133|-0.350034917|0.0438779959999999|0.0|-0.619926573|-0.006862238|10.31810354|1|1|-0.001160331|0.048110172|-0.15024383|1|0.162338703|0.750657639|0.720111143|-0.089275906|-0.115872034|-60.42525197|-78.42650015|14.28426215|189.4391835|9.668119648|26.74179417|0.741751453|92.79755725|0.454498749|487.397992|3465.537153|-18.30412788|0.258248547|12.58209967|0.833176363|7657.057548000001|174.79221719999998|-327.25274110000004|2114.630173|14.3710571|0.0|0.0|1.0|0.0|5.03|0.0|-6.87|1.28|2.15|123.75|0.84|1.0|142.02|0.0|-3.85|6.0|-8.03|474.54|0.0|0.0|0.0|1.18|0.0668|0.0001889999999999|0.0897|1.64|0.0|-0.05056|5.3573|3.6382|-1876.201464|714.14|1256.83|340.78|0.3921|231.43|566.87|0.32172|-1875.89723|0.0155|-0.19984|0.03261661|-1875.961945|14.3562|15.0|7.8239
7e_a8|0.0|0|0|3.038052327|0.0|1|7.05012252|1.394799915|4.844187086|-0.052939815|0.043758865|0.0|-0.289324602|0.0024398329999999|10.94332434|1|1|0.002669179|-0.075638618|0.034227147|0|-0.023521398|0.577394732|0.8291560379999999|-0.08608941|-0.0886889709999999|-51.4880895|-53.04282692|12.91806855|102.177831|7.725998682999999|63.5628736|0.776001552|64.23177694|0.4742828629999999|495.8990914|2032.501296|-13.39444718|0.223998448|14.654025199999998|0.902163597|5808.479788000001|133.9683023|-330.14031780000005|1298.726412|11.18895001|1.0|1.0|0.0|0.0|3.2|3.38|-8.29|5.16|4.94|70.81|3.54|2.0|108.43|0.0|-5.75|4.0|-5.43|385.39|0.0|0.0|1.0|4.31|0.000686|3.87e-06|0.00149|4.54|0.0|-0.0697|3.8142|3.2363|-1300.495519|622.23|1060.05|383.1|0.3461|325.06|544.55|0.6998300000000001|-1300.271093|0.1522|-0.2054699999999999|0.02845071|-1300.327213|11.4436|35.1|4.4547
19j_a38|0.0|0|0|3.235947106|0.0|0|7.412764017000001|1.29704352|5.351858133|-0.04575843|0.04391253|0.0|-0.438688445|-0.004442319|10.95429182|1|1|-0.002443797|0.23209815|-0.09493054|1|-0.001131945|0.6885713729999999|0.8071763829999999|-0.0844479869999999|-0.108006563|-57.80349365|-73.92901683|17.15233756|131.9851314|11.74054073|29.18585028|0.714369845|90.05233553|0.408533267|552.5012068|3109.238056|-17.86002424|0.285630155|12.69084117|0.6907121629999999|6704.612831|195.5099392|-293.4664598|1862.79182|16.123318700000002|1.0|1.0|1.0|1.0|4.81|2.34|-6.92|3.17|2.42|105.02|1.76|1.0|130.41|0.0|-4.35|5.0|-7.13|426.45|0.0|0.0|0.0|2.44|19.0|7.55e-05|0.0322|2.5|0.0|-0.06447|6.0361|3.6886|-1424.426858|686.26|1163.3|336.13|354.0|205.41|533.97|0.30419|-1424.183388|0.2625|-0.21629|0.03678378|-1424.24494|14.4895|8.0|8.1146
17a_a50|0.0|1|1|0.0|0.0|2|7.934155233999999|1.349854788|5.82008293|0.009691515|0.034142512|2.189373662|-0.133526134|0.012510153|10.94500663|2|2|0.012893333|-0.178162528|-0.239713023|1|-0.204032723|0.732114362|0.92300665|-0.045404408|-0.078525868|-29.57096251|-51.14229199|8.977762705|50.14419437|5.847033234|84.34722313|0.7899109000000001|58.69900789|0.486855438|601.1353533|1799.721631|-11.89568886|0.2100891|15.76161018|0.948768582|5718.782531|136.82673369999998|-377.6260803|1294.887612|7.556715901|1.0|1.0|1.0|1.0|3.95|3.29|-6.76|3.39|4.14|51.77|2.3|1.0|121.78|0.0|-3.99|4.0|-6.44|398.5|0.0|1.0|0.0|3.27|0.0408|3.61e-05|0.0144|3.23|0.0|-0.03196|4.2478|4.0477|-1258.566007|705.96|1204.79|306.31|0.1817|291.88|616.93|0.6244|-1258.260865|0.1754|-0.1992|0.02594911|-1258.322582|8.2991|85.0|7.0706
14ad_a23|0.0|1|1|0.0|0.0|2|7.423568444|1.197962774|5.351858133|-0.028065075|0.0444129979999999|0.735584095|-0.4663820279999999|0.008996289|10.31321689|2|2|0.009675528|0.2086248289999999|-0.143336826|2|0.165157698|0.7317531540000001|0.887131635|-0.059168372|-0.085840335|-42.29008971|-61.35364811|24.18091285|80.67170209999999|17.28310144|114.237062|0.575880959|85.20135045|0.46995189|634.0697778|2339.533586|-15.14887177|0.424119041|16.34071148|0.8866211979999999|7308.229822|303.1354708|-108.4705382|2024.236598|23.84770234|0.0|1.0|1.0|1.0|3.73|3.49|-7.6|3.48|4.03|123.48|2.42|2.0|133.27|0.0|-5.8|6.0|-6.68|471.53|0.0|0.0|0.0|3.39|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|-0.06925|3.3867|3.3867|-1858.957788|747.83|1287.26|366.09|0.4106|366.09|618.01|0.6956600000000001|-1858.668058|0.4106|-0.20659|0.01481488|-1858.733603|6.7584|4.0|8.3595
16c_a32|0.0|1|1|3.329674745|0.0|0|7.765993078999999|0.6094207629999999|5.733341277|-0.087497559|0.03995614|2.077479142|-0.770338913|-0.0064007569999999|10.31100271|3|3|-0.00369116|-0.057356214|-0.1260956869999999|0|0.0482801729999999|0.764217655|0.773043206|-0.088841599|-0.119988297|-53.00702241|-71.59058881|15.38819548|135.41296|9.181311842|37.0285246|0.6846367059999999|86.97970500000001|0.463897164|461.2334662|3143.196853|-13.59090376|0.3153632939999999|11.77670717|0.8653137670000001|5979.891916|188.1603823|-220.3256617|1463.941729|15.38911619|1.0|1.0|1.0|1.0|3.5|3.08|-6.99|5.64|4.21|149.27|0.88|1.0|107.14|1.0|-6.04|5.0|-6.44|399.49|1.0|0.0|1.0|3.41|0.000366|3.89e-05|0.0155|3.23|0.0|-0.0505|3.6264|3.6264|-1916.6792|639.66|1069.28|341.89|0.2955|341.89|508.43|0.70198|-1916.478107|0.2955|-0.20047|0.02806787|-1916.536967|5.3459|5.0|8.3468
15_a4|0.0|0|0|0.0|0.0|1|7.535296702|1.399867493|5.4161004020000005|-0.061469545|0.044357639|0.0|-0.077474847|0.009823083|10.94611612|1|1|0.00918585|0.097046535|-0.017259078|1|0.095534883|0.509447294|0.867716376|-0.062151785|-0.073738544|-29.80513879|-35.36161572|5.223809291|63.43714456|2.505098786|86.01453643|0.8438913020000001|40.03406565|0.437696617|416.1168833|1495.715718|-7.065752187|0.156108698|9.709704127|0.7783994009999999|4134.603400999999|74.8625551|-329.8289177|628.5456843999999|4.672449937|1.0|0.0|1.0|0.0|3.28|3.01|-6.09|4.09|4.4|30.71|3.05|0.0|85.06|0.0|-3.82|3.0|-5.6|291.32|0.0|1.0|1.0|3.61|0.0443|5.19e-05|0.0151|3.49|0.0|-0.03539|4.5048|4.2148|-958.270023|512.65|848.47|294.16|0.1996|275.22|396.58|0.4778699999999999|-958.147682|0.0969999999999999|-0.2091199999999999|0.018092091|-958.195344|3.0091|175.0|6757.0
3l_a32|0.0|1|1|3.672194822|0.0|0|7.773594467000001|0.609420748|5.733341277|0.0043645509999999|0.035643275|2.259257465|-0.270019992|0.0016954029999999|10.31100268|3|3|0.002942329|-0.068876714|-0.04980249|0|-0.136589369|0.776480242|0.8855584879999999|-0.069304303|-0.088417589|-40.30321333|-51.41835077|7.120934925|66.55229892|4.141107366|0.0|0.788236719|58.10243176|0.453630671|514.9875423000001|2415.340446|-9.750593329|0.211763281|11.74082324|0.8302637909999999|5429.531532999999|123.148785|-335.2422712|978.4817724|6.6840809960000005|1.0|1.0|1.0|1.0|3.58|3.54|-7.5|7.34|6.17|110.94|2.64|2.0|110.16|0.0|-7.6|3.0|-4.71|380.53|1.0|0.0|1.0|5.04|9.59e-06|9.7e-07|0.0003689999999999|5.51|0.0|-0.0529799999999999|3.5319|3.5319|-1789.475625|629.26|1062.47|351.04|0.2876|351.04|468.81|0.70282|-1789.242839|0.2876|-0.19962|0.02547484|-1789.298086|5.7721|12.0|7.9208
8a_a50|0.0|1|1|3.139870661|0.0|1|7.860570786|1.39826105|5.777652323|-0.021959577|0.03904321|1.99158738|-0.188998337|0.007671336|10.94501357|2|2|0.007801731|-0.038971589|-0.065546446|1|-0.188882361|0.7135713840000001|0.860876738|-0.069208148|-0.08230347|-34.88425666|-41.48493288|9.480859015|70.12485884|4.778811898|0.0|0.751415713|50.06249379|0.46183401|433.9235497|1503.563342|-8.042467074|0.248584287|10.69309012|0.858162757|4638.284496|125.2985144|-253.4513797|828.1354551|8.577560914|1.0|0.0|1.0|1.0|3.34|2.01|-6.32|3.63|3.71|59.39|2.02|0.0|94.75|0.0|-3.86|3.0|-6.12|313.36|0.0|1.0|1.0|2.87|0.0433|7.48e-05|0.0234|2.95|0.0|-0.0280699999999999|5.622000000000001|4.1738|-1006.671867|548.47|912.7|297.06|0.18|220.53|396.63|0.3462199999999999|-1006.508913|0.1217|-0.20051|0.03479985|-1006.557694|5.5319|47.0|7.3279
13c_a5|0.0|0|0|2.944180713|0.0|0|6.605297921|1.377702625|4.59511985|-0.0090268969999999|0.024822695|0.0|-0.284610951|0.005288472|10.94530327|1|1|0.006110714|-0.017427549|-0.092592608|2|0.003545487|0.6775573359999999|0.80019672|-0.077308234|-0.076591149|-50.97293525|-50.50012762|15.25960958|131.7396496|10.06137448|51.93687546|0.551328235|70.46156718|0.46617977|527.6071331999999|1235.709541|-10.8855893|0.448671765|15.90846721|0.873289814|5989.714507|295.8302846|-67.68621352|1557.152554|19.96143955|0.0|1.0|1.0|1.0|3.13|2.58|-8.09|4.23|3.29|84.0|1.16|1.0|120.88|0.0|-3.55|5.0|-7.28|411.46|0.0|0.0|1.0|2.68|0.1169999999999999|0.000109|0.0446|2.15|0.0|-0.05615|4706.0|4.2145|-1351.274441|676.53|1153.36|294.18|509.0|263.46|513.33|0.41594|-1351.008469|0.1666|-0.22939|0.03747691|-1351.067237|2.9732|123.0|6.9101
14ab_a23|0.0|1|1|0.0|0.0|2|7.423568444|1.197962873|5.351858133|-0.028841865|0.04314059|0.7586471459999999|-0.287365522|0.013012022|10.313217300000002|2|2|0.012103325|0.038241896|-0.074579388|2|-0.085303124|0.693959193|0.92422233|-0.051974369|-0.076243539|-35.59605095|-52.21744789|12.31039874|51.89838547|8.431109267|82.79560776|0.797837067|61.60741239|0.4695727329999999|632.9786397|2332.352369|-14.84482393|0.202162933|14.76864227|0.885272615|6654.62616|138.4567483|-407.9635285|1439.872753|9.389964491|0.0|1.0|1.0|1.0|3.63|3.82|-8.16|4.4|4.63|105.02|3.45|2.0|130.22|0.0|-6.23|4.0|-5.92|439.54|0.0|0.0|0.0|4.12|0.000259|2.81e-06|0.00123|4.31|0.0|-0.07146|3.6587|3.6587|-1708.563399|719.66|1238.27|338.88|0.3893|338.88|595.23|0.66532|-1708.277193|0.3893|-0.21924|0.02013145|-1708.3414239999995|8.4721|4.0|8.4012
16_a4|0.0|0|0|0.0|0.0|1|7.535296702|1.398650725|5.4161004020000005|-0.095499301|0.04501634|0.0|-0.089168424|0.0067511459999999|10.94592242|1|1|0.006466406|0.020218035|-0.018051608|1|-0.0894138519999999|0.482473457|0.7898461090000001|-0.073335635|-0.080093659|-36.11951685|-39.44800181|6.761192037000001|103.5057102|3.330045338|74.430775|0.832461695|45.11883447|0.455802506|389.0176968|1522.164774|-8.095443438|0.167538305|10.19502391|0.837568182|4520.2597670000005|82.51653675|-327.4903335|710.807513|5.67083266|1.0|0.0|1.0|0.0|3.26|3.08|-6.36|4.49|4.96|30.71|3.44|1.0|85.02|0.0|-3.92|4.0|-5.64|309.31|0.0|1.0|1.0|3.91|0.0371|3.68e-05|0.0114|3.59|0.0|-0.03965|4511.0|4.2257|-1057.494456|515.68|856.55|293.41|0.2213|274.85|407.99|0.51149|-1057.3808390000002|0.1006|-0.2134|0.01638524|-1057.429593|1.9873|343.0|6.4647
14e_a25|0.0|0|0|0.0|0.0|1|6.842683282|1.4200152069999998|4.727387819|-0.138693649|0.0389622639999999|1.906869097|-0.524066339|-0.00131452|10.93106299|1|1|-0.0005394919999999|0.010976703|0.015497482|2|-0.144369439|0.6954126970000001|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|-73.99302943|-73.51338088|10.99497534|201.94039730000003|8.046143033|97.78313402|0.806446896|84.60373462|0.491527882|529.8614286999999|2620.6698690000003|-20.76384175|0.1935531039999999|16.63781964|0.966676175|6952.485076999999|141.642515|-448.516796|2005.4567600000005|11.09035375|1.0|1.0|1.0|1.0|3.62|2.72|-9.14|3.65|4.02|115.79|1.69|1.0|134.35|0.0|-5.14|5.0|-6.96|462.5|0.0|0.0|0.0|3.02|0.00337|1.86e-05|0.0085799999999999|3.04|0.0|-0.0538|5.8431|3.9613|-1521.012915|760.96|1300.08|312.99|0.2409|212.19|596.96|0.31019|-1520.701142|0.0007|-0.2116699999999999|0.04875868|-1520.767443|7.2625|75.0|7.1249
18_a4|0.0|0|0|0.0|0.0|1|7.535296702|1.3998285519999998|5.4161004020000005|-0.164169913|0.042924837|0.0|-0.181355303|0.000379379|10.94611841|1|1|0.00042|0.108754635|0.006968314|1|0.102914528|0.615655659|0.7755960390000001|-0.094231531|-0.085817825|-46.48874223|-42.33787448|8.729352711|110.7087804|4.306590617|0.0|0.769438308|50.98777224|0.405586004|382.6371479|1573.744396|-8.467791078|0.2305616919999999|10.31843368|0.682329162|4381.693113|113.7466718|-265.85258480000005|825.3658678999999|8.649897756|0.0|0.0|1.0|0.0|3.32|2.56|-5.53|3.46|3.43|50.94|2.2|0.0|86.22|0.0|-2.95|4.0|-6.58|307.32|0.0|1.0|1.0|2.78|349.0|0.000312|0.0959|2.24|0.0|-0.03538|4.5152|4.2045|-1033.480025|523.81|870.74|294.88|0.2083|274.59|404.27|0.52475|-1033.349218|0.1|-0.20883|0.02525528|-1033.398285|3498.0|2.62|5.5817
34_a47|0.0|1|1|0.0|0.0|1|6.842683282|1.40499556|4.727387819|-0.064842466|0.03522792|1.741433543|-0.191253079|0.003530307|10.98214103|1|1|0.0047106|-0.208989427|-0.1430639269999999|3|0.046668352|0.609110565|0.8260556609999999|-0.061957581|-0.090141168|-34.3104683|-49.91779281|10.92238452|96.32577107|6.048527453999999|0.0|0.653993216|62.66739933|0.45489212|457.4477611|918.6458674|-9.000096143|0.346006784|12.96364153|0.834499257|5105.274301|191.6093987|-170.55473480000003|1068.587688|12.74960652|1.0|1.0|1.0|1.0|3.19|3.0|-7.47|3.34|4.52|68.52|1.75|0.0|99.09|0.0|-3.57|5.0|-6.66|348.38|0.0|1.0|1.0|3.02|0.0929|0.000125|0.0436|2.49|0.0|-0.0545|4.2077|3.8892|-1162.4815230000002|585.79|980.02|318.79|0.2309|294.66|436.88|0.6602399999999999|-1162.283641|0.1718|-0.21536|0.03084502|-1162.33788|6.2235|2.0|8.7
12e_a40|0.0|0|0|0.0|0.0|1|7.515889085|0.604990524|5.4161004020000005|-0.262526337|0.04020202|0.665270062|-0.556620974|-0.013162335|10.31197242|2|2|-0.014780739|0.292184471|0.103406816|0|0.047011204|0.8096582170000001|0.7798787840000001|-0.132226452|-0.122830115|-71.78145688|-66.68049019|8.195398107|119.4966772|4.4490161310000005|0.0|0.790818822|78.14505956|0.491465612|423.3709264|694.2415706|-14.26008524|0.209181178|15.75963228|0.966435355|5478.52313|113.5576846|-315.75223450000004|1096.13776|11.46456937|1.0|1.0|0.0|0.0|3.27|3.05|-6.04|4.34|4.84|98.89|2.93|2.0|95.8|0.0|-6.53|4.0|-5.26|378.23|0.0|0.0|1.0|3.98|0.000113|2.27e-06|0.00086|4.72|0.0|-0.07296|4.3236|3.0253|-2248.276958|552.91|918.38|409.82|0.4494|286.76|445.12|0.6826|-2248.154966|284.0|-0.19912|0.03272669|-2248.206714|3.7268|1.17|5.9318
16g_a32|0.0|1|1|3.363965155|0.0|0|7.765993078999999|0.609420729|5.733341277|-0.0429252429999999|0.03898374|2.084553994|-0.771439265|-0.002456725|10.31100263|3|3|-0.00030659|-0.085591073|-0.117577419|0|-0.026098259|0.762429418|0.8206422409999999|-0.078387439|-0.105500574|-57.77542509|-77.75914881|17.659402|132.1955522|13.01585399|43.37912747|0.6863323440000001|94.54074206|0.3972359179999999|604.8539801|3497.469035|-18.38320476|0.313667656|15.58880229|0.65902387|6372.261243999999|231.1885989|-274.67233460000006|1926.042887|16.78159325|1.0|1.0|1.0|1.0|3.87|3.42|-8.16|6.81|5.38|149.27|1.57|3.0|121.56|1.0|-7.51|5.0|-5.69|441.57|1.0|0.0|1.0|4.37|1.36e-05|4.83e-06|0.00213|4.65|0.0|-0.05|3.6161|3.6161|-2034.621991|752.29|1245.25|342.86|0.2879|342.86|639.49|0.70222|-2034.342619|0.2879|-0.19968|0.02895494|-2034.408165|4.3204|11.0|7.9586
14a_a25|0.0|0|0|0.0|0.0|1|6.842683282|1.420015394|4.727387819|-0.05112778|0.038167849|1.975771616|-0.255585831|0.006085806|10.93106303|1|1|0.006158124|0.085350921|-0.0469914379999999|2|-0.085643386|0.653818362|0.850426305|-0.069657015|-0.084207356|-45.72658614|-55.27820709|8.449104086|98.18816423|5.546443318|58.18995584|0.8067529940000001|63.96772039|0.492236681|558.2652611000001|2142.5112510000004|-14.37809314|0.193247006|14.55676745|0.969421506|6315.975408|126.8576588|-402.7381076|1438.906775|8.689513304|1.0|1.0|1.0|1.0|3.43|3.06|-9.59|4.44|4.92|72.7|2.47|2.0|126.26|0.0|-5.39|4.0|-5.91|419.48|0.0|0.0|1.0|3.81|0.0016899999999999|5.13e-06|0.00215|4.16|0.0|-0.05083|5.3631|3.9479|-1352.298438|689.55|1202.13|314.05|0.3529|231.18|548.29|0.42461|-1352.024616|0.1756|-0.2143|0.03250632|-1352.086073|4.1656|207.0|6684.0
8b_a32|0.0|1|1|3.419952523|0.0|0|7.765993078999999|0.609420757|5.733341277|-0.057200812|0.03995614|2.123714284|-0.458752924|-0.003484915|10.31100269|3|3|-0.001662219|-0.014634534|-0.0852122769999999|0|0.060636167|0.7507116140000001|0.788218098|-0.0850068559999999|-0.108971309|-53.36442734|-68.4085006|10.49093175|132.9495116|6.585851946|68.21751748|0.669149204|81.73293254|0.458155153|494.8166492|2275.886421|-12.13650094|0.330850796|14.95918599|0.845546757|5619.400983|207.6969342|-212.3722924|1329.016762|13.32443194|1.0|1.0|1.0|1.0|3.46|3.04|-7.65|6.49|4.19|140.04|1.1|1.0|110.47|1.0|-5.83|4.0|-6.44|397.52|1.0|0.0|1.0|3.61|0.000583|4.06e-05|0.0161|3.22|0.0|-0.05404|3.5442|3.5442|-1880.77142|671.54|1114.24|349.82|0.2943|349.82|558.16|0.70285|-1880.539698|0.2943|-0.20121|0.03602276|-1880.602014|1.2797|12.0|7.9208
3_a27|0.0|0|0|0.0|0.0|2|6.605297921|1.402697639|4.59511985|-0.096132106|0.040512821|1.177265999|-0.27868256|0.009082086|10.93782973|1|1|0.00955169|-0.296039263|-0.1984716939999999|2|0.136381755|0.610158103|0.862115922|-0.06145119|-0.086153958|-31.82136336|-44.61323499|9.960129259|71.40072181|5.157668895|57.97805043|0.733853752|54.32114618|0.44566003|446.4308003|1043.697725|-8.663302268999999|0.266146248|11.64968556|0.803947133|4960.583812|137.8189165|-242.1936891|911.8963045|9.707911187|1.0|1.0|0.0|1.0|3.03|3.11|-5.89|2.8|2.94|65.6|2.18|0.0|97.71|0.0|-3.7|4.0|-6.41|329.36|0.0|1.0|1.0|2.74|0.0658|0.000103|0.0339|2.67|0.0|-0.05512|5.5045|3962.0|-1081.905135|547.92|931.06|312.93|0.2305|225.24|425.72|0.34864|-1081.744053|0.2208|-0.21969|0.02032437|-1081.794829|4.1551|4.0|8.3979
