molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|TPSA_x|WPSA3|RPCS|FNSA1|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
35_a18|0.0|0|0|0.0|0.0|0|7.03438793|1.251175948|4.844187086|-0.020425504|0.03531746|0.0|-0.44784362|-7.44e-05|10.94702087|0|0|0.00113101|-0.104482176|-0.078001173|0|-0.032017257|0.7277482059999999|0.800765945|-0.081822342|-0.084219749|-60.302584200000005|-62.06945887|6.525195505|146.8343246|4.809030636|74.92670772|0.874573807|67.9315105|0.465531336|590.1597827|1761.858479|-18.16338657|0.125426193|17.18442554|0.87101708|6995.248058|92.43836482|-552.1173777|1916.219506|5.862051629|1.0|0.0|1.0|1.0|4.3|0.0|-9.55|4.13|3.35|85.29|3.33|3.0|151.05|0.0|-6.06|3.0|-6.0|480.6|0.0|0.0|1.0|3.07|0.000415|2.96e-06|0.0014199999999999|4.55|0.0|-0.04879|3.2146|3.2146|-1533.002975|796.47|1400.62|385.69|0.4981|385.69|657.07|0.69279|-1532.557542|0.4981|-0.18079|0.02600607|-1532.627182|2.7788|24.0|7.6198
18c_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604986846|5.351858133|-0.118776867|0.042560386|0.0|-0.625122815|-0.003436924|10.31163825|1|1|-0.002215642|0.0211588229999999|0.003429114|1|0.034468997|0.802578397|0.717052026|-0.105618255|-0.1115683|-71.31647561|-75.33411705|13.07260474|191.0545887|8.826997739|103.215593|0.7859920029999999|87.76550537|0.448899917|484.1740985|3094.729399|-19.19537998|0.214007997|13.8741593|0.81455244|6685.737642|144.5043388|-386.2200097|1916.918155|12.43138832|1.0|0.0|1.0|0.0|4.85|0.0|-6.19|3.04|1.72|124.74|2.06|1.0|135.37|0.0|-5.01|5.0|-7.05|441.51|0.0|0.0|0.0|1.91|0.00427|5e-05|0.0221|2.74|0.0|-0.05575|3.4848|3.4848|-1744.500825|711.56|1209.11|355.78|0.3879|355.78|543.46|0.69123|-1744.2261030000002|0.3879|-198.0|0.04503016|-1744.28923|8.64|12.0|7.9208
12an_a36|0.0|0|0|3.489959714|0.0|0|7.412764017000001|0.6294007110000001|5.351858133|-0.046532211|0.042739018|0.0|-0.407702102|0.00285431|10.33556631|1|1|0.003710345|0.170355752|-0.07550872|1|-0.009636347|0.855081905|0.836440154|-0.073519599|-0.105145528|-49.67568778|-71.0446809|11.69727417|110.5140393|7.903608682000001|0.0|0.783512615|81.70091433|0.44576647|565.1654879|2399.367452|-16.89009799|0.216487385|15.82907093|0.8042935809999999|6162.848939|146.2760938|-383.1273396|1722.817107|10.65623343|1.0|1.0|1.0|1.0|4.85|0.0|-7.05|3.33|2.61|94.5|2.51|1.0|135.47|0.0|-4.85|4.0|-6.64|427.52|0.0|0.0|0.0|2.33|0.0061|3.09e-05|0.0132|3.19|0.0|-0.05561|5.1771|3.7872|-1670.452238|718.98|1215.98|327.38|0.6702|239.49|571.76|0.44822|-1670.182102|0.0644|-0.21035|0.0345115999999999|-1670.244686|6.2182|0.04|7.3979
18_a10|0.0|0|0|0.0|0.0|1|7.78113851|1.243178376|5.733341277|0.0307177839999999|0.035770975|2.026949641|-0.1859075939999999|0.009941402|10.92966688|1|1|0.010573165|-0.144233311|-0.091730492|2|0.048377088|0.6886547670000001|0.885552955|-0.0575419659999999|-0.076052353|-36.52271591|-48.27152552|12.12013168|72.64119073|7.692822451|123.3621791|0.641615544|61.38857307|0.4670293179999999|562.0732377|2137.914113|-10.02718922|0.358384456|13.51828833|0.876275815|6213.631543|227.471785|-179.7708584|1354.218219|13.11704755|0.0|1.0|1.0|1.0|4.07|3.41|-7.88|4.65|4.66|62.06|2.14|1.0|119.81|0.0|-4.48|5.0|-6.34|412.48|0.0|1.0|1.0|3.67|0.0138|1.7100000000000002e-05|0.00705|3.49|0.0|-0.0495699999999999|5.7687|3.7977|-1336.433782|687.19|1181.5|326.47|0.2962|214.93|504.61|0.37729|-1336.126835|0.1637|-0.20692|0.02974086|-1336.185978|5.9029|0.13|6.8861
47k_a18|0.0|0|0|0.0|0.0|0|7.03438793|1.25117623|4.844187086|-0.0605329409999999|0.033777778|0.0|-0.5135996820000001|0.003047962|10.94702256|0|0|0.00493127|-0.026672956|-0.279965025|0|0.022512501|0.737517943|0.8309354040000001|-0.065324278|-0.088346874|-51.59195677|-69.77479556|11.91029894|133.5242222|9.406543039|58.77865447|0.7153044209999999|84.23875372|0.467246896|656.2580564|2009.418849|-18.87222501|0.284695579|18.35217454|0.877042091|7575.637462000001|224.8475227|-340.0872332|2438.639881|14.46395816|1.0|1.0|1.0|1.0|4.66|0.0|-8.44|2.39|3.17|88.97|2.82|3.0|154.86|1.0|-5.84|4.0|-6.41|513.63|0.0|0.0|0.0|2.53|0.000742|4.65e-06|0.0023899999999999|4.26|1.0|-0.04359|3.0948|3.0948|-1664.756029|842.29|1492.36|400.63|0.5920000000000001|400.63|793.48|0.69823|-1664.2657390000002|0.5920000000000001|-0.17135|0.02802749|-1664.341238|5.2253|29.0|7.5376
17_a20|0.0|0|0|3.445659565|0.0|0|6.842683282|1.4012598180000002|4.727387819|0.00038506|0.0388043479999999|1.652760156|-0.28924577|-0.000495713|10.94884838|1|1|0.000922796|0.1134578219999999|-0.116922879|3|-0.131511077|0.71987165|0.912053544|-0.063665681|-0.081404237|-41.75129828|-53.38406095|9.857999796|57.67438055|6.4647747870000005|10.50834496|0.75430388|64.39681425|0.455285305|598.1153253|2210.790304|-13.57480888|0.24569612|15.05121151|0.83582343|6012.640572|161.12498630000002|-333.5397332|1344.679757|11.012753300000002|0.0|1.0|1.0|1.0|3.5|2.83|-10.14|5.8|4.85|91.14|1.45|2.0|119.48|0.0|-5.36|5.0|-6.09|402.45|0.0|0.0|1.0|3.74|0.0017699999999999|8.35e-06|0.00336|3.75|0.0|-0.0706799999999999|3.3926|3.3926|-1291.949041|673.68|1157.26|365.45|0.2977|365.45|543.09|0.69839|-1291.692325|0.2977|-0.21089|0.03030655|-1291.752049|5.3075|2.25|5.6478
13f_a6|0.0|0|0|3.440154557|0.0|0|6.842683282|1.429020649|4.727387819|-0.008507023|45.0|1.651047524|-0.381170169|-0.003356527|10.95053349|1|1|-0.001446486|0.079490516|-0.126749697|2|-0.028317736|0.790249345|0.863222493|-0.073352505|-0.092939631|-49.2635105|-62.41821579999999|12.46087045|91.85971442|8.368715213|0.0|0.720711855|75.61173794|0.401838426|579.7398537|3253.287533|-14.79531062|0.279288145|15.13042752|0.6717890999999999|6128.208571|187.5697972|-296.4599736|1558.914115|13.19352214|1.0|1.0|1.0|1.0|3.56|2.21|-10.18|5.01|4.53|103.17|0.92|1.0|123.82|0.0|-5.11|5.0|-6.52|417.47|0.0|0.0|1.0|3.19|0.00323|1.65e-05|0.00688|3.27|0.0|-0.07786|4.8413|3139.0|-1347.301285|711.29|1202.78|394.98|901.0|256.1|568.41|0.49643|-1347.018087|0.0048|-0.2059099999999999|0.03437105|-1347.0794119999998|13.9612|42.0|7.3768
19_a15|-3.694652026|0|0|0.0|0.0|0|0.0|0.300209223|0.0|-0.558905888|0.040555556|0.0|-0.4621216379999999|-0.012350591|10.31928434|0|0|-0.00534669|0.060683674|-0.0283109839999999|1|0.042424078|0.7358168620000001|0.691069123|-0.0946599869999999|-0.112106433|-54.70558911|-64.78818183|3.04716388|178.5363184|1.761006946|15.76831619|0.922135562|68.10965742|0.405429114|399.3803987|1857.369806|-14.14482104|0.077864438|10.26331993|0.681885245|5417.777463|44.99916039|-487.9183964|1194.400408|3.321475588|1.0|1.0|0.0|1.0|2.99|2.17|-7.14|2.36|4.96|102.69|1.64|1.0|101.22|0.0|-5.12|5.0|-6.22|369.44|0.0|0.0|1.0|2.88|0.00279|4.1200000000000005e-05|0.0152|3.29|0.0|-0.0372399999999999|4.1742|4.1742|-1523.404372|601.23|1030.77|297.03|0.4895|297.03|519.04|0.68945|-1523.196562|0.4895|-0.20742|0.04315771|-1523.254714|9326.0|72.0|7.1427
3g_a32|0.0|1|1|3.542426304|-0.047725143|0|7.78113851|0.60942078|5.733341277|-0.072619634|0.05052381|2.2144733530000003|-0.2816222539999999|0.001276735|10.31100273|3|3|0.002565215|-0.105402305|-0.074808287|0|-0.1015732219999999|0.786074011|0.887695945|-0.070213101|-0.098311343|-38.9071564|-54.47722347|6.647498326|62.23099889|3.683575459|0.0|0.8007401590000001|60.55421302|0.447358137|491.89858160000006|1886.244271|-9.343731735|0.199259841|10.70834299|0.809490137|5058.622432|110.4157723|-333.29803589999995|884.4366022|6.076989555|1.0|1.0|1.0|1.0|3.43|3.44|-7.29|7.02|5.42|110.94|2.18|2.0|102.55|0.0|-7.09|3.0|-4.9|354.49|0.0|0.0|1.0|4.61|2.88e-05|2.58e-06|0.000915|5.02|0.0|-0.0535|3.5456|3.5456|-1712.060085|593.24|998.86|349.68|0.2859|349.68|495.4|0.70275|-1711.865318|0.2859|-0.20065|0.02384763|-1711.919273|5.5816|14.0|7.8539
11a_a50|0.0|1|1|0.0|0.0|2|7.927685046000001|1.397733996|5.82008293|-0.014702942|0.038040936|2.114272566|-0.134056065|0.011959339|10.94500606|2|2|0.012037198|-0.0739260509999999|-0.162848233|1|-0.158172459|0.667956827|0.917127112|-0.048213112|-0.071180382|-25.48858279|-37.63057389|9.774322692|43.81199235|5.167341939|67.28055926|0.6543614329999999|48.67321197|0.463749257|484.8529701000001|1550.320581|-7.104987834|0.345638567|11.123941699999998|0.864799282|4858.670497|182.7270002|-163.21096210000002|862.6098364|11.04263807|0.0|1.0|1.0|1.0|3.44|2.8|-5.87|3.09|3.73|48.53|2.25|0.0|99.65|0.0|-3.58|3.0|-6.24|327.38|0.0|1.0|1.0|2.95|0.0862|6.97e-05|0.0228|2.9|0.0|-0.03284|4.0636|4.0636|-1045.978598|574.01|963.2|305.11|0.1761|305.11|437.9|0.65485|-1045.794689|0.1761|-0.2005299999999999|0.02431947|-1045.84627|7.5619|59.0|7.2291
13k_a6|0.0|0|0|3.423411754|0.0|0|7.412764017000001|1.42421381|5.351858133|-0.132667824|0.04162037|0.0|-0.8554679409999999|-0.009326562|10.95129637|1|1|-0.006280295|0.08217847|-0.045794891|1|0.1373649019999999|0.827754203|0.641032542|-0.11937574|-0.127178105|-82.8774254|-88.29427104|20.6185734|249.215618|14.31458589|113.5526088|0.7971316940000001|100.7779947|0.426031882|445.0412356000001|3332.974951|-21.89246528|0.202868306|14.58291125|0.7422570490000001|6492.211639|140.8427117|-412.5714301|2215.299472|12.48372364|1.0|1.0|1.0|1.0|3.68|2.8|-8.89|4.55|3.8|115.15|1.39|1.0|124.98|0.0|-5.49|5.0|-6.59|441.48|0.0|0.0|1.0|3.18|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|-0.04851|5112.0|3.5476|-1465.862962|731.25|1246.69|349.49|0.3971|242.53|577.68|0.4547|-1465.557346|0.0137|-0.1944|0.0308324|-1465.621288|10.5079|46.0|7.3372
8_a15|0.0|0|0|0.0|0.0|0|0.0|1.419941362|0.0|-0.044406425|0.039181287|0.0|-0.5025236129999999|1.7800000000000002e-05|10.95880707|0|0|0.003160815|0.225620047|-0.203104439|1|0.0937475619999999|0.8105478740000001|0.853896482|-0.071552706|-0.118293578|-41.7821007|-69.07571287|19.65860939|85.31489861|11.47934212|55.99586988|0.519427411|89.80283608|0.389723411|498.6196971|1919.535904|-9.878130237|0.480572589|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|-22.68867482|1595.8121130000002|20.72712321|1.0|1.0|0.0|1.0|3.14|3.76|-7.57|3.9|4.95|61.84|1.96|2.0|104.74|0.0|-5.25|5.0|-5.52|366.41|0.0|1.0|1.0|3.76|0.00206|1.53e-05|0.00562|4.24|0.0|-0.02723|4.4346|3.7426|-1223.704913|598.84|1050.15|331.28|251.0|279.58|538.51|0.5128|-1223.463981|0.0155|-0.18303|0.01719864|-1223.523393|1.4589|108.0|6.9666
3n_a32|0.0|1|1|3.616639267|0.0|0|7.773594467000001|0.609420754|5.733341277|-0.01504795|0.035643275|2.22272854|-0.295303659|0.000609539|10.3110027|3|3|0.002379137|-0.100681119|-0.086764744|0|-0.018016496|0.762657782|0.840041782|-0.074507943|-0.092745182|-42.83673428|-53.32184118|10.86481886|91.96452611|6.246493173999999|0.0|0.648933114|65.41881458|0.456693072|482.963897|2426.73803|-9.057526067|0.351066886|11.72372261|0.840580248|5553.014016|201.8383309|-171.25176130000003|1068.190111|12.0969734|1.0|1.0|1.0|1.0|3.51|3.29|-6.96|6.71|5.01|120.17|1.58|2.0|106.44|0.0|-5.96|4.0|-5.98|382.5|0.0|0.0|1.0|4.07|0.000424|1.23e-05|0.0047|3.74|0.0|-0.05535|3.5459|3.5459|-1825.378576|614.67|1036.75|349.65|0.2839|349.65|464.67|0.7028399999999999|-1825.163542|0.2839|-0.20256|0.02901944|-1825.218291|6.2667|21.0|7.6778
4_a27|0.0|0|0|0.0|0.0|2|6.823286122000001|1.4008954130000002|4.727387819|-0.058641975|0.0456410259999999|1.274166982|-0.278154179|0.00991794|10.93736915|1|1|0.010329671|-0.459570857|-0.2030237389999999|2|-0.07759915|0.614205449|0.852604338|-0.057748369|-0.078787867|-29.89961815|-40.79296366|10.43112657|76.31512503|5.40078803|58.27512057|0.682485674|51.33640873|0.444169714|441.4418013|1213.060761|-7.543156957000001|0.317514326|10.82331334|0.799110312|4988.6278600000005|164.3952417|-188.9664429|896.5674718|10.54344507|0.0|1.0|0.0|1.0|3.11|3.08|-6.22|2.94|2.8|65.6|2.66|0.0|97.55|0.0|-3.57|4.0|-6.51|331.37|0.0|1.0|1.0|2.8|0.0882|0.000102|0.0339|2.55|0.0|-0.0449899999999999|5.5485|4.1288|-1083.138303|555.75|946.77|300.29|0.2002|223.46|445.65|0.36899|-1082.963712|0.1741|-0.21533|0.01877181|-1083.01571|3.9202|4.0|8.3979
12ah_a36|0.0|0|0|3.456839001|0.0|0|7.412764017000001|1.297013411|5.351858133|-0.043678703|0.043848238|0.0|-0.41302559|0.0005016269999999|10.95983779|1|1|0.0010871589999999|0.133939811|-0.103922055|1|0.011674455|0.8065052890000001|0.828405275|-0.0758457179999999|-0.1059368909999999|-49.0084977|-68.45222166|11.93961081|110.8777131|7.714903458999999|0.0|0.768906425|80.02464883|0.468162246|535.2826672|2334.380591|-15.92320089|0.231093575|15.54445187|0.8802726820000001|6015.129321|149.3235124|-347.5133554|1602.457659|11.57242717|1.0|0.0|1.0|0.0|4.73|0.0|-7.18|3.35|2.54|69.2|2.51|1.0|128.76|0.0|-4.44|4.0|-6.49|415.88|0.0|1.0|1.0|2.34|0.0151|2.55e-05|0.0106|3.31|0.0|-0.05637|5.2259|3.7792|-1692.545871|682.21|1148.39|328.07|0.6729|237.25|532.36|0.40051|-1692.3109559999998|0.0485|-0.2107099999999999|0.03300341|-1692.369929|7.6265|11.0|7.9586
AKLKII_a46|0.0|0|0|2.917217813|0.0|0|6.605297921|1.4316666480000002|4.59511985|-0.030657|0.0386379929999999|1.744747103|-0.129865138|0.006821053|10.96959256|1|1|0.006731579|-0.015805561|-0.037291767|3|-0.0150769919999999|0.687139108|0.837641394|-0.071827497|-0.089369278|-34.061229|-42.37969553|4.924591245|76.99187522|2.335284369|0.0|0.7721395329999999|49.76981906|0.47999819|397.2168972|792.7439217|-7.464534402999999|0.2278604669999999|11.22955511|0.92307023|4110.764451|108.05343229999998|-258.10190780000005|713.5187596|7.390123534|1.0|0.0|1.0|1.0|2.81|1.6|-7.21|3.9|3.39|67.35|1.18|0.0|85.32|0.0|-3.24|4.0|-6.5|287.32|0.0|1.0|1.0|2.45|166.0|0.000266|0.0764|2.19|0.0||||||||||||||||||181.0|6.7423
19a_a22|0.0|0|0|0.0|0.0|1|6.842683282|1.422917238|4.727387819|-0.144269652|0.0389622639999999|1.545757986|-0.548716971|-0.002607064|10.9464374|1|1|-0.001355145|-0.03516233|-0.035723406|2|-0.155892259|0.699744887|0.744354735|-0.090145161|-0.09370213|-67.26339083|-69.91748544|18.53458775|190.7541925|13.82990734|106.645364|0.684706189|89.23486638|0.4347718229999999|555.4133255|2607.322873|-19.56380872|0.315293811|15.30120355|0.76919701|7095.27723|235.2620007|-275.6435167|2144.375527|19.31738094|1.0|1.0|1.0|1.0|3.61|2.27|-8.76|3.08|3.41|128.68|0.98|1.0|132.15|0.0|-4.38|6.0|-7.67|463.49|0.0|0.0|0.0|2.36|0.0193|7.69e-05|0.0356|2.05|0.0|-0.06398|5.0397|3.5809|-1537.071348|740.07|1277.14|346.24|0.2218|246.01|567.03|0.34556|-1536.756515|0.0623|-0.21478|0.04718381|-1536.823574|6.5658|48.0|7.3188
14c_a23|0.0|1|1|0.0|0.0|2|7.423568444|1.197962449|5.351858133|-0.024758731|0.043538647|0.743546646|-0.296935034|0.010682694|10.31321813|2|2|0.009263715|0.077009731|-0.071484865|2|0.1114214519999999|0.659570836|0.922935039|-0.0567889659999999|-0.0800086929999999|-37.73933093|-53.17009158|12.52192141|51.21382308|8.321492112|81.41541733|0.7834075309999999|64.05912299|0.459622824|613.3401089|2379.221378|-15.0359121|0.2165924689999999|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|-376.6791777|1357.40568|10.88903141|0.0|1.0|0.0|1.0|3.4|3.6|-7.99|4.0|4.67|105.02|3.51|2.0|125.29|0.0|-6.13|4.0|-6.03|445.93|0.0|0.0|0.0|4.0|0.000334|2.83e-06|0.00126|4.21|0.0|-0.0795299999999999|3.7031|3.7031|-2089.523959|693.64|1177.63|334.81|356.0|334.81|549.86|0.56781|-2089.293299|356.0|-0.23096|0.02236136|-2089.354057|10.369000000000002|2.0|8.6253
14a_a10|0.0|0|0|0.0|0.0|1|7.535296702|1.3438495730000002|5.4161004020000005|0.0437538159999999|0.035660377|2.070512208|-0.147427016|0.011509975|10.92970798|1|1|0.012272222|0.042968756|-0.220250238|2|-0.011977878|0.740051323|0.911549451|-0.044416218|-0.070610745|-32.23041637|-51.23835032|9.840503082|64.18371923|7.140714112|134.15514270000003|0.542015878|67.14248252|0.469029865|661.4615097|1774.8853399999998|-9.988888957|0.457984122|18.88856367|0.8833450959999999|6754.660977|332.3339934|-60.97724212|1701.592784|15.9041322|0.0|1.0|1.0|1.0|3.98|4.4|-8.18|4.16|3.36|59.31|1.94|1.0|146.76|0.0|-4.21|6.0|-6.82|468.59|0.0|1.0|0.0|3.43|0.0288|1.58e-05|0.00743|3.29|0.0|-46.0|5.5808|3802.0|-1489.655581|800.01|1380.89|326.1|0.2835|222.16|645.26|0.34245|-1489.42155|0.0005|0.19621|-0.14757681|-1489.487381|4.8004|74.0|7.1308
8_a47|0.0|0|0|0.0|0.0|0|7.252053952000001|1.24688044|5.476463552|-0.099564745|0.0363475179999999|1.335354131|-0.391797226|-0.008756|10.93671024|0|0|-0.007648516|-0.177626636|-0.00158075|2|-0.035681436|0.659210804|0.8497568740000001|-0.075955381|-0.091482011|-44.09728708|-53.11155658|5.043798869|87.2263982|2.928269795|0.0|0.819702033|60.62152862|0.414302597|493.3419136|2217.264922|-12.06582525|0.180297967|11.08581716|0.707366287|6219.278078|104.6752861|-371.2177396|1166.287236|7.509972037000001|1.0|0.0|1.0|1.0|3.02|3.21|-9.25|5.67|6.77|58.04|3.9|2.0|113.97|0.0|-6.59|4.0|-4.79|405.85|1.0|0.0|1.0|5.03|0.000104|6.490000000000001e-07|0.000263|5.61|0.0|-0.05495|3.6696|3.6696|-1686.068471|621.06|1071.62|337.87|0.2249|337.87|433.38|0.6877800000000001|-1685.8518170000002|0.2249|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3
14z_a23|0.0|1|1|0.0|0.0|2|7.423568444|1.197960872|5.351858133|-0.024897956|0.04314059|0.729326158|-0.30053593|0.009174505|10.31321795|2|2|0.007229683|0.0708381429999999|-0.069023218|2|0.10796308|0.64069202|0.925301102|-0.0582387179999999|-0.079754981|-40.56245532|-55.54823244|12.77192721|52.02674091|8.895469235|79.960755|0.785604449|66.77741935|0.474697407|644.4593172|2692.627452|-16.46322104|0.214395551|14.91419434|0.903664694|7285.13008|149.3235124|-397.8390333|1414.152695|11.22918692|0.0|1.0|0.0|1.0|3.42|3.67|-8.57|4.64|5.32|105.02|3.99|2.0|130.3|0.0|-6.77|4.0|-5.8|480.37|0.0|0.0|0.0|4.49|8.18e-05|7.37e-07|0.000354|4.83|0.0|-0.08503|4032.0|3.6632|-2549.107748|715.41|1221.92|338.46|0.3201|307.5|586.28|0.66217|-2548.895003|0.2917|-0.23698|0.01238131|-2548.957384|7.9877|5.0|8.2941
4c_a46|0.0|0|0|0.0|0.139403726|1|7.825245291|1.134637091|5.587248657999999|-0.048990529|0.0440307329999999|0.0|-0.300069396|0.010177371|10.94298307|1|1|0.010040825|-0.165951544|-0.056422062|1|0.072412685|0.65145414|0.890777395|-0.063644365|-0.087503927|-40.22007179|-55.2981278|8.799732282999999|69.02325225|5.56099297|53.13410852|0.840753785|60.67664538|0.450883931|562.9269925|2487.942529|-11.85656505|0.159246215|13.06174141|0.8211086059999999|5571.088357|100.6356847|-430.6788754|1249.669579|5.378517586|1.0|1.0|1.0|1.0|4.09|3.8|-7.62|5.11|5.24|57.01|3.4|2.0|115.03|0.0|-5.55|4.0|-5.39|389.49|0.0|1.0|0.0|4.44|0.00109|5.3e-06|0.00207|4.63|0.0|-0.04381|5.4579|4.1026|-1245.4159619999998|683.75|1176.07|302.21|0.2296|227.16|617.56|0.42391|-1245.114575|0.2083|-0.21466|0.02299741|-1245.176359|5.4491|2008.0|5.6972
5_a27|0.0|0|0|0.0|0.0|2|6.823286122000001|1.4026035369999998|4.727387819|-0.068518519|0.048947368|1.271687295|-0.286030638|0.00991794|10.93772408|1|1|0.010329671|-0.250776983|-0.2030237389999999|2|0.180356685|0.614205449|0.8531787759999999|-0.055979434|-0.085078576|-29.50048722|-44.83538435|8.936508815|77.37301579999999|4.709432444|56.35994804|0.741481472|53.51978325|0.439066197|449.6149323|1254.531539|-8.438466859|0.258518528|10.98289851|0.7827415529999999|4943.51602|136.2361487|-254.5156507|907.0095354|8.684398894|0.0|1.0|0.0|1.0|3.07|3.11|-6.22|2.94|2.8|65.6|2.66|0.0|97.55|0.0|-3.61|4.0|-6.49|331.37|0.0|1.0|1.0|2.82|0.0821|9.78e-05|0.0324|2.58|0.0|-0.04554|4.0989|4.0989|-1083.143246|566.68|955.22|302.48|0.2448|302.48|463.87|0.64548|-1082.967639|0.2448|-0.21506|0.01903872|-1083.019748|3.5632|3.0|8.5229
5a_a40|0.0|0|0|0.0|0.0|1|8.149890544|0.604913477|6.167516491000001|0.059258947|0.0388888889999999|0.808197279|-0.152120625|0.011345707|10.31198338|2|2|0.010425818|-0.191663433|0.004130836|0|-0.442215721|0.5263598389999999|0.8531783270000001|-0.078132307|-0.090991462|-34.5789643|-40.27003217|9.135164355|64.97877226|4.042943749|52.43850484|0.8224652720000001|46.06507254|0.4889874279999999|377.5905776|508.8362301|-7.128912782|0.177534728|10.7779923|0.956899016|3736.248815|78.57142892|-285.426492|587.5511127|5.795040371|1.0|1.0|0.0|1.0|3.04|2.49|-4.05|3.68|3.08|75.5|1.85|0.0|74.15|0.0|-4.13|3.0|-5.9|269.32|0.0|1.0|1.0|2.8|0.0202|0.000213|0.0574|2.88|0.0|-0.0657799999999999|3.7921|3.7921|-1177.598691|466.79|757.45|326.96|0.4461|326.96|353.51|0.69499|-1177.51016|0.4461|-0.21644|0.01514427|-1177.555706|7.6003|81.0|7.0915
13m_a6|0.0|0|0|3.415695704|0.0|0|6.842683282|1.429020166|4.727387819|-0.135152403|0.0446875|1.617900191|-0.628720289|-0.0093684169999999|10.9505335|1|1|-0.00687003|0.037052986|-0.068956229|2|0.156982046|0.82642394|0.715612461|-0.0989137669999999|-0.107644789|-68.97140339|-75.05944278|12.95736535|198.3000783|9.035018118|95.67846949|0.7362989999999999|89.65257305|0.48094941|498.9881336|2574.030011|-18.41524497|0.263701|16.2526769|0.926594475|6412.592679|183.8755989|-329.5370141|1936.888972|14.59313027|1.0|1.0|1.0|1.0|3.59|2.18|-9.67|4.19|3.76|122.47|0.81|1.0|127.2|0.0|-4.64|5.0|-7.23|435.48|0.0|0.0|1.0|2.67|0.00987|5.24e-05|0.0228|2.43|0.0|-0.07137|3.9127|3.3359|-1423.762467|726.28|1231.54|371.67|275.0|316.88|546.69|0.66475|-1423.448957|0.1924|-0.20954|0.04955777|-1423.511471|6.5243|0.01|8.0
28_a20|0.0|0|0|0.0|0.0|1|6.842683282|1.417203216|4.727387819|-0.114439513|0.0396875|1.650185059|-0.363557127|0.002234763|10.94963925|1|1|0.002695258|0.155263557|-0.016955137|3|-0.104458316|0.690655217|0.7817507370000001|-0.086299346|-0.091179288|-57.59898971|-60.85602167|9.799649234|145.66665480000003|6.540604536|88.39175809|0.773641727|71.98460956|0.468838001|521.7658603|2449.815677|-15.62203369|0.226358273|14.28413212|0.8826648009999999|6348.941881000001|151.0788711|-365.2747728|1573.2352460000002|11.12858789|0.0|1.0|1.0|1.0|3.45|2.86|-8.8|3.93|4.01|99.58|1.73|1.0|122.8|0.0|-4.42|5.0|-6.96|420.47|0.0|0.0|1.0|3.04|0.0159|3.72e-05|0.0156|2.68|0.0|-0.06242|4.7905|3.5798|-1368.363151|704.42|1198.32|346.35|0.2354|258.81|531.85|0.50352|-1368.085242|0.0153|-0.21814|0.03534166|-1368.146882|4.7428|255.0|6.5935
