molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|nFaHRing|PBF|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50
12a_a5|1|0|0|2.981252568|0.0|0|1.338814635|-0.00166971|5.209486153|0.043132749|0.023108466|0.0|-0.09350376|-0.114419442|-0.032601907|1|1|0.008649556|-0.057691345|-0.093973419|-0.175245466|0.762866363|0|0.337539208|-36.01436435|5.032443973|0.105409104|64.77671525|-0.026030816|-25.55893402|3.0925714930000003|0.0|0.746785093|-1.353602454|41.04680832|2524.410428|549.7500455|-831.8249311000001|899.5599904|-9.830359239|0.253214907|5294.775577|155.6073368|-511.1786804|0.014342828|-303.31208710000004|650.3600841|8.814051518|0.0|1.0|1.0|1.0|1.0|3.06|0.21|23.0|-8.83|5.12|4.26|57.7|2.17|0.0|119.38|0.0|1.0|5.0|-4.27|29.0|4.0|-6.23|0.0|3.58|0.0205|0.00977|5.660000000000001e-07|-0.04076|4.6865|2.91|-1202.02622|297.97|0.4794|264.55|0.50831|0.67169|-1201.750315|0.0296|-0.17152|2.5642|-0.21228|-1201.8082029999998|19.0|7.7212
1o_a5|1|0|0|2.923171926|0.0|0|1.427566509|-0.002633927|4.59511985|0.033105871|0.025987654|0.0|-0.1079910069999999|-0.102739602|-0.008511304|1|1|0.0051989459999999|0.038275248|0.06759341|-0.231165601|0.670787375|0|0.447318682|-42.63505279|7.122612351|0.11569628|62.16682117|-0.028770932|-21.04383087|3.827177229|1.01402588|0.699913551|-1.093295425|49.75766514|2238.291862|475.1609233|-587.4579645|833.537568|-8.306775343|0.300086449|4572.818263|161.2447749|-315.657463|0.020380352|-214.8381946|393.5487205|10.95092849|1.0|1.0|1.0|1.0|1.0|2.81|0.0|23.0|-8.11|4.48|4.07|78.25|1.23|0.0|95.2|0.0|1.0|3.0|-4.08|25.0|4.0|-6.3|1.0|2.95|0.0269|27.0|2.54e-06|-0.07037|4.5011|2.66|-1043.577386|297.38|0.3966|275.45|0.4988899999999999|0.5492100000000001|-1043.422345|0.0071|-0.1693599999999999|4.7435|-0.23973|-1043.472984|35.0|7.4559
3c_a12|0|0|0|0.0|0.0|0|0.610140703|-0.009252756|4.59511985|-0.058516436|0.039605735|0.0|-0.379362977|-0.008931246|-0.056537396|1|1|-0.001825446|-0.116098308|-0.211367878|-0.545592465|0.923855679|0|0.242114395|-36.28720467|6.688634392000001|0.156144506|79.00277721|-0.033980537|-25.42738988|3.384177297|0.0|0.7055242159999999|-1.291260406|42.97583906|2186.344105|426.9566009|-653.3253118|1139.340748|-8.698843907999999|0.2944757839999999|4629.005722|148.9927848|-330.5560685|0.02155815|-207.9738085|380.2468615|10.90754815|1.0|1.0|1.0|1.0|1.0|3.94|0.12|17.0|-6.78|4.01|2.25|78.41|1.82|0.0|98.16|0.0|1.0|3.0|-4.22|23.0|4.0|-6.18|1.0|2.76|0.0194|0.0318|5.3200000000000006e-05|-0.07463|3.9848|2.56|-1327.498519|345.72|0.4687|311.14|0.43415|0.68067|-1327.351991|0.1193|-0.14572|1.6035|-0.22035|-1327.4004710000002|0.02|7699.0
12au_a36|1|0|0|3.422314661|0.0|0|0.2992539489999999|-0.009897048|5.351858133|-0.351827031|0.044036281|0.0|-0.613616984|-0.023640632|-0.03802163|1|1|-0.001160331|-0.15024383|-0.261631709|-0.515924985|0.8183043390000001|0|0.284342092|-64.86748076|15.51748637|0.301003019|216.5471227|-0.038036474|-57.09017539|11.16356587|26.04051569|0.7160586109999999|-2.206115469|80.38496714|3484.987058|502.8713191000001|-1587.1201529999998|2384.109036|-19.68626738|0.283941389|7239.100414|204.2726719|-1141.803508|0.023021031|-310.873098|805.2286932|16.56175445|0.0|0.0|0.0|0.0|3.0|5.0|0.17|17.0|-6.87|1.28|2.15|123.75|0.84|0.0|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|-8.03|0.0|1.18|0.0668|0.0897|6.45e-05|-0.0570899999999999|5.1307|6.24|-1876.207937|334.15|809.0|241.65|0.58518|0.70395|-1875.89525|0.0158|-0.15162|6.1367|-0.2087099999999999|-1875.960827|47.0|7.3279
11e_a5|1|0|0|2.971327032|0.0|0|1.338814635|-0.003208975|5.209486153|0.038643235|0.020943152|0.0|-0.192538515|-0.16669151|-0.010236262|1|1|0.008721244|-0.0924814769999999|-0.147721258|-0.234433859|0.77509232|0|0.372098505|-41.64560703|7.986070113999999|0.123241209|81.64179149|-0.0282210629999999|-34.67724171|5.290414418|0.0|0.72163516|-1.580379517|49.63167715|2721.416353|580.8135016|-1046.930776|960.0428704|-12.38472918|0.27836484|5675.693973|184.4042616|-693.5448342|0.016933845|-293.6467698|735.3048881|11.21791539|0.0|1.0|1.0|1.0|1.0|3.22|0.24|23.0|-8.95|5.03|4.29|66.93|1.83|0.0|125.71|0.0|1.0|7.0|-4.65|31.0|5.0|-6.28|0.0|3.63|0.00919|0.00782|4.64e-07|-0.03808|4.4179|2.91|-1316.547103|302.14|0.5347|280.64|0.66478|0.6505|-1316.239803|0.2125|-0.16751|2.3124|-0.20559|-1316.301553|0.04|7.3979
13g_a6|1|0|0|3.457632039|0.0|0|1.424099171|-0.006574579|4.727387819|0.004767264|0.043020833|1.648997541|-0.381325604|0.073394284|-0.080022038|1|1|-0.000644109|-0.12414699|-0.215607882|-0.46487852|0.836982172|1|0.2141642839999999|-51.67543048|12.28038897|0.128027951|89.14285747|-0.0323525729999999|-44.57717132|8.550546653|0.0|0.7357333540000001|-1.747038966|63.95581946|2929.039254|607.1336751|-1216.422234|3916.754765|-15.68456028|0.264266646|6332.20768|184.0026638|-846.9662551000001|0.017929016|-328.2712049|744.1359788|12.48355309|1.0|1.0|1.0|1.0|2.0|3.61|0.12|27.0|-10.57|5.41|4.79|103.17|1.13|0.0|128.63|0.0|0.0|6.0|-5.56|33.0|5.0|-6.31|1.0|3.47|0.0012|0.0038|1.15e-08|-0.07536|5.9869|3.83|-1386.611265|381.82|0.8442|207.09|0.38325|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|10.1708|-0.20806|-1386.364067|119.0|6.9245
9s_a24|1|0|0|2.9568988810000003|0.0|0|1.4275963180000002|-0.003599664|4.59511985|-0.00570386|0.023585859|0.0|-0.190782186|-0.060407836|0.013901071|1|1|0.007695726|-0.204128966|-0.359715589|-0.248704391|0.799076569|0|0.483170382|-30.93968263|10.42725806|0.116650168|72.43525688|-0.019465646|-24.51900941|6.474925237000001|0.695462853|0.445160769|-0.953816666|41.36694069|2747.809842|548.5261887|-592.2833757999999|969.5210193|-7.505819207999999|0.554839231|5767.9102490000005|344.5337711|-367.7851412|0.03496522|68.10609672|604.8829955|21.71205366|0.0|1.0|1.0|1.0|1.0|3.43|0.04|29.0|-8.11|3.15|4.29|77.21|0.81|0.0|115.67|0.0|1.0|4.0|-3.36|30.0|4.0|-7.2|0.0|2.63|171.0|0.0343|3.04e-06|-0.03597|3.0726|1.82|-1271.031372|464.24|0.5112|403.51|0.69475|0.6907300000000001|-1270.738032|0.0839|-0.10865|4.6141|-0.14462|-1270.796154|32.0|7.4949
22_a4|0|0|0|0.0|0.0|1|1.399866564|-0.006436201|5.4161004020000005|-0.115883451|0.044357639|0.0|-0.257448045|-0.2078428719999999|-0.023072107|1|1|0.004237768|0.021636871|0.034720243|-0.3877007|0.774689758|0|0.242642229|-45.61565825|5.1432274630000006|0.138796849|66.70156956|-0.036468635|-20.77508795|2.47167963|0.0|0.8444670409999999|-1.349339509|50.75888571|1950.173729|413.8681986|-648.451775|1477.437886|-8.422332951|0.155532959|4074.564287|74.7444381|-311.62631919999995|0.011296354|-331.080892|338.71903330000004|5.428686137000001|1.0|1.0|0.0|0.0|1.0|3.3|0.11|17.0|-5.24|3.19|3.54|50.94|2.09|0.0|87.12|0.0|2.0|2.0|-3.77|22.0|3.0|-5.91|1.0|2.81|0.0497|0.0301|0.0016699999999999|-0.03046|4.468999999999999|3.38|-934.2706743999998|305.85|0.1675|277.43|628.0|0.65771|-934.12356|0.1293|-0.16754|3.5548|-198.0|-934.171365|47.0|7.3279
13a_a30|0|0|0|0.0|0.0|0|0.604984129|-0.011002918|5.351858133|-0.118776867|0.042560386|0.0|-0.627166322|0.0317047379999999|-0.0351777|1|1|-0.002215642|0.003429114|0.006103754|-0.5640209589999999|0.841060094|0|0.478381813|-74.02777574|12.53013554|0.303605444|204.9120824|-0.042832838|-51.70573895|8.456950359|102.6479456|0.799862466|-2.27014041|86.55791128|3002.811441|470.0167988|-1532.183327|2520.165025|-19.5115996|0.2001375339999999|6675.344631|135.07860209999998|-1034.114779|0.017212819|-404.771677|713.7769663|11.6174288|1.0|0.0|0.0|0.0|2.0|4.76|0.13|17.0|-6.19|3.04|1.72|124.74|2.06|0.0|135.37|0.0|1.0|6.0|-5.01|32.0|5.0|-7.05|0.0|1.91|0.00427|0.0221|0.000288|-0.0555|5.0535|4.54|-1744.491614|351.35|0.1788|245.34|0.26119|0.6845600000000001|-1744.217986|0.1603|-0.14953|0.7158|-0.20503|-1744.281248|14.0|7.8665
3i_a32|1|1|1|2.417426304|-4.547725143|0|0.6094207970000001|-0.012358668|5.733341277|-0.363243817|0.05052381|1.711001131|-0.4449120629999999|-0.26785886|0.022524712|3|3|-0.0106761939999999|-0.054335108|-0.212967423|-0.537667101|0.565740817|1|0.259644227|-49.17963359|8.064907632|0.106172013|55.97682661|-0.044627482|-31.48976464|4.252042736|0.201037767|0.77072347|-1.472706897|57.24454122|2471.4299920000003|471.2508776000001|-776.4518766|2141.3084710000003|-12.4050588|0.22927653|5656.349227000001|120.8809386|-409.3669403|0.021905206|-285.465827|318.0257595|11.54903146|1.0|0.0|1.0|1.0|1.0|3.1|0.13|19.0|-6.96|6.76|6.29|110.94|2.09|0.0|88.28|0.0|1.0|3.0|-6.27|24.0|6.0|-5.53|1.0|4.37|0.000197|0.00251|4.01e-05|-0.06518|3642.0|3.38|-1891.833327|340.43|0.4765|340.43|0.70322|0.70322|-1891.738614|0.4765|-0.1476|2494.0|-0.21278|-1891.790935|6.0|8.2366
12f_a31|1|0|0|3.4780522210000004|0.0|0|0.6101347579999999|-0.011835152|5.733341277|-0.033056721|0.03703252|0.0|-0.698273995|-0.0944165219999999|-0.0164221939999999|2|2|0.000889251|-0.130400541|-0.205011573|-0.551471017|0.805862937|0|0.262896936|-68.14417693|19.26761061|0.299007775|208.6022728|-0.0337826789999999|-57.54866283|13.44201623|569.7325277000001|0.686882955|-1.891830012|87.41178754|2710.311963|489.0460499|-1319.832035|1805.921786|-16.44247509|0.313117045|5845.744358|218.4455813|-920.7786053|0.021559868|-260.7571603|713.5657448|15.04120547|1.0|1.0|1.0|1.0|2.0|3.86|0.41|16.0|-8.02|6.43|4.48|117.37|1.53|0.0|117.78|0.0|1.0|10.0|-5.98|30.0|5.0|-6.19|1.0|4.01|0.0004469999999999|0.0101|4.06e-06|-0.03317|3.8305|5.39|-1696.785527|323.68|0.2664|323.68|0.7006600000000001|0.7006600000000001|-1696.466804|0.2664|-0.15894|1.8803|-0.19211|-1696.53373|0.13|6.8861
5_a4|0|0|0|0.0|0.0|1|1.343864516|-0.001215982|5.4161004020000005|0.02257929|0.035994832|2.189593648|-0.0607990979999999|-0.050389825|-0.134215501|1|1|0.0111310589999999|-0.0471580309999999|-0.076189222|-0.164263889|0.655087104|1|0.431132276|-27.26045038|4.324106888|0.056851498|30.54859623|-0.025201292|-19.68930579|2.323516519|46.53110402|0.807351587|-1.159259431|31.58455727|2282.291204|506.7916175|-622.9167106000001|1896.178084|-7.276482574|0.192648413|5059.243919|103.5177395|-334.71819839999995|0.009538616|-330.3047347|518.5792364|5.125482045|1.0|1.0|1.0|1.0|0.0|3.27|0.23|21.0|-7.96|4.89|4.67|43.6|2.88|0.0|104.89|0.0|1.0|3.0|-4.57|26.0|3.0|-5.57|1.0|3.89|0.00925|0.0049299999999999|3.71e-06|-0.04892|4.8582|3.71|-1069.27374|308.12|0.1106|255.2|0.60407|0.6019899999999999|-1069.051141|67.0|-0.16965|2.7859|-0.21857|-1069.102899|71.0|7.1487
8h_a8|1|0|0|2.975382653|0.0|1|1.3918396709999998|-0.010324979|4.844187086|-0.249095464|0.046205674|0.0|-0.485274006|-0.085125857|0.007079485|1|1|-0.007036544|0.09830823|0.254819201|-0.53822084|0.578166105|0|0.273425421|-72.14530885|6.58499063|0.397594866|233.7669182|-0.048805507|-39.07081527|3.871662077|53.78973456|0.918315905|-2.147442322|78.73029948|2623.688756|354.18563860000006|-1262.594204|2019.780061|-16.87148841|0.081684095|5956.417906000001|48.02637252|-742.3454901|0.00764059|-491.8998117|485.8626377000001|4.492304417|0.0|0.0|0.0|0.0|2.0|3.11|0.0|23.0|-7.95|4.69|4.72|80.88|4.11|0.0|105.27|0.0|1.0|4.0|-5.21|29.0|4.0|-5.98|0.0|4.01|0.0023899999999999|0.00395|4.43e-06|-0.06344|4801.0|7.71|-1361.651799|332.16|0.3011|258.25|0.56196|0.69844|-1361.455676|272.0|-0.15475|3.4779|-0.21819|-1361.5113789999998|11.59|4.9359
18c_a22|0|0|0|0.0|0.0|1|1.194229067|-0.003749104|4.727387819|0.013131848|0.038137255|1.642882533|-0.213698903|0.009519672|0.006275578|1|1|0.005597023|-0.078828791|-0.143402172|-0.305378181|0.7290394929999999|1|0.5003904610000001|-40.094865000000006|13.72808419|0.068926461|47.68404831|-0.028825841|-36.55965924|9.49723261|15.22791009|0.682690024|-1.52776956|53.82294919|3090.601885|644.1264387|-1056.927003|2574.178324|-13.79609783|0.317309976|7101.057047|219.5183688|-731.1931848999999|0.0215181079999999|-252.7737494|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|1.0|3.56|0.08|27.0|-9.46|5.36|4.98|124.4|1.47|1.0|136.36|0.0|1.0|6.0|-5.8|34.0|5.0|-6.63|1.0|3.72|0.000739|0.0036799999999999|1.58e-07|-0.07207|5655.0|3.5|-1783.562578|333.1|0.2996|219.25|0.4609|0.60449|-1783.277296|0.0817|-0.15158|1.2938|-0.22365|-1783.340519|26.0|7585.0
14a_a22|0|0|0|0.0|0.0|1|1.4229176680000002|-0.0050042229999999|4.727387819|-0.052476637|0.038167849|1.614660505|-0.280236463|-0.057308195|-0.015194063|1|1|0.005757758|-0.097476465|-0.165471815|-0.360663314|0.6819423609999999|1|0.490491034|-42.39063895|14.49148204|0.135922381|92.61079081|-0.031338217|-37.82586486|9.873779458|60.38977977|0.7007904070000001|-1.629587269|56.88212098|2885.858295|588.739773|-1110.320204|2169.870866|-14.54840956|0.299209593|6348.976909|203.8666248|-756.5172972|0.021742777|-273.61731430000003|684.5377542|14.81445329|1.0|1.0|1.0|1.0|1.0|3.42|0.08|27.0|-9.21|3.87|4.31|85.59|1.73|0.0|124.05|0.0|1.0|6.0|-4.65|32.0|5.0|-6.61|1.0|3.19|0.00945|0.00881|2.56e-07|-0.06145|5.0653|4.98|-1368.35698|347.23|0.3051|244.77|0.45928|0.63156|-1368.075682|0.0578|-0.15029|4.9775|-0.21174|-1368.13858|38.0|7.4202
12a_a36|1|0|0|3.4715209280000003|0.0|0|1.297044783|-0.007471648|5.351858133|-0.0427777779999999|0.040166667|0.0|-0.403468978|-0.070252245|-0.065913514|1|1|0.003199301|-0.1063550619999999|-0.183140926|-0.432975237|0.907322874|0|0.436020272|-46.76212019|12.03249549|0.179315373|110.1075804|-0.037738352|-39.52572284|7.388485123|5.277117996|0.755315434|-1.886917597|58.79461567|2647.835699|503.9367075|-1158.650972|2258.5909920000004|-14.22926022|0.244684566|5710.355735|150.24716030000002|-711.4630111|0.019102103|-313.5499672|598.1535763999999|11.72953701|1.0|0.0|0.0|0.0|2.0|4.75|0.14|17.0|-6.59|2.72|1.88|69.2|2.02|0.0|123.75|0.0|1.0|5.0|-3.79|29.0|4.0|-6.72|0.0|1.86|0.0625|0.0384|9.78e-05|-0.04946|3.8343|3.16|-1232.951968|338.0|0.4435|323.35|0.67869|0.6997|-1232.707754|0.0012|-0.1519299999999999|6.3637|-0.20139|-1232.764108|13.0|7.8861
8a_a12|0|0|0|0.0|0.0|0|1.283813597|-0.00771093|0.0|-0.052287869|0.0420317459999999|0.0|-0.362413703|-0.050603335|-0.084035283|0|0|0.000249868|-0.135424346|-0.226106307|-0.5385001079999999|0.913877696|0|0.221703535|-30.69873711|5.354053791|0.107343574|55.59930083|-0.033836466|-24.96342938|2.773166902|0.0|0.791430726|-1.4888045019999998|36.0527909|2212.38965|462.3571879|-771.1359521|2093.2274030000003|-9.077610683|0.208569274|4806.044707999999|108.02980890000002|-399.41487|0.014012546|-301.89687089999995|464.1781753|7.257889351|1.0|1.0|1.0|1.0|1.0|4.06|0.15|18.0|-7.89|3.87|2.5|50.17|2.89|0.0|105.24|0.0|1.0|3.0|-3.9|25.0|4.0|-6.04|1.0|3.1|0.0408|0.0203|4.2e-06|-0.06246|3.9091|3.41|-1046.0428949999998|317.17|0.2486|317.17|0.6309100000000001|0.6309100000000001|-1045.851982|0.2486|-0.15696|3.6588|-0.2194199999999999|-1045.902509|199.0|6.7011
34_a47|0|1|1|0.0|0.0|1|1.40499556|-0.004157676|4.727387819|-0.064842466|0.03522792|1.741433543|-0.191253079|-0.043634386|0.078153957|1|1|0.0047106|-0.1430639269999999|-0.317014709|-0.2829549719999999|0.62974551|1|0.437215023|-34.3104683|10.92238452|0.1739443389999999|96.32577107|-0.029348287|-27.64315244|6.048527453999999|0.0|0.653993216|-1.261976347|45.23285281|2371.236125|457.4477611|-698.8490993|918.6458674|-9.000096143|0.346006784|5105.274301|191.6093987|-387.0041342|0.023023142|-170.55473480000003|439.9906467|12.74960652|1.0|1.0|1.0|1.0|1.0|3.19|0.16|21.0|-7.47|3.34|4.52|68.52|1.75|0.0|99.09|0.0|1.0|4.0|-3.57|26.0|5.0|-6.66|1.0|3.02|0.0929|0.0436|1.17e-05|-0.0545|4.2077|2.41|-1162.4815230000002|318.79|0.2309|294.66|0.6602399999999999|0.69314|-1162.283641|0.1718|-0.16086|4.4605|-0.21536|-1162.33788|2.0|8.7
5d_a40|0|0|0|0.0|0.0|1|0.6049133329999999|-0.005662681|6.167516491000001|0.0418378229999999|0.044526749|0.716041667|-0.1868684619999999|0.2078052269999999|0.029272031|2|2|0.006642869|-0.0038660009999999|-0.009744685|-0.399968083|0.496945486|1|0.049855551|-39.55506228|10.10860823|0.245989948|112.88660690000002|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|0.8111805740000001|-1.131332331|49.66367051|1974.583878|346.0207917|-519.1767771000001|511.3769101|-7.94180214|0.188819426|4051.712713|86.65063178|-238.2540642|0.014630084|-285.606135|243.4287716|6.713853887999999|1.0|0.0|1.0|0.0|0.0|3.02|0.21|14.0|-4.32|4.08|3.64|75.5|2.25|1.0|74.11|0.0|2.0|3.0|-4.23|20.0|4.0|-5.94|1.0|3.1|17.0|0.0436|0.0137|-0.06796|3.7374|4.61|-1276.833831|331.74|0.4493|331.74|0.69613|0.69613|-1276.751174|0.4493|-0.14851|7.0422|-0.2164699999999999|-1276.797751|19.0|7.7212
17_a3|0|0|0|0.0|0.0|0|0.605019885|-0.009450704|4.727387819|-0.118246266|0.047430556|1.709081227|-0.349676046|-0.041723219|-0.0510707059999999|1|1|-0.006696449|0.020589494|0.036673175|-0.633373061|0.881253042|1|0.225087454|-50.20132919|5.251911643|0.1969243769999999|100.2028184|-0.039557272|-24.87357062|2.672377884|76.17242478|0.840062179|-1.344947254|55.45324083|2196.728425|408.6362608|-684.3617224|1667.279771|-10.24205849|0.159937821|4839.543958|81.38261354|-348.2299886|0.012803096|-346.0738521|353.7528308|6.514715538|1.0|1.0|1.0|1.0|1.0|3.13|0.0|21.0|-7.48|4.96|4.66|92.93|2.37|0.0|95.5|0.0|1.0|2.0|-5.53|23.0|3.0|-5.61|1.0|3.71|1.0|0.00399|1.11e-05|-0.0720399999999999|3.2102|3.57|-1731.75233|386.22|0.4062|386.22|0.69481|0.69481|-1731.6147670000005|0.4062|-0.13155|3.8077|-0.20359|-1731.663157|23.0|7.6383
1j_a5|1|0|0|2.9426852410000004|0.0|0|1.427567371|-0.003981454|4.59511985|-0.010620031|0.025987654|0.0|-0.175183967|-0.07622096|-0.032333695|1|1|0.006957291|-0.010807075|-0.0178558139999999|-0.2470489089999999|0.74740095|0|0.35883584|-39.64241895|10.57633738|0.152836128|82.09385267|-0.027258236|-21.49609451|5.680936139|1.471030887|0.616489567|-1.117587665|50.21875634|2242.805131|455.0425806|-600.2970524|847.5275797|-7.86442482|0.383510433|4618.562904|205.997426|-322.4414176|0.026739895|-125.1415813|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|1.0|2.76|0.05|23.0|-8.14|4.5|4.21|63.69|1.57|0.0|96.98|0.0|1.0|4.0|-4.03|25.0|4.0|-6.15|1.0|3.19|0.0304|0.0206|2.36e-06|-0.03832|4.4331|2.61|-1065.849941|300.89|0.5115|279.68|0.66182|0.6449|-1065.671975|0.1644|-0.16813|2.2503|-0.20645|-1065.723417|24.0|7.6198
23_a10|0|0|0|0.0|0.0|1|1.34383709|-0.00264793|5.4161004020000005|0.012558932|0.036666667|1.981673861|-0.17741132|-0.000458688|-0.0253481679999999|1|1|0.010662507|-0.130679|-0.207994181|-0.233801237|0.7338945809999999|1|0.535680357|-35.17017083|6.81095873|0.084791355|60.05816353|-0.02685653|-36.32074126|4.824237957|53.00900704|0.7611996520000001|-1.6651048819999998|41.98112956|3103.831885|648.2471057|-1179.402562|1945.384475|-13.47382337|0.238800348|7034.375112000001|169.14354509999998|-835.377049|0.013394095|-370.018179|930.6293092|9.487107794|1.0|1.0|1.0|1.0|0.0|3.8|0.21|27.0|-9.84|5.11|5.81|56.07|2.99|0.0|139.11|0.0|1.0|6.0|-5.38|35.0|5.0|-5.93|1.0|4.5|0.00193|0.000923|6.66e-08|-53.0|3.8034|3.9|-1470.1960279999998|325.98|0.2089|325.98|0.67647|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|-1469.902562|0.75|6.1249
9_a4|0|0|0|0.0|0.0|1|1.300485838|-0.00136737|5.4161004020000005|0.016639331|0.040449735|2.137757657|-0.064266379|-0.091393763|-0.0454860859999999|1|1|0.009731833|-0.0475186259999999|-0.076824065|-0.172904817|0.625717993|1|0.472497372|-28.63837014|4.918284148|0.062897208|34.22811902|-0.025885299|-20.60179129|2.676487872|45.21212204|0.792890434|-1.113067849|33.55665428|2359.945586|509.9632679|-605.7219363|2012.840082|-7.665782805|0.207109566|5387.230364999999|112.7072422|-329.6286606|0.010768243|-318.7769026|489.7528555|5.859985199|1.0|0.0|1.0|1.0|0.0|3.18|0.19|21.0|-8.16|5.14|5.07|43.6|3.15|0.0|105.09|0.0|1.0|2.0|-4.76|26.0|3.0|-5.56|1.0|4.17|0.0062299999999999|0.00255|2.49e-06|-0.05256|4.7284|3.87|-1489.554198|308.91|0.1217|262.21|0.5182100000000001|0.6464|-1489.36688|0.0584|-0.16948|4.4343|-0.22204|-1489.41872|48.0|7.3188
3e_a32|1|1|1|3.501917045|0.0|0|0.609420788|-0.006553709|5.733341277|-0.058503168|0.044949495|2.220794149|-0.275255791|-0.114649277|-0.080731823|3|3|0.002004382|-0.076494363|-0.1395294259999999|-0.551661318|0.8315372|1|0.290874543|-39.56206964|6.69516884|0.131830389|71.04473954|-0.030786645|-29.05885545|3.608094688|0.0|0.7752553659999999|-1.200679139|46.25723848|2212.661182|467.865447|-647.0582188|1732.3689949999998|-8.941186293|0.224744634|4827.877259000001|121.1171726|-348.70626539999995|0.012891628|-296.6758413|421.3548777|6.94742943|1.0|1.0|1.0|1.0|1.0|3.33|0.24|19.0|-6.92|6.8|5.24|110.94|1.94|0.0|97.86|0.0|1.0|3.0|-6.52|23.0|3.0|-5.2|1.0|4.3|0.000103|0.00225|4.13e-05|-0.0534399999999999|3.5589|3.52|-1672.748189|348.38|0.2914|348.38|0.7025399999999999|0.7025399999999999|-1672.576776|0.2914|-0.14754|3.4537|-0.20098|-1672.62984|8.0|8.0862
27b_a34|0|0|0|0.0|0.0|1|1.4335271040000002|-0.010183855|5.351858133|-0.016803292|0.042739018|0.0|-0.549928192|-0.029622037|-0.027175221|1|1|0.001228116|-0.194619338|-0.322091086|-0.463926296|0.820914556|0|0.3307451819999999|-57.66200309|20.42417736|0.2165682119999999|142.58786569999998|-0.037292511|-47.54648562|13.44721755|540.9533124|0.712312759|-1.864625537|78.08618045|2835.31543|515.8091561000001|-1227.6639|2431.595232|-16.16580511|0.287687241|6032.666081|189.4124225|-808.2902556|0.022820627|-279.5721769|627.4287311|15.02503259|1.0|1.0|1.0|1.0|1.0|3.54|0.12|23.0|-8.19|3.94|4.11|84.99|1.83|0.0|116.33|0.0|1.0|5.0|-5.23|31.0|5.0|-6.14|1.0|3.46|0.00243|0.00449|2.67e-06|-0.04121|4.8168|4.33|-1350.055377|302.88|0.3621|257.4|0.47412|0.70001|-1349.811401|0.0252|-0.1652799999999999|11.8546|-0.20649|-1349.873325|0.65|6.1871
12az_a36|1|0|0|3.465535084|0.0|0|1.297042831|-0.009570959|5.351858133|-0.040156368|0.040566449|0.0|-0.593399474|-0.024018255|-0.012800556|1|1|0.002872872|-0.176729938|-0.289604649|-0.387734368|0.884226781|0|0.411597359|-50.28669997|24.36575918|0.180836387|126.71905359999998|-0.033474609|-52.96429617|17.0740303|8.104966044|0.583865006|-1.941527339|74.65245915|3039.528467|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|0.416134994|6700.839465|291.60189260000004|-953.3573311|0.034594361|-117.53490990000002|766.4854363|24.24160725|1.0|0.0|0.0|1.0|2.0|4.96|0.21|17.0|-6.79|2.83|1.9|87.66|1.42|0.0|136.74|0.0|1.0|7.0|-4.11|33.0|6.0|-7.13|0.0|1.75|0.0342|0.0315|7.11e-05|-0.04967|3.8863|2.68|-1461.990465|343.5|0.4383|319.03|0.69385|0.70333|-1461.686269|0.0146|-0.14879|6.3778|-0.19846|-1461.750394|58.0|7.2366
